date,BR,BR_EPS,PE Ratio
2009-11-19,22.19,0.19,116.78947368421053
2009-11-20,22.26,0.19,117.15789473684211
2009-11-23,22.76,0.19,119.78947368421053
2009-11-24,22.69,0.19,119.42105263157896
2009-11-25,22.64,0.19,119.15789473684211
2009-11-27,21.96,0.19,115.57894736842105
2009-11-30,21.98,0.19,115.6842105263158
2009-12-01,22.16,0.19,116.63157894736842
2009-12-02,22.67,0.19,119.31578947368422
2009-12-03,22.52,0.19,118.52631578947368
2009-12-04,22.96,0.19,120.8421052631579
2009-12-07,22.93,0.19,120.68421052631578
2009-12-08,22.72,0.19,119.57894736842104
2009-12-09,22.77,0.19,119.84210526315789
2009-12-10,22.95,0.19,120.78947368421052
2009-12-11,22.69,0.19,119.42105263157896
2009-12-14,22.71,0.19,119.52631578947368
2009-12-15,22.6,0.19,118.94736842105264
2009-12-16,22.43,0.19,118.05263157894737
2009-12-17,22.06,0.19,116.10526315789473
2009-12-18,22.53,0.19,118.57894736842105
2009-12-21,22.46,0.19,118.21052631578948
2009-12-22,22.73,0.19,119.63157894736842
2009-12-23,22.84,0.19,120.21052631578947
2009-12-24,22.97,0.19,120.89473684210526
2009-12-28,22.94,0.19,120.73684210526316
2009-12-29,22.76,0.19,119.78947368421053
2009-12-30,22.74,0.19,119.68421052631578
2009-12-31,22.56,0.19,118.73684210526315
2010-01-04,22.69,0.19,119.42105263157896
2010-01-05,22.6,0.19,118.94736842105264
2010-01-06,22.45,0.19,118.1578947368421
2010-01-07,22.54,0.19,118.63157894736841
2010-01-08,22.71,0.19,119.52631578947368
2010-01-11,22.78,0.19,119.89473684210527
2010-01-12,22.56,0.19,118.73684210526315
2010-01-13,22.78,0.19,119.89473684210527
2010-01-14,22.97,0.19,120.89473684210526
2010-01-15,22.4,0.19,117.89473684210526
2010-01-19,22.7,0.19,119.47368421052632
2010-01-20,22.57,0.19,118.78947368421052
2010-01-21,22.23,0.19,117.0
2010-01-22,22.14,0.19,116.52631578947368
2010-01-25,22.07,0.19,116.15789473684211
2010-01-26,21.93,0.19,115.42105263157895
2010-01-27,22.08,0.19,116.21052631578947
2010-01-28,22.0,0.19,115.78947368421052
2010-01-29,21.72,0.19,114.3157894736842
2010-02-01,21.86,0.19,115.05263157894737
2010-02-02,21.99,0.19,115.73684210526315
2010-02-03,21.97,0.19,115.63157894736841
2010-02-04,22.04,0.57,38.66666666666667
2010-02-05,21.5,0.57,37.71929824561404
2010-02-08,21.39,0.57,37.526315789473685
2010-02-09,21.05,0.57,36.929824561403514
2010-02-10,21.04,0.57,36.91228070175439
2010-02-11,20.93,0.57,36.719298245614034
2010-02-12,21.42,0.57,37.57894736842106
2010-02-16,21.64,0.57,37.96491228070176
2010-02-17,21.83,0.57,38.29824561403509
2010-02-18,21.78,0.57,38.21052631578948
2010-02-19,21.65,0.57,37.98245614035088
2010-02-22,21.6,0.57,37.89473684210527
2010-02-23,21.41,0.57,37.56140350877193
2010-02-24,21.08,0.57,36.98245614035088
2010-02-25,21.01,0.57,36.85964912280702
2010-02-26,21.04,0.57,36.91228070175439
2010-03-01,21.41,0.57,37.56140350877193
2010-03-02,21.42,0.57,37.57894736842106
2010-03-03,21.28,0.57,37.333333333333336
2010-03-04,21.36,0.57,37.473684210526315
2010-03-05,21.7,0.57,38.07017543859649
2010-03-08,21.44,0.57,37.6140350877193
2010-03-09,22.03,0.57,38.64912280701755
2010-03-10,22.28,0.57,39.08771929824562
2010-03-11,22.15,0.57,38.85964912280702
2010-03-12,22.2,0.57,38.94736842105264
2010-03-15,22.07,0.57,38.71929824561404
2010-03-16,22.08,0.57,38.73684210526316
2010-03-17,22.29,0.57,39.10526315789474
2010-03-18,22.19,0.57,38.929824561403514
2010-03-19,21.95,0.57,38.50877192982456
2010-03-22,22.13,0.57,38.824561403508774
2010-03-23,21.74,0.57,38.140350877192986
2010-03-24,21.61,0.57,37.91228070175439
2010-03-25,21.54,0.57,37.78947368421053
2010-03-26,21.37,0.57,37.491228070175445
2010-03-29,21.72,0.57,38.10526315789474
2010-03-30,21.62,0.57,37.929824561403514
2010-03-31,21.38,0.57,37.50877192982456
2010-04-01,21.32,0.57,37.40350877192983
2010-04-05,21.28,0.57,37.333333333333336
2010-04-06,21.27,0.57,37.31578947368421
2010-04-07,21.31,0.57,37.385964912280706
2010-04-08,21.32,0.57,37.40350877192983
2010-04-09,21.85,0.57,38.333333333333336
2010-04-12,21.95,0.57,38.50877192982456
2010-04-13,21.87,0.57,38.36842105263158
2010-04-14,22.64,0.57,39.71929824561404
2010-04-15,22.66,0.57,39.75438596491228
2010-04-16,22.57,0.57,39.59649122807018
2010-04-19,22.54,0.57,39.54385964912281
2010-04-20,22.78,0.57,39.96491228070176
2010-04-21,22.79,0.57,39.98245614035088
2010-04-22,23.37,0.57,41.00000000000001
2010-04-23,23.31,0.57,40.89473684210527
2010-04-26,23.49,0.57,41.21052631578947
2010-04-27,23.18,0.57,40.66666666666667
2010-04-28,23.54,0.57,41.29824561403509
2010-04-29,23.86,0.57,41.85964912280702
2010-04-30,23.81,0.57,41.771929824561404
2010-05-03,24.0,0.57,42.10526315789474
2010-05-04,23.7,0.57,41.578947368421055
2010-05-05,23.4,0.57,41.05263157894737
2010-05-06,23.23,0.57,40.75438596491229
2010-05-07,22.67,0.57,39.77192982456141
2010-05-10,22.25,0.8,27.8125
2010-05-11,22.01,0.8,27.5125
2010-05-12,21.94,0.8,27.425
2010-05-13,21.99,0.8,27.487499999999997
2010-05-14,21.6,0.8,27.0
2010-05-17,21.32,0.8,26.65
2010-05-18,21.06,0.8,26.324999999999996
2010-05-19,20.72,0.8,25.9
2010-05-20,19.92,0.8,24.900000000000002
2010-05-21,20.5,0.8,25.625
2010-05-24,19.5,0.8,24.375
2010-05-25,18.91,0.8,23.6375
2010-05-26,18.82,0.8,23.525
2010-05-27,19.28,0.8,24.1
2010-05-28,19.12,0.8,23.9
2010-06-01,18.8,0.8,23.5
2010-06-02,18.81,0.8,23.512499999999996
2010-06-03,18.96,0.8,23.7
2010-06-04,18.66,0.8,23.325
2010-06-07,18.63,0.8,23.287499999999998
2010-06-08,19.43,0.8,24.287499999999998
2010-06-09,18.99,0.8,23.737499999999997
2010-06-10,19.65,0.8,24.562499999999996
2010-06-11,19.55,0.8,24.4375
2010-06-14,19.31,0.8,24.137499999999996
2010-06-15,19.49,0.8,24.362499999999997
2010-06-16,19.51,0.8,24.3875
2010-06-17,19.73,0.8,24.662499999999998
2010-06-18,19.84,0.8,24.799999999999997
2010-06-21,19.78,0.8,24.725
2010-06-22,19.58,0.8,24.474999999999998
2010-06-23,19.48,0.8,24.349999999999998
2010-06-24,19.3,0.8,24.125
2010-06-25,19.17,0.8,23.962500000000002
2010-06-28,19.44,0.8,24.3
2010-06-29,19.02,0.8,23.775
2010-06-30,19.05,0.8,23.8125
2010-07-01,19.09,0.8,23.862499999999997
2010-07-02,19.23,0.8,24.037499999999998
2010-07-06,18.96,0.8,23.7
2010-07-07,19.88,0.8,24.849999999999998
2010-07-08,20.31,0.8,25.387499999999996
2010-07-09,20.34,0.8,25.424999999999997
2010-07-12,20.32,0.8,25.4
2010-07-13,20.52,0.8,25.65
2010-07-14,20.57,0.8,25.7125
2010-07-15,20.55,0.8,25.6875
2010-07-16,20.13,0.8,25.162499999999998
2010-07-19,20.15,0.8,25.187499999999996
2010-07-20,20.45,0.8,25.562499999999996
2010-07-21,20.23,0.8,25.287499999999998
2010-07-22,20.66,0.8,25.825
2010-07-23,20.82,0.8,26.025
2010-07-26,21.06,0.8,26.324999999999996
2010-07-27,21.01,0.8,26.2625
2010-07-28,20.84,0.8,26.049999999999997
2010-07-29,20.53,0.8,25.6625
2010-07-30,20.3,0.8,25.375
2010-08-02,20.57,0.8,25.7125
2010-08-03,20.62,0.8,25.775
2010-08-04,20.54,0.8,25.674999999999997
2010-08-05,20.24,0.8,25.299999999999997
2010-08-06,20.37,0.8,25.4625
2010-08-09,20.68,0.8,25.849999999999998
2010-08-10,20.5,0.8,25.625
2010-08-11,20.01,0.8,25.0125
2010-08-12,19.74,1.66,11.891566265060241
2010-08-13,20.19,1.66,12.16265060240964
2010-08-16,20.09,1.66,12.102409638554217
2010-08-17,20.43,1.66,12.307228915662652
2010-08-18,20.53,1.66,12.367469879518074
2010-08-19,20.05,1.66,12.07831325301205
2010-08-20,20.16,1.66,12.144578313253012
2010-08-23,20.09,1.66,12.102409638554217
2010-08-24,20.14,1.66,12.13253012048193
2010-08-25,20.23,1.66,12.186746987951809
2010-08-26,20.5,1.66,12.349397590361447
2010-08-27,21.36,1.66,12.867469879518072
2010-08-30,21.28,1.66,12.819277108433736
2010-08-31,21.35,1.66,12.861445783132531
2010-09-01,21.58,1.66,13.0
2010-09-02,21.87,1.66,13.174698795180724
2010-09-03,22.29,1.66,13.427710843373495
2010-09-07,22.18,1.66,13.361445783132531
2010-09-08,22.17,1.66,13.35542168674699
2010-09-09,22.09,1.66,13.307228915662652
2010-09-10,22.44,1.66,13.518072289156628
2010-09-13,22.42,1.66,13.506024096385543
2010-09-14,22.42,1.66,13.506024096385543
2010-09-15,22.63,1.66,13.632530120481928
2010-09-16,22.59,1.66,13.60843373493976
2010-09-17,22.74,1.66,13.698795180722891
2010-09-20,23.13,1.66,13.933734939759036
2010-09-21,22.84,1.66,13.759036144578314
2010-09-22,22.58,1.66,13.602409638554217
2010-09-23,22.72,1.66,13.686746987951807
2010-09-24,22.95,1.66,13.825301204819278
2010-09-27,22.79,1.66,13.728915662650602
2010-09-28,22.76,1.66,13.710843373493978
2010-09-29,22.89,1.66,13.789156626506026
2010-09-30,22.87,1.66,13.777108433734941
2010-10-01,23.08,1.66,13.903614457831324
2010-10-04,22.84,1.66,13.759036144578314
2010-10-05,22.88,1.66,13.783132530120483
2010-10-06,22.56,1.66,13.590361445783133
2010-10-07,22.44,1.66,13.518072289156628
2010-10-08,22.37,1.66,13.475903614457833
2010-10-11,22.35,1.66,13.463855421686748
2010-10-12,21.89,1.66,13.186746987951809
2010-10-13,21.03,1.66,12.668674698795183
2010-10-14,20.86,1.66,12.566265060240964
2010-10-15,20.73,1.66,12.487951807228917
2010-10-18,20.95,1.66,12.620481927710843
2010-10-19,20.91,1.66,12.596385542168676
2010-10-20,21.49,1.66,12.94578313253012
2010-10-21,21.3,1.66,12.83132530120482
2010-10-22,21.66,1.66,13.048192771084338
2010-10-25,22.06,1.66,13.289156626506024
2010-10-26,21.96,1.66,13.228915662650603
2010-10-27,21.89,1.66,13.186746987951809
2010-10-28,22.02,1.66,13.265060240963855
2010-10-29,22.0,1.66,13.253012048192772
2010-11-01,21.92,1.66,13.204819277108436
2010-11-02,22.11,1.66,13.319277108433734
2010-11-03,22.13,1.66,13.331325301204819
2010-11-04,22.46,0.0,inf
2010-11-05,21.51,0.0,inf
2010-11-08,21.39,0.0,inf
2010-11-09,21.59,0.0,inf
2010-11-10,21.95,0.0,inf
2010-11-11,21.49,0.0,inf
2010-11-12,21.38,0.0,inf
2010-11-15,21.43,0.0,inf
2010-11-16,21.61,0.0,inf
2010-11-17,21.57,0.0,inf
2010-11-18,21.33,0.0,inf
2010-11-19,21.18,0.0,inf
2010-11-22,21.17,0.0,inf
2010-11-23,21.15,0.0,inf
2010-11-24,21.5,0.0,inf
2010-11-26,21.28,0.0,inf
2010-11-29,21.1,0.0,inf
2010-11-30,20.59,0.0,inf
2010-12-01,21.19,0.0,inf
2010-12-02,21.72,0.0,inf
2010-12-03,22.16,0.0,inf
2010-12-06,22.04,0.0,inf
2010-12-07,22.18,0.0,inf
2010-12-08,22.34,0.0,inf
2010-12-09,22.48,0.0,inf
2010-12-10,22.43,0.0,inf
2010-12-13,22.63,0.0,inf
2010-12-14,22.23,0.0,inf
2010-12-15,21.89,0.0,inf
2010-12-16,22.09,0.0,inf
2010-12-17,21.9,0.0,inf
2010-12-20,21.49,0.0,inf
2010-12-21,21.35,0.0,inf
2010-12-22,21.4,0.0,inf
2010-12-23,21.45,0.0,inf
2010-12-27,21.78,0.0,inf
2010-12-28,21.65,0.0,inf
2010-12-29,21.83,0.0,inf
2010-12-30,22.06,0.0,inf
2010-12-31,21.93,0.0,inf
2011-01-03,22.28,0.0,inf
2011-01-04,22.08,0.0,inf
2011-01-05,22.11,0.0,inf
2011-01-06,22.35,0.0,inf
2011-01-07,22.23,0.0,inf
2011-01-10,22.31,0.0,inf
2011-01-11,22.38,0.0,inf
2011-01-12,22.51,0.0,inf
2011-01-13,22.39,0.0,inf
2011-01-14,22.86,0.0,inf
2011-01-18,23.36,0.0,inf
2011-01-19,23.12,0.0,inf
2011-01-20,22.82,0.0,inf
2011-01-21,22.78,0.0,inf
2011-01-24,23.08,0.0,inf
2011-01-25,23.02,0.0,inf
2011-01-26,22.78,0.0,inf
2011-01-27,22.93,0.0,inf
2011-01-28,22.76,0.0,inf
2011-01-31,22.89,0.0,inf
2011-02-01,22.96,0.0,inf
2011-02-02,22.94,0.0,inf
2011-02-03,23.13,0.0,inf
2011-02-04,22.9,0.0,inf
2011-02-07,23.25,0.0,inf
2011-02-08,21.8,0.0,inf
2011-02-09,21.65,0.0,inf
2011-02-10,22.39,0.0,inf
2011-02-11,22.59,0.0,inf
2011-02-14,22.88,0.0,inf
2011-02-15,22.91,0.0,inf
2011-02-16,23.08,0.0,inf
2011-02-17,23.33,0.0,inf
2011-02-18,23.24,0.0,inf
2011-02-22,22.89,0.0,inf
2011-02-23,22.65,0.0,inf
2011-02-24,22.86,0.0,inf
2011-02-25,23.24,0.0,inf
2011-02-28,22.92,0.0,inf
2011-03-01,22.84,0.0,inf
2011-03-02,22.89,0.0,inf
2011-03-03,23.4,0.0,inf
2011-03-04,22.92,0.0,inf
2011-03-07,22.61,0.0,inf
2011-03-08,22.62,0.0,inf
2011-03-09,22.59,0.0,inf
2011-03-10,22.0,0.0,inf
2011-03-11,21.7,0.0,inf
2011-03-14,21.62,0.0,inf
2011-03-15,21.38,0.0,inf
2011-03-16,21.0,0.0,inf
2011-03-17,21.2,0.0,inf
2011-03-18,21.12,0.0,inf
2011-03-21,21.23,0.0,inf
2011-03-22,21.16,0.0,inf
2011-03-23,21.2,0.0,inf
2011-03-24,21.48,0.0,inf
2011-03-25,21.46,0.0,inf
2011-03-28,21.33,0.0,inf
2011-03-29,21.62,0.0,inf
2011-03-30,22.52,0.0,inf
2011-03-31,22.69,0.0,inf
2011-04-01,22.95,0.0,inf
2011-04-04,22.87,0.0,inf
2011-04-05,22.86,0.0,inf
2011-04-06,23.06,0.0,inf
2011-04-07,22.97,0.0,inf
2011-04-08,22.82,0.0,inf
2011-04-11,22.88,0.0,inf
2011-04-12,22.83,0.0,inf
2011-04-13,22.83,0.0,inf
2011-04-14,22.87,0.0,inf
2011-04-15,22.92,0.0,inf
2011-04-18,22.65,0.0,inf
2011-04-19,22.72,0.0,inf
2011-04-20,22.83,0.0,inf
2011-04-21,22.83,0.0,inf
2011-04-25,22.91,0.0,inf
2011-04-26,23.23,0.0,inf
2011-04-27,23.43,0.0,inf
2011-04-28,23.44,0.0,inf
2011-04-29,23.24,0.0,inf
2011-05-02,23.25,0.0,inf
2011-05-03,23.27,0.0,inf
2011-05-04,23.16,0.0,inf
2011-05-05,22.96,0.0,inf
2011-05-06,23.07,0.0,inf
2011-05-09,23.42,0.0,inf
2011-05-10,23.09,0.43,53.69767441860465
2011-05-11,22.58,0.43,52.51162790697674
2011-05-12,22.9,0.43,53.25581395348837
2011-05-13,22.74,0.43,52.883720930232556
2011-05-16,22.4,0.43,52.093023255813954
2011-05-17,22.43,0.43,52.16279069767442
2011-05-18,22.48,0.43,52.27906976744186
2011-05-19,22.71,0.43,52.81395348837209
2011-05-20,22.67,0.43,52.720930232558146
2011-05-23,22.4,0.43,52.093023255813954
2011-05-24,22.45,0.43,52.2093023255814
2011-05-25,22.63,0.43,52.627906976744185
2011-05-26,22.79,0.43,53.0
2011-05-27,22.82,0.43,53.06976744186046
2011-05-31,22.88,0.43,53.20930232558139
2011-06-01,22.92,0.43,53.30232558139535
2011-06-02,23.16,0.43,53.86046511627907
2011-06-03,22.85,0.43,53.139534883720934
2011-06-06,22.67,0.43,52.720930232558146
2011-06-07,22.61,0.43,52.58139534883721
2011-06-08,22.34,0.43,51.95348837209303
2011-06-09,22.23,0.43,51.697674418604656
2011-06-10,21.85,0.43,50.8139534883721
2011-06-13,21.79,0.43,50.67441860465116
2011-06-14,22.36,0.43,52.0
2011-06-15,22.06,0.43,51.302325581395344
2011-06-16,22.08,0.43,51.348837209302324
2011-06-17,22.78,0.43,52.97674418604652
2011-06-20,22.88,0.43,53.20930232558139
2011-06-21,23.22,0.43,54.0
2011-06-22,23.34,0.43,54.27906976744186
2011-06-23,23.44,0.43,54.51162790697675
2011-06-24,23.52,0.43,54.69767441860465
2011-06-27,23.45,0.43,54.53488372093023
2011-06-28,23.63,0.43,54.95348837209302
2011-06-29,23.96,0.43,55.72093023255814
2011-06-30,24.07,0.43,55.97674418604651
2011-07-01,24.37,0.43,56.674418604651166
2011-07-05,24.37,0.43,56.674418604651166
2011-07-06,24.59,0.43,57.18604651162791
2011-07-07,24.75,0.43,57.55813953488372
2011-07-08,24.49,0.43,56.95348837209302
2011-07-11,24.05,0.43,55.93023255813954
2011-07-12,24.04,0.43,55.906976744186046
2011-07-13,24.12,0.43,56.093023255813954
2011-07-14,23.75,0.43,55.23255813953489
2011-07-15,23.68,0.43,55.06976744186046
2011-07-18,23.41,0.43,54.44186046511628
2011-07-19,23.72,0.43,55.16279069767442
2011-07-20,23.74,0.43,55.20930232558139
2011-07-21,23.76,0.43,55.25581395348838
2011-07-22,23.84,0.43,55.44186046511628
2011-07-25,23.62,0.43,54.93023255813954
2011-07-26,23.52,0.43,54.69767441860465
2011-07-27,23.43,0.43,54.48837209302326
2011-07-28,23.26,0.43,54.09302325581396
2011-07-29,23.06,0.43,53.627906976744185
2011-08-01,22.98,0.43,53.44186046511628
2011-08-02,22.39,0.43,52.06976744186047
2011-08-03,22.69,0.43,52.76744186046512
2011-08-04,21.77,0.43,50.627906976744185
2011-08-05,21.45,0.43,49.883720930232556
2011-08-08,20.09,0.43,46.72093023255814
2011-08-09,20.8,0.43,48.372093023255815
2011-08-10,20.01,0.43,46.53488372093024
2011-08-11,20.96,0.43,48.74418604651163
2011-08-12,21.58,0.93,23.204301075268813
2011-08-15,21.36,0.93,22.96774193548387
2011-08-16,21.35,0.93,22.956989247311828
2011-08-17,21.1,0.93,22.688172043010752
2011-08-18,20.08,0.93,21.591397849462364
2011-08-19,19.59,0.93,21.064516129032256
2011-08-22,19.83,0.93,21.32258064516129
2011-08-23,20.33,0.93,21.860215053763437
2011-08-24,20.5,0.93,22.043010752688172
2011-08-25,20.03,0.93,21.537634408602152
2011-08-26,20.32,0.93,21.849462365591396
2011-08-29,20.76,0.93,22.322580645161292
2011-08-30,20.63,0.93,22.18279569892473
2011-08-31,20.82,0.93,22.387096774193548
2011-09-01,20.76,0.93,22.322580645161292
2011-09-02,20.49,0.93,22.032258064516125
2011-09-06,20.43,0.93,21.96774193548387
2011-09-07,21.04,0.93,22.623655913978492
2011-09-08,20.63,0.93,22.18279569892473
2011-09-09,19.98,0.93,21.483870967741936
2011-09-12,20.12,0.93,21.634408602150536
2011-09-13,20.21,0.93,21.731182795698924
2011-09-14,20.52,0.93,22.064516129032256
2011-09-15,21.05,0.93,22.634408602150536
2011-09-16,20.94,0.93,22.516129032258064
2011-09-19,20.9,0.93,22.47311827956989
2011-09-20,20.94,0.93,22.516129032258064
2011-09-21,20.44,0.93,21.978494623655916
2011-09-22,20.0,0.93,21.50537634408602
2011-09-23,20.16,0.93,21.677419354838708
2011-09-26,20.54,0.93,22.08602150537634
2011-09-27,20.69,0.93,22.247311827956988
2011-09-28,20.26,0.93,21.78494623655914
2011-09-29,20.37,0.93,21.903225806451612
2011-09-30,20.14,0.93,21.655913978494624
2011-10-03,19.18,0.93,20.623655913978492
2011-10-04,19.88,0.93,21.376344086021504
2011-10-05,19.89,0.93,21.387096774193548
2011-10-06,20.49,0.93,22.032258064516125
2011-10-07,20.31,0.93,21.838709677419352
2011-10-10,20.96,0.93,22.537634408602152
2011-10-11,21.12,0.93,22.70967741935484
2011-10-12,21.52,0.93,23.139784946236556
2011-10-13,21.48,0.93,23.096774193548388
2011-10-14,21.59,0.93,23.21505376344086
2011-10-17,20.99,0.93,22.569892473118276
2011-10-18,21.41,0.93,23.021505376344084
2011-10-19,21.23,0.93,22.827956989247312
2011-10-20,21.03,0.93,22.612903225806452
2011-10-21,21.17,0.93,22.763440860215056
2011-10-24,22.16,0.93,23.827956989247312
2011-10-25,21.9,0.93,23.548387096774192
2011-10-26,22.12,0.93,23.78494623655914
2011-10-27,22.79,0.93,24.50537634408602
2011-10-28,22.77,0.93,24.483870967741932
2011-10-31,22.25,0.93,23.924731182795696
2011-11-01,21.06,0.93,22.645161290322577
2011-11-02,22.07,0.93,23.731182795698924
2011-11-03,22.77,0.14,162.6428571428571
2011-11-04,22.46,0.14,160.42857142857142
2011-11-07,22.49,0.14,160.6428571428571
2011-11-08,22.48,0.14,160.57142857142856
2011-11-09,21.47,0.14,153.35714285714283
2011-11-10,21.8,0.14,155.7142857142857
2011-11-11,22.09,0.14,157.78571428571428
2011-11-14,21.87,0.14,156.2142857142857
2011-11-15,22.05,0.14,157.5
2011-11-16,21.93,0.14,156.64285714285714
2011-11-17,21.76,0.14,155.42857142857142
2011-11-18,21.99,0.14,157.07142857142856
2011-11-21,21.67,0.14,154.78571428571428
2011-11-22,21.27,0.14,151.92857142857142
2011-11-23,21.17,0.14,151.21428571428572
2011-11-25,21.1,0.14,150.71428571428572
2011-11-28,21.76,0.14,155.42857142857142
2011-11-29,21.69,0.14,154.92857142857142
2011-11-30,22.57,0.14,161.2142857142857
2011-12-01,22.48,0.14,160.57142857142856
2011-12-02,22.42,0.14,160.14285714285714
2011-12-05,22.41,0.14,160.07142857142856
2011-12-06,22.21,0.14,158.64285714285714
2011-12-07,22.35,0.14,159.64285714285714
2011-12-08,22.22,0.14,158.7142857142857
2011-12-09,22.67,0.14,161.92857142857142
2011-12-12,22.39,0.14,159.92857142857142
2011-12-13,22.44,0.14,160.28571428571428
2011-12-14,22.1,0.14,157.85714285714286
2011-12-15,22.17,0.14,158.35714285714286
2011-12-16,22.21,0.14,158.64285714285714
2011-12-19,21.65,0.14,154.6428571428571
2011-12-20,22.17,0.14,158.35714285714286
2011-12-21,22.25,0.14,158.92857142857142
2011-12-22,22.62,0.14,161.57142857142856
2011-12-23,22.58,0.14,161.28571428571425
2011-12-27,22.41,0.14,160.07142857142856
2011-12-28,22.19,0.14,158.5
2011-12-29,22.5,0.14,160.7142857142857
2011-12-30,22.55,0.14,161.07142857142856
2012-01-03,22.67,0.14,161.92857142857142
2012-01-04,22.61,0.14,161.49999999999997
2012-01-05,22.69,0.14,162.07142857142856
2012-01-06,22.57,0.14,161.2142857142857
2012-01-09,22.74,0.14,162.4285714285714
2012-01-10,23.1,0.14,165.0
2012-01-11,23.33,0.14,166.6428571428571
2012-01-12,23.25,0.14,166.07142857142856
2012-01-13,22.94,0.14,163.85714285714286
2012-01-17,23.21,0.14,165.78571428571428
2012-01-18,23.65,0.14,168.92857142857142
2012-01-19,23.73,0.14,169.5
2012-01-20,23.99,0.14,171.35714285714283
2012-01-23,24.08,0.14,171.99999999999997
2012-01-24,23.91,0.14,170.78571428571428
2012-01-25,24.01,0.14,171.5
2012-01-26,23.98,0.14,171.28571428571428
2012-01-27,24.01,0.14,171.5
2012-01-30,24.02,0.14,171.57142857142856
2012-01-31,23.97,0.14,171.2142857142857
2012-02-01,24.56,0.14,175.42857142857142
2012-02-02,24.29,0.14,173.49999999999997
2012-02-03,24.49,0.14,174.9285714285714
2012-02-06,24.46,0.14,174.7142857142857
2012-02-07,24.13,0.05,482.59999999999997
2012-02-08,24.12,0.05,482.4
2012-02-09,24.25,0.05,485.0
2012-02-10,24.09,0.05,481.79999999999995
2012-02-13,24.15,0.05,482.99999999999994
2012-02-14,24.21,0.05,484.2
2012-02-15,24.14,0.05,482.8
2012-02-16,24.44,0.05,488.8
2012-02-17,24.33,0.05,486.59999999999997
2012-02-21,24.33,0.05,486.59999999999997
2012-02-22,24.4,0.05,487.99999999999994
2012-02-23,24.74,0.05,494.79999999999995
2012-02-24,24.83,0.05,496.59999999999997
2012-02-27,24.85,0.05,497.0
2012-02-28,24.69,0.05,493.8
2012-02-29,24.34,0.05,486.79999999999995
2012-03-01,24.33,0.05,486.59999999999997
2012-03-02,24.06,0.05,481.19999999999993
2012-03-05,24.03,0.05,480.6
2012-03-06,23.77,0.05,475.4
2012-03-07,23.81,0.05,476.19999999999993
2012-03-08,23.99,0.05,479.79999999999995
2012-03-09,24.36,0.05,487.2
2012-03-12,24.21,0.05,484.2
2012-03-13,24.57,0.05,491.4
2012-03-14,24.41,0.05,488.2
2012-03-15,24.59,0.05,491.79999999999995
2012-03-16,24.42,0.05,488.40000000000003
2012-03-19,24.37,0.05,487.4
2012-03-20,24.25,0.05,485.0
2012-03-21,24.24,0.05,484.79999999999995
2012-03-22,24.19,0.05,483.8
2012-03-23,24.43,0.05,488.59999999999997
2012-03-26,24.65,0.05,492.99999999999994
2012-03-27,24.47,0.05,489.4
2012-03-28,24.08,0.05,481.59999999999997
2012-03-29,23.98,0.05,479.59999999999997
2012-03-30,23.91,0.05,478.2
2012-04-02,24.19,0.05,483.8
2012-04-03,24.04,0.05,480.79999999999995
2012-04-04,23.64,0.05,472.8
2012-04-05,23.55,0.05,471.0
2012-04-09,23.18,0.05,463.59999999999997
2012-04-10,23.06,0.05,461.19999999999993
2012-04-11,23.45,0.05,468.99999999999994
2012-04-12,23.41,0.05,468.2
2012-04-13,23.1,0.05,462.0
2012-04-16,23.01,0.05,460.2
2012-04-17,23.01,0.05,460.2
2012-04-18,22.84,0.05,456.79999999999995
2012-04-19,22.78,0.05,455.6
2012-04-20,22.9,0.05,457.99999999999994
2012-04-23,22.76,0.05,455.2
2012-04-24,22.71,0.05,454.2
2012-04-25,22.96,0.05,459.2
2012-04-26,23.17,0.05,463.40000000000003
2012-04-27,23.32,0.05,466.4
2012-04-30,23.21,0.05,464.2
2012-05-01,23.32,0.05,466.4
2012-05-02,23.03,0.05,460.6
2012-05-03,22.65,0.05,452.99999999999994
2012-05-04,22.33,0.05,446.59999999999997
2012-05-07,22.15,0.05,442.99999999999994
2012-05-08,21.85,0.14,156.07142857142856
2012-05-09,21.35,0.14,152.5
2012-05-10,21.29,0.14,152.07142857142856
2012-05-11,21.11,0.14,150.78571428571428
2012-05-14,21.05,0.14,150.35714285714286
2012-05-15,21.22,0.14,151.57142857142856
2012-05-16,20.97,0.14,149.78571428571425
2012-05-17,20.61,0.14,147.2142857142857
2012-05-18,20.25,0.14,144.64285714285714
2012-05-21,20.46,0.14,146.14285714285714
2012-05-22,20.64,0.14,147.42857142857142
2012-05-23,20.6,0.14,147.14285714285714
2012-05-24,20.6,0.14,147.14285714285714
2012-05-25,20.54,0.14,146.7142857142857
2012-05-29,20.67,0.14,147.64285714285714
2012-05-30,20.32,0.14,145.14285714285714
2012-05-31,20.23,0.14,144.5
2012-06-01,20.27,0.14,144.78571428571428
2012-06-04,20.31,0.14,145.07142857142856
2012-06-05,20.41,0.14,145.78571428571428
2012-06-06,20.73,0.14,148.07142857142856
2012-06-07,20.96,0.14,149.7142857142857
2012-06-08,21.0,0.14,149.99999999999997
2012-06-11,20.75,0.14,148.2142857142857
2012-06-12,20.88,0.14,149.1428571428571
2012-06-13,20.76,0.14,148.28571428571428
2012-06-14,20.51,0.14,146.5
2012-06-15,20.65,0.14,147.49999999999997
2012-06-18,20.71,0.14,147.92857142857142
