date,GOOGL,GOOGL_EPS,PE Ratio
,,17.47,
2004-08-19,50.22,17.47,2.874642243846594
2004-08-20,54.21,17.47,3.103033772180882
2004-08-23,54.75,17.47,3.133943903835146
2004-08-24,52.49,17.47,3.004579278763595
2004-08-25,53.05,17.47,3.036634230108758
2004-08-26,54.01,17.47,3.091585575271895
2004-08-27,53.13,17.47,3.041213508872353
2004-08-30,51.06,17.47,2.9227246708643393
2004-08-31,51.24,17.47,2.933028048082427
2004-09-01,50.18,17.47,2.872352604464797
2004-09-02,50.81,17.47,2.9084144247281056
2004-09-03,50.06,17.47,2.865483686319405
2004-09-07,50.84,17.47,2.9101316542644535
2004-09-08,51.2,17.47,2.93073840870063
2004-09-09,51.21,17.47,2.9313108185460792
2004-09-10,52.72,17.47,3.01774470520893
2004-09-13,53.8,17.47,3.0795649685174586
2004-09-14,55.8,17.47,3.194046937607327
2004-09-15,56.06,17.47,3.20892959358901
2004-09-16,57.04,17.47,3.2650257584430453
2004-09-17,58.8,17.47,3.365769891242129
2004-09-20,59.74,17.47,3.4195764167143676
2004-09-21,58.98,17.47,3.3760732684602175
2004-09-22,59.25,17.47,3.39152833428735
2004-09-23,60.47,17.47,3.4613623354321694
2004-09-24,59.97,17.47,3.4327418431597025
2004-09-27,59.19,17.47,3.3880938752146537
2004-09-28,63.49,17.47,3.634230108757871
2004-09-29,65.61,17.47,3.755580995993131
2004-09-30,64.86,17.47,3.7126502575844307
2004-10-01,66.36,17.47,3.7985117344018318
2004-10-04,67.6,17.47,3.86949055523755
2004-10-05,69.25,17.47,3.963938179736692
2004-10-06,68.61,17.47,3.927303949627934
2004-10-07,69.49,17.47,3.9776760160274756
2004-10-08,68.93,17.47,3.9456210646823133
2004-10-11,67.7,17.47,3.8752146536920438
2004-10-12,68.77,17.47,3.936462507155123
2004-10-13,70.52,17.47,4.036634230108758
2004-10-14,71.07,17.47,4.068116771608471
2004-10-15,72.13,17.47,4.128792215226102
2004-10-18,74.65,17.47,4.2730394962793365
2004-10-19,74.04,17.47,4.238122495706927
2004-10-20,70.32,17.47,4.025186033199771
2004-10-21,74.76,17.47,4.279336004579279
2004-10-22,86.3,17.47,4.93989696622782
2004-10-25,93.79,17.47,5.368631940469377
2004-10-26,90.99,17.47,5.20835718374356
2004-10-27,93.08,17.47,5.327990841442473
2004-10-28,96.75,17.47,5.538065254722381
2004-10-29,95.42,17.47,5.4619347452776195
2004-11-01,98.11,17.47,5.615912993703492
2004-11-02,97.53,17.47,5.58271322266743
2004-11-03,95.93,17.47,5.491127647395536
2004-11-04,92.44,17.47,5.291356611333715
2004-11-05,84.76,17.47,4.851745850028621
2004-11-08,86.36,17.47,4.943331425300515
2004-11-09,84.43,17.47,4.832856325128793
2004-11-10,84.01,17.47,4.8088151116199205
2004-11-11,91.6,17.47,5.24327418431597
2004-11-12,91.09,17.47,5.2140812821980544
2004-11-15,92.53,17.47,5.29650829994276
2004-11-16,86.36,17.47,4.943331425300515
2004-11-17,86.34,17.47,4.942186605609617
2004-11-18,83.85,17.47,4.7996565540927305
2004-11-19,84.78,17.47,4.852890669719519
2004-11-22,82.63,17.47,4.729822552947911
2004-11-23,83.84,17.47,4.799084144247281
2004-11-24,87.47,17.47,5.0068689181453925
2004-11-26,89.78,17.47,5.139095592444191
2004-11-29,90.62,17.47,5.1871780194619355
2004-11-30,91.08,17.47,5.213508872352604
2004-12-01,90.07,17.47,5.155695477962221
2004-12-02,89.79,17.47,5.13966800228964
2004-12-03,90.29,17.47,5.168288494562107
2004-12-06,88.23,17.47,5.050372066399543
2004-12-07,85.8,17.47,4.911276473955352
2004-12-08,85.08,17.47,4.870062965083
2004-12-09,86.8,17.47,4.968517458500286
2004-12-10,85.91,17.47,4.917572982255295
2004-12-13,85.31,17.47,4.883228391528335
2004-12-14,89.43,17.47,5.119061247853463
2004-12-15,89.98,17.47,5.150543789353177
2004-12-16,88.32,17.47,5.055523755008586
2004-12-17,90.13,17.47,5.159129937034917
2004-12-20,92.6,17.47,5.300515168860905
2004-12-21,91.97,17.47,5.264453348597596
2004-12-22,93.24,17.47,5.337149398969662
2004-12-23,94.04,17.47,5.38294218660561
2004-12-27,96.05,17.47,5.4979965655409275
2004-12-28,96.48,17.47,5.52261018889525
2004-12-29,96.55,17.47,5.526617057813395
2004-12-30,98.9,17.47,5.661133371493991
2004-12-31,96.49,17.47,5.523182598740698
2005-01-03,101.46,17.47,5.807670291929021
2005-01-04,97.35,17.47,5.572409845449342
2005-01-05,96.85,17.47,5.543789353176875
2005-01-06,94.37,17.47,5.401831711505438
2005-01-07,97.02,17.47,5.553520320549514
2005-01-10,97.63,17.47,5.588437321121924
2005-01-11,96.87,17.47,5.544934172867774
2005-01-12,97.79,17.47,5.597595878649114
2005-01-13,97.76,17.47,5.595878649112765
2005-01-14,100.09,17.47,5.729250143102462
2005-01-18,102.05,17.47,5.841442472810533
2005-01-19,98.75,17.47,5.65254722381225
2005-01-20,97.06,17.47,5.555809959931311
2005-01-21,94.23,17.47,5.393817973669147
2005-01-24,90.45,17.47,5.177447052089296
2005-01-25,88.65,17.47,5.074413279908415
2005-01-26,94.71,17.47,5.4212936462507155
2005-01-27,94.13,17.47,5.388093875214654
2005-01-28,95.27,17.47,5.453348597595879
2005-01-31,97.91,17.47,5.604464796794505
2005-02-01,96.05,17.47,5.4979965655409275
2005-02-02,103.08,17.47,5.900400686891815
2005-02-03,105.54,17.47,6.041213508872353
2005-02-04,102.28,17.47,5.854607899255868
2005-02-07,98.11,17.47,5.615912993703492
2005-02-08,99.42,17.47,5.690898683457356
2005-02-09,95.89,17.47,5.4888380080137384
2005-02-10,94.08,17.47,5.3852318259874075
2005-02-11,93.79,17.47,5.368631940469377
