date,COF,COF_EPS,PE Ratio
1995-05-11,7.17,0.18,39.833333333333336
1995-05-12,7.17,0.18,39.833333333333336
1995-05-15,7.08,0.18,39.333333333333336
1995-05-16,7.33,0.18,40.72222222222222
1995-05-17,7.29,0.18,40.5
1995-05-18,7.13,0.18,39.611111111111114
1995-05-19,6.96,0.18,38.66666666666667
1995-05-22,7.08,0.18,39.333333333333336
1995-05-23,7.25,0.18,40.27777777777778
1995-05-24,7.25,0.18,40.27777777777778
1995-05-25,7.13,0.18,39.611111111111114
1995-05-26,7.17,0.18,39.833333333333336
1995-05-30,7.0,0.18,38.88888888888889
1995-05-31,7.0,0.18,38.88888888888889
1995-06-01,7.17,0.18,39.833333333333336
1995-06-02,7.33,0.18,40.72222222222222
1995-06-05,7.33,0.18,40.72222222222222
1995-06-06,7.21,0.18,40.05555555555556
1995-06-07,7.04,0.18,39.111111111111114
1995-06-08,7.0,0.18,38.88888888888889
1995-06-09,6.92,0.18,38.44444444444444
1995-06-12,6.88,0.18,38.22222222222222
1995-06-13,7.08,0.18,39.333333333333336
1995-06-14,7.04,0.18,39.111111111111114
1995-06-15,7.13,0.18,39.611111111111114
1995-06-16,7.25,0.18,40.27777777777778
1995-06-19,7.33,0.18,40.72222222222222
1995-06-20,7.38,0.18,41.0
1995-06-21,7.33,0.18,40.72222222222222
1995-06-22,7.29,0.18,40.5
1995-06-23,7.33,0.18,40.72222222222222
1995-06-26,7.17,0.18,39.833333333333336
1995-06-27,6.75,0.18,37.5
1995-06-28,6.67,0.18,37.05555555555556
1995-06-29,6.75,0.18,37.5
1995-06-30,6.54,0.18,36.333333333333336
1995-07-03,6.58,0.18,36.55555555555556
1995-07-05,6.71,0.18,37.27777777777778
1995-07-06,6.96,0.18,38.66666666666667
1995-07-07,7.08,0.18,39.333333333333336
1995-07-10,7.46,0.18,41.44444444444444
1995-07-11,7.46,0.18,41.44444444444444
1995-07-12,7.58,0.18,42.111111111111114
1995-07-13,7.42,0.18,41.22222222222222
1995-07-14,7.13,0.18,39.611111111111114
1995-07-17,7.21,0.18,40.05555555555556
1995-07-18,7.21,0.18,40.05555555555556
1995-07-19,7.25,0.18,40.27777777777778
1995-07-20,7.5,0.18,41.66666666666667
1995-07-21,7.54,0.18,41.88888888888889
1995-07-24,7.58,0.18,42.111111111111114
1995-07-25,7.75,0.18,43.05555555555556
1995-07-26,7.71,0.18,42.833333333333336
1995-07-27,7.88,0.18,43.77777777777778
1995-07-28,8.0,0.18,44.44444444444444
1995-07-31,7.92,0.18,44.0
1995-08-01,7.92,0.18,44.0
1995-08-02,7.92,0.18,44.0
1995-08-03,7.83,0.18,43.5
1995-08-04,7.88,0.18,43.77777777777778
1995-08-07,8.13,0.18,45.16666666666667
1995-08-08,7.92,0.18,44.0
1995-08-09,7.88,0.18,43.77777777777778
1995-08-10,7.58,0.18,42.111111111111114
1995-08-11,7.71,0.18,42.833333333333336
1995-08-14,7.88,0.18,43.77777777777778
1995-08-15,7.92,0.18,44.0
1995-08-16,8.33,0.18,46.27777777777778
1995-08-17,8.46,0.18,47.00000000000001
1995-08-18,8.63,0.18,47.94444444444445
1995-08-21,8.63,0.18,47.94444444444445
1995-08-22,8.58,0.18,47.66666666666667
1995-08-23,8.67,0.18,48.16666666666667
1995-08-24,8.63,0.18,47.94444444444445
1995-08-25,8.63,0.18,47.94444444444445
1995-08-28,8.42,0.18,46.77777777777778
1995-08-29,8.5,0.18,47.22222222222222
1995-08-30,8.71,0.18,48.38888888888889
1995-08-31,8.67,0.18,48.16666666666667
1995-09-01,9.0,0.18,50.0
1995-09-05,9.21,0.18,51.16666666666667
1995-09-06,9.08,0.18,50.44444444444445
1995-09-07,9.29,0.18,51.61111111111111
1995-09-08,9.42,0.18,52.333333333333336
1995-09-11,9.54,0.18,53.0
1995-09-12,9.5,0.18,52.77777777777778
1995-09-13,9.58,0.18,53.22222222222222
1995-09-14,9.83,0.18,54.611111111111114
1995-09-15,9.67,0.18,53.72222222222222
1995-09-18,9.21,0.18,51.16666666666667
1995-09-19,9.04,0.18,50.22222222222222
1995-09-20,9.21,0.18,51.16666666666667
1995-09-21,9.46,0.18,52.555555555555564
1995-09-22,9.46,0.18,52.555555555555564
1995-09-25,9.17,0.18,50.94444444444444
1995-09-26,9.17,0.18,50.94444444444444
1995-09-27,8.92,0.18,49.55555555555556
1995-09-28,9.13,0.18,50.72222222222223
1995-09-29,9.79,0.18,54.388888888888886
1995-10-02,9.54,0.18,53.0
1995-10-03,9.42,0.18,52.333333333333336
1995-10-04,9.38,0.18,52.111111111111114
1995-10-05,9.58,0.18,53.22222222222222
1995-10-06,9.5,0.18,52.77777777777778
1995-10-09,9.29,0.18,51.61111111111111
1995-10-10,9.04,0.18,50.22222222222222
1995-10-11,9.08,0.18,50.44444444444445
1995-10-12,9.13,0.18,50.72222222222223
1995-10-13,9.58,0.18,53.22222222222222
1995-10-16,9.5,0.18,52.77777777777778
1995-10-17,9.25,0.18,51.38888888888889
1995-10-18,8.88,0.18,49.33333333333334
1995-10-19,9.04,0.18,50.22222222222222
1995-10-20,8.83,0.18,49.05555555555556
1995-10-23,8.88,0.18,49.33333333333334
1995-10-24,8.75,0.18,48.611111111111114
1995-10-25,8.46,0.18,47.00000000000001
1995-10-26,8.5,0.18,47.22222222222222
1995-10-27,8.75,0.18,48.611111111111114
1995-10-30,8.46,0.18,47.00000000000001
1995-10-31,8.17,0.18,45.38888888888889
1995-11-01,8.54,0.18,47.44444444444444
1995-11-02,8.79,0.18,48.83333333333333
1995-11-03,8.79,0.18,48.83333333333333
1995-11-06,8.88,0.18,49.33333333333334
1995-11-07,8.83,0.18,49.05555555555556
1995-11-08,9.0,0.18,50.0
1995-11-09,9.04,0.18,50.22222222222222
1995-11-10,8.88,0.18,49.33333333333334
1995-11-13,8.83,0.18,49.05555555555556
1995-11-14,8.67,0.18,48.16666666666667
1995-11-15,8.38,0.18,46.555555555555564
1995-11-16,8.5,0.18,47.22222222222222
1995-11-17,8.42,0.18,46.77777777777778
1995-11-20,8.21,0.18,45.611111111111114
1995-11-21,7.96,0.18,44.22222222222222
1995-11-22,7.83,0.18,43.5
1995-11-24,7.96,0.18,44.22222222222222
1995-11-27,7.88,0.18,43.77777777777778
1995-11-28,7.83,0.18,43.5
1995-11-29,7.92,0.18,44.0
1995-11-30,8.42,0.18,46.77777777777778
1995-12-01,8.54,0.18,47.44444444444444
1995-12-04,8.79,0.18,48.83333333333333
1995-12-05,8.92,0.18,49.55555555555556
1995-12-06,8.71,0.18,48.38888888888889
1995-12-07,8.58,0.18,47.66666666666667
1995-12-08,8.46,0.18,47.00000000000001
1995-12-11,8.5,0.18,47.22222222222222
1995-12-12,8.33,0.18,46.27777777777778
1995-12-13,8.29,0.18,46.05555555555555
1995-12-14,7.83,0.18,43.5
1995-12-15,7.88,0.18,43.77777777777778
1995-12-18,7.71,0.18,42.833333333333336
1995-12-19,7.96,0.18,44.22222222222222
1995-12-20,7.79,0.18,43.27777777777778
1995-12-21,7.96,0.18,44.22222222222222
1995-12-22,8.08,0.18,44.88888888888889
1995-12-26,8.08,0.18,44.88888888888889
1995-12-27,8.04,0.18,44.666666666666664
1995-12-28,7.88,0.18,43.77777777777778
1995-12-29,7.96,0.18,44.22222222222222
1996-01-02,7.79,0.18,43.27777777777778
1996-01-03,8.13,0.18,45.16666666666667
1996-01-04,7.88,0.18,43.77777777777778
1996-01-05,7.92,0.18,44.0
1996-01-08,8.04,0.18,44.666666666666664
1996-01-09,7.96,0.18,44.22222222222222
1996-01-10,7.5,0.18,41.66666666666667
1996-01-11,7.67,0.18,42.611111111111114
1996-01-12,7.46,0.18,41.44444444444444
1996-01-15,7.29,0.18,40.5
1996-01-16,7.42,0.18,41.22222222222222
1996-01-17,7.96,0.18,44.22222222222222
1996-01-18,8.17,0.18,45.38888888888889
1996-01-19,8.33,0.18,46.27777777777778
1996-01-22,8.54,0.18,47.44444444444444
1996-01-23,8.71,0.18,48.38888888888889
1996-01-24,8.33,0.18,46.27777777777778
1996-01-25,8.88,0.18,49.33333333333334
1996-01-26,8.75,0.18,48.611111111111114
1996-01-29,8.67,0.18,48.16666666666667
1996-01-30,8.67,0.18,48.16666666666667
1996-01-31,8.96,0.18,49.777777777777786
1996-02-01,8.92,0.18,49.55555555555556
1996-02-02,9.08,0.18,50.44444444444445
1996-02-05,8.83,0.18,49.05555555555556
1996-02-06,8.67,0.18,48.16666666666667
1996-02-07,8.75,0.18,48.611111111111114
1996-02-08,8.83,0.18,49.05555555555556
1996-02-09,8.96,0.18,49.777777777777786
1996-02-12,8.88,0.18,49.33333333333334
1996-02-13,9.21,0.18,51.16666666666667
1996-02-14,9.21,0.18,51.16666666666667
1996-02-15,8.96,0.18,49.777777777777786
1996-02-16,8.92,0.18,49.55555555555556
1996-02-20,8.67,0.18,48.16666666666667
1996-02-21,8.71,0.18,48.38888888888889
1996-02-22,8.92,0.18,49.55555555555556
1996-02-23,9.08,0.18,50.44444444444445
1996-02-26,9.0,0.18,50.0
1996-02-27,8.79,0.18,48.83333333333333
1996-02-28,8.88,0.18,49.33333333333334
1996-02-29,8.92,0.18,49.55555555555556
1996-03-01,8.79,0.18,48.83333333333333
1996-03-04,8.92,0.18,49.55555555555556
1996-03-05,8.92,0.18,49.55555555555556
1996-03-06,8.83,0.18,49.05555555555556
1996-03-07,8.75,0.18,48.611111111111114
1996-03-08,8.04,0.18,44.666666666666664
1996-03-11,8.33,0.18,46.27777777777778
1996-03-12,8.25,0.18,45.833333333333336
1996-03-13,8.17,0.18,45.38888888888889
1996-03-14,8.38,0.18,46.555555555555564
1996-03-15,8.25,0.18,45.833333333333336
1996-03-18,8.67,0.18,48.16666666666667
1996-03-19,9.08,0.18,50.44444444444445
1996-03-20,9.29,0.18,51.61111111111111
1996-03-21,9.0,0.18,50.0
1996-03-22,9.17,0.18,50.94444444444444
1996-03-25,9.21,0.18,51.16666666666667
1996-03-26,9.0,0.18,50.0
1996-03-27,9.08,0.18,50.44444444444445
1996-03-28,9.13,0.18,50.72222222222223
1996-03-29,9.17,0.18,50.94444444444444
1996-04-01,9.5,0.18,52.77777777777778
1996-04-02,9.21,0.18,51.16666666666667
1996-04-03,9.21,0.18,51.16666666666667
1996-04-04,9.13,0.18,50.72222222222223
1996-04-08,8.88,0.18,49.33333333333334
1996-04-09,8.75,0.18,48.611111111111114
1996-04-10,8.75,0.18,48.611111111111114
1996-04-11,8.33,0.18,46.27777777777778
1996-04-12,8.58,0.18,47.66666666666667
1996-04-15,8.46,0.18,47.00000000000001
1996-04-16,8.38,0.18,46.555555555555564
1996-04-17,8.63,0.18,47.94444444444445
1996-04-18,9.17,0.18,50.94444444444444
1996-04-19,9.08,0.18,50.44444444444445
1996-04-22,9.08,0.18,50.44444444444445
1996-04-23,9.5,0.18,52.77777777777778
1996-04-24,9.46,0.18,52.555555555555564
1996-04-25,9.42,0.18,52.333333333333336
1996-04-26,9.96,0.18,55.33333333333334
1996-04-29,10.04,0.18,55.77777777777778
1996-04-30,9.83,0.18,54.611111111111114
1996-05-01,9.92,0.18,55.111111111111114
1996-05-02,9.63,0.18,53.50000000000001
1996-05-03,9.58,0.18,53.22222222222222
1996-05-06,9.25,0.18,51.38888888888889
1996-05-07,9.08,0.18,50.44444444444445
1996-05-08,9.29,0.18,51.61111111111111
1996-05-09,9.21,0.18,51.16666666666667
1996-05-10,9.67,0.18,53.72222222222222
1996-05-13,9.88,0.18,54.88888888888889
1996-05-14,9.83,0.18,54.611111111111114
1996-05-15,9.71,0.18,53.94444444444445
1996-05-16,9.5,0.18,52.77777777777778
1996-05-17,9.63,0.18,53.50000000000001
1996-05-20,9.83,0.18,54.611111111111114
1996-05-21,10.21,0.18,56.72222222222223
1996-05-22,10.58,0.18,58.77777777777778
1996-05-23,10.58,0.18,58.77777777777778
1996-05-24,10.71,0.18,59.50000000000001
1996-05-28,10.38,0.18,57.66666666666667
1996-05-29,10.08,0.18,56.0
1996-05-30,10.21,0.18,56.72222222222223
1996-05-31,10.13,0.18,56.277777777777786
1996-06-03,10.17,0.18,56.5
1996-06-04,10.21,0.18,56.72222222222223
1996-06-05,10.21,0.18,56.72222222222223
1996-06-06,10.08,0.18,56.0
1996-06-07,10.04,0.18,55.77777777777778
1996-06-10,10.04,0.18,55.77777777777778
1996-06-11,10.0,0.18,55.55555555555556
1996-06-12,9.63,0.18,53.50000000000001
1996-06-13,9.67,0.18,53.72222222222222
1996-06-14,9.88,0.18,54.88888888888889
1996-06-17,9.88,0.18,54.88888888888889
1996-06-18,10.33,0.18,57.38888888888889
1996-06-19,10.13,0.18,56.277777777777786
1996-06-20,9.75,0.18,54.16666666666667
1996-06-21,9.67,0.18,53.72222222222222
1996-06-24,9.67,0.18,53.72222222222222
1996-06-25,9.58,0.18,53.22222222222222
1996-06-26,9.54,0.18,53.0
1996-06-27,9.58,0.18,53.22222222222222
1996-06-28,9.5,0.18,52.77777777777778
1996-07-01,9.67,0.18,53.72222222222222
1996-07-02,9.67,0.18,53.72222222222222
1996-07-03,9.71,0.18,53.94444444444445
1996-07-05,9.54,0.18,53.0
1996-07-08,9.21,0.18,51.16666666666667
1996-07-09,9.21,0.18,51.16666666666667
1996-07-10,9.08,0.18,50.44444444444445
1996-07-11,8.79,0.18,48.83333333333333
1996-07-12,8.88,0.18,49.33333333333334
1996-07-15,8.71,0.18,48.38888888888889
1996-07-16,8.63,0.18,47.94444444444445
1996-07-17,9.04,0.18,50.22222222222222
1996-07-18,9.54,0.18,53.0
1996-07-19,9.54,0.18,53.0
1996-07-22,9.54,0.18,53.0
1996-07-23,9.54,0.18,53.0
1996-07-24,9.5,0.18,52.77777777777778
1996-07-25,9.71,0.18,53.94444444444445
1996-07-26,9.79,0.18,54.388888888888886
1996-07-29,9.58,0.18,53.22222222222222
1996-07-30,9.63,0.18,53.50000000000001
1996-07-31,9.63,0.18,53.50000000000001
1996-08-01,9.75,0.18,54.16666666666667
1996-08-02,10.21,0.18,56.72222222222223
1996-08-05,10.17,0.18,56.5
1996-08-06,10.25,0.18,56.94444444444445
1996-08-07,10.08,0.18,56.0
1996-08-08,9.96,0.18,55.33333333333334
1996-08-09,10.08,0.18,56.0
1996-08-12,10.46,0.18,58.11111111111112
1996-08-13,10.17,0.18,56.5
1996-08-14,10.46,0.18,58.11111111111112
1996-08-15,10.5,0.18,58.333333333333336
1996-08-16,10.58,0.18,58.77777777777778
1996-08-19,10.63,0.18,59.055555555555564
1996-08-20,10.29,0.18,57.166666666666664
1996-08-21,10.33,0.18,57.38888888888889
1996-08-22,10.46,0.18,58.11111111111112
1996-08-23,10.5,0.18,58.333333333333336
1996-08-26,10.25,0.18,56.94444444444445
1996-08-27,10.38,0.18,57.66666666666667
1996-08-28,10.29,0.18,57.166666666666664
1996-08-29,10.13,0.18,56.277777777777786
1996-08-30,10.04,0.18,55.77777777777778
1996-09-03,9.83,0.18,54.611111111111114
1996-09-04,10.04,0.18,55.77777777777778
1996-09-05,9.63,0.18,53.50000000000001
1996-09-06,9.92,0.18,55.111111111111114
1996-09-09,9.96,0.18,55.33333333333334
1996-09-10,10.17,0.18,56.5
1996-09-11,10.29,0.18,57.166666666666664
1996-09-12,10.17,0.18,56.5
1996-09-13,10.25,0.18,56.94444444444445
1996-09-16,10.17,0.18,56.5
1996-09-17,9.92,0.18,55.111111111111114
1996-09-18,9.71,0.18,53.94444444444445
1996-09-19,9.79,0.18,54.388888888888886
1996-09-20,9.79,0.18,54.388888888888886
1996-09-23,9.63,0.18,53.50000000000001
1996-09-24,9.5,0.18,52.77777777777778
1996-09-25,9.79,0.18,54.388888888888886
1996-09-26,9.88,0.18,54.88888888888889
1996-09-27,9.92,0.18,55.111111111111114
1996-09-30,9.96,0.18,55.33333333333334
1996-10-01,9.96,0.18,55.33333333333334
1996-10-02,10.08,0.18,56.0
1996-10-03,10.21,0.18,56.72222222222223
1996-10-04,10.5,0.18,58.333333333333336
1996-10-07,10.42,0.18,57.88888888888889
1996-10-08,10.54,0.18,58.55555555555555
1996-10-09,10.63,0.18,59.055555555555564
1996-10-10,10.46,0.18,58.11111111111112
1996-10-11,10.67,0.18,59.27777777777778
1996-10-14,10.79,0.18,59.94444444444444
1996-10-15,11.29,0.18,62.72222222222222
1996-10-16,11.17,0.18,62.05555555555556
1996-10-17,11.33,0.18,62.94444444444445
1996-10-18,11.29,0.18,62.72222222222222
1996-10-21,11.21,0.18,62.277777777777786
1996-10-22,11.08,0.18,61.55555555555556
1996-10-23,11.0,0.18,61.111111111111114
1996-10-24,11.0,0.18,61.111111111111114
1996-10-25,11.04,0.18,61.33333333333333
1996-10-28,10.96,0.18,60.88888888888889
1996-10-29,10.79,0.18,59.94444444444444
1996-10-30,10.63,0.18,59.055555555555564
1996-10-31,10.38,0.18,57.66666666666667
1996-11-01,10.42,0.18,57.88888888888889
1996-11-04,10.5,0.18,58.333333333333336
1996-11-05,10.96,0.18,60.88888888888889
1996-11-06,11.04,0.18,61.33333333333333
1996-11-07,11.04,0.18,61.33333333333333
1996-11-08,11.21,0.18,62.277777777777786
1996-11-11,11.29,0.18,62.72222222222222
1996-11-12,11.58,0.18,64.33333333333334
1996-11-13,11.54,0.18,64.11111111111111
1996-11-14,11.79,0.18,65.5
1996-11-15,11.79,0.18,65.5
1996-11-18,12.13,0.18,67.3888888888889
1996-11-19,11.5,0.18,63.88888888888889
1996-11-20,11.75,0.18,65.27777777777779
1996-11-21,11.83,0.18,65.72222222222223
1996-11-22,11.92,0.18,66.22222222222223
1996-11-25,12.08,0.18,67.11111111111111
1996-11-26,11.88,0.18,66.0
1996-11-27,11.92,0.18,66.22222222222223
1996-11-29,12.04,0.18,66.88888888888889
1996-12-02,12.21,0.18,67.83333333333334
1996-12-03,12.0,0.18,66.66666666666667
1996-12-04,11.67,0.18,64.83333333333333
1996-12-05,11.67,0.18,64.83333333333333
1996-12-06,11.5,0.18,63.88888888888889
1996-12-09,11.5,0.18,63.88888888888889
1996-12-10,11.63,0.18,64.61111111111111
1996-12-11,11.33,0.18,62.94444444444445
1996-12-12,11.38,0.18,63.22222222222223
1996-12-13,11.58,0.18,64.33333333333334
1996-12-16,11.75,0.18,65.27777777777779
1996-12-17,11.54,0.18,64.11111111111111
1996-12-18,11.54,0.18,64.11111111111111
1996-12-19,11.67,0.18,64.83333333333333
1996-12-20,11.75,0.18,65.27777777777779
1996-12-23,11.92,0.18,66.22222222222223
1996-12-24,12.0,0.18,66.66666666666667
1996-12-26,12.08,0.18,67.11111111111111
1996-12-27,12.0,0.18,66.66666666666667
1996-12-30,12.08,0.18,67.11111111111111
1996-12-31,12.0,0.18,66.66666666666667
1997-01-02,11.42,0.18,63.44444444444444
1997-01-03,11.5,0.18,63.88888888888889
1997-01-06,11.46,0.18,63.66666666666667
1997-01-07,11.33,0.18,62.94444444444445
1997-01-08,11.5,0.18,63.88888888888889
1997-01-09,11.46,0.18,63.66666666666667
1997-01-10,11.63,0.18,64.61111111111111
1997-01-13,11.54,0.18,64.11111111111111
1997-01-14,11.54,0.18,64.11111111111111
1997-01-15,11.25,0.18,62.5
1997-01-16,11.08,0.18,61.55555555555556
1997-01-17,11.17,0.18,62.05555555555556
1997-01-20,12.79,0.18,71.05555555555556
1997-01-21,13.0,0.18,72.22222222222223
1997-01-22,13.29,0.18,73.83333333333333
1997-01-23,13.63,0.18,75.72222222222223
1997-01-24,13.67,0.18,75.94444444444444
1997-01-27,13.42,0.18,74.55555555555556
1997-01-28,13.54,0.18,75.22222222222221
1997-01-29,13.0,0.18,72.22222222222223
1997-01-30,13.21,0.18,73.3888888888889
1997-01-31,13.33,0.18,74.05555555555556
1997-02-03,13.33,0.18,74.05555555555556
1997-02-04,13.33,0.18,74.05555555555556
1997-02-05,13.5,0.18,75.0
1997-02-06,13.58,0.18,75.44444444444444
1997-02-07,13.71,0.18,76.16666666666667
1997-02-10,13.79,0.18,76.61111111111111
1997-02-11,13.92,0.18,77.33333333333334
1997-02-12,14.04,0.18,78.0
1997-02-13,14.08,0.18,78.22222222222223
1997-02-14,14.54,0.18,80.77777777777777
1997-02-18,14.42,0.18,80.11111111111111
1997-02-19,14.21,0.18,78.94444444444446
1997-02-20,13.42,0.18,74.55555555555556
1997-02-21,13.63,0.18,75.72222222222223
1997-02-24,13.75,0.18,76.38888888888889
1997-02-25,13.58,0.18,75.44444444444444
1997-02-26,13.54,0.18,75.22222222222221
1997-02-27,13.42,0.18,74.55555555555556
1997-02-28,13.25,0.18,73.61111111111111
1997-03-03,13.38,0.18,74.33333333333334
1997-03-04,13.25,0.18,73.61111111111111
1997-03-05,13.33,0.18,74.05555555555556
1997-03-06,13.33,0.18,74.05555555555556
1997-03-07,13.54,0.18,75.22222222222221
1997-03-10,13.5,0.18,75.0
1997-03-11,13.75,0.18,76.38888888888889
1997-03-12,13.5,0.18,75.0
1997-03-13,13.17,0.18,73.16666666666667
1997-03-14,13.04,0.18,72.44444444444444
1997-03-17,12.5,0.18,69.44444444444444
1997-03-18,12.38,0.18,68.77777777777779
1997-03-19,12.46,0.18,69.22222222222223
1997-03-20,12.58,0.18,69.88888888888889
1997-03-21,12.88,0.18,71.55555555555556
1997-03-24,13.08,0.18,72.66666666666667
1997-03-25,13.17,0.18,73.16666666666667
1997-03-26,13.21,0.18,73.3888888888889
1997-03-27,12.83,0.18,71.27777777777779
1997-03-31,12.42,0.18,69.0
1997-04-01,12.33,0.18,68.5
1997-04-02,11.5,0.18,63.88888888888889
1997-04-03,11.29,0.18,62.72222222222222
1997-04-04,11.42,0.18,63.44444444444444
1997-04-07,11.67,0.18,64.83333333333333
1997-04-08,11.67,0.18,64.83333333333333
1997-04-09,11.58,0.18,64.33333333333334
1997-04-10,11.5,0.18,63.88888888888889
1997-04-11,11.17,0.18,62.05555555555556
1997-04-14,11.04,0.18,61.33333333333333
1997-04-15,11.17,0.18,62.05555555555556
1997-04-16,11.08,0.18,61.55555555555556
1997-04-17,11.29,0.18,62.72222222222222
1997-04-18,11.58,0.18,64.33333333333334
1997-04-21,11.75,0.18,65.27777777777779
1997-04-22,11.71,0.18,65.05555555555556
1997-04-23,11.54,0.18,64.11111111111111
1997-04-24,11.5,0.18,63.88888888888889
1997-04-25,11.42,0.18,63.44444444444444
1997-04-28,11.33,0.18,62.94444444444445
