date,LMT,LMT_EPS,PE Ratio
,,0.33,
1977-01-03,0.96,0.33,2.9090909090909087
1977-01-04,0.96,0.33,2.9090909090909087
1977-01-05,0.98,0.33,2.9696969696969697
1977-01-06,1.04,0.33,3.1515151515151514
1977-01-07,1.05,0.33,3.1818181818181817
1977-01-10,1.05,0.33,3.1818181818181817
1977-01-11,1.02,0.33,3.090909090909091
1977-01-12,1.0,0.33,3.0303030303030303
1977-01-13,0.98,0.33,2.9696969696969697
1977-01-14,0.98,0.33,2.9696969696969697
1977-01-17,1.01,0.33,3.0606060606060606
1977-01-18,1.04,0.33,3.1515151515151514
1977-01-19,1.02,0.33,3.090909090909091
1977-01-20,1.01,0.33,3.0606060606060606
1977-01-21,1.0,0.33,3.0303030303030303
1977-01-24,1.09,0.33,3.303030303030303
1977-01-25,1.09,0.33,3.303030303030303
1977-01-26,1.07,0.33,3.2424242424242427
1977-01-27,1.07,0.33,3.2424242424242427
1977-01-28,1.07,0.33,3.2424242424242427
1977-01-31,1.05,0.33,3.1818181818181817
1977-02-01,1.05,0.33,3.1818181818181817
1977-02-02,1.01,0.33,3.0606060606060606
1977-02-03,1.02,0.33,3.090909090909091
1977-02-04,1.02,0.33,3.090909090909091
1977-02-07,1.04,0.33,3.1515151515151514
1977-02-08,1.02,0.33,3.090909090909091
1977-02-09,1.02,0.33,3.090909090909091
1977-02-10,1.01,0.33,3.0606060606060606
1977-02-11,0.97,0.33,2.939393939393939
1977-02-14,0.95,0.33,2.8787878787878785
1977-02-15,0.98,0.33,2.9696969696969697
1977-02-16,0.98,0.33,2.9696969696969697
1977-02-17,1.02,0.33,3.090909090909091
1977-02-18,1.04,0.33,3.1515151515151514
1977-02-22,1.05,0.33,3.1818181818181817
1977-02-23,1.04,0.33,3.1515151515151514
1977-02-24,1.02,0.33,3.090909090909091
1977-02-25,1.01,0.33,3.0606060606060606
1977-02-28,1.02,0.33,3.090909090909091
1977-03-01,1.05,0.33,3.1818181818181817
1977-03-02,1.02,0.33,3.090909090909091
1977-03-03,1.01,0.33,3.0606060606060606
1977-03-04,1.02,0.33,3.090909090909091
1977-03-07,0.98,0.33,2.9696969696969697
1977-03-08,0.98,0.33,2.9696969696969697
1977-03-09,0.98,0.33,2.9696969696969697
1977-03-10,1.01,0.33,3.0606060606060606
1977-03-11,1.01,0.33,3.0606060606060606
1977-03-14,1.05,0.33,3.1818181818181817
1977-03-15,1.04,0.33,3.1515151515151514
1977-03-16,1.04,0.33,3.1515151515151514
1977-03-17,1.02,0.33,3.090909090909091
1977-03-18,1.02,0.33,3.090909090909091
1977-03-21,1.01,0.33,3.0606060606060606
1977-03-22,0.98,0.33,2.9696969696969697
1977-03-23,0.97,0.33,2.939393939393939
1977-03-24,0.95,0.33,2.8787878787878785
1977-03-25,0.95,0.33,2.8787878787878785
1977-03-28,0.95,0.33,2.8787878787878785
1977-03-29,0.96,0.33,2.9090909090909087
1977-03-30,0.97,0.33,2.939393939393939
1977-03-31,0.95,0.33,2.8787878787878785
1977-04-01,0.98,0.33,2.9696969696969697
1977-04-04,1.0,0.33,3.0303030303030303
1977-04-05,1.0,0.33,3.0303030303030303
1977-04-06,1.01,0.33,3.0606060606060606
1977-04-07,1.01,0.33,3.0606060606060606
1977-04-11,0.96,0.33,2.9090909090909087
1977-04-12,0.96,0.33,2.9090909090909087
1977-04-13,0.97,0.33,2.939393939393939
1977-04-14,0.97,0.33,2.939393939393939
1977-04-15,1.01,0.33,3.0606060606060606
1977-04-18,0.98,0.33,2.9696969696969697
1977-04-19,0.97,0.33,2.939393939393939
1977-04-20,0.96,0.33,2.9090909090909087
1977-04-21,0.97,0.33,2.939393939393939
1977-04-22,0.95,0.33,2.8787878787878785
1977-04-25,0.92,0.33,2.787878787878788
1977-04-26,0.93,0.33,2.8181818181818183
1977-04-27,0.93,0.33,2.8181818181818183
1977-04-28,0.92,0.33,2.787878787878788
1977-04-29,0.93,0.33,2.8181818181818183
1977-05-02,0.95,0.33,2.8787878787878785
1977-05-03,0.92,0.33,2.787878787878788
1977-05-04,0.98,0.33,2.9696969696969697
1977-05-05,1.05,0.33,3.1818181818181817
1977-05-06,1.12,0.33,3.393939393939394
1977-05-09,1.18,0.33,3.5757575757575752
1977-05-10,1.18,0.33,3.5757575757575752
1977-05-11,1.23,0.33,3.727272727272727
1977-05-12,1.27,0.33,3.848484848484848
1977-05-13,1.24,0.33,3.7575757575757573
1977-05-16,1.23,0.33,3.727272727272727
1977-05-17,1.19,0.33,3.6060606060606055
1977-05-18,1.19,0.33,3.6060606060606055
1977-05-19,1.21,0.33,3.6666666666666665
1977-05-20,1.2,0.33,3.6363636363636362
1977-05-23,1.18,0.33,3.5757575757575752
1977-05-24,1.16,0.33,3.5151515151515147
1977-05-25,1.15,0.33,3.4848484848484844
1977-05-26,1.14,0.33,3.454545454545454
1977-05-27,1.12,0.33,3.393939393939394
1977-05-31,1.16,0.33,3.5151515151515147
1977-06-01,1.18,0.33,3.5757575757575752
1977-06-02,1.16,0.33,3.5151515151515147
1977-06-03,1.21,0.33,3.6666666666666665
1977-06-06,1.21,0.33,3.6666666666666665
1977-06-07,1.41,0.33,4.2727272727272725
1977-06-08,1.37,0.33,4.151515151515151
