date,BSX,BSX_EPS,PE Ratio
1992-10-28,4.97,0.02,248.49999999999997
1992-10-29,5.13,0.02,256.5
1992-10-30,5.19,0.02,259.5
1992-11-02,4.97,0.02,248.49999999999997
1992-11-03,4.91,0.02,245.5
1992-11-04,4.94,0.02,247.00000000000003
1992-11-05,5.0,0.02,250.0
1992-11-06,4.94,0.02,247.00000000000003
1992-11-09,4.84,0.02,242.0
1992-11-10,4.91,0.02,245.5
1992-11-11,5.03,0.02,251.5
1992-11-12,5.03,0.02,251.5
1992-11-13,4.91,0.02,245.5
1992-11-16,4.75,0.02,237.5
1992-11-17,4.75,0.02,237.5
1992-11-18,4.81,0.02,240.49999999999997
1992-11-19,4.84,0.02,242.0
1992-11-20,4.81,0.02,240.49999999999997
1992-11-23,4.84,0.02,242.0
1992-11-24,4.75,0.02,237.5
1992-11-25,4.75,0.02,237.5
1992-11-27,4.72,0.02,235.99999999999997
1992-11-30,4.69,0.02,234.50000000000003
1992-12-01,4.75,0.02,237.5
1992-12-02,4.72,0.02,235.99999999999997
1992-12-03,4.78,0.02,239.0
1992-12-04,4.81,0.02,240.49999999999997
1992-12-07,4.88,0.02,244.0
1992-12-08,4.72,0.02,235.99999999999997
1992-12-09,4.75,0.02,237.5
1992-12-10,4.69,0.02,234.50000000000003
1992-12-11,4.72,0.02,235.99999999999997
1992-12-14,4.69,0.02,234.50000000000003
1992-12-15,4.66,0.02,233.0
1992-12-16,4.56,0.02,227.99999999999997
1992-12-17,4.69,0.02,234.50000000000003
1992-12-18,4.72,0.02,235.99999999999997
1992-12-21,4.75,0.02,237.5
1992-12-22,4.78,0.02,239.0
1992-12-23,4.69,0.02,234.50000000000003
1992-12-24,4.66,0.02,233.0
1992-12-28,4.88,0.02,244.0
1992-12-29,4.91,0.02,245.5
1992-12-30,4.97,0.02,248.49999999999997
1992-12-31,5.22,0.02,261.0
1993-01-04,5.28,0.02,264.0
1993-01-05,5.22,0.02,261.0
1993-01-06,5.25,0.02,262.5
1993-01-07,5.16,0.02,258.0
1993-01-08,5.19,0.02,259.5
1993-01-11,5.25,0.02,262.5
1993-01-12,5.16,0.02,258.0
1993-01-13,5.25,0.02,262.5
1993-01-14,5.22,0.02,261.0
1993-01-15,5.19,0.02,259.5
1993-01-18,5.16,0.02,258.0
1993-01-19,5.22,0.02,261.0
1993-01-20,5.25,0.02,262.5
1993-01-21,5.28,0.02,264.0
1993-01-22,5.47,0.02,273.5
1993-01-25,5.69,0.02,284.5
1993-01-26,5.78,0.02,289.0
1993-01-27,5.66,0.02,283.0
1993-01-28,5.56,0.02,278.0
1993-01-29,5.63,0.02,281.5
1993-02-01,5.63,0.02,281.5
1993-02-02,5.59,0.02,279.5
1993-02-03,5.56,0.02,278.0
1993-02-04,5.44,0.02,272.0
1993-02-05,5.31,0.02,265.5
1993-02-08,5.28,0.02,264.0
1993-02-09,5.25,0.02,262.5
1993-02-10,5.25,0.02,262.5
1993-02-11,5.22,0.02,261.0
1993-02-12,5.25,0.02,262.5
1993-02-16,5.03,0.02,251.5
1993-02-17,4.72,0.02,235.99999999999997
1993-02-18,4.63,0.02,231.5
1993-02-19,4.5,0.02,225.0
1993-02-22,4.0,0.02,200.0
1993-02-23,4.19,0.02,209.50000000000003
1993-02-24,4.59,0.02,229.5
1993-02-25,4.59,0.02,229.5
1993-02-26,4.66,0.02,233.0
1993-03-01,4.56,0.02,227.99999999999997
1993-03-02,4.66,0.02,233.0
1993-03-03,4.59,0.02,229.5
1993-03-04,4.41,0.02,220.5
1993-03-05,4.5,0.02,225.0
1993-03-08,4.44,0.02,222.00000000000003
1993-03-09,4.41,0.02,220.5
1993-03-10,4.47,0.02,223.49999999999997
1993-03-11,4.31,0.02,215.49999999999997
1993-03-12,4.03,0.02,201.5
1993-03-15,4.03,0.02,201.5
1993-03-16,3.84,0.02,192.0
1993-03-17,3.72,0.02,186.0
1993-03-18,3.84,0.02,192.0
1993-03-19,3.69,0.02,184.5
1993-03-22,3.78,0.02,189.0
1993-03-23,3.69,0.02,184.5
1993-03-24,3.63,0.02,181.5
1993-03-25,3.69,0.02,184.5
1993-03-26,3.69,0.02,184.5
1993-03-29,3.66,0.02,183.0
1993-03-30,3.72,0.02,186.0
1993-03-31,4.0,0.02,200.0
1993-04-01,3.38,0.02,169.0
1993-04-02,3.44,0.02,172.0
1993-04-05,3.44,0.02,172.0
1993-04-06,3.47,0.02,173.5
1993-04-07,3.38,0.02,169.0
1993-04-08,3.25,0.02,162.5
1993-04-12,3.34,0.02,167.0
1993-04-13,3.31,0.02,165.5
1993-04-14,3.31,0.02,165.5
1993-04-15,3.25,0.02,162.5
1993-04-16,3.22,0.02,161.0
1993-04-19,3.22,0.02,161.0
1993-04-20,3.28,0.02,164.0
1993-04-21,3.25,0.02,162.5
1993-04-22,3.34,0.02,167.0
1993-04-23,3.44,0.02,172.0
1993-04-26,3.47,0.02,173.5
1993-04-27,3.56,0.02,178.0
1993-04-28,3.56,0.02,178.0
1993-04-29,3.59,0.02,179.5
1993-04-30,3.59,0.02,179.5
1993-05-03,3.66,0.02,183.0
1993-05-04,3.81,0.02,190.5
1993-05-05,3.94,0.02,197.0
1993-05-06,3.72,0.02,186.0
1993-05-07,3.75,0.02,187.5
1993-05-10,3.63,0.02,181.5
1993-05-11,3.56,0.02,178.0
1993-05-12,3.5,0.02,175.0
1993-05-13,3.5,0.02,175.0
1993-05-14,3.47,0.02,173.5
1993-05-17,3.53,0.02,176.5
1993-05-18,3.66,0.02,183.0
1993-05-19,3.72,0.02,186.0
1993-05-20,4.0,0.02,200.0
1993-05-21,4.06,0.02,202.99999999999997
1993-05-24,3.97,0.02,198.5
1993-05-25,3.91,0.02,195.5
1993-05-26,3.88,0.02,194.0
1993-05-27,3.91,0.02,195.5
1993-05-28,3.88,0.02,194.0
1993-06-01,3.97,0.02,198.5
1993-06-02,3.97,0.02,198.5
1993-06-03,3.91,0.02,195.5
1993-06-04,3.94,0.02,197.0
1993-06-07,3.94,0.02,197.0
1993-06-08,3.88,0.02,194.0
1993-06-09,3.81,0.02,190.5
1993-06-10,3.69,0.02,184.5
1993-06-11,3.72,0.02,186.0
1993-06-14,3.69,0.02,184.5
1993-06-15,3.66,0.02,183.0
1993-06-16,3.63,0.02,181.5
1993-06-17,3.66,0.02,183.0
1993-06-18,3.56,0.02,178.0
1993-06-21,3.69,0.02,184.5
1993-06-22,3.59,0.02,179.5
1993-06-23,3.44,0.02,172.0
1993-06-24,3.5,0.02,175.0
1993-06-25,3.59,0.02,179.5
1993-06-28,3.75,0.02,187.5
1993-06-29,3.66,0.02,183.0
1993-06-30,3.5,0.02,175.0
1993-07-01,3.69,0.02,184.5
1993-07-02,3.72,0.02,186.0
1993-07-06,3.69,0.02,184.5
1993-07-07,3.88,0.02,194.0
1993-07-08,3.69,0.02,184.5
1993-07-09,3.72,0.02,186.0
1993-07-12,3.78,0.02,189.0
1993-07-13,3.75,0.02,187.5
1993-07-14,3.75,0.02,187.5
1993-07-15,3.72,0.02,186.0
1993-07-16,3.59,0.02,179.5
1993-07-19,3.56,0.02,178.0
1993-07-20,3.44,0.02,172.0
1993-07-21,3.44,0.02,172.0
1993-07-22,3.28,0.02,164.0
1993-07-23,3.34,0.02,167.0
1993-07-26,3.44,0.02,172.0
1993-07-27,3.47,0.02,173.5
1993-07-28,3.59,0.02,179.5
1993-07-29,3.66,0.02,183.0
1993-07-30,3.69,0.02,184.5
1993-08-02,3.59,0.02,179.5
1993-08-03,3.53,0.02,176.5
1993-08-04,3.56,0.02,178.0
1993-08-05,3.5,0.02,175.0
1993-08-06,3.41,0.02,170.5
1993-08-09,3.38,0.02,169.0
1993-08-10,3.44,0.02,172.0
1993-08-11,3.38,0.02,169.0
1993-08-12,3.38,0.02,169.0
1993-08-13,3.34,0.02,167.0
1993-08-16,3.41,0.02,170.5
1993-08-17,3.5,0.02,175.0
1993-08-18,3.56,0.02,178.0
1993-08-19,3.63,0.02,181.5
1993-08-20,3.63,0.02,181.5
1993-08-23,3.56,0.02,178.0
1993-08-24,3.56,0.02,178.0
1993-08-25,3.5,0.02,175.0
1993-08-26,3.38,0.02,169.0
1993-08-27,3.41,0.02,170.5
1993-08-30,3.34,0.02,167.0
1993-08-31,3.31,0.02,165.5
1993-09-01,3.34,0.02,167.0
1993-09-02,3.44,0.02,172.0
1993-09-03,3.41,0.02,170.5
1993-09-07,3.44,0.02,172.0
1993-09-08,3.56,0.02,178.0
1993-09-09,3.53,0.02,176.5
1993-09-10,3.5,0.02,175.0
1993-09-13,3.44,0.02,172.0
1993-09-14,3.34,0.02,167.0
1993-09-15,2.81,0.02,140.5
1993-09-16,2.53,0.02,126.49999999999999
1993-09-17,2.59,0.02,129.5
1993-09-20,2.66,0.02,133.0
1993-09-21,2.69,0.02,134.5
1993-09-22,2.72,0.02,136.0
1993-09-23,2.69,0.02,134.5
1993-09-24,2.63,0.02,131.5
1993-09-27,2.66,0.02,133.0
1993-09-28,2.63,0.02,131.5
1993-09-29,2.59,0.02,129.5
1993-09-30,2.56,0.02,128.0
1993-10-01,2.53,0.02,126.49999999999999
1993-10-04,2.5,0.02,125.0
1993-10-05,2.44,0.02,122.0
1993-10-06,2.44,0.02,122.0
1993-10-07,2.41,0.02,120.5
1993-10-08,2.44,0.02,122.0
1993-10-11,2.59,0.02,129.5
1993-10-12,2.63,0.02,131.5
1993-10-13,3.06,0.02,153.0
1993-10-14,3.0,0.02,150.0
1993-10-15,3.19,0.02,159.5
1993-10-18,3.16,0.02,158.0
1993-10-19,3.03,0.02,151.5
1993-10-20,2.94,0.02,147.0
1993-10-21,2.97,0.02,148.5
1993-10-22,3.0,0.02,150.0
1993-10-25,3.06,0.02,153.0
1993-10-26,3.19,0.02,159.5
1993-10-27,3.19,0.02,159.5
1993-10-28,3.09,0.02,154.5
1993-10-29,3.19,0.02,159.5
1993-11-01,3.31,0.02,165.5
1993-11-02,3.19,0.02,159.5
1993-11-03,3.25,0.02,162.5
1993-11-04,3.25,0.02,162.5
1993-11-05,3.25,0.02,162.5
1993-11-08,3.34,0.02,167.0
1993-11-09,3.31,0.02,165.5
1993-11-10,3.31,0.02,165.5
1993-11-11,3.38,0.02,169.0
1993-11-12,3.34,0.02,167.0
1993-11-15,3.34,0.02,167.0
1993-11-16,3.25,0.02,162.5
1993-11-17,3.31,0.02,165.5
1993-11-18,3.38,0.02,169.0
1993-11-19,3.31,0.02,165.5
1993-11-22,3.22,0.02,161.0
1993-11-23,3.13,0.02,156.5
1993-11-24,3.19,0.02,159.5
1993-11-26,3.19,0.02,159.5
1993-11-29,3.09,0.02,154.5
1993-11-30,3.09,0.02,154.5
1993-12-01,3.16,0.02,158.0
1993-12-02,3.06,0.02,153.0
1993-12-03,3.16,0.02,158.0
1993-12-06,3.13,0.02,156.5
1993-12-07,3.13,0.02,156.5
1993-12-08,3.13,0.02,156.5
1993-12-09,3.09,0.02,154.5
1993-12-10,3.0,0.02,150.0
1993-12-13,2.91,0.02,145.5
1993-12-14,2.91,0.02,145.5
1993-12-15,2.81,0.02,140.5
1993-12-16,2.97,0.02,148.5
1993-12-17,2.97,0.02,148.5
1993-12-20,2.94,0.02,147.0
1993-12-21,2.97,0.02,148.5
1993-12-22,2.94,0.02,147.0
1993-12-23,3.03,0.02,151.5
1993-12-27,3.06,0.02,153.0
1993-12-28,3.16,0.02,158.0
1993-12-29,3.13,0.02,156.5
1993-12-30,3.09,0.02,154.5
1993-12-31,3.13,0.02,156.5
1994-01-03,3.0,0.02,150.0
1994-01-04,3.0,0.02,150.0
1994-01-05,3.09,0.02,154.5
1994-01-06,3.22,0.02,161.0
1994-01-07,3.22,0.02,161.0
1994-01-10,3.38,0.02,169.0
1994-01-11,3.56,0.02,178.0
1994-01-12,3.53,0.02,176.5
1994-01-13,3.63,0.02,181.5
1994-01-14,3.63,0.02,181.5
1994-01-17,3.66,0.02,183.0
1994-01-18,3.84,0.02,192.0
1994-01-19,3.84,0.02,192.0
1994-01-20,3.84,0.02,192.0
1994-01-21,3.75,0.02,187.5
1994-01-24,3.81,0.02,190.5
1994-01-25,3.75,0.02,187.5
1994-01-26,3.75,0.02,187.5
1994-01-27,3.69,0.02,184.5
1994-01-28,3.69,0.02,184.5
1994-01-31,3.81,0.02,190.5
1994-02-01,3.78,0.02,189.0
1994-02-02,3.84,0.02,192.0
1994-02-03,3.78,0.02,189.0
1994-02-04,3.63,0.02,181.5
1994-02-07,3.66,0.02,183.0
1994-02-08,3.63,0.02,181.5
1994-02-09,3.66,0.02,183.0
1994-02-10,3.72,0.02,186.0
1994-02-11,3.69,0.02,184.5
1994-02-14,3.66,0.02,183.0
1994-02-15,3.69,0.02,184.5
1994-02-16,3.72,0.02,186.0
1994-02-17,3.75,0.02,187.5
1994-02-18,3.75,0.02,187.5
1994-02-22,3.94,0.02,197.0
1994-02-23,3.91,0.02,195.5
1994-02-24,3.84,0.02,192.0
1994-02-25,3.88,0.02,194.0
1994-02-28,3.91,0.02,195.5
1994-03-01,3.88,0.02,194.0
1994-03-02,3.91,0.02,195.5
1994-03-03,3.97,0.02,198.5
1994-03-04,3.94,0.02,197.0
1994-03-07,4.06,0.02,202.99999999999997
1994-03-08,4.0,0.02,200.0
1994-03-09,4.06,0.02,202.99999999999997
1994-03-10,3.94,0.02,197.0
1994-03-11,3.97,0.02,198.5
1994-03-14,3.94,0.02,197.0
1994-03-15,3.94,0.02,197.0
1994-03-16,3.91,0.02,195.5
1994-03-17,3.91,0.02,195.5
1994-03-18,3.88,0.02,194.0
1994-03-21,3.88,0.02,194.0
1994-03-22,3.91,0.02,195.5
1994-03-23,3.78,0.02,189.0
1994-03-24,3.63,0.02,181.5
1994-03-25,3.53,0.02,176.5
1994-03-28,3.59,0.02,179.5
1994-03-29,3.53,0.02,176.5
1994-03-30,3.44,0.02,172.0
1994-03-31,3.38,0.02,169.0
1994-04-04,3.38,0.02,169.0
1994-04-05,3.5,0.02,175.0
1994-04-06,3.53,0.02,176.5
1994-04-07,3.56,0.02,178.0
1994-04-08,3.59,0.02,179.5
1994-04-11,3.63,0.02,181.5
1994-04-12,3.59,0.02,179.5
1994-04-13,3.59,0.02,179.5
1994-04-14,3.56,0.02,178.0
1994-04-15,3.53,0.02,176.5
1994-04-18,3.5,0.02,175.0
1994-04-19,3.56,0.02,178.0
1994-04-20,3.47,0.02,173.5
1994-04-21,3.44,0.02,172.0
1994-04-22,3.41,0.02,170.5
1994-04-25,3.5,0.02,175.0
1994-04-26,3.47,0.02,173.5
1994-04-28,3.47,0.02,173.5
1994-04-29,3.47,0.02,173.5
1994-05-02,3.53,0.02,176.5
1994-05-03,3.56,0.02,178.0
1994-05-04,3.63,0.02,181.5
1994-05-05,3.59,0.02,179.5
1994-05-06,3.56,0.02,178.0
1994-05-09,3.66,0.02,183.0
1994-05-10,3.59,0.02,179.5
1994-05-11,3.75,0.02,187.5
1994-05-12,3.75,0.02,187.5
1994-05-13,3.72,0.02,186.0
1994-05-16,3.69,0.02,184.5
1994-05-17,3.72,0.02,186.0
1994-05-18,3.66,0.02,183.0
1994-05-19,3.69,0.02,184.5
1994-05-20,3.75,0.02,187.5
1994-05-23,3.75,0.02,187.5
1994-05-24,3.72,0.02,186.0
1994-05-25,3.66,0.02,183.0
1994-05-26,3.72,0.02,186.0
1994-05-27,3.72,0.02,186.0
1994-05-31,3.69,0.02,184.5
1994-06-01,3.72,0.02,186.0
1994-06-02,3.75,0.02,187.5
1994-06-03,3.81,0.02,190.5
1994-06-06,3.84,0.02,192.0
1994-06-07,3.88,0.02,194.0
1994-06-08,3.78,0.02,189.0
1994-06-09,3.81,0.02,190.5
1994-06-10,3.75,0.02,187.5
1994-06-13,3.78,0.02,189.0
1994-06-14,3.78,0.02,189.0
1994-06-15,3.63,0.02,181.5
1994-06-16,3.66,0.02,183.0
1994-06-17,3.56,0.02,178.0
1994-06-20,3.34,0.02,167.0
1994-06-21,3.34,0.02,167.0
1994-06-22,3.28,0.02,164.0
1994-06-23,3.22,0.02,161.0
1994-06-24,3.06,0.02,153.0
1994-06-27,3.03,0.02,151.5
1994-06-28,3.16,0.02,158.0
1994-06-29,3.31,0.02,165.5
1994-06-30,3.16,0.02,158.0
1994-07-01,3.22,0.02,161.0
1994-07-05,3.28,0.02,164.0
1994-07-06,3.28,0.02,164.0
1994-07-07,3.34,0.02,167.0
1994-07-08,3.31,0.02,165.5
1994-07-11,3.28,0.02,164.0
1994-07-12,3.5,0.02,175.0
1994-07-13,3.41,0.02,170.5
1994-07-14,3.44,0.02,172.0
1994-07-15,3.38,0.02,169.0
1994-07-18,3.5,0.02,175.0
1994-07-19,3.47,0.02,173.5
1994-07-20,3.41,0.02,170.5
1994-07-21,3.47,0.02,173.5
1994-07-22,3.47,0.02,173.5
1994-07-25,3.34,0.02,167.0
1994-07-26,3.34,0.02,167.0
1994-07-27,3.44,0.02,172.0
1994-07-28,3.41,0.02,170.5
1994-07-29,3.41,0.02,170.5
1994-08-01,3.44,0.02,172.0
1994-08-02,3.38,0.02,169.0
1994-08-03,3.38,0.02,169.0
1994-08-04,3.38,0.02,169.0
1994-08-05,3.38,0.02,169.0
1994-08-08,3.34,0.02,167.0
1994-08-09,3.41,0.02,170.5
1994-08-10,3.59,0.02,179.5
1994-08-11,3.44,0.02,172.0
1994-08-12,3.53,0.02,176.5
1994-08-15,3.41,0.02,170.5
1994-08-16,3.44,0.02,172.0
1994-08-17,3.47,0.02,173.5
1994-08-18,3.69,0.02,184.5
1994-08-19,3.75,0.02,187.5
1994-08-22,3.75,0.02,187.5
1994-08-23,3.78,0.02,189.0
1994-08-24,3.97,0.02,198.5
1994-08-25,3.94,0.02,197.0
1994-08-26,3.97,0.02,198.5
1994-08-29,4.0,0.02,200.0
1994-08-30,4.13,0.02,206.5
1994-08-31,4.16,0.02,208.0
1994-09-01,4.13,0.02,206.5
1994-09-02,4.03,0.02,201.5
1994-09-06,4.03,0.02,201.5
1994-09-07,4.03,0.02,201.5
1994-09-08,4.13,0.02,206.5
1994-09-09,4.13,0.02,206.5
1994-09-12,3.97,0.02,198.5
1994-09-13,4.0,0.02,200.0
1994-09-14,4.13,0.02,206.5
1994-09-15,4.06,0.02,202.99999999999997
1994-09-16,4.06,0.02,202.99999999999997
1994-09-19,3.97,0.02,198.5
1994-09-20,4.0,0.02,200.0
1994-09-21,4.03,0.02,201.5
1994-09-22,4.0,0.02,200.0
1994-09-23,4.0,0.02,200.0
1994-09-26,3.97,0.02,198.5
1994-09-27,3.94,0.02,197.0
1994-09-28,4.0,0.02,200.0
1994-09-29,3.94,0.02,197.0
1994-09-30,3.97,0.02,198.5
1994-10-03,4.0,0.02,200.0
1994-10-04,4.0,0.02,200.0
1994-10-05,3.97,0.02,198.5
1994-10-06,4.0,0.02,200.0
1994-10-07,4.06,0.02,202.99999999999997
1994-10-10,4.19,0.02,209.50000000000003
1994-10-11,4.16,0.02,208.0
1994-10-12,4.13,0.02,206.5
1994-10-13,4.16,0.02,208.0
1994-10-14,4.25,0.02,212.5
1994-10-17,4.13,0.02,206.5
1994-10-18,4.0,0.02,200.0
1994-10-19,4.13,0.02,206.5
1994-10-20,4.16,0.02,208.0
1994-10-21,4.19,0.02,209.50000000000003
1994-10-24,4.22,0.02,210.99999999999997
1994-10-25,4.16,0.02,208.0
1994-10-26,4.16,0.02,208.0
1994-10-27,4.16,0.02,208.0
1994-10-28,4.22,0.02,210.99999999999997
1994-10-31,4.41,0.02,220.5
1994-11-01,4.41,0.02,220.5
1994-11-02,4.31,0.02,215.49999999999997
1994-11-03,4.25,0.02,212.5
1994-11-04,4.22,0.02,210.99999999999997
1994-11-07,4.28,0.02,214.0
1994-11-08,4.16,0.02,208.0
1994-11-09,4.03,0.02,201.5
1994-11-10,4.0,0.02,200.0
1994-11-11,4.03,0.02,201.5
1994-11-14,4.0,0.02,200.0
1994-11-15,4.06,0.02,202.99999999999997
1994-11-16,4.06,0.02,202.99999999999997
1994-11-17,3.97,0.02,198.5
1994-11-18,4.0,0.02,200.0
1994-11-21,4.06,0.02,202.99999999999997
1994-11-22,3.97,0.02,198.5
1994-11-23,3.97,0.02,198.5
1994-11-25,4.0,0.02,200.0
1994-11-28,4.0,0.02,200.0
1994-11-29,4.0,0.02,200.0
1994-11-30,4.0,0.02,200.0
1994-12-01,4.03,0.02,201.5
1994-12-02,4.0,0.02,200.0
1994-12-05,3.97,0.02,198.5
1994-12-06,4.0,0.02,200.0
1994-12-07,4.0,0.02,200.0
1994-12-08,3.91,0.02,195.5
1994-12-09,3.84,0.02,192.0
1994-12-12,3.88,0.02,194.0
1994-12-13,3.94,0.02,197.0
1994-12-14,3.97,0.02,198.5
1994-12-15,4.0,0.02,200.0
1994-12-16,4.0,0.02,200.0
1994-12-19,3.97,0.02,198.5
1994-12-20,4.03,0.02,201.5
1994-12-21,4.09,0.02,204.5
1994-12-22,4.13,0.02,206.5
1994-12-23,4.16,0.02,208.0
1994-12-27,4.13,0.02,206.5
1994-12-28,4.13,0.02,206.5
1994-12-29,4.19,0.02,209.50000000000003
1994-12-30,4.34,0.02,217.0
1995-01-03,4.19,0.02,209.50000000000003
1995-01-04,4.53,0.02,226.5
1995-01-05,4.72,0.02,235.99999999999997
1995-01-06,4.78,0.02,239.0
1995-01-09,4.69,0.02,234.50000000000003
1995-01-10,4.59,0.02,229.5
1995-01-11,4.53,0.02,226.5
1995-01-12,4.53,0.02,226.5
1995-01-13,4.56,0.02,227.99999999999997
1995-01-16,4.59,0.02,229.5
1995-01-17,4.59,0.02,229.5
1995-01-18,4.59,0.02,229.5
1995-01-19,4.66,0.02,233.0
1995-01-20,4.56,0.02,227.99999999999997
1995-01-23,4.5,0.02,225.0
1995-01-24,4.56,0.02,227.99999999999997
1995-01-25,4.56,0.02,227.99999999999997
1995-01-26,4.66,0.02,233.0
1995-01-27,4.56,0.02,227.99999999999997
1995-01-30,4.47,0.02,223.49999999999997
1995-01-31,4.63,0.02,231.5
1995-02-01,4.59,0.02,229.5
1995-02-02,4.53,0.02,226.5
1995-02-03,4.47,0.02,223.49999999999997
1995-02-06,4.5,0.02,225.0
1995-02-07,4.5,0.02,225.0
1995-02-08,4.5,0.02,225.0
1995-02-09,4.5,0.02,225.0
1995-02-10,4.56,0.02,227.99999999999997
1995-02-13,4.63,0.02,231.5
1995-02-14,4.63,0.02,231.5
1995-02-15,4.69,0.02,234.50000000000003
1995-02-16,4.69,0.02,234.50000000000003
1995-02-17,4.69,0.02,234.50000000000003
1995-02-21,4.59,0.02,229.5
1995-02-22,4.84,0.02,242.0
1995-02-23,5.13,0.02,256.5
1995-02-24,5.13,0.02,256.5
1995-02-27,5.34,0.02,267.0
1995-02-28,5.41,0.02,270.5
1995-03-01,5.59,0.02,279.5
1995-03-02,5.5,0.02,275.0
1995-03-03,5.5,0.02,275.0
1995-03-06,5.5,0.02,275.0
1995-03-07,5.38,0.02,269.0
1995-03-08,5.5,0.02,275.0
1995-03-09,5.47,0.02,273.5
1995-03-10,5.66,0.02,283.0
1995-03-13,5.66,0.02,283.0
1995-03-14,5.94,0.02,297.0
