date,GPC,GPC_EPS,PE Ratio
1980-06-25,4.74,0.29,16.344827586206897
1980-06-26,4.74,0.29,16.344827586206897
1980-06-27,4.74,0.29,16.344827586206897
1980-06-30,4.67,0.29,16.10344827586207
1980-07-01,4.69,0.29,16.172413793103452
1980-07-02,4.77,0.29,16.448275862068964
1980-07-03,4.72,0.29,16.275862068965516
1980-07-07,4.94,0.29,17.034482758620694
1980-07-08,4.99,0.29,17.20689655172414
1980-07-09,5.11,0.29,17.620689655172416
1980-07-10,5.11,0.29,17.620689655172416
1980-07-11,5.19,0.29,17.896551724137932
1980-07-14,5.73,0.29,19.758620689655174
1980-07-15,5.43,0.29,18.724137931034484
1980-07-16,5.21,0.29,17.965517241379313
1980-07-17,5.16,0.29,17.793103448275865
1980-07-18,5.14,0.29,17.724137931034484
1980-07-21,5.01,0.29,17.275862068965516
1980-07-22,4.94,0.29,17.034482758620694
1980-07-23,4.96,0.29,17.10344827586207
1980-07-24,4.99,0.29,17.20689655172414
1980-07-25,5.01,0.29,17.275862068965516
1980-07-28,5.01,0.29,17.275862068965516
1980-07-29,4.99,0.29,17.20689655172414
1980-07-30,5.16,0.29,17.793103448275865
1980-07-31,5.26,0.29,18.137931034482758
1980-08-01,5.23,0.29,18.034482758620694
1980-08-04,5.36,0.29,18.48275862068966
1980-08-05,5.33,0.29,18.379310344827587
1980-08-06,5.33,0.29,18.379310344827587
1980-08-07,5.43,0.29,18.724137931034484
1980-08-08,5.38,0.29,18.551724137931036
1980-08-11,5.23,0.29,18.034482758620694
1980-08-12,5.19,0.29,17.896551724137932
1980-08-13,4.91,0.29,16.931034482758623
1980-08-14,5.11,0.29,17.620689655172416
1980-08-15,5.16,0.29,17.793103448275865
1980-08-18,5.09,0.29,17.551724137931036
1980-08-19,5.14,0.29,17.724137931034484
1980-08-20,5.14,0.29,17.724137931034484
1980-08-21,5.14,0.29,17.724137931034484
1980-08-22,5.01,0.29,17.275862068965516
1980-08-25,5.21,0.29,17.965517241379313
1980-08-26,5.31,0.29,18.310344827586206
1980-08-27,5.21,0.29,17.965517241379313
1980-08-28,5.14,0.29,17.724137931034484
1980-08-29,5.04,0.29,17.379310344827587
1980-09-02,5.11,0.29,17.620689655172416
1980-09-03,5.14,0.29,17.724137931034484
1980-09-04,5.21,0.29,17.965517241379313
1980-09-05,5.23,0.29,18.034482758620694
1980-09-08,5.14,0.29,17.724137931034484
1980-09-09,5.28,0.29,18.20689655172414
1980-09-10,5.33,0.29,18.379310344827587
1980-09-11,5.38,0.29,18.551724137931036
1980-09-12,5.38,0.29,18.551724137931036
1980-09-15,5.51,0.29,19.0
1980-09-16,5.65,0.29,19.48275862068966
1980-09-17,5.68,0.29,19.586206896551726
1980-09-18,5.7,0.29,19.655172413793107
1980-09-19,5.53,0.29,19.06896551724138
1980-09-22,5.58,0.29,19.24137931034483
1980-09-23,5.65,0.29,19.48275862068966
1980-09-24,5.51,0.29,19.0
1980-09-25,5.48,0.29,18.896551724137932
1980-09-26,5.38,0.29,18.551724137931036
1980-09-29,5.33,0.29,18.379310344827587
1980-09-30,5.38,0.29,18.551724137931036
1980-10-01,5.43,0.29,18.724137931034484
1980-10-02,5.73,0.29,19.758620689655174
1980-10-03,5.73,0.29,19.758620689655174
1980-10-06,5.8,0.29,20.0
1980-10-07,5.8,0.29,20.0
1980-10-08,5.78,0.29,19.931034482758623
1980-10-09,5.65,0.29,19.48275862068966
1980-10-10,5.7,0.29,19.655172413793107
1980-10-13,5.53,0.29,19.06896551724138
1980-10-14,5.58,0.29,19.24137931034483
1980-10-15,5.63,0.29,19.413793103448278
1980-10-16,5.56,0.29,19.17241379310345
1980-10-17,5.43,0.29,18.724137931034484
1980-10-20,5.56,0.29,19.17241379310345
1980-10-21,5.53,0.29,19.06896551724138
1980-10-22,5.46,0.29,18.82758620689655
1980-10-23,5.21,0.29,17.965517241379313
1980-10-24,5.19,0.29,17.896551724137932
1980-10-27,5.26,0.29,18.137931034482758
1980-10-28,5.19,0.29,17.896551724137932
1980-10-29,5.23,0.29,18.034482758620694
1980-10-30,5.23,0.29,18.034482758620694
1980-10-31,5.28,0.29,18.20689655172414
1980-11-03,5.31,0.29,18.310344827586206
1980-11-05,5.33,0.29,18.379310344827587
1980-11-06,5.28,0.29,18.20689655172414
1980-11-07,5.46,0.29,18.82758620689655
1980-11-10,5.36,0.29,18.48275862068966
1980-11-11,5.46,0.29,18.82758620689655
1980-11-12,5.46,0.29,18.82758620689655
1980-11-13,5.46,0.29,18.82758620689655
1980-11-14,5.48,0.29,18.896551724137932
1980-11-17,5.46,0.29,18.82758620689655
1980-11-18,5.46,0.29,18.82758620689655
1980-11-19,5.53,0.29,19.06896551724138
1980-11-20,5.7,0.29,19.655172413793107
1980-11-21,5.9,0.29,20.3448275862069
1980-11-24,5.85,0.29,20.17241379310345
1980-11-25,5.83,0.29,20.10344827586207
1980-11-26,5.63,0.29,19.413793103448278
1980-11-28,5.53,0.29,19.06896551724138
1980-12-01,5.6,0.29,19.310344827586206
1980-12-02,5.48,0.29,18.896551724137932
1980-12-03,5.48,0.29,18.896551724137932
1980-12-04,5.51,0.29,19.0
1980-12-05,5.48,0.29,18.896551724137932
1980-12-08,5.31,0.29,18.310344827586206
1980-12-09,5.43,0.29,18.724137931034484
1980-12-10,5.51,0.29,19.0
1980-12-11,5.53,0.29,19.06896551724138
1980-12-12,5.6,0.29,19.310344827586206
1980-12-15,5.6,0.29,19.310344827586206
1980-12-16,5.6,0.29,19.310344827586206
1980-12-17,5.56,0.29,19.17241379310345
1980-12-18,5.33,0.29,18.379310344827587
1980-12-19,5.28,0.29,18.20689655172414
1980-12-22,5.23,0.29,18.034482758620694
1980-12-23,5.23,0.29,18.034482758620694
1980-12-24,5.23,0.29,18.034482758620694
1980-12-26,5.23,0.29,18.034482758620694
1980-12-29,5.19,0.29,17.896551724137932
1980-12-30,5.19,0.29,17.896551724137932
1980-12-31,5.19,0.29,17.896551724137932
1981-01-02,5.26,0.29,18.137931034482758
1981-01-05,5.7,0.29,19.655172413793107
1981-01-06,5.73,0.29,19.758620689655174
1981-01-07,5.68,0.29,19.586206896551726
1981-01-08,5.63,0.29,19.413793103448278
1981-01-09,5.6,0.29,19.310344827586206
1981-01-12,5.65,0.29,19.48275862068966
1981-01-13,5.58,0.29,19.24137931034483
1981-01-14,5.51,0.29,19.0
1981-01-15,5.56,0.29,19.17241379310345
1981-01-16,5.6,0.29,19.310344827586206
1981-01-19,5.65,0.29,19.48275862068966
1981-01-20,5.63,0.29,19.413793103448278
1981-01-21,5.56,0.29,19.17241379310345
1981-01-22,5.6,0.29,19.310344827586206
1981-01-23,5.63,0.29,19.413793103448278
1981-01-26,5.63,0.29,19.413793103448278
1981-01-27,5.68,0.29,19.586206896551726
1981-01-28,5.63,0.29,19.413793103448278
1981-01-29,5.65,0.29,19.48275862068966
1981-01-30,5.65,0.29,19.48275862068966
1981-02-02,5.6,0.29,19.310344827586206
1981-02-03,5.68,0.29,19.586206896551726
1981-02-04,5.7,0.29,19.655172413793107
1981-02-05,5.7,0.29,19.655172413793107
1981-02-06,5.63,0.29,19.413793103448278
1981-02-09,5.63,0.29,19.413793103448278
1981-02-10,5.6,0.29,19.310344827586206
1981-02-11,5.53,0.29,19.06896551724138
1981-02-12,5.51,0.29,19.0
1981-02-13,5.33,0.29,18.379310344827587
1981-02-17,5.33,0.29,18.379310344827587
1981-02-18,5.28,0.29,18.20689655172414
1981-02-19,5.33,0.29,18.379310344827587
1981-02-20,5.36,0.29,18.48275862068966
1981-02-23,5.38,0.29,18.551724137931036
1981-02-24,5.38,0.29,18.551724137931036
1981-02-25,5.33,0.29,18.379310344827587
1981-02-26,5.51,0.29,19.0
1981-02-27,5.48,0.29,18.896551724137932
1981-03-02,5.53,0.29,19.06896551724138
1981-03-03,5.38,0.29,18.551724137931036
1981-03-04,5.6,0.29,19.310344827586206
1981-03-05,5.6,0.29,19.310344827586206
1981-03-06,5.8,0.29,20.0
1981-03-09,5.85,0.29,20.17241379310345
1981-03-10,5.9,0.29,20.3448275862069
1981-03-11,5.98,0.29,20.620689655172416
1981-03-12,5.98,0.29,20.620689655172416
1981-03-13,6.17,0.29,21.27586206896552
1981-03-16,6.27,0.29,21.620689655172413
1981-03-17,6.32,0.29,21.793103448275865
1981-03-18,6.22,0.29,21.448275862068964
1981-03-19,6.17,0.29,21.27586206896552
1981-03-20,6.27,0.29,21.620689655172413
1981-03-23,6.37,0.29,21.965517241379313
1981-03-24,6.47,0.29,22.310344827586206
1981-03-25,6.49,0.29,22.379310344827587
1981-03-26,6.62,0.29,22.827586206896555
1981-03-27,6.67,0.29,23.0
1981-03-30,6.81,0.29,23.482758620689655
1981-03-31,6.91,0.29,23.827586206896555
1981-04-01,6.86,0.29,23.655172413793107
1981-04-02,6.84,0.29,23.586206896551726
1981-04-03,6.91,0.29,23.827586206896555
1981-04-06,6.91,0.29,23.827586206896555
1981-04-07,6.79,0.29,23.413793103448278
1981-04-08,6.67,0.29,23.0
1981-04-09,6.77,0.29,23.344827586206897
1981-04-10,6.72,0.29,23.17241379310345
1981-04-13,6.79,0.29,23.413793103448278
1981-04-14,6.81,0.29,23.482758620689655
1981-04-15,6.74,0.29,23.24137931034483
1981-04-16,6.77,0.29,23.344827586206897
1981-04-20,6.79,0.29,23.413793103448278
1981-04-21,6.81,0.29,23.482758620689655
1981-04-22,6.81,0.29,23.482758620689655
1981-04-23,6.74,0.29,23.24137931034483
1981-04-24,6.79,0.29,23.413793103448278
1981-04-27,6.64,0.29,22.896551724137932
1981-04-28,6.59,0.29,22.724137931034484
1981-04-29,6.52,0.29,22.482758620689655
1981-04-30,6.37,0.29,21.965517241379313
1981-05-01,6.37,0.29,21.965517241379313
1981-05-04,6.47,0.29,22.310344827586206
1981-05-05,6.42,0.29,22.13793103448276
1981-05-06,6.37,0.29,21.965517241379313
1981-05-07,6.32,0.29,21.793103448275865
1981-05-08,6.27,0.29,21.620689655172413
1981-05-11,6.15,0.29,21.206896551724142
1981-05-12,6.22,0.29,21.448275862068964
1981-05-13,6.1,0.29,21.03448275862069
1981-05-14,6.27,0.29,21.620689655172413
1981-05-15,6.32,0.29,21.793103448275865
1981-05-18,6.47,0.29,22.310344827586206
1981-05-19,6.49,0.29,22.379310344827587
1981-05-20,6.52,0.29,22.482758620689655
1981-05-21,6.69,0.29,23.06896551724138
1981-05-22,6.69,0.29,23.06896551724138
1981-05-26,6.79,0.29,23.413793103448278
1981-05-27,6.81,0.29,23.482758620689655
1981-05-28,6.91,0.29,23.827586206896555
1981-05-29,6.81,0.29,23.482758620689655
1981-06-01,6.86,0.29,23.655172413793107
1981-06-02,6.79,0.29,23.413793103448278
1981-06-03,6.69,0.29,23.06896551724138
1981-06-04,6.86,0.29,23.655172413793107
1981-06-05,6.86,0.29,23.655172413793107
1981-06-08,6.89,0.29,23.758620689655174
1981-06-09,6.91,0.29,23.827586206896555
1981-06-10,6.91,0.29,23.827586206896555
1981-06-11,6.96,0.29,24.0
1981-06-12,6.91,0.29,23.827586206896555
1981-06-15,6.96,0.29,24.0
1981-06-16,6.89,0.29,23.758620689655174
1981-06-17,6.99,0.29,24.10344827586207
1981-06-18,6.94,0.29,23.931034482758623
1981-06-19,6.96,0.29,24.0
1981-06-22,6.86,0.29,23.655172413793107
1981-06-23,7.01,0.29,24.17241379310345
1981-06-24,6.91,0.29,23.827586206896555
1981-06-25,6.94,0.29,23.931034482758623
1981-06-26,6.86,0.29,23.655172413793107
1981-06-29,6.72,0.29,23.17241379310345
1981-06-30,6.44,0.29,22.206896551724142
1981-07-01,6.4,0.29,22.06896551724138
1981-07-02,6.42,0.29,22.13793103448276
1981-07-06,6.42,0.29,22.13793103448276
1981-07-07,6.42,0.29,22.13793103448276
1981-07-08,6.49,0.29,22.379310344827587
1981-07-09,6.47,0.29,22.310344827586206
1981-07-10,6.35,0.29,21.896551724137932
1981-07-13,6.44,0.29,22.206896551724142
1981-07-14,6.4,0.29,22.06896551724138
1981-07-15,6.47,0.29,22.310344827586206
1981-07-16,6.52,0.29,22.482758620689655
1981-07-17,6.64,0.29,22.896551724137932
1981-07-20,6.64,0.29,22.896551724137932
1981-07-21,6.67,0.29,23.0
1981-07-22,6.57,0.29,22.655172413793107
1981-07-23,6.47,0.29,22.310344827586206
1981-07-24,6.4,0.29,22.06896551724138
1981-07-27,6.37,0.29,21.965517241379313
1981-07-28,6.32,0.29,21.793103448275865
1981-07-29,6.25,0.29,21.551724137931036
1981-07-30,6.47,0.29,22.310344827586206
1981-07-31,6.72,0.29,23.17241379310345
1981-08-03,6.79,0.29,23.413793103448278
1981-08-04,6.77,0.29,23.344827586206897
1981-08-05,6.57,0.29,22.655172413793107
1981-08-06,6.49,0.29,22.379310344827587
1981-08-07,6.54,0.29,22.551724137931036
1981-08-10,6.54,0.29,22.551724137931036
1981-08-11,6.62,0.29,22.827586206896555
1981-08-12,6.62,0.29,22.827586206896555
1981-08-13,6.64,0.29,22.896551724137932
1981-08-14,6.69,0.29,23.06896551724138
1981-08-17,6.69,0.29,23.06896551724138
1981-08-18,6.79,0.29,23.413793103448278
1981-08-19,6.79,0.29,23.413793103448278
1981-08-20,6.84,0.29,23.586206896551726
1981-08-21,6.69,0.29,23.06896551724138
1981-08-24,6.57,0.29,22.655172413793107
1981-08-25,6.54,0.29,22.551724137931036
1981-08-26,6.44,0.29,22.206896551724142
1981-08-27,6.44,0.29,22.206896551724142
1981-08-28,6.47,0.29,22.310344827586206
1981-08-31,6.49,0.29,22.379310344827587
1981-09-01,6.35,0.29,21.896551724137932
1981-09-02,6.42,0.29,22.13793103448276
1981-09-03,6.4,0.29,22.06896551724138
1981-09-04,6.35,0.29,21.896551724137932
1981-09-08,6.12,0.29,21.10344827586207
1981-09-09,6.27,0.29,21.620689655172413
1981-09-10,6.37,0.29,21.965517241379313
1981-09-11,6.37,0.29,21.965517241379313
1981-09-14,6.42,0.29,22.13793103448276
1981-09-15,6.37,0.29,21.965517241379313
1981-09-16,6.37,0.29,21.965517241379313
1981-09-17,6.27,0.29,21.620689655172413
1981-09-18,6.27,0.29,21.620689655172413
1981-09-21,6.3,0.29,21.724137931034484
1981-09-22,6.37,0.29,21.965517241379313
1981-09-23,6.22,0.29,21.448275862068964
1981-09-24,5.98,0.29,20.620689655172416
1981-09-25,5.78,0.29,19.931034482758623
1981-09-28,5.68,0.29,19.586206896551726
1981-09-29,5.75,0.29,19.82758620689655
1981-09-30,5.75,0.29,19.82758620689655
1981-10-01,5.65,0.29,19.48275862068966
1981-10-02,5.88,0.29,20.27586206896552
1981-10-05,5.85,0.29,20.17241379310345
1981-10-06,5.85,0.29,20.17241379310345
1981-10-07,5.88,0.29,20.27586206896552
1981-10-08,5.88,0.29,20.27586206896552
1981-10-09,5.9,0.29,20.3448275862069
1981-10-12,5.9,0.29,20.3448275862069
1981-10-13,5.9,0.29,20.3448275862069
1981-10-14,5.9,0.29,20.3448275862069
1981-10-15,5.88,0.29,20.27586206896552
1981-10-16,5.9,0.29,20.3448275862069
1981-10-19,5.85,0.29,20.17241379310345
1981-10-20,5.78,0.29,19.931034482758623
1981-10-21,5.83,0.29,20.10344827586207
1981-10-22,5.83,0.29,20.10344827586207
1981-10-23,5.85,0.29,20.17241379310345
1981-10-26,5.85,0.29,20.17241379310345
1981-10-27,6.02,0.29,20.75862068965517
1981-10-28,5.95,0.29,20.517241379310345
1981-10-29,5.98,0.29,20.620689655172416
1981-10-30,5.98,0.29,20.620689655172416
1981-11-02,6.32,0.29,21.793103448275865
1981-11-03,6.37,0.29,21.965517241379313
1981-11-04,6.72,0.29,23.17241379310345
1981-11-05,6.64,0.29,22.896551724137932
1981-11-06,6.59,0.29,22.724137931034484
1981-11-09,6.67,0.29,23.0
1981-11-10,6.64,0.29,22.896551724137932
1981-11-11,6.69,0.29,23.06896551724138
1981-11-12,6.69,0.29,23.06896551724138
1981-11-13,6.67,0.29,23.0
1981-11-16,6.57,0.29,22.655172413793107
1981-11-17,6.59,0.29,22.724137931034484
1981-11-18,6.57,0.29,22.655172413793107
1981-11-19,6.52,0.29,22.482758620689655
1981-11-20,6.54,0.29,22.551724137931036
1981-11-23,6.54,0.29,22.551724137931036
1981-11-24,6.57,0.29,22.655172413793107
1981-11-25,6.62,0.29,22.827586206896555
1981-11-27,6.59,0.29,22.724137931034484
1981-11-30,6.62,0.29,22.827586206896555
1981-12-01,6.62,0.29,22.827586206896555
1981-12-02,6.57,0.29,22.655172413793107
1981-12-03,6.52,0.29,22.482758620689655
1981-12-04,6.52,0.29,22.482758620689655
1981-12-07,6.4,0.29,22.06896551724138
1981-12-08,6.22,0.29,21.448275862068964
1981-12-09,6.22,0.29,21.448275862068964
1981-12-10,6.2,0.29,21.379310344827587
1981-12-11,6.15,0.29,21.206896551724142
1981-12-14,6.1,0.29,21.03448275862069
1981-12-15,6.12,0.29,21.10344827586207
1981-12-16,6.17,0.29,21.27586206896552
1981-12-17,6.15,0.29,21.206896551724142
1981-12-18,6.15,0.29,21.206896551724142
1981-12-21,6.17,0.29,21.27586206896552
1981-12-22,6.17,0.29,21.27586206896552
1981-12-23,6.12,0.29,21.10344827586207
1981-12-24,6.12,0.29,21.10344827586207
1981-12-28,6.12,0.29,21.10344827586207
1981-12-29,6.15,0.29,21.206896551724142
1981-12-30,6.12,0.29,21.10344827586207
1981-12-31,6.17,0.29,21.27586206896552
1982-01-04,6.15,0.29,21.206896551724142
1982-01-05,6.1,0.29,21.03448275862069
1982-01-06,6.05,0.29,20.862068965517242
1982-01-07,6.12,0.29,21.10344827586207
1982-01-08,6.12,0.29,21.10344827586207
1982-01-11,6.1,0.29,21.03448275862069
1982-01-12,6.05,0.29,20.862068965517242
1982-01-13,6.07,0.29,20.931034482758623
1982-01-14,6.02,0.29,20.75862068965517
1982-01-15,6.02,0.29,20.75862068965517
1982-01-18,5.95,0.29,20.517241379310345
1982-01-19,5.95,0.29,20.517241379310345
1982-01-20,5.93,0.29,20.448275862068964
1982-01-21,5.9,0.29,20.3448275862069
1982-01-22,5.93,0.29,20.448275862068964
1982-01-25,6.0,0.29,20.689655172413794
1982-01-26,6.05,0.29,20.862068965517242
1982-01-27,6.15,0.29,21.206896551724142
1982-01-28,6.27,0.29,21.620689655172413
1982-01-29,6.59,0.29,22.724137931034484
1982-02-01,6.52,0.29,22.482758620689655
1982-02-02,6.62,0.29,22.827586206896555
1982-02-03,6.57,0.29,22.655172413793107
1982-02-04,6.44,0.29,22.206896551724142
1982-02-05,6.49,0.29,22.379310344827587
1982-02-08,6.49,0.29,22.379310344827587
1982-02-09,6.44,0.29,22.206896551724142
1982-02-10,6.44,0.29,22.206896551724142
1982-02-11,6.47,0.29,22.310344827586206
1982-02-12,6.44,0.29,22.206896551724142
1982-02-16,6.47,0.29,22.310344827586206
1982-02-17,6.47,0.29,22.310344827586206
1982-02-18,6.42,0.29,22.13793103448276
1982-02-19,6.42,0.29,22.13793103448276
1982-02-22,6.47,0.29,22.310344827586206
1982-02-23,6.44,0.29,22.206896551724142
1982-02-24,6.42,0.29,22.13793103448276
1982-02-25,6.52,0.29,22.482758620689655
1982-02-26,6.59,0.29,22.724137931034484
1982-03-01,6.81,0.29,23.482758620689655
1982-03-02,6.77,0.29,23.344827586206897
1982-03-03,6.74,0.29,23.24137931034483
1982-03-04,6.62,0.29,22.827586206896555
1982-03-05,6.54,0.29,22.551724137931036
1982-03-08,6.57,0.29,22.655172413793107
1982-03-09,6.52,0.29,22.482758620689655
1982-03-10,6.62,0.29,22.827586206896555
1982-03-11,6.54,0.29,22.551724137931036
1982-03-12,6.44,0.29,22.206896551724142
1982-03-15,6.4,0.29,22.06896551724138
1982-03-16,6.49,0.29,22.379310344827587
1982-03-17,6.57,0.29,22.655172413793107
1982-03-18,6.67,0.29,23.0
1982-03-19,6.69,0.29,23.06896551724138
1982-03-22,6.94,0.29,23.931034482758623
1982-03-23,7.23,0.29,24.931034482758623
1982-03-24,7.21,0.29,24.862068965517242
1982-03-25,6.91,0.29,23.827586206896555
1982-03-26,6.59,0.29,22.724137931034484
1982-03-29,6.77,0.29,23.344827586206897
1982-03-30,6.89,0.29,23.758620689655174
1982-03-31,6.94,0.29,23.931034482758623
1982-04-01,7.09,0.29,24.448275862068968
1982-04-02,7.11,0.29,24.51724137931035
1982-04-05,7.01,0.29,24.17241379310345
1982-04-06,7.04,0.29,24.27586206896552
1982-04-07,6.96,0.29,24.0
1982-04-08,7.11,0.29,24.51724137931035
1982-04-12,7.11,0.29,24.51724137931035
1982-04-13,7.06,0.29,24.344827586206897
1982-04-14,6.91,0.29,23.827586206896555
1982-04-15,7.01,0.29,24.17241379310345
1982-04-16,7.01,0.29,24.17241379310345
1982-04-19,7.16,0.29,24.689655172413794
1982-04-20,7.19,0.29,24.793103448275865
1982-04-21,7.19,0.29,24.793103448275865
1982-04-22,7.23,0.29,24.931034482758623
1982-04-23,7.28,0.29,25.10344827586207
1982-04-26,7.48,0.29,25.793103448275865
1982-04-27,7.56,0.29,26.06896551724138
1982-04-28,7.41,0.29,25.551724137931036
1982-04-29,7.33,0.29,25.27586206896552
1982-04-30,7.36,0.29,25.37931034482759
1982-05-03,7.46,0.29,25.724137931034484
1982-05-04,7.46,0.29,25.724137931034484
1982-05-05,7.36,0.29,25.37931034482759
1982-05-06,7.38,0.29,25.448275862068968
1982-05-07,7.21,0.29,24.862068965517242
1982-05-10,7.23,0.29,24.931034482758623
1982-05-11,7.26,0.29,25.03448275862069
1982-05-12,7.43,0.29,25.620689655172413
1982-05-13,7.23,0.29,24.931034482758623
1982-05-14,7.28,0.29,25.10344827586207
1982-05-17,7.23,0.29,24.931034482758623
1982-05-18,6.94,0.29,23.931034482758623
1982-05-19,6.91,0.29,23.827586206896555
1982-05-20,6.91,0.29,23.827586206896555
1982-05-21,6.99,0.29,24.10344827586207
1982-05-24,7.01,0.29,24.17241379310345
1982-05-25,7.01,0.29,24.17241379310345
1982-05-26,7.01,0.29,24.17241379310345
1982-05-27,6.89,0.29,23.758620689655174
1982-05-28,6.94,0.29,23.931034482758623
1982-06-01,6.89,0.29,23.758620689655174
1982-06-02,6.91,0.29,23.827586206896555
1982-06-03,6.99,0.29,24.10344827586207
1982-06-04,6.89,0.29,23.758620689655174
1982-06-07,6.89,0.29,23.758620689655174
1982-06-08,6.89,0.29,23.758620689655174
1982-06-09,6.81,0.29,23.482758620689655
1982-06-10,6.84,0.29,23.586206896551726
1982-06-11,6.89,0.29,23.758620689655174
1982-06-14,6.67,0.29,23.0
1982-06-15,6.64,0.29,22.896551724137932
1982-06-16,6.52,0.29,22.482758620689655
1982-06-17,6.49,0.29,22.379310344827587
1982-06-18,6.44,0.29,22.206896551724142
1982-06-21,6.57,0.29,22.655172413793107
1982-06-22,6.72,0.29,23.17241379310345
1982-06-23,6.96,0.29,24.0
1982-06-24,6.91,0.29,23.827586206896555
1982-06-25,6.99,0.29,24.10344827586207
1982-06-28,7.01,0.29,24.17241379310345
1982-06-29,7.21,0.29,24.862068965517242
1982-06-30,7.23,0.29,24.931034482758623
1982-07-01,7.09,0.29,24.448275862068968
1982-07-02,7.01,0.29,24.17241379310345
1982-07-06,6.91,0.29,23.827586206896555
1982-07-07,6.91,0.29,23.827586206896555
1982-07-08,6.91,0.29,23.827586206896555
1982-07-09,7.11,0.29,24.51724137931035
1982-07-12,6.86,0.29,23.655172413793107
1982-07-13,6.91,0.29,23.827586206896555
1982-07-14,6.91,0.29,23.827586206896555
1982-07-15,6.84,0.29,23.586206896551726
1982-07-16,6.94,0.29,23.931034482758623
1982-07-19,6.94,0.29,23.931034482758623
1982-07-20,6.81,0.29,23.482758620689655
1982-07-21,6.96,0.29,24.0
1982-07-22,7.04,0.29,24.27586206896552
1982-07-23,6.89,0.29,23.758620689655174
1982-07-26,6.62,0.29,22.827586206896555
1982-07-27,6.67,0.29,23.0
1982-07-28,6.62,0.29,22.827586206896555
1982-07-29,6.62,0.29,22.827586206896555
1982-07-30,6.44,0.29,22.206896551724142
1982-08-02,6.57,0.29,22.655172413793107
1982-08-03,6.49,0.29,22.379310344827587
1982-08-04,6.3,0.29,21.724137931034484
1982-08-05,6.02,0.29,20.75862068965517
1982-08-06,6.05,0.29,20.862068965517242
1982-08-09,6.02,0.29,20.75862068965517
1982-08-10,5.95,0.29,20.517241379310345
1982-08-11,6.05,0.29,20.862068965517242
1982-08-12,6.0,0.29,20.689655172413794
1982-08-13,6.12,0.29,21.10344827586207
1982-08-16,6.12,0.29,21.10344827586207
