date,AXP,AXP_EPS,PE Ratio
2001-01-11,41.9,,
2001-01-12,41.96,,
2001-01-16,42.29,,
2001-01-17,43.27,,
2001-01-18,43.44,,
2001-01-19,42.56,,
2001-01-22,39.39,,
2001-01-23,40.7,,
2001-01-24,40.48,,
2001-01-25,40.59,,
2001-01-26,40.81,,
2001-01-29,41.67,,
2001-01-30,41.94,,
2001-01-31,41.23,,
2001-02-01,41.57,,
2001-02-02,42.11,,
2001-02-05,42.37,,
2001-02-06,41.13,,
2001-02-07,40.59,,
2001-02-08,41.23,,
2001-02-09,41.17,,
2001-02-12,42.11,,
2001-02-13,40.95,,
2001-02-14,40.82,,
2001-02-15,41.02,,
2001-02-16,41.33,,
2001-02-20,40.25,,
2001-02-21,38.49,,
2001-02-22,38.95,,
2001-02-23,39.3,,
2001-02-26,39.56,,
2001-02-27,39.77,,
2001-02-28,38.41,,
2001-03-01,37.64,,
2001-03-02,38.29,,
2001-03-05,37.89,,
2001-03-06,37.63,,
2001-03-07,38.69,,
2001-03-08,38.89,,
2001-03-09,37.4,,
2001-03-12,35.36,,
2001-03-13,36.44,,
2001-03-14,33.68,,
2001-03-15,34.84,,
2001-03-16,33.42,,
2001-03-19,33.93,,
2001-03-20,32.62,,
2001-03-21,30.63,,
2001-03-22,30.37,,
2001-03-23,32.21,,
2001-03-26,33.07,,
2001-03-27,34.71,,
2001-03-28,34.15,,
2001-03-29,34.1,,
2001-03-30,36.15,,
2001-04-02,34.76,,
2001-04-03,33.25,,
2001-04-04,31.69,,
2001-04-05,33.53,,
2001-04-06,32.13,,
2001-04-09,32.5,,
2001-04-10,33.41,,
2001-04-11,33.66,,
2001-04-12,34.3,,
2001-04-16,33.73,,
2001-04-17,34.12,,
2001-04-18,37.27,,
2001-04-19,37.6,,
2001-04-20,36.32,,
2001-04-23,35.46,,
2001-04-24,35.67,,
2001-04-25,35.97,,
2001-04-26,36.68,,
2001-04-27,38.29,,
2001-04-30,37.15,,
2001-05-01,36.98,,
2001-05-02,37.85,,
2001-05-03,37.17,,
2001-05-04,38.38,,
2001-05-07,37.84,,
2001-05-08,36.15,,
2001-05-09,36.41,,
2001-05-10,37.5,,
2001-05-11,37.0,,
2001-05-14,37.12,,
2001-05-15,36.62,,
2001-05-16,38.78,,
2001-05-17,38.83,,
2001-05-18,38.25,,
2001-05-21,39.38,,
2001-05-22,40.31,,
2001-05-23,39.13,,
2001-05-24,39.04,,
2001-05-25,37.93,,
2001-05-29,37.12,,
2001-05-30,37.0,,
2001-05-31,36.87,,
2001-06-01,37.1,,
2001-06-04,37.41,,
2001-06-05,37.29,,
2001-06-06,36.66,,
2001-06-07,36.03,,
2001-06-08,35.88,,
2001-06-11,36.25,,
2001-06-12,36.59,,
2001-06-13,36.34,,
2001-06-14,34.81,,
2001-06-15,34.08,,
2001-06-18,33.73,,
2001-06-19,33.82,,
2001-06-20,34.54,,
2001-06-21,35.36,,
2001-06-22,35.67,,
2001-06-25,34.91,,
2001-06-26,34.14,,
2001-06-27,33.48,,
2001-06-28,34.55,,
2001-06-29,33.96,,
2001-07-02,34.58,,
2001-07-03,34.96,,
2001-07-05,34.57,,
2001-07-06,33.51,,
2001-07-09,33.44,,
2001-07-10,32.39,,
2001-07-11,32.67,,
2001-07-12,33.72,,
2001-07-13,34.45,,
2001-07-16,33.58,,
2001-07-17,33.94,,
2001-07-18,32.82,,
2001-07-19,33.26,,
2001-07-20,33.24,,
2001-07-23,33.38,,
2001-07-24,33.09,,
2001-07-25,33.31,,
2001-07-26,33.94,,
2001-07-27,34.57,,
2001-07-30,34.75,,
2001-07-31,35.3,,
2001-08-01,36.32,,
2001-08-02,36.25,,
2001-08-03,35.41,,
2001-08-06,34.82,,
2001-08-07,35.16,,
2001-08-08,34.83,,
2001-08-09,34.85,,
2001-08-10,34.88,,
2001-08-13,34.98,,
2001-08-14,34.48,,
2001-08-15,33.84,,
2001-08-16,33.39,,
2001-08-17,32.82,,
2001-08-20,33.39,,
2001-08-21,32.04,,
2001-08-22,32.59,,
2001-08-23,32.99,,
2001-08-24,33.45,,
2001-08-27,33.29,,
2001-08-28,32.39,,
2001-08-29,32.39,,
2001-08-30,31.47,,
2001-08-31,31.88,,
2001-09-04,31.9,,
2001-09-05,32.15,,
2001-09-06,30.88,,
2001-09-07,30.29,,
2001-09-10,30.64,,
2001-09-17,26.48,,
2001-09-18,23.97,,
2001-09-19,22.76,,
2001-09-20,22.93,,
2001-09-21,22.42,,
2001-09-24,24.08,,
2001-09-25,23.57,,
2001-09-26,23.88,,
2001-09-27,24.04,,
2001-09-28,25.44,,
2001-10-01,25.72,,
2001-10-02,25.38,,
2001-10-03,26.21,,
2001-10-04,25.28,,
2001-10-05,24.32,,
2001-10-08,24.02,,
2001-10-09,25.38,,
2001-10-10,25.84,,
2001-10-11,26.26,,
2001-10-12,26.25,,
2001-10-15,27.04,,
2001-10-16,27.4,,
2001-10-17,26.3,,
2001-10-18,26.34,,
2001-10-19,25.66,,
2001-10-22,26.54,,
2001-10-23,26.49,,
2001-10-24,26.25,,
2001-10-25,26.85,,
2001-10-26,26.89,,
2001-10-29,26.21,,
2001-10-30,25.84,,
2001-10-31,25.76,,
2001-11-01,26.03,,
2001-11-02,26.21,,
2001-11-05,26.58,,
2001-11-06,26.75,,
2001-11-07,27.73,,
2001-11-08,28.36,,
2001-11-09,28.63,,
2001-11-12,28.09,,
2001-11-13,28.14,,
2001-11-14,29.26,,
2001-11-15,30.1,,
2001-11-16,29.0,,
2001-11-19,29.94,,
2001-11-20,29.45,,
2001-11-21,29.32,,
2001-11-23,30.08,,
2001-11-26,30.74,,
2001-11-27,30.27,,
2001-11-28,29.45,,
2001-11-29,29.16,,
2001-11-30,28.81,,
2001-12-03,28.13,,
2001-12-04,29.19,,
2001-12-05,30.29,,
2001-12-06,30.78,,
2001-12-07,30.37,,
2001-12-10,29.76,,
2001-12-11,29.99,,
2001-12-12,29.25,,
2001-12-13,28.53,,
2001-12-14,28.24,,
2001-12-17,29.02,,
2001-12-18,29.22,,
2001-12-19,30.29,,
2001-12-20,29.37,,
2001-12-21,29.59,,
2001-12-24,29.99,,
2001-12-26,30.37,,
2001-12-27,30.64,,
2001-12-28,31.55,,
2001-12-31,31.24,,
2002-01-02,31.41,,
2002-01-03,31.9,,
2002-01-04,33.02,,
2002-01-07,32.91,,
2002-01-08,32.43,,
2002-01-09,32.52,,
2002-01-10,33.06,,
2002-01-11,32.75,,
2002-01-14,31.73,,
2002-01-15,33.04,,
2002-01-16,32.07,,
2002-01-17,32.53,,
2002-01-18,32.4,,
2002-01-22,32.59,,
2002-01-23,31.9,,
2002-01-24,32.17,,
2002-01-25,32.38,,
2002-01-28,31.76,,
2002-01-29,30.15,,
2002-01-30,30.9,,
2002-01-31,31.38,,
2002-02-01,30.72,,
2002-02-04,29.25,,
2002-02-05,30.2,,
2002-02-06,28.8,,
2002-02-07,28.93,,
2002-02-08,29.63,,
2002-02-11,29.34,,
2002-02-12,28.88,,
2002-02-13,29.77,,
2002-02-14,30.27,,
2002-02-15,29.48,,
2002-02-19,29.1,,
2002-02-20,29.62,,
2002-02-21,29.25,,
2002-02-22,29.45,,
2002-02-25,30.67,,
2002-02-26,30.85,,
2002-02-27,31.31,,
2002-02-28,31.9,,
2002-03-01,32.66,,
2002-03-04,34.47,,
2002-03-05,34.18,,
2002-03-06,34.94,,
2002-03-07,34.58,,
2002-03-08,35.42,,
2002-03-11,36.37,,
2002-03-12,35.97,,
2002-03-13,35.42,,
2002-03-14,35.55,,
2002-03-15,36.89,,
2002-03-18,36.72,,
2002-03-19,37.23,,
2002-03-20,36.62,,
2002-03-21,35.9,,
2002-03-22,35.97,,
2002-03-25,35.34,,
2002-03-26,35.54,,
2002-03-27,36.05,,
2002-03-28,35.85,,
2002-04-01,35.18,,
2002-04-02,34.89,,
2002-04-03,34.59,,
2002-04-04,35.14,,
2002-04-05,35.62,,
2002-04-08,35.57,,
2002-04-09,36.09,,
2002-04-10,36.24,,
2002-04-11,35.16,,
2002-04-12,35.39,,
2002-04-15,35.15,,
2002-04-16,36.2,,
2002-04-17,36.02,,
2002-04-18,37.1,,
2002-04-19,38.01,,
2002-04-22,37.29,,
2002-04-23,37.5,,
2002-04-24,37.25,,
2002-04-25,37.3,,
2002-04-26,36.81,,
2002-04-29,35.89,,
2002-04-30,35.9,,
2002-05-01,36.54,,
2002-05-02,36.96,,
2002-05-03,36.62,,
2002-05-06,35.98,,
2002-05-07,35.59,,
2002-05-08,37.38,,
2002-05-09,36.96,,
2002-05-10,36.32,,
2002-05-13,37.64,,
2002-05-14,38.94,,
2002-05-15,39.27,,
2002-05-16,38.95,,
2002-05-17,38.68,,
2002-05-20,37.9,,
2002-05-21,37.02,,
2002-05-22,37.11,,
2002-05-23,37.56,,
2002-05-24,37.23,,
2002-05-28,36.48,,
2002-05-29,37.08,,
2002-05-30,36.98,,
2002-05-31,37.21,,
2002-06-03,35.97,,
2002-06-04,35.09,,
2002-06-05,35.9,,
2002-06-06,35.33,,
2002-06-07,34.28,,
2002-06-10,34.69,,
2002-06-11,33.9,,
2002-06-12,32.51,,
2002-06-13,31.44,,
2002-06-14,31.48,,
2002-06-17,33.44,,
2002-06-18,33.87,,
2002-06-19,33.24,,
2002-06-20,32.74,,
2002-06-21,32.65,,
2002-06-24,32.47,,
2002-06-25,31.79,,
2002-06-26,31.22,,
2002-06-27,32.46,,
2002-06-28,31.79,,
2002-07-01,32.48,,
2002-07-02,32.24,,
2002-07-03,31.68,,
2002-07-05,32.69,,
2002-07-08,32.39,,
2002-07-09,31.65,,
2002-07-10,30.49,,
2002-07-11,30.66,,
2002-07-12,30.62,,
2002-07-15,29.45,,
2002-07-16,29.66,,
2002-07-17,29.77,,
2002-07-18,29.35,,
2002-07-19,27.7,,
2002-07-22,25.36,,
2002-07-23,25.09,,
2002-07-24,26.64,,
2002-07-25,26.49,,
2002-07-26,26.41,,
2002-07-29,29.31,,
2002-07-30,29.69,,
2002-07-31,30.86,,
2002-08-01,30.08,,
2002-08-02,28.9,,
2002-08-05,26.57,,
2002-08-06,28.01,,
2002-08-07,28.95,,
2002-08-08,30.68,,
2002-08-09,31.47,,
2002-08-12,31.06,,
2002-08-13,30.49,,
2002-08-14,31.83,,
2002-08-15,32.78,,
2002-08-16,32.21,,
2002-08-19,32.94,,
2002-08-20,31.97,,
2002-08-21,32.41,,
2002-08-22,33.43,,
2002-08-23,32.68,,
2002-08-26,33.31,,
2002-08-27,32.46,,
2002-08-28,31.72,,
2002-08-29,31.54,,
2002-08-30,31.56,,
2002-09-03,29.18,,
2002-09-04,30.2,,
2002-09-05,29.86,,
2002-09-06,30.37,,
2002-09-09,30.51,,
2002-09-10,30.64,,
2002-09-11,30.45,,
2002-09-12,29.62,,
2002-09-13,29.93,,
2002-09-16,30.5,,
2002-09-17,29.1,,
2002-09-18,28.41,,
2002-09-19,27.62,,
2002-09-20,27.82,,
2002-09-23,27.37,,
2002-09-24,27.1,,
2002-09-25,27.75,,
2002-09-26,28.79,,
2002-09-27,27.55,,
2002-09-30,27.29,,
2002-10-01,28.64,,
2002-10-02,27.31,,
2002-10-03,26.22,,
2002-10-04,24.97,,
2002-10-07,23.28,,
2002-10-08,24.86,,
2002-10-09,23.92,,
2002-10-10,25.65,,
2002-10-11,27.02,,
2002-10-14,27.22,,
2002-10-15,29.52,,
2002-10-16,28.18,,
2002-10-17,29.85,,
2002-10-18,29.59,,
2002-10-21,30.15,,
2002-10-22,29.87,,
2002-10-23,29.5,,
2002-10-24,28.5,,
2002-10-25,29.0,,
2002-10-28,29.98,,
2002-10-29,30.57,,
2002-10-30,31.62,,
2002-10-31,31.83,,
2002-11-01,31.73,,
2002-11-04,32.85,,
2002-11-05,32.04,,
2002-11-06,32.24,,
2002-11-07,31.07,,
2002-11-08,31.12,,
2002-11-11,30.77,,
2002-11-12,30.69,,
2002-11-13,30.81,,
2002-11-14,32.34,,
2002-11-15,32.96,,
2002-11-18,32.16,,
2002-11-19,32.61,,
2002-11-20,33.73,,
2002-11-21,34.49,,
2002-11-22,34.58,,
2002-11-25,34.47,,
2002-11-26,33.18,,
2002-11-27,34.26,,
2002-11-29,34.08,,
2002-12-02,33.8,,
2002-12-03,33.27,,
2002-12-04,33.07,,
2002-12-05,32.7,,
2002-12-06,32.91,,
2002-12-09,32.04,,
2002-12-10,32.31,,
2002-12-11,32.09,,
2002-12-12,32.08,,
2002-12-13,31.46,,
2002-12-16,32.23,,
2002-12-17,32.2,,
2002-12-18,31.55,,
2002-12-19,31.41,,
2002-12-20,32.4,,
2002-12-23,32.31,,
2002-12-24,31.91,,
2002-12-26,31.9,,
2002-12-27,31.23,,
2002-12-30,31.21,,
2002-12-31,30.94,,
2003-01-02,32.1,,
2003-01-03,32.21,,
2003-01-06,33.34,,
2003-01-07,32.89,,
2003-01-08,32.65,,
2003-01-09,33.34,,
2003-01-10,33.42,,
2003-01-13,33.73,,
2003-01-14,33.64,,
2003-01-15,32.97,,
2003-01-16,32.71,,
2003-01-17,32.32,,
2003-01-21,31.47,,
2003-01-22,30.71,,
2003-01-23,30.87,,
2003-01-24,29.5,,
2003-01-27,29.25,,
2003-01-28,30.65,,
2003-01-29,30.78,,
2003-01-30,30.39,,
2003-01-31,31.1,,
2003-02-03,31.25,,
2003-02-04,30.37,,
2003-02-05,30.33,,
2003-02-06,29.55,,
2003-02-07,29.53,,
2003-02-10,29.38,,
2003-02-11,29.03,,
2003-02-12,28.45,,
2003-02-13,28.49,,
2003-02-14,29.02,,
2003-02-18,30.02,,
2003-02-19,29.98,,
2003-02-20,29.47,,
2003-02-21,29.45,,
2003-02-24,28.87,,
2003-02-25,28.94,,
2003-02-26,28.65,,
2003-02-27,28.95,,
2003-02-28,29.39,,
2003-03-03,29.02,,
2003-03-04,28.67,,
2003-03-05,29.01,,
2003-03-06,28.49,,
2003-03-07,28.95,,
2003-03-10,27.9,,
2003-03-11,27.65,,
2003-03-12,27.56,,
2003-03-13,28.92,,
2003-03-14,29.31,,
2003-03-17,31.21,,
2003-03-18,31.56,,
2003-03-19,31.77,,
2003-03-20,32.12,,
2003-03-21,33.14,,
2003-03-24,31.82,,
2003-03-25,30.86,,
2003-03-26,30.79,,
2003-03-27,30.14,,
2003-03-28,29.95,,
2003-03-31,29.09,,
2003-04-01,29.43,,
2003-04-02,30.41,,
2003-04-03,30.36,,
2003-04-04,31.06,,
2003-04-07,31.31,,
2003-04-08,30.84,,
2003-04-09,30.11,,
2003-04-10,30.52,,
2003-04-11,30.3,,
2003-04-14,31.17,,
2003-04-15,32.3,,
2003-04-16,31.82,,
2003-04-17,32.46,,
2003-04-21,31.92,,
2003-04-22,33.17,,
2003-04-23,32.84,,
2003-04-24,32.43,,
2003-04-25,32.11,,
2003-04-28,32.81,,
2003-04-29,33.03,,
2003-04-30,33.14,,
2003-05-01,33.04,,
2003-05-02,33.66,,
2003-05-05,33.53,,
2003-05-06,34.22,,
2003-05-07,34.15,,
2003-05-08,33.5,,
2003-05-09,34.84,,
2003-05-12,35.38,,
2003-05-13,35.27,,
2003-05-14,35.37,,
2003-05-15,35.88,,
2003-05-16,35.55,,
2003-05-19,34.74,,
2003-05-20,34.71,,
2003-05-21,35.09,,
2003-05-22,34.97,,
2003-05-23,35.0,,
2003-05-27,35.64,,
2003-05-28,36.44,,
2003-05-29,35.91,,
2003-05-30,36.46,,
2003-06-02,37.1,,
2003-06-03,37.07,,
2003-06-04,38.04,,
2003-06-05,38.08,,
2003-06-06,37.8,,
2003-06-09,37.44,,
2003-06-10,37.73,,
2003-06-11,38.21,,
2003-06-12,38.2,,
2003-06-13,38.01,,
2003-06-16,39.03,,
2003-06-17,38.52,,
2003-06-18,38.43,,
2003-06-19,37.67,,
2003-06-20,37.58,,
2003-06-23,36.88,,
2003-06-24,37.23,,
2003-06-25,37.17,,
2003-06-26,37.28,,
2003-06-27,37.13,,
2003-06-30,36.6,,
2003-07-01,36.68,,
2003-07-02,37.02,,
2003-07-03,37.0,,
2003-07-07,38.14,,
2003-07-08,38.71,,
2003-07-09,38.35,,
2003-07-10,37.89,,
2003-07-11,38.48,,
2003-07-14,39.74,,
2003-07-15,39.51,,
2003-07-16,39.86,,
2003-07-17,39.23,,
2003-07-18,39.86,,
2003-07-21,38.92,,
2003-07-22,39.19,,
2003-07-23,39.11,,
2003-07-24,38.86,,
2003-07-25,39.91,,
2003-07-28,39.4,,
2003-07-29,39.26,,
2003-07-30,38.82,,
2003-07-31,38.66,,
2003-08-01,38.01,,
2003-08-04,38.22,,
2003-08-05,37.16,,
2003-08-06,38.12,,
2003-08-07,38.72,,
2003-08-08,38.85,,
2003-08-11,38.58,,
2003-08-12,39.3,,
2003-08-13,39.2,,
2003-08-14,39.87,,
2003-08-15,39.83,,
2003-08-18,39.91,,
2003-08-19,40.08,,
2003-08-20,39.8,,
2003-08-21,40.2,,
2003-08-22,39.76,,
2003-08-25,39.5,,
2003-08-26,38.99,,
2003-08-27,38.92,,
2003-08-28,39.34,,
2003-08-29,39.43,,
2003-09-02,39.9,,
2003-09-03,39.97,,
2003-09-04,39.82,,
2003-09-05,39.56,,
2003-09-08,40.0,,
2003-09-09,39.88,,
2003-09-10,39.43,,
2003-09-11,39.76,,
2003-09-12,39.3,,
2003-09-15,39.07,,
2003-09-16,39.61,,
2003-09-17,39.69,,
2003-09-18,41.21,,
2003-09-19,41.18,,
2003-09-22,40.81,,
2003-09-23,41.15,,
2003-09-24,40.18,,
2003-09-25,39.92,,
2003-09-26,39.27,,
2003-09-29,39.9,,
2003-09-30,39.44,,
2003-10-01,40.32,,
2003-10-02,40.41,,
2003-10-03,40.77,,
2003-10-06,40.74,,
2003-10-07,40.97,,
2003-10-08,40.72,,
2003-10-09,41.24,,
2003-10-10,41.59,,
2003-10-13,42.15,,
2003-10-14,42.9,,
2003-10-15,42.28,,
2003-10-16,42.35,,
2003-10-17,41.87,,
2003-10-20,41.94,,
2003-10-21,42.36,,
2003-10-22,41.17,,
2003-10-23,41.69,,
2003-10-24,41.68,,
2003-10-27,40.92,,
2003-10-28,41.61,,
2003-10-29,41.45,,
2003-10-30,40.72,,
2003-10-31,41.08,,
2003-11-03,41.34,,
2003-11-04,41.24,,
2003-11-05,41.41,,
2003-11-06,41.46,,
2003-11-07,40.7,,
2003-11-10,40.33,,
2003-11-11,39.81,,
2003-11-12,40.28,,
2003-11-13,40.09,,
2003-11-14,39.68,,
2003-11-17,38.45,,
2003-11-18,38.93,,
2003-11-19,39.28,,
2003-11-20,38.86,,
2003-11-21,39.3,,
2003-11-24,39.52,,
2003-11-25,39.69,,
2003-11-26,40.03,,
2003-11-28,40.01,,
2003-12-01,40.31,,
2003-12-02,40.09,,
2003-12-03,40.26,,
2003-12-04,40.33,,
2003-12-05,39.83,,
2003-12-08,40.4,,
2003-12-09,40.0,,
2003-12-10,39.55,,
2003-12-11,39.61,,
2003-12-12,39.56,,
2003-12-15,39.66,,
2003-12-16,39.62,,
2003-12-17,39.39,,
2003-12-18,40.94,,
2003-12-19,41.32,,
2003-12-22,41.52,,
2003-12-23,41.73,,
2003-12-24,41.91,,
2003-12-26,41.87,,
2003-12-29,42.45,,
2003-12-30,42.27,,
2003-12-31,42.22,,
2004-01-02,41.8,,
2004-01-05,42.16,,
2004-01-06,42.23,,
2004-01-07,42.36,,
2004-01-08,42.23,,
2004-01-09,41.92,,
2004-01-12,41.75,,
2004-01-13,41.9,,
2004-01-14,42.67,,
2004-01-15,43.48,,
2004-01-16,43.69,,
2004-01-20,43.98,,
2004-01-21,44.12,,
2004-01-22,43.76,,
2004-01-23,43.73,,
2004-01-26,44.6,,
2004-01-27,44.19,,
2004-01-28,43.55,,
2004-01-29,44.6,,
2004-01-30,45.38,,
2004-02-02,45.99,,
2004-02-03,45.96,,
2004-02-04,45.74,,
2004-02-05,45.59,,
2004-02-06,46.44,,
2004-02-09,46.49,,
2004-02-10,46.26,,
2004-02-11,47.01,,
2004-02-12,46.7,,
2004-02-13,46.96,,
2004-02-17,46.99,,
2004-02-18,46.74,,
2004-02-19,46.74,,
2004-02-20,46.53,,
2004-02-23,46.44,,
2004-02-24,46.55,,
2004-02-25,46.9,,
2004-02-26,46.73,,
2004-02-27,46.76,,
2004-03-01,46.96,,
2004-03-02,46.75,,
2004-03-03,46.82,,
2004-03-04,46.71,,
2004-03-05,46.19,,
2004-03-08,46.51,,
2004-03-09,46.55,,
2004-03-10,45.68,,
2004-03-11,45.1,,
2004-03-12,45.62,,
2004-03-15,44.6,,
2004-03-16,44.33,,
2004-03-17,44.64,,
2004-03-18,45.13,,
2004-03-19,44.71,,
2004-03-22,43.95,,
2004-03-23,43.95,,
2004-03-24,43.79,,
2004-03-25,43.72,,
2004-03-26,43.79,,
2004-03-29,44.52,,
2004-03-30,45.44,,
2004-03-31,45.38,,
2004-04-01,45.69,,
2004-04-02,45.89,,
2004-04-05,46.03,,
2004-04-06,45.87,,
2004-04-07,45.85,,
2004-04-08,45.64,,
2004-04-12,45.74,,
2004-04-13,44.99,,
2004-04-14,43.59,,
2004-04-15,43.55,,
2004-04-16,44.27,,
2004-04-19,43.95,,
2004-04-20,43.34,,
2004-04-21,43.66,,
2004-04-22,44.45,,
2004-04-23,44.0,,
2004-04-26,44.01,,
2004-04-27,43.9,,
2004-04-28,42.92,,
2004-04-29,42.92,,
2004-04-30,42.85,,
2004-05-03,43.23,,
2004-05-04,43.16,,
2004-05-05,43.34,,
2004-05-06,43.05,,
2004-05-07,42.44,,
2004-05-10,42.23,,
2004-05-11,42.14,,
2004-05-12,42.2,,
2004-05-13,42.43,,
2004-05-14,42.77,,
2004-05-17,42.69,,
2004-05-18,42.88,,
2004-05-19,42.75,,
2004-05-20,43.18,,
2004-05-21,43.44,,
2004-05-24,43.7,,
2004-05-25,44.17,,
2004-05-26,43.98,,
2004-05-27,44.66,,
2004-05-28,44.38,,
2004-06-01,44.29,,
2004-06-02,44.57,,
2004-06-03,44.42,,
2004-06-04,44.62,,
2004-06-07,45.03,,
2004-06-08,45.23,,
2004-06-09,44.84,,
2004-06-10,44.82,,
2004-06-14,44.68,,
2004-06-15,44.83,,
2004-06-16,45.09,,
2004-06-17,45.04,,
2004-06-18,45.48,,
2004-06-21,45.08,,
2004-06-22,45.08,,
2004-06-23,44.98,,
2004-06-24,44.61,,
2004-06-25,44.95,,
2004-06-28,44.59,,
2004-06-29,44.88,,
2004-06-30,44.97,,
2004-07-01,44.93,,
2004-07-02,44.85,,
2004-07-06,44.49,,
2004-07-07,44.65,,
2004-07-08,44.0,,
2004-07-09,43.77,,
2004-07-12,43.51,,
2004-07-13,43.32,,
2004-07-14,43.11,,
2004-07-15,42.8,,
2004-07-16,42.65,,
2004-07-19,42.41,,
2004-07-20,42.99,,
2004-07-21,42.32,,
2004-07-22,42.3,,
2004-07-23,42.11,,
2004-07-26,42.8,,
2004-07-27,43.27,,
2004-07-28,43.67,,
2004-07-29,43.73,,
2004-07-30,43.98,,
2004-08-02,44.01,,
2004-08-03,43.69,,
2004-08-04,43.95,,
2004-08-05,43.37,,
2004-08-06,43.19,,
2004-08-09,43.15,,
2004-08-10,43.84,,
2004-08-11,43.88,,
2004-08-12,43.3,,
2004-08-13,43.2,,
2004-08-16,43.26,,
2004-08-17,43.53,,
2004-08-18,43.79,,
2004-08-19,43.62,,
2004-08-20,43.76,,
2004-08-23,43.5,,
2004-08-24,43.55,,
2004-08-25,43.72,,
2004-08-26,43.87,,
2004-08-27,43.76,,
2004-08-30,43.44,,
2004-08-31,43.78,,
2004-09-01,43.86,,
2004-09-02,44.18,,
2004-09-03,43.99,,
2004-09-07,44.63,,
2004-09-08,44.59,,
2004-09-09,44.55,,
2004-09-10,44.93,,
2004-09-13,45.07,,
2004-09-14,44.93,,
2004-09-15,44.55,,
2004-09-16,44.55,,
2004-09-17,44.99,,
2004-09-20,44.78,,
2004-09-21,45.06,,
2004-09-22,44.53,,
2004-09-23,44.53,,
2004-09-24,44.82,,
2004-09-27,44.33,,
2004-09-28,44.49,,
2004-09-29,44.97,,
2004-09-30,45.04,,
2004-10-01,45.21,,
2004-10-04,46.07,,
2004-10-05,46.18,,
2004-10-06,46.63,,
2004-10-07,46.45,,
2004-10-08,45.73,,
2004-10-11,45.98,,
2004-10-12,46.14,,
2004-10-13,45.65,,
2004-10-14,45.26,,
2004-10-15,45.95,,
2004-10-18,46.13,,
2004-10-19,45.66,,
2004-10-20,45.61,,
2004-10-21,45.77,,
2004-10-22,45.28,,
2004-10-25,44.77,,
2004-10-26,45.32,,
2004-10-27,46.0,,
2004-10-28,46.17,,
2004-10-29,46.45,,
2004-11-01,46.31,,
2004-11-02,47.27,,
2004-11-03,47.56,,
2004-11-04,48.1,,
2004-11-05,48.25,,
2004-11-08,47.93,,
2004-11-09,47.82,,
2004-11-10,47.94,,
2004-11-11,48.48,,
2004-11-12,48.69,,
2004-11-15,49.02,,
2004-11-16,48.81,,
2004-11-17,49.05,,
2004-11-18,49.04,,
2004-11-19,48.75,,
2004-11-22,49.12,,
2004-11-23,49.19,,
2004-11-24,49.24,,
2004-11-26,49.11,,
2004-11-29,48.86,,
2004-11-30,48.76,,
2004-12-01,49.41,,
2004-12-02,49.15,,
2004-12-03,49.24,,
2004-12-06,49.24,,
2004-12-07,48.54,,
2004-12-08,48.74,,
2004-12-09,48.4,,
2004-12-10,48.3,,
2004-12-13,48.18,,
2004-12-14,48.97,,
2004-12-15,49.14,,
2004-12-16,48.96,,
2004-12-17,48.94,,
2004-12-20,48.89,,
2004-12-21,49.4,,
2004-12-22,49.82,,
2004-12-23,49.39,,
2004-12-27,49.24,,
2004-12-28,49.32,,
2004-12-29,49.26,,
2004-12-30,49.15,,
2004-12-31,49.34,,
2005-01-03,48.94,,
2005-01-04,48.2,,
2005-01-05,47.65,,
2005-01-06,47.41,,
2005-01-07,47.06,,
2005-01-10,47.15,,
2005-01-11,46.71,,
2005-01-12,46.61,,
2005-01-13,46.29,,
2005-01-14,46.15,,
2005-01-18,46.52,,
2005-01-19,46.44,,
2005-01-20,45.87,,
2005-01-21,45.45,,
2005-01-24,46.04,,
2005-01-25,46.78,,
2005-01-26,46.48,,
2005-01-27,46.2,,
2005-01-28,46.22,,
2005-01-31,46.7,,
2005-02-01,49.67,,
2005-02-02,48.82,,
2005-02-03,48.5,,
2005-02-04,48.86,,
2005-02-07,48.63,,
2005-02-08,48.2,,
2005-02-09,47.94,,
2005-02-10,48.24,,
2005-02-11,48.31,,
2005-02-14,47.79,,
2005-02-15,47.7,,
2005-02-16,47.81,,
2005-02-17,47.7,,
2005-02-18,47.38,,
2005-02-22,47.07,,
2005-02-23,47.26,,
2005-02-24,47.57,,
2005-02-25,47.77,,
2005-02-28,47.4,,
2005-03-01,47.84,,
2005-03-02,47.88,,
2005-03-03,47.89,,
2005-03-04,48.1,,
2005-03-07,48.1,,
2005-03-08,47.63,,
2005-03-09,46.96,,
2005-03-10,47.29,,
2005-03-11,46.86,,
2005-03-14,47.13,,
2005-03-15,46.83,,
2005-03-16,46.11,,
2005-03-17,45.91,,
2005-03-18,45.87,,
2005-03-21,45.77,,
2005-03-22,44.8,,
2005-03-23,44.13,,
2005-03-24,44.01,,
2005-03-28,44.72,,
2005-03-29,44.56,,
2005-03-30,45.05,,
2005-03-31,44.96,,
2005-04-01,44.55,,
2005-04-04,44.9,,
2005-04-05,44.83,,
2005-04-06,45.1,,
2005-04-07,45.3,,
2005-04-08,45.11,,
2005-04-11,44.92,,
2005-04-12,45.66,,
2005-04-13,45.59,,
2005-04-14,44.74,,
2005-04-15,44.4,,
2005-04-18,44.58,,
2005-04-19,44.25,,
2005-04-20,43.79,,
2005-04-21,44.12,,
2005-04-22,43.6,,
2005-04-25,44.61,,
