date,CNP,CNP_EPS,PE Ratio
,,0.23,
1989-09-19,14.23,0.23,61.869565217391305
1989-09-20,14.28,0.23,62.086956521739125
1989-09-21,14.28,0.23,62.086956521739125
1989-09-22,14.28,0.23,62.086956521739125
1989-09-25,14.23,0.23,61.869565217391305
1989-09-26,14.23,0.23,61.869565217391305
1989-09-27,14.17,0.23,61.60869565217391
1989-09-28,14.23,0.23,61.869565217391305
1989-09-29,14.28,0.23,62.086956521739125
1989-10-02,14.23,0.23,61.869565217391305
1989-10-03,14.28,0.23,62.086956521739125
1989-10-04,14.33,0.23,62.30434782608695
1989-10-05,14.44,0.23,62.78260869565217
1989-10-06,14.49,0.23,63.0
1989-10-09,14.59,0.23,63.43478260869565
1989-10-10,14.59,0.23,63.43478260869565
1989-10-11,14.59,0.23,63.43478260869565
1989-10-12,14.7,0.23,63.91304347826086
1989-10-13,13.59,0.23,59.086956521739125
1989-10-16,14.33,0.23,62.30434782608695
1989-10-17,14.28,0.23,62.086956521739125
1989-10-18,14.28,0.23,62.086956521739125
1989-10-19,14.44,0.23,62.78260869565217
1989-10-20,14.49,0.23,63.0
1989-10-23,14.38,0.23,62.52173913043478
1989-10-24,14.59,0.23,63.43478260869565
1989-10-25,14.59,0.23,63.43478260869565
1989-10-26,14.65,0.23,63.69565217391304
1989-10-27,14.81,0.23,64.3913043478261
1989-10-30,14.75,0.23,64.13043478260869
1989-10-31,14.86,0.23,64.6086956521739
1989-11-01,14.86,0.23,64.6086956521739
1989-11-02,14.96,0.23,65.04347826086956
1989-11-03,14.91,0.23,64.82608695652173
1989-11-06,14.86,0.23,64.6086956521739
1989-11-07,14.96,0.23,65.04347826086956
1989-11-08,15.12,0.23,65.73913043478261
1989-11-09,14.91,0.23,64.82608695652173
1989-11-10,14.65,0.23,63.69565217391304
1989-11-13,14.59,0.23,63.43478260869565
1989-11-14,14.59,0.23,63.43478260869565
1989-11-15,14.65,0.23,63.69565217391304
1989-11-16,14.65,0.23,63.69565217391304
1989-11-17,14.49,0.23,63.0
1989-11-20,14.33,0.23,62.30434782608695
1989-11-21,14.17,0.23,61.60869565217391
1989-11-22,14.33,0.23,62.30434782608695
1989-11-24,14.23,0.23,61.869565217391305
1989-11-27,14.33,0.23,62.30434782608695
1989-11-28,14.44,0.23,62.78260869565217
1989-11-29,14.49,0.23,63.0
1989-11-30,14.59,0.23,63.43478260869565
1989-12-01,14.75,0.23,64.13043478260869
1989-12-04,14.86,0.23,64.6086956521739
1989-12-05,14.91,0.23,64.82608695652173
1989-12-06,14.75,0.23,64.13043478260869
1989-12-07,14.75,0.23,64.13043478260869
1989-12-08,14.7,0.23,63.91304347826086
1989-12-11,14.7,0.23,63.91304347826086
1989-12-12,14.81,0.23,64.3913043478261
1989-12-13,14.81,0.23,64.3913043478261
1989-12-14,14.96,0.23,65.04347826086956
1989-12-15,14.96,0.23,65.04347826086956
1989-12-18,14.86,0.23,64.6086956521739
1989-12-19,15.02,0.23,65.30434782608695
1989-12-20,15.02,0.23,65.30434782608695
1989-12-21,14.91,0.23,64.82608695652173
1989-12-22,14.96,0.23,65.04347826086956
1989-12-26,14.86,0.23,64.6086956521739
1989-12-27,14.81,0.23,64.3913043478261
1989-12-28,14.75,0.23,64.13043478260869
1989-12-29,14.75,0.23,64.13043478260869
1990-01-02,14.86,0.23,64.6086956521739
1990-01-03,14.86,0.23,64.6086956521739
1990-01-04,14.7,0.23,63.91304347826086
1990-01-05,14.49,0.23,63.0
1990-01-08,14.59,0.23,63.43478260869565
1990-01-09,14.54,0.23,63.21739130434782
1990-01-10,14.59,0.23,63.43478260869565
1990-01-11,14.65,0.23,63.69565217391304
1990-01-12,14.49,0.23,63.0
1990-01-15,14.59,0.23,63.43478260869565
1990-01-16,14.65,0.23,63.69565217391304
1990-01-17,14.54,0.23,63.21739130434782
1990-01-18,14.54,0.23,63.21739130434782
1990-01-19,14.49,0.23,63.0
1990-01-22,14.23,0.23,61.869565217391305
1990-01-23,14.23,0.23,61.869565217391305
1990-01-24,14.23,0.23,61.869565217391305
1990-01-25,13.96,0.23,60.69565217391305
1990-01-26,13.96,0.23,60.69565217391305
1990-01-29,14.12,0.23,61.39130434782608
1990-01-30,14.12,0.23,61.39130434782608
1990-01-31,14.28,0.23,62.086956521739125
1990-02-01,14.28,0.23,62.086956521739125
1990-02-02,14.28,0.23,62.086956521739125
1990-02-05,14.33,0.23,62.30434782608695
1990-02-06,14.33,0.23,62.30434782608695
1990-02-07,14.38,0.23,62.52173913043478
1990-02-08,14.33,0.23,62.30434782608695
1990-02-09,14.49,0.23,63.0
1990-02-12,13.96,0.23,60.69565217391305
1990-02-13,14.07,0.23,61.17391304347826
1990-02-14,14.17,0.23,61.60869565217391
1990-02-15,14.44,0.23,62.78260869565217
1990-02-16,14.33,0.23,62.30434782608695
1990-02-20,14.17,0.23,61.60869565217391
1990-02-21,14.01,0.23,60.91304347826087
1990-02-22,13.91,0.23,60.47826086956522
1990-02-23,13.75,0.23,59.78260869565217
1990-02-26,13.91,0.23,60.47826086956522
1990-02-27,13.96,0.23,60.69565217391305
1990-02-28,13.96,0.23,60.69565217391305
1990-03-01,14.01,0.23,60.91304347826087
1990-03-02,14.17,0.23,61.60869565217391
1990-03-05,14.07,0.23,61.17391304347826
1990-03-06,14.38,0.23,62.52173913043478
1990-03-07,14.23,0.23,61.869565217391305
1990-03-08,14.28,0.23,62.086956521739125
1990-03-09,14.28,0.23,62.086956521739125
1990-03-12,14.23,0.23,61.869565217391305
1990-03-13,14.12,0.23,61.39130434782608
1990-03-14,14.17,0.23,61.60869565217391
1990-03-15,14.17,0.23,61.60869565217391
1990-03-16,14.23,0.23,61.869565217391305
1990-03-19,14.07,0.23,61.17391304347826
1990-03-20,14.01,0.23,60.91304347826087
1990-03-21,14.01,0.23,60.91304347826087
1990-03-22,13.8,0.23,60.0
1990-03-23,13.8,0.23,60.0
1990-03-26,13.91,0.23,60.47826086956522
1990-03-27,14.01,0.23,60.91304347826087
1990-03-28,14.01,0.23,60.91304347826087
1990-03-29,13.91,0.23,60.47826086956522
1990-03-30,14.07,0.23,61.17391304347826
1990-04-02,13.91,0.23,60.47826086956522
1990-04-03,14.01,0.23,60.91304347826087
1990-04-04,14.07,0.23,61.17391304347826
1990-04-05,13.59,0.23,59.086956521739125
1990-04-06,13.54,0.23,58.8695652173913
1990-04-09,13.54,0.23,58.8695652173913
1990-04-10,13.65,0.23,59.34782608695652
1990-04-11,13.75,0.23,59.78260869565217
1990-04-12,13.7,0.23,59.565217391304344
1990-04-16,13.75,0.23,59.78260869565217
1990-04-17,13.54,0.23,58.8695652173913
1990-04-18,13.28,0.23,57.7391304347826
1990-04-19,13.44,0.23,58.43478260869565
1990-04-20,13.33,0.23,57.95652173913043
1990-04-23,13.59,0.23,59.086956521739125
1990-04-24,13.65,0.23,59.34782608695652
1990-04-25,13.59,0.23,59.086956521739125
1990-04-26,13.65,0.23,59.34782608695652
1990-04-27,13.59,0.23,59.086956521739125
1990-04-30,13.59,0.23,59.086956521739125
1990-05-01,13.7,0.23,59.565217391304344
1990-05-02,13.7,0.23,59.565217391304344
1990-05-03,13.75,0.23,59.78260869565217
1990-05-04,14.12,0.23,61.39130434782608
1990-05-07,14.28,0.23,62.086956521739125
1990-05-08,13.86,0.23,60.260869565217384
1990-05-09,14.07,0.23,61.17391304347826
1990-05-10,13.75,0.23,59.78260869565217
1990-05-11,14.07,0.23,61.17391304347826
1990-05-14,14.12,0.23,61.39130434782608
1990-05-15,14.23,0.23,61.869565217391305
1990-05-16,14.23,0.23,61.869565217391305
1990-05-17,14.17,0.23,61.60869565217391
1990-05-18,13.86,0.23,60.260869565217384
1990-05-21,13.49,0.23,58.65217391304348
1990-05-22,13.49,0.23,58.65217391304348
1990-05-23,13.65,0.23,59.34782608695652
1990-05-24,13.65,0.23,59.34782608695652
1990-05-25,13.54,0.23,58.8695652173913
1990-05-29,13.54,0.23,58.8695652173913
1990-05-30,13.49,0.23,58.65217391304348
1990-05-31,13.44,0.23,58.43478260869565
1990-06-01,13.59,0.23,59.086956521739125
1990-06-04,14.01,0.23,60.91304347826087
1990-06-05,13.96,0.23,60.69565217391305
1990-06-06,14.17,0.23,61.60869565217391
1990-06-07,14.12,0.23,61.39130434782608
1990-06-08,13.96,0.23,60.69565217391305
1990-06-11,13.96,0.23,60.69565217391305
1990-06-12,14.01,0.23,60.91304347826087
1990-06-13,14.07,0.23,61.17391304347826
1990-06-14,14.01,0.23,60.91304347826087
1990-06-15,14.01,0.23,60.91304347826087
1990-06-18,13.7,0.23,59.565217391304344
1990-06-19,13.91,0.23,60.47826086956522
1990-06-20,13.86,0.23,60.260869565217384
1990-06-21,13.7,0.23,59.565217391304344
1990-06-22,13.65,0.23,59.34782608695652
1990-06-25,13.54,0.23,58.8695652173913
1990-06-26,13.59,0.23,59.086956521739125
1990-06-27,13.86,0.23,60.260869565217384
1990-06-28,13.96,0.23,60.69565217391305
1990-06-29,14.17,0.23,61.60869565217391
1990-07-02,14.07,0.23,61.17391304347826
1990-07-03,14.12,0.23,61.39130434782608
1990-07-05,14.01,0.23,60.91304347826087
1990-07-06,14.12,0.23,61.39130434782608
1990-07-09,14.01,0.23,60.91304347826087
1990-07-10,13.91,0.23,60.47826086956522
1990-07-11,13.91,0.23,60.47826086956522
1990-07-12,13.91,0.23,60.47826086956522
1990-07-13,13.96,0.23,60.69565217391305
1990-07-16,14.01,0.23,60.91304347826087
1990-07-17,14.01,0.23,60.91304347826087
1990-07-18,13.8,0.23,60.0
1990-07-19,13.7,0.23,59.565217391304344
1990-07-20,13.75,0.23,59.78260869565217
1990-07-23,13.65,0.23,59.34782608695652
1990-07-24,13.7,0.23,59.565217391304344
1990-07-25,13.86,0.23,60.260869565217384
1990-07-26,13.96,0.23,60.69565217391305
1990-07-27,13.75,0.23,59.78260869565217
1990-07-30,14.01,0.23,60.91304347826087
1990-07-31,14.23,0.23,61.869565217391305
1990-08-01,14.54,0.23,63.21739130434782
1990-08-02,14.28,0.23,62.086956521739125
1990-08-03,13.96,0.23,60.69565217391305
1990-08-06,13.59,0.23,59.086956521739125
1990-08-07,14.01,0.23,60.91304347826087
1990-08-08,14.28,0.23,62.086956521739125
1990-08-09,14.28,0.23,62.086956521739125
1990-08-10,13.86,0.23,60.260869565217384
1990-08-13,13.91,0.23,60.47826086956522
1990-08-14,13.96,0.23,60.69565217391305
1990-08-15,14.07,0.23,61.17391304347826
1990-08-16,13.91,0.23,60.47826086956522
1990-08-17,13.8,0.23,60.0
1990-08-20,13.91,0.23,60.47826086956522
1990-08-21,13.7,0.23,59.565217391304344
1990-08-22,13.7,0.23,59.565217391304344
1990-08-23,13.44,0.23,58.43478260869565
1990-08-24,13.28,0.23,57.7391304347826
1990-08-27,13.22,0.23,57.47826086956522
1990-08-28,13.17,0.23,57.26086956521739
1990-08-29,13.22,0.23,57.47826086956522
1990-08-30,13.12,0.23,57.04347826086956
1990-08-31,13.38,0.23,58.173913043478265
1990-09-04,13.38,0.23,58.173913043478265
1990-09-05,13.38,0.23,58.173913043478265
1990-09-06,13.28,0.23,57.7391304347826
1990-09-07,13.38,0.23,58.173913043478265
1990-09-10,13.44,0.23,58.43478260869565
1990-09-11,13.38,0.23,58.173913043478265
1990-09-12,13.54,0.23,58.8695652173913
1990-09-13,13.38,0.23,58.173913043478265
1990-09-14,13.33,0.23,57.95652173913043
1990-09-17,13.49,0.23,58.65217391304348
1990-09-18,13.44,0.23,58.43478260869565
1990-09-19,13.49,0.23,58.65217391304348
1990-09-20,13.38,0.23,58.173913043478265
1990-09-21,13.38,0.23,58.173913043478265
1990-09-24,13.22,0.23,57.47826086956522
1990-09-25,13.22,0.23,57.47826086956522
1990-09-26,13.01,0.23,56.565217391304344
1990-09-27,13.22,0.23,57.47826086956522
1990-09-28,12.91,0.23,56.130434782608695
1990-10-01,13.65,0.23,59.34782608695652
1990-10-02,13.65,0.23,59.34782608695652
1990-10-03,13.65,0.23,59.34782608695652
1990-10-04,13.86,0.23,60.260869565217384
1990-10-05,14.01,0.23,60.91304347826087
1990-10-08,14.07,0.23,61.17391304347826
1990-10-09,13.96,0.23,60.69565217391305
1990-10-10,14.01,0.23,60.91304347826087
1990-10-11,14.07,0.23,61.17391304347826
1990-10-12,14.38,0.23,62.52173913043478
1990-10-15,14.44,0.23,62.78260869565217
1990-10-16,14.54,0.23,63.21739130434782
1990-10-17,14.65,0.23,63.69565217391304
1990-10-18,14.65,0.23,63.69565217391304
1990-10-19,14.91,0.23,64.82608695652173
1990-10-22,14.96,0.23,65.04347826086956
1990-10-23,14.96,0.23,65.04347826086956
1990-10-24,15.07,0.23,65.52173913043478
1990-10-25,15.02,0.23,65.30434782608695
1990-10-26,15.02,0.23,65.30434782608695
1990-10-29,14.91,0.23,64.82608695652173
1990-10-30,15.02,0.23,65.30434782608695
1990-10-31,15.07,0.23,65.52173913043478
1990-11-01,15.23,0.23,66.21739130434783
1990-11-02,15.28,0.23,66.43478260869564
1990-11-05,15.23,0.23,66.21739130434783
1990-11-06,15.17,0.23,65.95652173913044
1990-11-07,15.07,0.23,65.52173913043478
1990-11-08,15.23,0.23,66.21739130434783
1990-11-09,15.02,0.23,65.30434782608695
1990-11-12,15.02,0.23,65.30434782608695
1990-11-13,14.86,0.23,64.6086956521739
1990-11-14,14.75,0.23,64.13043478260869
1990-11-15,14.59,0.23,63.43478260869565
1990-11-16,14.75,0.23,64.13043478260869
1990-11-19,14.86,0.23,64.6086956521739
1990-11-20,14.91,0.23,64.82608695652173
1990-11-21,14.96,0.23,65.04347826086956
1990-11-23,14.91,0.23,64.82608695652173
1990-11-26,14.91,0.23,64.82608695652173
1990-11-27,15.12,0.23,65.73913043478261
1990-11-28,15.17,0.23,65.95652173913044
1990-11-29,15.07,0.23,65.52173913043478
1990-11-30,15.17,0.23,65.95652173913044
1990-12-03,15.17,0.23,65.95652173913044
1990-12-04,15.33,0.23,66.65217391304347
1990-12-05,15.28,0.23,66.43478260869564
1990-12-06,15.28,0.23,66.43478260869564
1990-12-07,15.23,0.23,66.21739130434783
1990-12-10,15.23,0.23,66.21739130434783
1990-12-11,15.44,0.23,67.13043478260869
1990-12-12,15.6,0.23,67.82608695652173
1990-12-13,15.49,0.23,67.34782608695652
1990-12-14,15.38,0.23,66.86956521739131
1990-12-17,15.33,0.23,66.65217391304347
1990-12-18,15.54,0.23,67.56521739130434
1990-12-19,15.54,0.23,67.56521739130434
1990-12-20,15.33,0.23,66.65217391304347
1990-12-21,15.33,0.23,66.65217391304347
1990-12-24,15.33,0.23,66.65217391304347
1990-12-26,15.44,0.23,67.13043478260869
1990-12-27,15.6,0.23,67.82608695652173
1990-12-28,15.44,0.23,67.13043478260869
1990-12-31,15.49,0.23,67.34782608695652
1991-01-02,15.49,0.23,67.34782608695652
1991-01-03,15.44,0.23,67.13043478260869
1991-01-04,15.38,0.23,66.86956521739131
1991-01-07,15.17,0.23,65.95652173913044
1991-01-08,15.12,0.23,65.73913043478261
1991-01-09,14.96,0.23,65.04347826086956
1991-01-10,14.96,0.23,65.04347826086956
1991-01-11,14.91,0.23,64.82608695652173
1991-01-14,14.65,0.23,63.69565217391304
1991-01-15,14.7,0.23,63.91304347826086
1991-01-16,14.75,0.23,64.13043478260869
1991-01-17,15.17,0.23,65.95652173913044
1991-01-18,15.17,0.23,65.95652173913044
1991-01-21,15.12,0.23,65.73913043478261
1991-01-22,15.17,0.23,65.95652173913044
1991-01-23,15.12,0.23,65.73913043478261
1991-01-24,15.28,0.23,66.43478260869564
1991-01-25,15.33,0.23,66.65217391304347
1991-01-28,15.38,0.23,66.86956521739131
1991-01-29,15.44,0.23,67.13043478260869
1991-01-30,15.23,0.23,66.21739130434783
1991-01-31,15.33,0.23,66.65217391304347
1991-02-01,15.33,0.23,66.65217391304347
1991-02-04,15.44,0.23,67.13043478260869
1991-02-05,15.49,0.23,67.34782608695652
1991-02-06,15.65,0.23,68.04347826086956
1991-02-07,15.86,0.23,68.95652173913042
1991-02-08,15.96,0.23,69.3913043478261
1991-02-11,15.75,0.23,68.47826086956522
1991-02-12,15.75,0.23,68.47826086956522
1991-02-13,15.75,0.23,68.47826086956522
1991-02-14,15.75,0.23,68.47826086956522
1991-02-15,15.81,0.23,68.73913043478261
1991-02-19,15.86,0.23,68.95652173913042
1991-02-20,15.7,0.23,68.26086956521739
1991-02-21,15.6,0.23,67.82608695652173
1991-02-22,15.6,0.23,67.82608695652173
1991-02-25,15.54,0.23,67.56521739130434
1991-02-26,15.28,0.23,66.43478260869564
1991-02-27,15.6,0.23,67.82608695652173
1991-02-28,15.49,0.23,67.34782608695652
1991-03-01,15.17,0.23,65.95652173913044
1991-03-04,15.07,0.23,65.52173913043478
1991-03-05,14.96,0.23,65.04347826086956
1991-03-06,14.86,0.23,64.6086956521739
1991-03-07,14.75,0.23,64.13043478260869
1991-03-08,14.81,0.23,64.3913043478261
1991-03-11,15.07,0.23,65.52173913043478
1991-03-12,15.12,0.23,65.73913043478261
1991-03-13,15.02,0.23,65.30434782608695
1991-03-14,15.02,0.23,65.30434782608695
1991-03-15,15.02,0.23,65.30434782608695
1991-03-18,15.07,0.23,65.52173913043478
1991-03-19,15.02,0.23,65.30434782608695
1991-03-20,15.02,0.23,65.30434782608695
1991-03-21,14.96,0.23,65.04347826086956
1991-03-22,15.07,0.23,65.52173913043478
1991-03-25,15.28,0.23,66.43478260869564
1991-03-26,15.23,0.23,66.21739130434783
1991-03-27,15.28,0.23,66.43478260869564
1991-03-28,15.23,0.23,66.21739130434783
1991-04-01,15.12,0.23,65.73913043478261
1991-04-02,15.33,0.23,66.65217391304347
1991-04-03,15.38,0.23,66.86956521739131
1991-04-04,15.33,0.23,66.65217391304347
1991-04-05,15.44,0.23,67.13043478260869
1991-04-08,15.38,0.23,66.86956521739131
1991-04-09,15.33,0.23,66.65217391304347
1991-04-10,15.49,0.23,67.34782608695652
1991-04-11,15.6,0.23,67.82608695652173
1991-04-12,15.54,0.23,67.56521739130434
1991-04-15,15.7,0.23,68.26086956521739
1991-04-16,15.86,0.23,68.95652173913042
1991-04-17,15.91,0.23,69.17391304347827
1991-04-18,15.75,0.23,68.47826086956522
1991-04-19,15.6,0.23,67.82608695652173
1991-04-22,15.54,0.23,67.56521739130434
1991-04-23,15.44,0.23,67.13043478260869
1991-04-24,15.54,0.23,67.56521739130434
1991-04-25,15.38,0.23,66.86956521739131
1991-04-26,15.6,0.23,67.82608695652173
1991-04-29,15.6,0.23,67.82608695652173
1991-04-30,15.6,0.23,67.82608695652173
1991-05-01,15.7,0.23,68.26086956521739
1991-05-02,15.75,0.23,68.47826086956522
1991-05-03,15.75,0.23,68.47826086956522
1991-05-06,15.7,0.23,68.26086956521739
1991-05-07,15.96,0.23,69.3913043478261
1991-05-08,15.96,0.23,69.3913043478261
1991-05-09,16.12,0.23,70.08695652173913
1991-05-10,15.54,0.23,67.56521739130434
1991-05-13,15.65,0.23,68.04347826086956
1991-05-14,15.6,0.23,67.82608695652173
1991-05-15,15.6,0.23,67.82608695652173
1991-05-16,15.65,0.23,68.04347826086956
1991-05-17,15.6,0.23,67.82608695652173
1991-05-20,15.6,0.23,67.82608695652173
1991-05-21,15.65,0.23,68.04347826086956
1991-05-22,15.54,0.23,67.56521739130434
