date,GL,GL_EPS,PE Ratio
1988-03-15,4.41,0.15,29.400000000000002
1988-03-16,4.41,0.15,29.400000000000002
1988-03-17,4.44,0.15,29.600000000000005
1988-03-18,4.44,0.15,29.600000000000005
1988-03-21,4.39,0.15,29.266666666666666
1988-03-22,4.33,0.15,28.866666666666667
1988-03-23,4.37,0.15,29.133333333333336
1988-03-24,4.37,0.15,29.133333333333336
1988-03-25,4.39,0.15,29.266666666666666
1988-03-28,4.39,0.15,29.266666666666666
1988-03-29,4.35,0.15,29.0
1988-03-30,4.33,0.15,28.866666666666667
1988-03-31,4.31,0.15,28.73333333333333
1988-04-04,4.3,0.15,28.666666666666668
1988-04-05,4.37,0.15,29.133333333333336
1988-04-06,4.44,0.15,29.600000000000005
1988-04-07,4.46,0.15,29.733333333333334
1988-04-08,4.52,0.15,30.133333333333333
1988-04-11,4.56,0.15,30.4
1988-04-12,4.56,0.15,30.4
1988-04-13,4.52,0.15,30.133333333333333
1988-04-14,4.46,0.15,29.733333333333334
1988-04-15,4.44,0.15,29.600000000000005
1988-04-18,4.63,0.15,30.866666666666667
1988-04-19,4.52,0.15,30.133333333333333
1988-04-20,4.41,0.15,29.400000000000002
1988-04-21,4.39,0.15,29.266666666666666
1988-04-22,4.37,0.15,29.133333333333336
1988-04-25,4.39,0.15,29.266666666666666
1988-04-26,4.44,0.15,29.600000000000005
1988-04-27,4.44,0.15,29.600000000000005
1988-04-28,4.44,0.15,29.600000000000005
1988-04-29,4.48,0.15,29.86666666666667
1988-05-02,4.43,0.15,29.53333333333333
1988-05-03,4.46,0.15,29.733333333333334
1988-05-04,4.5,0.15,30.0
1988-05-05,4.57,0.15,30.46666666666667
1988-05-06,4.54,0.15,30.26666666666667
1988-05-09,4.54,0.15,30.26666666666667
1988-05-10,4.5,0.15,30.0
1988-05-11,4.44,0.15,29.600000000000005
1988-05-12,4.46,0.15,29.733333333333334
1988-05-13,4.52,0.15,30.133333333333333
1988-05-16,4.56,0.15,30.4
1988-05-17,4.54,0.15,30.26666666666667
1988-05-18,4.5,0.15,30.0
1988-05-19,4.48,0.15,29.86666666666667
1988-05-20,4.52,0.15,30.133333333333333
1988-05-23,4.52,0.15,30.133333333333333
1988-05-24,4.5,0.15,30.0
1988-05-25,4.59,0.15,30.6
1988-05-26,4.56,0.15,30.4
1988-05-27,4.56,0.15,30.4
1988-05-31,4.54,0.15,30.26666666666667
1988-06-01,4.59,0.15,30.6
1988-06-02,4.59,0.15,30.6
1988-06-03,4.63,0.15,30.866666666666667
1988-06-06,4.74,0.15,31.6
1988-06-07,4.76,0.15,31.733333333333334
1988-06-08,4.74,0.15,31.6
1988-06-09,4.76,0.15,31.733333333333334
1988-06-10,4.8,0.15,32.0
1988-06-13,4.85,0.15,32.333333333333336
1988-06-14,4.81,0.15,32.06666666666666
1988-06-15,4.85,0.15,32.333333333333336
1988-06-16,4.7,0.15,31.333333333333336
1988-06-17,4.7,0.15,31.333333333333336
1988-06-20,4.72,0.15,31.466666666666665
1988-06-21,4.81,0.15,32.06666666666666
1988-06-22,4.8,0.15,32.0
1988-06-23,4.87,0.15,32.46666666666667
1988-06-24,4.87,0.15,32.46666666666667
1988-06-27,4.85,0.15,32.333333333333336
1988-06-28,4.81,0.15,32.06666666666666
1988-06-29,4.85,0.15,32.333333333333336
1988-06-30,4.87,0.15,32.46666666666667
1988-07-01,4.89,0.15,32.6
1988-07-05,4.93,0.15,32.86666666666667
1988-07-06,4.93,0.15,32.86666666666667
1988-07-07,4.91,0.15,32.733333333333334
1988-07-08,4.78,0.15,31.86666666666667
1988-07-11,4.74,0.15,31.6
1988-07-12,4.8,0.15,32.0
1988-07-13,4.74,0.15,31.6
1988-07-14,4.72,0.15,31.466666666666665
1988-07-15,4.67,0.15,31.133333333333333
1988-07-18,4.69,0.15,31.26666666666667
1988-07-19,4.67,0.15,31.133333333333333
1988-07-20,4.67,0.15,31.133333333333333
1988-07-21,4.7,0.15,31.333333333333336
1988-07-22,4.65,0.15,31.000000000000004
1988-07-25,4.61,0.15,30.733333333333338
1988-07-26,4.59,0.15,30.6
1988-07-27,4.59,0.15,30.6
1988-07-28,4.61,0.15,30.733333333333338
1988-07-29,4.59,0.15,30.6
1988-08-01,4.63,0.15,30.866666666666667
1988-08-02,4.7,0.15,31.333333333333336
1988-08-03,4.72,0.15,31.466666666666665
1988-08-04,4.7,0.15,31.333333333333336
1988-08-05,4.7,0.15,31.333333333333336
1988-08-08,4.69,0.15,31.26666666666667
1988-08-09,4.69,0.15,31.26666666666667
1988-08-10,4.65,0.15,31.000000000000004
1988-08-11,4.69,0.15,31.26666666666667
1988-08-12,4.67,0.15,31.133333333333333
1988-08-15,4.69,0.15,31.26666666666667
1988-08-16,4.69,0.15,31.26666666666667
1988-08-17,4.8,0.15,32.0
1988-08-18,4.78,0.15,31.86666666666667
1988-08-19,4.78,0.15,31.86666666666667
1988-08-22,4.8,0.15,32.0
1988-08-23,4.87,0.15,32.46666666666667
1988-08-24,4.85,0.15,32.333333333333336
1988-08-25,4.85,0.15,32.333333333333336
1988-08-26,4.78,0.15,31.86666666666667
1988-08-29,4.7,0.15,31.333333333333336
1988-08-30,4.65,0.15,31.000000000000004
1988-08-31,4.7,0.15,31.333333333333336
1988-09-01,4.67,0.15,31.133333333333333
1988-09-02,4.72,0.15,31.466666666666665
1988-09-06,4.7,0.15,31.333333333333336
1988-09-07,4.7,0.15,31.333333333333336
1988-09-08,4.76,0.15,31.733333333333334
1988-09-09,4.76,0.15,31.733333333333334
1988-09-12,4.7,0.15,31.333333333333336
1988-09-13,4.72,0.15,31.466666666666665
1988-09-14,4.67,0.15,31.133333333333333
1988-09-15,4.67,0.15,31.133333333333333
1988-09-16,4.7,0.15,31.333333333333336
1988-09-19,4.69,0.15,31.26666666666667
1988-09-20,4.72,0.15,31.466666666666665
1988-09-21,4.69,0.15,31.26666666666667
1988-09-22,4.67,0.15,31.133333333333333
1988-09-23,4.69,0.15,31.26666666666667
1988-09-26,4.7,0.15,31.333333333333336
1988-09-27,4.74,0.15,31.6
1988-09-28,4.74,0.15,31.6
1988-09-29,4.7,0.15,31.333333333333336
1988-09-30,4.69,0.15,31.26666666666667
1988-10-03,4.63,0.15,30.866666666666667
1988-10-04,4.61,0.15,30.733333333333338
1988-10-05,4.69,0.15,31.26666666666667
1988-10-06,4.67,0.15,31.133333333333333
1988-10-07,4.67,0.15,31.133333333333333
1988-10-10,4.63,0.15,30.866666666666667
1988-10-11,4.61,0.15,30.733333333333338
1988-10-12,4.56,0.15,30.4
1988-10-13,4.63,0.15,30.866666666666667
1988-10-14,4.61,0.15,30.733333333333338
1988-10-17,4.61,0.15,30.733333333333338
1988-10-18,4.59,0.15,30.6
1988-10-19,4.56,0.15,30.4
1988-10-20,4.59,0.15,30.6
1988-10-21,4.61,0.15,30.733333333333338
1988-10-24,4.65,0.15,31.000000000000004
1988-10-25,4.74,0.15,31.6
1988-10-26,4.7,0.15,31.333333333333336
1988-10-27,4.65,0.15,31.000000000000004
1988-10-28,4.61,0.15,30.733333333333338
1988-10-31,4.63,0.15,30.866666666666667
1988-11-01,4.61,0.15,30.733333333333338
1988-11-02,4.65,0.15,31.000000000000004
1988-11-03,4.65,0.15,31.000000000000004
1988-11-04,4.65,0.15,31.000000000000004
1988-11-07,4.59,0.15,30.6
1988-11-08,4.63,0.15,30.866666666666667
1988-11-09,4.59,0.15,30.6
1988-11-10,4.59,0.15,30.6
1988-11-11,4.57,0.15,30.46666666666667
1988-11-14,4.56,0.15,30.4
1988-11-15,4.52,0.15,30.133333333333333
1988-11-16,4.43,0.15,29.53333333333333
1988-11-17,4.48,0.15,29.86666666666667
1988-11-18,4.46,0.15,29.733333333333334
1988-11-21,4.44,0.15,29.600000000000005
1988-11-22,4.46,0.15,29.733333333333334
1988-11-23,4.44,0.15,29.600000000000005
1988-11-25,4.44,0.15,29.600000000000005
1988-11-28,4.44,0.15,29.600000000000005
1988-11-29,4.43,0.15,29.53333333333333
1988-11-30,4.56,0.15,30.4
1988-12-01,4.54,0.15,30.26666666666667
1988-12-02,4.5,0.15,30.0
1988-12-05,4.52,0.15,30.133333333333333
1988-12-06,4.54,0.15,30.26666666666667
1988-12-07,4.57,0.15,30.46666666666667
1988-12-08,4.54,0.15,30.26666666666667
1988-12-09,4.52,0.15,30.133333333333333
1988-12-12,4.52,0.15,30.133333333333333
1988-12-13,4.48,0.15,29.86666666666667
1988-12-14,4.52,0.15,30.133333333333333
1988-12-15,4.52,0.15,30.133333333333333
1988-12-16,4.54,0.15,30.26666666666667
1988-12-19,4.54,0.15,30.26666666666667
1988-12-20,4.54,0.15,30.26666666666667
1988-12-21,4.54,0.15,30.26666666666667
1988-12-22,4.52,0.15,30.133333333333333
1988-12-23,4.52,0.15,30.133333333333333
1988-12-27,4.54,0.15,30.26666666666667
1988-12-28,4.56,0.15,30.4
1988-12-29,4.54,0.15,30.26666666666667
1988-12-30,4.52,0.15,30.133333333333333
1989-01-03,4.52,0.15,30.133333333333333
1989-01-04,4.52,0.15,30.133333333333333
1989-01-05,4.5,0.15,30.0
1989-01-06,4.54,0.15,30.26666666666667
1989-01-09,4.57,0.15,30.46666666666667
1989-01-10,4.61,0.15,30.733333333333338
1989-01-11,4.61,0.15,30.733333333333338
1989-01-12,4.59,0.15,30.6
1989-01-13,4.59,0.15,30.6
1989-01-16,4.65,0.15,31.000000000000004
1989-01-17,4.65,0.15,31.000000000000004
1989-01-18,4.67,0.15,31.133333333333333
1989-01-19,4.72,0.15,31.466666666666665
1989-01-20,4.72,0.15,31.466666666666665
1989-01-23,4.76,0.15,31.733333333333334
1989-01-24,4.74,0.15,31.6
1989-01-25,4.74,0.15,31.6
1989-01-26,4.78,0.15,31.86666666666667
1989-01-27,4.76,0.15,31.733333333333334
1989-01-30,4.74,0.15,31.6
1989-01-31,4.78,0.15,31.86666666666667
1989-02-01,4.74,0.15,31.6
1989-02-02,4.76,0.15,31.733333333333334
1989-02-03,4.72,0.15,31.466666666666665
1989-02-06,4.78,0.15,31.86666666666667
1989-02-07,4.85,0.15,32.333333333333336
1989-02-08,4.83,0.15,32.2
1989-02-09,4.8,0.15,32.0
1989-02-10,4.78,0.15,31.86666666666667
1989-02-13,4.78,0.15,31.86666666666667
1989-02-14,4.78,0.15,31.86666666666667
1989-02-15,4.8,0.15,32.0
1989-02-16,4.81,0.15,32.06666666666666
1989-02-17,4.85,0.15,32.333333333333336
1989-02-21,4.81,0.15,32.06666666666666
1989-02-22,4.76,0.15,31.733333333333334
1989-02-23,4.74,0.15,31.6
1989-02-24,4.7,0.15,31.333333333333336
1989-02-27,4.69,0.15,31.26666666666667
1989-02-28,4.7,0.15,31.333333333333336
1989-03-01,4.7,0.15,31.333333333333336
1989-03-02,4.72,0.15,31.466666666666665
1989-03-03,4.72,0.15,31.466666666666665
1989-03-06,4.72,0.15,31.466666666666665
1989-03-07,4.85,0.15,32.333333333333336
1989-03-08,4.85,0.15,32.333333333333336
1989-03-09,4.85,0.15,32.333333333333336
1989-03-10,4.89,0.15,32.6
1989-03-13,4.93,0.15,32.86666666666667
1989-03-14,4.93,0.15,32.86666666666667
1989-03-15,4.93,0.15,32.86666666666667
1989-03-16,4.94,0.15,32.93333333333334
1989-03-17,4.83,0.15,32.2
1989-03-20,4.81,0.15,32.06666666666666
1989-03-21,4.83,0.15,32.2
1989-03-22,4.8,0.15,32.0
1989-03-23,4.78,0.15,31.86666666666667
1989-03-27,4.76,0.15,31.733333333333334
1989-03-28,4.81,0.15,32.06666666666666
1989-03-29,4.83,0.15,32.2
1989-03-30,4.81,0.15,32.06666666666666
1989-03-31,4.89,0.15,32.6
1989-04-03,4.96,0.15,33.06666666666667
1989-04-04,4.93,0.15,32.86666666666667
1989-04-05,4.93,0.15,32.86666666666667
1989-04-06,4.91,0.15,32.733333333333334
1989-04-07,4.93,0.15,32.86666666666667
1989-04-10,4.93,0.15,32.86666666666667
1989-04-11,4.93,0.15,32.86666666666667
1989-04-12,4.93,0.15,32.86666666666667
1989-04-13,4.85,0.15,32.333333333333336
1989-04-14,4.93,0.15,32.86666666666667
1989-04-17,4.93,0.15,32.86666666666667
1989-04-18,4.98,0.15,33.2
1989-04-19,4.93,0.15,32.86666666666667
1989-04-20,4.94,0.15,32.93333333333334
1989-04-21,4.96,0.15,33.06666666666667
1989-04-24,4.98,0.15,33.2
1989-04-25,5.15,0.15,34.333333333333336
1989-04-26,5.11,0.15,34.06666666666667
1989-04-27,5.31,0.15,35.4
1989-04-28,5.33,0.15,35.53333333333334
1989-05-01,5.31,0.15,35.4
1989-05-02,5.33,0.15,35.53333333333334
1989-05-03,5.33,0.15,35.53333333333334
1989-05-04,5.3,0.15,35.333333333333336
1989-05-05,5.33,0.15,35.53333333333334
1989-05-08,5.3,0.15,35.333333333333336
1989-05-09,5.33,0.15,35.53333333333334
1989-05-10,5.43,0.15,36.2
1989-05-11,5.48,0.15,36.53333333333334
1989-05-12,5.81,0.15,38.733333333333334
1989-05-15,5.87,0.15,39.13333333333333
1989-05-16,5.83,0.15,38.86666666666667
1989-05-17,5.74,0.15,38.26666666666667
1989-05-18,5.74,0.15,38.26666666666667
1989-05-19,5.81,0.15,38.733333333333334
1989-05-22,5.83,0.15,38.86666666666667
1989-05-23,5.7,0.15,38.0
1989-05-24,5.76,0.15,38.4
1989-05-25,5.76,0.15,38.4
1989-05-26,5.76,0.15,38.4
1989-05-30,5.78,0.15,38.53333333333334
1989-05-31,5.83,0.15,38.86666666666667
1989-06-01,5.83,0.15,38.86666666666667
1989-06-02,5.87,0.15,39.13333333333333
1989-06-05,5.85,0.15,39.0
1989-06-06,5.87,0.15,39.13333333333333
1989-06-07,5.91,0.15,39.400000000000006
1989-06-08,5.91,0.15,39.400000000000006
1989-06-09,5.89,0.15,39.266666666666666
1989-06-12,5.91,0.15,39.400000000000006
1989-06-13,5.93,0.15,39.53333333333333
1989-06-14,5.93,0.15,39.53333333333333
1989-06-15,5.91,0.15,39.400000000000006
1989-06-16,6.0,0.15,40.0
1989-06-19,6.11,0.15,40.733333333333334
1989-06-20,5.89,0.15,39.266666666666666
1989-06-21,5.93,0.15,39.53333333333333
1989-06-22,5.89,0.15,39.266666666666666
1989-06-23,5.85,0.15,39.0
1989-06-26,5.89,0.15,39.266666666666666
1989-06-27,5.91,0.15,39.400000000000006
1989-06-28,5.89,0.15,39.266666666666666
1989-06-29,5.78,0.15,38.53333333333334
1989-06-30,5.78,0.15,38.53333333333334
1989-07-03,5.74,0.15,38.26666666666667
1989-07-05,5.69,0.15,37.93333333333334
1989-07-06,5.74,0.15,38.26666666666667
1989-07-07,5.8,0.15,38.666666666666664
1989-07-10,5.8,0.15,38.666666666666664
1989-07-11,5.89,0.15,39.266666666666666
1989-07-12,5.96,0.15,39.733333333333334
1989-07-13,6.06,0.15,40.4
1989-07-14,6.19,0.15,41.26666666666667
1989-07-17,6.11,0.15,40.733333333333334
1989-07-18,6.33,0.15,42.2
1989-07-19,6.52,0.15,43.46666666666667
1989-07-20,6.46,0.15,43.06666666666667
1989-07-21,6.65,0.15,44.333333333333336
1989-07-24,6.67,0.15,44.46666666666667
1989-07-25,6.78,0.15,45.2
1989-07-26,6.93,0.15,46.2
1989-07-27,6.94,0.15,46.26666666666667
1989-07-28,6.93,0.15,46.2
1989-07-31,6.96,0.15,46.4
1989-08-01,7.13,0.15,47.53333333333333
1989-08-02,7.22,0.15,48.13333333333333
1989-08-03,7.24,0.15,48.26666666666667
1989-08-04,7.17,0.15,47.800000000000004
1989-08-07,7.04,0.15,46.93333333333334
1989-08-08,7.04,0.15,46.93333333333334
1989-08-09,6.91,0.15,46.06666666666667
1989-08-10,7.02,0.15,46.8
1989-08-11,6.83,0.15,45.53333333333334
1989-08-14,6.85,0.15,45.666666666666664
1989-08-15,6.83,0.15,45.53333333333334
1989-08-16,6.81,0.15,45.4
1989-08-17,6.78,0.15,45.2
1989-08-18,6.76,0.15,45.06666666666667
1989-08-21,6.48,0.15,43.2
1989-08-22,6.57,0.15,43.800000000000004
1989-08-23,6.57,0.15,43.800000000000004
1989-08-24,6.7,0.15,44.66666666666667
1989-08-25,6.7,0.15,44.66666666666667
1989-08-28,6.69,0.15,44.6
1989-08-29,6.59,0.15,43.93333333333334
1989-08-30,6.61,0.15,44.06666666666667
1989-08-31,6.59,0.15,43.93333333333334
1989-09-01,6.59,0.15,43.93333333333334
1989-09-05,6.54,0.15,43.6
1989-09-06,6.5,0.15,43.333333333333336
1989-09-07,6.57,0.15,43.800000000000004
1989-09-08,6.59,0.15,43.93333333333334
1989-09-11,6.56,0.15,43.733333333333334
1989-09-12,6.63,0.15,44.2
1989-09-13,6.5,0.15,43.333333333333336
1989-09-14,6.52,0.15,43.46666666666667
1989-09-15,6.61,0.15,44.06666666666667
1989-09-18,6.61,0.15,44.06666666666667
1989-09-19,6.54,0.15,43.6
1989-09-20,6.57,0.15,43.800000000000004
1989-09-21,6.56,0.15,43.733333333333334
1989-09-22,6.61,0.15,44.06666666666667
1989-09-25,6.54,0.15,43.6
1989-09-26,6.59,0.15,43.93333333333334
1989-09-27,6.63,0.15,44.2
1989-09-28,6.72,0.15,44.8
1989-09-29,6.93,0.15,46.2
1989-10-02,7.09,0.15,47.266666666666666
1989-10-03,7.33,0.15,48.86666666666667
1989-10-04,7.26,0.15,48.4
1989-10-05,7.3,0.15,48.666666666666664
1989-10-06,7.46,0.15,49.733333333333334
1989-10-09,7.46,0.15,49.733333333333334
1989-10-10,7.46,0.15,49.733333333333334
1989-10-11,7.44,0.15,49.6
1989-10-12,7.43,0.15,49.53333333333333
1989-10-13,7.11,0.15,47.400000000000006
1989-10-16,7.11,0.15,47.400000000000006
1989-10-17,6.98,0.15,46.53333333333334
1989-10-18,6.98,0.15,46.53333333333334
1989-10-19,7.02,0.15,46.8
1989-10-20,7.02,0.15,46.8
1989-10-23,7.06,0.15,47.06666666666666
1989-10-24,6.98,0.15,46.53333333333334
1989-10-25,7.0,0.15,46.66666666666667
1989-10-26,6.96,0.15,46.4
1989-10-27,6.96,0.15,46.4
1989-10-30,7.0,0.15,46.66666666666667
1989-10-31,7.04,0.15,46.93333333333334
1989-11-01,7.09,0.15,47.266666666666666
1989-11-02,7.0,0.15,46.66666666666667
1989-11-03,7.0,0.15,46.66666666666667
1989-11-06,6.94,0.15,46.26666666666667
1989-11-07,6.96,0.15,46.4
1989-11-08,6.94,0.15,46.26666666666667
1989-11-09,6.98,0.15,46.53333333333334
1989-11-10,7.0,0.15,46.66666666666667
1989-11-13,7.04,0.15,46.93333333333334
1989-11-14,7.02,0.15,46.8
1989-11-15,7.26,0.15,48.4
1989-11-16,7.41,0.15,49.400000000000006
1989-11-17,7.5,0.15,50.0
1989-11-20,7.7,0.15,51.333333333333336
1989-11-21,7.72,0.15,51.46666666666667
1989-11-22,7.8,0.15,52.0
1989-11-24,7.91,0.15,52.733333333333334
1989-11-27,7.89,0.15,52.6
1989-11-28,7.94,0.15,52.93333333333334
1989-11-29,7.93,0.15,52.86666666666667
1989-11-30,7.89,0.15,52.6
1989-12-01,8.2,0.15,54.666666666666664
1989-12-04,8.31,0.15,55.400000000000006
1989-12-05,8.28,0.15,55.199999999999996
1989-12-06,8.35,0.15,55.666666666666664
1989-12-07,8.3,0.15,55.33333333333334
1989-12-08,8.33,0.15,55.53333333333334
1989-12-11,8.41,0.15,56.06666666666667
1989-12-12,8.52,0.15,56.8
1989-12-13,8.57,0.15,57.13333333333334
1989-12-14,8.41,0.15,56.06666666666667
1989-12-15,8.22,0.15,54.800000000000004
1989-12-18,7.87,0.15,52.46666666666667
1989-12-19,7.74,0.15,51.6
1989-12-20,7.74,0.15,51.6
1989-12-21,7.81,0.15,52.06666666666666
1989-12-22,7.85,0.15,52.333333333333336
1989-12-26,7.81,0.15,52.06666666666666
1989-12-27,7.98,0.15,53.2
1989-12-28,8.02,0.15,53.46666666666667
1989-12-29,8.26,0.15,55.06666666666667
1990-01-02,8.48,0.15,56.53333333333334
1990-01-03,8.39,0.15,55.93333333333334
1990-01-04,8.39,0.15,55.93333333333334
1990-01-05,8.19,0.15,54.6
1990-01-08,8.13,0.15,54.20000000000001
1990-01-09,8.02,0.15,53.46666666666667
1990-01-10,7.76,0.15,51.733333333333334
1990-01-11,7.74,0.15,51.6
1990-01-12,7.67,0.15,51.13333333333333
1990-01-15,7.59,0.15,50.6
1990-01-16,7.63,0.15,50.86666666666667
1990-01-17,7.59,0.15,50.6
1990-01-18,7.7,0.15,51.333333333333336
1990-01-19,7.7,0.15,51.333333333333336
1990-01-22,7.56,0.15,50.4
1990-01-23,7.52,0.15,50.13333333333333
1990-01-24,7.5,0.15,50.0
1990-01-25,7.37,0.15,49.13333333333333
1990-01-26,7.43,0.15,49.53333333333333
1990-01-29,7.26,0.15,48.4
1990-01-30,7.13,0.15,47.53333333333333
1990-01-31,7.37,0.15,49.13333333333333
1990-02-01,7.3,0.15,48.666666666666664
1990-02-02,7.24,0.15,48.26666666666667
1990-02-05,7.17,0.15,47.800000000000004
1990-02-06,7.15,0.15,47.66666666666667
1990-02-07,7.26,0.15,48.4
1990-02-08,7.24,0.15,48.26666666666667
1990-02-09,7.17,0.15,47.800000000000004
1990-02-12,7.02,0.15,46.8
1990-02-13,6.89,0.15,45.93333333333333
1990-02-14,6.81,0.15,45.4
1990-02-15,6.94,0.15,46.26666666666667
1990-02-16,7.06,0.15,47.06666666666666
1990-02-20,6.91,0.15,46.06666666666667
1990-02-21,6.96,0.15,46.4
1990-02-22,6.93,0.15,46.2
1990-02-23,6.91,0.15,46.06666666666667
1990-02-26,6.96,0.15,46.4
1990-02-27,7.19,0.15,47.93333333333334
1990-02-28,7.2,0.15,48.0
1990-03-01,7.28,0.15,48.53333333333334
1990-03-02,7.39,0.15,49.266666666666666
1990-03-05,7.31,0.15,48.733333333333334
1990-03-06,7.37,0.15,49.13333333333333
1990-03-07,7.28,0.15,48.53333333333334
1990-03-08,7.3,0.15,48.666666666666664
1990-03-09,7.39,0.15,49.266666666666666
1990-03-12,7.39,0.15,49.266666666666666
1990-03-13,7.28,0.15,48.53333333333334
1990-03-14,7.31,0.15,48.733333333333334
1990-03-15,7.35,0.15,49.0
1990-03-16,7.46,0.15,49.733333333333334
1990-03-19,7.37,0.15,49.13333333333333
1990-03-20,7.35,0.15,49.0
1990-03-21,7.3,0.15,48.666666666666664
1990-03-22,7.15,0.15,47.66666666666667
1990-03-23,7.09,0.15,47.266666666666666
1990-03-26,7.06,0.15,47.06666666666666
1990-03-27,7.11,0.15,47.400000000000006
1990-03-28,6.89,0.15,45.93333333333333
1990-03-29,6.74,0.15,44.93333333333334
1990-03-30,6.7,0.15,44.66666666666667
1990-04-02,6.74,0.15,44.93333333333334
1990-04-03,6.74,0.15,44.93333333333334
1990-04-04,6.8,0.15,45.333333333333336
1990-04-05,6.93,0.15,46.2
1990-04-06,6.89,0.15,45.93333333333333
1990-04-09,6.89,0.15,45.93333333333333
1990-04-10,6.87,0.15,45.800000000000004
1990-04-11,6.85,0.15,45.666666666666664
1990-04-12,6.87,0.15,45.800000000000004
1990-04-16,6.83,0.15,45.53333333333334
1990-04-17,6.78,0.15,45.2
1990-04-18,6.78,0.15,45.2
1990-04-19,6.83,0.15,45.53333333333334
1990-04-20,6.81,0.15,45.4
1990-04-23,6.76,0.15,45.06666666666667
1990-04-24,6.7,0.15,44.66666666666667
1990-04-25,6.69,0.15,44.6
1990-04-26,6.59,0.15,43.93333333333334
1990-04-27,6.43,0.15,42.86666666666667
1990-04-30,6.46,0.15,43.06666666666667
1990-05-01,6.46,0.15,43.06666666666667
1990-05-02,6.56,0.15,43.733333333333334
1990-05-03,6.54,0.15,43.6
1990-05-04,6.63,0.15,44.2
1990-05-07,6.74,0.15,44.93333333333334
1990-05-08,6.78,0.15,45.2
1990-05-09,6.89,0.15,45.93333333333333
1990-05-10,6.81,0.15,45.4
1990-05-11,6.96,0.15,46.4
1990-05-14,6.94,0.15,46.26666666666667
1990-05-15,6.94,0.15,46.26666666666667
1990-05-16,6.94,0.15,46.26666666666667
1990-05-17,6.89,0.15,45.93333333333333
1990-05-18,6.81,0.15,45.4
1990-05-21,6.81,0.15,45.4
1990-05-22,6.81,0.15,45.4
1990-05-23,6.81,0.15,45.4
1990-05-24,6.78,0.15,45.2
1990-05-25,6.72,0.15,44.8
1990-05-29,6.87,0.15,45.800000000000004
1990-05-30,6.94,0.15,46.26666666666667
1990-05-31,7.06,0.15,47.06666666666666
1990-06-01,6.98,0.15,46.53333333333334
1990-06-04,7.0,0.15,46.66666666666667
1990-06-05,7.15,0.15,47.66666666666667
1990-06-06,7.17,0.15,47.800000000000004
1990-06-07,7.09,0.15,47.266666666666666
1990-06-08,7.15,0.15,47.66666666666667
1990-06-11,7.17,0.15,47.800000000000004
1990-06-12,7.2,0.15,48.0
1990-06-13,7.06,0.15,47.06666666666666
1990-06-14,6.93,0.15,46.2
1990-06-15,6.8,0.15,45.333333333333336
1990-06-18,6.78,0.15,45.2
1990-06-19,6.85,0.15,45.666666666666664
1990-06-20,6.8,0.15,45.333333333333336
1990-06-21,6.85,0.15,45.666666666666664
1990-06-22,6.7,0.15,44.66666666666667
1990-06-25,6.7,0.15,44.66666666666667
1990-06-26,6.81,0.15,45.4
1990-06-27,6.93,0.15,46.2
1990-06-28,7.04,0.15,46.93333333333334
1990-06-29,7.07,0.15,47.13333333333334
1990-07-02,7.09,0.15,47.266666666666666
1990-07-03,7.02,0.15,46.8
1990-07-05,6.93,0.15,46.2
1990-07-06,7.04,0.15,46.93333333333334
1990-07-09,7.13,0.15,47.53333333333333
1990-07-10,7.0,0.15,46.66666666666667
1990-07-11,7.09,0.15,47.266666666666666
1990-07-12,7.06,0.15,47.06666666666666
1990-07-13,7.04,0.15,46.93333333333334
1990-07-16,7.11,0.15,47.400000000000006
1990-07-17,7.22,0.15,48.13333333333333
1990-07-18,7.31,0.15,48.733333333333334
1990-07-19,7.35,0.15,49.0
1990-07-20,7.35,0.15,49.0
1990-07-23,7.3,0.15,48.666666666666664
1990-07-24,7.31,0.15,48.733333333333334
1990-07-25,7.43,0.15,49.53333333333333
1990-07-26,7.31,0.15,48.733333333333334
1990-07-27,7.33,0.15,48.86666666666667
1990-07-30,7.43,0.15,49.53333333333333
1990-07-31,7.52,0.15,50.13333333333333
1990-08-01,7.52,0.15,50.13333333333333
1990-08-02,7.48,0.15,49.866666666666674
1990-08-03,7.35,0.15,49.0
1990-08-06,7.17,0.15,47.800000000000004
1990-08-07,6.96,0.15,46.4
1990-08-08,6.98,0.15,46.53333333333334
1990-08-09,7.02,0.15,46.8
1990-08-10,7.02,0.15,46.8
1990-08-13,7.04,0.15,46.93333333333334
1990-08-14,7.02,0.15,46.8
1990-08-15,7.06,0.15,47.06666666666666
1990-08-16,6.96,0.15,46.4
1990-08-17,6.93,0.15,46.2
1990-08-20,6.85,0.15,45.666666666666664
1990-08-21,6.78,0.15,45.2
1990-08-22,6.67,0.15,44.46666666666667
1990-08-23,6.41,0.15,42.733333333333334
1990-08-24,6.33,0.15,42.2
1990-08-27,6.44,0.15,42.93333333333334
1990-08-28,6.44,0.15,42.93333333333334
1990-08-29,6.63,0.15,44.2
1990-08-30,6.54,0.15,43.6
1990-08-31,6.74,0.15,44.93333333333334
1990-09-04,6.69,0.15,44.6
1990-09-05,6.69,0.15,44.6
1990-09-06,6.59,0.15,43.93333333333334
1990-09-07,6.67,0.15,44.46666666666667
1990-09-10,6.65,0.15,44.333333333333336
1990-09-11,6.63,0.15,44.2
1990-09-12,6.61,0.15,44.06666666666667
1990-09-13,6.56,0.15,43.733333333333334
1990-09-14,6.54,0.15,43.6
1990-09-17,6.59,0.15,43.93333333333334
