date,TPR,TPR_EPS,PE Ratio
2001-01-12,3.33,0.03,111.0
2001-01-16,3.55,0.03,118.33333333333333
2001-01-17,3.63,0.03,121.0
2001-01-18,3.75,0.03,125.0
2001-01-19,3.8,0.03,126.66666666666667
2001-01-22,3.88,0.03,129.33333333333334
2001-01-23,3.88,0.03,129.33333333333334
2001-01-24,3.84,0.03,128.0
2001-01-25,3.78,0.03,126.0
2001-01-26,3.81,0.03,127.0
2001-01-29,3.87,0.03,129.0
2001-01-30,3.92,0.03,130.66666666666666
2001-01-31,4.22,0.03,140.66666666666666
2001-02-01,4.45,0.03,148.33333333333334
2001-02-02,4.5,0.03,150.0
2001-02-05,4.4,0.03,146.66666666666669
2001-02-06,4.27,0.11,38.81818181818181
2001-02-07,4.28,0.11,38.909090909090914
2001-02-08,4.23,0.11,38.45454545454546
2001-02-09,4.22,0.11,38.36363636363636
2001-02-12,4.1,0.11,37.272727272727266
2001-02-13,4.1,0.11,37.272727272727266
2001-02-14,4.24,0.11,38.54545454545455
2001-02-15,4.28,0.11,38.909090909090914
2001-02-16,4.26,0.11,38.72727272727273
2001-02-20,4.23,0.11,38.45454545454546
2001-02-21,4.32,0.11,39.27272727272727
2001-02-22,4.25,0.11,38.63636363636363
2001-02-23,4.13,0.11,37.54545454545455
2001-02-26,4.12,0.11,37.45454545454545
2001-02-27,4.06,0.11,36.90909090909091
2001-02-28,3.77,0.11,34.27272727272727
2001-03-01,3.56,0.11,32.36363636363637
2001-03-02,3.49,0.11,31.72727272727273
2001-03-05,3.5,0.11,31.818181818181817
2001-03-06,3.3,0.11,30.0
2001-03-07,3.34,0.11,30.363636363636363
2001-03-08,3.51,0.11,31.909090909090907
2001-03-09,3.53,0.11,32.090909090909086
2001-03-12,3.52,0.11,32.0
2001-03-13,3.48,0.11,31.636363636363637
2001-03-14,3.41,0.11,31.0
2001-03-15,3.4,0.11,30.909090909090907
2001-03-16,3.41,0.11,31.0
2001-03-19,3.49,0.11,31.72727272727273
2001-03-20,3.5,0.11,31.818181818181817
2001-03-21,3.44,0.11,31.272727272727273
2001-03-22,3.35,0.11,30.454545454545457
2001-03-23,3.43,0.11,31.181818181818183
2001-03-26,3.38,0.11,30.727272727272727
2001-03-27,3.38,0.11,30.727272727272727
2001-03-28,3.45,0.11,31.363636363636367
2001-03-29,3.53,0.11,32.090909090909086
2001-03-30,3.61,0.11,32.81818181818182
2001-04-02,3.5,0.11,31.818181818181817
2001-04-03,3.44,0.11,31.272727272727273
2001-04-04,3.56,0.11,32.36363636363637
2001-04-05,3.59,0.11,32.63636363636363
2001-04-06,3.51,0.11,31.909090909090907
2001-04-09,3.53,0.11,32.090909090909086
2001-04-10,3.5,0.11,31.818181818181817
2001-04-11,3.13,0.11,28.454545454545453
2001-04-12,3.18,0.11,28.90909090909091
2001-04-16,3.19,0.11,29.0
2001-04-17,2.98,0.11,27.09090909090909
2001-04-18,3.16,0.11,28.72727272727273
2001-04-19,2.97,0.11,27.0
2001-04-20,2.95,0.11,26.81818181818182
2001-04-23,3.0,0.11,27.272727272727273
2001-04-24,3.33,0.11,30.272727272727273
2001-04-25,3.69,0.11,33.54545454545455
2001-04-26,3.63,0.11,33.0
2001-04-27,3.79,0.11,34.45454545454545
2001-04-30,4.06,0.11,36.90909090909091
2001-05-01,4.29,0.11,39.0
2001-05-02,4.34,0.11,39.45454545454545
2001-05-03,3.98,0.11,36.18181818181818
2001-05-04,3.99,0.11,36.27272727272727
2001-05-07,3.94,0.11,35.81818181818182
2001-05-08,3.93,0.11,35.72727272727273
2001-05-09,3.98,0.02,199.0
2001-05-10,4.01,0.02,200.49999999999997
2001-05-11,4.01,0.02,200.49999999999997
2001-05-14,4.24,0.02,212.0
2001-05-15,4.38,0.02,219.0
2001-05-16,4.56,0.02,227.99999999999997
2001-05-17,4.51,0.02,225.49999999999997
2001-05-18,4.38,0.02,219.0
2001-05-21,4.58,0.02,229.0
2001-05-22,4.6,0.02,229.99999999999997
2001-05-23,4.53,0.02,226.5
2001-05-24,4.56,0.02,227.99999999999997
2001-05-25,4.59,0.02,229.5
2001-05-29,4.5,0.02,225.0
2001-05-30,4.5,0.02,225.0
2001-05-31,4.38,0.02,219.0
2001-06-01,4.44,0.02,222.00000000000003
2001-06-04,4.41,0.02,220.5
2001-06-05,4.49,0.02,224.5
2001-06-06,4.38,0.02,219.0
2001-06-07,4.4,0.02,220.0
2001-06-08,4.49,0.02,224.5
2001-06-11,4.47,0.02,223.49999999999997
2001-06-12,4.5,0.02,225.0
2001-06-13,4.63,0.02,231.5
2001-06-14,4.46,0.02,223.0
2001-06-15,4.37,0.02,218.5
2001-06-18,4.38,0.02,219.0
2001-06-19,4.41,0.02,220.5
2001-06-20,4.41,0.02,220.5
2001-06-21,4.66,0.02,233.0
2001-06-22,4.58,0.02,229.0
2001-06-25,4.55,0.02,227.5
2001-06-26,4.75,0.02,237.5
2001-06-27,4.81,0.02,240.49999999999997
2001-06-28,4.8,0.02,240.0
2001-06-29,4.76,0.02,237.99999999999997
2001-07-02,4.71,0.02,235.5
2001-07-03,4.82,0.02,241.0
2001-07-05,4.46,0.02,223.0
2001-07-06,4.38,0.02,219.0
2001-07-09,4.59,0.02,229.5
2001-07-10,4.74,0.02,237.0
2001-07-11,5.06,0.02,252.99999999999997
2001-07-12,5.19,0.02,259.5
2001-07-13,5.0,0.02,250.0
2001-07-16,5.12,0.02,256.0
2001-07-17,5.28,0.02,264.0
2001-07-18,5.16,0.02,258.0
2001-07-19,5.12,0.02,256.0
2001-07-20,5.08,0.02,254.0
2001-07-23,4.9,0.02,245.0
2001-07-24,4.75,0.02,237.5
2001-07-25,4.97,0.02,248.49999999999997
2001-07-26,5.14,0.02,257.0
2001-07-27,4.85,0.02,242.49999999999997
2001-07-30,4.9,0.02,245.0
2001-07-31,4.72,0.02,235.99999999999997
2001-08-01,4.55,0.02,227.5
2001-08-02,4.72,0.02,235.99999999999997
2001-08-03,4.64,0.02,231.99999999999997
2001-08-06,4.46,0.02,223.0
2001-08-07,4.51,0.02,225.49999999999997
2001-08-08,4.53,0.02,226.5
2001-08-09,4.6,0.02,229.99999999999997
2001-08-10,4.45,0.02,222.5
2001-08-13,4.38,0.02,219.0
2001-08-14,4.49,0.02,224.5
2001-08-15,4.38,0.02,219.0
2001-08-16,4.39,0.02,219.49999999999997
2001-08-17,4.21,0.02,210.5
2001-08-20,4.14,0.02,206.99999999999997
2001-08-21,4.26,0.02,212.99999999999997
2001-08-22,4.38,0.02,219.0
2001-08-23,4.4,0.02,220.0
2001-08-24,4.42,0.02,221.0
2001-08-27,4.6,0.02,229.99999999999997
2001-08-28,4.5,0.02,225.0
2001-08-29,4.5,0.02,225.0
2001-08-30,4.49,0.02,224.5
2001-08-31,4.54,0.02,227.0
2001-09-04,4.51,0.02,225.49999999999997
2001-09-05,4.63,0.02,231.5
2001-09-06,4.42,0.02,221.0
2001-09-07,4.27,0.02,213.49999999999997
2001-09-10,4.15,0.02,207.5
2001-09-17,3.17,0.02,158.5
2001-09-18,2.88,0.02,144.0
2001-09-19,2.88,0.02,144.0
2001-09-20,2.81,0.02,140.5
2001-09-21,2.88,0.02,144.0
2001-09-24,3.2,0.02,160.0
2001-09-25,3.12,0.02,156.0
2001-09-26,2.74,0.02,137.0
2001-09-27,2.96,0.02,148.0
2001-09-28,3.31,0.02,165.5
2001-10-01,3.0,0.02,150.0
2001-10-02,2.85,0.02,142.5
2001-10-03,3.11,0.02,155.5
2001-10-04,2.97,0.02,148.5
2001-10-05,3.12,0.02,156.0
2001-10-08,3.07,0.02,153.5
2001-10-09,3.0,0.02,150.0
2001-10-10,3.19,0.02,159.5
2001-10-11,3.53,0.02,176.5
2001-10-12,3.36,0.02,168.0
2001-10-15,3.22,0.02,161.0
2001-10-16,3.25,0.02,162.5
2001-10-17,3.11,0.02,155.5
2001-10-18,3.25,0.02,162.5
2001-10-19,3.4,0.02,170.0
2001-10-22,3.49,0.02,174.5
2001-10-23,3.76,0.02,187.99999999999997
2001-10-24,3.66,0.02,183.0
2001-10-25,3.56,0.02,178.0
2001-10-26,3.77,0.02,188.5
2001-10-29,3.5,0.02,175.0
2001-10-30,3.38,0.02,169.0
2001-10-31,3.49,0.02,174.5
2001-11-01,3.37,0.02,168.5
2001-11-02,3.54,0.02,177.0
2001-11-05,3.75,0.02,187.5
2001-11-06,3.99,0.02,199.5
2001-11-07,4.08,0.02,204.0
2001-11-08,4.03,0.02,201.5
2001-11-09,3.97,0.02,198.5
2001-11-12,3.87,0.02,193.5
2001-11-13,4.0,0.03,133.33333333333334
2001-11-14,4.1,0.03,136.66666666666666
2001-11-15,4.25,0.03,141.66666666666669
2001-11-16,4.13,0.03,137.66666666666666
2001-11-19,4.08,0.03,136.0
2001-11-20,4.13,0.03,137.66666666666666
2001-11-21,4.15,0.03,138.33333333333334
2001-11-23,4.18,0.03,139.33333333333334
2001-11-26,4.12,0.03,137.33333333333334
2001-11-27,4.14,0.03,138.0
2001-11-28,4.07,0.03,135.66666666666669
2001-11-29,4.15,0.03,138.33333333333334
2001-11-30,4.13,0.03,137.66666666666666
2001-12-03,4.06,0.03,135.33333333333331
2001-12-04,4.08,0.03,136.0
2001-12-05,4.4,0.03,146.66666666666669
2001-12-06,4.49,0.03,149.66666666666669
2001-12-07,4.38,0.03,146.0
2001-12-10,4.22,0.03,140.66666666666666
2001-12-11,4.16,0.03,138.66666666666669
2001-12-12,4.14,0.03,138.0
2001-12-13,4.15,0.03,138.33333333333334
2001-12-14,4.24,0.03,141.33333333333334
2001-12-17,4.38,0.03,146.0
2001-12-18,4.75,0.03,158.33333333333334
2001-12-19,4.73,0.03,157.66666666666669
2001-12-20,4.59,0.03,153.0
2001-12-21,4.78,0.03,159.33333333333334
2001-12-24,4.69,0.03,156.33333333333334
2001-12-26,4.83,0.03,161.0
2001-12-27,4.65,0.03,155.00000000000003
2001-12-28,4.8,0.03,160.0
2001-12-31,4.87,0.03,162.33333333333334
2002-01-02,4.74,0.03,158.0
2002-01-03,4.76,0.03,158.66666666666666
2002-01-04,4.86,0.03,162.00000000000003
2002-01-07,5.03,0.03,167.66666666666669
2002-01-08,5.26,0.03,175.33333333333334
2002-01-09,5.08,0.03,169.33333333333334
2002-01-10,5.19,0.03,173.00000000000003
2002-01-11,5.12,0.03,170.66666666666669
2002-01-14,5.04,0.03,168.0
2002-01-15,5.18,0.03,172.66666666666666
2002-01-16,5.14,0.03,171.33333333333334
2002-01-17,5.26,0.03,175.33333333333334
2002-01-18,5.28,0.03,176.00000000000003
2002-01-22,5.28,0.03,176.00000000000003
2002-01-23,5.38,0.03,179.33333333333334
2002-01-24,5.55,0.03,185.0
2002-01-25,5.54,0.03,184.66666666666669
2002-01-28,5.83,0.03,194.33333333333334
2002-01-29,5.77,0.03,192.33333333333331
2002-01-30,5.86,0.03,195.33333333333334
2002-01-31,5.77,0.03,192.33333333333331
2002-02-01,5.74,0.03,191.33333333333334
2002-02-04,5.49,0.03,183.0
2002-02-05,5.48,0.03,182.66666666666669
2002-02-06,5.35,0.12,44.58333333333333
2002-02-07,5.27,0.12,43.916666666666664
2002-02-08,5.45,0.12,45.41666666666667
2002-02-11,5.67,0.12,47.25
2002-02-12,5.5,0.12,45.833333333333336
2002-02-13,5.57,0.12,46.41666666666667
2002-02-14,5.53,0.12,46.083333333333336
2002-02-15,5.51,0.12,45.916666666666664
2002-02-19,5.44,0.12,45.333333333333336
2002-02-20,5.6,0.12,46.666666666666664
2002-02-21,5.59,0.12,46.583333333333336
2002-02-22,5.59,0.12,46.583333333333336
2002-02-25,5.53,0.12,46.083333333333336
2002-02-26,5.67,0.12,47.25
2002-02-27,6.24,0.12,52.00000000000001
2002-02-28,6.23,0.12,51.91666666666667
2002-03-01,6.24,0.12,52.00000000000001
2002-03-04,6.49,0.12,54.083333333333336
2002-03-05,6.0,0.12,50.0
2002-03-06,5.97,0.12,49.75
2002-03-07,6.25,0.12,52.083333333333336
2002-03-08,6.02,0.12,50.166666666666664
2002-03-11,6.0,0.12,50.0
2002-03-12,6.12,0.12,51.0
2002-03-13,6.23,0.12,51.91666666666667
2002-03-14,6.34,0.12,52.833333333333336
2002-03-15,6.51,0.12,54.25
2002-03-18,6.41,0.12,53.41666666666667
2002-03-19,6.57,0.12,54.75000000000001
2002-03-20,6.5,0.12,54.16666666666667
2002-03-21,6.19,0.12,51.583333333333336
2002-03-22,6.36,0.12,53.00000000000001
2002-03-25,6.28,0.12,52.333333333333336
2002-03-26,6.39,0.12,53.25
2002-03-27,6.44,0.12,53.66666666666667
2002-03-28,6.34,0.12,52.833333333333336
2002-04-01,6.27,0.12,52.25
2002-04-02,6.11,0.12,50.91666666666667
2002-04-03,6.01,0.12,50.083333333333336
2002-04-04,6.21,0.12,51.75
2002-04-05,6.45,0.12,53.75
2002-04-08,6.62,0.12,55.16666666666667
2002-04-09,6.83,0.12,56.91666666666667
2002-04-10,6.76,0.12,56.333333333333336
2002-04-11,6.59,0.12,54.916666666666664
2002-04-12,6.68,0.12,55.666666666666664
2002-04-15,6.56,0.12,54.666666666666664
2002-04-16,6.81,0.12,56.75
2002-04-17,6.91,0.12,57.583333333333336
2002-04-18,6.99,0.12,58.25000000000001
2002-04-19,6.93,0.12,57.75
2002-04-22,6.73,0.12,56.083333333333336
2002-04-23,7.08,0.12,59.0
2002-04-24,7.0,0.12,58.333333333333336
2002-04-25,7.1,0.12,59.166666666666664
2002-04-26,6.88,0.12,57.333333333333336
2002-04-29,6.79,0.12,56.583333333333336
2002-04-30,7.0,0.04,175.0
2002-05-01,6.95,0.04,173.75
2002-05-02,7.14,0.04,178.5
2002-05-03,6.98,0.04,174.5
2002-05-06,6.84,0.04,171.0
2002-05-07,6.76,0.04,169.0
2002-05-08,6.92,0.04,173.0
2002-05-09,7.09,0.04,177.25
2002-05-10,7.0,0.04,175.0
2002-05-13,6.99,0.04,174.75
2002-05-14,7.26,0.04,181.5
2002-05-15,7.37,0.04,184.25
2002-05-16,7.29,0.04,182.25
2002-05-17,7.49,0.04,187.25
2002-05-20,7.38,0.04,184.5
2002-05-21,7.11,0.04,177.75
2002-05-22,6.8,0.04,170.0
2002-05-23,6.75,0.04,168.75
2002-05-24,6.89,0.04,172.25
2002-05-28,6.61,0.04,165.25
2002-05-29,6.39,0.04,159.75
2002-05-30,6.31,0.04,157.75
2002-05-31,6.53,0.04,163.25
2002-06-03,6.27,0.04,156.75
2002-06-04,5.98,0.04,149.5
2002-06-05,6.5,0.04,162.5
2002-06-06,6.6,0.04,165.0
2002-06-07,6.85,0.04,171.25
2002-06-10,7.04,0.04,176.0
2002-06-11,6.81,0.04,170.25
2002-06-12,6.77,0.04,169.25
2002-06-13,6.56,0.04,164.0
2002-06-14,6.56,0.04,164.0
2002-06-17,6.84,0.04,171.0
2002-06-18,6.91,0.04,172.75
2002-06-19,6.91,0.04,172.75
2002-06-20,6.78,0.04,169.5
2002-06-21,6.88,0.04,172.0
2002-06-24,6.64,0.04,166.0
2002-06-25,6.39,0.04,159.75
2002-06-26,6.65,0.04,166.25
2002-06-27,6.89,0.04,172.25
2002-06-28,6.86,0.04,171.5
2002-07-01,6.59,0.04,164.75
2002-07-02,6.4,0.04,160.0
2002-07-03,6.3,0.04,157.5
2002-07-05,6.45,0.04,161.25
2002-07-08,6.44,0.04,161.0
2002-07-09,6.16,0.04,154.0
2002-07-10,5.8,0.04,145.0
2002-07-11,5.8,0.04,145.0
2002-07-12,5.68,0.04,142.0
2002-07-15,5.44,0.04,136.0
2002-07-16,5.25,0.04,131.25
2002-07-17,5.18,0.04,129.5
2002-07-18,5.1,0.04,127.49999999999999
2002-07-19,4.88,0.04,122.0
2002-07-22,4.81,0.04,120.24999999999999
2002-07-23,4.53,0.04,113.25
2002-07-24,5.25,0.04,131.25
2002-07-25,5.2,0.04,130.0
2002-07-26,5.48,0.04,137.0
2002-07-29,6.18,0.04,154.5
2002-07-30,5.88,0.04,147.0
2002-07-31,5.7,0.04,142.5
2002-08-01,5.58,0.04,139.5
2002-08-02,5.58,0.04,139.5
2002-08-05,5.43,0.04,135.75
2002-08-06,5.88,0.04,147.0
2002-08-07,5.8,0.04,145.0
2002-08-08,5.87,0.04,146.75
2002-08-09,6.14,0.04,153.5
2002-08-12,5.94,0.04,148.5
2002-08-13,6.21,0.04,155.25
2002-08-14,6.38,0.04,159.5
2002-08-15,6.75,0.04,168.75
2002-08-16,6.82,0.04,170.5
2002-08-19,6.81,0.04,170.25
2002-08-20,6.83,0.04,170.75
2002-08-21,6.75,0.04,168.75
2002-08-22,6.75,0.04,168.75
2002-08-23,6.63,0.04,165.75
2002-08-26,6.73,0.04,168.25
2002-08-27,6.63,0.04,165.75
2002-08-28,6.43,0.04,160.75
2002-08-29,6.25,0.04,156.25
2002-08-30,6.16,0.04,154.0
2002-09-03,6.53,0.04,163.25
2002-09-04,7.23,0.04,180.75
2002-09-05,6.93,0.04,173.25
2002-09-06,7.3,0.04,182.5
2002-09-09,7.34,0.04,183.5
2002-09-10,7.34,0.04,183.5
2002-09-11,7.31,0.04,182.75
2002-09-12,7.01,0.04,175.25
2002-09-13,7.25,0.04,181.25
2002-09-16,7.26,0.04,181.5
2002-09-17,7.11,0.04,177.75
2002-09-18,7.27,0.04,181.74999999999997
2002-09-19,7.13,0.04,178.25
2002-09-20,7.04,0.04,176.0
2002-09-23,6.88,0.04,172.0
2002-09-24,6.69,0.04,167.25
2002-09-25,6.92,0.04,173.0
2002-09-26,7.02,0.04,175.49999999999997
2002-09-27,6.78,0.04,169.5
2002-09-30,6.4,0.04,160.0
2002-10-01,6.35,0.04,158.75
2002-10-02,6.2,0.04,155.0
2002-10-03,6.27,0.04,156.75
2002-10-04,6.25,0.04,156.25
2002-10-07,5.93,0.04,148.25
2002-10-08,6.18,0.04,154.5
2002-10-09,5.9,0.04,147.5
2002-10-10,6.07,0.04,151.75
2002-10-11,6.38,0.04,159.5
2002-10-14,6.55,0.04,163.75
2002-10-15,7.25,0.04,181.25
2002-10-16,6.96,0.04,174.0
2002-10-17,7.41,0.04,185.25
2002-10-18,7.29,0.04,182.25
2002-10-21,7.36,0.04,184.0
2002-10-22,7.35,0.04,183.75
2002-10-23,7.95,0.04,198.75
2002-10-24,7.97,0.04,199.25
2002-10-25,7.97,0.04,199.25
2002-10-28,7.68,0.04,192.0
2002-10-29,7.67,0.04,191.75
2002-10-30,7.42,0.04,185.5
2002-10-31,7.44,0.04,186.0
2002-11-01,7.85,0.04,196.25
2002-11-04,7.69,0.04,192.25
2002-11-05,7.62,0.04,190.5
2002-11-06,7.89,0.04,197.25
2002-11-07,7.65,0.04,191.25
2002-11-08,7.44,0.04,186.0
2002-11-11,7.13,0.04,178.25
2002-11-12,7.63,0.06,127.16666666666667
2002-11-13,7.73,0.06,128.83333333333334
2002-11-14,7.77,0.06,129.5
2002-11-15,7.88,0.06,131.33333333333334
2002-11-18,7.95,0.06,132.5
2002-11-19,7.88,0.06,131.33333333333334
2002-11-20,8.14,0.06,135.66666666666669
2002-11-21,8.44,0.06,140.66666666666666
2002-11-22,8.17,0.06,136.16666666666666
2002-11-25,8.31,0.06,138.5
2002-11-26,8.1,0.06,135.0
2002-11-27,8.47,0.06,141.16666666666669
2002-11-29,8.51,0.06,141.83333333333334
2002-12-02,8.62,0.06,143.66666666666666
2002-12-03,8.48,0.06,141.33333333333334
2002-12-04,8.53,0.06,142.16666666666666
2002-12-05,8.26,0.06,137.66666666666666
2002-12-06,8.48,0.06,141.33333333333334
2002-12-09,7.74,0.06,129.0
2002-12-10,8.05,0.06,134.16666666666669
2002-12-11,8.08,0.06,134.66666666666669
2002-12-12,8.31,0.06,138.5
2002-12-13,8.13,0.06,135.50000000000003
2002-12-16,8.32,0.06,138.66666666666669
2002-12-17,8.26,0.06,137.66666666666666
2002-12-18,7.92,0.06,132.0
2002-12-19,8.04,0.06,134.0
2002-12-20,8.35,0.06,139.16666666666666
2002-12-23,8.09,0.06,134.83333333333334
2002-12-24,8.02,0.06,133.66666666666666
2002-12-26,8.15,0.06,135.83333333333334
2002-12-27,7.88,0.06,131.33333333333334
2002-12-30,8.24,0.06,137.33333333333334
2002-12-31,8.23,0.06,137.16666666666669
2003-01-02,8.43,0.06,140.5
2003-01-03,8.32,0.06,138.66666666666669
2003-01-06,8.45,0.06,140.83333333333331
2003-01-07,8.65,0.06,144.16666666666669
2003-01-08,8.41,0.06,140.16666666666669
2003-01-09,8.35,0.06,139.16666666666666
2003-01-10,8.35,0.06,139.16666666666666
2003-01-13,7.99,0.06,133.16666666666669
2003-01-14,7.59,0.06,126.5
2003-01-15,7.69,0.06,128.16666666666669
2003-01-16,7.78,0.06,129.66666666666669
2003-01-17,7.57,0.06,126.16666666666667
2003-01-21,7.29,0.06,121.5
2003-01-22,8.12,0.06,135.33333333333331
2003-01-23,8.16,0.06,136.0
2003-01-24,8.03,0.06,133.83333333333331
2003-01-27,7.85,0.06,130.83333333333334
2003-01-28,7.93,0.06,132.16666666666666
2003-01-29,7.99,0.06,133.16666666666669
2003-01-30,8.06,0.06,134.33333333333334
2003-01-31,7.99,0.06,133.16666666666669
2003-02-03,8.05,0.06,134.16666666666669
2003-02-04,7.97,0.06,132.83333333333334
2003-02-05,8.16,0.06,136.0
2003-02-06,8.07,0.06,134.5
2003-02-07,7.79,0.17,45.8235294117647
2003-02-10,7.85,0.17,46.17647058823529
2003-02-11,7.83,0.17,46.05882352941176
2003-02-12,7.7,0.17,45.29411764705882
2003-02-13,7.59,0.17,44.647058823529406
2003-02-14,7.95,0.17,46.76470588235294
2003-02-18,8.2,0.17,48.23529411764705
2003-02-19,8.11,0.17,47.70588235294117
2003-02-20,8.13,0.17,47.82352941176471
2003-02-21,8.31,0.17,48.88235294117647
2003-02-24,7.93,0.17,46.647058823529406
2003-02-25,8.49,0.17,49.94117647058823
2003-02-26,8.49,0.17,49.94117647058823
2003-02-27,8.62,0.17,50.70588235294117
2003-02-28,8.93,0.17,52.52941176470588
2003-03-03,8.86,0.17,52.11764705882352
2003-03-04,8.7,0.17,51.17647058823528
2003-03-05,8.84,0.17,51.99999999999999
2003-03-06,8.97,0.17,52.76470588235294
2003-03-07,9.14,0.17,53.76470588235294
2003-03-10,8.96,0.17,52.70588235294118
2003-03-11,9.04,0.17,53.17647058823528
2003-03-12,9.22,0.17,54.23529411764706
2003-03-13,9.33,0.17,54.882352941176464
2003-03-14,9.25,0.17,54.41176470588235
2003-03-17,9.7,0.17,57.058823529411754
2003-03-18,9.63,0.17,56.64705882352941
2003-03-19,9.66,0.17,56.8235294117647
2003-03-20,9.75,0.17,57.35294117647059
2003-03-21,9.98,0.17,58.705882352941174
2003-03-24,9.47,0.17,55.705882352941174
2003-03-25,9.93,0.17,58.41176470588235
2003-03-26,9.63,0.17,56.64705882352941
2003-03-27,9.63,0.17,56.64705882352941
2003-03-28,9.58,0.17,56.35294117647059
2003-03-31,9.58,0.17,56.35294117647059
2003-04-01,9.45,0.17,55.58823529411764
2003-04-02,9.63,0.17,56.64705882352941
2003-04-03,9.71,0.17,57.11764705882353
2003-04-04,9.64,0.17,56.705882352941174
2003-04-07,9.9,0.17,58.23529411764706
2003-04-08,9.75,0.17,57.35294117647059
2003-04-09,9.58,0.17,56.35294117647059
2003-04-10,9.74,0.17,57.29411764705882
2003-04-11,9.63,0.17,56.64705882352941
2003-04-14,9.61,0.17,56.52941176470588
2003-04-15,9.57,0.17,56.29411764705882
2003-04-16,9.27,0.17,54.52941176470588
2003-04-17,9.53,0.17,56.058823529411754
2003-04-21,9.63,0.17,56.64705882352941
2003-04-22,10.64,0.17,62.588235294117645
2003-04-23,10.67,0.17,62.764705882352935
2003-04-24,10.55,0.17,62.05882352941176
2003-04-25,10.29,0.17,60.52941176470587
2003-04-28,10.75,0.17,63.23529411764705
2003-04-29,10.85,0.17,63.823529411764696
2003-04-30,10.88,0.17,64.0
2003-05-01,10.76,0.17,63.29411764705882
2003-05-02,11.03,0.17,64.88235294117646
2003-05-05,11.1,0.17,65.29411764705881
2003-05-06,11.31,0.17,66.52941176470588
2003-05-07,11.3,0.17,66.47058823529412
2003-05-08,11.16,0.17,65.6470588235294
2003-05-09,11.38,0.09,126.44444444444446
2003-05-12,11.67,0.09,129.66666666666666
2003-05-13,11.68,0.09,129.77777777777777
2003-05-14,11.72,0.09,130.22222222222223
2003-05-15,11.43,0.09,127.0
2003-05-16,11.31,0.09,125.66666666666667
2003-05-19,10.78,0.09,119.77777777777777
2003-05-20,10.81,0.09,120.11111111111111
2003-05-21,11.19,0.09,124.33333333333333
2003-05-22,11.25,0.09,125.0
2003-05-23,11.17,0.09,124.11111111111111
2003-05-27,11.4,0.09,126.66666666666667
2003-05-28,11.84,0.09,131.55555555555557
