date,ADSK,ADSK_EPS,PE Ratio
1997-09-16,11.22,,
1997-09-17,10.97,,
1997-09-18,10.81,,
1997-09-19,10.97,,
1997-09-22,11.11,,
1997-09-23,10.91,,
1997-09-24,10.83,,
1997-09-25,10.81,,
1997-09-26,11.13,,
1997-09-29,11.53,,
1997-09-30,11.34,,
1997-10-01,11.27,,
1997-10-02,11.66,,
1997-10-03,12.5,,
1997-10-06,12.06,,
1997-10-07,12.47,,
1997-10-08,12.36,,
1997-10-09,12.47,,
1997-10-10,12.34,,
1997-10-13,12.34,,
1997-10-14,12.28,,
1997-10-15,12.09,,
1997-10-16,11.93,,
1997-10-17,11.66,,
1997-10-20,11.63,,
1997-10-21,11.52,,
1997-10-22,11.66,,
1997-10-23,11.09,,
1997-10-24,10.38,,
1997-10-27,8.19,,
1997-10-28,9.16,,
1997-10-29,9.05,,
1997-10-30,9.0,,
1997-10-31,9.25,,
1997-11-03,9.41,,
1997-11-04,9.38,,
1997-11-05,9.58,,
1997-11-06,9.63,,
1997-11-07,9.41,,
1997-11-10,9.66,,
1997-11-11,9.58,,
1997-11-12,8.59,,
1997-11-13,9.03,,
1997-11-14,8.64,,
1997-11-17,9.5,,
1997-11-18,9.33,,
1997-11-19,9.33,,
1997-11-20,9.72,,
1997-11-21,9.89,,
1997-11-24,9.38,,
1997-11-25,9.5,,
1997-11-26,9.61,,
1997-11-28,9.61,,
1997-12-01,10.31,,
1997-12-02,10.19,,
1997-12-03,10.0,,
1997-12-04,9.91,,
1997-12-05,10.0,,
1997-12-08,10.09,,
1997-12-09,9.78,,
1997-12-10,9.38,,
1997-12-11,8.84,,
1997-12-12,8.47,,
1997-12-15,8.13,,
1997-12-16,8.63,,
1997-12-17,8.63,,
1997-12-18,8.38,,
1997-12-19,8.3,,
1997-12-22,8.34,,
1997-12-23,8.31,,
1997-12-24,8.13,,
1997-12-26,8.69,,
1997-12-29,8.86,,
1997-12-30,8.97,,
1997-12-31,9.25,,
1998-01-02,9.38,,
1998-01-05,9.56,,
1998-01-06,9.84,,
1998-01-07,9.5,,
1998-01-08,9.72,,
1998-01-09,8.98,,
1998-01-12,8.94,,
1998-01-13,9.09,,
1998-01-14,9.34,,
1998-01-15,9.47,,
1998-01-16,9.55,,
1998-01-20,9.52,,
1998-01-21,9.47,,
1998-01-22,9.38,,
1998-01-23,9.64,,
1998-01-26,9.53,,
1998-01-27,9.44,,
1998-01-28,9.2,,
1998-01-29,9.3,,
1998-01-30,9.66,,
1998-02-02,9.8,,
1998-02-03,9.92,,
1998-02-04,10.08,,
1998-02-05,9.88,,
1998-02-06,10.67,,
1998-02-09,10.67,,
1998-02-10,10.95,,
1998-02-11,11.19,,
1998-02-12,11.34,,
1998-02-13,11.09,,
1998-02-17,10.88,,
1998-02-18,11.06,,
1998-02-19,10.94,,
1998-02-20,10.56,,
1998-02-23,10.95,,
1998-02-24,10.84,,
1998-02-25,11.22,,
1998-02-26,12.47,,
1998-02-27,11.84,,
1998-03-02,12.0,,
1998-03-03,12.0,,
1998-03-04,12.0,,
1998-03-05,11.61,,
1998-03-06,11.58,,
1998-03-09,11.42,,
1998-03-10,11.78,,
1998-03-11,11.53,,
1998-03-12,11.5,,
1998-03-13,11.53,,
1998-03-16,11.64,,
1998-03-17,11.86,,
1998-03-18,11.91,,
1998-03-19,12.02,,
1998-03-20,11.8,,
1998-03-23,11.72,,
1998-03-24,11.78,,
1998-03-25,11.53,,
1998-03-26,11.7,,
1998-03-27,11.38,,
1998-03-30,10.69,,
1998-03-31,10.78,,
1998-04-01,11.13,,
1998-04-02,11.38,,
1998-04-03,11.13,,
1998-04-06,11.06,,
1998-04-07,10.56,,
1998-04-08,10.31,,
1998-04-09,10.53,,
1998-04-13,10.44,,
1998-04-14,10.5,,
1998-04-15,10.88,,
1998-04-16,11.22,,
1998-04-17,11.56,,
1998-04-20,11.28,,
1998-04-21,11.25,,
1998-04-22,11.44,,
1998-04-23,11.27,,
1998-04-24,11.13,,
1998-04-27,10.97,,
1998-04-28,11.28,,
1998-04-29,11.63,,
1998-04-30,11.75,,
1998-05-01,12.0,,
1998-05-04,12.16,,
1998-05-05,11.98,,
1998-05-06,11.97,,
1998-05-07,11.91,,
1998-05-08,12.22,,
1998-05-11,12.03,,
1998-05-12,12.2,,
1998-05-13,12.09,,
1998-05-14,11.84,,
1998-05-15,11.5,,
1998-05-18,11.48,,
1998-05-19,12.0,,
1998-05-20,11.5,,
1998-05-21,11.13,,
1998-05-22,10.5,,
1998-05-26,10.56,,
1998-05-27,10.75,,
1998-05-28,10.69,,
1998-05-29,10.63,,
1998-06-01,10.38,,
1998-06-02,10.61,,
1998-06-03,10.47,,
1998-06-04,10.53,,
1998-06-05,10.47,,
1998-06-08,10.66,,
1998-06-09,10.91,,
1998-06-10,10.78,,
1998-06-11,10.63,,
1998-06-12,10.41,,
1998-06-15,10.38,,
1998-06-16,10.5,,
1998-06-17,10.67,,
1998-06-18,10.44,,
1998-06-19,10.33,,
1998-06-22,10.19,,
1998-06-23,10.41,,
1998-06-24,9.88,,
1998-06-25,9.8,,
1998-06-26,9.59,,
1998-06-29,9.59,,
1998-06-30,9.66,,
1998-07-01,9.45,,
1998-07-02,8.59,,
1998-07-06,8.86,,
1998-07-07,8.78,,
1998-07-08,8.91,,
1998-07-09,8.84,,
1998-07-10,8.77,,
1998-07-13,8.44,,
1998-07-14,9.19,,
1998-07-15,9.29,,
1998-07-16,8.17,,
1998-07-17,7.78,,
1998-07-20,8.0,,
1998-07-21,8.06,,
1998-07-22,7.88,,
1998-07-23,7.92,,
1998-07-24,7.88,,
1998-07-27,7.84,,
1998-07-28,8.33,,
1998-07-29,8.34,,
1998-07-30,8.14,,
1998-07-31,8.19,,
1998-08-03,8.39,,
1998-08-04,7.98,,
1998-08-05,8.02,,
1998-08-06,8.44,,
1998-08-07,8.67,,
1998-08-10,8.75,,
1998-08-11,8.5,,
1998-08-12,8.52,,
1998-08-13,8.19,,
1998-08-14,7.94,,
1998-08-17,8.38,,
1998-08-18,8.66,,
1998-08-19,8.13,,
1998-08-20,8.16,,
1998-08-21,6.86,,
1998-08-24,6.03,,
1998-08-25,5.8,,
1998-08-26,6.27,,
1998-08-27,5.91,,
1998-08-28,6.44,,
1998-08-31,5.84,,
1998-09-01,5.91,,
1998-09-02,5.89,,
1998-09-03,5.84,,
1998-09-04,6.3,,
1998-09-08,6.31,,
1998-09-09,6.25,,
1998-09-10,6.19,,
1998-09-11,6.31,,
1998-09-14,6.47,,
1998-09-15,6.66,,
1998-09-16,6.53,,
1998-09-17,6.23,,
1998-09-18,6.25,,
1998-09-21,6.16,,
1998-09-22,6.38,,
1998-09-23,6.91,,
1998-09-24,6.52,,
1998-09-25,6.48,,
1998-09-28,6.58,,
1998-09-29,6.64,,
1998-09-30,6.56,,
1998-10-01,6.5,,
1998-10-02,6.45,,
1998-10-05,6.11,,
1998-10-06,5.94,,
1998-10-07,6.02,,
1998-10-08,5.91,,
1998-10-09,5.94,,
1998-10-12,5.94,,
1998-10-13,5.78,,
1998-10-14,5.55,,
1998-10-15,6.06,,
1998-10-16,5.97,,
1998-10-19,6.34,,
1998-10-20,6.67,,
1998-10-21,6.48,,
1998-10-22,6.52,,
1998-10-23,6.27,,
1998-10-26,6.75,,
1998-10-27,7.5,,
1998-10-28,7.39,,
1998-10-29,7.91,,
1998-10-30,7.8,,
1998-11-02,8.31,,
1998-11-03,8.88,,
1998-11-04,9.19,,
1998-11-05,9.0,,
1998-11-06,9.23,,
1998-11-09,8.53,,
1998-11-10,8.47,,
1998-11-11,8.53,,
1998-11-12,8.56,,
1998-11-13,8.66,,
1998-11-16,7.98,,
1998-11-17,7.25,,
1998-11-18,7.66,,
1998-11-19,7.75,,
1998-11-20,8.8,,
1998-11-23,9.06,,
1998-11-24,9.05,,
1998-11-25,9.2,,
1998-11-27,9.02,,
1998-11-30,9.09,,
1998-12-01,9.44,,
1998-12-02,10.59,,
1998-12-03,10.5,,
1998-12-04,10.66,,
1998-12-07,10.59,,
1998-12-08,10.52,,
1998-12-09,10.97,,
1998-12-10,10.73,,
1998-12-11,10.59,,
1998-12-14,10.03,,
1998-12-15,9.73,,
1998-12-16,9.48,,
1998-12-17,9.66,,
1998-12-18,9.8,,
1998-12-21,9.78,,
1998-12-22,9.72,,
1998-12-23,10.06,,
1998-12-24,10.22,,
1998-12-28,10.0,,
1998-12-29,10.11,,
1998-12-30,9.97,,
1998-12-31,10.67,,
1999-01-04,11.19,,
1999-01-05,11.17,,
1999-01-06,11.39,,
1999-01-07,11.38,,
1999-01-08,11.38,,
1999-01-11,11.05,,
1999-01-12,10.72,,
1999-01-13,10.44,,
1999-01-14,10.72,,
1999-01-15,11.27,,
1999-01-19,12.13,,
1999-01-20,11.98,,
1999-01-21,11.33,,
1999-01-22,10.97,,
1999-01-25,11.08,,
1999-01-26,10.95,,
1999-01-27,11.2,,
1999-01-28,11.08,,
1999-01-29,11.05,,
1999-02-01,10.78,,
1999-02-02,10.81,,
1999-02-03,10.97,,
1999-02-04,10.47,,
1999-02-05,10.39,,
1999-02-08,10.58,,
1999-02-09,10.28,,
1999-02-10,10.34,,
1999-02-11,10.53,,
1999-02-12,10.59,,
1999-02-16,10.53,,
1999-02-17,10.34,,
1999-02-18,10.06,,
1999-02-19,10.39,,
1999-02-22,10.16,,
1999-02-23,10.28,,
1999-02-24,10.52,,
1999-02-25,10.27,,
1999-02-26,10.03,,
1999-03-01,10.22,,
1999-03-02,10.19,,
1999-03-03,10.28,,
1999-03-04,10.09,,
1999-03-05,10.19,,
1999-03-08,10.28,,
1999-03-09,10.06,,
1999-03-10,10.48,,
1999-03-11,10.3,,
1999-03-12,10.33,,
1999-03-15,10.41,,
1999-03-16,10.3,,
1999-03-17,10.31,,
1999-03-18,10.19,,
1999-03-19,10.33,,
1999-03-22,10.09,,
1999-03-23,9.91,,
1999-03-24,10.19,,
1999-03-25,9.88,,
1999-03-26,10.14,,
1999-03-29,10.81,,
1999-03-30,10.52,,
1999-03-31,10.11,,
1999-04-01,9.3,,
1999-04-05,9.47,,
1999-04-06,8.94,,
1999-04-07,7.63,,
1999-04-08,7.38,,
1999-04-09,7.19,,
1999-04-12,7.23,,
1999-04-13,6.63,,
1999-04-14,6.81,,
1999-04-15,6.94,,
1999-04-16,7.28,,
1999-04-19,7.28,,
1999-04-20,6.58,,
1999-04-21,6.27,,
1999-04-22,6.23,,
1999-04-23,6.72,,
1999-04-26,6.88,,
1999-04-27,6.95,,
1999-04-28,7.02,,
1999-04-29,7.58,,
1999-04-30,7.44,,
1999-05-03,7.38,,
1999-05-04,7.13,,
1999-05-05,5.89,,
1999-05-06,6.17,,
1999-05-07,6.64,,
1999-05-10,6.5,,
1999-05-11,6.31,,
1999-05-12,6.5,,
1999-05-13,6.5,,
1999-05-14,6.53,,
1999-05-17,6.55,,
1999-05-18,6.75,,
1999-05-19,6.77,,
1999-05-20,6.83,,
1999-05-21,6.94,,
1999-05-24,6.83,,
1999-05-25,7.0,,
1999-05-26,6.69,,
1999-05-27,6.61,,
1999-05-28,6.91,,
1999-06-01,6.48,,
1999-06-02,6.27,,
1999-06-03,6.09,,
1999-06-04,6.28,,
1999-06-07,6.11,,
1999-06-08,6.16,,
1999-06-09,6.19,,
1999-06-10,6.06,,
1999-06-11,5.94,,
1999-06-14,5.95,,
1999-06-15,6.2,,
1999-06-16,6.56,,
1999-06-17,6.56,,
1999-06-18,6.58,,
1999-06-21,6.8,,
1999-06-22,6.73,,
1999-06-23,7.03,,
1999-06-24,6.97,,
1999-06-25,6.98,,
1999-06-28,7.31,,
1999-06-29,7.14,,
1999-06-30,7.39,,
1999-07-01,7.38,,
1999-07-02,7.45,,
1999-07-06,7.55,,
1999-07-07,7.27,,
1999-07-08,7.31,,
1999-07-09,7.28,,
1999-07-12,7.03,,
1999-07-13,6.73,,
1999-07-14,6.55,,
1999-07-15,6.88,,
1999-07-16,6.94,,
1999-07-19,6.52,,
1999-07-20,6.5,,
1999-07-21,6.52,,
1999-07-22,6.95,,
1999-07-23,6.66,,
1999-07-26,6.55,,
1999-07-27,6.63,,
1999-07-28,6.61,,
1999-07-29,6.42,,
1999-07-30,6.63,,
1999-08-02,6.66,,
1999-08-03,6.39,,
1999-08-04,6.16,,
1999-08-05,6.0,,
1999-08-06,6.44,,
1999-08-09,6.08,,
1999-08-10,5.97,,
1999-08-11,6.25,,
1999-08-12,5.94,,
1999-08-13,6.19,,
1999-08-16,6.17,,
1999-08-17,6.25,,
1999-08-18,6.06,,
1999-08-19,5.88,,
1999-08-20,5.69,,
1999-08-23,5.63,,
1999-08-24,5.5,,
1999-08-25,5.53,,
1999-08-26,6.2,,
1999-08-27,5.89,,
1999-08-30,5.77,,
1999-08-31,5.75,,
1999-09-01,5.72,,
1999-09-02,5.69,,
1999-09-03,5.84,,
1999-09-07,6.17,,
1999-09-08,6.03,,
1999-09-09,6.27,,
1999-09-10,6.47,,
1999-09-13,6.42,,
1999-09-14,6.34,,
1999-09-15,6.13,,
1999-09-16,6.03,,
1999-09-17,5.98,,
1999-09-20,5.8,,
1999-09-21,5.72,,
1999-09-22,5.77,,
1999-09-23,5.53,,
1999-09-24,5.53,,
1999-09-27,5.66,,
1999-09-28,5.64,,
1999-09-29,5.42,,
1999-09-30,5.47,,
1999-10-01,5.33,,
1999-10-04,5.3,,
1999-10-05,5.16,,
1999-10-06,5.22,,
1999-10-07,5.03,,
1999-10-08,5.23,,
1999-10-11,5.16,,
1999-10-12,5.08,,
1999-10-13,5.02,,
1999-10-14,5.02,,
1999-10-15,4.98,,
1999-10-18,4.77,,
1999-10-19,4.52,,
1999-10-20,4.64,,
1999-10-21,4.67,,
1999-10-22,4.61,,
1999-10-25,4.56,,
1999-10-26,4.44,,
1999-10-27,4.28,,
1999-10-28,4.47,,
1999-10-29,4.69,,
1999-11-01,4.67,,
1999-11-02,4.63,,
1999-11-03,4.77,,
1999-11-04,4.5,,
1999-11-05,4.52,,
1999-11-08,4.91,,
1999-11-09,5.08,,
1999-11-10,5.27,,
1999-11-11,5.2,,
1999-11-12,5.48,,
1999-11-15,5.31,,
1999-11-16,5.39,,
1999-11-17,5.23,,
1999-11-18,5.75,,
1999-11-19,6.19,,
1999-11-22,6.02,,
1999-11-23,6.38,,
1999-11-24,6.98,,
1999-11-26,6.67,,
1999-11-29,7.08,,
1999-11-30,7.33,,
1999-12-01,7.38,,
1999-12-02,7.66,,
1999-12-03,8.48,,
1999-12-06,8.25,,
1999-12-07,8.22,,
1999-12-08,7.87,,
1999-12-09,7.91,,
1999-12-10,8.14,,
1999-12-13,7.97,,
1999-12-14,7.63,,
1999-12-15,7.97,,
1999-12-16,7.98,,
1999-12-17,7.48,,
1999-12-20,7.89,,
1999-12-21,7.91,,
1999-12-22,8.02,,
1999-12-23,7.98,,
1999-12-27,7.78,,
1999-12-28,7.95,,
1999-12-29,8.28,,
1999-12-30,8.0,,
1999-12-31,8.44,,
2000-01-03,8.34,,
2000-01-04,7.94,,
2000-01-05,7.44,,
2000-01-06,6.98,,
2000-01-07,7.81,,
2000-01-10,7.72,,
2000-01-11,7.52,,
2000-01-12,7.39,,
2000-01-13,7.31,,
2000-01-14,7.53,,
2000-01-18,7.33,,
2000-01-19,7.55,,
2000-01-20,7.56,,
2000-01-21,7.69,,
2000-01-24,8.41,,
2000-01-25,8.27,,
2000-01-26,8.08,,
2000-01-27,8.13,,
2000-01-28,7.72,,
2000-01-31,7.64,,
2000-02-01,7.92,,
2000-02-02,7.97,,
2000-02-03,8.25,,
2000-02-04,8.17,,
2000-02-07,9.14,,
2000-02-08,9.88,,
2000-02-09,9.52,,
2000-02-10,9.53,,
2000-02-11,9.22,,
2000-02-14,9.3,,
2000-02-15,9.2,,
2000-02-16,9.31,,
2000-02-17,9.69,,
2000-02-18,9.52,,
2000-02-22,9.03,,
2000-02-23,9.63,,
2000-02-24,10.27,,
2000-02-25,12.0,,
2000-02-28,11.39,,
2000-02-29,11.17,,
2000-03-01,11.2,,
2000-03-02,10.98,,
2000-03-03,11.48,,
2000-03-06,11.77,,
2000-03-07,12.0,,
2000-03-08,12.0,,
2000-03-09,12.58,,
2000-03-10,13.72,,
2000-03-13,13.23,,
2000-03-14,13.19,,
2000-03-15,12.78,,
2000-03-16,12.73,,
2000-03-17,12.28,,
2000-03-20,12.25,,
2000-03-21,12.8,,
2000-03-22,12.55,,
2000-03-23,12.64,,
2000-03-24,12.44,,
2000-03-27,12.55,,
2000-03-28,12.22,,
2000-03-29,11.38,,
2000-03-30,11.09,,
2000-03-31,11.38,,
2000-04-03,11.0,,
2000-04-04,11.05,,
2000-04-05,11.33,,
2000-04-06,11.22,,
2000-04-07,11.53,,
2000-04-10,11.08,,
2000-04-11,10.7,,
2000-04-12,9.73,,
2000-04-13,9.75,,
2000-04-14,8.95,,
2000-04-17,9.36,,
2000-04-18,9.8,,
2000-04-19,9.94,,
2000-04-20,9.16,,
2000-04-24,9.11,,
2000-04-25,9.64,,
2000-04-26,9.09,,
2000-04-27,9.16,,
2000-04-28,9.59,,
2000-05-01,10.06,,
2000-05-02,9.77,,
2000-05-03,9.03,,
2000-05-04,9.36,,
2000-05-05,9.66,,
2000-05-08,9.17,,
2000-05-09,8.77,,
2000-05-10,8.31,,
2000-05-11,8.64,,
2000-05-12,8.81,,
2000-05-15,9.47,,
2000-05-16,10.0,,
2000-05-17,9.89,,
2000-05-18,9.66,,
2000-05-19,8.89,,
2000-05-22,9.14,,
2000-05-23,9.31,,
2000-05-24,9.0,,
2000-05-25,8.94,,
2000-05-26,8.86,,
2000-05-30,9.48,,
2000-05-31,9.3,,
2000-06-01,9.52,,
2000-06-02,10.3,,
2000-06-05,10.14,,
2000-06-06,9.95,,
2000-06-07,9.69,,
2000-06-08,9.28,,
2000-06-09,9.16,,
2000-06-12,8.95,,
2000-06-13,8.95,,
2000-06-14,8.61,,
2000-06-15,8.66,,
2000-06-16,8.66,,
2000-06-19,8.61,,
2000-06-20,9.0,,
2000-06-21,9.27,,
2000-06-22,8.88,,
2000-06-23,8.53,,
2000-06-26,9.06,,
2000-06-27,8.43,,
2000-06-28,8.92,,
2000-06-29,8.56,,
2000-06-30,8.67,,
2000-07-03,9.0,,
2000-07-05,8.36,,
2000-07-06,8.23,,
2000-07-07,8.3,,
2000-07-10,7.91,,
2000-07-11,6.25,,
2000-07-12,6.02,,
2000-07-13,5.89,,
2000-07-14,5.95,,
2000-07-17,5.98,,
2000-07-18,5.77,,
2000-07-19,5.8,,
2000-07-20,5.86,,
2000-07-21,5.67,,
2000-07-24,5.44,,
2000-07-25,5.25,,
2000-07-26,5.05,,
2000-07-27,5.0,,
2000-07-28,4.98,,
2000-07-31,5.41,,
2000-08-01,5.17,,
2000-08-02,5.36,,
2000-08-03,5.7,,
2000-08-04,5.69,,
2000-08-07,5.78,,
2000-08-08,5.92,,
2000-08-09,5.88,,
2000-08-10,5.97,,
2000-08-11,6.0,,
2000-08-14,6.19,,
2000-08-15,6.19,,
2000-08-16,6.23,,
2000-08-17,5.97,,
2000-08-18,6.0,,
2000-08-21,6.05,,
2000-08-22,6.2,,
2000-08-23,6.5,,
2000-08-24,6.5,,
2000-08-25,6.92,,
2000-08-28,7.0,,
2000-08-29,7.08,,
2000-08-30,7.16,,
2000-08-31,7.03,,
2000-09-01,7.17,,
2000-09-05,7.17,,
2000-09-06,7.11,,
2000-09-07,7.23,,
2000-09-08,7.17,,
2000-09-11,7.13,,
2000-09-12,7.13,,
2000-09-13,7.25,,
2000-09-14,7.42,,
2000-09-15,7.23,,
2000-09-18,6.78,,
2000-09-19,6.75,,
2000-09-20,6.95,,
2000-09-21,6.8,,
2000-09-22,6.55,,
2000-09-25,6.48,,
2000-09-26,6.33,,
2000-09-27,6.22,,
2000-09-28,6.56,,
2000-09-29,6.34,,
2000-10-02,6.25,,
2000-10-03,5.88,,
2000-10-04,5.94,,
2000-10-05,5.77,,
2000-10-06,5.73,,
2000-10-09,5.5,,
2000-10-10,5.23,,
2000-10-11,5.36,,
2000-10-12,5.14,,
2000-10-13,5.41,,
2000-10-16,5.27,,
2000-10-17,5.02,,
2000-10-18,5.0,,
2000-10-19,5.2,,
2000-10-20,5.38,,
2000-10-23,5.34,,
2000-10-24,5.33,,
2000-10-25,5.39,,
2000-10-26,5.5,,
2000-10-27,5.64,,
2000-10-30,5.53,,
2000-10-31,5.52,,
2000-11-01,5.25,,
2000-11-02,5.3,,
2000-11-03,5.34,,
2000-11-06,5.5,,
2000-11-07,5.56,,
2000-11-08,5.63,,
2000-11-09,5.48,,
2000-11-10,5.17,,
2000-11-13,5.09,,
2000-11-14,5.44,,
2000-11-15,5.44,,
2000-11-16,5.25,,
2000-11-17,6.0,,
2000-11-20,5.98,,
2000-11-21,6.0,,
2000-11-22,6.02,,
2000-11-24,6.13,,
2000-11-27,6.38,,
2000-11-28,6.52,,
2000-11-29,6.52,,
2000-11-30,6.45,,
2000-12-01,6.75,,
2000-12-04,6.86,,
2000-12-05,7.3,,
2000-12-06,7.25,,
2000-12-07,6.98,,
2000-12-08,7.02,,
2000-12-11,7.23,,
2000-12-12,7.22,,
2000-12-13,7.25,,
2000-12-14,7.38,,
2000-12-15,6.91,,
2000-12-18,6.91,,
2000-12-19,6.66,,
2000-12-20,6.02,,
2000-12-21,6.03,,
2000-12-22,6.02,,
2000-12-26,5.97,,
2000-12-27,6.19,,
2000-12-28,6.63,,
2000-12-29,6.73,,
2001-01-02,6.42,,
2001-01-03,6.83,,
2001-01-04,7.33,,
2001-01-05,7.25,,
2001-01-08,7.2,,
2001-01-09,8.3,,
2001-01-10,8.86,,
2001-01-11,8.69,,
2001-01-12,8.88,,
2001-01-16,9.06,,
2001-01-17,9.63,,
2001-01-18,9.54,,
2001-01-19,9.75,,
2001-01-22,9.91,,
2001-01-23,9.75,,
2001-01-24,9.34,,
2001-01-25,9.39,,
2001-01-26,9.33,,
2001-01-29,9.54,,
2001-01-30,9.31,,
2001-01-31,9.22,,
2001-02-01,9.16,,
2001-02-02,8.8,,
2001-02-05,9.02,,
2001-02-06,9.23,,
2001-02-07,9.0,,
2001-02-08,9.16,,
2001-02-09,8.94,,
2001-02-12,8.88,,
2001-02-13,8.84,,
2001-02-14,8.92,,
2001-02-15,9.02,,
2001-02-16,9.0,,
2001-02-20,8.84,,
2001-02-21,8.27,,
2001-02-22,8.28,,
2001-02-23,9.04,,
2001-02-26,9.77,,
2001-02-27,9.16,,
2001-02-28,9.53,,
2001-03-01,9.59,,
2001-03-02,9.52,,
2001-03-05,9.33,,
2001-03-06,9.78,,
2001-03-07,9.86,,
2001-03-08,9.64,,
2001-03-09,9.69,,
2001-03-12,8.78,,
2001-03-13,9.09,,
2001-03-14,8.75,,
2001-03-15,8.27,,
2001-03-16,8.39,,
2001-03-19,7.94,,
2001-03-20,8.14,,
2001-03-21,7.7,,
2001-03-22,7.92,,
2001-03-23,8.13,,
2001-03-26,8.19,,
2001-03-27,8.42,,
2001-03-28,7.78,,
2001-03-29,7.7,,
2001-03-30,7.64,,
2001-04-02,6.53,,
2001-04-03,6.3,,
2001-04-04,6.63,,
2001-04-05,7.61,,
2001-04-06,7.41,,
2001-04-09,7.3,,
2001-04-10,7.48,,
2001-04-11,7.5,,
2001-04-12,7.81,,
2001-04-16,7.78,,
2001-04-17,8.11,,
2001-04-18,8.75,,
2001-04-19,9.32,,
2001-04-20,9.2,,
2001-04-23,8.6,,
2001-04-24,8.66,,
2001-04-25,8.72,,
2001-04-26,8.8,,
2001-04-27,8.89,,
2001-04-30,8.72,,
2001-05-01,9.02,,
2001-05-02,9.1,,
2001-05-03,9.05,,
2001-05-04,9.13,,
2001-05-07,9.03,,
2001-05-08,9.06,,
2001-05-09,9.24,,
2001-05-10,9.04,,
2001-05-11,8.81,,
2001-05-14,8.72,,
2001-05-15,8.9,,
2001-05-16,9.38,,
2001-05-17,9.41,,
2001-05-18,8.4,,
2001-05-21,8.5,,
2001-05-22,8.55,,
2001-05-23,8.21,,
2001-05-24,8.55,,
2001-05-25,8.37,,
2001-05-29,7.92,,
2001-05-30,7.64,,
2001-05-31,7.63,,
2001-06-01,7.9,,
2001-06-04,8.13,,
2001-06-05,8.39,,
2001-06-06,8.5,,
2001-06-07,8.68,,
2001-06-08,8.88,,
2001-06-11,8.6,,
2001-06-12,8.66,,
2001-06-13,8.69,,
2001-06-14,8.6,,
2001-06-15,8.77,,
2001-06-18,8.5,,
2001-06-19,8.74,,
2001-06-20,8.72,,
2001-06-21,8.86,,
2001-06-22,8.5,,
2001-06-25,8.63,,
2001-06-26,8.75,,
2001-06-27,8.92,,
2001-06-28,9.05,,
2001-06-29,9.33,,
2001-07-02,9.23,,
2001-07-03,9.01,,
2001-07-05,8.8,,
2001-07-06,8.45,,
2001-07-09,8.72,,
2001-07-10,8.75,,
2001-07-11,8.79,,
2001-07-12,9.7,,
2001-07-13,9.37,,
2001-07-16,9.48,,
2001-07-17,9.56,,
2001-07-18,9.03,,
2001-07-19,8.82,,
2001-07-20,9.0,,
2001-07-23,8.8,,
2001-07-24,8.51,,
2001-07-25,8.74,,
2001-07-26,8.88,,
2001-07-27,8.95,,
2001-07-30,9.09,,
2001-07-31,9.32,,
2001-08-01,9.54,,
2001-08-02,9.64,,
2001-08-03,9.45,,
2001-08-06,9.08,,
2001-08-07,8.96,,
2001-08-08,9.02,,
2001-08-09,9.3,,
2001-08-10,9.02,,
2001-08-13,9.25,,
2001-08-14,9.1,,
2001-08-15,8.89,,
2001-08-16,8.71,,
2001-08-17,8.77,,
2001-08-20,9.26,,
2001-08-21,9.18,,
2001-08-22,9.39,,
2001-08-23,9.49,,
2001-08-24,9.65,,
2001-08-27,9.62,,
2001-08-28,9.58,,
2001-08-29,9.71,,
2001-08-30,9.44,,
2001-08-31,9.59,,
2001-09-04,9.06,,
2001-09-05,8.95,,
2001-09-06,8.62,,
2001-09-07,8.78,,
2001-09-10,8.83,,
2001-09-17,8.5,,
2001-09-18,8.0,,
2001-09-19,7.73,,
2001-09-20,7.88,,
2001-09-21,7.96,,
2001-09-24,7.99,,
2001-09-25,7.95,,
2001-09-26,7.4,,
2001-09-27,7.57,,
2001-09-28,8.02,,
2001-10-01,7.75,,
2001-10-02,8.04,,
2001-10-03,8.74,,
2001-10-04,8.5,,
2001-10-05,8.43,,
2001-10-08,8.48,,
2001-10-09,8.42,,
2001-10-10,8.71,,
2001-10-11,9.09,,
2001-10-12,8.94,,
2001-10-15,8.9,,
2001-10-16,9.1,,
2001-10-17,8.67,,
2001-10-18,8.85,,
2001-10-19,9.03,,
2001-10-22,9.06,,
2001-10-23,9.12,,
2001-10-24,9.31,,
2001-10-25,9.16,,
2001-10-26,9.05,,
2001-10-29,8.7,,
2001-10-30,8.41,,
2001-10-31,8.31,,
2001-11-01,8.56,,
2001-11-02,8.5,,
2001-11-05,8.59,,
2001-11-06,8.9,,
2001-11-07,8.75,,
2001-11-08,8.32,,
2001-11-09,8.61,,
2001-11-12,8.54,,
2001-11-13,9.01,,
2001-11-14,8.83,,
2001-11-15,8.49,,
2001-11-16,9.24,,
2001-11-19,9.07,,
2001-11-20,9.16,,
2001-11-21,9.05,,
2001-11-23,9.06,,
2001-11-26,9.22,,
2001-11-27,9.17,,
2001-11-28,9.11,,
2001-11-29,9.39,,
2001-11-30,9.3,,
2001-12-03,9.17,,
2001-12-04,9.29,,
2001-12-05,9.78,,
2001-12-06,9.91,,
2001-12-07,9.8,,
2001-12-10,9.98,,
2001-12-11,10.18,,
2001-12-12,10.07,,
2001-12-13,9.75,,
2001-12-14,9.7,,
2001-12-17,9.99,,
2001-12-18,9.8,,
2001-12-19,9.82,,
2001-12-20,9.27,,
2001-12-21,9.55,,
2001-12-24,9.49,,
