date,QRVO,QRVO_EPS,PE Ratio
,,0.0,
2014-11-05,,0.0,
2015-01-02,70.4,0.0,inf
2015-01-05,67.63,0.0,inf
2015-01-06,64.67,0.0,inf
2015-01-07,66.65,0.0,inf
2015-01-08,67.69,0.0,inf
2015-01-09,67.11,0.0,inf
2015-01-12,65.52,0.0,inf
2015-01-13,65.02,0.0,inf
2015-01-14,64.59,0.0,inf
2015-01-15,64.39,0.0,inf
2015-01-16,65.81,0.0,inf
2015-01-20,67.96,0.0,inf
2015-01-21,68.84,0.0,inf
2015-01-22,70.61,0.0,inf
2015-01-23,73.37,0.0,inf
2015-01-26,73.15,0.0,inf
2015-01-27,73.75,0.0,inf
2015-01-28,75.5,0.0,inf
2015-01-29,75.76,0.0,inf
2015-01-30,73.87,0.0,inf
2015-02-02,68.72,0.0,inf
2015-02-03,68.52,2.63,26.0532319391635
2015-02-04,68.33,2.63,25.980988593155892
2015-02-05,67.39,2.63,25.623574144486692
2015-02-06,65.89,2.63,25.0532319391635
2015-02-09,63.74,2.63,24.23574144486692
2015-02-10,65.02,2.63,24.722433460076044
2015-02-11,64.75,2.63,24.619771863117872
2015-02-12,66.2,2.63,25.17110266159696
2015-02-13,70.03,2.63,26.627376425855516
2015-02-17,69.44,2.63,26.40304182509506
2015-02-18,67.54,2.63,25.680608365019015
2015-02-19,65.3,2.63,24.828897338403042
2015-02-20,65.17,2.63,24.779467680608366
2015-02-23,65.05,2.63,24.73384030418251
2015-02-24,69.34,2.63,26.365019011406847
2015-02-25,67.21,2.63,25.555133079847906
2015-02-26,71.53,2.63,27.19771863117871
2015-02-27,69.4,2.63,26.387832699619775
2015-03-02,69.35,2.63,26.368821292775664
2015-03-03,70.84,2.63,26.93536121673004
2015-03-04,72.02,2.63,27.38403041825095
2015-03-05,74.51,2.63,28.330798479087456
2015-03-06,72.98,2.63,27.7490494296578
2015-03-09,74.83,2.63,28.452471482889734
2015-03-10,72.15,2.63,27.43346007604563
2015-03-11,72.95,2.63,27.737642585551335
2015-03-12,73.42,2.63,27.916349809885933
2015-03-13,72.57,2.63,27.59315589353612
2015-03-16,76.33,2.63,29.022813688212928
2015-03-17,77.71,2.63,29.547528517110266
2015-03-18,79.96,2.63,30.403041825095055
2015-03-19,80.38,2.63,30.56273764258555
2015-03-20,80.8,2.63,30.722433460076047
2015-03-23,84.09,2.63,31.973384030418252
2015-03-24,83.21,2.63,31.638783269961976
2015-03-25,77.13,2.63,29.326996197718632
2015-03-26,77.19,2.63,29.34980988593156
2015-03-27,79.28,2.63,30.14448669201521
2015-03-30,81.4,2.63,30.950570342205328
2015-03-31,79.7,2.63,30.304182509505704
2015-04-01,78.8,2.63,29.96197718631179
2015-04-02,77.79,2.63,29.57794676806084
2015-04-06,76.51,2.63,29.091254752851714
2015-04-07,73.23,2.63,27.84410646387833
2015-04-08,72.84,2.63,27.6958174904943
2015-04-09,74.63,2.63,28.376425855513308
2015-04-10,73.58,2.63,27.977186311787072
2015-04-13,72.63,2.63,27.61596958174905
2015-04-14,70.5,2.63,26.806083650190114
2015-04-15,70.91,2.63,26.96197718631179
2015-04-16,71.46,2.63,27.171102661596958
2015-04-17,70.07,2.63,26.642585551330797
2015-04-20,72.01,2.63,27.38022813688213
2015-04-21,74.07,2.63,28.163498098859314
2015-04-22,74.48,2.63,28.31939163498099
2015-04-23,73.27,2.63,27.859315589353614
2015-04-24,70.12,2.63,26.661596958174908
2015-04-27,69.37,2.63,26.37642585551331
2015-04-28,67.86,2.63,25.802281368821294
2015-04-29,68.65,2.63,26.10266159695818
2015-04-30,65.91,2.63,25.06083650190114
2015-05-01,69.6,2.63,26.4638783269962
2015-05-04,68.99,2.63,26.231939163498097
2015-05-05,67.07,2.63,25.50190114068441
2015-05-06,69.06,2.63,26.25855513307985
2015-05-07,75.56,2.63,28.73003802281369
2015-05-08,76.56,2.63,29.11026615969582
2015-05-11,74.56,2.63,28.34980988593156
2015-05-12,74.75,2.63,28.422053231939163
2015-05-13,74.96,2.63,28.50190114068441
2015-05-14,76.98,2.63,29.269961977186316
2015-05-15,76.54,2.63,29.10266159695818
2015-05-18,80.3,2.63,30.53231939163498
2015-05-19,80.1,2.63,30.456273764258555
2015-05-20,81.15,2.63,30.855513307984793
2015-05-21,81.26,2.63,30.89733840304183
2015-05-22,84.03,2.63,31.950570342205324
2015-05-26,82.46,2.63,31.35361216730038
2015-05-27,86.4,-0.46,-187.82608695652175
2015-05-28,82.3,-0.46,-178.91304347826085
2015-05-29,82.15,-0.46,-178.58695652173913
2015-06-01,80.94,-0.46,-175.9565217391304
2015-06-02,80.86,-0.46,-175.78260869565216
2015-06-03,81.55,-0.46,-177.28260869565216
2015-06-04,81.32,-0.46,-176.78260869565216
2015-06-05,83.7,-0.46,-181.95652173913044
2015-06-08,80.24,-0.46,-174.43478260869563
2015-06-09,80.05,-0.46,-174.02173913043478
2015-06-10,82.5,-0.46,-179.3478260869565
2015-06-11,82.0,-0.46,-178.26086956521738
2015-06-12,83.51,-0.46,-181.54347826086956
2015-06-15,82.18,-0.46,-178.6521739130435
2015-06-16,84.75,-0.46,-184.2391304347826
2015-06-17,84.56,-0.46,-183.82608695652175
2015-06-18,84.65,-0.46,-184.02173913043478
2015-06-19,85.25,-0.46,-185.32608695652172
2015-06-22,87.81,-0.46,-190.8913043478261
2015-06-23,85.31,-0.46,-185.45652173913044
2015-06-24,84.59,-0.46,-183.8913043478261
2015-06-25,84.98,-0.46,-184.73913043478262
2015-06-26,80.41,-0.46,-174.80434782608694
2015-06-29,79.06,-0.46,-171.8695652173913
2015-06-30,80.27,-0.46,-174.49999999999997
2015-07-01,80.36,-0.46,-174.69565217391303
2015-07-02,81.36,-0.46,-176.86956521739128
2015-07-06,79.99,-0.46,-173.89130434782606
2015-07-07,79.95,-0.46,-173.80434782608697
2015-07-08,74.68,-0.46,-162.34782608695653
2015-07-09,74.63,-0.46,-162.2391304347826
2015-07-10,76.16,-0.46,-165.56521739130434
2015-07-13,76.61,-0.46,-166.54347826086956
2015-07-14,77.96,-0.46,-169.4782608695652
2015-07-15,77.88,-0.46,-169.30434782608694
2015-07-16,80.24,-0.46,-174.43478260869563
2015-07-17,78.86,-0.46,-171.43478260869566
2015-07-20,76.7,-0.46,-166.7391304347826
2015-07-21,77.45,-0.46,-168.3695652173913
2015-07-22,74.17,-0.46,-161.2391304347826
2015-07-23,75.24,-0.46,-163.56521739130432
2015-07-24,72.28,-0.46,-157.1304347826087
2015-07-27,69.94,-0.46,-152.04347826086956
2015-07-28,70.75,-0.46,-153.80434782608694
2015-07-29,70.47,-0.46,-153.19565217391303
2015-07-30,60.49,-0.46,-131.5
2015-07-31,57.95,-0.46,-125.97826086956522
2015-08-03,57.52,-0.46,-125.04347826086956
2015-08-04,55.06,-0.46,-119.69565217391305
2015-08-05,54.83,0.01,5483.0
2015-08-06,51.83,0.01,5183.0
2015-08-07,52.2,0.01,5220.0
2015-08-10,54.53,0.01,5453.0
2015-08-11,53.86,0.01,5386.0
2015-08-12,56.96,0.01,5696.0
2015-08-13,58.32,0.01,5832.0
2015-08-14,58.24,0.01,5824.0
2015-08-17,58.28,0.01,5828.0
2015-08-18,55.93,0.01,5593.0
2015-08-19,55.59,0.01,5559.0
2015-08-20,52.36,0.01,5236.0
2015-08-21,49.99,0.01,4999.0
2015-08-24,48.5,0.01,4850.0
2015-08-25,49.81,0.01,4981.0
2015-08-26,52.75,0.01,5275.0
2015-08-27,54.74,0.01,5474.0
2015-08-28,55.79,0.01,5579.0
2015-08-31,55.51,0.01,5551.0
2015-09-01,53.45,0.01,5345.0
2015-09-02,54.82,0.01,5482.0
2015-09-03,56.57,0.01,5657.0
2015-09-04,55.79,0.01,5579.0
2015-09-08,58.19,0.01,5819.0
2015-09-09,56.55,0.01,5655.0
2015-09-10,53.98,0.01,5398.0
2015-09-11,53.52,0.01,5352.0
2015-09-14,53.49,0.01,5349.0
2015-09-15,52.73,0.01,5273.0
2015-09-16,51.74,0.01,5174.0
2015-09-17,51.39,0.01,5139.0
2015-09-18,50.73,0.01,5073.0
2015-09-21,49.9,0.01,4990.0
2015-09-22,47.37,0.01,4737.0
2015-09-23,48.06,0.01,4806.0
2015-09-24,46.77,0.01,4677.0
2015-09-25,47.68,0.01,4768.0
2015-09-28,43.25,0.01,4325.0
2015-09-29,43.57,0.01,4357.0
2015-09-30,45.05,0.01,4505.0
2015-10-01,43.63,0.01,4363.0
2015-10-02,44.96,0.01,4496.0
2015-10-05,44.77,0.01,4477.0
2015-10-06,44.28,0.01,4428.0
2015-10-07,45.55,0.01,4555.0
2015-10-08,45.26,0.01,4526.0
2015-10-09,45.66,0.01,4566.0
2015-10-12,46.43,0.01,4643.0
2015-10-13,44.14,0.01,4414.0
2015-10-14,46.5,0.01,4650.0
2015-10-15,48.31,0.01,4831.0
2015-10-16,47.32,0.01,4732.0
2015-10-19,46.85,0.01,4685.0
2015-10-20,48.2,0.01,4820.0
2015-10-21,48.5,0.01,4850.0
2015-10-22,49.55,0.01,4955.0
2015-10-23,51.5,0.01,5150.0
2015-10-26,46.76,0.01,4676.0
2015-10-27,45.89,0.01,4589.0
2015-10-28,45.17,0.01,4517.0
2015-10-29,43.81,0.01,4381.0
2015-10-30,43.93,0.01,4393.0
2015-11-02,45.27,0.01,4527.0
2015-11-03,45.71,0.01,4571.0
2015-11-04,46.57,0.01,4657.0
2015-11-05,45.08,0.01,4508.0
2015-11-06,55.55,0.01,5555.0
2015-11-09,54.09,0.01,5409.0
2015-11-10,52.29,0.01,5229.0
2015-11-11,52.2,0.01,5220.0
2015-11-12,50.97,0.03,1699.0
2015-11-13,51.0,0.03,1700.0
2015-11-16,51.84,0.03,1728.0000000000002
2015-11-17,54.74,0.03,1824.6666666666667
2015-11-18,56.34,0.03,1878.0000000000002
2015-11-19,55.77,0.03,1859.0000000000002
2015-11-20,54.78,0.03,1826.0
2015-11-23,54.85,0.03,1828.3333333333335
2015-11-24,55.75,0.03,1858.3333333333335
2015-11-25,57.34,0.03,1911.3333333333335
2015-11-27,57.51,0.03,1917.0
2015-11-30,58.07,0.03,1935.6666666666667
2015-12-01,58.04,0.03,1934.6666666666667
2015-12-02,58.48,0.03,1949.3333333333333
2015-12-03,58.09,0.03,1936.3333333333335
2015-12-04,59.54,0.03,1984.6666666666667
2015-12-07,57.63,0.03,1921.0000000000002
2015-12-08,57.28,0.03,1909.3333333333335
2015-12-09,56.15,0.03,1871.6666666666667
2015-12-10,57.5,0.03,1916.6666666666667
2015-12-11,56.19,0.03,1873.0
2015-12-14,52.48,0.03,1749.3333333333333
2015-12-15,51.69,0.03,1723.0
2015-12-16,53.23,0.03,1774.3333333333333
2015-12-17,52.75,0.03,1758.3333333333335
2015-12-18,51.63,0.03,1721.0000000000002
2015-12-21,53.35,0.03,1778.3333333333335
2015-12-22,52.41,0.03,1747.0
2015-12-23,54.41,0.03,1813.6666666666665
2015-12-24,54.21,0.03,1807.0
2015-12-28,52.89,0.03,1763.0
2015-12-29,52.99,0.03,1766.3333333333335
2015-12-30,51.66,0.03,1722.0
2015-12-31,50.9,0.03,1696.6666666666667
2016-01-04,50.72,0.03,1690.6666666666667
2016-01-05,47.53,0.03,1584.3333333333335
2016-01-06,44.62,0.03,1487.3333333333333
2016-01-07,45.64,0.03,1521.3333333333335
2016-01-08,44.49,0.03,1483.0000000000002
2016-01-11,44.22,0.03,1474.0
2016-01-12,44.78,0.03,1492.6666666666667
2016-01-13,40.39,0.03,1346.3333333333335
2016-01-14,39.42,0.03,1314.0
2016-01-15,36.6,0.03,1220.0
2016-01-19,36.29,0.03,1209.6666666666667
2016-01-20,37.05,0.03,1235.0
2016-01-21,37.84,0.03,1261.3333333333335
2016-01-22,41.06,0.03,1368.6666666666667
2016-01-25,39.76,0.03,1325.3333333333333
2016-01-26,39.76,0.03,1325.3333333333333
2016-01-27,37.02,0.03,1234.0000000000002
2016-01-28,36.67,0.03,1222.3333333333335
2016-01-29,39.6,0.03,1320.0
2016-02-01,39.97,0.03,1332.3333333333333
2016-02-02,37.15,0.03,1238.3333333333333
2016-02-03,37.06,0.03,1235.3333333333335
2016-02-04,38.78,0.03,1292.6666666666667
2016-02-05,37.25,0.03,1241.6666666666667
2016-02-08,36.42,0.03,1214.0
2016-02-09,35.14,0.03,1171.3333333333335
2016-02-10,35.36,-0.07,-505.1428571428571
2016-02-11,34.53,-0.07,-493.2857142857143
2016-02-12,37.55,-0.07,-536.4285714285713
2016-02-16,40.78,-0.07,-582.5714285714286
2016-02-17,41.59,-0.07,-594.1428571428571
2016-02-18,40.41,-0.07,-577.2857142857142
2016-02-19,41.85,-0.07,-597.8571428571428
2016-02-22,41.96,-0.07,-599.4285714285713
2016-02-23,41.49,-0.07,-592.7142857142857
2016-02-24,42.17,-0.07,-602.4285714285714
2016-02-25,42.67,-0.07,-609.5714285714286
2016-02-26,43.46,-0.07,-620.8571428571428
2016-02-29,45.08,-0.07,-643.9999999999999
2016-03-01,47.36,-0.07,-676.5714285714286
