date,FCX,FCX_EPS,PE Ratio
,,0.07,
1994-04-26,,0.03,
1994-08-05,,0.02,
1994-10-28,,0.03,
1995-04-25,,0.11,
1995-07-10,12.25,0.11,111.36363636363636
1995-07-11,12.5,0.11,113.63636363636364
1995-07-12,13.06,0.11,118.72727272727273
1995-07-13,13.06,0.11,118.72727272727273
1995-07-14,13.0,0.11,118.18181818181819
1995-07-17,12.94,0.11,117.63636363636363
1995-07-18,12.63,0.11,114.81818181818183
1995-07-19,11.88,0.11,108.0
1995-07-20,11.81,0.11,107.36363636363637
1995-07-21,12.06,0.11,109.63636363636364
1995-07-24,12.06,0.11,109.63636363636364
1995-07-25,12.13,0.11,110.27272727272728
1995-07-26,12.56,0.11,114.18181818181819
1995-07-27,12.88,0.11,117.0909090909091
1995-07-28,13.69,0.11,124.45454545454545
1995-07-31,13.5,0.11,122.72727272727273
1995-08-01,13.31,0.11,121.0
1995-08-02,12.69,0.11,115.36363636363636
1995-08-03,13.0,0.11,118.18181818181819
1995-08-04,12.69,0.11,115.36363636363636
1995-08-07,12.56,0.11,114.18181818181819
1995-08-08,12.44,0.11,113.09090909090908
1995-08-09,12.25,0.11,111.36363636363636
1995-08-10,12.38,0.11,112.54545454545455
1995-08-11,12.5,0.1,125.0
1995-08-14,12.25,0.1,122.5
1995-08-15,12.31,0.1,123.1
1995-08-16,12.38,0.1,123.8
1995-08-17,12.56,0.1,125.6
1995-08-18,12.25,0.1,122.5
1995-08-21,12.13,0.1,121.3
1995-08-22,12.0,0.1,120.0
1995-08-23,11.81,0.1,118.1
1995-08-24,11.63,0.1,116.3
1995-08-25,11.81,0.1,118.1
1995-08-28,11.63,0.1,116.3
1995-08-29,11.44,0.1,114.39999999999999
1995-08-30,11.56,0.1,115.6
1995-08-31,11.69,0.1,116.89999999999999
1995-09-01,11.75,0.1,117.5
1995-09-05,11.81,0.1,118.1
1995-09-06,11.94,0.1,119.39999999999999
1995-09-07,11.63,0.1,116.3
1995-09-08,11.63,0.1,116.3
1995-09-11,11.88,0.1,118.8
1995-09-12,12.0,0.1,120.0
1995-09-13,12.19,0.1,121.89999999999999
1995-09-14,12.25,0.1,122.5
1995-09-15,12.38,0.1,123.8
1995-09-18,12.44,0.1,124.39999999999999
1995-09-19,12.44,0.1,124.39999999999999
1995-09-20,12.38,0.1,123.8
1995-09-21,12.38,0.1,123.8
1995-09-22,12.31,0.1,123.1
1995-09-25,12.38,0.1,123.8
1995-09-26,12.31,0.1,123.1
1995-09-27,12.31,0.1,123.1
1995-09-28,12.69,0.1,126.89999999999999
1995-09-29,12.81,0.1,128.1
1995-10-02,12.88,0.1,128.8
1995-10-03,12.81,0.1,128.1
1995-10-04,12.5,0.1,125.0
1995-10-05,12.44,0.1,124.39999999999999
1995-10-06,12.5,0.1,125.0
1995-10-09,12.5,0.1,125.0
1995-10-10,12.56,0.1,125.6
1995-10-11,12.56,0.1,125.6
1995-10-12,12.63,0.1,126.3
1995-10-13,12.81,0.1,128.1
1995-10-16,12.63,0.1,126.3
1995-10-17,12.5,0.1,125.0
1995-10-18,12.69,0.1,126.89999999999999
1995-10-19,12.69,0.1,126.89999999999999
1995-10-20,12.38,0.1,123.8
1995-10-23,12.25,0.1,122.5
1995-10-24,12.31,0.1,123.1
1995-10-25,11.94,0.15,79.6
1995-10-26,11.75,0.15,78.33333333333334
1995-10-27,11.88,0.15,79.2
1995-10-30,11.81,0.15,78.73333333333333
1995-10-31,11.38,0.15,75.86666666666667
1995-11-01,11.75,0.15,78.33333333333334
1995-11-02,11.56,0.15,77.06666666666668
1995-11-03,11.63,0.15,77.53333333333335
1995-11-06,11.63,0.15,77.53333333333335
1995-11-07,11.81,0.15,78.73333333333333
1995-11-08,11.88,0.15,79.2
1995-11-09,11.94,0.15,79.6
1995-11-10,12.38,0.15,82.53333333333335
1995-11-13,12.5,0.15,83.33333333333334
1995-11-14,12.63,0.15,84.2
1995-11-15,12.63,0.15,84.2
1995-11-16,12.69,0.15,84.6
1995-11-17,12.5,0.15,83.33333333333334
1995-11-20,12.69,0.15,84.6
1995-11-21,12.81,0.15,85.4
1995-11-22,13.13,0.15,87.53333333333335
1995-11-24,13.25,0.15,88.33333333333334
1995-11-27,13.56,0.15,90.4
1995-11-28,13.56,0.15,90.4
1995-11-29,13.44,0.15,89.6
1995-11-30,13.56,0.15,90.4
1995-12-01,13.75,0.15,91.66666666666667
1995-12-04,14.13,0.15,94.2
1995-12-05,14.75,0.15,98.33333333333334
1995-12-06,14.94,0.15,99.6
1995-12-07,14.63,0.15,97.53333333333335
1995-12-08,14.56,0.15,97.06666666666668
1995-12-11,14.5,0.15,96.66666666666667
1995-12-12,14.81,0.15,98.73333333333333
1995-12-13,15.0,0.15,100.0
1995-12-14,14.94,0.15,99.6
1995-12-15,14.75,0.15,98.33333333333334
1995-12-18,14.44,0.15,96.26666666666667
1995-12-19,14.0,0.15,93.33333333333334
1995-12-20,13.63,0.15,90.86666666666667
1995-12-21,13.69,0.15,91.26666666666667
1995-12-22,13.94,0.15,92.93333333333334
1995-12-26,13.94,0.15,92.93333333333334
1995-12-27,13.75,0.15,91.66666666666667
1995-12-28,13.69,0.15,91.26666666666667
1995-12-29,14.06,0.15,93.73333333333333
1996-01-02,13.94,0.15,92.93333333333334
1996-01-03,13.88,0.15,92.53333333333335
1996-01-04,13.81,0.15,92.06666666666668
1996-01-05,13.94,0.15,92.93333333333334
1996-01-08,13.94,0.15,92.93333333333334
1996-01-09,13.94,0.15,92.93333333333334
1996-01-10,14.31,0.15,95.4
1996-01-11,14.06,0.15,93.73333333333333
1996-01-12,14.13,0.15,94.2
1996-01-15,13.81,0.15,92.06666666666668
1996-01-16,14.19,0.15,94.6
1996-01-17,14.19,0.15,94.6
1996-01-18,14.0,0.15,93.33333333333334
1996-01-19,14.19,0.15,94.6
1996-01-22,14.38,0.15,95.86666666666667
1996-01-23,14.31,0.15,95.4
1996-01-24,14.38,0.15,95.86666666666667
1996-01-25,14.69,0.15,97.93333333333334
1996-01-26,14.69,0.15,97.93333333333334
1996-01-29,14.63,0.15,97.53333333333335
1996-01-30,14.81,0.15,98.73333333333333
1996-01-31,14.81,0.15,98.73333333333333
1996-02-01,15.44,0.15,102.93333333333334
1996-02-02,15.69,0.15,104.6
1996-02-05,15.88,0.15,105.86666666666667
1996-02-06,15.75,0.15,105.0
1996-02-07,15.5,0.15,103.33333333333334
1996-02-08,15.44,0.15,102.93333333333334
1996-02-09,15.5,0.15,103.33333333333334
1996-02-12,15.63,0.15,104.2
1996-02-13,15.5,0.15,103.33333333333334
1996-02-14,15.81,0.15,105.4
1996-02-15,15.75,0.15,105.0
1996-02-16,15.69,0.15,104.6
1996-02-20,15.44,0.15,102.93333333333334
1996-02-21,15.56,0.15,103.73333333333333
1996-02-22,15.81,0.15,105.4
1996-02-23,16.13,0.15,107.53333333333333
1996-02-26,16.06,0.15,107.06666666666666
1996-02-27,16.31,0.15,108.73333333333333
1996-02-28,16.31,0.15,108.73333333333333
1996-02-29,16.31,0.15,108.73333333333333
1996-03-01,16.81,0.15,112.06666666666666
1996-03-04,16.19,0.15,107.93333333333335
1996-03-05,16.19,0.15,107.93333333333335
1996-03-06,16.25,0.15,108.33333333333334
1996-03-07,16.06,0.15,107.06666666666666
1996-03-08,15.63,0.15,104.2
1996-03-11,15.56,0.15,103.73333333333333
1996-03-12,14.88,0.15,99.2
1996-03-13,14.94,0.15,99.6
1996-03-14,15.63,0.15,104.2
1996-03-15,15.44,0.15,102.93333333333334
1996-03-18,15.69,0.15,104.6
1996-03-19,15.69,0.15,104.6
1996-03-20,15.44,0.15,102.93333333333334
1996-03-21,15.5,0.15,103.33333333333334
1996-03-22,15.44,0.15,102.93333333333334
1996-03-25,15.31,0.15,102.06666666666668
1996-03-26,16.5,0.15,110.0
1996-03-27,16.38,0.15,109.2
1996-03-28,16.0,0.15,106.66666666666667
1996-03-29,15.81,0.15,105.4
1996-04-01,15.5,0.15,103.33333333333334
1996-04-02,15.88,0.15,105.86666666666667
1996-04-03,16.56,0.15,110.39999999999999
1996-04-04,16.75,0.15,111.66666666666667
1996-04-08,16.94,0.15,112.93333333333335
1996-04-09,17.06,0.15,113.73333333333333
1996-04-10,17.0,0.15,113.33333333333334
1996-04-11,17.19,0.15,114.60000000000001
1996-04-12,16.69,0.15,111.26666666666668
1996-04-15,16.75,0.15,111.66666666666667
1996-04-16,16.75,0.15,111.66666666666667
1996-04-17,16.25,0.15,108.33333333333334
1996-04-18,16.31,0.15,108.73333333333333
1996-04-19,16.0,0.15,106.66666666666667
1996-04-22,16.0,0.15,106.66666666666667
1996-04-23,16.63,0.15,110.86666666666666
1996-04-24,16.81,0.15,112.06666666666666
1996-04-25,17.19,0.15,114.60000000000001
1996-04-26,16.88,0.06,281.3333333333333
1996-04-29,16.69,0.06,278.1666666666667
1996-04-30,16.44,0.06,274.00000000000006
1996-05-01,16.44,0.06,274.00000000000006
1996-05-02,16.19,0.06,269.83333333333337
1996-05-03,16.13,0.06,268.8333333333333
1996-05-06,17.0,0.06,283.33333333333337
1996-05-07,17.19,0.06,286.50000000000006
1996-05-08,17.75,0.06,295.83333333333337
1996-05-09,17.25,0.06,287.5
1996-05-10,17.56,0.06,292.66666666666663
1996-05-13,17.81,0.06,296.8333333333333
1996-05-14,17.88,0.06,298.0
1996-05-15,18.0,0.06,300.0
1996-05-16,18.0,0.06,300.0
1996-05-17,17.81,0.06,296.8333333333333
1996-05-20,17.19,0.06,286.50000000000006
1996-05-21,17.75,0.06,295.83333333333337
1996-05-22,17.31,0.06,288.5
1996-05-23,17.44,0.06,290.6666666666667
1996-05-24,17.19,0.06,286.50000000000006
1996-05-28,16.88,0.06,281.3333333333333
1996-05-29,16.5,0.06,275.0
1996-05-30,16.63,0.06,277.1666666666667
1996-05-31,16.63,0.06,277.1666666666667
1996-06-03,16.75,0.06,279.1666666666667
1996-06-04,16.31,0.06,271.8333333333333
1996-06-05,16.25,0.06,270.83333333333337
1996-06-06,15.56,0.06,259.33333333333337
1996-06-07,16.06,0.06,267.66666666666663
1996-06-10,16.44,0.06,274.00000000000006
1996-06-11,16.06,0.06,267.66666666666663
1996-06-12,15.81,0.06,263.5
1996-06-13,15.44,0.06,257.3333333333333
1996-06-14,15.25,0.06,254.16666666666669
1996-06-17,15.75,0.06,262.5
1996-06-18,15.81,0.06,263.5
1996-06-19,16.25,0.06,270.83333333333337
1996-06-20,15.75,0.06,262.5
1996-06-21,15.88,0.06,264.6666666666667
1996-06-24,15.88,0.06,264.6666666666667
1996-06-25,15.81,0.06,263.5
1996-06-26,15.56,0.06,259.33333333333337
1996-06-27,15.56,0.06,259.33333333333337
1996-06-28,15.94,0.06,265.6666666666667
1996-07-01,15.88,0.06,264.6666666666667
1996-07-02,16.13,0.06,268.8333333333333
1996-07-03,16.0,0.06,266.6666666666667
1996-07-05,15.81,0.06,263.5
1996-07-08,16.0,0.06,266.6666666666667
1996-07-09,16.19,0.06,269.83333333333337
1996-07-10,15.81,0.06,263.5
1996-07-11,15.75,0.06,262.5
1996-07-12,15.56,0.06,259.33333333333337
1996-07-15,15.19,0.06,253.16666666666666
1996-07-16,14.94,0.06,249.0
1996-07-17,14.81,0.06,246.83333333333334
1996-07-18,14.88,0.06,248.00000000000003
1996-07-19,14.75,0.06,245.83333333333334
1996-07-22,14.44,0.06,240.66666666666666
1996-07-23,14.44,0.06,240.66666666666666
1996-07-24,14.56,0.06,242.66666666666669
1996-07-25,14.81,0.06,246.83333333333334
1996-07-26,14.81,0.06,246.83333333333334
1996-07-29,14.63,0.06,243.83333333333334
1996-07-30,14.31,0.06,238.50000000000003
1996-07-31,14.81,0.06,246.83333333333334
1996-08-01,15.25,0.06,254.16666666666669
1996-08-02,15.38,0.06,256.33333333333337
1996-08-05,16.25,0.06,270.83333333333337
1996-08-06,15.81,0.06,263.5
1996-08-07,15.56,0.06,259.33333333333337
1996-08-08,15.31,0.07,218.7142857142857
1996-08-09,15.19,0.07,216.99999999999997
1996-08-12,14.88,0.07,212.57142857142856
1996-08-13,14.56,0.07,208.0
1996-08-14,14.69,0.07,209.85714285714283
1996-08-15,14.69,0.07,209.85714285714283
1996-08-16,14.44,0.07,206.28571428571425
1996-08-19,14.69,0.07,209.85714285714283
1996-08-20,15.06,0.07,215.14285714285714
1996-08-21,14.81,0.07,211.57142857142856
1996-08-22,14.81,0.07,211.57142857142856
1996-08-23,14.63,0.07,209.0
1996-08-26,14.88,0.07,212.57142857142856
1996-08-27,15.13,0.07,216.14285714285714
1996-08-28,15.0,0.07,214.28571428571428
1996-08-29,14.75,0.07,210.7142857142857
1996-08-30,14.69,0.07,209.85714285714283
1996-09-03,14.88,0.07,212.57142857142856
1996-09-04,15.13,0.07,216.14285714285714
1996-09-05,14.88,0.07,212.57142857142856
1996-09-06,14.94,0.07,213.4285714285714
1996-09-09,15.0,0.07,214.28571428571428
1996-09-10,15.06,0.07,215.14285714285714
1996-09-11,15.19,0.07,216.99999999999997
1996-09-12,15.25,0.07,217.85714285714283
1996-09-13,15.81,0.07,225.85714285714283
1996-09-16,15.75,0.07,224.99999999999997
1996-09-17,15.88,0.07,226.85714285714283
1996-09-18,16.31,0.07,232.99999999999997
1996-09-19,16.19,0.07,231.28571428571428
1996-09-20,16.0,0.07,228.57142857142856
1996-09-23,15.88,0.07,226.85714285714283
1996-09-24,15.69,0.07,224.1428571428571
1996-09-25,15.63,0.07,223.28571428571428
1996-09-26,15.5,0.07,221.42857142857142
1996-09-27,15.69,0.07,224.1428571428571
1996-09-30,15.63,0.07,223.28571428571428
1996-10-01,15.56,0.07,222.28571428571428
1996-10-02,15.63,0.07,223.28571428571428
1996-10-03,15.56,0.07,222.28571428571428
1996-10-04,15.5,0.07,221.42857142857142
1996-10-07,15.38,0.07,219.7142857142857
1996-10-08,15.38,0.07,219.7142857142857
1996-10-09,15.38,0.07,219.7142857142857
1996-10-10,15.5,0.07,221.42857142857142
1996-10-11,15.56,0.07,222.28571428571428
1996-10-14,15.63,0.07,223.28571428571428
1996-10-15,15.63,0.07,223.28571428571428
1996-10-16,15.63,0.07,223.28571428571428
1996-10-17,15.5,0.07,221.42857142857142
1996-10-18,15.75,0.07,224.99999999999997
1996-10-21,16.13,0.07,230.4285714285714
1996-10-22,16.19,0.07,231.28571428571428
1996-10-23,15.94,0.07,227.7142857142857
1996-10-24,15.88,0.07,226.85714285714283
1996-10-25,15.94,0.07,227.7142857142857
1996-10-28,15.88,0.07,226.85714285714283
1996-10-29,15.69,0.07,224.1428571428571
1996-10-30,15.63,0.07,223.28571428571428
1996-10-31,15.19,0.07,216.99999999999997
1996-11-01,15.06,0.07,215.14285714285714
1996-11-04,15.0,0.07,214.28571428571428
1996-11-05,15.0,0.07,214.28571428571428
1996-11-06,14.75,0.07,210.7142857142857
1996-11-07,14.81,0.12,123.41666666666667
1996-11-08,15.0,0.12,125.0
1996-11-11,15.56,0.12,129.66666666666669
1996-11-12,15.81,0.12,131.75
1996-11-13,16.13,0.12,134.41666666666666
1996-11-14,16.06,0.12,133.83333333333331
1996-11-15,16.06,0.12,133.83333333333331
1996-11-18,16.0,0.12,133.33333333333334
1996-11-19,15.88,0.12,132.33333333333334
1996-11-20,16.31,0.12,135.91666666666666
1996-11-21,16.25,0.12,135.41666666666669
1996-11-22,15.94,0.12,132.83333333333334
1996-11-25,15.94,0.12,132.83333333333334
1996-11-26,15.94,0.12,132.83333333333334
1996-11-27,16.06,0.12,133.83333333333331
1996-11-29,15.75,0.12,131.25
1996-12-02,15.56,0.12,129.66666666666669
1996-12-03,15.63,0.12,130.25
1996-12-04,15.5,0.12,129.16666666666669
1996-12-05,15.75,0.12,131.25
1996-12-06,15.88,0.12,132.33333333333334
1996-12-09,15.75,0.12,131.25
1996-12-10,15.5,0.12,129.16666666666669
1996-12-11,15.38,0.12,128.16666666666669
1996-12-12,15.25,0.12,127.08333333333334
1996-12-13,15.0,0.12,125.0
1996-12-16,14.63,0.12,121.91666666666667
1996-12-17,14.56,0.12,121.33333333333334
1996-12-18,14.31,0.12,119.25000000000001
1996-12-19,15.06,0.12,125.50000000000001
1996-12-20,15.5,0.12,129.16666666666669
1996-12-23,15.63,0.12,130.25
1996-12-24,15.63,0.12,130.25
1996-12-26,15.56,0.12,129.66666666666669
1996-12-27,15.44,0.12,128.66666666666666
1996-12-30,15.13,0.12,126.08333333333334
1996-12-31,14.94,0.12,124.5
1997-01-02,15.06,0.12,125.50000000000001
1997-01-03,15.13,0.12,126.08333333333334
1997-01-06,15.0,0.12,125.0
1997-01-07,14.94,0.12,124.5
1997-01-08,14.75,0.12,122.91666666666667
1997-01-09,14.69,0.12,122.41666666666667
