date,WAB,WAB_EPS,PE Ratio
1996-05-03,6.56,0.1,65.6
1996-05-06,6.56,0.1,65.6
1996-05-07,6.63,0.1,66.3
1996-05-08,6.56,0.1,65.6
1996-05-09,6.44,0.1,64.4
1996-05-10,6.44,0.1,64.4
1996-05-13,6.44,0.1,64.4
1996-05-14,6.38,0.1,63.8
1996-05-15,6.38,0.1,63.8
1996-05-16,6.31,0.1,63.099999999999994
1996-05-17,6.38,0.1,63.8
1996-05-20,6.19,0.1,61.9
1996-05-21,6.25,0.1,62.5
1996-05-22,6.56,0.1,65.6
1996-05-23,6.5,0.1,65.0
1996-05-24,6.56,0.1,65.6
1996-05-28,6.44,0.1,64.4
1996-05-29,6.25,0.1,62.5
1996-05-30,6.25,0.1,62.5
1996-05-31,6.25,0.1,62.5
1996-06-03,6.25,0.1,62.5
1996-06-04,6.19,0.1,61.9
1996-06-05,6.13,0.1,61.3
1996-06-06,5.94,0.1,59.4
1996-06-07,6.0,0.1,60.0
1996-06-10,6.13,0.1,61.3
1996-06-11,6.13,0.1,61.3
1996-06-12,6.19,0.1,61.9
1996-06-13,5.88,0.1,58.8
1996-06-14,5.94,0.1,59.4
1996-06-17,5.88,0.1,58.8
1996-06-18,5.88,0.1,58.8
1996-06-19,5.88,0.1,58.8
1996-06-20,6.13,0.1,61.3
1996-06-21,6.19,0.1,61.9
1996-06-24,6.63,0.1,66.3
1996-06-25,6.56,0.1,65.6
1996-06-26,6.5,0.1,65.0
1996-06-27,6.44,0.1,64.4
1996-06-28,6.56,0.1,65.6
1996-07-01,6.56,0.1,65.6
1996-07-02,6.5,0.1,65.0
1996-07-03,6.5,0.1,65.0
1996-07-05,6.44,0.1,64.4
1996-07-08,6.44,0.1,64.4
1996-07-09,6.44,0.1,64.4
1996-07-10,6.38,0.1,63.8
1996-07-11,6.38,0.1,63.8
1996-07-12,6.31,0.1,63.099999999999994
1996-07-15,5.75,0.1,57.5
1996-07-16,5.5,0.1,55.0
1996-07-17,5.44,0.1,54.4
1996-07-18,5.44,0.1,54.4
1996-07-19,5.5,0.1,55.0
1996-07-22,5.44,0.1,54.4
1996-07-23,5.31,0.1,53.099999999999994
1996-07-24,5.13,0.1,51.3
1996-07-25,5.25,0.1,52.5
1996-07-26,5.31,0.1,53.099999999999994
1996-07-29,5.25,0.1,52.5
1996-07-30,5.38,0.1,53.8
1996-07-31,5.56,0.1,55.599999999999994
1996-08-01,5.5,0.1,55.0
1996-08-02,5.56,0.1,55.599999999999994
1996-08-05,5.69,0.1,56.9
1996-08-06,5.63,0.1,56.3
1996-08-07,5.75,0.1,57.5
1996-08-08,5.69,0.1,56.9
1996-08-09,5.81,0.1,58.099999999999994
1996-08-12,5.88,0.1,58.8
1996-08-13,5.81,0.1,58.099999999999994
1996-08-14,5.81,0.1,58.099999999999994
1996-08-15,5.88,0.1,58.8
1996-08-16,5.88,0.1,58.8
1996-08-19,5.88,0.1,58.8
1996-08-20,5.81,0.1,58.099999999999994
1996-08-21,5.81,0.1,58.099999999999994
1996-08-22,5.94,0.1,59.4
1996-08-23,5.81,0.1,58.099999999999994
1996-08-26,5.81,0.1,58.099999999999994
1996-08-27,5.88,0.1,58.8
1996-08-28,6.0,0.1,60.0
1996-08-29,6.0,0.1,60.0
1996-08-30,6.19,0.1,61.9
1996-09-03,6.06,0.1,60.599999999999994
1996-09-04,6.13,0.1,61.3
1996-09-05,5.94,0.1,59.4
1996-09-06,5.94,0.1,59.4
1996-09-09,5.88,0.1,58.8
1996-09-10,6.0,0.1,60.0
1996-09-11,6.0,0.1,60.0
1996-09-12,6.13,0.1,61.3
1996-09-13,6.13,0.1,61.3
1996-09-16,6.13,0.1,61.3
1996-09-17,6.13,0.1,61.3
1996-09-18,6.06,0.1,60.599999999999994
1996-09-19,6.06,0.1,60.599999999999994
1996-09-20,5.94,0.1,59.4
1996-09-23,5.75,0.1,57.5
1996-09-24,5.75,0.1,57.5
1996-09-25,5.56,0.1,55.599999999999994
1996-09-26,5.88,0.1,58.8
1996-09-27,5.81,0.1,58.099999999999994
1996-09-30,5.63,0.1,56.3
1996-10-01,5.75,0.1,57.5
1996-10-02,5.81,0.1,58.099999999999994
1996-10-03,5.69,0.1,56.9
1996-10-04,5.63,0.1,56.3
1996-10-07,5.69,0.1,56.9
1996-10-08,5.63,0.1,56.3
1996-10-09,5.75,0.1,57.5
1996-10-10,5.75,0.1,57.5
1996-10-11,5.69,0.1,56.9
1996-10-14,5.56,0.1,55.599999999999994
1996-10-15,5.5,0.1,55.0
1996-10-16,5.56,0.1,55.599999999999994
1996-10-17,5.5,0.1,55.0
1996-10-18,5.5,0.1,55.0
1996-10-21,5.44,0.1,54.4
1996-10-22,5.31,0.1,53.099999999999994
1996-10-23,5.44,0.1,54.4
1996-10-24,5.44,0.1,54.4
1996-10-25,5.44,0.1,54.4
1996-10-28,5.44,0.1,54.4
1996-10-29,5.38,0.1,53.8
1996-10-30,5.38,0.1,53.8
1996-10-31,5.44,0.1,54.4
1996-11-01,5.56,0.1,55.599999999999994
1996-11-04,5.5,0.1,55.0
1996-11-05,5.56,0.1,55.599999999999994
1996-11-06,5.5,0.1,55.0
1996-11-07,5.56,0.1,55.599999999999994
1996-11-08,5.56,0.1,55.599999999999994
1996-11-11,5.5,0.1,55.0
1996-11-12,5.56,0.1,55.599999999999994
1996-11-13,5.5,0.1,55.0
1996-11-14,5.5,0.1,55.0
1996-11-15,5.69,0.1,56.9
1996-11-18,5.69,0.1,56.9
1996-11-19,5.56,0.1,55.599999999999994
1996-11-20,5.56,0.1,55.599999999999994
1996-11-21,5.5,0.1,55.0
1996-11-22,5.63,0.1,56.3
1996-11-25,5.69,0.1,56.9
1996-11-26,5.5,0.1,55.0
1996-11-27,5.5,0.1,55.0
1996-11-29,5.56,0.1,55.599999999999994
1996-12-02,5.63,0.1,56.3
1996-12-03,5.63,0.1,56.3
1996-12-04,5.69,0.1,56.9
1996-12-05,5.75,0.1,57.5
1996-12-06,5.63,0.1,56.3
1996-12-09,5.75,0.1,57.5
1996-12-10,5.69,0.1,56.9
1996-12-11,5.69,0.1,56.9
1996-12-12,5.63,0.1,56.3
1996-12-13,5.63,0.1,56.3
1996-12-16,5.69,0.1,56.9
1996-12-17,5.75,0.1,57.5
1996-12-18,5.88,0.1,58.8
1996-12-19,6.19,0.1,61.9
1996-12-20,6.19,0.1,61.9
1996-12-23,6.44,0.1,64.4
1996-12-24,6.5,0.1,65.0
1996-12-26,6.44,0.1,64.4
1996-12-27,6.44,0.1,64.4
1996-12-30,6.25,0.1,62.5
1996-12-31,6.31,0.1,63.099999999999994
1997-01-02,6.19,0.1,61.9
1997-01-03,6.13,0.1,61.3
1997-01-06,6.19,0.1,61.9
1997-01-07,6.25,0.1,62.5
1997-01-08,6.38,0.1,63.8
1997-01-09,6.38,0.1,63.8
1997-01-10,6.31,0.1,63.099999999999994
1997-01-13,6.31,0.1,63.099999999999994
1997-01-14,6.25,0.1,62.5
1997-01-15,6.25,0.1,62.5
1997-01-16,6.19,0.1,61.9
1997-01-17,6.19,0.1,61.9
1997-01-20,6.25,0.1,62.5
1997-01-21,6.38,0.1,63.8
1997-01-22,6.31,0.1,63.099999999999994
1997-01-23,6.25,0.1,62.5
1997-01-24,6.31,0.1,63.099999999999994
1997-01-27,6.44,0.1,64.4
1997-01-28,6.38,0.1,63.8
1997-01-29,6.31,0.1,63.099999999999994
1997-01-30,6.31,0.1,63.099999999999994
1997-01-31,6.31,0.1,63.099999999999994
1997-02-03,6.25,0.1,62.5
1997-02-04,6.13,0.1,61.3
1997-02-05,6.13,0.1,61.3
1997-02-06,6.19,0.1,61.9
1997-02-07,6.25,0.1,62.5
1997-02-10,6.13,0.1,61.3
1997-02-11,6.19,0.1,61.9
1997-02-12,6.19,0.1,61.9
1997-02-13,6.19,0.1,61.9
1997-02-14,6.31,0.1,63.099999999999994
1997-02-18,6.25,0.1,62.5
1997-02-19,6.19,0.1,61.9
1997-02-20,6.31,0.1,63.099999999999994
1997-02-21,6.25,0.1,62.5
1997-02-24,6.44,0.1,64.4
1997-02-25,6.44,0.1,64.4
1997-02-26,6.63,0.1,66.3
1997-02-27,6.5,0.1,65.0
1997-02-28,6.31,0.1,63.099999999999994
1997-03-03,6.25,0.1,62.5
1997-03-04,6.31,0.1,63.099999999999994
1997-03-05,6.31,0.1,63.099999999999994
1997-03-06,6.56,0.1,65.6
1997-03-07,6.88,0.1,68.8
1997-03-10,6.75,0.1,67.5
1997-03-11,6.75,0.1,67.5
1997-03-12,7.0,0.1,70.0
1997-03-13,6.94,0.1,69.4
1997-03-14,7.13,0.1,71.3
1997-03-17,7.0,0.1,70.0
1997-03-18,6.94,0.1,69.4
1997-03-19,6.88,0.1,68.8
1997-03-20,6.81,0.1,68.1
1997-03-21,6.81,0.1,68.1
1997-03-24,6.81,0.1,68.1
1997-03-25,6.88,0.1,68.8
1997-03-26,7.0,0.1,70.0
1997-03-27,7.0,0.1,70.0
1997-03-31,6.5,0.1,65.0
1997-04-01,6.38,0.1,63.8
1997-04-02,6.81,0.1,68.1
1997-04-03,6.69,0.1,66.9
1997-04-04,6.81,0.1,68.1
1997-04-07,6.69,0.1,66.9
1997-04-08,6.69,0.1,66.9
1997-04-09,6.88,0.1,68.8
1997-04-10,7.13,0.1,71.3
1997-04-11,7.31,0.1,73.1
1997-04-14,7.31,0.1,73.1
1997-04-15,7.31,0.1,73.1
1997-04-16,7.25,0.1,72.5
1997-04-17,7.19,0.1,71.9
1997-04-18,7.13,0.1,71.3
1997-04-21,7.0,0.1,70.0
1997-04-22,7.13,0.1,71.3
1997-04-23,7.31,0.1,73.1
1997-04-24,7.25,0.1,72.5
1997-04-25,7.25,0.1,72.5
1997-04-28,7.06,0.1,70.6
1997-04-29,7.19,0.1,71.9
1997-04-30,7.19,0.1,71.9
1997-05-01,7.19,0.1,71.9
1997-05-02,7.25,0.1,72.5
1997-05-05,7.25,0.1,72.5
1997-05-06,7.25,0.1,72.5
1997-05-07,7.25,0.1,72.5
1997-05-08,7.25,0.1,72.5
1997-05-09,7.25,0.1,72.5
1997-05-12,7.5,0.1,75.0
1997-05-13,7.94,0.1,79.4
1997-05-14,8.63,0.1,86.3
1997-05-15,8.31,0.1,83.1
1997-05-16,8.44,0.1,84.39999999999999
1997-05-19,8.5,0.1,85.0
1997-05-20,8.5,0.1,85.0
1997-05-21,8.63,0.1,86.3
1997-05-22,8.81,0.1,88.1
1997-05-23,9.0,0.1,90.0
1997-05-27,8.75,0.1,87.5
1997-05-28,8.5,0.1,85.0
1997-05-29,8.38,0.1,83.8
1997-05-30,8.25,0.1,82.5
1997-06-02,8.25,0.1,82.5
1997-06-03,8.31,0.1,83.1
1997-06-04,8.13,0.1,81.3
1997-06-05,8.13,0.1,81.3
1997-06-06,8.0,0.1,80.0
1997-06-09,7.88,0.1,78.8
1997-06-10,7.94,0.1,79.4
1997-06-11,8.56,0.1,85.6
1997-06-12,8.25,0.1,82.5
1997-06-13,8.44,0.1,84.39999999999999
1997-06-16,8.44,0.1,84.39999999999999
1997-06-17,8.44,0.1,84.39999999999999
1997-06-18,8.38,0.1,83.8
1997-06-19,8.44,0.1,84.39999999999999
1997-06-20,8.38,0.1,83.8
1997-06-23,8.31,0.1,83.1
1997-06-24,8.44,0.1,84.39999999999999
1997-06-25,8.81,0.1,88.1
1997-06-26,8.78,0.1,87.79999999999998
1997-06-27,8.94,0.1,89.39999999999999
1997-06-30,10.0,0.1,100.0
1997-07-01,9.63,0.1,96.3
1997-07-02,10.0,0.1,100.0
1997-07-03,10.0,0.1,100.0
1997-07-07,10.03,0.1,100.29999999999998
1997-07-08,9.97,0.1,99.7
1997-07-09,9.88,0.1,98.8
1997-07-10,9.5,0.1,95.0
1997-07-11,9.63,0.1,96.3
1997-07-14,9.69,0.1,96.89999999999999
1997-07-15,9.91,0.1,99.1
1997-07-16,10.0,0.1,100.0
1997-07-17,10.0,0.1,100.0
1997-07-18,9.97,0.1,99.7
1997-07-21,9.94,0.1,99.39999999999999
1997-07-22,9.91,0.1,99.1
1997-07-23,10.0,0.1,100.0
1997-07-24,10.0,0.1,100.0
1997-07-25,9.94,0.1,99.39999999999999
1997-07-28,9.94,0.1,99.39999999999999
1997-07-29,10.0,0.1,100.0
1997-07-30,9.94,0.1,99.39999999999999
1997-07-31,9.75,0.1,97.5
1997-08-01,9.72,0.1,97.2
1997-08-04,9.72,0.1,97.2
1997-08-05,9.75,0.1,97.5
1997-08-06,9.81,0.1,98.1
1997-08-07,9.97,0.1,99.7
1997-08-08,9.59,0.1,95.89999999999999
1997-08-11,9.59,0.1,95.89999999999999
1997-08-12,9.63,0.1,96.3
1997-08-13,9.16,0.1,91.6
1997-08-14,8.97,0.1,89.7
1997-08-15,8.97,0.1,89.7
1997-08-18,9.0,0.1,90.0
1997-08-19,8.97,0.1,89.7
1997-08-20,9.0,0.1,90.0
1997-08-21,9.0,0.1,90.0
1997-08-22,8.94,0.1,89.39999999999999
1997-08-25,9.31,0.1,93.1
1997-08-26,9.25,0.1,92.5
1997-08-27,9.53,0.1,95.29999999999998
1997-08-28,9.72,0.1,97.2
1997-08-29,9.63,0.1,96.3
1997-09-02,9.94,0.1,99.39999999999999
1997-09-03,10.03,0.1,100.29999999999998
1997-09-04,9.88,0.1,98.8
1997-09-05,9.88,0.1,98.8
1997-09-08,10.06,0.1,100.6
1997-09-09,10.13,0.1,101.3
1997-09-10,10.19,0.1,101.89999999999999
1997-09-11,10.06,0.1,100.6
1997-09-12,10.16,0.1,101.6
1997-09-15,10.38,0.1,103.8
1997-09-16,10.53,0.1,105.29999999999998
1997-09-17,10.53,0.1,105.29999999999998
1997-09-18,10.75,0.1,107.5
1997-09-19,10.91,0.1,109.1
1997-09-22,11.16,0.1,111.6
1997-09-23,10.91,0.1,109.1
1997-09-24,10.75,0.1,107.5
1997-09-25,10.56,0.1,105.6
1997-09-26,10.75,0.1,107.5
1997-09-29,10.94,0.1,109.39999999999999
1997-09-30,11.56,0.1,115.6
1997-10-01,11.59,0.1,115.89999999999999
1997-10-02,11.63,0.1,116.3
1997-10-03,11.63,0.1,116.3
1997-10-06,11.97,0.1,119.7
1997-10-07,12.31,0.1,123.1
1997-10-08,12.28,0.1,122.79999999999998
1997-10-09,12.44,0.1,124.39999999999999
1997-10-10,12.38,0.1,123.8
1997-10-13,12.56,0.1,125.6
1997-10-14,12.53,0.1,125.29999999999998
1997-10-15,12.66,0.1,126.6
1997-10-16,12.59,0.1,125.89999999999999
1997-10-17,12.44,0.1,124.39999999999999
1997-10-20,12.88,0.1,128.8
1997-10-21,13.94,0.1,139.39999999999998
1997-10-22,13.78,0.1,137.79999999999998
1997-10-23,13.09,0.1,130.89999999999998
1997-10-24,13.13,0.1,131.3
1997-10-27,11.88,0.1,118.8
1997-10-28,11.94,0.1,119.39999999999999
1997-10-29,12.41,0.1,124.1
1997-10-30,12.31,0.1,123.1
1997-10-31,12.41,0.1,124.1
1997-11-03,12.47,0.1,124.7
1997-11-04,12.44,0.1,124.39999999999999
1997-11-05,12.5,0.1,125.0
1997-11-06,12.94,0.1,129.39999999999998
1997-11-07,13.06,0.1,130.6
1997-11-10,12.72,0.1,127.2
1997-11-11,12.63,0.1,126.3
1997-11-12,12.44,0.1,124.39999999999999
1997-11-13,12.16,0.1,121.6
1997-11-14,11.94,0.1,119.39999999999999
1997-11-17,11.94,0.1,119.39999999999999
1997-11-18,11.97,0.1,119.7
1997-11-19,11.84,0.1,118.39999999999999
1997-11-20,11.97,0.1,119.7
1997-11-21,11.84,0.1,118.39999999999999
1997-11-24,11.72,0.1,117.2
1997-11-25,11.53,0.1,115.29999999999998
1997-11-26,11.5,0.1,115.0
1997-11-28,11.5,0.1,115.0
1997-12-01,11.5,0.1,115.0
1997-12-02,11.5,0.1,115.0
1997-12-03,11.47,0.1,114.7
1997-12-04,11.5,0.1,115.0
1997-12-05,11.47,0.1,114.7
1997-12-08,11.34,0.1,113.39999999999999
1997-12-09,11.91,0.1,119.1
1997-12-10,11.63,0.1,116.3
1997-12-11,11.38,0.1,113.8
1997-12-12,11.09,0.1,110.89999999999999
1997-12-15,11.0,0.1,110.0
1997-12-16,10.94,0.1,109.39999999999999
1997-12-17,11.19,0.1,111.89999999999999
1997-12-18,11.0,0.1,110.0
1997-12-19,11.16,0.1,111.6
1997-12-22,11.34,0.1,113.39999999999999
1997-12-23,11.91,0.1,119.1
1997-12-24,11.84,0.1,118.39999999999999
1997-12-26,12.0,0.1,120.0
1997-12-29,12.13,0.1,121.3
1997-12-30,12.31,0.1,123.1
1997-12-31,12.81,0.1,128.1
1998-01-02,12.47,0.1,124.7
1998-01-05,12.81,0.1,128.1
1998-01-06,12.75,0.1,127.5
1998-01-07,12.5,0.1,125.0
1998-01-08,12.47,0.1,124.7
1998-01-09,12.25,0.1,122.5
1998-01-12,11.69,0.1,116.89999999999999
1998-01-13,11.5,0.1,115.0
1998-01-14,11.66,0.1,116.6
1998-01-15,11.63,0.1,116.3
1998-01-16,11.72,0.1,117.2
1998-01-20,12.0,0.1,120.0
1998-01-21,11.84,0.1,118.39999999999999
1998-01-22,11.88,0.1,118.8
1998-01-23,12.03,0.1,120.29999999999998
1998-01-26,12.06,0.1,120.6
1998-01-27,12.0,0.1,120.0
1998-01-28,12.19,0.1,121.89999999999999
1998-01-29,12.34,0.1,123.39999999999999
1998-01-30,12.38,0.1,123.8
1998-02-02,12.28,0.1,122.79999999999998
1998-02-03,12.38,0.1,123.8
1998-02-04,12.19,0.1,121.89999999999999
1998-02-05,12.25,0.1,122.5
1998-02-06,12.47,0.1,124.7
1998-02-09,12.44,0.1,124.39999999999999
1998-02-10,12.25,0.1,122.5
1998-02-11,12.09,0.1,120.89999999999999
1998-02-12,12.25,0.1,122.5
1998-02-13,12.25,0.1,122.5
1998-02-17,12.72,0.1,127.2
1998-02-18,12.84,0.1,128.39999999999998
1998-02-19,12.94,0.1,129.39999999999998
1998-02-20,12.69,0.1,126.89999999999999
1998-02-23,12.41,0.1,124.1
1998-02-24,12.19,0.1,121.89999999999999
1998-02-25,12.25,0.1,122.5
1998-02-26,12.5,0.1,125.0
1998-02-27,12.63,0.1,126.3
1998-03-02,12.38,0.1,123.8
1998-03-03,12.69,0.1,126.89999999999999
1998-03-04,12.56,0.1,125.6
1998-03-05,13.0,0.1,130.0
1998-03-06,13.25,0.1,132.5
1998-03-09,13.19,0.1,131.89999999999998
1998-03-10,13.25,0.1,132.5
1998-03-11,13.59,0.1,135.89999999999998
1998-03-12,13.75,0.1,137.5
1998-03-13,13.81,0.1,138.1
1998-03-16,13.75,0.1,137.5
1998-03-17,13.69,0.1,136.89999999999998
1998-03-18,13.69,0.1,136.89999999999998
1998-03-19,13.75,0.1,137.5
1998-03-20,14.06,0.1,140.6
1998-03-23,13.59,0.1,135.89999999999998
1998-03-24,13.78,0.1,137.79999999999998
1998-03-25,13.78,0.1,137.79999999999998
