date,MTD,MTD_EPS,PE Ratio
1999-02-09,25.0,0.31,80.64516129032258
1999-02-10,25.19,0.31,81.25806451612904
1999-02-11,25.31,0.31,81.64516129032258
1999-02-12,25.0,0.31,80.64516129032258
1999-02-16,25.06,0.31,80.83870967741935
1999-02-17,25.06,0.31,80.83870967741935
1999-02-18,25.5,0.31,82.25806451612904
1999-02-19,25.81,0.31,83.25806451612902
1999-02-22,26.25,0.31,84.6774193548387
1999-02-23,26.0,0.31,83.87096774193549
1999-02-24,25.06,0.31,80.83870967741935
1999-02-25,24.88,0.31,80.25806451612902
1999-02-26,25.56,0.31,82.45161290322581
1999-03-01,25.19,0.31,81.25806451612904
1999-03-02,25.81,0.31,83.25806451612902
1999-03-03,25.69,0.31,82.87096774193549
1999-03-04,25.56,0.31,82.45161290322581
1999-03-05,25.63,0.31,82.6774193548387
1999-03-08,26.06,0.31,84.06451612903226
1999-03-09,25.38,0.31,81.87096774193549
1999-03-10,25.0,0.31,80.64516129032258
1999-03-11,23.75,0.31,76.61290322580645
1999-03-12,22.0,0.31,70.96774193548387
1999-03-15,23.25,0.31,75.0
1999-03-16,23.44,0.31,75.61290322580646
1999-03-17,23.13,0.31,74.61290322580645
1999-03-18,23.06,0.31,74.38709677419355
1999-03-19,22.75,0.31,73.38709677419355
1999-03-22,22.38,0.31,72.19354838709677
1999-03-23,20.94,0.31,67.54838709677419
1999-03-24,20.44,0.31,65.93548387096774
1999-03-25,22.88,0.31,73.80645161290322
1999-03-26,23.5,0.31,75.80645161290323
1999-03-29,23.44,0.31,75.61290322580646
1999-03-30,23.56,0.31,76.0
1999-03-31,24.75,0.31,79.83870967741936
1999-04-01,24.5,0.31,79.03225806451613
1999-04-05,24.38,0.31,78.64516129032258
1999-04-06,23.63,0.31,76.2258064516129
1999-04-07,23.0,0.31,74.19354838709677
1999-04-08,22.88,0.31,73.80645161290322
1999-04-09,24.38,0.31,78.64516129032258
1999-04-12,23.94,0.31,77.22580645161291
1999-04-13,24.63,0.31,79.45161290322581
1999-04-14,26.38,0.31,85.09677419354838
1999-04-15,25.81,0.31,83.25806451612902
1999-04-16,25.75,0.31,83.06451612903226
1999-04-19,26.06,0.31,84.06451612903226
1999-04-20,27.0,0.31,87.09677419354838
1999-04-21,26.06,0.31,84.06451612903226
1999-04-22,26.5,0.31,85.48387096774194
1999-04-23,26.38,0.31,85.09677419354838
1999-04-26,27.13,0.31,87.51612903225806
1999-04-27,27.38,0.31,88.32258064516128
1999-04-28,25.88,0.31,83.48387096774194
1999-04-29,26.25,0.31,84.6774193548387
1999-04-30,26.13,0.31,84.29032258064515
1999-05-03,26.63,0.31,85.90322580645162
1999-05-04,25.69,0.31,82.87096774193549
1999-05-05,25.38,0.31,81.87096774193549
1999-05-06,25.75,0.31,83.06451612903226
1999-05-07,25.56,0.2,127.79999999999998
1999-05-10,25.94,0.2,129.7
1999-05-11,25.69,0.2,128.45
1999-05-12,26.0,0.2,130.0
1999-05-13,25.38,0.2,126.89999999999999
1999-05-14,24.63,0.2,123.14999999999999
1999-05-17,25.19,0.2,125.95
1999-05-18,25.63,0.2,128.14999999999998
1999-05-19,25.63,0.2,128.14999999999998
1999-05-20,25.75,0.2,128.75
1999-05-21,25.44,0.2,127.2
1999-05-24,24.75,0.2,123.75
1999-05-25,23.88,0.2,119.39999999999999
1999-05-26,24.19,0.2,120.95
1999-05-27,24.63,0.2,123.14999999999999
1999-05-28,24.75,0.2,123.75
1999-06-01,25.56,0.2,127.79999999999998
1999-06-02,27.5,0.2,137.5
1999-06-03,26.25,0.2,131.25
1999-06-04,26.88,0.2,134.39999999999998
1999-06-07,26.81,0.2,134.04999999999998
1999-06-08,26.69,0.2,133.45
1999-06-09,26.5,0.2,132.5
1999-06-10,26.38,0.2,131.89999999999998
1999-06-11,26.63,0.2,133.14999999999998
1999-06-14,26.88,0.2,134.39999999999998
1999-06-15,26.88,0.2,134.39999999999998
1999-06-16,27.25,0.2,136.25
1999-06-17,27.25,0.2,136.25
1999-06-18,27.0,0.2,135.0
1999-06-21,25.94,0.2,129.7
1999-06-22,26.5,0.2,132.5
1999-06-23,26.25,0.2,131.25
1999-06-24,26.25,0.2,131.25
1999-06-25,26.44,0.2,132.2
1999-06-28,26.19,0.2,130.95
1999-06-29,26.13,0.2,130.64999999999998
1999-06-30,25.5,0.2,127.5
1999-07-01,25.13,0.2,125.64999999999999
1999-07-02,26.06,0.2,130.29999999999998
1999-07-06,26.13,0.2,130.64999999999998
1999-07-07,26.63,0.2,133.14999999999998
1999-07-08,26.0,0.2,130.0
1999-07-09,26.38,0.2,131.89999999999998
1999-07-12,27.06,0.2,135.29999999999998
1999-07-13,27.38,0.2,136.89999999999998
1999-07-14,28.38,0.2,141.89999999999998
1999-07-15,29.69,0.2,148.45
1999-07-16,30.38,0.2,151.89999999999998
1999-07-19,30.38,0.2,151.89999999999998
1999-07-20,29.94,0.2,149.7
1999-07-21,29.63,0.2,148.14999999999998
1999-07-22,29.5,0.2,147.5
1999-07-23,29.25,0.2,146.25
1999-07-26,29.5,0.2,147.5
1999-07-27,29.38,0.2,146.89999999999998
1999-07-28,29.25,0.2,146.25
1999-07-29,28.88,0.2,144.39999999999998
1999-07-30,28.94,0.2,144.7
1999-08-02,29.56,0.2,147.79999999999998
1999-08-03,29.38,0.2,146.89999999999998
1999-08-04,28.5,0.2,142.5
1999-08-05,29.06,0.2,145.29999999999998
1999-08-06,28.5,0.2,142.5
1999-08-09,28.63,0.2,143.14999999999998
1999-08-10,27.63,0.2,138.14999999999998
1999-08-11,27.63,0.2,138.14999999999998
1999-08-12,28.38,0.2,141.89999999999998
1999-08-13,28.81,0.2,144.04999999999998
1999-08-16,28.88,0.33,87.5151515151515
1999-08-17,28.63,0.33,86.75757575757575
1999-08-18,27.31,0.33,82.75757575757575
1999-08-19,27.63,0.33,83.72727272727272
1999-08-20,27.75,0.33,84.0909090909091
1999-08-23,28.38,0.33,86.0
1999-08-24,29.25,0.33,88.63636363636363
1999-08-25,28.63,0.33,86.75757575757575
1999-08-26,28.06,0.33,85.03030303030302
1999-08-27,27.25,0.33,82.57575757575758
1999-08-30,26.5,0.33,80.3030303030303
1999-08-31,26.63,0.33,80.69696969696969
1999-09-01,26.06,0.33,78.96969696969697
1999-09-02,24.63,0.33,74.63636363636363
1999-09-03,25.5,0.33,77.27272727272727
1999-09-07,25.06,0.33,75.93939393939394
1999-09-08,25.0,0.33,75.75757575757575
1999-09-09,25.25,0.33,76.51515151515152
1999-09-10,26.0,0.33,78.78787878787878
1999-09-13,26.13,0.33,79.18181818181817
1999-09-14,25.88,0.33,78.42424242424242
1999-09-15,26.19,0.33,79.36363636363636
1999-09-16,25.56,0.33,77.45454545454545
1999-09-17,26.38,0.33,79.93939393939394
1999-09-20,27.88,0.33,84.48484848484848
1999-09-21,26.75,0.33,81.06060606060606
1999-09-22,26.0,0.33,78.78787878787878
1999-09-23,26.19,0.33,79.36363636363636
1999-09-24,27.38,0.33,82.96969696969697
1999-09-27,28.38,0.33,86.0
1999-09-28,28.75,0.33,87.12121212121211
1999-09-29,28.5,0.33,86.36363636363636
1999-09-30,29.63,0.33,89.78787878787878
1999-10-01,28.0,0.33,84.84848484848484
1999-10-04,28.75,0.33,87.12121212121211
1999-10-05,29.0,0.33,87.87878787878788
1999-10-06,29.38,0.33,89.03030303030302
1999-10-07,29.56,0.33,89.57575757575756
1999-10-08,29.69,0.33,89.96969696969697
1999-10-11,30.25,0.33,91.66666666666666
1999-10-12,29.31,0.33,88.81818181818181
1999-10-13,29.19,0.33,88.45454545454545
1999-10-14,29.19,0.33,88.45454545454545
1999-10-15,28.38,0.33,86.0
1999-10-18,27.75,0.33,84.0909090909091
1999-10-19,28.13,0.33,85.24242424242424
1999-10-20,28.13,0.33,85.24242424242424
1999-10-21,28.81,0.33,87.3030303030303
1999-10-22,29.56,0.33,89.57575757575756
1999-10-25,28.63,0.33,86.75757575757575
1999-10-26,29.75,0.33,90.15151515151514
1999-10-27,30.19,0.33,91.48484848484848
1999-10-28,29.69,0.33,89.96969696969697
1999-10-29,29.81,0.33,90.33333333333333
1999-11-01,29.25,0.33,88.63636363636363
1999-11-02,28.69,0.33,86.93939393939394
1999-11-03,28.56,0.33,86.54545454545453
1999-11-04,28.19,0.33,85.42424242424242
1999-11-05,32.5,0.33,98.48484848484848
1999-11-08,31.88,0.33,96.6060606060606
1999-11-09,32.0,0.33,96.96969696969697
1999-11-10,31.31,0.33,94.87878787878788
1999-11-11,30.5,0.33,92.42424242424242
1999-11-12,30.94,0.33,93.75757575757575
1999-11-15,33.44,0.33,101.33333333333333
1999-11-16,33.19,0.33,100.57575757575756
1999-11-17,35.25,0.33,106.81818181818181
1999-11-18,35.75,0.33,108.33333333333333
1999-11-19,35.19,0.33,106.63636363636363
1999-11-22,34.19,0.33,103.6060606060606
1999-11-23,33.25,0.33,100.75757575757575
1999-11-24,34.13,0.33,103.42424242424242
1999-11-26,34.56,0.33,104.72727272727273
1999-11-29,34.5,0.33,104.54545454545455
1999-11-30,35.56,0.33,107.75757575757576
1999-12-01,35.69,0.33,108.15151515151514
1999-12-02,35.25,0.33,106.81818181818181
1999-12-03,34.63,0.33,104.93939393939394
1999-12-06,34.31,0.33,103.96969696969697
1999-12-07,35.5,0.33,107.57575757575756
1999-12-08,36.69,0.33,111.18181818181817
1999-12-09,36.63,0.33,111.0
1999-12-10,38.63,0.33,117.06060606060606
1999-12-13,38.56,0.33,116.84848484848484
1999-12-14,38.13,0.33,115.54545454545455
1999-12-15,36.88,0.33,111.75757575757576
1999-12-16,37.0,0.33,112.12121212121211
1999-12-17,36.38,0.33,110.24242424242425
1999-12-20,36.38,0.33,110.24242424242425
1999-12-21,36.31,0.33,110.03030303030303
1999-12-22,35.56,0.33,107.75757575757576
1999-12-23,36.06,0.33,109.27272727272728
1999-12-27,35.25,0.33,106.81818181818181
1999-12-28,35.13,0.33,106.45454545454545
1999-12-29,36.75,0.33,111.36363636363636
1999-12-30,37.5,0.33,113.63636363636363
1999-12-31,38.19,0.33,115.72727272727272
2000-01-03,35.38,0.33,107.21212121212122
2000-01-04,34.63,0.33,104.93939393939394
2000-01-05,33.88,0.33,102.66666666666667
2000-01-06,34.63,0.33,104.93939393939394
2000-01-07,35.63,0.33,107.96969696969697
2000-01-10,37.25,0.33,112.87878787878788
2000-01-11,36.06,0.33,109.27272727272728
2000-01-12,35.88,0.33,108.72727272727273
2000-01-13,35.88,0.33,108.72727272727273
2000-01-14,35.5,0.33,107.57575757575756
2000-01-18,35.13,0.33,106.45454545454545
2000-01-19,35.31,0.33,107.0
2000-01-20,34.88,0.33,105.6969696969697
2000-01-21,34.88,0.33,105.6969696969697
2000-01-24,34.63,0.33,104.93939393939394
2000-01-25,34.19,0.33,103.6060606060606
2000-01-26,33.94,0.33,102.84848484848483
2000-01-27,33.19,0.33,100.57575757575756
2000-01-28,32.31,0.33,97.9090909090909
2000-01-31,31.88,0.33,96.6060606060606
2000-02-01,32.0,0.33,96.96969696969697
2000-02-02,32.38,0.33,98.12121212121212
2000-02-03,35.0,0.33,106.06060606060606
2000-02-04,37.88,0.33,114.7878787878788
2000-02-07,38.0,0.33,115.15151515151514
2000-02-08,37.38,0.33,113.27272727272728
2000-02-09,37.06,0.33,112.30303030303031
2000-02-10,37.38,0.33,113.27272727272728
2000-02-11,37.31,0.33,113.06060606060606
2000-02-14,37.88,0.33,114.7878787878788
2000-02-15,38.19,0.33,115.72727272727272
2000-02-16,38.38,0.33,116.30303030303031
2000-02-17,37.94,0.33,114.96969696969695
2000-02-18,36.5,0.33,110.6060606060606
2000-02-22,36.25,0.33,109.84848484848484
2000-02-23,36.94,0.33,111.93939393939392
2000-02-24,36.81,0.33,111.54545454545455
2000-02-25,37.0,0.33,112.12121212121211
2000-02-28,38.69,0.33,117.24242424242424
2000-02-29,38.63,0.33,117.06060606060606
2000-03-01,38.44,0.33,116.48484848484847
2000-03-02,37.31,0.33,113.06060606060606
2000-03-03,37.31,0.33,113.06060606060606
2000-03-06,36.88,0.33,111.75757575757576
2000-03-07,38.5,0.33,116.66666666666666
2000-03-08,37.5,0.33,113.63636363636363
2000-03-09,37.0,0.33,112.12121212121211
2000-03-10,37.5,0.33,113.63636363636363
2000-03-13,38.19,0.33,115.72727272727272
2000-03-14,38.44,0.33,116.48484848484847
2000-03-15,39.25,0.33,118.93939393939394
2000-03-16,42.63,0.33,129.1818181818182
2000-03-17,42.44,0.33,128.6060606060606
2000-03-20,42.88,0.33,129.93939393939394
2000-03-21,42.94,0.33,130.1212121212121
2000-03-22,44.5,0.33,134.84848484848484
2000-03-23,44.06,0.33,133.51515151515153
2000-03-24,41.69,0.33,126.33333333333331
2000-03-27,40.56,0.33,122.9090909090909
2000-03-28,39.5,0.33,119.69696969696969
2000-03-29,40.5,0.33,122.72727272727272
2000-03-30,40.5,0.33,122.72727272727272
2000-03-31,40.94,0.33,124.06060606060605
2000-04-03,40.19,0.33,121.78787878787878
2000-04-04,40.0,0.33,121.2121212121212
2000-04-05,40.13,0.33,121.60606060606061
2000-04-06,40.06,0.33,121.39393939393939
2000-04-07,40.56,0.33,122.9090909090909
2000-04-10,40.19,0.33,121.78787878787878
2000-04-11,40.0,0.33,121.2121212121212
2000-04-12,40.31,0.33,122.15151515151516
2000-04-13,40.94,0.33,124.06060606060605
2000-04-14,38.75,0.33,117.42424242424242
2000-04-17,40.38,0.33,122.36363636363636
2000-04-18,42.69,0.33,129.36363636363635
