date,CVX,CVX_EPS,PE Ratio
1977-12-05,4.95,,
1977-12-06,4.89,,
1977-12-07,4.95,,
1977-12-08,4.94,,
1977-12-09,5.0,,
1977-12-12,5.0,,
1977-12-13,4.97,,
1977-12-14,4.97,,
1977-12-15,4.95,,
1977-12-16,4.94,,
1977-12-19,4.91,,
1977-12-20,4.86,,
1977-12-21,4.86,,
1977-12-22,4.86,,
1977-12-23,4.97,,
1977-12-27,4.92,,
1977-12-28,4.88,,
1977-12-29,4.84,,
1977-12-30,4.86,,
1978-01-03,4.75,,
1978-01-04,4.72,,
1978-01-05,4.66,,
1978-01-06,4.63,,
1978-01-09,4.58,,
1978-01-10,4.5,,
1978-01-11,4.42,,
1978-01-12,4.45,,
1978-01-13,4.42,,
1978-01-16,4.33,,
1978-01-17,4.38,,
1978-01-18,4.42,,
1978-01-19,4.39,,
1978-01-20,4.41,,
1978-01-23,4.36,,
1978-01-24,4.39,,
1978-01-25,4.42,,
1978-01-26,4.47,,
1978-01-27,4.45,,
1978-01-30,4.56,,
1978-01-31,4.59,,
1978-02-01,4.63,,
1978-02-02,4.84,,
1978-02-03,4.72,,
1978-02-06,4.77,,
1978-02-07,4.83,,
1978-02-08,4.78,,
1978-02-09,4.78,,
1978-02-10,4.73,,
1978-02-13,4.75,,
1978-02-14,4.75,,
1978-02-15,4.7,,
1978-02-16,4.67,,
1978-02-17,4.66,,
1978-02-21,4.7,,
1978-02-22,4.72,,
1978-02-23,4.73,,
1978-02-24,4.81,,
1978-02-27,4.77,,
1978-02-28,4.72,,
1978-03-01,4.72,,
1978-03-02,4.73,,
1978-03-03,4.78,,
1978-03-06,4.73,,
1978-03-07,4.7,,
1978-03-08,4.72,,
1978-03-09,4.67,,
1978-03-10,4.78,,
1978-03-13,4.81,,
1978-03-14,4.88,,
1978-03-15,4.81,,
1978-03-16,4.86,,
1978-03-17,4.88,,
1978-03-20,4.98,,
1978-03-21,4.89,,
1978-03-22,4.91,,
1978-03-23,4.88,,
1978-03-27,4.83,,
1978-03-28,4.89,,
1978-03-29,4.89,,
1978-03-30,4.86,,
1978-03-31,4.83,,
1978-04-03,4.78,,
1978-04-04,4.84,,
1978-04-05,4.88,,
1978-04-06,4.91,,
1978-04-07,4.91,,
1978-04-10,4.88,,
1978-04-11,4.88,,
1978-04-12,4.88,,
1978-04-13,4.91,,
1978-04-14,5.0,,
1978-04-17,5.06,,
1978-04-18,5.06,,
1978-04-19,5.06,,
1978-04-20,5.09,,
1978-04-21,5.05,,
1978-04-24,5.13,,
1978-04-25,5.28,,
1978-04-26,5.27,,
1978-04-27,5.25,,
1978-04-28,5.42,,
1978-05-01,5.5,,
1978-05-02,5.45,,
1978-05-03,5.47,,
1978-05-04,5.53,,
1978-05-05,5.45,,
1978-05-08,5.44,,
1978-05-09,5.47,,
1978-05-10,5.44,,
1978-05-11,5.44,,
1978-05-12,5.44,,
1978-05-15,5.47,,
1978-05-16,5.44,,
1978-05-17,5.45,,
1978-05-18,5.41,,
1978-05-19,5.42,,
1978-05-22,5.47,,
1978-05-23,5.44,,
1978-05-24,5.38,,
1978-05-25,5.31,,
1978-05-26,5.19,,
1978-05-30,5.2,,
1978-05-31,5.23,,
1978-06-01,5.3,,
1978-06-02,5.34,,
1978-06-05,5.41,,
1978-06-06,5.47,,
1978-06-07,5.44,,
1978-06-08,5.42,,
1978-06-09,5.39,,
1978-06-12,5.41,,
1978-06-13,5.41,,
1978-06-14,5.38,,
1978-06-15,5.38,,
1978-06-16,5.38,,
1978-06-19,5.34,,
1978-06-20,5.3,,
1978-06-21,5.2,,
1978-06-22,5.13,,
1978-06-23,5.0,,
1978-06-26,4.98,,
1978-06-27,4.97,,
1978-06-28,4.98,,
1978-06-29,4.94,,
1978-06-30,4.98,,
1978-07-03,4.89,,
1978-07-05,4.86,,
1978-07-06,4.84,,
1978-07-07,4.8,,
1978-07-10,4.86,,
1978-07-11,4.95,,
1978-07-12,4.97,,
1978-07-13,5.0,,
1978-07-14,5.03,,
1978-07-17,4.98,,
1978-07-18,4.94,,
1978-07-19,5.03,,
1978-07-20,5.0,,
1978-07-21,5.13,,
1978-07-24,5.14,,
1978-07-25,5.2,,
1978-07-26,5.2,,
1978-07-27,5.22,,
1978-07-28,5.25,,
1978-07-31,5.25,,
1978-08-01,5.27,,
1978-08-02,5.25,,
1978-08-03,5.22,,
1978-08-04,5.17,,
1978-08-07,5.22,,
1978-08-08,5.23,,
1978-08-09,5.3,,
1978-08-10,5.3,,
1978-08-11,5.34,,
1978-08-14,5.34,,
1978-08-15,5.33,,
1978-08-16,5.36,,
1978-08-17,5.5,,
1978-08-18,5.52,,
1978-08-21,5.44,,
1978-08-22,5.45,,
1978-08-23,5.45,,
1978-08-24,5.48,,
1978-08-25,5.45,,
1978-08-28,5.42,,
1978-08-29,5.45,,
1978-08-30,5.55,,
1978-08-31,5.5,,
1978-09-01,5.61,,
1978-09-05,5.78,,
1978-09-06,5.95,,
1978-09-07,5.89,,
1978-09-08,6.0,,
1978-09-11,5.97,,
1978-09-12,5.94,,
1978-09-13,5.84,,
1978-09-14,5.72,,
1978-09-15,5.66,,
1978-09-18,5.66,,
1978-09-19,5.64,,
1978-09-20,5.7,,
1978-09-21,5.73,,
1978-09-22,5.73,,
1978-09-25,5.73,,
1978-09-26,5.81,,
1978-09-27,5.78,,
1978-09-28,5.77,,
1978-09-29,5.86,,
1978-10-02,5.88,,
1978-10-03,5.88,,
1978-10-04,5.95,,
1978-10-05,6.02,,
1978-10-06,6.02,,
1978-10-09,6.05,,
1978-10-10,6.08,,
1978-10-11,6.11,,
1978-10-12,6.03,,
1978-10-13,6.06,,
1978-10-16,5.91,,
1978-10-17,5.81,,
1978-10-18,5.7,,
1978-10-19,5.53,,
1978-10-20,5.53,,
1978-10-23,5.64,,
1978-10-24,5.66,,
1978-10-25,5.61,,
1978-10-26,5.58,,
1978-10-27,5.44,,
1978-10-30,5.44,,
1978-10-31,5.44,,
1978-11-01,5.53,,
1978-11-02,5.53,,
1978-11-03,5.81,,
1978-11-06,5.75,,
1978-11-07,5.64,,
1978-11-08,5.63,,
1978-11-09,5.7,,
1978-11-10,5.7,,
1978-11-13,5.59,,
1978-11-14,5.5,,
1978-11-15,5.44,,
1978-11-16,5.55,,
1978-11-17,5.61,,
1978-11-20,5.73,,
1978-11-21,5.78,,
1978-11-22,5.81,,
1978-11-24,5.81,,
1978-11-27,5.84,,
1978-11-28,5.83,,
1978-11-29,5.69,,
1978-11-30,5.69,,
1978-12-01,5.8,,
1978-12-04,5.8,,
1978-12-05,5.83,,
1978-12-06,5.92,,
1978-12-07,5.91,,
1978-12-08,5.92,,
1978-12-11,5.98,,
1978-12-12,5.97,,
1978-12-13,5.97,,
1978-12-14,6.06,,
1978-12-15,5.97,,
1978-12-18,5.81,,
1978-12-19,5.81,,
1978-12-20,5.81,,
1978-12-21,5.8,,
1978-12-22,5.91,,
1978-12-26,5.95,,
1978-12-27,5.89,,
1978-12-28,5.86,,
1978-12-29,5.86,,
1979-01-02,5.86,,
1979-01-03,5.86,,
1979-01-04,5.86,,
1979-01-05,5.83,,
1979-01-08,5.84,,
1979-01-09,5.78,,
1979-01-10,5.75,,
1979-01-11,5.72,,
1979-01-12,5.73,,
1979-01-15,5.78,,
1979-01-16,5.73,,
1979-01-17,5.75,,
1979-01-18,5.73,,
1979-01-19,5.77,,
1979-01-22,5.7,,
1979-01-23,5.77,,
1979-01-24,5.73,,
1979-01-25,5.78,,
1979-01-26,5.88,,
1979-01-29,5.91,,
1979-01-30,5.94,,
1979-01-31,5.91,,
1979-02-01,5.94,,
1979-02-02,5.81,,
1979-02-05,5.75,,
1979-02-06,5.69,,
1979-02-07,5.61,,
1979-02-08,5.59,,
1979-02-09,5.63,,
1979-02-12,5.66,,
1979-02-13,5.73,,
1979-02-14,5.72,,
1979-02-15,5.7,,
1979-02-16,5.7,,
1979-02-20,5.77,,
1979-02-21,5.8,,
1979-02-22,5.67,,
1979-02-23,5.66,,
1979-02-26,5.63,,
1979-02-27,5.56,,
1979-02-28,5.58,,
1979-03-01,5.63,,
1979-03-02,5.58,,
1979-03-05,5.66,,
1979-03-06,5.56,,
1979-03-07,5.67,,
1979-03-08,5.8,,
1979-03-09,5.86,,
1979-03-12,5.91,,
1979-03-13,5.92,,
1979-03-14,5.86,,
1979-03-15,5.88,,
1979-03-16,6.11,,
1979-03-19,6.17,,
1979-03-20,6.05,,
1979-03-21,6.05,,
1979-03-22,5.98,,
1979-03-23,5.95,,
1979-03-26,5.89,,
1979-03-27,5.94,,
1979-03-28,5.94,,
1979-03-29,6.0,,
1979-03-30,5.95,,
1979-04-02,6.0,,
1979-04-03,6.05,,
1979-04-04,6.06,,
1979-04-05,6.25,,
1979-04-06,6.25,,
1979-04-09,6.19,,
1979-04-10,6.17,,
1979-04-11,6.03,,
1979-04-12,6.08,,
1979-04-16,6.02,,
1979-04-17,6.0,,
1979-04-18,6.03,,
1979-04-19,6.05,,
1979-04-20,6.13,,
1979-04-23,6.16,,
1979-04-24,6.3,,
1979-04-25,6.23,,
1979-04-26,6.13,,
1979-04-27,6.08,,
1979-04-30,6.16,,
1979-05-01,6.19,,
1979-05-02,6.34,,
1979-05-03,6.3,,
1979-05-04,6.11,,
1979-05-07,6.03,,
1979-05-08,5.98,,
1979-05-09,5.98,,
1979-05-10,5.75,,
1979-05-11,5.75,,
1979-05-14,5.69,,
1979-05-15,5.75,,
1979-05-16,5.83,,
1979-05-17,5.97,,
1979-05-18,5.95,,
1979-05-21,5.89,,
1979-05-22,5.95,,
1979-05-23,5.94,,
1979-05-24,5.91,,
1979-05-25,5.86,,
1979-05-29,5.8,,
1979-05-30,5.8,,
1979-05-31,5.64,,
1979-06-01,5.66,,
1979-06-04,5.7,,
1979-06-05,5.86,,
1979-06-06,6.02,,
1979-06-07,6.11,,
1979-06-08,6.06,,
1979-06-11,6.13,,
1979-06-12,6.17,,
1979-06-13,6.08,,
1979-06-14,6.0,,
1979-06-15,6.0,,
1979-06-18,5.97,,
1979-06-19,5.94,,
1979-06-20,5.88,,
1979-06-21,5.86,,
1979-06-22,6.02,,
1979-06-25,5.95,,
1979-06-26,5.95,,
1979-06-27,5.98,,
1979-06-28,6.05,,
1979-06-29,6.06,,
1979-07-02,6.08,,
1979-07-03,5.98,,
1979-07-05,6.05,,
1979-07-06,6.27,,
1979-07-09,6.5,,
1979-07-10,6.53,,
1979-07-11,6.41,,
1979-07-12,6.39,,
1979-07-13,6.39,,
1979-07-16,6.45,,
1979-07-17,6.44,,
1979-07-18,6.42,,
1979-07-19,6.47,,
1979-07-20,6.48,,
1979-07-23,6.44,,
1979-07-24,6.45,,
1979-07-25,6.52,,
1979-07-26,6.52,,
1979-07-27,6.5,,
1979-07-30,6.48,,
1979-07-31,6.47,,
1979-08-01,6.42,,
1979-08-02,6.45,,
1979-08-03,6.31,,
1979-08-06,6.3,,
1979-08-07,6.41,,
1979-08-08,6.41,,
1979-08-09,6.27,,
1979-08-10,6.27,,
1979-08-13,6.28,,
1979-08-14,6.25,,
1979-08-15,6.3,,
1979-08-16,6.23,,
1979-08-17,6.47,,
1979-08-20,6.7,,
1979-08-21,6.7,,
1979-08-22,6.75,,
1979-08-23,6.78,,
1979-08-24,7.0,,
1979-08-27,7.05,,
1979-08-28,7.05,,
1979-08-29,7.02,,
1979-08-30,6.98,,
1979-08-31,6.98,,
1979-09-04,6.69,,
1979-09-05,6.69,,
1979-09-06,6.81,,
1979-09-07,7.05,,
1979-09-10,7.23,,
1979-09-11,7.2,,
1979-09-12,7.16,,
1979-09-13,7.06,,
1979-09-14,7.22,,
1979-09-17,7.17,,
1979-09-18,7.13,,
1979-09-19,7.28,,
1979-09-20,7.28,,
1979-09-21,7.45,,
1979-09-24,7.25,,
1979-09-25,7.38,,
1979-09-26,7.38,,
1979-09-27,7.38,,
1979-09-28,7.19,,
1979-10-01,7.13,,
1979-10-02,7.3,,
1979-10-03,7.23,,
1979-10-04,7.28,,
1979-10-05,7.42,,
1979-10-08,7.34,,
1979-10-09,7.22,,
1979-10-10,7.19,,
1979-10-11,7.13,,
1979-10-12,7.08,,
1979-10-15,6.98,,
1979-10-16,6.91,,
1979-10-17,6.98,,
1979-10-18,7.05,,
1979-10-19,6.94,,
1979-10-22,6.81,,
1979-10-23,6.7,,
1979-10-24,6.69,,
1979-10-25,6.69,,
1979-10-26,6.59,,
1979-10-29,6.66,,
1979-10-30,6.8,,
1979-10-31,6.81,,
1979-11-01,6.91,,
1979-11-02,6.98,,
1979-11-05,6.98,,
1979-11-06,6.92,,
1979-11-07,6.84,,
1979-11-08,6.81,,
1979-11-09,6.88,,
1979-11-12,7.2,,
1979-11-13,7.13,,
1979-11-14,7.19,,
1979-11-15,7.42,,
1979-11-16,7.31,,
1979-11-19,7.39,,
1979-11-20,7.19,,
1979-11-21,7.22,,
1979-11-23,7.34,,
1979-11-26,7.39,,
1979-11-27,7.14,,
1979-11-28,7.13,,
1979-11-29,7.11,,
1979-11-30,7.08,,
1979-12-03,7.16,,
1979-12-04,7.22,,
1979-12-05,7.3,,
1979-12-06,7.27,,
1979-12-07,7.09,,
1979-12-10,7.0,,
1979-12-11,7.09,,
1979-12-12,7.16,,
1979-12-13,7.11,,
1979-12-14,7.3,,
1979-12-17,7.3,,
1979-12-18,7.34,,
1979-12-19,7.39,,
1979-12-20,7.3,,
1979-12-21,7.06,,
1979-12-24,7.14,,
1979-12-26,6.95,,
1979-12-27,7.0,,
1979-12-28,7.02,,
1979-12-31,7.05,,
1980-01-02,6.78,,
1980-01-03,6.8,,
1980-01-04,6.77,,
1980-01-07,6.77,,
1980-01-08,6.83,,
1980-01-09,6.77,,
1980-01-10,6.75,,
1980-01-11,6.7,,
1980-01-14,6.7,,
1980-01-15,6.75,,
1980-01-16,6.78,,
1980-01-17,6.8,,
1980-01-18,7.13,,
1980-01-21,7.42,,
1980-01-22,7.39,,
1980-01-23,7.53,,
1980-01-24,7.64,,
1980-01-25,7.63,,
1980-01-28,7.75,,
1980-01-29,7.64,,
1980-01-30,7.73,,
1980-01-31,7.78,,
1980-02-01,8.0,,
1980-02-04,7.94,,
1980-02-05,7.97,,
1980-02-06,8.56,,
1980-02-07,9.09,,
1980-02-08,9.42,,
1980-02-11,9.09,,
1980-02-12,9.13,,
1980-02-13,8.94,,
1980-02-14,8.84,,
1980-02-15,8.81,,
1980-02-19,8.7,,
1980-02-20,9.28,,
1980-02-21,9.16,,
1980-02-22,9.67,,
1980-02-25,9.58,,
1980-02-26,10.06,,
1980-02-27,9.88,,
1980-02-28,9.95,,
1980-02-29,9.94,,
1980-03-03,9.8,,
1980-03-04,10.17,,
1980-03-05,10.13,,
1980-03-06,9.78,,
1980-03-07,9.53,,
1980-03-10,9.47,,
1980-03-11,9.67,,
1980-03-12,9.67,,
1980-03-13,9.31,,
1980-03-14,9.19,,
1980-03-17,8.86,,
1980-03-18,9.09,,
1980-03-19,9.06,,
1980-03-20,8.86,,
1980-03-21,8.7,,
1980-03-24,8.3,,
1980-03-25,8.47,,
1980-03-26,8.36,,
1980-03-27,8.03,,
1980-03-28,8.14,,
1980-03-31,8.19,,
1980-04-01,8.13,,
1980-04-02,8.34,,
1980-04-03,8.19,,
1980-04-07,7.8,,
1980-04-08,7.94,,
1980-04-09,8.38,,
1980-04-10,8.5,,
1980-04-11,8.52,,
1980-04-14,8.56,,
1980-04-15,8.61,,
1980-04-16,8.34,,
1980-04-17,8.34,,
1980-04-18,8.2,,
1980-04-21,8.17,,
1980-04-22,8.69,,
1980-04-23,8.63,,
1980-04-24,8.45,,
1980-04-25,8.59,,
1980-04-28,8.66,,
1980-04-29,8.69,,
1980-04-30,8.84,,
1980-05-01,8.72,,
1980-05-02,8.7,,
1980-05-05,8.52,,
1980-05-06,8.47,,
1980-05-07,8.63,,
1980-05-08,8.45,,
1980-05-09,8.27,,
1980-05-12,8.2,,
1980-05-13,8.28,,
1980-05-14,8.25,,
1980-05-15,8.25,,
1980-05-16,8.44,,
1980-05-19,8.55,,
1980-05-20,8.61,,
1980-05-21,8.63,,
1980-05-22,8.88,,
1980-05-23,8.94,,
1980-05-27,9.13,,
1980-05-28,9.44,,
1980-05-29,9.09,,
1980-05-30,9.14,,
1980-06-02,9.14,,
1980-06-03,9.03,,
1980-06-04,9.3,,
1980-06-05,9.19,,
1980-06-06,9.3,,
1980-06-09,9.41,,
1980-06-10,9.55,,
1980-06-11,9.86,,
1980-06-12,9.75,,
1980-06-13,9.5,,
1980-06-16,9.56,,
1980-06-17,9.67,,
1980-06-18,9.86,,
1980-06-19,9.69,,
1980-06-20,9.66,,
1980-06-23,9.72,,
1980-06-24,9.86,,
1980-06-25,10.0,,
1980-06-26,9.91,,
1980-06-27,9.97,,
1980-06-30,9.56,,
1980-07-01,9.61,,
1980-07-02,9.69,,
1980-07-03,9.89,,
1980-07-07,9.91,,
1980-07-08,9.91,,
1980-07-09,9.84,,
1980-07-10,9.44,,
1980-07-11,9.63,,
1980-07-14,9.81,,
1980-07-15,9.5,,
1980-07-16,9.53,,
1980-07-17,9.81,,
1980-07-18,9.88,,
1980-07-21,9.94,,
1980-07-22,9.88,,
1980-07-23,9.94,,
1980-07-24,9.98,,
1980-07-25,9.83,,
1980-07-28,9.91,,
1980-07-29,9.92,,
1980-07-30,9.47,,
1980-07-31,9.31,,
1980-08-01,9.19,,
1980-08-04,8.97,,
1980-08-05,8.92,,
1980-08-06,9.17,,
1980-08-07,9.44,,
1980-08-08,9.38,,
1980-08-11,9.44,,
1980-08-12,9.28,,
1980-08-13,9.2,,
1980-08-14,9.38,,
1980-08-15,9.53,,
1980-08-18,9.44,,
1980-08-19,9.38,,
1980-08-20,9.41,,
1980-08-21,9.5,,
1980-08-22,9.39,,
1980-08-25,9.48,,
1980-08-26,9.53,,
1980-08-27,9.33,,
1980-08-28,9.22,,
1980-08-29,9.17,,
1980-09-02,9.13,,
1980-09-03,9.25,,
1980-09-04,9.14,,
1980-09-05,9.16,,
1980-09-08,8.84,,
1980-09-09,9.0,,
1980-09-10,9.13,,
1980-09-11,9.09,,
1980-09-12,9.0,,
1980-09-15,9.13,,
1980-09-16,9.23,,
1980-09-17,9.42,,
1980-09-18,9.28,,
1980-09-19,9.34,,
1980-09-22,9.34,,
1980-09-23,9.33,,
1980-09-24,9.63,,
1980-09-25,9.61,,
1980-09-26,9.45,,
1980-09-29,9.3,,
1980-09-30,9.47,,
1980-10-01,9.97,,
1980-10-02,10.13,,
1980-10-03,10.56,,
1980-10-06,10.84,,
1980-10-07,10.88,,
1980-10-08,10.89,,
1980-10-09,10.52,,
1980-10-10,10.67,,
1980-10-13,10.97,,
1980-10-14,11.22,,
1980-10-15,11.34,,
1980-10-16,11.22,,
1980-10-17,11.06,,
1980-10-20,11.38,,
1980-10-21,11.38,,
1980-10-22,11.41,,
1980-10-23,11.0,,
1980-10-24,11.11,,
1980-10-27,10.88,,
1980-10-28,10.88,,
1980-10-29,10.61,,
1980-10-30,10.48,,
1980-10-31,10.55,,
1980-11-03,10.91,,
1980-11-05,11.16,,
1980-11-06,11.05,,
1980-11-07,11.13,,
1980-11-10,11.34,,
1980-11-11,11.66,,
1980-11-12,12.13,,
1980-11-13,12.3,,
1980-11-14,12.31,,
1980-11-17,12.69,,
1980-11-18,13.0,,
1980-11-19,12.81,,
1980-11-20,12.95,,
1980-11-21,13.06,,
1980-11-24,13.05,,
1980-11-25,13.06,,
1980-11-26,14.44,,
1980-11-28,14.38,,
1980-12-01,13.47,,
1980-12-02,13.69,,
1980-12-03,13.66,,
1980-12-04,13.38,,
1980-12-05,12.84,,
1980-12-08,12.69,,
1980-12-09,12.67,,
1980-12-10,12.13,,
1980-12-11,12.13,,
1980-12-12,12.28,,
1980-12-15,12.3,,
1980-12-16,12.81,,
1980-12-17,13.31,,
1980-12-18,13.13,,
1980-12-19,13.06,,
1980-12-22,13.16,,
1980-12-23,12.92,,
1980-12-24,12.53,,
1980-12-26,12.63,,
1980-12-29,12.55,,
1980-12-30,12.45,,
1980-12-31,12.44,,
1981-01-02,12.41,,
1981-01-05,12.61,,
1981-01-06,12.34,,
1981-01-07,12.06,,
1981-01-08,11.69,,
1981-01-09,11.81,,
1981-01-12,11.94,,
1981-01-13,11.94,,
1981-01-14,12.25,,
1981-01-15,12.59,,
1981-01-16,12.94,,
1981-01-19,12.73,,
1981-01-20,12.19,,
1981-01-21,12.11,,
1981-01-22,11.88,,
1981-01-23,11.97,,
1981-01-26,11.7,,
1981-01-27,12.0,,
1981-01-28,11.78,,
1981-01-29,11.78,,
1981-01-30,11.41,,
1981-02-02,11.0,,
1981-02-03,11.22,,
1981-02-04,11.19,,
1981-02-05,11.19,,
1981-02-06,11.31,,
1981-02-09,11.38,,
1981-02-10,11.5,,
1981-02-11,11.28,,
1981-02-12,11.22,,
1981-02-13,11.53,,
1981-02-17,11.66,,
1981-02-18,11.88,,
1981-02-19,11.39,,
1981-02-20,11.36,,
1981-02-23,11.25,,
1981-02-24,10.97,,
1981-02-25,11.23,,
1981-02-26,11.31,,
1981-02-27,11.45,,
1981-03-02,11.56,,
1981-03-03,11.47,,
1981-03-04,11.34,,
1981-03-05,11.02,,
1981-03-06,10.69,,
1981-03-09,10.59,,
1981-03-10,10.38,,
1981-03-11,10.22,,
1981-03-12,10.81,,
1981-03-13,10.44,,
1981-03-16,10.59,,
1981-03-17,10.44,,
1981-03-18,10.25,,
1981-03-19,10.06,,
1981-03-20,10.0,,
1981-03-23,10.31,,
1981-03-24,10.09,,
1981-03-25,10.56,,
1981-03-26,10.38,,
1981-03-27,10.25,,
1981-03-30,10.13,,
1981-03-31,10.25,,
1981-04-01,10.25,,
1981-04-02,10.25,,
1981-04-03,10.28,,
1981-04-06,10.0,,
1981-04-07,9.88,,
1981-04-08,9.81,,
1981-04-09,9.56,,
1981-04-10,9.38,,
1981-04-13,9.28,,
1981-04-14,9.41,,
1981-04-15,9.78,,
1981-04-16,9.63,,
1981-04-20,9.72,,
1981-04-21,9.28,,
1981-04-22,9.13,,
1981-04-23,9.06,,
1981-04-24,9.25,,
1981-04-27,9.53,,
1981-04-28,9.63,,
1981-04-29,9.88,,
1981-04-30,10.34,,
1981-05-01,10.38,,
1981-05-04,10.31,,
1981-05-05,10.41,,
1981-05-06,10.63,,
1981-05-07,10.66,,
1981-05-08,10.66,,
1981-05-11,10.19,,
1981-05-12,10.31,,
1981-05-13,10.09,,
1981-05-14,9.94,,
1981-05-15,10.06,,
1981-05-18,10.06,,
1981-05-19,9.97,,
1981-05-20,10.03,,
1981-05-21,10.03,,
1981-05-22,9.88,,
1981-05-26,10.13,,
1981-05-27,9.94,,
1981-05-28,9.81,,
1981-05-29,9.44,,
1981-06-01,9.25,,
1981-06-02,9.16,,
1981-06-03,9.16,,
1981-06-04,9.31,,
1981-06-05,9.53,,
1981-06-08,9.38,,
1981-06-09,9.22,,
1981-06-10,9.25,,
1981-06-11,9.19,,
1981-06-12,9.09,,
1981-06-15,9.03,,
1981-06-16,8.88,,
1981-06-17,9.31,,
1981-06-18,9.06,,
1981-06-19,9.31,,
1981-06-22,9.25,,
1981-06-23,9.38,,
1981-06-24,9.25,,
1981-06-25,9.44,,
1981-06-26,9.38,,
1981-06-29,9.25,,
1981-06-30,9.38,,
1981-07-01,9.5,,
1981-07-02,9.53,,
1981-07-06,9.56,,
1981-07-07,9.72,,
1981-07-08,9.91,,
1981-07-09,10.0,,
1981-07-10,9.78,,
1981-07-13,9.84,,
1981-07-14,9.75,,
1981-07-15,9.88,,
1981-07-16,9.91,,
1981-07-17,10.09,,
1981-07-20,10.0,,
1981-07-21,9.94,,
1981-07-22,9.84,,
1981-07-23,9.88,,
1981-07-24,10.0,,
1981-07-27,10.28,,
1981-07-28,10.19,,
1981-07-29,10.41,,
1981-07-30,10.59,,
1981-07-31,10.63,,
1981-08-03,10.63,,
1981-08-04,10.63,,
1981-08-05,10.84,,
1981-08-06,10.91,,
1981-08-07,10.81,,
1981-08-10,10.88,,
1981-08-11,11.09,,
1981-08-12,11.13,,
1981-08-13,11.34,,
1981-08-14,11.38,,
1981-08-17,11.38,,
1981-08-18,11.16,,
1981-08-19,11.09,,
1981-08-20,11.16,,
1981-08-21,10.88,,
1981-08-24,10.25,,
1981-08-25,10.5,,
1981-08-26,10.5,,
1981-08-27,10.22,,
1981-08-28,10.44,,
1981-08-31,10.47,,
1981-09-01,10.53,,
1981-09-02,10.69,,
1981-09-03,10.34,,
1981-09-04,10.09,,
1981-09-08,9.84,,
1981-09-09,9.81,,
1981-09-10,10.25,,
1981-09-11,10.41,,
1981-09-14,10.31,,
1981-09-15,10.38,,
1981-09-16,10.22,,
1981-09-17,9.94,,
1981-09-18,9.94,,
1981-09-21,9.72,,
1981-09-22,9.69,,
1981-09-23,9.84,,
1981-09-24,9.63,,
1981-09-25,9.41,,
1981-09-28,9.88,,
1981-09-29,9.72,,
1981-09-30,9.56,,
1981-10-01,9.66,,
1981-10-02,10.25,,
1981-10-05,10.47,,
1981-10-06,10.59,,
1981-10-07,10.59,,
1981-10-08,10.63,,
1981-10-09,10.47,,
1981-10-12,10.56,,
1981-10-13,10.41,,
1981-10-14,10.5,,
1981-10-15,10.5,,
1981-10-16,10.53,,
1981-10-19,10.56,,
1981-10-20,10.78,,
1981-10-21,10.66,,
1981-10-22,10.66,,
1981-10-23,10.56,,
1981-10-26,10.34,,
1981-10-27,10.34,,
1981-10-28,10.38,,
1981-10-29,10.38,,
1981-10-30,10.69,,
1981-11-02,10.94,,
1981-11-03,10.78,,
1981-11-04,10.84,,
1981-11-05,10.88,,
1981-11-06,10.88,,
1981-11-09,10.94,,
1981-11-10,10.78,,
1981-11-11,10.63,,
1981-11-12,10.81,,
1981-11-13,10.69,,
1981-11-16,10.5,,
1981-11-17,10.59,,
1981-11-18,10.31,,
1981-11-19,10.44,,
1981-11-20,10.5,,
1981-11-23,10.47,,
1981-11-24,10.66,,
1981-11-25,10.97,,
1981-11-27,11.06,,
1981-11-30,11.25,,
1981-12-01,11.13,,
1981-12-02,11.06,,
1981-12-03,11.13,,
1981-12-04,11.19,,
1981-12-07,11.13,,
1981-12-08,11.16,,
1981-12-09,11.44,,
1981-12-10,11.28,,
1981-12-11,11.09,,
1981-12-14,10.81,,
1981-12-15,10.69,,
1981-12-16,10.56,,
1981-12-17,10.69,,
1981-12-18,10.66,,
1981-12-21,10.66,,
1981-12-22,10.66,,
1981-12-23,10.78,,
1981-12-24,10.84,,
1981-12-28,10.75,,
1981-12-29,10.78,,
1981-12-30,10.88,,
1981-12-31,10.72,,
1982-01-04,10.41,,
1982-01-05,10.0,,
1982-01-06,9.78,,
1982-01-07,9.69,,
1982-01-08,9.63,,
1982-01-11,9.41,,
1982-01-12,9.5,,
1982-01-13,9.34,,
1982-01-14,9.44,,
1982-01-15,9.41,,
1982-01-18,9.5,,
1982-01-19,9.16,,
1982-01-20,8.97,,
1982-01-21,8.94,,
1982-01-22,8.91,,
1982-01-25,8.91,,
1982-01-26,9.16,,
1982-01-27,9.0,,
1982-01-28,9.09,,
1982-01-29,9.13,,
1982-02-01,8.63,,
1982-02-02,8.47,,
1982-02-03,8.28,,
1982-02-04,8.41,,
1982-02-05,8.41,,
1982-02-08,8.19,,
1982-02-09,7.88,,
1982-02-10,8.06,,
1982-02-11,7.84,,
1982-02-12,7.91,,
1982-02-16,7.75,,
1982-02-17,7.66,,
1982-02-18,7.72,,
1982-02-19,7.63,,
1982-02-22,7.63,,
1982-02-23,7.69,,
1982-02-24,8.03,,
1982-02-25,8.03,,
1982-02-26,7.94,,
1982-03-01,7.88,,
1982-03-02,7.56,,
1982-03-03,7.41,,
1982-03-04,7.41,,
1982-03-05,7.38,,
1982-03-08,7.31,,
