date,NOW,NOW_EPS,PE Ratio
2012-08-27,29.27,-0.55,-53.21818181818181
2012-08-28,29.32,-0.55,-53.309090909090905
2012-08-29,29.49,-0.55,-53.61818181818181
2012-08-30,29.78,-0.55,-54.14545454545454
2012-08-31,31.1,-0.55,-56.54545454545455
2012-09-04,33.67,-0.55,-61.21818181818182
2012-09-05,34.19,-0.55,-62.16363636363636
2012-09-06,36.06,-0.55,-65.56363636363636
2012-09-07,36.55,-0.55,-66.45454545454544
2012-09-10,34.39,-0.55,-62.527272727272724
2012-09-11,33.01,-0.55,-60.01818181818181
2012-09-12,35.05,-0.55,-63.72727272727272
2012-09-13,37.51,-0.55,-68.19999999999999
2012-09-14,39.06,-0.55,-71.01818181818182
2012-09-17,38.19,-0.55,-69.43636363636362
2012-09-18,36.8,-0.55,-66.90909090909089
2012-09-19,38.65,-0.55,-70.27272727272727
2012-09-20,38.0,-0.55,-69.09090909090908
2012-09-21,39.63,-0.55,-72.05454545454545
2012-09-24,40.37,-0.55,-73.39999999999999
2012-09-25,39.99,-0.55,-72.7090909090909
2012-09-26,38.08,-0.55,-69.23636363636363
2012-09-27,40.04,-0.55,-72.8
2012-09-28,38.68,-0.55,-70.32727272727273
2012-10-01,36.48,-0.55,-66.32727272727271
2012-10-02,36.5,-0.55,-66.36363636363636
2012-10-03,37.03,-0.55,-67.32727272727273
2012-10-04,37.15,-0.55,-67.54545454545453
2012-10-05,37.0,-0.55,-67.27272727272727
2012-10-08,36.53,-0.55,-66.41818181818182
2012-10-09,36.0,-0.55,-65.45454545454545
2012-10-10,34.78,-0.55,-63.236363636363635
2012-10-11,34.5,-0.55,-62.72727272727272
2012-10-12,33.32,-0.55,-60.58181818181818
2012-10-15,34.51,-0.55,-62.745454545454535
2012-10-16,34.31,-0.55,-62.38181818181818
2012-10-17,34.77,-0.55,-63.21818181818182
2012-10-18,34.79,-0.55,-63.25454545454545
2012-10-19,34.35,-0.55,-62.45454545454545
2012-10-22,33.44,-0.55,-60.79999999999999
2012-10-23,34.56,-0.55,-62.836363636363636
2012-10-24,35.65,-0.55,-64.81818181818181
2012-10-25,31.39,-0.55,-57.07272727272727
2012-10-26,31.89,-0.55,-57.98181818181818
2012-10-31,30.65,0.06,510.8333333333333
2012-11-01,31.04,0.06,517.3333333333334
2012-11-02,32.14,0.06,535.6666666666667
2012-11-05,32.28,0.06,538.0
2012-11-06,32.95,0.06,549.1666666666667
2012-11-07,31.25,0.06,520.8333333333334
2012-11-08,30.9,0.06,515.0
2012-11-09,30.07,0.06,501.1666666666667
2012-11-12,29.66,0.06,494.33333333333337
2012-11-13,29.48,0.06,491.33333333333337
2012-11-14,28.71,0.06,478.50000000000006
2012-11-15,31.79,0.06,529.8333333333334
2012-11-16,30.35,0.06,505.83333333333337
2012-11-19,31.06,0.06,517.6666666666666
2012-11-20,31.67,0.06,527.8333333333334
2012-11-21,31.18,0.06,519.6666666666666
2012-11-23,30.77,0.06,512.8333333333334
2012-11-26,30.5,0.06,508.33333333333337
2012-11-27,30.3,0.06,505.00000000000006
2012-11-28,31.21,0.06,520.1666666666667
2012-11-29,32.3,0.06,538.3333333333333
2012-11-30,32.63,0.06,543.8333333333334
2012-12-03,32.04,0.06,534.0
2012-12-04,30.19,0.06,503.1666666666667
2012-12-05,29.41,0.06,490.1666666666667
2012-12-06,29.47,0.06,491.1666666666667
2012-12-07,29.3,0.06,488.33333333333337
2012-12-10,29.45,0.06,490.8333333333333
2012-12-11,29.83,0.06,497.16666666666663
2012-12-12,30.63,0.06,510.5
2012-12-13,30.33,0.06,505.5
2012-12-14,30.54,0.06,509.0
2012-12-17,31.1,0.06,518.3333333333334
2012-12-18,32.63,0.06,543.8333333333334
2012-12-19,32.43,0.06,540.5
2012-12-20,32.83,0.06,547.1666666666666
2012-12-21,32.49,0.06,541.5
2012-12-24,31.66,0.06,527.6666666666667
2012-12-26,29.95,0.06,499.1666666666667
2012-12-27,29.52,0.06,492.0
2012-12-28,29.05,0.06,484.1666666666667
2012-12-31,30.03,0.06,500.50000000000006
2013-01-02,30.2,0.06,503.3333333333333
2013-01-03,29.69,0.06,494.83333333333337
2013-01-04,29.02,0.06,483.6666666666667
2013-01-07,27.36,0.06,456.0
2013-01-08,26.2,0.06,436.6666666666667
2013-01-09,26.37,0.06,439.50000000000006
2013-01-10,26.46,0.06,441.00000000000006
2013-01-11,27.46,0.06,457.6666666666667
2013-01-14,26.07,0.06,434.5
2013-01-15,27.22,0.06,453.6666666666667
2013-01-16,27.34,0.06,455.6666666666667
2013-01-17,27.6,0.06,460.00000000000006
2013-01-18,27.4,0.06,456.6666666666667
2013-01-22,27.62,0.06,460.33333333333337
2013-01-23,27.93,0.06,465.5
2013-01-24,29.52,0.06,492.0
2013-01-25,31.1,0.06,518.3333333333334
2013-01-28,31.25,0.06,520.8333333333334
2013-01-29,30.2,0.06,503.3333333333333
2013-01-30,28.97,0.06,482.8333333333333
2013-01-31,27.72,0.06,462.0
2013-02-01,28.07,0.06,467.83333333333337
2013-02-04,28.96,0.06,482.6666666666667
2013-02-05,29.78,0.06,496.33333333333337
2013-02-06,29.72,0.06,495.3333333333333
2013-02-07,29.42,0.06,490.33333333333337
2013-02-08,29.83,0.06,497.16666666666663
2013-02-11,29.55,0.06,492.50000000000006
2013-02-12,29.25,0.06,487.5
2013-02-13,29.78,0.06,496.33333333333337
2013-02-14,32.88,0.06,548.0000000000001
2013-02-15,33.86,0.06,564.3333333333334
2013-02-19,33.46,0.06,557.6666666666667
2013-02-20,32.96,0.06,549.3333333333334
2013-02-21,31.54,0.06,525.6666666666666
2013-02-22,33.48,0.06,558.0
2013-02-25,32.17,0.06,536.1666666666667
2013-02-26,31.25,0.06,520.8333333333334
2013-02-27,32.2,0.06,536.6666666666667
2013-02-28,32.47,0.06,541.1666666666666
2013-03-01,32.79,0.06,546.5
2013-03-04,33.68,0.06,561.3333333333334
2013-03-05,36.57,0.06,609.5
2013-03-06,36.95,0.06,615.8333333333334
2013-03-07,36.77,0.06,612.8333333333334
2013-03-08,36.66,-0.02,-1832.9999999999998
2013-03-11,37.0,-0.02,-1850.0
2013-03-12,37.83,-0.02,-1891.4999999999998
2013-03-13,37.61,-0.02,-1880.5
2013-03-14,37.45,-0.02,-1872.5
2013-03-15,37.1,-0.02,-1855.0
2013-03-18,35.63,-0.02,-1781.5
2013-03-19,34.46,-0.02,-1723.0
2013-03-20,34.76,-0.02,-1737.9999999999998
2013-03-21,36.0,-0.02,-1800.0
2013-03-22,36.27,-0.02,-1813.5000000000002
2013-03-25,36.05,-0.02,-1802.4999999999998
2013-03-26,36.14,-0.02,-1807.0
2013-03-27,36.21,-0.02,-1810.5
2013-03-28,36.2,-0.02,-1810.0
2013-04-01,35.23,-0.02,-1761.4999999999998
2013-04-02,35.71,-0.02,-1785.5
2013-04-03,34.53,-0.02,-1726.5
2013-04-04,35.05,-0.02,-1752.4999999999998
2013-04-05,35.17,-0.02,-1758.5
2013-04-08,35.55,-0.02,-1777.4999999999998
2013-04-09,35.76,-0.02,-1787.9999999999998
2013-04-10,35.85,-0.02,-1792.5
2013-04-11,34.99,-0.02,-1749.5
2013-04-12,35.19,-0.02,-1759.4999999999998
2013-04-15,34.94,-0.02,-1746.9999999999998
2013-04-16,36.35,-0.02,-1817.5
2013-04-17,35.63,-0.02,-1781.5
2013-04-18,36.07,-0.02,-1803.5
2013-04-19,36.29,-0.02,-1814.5
2013-04-22,36.67,-0.02,-1833.5
2013-04-23,37.33,-0.02,-1866.4999999999998
2013-04-24,37.62,-0.02,-1880.9999999999998
2013-04-25,43.39,-0.02,-2169.5
2013-04-26,42.51,-0.02,-2125.5
2013-04-29,42.09,-0.02,-2104.5
2013-04-30,40.96,-0.02,-2048.0
2013-05-01,38.8,-0.02,-1939.9999999999998
2013-05-02,39.14,-0.02,-1957.0
2013-05-03,40.95,-0.02,-2047.5
2013-05-06,40.4,-0.02,-2020.0
2013-05-07,39.52,-0.02,-1976.0000000000002
2013-05-08,39.58,-0.1,-395.79999999999995
2013-05-09,38.85,-0.1,-388.5
2013-05-10,38.99,-0.1,-389.9
2013-05-13,39.47,-0.1,-394.7
2013-05-14,40.24,-0.1,-402.4
2013-05-15,40.53,-0.1,-405.3
2013-05-16,39.9,-0.1,-398.99999999999994
2013-05-17,40.39,-0.1,-403.9
2013-05-20,40.31,-0.1,-403.1
2013-05-21,40.04,-0.1,-400.4
2013-05-22,38.42,-0.1,-384.2
2013-05-23,37.65,-0.1,-376.49999999999994
2013-05-24,37.81,-0.1,-378.1
2013-05-28,37.31,-0.1,-373.1
2013-05-29,36.72,-0.1,-367.2
2013-05-30,36.77,-0.1,-367.7
2013-05-31,36.76,-0.1,-367.59999999999997
2013-06-03,36.75,-0.1,-367.5
2013-06-04,36.09,-0.1,-360.90000000000003
2013-06-05,35.91,-0.1,-359.09999999999997
2013-06-06,36.74,-0.1,-367.4
2013-06-07,39.16,-0.1,-391.59999999999997
2013-06-10,39.65,-0.1,-396.49999999999994
2013-06-11,39.95,-0.1,-399.5
2013-06-12,38.37,-0.1,-383.69999999999993
2013-06-13,37.93,-0.1,-379.29999999999995
2013-06-14,37.25,-0.1,-372.5
2013-06-17,38.04,-0.1,-380.4
2013-06-18,37.67,-0.1,-376.7
2013-06-19,38.69,-0.1,-386.9
2013-06-20,38.33,-0.1,-383.29999999999995
2013-06-21,39.24,-0.1,-392.4
2013-06-24,39.43,-0.1,-394.29999999999995
2013-06-25,39.6,-0.1,-396.0
2013-06-26,40.89,-0.1,-408.9
2013-06-27,40.93,-0.1,-409.29999999999995
2013-06-28,40.39,-0.1,-403.9
2013-07-01,40.79,-0.1,-407.9
2013-07-02,41.21,-0.1,-412.09999999999997
2013-07-03,41.74,-0.1,-417.4
2013-07-05,43.31,-0.1,-433.1
2013-07-08,42.87,-0.1,-428.69999999999993
2013-07-09,43.29,-0.1,-432.9
2013-07-10,43.47,-0.1,-434.7
2013-07-11,44.43,-0.1,-444.29999999999995
2013-07-12,45.46,-0.1,-454.59999999999997
2013-07-15,45.26,-0.1,-452.59999999999997
2013-07-16,43.99,-0.1,-439.9
2013-07-17,43.73,-0.1,-437.29999999999995
2013-07-18,44.84,-0.1,-448.40000000000003
2013-07-19,43.89,-0.1,-438.9
2013-07-22,43.83,-0.1,-438.29999999999995
2013-07-23,43.52,-0.1,-435.2
2013-07-24,44.54,-0.1,-445.4
2013-07-25,45.38,-0.1,-453.8
2013-07-26,44.14,-0.1,-441.4
2013-07-29,43.75,-0.1,-437.5
2013-07-30,43.21,-0.1,-432.09999999999997
2013-07-31,43.58,-0.1,-435.79999999999995
2013-08-01,46.4,-0.1,-463.99999999999994
2013-08-02,45.62,-0.1,-456.19999999999993
2013-08-05,44.01,-0.1,-440.09999999999997
2013-08-06,42.3,-0.1,-422.99999999999994
2013-08-07,41.64,-0.16,-260.25
2013-08-08,42.68,-0.16,-266.75
2013-08-09,42.49,-0.16,-265.5625
2013-08-12,42.06,-0.16,-262.875
2013-08-13,41.59,-0.16,-259.9375
2013-08-14,43.51,-0.16,-271.9375
2013-08-15,43.61,-0.16,-272.5625
2013-08-16,44.47,-0.16,-277.9375
2013-08-19,43.88,-0.16,-274.25
2013-08-20,44.48,-0.16,-278.0
2013-08-21,45.46,-0.16,-284.125
2013-08-22,45.56,-0.16,-284.75
2013-08-23,45.74,-0.16,-285.875
2013-08-26,47.35,-0.16,-295.9375
2013-08-27,46.08,-0.16,-288.0
2013-08-28,46.43,-0.16,-290.1875
2013-08-29,47.0,-0.16,-293.75
2013-08-30,46.88,-0.16,-293.0
2013-09-03,46.9,-0.16,-293.125
2013-09-04,47.2,-0.16,-295.0
2013-09-05,47.6,-0.16,-297.5
2013-09-06,46.95,-0.16,-293.4375
2013-09-09,49.14,-0.16,-307.125
2013-09-10,49.88,-0.16,-311.75
2013-09-11,49.89,-0.16,-311.8125
2013-09-12,49.45,-0.16,-309.0625
2013-09-13,48.79,-0.16,-304.9375
2013-09-16,48.75,-0.16,-304.6875
2013-09-17,49.34,-0.16,-308.375
2013-09-18,51.22,-0.16,-320.125
2013-09-19,51.57,-0.16,-322.3125
2013-09-20,52.23,-0.16,-326.4375
2013-09-23,51.82,-0.16,-323.875
2013-09-24,52.59,-0.16,-328.6875
2013-09-25,52.35,-0.16,-327.1875
2013-09-26,52.39,-0.16,-327.4375
2013-09-27,52.52,-0.16,-328.25
2013-09-30,51.95,-0.16,-324.6875
2013-10-01,51.49,-0.16,-321.8125
2013-10-02,52.27,-0.16,-326.6875
2013-10-03,52.15,-0.16,-325.9375
2013-10-04,54.43,-0.16,-340.1875
2013-10-07,53.25,-0.16,-332.8125
2013-10-08,48.91,-0.16,-305.6875
2013-10-09,48.08,-0.16,-300.5
2013-10-10,51.6,-0.16,-322.5
2013-10-11,51.59,-0.16,-322.4375
2013-10-14,51.9,-0.16,-324.375
2013-10-15,49.69,-0.16,-310.5625
2013-10-16,51.85,-0.16,-324.0625
2013-10-17,51.71,-0.16,-323.1875
2013-10-18,51.83,-0.16,-323.9375
2013-10-21,53.88,-0.16,-336.75
2013-10-22,54.08,-0.16,-338.0
2013-10-23,52.96,-0.16,-331.0
2013-10-24,58.37,-0.16,-364.8125
2013-10-25,56.69,-0.16,-354.3125
2013-10-28,54.84,-0.16,-342.75
2013-10-29,54.05,-0.16,-337.8125
2013-10-30,54.1,-0.16,-338.125
2013-10-31,54.61,-0.16,-341.3125
2013-11-01,53.81,-0.16,-336.3125
2013-11-04,54.16,-0.11,-492.3636363636363
2013-11-05,55.36,-0.11,-503.27272727272725
2013-11-06,53.73,-0.11,-488.45454545454544
2013-11-07,51.79,-0.11,-470.8181818181818
2013-11-08,51.86,-0.11,-471.45454545454544
2013-11-11,51.96,-0.11,-472.3636363636364
2013-11-12,52.35,-0.11,-475.90909090909093
2013-11-13,53.54,-0.11,-486.7272727272727
2013-11-14,52.62,-0.11,-478.3636363636363
2013-11-15,53.1,-0.11,-482.72727272727275
2013-11-18,51.66,-0.11,-469.6363636363636
2013-11-19,51.85,-0.11,-471.3636363636364
2013-11-20,51.15,-0.11,-465.0
2013-11-21,52.84,-0.11,-480.3636363636364
2013-11-22,55.42,-0.11,-503.8181818181818
2013-11-25,52.61,-0.11,-478.27272727272725
2013-11-26,54.5,-0.11,-495.45454545454544
2013-11-27,53.76,-0.11,-488.7272727272727
2013-11-29,53.11,-0.11,-482.8181818181818
2013-12-02,52.34,-0.11,-475.81818181818187
2013-12-03,51.98,-0.11,-472.5454545454545
2013-12-04,53.2,-0.11,-483.6363636363637
2013-12-05,53.49,-0.11,-486.2727272727273
2013-12-06,52.71,-0.11,-479.1818181818182
2013-12-09,51.63,-0.11,-469.3636363636364
2013-12-10,50.86,-0.11,-462.3636363636364
2013-12-11,49.35,-0.11,-448.6363636363636
2013-12-12,49.0,-0.11,-445.45454545454544
2013-12-13,50.53,-0.11,-459.3636363636364
2013-12-16,51.37,-0.11,-467.0
2013-12-17,51.43,-0.11,-467.54545454545456
2013-12-18,51.01,-0.11,-463.7272727272727
2013-12-19,50.84,-0.11,-462.1818181818182
2013-12-20,54.21,-0.11,-492.8181818181818
2013-12-23,55.24,-0.11,-502.1818181818182
2013-12-24,55.05,-0.11,-500.45454545454544
2013-12-26,55.07,-0.11,-500.6363636363636
2013-12-27,55.5,-0.11,-504.54545454545456
2013-12-30,55.51,-0.11,-504.6363636363636
2013-12-31,56.01,-0.11,-509.1818181818182
2014-01-02,55.69,-0.11,-506.27272727272725
2014-01-03,55.18,-0.11,-501.6363636363636
2014-01-06,55.73,-0.11,-506.6363636363636
2014-01-07,57.78,-0.11,-525.2727272727273
2014-01-08,57.89,-0.11,-526.2727272727273
2014-01-09,57.66,-0.11,-524.1818181818181
2014-01-10,59.38,-0.11,-539.8181818181819
2014-01-13,57.09,-0.11,-519.0
2014-01-14,57.63,-0.11,-523.9090909090909
2014-01-15,60.31,-0.11,-548.2727272727273
2014-01-16,61.89,-0.11,-562.6363636363636
2014-01-17,62.05,-0.11,-564.090909090909
2014-01-21,60.8,-0.11,-552.7272727272727
2014-01-22,61.48,-0.11,-558.9090909090909
2014-01-23,62.46,-0.11,-567.8181818181819
2014-01-24,58.56,-0.11,-532.3636363636364
2014-01-27,58.0,-0.11,-527.2727272727273
2014-01-28,58.96,-0.11,-536.0
2014-01-29,57.6,-0.11,-523.6363636363636
2014-01-30,65.61,-0.11,-596.4545454545455
2014-01-31,63.43,-0.11,-576.6363636363636
2014-02-03,62.96,-0.11,-572.3636363636364
2014-02-04,64.15,-0.11,-583.1818181818182
2014-02-05,63.53,-0.11,-577.5454545454545
2014-02-06,62.65,-0.11,-569.5454545454545
2014-02-07,66.29,-0.11,-602.6363636363637
2014-02-10,65.84,-0.11,-598.5454545454546
2014-02-11,66.13,-0.11,-601.1818181818181
2014-02-12,66.19,-0.11,-601.7272727272727
2014-02-13,67.65,-0.11,-615.0
2014-02-14,67.53,-0.11,-613.9090909090909
2014-02-18,67.52,-0.11,-613.8181818181818
2014-02-19,66.75,-0.11,-606.8181818181819
2014-02-20,67.08,-0.11,-609.8181818181818
2014-02-21,69.28,-0.11,-629.8181818181819
2014-02-24,68.9,-0.11,-626.3636363636364
2014-02-25,68.76,-0.11,-625.0909090909091
2014-02-26,68.68,-0.11,-624.3636363636364
2014-02-27,70.12,-0.11,-637.4545454545455
2014-02-28,68.06,-0.17,-400.35294117647055
2014-03-03,67.95,-0.17,-399.70588235294116
2014-03-04,70.81,-0.17,-416.52941176470586
2014-03-05,70.03,-0.17,-411.94117647058823
2014-03-06,68.57,-0.17,-403.3529411764705
2014-03-07,67.14,-0.17,-394.94117647058823
2014-03-10,66.9,-0.17,-393.5294117647059
2014-03-11,66.94,-0.17,-393.7647058823529
2014-03-12,68.82,-0.17,-404.82352941176464
2014-03-13,67.74,-0.17,-398.47058823529403
2014-03-14,66.18,-0.17,-389.29411764705884
2014-03-17,66.99,-0.17,-394.0588235294117
2014-03-18,68.46,-0.17,-402.7058823529411
2014-03-19,67.44,-0.17,-396.70588235294116
2014-03-20,66.6,-0.17,-391.76470588235287
2014-03-21,62.56,-0.17,-368.0
2014-03-24,61.54,-0.17,-361.99999999999994
2014-03-25,59.21,-0.17,-348.2941176470588
2014-03-26,57.55,-0.17,-338.52941176470586
2014-03-27,59.01,-0.17,-347.1176470588235
2014-03-28,57.91,-0.17,-340.6470588235294
2014-03-31,59.92,-0.17,-352.4705882352941
2014-04-01,62.53,-0.17,-367.8235294117647
2014-04-02,61.27,-0.17,-360.4117647058823
2014-04-03,54.68,-0.17,-321.6470588235294
2014-04-04,52.32,-0.17,-307.7647058823529
2014-04-07,50.94,-0.17,-299.6470588235294
2014-04-08,50.86,-0.17,-299.17647058823525
2014-04-09,54.88,-0.17,-322.8235294117647
2014-04-10,50.63,-0.17,-297.8235294117647
2014-04-11,49.67,-0.17,-292.1764705882353
2014-04-14,49.65,-0.17,-292.0588235294117
2014-04-15,51.71,-0.17,-304.1764705882353
2014-04-16,53.29,-0.17,-313.4705882352941
2014-04-17,53.26,-0.17,-313.2941176470588
2014-04-21,53.15,-0.17,-312.6470588235294
2014-04-22,55.23,-0.17,-324.8823529411764
2014-04-23,53.07,-0.17,-312.17647058823525
2014-04-24,49.88,-0.17,-293.4117647058823
2014-04-25,47.23,-0.17,-277.8235294117647
2014-04-28,46.42,-0.17,-273.05882352941177
2014-04-29,49.17,-0.17,-289.2352941176471
2014-04-30,49.72,-0.17,-292.4705882352941
2014-05-01,50.48,-0.17,-296.9411764705882
2014-05-02,51.18,-0.17,-301.05882352941177
2014-05-05,52.22,-0.17,-307.17647058823525
2014-05-06,49.49,-0.17,-291.11764705882354
2014-05-07,47.06,-0.3,-156.86666666666667
2014-05-08,46.74,-0.3,-155.8
2014-05-09,46.46,-0.3,-154.86666666666667
2014-05-12,48.51,-0.3,-161.7
2014-05-13,47.33,-0.3,-157.76666666666668
2014-05-14,47.57,-0.3,-158.56666666666666
2014-05-15,47.82,-0.3,-159.4
2014-05-16,47.39,-0.3,-157.96666666666667
2014-05-19,48.4,-0.3,-161.33333333333334
2014-05-20,48.49,-0.3,-161.63333333333335
2014-05-21,48.37,-0.3,-161.23333333333332
2014-05-22,50.44,-0.3,-168.13333333333333
2014-05-23,52.53,-0.3,-175.10000000000002
2014-05-27,54.3,-0.3,-181.0
2014-05-28,53.81,-0.3,-179.36666666666667
2014-05-29,54.39,-0.3,-181.3
2014-05-30,52.31,-0.3,-174.36666666666667
2014-06-02,50.26,-0.3,-167.53333333333333
2014-06-03,50.41,-0.3,-168.03333333333333
2014-06-04,51.39,-0.3,-171.3
2014-06-05,53.89,-0.3,-179.63333333333335
2014-06-06,56.61,-0.3,-188.70000000000002
2014-06-09,55.94,-0.3,-186.46666666666667
2014-06-10,55.97,-0.3,-186.56666666666666
2014-06-11,57.8,-0.3,-192.66666666666666
2014-06-12,57.48,-0.3,-191.6
2014-06-13,59.2,-0.3,-197.33333333333334
2014-06-16,59.96,-0.3,-199.86666666666667
2014-06-17,60.0,-0.3,-200.0
2014-06-18,60.52,-0.3,-201.73333333333335
2014-06-19,60.02,-0.3,-200.0666666666667
2014-06-20,60.47,-0.3,-201.56666666666666
2014-06-23,61.23,-0.3,-204.1
2014-06-24,61.09,-0.3,-203.63333333333335
2014-06-25,61.93,-0.3,-206.43333333333334
2014-06-26,61.63,-0.3,-205.43333333333334
2014-06-27,61.4,-0.3,-204.66666666666666
2014-06-30,61.96,-0.3,-206.53333333333333
2014-07-01,63.58,-0.3,-211.93333333333334
2014-07-02,62.12,-0.3,-207.06666666666666
2014-07-03,61.6,-0.3,-205.33333333333334
2014-07-07,59.93,-0.3,-199.76666666666668
2014-07-08,55.88,-0.3,-186.26666666666668
2014-07-09,56.64,-0.3,-188.8
2014-07-10,57.5,-0.3,-191.66666666666669
2014-07-11,57.02,-0.3,-190.0666666666667
2014-07-14,57.55,-0.3,-191.83333333333334
2014-07-15,56.02,-0.3,-186.73333333333335
2014-07-16,56.32,-0.3,-187.73333333333335
2014-07-17,56.61,-0.3,-188.70000000000002
2014-07-18,57.52,-0.3,-191.73333333333335
2014-07-21,58.88,-0.3,-196.26666666666668
2014-07-22,58.55,-0.3,-195.16666666666666
2014-07-23,58.23,-0.3,-194.1
2014-07-24,59.43,-0.3,-198.1
2014-07-25,59.73,-0.3,-199.1
2014-07-28,58.33,-0.3,-194.43333333333334
2014-07-29,59.7,-0.3,-199.00000000000003
2014-07-30,62.64,-0.3,-208.8
2014-07-31,58.8,-0.3,-196.0
2014-08-01,56.67,-0.3,-188.9
2014-08-04,57.71,-0.3,-192.36666666666667
2014-08-05,56.63,-0.3,-188.76666666666668
2014-08-06,55.37,-0.3,-184.56666666666666
2014-08-07,55.36,-0.35,-158.17142857142858
2014-08-08,55.0,-0.35,-157.14285714285714
2014-08-11,55.99,-0.35,-159.9714285714286
2014-08-12,54.61,-0.35,-156.02857142857144
2014-08-13,55.31,-0.35,-158.02857142857144
2014-08-14,54.89,-0.35,-156.82857142857145
2014-08-15,54.7,-0.35,-156.2857142857143
2014-08-18,56.0,-0.35,-160.0
2014-08-19,57.71,-0.35,-164.8857142857143
2014-08-20,57.53,-0.35,-164.3714285714286
2014-08-21,56.9,-0.35,-162.57142857142858
2014-08-22,59.62,-0.35,-170.34285714285716
2014-08-25,58.82,-0.35,-168.05714285714288
2014-08-26,59.73,-0.35,-170.65714285714287
2014-08-27,60.08,-0.35,-171.65714285714287
2014-08-28,59.53,-0.35,-170.0857142857143
2014-08-29,61.13,-0.35,-174.65714285714287
2014-09-02,62.85,-0.35,-179.57142857142858
2014-09-03,62.74,-0.35,-179.25714285714287
2014-09-04,61.26,-0.35,-175.02857142857144
2014-09-05,62.47,-0.35,-178.4857142857143
2014-09-08,64.31,-0.35,-183.74285714285716
2014-09-09,62.23,-0.35,-177.8
2014-09-10,62.48,-0.35,-178.5142857142857
2014-09-11,63.36,-0.35,-181.02857142857144
2014-09-12,61.61,-0.35,-176.02857142857144
2014-09-15,58.98,-0.35,-168.5142857142857
2014-09-16,59.91,-0.35,-171.17142857142858
2014-09-17,61.01,-0.35,-174.31428571428572
2014-09-18,61.31,-0.35,-175.17142857142858
2014-09-19,62.34,-0.35,-178.11428571428573
2014-09-22,60.6,-0.35,-173.14285714285717
2014-09-23,59.17,-0.35,-169.05714285714288
2014-09-24,60.07,-0.35,-171.62857142857143
2014-09-25,58.4,-0.35,-166.85714285714286
2014-09-26,59.56,-0.35,-170.17142857142858
2014-09-29,59.79,-0.35,-170.82857142857145
2014-09-30,58.78,-0.35,-167.94285714285715
2014-10-01,57.3,-0.35,-163.71428571428572
2014-10-02,57.92,-0.35,-165.4857142857143
2014-10-03,60.29,-0.35,-172.25714285714287
2014-10-06,60.53,-0.35,-172.94285714285715
2014-10-07,57.82,-0.35,-165.20000000000002
2014-10-08,59.36,-0.35,-169.60000000000002
2014-10-09,58.36,-0.35,-166.74285714285716
2014-10-10,56.47,-0.35,-161.34285714285716
2014-10-13,54.2,-0.35,-154.85714285714286
2014-10-14,56.03,-0.35,-160.0857142857143
2014-10-15,57.4,-0.35,-164.0
2014-10-16,57.25,-0.35,-163.57142857142858
2014-10-17,60.38,-0.35,-172.51428571428573
2014-10-20,59.28,-0.35,-169.3714285714286
2014-10-21,60.48,-0.35,-172.8
2014-10-22,58.07,-0.35,-165.91428571428574
2014-10-23,64.54,-0.35,-184.40000000000003
2014-10-24,65.45,-0.35,-187.00000000000003
2014-10-27,64.09,-0.35,-183.11428571428573
2014-10-28,66.97,-0.35,-191.34285714285716
2014-10-29,65.03,-0.35,-185.8
2014-10-30,66.42,-0.35,-189.7714285714286
2014-10-31,67.93,-0.35,-194.08571428571432
