date,ESS,ESS_EPS,PE Ratio
1994-09-29,17.88,0.01,1787.9999999999998
1994-09-30,18.0,0.01,1800.0
1994-10-03,17.75,0.01,1775.0
1994-10-04,17.75,0.01,1775.0
1994-10-05,17.0,0.01,1700.0
1994-10-06,16.75,0.01,1675.0
1994-10-07,17.0,0.01,1700.0
1994-10-10,17.0,0.01,1700.0
1994-10-11,16.75,0.01,1675.0
1994-10-12,17.0,0.01,1700.0
1994-10-13,16.75,0.01,1675.0
1994-10-14,16.63,0.01,1662.9999999999998
1994-10-17,16.88,0.01,1687.9999999999998
1994-10-18,16.88,0.01,1687.9999999999998
1994-10-19,16.75,0.01,1675.0
1994-10-20,16.88,0.01,1687.9999999999998
1994-10-21,17.13,0.01,1712.9999999999998
1994-10-24,17.13,0.01,1712.9999999999998
1994-10-25,16.88,0.01,1687.9999999999998
1994-10-26,16.63,0.01,1662.9999999999998
1994-10-27,16.63,0.01,1662.9999999999998
1994-10-28,17.25,0.01,1725.0
1994-10-31,17.63,0.01,1762.9999999999998
1994-11-01,17.25,0.01,1725.0
1994-11-02,17.5,0.01,1750.0
1994-11-03,17.38,0.01,1737.9999999999998
1994-11-04,17.38,0.01,1737.9999999999998
1994-11-07,17.25,0.01,1725.0
1994-11-08,17.13,0.01,1712.9999999999998
1994-11-09,17.13,0.01,1712.9999999999998
1994-11-10,16.88,0.01,1687.9999999999998
1994-11-11,16.63,0.01,1662.9999999999998
1994-11-14,16.63,0.01,1662.9999999999998
1994-11-15,16.5,0.01,1650.0
1994-11-16,15.88,0.01,1588.0
1994-11-17,16.25,0.01,1625.0
1994-11-18,16.63,0.01,1662.9999999999998
1994-11-21,16.38,0.01,1637.9999999999998
1994-11-22,16.5,0.01,1650.0
1994-11-23,17.0,0.01,1700.0
1994-11-25,16.88,0.01,1687.9999999999998
1994-11-28,17.0,0.01,1700.0
1994-11-29,16.88,0.01,1687.9999999999998
1994-11-30,17.0,0.01,1700.0
1994-12-01,16.63,0.01,1662.9999999999998
1994-12-02,16.5,0.01,1650.0
1994-12-05,16.25,0.01,1625.0
1994-12-06,16.13,0.01,1612.9999999999998
1994-12-07,16.13,0.01,1612.9999999999998
1994-12-08,15.63,0.01,1563.0
1994-12-09,15.75,0.01,1575.0
1994-12-12,15.75,0.01,1575.0
1994-12-13,15.75,0.01,1575.0
1994-12-14,15.75,0.01,1575.0
1994-12-15,16.5,0.01,1650.0
1994-12-16,16.25,0.01,1625.0
1994-12-19,16.13,0.01,1612.9999999999998
1994-12-20,16.0,0.01,1600.0
1994-12-21,15.75,0.01,1575.0
1994-12-22,15.63,0.01,1563.0
1994-12-23,15.38,0.01,1538.0
1994-12-27,15.13,0.01,1513.0
1994-12-28,14.88,0.01,1488.0
1994-12-29,15.13,0.01,1513.0
1994-12-30,15.13,0.01,1513.0
1995-01-03,16.0,0.01,1600.0
1995-01-04,16.25,0.01,1625.0
1995-01-05,16.38,0.01,1637.9999999999998
1995-01-06,16.63,0.01,1662.9999999999998
1995-01-09,16.5,0.01,1650.0
1995-01-10,16.5,0.01,1650.0
1995-01-11,16.38,0.01,1637.9999999999998
1995-01-12,16.38,0.01,1637.9999999999998
1995-01-13,16.5,0.01,1650.0
1995-01-16,16.38,0.01,1637.9999999999998
1995-01-17,16.5,0.01,1650.0
1995-01-18,16.5,0.01,1650.0
1995-01-19,16.13,0.01,1612.9999999999998
1995-01-20,16.25,0.01,1625.0
1995-01-23,16.0,0.01,1600.0
1995-01-24,16.13,0.01,1612.9999999999998
1995-01-25,16.38,0.01,1637.9999999999998
1995-01-26,16.25,0.01,1625.0
1995-01-27,16.5,0.01,1650.0
1995-01-30,16.63,0.01,1662.9999999999998
1995-01-31,16.5,0.01,1650.0
1995-02-01,16.38,0.01,1637.9999999999998
1995-02-02,16.5,0.01,1650.0
1995-02-03,16.0,0.01,1600.0
1995-02-06,16.13,0.01,1612.9999999999998
1995-02-07,16.0,0.01,1600.0
1995-02-08,15.75,0.01,1575.0
1995-02-09,16.0,0.01,1600.0
1995-02-10,16.0,0.01,1600.0
1995-02-13,15.5,0.01,1550.0
1995-02-14,15.88,0.01,1588.0
1995-02-15,16.13,0.01,1612.9999999999998
1995-02-16,15.88,0.01,1588.0
1995-02-17,15.88,0.01,1588.0
1995-02-21,15.75,0.01,1575.0
1995-02-22,15.75,0.01,1575.0
1995-02-23,15.88,0.01,1588.0
1995-02-24,15.88,0.01,1588.0
1995-02-27,16.0,0.01,1600.0
1995-02-28,16.13,0.01,1612.9999999999998
1995-03-01,16.0,0.01,1600.0
1995-03-02,15.63,0.01,1563.0
1995-03-03,15.38,0.01,1538.0
1995-03-06,15.38,0.01,1538.0
1995-03-07,15.5,0.01,1550.0
1995-03-08,15.38,0.01,1538.0
1995-03-09,15.5,0.01,1550.0
1995-03-10,15.38,0.01,1538.0
1995-03-13,15.38,0.01,1538.0
1995-03-14,15.5,0.01,1550.0
1995-03-15,15.88,0.01,1588.0
1995-03-16,15.63,0.01,1563.0
1995-03-17,15.75,0.01,1575.0
1995-03-20,16.0,0.01,1600.0
1995-03-21,16.0,0.01,1600.0
1995-03-22,15.88,0.01,1588.0
1995-03-23,16.0,0.01,1600.0
1995-03-24,16.38,0.01,1637.9999999999998
1995-03-27,16.0,0.01,1600.0
1995-03-28,15.88,0.01,1588.0
1995-03-29,16.0,0.01,1600.0
1995-03-30,16.0,0.01,1600.0
1995-03-31,15.88,0.01,1588.0
1995-04-03,15.75,0.01,1575.0
1995-04-04,15.75,0.01,1575.0
1995-04-05,16.13,0.01,1612.9999999999998
1995-04-06,16.5,0.01,1650.0
1995-04-07,16.38,0.01,1637.9999999999998
1995-04-10,16.5,0.01,1650.0
1995-04-11,16.5,0.01,1650.0
1995-04-12,16.38,0.01,1637.9999999999998
1995-04-13,16.5,0.01,1650.0
1995-04-17,16.25,0.01,1625.0
1995-04-18,16.25,0.01,1625.0
1995-04-19,16.5,0.01,1650.0
1995-04-20,16.25,0.01,1625.0
1995-04-21,16.63,0.01,1662.9999999999998
1995-04-24,16.0,0.01,1600.0
1995-04-25,16.13,0.01,1612.9999999999998
1995-04-26,15.88,0.01,1588.0
1995-04-27,16.0,0.01,1600.0
1995-04-28,16.25,0.01,1625.0
1995-05-01,16.5,0.01,1650.0
1995-05-02,16.25,0.01,1625.0
1995-05-03,16.38,0.01,1637.9999999999998
1995-05-04,16.75,0.01,1675.0
1995-05-05,17.0,0.01,1700.0
1995-05-08,17.38,0.01,1737.9999999999998
1995-05-09,18.0,0.01,1800.0
1995-05-10,17.88,0.01,1787.9999999999998
1995-05-11,18.0,0.01,1800.0
1995-05-12,17.88,0.01,1787.9999999999998
1995-05-15,17.5,0.01,1750.0
1995-05-16,17.5,0.01,1750.0
1995-05-17,17.38,0.01,1737.9999999999998
1995-05-18,17.25,0.01,1725.0
1995-05-19,17.5,0.01,1750.0
1995-05-22,17.25,0.01,1725.0
1995-05-23,17.38,0.01,1737.9999999999998
1995-05-24,17.38,0.01,1737.9999999999998
1995-05-25,17.63,0.01,1762.9999999999998
1995-05-26,17.5,0.01,1750.0
1995-05-30,17.75,0.01,1775.0
1995-05-31,17.88,0.01,1787.9999999999998
1995-06-01,17.75,0.01,1775.0
1995-06-02,17.88,0.01,1787.9999999999998
1995-06-05,17.88,0.01,1787.9999999999998
1995-06-06,17.88,0.01,1787.9999999999998
1995-06-07,17.5,0.01,1750.0
1995-06-08,17.63,0.01,1762.9999999999998
1995-06-09,17.5,0.01,1750.0
1995-06-12,17.75,0.01,1775.0
1995-06-13,17.5,0.01,1750.0
1995-06-14,17.63,0.01,1762.9999999999998
1995-06-15,17.5,0.01,1750.0
1995-06-16,17.38,0.01,1737.9999999999998
1995-06-19,17.63,0.01,1762.9999999999998
1995-06-20,17.38,0.01,1737.9999999999998
1995-06-21,17.5,0.01,1750.0
1995-06-22,17.75,0.01,1775.0
1995-06-23,17.63,0.01,1762.9999999999998
1995-06-26,17.75,0.01,1775.0
1995-06-27,18.13,0.01,1812.9999999999998
1995-06-28,17.38,0.01,1737.9999999999998
1995-06-29,17.5,0.01,1750.0
1995-06-30,18.13,0.01,1812.9999999999998
1995-07-03,18.25,0.01,1825.0
1995-07-05,18.0,0.01,1800.0
1995-07-06,18.25,0.01,1825.0
1995-07-07,18.0,0.01,1800.0
1995-07-10,18.25,0.01,1825.0
1995-07-11,18.13,0.01,1812.9999999999998
1995-07-12,18.0,0.01,1800.0
1995-07-13,17.5,0.01,1750.0
1995-07-14,17.38,0.01,1737.9999999999998
1995-07-17,17.5,0.01,1750.0
1995-07-18,17.38,0.01,1737.9999999999998
1995-07-19,17.5,0.01,1750.0
1995-07-20,17.13,0.01,1712.9999999999998
1995-07-21,16.88,0.01,1687.9999999999998
1995-07-24,16.75,0.01,1675.0
1995-07-25,16.75,0.01,1675.0
1995-07-26,16.88,0.01,1687.9999999999998
1995-07-27,17.25,0.01,1725.0
1995-07-28,17.63,0.01,1762.9999999999998
1995-07-31,17.75,0.01,1775.0
1995-08-01,17.63,0.01,1762.9999999999998
1995-08-02,17.88,0.01,1787.9999999999998
1995-08-03,17.88,0.01,1787.9999999999998
1995-08-04,17.5,0.01,1750.0
1995-08-07,17.0,0.01,1700.0
1995-08-08,16.75,0.01,1675.0
1995-08-09,16.88,0.01,1687.9999999999998
1995-08-10,17.0,0.01,1700.0
1995-08-11,17.0,0.01,1700.0
1995-08-14,17.13,0.01,1712.9999999999998
1995-08-15,16.88,0.01,1687.9999999999998
1995-08-16,17.0,0.01,1700.0
1995-08-17,17.25,0.01,1725.0
1995-08-18,17.5,0.01,1750.0
1995-08-21,17.5,0.01,1750.0
1995-08-22,17.25,0.01,1725.0
1995-08-23,17.13,0.01,1712.9999999999998
1995-08-24,17.0,0.01,1700.0
1995-08-25,17.13,0.01,1712.9999999999998
1995-08-28,17.0,0.01,1700.0
1995-08-29,17.0,0.01,1700.0
1995-08-30,17.13,0.01,1712.9999999999998
1995-08-31,17.38,0.01,1737.9999999999998
1995-09-01,17.25,0.01,1725.0
1995-09-05,17.38,0.01,1737.9999999999998
1995-09-06,17.5,0.01,1750.0
1995-09-07,17.75,0.01,1775.0
1995-09-08,17.63,0.01,1762.9999999999998
1995-09-11,17.88,0.01,1787.9999999999998
1995-09-12,17.88,0.01,1787.9999999999998
1995-09-13,17.63,0.01,1762.9999999999998
1995-09-14,17.88,0.01,1787.9999999999998
1995-09-15,17.88,0.01,1787.9999999999998
1995-09-18,17.5,0.01,1750.0
1995-09-19,17.75,0.01,1775.0
1995-09-20,17.63,0.01,1762.9999999999998
1995-09-21,17.63,0.01,1762.9999999999998
1995-09-22,18.0,0.01,1800.0
1995-09-25,18.13,0.01,1812.9999999999998
1995-09-26,18.13,0.01,1812.9999999999998
1995-09-27,17.38,0.01,1737.9999999999998
1995-09-28,17.25,0.01,1725.0
1995-09-29,17.63,0.01,1762.9999999999998
1995-10-02,17.5,0.01,1750.0
1995-10-03,17.25,0.01,1725.0
1995-10-04,17.63,0.01,1762.9999999999998
1995-10-05,17.38,0.01,1737.9999999999998
1995-10-06,17.63,0.01,1762.9999999999998
1995-10-09,17.63,0.01,1762.9999999999998
1995-10-10,17.88,0.01,1787.9999999999998
1995-10-11,17.5,0.01,1750.0
1995-10-12,17.5,0.01,1750.0
1995-10-13,17.63,0.01,1762.9999999999998
1995-10-16,17.63,0.01,1762.9999999999998
1995-10-17,17.75,0.01,1775.0
1995-10-18,17.63,0.01,1762.9999999999998
1995-10-19,17.5,0.01,1750.0
1995-10-20,17.75,0.01,1775.0
1995-10-23,17.75,0.01,1775.0
1995-10-24,18.13,0.01,1812.9999999999998
1995-10-25,18.13,0.01,1812.9999999999998
1995-10-26,18.25,0.01,1825.0
1995-10-27,18.25,0.01,1825.0
1995-10-30,18.25,0.01,1825.0
1995-10-31,18.25,0.01,1825.0
1995-11-01,18.5,0.01,1850.0
1995-11-02,18.63,0.01,1862.9999999999998
1995-11-03,18.5,0.01,1850.0
1995-11-06,18.38,0.01,1837.9999999999998
1995-11-07,18.5,0.01,1850.0
1995-11-08,18.5,0.01,1850.0
1995-11-09,18.75,0.01,1875.0
1995-11-10,18.88,0.01,1887.9999999999998
1995-11-13,18.88,0.01,1887.9999999999998
1995-11-14,18.88,0.01,1887.9999999999998
1995-11-15,18.75,0.01,1875.0
1995-11-16,18.63,0.01,1862.9999999999998
1995-11-17,18.63,0.01,1862.9999999999998
1995-11-20,18.75,0.01,1875.0
1995-11-21,18.63,0.01,1862.9999999999998
1995-11-22,18.75,0.01,1875.0
1995-11-24,18.5,0.01,1850.0
1995-11-27,18.75,0.01,1875.0
1995-11-28,18.63,0.01,1862.9999999999998
1995-11-29,18.63,0.01,1862.9999999999998
1995-11-30,18.63,0.01,1862.9999999999998
1995-12-01,18.75,0.01,1875.0
1995-12-04,18.88,0.01,1887.9999999999998
1995-12-05,18.75,0.01,1875.0
1995-12-06,19.0,0.01,1900.0
1995-12-07,19.0,0.01,1900.0
1995-12-08,19.13,0.01,1912.9999999999998
1995-12-11,19.13,0.01,1912.9999999999998
1995-12-12,19.13,0.01,1912.9999999999998
1995-12-13,19.0,0.01,1900.0
1995-12-14,19.13,0.01,1912.9999999999998
1995-12-15,19.0,0.01,1900.0
1995-12-18,18.75,0.01,1875.0
1995-12-19,18.75,0.01,1875.0
1995-12-20,19.0,0.01,1900.0
1995-12-21,19.25,0.01,1925.0
1995-12-22,19.25,0.01,1925.0
1995-12-26,19.5,0.01,1950.0
1995-12-27,19.13,0.01,1912.9999999999998
1995-12-28,19.13,0.01,1912.9999999999998
1995-12-29,19.25,0.01,1925.0
1996-01-02,19.0,0.01,1900.0
1996-01-03,19.38,0.01,1937.9999999999998
1996-01-04,19.25,0.01,1925.0
1996-01-05,19.13,0.01,1912.9999999999998
1996-01-08,19.13,0.01,1912.9999999999998
1996-01-09,18.88,0.01,1887.9999999999998
1996-01-10,18.75,0.01,1875.0
1996-01-11,18.88,0.01,1887.9999999999998
1996-01-12,19.13,0.01,1912.9999999999998
1996-01-15,19.13,0.01,1912.9999999999998
1996-01-16,19.13,0.01,1912.9999999999998
1996-01-17,19.0,0.01,1900.0
1996-01-18,19.63,0.01,1962.9999999999998
1996-01-19,19.75,0.01,1975.0
1996-01-22,19.5,0.01,1950.0
1996-01-23,19.38,0.01,1937.9999999999998
1996-01-24,19.63,0.01,1962.9999999999998
1996-01-25,19.5,0.01,1950.0
1996-01-26,19.75,0.01,1975.0
1996-01-29,19.63,0.01,1962.9999999999998
1996-01-30,19.88,0.01,1987.9999999999998
1996-01-31,20.0,0.01,2000.0
1996-02-01,20.13,0.01,2012.9999999999998
1996-02-02,20.0,0.01,2000.0
1996-02-05,20.0,0.01,2000.0
1996-02-06,20.0,0.01,2000.0
1996-02-07,19.88,0.01,1987.9999999999998
1996-02-08,20.5,0.01,2050.0
1996-02-09,20.75,0.01,2075.0
1996-02-12,21.0,0.01,2100.0
1996-02-13,21.0,0.01,2100.0
1996-02-14,21.13,0.01,2113.0
1996-02-15,20.88,0.01,2088.0
1996-02-16,20.75,0.01,2075.0
1996-02-20,20.63,0.01,2063.0
1996-02-21,20.75,0.01,2075.0
1996-02-22,20.75,0.01,2075.0
1996-02-23,20.88,0.01,2088.0
1996-02-26,20.5,0.01,2050.0
1996-02-27,20.38,0.01,2037.9999999999998
1996-02-28,20.13,0.01,2012.9999999999998
1996-02-29,20.25,0.01,2025.0
1996-03-01,19.88,0.01,1987.9999999999998
1996-03-04,19.75,0.01,1975.0
1996-03-05,19.88,0.01,1987.9999999999998
1996-03-06,20.25,0.01,2025.0
1996-03-07,20.63,0.01,2063.0
1996-03-08,20.13,0.01,2012.9999999999998
1996-03-11,20.0,0.01,2000.0
1996-03-12,19.75,0.01,1975.0
1996-03-13,20.5,0.01,2050.0
1996-03-14,20.75,0.01,2075.0
1996-03-15,20.63,0.01,2063.0
1996-03-18,20.88,0.01,2088.0
1996-03-19,20.63,0.01,2063.0
1996-03-20,20.63,0.01,2063.0
1996-03-21,20.5,0.01,2050.0
1996-03-22,20.25,0.01,2025.0
1996-03-25,20.25,0.01,2025.0
1996-03-26,20.75,0.01,2075.0
1996-03-27,20.25,0.01,2025.0
1996-03-28,20.0,0.01,2000.0
1996-03-29,20.75,0.01,2075.0
1996-04-01,20.38,0.01,2037.9999999999998
1996-04-02,20.75,0.01,2075.0
1996-04-03,20.63,0.01,2063.0
1996-04-04,20.63,0.01,2063.0
1996-04-08,20.38,0.01,2037.9999999999998
1996-04-09,20.38,0.01,2037.9999999999998
1996-04-10,20.38,0.01,2037.9999999999998
1996-04-11,20.13,0.01,2012.9999999999998
1996-04-12,20.38,0.01,2037.9999999999998
1996-04-15,20.25,0.01,2025.0
1996-04-16,20.13,0.01,2012.9999999999998
1996-04-17,19.75,0.01,1975.0
1996-04-18,19.75,0.01,1975.0
1996-04-19,20.25,0.01,2025.0
1996-04-22,20.38,0.01,2037.9999999999998
1996-04-23,20.0,0.01,2000.0
1996-04-24,20.0,0.01,2000.0
1996-04-25,19.88,0.01,1987.9999999999998
1996-04-26,20.25,0.01,2025.0
1996-04-29,20.38,0.01,2037.9999999999998
1996-04-30,20.63,0.01,2063.0
1996-05-01,20.88,0.01,2088.0
1996-05-02,20.38,0.01,2037.9999999999998
1996-05-03,20.38,0.01,2037.9999999999998
1996-05-06,20.38,0.01,2037.9999999999998
1996-05-07,20.13,0.01,2012.9999999999998
1996-05-08,19.88,0.01,1987.9999999999998
1996-05-09,20.25,0.01,2025.0
1996-05-10,20.5,0.01,2050.0
1996-05-13,20.13,0.01,2012.9999999999998
1996-05-14,20.25,0.01,2025.0
1996-05-15,20.25,0.01,2025.0
1996-05-16,20.25,0.01,2025.0
1996-05-17,20.25,0.01,2025.0
1996-05-20,20.63,0.01,2063.0
1996-05-21,20.75,0.01,2075.0
1996-05-22,20.75,0.01,2075.0
1996-05-23,20.75,0.01,2075.0
1996-05-24,20.75,0.01,2075.0
1996-05-28,20.75,0.01,2075.0
1996-05-29,20.88,0.01,2088.0
1996-05-30,20.63,0.01,2063.0
1996-05-31,20.75,0.01,2075.0
1996-06-03,20.88,0.01,2088.0
1996-06-04,20.63,0.01,2063.0
1996-06-05,21.0,0.01,2100.0
1996-06-06,20.63,0.01,2063.0
1996-06-07,20.88,0.01,2088.0
1996-06-10,21.25,0.01,2125.0
1996-06-11,21.0,0.01,2100.0
1996-06-12,21.25,0.01,2125.0
1996-06-13,21.25,0.01,2125.0
1996-06-14,21.38,0.01,2138.0
1996-06-17,21.25,0.01,2125.0
1996-06-18,21.5,0.01,2150.0
1996-06-19,21.88,0.01,2188.0
1996-06-20,22.25,0.01,2225.0
1996-06-21,22.0,0.01,2200.0
1996-06-24,22.38,0.01,2238.0
1996-06-25,22.0,0.01,2200.0
1996-06-26,22.0,0.01,2200.0
1996-06-27,21.63,0.01,2163.0
1996-06-28,21.5,0.01,2150.0
1996-07-01,21.88,0.01,2188.0
1996-07-02,22.0,0.01,2200.0
1996-07-03,22.38,0.01,2238.0
1996-07-05,22.38,0.01,2238.0
1996-07-08,22.38,0.01,2238.0
1996-07-09,22.13,0.01,2213.0
1996-07-10,22.13,0.01,2213.0
1996-07-11,22.0,0.01,2200.0
1996-07-12,21.75,0.01,2175.0
1996-07-15,21.88,0.01,2188.0
1996-07-16,22.13,0.01,2213.0
1996-07-17,22.13,0.01,2213.0
1996-07-18,22.13,0.01,2213.0
1996-07-19,22.5,0.01,2250.0
1996-07-22,23.13,0.01,2313.0
1996-07-23,22.75,0.01,2275.0
1996-07-24,22.63,0.01,2263.0
1996-07-25,22.75,0.01,2275.0
1996-07-26,23.13,0.01,2313.0
1996-07-29,23.38,0.01,2338.0
1996-07-30,22.88,0.01,2288.0
1996-07-31,22.25,0.01,2225.0
1996-08-01,22.63,0.01,2263.0
1996-08-02,23.25,0.01,2325.0
1996-08-05,23.0,0.01,2300.0
1996-08-06,22.88,0.01,2288.0
1996-08-07,22.88,0.01,2288.0
1996-08-08,22.75,0.01,2275.0
1996-08-09,22.75,0.01,2275.0
1996-08-12,22.75,0.01,2275.0
1996-08-13,22.75,0.01,2275.0
1996-08-14,23.0,0.01,2300.0
1996-08-15,23.5,0.01,2350.0
1996-08-16,23.38,0.01,2338.0
1996-08-19,24.0,0.01,2400.0
1996-08-20,23.88,0.01,2388.0
1996-08-21,23.88,0.01,2388.0
1996-08-22,24.25,0.01,2425.0
1996-08-23,24.38,0.01,2438.0
1996-08-26,24.25,0.01,2425.0
1996-08-27,24.25,0.01,2425.0
1996-08-28,24.25,0.01,2425.0
1996-08-29,24.38,0.01,2438.0
1996-08-30,23.88,0.01,2388.0
1996-09-03,24.0,0.01,2400.0
1996-09-04,24.13,0.01,2413.0
1996-09-05,23.63,0.01,2363.0
1996-09-06,23.5,0.01,2350.0
1996-09-09,24.0,0.01,2400.0
1996-09-10,24.38,0.01,2438.0
1996-09-11,24.13,0.01,2413.0
1996-09-12,24.63,0.01,2463.0
1996-09-13,24.63,0.01,2463.0
1996-09-16,24.38,0.01,2438.0
1996-09-17,24.88,0.01,2488.0
1996-09-18,24.25,0.01,2425.0
1996-09-19,24.25,0.01,2425.0
1996-09-20,24.5,0.01,2450.0
1996-09-23,24.63,0.01,2463.0
1996-09-24,24.63,0.01,2463.0
1996-09-25,24.75,0.01,2475.0
1996-09-26,24.38,0.01,2438.0
1996-09-27,24.63,0.01,2463.0
1996-09-30,24.88,0.01,2488.0
1996-10-01,24.88,0.01,2488.0
1996-10-02,25.0,0.01,2500.0
1996-10-03,25.13,0.01,2513.0
1996-10-04,25.0,0.01,2500.0
1996-10-07,25.13,0.01,2513.0
1996-10-08,24.75,0.01,2475.0
1996-10-09,24.75,0.01,2475.0
1996-10-10,25.13,0.01,2513.0
1996-10-11,25.38,0.01,2538.0
1996-10-14,25.38,0.01,2538.0
1996-10-15,25.38,0.01,2538.0
1996-10-16,25.63,0.01,2563.0
1996-10-17,25.5,0.01,2550.0
1996-10-18,25.75,0.01,2575.0
1996-10-21,25.63,0.01,2563.0
1996-10-22,25.5,0.01,2550.0
1996-10-23,25.5,0.01,2550.0
1996-10-24,25.75,0.01,2575.0
1996-10-25,25.63,0.01,2563.0
1996-10-28,25.5,0.01,2550.0
1996-10-29,25.38,0.01,2538.0
1996-10-30,25.63,0.01,2563.0
1996-10-31,25.88,0.01,2588.0
1996-11-01,25.75,0.01,2575.0
1996-11-04,26.0,0.01,2600.0
1996-11-05,26.75,0.01,2675.0
1996-11-06,27.63,0.01,2763.0
1996-11-07,28.25,0.01,2825.0
1996-11-08,28.63,0.01,2863.0
1996-11-11,28.5,0.01,2850.0
1996-11-12,27.75,0.01,2775.0
1996-11-13,28.5,0.01,2850.0
1996-11-14,28.5,0.01,2850.0
1996-11-15,28.13,0.01,2813.0
1996-11-18,28.13,0.01,2813.0
1996-11-19,28.0,0.01,2800.0
1996-11-20,28.13,0.01,2813.0
1996-11-21,27.88,0.01,2788.0
1996-11-22,27.5,0.01,2750.0
1996-11-25,27.5,0.01,2750.0
1996-11-26,27.38,0.01,2738.0
1996-11-27,27.25,0.01,2725.0
1996-11-29,27.5,0.01,2750.0
1996-12-02,27.5,0.01,2750.0
1996-12-03,27.13,0.01,2713.0
1996-12-04,27.25,0.01,2725.0
1996-12-05,27.5,0.01,2750.0
1996-12-06,27.5,0.01,2750.0
1996-12-09,27.88,0.01,2788.0
1996-12-10,27.88,0.01,2788.0
1996-12-11,27.63,0.01,2763.0
1996-12-12,27.63,0.01,2763.0
1996-12-13,27.5,0.01,2750.0
1996-12-16,27.63,0.01,2763.0
1996-12-17,27.88,0.01,2788.0
1996-12-18,27.88,0.01,2788.0
1996-12-19,28.0,0.01,2800.0
1996-12-20,28.38,0.01,2838.0
1996-12-23,28.25,0.01,2825.0
1996-12-24,28.38,0.01,2838.0
1996-12-26,29.0,0.01,2900.0
1996-12-27,28.75,0.01,2875.0
1996-12-30,29.0,0.01,2900.0
1996-12-31,29.38,0.01,2938.0
1997-01-02,28.88,0.01,2888.0
1997-01-03,29.13,0.01,2913.0
1997-01-06,28.88,0.01,2888.0
1997-01-07,29.0,0.01,2900.0
1997-01-08,28.75,0.01,2875.0
1997-01-09,28.63,0.01,2863.0
