date,GIS,GIS_EPS,PE Ratio
1993-11-10,12.78,,
1993-11-11,12.66,,
1993-11-12,12.84,,
1993-11-15,12.81,,
1993-11-16,12.84,,
1993-11-17,12.76,,
1993-11-18,12.99,,
1993-11-19,12.71,,
1993-11-22,12.58,,
1993-11-23,12.5,,
1993-11-24,12.58,,
1993-11-26,12.66,,
1993-11-29,12.71,,
1993-11-30,12.55,,
1993-12-01,12.47,,
1993-12-02,12.58,,
1993-12-03,12.71,,
1993-12-06,12.97,,
1993-12-07,12.97,,
1993-12-08,12.97,,
1993-12-09,12.78,,
1993-12-10,12.76,,
1993-12-13,12.55,,
1993-12-14,12.53,,
1993-12-15,12.45,,
1993-12-16,12.53,,
1993-12-17,12.66,,
1993-12-20,12.55,,
1993-12-21,12.6,,
1993-12-22,12.71,,
1993-12-23,12.58,,
1993-12-27,12.6,,
1993-12-28,12.55,,
1993-12-29,12.58,,
1993-12-30,12.58,,
1993-12-31,12.55,,
1994-01-03,12.78,,
1994-01-04,12.71,,
1994-01-05,12.58,,
1994-01-06,12.4,,
1994-01-07,12.47,,
1994-01-10,12.71,,
1994-01-11,12.78,,
1994-01-12,12.78,,
1994-01-13,12.66,,
1994-01-14,12.4,,
1994-01-17,12.17,,
1994-01-18,12.11,,
1994-01-19,12.11,,
1994-01-20,12.22,,
1994-01-21,12.32,,
1994-01-24,12.27,,
1994-01-25,12.22,,
1994-01-26,12.19,,
1994-01-27,12.19,,
1994-01-28,12.17,,
1994-01-31,12.27,,
1994-02-01,12.37,,
1994-02-02,12.4,,
1994-02-03,12.4,,
1994-02-04,12.29,,
1994-02-07,12.19,,
1994-02-08,11.93,,
1994-02-09,12.01,,
1994-02-10,11.83,,
1994-02-11,11.93,,
1994-02-14,12.01,,
1994-02-15,12.14,,
1994-02-16,12.11,,
1994-02-17,11.98,,
1994-02-18,11.88,,
1994-02-22,11.78,,
1994-02-23,11.52,,
1994-02-24,11.57,,
1994-02-25,11.49,,
1994-02-28,11.49,,
1994-03-01,11.49,,
1994-03-02,11.47,,
1994-03-03,11.39,,
1994-03-04,11.39,,
1994-03-07,11.21,,
1994-03-08,11.31,,
1994-03-09,11.13,,
1994-03-10,11.21,,
1994-03-11,11.11,,
1994-03-14,11.24,,
1994-03-15,11.29,,
1994-03-16,11.26,,
1994-03-17,11.52,,
1994-03-18,11.7,,
1994-03-21,11.62,,
1994-03-22,11.52,,
1994-03-23,11.52,,
1994-03-24,11.52,,
1994-03-25,11.55,,
1994-03-28,11.52,,
1994-03-29,11.62,,
1994-03-30,11.44,,
1994-03-31,11.49,,
1994-04-04,11.08,,
1994-04-05,11.21,,
1994-04-06,11.11,,
1994-04-07,11.11,,
1994-04-08,10.95,,
1994-04-11,10.98,,
1994-04-12,10.9,,
1994-04-13,10.87,,
1994-04-14,10.8,,
1994-04-15,10.64,,
1994-04-18,10.56,,
1994-04-19,10.54,,
1994-04-20,10.43,,
1994-04-21,10.72,,
1994-04-22,10.77,,
1994-04-25,10.85,,
1994-04-26,10.8,,
1994-04-28,10.82,,
1994-04-29,10.67,,
1994-05-02,10.77,,
1994-05-03,10.72,,
1994-05-04,10.69,,
1994-05-05,10.72,,
1994-05-06,10.46,,
1994-05-09,10.49,,
1994-05-10,10.59,,
1994-05-11,10.33,,
1994-05-12,10.69,,
1994-05-13,10.62,,
1994-05-16,10.41,,
1994-05-17,10.54,,
1994-05-18,10.38,,
1994-05-19,10.51,,
1994-05-20,10.72,,
1994-05-23,11.11,,
1994-05-24,11.0,,
1994-05-25,10.93,,
1994-05-26,11.08,,
1994-05-27,11.26,,
1994-05-31,11.31,,
1994-06-01,11.26,,
1994-06-02,11.42,,
1994-06-03,11.65,,
1994-06-06,11.52,,
1994-06-07,11.65,,
1994-06-08,11.67,,
1994-06-09,11.52,,
1994-06-10,11.55,,
1994-06-13,11.47,,
1994-06-14,11.44,,
1994-06-15,11.36,,
1994-06-16,11.36,,
1994-06-17,11.47,,
1994-06-20,11.67,,
1994-06-21,11.42,,
1994-06-22,11.44,,
1994-06-23,11.39,,
1994-06-24,11.29,,
1994-06-27,11.34,,
1994-06-28,11.44,,
1994-06-29,11.31,,
1994-06-30,11.29,,
1994-07-01,11.18,,
1994-07-05,10.95,,
1994-07-06,11.18,,
1994-07-07,10.95,,
1994-07-08,10.93,,
1994-07-11,10.9,,
1994-07-12,10.93,,
1994-07-13,10.85,,
1994-07-14,10.59,,
1994-07-15,10.72,,
1994-07-18,10.8,,
1994-07-19,10.69,,
1994-07-20,10.64,,
1994-07-21,10.59,,
1994-07-22,10.43,,
1994-07-25,10.49,,
1994-07-26,10.51,,
1994-07-27,10.41,,
1994-07-28,10.2,,
1994-07-29,10.31,,
1994-08-01,10.38,,
1994-08-02,10.36,,
1994-08-03,10.43,,
1994-08-04,10.33,,
1994-08-05,10.43,,
1994-08-08,10.41,,
1994-08-09,10.51,,
1994-08-10,10.8,,
1994-08-11,10.87,,
1994-08-12,11.15,,
1994-08-15,11.16,,
1994-08-16,11.21,,
1994-08-17,11.11,,
1994-08-18,11.44,,
1994-08-19,11.34,,
1994-08-22,11.36,,
1994-08-23,11.36,,
1994-08-24,11.34,,
1994-08-25,11.34,,
1994-08-26,11.39,,
1994-08-29,11.16,,
1994-08-30,11.26,,
1994-08-31,11.13,,
1994-09-01,11.13,,
1994-09-02,11.03,,
1994-09-06,11.03,,
1994-09-07,10.98,,
1994-09-08,11.31,,
1994-09-09,11.16,,
1994-09-12,11.18,,
1994-09-13,11.05,,
1994-09-14,11.52,,
1994-09-15,11.6,,
1994-09-16,11.49,,
1994-09-19,11.52,,
1994-09-20,11.49,,
1994-09-21,11.24,,
1994-09-22,11.26,,
1994-09-23,11.18,,
1994-09-26,11.16,,
1994-09-27,11.34,,
1994-09-28,11.78,,
1994-09-29,11.7,,
1994-09-30,11.93,,
1994-10-03,11.86,,
1994-10-04,11.8,,
1994-10-05,11.88,,
1994-10-06,11.8,,
1994-10-07,11.6,,
1994-10-10,11.6,,
1994-10-11,11.73,,
1994-10-12,11.88,,
1994-10-13,11.8,,
1994-10-14,11.93,,
1994-10-17,11.7,,
1994-10-18,11.73,,
1994-10-19,11.83,,
1994-10-20,11.67,,
1994-10-21,11.49,,
1994-10-24,11.62,,
1994-10-25,11.73,,
1994-10-26,11.67,,
1994-10-27,11.57,,
1994-10-28,11.65,,
1994-10-31,11.6,,
1994-11-01,11.67,,
1994-11-02,11.88,,
1994-11-03,11.93,,
1994-11-04,11.83,,
1994-11-07,11.75,,
1994-11-08,11.62,,
1994-11-09,11.57,,
1994-11-10,11.62,,
1994-11-11,11.57,,
1994-11-14,11.73,,
1994-11-15,11.78,,
1994-11-16,11.86,,
1994-11-17,11.73,,
1994-11-18,11.78,,
1994-11-21,11.7,,
1994-11-22,11.36,,
1994-11-23,11.42,,
1994-11-25,11.39,,
1994-11-28,11.29,,
1994-11-29,11.29,,
1994-11-30,11.11,,
1994-12-01,11.11,,
1994-12-02,11.21,,
1994-12-05,11.21,,
1994-12-06,11.18,,
1994-12-07,11.21,,
1994-12-08,11.11,,
1994-12-09,11.36,,
1994-12-12,11.31,,
1994-12-13,11.47,,
1994-12-14,11.98,,
1994-12-15,11.91,,
1994-12-16,11.78,,
1994-12-19,11.8,,
1994-12-20,11.88,,
1994-12-21,11.75,,
1994-12-22,11.8,,
1994-12-23,11.88,,
1994-12-27,11.86,,
1994-12-28,11.73,,
1994-12-29,11.88,,
1994-12-30,11.8,,
1995-01-03,11.78,,
1995-01-04,11.7,,
1995-01-05,11.55,,
1995-01-06,11.57,,
1995-01-09,11.6,,
1995-01-10,11.73,,
1995-01-11,11.98,,
1995-01-12,11.96,,
1995-01-13,11.96,,
1995-01-16,12.04,,
1995-01-17,12.11,,
1995-01-18,12.14,,
1995-01-19,12.01,,
1995-01-20,11.75,,
1995-01-23,11.39,,
1995-01-24,11.49,,
1995-01-25,11.67,,
1995-01-26,11.7,,
1995-01-27,11.73,,
1995-01-30,11.65,,
1995-01-31,11.7,,
1995-02-01,11.73,,
1995-02-02,11.8,,
1995-02-03,12.09,,
1995-02-06,12.19,,
1995-02-07,12.35,,
1995-02-08,12.24,,
1995-02-09,12.19,,
1995-02-10,12.29,,
1995-02-13,12.29,,
1995-02-14,12.47,,
1995-02-15,12.4,,
1995-02-16,12.4,,
1995-02-17,12.32,,
1995-02-21,12.35,,
1995-02-22,12.24,,
1995-02-23,12.45,,
1995-02-24,12.68,,
1995-02-27,12.45,,
1995-02-28,12.53,,
1995-03-01,12.66,,
1995-03-02,12.73,,
1995-03-03,12.6,,
1995-03-06,12.71,,
1995-03-07,12.6,,
1995-03-08,12.5,,
1995-03-09,12.66,,
1995-03-10,12.99,,
1995-03-13,13.09,,
1995-03-14,13.17,,
1995-03-15,13.04,,
1995-03-16,12.84,,
1995-03-17,12.99,,
1995-03-20,12.91,,
1995-03-21,12.76,,
1995-03-22,12.76,,
1995-03-23,12.81,,
1995-03-24,12.94,,
1995-03-27,13.02,,
1995-03-28,12.73,,
1995-03-29,12.37,,
1995-03-30,12.47,,
1995-03-31,12.32,,
1995-04-03,12.45,,
1995-04-04,12.55,,
1995-04-05,12.6,,
1995-04-06,12.55,,
1995-04-07,12.4,,
1995-04-10,12.66,,
1995-04-11,12.68,,
1995-04-12,12.63,,
1995-04-13,12.68,,
1995-04-17,12.5,,
1995-04-18,12.27,,
1995-04-19,12.5,,
1995-04-20,12.4,,
1995-04-21,12.55,,
1995-04-24,12.66,,
1995-04-25,12.58,,
1995-04-26,12.68,,
1995-04-27,12.81,,
1995-04-28,12.6,,
1995-05-01,12.66,,
1995-05-02,12.63,,
1995-05-03,12.89,,
1995-05-04,12.86,,
1995-05-05,12.76,,
1995-05-08,12.6,,
1995-05-09,12.37,,
1995-05-10,12.35,,
1995-05-11,12.47,,
1995-05-12,12.53,,
1995-05-15,12.55,,
1995-05-16,12.47,,
1995-05-17,12.47,,
1995-05-18,12.14,,
1995-05-19,11.98,,
1995-05-22,12.37,,
1995-05-23,12.29,,
1995-05-24,12.5,,
1995-05-25,12.6,,
1995-05-26,12.53,,
1995-05-30,12.5,,
1995-05-31,12.97,,
1995-06-01,12.91,,
1995-06-02,12.94,,
1995-06-05,12.91,,
1995-06-06,12.97,,
1995-06-07,12.94,,
1995-06-08,12.94,,
1995-06-09,12.94,,
1995-06-12,12.94,,
1995-06-13,13.0,,
1995-06-14,13.03,,
1995-06-15,12.91,,
1995-06-16,13.06,,
1995-06-19,13.22,,
1995-06-20,12.94,,
1995-06-21,13.03,,
1995-06-22,13.06,,
1995-06-23,13.09,,
1995-06-26,13.22,,
1995-06-27,13.06,,
1995-06-28,12.97,,
1995-06-29,12.88,,
1995-06-30,12.84,,
1995-07-03,12.88,,
1995-07-05,12.97,,
1995-07-06,12.91,,
1995-07-07,12.84,,
1995-07-10,12.84,,
1995-07-11,12.94,,
1995-07-12,13.19,,
1995-07-13,13.13,,
1995-07-14,13.0,,
1995-07-17,12.91,,
1995-07-18,13.13,,
1995-07-19,13.16,,
1995-07-20,13.09,,
1995-07-21,13.06,,
1995-07-24,13.09,,
1995-07-25,13.06,,
1995-07-26,13.09,,
1995-07-27,13.03,,
1995-07-28,12.91,,
1995-07-31,13.06,,
1995-08-01,13.06,,
1995-08-02,13.0,,
1995-08-03,13.31,,
1995-08-04,13.38,,
1995-08-07,13.53,,
1995-08-08,13.47,,
1995-08-09,13.34,,
1995-08-10,13.31,,
1995-08-11,13.16,,
1995-08-14,13.13,,
1995-08-15,13.06,,
1995-08-16,13.09,,
1995-08-17,13.13,,
1995-08-18,12.88,,
1995-08-21,12.88,,
1995-08-22,12.84,,
1995-08-23,13.0,,
1995-08-24,13.03,,
1995-08-25,13.09,,
1995-08-28,13.0,,
1995-08-29,12.94,,
1995-08-30,13.0,,
1995-08-31,12.91,,
1995-09-01,12.84,,
1995-09-05,12.91,,
1995-09-06,12.78,,
1995-09-07,12.75,,
1995-09-08,12.75,,
1995-09-11,12.94,,
1995-09-12,12.91,,
1995-09-13,13.06,,
1995-09-14,13.0,,
1995-09-15,12.97,,
1995-09-18,13.25,,
1995-09-19,13.59,,
1995-09-20,13.5,,
1995-09-21,13.59,,
1995-09-22,13.38,,
1995-09-25,13.34,,
1995-09-26,13.81,,
1995-09-27,14.19,,
1995-09-28,13.94,,
1995-09-29,13.94,,
1995-10-02,14.03,,
1995-10-03,14.09,,
1995-10-04,14.13,,
1995-10-05,13.91,,
1995-10-06,13.94,,
1995-10-09,13.97,,
1995-10-10,14.19,,
1995-10-11,14.5,,
1995-10-12,14.31,,
1995-10-13,14.22,,
1995-10-16,14.13,,
1995-10-17,14.09,,
1995-10-18,14.06,,
1995-10-19,14.53,,
1995-10-20,14.34,,
1995-10-23,14.28,,
1995-10-24,14.5,,
1995-10-25,14.53,,
1995-10-26,14.38,,
1995-10-27,14.25,,
1995-10-30,14.28,,
1995-10-31,14.34,,
1995-11-01,14.25,,
1995-11-02,14.06,,
1995-11-03,13.97,,
1995-11-06,14.0,,
1995-11-07,14.0,,
1995-11-08,14.06,,
1995-11-09,13.94,,
1995-11-10,13.84,,
1995-11-13,13.88,,
1995-11-14,13.91,,
1995-11-15,13.91,,
1995-11-16,13.88,,
1995-11-17,13.69,,
1995-11-20,13.38,,
1995-11-21,13.75,,
1995-11-22,13.66,,
1995-11-24,13.72,,
1995-11-27,13.78,,
1995-11-28,13.75,,
1995-11-29,13.88,,
1995-11-30,13.78,,
1995-12-01,14.0,,
1995-12-04,14.0,,
1995-12-05,14.25,,
1995-12-06,14.25,,
1995-12-07,14.06,,
1995-12-08,14.0,,
1995-12-11,13.81,,
1995-12-12,13.75,,
1995-12-13,14.25,,
1995-12-14,14.31,,
1995-12-15,14.47,,
1995-12-18,14.47,,
1995-12-19,14.56,,
1995-12-20,14.31,,
1995-12-21,14.41,,
1995-12-22,14.31,,
1995-12-26,14.19,,
1995-12-27,14.28,,
1995-12-28,14.28,,
1995-12-29,14.44,,
1996-01-02,14.72,,
1996-01-03,14.41,,
1996-01-04,14.13,,
1996-01-05,13.84,,
1996-01-08,13.75,,
1996-01-09,13.63,,
1996-01-10,13.28,,
1996-01-11,13.34,,
1996-01-12,13.47,,
1996-01-15,13.56,,
1996-01-16,13.72,,
1996-01-17,13.78,,
1996-01-18,13.72,,
1996-01-19,13.75,,
1996-01-22,13.78,,
1996-01-23,13.75,,
1996-01-24,14.03,,
1996-01-25,13.75,,
1996-01-26,13.72,,
1996-01-29,13.66,,
1996-01-30,14.13,,
1996-01-31,14.38,,
1996-02-01,14.31,,
1996-02-02,13.84,,
1996-02-05,13.91,,
1996-02-06,14.41,,
1996-02-07,14.31,,
1996-02-08,14.66,,
1996-02-09,14.97,,
1996-02-12,14.75,,
1996-02-13,14.81,,
1996-02-14,14.91,,
1996-02-15,14.81,,
1996-02-16,14.72,,
1996-02-20,14.41,,
1996-02-21,14.66,,
1996-02-22,14.81,,
1996-02-23,14.72,,
1996-02-26,14.59,,
1996-02-27,14.47,,
1996-02-28,14.22,,
1996-02-29,14.38,,
1996-03-01,14.69,,
1996-03-04,14.94,,
1996-03-05,14.78,,
1996-03-06,14.75,,
1996-03-07,14.75,,
1996-03-08,14.13,,
1996-03-11,14.31,,
1996-03-12,14.28,,
1996-03-13,14.5,,
1996-03-14,14.47,,
1996-03-15,14.44,,
1996-03-18,14.75,,
1996-03-19,14.78,,
1996-03-20,14.84,,
1996-03-21,14.78,,
1996-03-22,14.69,,
1996-03-25,14.66,,
1996-03-26,14.75,,
1996-03-27,14.59,,
1996-03-28,14.66,,
1996-03-29,14.59,,
1996-04-01,14.63,,
1996-04-02,14.56,,
1996-04-03,14.56,,
1996-04-04,14.63,,
1996-04-08,14.13,,
1996-04-09,14.13,,
1996-04-10,13.81,,
1996-04-11,13.78,,
1996-04-12,13.91,,
1996-04-15,13.84,,
1996-04-16,13.72,,
1996-04-17,13.72,,
1996-04-18,13.75,,
1996-04-19,13.72,,
1996-04-22,13.56,,
1996-04-23,13.69,,
1996-04-24,13.41,,
1996-04-25,13.78,,
1996-04-26,13.78,,
1996-04-29,13.75,,
1996-04-30,13.88,,
1996-05-01,14.31,,
1996-05-02,14.0,,
1996-05-03,13.91,,
1996-05-06,13.94,,
1996-05-07,13.72,,
1996-05-08,14.25,,
1996-05-09,14.19,,
1996-05-10,13.91,,
1996-05-13,13.91,,
1996-05-14,14.13,,
1996-05-15,14.09,,
1996-05-16,13.91,,
1996-05-17,14.13,,
1996-05-20,14.28,,
1996-05-21,14.22,,
1996-05-22,14.56,,
1996-05-23,14.44,,
1996-05-24,14.56,,
1996-05-28,14.44,,
1996-05-29,14.22,,
1996-05-30,14.38,,
1996-05-31,14.34,,
1996-06-03,14.38,,
1996-06-04,14.31,,
1996-06-05,14.53,,
1996-06-06,14.44,,
1996-06-07,14.34,,
1996-06-10,13.97,,
1996-06-11,13.75,,
1996-06-12,13.72,,
1996-06-13,13.84,,
1996-06-14,13.53,,
1996-06-17,13.59,,
1996-06-18,13.59,,
1996-06-19,13.53,,
1996-06-20,13.59,,
1996-06-21,13.5,,
1996-06-24,13.41,,
1996-06-25,13.47,,
1996-06-26,13.47,,
1996-06-27,13.69,,
1996-06-28,13.66,,
1996-07-01,13.63,,
1996-07-02,13.66,,
1996-07-03,13.56,,
1996-07-05,13.34,,
1996-07-08,13.34,,
1996-07-09,13.31,,
1996-07-10,13.44,,
1996-07-11,13.25,,
1996-07-12,13.28,,
1996-07-15,13.41,,
1996-07-16,13.69,,
1996-07-17,13.75,,
1996-07-18,13.84,,
1996-07-19,13.69,,
1996-07-22,13.69,,
1996-07-23,13.63,,
1996-07-24,13.63,,
1996-07-25,13.5,,
1996-07-26,13.38,,
1996-07-29,13.06,,
1996-07-30,13.31,,
1996-07-31,13.53,,
1996-08-01,13.78,,
1996-08-02,13.63,,
1996-08-05,13.66,,
1996-08-06,13.72,,
1996-08-07,13.53,,
1996-08-08,13.59,,
1996-08-09,13.69,,
1996-08-12,13.88,,
1996-08-13,13.84,,
1996-08-14,13.78,,
1996-08-15,13.94,,
1996-08-16,13.94,,
1996-08-19,13.94,,
1996-08-20,14.0,,
1996-08-21,14.06,,
1996-08-22,14.03,,
1996-08-23,13.94,,
1996-08-26,13.94,,
1996-08-27,13.97,,
1996-08-28,13.91,,
1996-08-29,13.81,,
1996-08-30,13.75,,
1996-09-03,13.75,,
1996-09-04,13.78,,
1996-09-05,13.75,,
1996-09-06,13.72,,
1996-09-09,13.78,,
1996-09-10,13.75,,
1996-09-11,13.78,,
1996-09-12,13.78,,
1996-09-13,14.25,,
1996-09-16,14.0,,
1996-09-17,14.03,,
1996-09-18,14.0,,
1996-09-19,14.13,,
1996-09-20,14.13,,
1996-09-23,14.22,,
1996-09-24,14.34,,
1996-09-25,14.53,,
1996-09-26,14.59,,
1996-09-27,14.94,,
1996-09-30,15.09,,
1996-10-01,14.91,,
1996-10-02,14.81,,
1996-10-03,14.88,,
1996-10-04,15.0,,
1996-10-07,14.91,,
1996-10-08,14.69,,
1996-10-09,14.59,,
1996-10-10,14.56,,
1996-10-11,14.59,,
1996-10-14,14.53,,
1996-10-15,14.66,,
1996-10-16,14.63,,
1996-10-17,14.84,,
1996-10-18,14.78,,
1996-10-21,14.81,,
1996-10-22,14.78,,
1996-10-23,14.72,,
1996-10-24,14.5,,
1996-10-25,14.41,,
1996-10-28,14.28,,
1996-10-29,14.44,,
1996-10-30,14.34,,
1996-10-31,14.28,,
1996-11-01,14.31,,
1996-11-04,14.5,,
1996-11-05,14.38,,
1996-11-06,14.5,,
1996-11-07,14.56,,
1996-11-08,14.56,,
1996-11-11,14.56,,
1996-11-12,14.69,,
1996-11-13,14.69,,
1996-11-14,14.66,,
1996-11-15,15.0,,
1996-11-18,14.97,,
1996-11-19,15.09,,
1996-11-20,15.09,,
1996-11-21,15.0,,
1996-11-22,15.06,,
1996-11-25,15.44,,
1996-11-26,15.81,,
1996-11-27,15.94,,
1996-11-29,15.88,,
1996-12-02,16.09,,
1996-12-03,16.0,,
1996-12-04,15.84,,
1996-12-05,15.88,,
1996-12-06,15.59,,
1996-12-09,15.72,,
1996-12-10,15.84,,
1996-12-11,15.81,,
1996-12-12,16.41,,
1996-12-13,16.31,,
1996-12-16,16.31,,
1996-12-17,16.03,,
1996-12-18,15.94,,
1996-12-19,16.44,,
1996-12-20,16.63,,
1996-12-23,16.44,,
1996-12-24,16.41,,
1996-12-26,16.38,,
1996-12-27,16.25,,
1996-12-30,16.34,,
1996-12-31,15.91,,
1997-01-02,15.72,,
1997-01-03,15.84,,
1997-01-06,15.91,,
1997-01-07,16.22,,
1997-01-08,16.09,,
1997-01-09,16.25,,
1997-01-10,16.25,,
1997-01-13,16.19,,
1997-01-14,16.25,,
1997-01-15,16.16,,
1997-01-16,16.16,,
1997-01-17,16.16,,
1997-01-20,16.13,,
1997-01-21,16.47,,
1997-01-22,16.66,,
1997-01-23,16.84,,
1997-01-24,16.72,,
1997-01-27,16.63,,
1997-01-28,16.56,,
1997-01-29,16.84,,
1997-01-30,16.88,,
1997-01-31,16.94,,
1997-02-03,16.84,,
1997-02-04,17.0,,
1997-02-05,16.63,,
1997-02-06,16.53,,
1997-02-07,16.94,,
1997-02-10,17.03,,
1997-02-11,17.16,,
1997-02-12,16.97,,
1997-02-13,16.97,,
1997-02-14,17.03,,
1997-02-18,16.94,,
1997-02-19,16.66,,
1997-02-20,16.91,,
1997-02-21,16.94,,
1997-02-24,16.91,,
1997-02-25,16.75,,
1997-02-26,16.63,,
1997-02-27,16.44,,
1997-02-28,16.31,,
1997-03-03,16.25,,
1997-03-04,16.22,,
1997-03-05,16.31,,
1997-03-06,16.19,,
1997-03-07,16.22,,
1997-03-10,16.22,,
1997-03-11,16.19,,
1997-03-12,15.75,,
1997-03-13,15.63,,
1997-03-14,15.56,,
1997-03-17,15.44,,
1997-03-18,15.41,,
1997-03-19,15.44,,
1997-03-20,15.31,,
1997-03-21,15.44,,
1997-03-24,15.53,,
1997-03-25,15.69,,
1997-03-26,15.72,,
1997-03-27,15.59,,
1997-03-31,15.53,,
1997-04-01,15.31,,
1997-04-02,15.25,,
1997-04-03,15.22,,
1997-04-04,15.13,,
1997-04-07,15.19,,
1997-04-08,15.09,,
1997-04-09,15.0,,
1997-04-10,15.09,,
1997-04-11,14.66,,
1997-04-14,14.72,,
1997-04-15,14.72,,
1997-04-16,14.81,,
1997-04-17,14.81,,
1997-04-18,14.78,,
1997-04-21,14.63,,
1997-04-22,14.75,,
1997-04-23,14.63,,
1997-04-24,14.63,,
1997-04-25,14.75,,
1997-04-28,14.75,,
1997-04-29,15.28,,
1997-04-30,15.5,,
1997-05-01,15.5,,
1997-05-02,15.69,,
1997-05-05,15.97,,
1997-05-06,15.91,,
1997-05-07,15.59,,
1997-05-08,15.75,,
1997-05-09,15.78,,
1997-05-12,16.0,,
1997-05-13,15.88,,
1997-05-14,15.94,,
1997-05-15,15.97,,
1997-05-16,15.66,,
1997-05-19,15.75,,
1997-05-20,15.78,,
1997-05-21,16.09,,
1997-05-22,15.94,,
1997-05-23,16.06,,
1997-05-27,16.03,,
1997-05-28,16.03,,
1997-05-29,15.97,,
1997-05-30,15.81,,
1997-06-02,15.5,,
1997-06-03,15.28,,
1997-06-04,15.19,,
1997-06-05,15.0,,
1997-06-06,15.19,,
1997-06-09,15.44,,
1997-06-10,15.5,,
1997-06-11,15.97,,
1997-06-12,16.22,,
1997-06-13,16.09,,
1997-06-16,16.19,,
1997-06-17,16.25,,
1997-06-18,16.09,,
1997-06-19,16.31,,
1997-06-20,16.31,,
1997-06-23,16.03,,
1997-06-24,16.19,,
1997-06-25,16.16,,
1997-06-26,16.25,,
1997-06-27,16.38,,
1997-06-30,16.28,,
1997-07-01,16.41,,
1997-07-02,16.44,,
1997-07-03,17.05,,
1997-07-07,16.86,,
1997-07-08,16.95,,
1997-07-09,16.86,,
1997-07-10,16.98,,
1997-07-11,16.91,,
1997-07-14,16.88,,
1997-07-15,17.03,,
1997-07-16,17.11,,
1997-07-17,16.98,,
1997-07-18,16.94,,
1997-07-21,16.94,,
1997-07-22,16.91,,
1997-07-23,17.02,,
1997-07-24,16.97,,
1997-07-25,17.06,,
1997-07-28,17.23,,
1997-07-29,17.39,,
1997-07-30,17.11,,
1997-07-31,17.28,,
1997-08-01,17.52,,
1997-08-04,17.7,,
1997-08-05,17.75,,
1997-08-06,17.78,,
1997-08-07,17.53,,
1997-08-08,17.25,,
1997-08-11,17.44,,
1997-08-12,17.16,,
1997-08-13,17.17,,
1997-08-14,17.13,,
1997-08-15,16.8,,
1997-08-18,16.64,,
1997-08-19,16.75,,
1997-08-20,16.69,,
1997-08-21,16.56,,
1997-08-22,16.52,,
1997-08-25,16.5,,
1997-08-26,16.5,,
1997-08-27,16.34,,
1997-08-28,16.25,,
1997-08-29,16.06,,
1997-09-02,16.36,,
1997-09-03,16.53,,
1997-09-04,16.66,,
1997-09-05,16.52,,
1997-09-08,16.47,,
1997-09-09,16.42,,
1997-09-10,16.39,,
1997-09-11,16.38,,
1997-09-12,16.61,,
1997-09-15,16.58,,
1997-09-16,17.0,,
1997-09-17,16.84,,
1997-09-18,16.83,,
1997-09-19,16.89,,
1997-09-22,17.03,,
1997-09-23,17.06,,
1997-09-24,17.08,,
1997-09-25,16.86,,
1997-09-26,16.94,,
1997-09-29,17.27,,
1997-09-30,17.23,,
1997-10-01,17.66,,
1997-10-02,17.66,,
1997-10-03,17.52,,
1997-10-06,17.45,,
1997-10-07,17.64,,
1997-10-08,17.44,,
1997-10-09,17.41,,
1997-10-10,17.25,,
1997-10-13,17.23,,
1997-10-14,17.23,,
1997-10-15,17.25,,
1997-10-16,17.2,,
1997-10-17,17.31,,
1997-10-20,17.33,,
1997-10-21,17.48,,
1997-10-22,17.33,,
1997-10-23,17.2,,
1997-10-24,17.14,,
1997-10-27,16.42,,
1997-10-28,16.77,,
1997-10-29,16.66,,
1997-10-30,16.48,,
1997-10-31,16.5,,
1997-11-03,16.86,,
1997-11-04,16.89,,
1997-11-05,16.94,,
1997-11-06,16.95,,
1997-11-07,16.92,,
1997-11-10,16.91,,
1997-11-11,17.11,,
1997-11-12,17.33,,
1997-11-13,17.72,,
1997-11-14,18.44,,
1997-11-17,18.64,,
1997-11-18,18.41,,
1997-11-19,18.64,,
1997-11-20,18.75,,
1997-11-21,18.45,,
1997-11-24,18.48,,
1997-11-25,18.63,,
1997-11-26,18.45,,
1997-11-28,18.5,,
1997-12-01,18.64,,
1997-12-02,18.91,,
1997-12-03,19.16,,
1997-12-04,18.86,,
1997-12-05,19.05,,
1997-12-08,19.17,,
1997-12-09,19.31,,
1997-12-10,19.23,,
1997-12-11,19.52,,
1997-12-12,19.03,,
1997-12-15,19.13,,
1997-12-16,18.97,,
1997-12-17,18.77,,
1997-12-18,18.47,,
1997-12-19,18.09,,
1997-12-22,18.03,,
1997-12-23,17.81,,
1997-12-24,17.84,,
1997-12-26,17.72,,
1997-12-29,17.83,,
1997-12-30,18.27,,
1997-12-31,17.91,,
1998-01-02,18.08,,
1998-01-05,17.98,,
1998-01-06,18.02,,
1998-01-07,17.69,,
1998-01-08,17.63,,
1998-01-09,17.44,,
1998-01-12,17.78,,
1998-01-13,17.69,,
1998-01-14,17.97,,
1998-01-15,17.98,,
1998-01-16,18.16,,
1998-01-20,18.31,,
1998-01-21,18.53,,
1998-01-22,18.47,,
1998-01-23,18.36,,
1998-01-26,18.34,,
1998-01-27,18.55,,
1998-01-28,18.63,,
1998-01-29,18.7,,
1998-01-30,18.61,,
1998-02-02,18.36,,
1998-02-03,18.38,,
1998-02-04,18.19,,
1998-02-05,18.08,,
1998-02-06,18.11,,
1998-02-09,17.95,,
1998-02-10,18.14,,
1998-02-11,18.36,,
