date,CHTR,CHTR_EPS,PE Ratio
2010-07-14,35.55,0.0,inf
2010-07-15,35.45,0.0,inf
2010-07-16,35.4,0.0,inf
2010-07-19,35.0,0.0,inf
2010-07-20,35.5,0.0,inf
2010-07-21,35.25,0.0,inf
2010-07-22,35.05,0.0,inf
2010-07-23,35.0,0.0,inf
2010-07-26,35.0,0.0,inf
2010-07-27,35.5,0.0,inf
2010-07-28,35.5,0.0,inf
2010-07-29,36.25,0.0,inf
2010-07-30,36.5,0.0,inf
2010-08-02,36.5,0.0,inf
2010-08-03,36.25,0.0,inf
2010-08-04,36.5,-0.51,-71.56862745098039
2010-08-05,36.25,-0.51,-71.07843137254902
2010-08-06,36.25,-0.51,-71.07843137254902
2010-08-09,36.15,-0.51,-70.88235294117646
2010-08-10,36.2,-0.51,-70.98039215686275
2010-08-11,36.2,-0.51,-70.98039215686275
2010-08-12,36.2,-0.51,-70.98039215686275
2010-08-13,36.15,-0.51,-70.88235294117646
2010-08-16,35.55,-0.51,-69.70588235294117
2010-08-17,35.05,-0.51,-68.72549019607843
2010-08-18,35.05,-0.51,-68.72549019607843
2010-08-19,35.1,-0.51,-68.82352941176471
2010-08-20,35.0,-0.51,-68.62745098039215
2010-08-23,35.0,-0.51,-68.62745098039215
2010-08-24,34.75,-0.51,-68.13725490196079
2010-08-25,34.5,-0.51,-67.6470588235294
2010-08-26,34.25,-0.51,-67.15686274509804
2010-08-27,33.75,-0.51,-66.17647058823529
2010-08-30,33.75,-0.51,-66.17647058823529
2010-08-31,33.75,-0.51,-66.17647058823529
2010-09-01,34.0,-0.51,-66.66666666666667
2010-09-02,33.8,-0.51,-66.27450980392156
2010-09-03,34.0,-0.51,-66.66666666666667
2010-09-07,34.0,-0.51,-66.66666666666667
2010-09-08,34.0,-0.51,-66.66666666666667
2010-09-09,34.2,-0.51,-67.05882352941177
2010-09-10,34.0,-0.51,-66.66666666666667
2010-09-13,35.0,-0.51,-68.62745098039215
2010-09-14,35.5,-0.51,-69.6078431372549
2010-09-15,34.75,-0.51,-68.13725490196079
2010-09-16,34.11,-0.51,-66.88235294117646
2010-09-17,34.5,-0.51,-67.6470588235294
2010-09-20,34.5,-0.51,-67.6470588235294
2010-09-21,33.84,-0.51,-66.3529411764706
2010-09-22,33.5,-0.51,-65.68627450980392
2010-09-23,33.3,-0.51,-65.29411764705881
2010-09-24,33.8,-0.51,-66.27450980392156
2010-09-27,33.05,-0.51,-64.80392156862744
2010-09-28,33.49,-0.51,-65.66666666666667
2010-09-29,33.34,-0.51,-65.37254901960785
2010-09-30,32.5,-0.51,-63.72549019607843
2010-10-01,33.1,-0.51,-64.90196078431373
2010-10-04,32.98,-0.51,-64.66666666666666
2010-10-05,32.9,-0.51,-64.50980392156862
2010-10-06,32.42,-0.51,-63.568627450980394
2010-10-07,32.17,-0.51,-63.07843137254902
2010-10-08,32.0,-0.51,-62.745098039215684
2010-10-11,32.85,-0.51,-64.41176470588235
2010-10-12,32.9,-0.51,-64.50980392156862
2010-10-13,32.5,-0.51,-63.72549019607843
2010-10-14,33.0,-0.51,-64.70588235294117
2010-10-15,33.29,-0.51,-65.27450980392156
2010-10-18,32.9,-0.51,-64.50980392156862
2010-10-19,33.09,-0.51,-64.88235294117648
2010-10-20,32.98,-0.51,-64.66666666666666
2010-10-21,32.93,-0.51,-64.56862745098039
2010-10-22,33.12,-0.51,-64.94117647058823
2010-10-25,32.5,-0.51,-63.72549019607843
2010-10-26,32.66,-0.51,-64.0392156862745
2010-10-27,32.46,-0.51,-63.64705882352941
2010-10-28,32.47,-0.51,-63.666666666666664
2010-10-29,32.48,-0.51,-63.686274509803916
2010-11-01,32.55,-0.51,-63.823529411764696
2010-11-02,32.51,-0.51,-63.745098039215684
2010-11-03,33.35,-1.34,-24.888059701492537
2010-11-04,35.75,-1.34,-26.67910447761194
2010-11-05,35.72,-1.34,-26.656716417910445
2010-11-08,35.79,-1.34,-26.708955223880594
2010-11-09,35.8,-1.34,-26.716417910447756
2010-11-10,35.9,-1.34,-26.7910447761194
2010-11-11,36.0,-1.34,-26.865671641791042
2010-11-12,35.83,-1.34,-26.73880597014925
2010-11-15,35.87,-1.34,-26.768656716417908
2010-11-16,35.87,-1.34,-26.768656716417908
2010-11-17,35.79,-1.34,-26.708955223880594
2010-11-18,35.81,-1.34,-26.723880597014926
2010-11-19,35.69,-1.34,-26.63432835820895
2010-11-22,35.31,-1.34,-26.350746268656717
2010-11-23,35.05,-1.34,-26.156716417910445
2010-11-24,34.99,-1.34,-26.111940298507463
2010-11-26,34.9,-1.34,-26.044776119402982
2010-11-29,34.09,-1.34,-25.44029850746269
2010-11-30,33.52,-1.34,-25.01492537313433
2010-12-01,34.38,-1.34,-25.65671641791045
2010-12-02,34.5,-1.34,-25.746268656716417
2010-12-03,35.07,-1.34,-26.171641791044774
2010-12-06,35.44,-1.34,-26.447761194029848
2010-12-07,35.74,-1.34,-26.671641791044777
2010-12-08,35.92,-1.34,-26.80597014925373
2010-12-09,35.7,-1.34,-26.64179104477612
2010-12-10,36.0,-1.34,-26.865671641791042
2010-12-13,36.81,-1.34,-27.470149253731343
2010-12-14,37.01,-1.34,-27.619402985074625
2010-12-15,38.0,-1.34,-28.35820895522388
2010-12-16,37.73,-1.34,-28.156716417910445
2010-12-17,38.67,-1.34,-28.85820895522388
2010-12-20,38.04,-1.34,-28.388059701492534
2010-12-21,38.22,-1.34,-28.52238805970149
2010-12-22,38.5,-1.34,-28.73134328358209
2010-12-23,38.11,-1.34,-28.440298507462686
2010-12-27,38.17,-1.34,-28.48507462686567
2010-12-28,38.31,-1.34,-28.58955223880597
2010-12-29,38.5,-1.34,-28.73134328358209
2010-12-30,38.51,-1.34,-28.73880597014925
2010-12-31,38.94,-1.34,-29.05970149253731
2011-01-03,38.46,-1.34,-28.70149253731343
2011-01-04,39.6,-1.34,-29.55223880597015
2011-01-05,39.57,-1.34,-29.529850746268654
2011-01-06,39.22,-1.34,-29.268656716417908
2011-01-07,39.18,-1.34,-29.23880597014925
2011-01-10,39.15,-1.34,-29.21641791044776
2011-01-11,39.04,-1.34,-29.134328358208954
2011-01-12,39.87,-1.34,-29.75373134328358
2011-01-13,40.02,-1.34,-29.865671641791046
2011-01-14,40.93,-1.34,-30.544776119402982
2011-01-18,40.99,-1.34,-30.589552238805968
2011-01-19,41.5,-1.34,-30.970149253731343
2011-01-20,41.1,-1.34,-30.671641791044774
2011-01-21,41.13,-1.34,-30.69402985074627
2011-01-24,41.29,-1.34,-30.813432835820894
2011-01-25,41.66,-1.34,-31.089552238805965
2011-01-26,42.26,-1.34,-31.537313432835816
2011-01-27,42.12,-1.34,-31.43283582089552
2011-01-28,42.04,-1.34,-31.373134328358205
2011-01-31,42.0,-1.34,-31.34328358208955
2011-02-01,41.64,-1.34,-31.07462686567164
2011-02-02,41.62,-1.34,-31.05970149253731
2011-02-03,42.0,-1.34,-31.34328358208955
2011-02-04,41.99,-1.34,-31.33582089552239
2011-02-07,41.99,-1.34,-31.33582089552239
2011-02-08,43.88,-1.34,-32.74626865671642
2011-02-09,45.31,-1.34,-33.8134328358209
2011-02-10,46.1,-1.34,-34.40298507462686
2011-02-11,47.0,-1.34,-35.07462686567164
2011-02-14,47.35,-1.34,-35.33582089552239
2011-02-15,47.1,-1.34,-35.14925373134328
2011-02-16,46.32,-1.34,-34.56716417910447
2011-02-17,46.57,-1.34,-34.75373134328358
2011-02-18,46.44,-1.34,-34.656716417910445
2011-02-22,45.69,-1.34,-34.09701492537313
2011-02-23,44.97,-1.34,-33.55970149253731
2011-02-24,45.0,-1.34,-33.582089552238806
2011-02-25,45.5,-1.34,-33.95522388059701
2011-02-28,45.77,-1.34,-34.156716417910445
2011-03-01,46.93,0.0,inf
2011-03-02,48.82,0.0,inf
2011-03-03,47.85,0.0,inf
2011-03-04,47.99,0.0,inf
2011-03-07,48.22,0.0,inf
2011-03-08,48.15,0.0,inf
2011-03-09,48.0,0.0,inf
2011-03-10,47.48,0.0,inf
2011-03-11,47.81,0.0,inf
2011-03-14,46.52,0.0,inf
2011-03-15,45.55,0.0,inf
2011-03-16,45.98,0.0,inf
2011-03-17,47.05,0.0,inf
2011-03-18,48.37,0.0,inf
2011-03-21,48.88,0.0,inf
2011-03-22,48.67,0.0,inf
2011-03-23,48.83,0.0,inf
2011-03-24,49.88,0.0,inf
2011-03-25,49.81,0.0,inf
2011-03-28,49.21,0.0,inf
2011-03-29,49.17,0.0,inf
2011-03-30,49.49,0.0,inf
2011-03-31,50.63,0.0,inf
2011-04-01,51.66,0.0,inf
2011-04-04,51.99,0.0,inf
2011-04-05,52.88,0.0,inf
2011-04-06,55.49,0.0,inf
2011-04-07,55.41,0.0,inf
2011-04-08,54.81,0.0,inf
2011-04-11,54.25,0.0,inf
2011-04-12,54.75,0.0,inf
2011-04-13,54.87,0.0,inf
2011-04-14,55.28,0.0,inf
2011-04-15,55.3,0.0,inf
2011-04-18,54.74,0.0,inf
2011-04-19,54.76,0.0,inf
2011-04-20,54.8,0.0,inf
2011-04-21,54.88,0.0,inf
2011-04-25,54.86,0.0,inf
2011-04-26,55.28,0.0,inf
2011-04-27,56.12,0.0,inf
2011-04-28,58.64,0.0,inf
2011-04-29,58.94,0.0,inf
2011-05-02,59.3,0.0,inf
2011-05-03,58.71,-0.97,-60.52577319587629
2011-05-04,58.26,-0.97,-60.06185567010309
2011-05-05,57.53,-0.97,-59.30927835051547
2011-05-06,58.0,-0.97,-59.79381443298969
2011-05-09,57.85,-0.97,-59.639175257731964
2011-05-10,58.33,-0.97,-60.134020618556704
2011-05-11,58.67,-0.97,-60.48453608247423
2011-05-12,59.0,-0.97,-60.82474226804124
2011-05-13,57.86,-0.97,-59.649484536082475
2011-05-16,57.77,-0.97,-59.55670103092784
2011-05-17,56.18,-0.97,-57.91752577319588
2011-05-18,57.36,-0.97,-59.134020618556704
2011-05-19,57.62,-0.97,-59.402061855670105
2011-05-20,57.0,-0.97,-58.76288659793815
2011-05-23,55.79,-0.97,-57.51546391752577
2011-05-24,55.99,-0.97,-57.72164948453609
2011-05-25,55.75,-0.97,-57.47422680412371
2011-05-26,55.68,-0.97,-57.402061855670105
2011-05-27,56.23,-0.97,-57.96907216494845
2011-05-31,56.49,-0.97,-58.23711340206186
2011-06-01,56.7,-0.97,-58.453608247422686
2011-06-02,57.39,-0.97,-59.16494845360825
2011-06-03,57.78,-0.97,-59.56701030927835
2011-06-06,57.38,-0.97,-59.154639175257735
2011-06-07,57.87,-0.97,-59.65979381443299
2011-06-08,57.94,-0.97,-59.7319587628866
2011-06-09,57.77,-0.97,-59.55670103092784
2011-06-10,57.5,-0.97,-59.27835051546392
2011-06-13,55.46,-0.97,-57.175257731958766
2011-06-14,55.96,-0.97,-57.69072164948454
2011-06-15,55.7,-0.97,-57.422680412371136
2011-06-16,56.01,-0.97,-57.74226804123711
2011-06-17,56.81,-0.97,-58.56701030927835
2011-06-20,56.03,-0.97,-57.76288659793815
2011-06-21,56.2,-0.97,-57.938144329896915
2011-06-22,57.14,-0.97,-58.907216494845365
2011-06-23,55.52,-0.97,-57.23711340206186
2011-06-24,54.41,-0.97,-56.092783505154635
2011-06-27,54.09,-0.97,-55.76288659793815
2011-06-28,54.57,-0.97,-56.25773195876289
2011-06-29,54.36,-0.97,-56.04123711340206
2011-06-30,54.26,-0.97,-55.93814432989691
2011-07-01,55.15,-0.97,-56.855670103092784
2011-07-05,57.97,-0.97,-59.76288659793814
2011-07-06,58.98,-0.97,-60.8041237113402
2011-07-07,58.54,-0.97,-60.350515463917525
2011-07-08,57.8,-0.97,-59.58762886597938
2011-07-11,56.51,-0.97,-58.25773195876289
2011-07-12,56.72,-0.97,-58.47422680412371
2011-07-13,56.76,-0.97,-58.51546391752577
2011-07-14,56.86,-0.97,-58.618556701030926
2011-07-15,57.34,-0.97,-59.11340206185567
2011-07-18,56.28,-0.97,-58.02061855670103
2011-07-19,57.41,-0.97,-59.18556701030928
2011-07-20,58.78,-0.97,-60.5979381443299
2011-07-21,59.51,-0.97,-61.350515463917525
2011-07-22,59.75,-0.97,-61.5979381443299
2011-07-25,59.12,-0.97,-60.94845360824742
2011-07-26,58.99,-0.97,-60.81443298969072
2011-07-27,57.35,-0.97,-59.123711340206185
2011-07-28,54.74,-0.97,-56.432989690721655
2011-07-29,54.0,-0.97,-55.670103092783506
2011-08-01,53.28,-0.97,-54.927835051546396
2011-08-02,50.99,-1.95,-26.14871794871795
2011-08-03,51.36,-1.95,-26.338461538461537
2011-08-04,47.08,-1.95,-24.143589743589743
2011-08-05,46.06,-1.95,-23.620512820512822
2011-08-08,42.06,-1.95,-21.56923076923077
2011-08-09,45.19,-1.95,-23.174358974358974
2011-08-10,44.35,-1.95,-22.743589743589745
2011-08-11,46.96,-1.95,-24.08205128205128
2011-08-12,47.23,-1.95,-24.22051282051282
2011-08-15,49.26,-1.95,-25.26153846153846
2011-08-16,48.53,-1.95,-24.887179487179488
2011-08-17,48.45,-1.95,-24.846153846153847
2011-08-18,45.98,-1.95,-23.579487179487177
2011-08-19,46.59,-1.95,-23.892307692307696
2011-08-22,45.29,-1.95,-23.225641025641025
2011-08-23,47.43,-1.95,-24.323076923076922
2011-08-24,47.6,-1.95,-24.410256410256412
2011-08-25,46.49,-1.95,-23.84102564102564
2011-08-26,47.64,-1.95,-24.430769230769233
2011-08-29,49.71,-1.95,-25.492307692307694
2011-08-30,49.99,-1.95,-25.635897435897437
2011-08-31,49.88,-1.95,-25.57948717948718
2011-09-01,49.63,-1.95,-25.451282051282053
2011-09-02,48.88,-1.95,-25.06666666666667
2011-09-06,47.91,-1.95,-24.569230769230767
2011-09-07,49.62,-1.95,-25.446153846153845
2011-09-08,48.89,-1.95,-25.07179487179487
2011-09-09,46.71,-1.95,-23.953846153846154
2011-09-12,46.86,-1.95,-24.03076923076923
2011-09-13,47.64,-1.95,-24.430769230769233
2011-09-14,49.23,-1.95,-25.246153846153845
2011-09-15,49.43,-1.95,-25.348717948717947
2011-09-16,49.34,-1.95,-25.302564102564105
2011-09-19,49.11,-1.95,-25.184615384615384
2011-09-20,49.45,-1.95,-25.35897435897436
2011-09-21,48.16,-1.95,-24.697435897435895
2011-09-22,46.27,-1.95,-23.72820512820513
2011-09-23,47.58,-1.95,-24.4
2011-09-26,49.21,-1.95,-25.23589743589744
2011-09-27,50.05,-1.95,-25.666666666666664
2011-09-28,49.2,-1.95,-25.230769230769234
2011-09-29,48.12,-1.95,-24.676923076923075
2011-09-30,46.84,-1.95,-24.020512820512824
2011-10-03,43.67,-1.95,-22.394871794871797
2011-10-04,45.1,-1.95,-23.128205128205128
2011-10-05,46.59,-1.95,-23.892307692307696
2011-10-06,47.18,-1.95,-24.194871794871794
2011-10-07,46.63,-1.95,-23.912820512820513
2011-10-10,48.65,-1.95,-24.94871794871795
2011-10-11,48.44,-1.95,-24.84102564102564
2011-10-12,49.08,-1.95,-25.16923076923077
2011-10-13,48.57,-1.95,-24.907692307692308
2011-10-14,49.04,-1.95,-25.148717948717948
2011-10-17,49.0,-1.95,-25.128205128205128
2011-10-18,50.26,-1.95,-25.774358974358975
2011-10-19,48.78,-1.95,-25.015384615384615
2011-10-20,49.0,-1.95,-25.128205128205128
2011-10-21,49.75,-1.95,-25.512820512820515
2011-10-24,50.42,-1.95,-25.856410256410257
2011-10-25,49.64,-1.95,-25.45641025641026
2011-10-26,50.22,-1.95,-25.753846153846155
2011-10-27,49.58,-1.95,-25.425641025641024
2011-10-28,45.58,-1.95,-23.374358974358973
2011-10-31,45.94,-1.95,-23.558974358974357
2011-11-01,46.85,-1.77,-26.46892655367232
2011-11-02,48.19,-1.77,-27.22598870056497
2011-11-03,50.66,-1.77,-28.62146892655367
2011-11-04,52.71,-1.77,-29.779661016949152
2011-11-07,52.85,-1.77,-29.858757062146893
2011-11-08,53.45,-1.77,-30.197740112994353
2011-11-09,51.23,-1.77,-28.943502824858754
2011-11-10,52.69,-1.77,-29.768361581920903
2011-11-11,53.61,-1.77,-30.28813559322034
2011-11-14,52.45,-1.77,-29.632768361581924
2011-11-15,53.18,-1.77,-30.045197740112993
2011-11-16,51.5,-1.77,-29.096045197740114
2011-11-17,52.2,-1.77,-29.491525423728813
2011-11-18,52.91,-1.77,-29.892655367231637
2011-11-21,52.07,-1.77,-29.418079096045197
2011-11-22,52.46,-1.77,-29.638418079096045
2011-11-23,50.98,-1.77,-28.802259887005647
2011-11-25,51.85,-1.77,-29.293785310734464
2011-11-28,52.75,-1.77,-29.80225988700565
2011-11-29,52.64,-1.77,-29.740112994350284
2011-11-30,52.87,-1.77,-29.87005649717514
2011-12-01,52.81,-1.77,-29.836158192090398
2011-12-02,53.08,-1.77,-29.98870056497175
2011-12-05,52.04,-1.77,-29.401129943502823
2011-12-06,52.97,-1.77,-29.926553672316384
2011-12-07,52.94,-1.77,-29.90960451977401
2011-12-08,51.17,-1.77,-28.90960451977401
2011-12-09,52.94,-1.77,-29.90960451977401
2011-12-12,52.81,-1.77,-29.836158192090398
2011-12-13,52.67,-1.77,-29.757062146892657
2011-12-14,52.54,-1.77,-29.683615819209038
2011-12-15,53.1,-1.77,-30.0
2011-12-16,54.52,-1.77,-30.80225988700565
2011-12-19,52.74,-1.77,-29.796610169491526
2011-12-20,55.42,-1.77,-31.310734463276837
2011-12-21,55.6,-1.77,-31.412429378531073
2011-12-22,55.74,-1.77,-31.491525423728813
2011-12-23,56.3,-1.77,-31.80790960451977
2011-12-27,56.14,-1.77,-31.717514124293785
2011-12-28,55.96,-1.77,-31.615819209039547
2011-12-29,56.88,-1.77,-32.13559322033898
2011-12-30,56.94,-1.77,-32.16949152542373
2012-01-03,57.19,-1.77,-32.31073446327684
2012-01-04,56.81,-1.77,-32.09604519774011
2012-01-05,56.98,-1.77,-32.19209039548022
2012-01-06,56.62,-1.77,-31.98870056497175
2012-01-09,56.75,-1.77,-32.06214689265537
2012-01-10,56.66,-1.77,-32.01129943502825
2012-01-11,56.15,-1.77,-31.72316384180791
2012-01-12,57.46,-1.77,-32.463276836158194
2012-01-13,56.96,-1.77,-32.18079096045198
2012-01-17,56.97,-1.77,-32.186440677966104
2012-01-18,56.44,-1.77,-31.887005649717512
2012-01-19,56.97,-1.77,-32.186440677966104
2012-01-20,57.01,-1.77,-32.209039548022595
2012-01-23,57.0,-1.77,-32.20338983050848
2012-01-24,56.64,-1.77,-32.0
2012-01-25,57.71,-1.77,-32.6045197740113
2012-01-26,58.49,-1.77,-33.045197740113
2012-01-27,57.61,-1.77,-32.548022598870055
2012-01-30,56.83,-1.77,-32.10734463276836
2012-01-31,57.64,-1.77,-32.56497175141243
2012-02-01,58.28,-1.77,-32.92655367231639
2012-02-02,57.8,-1.77,-32.655367231638415
2012-02-03,58.17,-1.77,-32.86440677966102
2012-02-06,58.31,-1.77,-32.94350282485876
2012-02-07,57.84,-1.77,-32.67796610169491
2012-02-08,58.12,-1.77,-32.836158192090394
2012-02-09,58.79,-1.77,-33.21468926553672
2012-02-10,58.59,-1.77,-33.10169491525424
2012-02-13,59.97,-1.77,-33.88135593220339
2012-02-14,60.02,-1.77,-33.909604519774014
2012-02-15,62.22,-1.77,-35.152542372881356
2012-02-16,62.51,-1.77,-35.31638418079096
2012-02-17,62.85,-1.77,-35.50847457627119
2012-02-21,62.7,-1.77,-35.42372881355932
2012-02-22,62.72,-1.77,-35.43502824858757
2012-02-23,63.5,-1.77,-35.87570621468927
2012-02-24,63.43,-1.77,-35.836158192090394
2012-02-27,63.57,-0.65,-97.8
2012-02-28,63.56,-0.65,-97.78461538461538
2012-02-29,63.41,-0.65,-97.55384615384615
2012-03-01,63.24,-0.65,-97.29230769230769
2012-03-02,62.56,-0.65,-96.24615384615385
2012-03-05,62.35,-0.65,-95.92307692307692
2012-03-06,60.9,-0.65,-93.6923076923077
2012-03-07,60.54,-0.65,-93.13846153846153
2012-03-08,61.04,-0.65,-93.9076923076923
2012-03-09,61.09,-0.65,-93.98461538461538
2012-03-12,62.47,-0.65,-96.1076923076923
2012-03-13,62.89,-0.65,-96.75384615384615
2012-03-14,63.11,-0.65,-97.09230769230768
2012-03-15,63.49,-0.65,-97.67692307692307
2012-03-16,63.99,-0.65,-98.44615384615385
2012-03-19,63.97,-0.65,-98.41538461538461
2012-03-20,63.23,-0.65,-97.27692307692307
2012-03-21,64.01,-0.65,-98.47692307692309
2012-03-22,64.63,-0.65,-99.43076923076922
2012-03-23,64.91,-0.65,-99.86153846153846
2012-03-26,64.37,-0.65,-99.03076923076924
2012-03-27,63.98,-0.65,-98.43076923076923
2012-03-28,63.25,-0.65,-97.3076923076923
2012-03-29,63.11,-0.65,-97.09230769230768
2012-03-30,63.45,-0.65,-97.61538461538461
2012-04-02,64.37,-0.65,-99.03076923076924
2012-04-03,63.01,-0.65,-96.93846153846154
2012-04-04,61.78,-0.65,-95.04615384615384
2012-04-05,62.76,-0.65,-96.55384615384615
2012-04-09,61.66,-0.65,-94.86153846153846
2012-04-10,59.41,-0.65,-91.39999999999999
2012-04-11,60.56,-0.65,-93.16923076923077
2012-04-12,61.06,-0.65,-93.93846153846154
2012-04-13,60.97,-0.65,-93.8
2012-04-16,60.34,-0.65,-92.83076923076923
2012-04-17,61.31,-0.65,-94.32307692307693
2012-04-18,61.16,-0.65,-94.09230769230768
2012-04-19,61.45,-0.65,-94.53846153846153
2012-04-20,61.96,-0.65,-95.32307692307693
2012-04-23,60.2,-0.65,-92.61538461538461
2012-04-24,60.17,-0.65,-92.56923076923077
2012-04-25,60.63,-0.65,-93.27692307692308
2012-04-26,60.95,-0.65,-93.76923076923077
2012-04-27,60.42,-0.65,-92.95384615384616
2012-04-30,60.47,-0.65,-93.03076923076922
2012-05-01,61.02,-0.65,-93.87692307692308
2012-05-02,62.24,-0.65,-95.75384615384615
