date,LW,LW_EPS,PE Ratio
2019-11-05,76.86,0.79,97.29113924050633
2019-11-06,79.07,0.79,100.08860759493669
2019-11-07,79.0,0.79,100.0
2019-11-08,78.95,0.79,99.9367088607595
2019-11-11,80.49,0.79,101.88607594936708
2019-11-12,80.12,0.79,101.41772151898735
2019-11-13,81.0,0.79,102.53164556962025
2019-11-14,81.04,0.79,102.58227848101266
2019-11-15,82.94,0.79,104.9873417721519
2019-11-18,83.36,0.79,105.51898734177215
2019-11-19,83.75,0.79,106.01265822784809
2019-11-20,83.49,0.79,105.68354430379746
2019-11-21,82.84,0.79,104.86075949367088
2019-11-22,82.91,0.79,104.94936708860759
2019-11-25,83.43,0.79,105.60759493670886
2019-11-26,83.85,0.79,106.1392405063291
2019-11-27,84.02,0.79,106.35443037974683
2019-11-29,83.98,0.79,106.30379746835443
2019-12-02,84.03,0.79,106.36708860759494
2019-12-03,84.41,0.79,106.84810126582278
2019-12-04,84.13,0.79,106.49367088607593
2019-12-05,84.41,0.79,106.84810126582278
2019-12-06,84.22,0.79,106.60759493670885
2019-12-09,84.16,0.79,106.53164556962024
2019-12-10,84.02,0.79,106.35443037974683
2019-12-11,84.38,0.79,106.81012658227847
2019-12-12,84.11,0.79,106.46835443037975
2019-12-13,84.1,0.79,106.45569620253163
2019-12-16,83.97,0.79,106.29113924050633
2019-12-17,84.09,0.79,106.44303797468355
2019-12-18,84.17,0.79,106.54430379746834
2019-12-19,84.2,0.79,106.58227848101265
2019-12-20,85.83,0.79,108.64556962025316
2019-12-23,85.5,0.79,108.22784810126582
2019-12-24,85.14,0.79,107.77215189873418
2019-12-26,86.15,0.79,109.05063291139241
2019-12-27,86.07,0.79,108.94936708860759
2019-12-30,85.45,0.79,108.16455696202532
2019-12-31,86.03,0.79,108.89873417721519
2020-01-02,84.09,0.79,106.44303797468355
2020-01-03,93.56,0.96,97.45833333333334
2020-01-06,90.7,0.96,94.47916666666667
2020-01-07,91.21,0.96,95.01041666666666
2020-01-08,91.26,0.96,95.06250000000001
2020-01-09,90.79,0.96,94.57291666666667
2020-01-10,90.48,0.96,94.25000000000001
2020-01-13,91.23,0.96,95.03125000000001
2020-01-14,90.67,0.96,94.44791666666667
2020-01-15,90.88,0.96,94.66666666666667
2020-01-16,91.0,0.96,94.79166666666667
2020-01-17,90.5,0.96,94.27083333333334
2020-01-21,91.2,0.96,95.0
2020-01-22,91.19,0.96,94.98958333333333
2020-01-23,90.89,0.96,94.67708333333334
2020-01-24,90.69,0.96,94.46875
2020-01-27,90.43,0.96,94.19791666666667
2020-01-28,91.66,0.96,95.47916666666667
2020-01-29,92.05,0.96,95.88541666666667
2020-01-30,92.12,0.96,95.95833333333334
2020-01-31,91.31,0.96,95.11458333333334
2020-02-03,91.75,0.96,95.57291666666667
2020-02-04,92.28,0.96,96.125
2020-02-05,92.58,0.96,96.4375
2020-02-06,93.17,0.96,97.05208333333334
2020-02-07,94.45,0.96,98.38541666666667
2020-02-10,94.58,0.96,98.52083333333333
2020-02-11,95.13,0.96,99.09375
2020-02-12,94.51,0.96,98.44791666666667
2020-02-13,95.09,0.96,99.05208333333334
2020-02-14,95.17,0.96,99.13541666666667
2020-02-18,95.87,0.96,99.86458333333334
2020-02-19,94.35,0.96,98.28125
2020-02-20,94.92,0.96,98.875
2020-02-21,94.84,0.96,98.79166666666667
2020-02-24,95.32,0.96,99.29166666666666
2020-02-25,93.77,0.96,97.67708333333333
2020-02-26,92.54,0.96,96.39583333333334
2020-02-27,89.45,0.96,93.17708333333334
2020-02-28,86.89,0.96,90.51041666666667
2020-03-02,86.65,0.96,90.26041666666667
2020-03-03,85.5,0.96,89.0625
2020-03-04,88.09,0.96,91.76041666666667
2020-03-05,86.36,0.96,89.95833333333334
2020-03-06,83.37,0.96,86.84375000000001
2020-03-09,73.38,0.96,76.4375
2020-03-10,72.73,0.96,75.76041666666667
2020-03-11,71.43,0.96,74.40625000000001
2020-03-12,63.36,0.96,66.0
2020-03-13,63.85,0.96,66.51041666666667
2020-03-16,52.44,0.96,54.625
2020-03-17,53.13,0.96,55.34375000000001
2020-03-18,45.01,0.96,46.885416666666664
2020-03-19,48.81,0.96,50.84375000000001
2020-03-20,47.63,0.96,49.614583333333336
2020-03-23,47.71,0.96,49.69791666666667
2020-03-24,55.04,0.96,57.333333333333336
2020-03-25,56.33,0.96,58.677083333333336
2020-03-26,58.84,0.96,61.29166666666667
2020-03-27,57.25,0.96,59.63541666666667
2020-03-30,57.64,0.96,60.04166666666667
2020-03-31,57.1,0.96,59.47916666666667
2020-04-01,51.0,0.76,67.10526315789474
2020-04-02,49.88,0.76,65.63157894736842
2020-04-03,50.2,0.76,66.05263157894737
2020-04-06,51.82,0.76,68.1842105263158
2020-04-07,55.1,0.76,72.5
2020-04-08,57.75,0.76,75.98684210526315
2020-04-09,58.4,0.76,76.84210526315789
2020-04-13,58.26,0.76,76.6578947368421
2020-04-14,60.7,0.76,79.86842105263158
2020-04-15,55.91,0.76,73.5657894736842
2020-04-16,57.55,0.76,75.72368421052632
2020-04-17,59.92,0.76,78.84210526315789
2020-04-20,57.51,0.76,75.67105263157895
2020-04-21,55.71,0.76,73.30263157894737
2020-04-22,56.33,0.76,74.11842105263158
2020-04-23,56.69,0.76,74.59210526315789
2020-04-24,57.78,0.76,76.02631578947368
2020-04-27,58.55,0.76,77.03947368421052
2020-04-28,60.16,0.76,79.1578947368421
2020-04-29,64.89,0.76,85.38157894736842
2020-04-30,61.36,0.76,80.73684210526315
2020-05-01,58.35,0.76,76.77631578947368
2020-05-04,57.7,0.76,75.92105263157895
2020-05-05,58.97,0.76,77.59210526315789
2020-05-06,59.0,0.76,77.63157894736842
2020-05-07,55.42,0.76,72.92105263157895
2020-05-08,61.54,0.76,80.97368421052632
2020-05-11,59.66,0.76,78.5
2020-05-12,58.23,0.76,76.61842105263158
2020-05-13,54.78,0.76,72.07894736842105
2020-05-14,54.51,0.76,71.72368421052632
2020-05-15,52.09,0.76,68.53947368421053
2020-05-18,56.37,0.76,74.17105263157895
2020-05-19,55.86,0.76,73.5
2020-05-20,56.27,0.76,74.03947368421053
2020-05-21,55.83,0.76,73.46052631578947
2020-05-22,57.22,0.76,75.28947368421052
2020-05-26,60.7,0.76,79.86842105263158
2020-05-27,61.95,0.76,81.51315789473685
2020-05-28,59.62,0.76,78.44736842105263
2020-05-29,60.06,0.76,79.02631578947368
2020-06-01,61.59,0.76,81.03947368421053
2020-06-02,61.77,0.76,81.27631578947368
2020-06-03,64.78,0.76,85.23684210526316
2020-06-04,65.81,0.76,86.59210526315789
2020-06-05,71.25,0.76,93.75
2020-06-08,74.58,0.76,98.13157894736841
2020-06-09,71.9,0.76,94.60526315789474
2020-06-10,70.52,0.76,92.78947368421052
2020-06-11,63.26,0.76,83.23684210526315
2020-06-12,64.97,0.76,85.48684210526315
2020-06-15,65.519997,0.76,86.21052236842105
2020-06-16,67.959999,0.76,89.42105131578947
2020-06-17,67.830002,0.76,89.25000263157894
2020-06-18,67.790001,0.76,89.1973697368421
2020-06-19,66.199997,0.76,87.10525921052631
2020-06-22,65.849998,0.76,86.64473421052631
2020-06-23,66.540001,0.76,87.55263289473685
2020-06-24,63.049999,0.76,82.960525
2020-06-25,63.860001,0.76,84.02631710526315
2020-06-26,62.529999,0.76,82.27631447368421
2020-06-29,63.259998,0.76,83.23683947368421
2020-06-30,63.93,0.76,84.11842105263158
2020-07-01,63.419998,0.76,83.44736578947368
2020-07-02,63.459999,0.76,83.49999868421052
2020-07-06,64.050003,0.76,84.27631973684211
2020-07-07,63.049999,0.76,82.960525
2020-07-08,61.849998,0.76,81.38157631578947
2020-07-09,59.959999,0.76,78.8947355263158
2020-07-10,63.009998,0.76,82.90789210526316
2020-07-13,63.799999,0.76,83.94736710526315
2020-07-14,66.150002,0.76,87.03947631578947
2020-07-15,68.260002,0.76,89.81579210526316
2020-07-16,66.919998,0.76,88.05262894736843
2020-07-17,66.400002,0.76,87.36842368421053
2020-07-20,65.0,0.76,85.52631578947368
2020-07-21,65.940002,0.76,86.7631605263158
2020-07-22,68.160004,0.76,89.68421578947368
2020-07-23,68.720001,0.76,90.42105394736842
2020-07-24,67.790001,0.76,89.1973697368421
2020-07-27,70.5,0.76,92.76315789473684
2020-07-28,62.419998,-0.01,-6241.9998
2020-07-29,59.810001,-0.01,-5981.0001
2020-07-30,59.32,-0.01,-5932.0
2020-07-31,60.080002,-0.01,-6008.0001999999995
2020-08-03,60.130001,-0.01,-6013.0001
2020-08-04,61.740002,-0.01,-6174.0001999999995
2020-08-05,62.799999,-0.01,-6279.9999
2020-08-06,63.5,-0.01,-6350.0
2020-08-07,62.75,-0.01,-6275.0
2020-08-10,64.57,-0.01,-6456.999999999999
2020-08-11,64.209999,-0.01,-6420.9999
2020-08-12,64.379997,-0.01,-6437.9997
2020-08-13,64.690002,-0.01,-6469.0002
2020-08-14,64.650002,-0.01,-6465.0001999999995
2020-08-17,63.450001,-0.01,-6345.0001
2020-08-18,63.279999,-0.01,-6327.9999
2020-08-19,64.059998,-0.01,-6405.9998
2020-08-20,62.34,-0.01,-6234.0
2020-08-21,61.48,-0.01,-6148.0
