date,PBCT,PBCT_EPS,PE Ratio
2000-09-08,4.54,,
2000-09-11,4.54,,
2000-09-12,4.48,,
2000-09-13,4.62,,
2000-09-14,4.67,,
2000-09-15,4.46,,
2000-09-18,4.35,,
2000-09-19,4.38,,
2000-09-20,4.35,,
2000-09-21,4.35,,
2000-09-22,4.34,,
2000-09-25,4.47,,
2000-09-26,4.39,,
2000-09-27,4.43,,
2000-09-28,4.56,,
2000-09-29,4.46,,
2000-10-02,4.31,,
2000-10-03,4.38,,
2000-10-04,4.42,,
2000-10-05,4.33,,
2000-10-06,4.23,,
2000-10-09,4.23,,
2000-10-10,4.11,,
2000-10-11,4.01,,
2000-10-12,3.97,,
2000-10-13,4.21,,
2000-10-16,4.26,,
2000-10-17,4.23,,
2000-10-18,4.1,,
2000-10-19,4.22,,
2000-10-20,4.07,,
2000-10-23,4.13,,
2000-10-24,4.17,,
2000-10-25,4.15,,
2000-10-26,4.14,,
2000-10-27,4.26,,
2000-10-30,4.29,,
2000-10-31,4.29,,
2000-11-01,4.23,,
2000-11-02,4.3,,
2000-11-03,4.26,,
2000-11-06,4.19,,
2000-11-07,4.25,,
2000-11-08,4.23,,
2000-11-09,4.25,,
2000-11-10,4.15,,
2000-11-13,4.17,,
2000-11-14,4.11,,
2000-11-15,4.19,,
2000-11-16,4.13,,
2000-11-17,4.21,,
2000-11-20,4.17,,
2000-11-21,4.14,,
2000-11-22,4.1,,
2000-11-24,4.19,,
2000-11-27,4.18,,
2000-11-28,4.21,,
2000-11-29,4.29,,
2000-11-30,4.26,,
2000-12-01,4.4,,
2000-12-04,4.37,,
2000-12-05,4.68,,
2000-12-06,4.46,,
2000-12-07,4.63,,
2000-12-08,5.0,,
2000-12-11,4.96,,
2000-12-12,4.95,,
2000-12-13,4.84,,
2000-12-14,4.81,,
2000-12-15,4.74,,
2000-12-18,4.99,,
2000-12-19,5.05,,
2000-12-20,4.99,,
2000-12-21,5.26,,
2000-12-22,5.42,,
2000-12-26,5.5,,
2000-12-27,5.58,,
2000-12-28,5.67,,
2000-12-29,5.48,,
2001-01-02,5.26,,
2001-01-03,5.4,,
2001-01-04,5.29,,
2001-01-05,5.22,,
2001-01-08,5.13,,
2001-01-09,5.12,,
2001-01-10,5.29,,
2001-01-11,5.24,,
2001-01-12,5.2,,
2001-01-16,5.15,,
2001-01-17,5.15,,
2001-01-18,5.28,,
2001-01-19,5.13,,
2001-01-22,5.34,,
2001-01-23,5.32,,
2001-01-24,5.48,,
2001-01-25,5.46,,
2001-01-26,5.56,,
2001-01-29,5.61,,
2001-01-30,5.61,,
2001-01-31,5.46,,
2001-02-01,5.58,,
2001-02-02,5.67,,
2001-02-05,5.74,,
2001-02-06,5.61,,
2001-02-07,5.69,,
2001-02-08,5.6,,
2001-02-09,5.71,,
2001-02-12,5.83,,
2001-02-13,5.89,,
2001-02-14,5.9,,
2001-02-15,5.98,,
2001-02-16,5.83,,
2001-02-20,5.79,,
2001-02-21,5.65,,
2001-02-22,5.53,,
2001-02-23,5.48,,
2001-02-26,5.62,,
2001-02-27,5.65,,
2001-02-28,5.62,,
2001-03-01,5.66,,
2001-03-02,5.71,,
2001-03-05,5.71,,
2001-03-06,5.79,,
2001-03-07,5.9,,
2001-03-08,5.79,,
2001-03-09,5.71,,
2001-03-12,5.49,,
2001-03-13,5.54,,
2001-03-14,5.37,,
2001-03-15,5.34,,
2001-03-16,5.49,,
2001-03-19,5.5,,
2001-03-20,5.45,,
2001-03-21,5.28,,
2001-03-22,5.16,,
2001-03-23,5.3,,
2001-03-26,5.58,,
2001-03-27,5.6,,
2001-03-28,5.38,,
2001-03-29,5.37,,
2001-03-30,5.45,,
2001-04-02,5.4,,
2001-04-03,5.28,,
2001-04-04,5.17,,
2001-04-05,5.3,,
2001-04-06,5.03,,
2001-04-09,4.96,,
2001-04-10,4.97,,
2001-04-11,4.88,,
2001-04-12,4.72,,
2001-04-16,4.52,,
2001-04-17,4.59,,
2001-04-18,4.66,,
2001-04-19,4.67,,
2001-04-20,4.74,,
2001-04-23,4.74,,
2001-04-24,4.71,,
2001-04-25,4.92,,
2001-04-26,4.94,,
2001-04-27,4.88,,
2001-04-30,4.77,,
2001-05-01,4.66,,
2001-05-02,4.68,,
2001-05-03,4.66,,
2001-05-04,4.8,,
2001-05-07,4.89,,
2001-05-08,4.85,,
2001-05-09,4.69,,
2001-05-10,4.76,,
2001-05-11,4.87,,
2001-05-14,4.76,,
2001-05-15,4.89,,
2001-05-16,4.87,,
2001-05-17,4.89,,
2001-05-18,4.98,,
2001-05-21,4.99,,
2001-05-22,5.08,,
2001-05-23,5.05,,
2001-05-24,5.09,,
2001-05-25,5.05,,
2001-05-29,5.0,,
2001-05-30,4.93,,
2001-05-31,4.97,,
2001-06-01,4.92,,
2001-06-04,4.97,,
2001-06-05,4.99,,
2001-06-06,4.96,,
2001-06-07,5.04,,
2001-06-08,5.03,,
2001-06-11,5.06,,
2001-06-12,5.11,,
2001-06-13,5.11,,
2001-06-14,5.03,,
2001-06-15,4.93,,
2001-06-18,5.01,,
2001-06-19,5.09,,
2001-06-20,5.11,,
2001-06-21,5.08,,
2001-06-22,5.04,,
2001-06-25,5.04,,
2001-06-26,5.01,,
2001-06-27,5.05,,
2001-06-28,5.04,,
2001-06-29,4.93,,
2001-07-02,4.91,,
2001-07-03,4.88,,
2001-07-05,4.89,,
2001-07-06,4.88,,
2001-07-09,4.86,,
2001-07-10,4.95,,
2001-07-11,4.96,,
2001-07-12,4.94,,
2001-07-13,5.01,,
2001-07-16,4.98,,
2001-07-17,4.96,,
2001-07-18,5.12,,
2001-07-19,5.25,,
2001-07-20,5.1,,
2001-07-23,5.08,,
2001-07-24,5.08,,
2001-07-25,5.08,,
2001-07-26,5.07,,
2001-07-27,5.09,,
2001-07-30,5.08,,
2001-07-31,5.34,,
2001-08-01,5.28,,
2001-08-02,5.35,,
2001-08-03,5.29,,
2001-08-06,5.27,,
2001-08-07,5.25,,
2001-08-08,5.37,,
2001-08-09,5.37,,
2001-08-10,5.48,,
2001-08-13,5.5,,
2001-08-14,5.51,,
2001-08-15,5.66,,
2001-08-16,5.71,,
2001-08-17,5.69,,
2001-08-20,5.75,,
2001-08-21,5.87,,
2001-08-22,5.71,,
2001-08-23,5.67,,
2001-08-24,5.52,,
2001-08-27,5.36,,
2001-08-28,5.32,,
2001-08-29,5.21,,
2001-08-30,5.27,,
2001-08-31,5.27,,
2001-09-04,5.21,,
2001-09-05,5.21,,
2001-09-06,5.19,,
2001-09-07,4.97,,
2001-09-10,4.98,,
2001-09-17,4.9,,
2001-09-18,5.1,,
2001-09-19,4.99,,
2001-09-20,4.96,,
2001-09-21,4.83,,
2001-09-24,4.98,,
2001-09-25,4.97,,
2001-09-26,4.87,,
2001-09-27,4.94,,
2001-09-28,4.7,,
2001-10-01,4.83,,
2001-10-02,4.92,,
2001-10-03,4.91,,
2001-10-04,4.97,,
2001-10-05,4.88,,
2001-10-08,4.83,,
2001-10-09,4.84,,
2001-10-10,4.88,,
2001-10-11,4.92,,
2001-10-12,4.7,,
2001-10-15,4.76,,
2001-10-16,4.89,,
2001-10-17,4.76,,
2001-10-18,4.8,,
2001-10-19,4.72,,
2001-10-22,4.75,,
2001-10-23,4.68,,
2001-10-24,4.72,,
2001-10-25,4.71,,
2001-10-26,4.67,,
2001-10-29,4.61,,
2001-10-30,4.55,,
2001-10-31,4.61,,
2001-11-01,4.49,,
2001-11-02,4.46,,
2001-11-05,4.51,,
2001-11-06,4.55,,
2001-11-07,4.57,,
2001-11-08,4.55,,
2001-11-09,4.54,,
2001-11-12,4.55,,
2001-11-13,4.55,,
2001-11-14,4.54,,
2001-11-15,4.51,,
2001-11-16,4.55,,
2001-11-19,4.58,,
2001-11-20,4.61,,
2001-11-21,4.59,,
2001-11-23,4.59,,
2001-11-26,4.55,,
2001-11-27,4.56,,
2001-11-28,4.55,,
2001-11-29,4.55,,
2001-11-30,4.51,,
2001-12-03,4.49,,
2001-12-04,4.52,,
2001-12-05,4.48,,
2001-12-06,4.52,,
2001-12-07,4.55,,
2001-12-10,4.52,,
2001-12-11,4.52,,
2001-12-12,4.47,,
2001-12-13,4.46,,
2001-12-14,4.5,,
2001-12-17,4.56,,
2001-12-18,4.47,,
2001-12-19,4.46,,
2001-12-20,4.45,,
2001-12-21,4.47,,
2001-12-24,4.48,,
2001-12-26,4.47,,
2001-12-27,4.47,,
2001-12-28,4.5,,
2001-12-31,4.5,,
2002-01-02,4.43,,
2002-01-03,4.4,,
2002-01-04,4.5,,
2002-01-07,4.51,,
2002-01-08,4.53,,
2002-01-09,4.47,,
2002-01-10,4.51,,
2002-01-11,4.49,,
2002-01-14,4.39,,
2002-01-15,4.43,,
2002-01-16,4.46,,
2002-01-17,4.44,,
2002-01-18,4.51,,
2002-01-22,4.5,,
2002-01-23,4.61,,
2002-01-24,4.65,,
2002-01-25,4.68,,
2002-01-28,4.73,,
2002-01-29,4.69,,
2002-01-30,4.64,,
2002-01-31,4.64,,
2002-02-01,4.66,,
2002-02-04,4.65,,
2002-02-05,4.62,,
2002-02-06,4.57,,
2002-02-07,4.64,,
2002-02-08,4.66,,
2002-02-11,4.68,,
2002-02-12,4.71,,
2002-02-13,4.75,,
2002-02-14,4.76,,
2002-02-15,4.75,,
2002-02-19,4.66,,
2002-02-20,4.74,,
2002-02-21,4.74,,
2002-02-22,4.79,,
2002-02-25,4.83,,
2002-02-26,4.84,,
2002-02-27,4.84,,
2002-02-28,4.85,,
2002-03-01,4.87,,
2002-03-04,4.9,,
2002-03-05,4.91,,
2002-03-06,4.9,,
2002-03-07,4.9,,
2002-03-08,4.94,,
2002-03-11,4.99,,
2002-03-12,4.98,,
2002-03-13,5.01,,
2002-03-14,5.04,,
2002-03-15,5.1,,
2002-03-18,5.15,,
2002-03-19,5.15,,
2002-03-20,5.18,,
2002-03-21,5.15,,
2002-03-22,5.15,,
2002-03-25,5.12,,
2002-03-26,5.13,,
2002-03-27,5.21,,
2002-03-28,5.22,,
2002-04-01,5.23,,
2002-04-02,5.23,,
2002-04-03,5.22,,
2002-04-04,5.24,,
2002-04-05,5.27,,
2002-04-08,5.34,,
2002-04-09,5.38,,
2002-04-10,5.45,,
2002-04-11,5.43,,
2002-04-12,5.55,,
2002-04-15,5.47,,
2002-04-16,5.5,,
2002-04-17,5.48,,
2002-04-18,5.51,,
2002-04-19,5.53,,
2002-04-22,5.56,,
2002-04-23,5.51,,
2002-04-24,5.6,,
2002-04-25,5.63,,
2002-04-26,5.58,,
2002-04-29,5.53,,
2002-04-30,5.63,,
2002-05-01,5.55,,
2002-05-02,5.63,,
2002-05-03,5.58,,
2002-05-06,5.6,,
2002-05-07,5.63,,
2002-05-08,5.62,,
2002-05-09,5.64,,
2002-05-10,5.73,,
2002-05-13,5.8,,
2002-05-14,5.84,,
2002-05-15,5.9,,
2002-05-16,5.79,,
2002-05-17,5.76,,
2002-05-20,5.66,,
2002-05-21,5.69,,
2002-05-22,5.61,,
2002-05-23,5.7,,
2002-05-24,5.67,,
2002-05-28,5.66,,
2002-05-29,5.69,,
2002-05-30,5.71,,
2002-05-31,5.74,,
2002-06-03,5.62,,
2002-06-04,5.53,,
2002-06-05,5.54,,
2002-06-06,5.47,,
2002-06-07,5.59,,
2002-06-10,5.59,,
2002-06-11,5.59,,
2002-06-12,5.61,,
2002-06-13,5.47,,
2002-06-14,5.52,,
2002-06-17,5.73,,
2002-06-18,5.76,,
2002-06-19,5.73,,
2002-06-20,5.66,,
2002-06-21,5.64,,
2002-06-24,5.62,,
2002-06-25,5.52,,
2002-06-26,5.51,,
2002-06-27,5.58,,
2002-06-28,5.53,,
2002-07-01,5.63,,
2002-07-02,5.53,,
2002-07-03,5.44,,
2002-07-05,5.46,,
2002-07-08,5.56,,
2002-07-09,5.45,,
2002-07-10,5.35,,
2002-07-11,5.26,,
2002-07-12,5.18,,
2002-07-15,4.99,,
2002-07-16,5.12,,
2002-07-17,5.16,,
2002-07-18,5.03,,
2002-07-19,5.05,,
2002-07-22,4.98,,
2002-07-23,4.82,,
2002-07-24,5.01,,
2002-07-25,5.21,,
2002-07-26,5.31,,
2002-07-29,5.5,,
2002-07-30,5.33,,
2002-07-31,5.38,,
2002-08-01,5.31,,
2002-08-02,5.2,,
2002-08-05,5.09,,
2002-08-06,5.2,,
2002-08-07,5.22,,
2002-08-08,5.31,,
2002-08-09,5.32,,
2002-08-12,5.37,,
2002-08-13,5.22,,
2002-08-14,5.35,,
2002-08-15,5.46,,
2002-08-16,5.39,,
2002-08-19,5.38,,
2002-08-20,5.34,,
2002-08-21,5.34,,
2002-08-22,5.34,,
2002-08-23,5.24,,
2002-08-26,5.29,,
2002-08-27,5.26,,
2002-08-28,5.17,,
2002-08-29,5.21,,
2002-08-30,5.17,,
2002-09-03,5.02,,
2002-09-04,5.08,,
2002-09-05,5.02,,
2002-09-06,5.07,,
2002-09-09,5.07,,
2002-09-10,4.91,,
2002-09-11,4.92,,
2002-09-12,4.77,,
2002-09-13,4.86,,
2002-09-16,4.84,,
2002-09-17,4.72,,
2002-09-18,4.64,,
2002-09-19,4.56,,
2002-09-20,4.7,,
2002-09-23,4.51,,
2002-09-24,4.58,,
2002-09-25,4.68,,
2002-09-26,4.74,,
2002-09-27,4.68,,
2002-09-30,4.75,,
2002-10-01,4.86,,
2002-10-02,4.67,,
2002-10-03,4.63,,
2002-10-04,4.61,,
2002-10-07,4.5,,
2002-10-08,4.74,,
2002-10-09,4.49,,
2002-10-10,4.73,,
2002-10-11,4.84,,
2002-10-14,4.89,,
2002-10-15,5.01,,
2002-10-16,4.98,,
2002-10-17,5.26,,
2002-10-18,5.22,,
2002-10-21,5.29,,
2002-10-22,5.24,,
2002-10-23,5.28,,
2002-10-24,5.23,,
2002-10-25,5.35,,
2002-10-28,5.23,,
2002-10-29,5.16,,
2002-10-30,5.18,,
2002-10-31,5.21,,
2002-11-01,5.15,,
2002-11-04,5.17,,
2002-11-05,5.22,,
2002-11-06,5.23,,
2002-11-07,5.14,,
2002-11-08,5.08,,
2002-11-11,5.03,,
2002-11-12,5.03,,
2002-11-13,5.04,,
2002-11-14,5.16,,
2002-11-15,5.25,,
2002-11-18,5.19,,
2002-11-19,5.16,,
2002-11-20,5.26,,
2002-11-21,5.33,,
2002-11-22,5.34,,
2002-11-25,5.39,,
2002-11-26,5.27,,
2002-11-27,5.41,,
2002-11-29,5.38,,
2002-12-02,5.34,,
2002-12-03,5.27,,
2002-12-04,5.11,,
2002-12-05,5.17,,
2002-12-06,5.15,,
2002-12-09,5.13,,
2002-12-10,5.25,,
2002-12-11,5.31,,
2002-12-12,5.27,,
2002-12-13,5.26,,
2002-12-16,5.31,,
2002-12-17,5.33,,
2002-12-18,5.25,,
2002-12-19,5.29,,
2002-12-20,5.37,,
2002-12-23,5.39,,
2002-12-24,5.37,,
2002-12-26,5.41,,
2002-12-27,5.33,,
2002-12-30,5.37,,
2002-12-31,5.33,,
2003-01-02,5.46,,
2003-01-03,5.46,,
2003-01-06,5.59,,
2003-01-07,5.55,,
2003-01-08,5.5,,
2003-01-09,5.61,,
2003-01-10,5.6,,
2003-01-13,5.61,,
2003-01-14,5.66,,
2003-01-15,5.57,,
2003-01-16,5.61,,
2003-01-17,5.45,,
2003-01-21,5.5,,
2003-01-22,5.39,,
2003-01-23,5.42,,
2003-01-24,5.29,,
2003-01-27,5.38,,
2003-01-28,5.4,,
2003-01-29,5.36,,
2003-01-30,5.28,,
2003-01-31,5.39,,
2003-02-03,5.32,,
2003-02-04,5.3,,
2003-02-05,5.23,,
2003-02-06,5.23,,
2003-02-07,5.19,,
2003-02-10,5.26,,
2003-02-11,5.25,,
2003-02-12,5.18,,
2003-02-13,5.23,,
2003-02-14,5.29,,
2003-02-18,5.34,,
2003-02-19,5.33,,
2003-02-20,5.31,,
2003-02-21,5.44,,
2003-02-24,5.37,,
2003-02-25,5.35,,
2003-02-26,5.29,,
2003-02-27,5.42,,
2003-02-28,5.45,,
2003-03-03,5.43,,
2003-03-04,5.43,,
2003-03-05,5.33,,
2003-03-06,5.33,,
2003-03-07,5.33,,
2003-03-10,5.23,,
2003-03-11,5.22,,
2003-03-12,5.21,,
2003-03-13,5.26,,
2003-03-14,5.28,,
2003-03-17,5.35,,
2003-03-18,5.36,,
2003-03-19,5.37,,
2003-03-20,5.39,,
2003-03-21,5.53,,
2003-03-24,5.38,,
2003-03-25,5.48,,
2003-03-26,5.41,,
2003-03-27,5.38,,
2003-03-28,5.35,,
2003-03-31,5.34,,
2003-04-01,5.37,,
2003-04-02,5.5,,
2003-04-03,5.44,,
2003-04-04,5.49,,
2003-04-07,5.47,,
2003-04-08,5.49,,
2003-04-09,5.41,,
2003-04-10,5.46,,
2003-04-11,5.53,,
2003-04-14,5.6,,
2003-04-15,5.63,,
2003-04-16,5.55,,
2003-04-17,5.48,,
2003-04-21,5.55,,
2003-04-22,5.5,,
2003-04-23,5.59,,
2003-04-24,5.52,,
2003-04-25,5.6,,
2003-04-28,5.57,,
2003-04-29,5.53,,
2003-04-30,5.57,,
2003-05-01,5.59,,
2003-05-02,5.63,,
2003-05-05,5.66,,
2003-05-06,5.77,,
2003-05-07,5.79,,
2003-05-08,5.71,,
2003-05-09,5.71,,
2003-05-12,5.71,,
2003-05-13,5.71,,
2003-05-14,5.66,,
2003-05-15,5.68,,
2003-05-16,5.75,,
2003-05-19,5.65,,
2003-05-20,5.69,,
2003-05-21,5.72,,
2003-05-22,5.66,,
2003-05-23,5.75,,
2003-05-27,6.02,,
2003-05-28,5.93,,
2003-05-29,5.93,,
2003-05-30,5.97,,
2003-06-02,6.0,,
2003-06-03,6.08,,
2003-06-04,6.09,,
2003-06-05,6.13,,
2003-06-06,6.18,,
2003-06-09,6.08,,
2003-06-10,6.14,,
2003-06-11,6.25,,
2003-06-12,6.31,,
2003-06-13,6.18,,
2003-06-16,6.19,,
2003-06-17,6.21,,
2003-06-18,6.15,,
2003-06-19,6.04,,
2003-06-20,6.09,,
2003-06-23,6.02,,
2003-06-24,6.11,,
2003-06-25,6.08,,
2003-06-26,6.06,,
2003-06-27,6.18,,
2003-06-30,6.14,,
2003-07-01,6.16,,
2003-07-02,6.3,,
2003-07-03,6.28,,
2003-07-07,6.33,,
2003-07-08,6.33,,
2003-07-09,6.28,,
2003-07-10,6.18,,
2003-07-11,6.18,,
2003-07-14,6.3,,
2003-07-15,6.34,,
2003-07-16,6.28,,
2003-07-17,6.06,,
2003-07-18,6.07,,
2003-07-21,5.86,,
2003-07-22,5.89,,
2003-07-23,5.93,,
2003-07-24,5.92,,
2003-07-25,5.94,,
2003-07-28,6.01,,
2003-07-29,6.02,,
2003-07-30,6.0,,
2003-07-31,6.03,,
2003-08-01,5.88,,
2003-08-04,5.94,,
2003-08-05,5.83,,
2003-08-06,5.92,,
2003-08-07,5.93,,
2003-08-08,5.89,,
2003-08-11,5.93,,
2003-08-12,6.09,,
2003-08-13,6.08,,
2003-08-14,6.17,,
2003-08-15,6.28,,
2003-08-18,6.27,,
2003-08-19,6.3,,
2003-08-20,6.28,,
2003-08-21,6.25,,
2003-08-22,6.27,,
2003-08-25,6.23,,
2003-08-26,6.23,,
2003-08-27,6.26,,
2003-08-28,6.3,,
2003-08-29,6.33,,
2003-09-02,6.43,,
2003-09-03,6.52,,
2003-09-04,6.44,,
2003-09-05,6.5,,
2003-09-08,6.52,,
2003-09-09,6.48,,
2003-09-10,6.35,,
2003-09-11,6.43,,
2003-09-12,6.46,,
2003-09-15,6.43,,
2003-09-16,6.46,,
2003-09-17,6.48,,
2003-09-18,6.53,,
2003-09-19,6.52,,
2003-09-22,6.51,,
2003-09-23,6.61,,
2003-09-24,6.47,,
2003-09-25,6.43,,
2003-09-26,6.35,,
2003-09-29,6.37,,
2003-09-30,6.35,,
2003-10-01,6.44,,
2003-10-02,6.45,,
2003-10-03,6.58,,
2003-10-06,6.51,,
2003-10-07,6.58,,
2003-10-08,6.6,,
2003-10-09,6.57,,
2003-10-10,6.62,,
2003-10-13,6.61,,
2003-10-14,6.71,,
2003-10-15,6.73,,
2003-10-16,6.73,,
2003-10-17,6.59,,
2003-10-20,6.56,,
2003-10-21,6.57,,
2003-10-22,6.54,,
2003-10-23,6.55,,
2003-10-24,6.49,,
2003-10-27,6.6,,
2003-10-28,6.67,,
2003-10-29,6.74,,
2003-10-30,6.79,,
2003-10-31,6.93,,
2003-11-03,6.91,,
2003-11-04,7.17,,
2003-11-05,7.04,,
2003-11-06,7.09,,
2003-11-07,7.01,,
2003-11-10,6.94,,
2003-11-11,6.89,,
2003-11-12,6.88,,
2003-11-13,6.89,,
2003-11-14,6.88,,
2003-11-17,6.92,,
2003-11-18,6.86,,
2003-11-19,6.81,,
2003-11-20,6.83,,
2003-11-21,6.89,,
2003-11-24,6.88,,
2003-11-25,6.92,,
2003-11-26,6.88,,
2003-11-28,6.86,,
2003-12-01,6.89,,
2003-12-02,6.98,,
2003-12-03,6.9,,
2003-12-04,6.95,,
2003-12-05,6.96,,
2003-12-08,7.01,,
2003-12-09,6.86,,
2003-12-10,6.82,,
2003-12-11,6.95,,
2003-12-12,7.03,,
2003-12-15,6.97,,
2003-12-16,7.0,,
2003-12-17,6.91,,
2003-12-18,6.96,,
2003-12-19,6.88,,
2003-12-22,6.88,,
2003-12-23,6.88,,
2003-12-24,6.88,,
2003-12-26,6.88,,
2003-12-29,6.93,,
2003-12-30,6.91,,
2003-12-31,6.89,,
2004-01-02,6.9,,
2004-01-05,6.91,,
2004-01-06,6.93,,
2004-01-07,6.91,,
2004-01-08,6.94,,
2004-01-09,6.98,,
2004-01-12,7.16,,
2004-01-13,7.12,,
2004-01-14,7.15,,
2004-01-15,7.34,,
2004-01-16,7.88,,
2004-01-20,7.76,,
2004-01-21,8.12,,
2004-01-22,7.98,,
2004-01-23,8.08,,
2004-01-26,8.26,,
2004-01-27,8.21,,
2004-01-28,8.0,,
2004-01-29,7.89,,
2004-01-30,8.02,,
2004-02-02,7.97,,
2004-02-03,8.85,,
2004-02-04,9.54,,
2004-02-05,9.38,,
2004-02-06,9.49,,
2004-02-09,9.25,,
2004-02-10,9.22,,
2004-02-11,9.52,,
2004-02-12,9.46,,
2004-02-13,9.41,,
2004-02-17,9.5,,
2004-02-18,9.47,,
2004-02-19,9.42,,
2004-02-20,9.38,,
2004-02-23,9.42,,
2004-02-24,9.37,,
2004-02-25,9.43,,
2004-02-26,9.42,,
2004-02-27,9.51,,
2004-03-01,9.48,,
2004-03-02,9.52,,
2004-03-03,9.51,,
2004-03-04,9.54,,
2004-03-05,9.57,,
2004-03-08,9.6,,
2004-03-09,9.53,,
2004-03-10,9.46,,
2004-03-11,9.44,,
2004-03-12,9.52,,
2004-03-15,9.16,,
2004-03-16,9.37,,
2004-03-17,9.53,,
2004-03-18,9.38,,
2004-03-19,9.27,,
2004-03-22,9.16,,
2004-03-23,9.1,,
2004-03-24,8.92,,
2004-03-25,9.04,,
2004-03-26,9.02,,
2004-03-29,9.11,,
2004-03-30,9.38,,
2004-03-31,9.84,,
2004-04-01,10.3,,
2004-04-02,10.56,,
2004-04-05,10.24,,
2004-04-06,10.15,,
2004-04-07,10.05,,
2004-04-08,10.04,,
2004-04-12,9.83,,
2004-04-13,9.77,,
2004-04-14,9.6,,
2004-04-15,9.45,,
2004-04-16,9.63,,
2004-04-19,9.3,,
2004-04-20,9.06,,
2004-04-21,9.03,,
2004-04-22,9.1,,
2004-04-23,9.08,,
2004-04-26,9.06,,
2004-04-27,8.99,,
2004-04-28,8.88,,
2004-04-29,8.92,,
2004-04-30,8.93,,
2004-05-03,9.13,,
2004-05-04,9.19,,
2004-05-05,9.32,,
2004-05-06,9.32,,
2004-05-07,9.28,,
2004-05-10,9.16,,
2004-05-11,9.34,,
2004-05-12,9.35,,
2004-05-13,9.55,,
2004-05-14,9.45,,
2004-05-17,9.38,,
2004-05-18,9.43,,
2004-05-19,9.64,,
2004-05-20,9.67,,
2004-05-21,9.81,,
2004-05-24,9.89,,
2004-05-25,9.97,,
2004-05-26,10.05,,
2004-05-27,10.06,,
2004-05-28,10.15,,
2004-06-01,9.99,,
2004-06-02,9.96,,
2004-06-03,9.73,,
2004-06-04,9.75,,
2004-06-07,9.84,,
2004-06-08,9.81,,
2004-06-09,9.68,,
2004-06-10,9.71,,
2004-06-14,9.5,,
2004-06-15,9.48,,
2004-06-16,9.41,,
2004-06-17,9.4,,
2004-06-18,9.37,,
2004-06-21,9.49,,
2004-06-22,9.36,,
2004-06-23,9.18,,
2004-06-24,9.27,,
2004-06-25,9.52,,
2004-06-28,9.68,,
2004-06-29,9.87,,
2004-06-30,9.89,,
2004-07-01,9.85,,
2004-07-02,9.83,,
2004-07-06,9.95,,
2004-07-07,10.03,,
2004-07-08,9.92,,
2004-07-09,9.99,,
2004-07-12,9.97,,
2004-07-13,10.0,,
2004-07-14,10.21,,
2004-07-15,10.06,,
2004-07-16,9.82,,
2004-07-19,9.87,,
2004-07-20,9.77,,
2004-07-21,9.86,,
2004-07-22,9.7,,
2004-07-23,9.55,,
2004-07-26,9.72,,
2004-07-27,9.97,,
2004-07-28,9.84,,
2004-07-29,9.93,,
2004-07-30,10.0,,
2004-08-02,10.04,,
2004-08-03,9.87,,
2004-08-04,9.85,,
2004-08-05,9.74,,
2004-08-06,9.7,,
2004-08-09,9.69,,
2004-08-10,9.83,,
2004-08-11,9.8,,
2004-08-12,9.68,,
2004-08-13,9.65,,
2004-08-16,9.68,,
2004-08-17,9.7,,
2004-08-18,9.76,,
2004-08-19,9.97,,
2004-08-20,10.13,,
2004-08-23,10.17,,
2004-08-24,10.23,,
2004-08-25,10.21,,
2004-08-26,10.21,,
2004-08-27,10.21,,
2004-08-30,10.26,,
2004-08-31,10.47,,
2004-09-01,10.48,,
2004-09-02,10.71,,
2004-09-03,10.88,,
2004-09-07,10.79,,
2004-09-08,10.91,,
2004-09-09,10.98,,
2004-09-10,11.1,,
2004-09-13,11.43,,
2004-09-14,11.64,,
2004-09-15,11.39,,
2004-09-16,11.43,,
2004-09-17,11.43,,
2004-09-20,11.37,,
2004-09-21,11.51,,
2004-09-22,11.42,,
2004-09-23,11.23,,
2004-09-24,11.09,,
2004-09-27,10.98,,
2004-09-28,11.04,,
2004-09-29,11.08,,
2004-09-30,11.34,,
2004-10-01,11.31,,
2004-10-04,11.51,,
2004-10-05,11.51,,
2004-10-06,11.69,,
2004-10-07,11.61,,
2004-10-08,11.57,,
2004-10-11,11.72,,
2004-10-12,11.58,,
2004-10-13,11.62,,
2004-10-14,11.46,,
2004-10-15,11.63,,
2004-10-18,11.64,,
2004-10-19,11.44,,
2004-10-20,11.53,,
2004-10-21,11.67,,
2004-10-22,11.69,,
2004-10-25,11.93,,
2004-10-26,12.08,,
2004-10-27,11.91,,
2004-10-28,11.83,,
2004-10-29,11.9,,
2004-11-01,11.85,,
2004-11-02,11.75,,
2004-11-03,12.32,,
2004-11-04,12.6,,
2004-11-05,12.56,,
2004-11-08,12.63,,
2004-11-09,12.63,,
2004-11-10,12.76,,
2004-11-11,13.1,,
2004-11-12,13.81,,
2004-11-15,14.05,,
2004-11-16,12.85,,
2004-11-17,12.86,,
2004-11-18,12.48,,
2004-11-19,12.28,,
2004-11-22,12.48,,
2004-11-23,12.44,,
2004-11-24,12.4,,
2004-11-26,12.58,,
2004-11-29,12.55,,
2004-11-30,12.62,,
2004-12-01,12.6,,
2004-12-02,12.59,,
2004-12-03,12.3,,
2004-12-06,12.22,,
2004-12-07,11.9,,
2004-12-08,11.87,,
2004-12-09,11.78,,
2004-12-10,12.03,,
2004-12-13,12.24,,
2004-12-14,12.2,,
2004-12-15,12.31,,
2004-12-16,12.28,,
2004-12-17,12.04,,
2004-12-20,11.98,,
