date,NVR,NVR_EPS,PE Ratio
1985-11-20,25.75,0.06,429.1666666666667
1985-11-21,26.0,0.06,433.33333333333337
1985-11-22,26.25,0.06,437.5
1985-11-25,26.13,0.06,435.5
1985-11-26,25.75,0.06,429.1666666666667
1985-11-27,25.75,0.06,429.1666666666667
1985-11-29,26.0,0.06,433.33333333333337
1985-12-02,25.75,0.06,429.1666666666667
1985-12-03,25.75,0.06,429.1666666666667
1985-12-04,26.13,0.06,435.5
1985-12-05,26.0,0.06,433.33333333333337
1985-12-06,26.13,0.06,435.5
1985-12-09,25.88,0.06,431.3333333333333
1985-12-10,25.75,0.06,429.1666666666667
1985-12-11,25.88,0.06,431.3333333333333
1985-12-12,25.88,0.06,431.3333333333333
1985-12-13,26.38,0.06,439.6666666666667
1985-12-16,26.88,0.06,448.0
1985-12-17,26.75,0.06,445.83333333333337
1985-12-18,26.63,0.06,443.8333333333333
1985-12-19,26.38,0.06,439.6666666666667
1985-12-20,26.88,0.06,448.0
1985-12-23,26.63,0.06,443.8333333333333
1985-12-24,26.5,0.06,441.6666666666667
1985-12-26,26.13,0.06,435.5
1985-12-27,26.25,0.06,437.5
1985-12-30,26.5,0.06,441.6666666666667
1985-12-31,27.0,0.06,450.0
1986-01-02,27.25,0.06,454.1666666666667
1986-01-03,27.88,0.06,464.6666666666667
1986-01-06,27.63,0.06,460.5
1986-01-07,28.25,0.06,470.83333333333337
1986-01-08,28.13,0.06,468.8333333333333
1986-01-09,27.75,0.06,462.5
1986-01-10,26.5,0.06,441.6666666666667
1986-01-13,26.5,0.06,441.6666666666667
1986-01-14,26.25,0.06,437.5
1986-01-15,27.75,0.06,462.5
1986-01-16,27.5,0.06,458.33333333333337
1986-01-17,27.5,0.06,458.33333333333337
1986-01-20,27.63,0.06,460.5
1986-01-21,27.63,0.06,460.5
1986-01-22,27.25,0.06,454.1666666666667
1986-01-23,27.38,0.06,456.3333333333333
1986-01-24,27.5,0.06,458.33333333333337
1986-01-27,27.75,0.06,462.5
1986-01-28,27.63,0.06,460.5
1986-01-29,28.13,0.06,468.8333333333333
1986-01-30,28.5,0.06,475.0
1986-01-31,29.63,0.06,493.8333333333333
1986-02-03,29.75,0.06,495.83333333333337
1986-02-04,29.75,0.06,495.83333333333337
1986-02-05,29.75,0.06,495.83333333333337
1986-02-06,30.0,0.06,500.0
1986-02-07,30.38,0.06,506.3333333333333
1986-02-10,29.88,0.06,498.0
1986-02-11,30.0,0.06,500.0
1986-02-12,29.75,0.06,495.83333333333337
1986-02-13,30.0,0.06,500.0
1986-02-14,30.25,0.06,504.1666666666667
1986-02-18,30.13,0.06,502.1666666666667
1986-02-19,31.38,0.06,523.0
1986-02-20,32.63,0.06,543.8333333333334
1986-02-21,34.63,0.06,577.1666666666667
1986-02-24,35.75,0.06,595.8333333333334
1986-02-25,35.0,0.06,583.3333333333334
1986-02-26,35.25,0.06,587.5
1986-02-27,35.63,0.06,593.8333333333334
1986-02-28,35.63,0.06,593.8333333333334
1986-03-03,35.38,0.06,589.6666666666667
1986-03-04,36.0,0.06,600.0
1986-03-05,35.63,0.06,593.8333333333334
1986-03-06,36.25,0.06,604.1666666666667
1986-03-07,36.75,0.06,612.5
1986-03-10,37.38,0.06,623.0000000000001
1986-03-11,40.25,0.06,670.8333333333334
1986-03-12,40.63,0.06,677.1666666666667
1986-03-13,40.13,0.06,668.8333333333334
1986-03-14,40.38,0.06,673.0000000000001
1986-03-17,40.25,0.06,670.8333333333334
1986-03-18,40.5,0.06,675.0
1986-03-19,40.0,0.06,666.6666666666667
1986-03-20,37.88,0.06,631.3333333333334
1986-03-21,38.75,0.06,645.8333333333334
1986-03-24,37.75,0.06,629.1666666666667
1986-03-25,37.63,0.06,627.1666666666667
1986-03-26,39.75,0.06,662.5
1986-03-27,41.75,0.06,695.8333333333334
1986-03-31,45.0,0.06,750.0
1986-04-01,44.13,0.06,735.5000000000001
1986-04-02,43.75,0.06,729.1666666666667
1986-04-03,43.25,0.06,720.8333333333334
1986-04-04,41.75,0.06,695.8333333333334
1986-04-07,40.88,0.06,681.3333333333334
1986-04-08,42.13,0.06,702.1666666666667
1986-04-09,43.13,0.06,718.8333333333334
1986-04-10,43.38,0.06,723.0000000000001
1986-04-11,43.25,0.06,720.8333333333334
1986-04-14,43.0,0.06,716.6666666666667
1986-04-15,42.75,0.06,712.5
1986-04-16,42.75,0.06,712.5
1986-04-17,42.63,0.06,710.5000000000001
1986-04-18,41.88,0.06,698.0000000000001
1986-04-21,40.5,0.06,675.0
1986-04-22,40.75,0.06,679.1666666666667
1986-04-23,41.13,0.06,685.5000000000001
1986-04-24,40.75,0.06,679.1666666666667
1986-04-25,40.38,0.06,673.0000000000001
1986-04-28,39.0,0.06,650.0
1986-04-29,37.38,0.06,623.0000000000001
1986-04-30,37.75,0.06,629.1666666666667
1986-05-01,37.38,0.06,623.0000000000001
1986-05-02,37.25,0.06,620.8333333333334
1986-05-05,37.5,0.06,625.0
1986-05-06,37.25,0.06,620.8333333333334
1986-05-07,37.63,0.06,627.1666666666667
1986-05-08,37.75,0.06,629.1666666666667
1986-05-09,37.75,0.06,629.1666666666667
1986-05-12,38.25,0.06,637.5
1986-05-13,38.75,0.06,645.8333333333334
1986-05-14,38.88,0.06,648.0000000000001
1986-05-15,38.75,0.06,645.8333333333334
1986-05-16,38.63,0.06,643.8333333333334
1986-05-19,38.63,0.06,643.8333333333334
1986-05-20,38.88,0.06,648.0000000000001
1986-05-21,39.0,0.06,650.0
1986-05-22,40.75,0.06,679.1666666666667
1986-05-23,40.63,0.06,677.1666666666667
1986-05-27,40.88,0.06,681.3333333333334
1986-05-28,40.25,0.06,670.8333333333334
1986-05-29,39.25,0.06,654.1666666666667
1986-05-30,39.13,0.06,652.1666666666667
1986-06-02,38.5,0.06,641.6666666666667
1986-06-03,36.75,0.06,612.5
1986-06-04,35.5,0.06,591.6666666666667
1986-06-05,35.38,0.06,589.6666666666667
1986-06-06,34.75,0.06,579.1666666666667
1986-06-09,33.0,0.06,550.0
1986-06-10,34.0,0.06,566.6666666666667
1986-06-11,34.75,0.06,579.1666666666667
1986-06-12,35.25,0.06,587.5
1986-06-13,35.25,0.06,587.5
1986-06-16,35.5,0.06,591.6666666666667
1986-06-17,34.75,0.06,579.1666666666667
1986-06-18,33.88,0.06,564.6666666666667
1986-06-19,34.0,0.06,566.6666666666667
1986-06-20,34.38,0.06,573.0000000000001
1986-06-23,34.0,0.06,566.6666666666667
1986-06-24,33.38,0.06,556.3333333333334
1986-06-25,31.13,0.06,518.8333333333334
1986-06-26,34.25,0.06,570.8333333333334
1986-06-27,33.75,0.06,562.5
1986-06-30,34.75,0.06,579.1666666666667
1986-07-01,34.25,0.06,570.8333333333334
1986-07-02,34.13,0.06,568.8333333333334
1986-07-03,34.75,0.06,579.1666666666667
1986-07-07,33.75,0.06,562.5
1986-07-08,33.0,0.06,550.0
1986-07-09,33.25,0.06,554.1666666666667
1986-07-10,33.25,0.06,554.1666666666667
1986-07-11,33.75,0.06,562.5
1986-07-14,33.75,0.06,562.5
1986-07-15,33.63,0.06,560.5000000000001
1986-07-16,34.5,0.06,575.0
1986-07-17,35.75,0.06,595.8333333333334
1986-07-18,35.0,0.06,583.3333333333334
1986-07-21,35.13,0.06,585.5000000000001
1986-07-22,35.25,0.06,587.5
1986-07-23,34.5,0.06,575.0
1986-07-24,34.0,0.06,566.6666666666667
1986-07-25,34.0,0.06,566.6666666666667
1986-07-28,33.5,0.06,558.3333333333334
1986-07-29,32.0,0.06,533.3333333333334
1986-07-30,31.0,0.06,516.6666666666667
1986-07-31,31.75,0.06,529.1666666666667
1986-08-01,32.75,0.06,545.8333333333334
1986-08-04,33.13,0.06,552.1666666666667
1986-08-05,33.75,0.06,562.5
1986-08-06,33.88,0.06,564.6666666666667
1986-08-07,34.38,0.06,573.0000000000001
1986-08-08,34.5,0.06,575.0
1986-08-11,35.75,0.06,595.8333333333334
1986-08-12,36.5,0.06,608.3333333333334
1986-08-13,37.75,0.06,629.1666666666667
1986-08-14,37.0,0.06,616.6666666666667
1986-08-15,36.38,0.06,606.3333333333334
1986-08-18,36.88,0.06,614.6666666666667
1986-08-19,36.25,0.06,604.1666666666667
1986-08-20,36.25,0.06,604.1666666666667
1986-08-21,36.63,0.06,610.5000000000001
1986-08-22,36.5,0.06,608.3333333333334
1986-08-25,37.25,0.06,620.8333333333334
1986-08-26,37.88,0.06,631.3333333333334
1986-08-27,38.13,0.06,635.5000000000001
1986-08-28,38.25,0.06,637.5
1986-08-29,38.13,0.06,635.5000000000001
1986-09-02,38.0,0.06,633.3333333333334
1986-09-03,38.88,0.06,648.0000000000001
1986-09-04,38.88,0.06,648.0000000000001
1986-09-05,38.63,0.06,643.8333333333334
1986-09-08,38.25,0.06,637.5
1986-09-09,38.25,0.06,637.5
1986-09-10,38.5,0.06,641.6666666666667
1986-09-11,37.25,0.06,620.8333333333334
1986-09-12,36.5,0.06,608.3333333333334
1986-09-15,36.5,0.06,608.3333333333334
1986-09-16,36.63,0.06,610.5000000000001
1986-09-17,37.75,0.06,629.1666666666667
1986-09-18,39.25,0.06,654.1666666666667
1986-09-19,40.75,0.06,679.1666666666667
1986-09-22,43.0,0.06,716.6666666666667
1986-09-23,50.0,0.06,833.3333333333334
1986-09-24,49.25,0.06,820.8333333333334
1986-09-25,48.5,0.06,808.3333333333334
1986-09-26,49.63,0.06,827.1666666666667
1986-09-29,49.5,0.06,825.0
1986-09-30,49.5,0.06,825.0
1986-10-01,48.75,0.06,812.5
1986-10-02,47.5,0.06,791.6666666666667
1986-10-03,47.13,0.06,785.5000000000001
1986-10-06,47.63,0.06,793.8333333333334
1986-10-07,47.5,0.06,791.6666666666667
1986-10-08,47.63,0.06,793.8333333333334
1986-10-09,46.5,0.06,775.0
1986-10-10,47.0,0.06,783.3333333333334
1986-10-13,46.75,0.06,779.1666666666667
1986-10-14,47.13,0.06,785.5000000000001
1986-10-15,47.13,0.06,785.5000000000001
1986-10-16,47.25,0.06,787.5
1986-10-17,47.13,0.06,785.5000000000001
1986-10-20,48.63,0.06,810.5000000000001
1986-10-21,48.63,0.06,810.5000000000001
1986-10-22,49.25,0.06,820.8333333333334
1986-10-23,49.5,0.06,825.0
1986-10-24,48.0,0.06,800.0
1986-10-27,46.88,0.06,781.3333333333334
1986-10-28,44.0,0.06,733.3333333333334
1986-10-29,45.25,0.06,754.1666666666667
1986-10-30,44.88,0.06,748.0000000000001
1986-10-31,46.0,0.06,766.6666666666667
1986-11-03,46.63,0.06,777.1666666666667
1986-11-04,46.63,0.06,777.1666666666667
1986-11-05,46.75,0.06,779.1666666666667
1986-11-06,46.5,0.06,775.0
1986-11-07,46.5,0.06,775.0
1986-11-10,46.63,0.06,777.1666666666667
1986-11-11,46.63,0.06,777.1666666666667
1986-11-12,46.63,0.06,777.1666666666667
1986-11-13,46.63,0.06,777.1666666666667
1986-11-14,46.75,0.06,779.1666666666667
1986-11-17,46.63,0.06,777.1666666666667
1986-11-18,46.38,0.06,773.0000000000001
1986-11-19,45.0,0.06,750.0
1986-11-20,46.0,0.06,766.6666666666667
1986-11-21,46.0,0.06,766.6666666666667
1986-11-24,46.0,0.06,766.6666666666667
1986-11-25,45.63,0.06,760.5000000000001
1986-11-26,46.25,0.06,770.8333333333334
1986-11-28,46.38,0.06,773.0000000000001
1986-12-01,46.38,0.06,773.0000000000001
1986-12-02,46.5,0.06,775.0
1986-12-03,46.38,0.06,773.0000000000001
1986-12-04,46.0,0.06,766.6666666666667
1986-12-05,45.63,0.06,760.5000000000001
1986-12-08,45.63,0.06,760.5000000000001
1986-12-09,45.63,0.06,760.5000000000001
1986-12-10,45.75,0.06,762.5
1986-12-11,45.5,0.06,758.3333333333334
1986-12-12,45.38,0.06,756.3333333333334
1986-12-15,45.5,0.06,758.3333333333334
1986-12-16,45.13,0.06,752.1666666666667
1986-12-17,45.63,0.06,760.5000000000001
1986-12-18,45.38,0.06,756.3333333333334
1986-12-19,45.38,0.06,756.3333333333334
1986-12-22,45.5,0.06,758.3333333333334
1986-12-23,45.38,0.06,756.3333333333334
1986-12-24,45.5,0.06,758.3333333333334
1986-12-26,45.75,0.06,762.5
1986-12-29,45.75,0.06,762.5
1986-12-30,45.5,0.06,758.3333333333334
1986-12-31,45.63,0.06,760.5000000000001
1987-01-02,45.88,0.06,764.6666666666667
1987-01-05,46.13,0.06,768.8333333333334
1987-01-06,46.25,0.06,770.8333333333334
1987-01-07,46.25,0.06,770.8333333333334
1987-01-08,46.38,0.06,773.0000000000001
1987-01-09,46.25,0.06,770.8333333333334
1987-01-12,46.25,0.06,770.8333333333334
1987-01-13,46.25,0.06,770.8333333333334
1987-01-14,46.38,0.06,773.0000000000001
1987-01-15,46.38,0.06,773.0000000000001
1987-01-16,46.38,0.06,773.0000000000001
1987-01-19,46.38,0.06,773.0000000000001
1987-01-20,46.5,0.06,775.0
1987-01-21,46.5,0.06,775.0
1987-01-22,46.5,0.06,775.0
1987-01-23,46.5,0.06,775.0
1987-01-26,46.5,0.06,775.0
1987-01-27,46.5,0.06,775.0
1987-01-28,46.5,0.06,775.0
1987-01-29,46.63,0.06,777.1666666666667
1987-01-30,46.63,0.06,777.1666666666667
1987-02-02,46.88,0.06,781.3333333333334
1987-02-03,46.75,0.06,779.1666666666667
1987-02-04,46.75,0.06,779.1666666666667
1987-02-05,46.88,0.06,781.3333333333334
1987-02-06,46.88,0.06,781.3333333333334
1987-02-09,46.88,0.06,781.3333333333334
1987-02-10,47.0,0.06,783.3333333333334
1987-02-11,47.0,0.06,783.3333333333334
1987-02-12,46.88,0.06,781.3333333333334
1987-02-13,46.88,0.06,781.3333333333334
1987-02-17,46.88,0.06,781.3333333333334
1987-02-18,46.88,0.06,781.3333333333334
1987-02-19,46.75,0.06,779.1666666666667
1987-02-20,46.88,0.06,781.3333333333334
1987-02-23,46.75,0.06,779.1666666666667
1987-02-24,46.75,0.06,779.1666666666667
1987-02-25,47.0,0.06,783.3333333333334
1987-02-26,47.0,0.06,783.3333333333334
1987-02-27,47.0,0.06,783.3333333333334
1987-03-02,47.13,0.06,785.5000000000001
1987-03-03,47.25,0.06,787.5
1987-03-04,47.25,0.06,787.5
1987-03-05,47.13,0.06,785.5000000000001
1987-03-06,47.0,0.06,783.3333333333334
1987-03-09,47.0,0.06,783.3333333333334
1987-03-10,47.0,0.06,783.3333333333334
1987-03-11,47.13,0.06,785.5000000000001
1987-03-12,47.0,0.06,783.3333333333334
1987-03-13,47.0,0.06,783.3333333333334
1987-03-16,47.25,0.06,787.5
1987-03-17,47.38,0.06,789.6666666666667
1987-03-18,47.25,0.06,787.5
1987-03-19,47.13,0.06,785.5000000000001
1987-03-20,47.25,0.06,787.5
1987-03-23,47.13,0.06,785.5000000000001
1987-03-24,47.13,0.06,785.5000000000001
1987-03-25,47.13,0.06,785.5000000000001
1987-03-26,47.0,0.06,783.3333333333334
1987-03-27,47.13,0.06,785.5000000000001
1987-03-30,47.13,0.06,785.5000000000001
1987-03-31,47.13,0.06,785.5000000000001
1987-04-01,47.13,0.06,785.5000000000001
1987-04-02,47.13,0.06,785.5000000000001
1987-04-03,47.25,0.06,787.5
1987-04-06,47.38,0.06,789.6666666666667
1987-04-07,47.25,0.06,787.5
1987-04-08,47.13,0.06,785.5000000000001
1987-04-09,47.25,0.06,787.5
1987-04-10,47.13,0.06,785.5000000000001
1987-04-13,47.13,0.06,785.5000000000001
1987-04-14,47.13,0.06,785.5000000000001
1987-04-15,47.25,0.06,787.5
1987-04-16,47.13,0.06,785.5000000000001
1987-04-20,47.13,0.06,785.5000000000001
1987-04-21,47.13,0.06,785.5000000000001
1987-04-22,47.25,0.06,787.5
1987-04-23,47.13,0.06,785.5000000000001
1987-04-24,47.13,0.06,785.5000000000001
1987-04-27,47.25,0.06,787.5
1987-04-28,47.25,0.06,787.5
1987-04-29,47.25,0.06,787.5
1987-04-30,47.13,0.06,785.5000000000001
1987-05-01,47.25,0.06,787.5
1987-05-04,47.25,0.06,787.5
1987-05-05,47.38,0.06,789.6666666666667
1987-05-06,47.38,0.06,789.6666666666667
1987-05-07,47.38,0.06,789.6666666666667
1987-05-08,47.25,0.06,787.5
1987-05-11,47.5,0.06,791.6666666666667
1987-05-12,47.25,0.06,787.5
1987-05-13,47.25,0.06,787.5
1987-05-14,47.25,0.06,787.5
1987-05-15,47.25,0.06,787.5
1987-05-18,47.25,0.06,787.5
1987-05-19,47.25,0.06,787.5
1987-05-20,47.25,0.06,787.5
1987-05-21,47.25,0.06,787.5
1987-05-22,47.13,0.06,785.5000000000001
1987-05-26,47.5,0.06,791.6666666666667
1987-05-27,47.63,0.06,793.8333333333334
1987-05-28,47.63,0.06,793.8333333333334
1987-05-29,47.5,0.06,791.6666666666667
1987-06-01,47.63,0.06,793.8333333333334
1987-06-02,47.5,0.06,791.6666666666667
1987-06-03,47.38,0.06,789.6666666666667
1987-06-04,47.25,0.06,787.5
1987-06-05,47.13,0.06,785.5000000000001
1987-06-08,47.13,0.06,785.5000000000001
1987-06-09,47.25,0.06,787.5
1987-06-10,47.13,0.06,785.5000000000001
1987-06-11,47.25,0.06,787.5
1987-06-12,47.25,0.06,787.5
1987-06-15,47.13,0.06,785.5000000000001
1987-06-16,47.25,0.06,787.5
1987-06-17,47.13,0.06,785.5000000000001
1987-06-18,47.25,0.06,787.5
1987-06-19,47.25,0.06,787.5
1987-06-22,47.13,0.06,785.5000000000001
1987-06-23,10.25,0.06,170.83333333333334
1987-06-24,10.25,0.06,170.83333333333334
1987-06-25,10.0,0.06,166.66666666666669
1987-06-26,10.0,0.06,166.66666666666669
1987-06-29,9.88,0.06,164.66666666666669
1987-06-30,9.63,0.06,160.50000000000003
1987-07-01,9.38,0.06,156.33333333333334
1987-07-02,9.25,0.06,154.16666666666669
1987-07-06,9.0,0.06,150.0
1987-07-07,9.13,0.06,152.16666666666669
1987-07-08,8.88,0.06,148.00000000000003
1987-07-09,9.25,0.06,154.16666666666669
1987-07-10,9.0,0.06,150.0
1987-07-13,8.75,0.06,145.83333333333334
1987-07-14,8.63,0.06,143.83333333333334
1987-07-15,8.88,0.06,148.00000000000003
1987-07-16,8.88,0.06,148.00000000000003
1987-07-17,8.63,0.06,143.83333333333334
1987-07-20,8.88,0.06,148.00000000000003
1987-07-21,8.5,0.06,141.66666666666669
1987-07-22,8.13,0.06,135.50000000000003
1987-07-23,8.5,0.06,141.66666666666669
1987-07-24,8.38,0.06,139.66666666666669
1987-07-27,8.13,0.06,135.50000000000003
1987-07-28,8.0,0.06,133.33333333333334
1987-07-29,7.88,0.06,131.33333333333334
1987-07-30,8.38,0.06,139.66666666666669
1987-07-31,8.88,0.06,148.00000000000003
1987-08-03,9.0,0.06,150.0
1987-08-04,9.0,0.06,150.0
1987-08-05,8.75,0.06,145.83333333333334
1987-08-06,8.63,0.06,143.83333333333334
1987-08-07,8.5,0.06,141.66666666666669
1987-08-10,8.38,0.06,139.66666666666669
1987-08-11,8.13,0.06,135.50000000000003
1987-08-12,8.13,0.06,135.50000000000003
1987-08-13,8.25,0.06,137.5
1987-08-14,8.25,0.06,137.5
1987-08-17,8.13,0.06,135.50000000000003
1987-08-18,8.25,0.06,137.5
1987-08-19,8.13,0.06,135.50000000000003
1987-08-20,8.25,0.06,137.5
1987-08-21,8.38,0.06,139.66666666666669
1987-08-24,8.38,0.06,139.66666666666669
1987-08-25,8.25,0.06,137.5
1987-08-26,8.13,0.06,135.50000000000003
1987-08-27,8.13,0.06,135.50000000000003
1987-08-28,8.25,0.06,137.5
1987-08-31,8.13,0.06,135.50000000000003
1987-09-01,8.0,0.06,133.33333333333334
1987-09-02,8.13,0.06,135.50000000000003
1987-09-03,8.0,0.06,133.33333333333334
1987-09-04,7.63,0.06,127.16666666666667
1987-09-08,7.0,0.06,116.66666666666667
1987-09-09,6.75,0.06,112.5
1987-09-10,6.75,0.06,112.5
1987-09-11,6.88,0.06,114.66666666666667
1987-09-14,6.5,0.06,108.33333333333334
1987-09-15,6.25,0.06,104.16666666666667
1987-09-16,5.88,0.06,98.0
1987-09-17,6.38,0.06,106.33333333333333
1987-09-18,7.0,0.06,116.66666666666667
1987-09-21,6.5,0.06,108.33333333333334
1987-09-22,6.5,0.06,108.33333333333334
1987-09-23,6.63,0.06,110.5
1987-09-24,6.38,0.06,106.33333333333333
1987-09-25,6.13,0.06,102.16666666666667
1987-09-28,6.13,0.06,102.16666666666667
1987-09-29,6.13,0.06,102.16666666666667
1987-09-30,6.25,0.06,104.16666666666667
1987-10-01,6.5,0.06,108.33333333333334
1987-10-02,6.75,0.06,112.5
1987-10-05,6.63,0.06,110.5
1987-10-06,6.75,0.06,112.5
1987-10-07,6.88,0.06,114.66666666666667
1987-10-08,6.75,0.06,112.5
1987-10-09,6.75,0.06,112.5
1987-10-12,6.5,0.06,108.33333333333334
1987-10-13,6.5,0.06,108.33333333333334
1987-10-14,6.13,0.06,102.16666666666667
1987-10-15,6.0,0.06,100.0
1987-10-16,5.75,0.06,95.83333333333334
1987-10-19,4.5,0.06,75.0
1987-10-20,4.38,0.06,73.0
1987-10-21,5.25,0.06,87.5
1987-10-22,4.88,0.06,81.33333333333333
1987-10-23,4.38,0.06,73.0
1987-10-26,4.13,0.06,68.83333333333333
1987-10-27,4.0,0.06,66.66666666666667
1987-10-28,3.88,0.06,64.66666666666667
1987-10-29,4.25,0.06,70.83333333333334
1987-10-30,4.5,0.06,75.0
1987-11-02,4.5,0.06,75.0
1987-11-03,4.13,0.06,68.83333333333333
1987-11-04,4.13,0.06,68.83333333333333
1987-11-05,4.13,0.06,68.83333333333333
1987-11-06,4.25,0.06,70.83333333333334
1987-11-09,4.25,0.06,70.83333333333334
1987-11-10,4.25,0.06,70.83333333333334
1987-11-11,4.5,0.06,75.0
1987-11-12,4.75,0.06,79.16666666666667
1987-11-13,4.88,0.06,81.33333333333333
1987-11-16,4.88,0.06,81.33333333333333
1987-11-17,4.63,0.06,77.16666666666667
1987-11-18,4.5,0.06,75.0
1987-11-19,4.13,0.06,68.83333333333333
1987-11-20,4.13,0.06,68.83333333333333
1987-11-23,4.0,0.06,66.66666666666667
1987-11-24,4.13,0.06,68.83333333333333
1987-11-25,4.38,0.06,73.0
1987-11-27,4.25,0.06,70.83333333333334
1987-11-30,4.0,0.06,66.66666666666667
1987-12-01,4.0,0.06,66.66666666666667
1987-12-02,4.13,0.06,68.83333333333333
1987-12-03,4.13,0.06,68.83333333333333
1987-12-04,4.0,0.06,66.66666666666667
1987-12-07,3.88,0.06,64.66666666666667
1987-12-08,4.0,0.06,66.66666666666667
1987-12-09,4.0,0.06,66.66666666666667
1987-12-10,3.88,0.06,64.66666666666667
1987-12-11,3.88,0.06,64.66666666666667
1987-12-14,3.63,0.06,60.5
1987-12-15,3.75,0.06,62.5
1987-12-16,3.63,0.06,60.5
1987-12-17,4.13,0.06,68.83333333333333
1987-12-18,4.13,0.06,68.83333333333333
1987-12-21,4.25,0.06,70.83333333333334
1987-12-22,4.0,0.06,66.66666666666667
1987-12-23,4.13,0.06,68.83333333333333
1987-12-24,4.0,0.06,66.66666666666667
1987-12-28,4.0,0.06,66.66666666666667
1987-12-29,3.75,0.06,62.5
1987-12-30,3.75,0.06,62.5
1987-12-31,3.75,0.06,62.5
1988-01-04,4.38,0.06,73.0
1988-01-05,4.38,0.06,73.0
1988-01-06,4.88,0.06,81.33333333333333
1988-01-07,5.0,0.06,83.33333333333334
1988-01-08,4.5,0.06,75.0
1988-01-11,4.5,0.06,75.0
1988-01-12,4.63,0.06,77.16666666666667
1988-01-13,4.88,0.06,81.33333333333333
1988-01-14,5.13,0.06,85.5
1988-01-15,5.13,0.06,85.5
1988-01-18,5.13,0.06,85.5
1988-01-19,5.13,0.06,85.5
1988-01-20,5.13,0.06,85.5
1988-01-21,5.0,0.06,83.33333333333334
1988-01-22,5.0,0.06,83.33333333333334
1988-01-25,5.0,0.06,83.33333333333334
1988-01-26,5.13,0.06,85.5
1988-01-27,5.25,0.06,87.5
1988-01-28,5.25,0.06,87.5
