date,MOS,MOS_EPS,PE Ratio
1988-05-02,14.88,0.08,186.0
1988-05-03,15.0,0.08,187.5
1988-05-04,14.75,0.08,184.375
1988-05-05,14.63,0.08,182.875
1988-05-06,14.5,0.08,181.25
1988-05-09,14.13,0.08,176.625
1988-05-10,14.06,0.08,175.75
1988-05-11,13.31,0.08,166.375
1988-05-12,13.81,0.08,172.625
1988-05-13,14.5,0.08,181.25
1988-05-16,14.5,0.08,181.25
1988-05-17,14.69,0.08,183.625
1988-05-18,14.31,0.08,178.875
1988-05-19,14.13,0.08,176.625
1988-05-20,14.5,0.08,181.25
1988-05-23,14.13,0.08,176.625
1988-05-24,14.19,0.08,177.375
1988-05-25,14.25,0.08,178.125
1988-05-26,14.31,0.08,178.875
1988-05-27,14.25,0.08,178.125
1988-05-31,14.44,0.08,180.5
1988-06-01,14.75,0.08,184.375
1988-06-02,15.0,0.08,187.5
1988-06-03,15.63,0.08,195.375
1988-06-06,16.0,0.08,200.0
1988-06-07,16.06,0.08,200.74999999999997
1988-06-08,16.63,0.08,207.87499999999997
1988-06-09,17.06,0.08,213.24999999999997
1988-06-10,17.06,0.08,213.24999999999997
1988-06-13,17.19,0.08,214.875
1988-06-14,18.5,0.08,231.25
1988-06-15,19.5,0.08,243.75
1988-06-16,19.13,0.08,239.12499999999997
1988-06-17,18.63,0.08,232.87499999999997
1988-06-20,18.94,0.08,236.75
1988-06-21,19.63,0.08,245.37499999999997
1988-06-22,20.25,0.08,253.125
1988-06-23,20.81,0.08,260.125
1988-06-24,20.69,0.08,258.625
1988-06-27,20.56,0.08,257.0
1988-06-28,20.0,0.08,250.0
1988-06-29,19.56,0.08,244.49999999999997
1988-06-30,19.69,0.08,246.125
1988-07-01,19.88,0.08,248.49999999999997
1988-07-05,20.44,0.08,255.5
1988-07-06,20.75,0.08,259.375
1988-07-07,21.13,0.08,264.125
1988-07-08,20.63,0.08,257.875
1988-07-11,20.25,0.08,253.125
1988-07-12,19.94,0.08,249.25
1988-07-13,19.88,0.08,248.49999999999997
1988-07-14,20.81,0.08,260.125
1988-07-15,20.81,0.08,260.125
1988-07-18,20.0,0.08,250.0
1988-07-19,19.5,0.08,243.75
1988-07-20,19.0,0.08,237.5
1988-07-21,19.31,0.08,241.37499999999997
1988-07-22,18.75,0.08,234.375
1988-07-25,18.19,0.08,227.375
1988-07-26,18.63,0.08,232.87499999999997
1988-07-27,18.19,0.08,227.375
1988-07-28,18.5,0.08,231.25
1988-07-29,18.69,0.08,233.625
1988-08-01,18.88,0.08,235.99999999999997
1988-08-02,19.0,0.08,237.5
1988-08-03,18.94,0.08,236.75
1988-08-04,19.38,0.08,242.24999999999997
1988-08-05,19.63,0.08,245.37499999999997
1988-08-08,19.56,0.08,244.49999999999997
1988-08-09,19.44,0.08,243.0
1988-08-10,18.94,0.08,236.75
1988-08-11,19.25,0.08,240.625
1988-08-12,19.19,0.08,239.875
1988-08-15,18.69,0.08,233.625
1988-08-16,18.94,0.08,236.75
1988-08-17,18.94,0.08,236.75
1988-08-18,19.25,0.08,240.625
1988-08-19,19.25,0.08,240.625
1988-08-22,18.94,0.08,236.75
1988-08-23,19.19,0.08,239.875
1988-08-24,19.5,0.08,243.75
1988-08-25,19.75,0.08,246.875
1988-08-26,20.13,0.08,251.62499999999997
1988-08-29,20.5,0.08,256.25
1988-08-30,20.5,0.08,256.25
1988-08-31,20.44,0.08,255.5
1988-09-01,19.94,0.08,249.25
1988-09-02,20.38,0.08,254.74999999999997
1988-09-06,20.44,0.08,255.5
1988-09-07,20.5,0.08,256.25
1988-09-08,20.81,0.08,260.125
1988-09-09,21.0,0.08,262.5
1988-09-12,20.63,0.08,257.875
1988-09-13,20.88,0.08,261.0
1988-09-14,21.31,0.08,266.375
1988-09-15,21.25,0.08,265.625
1988-09-16,21.0,0.08,262.5
1988-09-19,20.63,0.08,257.875
1988-09-20,20.25,0.08,253.125
1988-09-21,20.19,0.08,252.375
1988-09-22,19.38,0.08,242.24999999999997
1988-09-23,19.38,0.08,242.24999999999997
1988-09-26,19.0,0.08,237.5
1988-09-27,18.63,0.08,232.87499999999997
1988-09-28,18.56,0.08,231.99999999999997
1988-09-29,19.25,0.08,240.625
1988-09-30,18.69,0.08,233.625
1988-10-03,19.0,0.08,237.5
1988-10-04,18.94,0.08,236.75
1988-10-05,19.44,0.08,243.0
1988-10-06,19.88,0.08,248.49999999999997
1988-10-07,20.06,0.08,250.74999999999997
1988-10-10,20.0,0.08,250.0
1988-10-11,19.94,0.08,249.25
1988-10-12,19.69,0.08,246.125
1988-10-13,19.75,0.08,246.875
1988-10-14,20.13,0.08,251.62499999999997
1988-10-17,19.88,0.08,248.49999999999997
1988-10-18,20.19,0.08,252.375
1988-10-19,20.38,0.08,254.74999999999997
1988-10-20,20.75,0.08,259.375
1988-10-21,20.69,0.08,258.625
1988-10-24,20.5,0.08,256.25
1988-10-25,20.5,0.08,256.25
1988-10-26,20.88,0.08,261.0
1988-10-27,20.75,0.08,259.375
1988-10-28,21.0,0.08,262.5
1988-10-31,21.0,0.08,262.5
1988-11-01,20.88,0.08,261.0
1988-11-02,20.69,0.08,258.625
1988-11-03,20.06,0.08,250.74999999999997
1988-11-04,20.0,0.08,250.0
1988-11-07,19.69,0.08,246.125
1988-11-08,19.81,0.08,247.62499999999997
1988-11-09,19.75,0.08,246.875
1988-11-10,19.63,0.08,245.37499999999997
1988-11-11,19.5,0.08,243.75
1988-11-14,19.25,0.08,240.625
1988-11-15,19.25,0.08,240.625
1988-11-16,18.88,0.08,235.99999999999997
1988-11-17,19.0,0.08,237.5
1988-11-18,19.06,0.08,238.24999999999997
1988-11-21,19.25,0.08,240.625
1988-11-22,19.0,0.08,237.5
1988-11-23,19.5,0.08,243.75
1988-11-25,19.63,0.08,245.37499999999997
1988-11-28,19.75,0.08,246.875
1988-11-29,20.0,0.08,250.0
1988-11-30,20.31,0.08,253.87499999999997
1988-12-01,20.25,0.08,253.125
1988-12-02,20.44,0.08,255.5
1988-12-05,20.38,0.08,254.74999999999997
1988-12-06,20.38,0.08,254.74999999999997
1988-12-07,20.75,0.08,259.375
1988-12-08,20.56,0.08,257.0
1988-12-09,21.0,0.08,262.5
1988-12-12,20.88,0.08,261.0
1988-12-13,20.75,0.08,259.375
1988-12-14,20.88,0.08,261.0
1988-12-15,21.0,0.08,262.5
1988-12-16,21.19,0.08,264.875
1988-12-19,22.06,0.08,275.75
1988-12-20,22.25,0.08,278.125
1988-12-21,22.06,0.08,275.75
1988-12-22,22.38,0.08,279.75
1988-12-23,22.5,0.08,281.25
1988-12-27,22.31,0.08,278.875
1988-12-28,22.25,0.08,278.125
1988-12-29,22.19,0.08,277.375
1988-12-30,22.06,0.08,275.75
1989-01-03,22.06,0.08,275.75
1989-01-04,23.06,0.08,288.25
1989-01-05,23.38,0.08,292.25
1989-01-06,23.13,0.08,289.125
1989-01-09,22.69,0.08,283.625
1989-01-10,22.75,0.08,284.375
1989-01-11,22.69,0.08,283.625
1989-01-12,22.63,0.08,282.875
1989-01-13,23.31,0.08,291.375
1989-01-16,23.88,0.08,298.5
1989-01-17,24.38,0.08,304.75
1989-01-18,24.25,0.08,303.125
1989-01-19,24.44,0.08,305.5
1989-01-20,24.25,0.08,303.125
1989-01-23,23.88,0.08,298.5
1989-01-24,23.81,0.08,297.625
1989-01-25,24.0,0.08,300.0
1989-01-26,24.25,0.08,303.125
1989-01-27,24.0,0.08,300.0
1989-01-30,24.06,0.08,300.75
1989-01-31,24.31,0.08,303.875
1989-02-01,24.5,0.08,306.25
1989-02-02,24.31,0.08,303.875
1989-02-03,23.88,0.08,298.5
1989-02-06,23.25,0.08,290.625
1989-02-07,23.44,0.08,293.0
1989-02-08,23.75,0.08,296.875
1989-02-09,23.69,0.08,296.125
1989-02-10,23.38,0.08,292.25
1989-02-13,23.0,0.08,287.5
1989-02-14,22.75,0.08,284.375
1989-02-15,22.88,0.08,286.0
1989-02-16,23.69,0.08,296.125
1989-02-17,23.94,0.08,299.25
1989-02-21,24.13,0.08,301.625
1989-02-22,23.94,0.08,299.25
1989-02-23,23.75,0.08,296.875
1989-02-24,23.75,0.08,296.875
1989-02-27,23.69,0.08,296.125
1989-02-28,23.56,0.08,294.5
1989-03-01,23.69,0.08,296.125
1989-03-02,23.75,0.08,296.875
1989-03-03,23.75,0.08,296.875
1989-03-06,24.0,0.08,300.0
1989-03-07,24.63,0.08,307.875
1989-03-08,24.5,0.08,306.25
1989-03-09,23.56,0.08,294.5
1989-03-10,23.25,0.08,290.625
1989-03-13,23.06,0.08,288.25
1989-03-14,23.19,0.08,289.875
1989-03-15,23.56,0.08,294.5
1989-03-16,23.5,0.08,293.75
1989-03-17,23.19,0.08,289.875
1989-03-20,22.69,0.08,283.625
1989-03-21,21.94,0.08,274.25
1989-03-22,21.69,0.08,271.125
1989-03-23,21.81,0.08,272.625
1989-03-27,21.75,0.08,271.875
1989-03-28,22.06,0.08,275.75
1989-03-29,22.25,0.08,278.125
1989-03-30,22.63,0.08,282.875
1989-03-31,22.88,0.08,286.0
1989-04-03,22.88,0.08,286.0
1989-04-04,21.88,0.08,273.5
1989-04-05,22.06,0.08,275.75
1989-04-06,21.94,0.08,274.25
1989-04-07,21.69,0.08,271.125
1989-04-10,21.31,0.08,266.375
1989-04-11,21.31,0.08,266.375
1989-04-12,21.81,0.08,272.625
1989-04-13,22.25,0.08,278.125
1989-04-14,22.5,0.08,281.25
1989-04-17,22.44,0.08,280.5
1989-04-18,22.63,0.08,282.875
1989-04-19,22.31,0.08,278.875
1989-04-20,22.0,0.08,275.0
1989-04-21,21.25,0.08,265.625
1989-04-24,20.5,0.08,256.25
1989-04-25,21.06,0.08,263.25
1989-04-26,21.44,0.08,268.0
1989-04-27,21.31,0.08,266.375
1989-04-28,20.88,0.08,261.0
1989-05-01,20.5,0.08,256.25
1989-05-02,20.69,0.08,258.625
1989-05-03,20.25,0.08,253.125
1989-05-04,20.06,0.08,250.74999999999997
1989-05-05,20.25,0.08,253.125
1989-05-08,20.19,0.08,252.375
1989-05-09,20.06,0.08,250.74999999999997
1989-05-10,20.31,0.08,253.87499999999997
1989-05-11,20.44,0.08,255.5
1989-05-12,20.94,0.08,261.75
1989-05-15,20.63,0.08,257.875
1989-05-16,20.44,0.08,255.5
1989-05-17,20.69,0.08,258.625
1989-05-18,20.56,0.08,257.0
1989-05-19,20.94,0.08,261.75
1989-05-22,20.81,0.08,260.125
1989-05-23,20.06,0.08,250.74999999999997
1989-05-24,19.25,0.08,240.625
1989-05-25,19.25,0.08,240.625
1989-05-26,19.19,0.08,239.875
1989-05-30,19.0,0.08,237.5
1989-05-31,18.5,0.08,231.25
1989-06-01,18.38,0.08,229.74999999999997
1989-06-02,17.63,0.08,220.37499999999997
1989-06-05,16.38,0.08,204.74999999999997
1989-06-06,17.44,0.08,218.0
1989-06-07,17.75,0.08,221.875
1989-06-08,17.81,0.08,222.62499999999997
1989-06-09,18.0,0.08,225.0
1989-06-12,17.94,0.08,224.25
1989-06-13,17.81,0.08,222.62499999999997
1989-06-14,17.75,0.08,221.875
1989-06-15,17.63,0.08,220.37499999999997
1989-06-16,17.63,0.08,220.37499999999997
1989-06-19,17.69,0.08,221.125
1989-06-20,17.63,0.08,220.37499999999997
1989-06-21,18.13,0.08,226.62499999999997
1989-06-22,18.0,0.08,225.0
1989-06-23,18.13,0.08,226.62499999999997
1989-06-26,17.88,0.08,223.49999999999997
1989-06-27,17.5,0.08,218.75
1989-06-28,16.94,0.08,211.75
1989-06-29,16.81,0.08,210.12499999999997
1989-06-30,16.75,0.08,209.375
1989-07-03,17.0,0.08,212.5
1989-07-05,17.56,0.08,219.49999999999997
1989-07-06,17.31,0.08,216.37499999999997
1989-07-07,17.19,0.08,214.875
1989-07-10,17.56,0.08,219.49999999999997
1989-07-11,18.0,0.08,225.0
1989-07-12,17.94,0.08,224.25
1989-07-13,17.81,0.08,222.62499999999997
1989-07-14,17.5,0.08,218.75
1989-07-17,17.56,0.08,219.49999999999997
1989-07-18,17.13,0.08,214.12499999999997
1989-07-19,17.25,0.08,215.625
1989-07-20,17.31,0.08,216.37499999999997
1989-07-21,17.31,0.08,216.37499999999997
1989-07-24,17.25,0.08,215.625
1989-07-25,17.19,0.08,214.875
1989-07-26,17.63,0.08,220.37499999999997
1989-07-27,17.56,0.08,219.49999999999997
1989-07-28,17.44,0.08,218.0
1989-07-31,17.31,0.08,216.37499999999997
1989-08-01,17.81,0.08,222.62499999999997
1989-08-02,17.94,0.08,224.25
1989-08-03,18.75,0.08,234.375
1989-08-04,19.13,0.08,239.12499999999997
1989-08-07,19.13,0.08,239.12499999999997
1989-08-08,19.06,0.08,238.24999999999997
1989-08-09,18.94,0.08,236.75
1989-08-10,18.75,0.08,234.375
1989-08-11,19.13,0.08,239.12499999999997
1989-08-14,19.0,0.08,237.5
1989-08-15,19.0,0.08,237.5
1989-08-16,19.19,0.08,239.875
1989-08-17,19.31,0.08,241.37499999999997
1989-08-18,19.38,0.08,242.24999999999997
1989-08-21,19.5,0.08,243.75
1989-08-22,19.13,0.08,239.12499999999997
1989-08-23,19.44,0.08,243.0
1989-08-24,19.25,0.08,240.625
1989-08-25,19.13,0.08,239.12499999999997
1989-08-28,19.0,0.08,237.5
1989-08-29,18.88,0.08,235.99999999999997
1989-08-30,19.25,0.08,240.625
1989-08-31,19.38,0.08,242.24999999999997
1989-09-01,19.44,0.08,243.0
1989-09-05,19.44,0.08,243.0
1989-09-06,19.75,0.08,246.875
1989-09-07,19.44,0.08,243.0
1989-09-08,19.19,0.08,239.875
1989-09-11,19.13,0.08,239.12499999999997
1989-09-12,18.94,0.08,236.75
1989-09-13,19.0,0.08,237.5
1989-09-14,19.0,0.08,237.5
1989-09-15,18.75,0.08,234.375
1989-09-18,18.88,0.08,235.99999999999997
1989-09-19,18.31,0.08,228.87499999999997
1989-09-20,18.63,0.08,232.87499999999997
1989-09-21,18.69,0.08,233.625
1989-09-22,18.5,0.08,231.25
1989-09-25,18.19,0.08,227.375
1989-09-26,18.25,0.08,228.125
1989-09-27,18.06,0.08,225.74999999999997
1989-09-28,17.75,0.08,221.875
1989-09-29,17.94,0.08,224.25
1989-10-02,18.06,0.08,225.74999999999997
1989-10-03,18.06,0.08,225.74999999999997
1989-10-04,18.0,0.08,225.0
1989-10-05,18.06,0.08,225.74999999999997
1989-10-06,17.88,0.08,223.49999999999997
1989-10-09,18.0,0.08,225.0
1989-10-10,17.75,0.08,221.875
1989-10-11,17.75,0.08,221.875
1989-10-12,17.5,0.08,218.75
1989-10-13,17.0,0.08,212.5
1989-10-16,16.44,0.08,205.5
1989-10-17,16.44,0.08,205.5
1989-10-18,16.5,0.08,206.25
1989-10-19,16.44,0.08,205.5
1989-10-20,16.56,0.08,206.99999999999997
1989-10-23,16.44,0.08,205.5
1989-10-24,16.44,0.08,205.5
1989-10-25,16.38,0.08,204.74999999999997
1989-10-26,16.38,0.08,204.74999999999997
1989-10-27,16.44,0.08,205.5
1989-10-30,16.44,0.08,205.5
1989-10-31,16.13,0.08,201.62499999999997
1989-11-01,16.06,0.08,200.74999999999997
1989-11-02,16.5,0.08,206.25
1989-11-03,16.5,0.08,206.25
1989-11-06,16.44,0.08,205.5
1989-11-07,16.25,0.08,203.125
1989-11-08,16.38,0.08,204.74999999999997
1989-11-09,16.19,0.08,202.375
1989-11-10,16.13,0.08,201.62499999999997
1989-11-13,16.13,0.08,201.62499999999997
1989-11-14,16.13,0.08,201.62499999999997
1989-11-15,16.06,0.08,200.74999999999997
1989-11-16,16.0,0.08,200.0
1989-11-17,16.0,0.08,200.0
1989-11-20,15.88,0.08,198.5
1989-11-21,15.88,0.08,198.5
1989-11-22,15.88,0.08,198.5
1989-11-24,15.81,0.08,197.625
1989-11-27,15.81,0.08,197.625
1989-11-28,15.75,0.08,196.875
1989-11-29,16.13,0.08,201.62499999999997
1989-11-30,15.75,0.08,196.875
1989-12-01,16.13,0.08,201.62499999999997
1989-12-04,15.94,0.08,199.25
1989-12-05,15.81,0.08,197.625
1989-12-06,15.88,0.08,198.5
1989-12-07,16.0,0.08,200.0
1989-12-08,16.06,0.08,200.74999999999997
1989-12-11,15.88,0.08,198.5
1989-12-12,15.94,0.08,199.25
1989-12-13,15.88,0.08,198.5
1989-12-14,16.06,0.08,200.74999999999997
1989-12-15,15.88,0.08,198.5
1989-12-18,15.88,0.08,198.5
1989-12-19,15.88,0.08,198.5
1989-12-20,15.69,0.08,196.125
1989-12-21,15.75,0.08,196.875
1989-12-22,16.0,0.08,200.0
1989-12-26,16.13,0.08,201.62499999999997
1989-12-27,16.94,0.08,211.75
1989-12-28,17.0,0.08,212.5
1989-12-29,16.88,0.08,210.99999999999997
1990-01-02,17.25,0.08,215.625
1990-01-03,18.19,0.08,227.375
1990-01-04,17.81,0.08,222.62499999999997
1990-01-05,17.56,0.08,219.49999999999997
1990-01-08,17.56,0.08,219.49999999999997
1990-01-09,17.63,0.08,220.37499999999997
1990-01-10,17.25,0.08,215.625
1990-01-11,17.25,0.08,215.625
1990-01-12,16.63,0.08,207.87499999999997
1990-01-15,16.69,0.08,208.625
1990-01-16,16.63,0.08,207.87499999999997
1990-01-17,17.06,0.08,213.24999999999997
1990-01-18,16.81,0.08,210.12499999999997
1990-01-19,17.25,0.08,215.625
1990-01-22,17.19,0.08,214.875
1990-01-23,17.5,0.08,218.75
1990-01-24,17.63,0.08,220.37499999999997
1990-01-25,17.75,0.08,221.875
1990-01-26,17.13,0.08,214.12499999999997
1990-01-29,17.19,0.08,214.875
1990-01-30,17.0,0.08,212.5
1990-01-31,17.0,0.08,212.5
1990-02-01,16.75,0.08,209.375
1990-02-02,17.19,0.08,214.875
1990-02-05,17.63,0.08,220.37499999999997
1990-02-06,17.5,0.08,218.75
1990-02-07,17.94,0.08,224.25
1990-02-08,18.63,0.08,232.87499999999997
1990-02-09,18.81,0.08,235.12499999999997
1990-02-12,18.5,0.08,231.25
1990-02-13,18.81,0.08,235.12499999999997
1990-02-14,18.81,0.08,235.12499999999997
1990-02-15,18.69,0.08,233.625
1990-02-16,18.63,0.08,232.87499999999997
1990-02-20,18.5,0.08,231.25
1990-02-21,18.5,0.08,231.25
1990-02-22,18.63,0.08,232.87499999999997
1990-02-23,18.38,0.08,229.74999999999997
1990-02-26,18.5,0.08,231.25
1990-02-27,18.38,0.08,229.74999999999997
1990-02-28,18.25,0.08,228.125
1990-03-01,18.19,0.08,227.375
1990-03-02,18.56,0.08,231.99999999999997
1990-03-05,18.5,0.08,231.25
1990-03-06,18.88,0.08,235.99999999999997
1990-03-07,19.13,0.08,239.12499999999997
1990-03-08,19.13,0.08,239.12499999999997
1990-03-09,18.81,0.08,235.12499999999997
1990-03-12,18.94,0.08,236.75
1990-03-13,18.63,0.08,232.87499999999997
1990-03-14,18.69,0.08,233.625
1990-03-15,18.81,0.08,235.12499999999997
1990-03-16,18.63,0.08,232.87499999999997
1990-03-19,18.44,0.08,230.5
1990-03-20,18.13,0.08,226.62499999999997
1990-03-21,18.06,0.08,225.74999999999997
1990-03-22,17.44,0.08,218.0
1990-03-23,17.81,0.08,222.62499999999997
1990-03-26,18.0,0.08,225.0
1990-03-27,17.94,0.08,224.25
1990-03-28,17.81,0.08,222.62499999999997
1990-03-29,17.75,0.08,221.875
1990-03-30,17.38,0.08,217.24999999999997
1990-04-02,17.19,0.08,214.875
1990-04-03,17.0,0.08,212.5
1990-04-04,16.81,0.08,210.12499999999997
1990-04-05,16.81,0.08,210.12499999999997
1990-04-06,16.5,0.08,206.25
1990-04-09,16.56,0.08,206.99999999999997
1990-04-10,16.69,0.08,208.625
1990-04-11,17.0,0.08,212.5
1990-04-12,17.44,0.08,218.0
1990-04-16,17.63,0.08,220.37499999999997
1990-04-17,17.38,0.08,217.24999999999997
1990-04-18,16.94,0.08,211.75
1990-04-19,16.81,0.08,210.12499999999997
1990-04-20,16.75,0.08,209.375
1990-04-23,16.38,0.08,204.74999999999997
1990-04-24,16.13,0.08,201.62499999999997
1990-04-25,16.0,0.08,200.0
1990-04-26,15.75,0.08,196.875
1990-04-27,15.63,0.08,195.375
1990-04-30,15.56,0.08,194.5
1990-05-01,15.75,0.08,196.875
1990-05-02,16.0,0.08,200.0
1990-05-03,16.5,0.08,206.25
1990-05-04,16.44,0.08,205.5
1990-05-07,16.31,0.08,203.87499999999997
1990-05-08,16.25,0.08,203.125
1990-05-09,16.06,0.08,200.74999999999997
1990-05-10,15.75,0.08,196.875
1990-05-11,15.75,0.08,196.875
1990-05-14,16.0,0.08,200.0
1990-05-15,16.13,0.08,201.62499999999997
1990-05-16,16.13,0.08,201.62499999999997
1990-05-17,16.25,0.08,203.125
1990-05-18,16.38,0.08,204.74999999999997
1990-05-21,16.25,0.08,203.125
1990-05-22,16.38,0.08,204.74999999999997
1990-05-23,16.25,0.08,203.125
1990-05-24,16.31,0.08,203.87499999999997
1990-05-25,16.38,0.08,204.74999999999997
1990-05-29,16.63,0.08,207.87499999999997
1990-05-30,16.69,0.08,208.625
1990-05-31,16.5,0.08,206.25
1990-06-01,16.44,0.08,205.5
1990-06-04,16.63,0.08,207.87499999999997
1990-06-05,16.63,0.08,207.87499999999997
1990-06-06,16.81,0.08,210.12499999999997
1990-06-07,17.19,0.08,214.875
1990-06-08,16.94,0.08,211.75
1990-06-11,17.38,0.08,217.24999999999997
1990-06-12,17.25,0.08,215.625
1990-06-13,17.5,0.08,218.75
1990-06-14,17.56,0.08,219.49999999999997
1990-06-15,17.69,0.08,221.125
1990-06-18,18.0,0.08,225.0
1990-06-19,17.69,0.08,221.125
1990-06-20,17.38,0.08,217.24999999999997
1990-06-21,17.5,0.08,218.75
1990-06-22,17.19,0.08,214.875
1990-06-25,17.31,0.08,216.37499999999997
1990-06-26,17.31,0.08,216.37499999999997
1990-06-27,17.25,0.08,215.625
1990-06-28,17.5,0.08,218.75
1990-06-29,17.56,0.08,219.49999999999997
1990-07-02,17.13,0.08,214.12499999999997
1990-07-03,17.06,0.08,213.24999999999997
1990-07-05,17.25,0.08,215.625
1990-07-06,17.19,0.08,214.875
1990-07-09,17.56,0.08,219.49999999999997
1990-07-10,17.63,0.08,220.37499999999997
1990-07-11,18.5,0.08,231.25
1990-07-12,18.38,0.08,229.74999999999997
1990-07-13,18.63,0.08,232.87499999999997
1990-07-16,18.81,0.08,235.12499999999997
1990-07-17,19.13,0.08,239.12499999999997
1990-07-18,19.13,0.08,239.12499999999997
1990-07-19,19.13,0.08,239.12499999999997
1990-07-20,19.13,0.08,239.12499999999997
1990-07-23,18.69,0.08,233.625
1990-07-24,18.25,0.08,228.125
1990-07-25,18.31,0.08,228.87499999999997
1990-07-26,18.19,0.08,227.375
1990-07-27,18.13,0.08,226.62499999999997
1990-07-30,17.88,0.08,223.49999999999997
1990-07-31,17.75,0.08,221.875
1990-08-01,17.81,0.08,222.62499999999997
1990-08-02,17.5,0.08,218.75
1990-08-03,17.44,0.08,218.0
1990-08-06,17.13,0.08,214.12499999999997
1990-08-07,17.06,0.08,213.24999999999997
1990-08-08,17.0,0.08,212.5
1990-08-09,16.88,0.08,210.99999999999997
1990-08-10,16.69,0.08,208.625
1990-08-13,16.69,0.08,208.625
1990-08-14,16.63,0.08,207.87499999999997
1990-08-15,16.69,0.08,208.625
1990-08-16,16.63,0.08,207.87499999999997
1990-08-17,16.06,0.08,200.74999999999997
1990-08-20,16.13,0.08,201.62499999999997
1990-08-21,15.81,0.08,197.625
1990-08-22,15.63,0.08,195.375
1990-08-23,15.25,0.08,190.625
1990-08-24,15.38,0.08,192.25
1990-08-27,15.69,0.08,196.125
1990-08-28,15.81,0.08,197.625
1990-08-29,16.13,0.08,201.62499999999997
1990-08-30,16.25,0.08,203.125
1990-08-31,16.13,0.08,201.62499999999997
1990-09-04,16.63,0.08,207.87499999999997
1990-09-05,16.31,0.08,203.87499999999997
1990-09-06,16.13,0.08,201.62499999999997
1990-09-07,16.25,0.08,203.125
1990-09-10,16.13,0.08,201.62499999999997
1990-09-11,16.25,0.08,203.125
1990-09-12,16.5,0.08,206.25
1990-09-13,16.5,0.08,206.25
1990-09-14,16.56,0.08,206.99999999999997
1990-09-17,16.56,0.08,206.99999999999997
1990-09-18,16.31,0.08,203.87499999999997
1990-09-19,16.63,0.08,207.87499999999997
1990-09-20,16.63,0.08,207.87499999999997
1990-09-21,16.56,0.08,206.99999999999997
1990-09-24,16.63,0.08,207.87499999999997
1990-09-25,16.88,0.08,210.99999999999997
1990-09-26,16.88,0.08,210.99999999999997
1990-09-27,16.81,0.08,210.12499999999997
1990-09-28,16.75,0.08,209.375
1990-10-01,16.94,0.08,211.75
1990-10-02,17.25,0.08,215.625
1990-10-03,17.25,0.08,215.625
1990-10-04,17.56,0.08,219.49999999999997
1990-10-05,17.38,0.08,217.24999999999997
1990-10-08,17.69,0.08,221.125
1990-10-09,17.75,0.08,221.875
1990-10-10,17.75,0.08,221.875
1990-10-11,16.75,0.08,209.375
1990-10-12,16.75,0.08,209.375
1990-10-15,16.69,0.08,208.625
1990-10-16,16.88,0.08,210.99999999999997
1990-10-17,17.0,0.08,212.5
1990-10-18,17.38,0.08,217.24999999999997
