date,IR,IR_EPS,PE Ratio
2004-05-11,24.95,0.04,623.75
2004-05-12,25.39,0.04,634.75
2004-05-13,25.03,0.04,625.75
2004-05-14,25.19,0.04,629.75
2004-05-17,24.47,0.04,611.75
2004-05-18,25.08,0.04,627.0
2004-05-19,24.95,0.04,623.75
2004-05-20,24.58,0.04,614.5
2004-05-21,24.81,0.04,620.25
2004-05-24,25.6,0.04,640.0
2004-05-25,26.01,0.04,650.25
2004-05-26,25.96,0.04,649.0
2004-05-27,26.19,0.04,654.75
2004-05-28,26.08,0.04,652.0
2004-06-01,26.09,0.04,652.25
2004-06-02,26.29,0.04,657.25
2004-06-03,26.32,0.04,658.0
2004-06-04,26.59,0.04,664.75
2004-06-07,27.29,0.04,682.25
2004-06-08,27.44,0.04,686.0
2004-06-09,27.12,0.04,678.0
2004-06-10,27.25,0.04,681.25
2004-06-14,27.02,0.04,675.5
2004-06-15,27.46,0.04,686.5
2004-06-16,27.49,0.04,687.25
2004-06-17,27.28,0.04,682.0
2004-06-18,27.4,0.04,685.0
2004-06-21,27.18,0.04,679.5
2004-06-22,27.12,0.04,678.0
2004-06-23,27.22,0.04,680.5
2004-06-24,27.25,0.04,681.25
2004-06-25,27.23,0.04,680.75
2004-06-28,26.9,0.04,672.5
2004-06-29,26.9,0.04,672.5
2004-06-30,27.28,0.04,682.0
2004-07-01,27.14,0.04,678.5
2004-07-02,26.49,0.04,662.25
2004-07-06,25.95,0.04,648.75
2004-07-07,25.97,0.04,649.25
2004-07-08,25.42,0.04,635.5
2004-07-09,26.0,0.04,650.0
2004-07-12,26.15,0.04,653.75
2004-07-13,26.49,0.04,662.25
2004-07-14,26.39,0.04,659.75
2004-07-15,26.69,0.04,667.25
2004-07-16,26.62,0.04,665.5
2004-07-19,26.42,0.04,660.5
2004-07-20,26.47,0.04,661.75
2004-07-21,26.16,0.04,654.0
2004-07-22,26.38,0.04,659.5
2004-07-23,26.47,0.04,661.75
2004-07-26,26.48,0.04,662.0
2004-07-27,26.96,0.04,674.0
2004-07-28,27.4,0.04,685.0
2004-07-29,27.72,0.04,693.0
2004-07-30,27.43,0.04,685.75
2004-08-02,27.22,0.04,680.5
2004-08-03,27.22,0.04,680.5
2004-08-04,26.96,0.04,674.0
2004-08-05,26.07,0.04,651.75
2004-08-06,25.28,0.04,632.0
2004-08-09,25.4,0.04,635.0
2004-08-10,25.95,0.04,648.75
2004-08-11,26.0,0.04,650.0
2004-08-12,25.51,0.04,637.75
2004-08-13,24.84,0.04,621.0
2004-08-16,25.69,0.04,642.25
2004-08-17,25.64,0.04,641.0
2004-08-18,25.62,0.04,640.5
2004-08-19,25.01,0.04,625.25
2004-08-20,25.35,0.04,633.75
2004-08-23,25.37,0.04,634.25
2004-08-24,25.7,0.04,642.5
2004-08-25,25.76,0.04,644.0
2004-08-26,26.31,0.04,657.75
2004-08-27,26.44,0.04,661.0
2004-08-30,26.2,0.04,655.0
2004-08-31,25.96,0.04,649.0
2004-09-01,25.97,0.04,649.25
2004-09-02,26.96,0.04,674.0
2004-09-03,26.88,0.04,672.0
2004-09-07,27.43,0.04,685.75
2004-09-08,27.0,0.04,675.0
2004-09-09,26.66,0.04,666.5
2004-09-10,26.76,0.04,669.0
2004-09-13,26.61,0.04,665.25
2004-09-14,26.66,0.04,666.5
2004-09-15,26.2,0.04,655.0
2004-09-16,26.37,0.04,659.25
2004-09-17,26.46,0.04,661.5
2004-09-20,26.49,0.04,662.25
2004-09-21,26.69,0.04,667.25
2004-09-22,26.19,0.04,654.75
2004-09-23,25.81,0.04,645.25
2004-09-24,25.89,0.04,647.25
2004-09-27,25.6,0.04,640.0
2004-09-28,26.01,0.04,650.25
2004-09-29,26.79,0.04,669.75
2004-09-30,27.14,0.04,678.5
2004-10-01,27.43,0.04,685.75
2004-10-04,27.68,0.04,692.0
2004-10-05,27.6,0.04,690.0
2004-10-06,28.03,0.04,700.75
2004-10-07,27.86,0.04,696.5
2004-10-08,27.54,0.04,688.5
2004-10-11,27.65,0.04,691.25
2004-10-12,27.51,0.04,687.75
2004-10-13,27.31,0.04,682.75
2004-10-14,26.9,0.04,672.5
2004-10-15,27.08,0.04,677.0
2004-10-18,26.85,0.04,671.25
2004-10-19,26.96,0.04,674.0
2004-10-20,27.2,0.04,680.0
2004-10-21,26.45,0.04,661.25
2004-10-22,26.41,0.04,660.25
2004-10-25,26.83,0.04,670.75
2004-10-26,27.24,0.04,681.0
2004-10-27,27.4,0.04,685.0
2004-10-28,27.24,0.04,681.0
2004-10-29,27.33,0.04,683.2499999999999
2004-11-01,27.33,0.04,683.2499999999999
2004-11-02,27.43,0.04,685.75
2004-11-03,27.87,0.04,696.75
2004-11-04,28.47,0.04,711.75
2004-11-05,28.71,0.04,717.75
2004-11-08,28.97,0.04,724.25
2004-11-09,29.51,0.04,737.75
2004-11-10,29.17,0.04,729.25
2004-11-11,29.6,0.04,740.0
2004-11-12,29.78,0.04,744.5
2004-11-15,29.51,0.04,737.75
2004-11-16,29.32,0.04,733.0
2004-11-17,29.58,0.04,739.4999999999999
2004-11-18,29.78,0.04,744.5
2004-11-19,29.36,0.04,734.0
2004-11-22,29.4,0.04,735.0
2004-11-23,29.46,0.04,736.5
2004-11-24,29.82,0.04,745.5
2004-11-26,29.95,0.04,748.75
2004-11-29,29.75,0.04,743.75
2004-11-30,29.72,0.04,743.0
2004-12-01,30.92,0.04,773.0
2004-12-02,30.71,0.04,767.75
2004-12-03,30.54,0.04,763.5
2004-12-06,30.51,0.04,762.75
2004-12-07,30.14,0.04,753.5
2004-12-08,30.24,0.04,756.0
2004-12-09,30.8,0.04,770.0
2004-12-10,30.67,0.04,766.75
2004-12-13,31.16,0.04,779.0
2004-12-14,31.52,0.04,788.0
2004-12-15,31.86,0.04,796.5
2004-12-16,32.15,0.04,803.75
2004-12-17,31.89,0.04,797.25
2004-12-20,31.95,0.04,798.75
2004-12-21,32.32,0.04,808.0
2004-12-22,32.71,0.04,817.75
2004-12-23,32.75,0.04,818.75
2004-12-27,32.37,0.04,809.2499999999999
2004-12-28,32.61,0.04,815.25
2004-12-29,32.36,0.04,809.0
2004-12-30,32.15,0.04,803.75
2004-12-31,32.07,0.04,801.75
2005-01-03,31.5,0.04,787.5
2005-01-04,30.87,0.04,771.75
2005-01-05,30.17,0.04,754.25
2005-01-06,30.21,0.04,755.25
2005-01-07,30.05,0.04,751.25
2005-01-10,30.05,0.04,751.25
2005-01-11,29.96,0.04,749.0
2005-01-12,30.19,0.04,754.75
2005-01-13,30.25,0.04,756.25
2005-01-14,30.73,0.04,768.25
2005-01-18,30.58,0.04,764.4999999999999
2005-01-19,30.44,0.04,761.0
2005-01-20,29.92,0.04,748.0
2005-01-21,29.48,0.04,737.0
2005-01-24,29.18,0.04,729.5
2005-01-25,29.42,0.04,735.5
2005-01-26,29.5,0.04,737.5
2005-01-27,29.49,0.04,737.25
2005-01-28,29.48,0.04,737.0
2005-01-31,29.7,0.04,742.5
2005-02-01,31.04,0.04,776.0
2005-02-02,30.77,0.04,769.25
2005-02-03,31.58,0.04,789.4999999999999
2005-02-04,32.26,0.04,806.4999999999999
2005-02-07,32.29,0.04,807.25
2005-02-08,32.44,0.04,810.9999999999999
2005-02-09,32.19,0.04,804.7499999999999
2005-02-10,32.15,0.04,803.75
2005-02-11,32.46,0.04,811.5
2005-02-14,32.31,0.04,807.75
2005-02-15,32.26,0.04,806.4999999999999
2005-02-16,32.6,0.04,815.0
2005-02-17,32.35,0.04,808.75
2005-02-18,32.27,0.04,806.7500000000001
2005-02-22,31.56,0.04,789.0
2005-02-23,31.76,0.04,794.0
2005-02-24,32.35,0.04,808.75
2005-02-25,33.15,0.04,828.75
2005-02-28,33.65,0.04,841.25
2005-03-01,33.87,0.04,846.7499999999999
2005-03-02,34.05,0.04,851.2499999999999
2005-03-03,33.96,0.04,849.0
2005-03-04,34.88,0.04,872.0
2005-03-07,34.38,0.04,859.5
2005-03-08,34.4,0.04,860.0
2005-03-09,33.79,0.04,844.75
2005-03-10,33.73,0.04,843.2499999999999
2005-03-11,33.65,0.04,841.25
2005-03-14,33.77,0.04,844.2500000000001
2005-03-15,33.46,0.04,836.5
2005-03-16,33.15,0.04,828.75
2005-03-17,33.52,0.04,838.0000000000001
2005-03-18,33.63,0.04,840.75
2005-03-21,33.57,0.04,839.25
2005-03-22,33.35,0.04,833.75
2005-03-23,32.28,0.04,807.0
2005-03-24,32.78,0.04,819.5
2005-03-28,32.26,0.04,806.4999999999999
2005-03-29,31.54,0.04,788.5
2005-03-30,31.73,0.04,793.25
2005-03-31,31.81,0.04,795.25
2005-04-01,31.84,0.04,796.0
2005-04-04,31.87,0.04,796.75
2005-04-05,32.07,0.04,801.75
2005-04-06,32.14,0.04,803.5
2005-04-07,32.02,0.04,800.5000000000001
2005-04-08,32.13,0.04,803.25
2005-04-11,31.94,0.04,798.5
2005-04-12,32.89,0.04,822.25
2005-04-13,31.93,0.04,798.25
2005-04-14,30.46,0.04,761.5
2005-04-15,30.45,0.04,761.25
2005-04-18,30.82,0.04,770.5
2005-04-19,31.22,0.04,780.5
2005-04-20,31.47,0.04,786.75
2005-04-21,32.13,0.04,803.25
2005-04-22,31.86,0.04,796.5
2005-04-25,32.07,0.04,801.75
2005-04-26,31.21,0.04,780.25
2005-04-27,30.93,0.04,773.25
2005-04-28,30.44,0.04,761.0
2005-04-29,30.7,0.04,767.5
2005-05-02,30.93,0.04,773.25
2005-05-03,30.84,0.04,771.0
2005-05-04,31.48,0.04,787.0
2005-05-05,31.1,0.04,777.5
2005-05-06,31.47,0.04,786.75
2005-05-09,31.77,0.04,794.25
2005-05-10,31.22,0.04,780.5
2005-05-11,31.33,0.04,783.2499999999999
2005-05-12,30.3,0.04,757.5
2005-05-13,30.34,0.04,758.5
2005-05-16,30.86,0.04,771.5
2005-05-17,31.37,0.04,784.25
2005-05-18,31.71,0.04,792.75
2005-05-19,31.73,0.04,793.25
2005-05-20,31.57,0.04,789.25
2005-05-23,31.67,0.04,791.75
2005-05-24,31.45,0.04,786.25
2005-05-25,31.05,0.04,776.25
2005-05-26,31.41,0.04,785.25
2005-05-27,31.31,0.04,782.75
2005-05-31,30.91,0.04,772.75
2005-06-01,31.48,0.04,787.0
2005-06-02,30.99,0.04,774.75
2005-06-03,30.14,0.04,753.5
2005-06-06,30.21,0.04,755.25
2005-06-07,30.4,0.04,760.0
2005-06-08,30.14,0.04,753.5
2005-06-09,29.69,0.04,742.25
2005-06-10,29.74,0.04,743.5
2005-06-13,29.96,0.04,749.0
2005-06-14,29.88,0.04,747.0
2005-06-15,29.41,0.04,735.25
2005-06-16,29.72,0.04,743.0
2005-06-17,29.81,0.04,745.25
2005-06-20,29.59,0.04,739.75
2005-06-21,29.96,0.04,749.0
2005-06-22,29.88,0.04,747.0
2005-06-23,29.13,0.04,728.25
2005-06-24,28.59,0.04,714.75
2005-06-27,28.27,0.04,706.75
2005-06-28,29.15,0.04,728.75
2005-06-29,29.07,0.04,726.75
2005-06-30,28.49,0.04,712.25
2005-07-01,28.75,0.04,718.75
2005-07-05,28.99,0.04,724.75
2005-07-06,28.72,0.04,718.0
2005-07-07,28.94,0.04,723.5
2005-07-08,29.48,0.04,737.0
2005-07-11,30.0,0.04,750.0
2005-07-12,29.68,0.04,742.0
2005-07-13,29.75,0.04,743.75
2005-07-14,29.82,0.04,745.5
2005-07-15,29.86,0.04,746.5
2005-07-18,30.07,0.04,751.75
2005-07-19,30.55,0.04,763.75
2005-07-20,30.97,0.04,774.25
2005-07-21,30.78,0.04,769.5
2005-07-22,30.63,0.04,765.75
2005-07-25,30.43,0.04,760.75
2005-07-26,30.85,0.04,771.25
2005-07-27,30.91,0.04,772.75
2005-07-28,31.37,0.04,784.25
2005-07-29,31.22,0.04,780.5
2005-08-01,31.58,0.04,789.4999999999999
2005-08-02,31.53,0.04,788.25
2005-08-03,31.6,0.04,790.0
2005-08-04,31.44,0.04,786.0
2005-08-05,31.33,0.04,783.2499999999999
2005-08-08,31.45,0.04,786.25
2005-08-09,31.67,0.04,791.75
2005-08-10,31.92,0.04,798.0
2005-08-11,32.17,0.04,804.25
2005-08-12,31.87,0.04,796.75
2005-08-15,31.93,0.04,798.25
2005-08-16,31.4,0.04,785.0
2005-08-17,31.49,0.04,787.25
2005-08-18,31.32,0.04,783.0
2005-08-19,31.57,0.04,789.25
2005-08-22,31.54,0.04,788.5
2005-08-23,31.09,0.04,777.25
2005-08-24,30.87,0.04,771.75
2005-08-25,30.89,0.04,772.25
2005-08-26,30.88,0.04,772.0
2005-08-29,31.01,0.04,775.25
2005-08-30,30.96,0.04,774.0
2005-08-31,31.8,0.04,795.0
2005-09-01,32.07,0.04,801.75
2005-09-02,32.12,0.04,802.9999999999999
2005-09-06,32.6,0.04,815.0
2005-09-07,32.7,0.04,817.5
2005-09-08,32.44,0.04,810.9999999999999
2005-09-09,32.79,0.04,819.75
2005-09-12,33.15,0.04,828.75
2005-09-13,32.8,0.04,819.9999999999999
2005-09-14,32.1,0.04,802.5
2005-09-15,31.61,0.04,790.25
2005-09-16,31.61,0.04,790.25
2005-09-19,31.13,0.04,778.25
2005-09-20,30.88,0.04,772.0
2005-09-21,30.48,0.04,762.0
2005-09-22,31.53,0.04,788.25
2005-09-23,31.47,0.04,786.75
2005-09-26,30.56,0.04,764.0
2005-09-27,30.82,0.04,770.5
2005-09-28,30.07,0.04,751.75
2005-09-29,30.02,0.04,750.5
2005-09-30,30.54,0.04,763.5
2005-10-03,30.35,0.04,758.75
2005-10-04,29.98,0.04,749.5
2005-10-05,29.78,0.04,744.5
2005-10-06,29.43,0.04,735.75
2005-10-07,29.96,0.04,749.0
2005-10-10,29.35,0.04,733.75
2005-10-11,29.16,0.04,729.0
2005-10-12,29.09,0.04,727.25
2005-10-13,29.22,0.04,730.5
2005-10-14,29.38,0.04,734.5
2005-10-17,29.47,0.04,736.75
2005-10-18,29.03,0.04,725.75
2005-10-19,29.55,0.04,738.75
2005-10-20,29.64,0.04,741.0
2005-10-21,29.34,0.04,733.5
2005-10-24,30.18,0.04,754.5
2005-10-25,30.2,0.04,755.0
2005-10-26,30.25,0.04,756.25
2005-10-27,29.86,0.04,746.5
2005-10-28,29.96,0.04,749.0
2005-10-31,30.18,0.04,754.5
2005-11-01,29.75,0.04,743.75
2005-11-02,30.06,0.04,751.5
2005-11-03,30.42,0.04,760.5
2005-11-04,30.19,0.04,754.75
2005-11-07,30.38,0.04,759.5
2005-11-08,30.65,0.04,766.25
2005-11-09,30.58,0.04,764.4999999999999
2005-11-10,31.14,0.04,778.5
2005-11-11,31.5,0.04,787.5
2005-11-14,31.17,0.04,779.25
2005-11-15,31.2,0.04,780.0
2005-11-16,31.36,0.04,784.0
2005-11-17,31.73,0.04,793.25
2005-11-18,31.76,0.04,794.0
2005-11-21,31.73,0.04,793.25
2005-11-22,32.04,0.04,801.0
2005-11-23,32.11,0.04,802.75
2005-11-25,31.95,0.04,798.75
2005-11-28,31.52,0.04,788.0
2005-11-29,31.63,0.04,790.75
2005-11-30,31.65,0.04,791.25
2005-12-01,32.72,0.04,818.0
2005-12-02,32.51,0.04,812.7499999999999
2005-12-05,32.51,0.04,812.7499999999999
2005-12-06,32.31,0.04,807.75
2005-12-07,31.49,0.04,787.25
2005-12-08,31.48,0.04,787.0
2005-12-09,31.92,0.04,798.0
2005-12-12,31.98,0.04,799.5
2005-12-13,32.06,0.04,801.5
2005-12-14,32.4,0.04,810.0
2005-12-15,32.46,0.04,811.5
2005-12-16,32.63,0.04,815.75
2005-12-19,32.06,0.04,801.5
2005-12-20,32.28,0.04,807.0
2005-12-21,32.81,0.04,820.25
2005-12-22,32.93,0.04,823.25
2005-12-23,32.81,0.04,820.25
2005-12-27,32.37,0.04,809.2499999999999
2005-12-28,32.86,0.04,821.5
2005-12-29,32.5,0.04,812.5
2005-12-30,32.24,0.04,806.0
2006-01-03,32.33,0.04,808.2499999999999
2006-01-04,32.93,0.04,823.25
2006-01-05,32.76,0.04,818.9999999999999
2006-01-06,32.75,0.04,818.75
2006-01-09,33.55,0.04,838.7499999999999
2006-01-10,33.04,0.04,826.0
2006-01-11,33.45,0.04,836.25
2006-01-12,32.82,0.04,820.5
2006-01-13,32.24,0.04,806.0
2006-01-17,31.49,0.04,787.25
2006-01-18,31.24,0.04,781.0
2006-01-19,31.61,0.04,790.25
2006-01-20,30.9,0.04,772.5
2006-01-23,31.04,0.04,776.0
2006-01-24,31.8,0.04,795.0
2006-01-25,31.85,0.04,796.25
2006-01-26,30.47,0.04,761.75
2006-01-27,31.15,0.04,778.75
2006-01-30,31.7,0.04,792.5
2006-01-31,31.37,0.04,784.25
2006-02-01,31.53,0.04,788.25
2006-02-02,31.71,0.04,792.75
2006-02-03,31.61,0.04,790.25
2006-02-06,31.45,0.04,786.25
2006-02-07,31.03,0.04,775.75
2006-02-08,31.17,0.04,779.25
2006-02-09,30.85,0.04,771.25
2006-02-10,31.21,0.04,780.25
2006-02-13,31.0,0.04,775.0
2006-02-14,31.92,0.04,798.0
2006-02-15,32.28,0.04,807.0
2006-02-16,32.51,0.04,812.7499999999999
2006-02-17,32.6,0.04,815.0
2006-02-21,32.66,0.04,816.4999999999999
2006-02-22,33.27,0.04,831.7500000000001
2006-02-23,33.71,0.04,842.75
2006-02-24,33.63,0.04,840.75
2006-02-27,33.43,0.04,835.75
2006-02-28,32.77,0.04,819.2500000000001
2006-03-01,33.51,0.04,837.7499999999999
2006-03-02,33.08,0.04,826.9999999999999
2006-03-03,33.11,0.04,827.75
2006-03-06,32.67,0.04,816.75
2006-03-07,32.94,0.04,823.4999999999999
2006-03-08,32.99,0.04,824.75
2006-03-09,32.5,0.04,812.5
2006-03-10,33.25,0.04,831.25
2006-03-13,33.0,0.04,825.0
2006-03-14,33.61,0.04,840.25
2006-03-15,33.91,0.04,847.7499999999999
2006-03-16,34.05,0.04,851.2499999999999
2006-03-17,34.36,0.04,859.0
2006-03-20,34.4,0.04,860.0
2006-03-21,33.74,0.04,843.5
2006-03-22,34.31,0.04,857.75
2006-03-23,33.87,0.04,846.7499999999999
2006-03-24,34.7,0.04,867.5
2006-03-27,34.8,0.04,869.9999999999999
2006-03-28,34.86,0.04,871.5
2006-03-29,34.31,0.04,857.75
2006-03-30,33.67,0.04,841.75
2006-03-31,33.38,0.04,834.5
2006-04-03,33.55,0.04,838.7499999999999
2006-04-04,34.19,0.04,854.7499999999999
2006-04-05,34.68,0.04,867.0
2006-04-06,34.35,0.04,858.75
2006-04-07,34.18,0.04,854.5
2006-04-10,34.25,0.04,856.25
2006-04-11,33.63,0.04,840.75
2006-04-12,34.29,0.04,857.25
2006-04-13,33.8,0.04,844.9999999999999
2006-04-17,33.97,0.04,849.25
2006-04-18,35.59,0.04,889.7500000000001
2006-04-19,35.81,0.04,895.25
2006-04-20,36.22,0.04,905.5
2006-04-21,35.15,0.04,878.75
2006-04-24,34.66,0.04,866.4999999999999
2006-04-25,34.13,0.04,853.25
2006-04-26,35.62,0.04,890.4999999999999
2006-04-27,35.18,0.04,879.5
2006-04-28,34.94,0.04,873.4999999999999
2006-05-01,35.54,0.04,888.5
2006-05-02,36.34,0.04,908.5000000000001
2006-05-03,37.0,0.04,925.0
2006-05-04,37.51,0.04,937.7499999999999
2006-05-05,37.56,0.04,939.0
2006-05-08,37.9,0.04,947.5
2006-05-09,37.56,0.04,939.0
2006-05-10,38.03,0.04,950.75
2006-05-11,38.04,0.04,951.0
2006-05-12,37.4,0.04,935.0
2006-05-15,37.38,0.04,934.5
2006-05-16,37.23,0.04,930.7499999999999
2006-05-17,36.51,0.04,912.7499999999999
2006-05-18,35.91,0.04,897.7499999999999
2006-05-19,35.89,0.04,897.25
2006-05-22,35.39,0.04,884.75
2006-05-23,35.53,0.04,888.25
2006-05-24,35.72,0.04,893.0
2006-05-25,36.17,0.04,904.25
2006-05-26,36.37,0.04,909.2499999999999
2006-05-30,35.26,0.04,881.4999999999999
2006-05-31,34.83,0.04,870.7499999999999
2006-06-01,35.42,0.04,885.5
2006-06-02,35.36,0.04,884.0
2006-06-05,34.17,0.04,854.25
2006-06-06,33.79,0.04,844.75
2006-06-07,32.72,0.04,818.0
2006-06-08,32.24,0.04,806.0
2006-06-09,32.47,0.04,811.75
2006-06-12,31.53,0.04,788.25
2006-06-13,31.59,0.04,789.75
2006-06-14,32.0,0.04,800.0
2006-06-15,33.18,0.04,829.5
2006-06-16,32.95,0.04,823.75
2006-06-19,32.95,0.04,823.75
2006-06-20,32.84,0.04,821.0000000000001
2006-06-21,32.9,0.04,822.5
2006-06-22,32.45,0.04,811.25
2006-06-23,32.8,0.04,819.9999999999999
2006-06-26,33.33,0.04,833.2499999999999
2006-06-27,32.8,0.04,819.9999999999999
2006-06-28,33.26,0.04,831.4999999999999
2006-06-29,34.31,0.04,857.75
2006-06-30,34.17,0.04,854.25
2006-07-03,34.54,0.04,863.5
2006-07-05,33.8,0.04,844.9999999999999
2006-07-06,33.35,0.04,833.75
2006-07-07,32.43,0.04,810.75
2006-07-10,32.42,0.04,810.5
2006-07-11,32.07,0.04,801.75
2006-07-12,31.83,0.04,795.7499999999999
2006-07-13,30.75,0.04,768.75
2006-07-14,29.75,0.04,743.75
2006-07-17,29.5,0.04,737.5
2006-07-18,29.45,0.04,736.25
2006-07-19,30.29,0.04,757.25
2006-07-20,29.2,0.04,730.0
2006-07-21,28.8,0.04,720.0
2006-07-24,29.3,0.04,732.5
2006-07-25,29.35,0.04,733.75
2006-07-26,29.13,0.04,728.25
2006-07-27,28.99,0.04,724.75
2006-07-28,28.64,0.04,716.0
2006-07-31,28.59,0.04,714.75
2006-08-01,28.19,0.04,704.75
2006-08-02,29.03,0.04,725.75
2006-08-03,30.33,0.04,758.2499999999999
2006-08-04,30.33,0.04,758.2499999999999
2006-08-07,30.25,0.04,756.25
2006-08-08,30.04,0.04,751.0
2006-08-09,29.36,0.04,734.0
2006-08-10,29.66,0.04,741.5
2006-08-11,29.54,0.04,738.5
2006-08-14,28.89,0.04,722.25
2006-08-15,29.63,0.04,740.75
2006-08-16,30.92,0.04,773.0
2006-08-17,30.74,0.04,768.5
2006-08-18,31.1,0.04,777.5
2006-08-21,30.39,0.04,759.75
2006-08-22,30.65,0.04,766.25
2006-08-23,29.76,0.04,744.0
2006-08-24,29.72,0.04,743.0
2006-08-25,29.77,0.04,744.25
2006-08-28,29.9,0.04,747.5
2006-08-29,30.11,0.04,752.75
2006-08-30,29.86,0.04,746.5
2006-08-31,30.37,0.04,759.25
2006-09-01,30.83,0.04,770.7499999999999
2006-09-05,31.17,0.04,779.25
2006-09-06,30.88,0.04,772.0
2006-09-07,30.54,0.04,763.5
2006-09-08,30.63,0.04,765.75
2006-09-11,29.75,0.04,743.75
2006-09-12,29.92,0.04,748.0
2006-09-13,30.75,0.04,768.75
2006-09-14,30.84,0.04,771.0
2006-09-15,30.78,0.04,769.5
2006-09-18,31.01,0.04,775.25
2006-09-19,30.96,0.04,774.0
2006-09-20,30.5,0.04,762.5
2006-09-21,29.66,0.04,741.5
2006-09-22,29.46,0.04,736.5
2006-09-25,29.82,0.04,745.5
2006-09-26,30.1,0.04,752.5
2006-09-27,30.74,0.04,768.5
2006-09-28,30.82,0.04,770.5
2006-09-29,30.34,0.04,758.5
2006-10-02,30.9,0.04,772.5
2006-10-03,31.12,0.04,778.0
2006-10-04,30.89,0.04,772.25
2006-10-05,31.58,0.04,789.4999999999999
2006-10-06,32.11,0.04,802.75
2006-10-09,32.13,0.04,803.25
2006-10-10,32.32,0.04,808.0
2006-10-11,32.11,0.04,802.75
2006-10-12,32.04,0.04,801.0
2006-10-13,32.16,0.04,803.9999999999999
2006-10-16,32.92,0.04,823.0
2006-10-17,32.67,0.04,816.75
2006-10-18,32.34,0.04,808.5000000000001
2006-10-19,31.4,0.04,785.0
2006-10-20,30.43,0.04,760.75
2006-10-23,30.62,0.04,765.5
2006-10-24,30.67,0.04,766.75
2006-10-25,30.73,0.04,768.25
2006-10-26,31.07,0.04,776.75
2006-10-27,29.91,0.04,747.75
2006-10-30,29.35,0.04,733.75
2006-10-31,29.32,0.04,733.0
2006-11-01,29.47,0.04,736.75
2006-11-02,29.41,0.04,735.25
2006-11-03,29.45,0.04,736.25
2006-11-06,29.36,0.04,734.0
2006-11-07,29.75,0.04,743.75
2006-11-08,29.93,0.04,748.25
2006-11-09,29.75,0.04,743.75
2006-11-10,29.92,0.04,748.0
2006-11-13,29.97,0.04,749.25
2006-11-14,30.26,0.04,756.5
2006-11-15,30.59,0.04,764.75
2006-11-16,30.77,0.04,769.25
2006-11-17,30.67,0.04,766.75
2006-11-20,30.61,0.04,765.25
2006-11-21,31.27,0.04,781.75
2006-11-22,31.53,0.04,788.25
2006-11-24,31.33,0.04,783.2499999999999
2006-11-27,30.4,0.04,760.0
2006-11-28,30.37,0.04,759.25
2006-11-29,30.81,0.04,770.25
2006-11-30,31.16,0.04,779.0
2006-12-01,30.59,0.04,764.75
2006-12-04,30.62,0.04,765.5
2006-12-05,31.05,0.04,776.25
2006-12-06,31.55,0.04,788.75
2006-12-07,31.55,0.04,788.75
2006-12-08,32.55,0.04,813.7499999999999
2006-12-11,32.03,0.04,800.75
2006-12-12,31.69,0.04,792.25
2006-12-13,31.15,0.04,778.75
2006-12-14,31.4,0.04,785.0
2006-12-15,31.29,0.04,782.25
2006-12-18,31.36,0.04,784.0
2006-12-19,31.45,0.04,786.25
2006-12-20,31.51,0.04,787.75
2006-12-21,31.01,0.04,775.25
2006-12-22,30.7,0.04,767.5
2006-12-26,30.51,0.04,762.75
2006-12-27,31.33,0.04,783.2499999999999
2006-12-28,31.36,0.04,784.0
2006-12-29,31.25,0.04,781.25
2007-01-03,31.0,0.04,775.0
2007-01-04,30.95,0.04,773.75
2007-01-05,31.46,0.04,786.5
2007-01-08,31.65,0.04,791.25
2007-01-09,32.12,0.04,802.9999999999999
2007-01-10,32.38,0.04,809.5
2007-01-11,32.35,0.04,808.75
2007-01-12,32.5,0.04,812.5
2007-01-16,32.44,0.04,810.9999999999999
2007-01-17,32.68,0.04,817.0
2007-01-18,32.8,0.04,819.9999999999999
2007-01-19,33.14,0.04,828.5
2007-01-22,32.67,0.04,816.75
2007-01-23,33.27,0.04,831.7500000000001
2007-01-24,33.14,0.04,828.5
2007-01-25,33.05,0.04,826.2499999999999
2007-01-26,33.34,0.04,833.5000000000001
2007-01-29,32.67,0.04,816.75
2007-01-30,33.35,0.04,833.75
2007-01-31,34.25,0.04,856.25
2007-02-01,34.46,0.04,861.5
2007-02-02,35.02,0.04,875.5000000000001
2007-02-05,34.65,0.04,866.25
2007-02-06,34.7,0.04,867.5
2007-02-07,34.85,0.04,871.25
2007-02-08,34.38,0.04,859.5
2007-02-09,33.76,0.04,843.9999999999999
2007-02-12,33.96,0.04,849.0
2007-02-13,34.18,0.04,854.5
2007-02-14,34.19,0.04,854.7499999999999
2007-02-15,35.24,0.04,881.0
2007-02-16,35.46,0.04,886.5
2007-02-20,35.46,0.04,886.5
2007-02-21,35.38,0.04,884.5
2007-02-22,35.61,0.04,890.25
2007-02-23,36.1,0.04,902.5
2007-02-26,36.03,0.04,900.75
2007-02-27,34.16,0.04,853.9999999999999
2007-02-28,34.58,0.04,864.4999999999999
2007-03-01,34.41,0.04,860.2499999999999
2007-03-02,34.03,0.04,850.75
2007-03-05,33.69,0.04,842.2499999999999
2007-03-06,34.34,0.04,858.5000000000001
2007-03-07,34.55,0.04,863.7499999999999
2007-03-08,34.46,0.04,861.5
2007-03-09,33.99,0.04,849.75
2007-03-12,34.22,0.04,855.5
2007-03-13,33.79,0.04,844.75
2007-03-14,34.15,0.04,853.75
2007-03-15,34.27,0.04,856.7500000000001
2007-03-16,34.31,0.04,857.75
