date,HLT,HLT_EPS,PE Ratio
2014-02-10,43.93,-1.55,-28.341935483870966
2014-02-11,44.51,-1.55,-28.716129032258063
2014-02-12,44.92,-1.55,-28.980645161290322
2014-02-13,45.04,-1.55,-29.05806451612903
2014-02-14,45.14,-1.55,-29.12258064516129
2014-02-18,44.65,-1.55,-28.806451612903224
2014-02-19,44.18,-1.55,-28.503225806451614
2014-02-20,44.1,-1.55,-28.451612903225808
2014-02-21,45.45,-1.55,-29.322580645161292
2014-02-24,45.68,-1.55,-29.470967741935482
2014-02-25,45.9,-1.55,-29.61290322580645
2014-02-26,46.25,-1.55,-29.838709677419352
2014-02-27,46.15,-1.55,-29.774193548387096
2014-02-28,45.88,-1.55,-29.6
2014-03-03,46.15,-1.55,-29.774193548387096
2014-03-04,46.29,-1.55,-29.864516129032257
2014-03-05,46.72,-1.55,-30.141935483870967
2014-03-06,46.13,-1.55,-29.761290322580646
2014-03-07,46.6,-1.55,-30.06451612903226
2014-03-10,45.92,-1.55,-29.625806451612902
2014-03-11,45.37,-1.55,-29.270967741935483
2014-03-12,45.86,-1.55,-29.587096774193547
2014-03-13,45.25,-1.55,-29.193548387096772
2014-03-14,45.21,-1.55,-29.16774193548387
2014-03-17,45.39,-1.55,-29.283870967741937
2014-03-18,46.31,-1.55,-29.87741935483871
2014-03-19,45.68,-1.55,-29.470967741935482
2014-03-20,45.49,-1.55,-29.348387096774193
2014-03-21,47.18,-1.55,-30.438709677419354
2014-03-24,46.7,-1.55,-30.129032258064516
2014-03-25,46.13,-1.55,-29.761290322580646
2014-03-26,45.84,-1.55,-29.574193548387097
2014-03-27,45.62,-1.55,-29.432258064516127
2014-03-28,45.66,-1.55,-29.458064516129028
2014-03-31,45.64,-1.55,-29.44516129032258
2014-04-01,46.27,-1.55,-29.851612903225806
2014-04-02,46.11,-1.55,-29.74838709677419
2014-04-03,45.19,-1.55,-29.154838709677417
2014-04-04,44.3,-1.55,-28.58064516129032
2014-04-07,43.85,-1.55,-28.29032258064516
2014-04-08,43.83,-1.55,-28.277419354838706
2014-04-09,44.14,-1.55,-28.47741935483871
2014-04-10,43.46,-1.55,-28.038709677419355
2014-04-11,43.61,-1.55,-28.13548387096774
2014-04-14,43.81,-1.55,-28.26451612903226
2014-04-15,43.87,-1.55,-28.30322580645161
2014-04-16,44.32,-1.55,-28.593548387096774
2014-04-17,44.67,-1.55,-28.81935483870968
2014-04-21,44.04,-1.55,-28.41290322580645
2014-04-22,44.14,-1.55,-28.47741935483871
2014-04-23,44.1,-1.55,-28.451612903225808
2014-04-24,44.12,-1.55,-28.464516129032255
2014-04-25,43.77,-1.55,-28.238709677419354
2014-04-28,43.85,-1.55,-28.29032258064516
2014-04-29,43.28,-1.55,-27.92258064516129
2014-04-30,44.8,-1.55,-28.90322580645161
2014-05-01,45.31,-1.55,-29.23225806451613
2014-05-02,45.25,-1.55,-29.193548387096772
2014-05-05,45.47,-1.55,-29.33548387096774
2014-05-06,45.47,-1.55,-29.33548387096774
2014-05-07,46.5,-1.55,-30.0
2014-05-08,46.46,-1.55,-29.974193548387095
2014-05-09,47.34,0.12,394.50000000000006
2014-05-12,47.15,0.12,392.9166666666667
2014-05-13,47.2,0.12,393.33333333333337
2014-05-14,46.27,0.12,385.58333333333337
2014-05-15,44.94,0.12,374.5
2014-05-16,44.88,0.12,374.00000000000006
2014-05-19,44.96,0.12,374.6666666666667
2014-05-20,43.93,0.12,366.08333333333337
2014-05-21,44.84,0.12,373.6666666666667
2014-05-22,45.12,0.12,376.0
2014-05-23,45.25,0.12,377.08333333333337
2014-05-27,45.64,0.12,380.33333333333337
2014-05-28,45.16,0.12,376.3333333333333
2014-05-29,45.51,0.12,379.25
2014-05-30,46.42,0.12,386.83333333333337
2014-06-02,46.74,0.12,389.50000000000006
2014-06-03,46.6,0.12,388.33333333333337
2014-06-04,46.72,0.12,389.3333333333333
2014-06-05,47.24,0.12,393.6666666666667
2014-06-06,47.77,0.12,398.08333333333337
2014-06-09,47.79,0.12,398.25
2014-06-10,48.08,0.12,400.6666666666667
2014-06-11,46.81,0.12,390.08333333333337
2014-06-12,46.13,0.12,384.4166666666667
2014-06-13,45.74,0.12,381.1666666666667
2014-06-16,45.57,0.12,379.75
2014-06-17,45.84,0.12,382.00000000000006
2014-06-18,45.86,0.12,382.1666666666667
2014-06-19,45.82,0.12,381.83333333333337
2014-06-20,45.68,0.12,380.6666666666667
2014-06-23,45.84,0.12,382.00000000000006
2014-06-24,46.17,0.12,384.75000000000006
2014-06-25,47.11,0.12,392.58333333333337
2014-06-26,46.91,0.12,390.91666666666663
2014-06-27,46.81,0.12,390.08333333333337
2014-06-30,47.81,0.12,398.4166666666667
2014-07-01,48.49,0.12,404.08333333333337
2014-07-02,48.96,0.12,408.0
2014-07-03,50.89,0.12,424.08333333333337
2014-07-07,50.27,0.12,418.9166666666667
2014-07-08,49.64,0.12,413.6666666666667
2014-07-09,50.73,0.12,422.75
2014-07-10,50.32,0.12,419.33333333333337
2014-07-11,49.9,0.12,415.8333333333333
2014-07-14,50.19,0.12,418.25
2014-07-15,50.42,0.12,420.1666666666667
2014-07-16,50.44,0.12,420.3333333333333
2014-07-17,49.39,0.12,411.58333333333337
2014-07-18,50.38,0.12,419.83333333333337
2014-07-21,50.95,0.12,424.58333333333337
2014-07-22,51.57,0.12,429.75
2014-07-23,52.35,0.12,436.25
2014-07-24,51.9,0.12,432.5
2014-07-25,51.87,0.12,432.25
2014-07-28,51.79,0.12,431.5833333333333
2014-07-29,51.26,0.12,427.1666666666667
2014-07-30,50.64,0.12,422.0
2014-07-31,49.68,0.12,414.0
2014-08-01,49.84,0.22,226.54545454545456
2014-08-04,49.62,0.22,225.54545454545453
2014-08-05,48.67,0.22,221.22727272727275
2014-08-06,48.12,0.22,218.72727272727272
2014-08-07,48.59,0.22,220.86363636363637
2014-08-08,48.65,0.22,221.13636363636363
2014-08-11,49.37,0.22,224.4090909090909
2014-08-12,49.47,0.22,224.86363636363635
2014-08-13,50.25,0.22,228.4090909090909
2014-08-14,50.75,0.22,230.6818181818182
2014-08-15,50.62,0.22,230.09090909090907
2014-08-18,51.28,0.22,233.0909090909091
2014-08-19,51.53,0.22,234.22727272727272
2014-08-20,52.2,0.22,237.27272727272728
2014-08-21,52.41,0.22,238.22727272727272
2014-08-22,52.61,0.22,239.13636363636363
2014-08-25,52.78,0.22,239.9090909090909
2014-08-26,52.63,0.22,239.22727272727275
2014-08-27,52.86,0.22,240.27272727272728
2014-08-28,52.65,0.22,239.3181818181818
2014-08-29,51.96,0.22,236.1818181818182
2014-09-02,52.24,0.22,237.45454545454547
2014-09-03,51.87,0.22,235.77272727272725
2014-09-04,52.0,0.22,236.36363636363637
2014-09-05,52.86,0.22,240.27272727272728
2014-09-08,52.7,0.22,239.54545454545456
2014-09-09,52.35,0.22,237.95454545454547
2014-09-10,51.87,0.22,235.77272727272725
2014-09-11,50.97,0.22,231.6818181818182
2014-09-12,50.07,0.22,227.5909090909091
2014-09-15,49.51,0.22,225.04545454545453
2014-09-16,50.58,0.22,229.9090909090909
2014-09-17,51.32,0.22,233.27272727272728
2014-09-18,50.75,0.22,230.6818181818182
2014-09-19,50.79,0.22,230.86363636363635
2014-09-22,50.91,0.22,231.4090909090909
2014-09-23,50.66,0.22,230.27272727272725
2014-09-24,50.68,0.22,230.36363636363637
2014-09-25,50.27,0.22,228.5
2014-09-26,50.93,0.22,231.5
2014-09-29,50.38,0.22,229.0
2014-09-30,50.54,0.22,229.72727272727272
2014-10-01,49.25,0.22,223.86363636363637
2014-10-02,49.21,0.22,223.6818181818182
2014-10-03,49.9,0.22,226.8181818181818
2014-10-06,49.68,0.22,225.8181818181818
2014-10-07,49.21,0.22,223.6818181818182
2014-10-08,49.08,0.22,223.0909090909091
2014-10-09,47.96,0.22,218.0
2014-10-10,46.72,0.22,212.36363636363635
2014-10-13,45.23,0.22,205.59090909090907
2014-10-14,45.21,0.22,205.5
2014-10-15,44.34,0.22,201.54545454545456
2014-10-16,44.86,0.22,203.9090909090909
2014-10-17,46.81,0.22,212.77272727272728
2014-10-20,48.47,0.22,220.3181818181818
2014-10-21,50.29,0.22,228.5909090909091
2014-10-22,49.27,0.22,223.95454545454547
2014-10-23,49.33,0.22,224.22727272727272
2014-10-24,49.74,0.22,226.0909090909091
2014-10-27,49.62,0.22,225.54545454545453
2014-10-28,49.99,0.22,227.22727272727275
2014-10-29,50.4,0.22,229.0909090909091
2014-10-30,51.32,0.22,233.27272727272728
2014-10-31,51.79,0.18,287.72222222222223
2014-11-03,51.81,0.18,287.83333333333337
2014-11-04,50.48,0.18,280.44444444444446
2014-11-05,51.38,0.18,285.44444444444446
2014-11-06,51.4,0.18,285.55555555555554
2014-11-07,51.24,0.18,284.6666666666667
2014-11-10,51.59,0.18,286.61111111111114
2014-11-11,51.73,0.18,287.38888888888886
2014-11-12,51.96,0.18,288.6666666666667
2014-11-13,52.06,0.18,289.22222222222223
2014-11-14,52.96,0.18,294.22222222222223
2014-11-17,52.16,0.18,289.77777777777777
2014-11-18,52.55,0.18,291.94444444444446
2014-11-19,52.37,0.18,290.94444444444446
2014-11-20,52.22,0.18,290.11111111111114
2014-11-21,52.37,0.18,290.94444444444446
2014-11-24,52.94,0.18,294.1111111111111
2014-11-25,53.66,0.18,298.1111111111111
2014-11-26,53.39,0.18,296.61111111111114
2014-11-28,53.8,0.18,298.88888888888886
2014-12-01,52.18,0.18,289.8888888888889
2014-12-02,52.35,0.18,290.83333333333337
2014-12-03,53.23,0.18,295.72222222222223
2014-12-04,53.35,0.18,296.3888888888889
2014-12-05,54.21,0.18,301.1666666666667
2014-12-08,54.05,0.18,300.27777777777777
2014-12-09,53.82,0.18,299.0
2014-12-10,53.33,0.18,296.27777777777777
2014-12-11,53.89,0.18,299.3888888888889
2014-12-12,53.09,0.18,294.94444444444446
2014-12-15,51.96,0.18,288.6666666666667
2014-12-16,50.77,0.18,282.0555555555556
2014-12-17,51.92,0.18,288.44444444444446
2014-12-18,53.09,0.18,294.94444444444446
2014-12-19,53.72,0.18,298.44444444444446
2014-12-22,53.35,0.18,296.3888888888889
2014-12-23,53.56,0.18,297.5555555555556
2014-12-24,53.78,0.18,298.77777777777777
2014-12-26,53.93,0.18,299.61111111111114
2014-12-29,53.58,0.18,297.6666666666667
2014-12-30,53.54,0.18,297.44444444444446
2014-12-31,53.54,0.18,297.44444444444446
2015-01-02,53.23,0.18,295.72222222222223
2015-01-05,51.51,0.18,286.1666666666667
2015-01-06,51.03,0.18,283.5
2015-01-07,51.85,0.18,288.0555555555556
2015-01-08,53.29,0.18,296.05555555555554
2015-01-09,52.76,0.18,293.1111111111111
2015-01-12,52.22,0.18,290.11111111111114
2015-01-13,52.63,0.18,292.3888888888889
2015-01-14,53.21,0.18,295.61111111111114
2015-01-15,52.53,0.18,291.83333333333337
2015-01-16,53.06,0.18,294.7777777777778
2015-01-20,52.9,0.18,293.8888888888889
2015-01-21,53.11,0.18,295.05555555555554
2015-01-22,54.87,0.18,304.8333333333333
2015-01-23,54.5,0.18,302.77777777777777
2015-01-26,55.22,0.18,306.77777777777777
2015-01-27,54.32,0.18,301.77777777777777
2015-01-28,54.28,0.18,301.5555555555556
2015-01-29,54.13,0.18,300.72222222222223
2015-01-30,53.29,0.18,296.05555555555554
2015-02-02,53.6,0.18,297.77777777777777
2015-02-03,54.52,0.18,302.8888888888889
2015-02-04,54.03,0.18,300.1666666666667
2015-02-05,55.14,0.18,306.33333333333337
2015-02-06,54.09,0.18,300.50000000000006
2015-02-09,54.36,0.18,302.0
2015-02-10,56.35,0.18,313.0555555555556
2015-02-11,57.78,0.18,321.0
2015-02-12,58.36,0.18,324.22222222222223
2015-02-13,58.63,0.18,325.72222222222223
2015-02-17,58.79,0.18,326.61111111111114
2015-02-18,58.56,0.16,366.0
2015-02-19,58.17,0.16,363.5625
2015-02-20,58.17,0.16,363.5625
2015-02-23,57.29,0.16,358.0625
2015-02-24,57.03,0.16,356.4375
2015-02-25,57.29,0.16,358.0625
2015-02-26,57.48,0.16,359.25
2015-02-27,58.01,0.16,362.5625
2015-03-02,59.24,0.16,370.25
2015-03-03,60.06,0.16,375.375
2015-03-04,59.43,0.16,371.4375
2015-03-05,59.57,0.16,372.3125
2015-03-06,57.95,0.16,362.1875
2015-03-09,58.03,0.16,362.6875
2015-03-10,57.27,0.16,357.9375
2015-03-11,57.54,0.16,359.625
2015-03-12,58.09,0.16,363.0625
2015-03-13,57.76,0.16,361.0
2015-03-16,59.47,0.16,371.6875
2015-03-17,59.28,0.16,370.5
2015-03-18,60.12,0.16,375.75
2015-03-19,60.45,0.16,377.8125
2015-03-20,60.14,0.16,375.875
2015-03-23,60.47,0.16,377.9375
2015-03-24,60.49,0.16,378.0625
2015-03-25,58.99,0.16,368.6875
2015-03-26,59.88,0.16,374.25
2015-03-27,61.05,0.16,381.5625
2015-03-30,60.8,0.16,380.0
2015-03-31,60.78,0.16,379.875
2015-04-01,60.08,0.16,375.5
2015-04-02,60.25,0.16,376.5625
2015-04-06,60.78,0.16,379.875
2015-04-07,59.9,0.16,374.375
2015-04-08,62.61,0.16,391.3125
2015-04-09,63.82,0.16,398.875
2015-04-10,63.51,0.16,396.9375
2015-04-13,62.54,0.16,390.875
2015-04-14,62.11,0.16,388.1875
2015-04-15,61.99,0.16,387.4375
2015-04-16,61.27,0.16,382.9375
2015-04-17,60.74,0.16,379.625
2015-04-20,61.27,0.16,382.9375
2015-04-21,61.79,0.16,386.1875
2015-04-22,61.6,0.16,385.0
2015-04-23,62.2,0.16,388.75
2015-04-24,62.13,0.16,388.3125
2015-04-27,60.82,0.16,380.125
2015-04-28,60.41,0.16,377.56249999999994
2015-04-29,61.07,0.15,407.1333333333333
2015-04-30,59.43,0.15,396.2
2015-05-01,61.21,0.15,408.06666666666666
2015-05-04,60.31,0.15,402.0666666666667
2015-05-05,59.59,0.15,397.2666666666667
2015-05-06,59.63,0.15,397.53333333333336
2015-05-07,60.49,0.15,403.2666666666667
2015-05-08,61.77,0.15,411.8
2015-05-11,60.92,0.15,406.1333333333334
2015-05-12,60.39,0.15,402.6
2015-05-13,59.73,0.15,398.2
2015-05-14,60.53,0.15,403.53333333333336
2015-05-15,60.53,0.15,403.53333333333336
2015-05-18,60.55,0.15,403.6666666666667
2015-05-19,60.72,0.15,404.8
2015-05-20,60.78,0.15,405.20000000000005
2015-05-21,60.08,0.15,400.53333333333336
2015-05-22,60.23,0.15,401.5333333333333
2015-05-26,59.86,0.15,399.06666666666666
2015-05-27,60.39,0.15,402.6
2015-05-28,60.35,0.15,402.33333333333337
2015-05-29,59.43,0.15,396.2
2015-06-01,59.86,0.15,399.06666666666666
2015-06-02,59.9,0.15,399.3333333333333
2015-06-03,60.1,0.15,400.6666666666667
2015-06-04,60.06,0.15,400.40000000000003
2015-06-05,60.31,0.15,402.0666666666667
2015-06-08,59.02,0.15,393.4666666666667
2015-06-09,59.88,0.15,399.20000000000005
2015-06-10,58.83,0.15,392.2
2015-06-11,59.1,0.15,394.0
2015-06-12,58.69,0.15,391.26666666666665
2015-06-15,58.32,0.15,388.8
2015-06-16,57.52,0.15,383.4666666666667
2015-06-17,57.31,0.15,382.0666666666667
2015-06-18,58.19,0.15,387.93333333333334
2015-06-19,57.64,0.15,384.2666666666667
2015-06-22,57.6,0.15,384.0
2015-06-23,57.66,0.15,384.4
2015-06-24,57.41,0.15,382.73333333333335
2015-06-25,57.44,0.15,382.93333333333334
2015-06-26,57.62,0.15,384.1333333333333
2015-06-29,56.08,0.15,373.8666666666667
2015-06-30,56.53,0.15,376.8666666666667
2015-07-01,57.0,0.15,380.0
2015-07-02,57.0,0.15,380.0
2015-07-06,57.05,0.15,380.3333333333333
2015-07-07,57.15,0.15,381.0
2015-07-08,55.83,0.15,372.2
2015-07-09,55.98,0.15,373.2
2015-07-10,57.23,0.15,381.5333333333333
2015-07-13,57.8,0.15,385.3333333333333
2015-07-14,58.24,0.15,388.2666666666667
2015-07-15,57.74,0.15,384.93333333333334
2015-07-16,57.97,0.15,386.4666666666667
2015-07-17,58.01,0.15,386.73333333333335
2015-07-20,58.11,0.15,387.40000000000003
2015-07-21,57.5,0.15,383.33333333333337
2015-07-22,57.44,0.15,382.93333333333334
2015-07-23,55.51,0.15,370.06666666666666
2015-07-24,55.06,0.15,367.0666666666667
2015-07-27,54.38,0.15,362.53333333333336
2015-07-28,54.36,0.15,362.40000000000003
2015-07-29,56.86,0.17,334.4705882352941
2015-07-30,54.46,0.17,320.35294117647055
2015-07-31,55.1,0.17,324.11764705882354
2015-08-03,54.44,0.17,320.235294117647
2015-08-04,53.68,0.17,315.7647058823529
2015-08-05,52.9,0.17,311.17647058823525
2015-08-06,52.72,0.17,310.1176470588235
2015-08-07,53.17,0.17,312.7647058823529
2015-08-10,53.78,0.17,316.35294117647055
2015-08-11,53.19,0.17,312.8823529411764
2015-08-12,53.02,0.17,311.88235294117646
2015-08-13,53.02,0.17,311.88235294117646
2015-08-14,52.57,0.17,309.235294117647
2015-08-17,53.39,0.17,314.05882352941177
2015-08-18,53.02,0.17,311.88235294117646
2015-08-19,52.76,0.17,310.35294117647055
2015-08-20,51.22,0.17,301.2941176470588
2015-08-21,50.27,0.17,295.70588235294116
2015-08-24,48.63,0.17,286.05882352941177
2015-08-25,48.3,0.17,284.1176470588235
2015-08-26,49.93,0.17,293.70588235294116
2015-08-27,51.05,0.17,300.2941176470588
2015-08-28,51.38,0.17,302.2352941176471
2015-08-31,50.95,0.17,299.70588235294116
2015-09-01,49.45,0.17,290.88235294117646
2015-09-02,50.05,0.17,294.4117647058823
2015-09-03,50.73,0.17,298.4117647058823
2015-09-04,50.48,0.17,296.9411764705882
2015-09-08,52.02,0.17,306.0
2015-09-09,52.12,0.17,306.5882352941176
2015-09-10,52.24,0.17,307.29411764705884
2015-09-11,52.51,0.17,308.88235294117646
2015-09-14,52.26,0.17,307.4117647058823
2015-09-15,51.32,0.17,301.88235294117646
2015-09-16,52.26,0.17,307.4117647058823
2015-09-17,52.16,0.17,306.82352941176464
2015-09-18,49.17,0.17,289.2352941176471
2015-09-21,49.31,0.17,290.05882352941177
2015-09-22,48.59,0.17,285.8235294117647
2015-09-23,47.93,0.17,281.94117647058823
2015-09-24,47.59,0.17,279.94117647058823
2015-09-25,47.38,0.17,278.70588235294116
2015-09-28,45.23,0.17,266.0588235294117
2015-09-29,44.94,0.17,264.35294117647055
2015-09-30,47.07,0.17,276.88235294117646
2015-10-01,48.18,0.17,283.4117647058823
2015-10-02,48.39,0.17,284.6470588235294
2015-10-05,49.17,0.17,289.2352941176471
2015-10-06,48.82,0.17,287.17647058823525
2015-10-07,49.68,0.17,292.235294117647
2015-10-08,51.07,0.17,300.4117647058823
2015-10-09,51.73,0.17,304.2941176470588
2015-10-12,51.75,0.17,304.4117647058823
2015-10-13,51.3,0.17,301.7647058823529
2015-10-14,50.11,0.17,294.7647058823529
2015-10-15,50.64,0.17,297.88235294117646
2015-10-16,49.7,0.17,292.3529411764706
2015-10-19,49.6,0.17,291.7647058823529
2015-10-20,51.14,0.17,300.8235294117647
2015-10-21,50.38,0.17,296.3529411764706
2015-10-22,51.75,0.17,304.4117647058823
2015-10-23,50.4,0.17,296.4705882352941
2015-10-26,51.3,0.17,301.7647058823529
2015-10-27,51.94,0.17,305.52941176470586
2015-10-28,51.48,0.28,183.85714285714283
2015-10-29,51.61,0.28,184.32142857142856
2015-10-30,51.28,0.28,183.14285714285714
2015-11-02,51.9,0.28,185.35714285714283
2015-11-03,52.47,0.28,187.3928571428571
2015-11-04,52.14,0.28,186.2142857142857
2015-11-05,52.67,0.28,188.10714285714283
2015-11-06,52.61,0.28,187.8928571428571
2015-11-09,52.2,0.28,186.42857142857142
2015-11-10,52.74,0.28,188.35714285714283
2015-11-11,52.53,0.28,187.60714285714283
2015-11-12,51.55,0.28,184.10714285714283
2015-11-13,50.11,0.28,178.9642857142857
2015-11-16,48.92,0.28,174.7142857142857
2015-11-17,47.5,0.28,169.64285714285714
2015-11-18,48.04,0.28,171.57142857142856
2015-11-19,48.22,0.28,172.2142857142857
2015-11-20,48.26,0.28,172.35714285714283
2015-11-23,48.51,0.28,173.24999999999997
2015-11-24,48.12,0.28,171.85714285714283
2015-11-25,47.89,0.28,171.03571428571428
2015-11-27,47.81,0.28,170.75
2015-11-30,47.65,0.28,170.17857142857142
2015-12-01,48.41,0.28,172.8928571428571
2015-12-02,47.79,0.28,170.67857142857142
2015-12-03,46.87,0.28,167.3928571428571
2015-12-04,47.3,0.28,168.92857142857142
2015-12-07,46.52,0.28,166.14285714285714
2015-12-08,46.21,0.28,165.03571428571428
2015-12-09,44.61,0.28,159.32142857142856
2015-12-10,45.33,0.28,161.8928571428571
2015-12-11,44.73,0.28,159.74999999999997
2015-12-14,43.67,0.28,155.9642857142857
2015-12-15,43.79,0.28,156.39285714285714
2015-12-16,46.07,0.28,164.53571428571428
2015-12-17,45.39,0.28,162.10714285714283
2015-12-18,44.04,0.28,157.28571428571428
2015-12-21,43.85,0.28,156.60714285714286
2015-12-22,44.65,0.28,159.4642857142857
2015-12-23,45.23,0.28,161.53571428571425
2015-12-24,44.88,0.28,160.28571428571428
2015-12-28,44.69,0.28,159.60714285714283
2015-12-29,44.71,0.28,159.67857142857142
2015-12-30,44.32,0.28,158.28571428571428
2015-12-31,43.91,0.28,156.82142857142856
2016-01-04,43.28,0.28,154.57142857142856
2016-01-05,43.3,0.28,154.6428571428571
2016-01-06,41.04,0.28,146.57142857142856
2016-01-07,39.5,0.28,141.07142857142856
2016-01-08,39.3,0.28,140.35714285714283
2016-01-11,39.48,0.28,140.99999999999997
2016-01-12,40.14,0.28,143.35714285714283
2016-01-13,38.04,0.28,135.85714285714283
2016-01-14,37.76,0.28,134.85714285714283
2016-01-15,36.42,0.28,130.07142857142856
2016-01-19,35.52,0.28,126.85714285714286
2016-01-20,36.4,0.28,129.99999999999997
2016-01-21,37.67,0.28,134.53571428571428
2016-01-22,37.49,0.28,133.89285714285714
2016-01-25,35.75,0.28,127.67857142857142
2016-01-26,37.94,0.28,135.49999999999997
2016-01-27,36.77,0.28,131.32142857142858
2016-01-28,35.25,0.28,125.89285714285712
2016-01-29,36.55,0.28,130.53571428571425
2016-02-01,36.85,0.28,131.60714285714286
2016-02-02,35.46,0.28,126.64285714285714
2016-02-03,35.73,0.28,127.60714285714283
2016-02-04,37.12,0.28,132.57142857142856
2016-02-05,36.12,0.28,128.99999999999997
2016-02-08,35.87,0.28,128.10714285714283
2016-02-09,36.2,0.28,129.28571428571428
2016-02-10,37.1,0.28,132.5
2016-02-11,36.63,0.28,130.82142857142856
2016-02-12,38.04,0.28,135.85714285714283
2016-02-16,38.97,0.28,139.17857142857142
2016-02-17,40.42,0.28,144.35714285714286
2016-02-18,40.24,0.28,143.7142857142857
2016-02-19,40.79,0.28,145.67857142857142
2016-02-22,40.83,0.28,145.82142857142856
2016-02-23,40.79,0.28,145.67857142857142
2016-02-24,40.81,0.28,145.75
2016-02-25,41.45,0.28,148.03571428571428
2016-02-26,42.48,0.82,51.80487804878049
2016-02-29,42.64,0.82,52.00000000000001
2016-03-01,42.99,0.82,52.426829268292686
2016-03-02,43.89,0.82,53.524390243902445
2016-03-03,44.3,0.82,54.02439024390244
2016-03-04,44.92,0.82,54.78048780487806
2016-03-07,44.24,0.82,53.95121951219513
2016-03-08,42.97,0.82,52.40243902439025
2016-03-09,42.62,0.82,51.97560975609756
2016-03-10,42.09,0.82,51.32926829268293
2016-03-11,43.63,0.82,53.207317073170735
2016-03-14,43.73,0.82,53.329268292682926
2016-03-15,43.34,0.82,52.85365853658537
2016-03-16,43.56,0.82,53.1219512195122
2016-03-17,43.58,0.82,53.146341463414636
2016-03-18,45.16,0.82,55.073170731707314
2016-03-21,45.99,0.82,56.085365853658544
2016-03-22,45.72,0.82,55.75609756097561
2016-03-23,45.02,0.82,54.902439024390254
2016-03-24,45.29,0.82,55.23170731707317
2016-03-28,45.72,0.82,55.75609756097561
2016-03-29,46.09,0.82,56.20731707317074
2016-03-30,46.64,0.82,56.87804878048781
2016-03-31,46.21,0.82,56.35365853658537
2016-04-01,45.16,0.82,55.073170731707314
2016-04-04,45.53,0.82,55.524390243902445
2016-04-05,44.82,0.82,54.65853658536586
2016-04-06,45.66,0.82,55.68292682926829
2016-04-07,45.35,0.82,55.304878048780495
2016-04-08,45.76,0.82,55.80487804878049
2016-04-11,45.76,0.82,55.80487804878049
2016-04-12,46.09,0.82,56.20731707317074
2016-04-13,46.79,0.82,57.0609756097561
2016-04-14,46.6,0.82,56.82926829268293
2016-04-15,46.15,0.82,56.28048780487805
2016-04-18,45.62,0.82,55.63414634146341
2016-04-19,45.78,0.82,55.82926829268293
2016-04-20,44.98,0.82,54.853658536585364
2016-04-21,45.39,0.82,55.35365853658537
2016-04-22,44.43,0.82,54.1829268292683
2016-04-25,44.61,0.82,54.40243902439025
2016-04-26,44.41,0.82,54.15853658536585
2016-04-27,45.72,0.31,147.48387096774192
2016-04-28,45.64,0.31,147.2258064516129
2016-04-29,45.25,0.31,145.96774193548387
2016-05-02,45.66,0.31,147.29032258064515
2016-05-03,45.55,0.31,146.93548387096774
2016-05-04,45.23,0.31,145.90322580645162
2016-05-05,45.23,0.31,145.90322580645162
2016-05-06,45.21,0.31,145.83870967741936
2016-05-09,45.43,0.31,146.5483870967742
2016-05-10,46.87,0.31,151.19354838709677
2016-05-11,45.72,0.31,147.48387096774192
2016-05-12,45.0,0.31,145.16129032258064
2016-05-13,44.12,0.31,142.32258064516128
2016-05-16,44.65,0.31,144.03225806451613
2016-05-17,44.63,0.31,143.96774193548387
2016-05-18,43.26,0.31,139.54838709677418
2016-05-19,42.31,0.31,136.48387096774195
