date,DISCA,DISCA_EPS,PE Ratio
2009-07-06,11.21,0.28,40.035714285714285
2009-07-07,11.15,0.28,39.82142857142857
2009-07-08,11.17,0.28,39.89285714285714
2009-07-09,11.47,0.28,40.964285714285715
2009-07-10,11.47,0.28,40.964285714285715
2009-07-13,11.44,0.28,40.857142857142854
2009-07-14,11.71,0.28,41.82142857142857
2009-07-15,12.04,0.28,42.99999999999999
2009-07-16,12.06,0.28,43.07142857142857
2009-07-17,11.93,0.28,42.607142857142854
2009-07-20,12.25,0.28,43.74999999999999
2009-07-21,12.22,0.28,43.64285714285714
2009-07-22,12.2,0.28,43.57142857142856
2009-07-23,12.27,0.28,43.82142857142856
2009-07-24,12.26,0.28,43.78571428571428
2009-07-27,12.29,0.28,43.89285714285714
2009-07-28,12.47,0.28,44.535714285714285
2009-07-29,12.31,0.28,43.964285714285715
2009-07-30,12.46,0.28,44.5
2009-07-31,12.52,0.28,44.71428571428571
2009-08-03,12.97,0.28,46.32142857142857
2009-08-04,12.76,0.72,17.72222222222222
2009-08-05,12.74,0.72,17.694444444444446
2009-08-06,12.71,0.72,17.65277777777778
2009-08-07,13.14,0.72,18.25
2009-08-10,13.01,0.72,18.069444444444446
2009-08-11,12.78,0.72,17.75
2009-08-12,12.84,0.72,17.833333333333332
2009-08-13,12.66,0.72,17.583333333333336
2009-08-14,12.66,0.72,17.583333333333336
2009-08-17,12.41,0.72,17.23611111111111
2009-08-18,12.59,0.72,17.48611111111111
2009-08-19,12.74,0.72,17.694444444444446
2009-08-20,12.85,0.72,17.84722222222222
2009-08-21,13.09,0.72,18.180555555555557
2009-08-24,13.21,0.72,18.347222222222225
2009-08-25,13.64,0.72,18.944444444444446
2009-08-26,13.71,0.72,19.041666666666668
2009-08-27,13.48,0.72,18.722222222222225
2009-08-28,13.22,0.72,18.361111111111114
2009-08-31,13.24,0.72,18.38888888888889
2009-09-01,13.05,0.72,18.125
2009-09-02,13.06,0.72,18.13888888888889
2009-09-03,13.13,0.72,18.236111111111114
2009-09-04,13.34,0.72,18.52777777777778
2009-09-08,13.62,0.72,18.916666666666668
2009-09-09,13.88,0.72,19.27777777777778
2009-09-10,14.52,0.72,20.166666666666668
2009-09-11,14.48,0.72,20.11111111111111
2009-09-14,14.49,0.72,20.125
2009-09-15,14.75,0.72,20.48611111111111
2009-09-16,15.04,0.72,20.88888888888889
2009-09-17,14.95,0.72,20.76388888888889
2009-09-18,15.13,0.72,21.01388888888889
2009-09-21,15.02,0.72,20.86111111111111
2009-09-22,15.1,0.72,20.97222222222222
2009-09-23,14.75,0.72,20.48611111111111
2009-09-24,14.53,0.72,20.180555555555557
2009-09-25,14.15,0.72,19.65277777777778
2009-09-28,14.48,0.72,20.11111111111111
2009-09-29,14.5,0.72,20.13888888888889
2009-09-30,14.76,0.72,20.5
2009-10-01,14.77,0.72,20.51388888888889
2009-10-02,14.83,0.72,20.59722222222222
2009-10-05,15.04,0.72,20.88888888888889
2009-10-06,15.38,0.72,21.361111111111114
2009-10-07,15.44,0.72,21.444444444444443
2009-10-08,15.8,0.72,21.944444444444446
2009-10-09,15.61,0.72,21.680555555555557
2009-10-12,15.46,0.72,21.472222222222225
2009-10-13,15.36,0.72,21.333333333333332
2009-10-14,15.52,0.72,21.555555555555557
2009-10-15,15.33,0.72,21.291666666666668
2009-10-16,15.39,0.72,21.375
2009-10-19,15.77,0.72,21.90277777777778
2009-10-20,15.74,0.72,21.86111111111111
2009-10-21,15.2,0.72,21.11111111111111
2009-10-22,15.21,0.72,21.125000000000004
2009-10-23,15.2,0.72,21.11111111111111
2009-10-26,15.19,0.72,21.09722222222222
2009-10-27,14.84,0.72,20.61111111111111
2009-10-28,14.3,0.72,19.861111111111114
2009-10-29,14.67,0.72,20.375
2009-10-30,14.05,0.72,19.51388888888889
2009-11-02,13.94,0.72,19.36111111111111
2009-11-03,14.31,0.94,15.223404255319151
2009-11-04,14.55,0.94,15.478723404255321
2009-11-05,15.15,0.94,16.117021276595747
2009-11-06,15.37,0.94,16.351063829787233
2009-11-09,15.73,0.94,16.73404255319149
2009-11-10,15.54,0.94,16.53191489361702
2009-11-11,15.5,0.94,16.48936170212766
2009-11-12,15.39,0.94,16.372340425531917
2009-11-13,15.62,0.94,16.617021276595743
2009-11-16,16.13,0.94,17.159574468085108
2009-11-17,16.29,0.94,17.329787234042552
2009-11-18,16.08,0.94,17.106382978723403
2009-11-19,15.9,0.94,16.914893617021278
2009-11-20,15.92,0.94,16.93617021276596
2009-11-23,16.17,0.94,17.202127659574472
2009-11-24,16.33,0.94,17.372340425531913
2009-11-25,16.27,0.94,17.30851063829787
2009-11-27,16.13,0.94,17.159574468085108
2009-11-30,16.33,0.94,17.372340425531913
2009-12-01,16.55,0.94,17.606382978723406
2009-12-02,16.55,0.94,17.606382978723406
2009-12-03,16.14,0.94,17.170212765957448
2009-12-04,16.03,0.94,17.053191489361705
2009-12-07,16.08,0.94,17.106382978723403
2009-12-08,15.86,0.94,16.872340425531917
2009-12-09,15.69,0.94,16.69148936170213
2009-12-10,16.2,0.94,17.23404255319149
2009-12-11,16.32,0.94,17.361702127659576
2009-12-14,16.23,0.94,17.26595744680851
2009-12-15,16.19,0.94,17.223404255319153
2009-12-16,16.06,0.94,17.085106382978722
2009-12-17,16.11,0.94,17.138297872340427
2009-12-18,16.09,0.94,17.117021276595747
2009-12-21,16.2,0.94,17.23404255319149
2009-12-22,16.08,0.94,17.106382978723403
2009-12-23,15.78,0.94,16.78723404255319
2009-12-24,15.9,0.94,16.914893617021278
2009-12-28,15.87,0.94,16.882978723404257
2009-12-29,15.92,0.94,16.93617021276596
2009-12-30,15.72,0.94,16.72340425531915
2009-12-31,15.67,0.94,16.670212765957448
2010-01-04,15.84,0.94,16.851063829787236
2010-01-05,16.46,0.94,17.510638297872344
2010-01-06,16.71,0.94,17.776595744680854
2010-01-07,16.7,0.94,17.76595744680851
2010-01-08,16.75,0.94,17.819148936170215
2010-01-11,16.69,0.94,17.755319148936174
2010-01-12,16.25,0.94,17.28723404255319
2010-01-13,16.35,0.94,17.393617021276597
2010-01-14,16.21,0.94,17.244680851063833
2010-01-15,16.57,0.94,17.627659574468087
2010-01-19,16.56,0.94,17.617021276595743
2010-01-20,16.43,0.94,17.47872340425532
2010-01-21,16.25,0.94,17.28723404255319
2010-01-22,15.78,0.94,16.78723404255319
2010-01-25,15.75,0.94,16.75531914893617
2010-01-26,15.74,0.94,16.74468085106383
2010-01-27,15.44,0.94,16.425531914893618
2010-01-28,15.47,0.94,16.45744680851064
2010-01-29,15.16,0.94,16.127659574468087
2010-02-01,15.22,0.94,16.19148936170213
2010-02-02,15.08,0.94,16.04255319148936
2010-02-03,15.0,0.94,15.957446808510639
2010-02-04,14.62,0.94,15.553191489361701
2010-02-05,14.54,0.94,15.46808510638298
2010-02-08,14.57,0.94,15.500000000000002
2010-02-09,14.96,0.94,15.914893617021278
2010-02-10,14.25,0.94,15.159574468085108
2010-02-11,14.31,0.94,15.223404255319151
2010-02-12,14.66,0.94,15.595744680851064
2010-02-16,14.79,0.94,15.73404255319149
2010-02-17,16.03,0.94,17.053191489361705
2010-02-18,16.15,0.94,17.180851063829788
2010-02-19,16.36,0.94,17.404255319148938
2010-02-22,16.4,0.0,inf
2010-02-23,16.39,0.0,inf
2010-02-24,16.35,0.0,inf
2010-02-25,16.04,0.0,inf
2010-02-26,15.92,0.0,inf
2010-03-01,15.78,0.0,inf
2010-03-02,15.71,0.0,inf
2010-03-03,15.64,0.0,inf
2010-03-04,15.88,0.0,inf
2010-03-05,16.12,0.0,inf
2010-03-08,16.19,0.0,inf
2010-03-09,16.31,0.0,inf
2010-03-10,16.3,0.0,inf
2010-03-11,16.5,0.0,inf
2010-03-12,16.58,0.0,inf
2010-03-15,16.55,0.0,inf
2010-03-16,16.58,0.0,inf
2010-03-17,16.64,0.0,inf
2010-03-18,16.63,0.0,inf
2010-03-19,16.61,0.0,inf
2010-03-22,16.95,0.0,inf
2010-03-23,17.04,0.0,inf
2010-03-24,17.1,0.0,inf
2010-03-25,17.07,0.0,inf
2010-03-26,17.16,0.0,inf
2010-03-29,17.17,0.0,inf
2010-03-30,17.5,0.0,inf
2010-03-31,17.27,0.0,inf
2010-04-01,17.28,0.0,inf
2010-04-05,17.43,0.0,inf
2010-04-06,17.69,0.0,inf
2010-04-07,17.43,0.0,inf
2010-04-08,17.4,0.0,inf
2010-04-09,17.8,0.0,inf
2010-04-12,17.73,0.0,inf
2010-04-13,17.86,0.0,inf
2010-04-14,18.05,0.0,inf
2010-04-15,17.98,0.0,inf
2010-04-16,17.98,0.0,inf
2010-04-19,18.06,0.0,inf
2010-04-20,18.41,0.0,inf
2010-04-21,18.63,0.0,inf
2010-04-22,18.72,0.0,inf
2010-04-23,19.06,0.0,inf
2010-04-26,18.91,0.0,inf
2010-04-27,18.44,0.0,inf
2010-04-28,18.52,0.0,inf
2010-04-29,19.16,0.0,inf
2010-04-30,19.79,0.4,49.474999999999994
2010-05-03,20.11,0.4,50.275
2010-05-04,19.86,0.4,49.65
2010-05-05,19.21,0.4,48.025
2010-05-06,18.56,0.4,46.39999999999999
2010-05-07,18.01,0.4,45.025
2010-05-10,19.29,0.4,48.224999999999994
2010-05-11,19.49,0.4,48.724999999999994
2010-05-12,19.79,0.4,49.474999999999994
2010-05-13,19.46,0.4,48.65
2010-05-14,19.16,0.4,47.9
2010-05-17,19.01,0.4,47.525
2010-05-18,18.95,0.4,47.37499999999999
2010-05-19,18.93,0.4,47.324999999999996
2010-05-20,18.29,0.4,45.724999999999994
2010-05-21,18.61,0.4,46.525
2010-05-24,18.59,0.4,46.474999999999994
2010-05-25,18.63,0.4,46.574999999999996
2010-05-26,19.02,0.4,47.55
2010-05-27,19.78,0.4,49.45
2010-05-28,19.24,0.4,48.099999999999994
2010-06-01,18.95,0.4,47.37499999999999
2010-06-02,19.96,0.4,49.9
2010-06-03,19.87,0.4,49.675
2010-06-04,18.88,0.4,47.199999999999996
2010-06-07,18.43,0.4,46.074999999999996
2010-06-08,18.33,0.4,45.824999999999996
2010-06-09,18.31,0.4,45.77499999999999
2010-06-10,19.41,0.4,48.525
2010-06-11,19.68,0.4,49.199999999999996
2010-06-14,19.6,0.4,49.0
2010-06-15,20.2,0.4,50.49999999999999
2010-06-16,20.02,0.4,50.05
2010-06-17,20.09,0.4,50.224999999999994
2010-06-18,20.06,0.4,50.14999999999999
2010-06-21,20.12,0.4,50.3
2010-06-22,19.78,0.4,49.45
2010-06-23,19.51,0.4,48.775
2010-06-24,19.06,0.4,47.64999999999999
2010-06-25,19.23,0.4,48.074999999999996
2010-06-28,19.13,0.4,47.824999999999996
2010-06-29,18.12,0.4,45.3
2010-06-30,18.25,0.4,45.625
2010-07-01,18.44,0.4,46.1
2010-07-02,18.08,0.4,45.199999999999996
2010-07-06,18.21,0.4,45.525
2010-07-07,18.53,0.4,46.325
2010-07-08,18.56,0.4,46.39999999999999
2010-07-09,18.54,0.4,46.349999999999994
2010-07-12,18.36,0.4,45.9
2010-07-13,18.7,0.4,46.74999999999999
2010-07-14,18.72,0.4,46.8
2010-07-15,18.54,0.4,46.349999999999994
2010-07-16,17.88,0.4,44.699999999999996
2010-07-19,18.1,0.4,45.25
2010-07-20,18.3,0.4,45.75
2010-07-21,17.87,0.4,44.675
2010-07-22,18.45,0.4,46.12499999999999
2010-07-23,18.89,0.4,47.225
2010-07-26,19.57,0.4,48.925
2010-07-27,19.41,0.4,48.525
2010-07-28,19.34,0.4,48.349999999999994
2010-07-29,19.45,0.4,48.62499999999999
2010-07-30,19.73,0.4,49.324999999999996
2010-08-02,20.11,0.4,50.275
2010-08-03,19.62,0.25,78.48
2010-08-04,19.6,0.25,78.4
2010-08-05,19.59,0.25,78.36
2010-08-06,19.51,0.25,78.04
2010-08-09,19.53,0.25,78.12
2010-08-10,19.71,0.25,78.84
2010-08-11,19.38,0.25,77.52
2010-08-12,19.09,0.25,76.36
2010-08-13,19.01,0.25,76.04
2010-08-16,18.89,0.25,75.56
2010-08-17,19.29,0.25,77.16
2010-08-18,19.44,0.25,77.76
2010-08-19,19.1,0.25,76.4
2010-08-20,19.33,0.25,77.32
2010-08-23,19.31,0.25,77.24
2010-08-24,18.81,0.25,75.24
2010-08-25,18.8,0.25,75.2
2010-08-26,19.0,0.25,76.0
2010-08-27,19.41,0.25,77.64
2010-08-30,19.28,0.25,77.12
2010-08-31,19.29,0.25,77.16
2010-09-01,19.9,0.25,79.6
2010-09-02,20.15,0.25,80.6
2010-09-03,20.53,0.25,82.12
2010-09-07,20.02,0.25,80.08
2010-09-08,20.0,0.25,80.0
2010-09-09,20.0,0.25,80.0
2010-09-10,20.18,0.25,80.72
2010-09-13,20.37,0.25,81.48
2010-09-14,20.67,0.25,82.68
2010-09-15,21.23,0.25,84.92
2010-09-16,21.24,0.25,84.96
2010-09-17,21.46,0.25,85.84
2010-09-20,22.16,0.25,88.64
2010-09-21,22.1,0.25,88.4
2010-09-22,21.72,0.25,86.88
2010-09-23,21.72,0.25,86.88
2010-09-24,22.25,0.25,89.0
2010-09-27,22.35,0.25,89.4
2010-09-28,22.32,0.25,89.28
2010-09-29,22.23,0.25,88.92
2010-09-30,22.25,0.25,89.0
2010-10-01,22.11,0.25,88.44
2010-10-04,21.77,0.25,87.08
2010-10-05,22.43,0.25,89.72
2010-10-06,22.14,0.25,88.56
2010-10-07,22.4,0.25,89.6
2010-10-08,22.19,0.25,88.76
2010-10-11,22.08,0.25,88.32
2010-10-12,22.22,0.25,88.88
2010-10-13,22.46,0.25,89.84
2010-10-14,22.07,0.25,88.28
2010-10-15,22.07,0.25,88.28
2010-10-18,22.12,0.25,88.48
2010-10-19,21.8,0.25,87.2
2010-10-20,22.16,0.25,88.64
2010-10-21,22.18,0.25,88.72
2010-10-22,22.35,0.25,89.4
2010-10-25,22.63,0.25,90.52
2010-10-26,22.78,0.25,91.12
2010-10-27,22.97,0.25,91.88
2010-10-28,22.98,0.25,91.92
2010-10-29,22.83,0.25,91.32
2010-11-01,22.69,0.25,90.76
2010-11-02,22.73,0.43,52.86046511627907
2010-11-03,21.77,0.43,50.627906976744185
2010-11-04,21.44,0.43,49.86046511627907
2010-11-05,21.01,0.43,48.86046511627907
2010-11-08,20.94,0.43,48.697674418604656
2010-11-09,20.71,0.43,48.162790697674424
2010-11-10,21.03,0.43,48.90697674418605
2010-11-11,20.75,0.43,48.25581395348837
2010-11-12,20.64,0.43,48.0
2010-11-15,20.56,0.43,47.81395348837209
2010-11-16,20.58,0.43,47.860465116279066
2010-11-17,21.29,0.43,49.51162790697674
2010-11-18,21.66,0.43,50.372093023255815
2010-11-19,21.64,0.43,50.32558139534884
2010-11-22,21.51,0.43,50.02325581395349
2010-11-23,21.05,0.43,48.95348837209303
2010-11-24,21.51,0.43,50.02325581395349
2010-11-26,21.53,0.43,50.06976744186047
2010-11-29,21.18,0.43,49.25581395348837
2010-11-30,20.84,0.43,48.46511627906977
2010-12-01,21.12,0.43,49.116279069767444
2010-12-02,21.52,0.43,50.04651162790697
2010-12-03,21.93,0.43,51.0
2010-12-06,21.92,0.43,50.97674418604652
2010-12-07,22.03,0.43,51.23255813953489
2010-12-08,21.81,0.43,50.72093023255814
2010-12-09,21.68,0.43,50.41860465116279
2010-12-10,21.71,0.43,50.48837209302326
2010-12-13,21.47,0.43,49.93023255813954
2010-12-14,21.5,0.43,50.0
2010-12-15,21.36,0.43,49.674418604651166
2010-12-16,21.55,0.43,50.116279069767444
2010-12-17,21.7,0.43,50.46511627906977
2010-12-20,21.68,0.43,50.41860465116279
2010-12-21,21.82,0.43,50.74418604651163
2010-12-22,21.86,0.43,50.83720930232558
2010-12-23,21.54,0.43,50.093023255813954
2010-12-27,21.39,0.43,49.74418604651163
2010-12-28,21.36,0.43,49.674418604651166
2010-12-29,21.56,0.43,50.13953488372093
2010-12-30,21.36,0.43,49.674418604651166
2010-12-31,21.31,0.43,49.55813953488372
2011-01-03,21.47,0.43,49.93023255813954
2011-01-04,21.17,0.43,49.23255813953489
2011-01-05,20.72,0.43,48.18604651162791
2011-01-06,20.6,0.43,47.90697674418605
2011-01-07,20.6,0.43,47.90697674418605
2011-01-10,20.35,0.43,47.32558139534884
2011-01-11,20.41,0.43,47.46511627906977
2011-01-12,20.27,0.43,47.13953488372093
2011-01-13,19.84,0.43,46.139534883720934
2011-01-14,19.7,0.43,45.81395348837209
2011-01-18,20.17,0.43,46.90697674418605
2011-01-19,20.18,0.43,46.93023255813954
2011-01-20,20.33,0.43,47.279069767441854
2011-01-21,20.46,0.43,47.58139534883721
2011-01-24,20.48,0.43,47.627906976744185
2011-01-25,20.17,0.43,46.90697674418605
2011-01-26,20.12,0.43,46.79069767441861
2011-01-27,20.09,0.43,46.72093023255814
2011-01-28,19.75,0.43,45.93023255813954
2011-01-31,19.93,0.43,46.348837209302324
2011-02-01,19.93,0.43,46.348837209302324
2011-02-02,20.29,0.43,47.18604651162791
2011-02-03,21.02,0.43,48.883720930232556
2011-02-04,21.3,0.43,49.53488372093023
2011-02-07,21.6,0.43,50.23255813953489
2011-02-08,21.74,0.43,50.558139534883715
2011-02-09,21.91,0.43,50.95348837209303
2011-02-10,22.1,0.43,51.395348837209305
2011-02-11,22.36,0.43,52.0
2011-02-14,22.19,0.43,51.6046511627907
2011-02-15,22.35,0.43,51.97674418604652
2011-02-16,22.57,0.43,52.48837209302326
2011-02-17,22.13,0.43,51.46511627906977
2011-02-18,22.44,0.45,49.86666666666667
2011-02-22,21.92,0.45,48.711111111111116
2011-02-23,21.6,0.45,48.0
2011-02-24,21.78,0.45,48.4
2011-02-25,21.93,0.45,48.733333333333334
2011-02-28,22.03,0.45,48.955555555555556
2011-03-01,21.42,0.45,47.6
2011-03-02,21.58,0.45,47.95555555555555
2011-03-03,21.84,0.45,48.53333333333333
2011-03-04,21.43,0.45,47.62222222222222
2011-03-07,21.19,0.45,47.08888888888889
2011-03-08,21.2,0.45,47.11111111111111
2011-03-09,21.08,0.45,46.84444444444444
2011-03-10,20.7,0.45,46.0
2011-03-11,20.91,0.45,46.46666666666667
2011-03-14,20.53,0.45,45.62222222222223
2011-03-15,20.3,0.45,45.111111111111114
2011-03-16,19.81,0.45,44.02222222222222
2011-03-17,19.84,0.45,44.08888888888889
2011-03-18,20.05,0.45,44.55555555555556
2011-03-21,20.42,0.45,45.37777777777778
2011-03-22,20.22,0.45,44.93333333333333
2011-03-23,20.22,0.45,44.93333333333333
2011-03-24,20.21,0.45,44.91111111111111
2011-03-25,20.1,0.45,44.66666666666667
2011-03-28,19.93,0.45,44.288888888888884
2011-03-29,19.72,0.45,43.822222222222216
2011-03-30,20.44,0.45,45.422222222222224
2011-03-31,20.39,0.45,45.31111111111111
2011-04-01,20.65,0.45,45.888888888888886
2011-04-04,20.68,0.45,45.955555555555556
2011-04-05,20.65,0.45,45.888888888888886
2011-04-06,20.61,0.45,45.8
2011-04-07,20.57,0.45,45.71111111111111
2011-04-08,20.48,0.45,45.51111111111111
2011-04-11,20.55,0.45,45.666666666666664
2011-04-12,20.44,0.45,45.422222222222224
2011-04-13,20.58,0.45,45.73333333333333
2011-04-14,20.5,0.45,45.55555555555556
2011-04-15,20.47,0.45,45.48888888888889
2011-04-18,20.44,0.45,45.422222222222224
2011-04-19,20.71,0.45,46.022222222222226
2011-04-20,21.13,0.45,46.955555555555556
2011-04-21,21.14,0.45,46.97777777777778
2011-04-25,21.34,0.45,47.422222222222224
2011-04-26,21.19,0.45,47.08888888888889
2011-04-27,21.66,0.45,48.13333333333333
2011-04-28,22.04,0.45,48.977777777777774
2011-04-29,22.62,0.75,30.16
2011-05-02,22.82,0.75,30.426666666666666
2011-05-03,22.79,0.75,30.386666666666667
2011-05-04,22.59,0.75,30.12
2011-05-05,22.56,0.75,30.08
2011-05-06,22.82,0.75,30.426666666666666
2011-05-09,22.61,0.75,30.146666666666665
2011-05-10,22.85,0.75,30.46666666666667
2011-05-11,22.42,0.75,29.893333333333334
2011-05-12,22.95,0.75,30.599999999999998
2011-05-13,22.62,0.75,30.16
2011-05-16,22.29,0.75,29.72
2011-05-17,22.4,0.75,29.866666666666664
2011-05-18,23.09,0.75,30.786666666666665
2011-05-19,23.17,0.75,30.893333333333334
2011-05-20,22.86,0.75,30.48
2011-05-23,22.61,0.75,30.146666666666665
2011-05-24,22.3,0.75,29.733333333333334
2011-05-25,22.14,0.75,29.52
2011-05-26,22.17,0.75,29.560000000000002
2011-05-27,22.34,0.75,29.786666666666665
2011-05-31,22.26,0.75,29.680000000000003
2011-06-01,21.82,0.75,29.093333333333334
2011-06-02,21.77,0.75,29.026666666666667
2011-06-03,21.44,0.75,28.58666666666667
2011-06-06,20.98,0.75,27.973333333333333
2011-06-07,21.14,0.75,28.186666666666667
2011-06-08,20.77,0.75,27.69333333333333
2011-06-09,20.93,0.75,27.906666666666666
2011-06-10,20.42,0.75,27.22666666666667
2011-06-13,20.43,0.75,27.24
2011-06-14,20.68,0.75,27.573333333333334
2011-06-15,20.33,0.75,27.106666666666666
2011-06-16,20.55,0.75,27.400000000000002
2011-06-17,20.65,0.75,27.53333333333333
2011-06-20,20.91,0.75,27.88
2011-06-21,21.48,0.75,28.64
2011-06-22,21.3,0.75,28.400000000000002
2011-06-23,20.77,0.75,27.69333333333333
2011-06-24,20.55,0.75,27.400000000000002
2011-06-27,20.62,0.75,27.493333333333336
2011-06-28,20.88,0.75,27.84
2011-06-29,20.79,0.75,27.72
2011-06-30,20.93,0.75,27.906666666666666
2011-07-01,21.29,0.75,28.386666666666667
2011-07-05,21.5,0.75,28.666666666666668
2011-07-06,21.26,0.75,28.346666666666668
2011-07-07,21.72,0.75,28.959999999999997
2011-07-08,21.43,0.75,28.573333333333334
2011-07-11,21.25,0.75,28.333333333333332
2011-07-12,21.4,0.75,28.53333333333333
2011-07-13,21.37,0.75,28.493333333333336
2011-07-14,21.25,0.75,28.333333333333332
2011-07-15,21.26,0.75,28.346666666666668
2011-07-18,20.74,0.75,27.653333333333332
2011-07-19,20.94,0.75,27.92
2011-07-20,20.55,0.75,27.400000000000002
2011-07-21,20.83,0.75,27.77333333333333
2011-07-22,20.97,0.75,27.959999999999997
2011-07-25,20.46,0.75,27.28
2011-07-26,20.39,0.75,27.186666666666667
2011-07-27,20.4,0.75,27.2
2011-07-28,20.57,0.75,27.426666666666666
2011-07-29,20.34,0.75,27.12
2011-08-01,20.04,0.75,26.72
2011-08-02,19.49,0.75,25.986666666666665
2011-08-03,19.52,0.75,26.026666666666667
2011-08-04,18.78,0.62,30.290322580645164
2011-08-05,19.03,0.62,30.693548387096776
2011-08-08,17.76,0.62,28.645161290322584
2011-08-09,19.01,0.62,30.661290322580648
2011-08-10,18.48,0.62,29.806451612903228
2011-08-11,19.51,0.62,31.467741935483875
2011-08-12,19.94,0.62,32.16129032258065
2011-08-15,20.18,0.62,32.54838709677419
2011-08-16,20.14,0.62,32.483870967741936
2011-08-17,20.01,0.62,32.274193548387096
2011-08-18,18.64,0.62,30.06451612903226
2011-08-19,18.56,0.62,29.93548387096774
2011-08-22,18.54,0.62,29.903225806451612
2011-08-23,19.28,0.62,31.096774193548388
2011-08-24,19.76,0.62,31.870967741935488
2011-08-25,19.51,0.62,31.467741935483875
2011-08-26,20.19,0.62,32.56451612903226
2011-08-29,20.76,0.62,33.483870967741936
2011-08-30,21.25,0.62,34.274193548387096
2011-08-31,21.6,0.62,34.83870967741936
2011-09-01,21.14,0.62,34.09677419354839
2011-09-02,20.61,0.62,33.24193548387097
2011-09-06,20.32,0.62,32.774193548387096
2011-09-07,20.63,0.62,33.274193548387096
2011-09-08,20.17,0.62,32.532258064516135
2011-09-09,19.58,0.62,31.58064516129032
2011-09-12,19.31,0.62,31.14516129032258
2011-09-13,19.63,0.62,31.661290322580644
2011-09-14,20.04,0.62,32.32258064516129
2011-09-15,20.51,0.62,33.08064516129033
2011-09-16,20.52,0.62,33.096774193548384
2011-09-19,20.25,0.62,32.66129032258065
2011-09-20,20.31,0.62,32.75806451612903
2011-09-21,20.4,0.62,32.90322580645161
2011-09-22,19.8,0.62,31.935483870967744
2011-09-23,20.39,0.62,32.88709677419355
2011-09-26,21.29,0.62,34.33870967741935
2011-09-27,21.35,0.62,34.435483870967744
2011-09-28,20.32,0.62,32.774193548387096
2011-09-29,19.69,0.62,31.758064516129036
2011-09-30,19.22,0.62,31.0
2011-10-03,18.77,0.62,30.274193548387096
2011-10-04,19.29,0.62,31.112903225806452
2011-10-05,19.39,0.62,31.2741935483871
2011-10-06,19.72,0.62,31.806451612903224
2011-10-07,19.46,0.62,31.38709677419355
2011-10-10,19.99,0.62,32.24193548387097
2011-10-11,20.48,0.62,33.03225806451613
2011-10-12,20.76,0.62,33.483870967741936
2011-10-13,20.75,0.62,33.46774193548387
2011-10-14,21.34,0.62,34.41935483870968
2011-10-17,20.86,0.62,33.64516129032258
2011-10-18,21.24,0.62,34.25806451612903
2011-10-19,20.99,0.62,33.854838709677416
2011-10-20,20.98,0.62,33.83870967741935
2011-10-21,21.76,0.62,35.09677419354839
2011-10-24,21.98,0.62,35.45161290322581
2011-10-25,21.54,0.62,34.74193548387097
2011-10-26,21.49,0.62,34.66129032258064
2011-10-27,22.01,0.62,35.5
2011-10-28,21.89,0.62,35.306451612903224
2011-10-31,22.21,0.62,35.822580645161295
2011-11-01,21.6,0.62,34.83870967741936
2011-11-02,22.49,0.6,37.483333333333334
2011-11-03,22.7,0.6,37.833333333333336
2011-11-04,22.49,0.6,37.483333333333334
2011-11-07,22.58,0.6,37.63333333333333
2011-11-08,23.03,0.6,38.38333333333334
2011-11-09,21.46,0.6,35.76666666666667
2011-11-10,21.5,0.6,35.833333333333336
2011-11-11,22.17,0.6,36.95
2011-11-14,21.92,0.6,36.53333333333334
2011-11-15,21.47,0.6,35.78333333333333
2011-11-16,21.18,0.6,35.300000000000004
2011-11-17,20.81,0.6,34.68333333333333
2011-11-18,20.76,0.6,34.6
2011-11-21,20.49,0.6,34.15
2011-11-22,20.74,0.6,34.56666666666666
2011-11-23,19.95,0.6,33.25
2011-11-25,20.04,0.6,33.4
2011-11-28,20.56,0.6,34.266666666666666
2011-11-29,20.57,0.6,34.28333333333334
2011-11-30,21.45,0.6,35.75
2011-12-01,21.04,0.6,35.06666666666667
2011-12-02,21.2,0.6,35.333333333333336
2011-12-05,21.28,0.6,35.46666666666667
2011-12-06,21.38,0.6,35.63333333333333
2011-12-07,21.35,0.6,35.583333333333336
2011-12-08,20.98,0.6,34.96666666666667
2011-12-09,21.42,0.6,35.7
2011-12-12,21.21,0.6,35.35
2011-12-13,21.06,0.6,35.1
2011-12-14,20.53,0.6,34.21666666666667
2011-12-15,20.54,0.6,34.233333333333334
2011-12-16,20.53,0.6,34.21666666666667
2011-12-19,20.13,0.6,33.55
2011-12-20,20.72,0.6,34.53333333333333
2011-12-21,20.61,0.6,34.35
2011-12-22,20.62,0.6,34.36666666666667
2011-12-23,20.71,0.6,34.51666666666667
2011-12-27,20.66,0.6,34.43333333333334
2011-12-28,20.78,0.6,34.63333333333334
2011-12-29,20.95,0.6,34.916666666666664
2011-12-30,20.94,0.6,34.900000000000006
2012-01-03,20.88,0.6,34.8
2012-01-04,20.94,0.6,34.900000000000006
2012-01-05,20.97,0.6,34.95
2012-01-06,21.1,0.6,35.16666666666667
2012-01-09,21.24,0.6,35.4
2012-01-10,21.64,0.6,36.06666666666667
2012-01-11,21.96,0.6,36.6
2012-01-12,22.24,0.6,37.06666666666666
2012-01-13,22.15,0.6,36.916666666666664
2012-01-17,22.33,0.6,37.21666666666667
2012-01-18,22.48,0.6,37.46666666666667
2012-01-19,22.85,0.6,38.083333333333336
2012-01-20,22.38,0.6,37.3
2012-01-23,22.32,0.6,37.2
