date,HPE,HPE_EPS,PE Ratio
2016-01-22,7.76,1.41,5.50354609929078
2016-01-25,7.75,1.41,5.49645390070922
2016-01-26,7.9,1.41,5.602836879432624
2016-01-27,7.78,1.41,5.517730496453901
2016-01-28,7.67,1.41,5.439716312056738
2016-01-29,8.0,1.41,5.673758865248227
2016-02-01,8.01,1.41,5.680851063829787
2016-02-02,7.82,1.41,5.546099290780142
2016-02-03,7.77,1.41,5.51063829787234
2016-02-04,8.05,1.41,5.709219858156029
2016-02-05,7.67,1.41,5.439716312056738
2016-02-08,7.27,1.41,5.156028368794326
2016-02-09,7.39,1.41,5.24113475177305
2016-02-10,7.47,1.41,5.297872340425532
2016-02-11,7.21,1.41,5.113475177304965
2016-02-12,7.14,1.41,5.0638297872340425
2016-02-16,7.17,1.41,5.085106382978724
2016-02-17,7.57,1.41,5.368794326241135
2016-02-18,7.86,1.41,5.574468085106384
2016-02-19,7.95,1.41,5.638297872340426
2016-02-22,8.02,1.41,5.6879432624113475
2016-02-23,7.61,1.41,5.3971631205673765
2016-02-24,7.86,1.41,5.574468085106384
2016-02-25,7.95,1.41,5.638297872340426
2016-02-26,7.81,1.41,5.539007092198582
2016-02-29,7.71,1.41,5.468085106382979
2016-03-01,7.72,1.41,5.475177304964539
2016-03-02,8.08,1.41,5.7304964539007095
2016-03-03,7.9,1.41,5.602836879432624
2016-03-04,8.97,1.41,6.3617021276595755
2016-03-07,9.28,1.41,6.581560283687943
2016-03-08,8.85,1.41,6.276595744680852
2016-03-09,9.0,1.41,6.382978723404256
2016-03-10,9.24,0.15,61.6
2016-03-11,9.49,0.15,63.26666666666667
2016-03-14,9.54,0.15,63.599999999999994
2016-03-15,9.75,0.15,65.0
2016-03-16,9.99,0.15,66.60000000000001
2016-03-17,9.97,0.15,66.46666666666667
2016-03-18,10.07,0.15,67.13333333333334
2016-03-21,10.29,0.15,68.6
2016-03-22,10.18,0.15,67.86666666666667
2016-03-23,10.15,0.15,67.66666666666667
2016-03-24,10.21,0.15,68.06666666666668
2016-03-28,10.18,0.15,67.86666666666667
2016-03-29,10.26,0.15,68.4
2016-03-30,10.4,0.15,69.33333333333334
2016-03-31,10.3,0.15,68.66666666666667
2016-04-01,10.69,0.15,71.26666666666667
2016-04-04,10.48,0.15,69.86666666666667
2016-04-05,10.24,0.15,68.26666666666667
2016-04-06,10.44,0.15,69.6
2016-04-07,10.31,0.15,68.73333333333333
2016-04-08,10.4,0.15,69.33333333333334
2016-04-11,10.3,0.15,68.66666666666667
2016-04-12,10.02,0.15,66.8
2016-04-13,10.17,0.15,67.8
2016-04-14,10.03,0.15,66.86666666666666
2016-04-15,10.11,0.15,67.4
2016-04-18,10.14,0.15,67.60000000000001
2016-04-19,10.02,0.15,66.8
2016-04-20,10.11,0.15,67.4
2016-04-21,10.15,0.15,67.66666666666667
2016-04-22,10.17,0.15,67.8
2016-04-25,10.0,0.15,66.66666666666667
2016-04-26,10.09,0.15,67.26666666666667
2016-04-27,10.06,0.15,67.06666666666668
2016-04-28,9.9,0.15,66.0
2016-04-29,9.68,0.15,64.53333333333333
2016-05-02,9.53,0.15,63.53333333333333
2016-05-03,9.26,0.15,61.733333333333334
2016-05-04,9.26,0.15,61.733333333333334
2016-05-05,9.14,0.15,60.93333333333334
2016-05-06,9.17,0.15,61.13333333333333
2016-05-09,9.22,0.15,61.466666666666676
2016-05-10,9.24,0.15,61.6
2016-05-11,9.31,0.15,62.06666666666667
2016-05-12,9.24,0.15,61.6
2016-05-13,9.17,0.15,61.13333333333333
2016-05-16,9.28,0.15,61.86666666666667
2016-05-17,9.19,0.15,61.266666666666666
2016-05-18,9.11,0.15,60.733333333333334
2016-05-19,9.17,0.15,61.13333333333333
2016-05-20,9.22,0.15,61.466666666666676
2016-05-23,9.34,0.15,62.266666666666666
2016-05-24,9.44,0.15,62.93333333333333
2016-05-25,10.08,0.15,67.2
2016-05-26,10.11,0.15,67.4
2016-05-27,10.61,0.15,70.73333333333333
2016-05-31,10.73,0.15,71.53333333333335
2016-06-01,10.63,0.15,70.86666666666667
2016-06-02,10.75,0.15,71.66666666666667
2016-06-03,10.67,0.15,71.13333333333334
2016-06-06,10.98,0.15,73.2
2016-06-07,11.14,0.15,74.26666666666668
2016-06-08,11.25,0.19,59.21052631578947
2016-06-09,11.36,0.19,59.78947368421052
2016-06-10,11.11,0.19,58.473684210526315
2016-06-13,10.81,0.19,56.89473684210527
2016-06-14,10.64,0.19,56.0
2016-06-15,10.93,0.19,57.526315789473685
2016-06-16,10.85,0.19,57.10526315789473
2016-06-17,11.01,0.19,57.94736842105263
2016-06-20,11.26,0.19,59.26315789473684
2016-06-21,11.48,0.19,60.42105263157895
2016-06-22,11.16,0.19,58.73684210526316
2016-06-23,11.42,0.19,60.10526315789473
2016-06-24,10.55,0.19,55.526315789473685
2016-06-27,10.0,0.19,52.63157894736842
2016-06-28,10.11,0.19,53.21052631578947
2016-06-29,10.33,0.19,54.368421052631575
2016-06-30,10.62,0.19,55.89473684210526
2016-07-01,10.75,0.19,56.578947368421055
2016-07-05,10.58,0.19,55.68421052631579
2016-07-06,10.69,0.19,56.263157894736835
2016-07-07,10.73,0.19,56.473684210526315
2016-07-08,11.07,0.19,58.26315789473684
2016-07-11,11.24,0.19,59.1578947368421
2016-07-12,11.44,0.19,60.21052631578947
2016-07-13,11.33,0.19,59.63157894736842
2016-07-14,11.62,0.19,61.1578947368421
2016-07-15,11.49,0.19,60.473684210526315
2016-07-18,11.5,0.19,60.526315789473685
2016-07-19,11.5,0.19,60.526315789473685
2016-07-20,11.66,0.19,61.36842105263158
2016-07-21,11.48,0.19,60.42105263157895
2016-07-22,11.65,0.19,61.31578947368421
2016-07-25,11.75,0.19,61.8421052631579
2016-07-26,11.89,0.19,62.578947368421055
2016-07-27,11.83,0.19,62.26315789473684
2016-07-28,11.8,0.19,62.10526315789474
2016-07-29,12.22,0.19,64.31578947368422
2016-08-01,12.25,0.19,64.47368421052632
2016-08-02,12.07,0.19,63.526315789473685
2016-08-03,12.5,0.19,65.78947368421052
2016-08-04,12.65,0.19,66.57894736842105
2016-08-05,12.73,0.19,67.0
2016-08-08,12.58,0.19,66.21052631578948
2016-08-09,12.61,0.19,66.36842105263158
2016-08-10,12.53,0.19,65.94736842105263
2016-08-11,12.66,0.19,66.63157894736842
2016-08-12,12.72,0.19,66.94736842105263
2016-08-15,12.79,0.19,67.3157894736842
2016-08-16,12.82,0.19,67.47368421052632
2016-08-17,12.58,0.19,66.21052631578948
2016-08-18,12.71,0.19,66.89473684210526
2016-08-19,12.72,0.19,66.94736842105263
2016-08-22,12.75,0.19,67.10526315789474
2016-08-23,12.75,0.19,67.10526315789474
2016-08-24,12.61,0.19,66.36842105263158
2016-08-25,12.69,0.19,66.78947368421052
2016-08-26,12.66,0.19,66.63157894736842
2016-08-29,12.69,0.19,66.78947368421052
2016-08-30,12.54,0.19,66.0
2016-08-31,12.48,0.19,65.6842105263158
2016-09-01,12.88,0.19,67.78947368421053
2016-09-02,12.91,0.19,67.94736842105263
2016-09-06,12.71,0.19,66.89473684210526
2016-09-07,12.84,0.19,67.57894736842105
2016-09-08,12.43,1.32,9.416666666666666
2016-09-09,12.16,1.32,9.212121212121211
2016-09-12,12.37,1.32,9.37121212121212
2016-09-13,12.3,1.32,9.318181818181818
2016-09-14,12.41,1.32,9.40151515151515
2016-09-15,12.86,1.32,9.742424242424242
2016-09-16,12.94,1.32,9.803030303030303
2016-09-19,13.18,1.32,9.984848484848484
2016-09-20,13.15,1.32,9.962121212121211
2016-09-21,13.44,1.32,10.181818181818182
2016-09-22,13.51,1.32,10.234848484848484
2016-09-23,13.36,1.32,10.121212121212121
2016-09-26,13.25,1.32,10.037878787878787
2016-09-27,13.32,1.32,10.09090909090909
2016-09-28,13.39,1.32,10.143939393939394
2016-09-29,13.31,1.32,10.083333333333334
2016-09-30,13.22,1.32,10.015151515151516
2016-10-03,13.16,1.32,9.969696969696969
2016-10-04,13.01,1.32,9.856060606060606
2016-10-05,13.25,1.32,10.037878787878787
2016-10-06,13.18,1.32,9.984848484848484
2016-10-07,12.98,1.32,9.833333333333334
2016-10-10,13.08,1.32,9.909090909090908
2016-10-11,12.77,1.32,9.674242424242424
2016-10-12,12.79,1.32,9.689393939393938
2016-10-13,12.65,1.32,9.583333333333334
2016-10-14,12.51,1.32,9.477272727272727
2016-10-17,12.36,1.32,9.363636363636363
2016-10-18,12.48,1.32,9.454545454545455
2016-10-19,12.63,1.32,9.568181818181818
2016-10-20,12.72,1.32,9.636363636363637
2016-10-21,12.57,1.32,9.522727272727273
2016-10-24,12.6,1.32,9.545454545454545
2016-10-25,12.55,1.32,9.507575757575758
2016-10-26,12.67,1.32,9.598484848484848
2016-10-27,12.9,1.32,9.772727272727273
2016-10-28,12.89,1.32,9.765151515151516
2016-10-31,13.06,1.32,9.893939393939394
2016-11-01,12.83,1.32,9.719696969696969
2016-11-02,12.8,1.32,9.696969696969697
2016-11-03,12.67,1.32,9.598484848484848
2016-11-04,12.81,1.32,9.704545454545455
2016-11-07,13.43,1.32,10.174242424242424
2016-11-08,13.51,1.32,10.234848484848484
2016-11-09,13.5,1.32,10.227272727272727
2016-11-10,13.41,1.32,10.159090909090908
2016-11-11,13.55,1.32,10.265151515151516
2016-11-14,13.57,1.32,10.28030303030303
2016-11-15,13.61,1.32,10.31060606060606
2016-11-16,13.68,1.32,10.363636363636363
2016-11-17,13.72,1.32,10.393939393939394
2016-11-18,13.55,1.32,10.265151515151516
2016-11-21,13.44,1.32,10.181818181818182
2016-11-22,13.29,1.32,10.068181818181817
2016-11-23,13.69,1.32,10.371212121212121
2016-11-25,13.5,1.32,10.227272727272727
2016-11-28,13.57,1.32,10.28030303030303
2016-11-29,13.8,1.32,10.454545454545455
2016-11-30,13.83,1.32,10.477272727272727
2016-12-01,13.58,1.32,10.287878787878787
2016-12-02,13.86,1.32,10.499999999999998
2016-12-05,14.07,1.32,10.659090909090908
2016-12-06,13.93,1.32,10.553030303030303
2016-12-07,14.34,1.32,10.863636363636363
2016-12-08,14.32,1.32,10.848484848484848
2016-12-09,14.25,1.32,10.795454545454545
2016-12-12,13.89,1.32,10.522727272727273
2016-12-13,13.91,1.32,10.537878787878787
2016-12-14,13.9,1.32,10.53030303030303
2016-12-15,13.79,0.18,76.61111111111111
2016-12-16,13.65,0.18,75.83333333333334
2016-12-19,13.79,0.18,76.61111111111111
2016-12-20,13.86,0.18,77.0
2016-12-21,13.89,0.18,77.16666666666667
2016-12-22,13.81,0.18,76.72222222222223
2016-12-23,13.84,0.18,76.88888888888889
2016-12-27,13.8,0.18,76.66666666666667
2016-12-28,13.54,0.18,75.22222222222221
2016-12-29,13.57,0.18,75.3888888888889
2016-12-30,13.45,0.18,74.72222222222221
2017-01-03,13.48,0.18,74.8888888888889
2017-01-04,13.63,0.18,75.72222222222223
2017-01-05,13.69,0.18,76.05555555555556
2017-01-06,13.43,0.18,74.61111111111111
2017-01-09,13.11,0.18,72.83333333333333
2017-01-10,13.34,0.18,74.11111111111111
2017-01-11,13.23,0.18,73.5
2017-01-12,13.22,0.18,73.44444444444446
2017-01-13,13.33,0.18,74.05555555555556
2017-01-17,13.19,0.18,73.27777777777777
2017-01-18,13.29,0.18,73.83333333333333
2017-01-19,13.23,0.18,73.5
2017-01-20,13.3,0.18,73.8888888888889
2017-01-23,13.12,0.18,72.88888888888889
2017-01-24,13.3,0.18,73.8888888888889
2017-01-25,13.36,0.18,74.22222222222223
2017-01-26,13.15,0.18,73.05555555555556
2017-01-27,13.11,0.18,72.83333333333333
2017-01-30,12.87,0.18,71.5
2017-01-31,13.18,0.18,73.22222222222223
2017-02-01,13.13,0.18,72.94444444444446
2017-02-02,13.19,0.18,73.27777777777777
2017-02-03,13.66,0.18,75.88888888888889
2017-02-06,13.68,0.18,76.0
2017-02-07,13.77,0.18,76.5
2017-02-08,13.73,0.18,76.27777777777779
2017-02-09,14.0,0.18,77.77777777777779
2017-02-10,13.94,0.18,77.44444444444444
2017-02-13,14.02,0.18,77.88888888888889
2017-02-14,14.03,0.18,77.94444444444444
2017-02-15,14.17,0.18,78.72222222222223
2017-02-16,14.14,0.18,78.55555555555556
2017-02-17,14.18,0.18,78.77777777777779
2017-02-21,14.33,0.18,79.61111111111111
2017-02-22,14.4,0.18,80.0
2017-02-23,14.33,0.18,79.61111111111111
2017-02-24,13.34,0.18,74.11111111111111
2017-02-27,12.97,0.18,72.05555555555556
2017-02-28,13.26,0.18,73.66666666666667
2017-03-01,13.47,0.18,74.83333333333334
2017-03-02,13.34,0.18,74.11111111111111
2017-03-03,13.4,0.18,74.44444444444444
2017-03-06,13.41,0.18,74.5
2017-03-07,13.26,0.18,73.66666666666667
2017-03-08,13.15,0.18,73.05555555555556
2017-03-09,13.06,0.16,81.625
2017-03-10,13.0,0.16,81.25
2017-03-13,12.97,0.16,81.0625
2017-03-14,12.92,0.16,80.75
2017-03-15,13.19,0.16,82.4375
2017-03-16,13.16,0.16,82.25
2017-03-17,13.28,0.16,83.0
2017-03-20,13.34,0.16,83.375
2017-03-21,12.93,0.16,80.8125
2017-03-22,13.08,0.16,81.75
2017-03-23,13.25,0.16,82.8125
2017-03-24,13.23,0.16,82.6875
2017-03-27,13.21,0.16,82.5625
2017-03-28,13.37,0.16,83.5625
2017-03-29,13.76,0.16,86.0
2017-03-30,13.73,0.16,85.8125
2017-03-31,13.77,0.16,86.0625
2017-04-03,13.63,0.16,85.1875
2017-04-04,13.89,0.16,86.8125
2017-04-05,13.89,0.16,86.8125
2017-04-06,13.98,0.16,87.375
2017-04-07,14.18,0.16,88.625
2017-04-10,14.2,0.16,88.75
2017-04-11,14.1,0.16,88.125
2017-04-12,14.0,0.16,87.5
2017-04-13,13.96,0.16,87.25
2017-04-17,14.05,0.16,87.8125
2017-04-18,14.07,0.16,87.9375
2017-04-19,14.09,0.16,88.0625
2017-04-20,14.22,0.16,88.875
2017-04-21,14.07,0.16,87.9375
2017-04-24,14.31,0.16,89.4375
2017-04-25,14.37,0.16,89.8125
2017-04-26,14.44,0.16,90.25
2017-04-27,14.45,0.16,90.3125
2017-04-28,14.45,0.16,90.3125
2017-05-01,14.53,0.16,90.8125
2017-05-02,14.51,0.16,90.6875
2017-05-03,14.48,0.16,90.5
2017-05-04,14.55,0.16,90.9375
2017-05-05,14.61,0.16,91.3125
2017-05-08,14.65,0.16,91.5625
2017-05-09,14.57,0.16,91.0625
2017-05-10,14.74,0.16,92.125
2017-05-11,14.63,0.16,91.4375
2017-05-12,14.65,0.16,91.5625
2017-05-15,14.73,0.16,92.0625
2017-05-16,14.83,0.16,92.6875
2017-05-17,14.58,0.16,91.125
2017-05-18,14.57,0.16,91.0625
2017-05-19,14.38,0.16,89.875
2017-05-22,14.58,0.16,91.125
2017-05-23,14.63,0.16,91.4375
2017-05-24,14.67,0.16,91.6875
2017-05-25,14.62,0.16,91.375
2017-05-26,14.61,0.16,91.3125
2017-05-30,14.62,0.16,91.375
2017-05-31,14.59,0.16,91.1875
2017-06-01,13.59,0.16,84.9375
2017-06-02,13.5,0.16,84.375
2017-06-05,13.31,0.16,83.1875
2017-06-06,13.21,0.16,82.5625
2017-06-07,13.22,0.16,82.625
2017-06-08,13.23,-0.37,-35.75675675675676
2017-06-09,13.18,-0.37,-35.62162162162162
2017-06-12,13.07,-0.37,-35.32432432432432
2017-06-13,13.1,-0.37,-35.4054054054054
2017-06-14,12.99,-0.37,-35.10810810810811
2017-06-15,12.82,-0.37,-34.64864864864865
2017-06-16,12.79,-0.37,-34.567567567567565
2017-06-19,12.97,-0.37,-35.054054054054056
2017-06-20,12.91,-0.37,-34.891891891891895
2017-06-21,12.85,-0.37,-34.729729729729726
2017-06-22,12.94,-0.37,-34.972972972972975
2017-06-23,13.07,-0.37,-35.32432432432432
2017-06-26,13.04,-0.37,-35.24324324324324
2017-06-27,12.8,-0.37,-34.5945945945946
2017-06-28,13.11,-0.37,-35.43243243243243
2017-06-29,12.92,-0.37,-34.91891891891892
2017-06-30,12.87,-0.37,-34.78378378378378
2017-07-03,12.93,-0.37,-34.945945945945944
2017-07-05,13.14,-0.37,-35.513513513513516
2017-07-06,12.79,-0.37,-34.567567567567565
2017-07-07,12.89,-0.37,-34.83783783783784
2017-07-10,12.99,-0.37,-35.10810810810811
2017-07-11,13.02,-0.37,-35.189189189189186
2017-07-12,13.03,-0.37,-35.21621621621622
2017-07-13,13.26,-0.37,-35.83783783783784
2017-07-14,13.34,-0.37,-36.054054054054056
2017-07-17,13.37,-0.37,-36.13513513513514
2017-07-18,13.3,-0.37,-35.94594594594595
2017-07-19,13.71,-0.37,-37.054054054054056
2017-07-20,13.89,-0.37,-37.54054054054054
2017-07-21,13.97,-0.37,-37.75675675675676
2017-07-24,13.84,-0.37,-37.4054054054054
2017-07-25,13.87,-0.37,-37.486486486486484
2017-07-26,13.66,-0.37,-36.91891891891892
2017-07-27,13.62,-0.37,-36.81081081081081
2017-07-28,13.58,-0.37,-36.7027027027027
2017-07-31,13.58,-0.37,-36.7027027027027
2017-08-01,13.62,-0.37,-36.81081081081081
2017-08-02,13.46,-0.37,-36.37837837837838
2017-08-03,13.41,-0.37,-36.24324324324324
2017-08-04,13.58,-0.37,-36.7027027027027
2017-08-07,13.68,-0.37,-36.972972972972975
2017-08-08,13.68,-0.37,-36.972972972972975
2017-08-09,13.69,-0.37,-37.0
2017-08-10,13.28,-0.37,-35.89189189189189
2017-08-11,13.42,-0.37,-36.270270270270274
2017-08-14,13.64,-0.37,-36.86486486486487
2017-08-15,13.77,-0.37,-37.21621621621622
2017-08-16,13.65,-0.37,-36.891891891891895
2017-08-17,13.42,-0.37,-36.270270270270274
2017-08-18,13.33,-0.37,-36.027027027027025
2017-08-21,13.43,-0.37,-36.2972972972973
2017-08-22,13.71,-0.37,-37.054054054054056
2017-08-23,13.74,-0.37,-37.13513513513514
2017-08-24,13.93,-0.37,-37.648648648648646
2017-08-25,13.93,-0.37,-37.648648648648646
2017-08-28,13.8,-0.37,-37.2972972972973
2017-08-29,13.9,-0.37,-37.56756756756757
2017-08-30,13.95,-0.37,-37.7027027027027
2017-08-31,14.01,-0.37,-37.86486486486486
2017-09-01,14.31,-0.37,-38.67567567567568
2017-09-05,14.04,-0.37,-37.945945945945944
2017-09-06,13.77,-0.37,-37.21621621621622
2017-09-07,13.25,0.1,132.5
2017-09-08,13.12,0.1,131.2
2017-09-11,13.35,0.1,133.5
2017-09-12,13.12,0.1,131.2
2017-09-13,13.23,0.1,132.29999999999998
2017-09-14,13.47,0.1,134.7
2017-09-15,13.52,0.1,135.2
2017-09-18,13.54,0.1,135.39999999999998
2017-09-19,13.49,0.1,134.9
2017-09-20,13.63,0.1,136.3
2017-09-21,13.79,0.1,137.89999999999998
2017-09-22,14.26,0.1,142.6
2017-09-25,14.7,0.1,146.99999999999997
2017-09-26,14.89,0.1,148.9
2017-09-27,14.85,0.1,148.5
2017-09-28,14.57,0.1,145.7
2017-09-29,14.71,0.1,147.1
2017-10-02,14.97,0.1,149.7
2017-10-03,14.69,0.1,146.89999999999998
2017-10-04,14.8,0.1,148.0
2017-10-05,14.83,0.1,148.29999999999998
2017-10-06,14.8,0.1,148.0
2017-10-09,14.8,0.1,148.0
2017-10-10,14.96,0.1,149.6
2017-10-11,14.94,0.1,149.39999999999998
2017-10-12,14.8,0.1,148.0
2017-10-13,14.89,0.1,148.9
2017-10-16,14.86,0.1,148.6
2017-10-17,14.61,0.1,146.1
2017-10-18,14.7,0.1,146.99999999999997
2017-10-19,13.86,0.1,138.6
2017-10-20,14.04,0.1,140.39999999999998
2017-10-23,14.25,0.1,142.5
2017-10-24,14.31,0.1,143.1
2017-10-25,14.08,0.1,140.79999999999998
2017-10-26,14.25,0.1,142.5
2017-10-27,14.28,0.1,142.79999999999998
2017-10-30,13.98,0.1,139.79999999999998
2017-10-31,13.92,0.1,139.2
2017-11-01,13.6,0.1,136.0
2017-11-02,13.63,0.1,136.3
2017-11-03,13.5,0.1,135.0
2017-11-06,13.63,0.1,136.3
2017-11-07,13.57,0.1,135.7
2017-11-08,13.54,0.1,135.39999999999998
2017-11-09,13.72,0.1,137.2
2017-11-10,13.7,0.1,136.99999999999997
2017-11-13,13.48,0.1,134.79999999999998
2017-11-14,13.27,0.1,132.7
2017-11-15,13.16,0.1,131.6
2017-11-16,13.27,0.1,132.7
2017-11-17,13.68,0.1,136.79999999999998
2017-11-20,14.09,0.1,140.89999999999998
2017-11-21,14.12,0.1,141.2
2017-11-22,13.1,0.1,131.0
2017-11-24,13.32,0.1,133.2
2017-11-27,13.47,0.1,134.7
2017-11-28,13.88,0.1,138.8
2017-11-29,13.97,0.1,139.7
2017-11-30,13.95,0.1,139.49999999999997
2017-12-01,14.44,0.1,144.39999999999998
2017-12-04,14.23,0.1,142.29999999999998
2017-12-05,14.08,0.1,140.79999999999998
2017-12-06,14.16,0.1,141.6
2017-12-07,14.22,0.1,142.2
2017-12-08,14.34,0.1,143.39999999999998
2017-12-11,14.58,0.1,145.79999999999998
2017-12-12,14.5,0.1,145.0
2017-12-13,14.32,0.1,143.2
2017-12-14,14.24,0.1,142.4
2017-12-15,14.41,0.32,45.03125
2017-12-18,14.9,0.32,46.5625
2017-12-19,14.8,0.32,46.25
2017-12-20,14.71,0.32,45.96875
2017-12-21,14.72,0.32,46.0
2017-12-22,14.71,0.32,45.96875
2017-12-26,14.74,0.32,46.0625
2017-12-27,14.67,0.32,45.84375
2017-12-28,14.61,0.32,45.65625
2017-12-29,14.36,0.32,44.875
2018-01-02,14.61,0.32,45.65625
2018-01-03,14.7,0.32,45.9375
2018-01-04,15.06,0.32,47.0625
2018-01-05,15.05,0.32,47.03125
2018-01-08,14.82,0.32,46.3125
2018-01-09,14.85,0.32,46.40625
2018-01-10,15.19,0.32,47.46875
2018-01-11,15.45,0.32,48.28125
2018-01-12,15.81,0.32,49.40625
2018-01-16,15.81,0.32,49.40625
2018-01-17,16.07,0.32,50.21875
2018-01-18,15.97,0.32,49.90625
2018-01-19,16.08,0.32,50.24999999999999
2018-01-22,16.05,0.32,50.15625
2018-01-23,16.67,0.32,52.09375000000001
2018-01-24,16.68,0.32,52.125
2018-01-25,16.48,0.32,51.5
2018-01-26,16.71,0.32,52.21875
2018-01-29,16.97,0.32,53.03124999999999
2018-01-30,16.54,0.32,51.68749999999999
2018-01-31,16.4,0.32,51.24999999999999
2018-02-01,16.79,0.32,52.46874999999999
2018-02-02,16.65,0.32,52.03124999999999
2018-02-05,15.66,0.32,48.9375
2018-02-06,15.73,0.32,49.15625
2018-02-07,15.56,0.32,48.625
2018-02-08,15.04,0.32,46.99999999999999
2018-02-09,15.3,0.32,47.8125
2018-02-12,15.75,0.32,49.21875
2018-02-13,15.47,0.32,48.34375
2018-02-14,16.15,0.32,50.46874999999999
2018-02-15,16.35,0.32,51.09375
2018-02-16,16.39,0.32,51.21875
2018-02-20,16.52,0.32,51.625
2018-02-21,16.25,0.32,50.78125
2018-02-22,16.41,0.32,51.28125
2018-02-23,18.14,0.32,56.6875
2018-02-26,18.55,0.32,57.96875
2018-02-27,18.82,0.32,58.8125
2018-02-28,18.59,0.32,58.09375
2018-03-01,18.4,0.32,57.49999999999999
2018-03-02,18.78,0.32,58.6875
2018-03-05,18.98,0.32,59.3125
2018-03-06,19.41,0.32,60.65625
2018-03-07,19.15,0.32,59.84374999999999
2018-03-08,18.95,0.32,59.21875
2018-03-09,19.16,0.9,21.288888888888888
2018-03-12,19.07,0.9,21.18888888888889
2018-03-13,18.88,0.9,20.977777777777778
2018-03-14,18.85,0.9,20.944444444444446
2018-03-15,18.83,0.9,20.92222222222222
2018-03-16,18.79,0.9,20.877777777777776
2018-03-19,18.7,0.9,20.777777777777775
2018-03-20,18.78,0.9,20.866666666666667
2018-03-21,18.71,0.9,20.788888888888888
2018-03-22,18.32,0.9,20.355555555555554
2018-03-23,17.63,0.9,19.58888888888889
2018-03-26,17.99,0.9,19.988888888888887
2018-03-27,17.56,0.9,19.51111111111111
2018-03-28,17.66,0.9,19.622222222222224
2018-03-29,17.54,0.9,19.488888888888887
2018-04-02,17.12,0.9,19.022222222222222
2018-04-03,17.14,0.9,19.044444444444444
2018-04-04,17.25,0.9,19.166666666666668
2018-04-05,17.2,0.9,19.11111111111111
2018-04-06,16.7,0.9,18.555555555555554
2018-04-09,16.81,0.9,18.677777777777777
2018-04-10,17.25,0.9,19.166666666666668
2018-04-11,17.24,0.9,19.155555555555555
2018-04-12,17.41,0.9,19.344444444444445
2018-04-13,17.4,0.9,19.333333333333332
2018-04-16,17.56,0.9,19.51111111111111
2018-04-17,17.75,0.9,19.72222222222222
2018-04-18,17.68,0.9,19.644444444444442
