date,AWK,AWK_EPS,PE Ratio
2008-08-04,19.6,-1.53,-12.81045751633987
2008-08-05,20.34,-1.53,-13.294117647058822
2008-08-06,20.1,-1.53,-13.137254901960786
2008-08-07,20.15,-1.53,-13.169934640522875
2008-08-08,20.07,-1.53,-13.117647058823529
2008-08-11,20.77,-1.53,-13.57516339869281
2008-08-12,20.87,0.28,74.53571428571428
2008-08-13,21.09,0.28,75.32142857142857
2008-08-14,20.98,0.28,74.92857142857142
2008-08-15,20.75,0.28,74.10714285714285
2008-08-18,21.15,0.28,75.53571428571428
2008-08-19,21.92,0.28,78.28571428571428
2008-08-20,21.9,0.28,78.21428571428571
2008-08-21,21.9,0.28,78.21428571428571
2008-08-22,21.95,0.28,78.39285714285714
2008-08-25,21.77,0.28,77.74999999999999
2008-08-26,21.61,0.28,77.17857142857142
2008-08-27,21.72,0.28,77.57142857142856
2008-08-28,22.11,0.28,78.96428571428571
2008-08-29,22.95,0.28,81.96428571428571
2008-09-02,22.8,0.28,81.42857142857142
2008-09-03,21.87,0.28,78.10714285714285
2008-09-04,21.47,0.28,76.67857142857142
2008-09-05,20.97,0.28,74.89285714285712
2008-09-08,20.91,0.28,74.67857142857142
2008-09-09,20.65,0.28,73.74999999999999
2008-09-10,21.08,0.28,75.28571428571428
2008-09-11,21.07,0.28,75.25
2008-09-12,21.03,0.28,75.10714285714285
2008-09-15,20.3,0.28,72.5
2008-09-16,20.36,0.28,72.71428571428571
2008-09-17,19.91,0.28,71.10714285714285
2008-09-18,20.25,0.28,72.32142857142857
2008-09-19,20.0,0.28,71.42857142857142
2008-09-22,19.66,0.28,70.21428571428571
2008-09-23,19.34,0.28,69.07142857142857
2008-09-24,19.6,0.28,70.0
2008-09-25,20.0,0.28,71.42857142857142
2008-09-26,19.15,0.28,68.39285714285712
2008-09-29,20.1,0.28,71.78571428571428
2008-09-30,21.5,0.28,76.78571428571428
2008-10-01,20.17,0.28,72.03571428571429
2008-10-02,20.12,0.28,71.85714285714285
2008-10-03,19.93,0.28,71.17857142857142
2008-10-06,19.52,0.28,69.71428571428571
2008-10-07,19.62,0.28,70.07142857142857
2008-10-08,19.07,0.28,68.10714285714285
2008-10-09,18.69,0.28,66.75
2008-10-10,18.3,0.28,65.35714285714285
2008-10-13,19.4,0.28,69.28571428571428
2008-10-14,19.13,0.28,68.32142857142856
2008-10-15,18.1,0.28,64.64285714285714
2008-10-16,18.42,0.28,65.78571428571429
2008-10-17,19.13,0.28,68.32142857142856
2008-10-20,19.76,0.28,70.57142857142857
2008-10-21,19.69,0.28,70.32142857142857
2008-10-22,18.97,0.28,67.74999999999999
2008-10-23,18.75,0.28,66.96428571428571
2008-10-24,18.01,0.28,64.32142857142857
2008-10-27,17.16,0.28,61.28571428571428
2008-10-28,19.35,0.28,69.10714285714286
2008-10-29,18.66,0.28,66.64285714285714
2008-10-30,19.87,0.28,70.96428571428571
2008-10-31,20.28,0.28,72.42857142857143
2008-11-03,20.31,0.28,72.53571428571428
2008-11-04,20.15,0.28,71.96428571428571
2008-11-05,19.48,0.28,69.57142857142857
2008-11-06,18.93,0.55,34.418181818181814
2008-11-07,19.35,0.55,35.18181818181818
2008-11-10,19.43,0.55,35.32727272727272
2008-11-11,19.79,0.55,35.98181818181818
2008-11-12,18.93,0.55,34.418181818181814
2008-11-13,20.88,0.55,37.96363636363636
2008-11-14,19.5,0.55,35.45454545454545
2008-11-17,19.55,0.55,35.54545454545455
2008-11-18,19.93,0.55,36.236363636363635
2008-11-19,19.3,0.55,35.090909090909086
2008-11-20,18.9,0.55,34.36363636363636
2008-11-21,20.0,0.55,36.36363636363636
2008-11-24,20.69,0.55,37.61818181818182
2008-11-25,20.82,0.55,37.85454545454545
2008-11-26,20.1,0.55,36.54545454545455
2008-11-28,20.28,0.55,36.872727272727275
2008-12-01,19.07,0.55,34.67272727272727
2008-12-02,18.97,0.55,34.490909090909085
2008-12-03,20.21,0.55,36.74545454545454
2008-12-04,20.27,0.55,36.85454545454545
2008-12-05,20.49,0.55,37.25454545454545
2008-12-08,20.96,0.55,38.10909090909091
2008-12-09,20.72,0.55,37.672727272727265
2008-12-10,20.67,0.55,37.58181818181818
2008-12-11,20.7,0.55,37.63636363636363
2008-12-12,20.41,0.55,37.10909090909091
2008-12-15,20.64,0.55,37.527272727272724
2008-12-16,20.94,0.55,38.07272727272727
2008-12-17,21.82,0.55,39.67272727272727
2008-12-18,20.74,0.55,37.709090909090904
2008-12-19,21.09,0.55,38.345454545454544
2008-12-22,22.06,0.55,40.1090909090909
2008-12-23,22.16,0.55,40.29090909090909
2008-12-24,21.92,0.55,39.85454545454545
2008-12-26,21.78,0.55,39.6
2008-12-29,20.94,0.55,38.07272727272727
2008-12-30,19.75,0.55,35.90909090909091
2008-12-31,20.88,0.55,37.96363636363636
2009-01-02,21.12,0.55,38.4
2009-01-05,20.49,0.55,37.25454545454545
2009-01-06,20.49,0.55,37.25454545454545
2009-01-07,20.02,0.55,36.4
2009-01-08,20.19,0.55,36.70909090909091
2009-01-09,20.71,0.55,37.654545454545456
2009-01-12,19.84,0.55,36.07272727272727
2009-01-13,20.08,0.55,36.5090909090909
2009-01-14,19.9,0.55,36.18181818181817
2009-01-15,20.34,0.55,36.98181818181818
2009-01-16,20.45,0.55,37.18181818181818
2009-01-20,20.36,0.55,37.018181818181816
2009-01-21,20.79,0.55,37.8
2009-01-22,20.7,0.55,37.63636363636363
2009-01-23,20.78,0.55,37.78181818181818
2009-01-26,20.85,0.55,37.90909090909091
2009-01-27,21.27,0.55,38.67272727272727
2009-01-28,21.36,0.55,38.83636363636363
2009-01-29,21.14,0.55,38.43636363636364
2009-01-30,21.18,0.55,38.50909090909091
2009-02-02,20.76,0.55,37.74545454545454
2009-02-03,21.06,0.55,38.29090909090908
2009-02-04,20.71,0.55,37.654545454545456
2009-02-05,20.9,0.55,37.99999999999999
2009-02-06,21.03,0.55,38.236363636363635
2009-02-09,21.48,0.55,39.054545454545455
2009-02-10,21.24,0.55,38.61818181818181
2009-02-11,21.13,0.55,38.418181818181814
2009-02-12,21.05,0.55,38.27272727272727
2009-02-13,20.64,0.55,37.527272727272724
2009-02-17,20.83,0.55,37.87272727272727
2009-02-18,20.57,0.55,37.4
2009-02-19,20.75,0.55,37.72727272727273
2009-02-20,20.7,0.55,37.63636363636363
2009-02-23,20.21,0.55,36.74545454545454
2009-02-24,19.75,0.55,35.90909090909091
2009-02-25,19.21,0.55,34.92727272727273
2009-02-26,18.5,0.55,33.63636363636363
2009-02-27,18.55,0.23,80.65217391304348
2009-03-02,17.83,0.23,77.52173913043477
2009-03-03,16.83,0.23,73.17391304347825
2009-03-04,17.18,0.23,74.69565217391303
2009-03-05,16.96,0.23,73.73913043478261
2009-03-06,16.82,0.23,73.13043478260869
2009-03-09,16.66,0.23,72.43478260869566
2009-03-10,16.53,0.23,71.86956521739131
2009-03-11,16.71,0.23,72.65217391304348
2009-03-12,16.61,0.23,72.21739130434781
2009-03-13,18.16,0.23,78.95652173913044
2009-03-16,19.01,0.23,82.65217391304348
2009-03-17,18.25,0.23,79.34782608695652
2009-03-18,18.63,0.23,80.99999999999999
2009-03-19,18.3,0.23,79.56521739130434
2009-03-20,18.39,0.23,79.95652173913044
2009-03-23,18.05,0.23,78.47826086956522
2009-03-24,18.09,0.23,78.65217391304347
2009-03-25,18.38,0.23,79.91304347826086
2009-03-26,18.51,0.23,80.47826086956522
2009-03-27,18.55,0.23,80.65217391304348
2009-03-30,18.5,0.23,80.43478260869564
2009-03-31,19.24,0.23,83.65217391304347
2009-04-01,18.27,0.23,79.43478260869564
2009-04-02,18.18,0.23,79.04347826086956
2009-04-03,18.34,0.23,79.73913043478261
2009-04-06,18.24,0.23,79.30434782608694
2009-04-07,18.17,0.23,79.0
2009-04-08,18.4,0.23,79.99999999999999
2009-04-09,18.24,0.23,79.30434782608694
2009-04-13,17.69,0.23,76.91304347826087
2009-04-14,17.6,0.23,76.52173913043478
2009-04-15,17.8,0.23,77.3913043478261
2009-04-16,18.63,0.23,80.99999999999999
2009-04-17,18.79,0.23,81.69565217391303
2009-04-20,18.49,0.23,80.39130434782608
2009-04-21,18.47,0.23,80.30434782608695
2009-04-22,18.1,0.23,78.69565217391305
2009-04-23,18.07,0.23,78.56521739130434
2009-04-24,18.0,0.23,78.26086956521739
2009-04-27,18.41,0.23,80.04347826086956
2009-04-28,18.22,0.23,79.21739130434781
2009-04-29,18.42,0.23,80.08695652173914
2009-04-30,18.0,0.23,78.26086956521739
2009-05-01,17.59,0.23,76.47826086956522
2009-05-04,17.61,0.23,76.56521739130434
2009-05-05,17.66,0.23,76.78260869565217
2009-05-06,18.16,-0.75,-24.213333333333335
2009-05-07,18.34,-0.75,-24.453333333333333
2009-05-08,18.55,-0.75,-24.733333333333334
2009-05-11,18.49,-0.75,-24.653333333333332
2009-05-12,18.1,-0.75,-24.133333333333336
2009-05-13,17.91,-0.75,-23.88
2009-05-14,17.67,-0.75,-23.560000000000002
2009-05-15,17.12,-0.75,-22.826666666666668
2009-05-18,17.2,-0.75,-22.933333333333334
2009-05-19,17.28,-0.75,-23.040000000000003
2009-05-20,17.26,-0.75,-23.013333333333335
2009-05-21,17.13,-0.75,-22.84
2009-05-22,17.07,-0.75,-22.76
2009-05-26,17.49,-0.75,-23.319999999999997
2009-05-27,16.95,-0.75,-22.599999999999998
2009-05-28,17.23,-0.75,-22.973333333333333
2009-05-29,17.28,-0.75,-23.040000000000003
2009-06-01,16.8,-0.75,-22.400000000000002
2009-06-02,17.06,-0.75,-22.746666666666666
2009-06-03,17.23,-0.75,-22.973333333333333
2009-06-04,17.49,-0.75,-23.319999999999997
2009-06-05,17.43,-0.75,-23.24
2009-06-08,17.76,-0.75,-23.680000000000003
2009-06-09,18.0,-0.75,-24.0
2009-06-10,18.31,-0.75,-24.41333333333333
2009-06-11,18.62,-0.75,-24.826666666666668
2009-06-12,18.68,-0.75,-24.906666666666666
2009-06-15,18.48,-0.75,-24.64
2009-06-16,18.33,-0.75,-24.439999999999998
2009-06-17,18.36,-0.75,-24.48
2009-06-18,18.55,-0.75,-24.733333333333334
2009-06-19,18.58,-0.75,-24.77333333333333
2009-06-22,18.6,-0.75,-24.8
2009-06-23,18.63,-0.75,-24.84
2009-06-24,18.55,-0.75,-24.733333333333334
2009-06-25,18.79,-0.75,-25.05333333333333
2009-06-26,19.07,-0.75,-25.426666666666666
2009-06-29,19.26,-0.75,-25.680000000000003
2009-06-30,19.11,-0.75,-25.48
2009-07-01,19.11,-0.75,-25.48
2009-07-02,18.78,-0.75,-25.040000000000003
2009-07-06,18.62,-0.75,-24.826666666666668
2009-07-07,18.36,-0.75,-24.48
2009-07-08,18.39,-0.75,-24.52
2009-07-09,18.28,-0.75,-24.373333333333335
2009-07-10,18.4,-0.75,-24.53333333333333
2009-07-13,18.69,-0.75,-24.92
2009-07-14,18.93,-0.75,-25.24
2009-07-15,18.45,-0.75,-24.599999999999998
2009-07-16,18.59,-0.75,-24.786666666666665
2009-07-17,18.71,-0.75,-24.94666666666667
2009-07-20,18.86,-0.75,-25.146666666666665
2009-07-21,18.83,-0.75,-25.106666666666666
2009-07-22,18.85,-0.75,-25.133333333333336
2009-07-23,19.26,-0.75,-25.680000000000003
2009-07-24,19.36,-0.75,-25.813333333333333
2009-07-27,19.55,-0.75,-26.066666666666666
2009-07-28,19.83,-0.75,-26.439999999999998
2009-07-29,19.75,-0.75,-26.333333333333332
2009-07-30,19.57,-0.75,-26.093333333333334
2009-07-31,19.71,-0.75,-26.28
2009-08-03,19.94,-0.75,-26.58666666666667
2009-08-04,19.99,-0.75,-26.653333333333332
2009-08-05,20.0,-0.75,-26.666666666666668
2009-08-06,19.8,0.32,61.875
2009-08-07,20.13,0.32,62.90624999999999
2009-08-10,20.38,0.32,63.68749999999999
2009-08-11,20.22,0.32,63.18749999999999
2009-08-12,19.53,0.32,61.03125
2009-08-13,19.34,0.32,60.4375
2009-08-14,19.14,0.32,59.8125
2009-08-17,19.25,0.32,60.15625
2009-08-18,19.39,0.32,60.59375
2009-08-19,19.86,0.32,62.0625
2009-08-20,20.07,0.32,62.71875
2009-08-21,20.09,0.32,62.78125
2009-08-24,19.98,0.32,62.4375
2009-08-25,20.24,0.32,63.24999999999999
2009-08-26,20.47,0.32,63.96874999999999
2009-08-27,20.36,0.32,63.625
2009-08-28,20.21,0.32,63.15625
2009-08-31,20.1,0.32,62.8125
2009-09-01,19.96,0.32,62.375
2009-09-02,19.89,0.32,62.15625
2009-09-03,19.78,0.32,61.8125
2009-09-04,19.81,0.32,61.90624999999999
2009-09-08,19.99,0.32,62.46874999999999
2009-09-09,19.9,0.32,62.18749999999999
2009-09-10,19.94,0.32,62.3125
2009-09-11,19.82,0.32,61.9375
2009-09-14,19.9,0.32,62.18749999999999
2009-09-15,20.17,0.32,63.03125000000001
2009-09-16,20.43,0.32,63.84375
2009-09-17,20.48,0.32,64.0
2009-09-18,20.25,0.32,63.28125
2009-09-21,20.21,0.32,63.15625
2009-09-22,20.07,0.32,62.71875
2009-09-23,20.1,0.32,62.8125
2009-09-24,19.83,0.32,61.96874999999999
2009-09-25,19.74,0.32,61.68749999999999
2009-09-28,20.17,0.32,63.03125000000001
2009-09-29,20.19,0.32,63.09375
2009-09-30,19.94,0.32,62.3125
2009-10-01,19.77,0.32,61.78125
2009-10-02,19.53,0.32,61.03125
2009-10-05,19.45,0.32,60.78125
2009-10-06,19.5,0.32,60.9375
2009-10-07,19.58,0.32,61.18749999999999
2009-10-08,19.68,0.32,61.5
2009-10-09,19.79,0.32,61.84374999999999
2009-10-12,20.1,0.32,62.8125
2009-10-13,20.05,0.32,62.65625
2009-10-14,19.82,0.32,61.9375
2009-10-15,19.76,0.32,61.75000000000001
2009-10-16,19.95,0.32,62.34375
2009-10-19,19.91,0.32,62.21875
2009-10-20,19.87,0.32,62.09375
2009-10-21,19.78,0.32,61.8125
2009-10-22,19.9,0.32,62.18749999999999
2009-10-23,19.49,0.32,60.90624999999999
2009-10-26,19.28,0.32,60.25
2009-10-27,19.06,0.32,59.56249999999999
2009-10-28,19.05,0.32,59.53125
2009-10-29,19.21,0.32,60.03125
2009-10-30,18.97,0.32,59.28124999999999
2009-11-02,19.04,0.32,59.49999999999999
2009-11-03,19.33,0.32,60.40624999999999
2009-11-04,19.28,0.32,60.25
2009-11-05,19.59,0.32,61.21875
2009-11-06,19.56,0.32,61.12499999999999
2009-11-09,20.5,0.52,39.42307692307692
2009-11-10,20.14,0.52,38.73076923076923
2009-11-11,19.91,0.52,38.28846153846154
2009-11-12,20.27,0.52,38.980769230769226
2009-11-13,20.29,0.52,39.01923076923077
2009-11-16,20.42,0.52,39.269230769230774
2009-11-17,21.63,0.52,41.59615384615384
2009-11-18,21.43,0.52,41.21153846153846
2009-11-19,21.47,0.52,41.28846153846153
2009-11-20,21.29,0.52,40.942307692307686
2009-11-23,21.29,0.52,40.942307692307686
2009-11-24,21.84,0.52,42.0
2009-11-25,22.01,0.52,42.32692307692308
2009-11-27,22.01,0.52,42.32692307692308
2009-11-30,22.24,0.52,42.76923076923077
2009-12-01,22.28,0.52,42.84615384615385
2009-12-02,22.08,0.52,42.46153846153846
2009-12-03,21.8,0.52,41.92307692307692
2009-12-04,21.8,0.52,41.92307692307692
2009-12-07,21.76,0.52,41.84615384615385
2009-12-08,21.6,0.52,41.53846153846154
2009-12-09,21.74,0.52,41.80769230769231
2009-12-10,21.76,0.52,41.84615384615385
2009-12-11,22.07,0.52,42.44230769230769
2009-12-14,22.09,0.52,42.480769230769226
2009-12-15,22.06,0.52,42.42307692307692
2009-12-16,22.32,0.52,42.92307692307692
2009-12-17,22.54,0.52,43.34615384615384
2009-12-18,22.41,0.52,43.09615384615385
2009-12-21,22.68,0.52,43.61538461538461
2009-12-22,22.21,0.52,42.71153846153846
2009-12-23,22.25,0.52,42.78846153846154
2009-12-24,22.4,0.52,43.07692307692307
2009-12-28,22.34,0.52,42.96153846153846
2009-12-29,22.47,0.52,43.21153846153846
2009-12-30,22.55,0.52,43.36538461538461
2009-12-31,22.41,0.52,43.09615384615385
2010-01-04,22.65,0.52,43.55769230769231
2010-01-05,22.88,0.52,44.0
2010-01-06,23.0,0.52,44.230769230769226
2010-01-07,23.05,0.52,44.32692307692308
2010-01-08,23.0,0.52,44.230769230769226
2010-01-11,23.23,0.52,44.67307692307692
2010-01-12,23.12,0.52,44.46153846153846
2010-01-13,23.22,0.52,44.65384615384615
2010-01-14,22.98,0.52,44.19230769230769
2010-01-15,22.6,0.52,43.46153846153846
2010-01-19,22.5,0.52,43.26923076923077
2010-01-20,22.45,0.52,43.17307692307692
2010-01-21,22.11,0.52,42.51923076923077
2010-01-22,22.06,0.52,42.42307692307692
2010-01-25,22.15,0.52,42.59615384615384
2010-01-26,22.02,0.52,42.34615384615385
2010-01-27,22.02,0.52,42.34615384615385
2010-01-28,21.66,0.52,41.65384615384615
2010-01-29,21.8,0.52,41.92307692307692
2010-02-01,22.14,0.52,42.57692307692307
2010-02-02,22.1,0.52,42.5
2010-02-03,22.36,0.52,43.0
2010-02-04,21.75,0.52,41.82692307692307
2010-02-05,21.68,0.52,41.69230769230769
2010-02-08,21.61,0.52,41.55769230769231
2010-02-09,21.4,0.52,41.153846153846146
2010-02-10,21.57,0.52,41.480769230769226
2010-02-11,21.82,0.52,41.96153846153846
2010-02-12,22.16,0.52,42.61538461538461
2010-02-16,22.12,0.52,42.53846153846154
2010-02-17,22.21,0.52,42.71153846153846
2010-02-18,22.51,0.52,43.28846153846154
2010-02-19,22.88,0.52,44.0
2010-02-22,22.69,0.52,43.63461538461539
2010-02-23,22.45,0.52,43.17307692307692
2010-02-24,22.26,0.52,42.80769230769231
2010-02-25,22.31,0.52,42.90384615384615
2010-02-26,22.26,0.52,42.80769230769231
2010-03-01,21.08,0.21,100.38095238095238
2010-03-02,20.75,0.21,98.80952380952381
2010-03-03,20.92,0.21,99.61904761904763
2010-03-04,21.25,0.21,101.19047619047619
2010-03-05,21.41,0.21,101.95238095238096
2010-03-08,21.35,0.21,101.66666666666667
2010-03-09,21.22,0.21,101.04761904761905
2010-03-10,21.07,0.21,100.33333333333334
2010-03-11,21.02,0.21,100.0952380952381
2010-03-12,20.96,0.21,99.80952380952381
2010-03-15,21.1,0.21,100.47619047619048
2010-03-16,21.07,0.21,100.33333333333334
2010-03-17,21.27,0.21,101.28571428571429
2010-03-18,21.4,0.21,101.9047619047619
2010-03-19,21.25,0.21,101.19047619047619
2010-03-22,21.11,0.21,100.52380952380952
2010-03-23,21.61,0.21,102.90476190476191
2010-03-24,21.7,0.21,103.33333333333333
2010-03-25,21.51,0.21,102.42857142857144
2010-03-26,21.25,0.21,101.19047619047619
2010-03-29,21.43,0.21,102.04761904761905
2010-03-30,21.37,0.21,101.76190476190477
2010-03-31,21.76,0.21,103.61904761904763
2010-04-01,21.81,0.21,103.85714285714286
2010-04-05,22.15,0.21,105.47619047619047
2010-04-06,22.14,0.21,105.42857142857143
2010-04-07,21.71,0.21,103.3809523809524
2010-04-08,21.35,0.21,101.66666666666667
2010-04-09,21.62,0.21,102.95238095238096
2010-04-12,21.55,0.21,102.61904761904762
2010-04-13,21.48,0.21,102.28571428571429
2010-04-14,21.44,0.21,102.0952380952381
2010-04-15,21.43,0.21,102.04761904761905
2010-04-16,21.47,0.21,102.23809523809524
2010-04-19,21.22,0.21,101.04761904761905
2010-04-20,21.45,0.21,102.14285714285714
2010-04-21,21.64,0.21,103.04761904761905
2010-04-22,21.43,0.21,102.04761904761905
2010-04-23,21.36,0.21,101.71428571428572
2010-04-26,21.06,0.21,100.28571428571428
2010-04-27,20.83,0.21,99.19047619047619
2010-04-28,21.24,0.21,101.14285714285714
2010-04-29,21.69,0.21,103.28571428571429
2010-04-30,21.78,0.21,103.71428571428572
2010-05-03,21.94,0.21,104.47619047619048
2010-05-04,22.0,0.17,129.41176470588235
2010-05-05,22.01,0.17,129.47058823529412
2010-05-06,21.4,0.17,125.88235294117645
2010-05-07,20.71,0.17,121.8235294117647
2010-05-10,21.93,0.17,129.0
2010-05-11,21.65,0.17,127.35294117647057
2010-05-12,21.7,0.17,127.64705882352939
2010-05-13,21.75,0.17,127.94117647058823
2010-05-14,21.38,0.17,125.76470588235293
2010-05-17,21.29,0.17,125.23529411764704
2010-05-18,20.92,0.17,123.05882352941177
2010-05-19,20.65,0.17,121.4705882352941
2010-05-20,19.95,0.17,117.35294117647058
2010-05-21,20.09,0.17,118.17647058823529
2010-05-24,20.05,0.17,117.94117647058823
2010-05-25,20.01,0.17,117.70588235294117
2010-05-26,20.0,0.17,117.6470588235294
2010-05-27,20.28,0.17,119.29411764705883
2010-05-28,20.34,0.17,119.6470588235294
2010-06-01,20.02,0.17,117.76470588235293
2010-06-02,20.22,0.17,118.94117647058822
2010-06-03,20.41,0.17,120.05882352941175
2010-06-04,19.92,0.17,117.17647058823529
2010-06-07,19.92,0.17,117.17647058823529
2010-06-08,20.21,0.17,118.88235294117646
2010-06-09,20.1,0.17,118.23529411764706
2010-06-10,20.01,0.17,117.70588235294117
2010-06-11,20.1,0.17,118.23529411764706
2010-06-14,20.66,0.17,121.52941176470587
2010-06-15,20.86,0.17,122.70588235294116
2010-06-16,20.89,0.17,122.88235294117646
2010-06-17,21.09,0.17,124.05882352941175
2010-06-18,21.74,0.17,127.88235294117645
2010-06-21,21.45,0.17,126.17647058823528
2010-06-22,21.1,0.17,124.11764705882352
2010-06-23,20.97,0.17,123.35294117647057
2010-06-24,20.8,0.17,122.35294117647058
2010-06-25,21.02,0.17,123.6470588235294
2010-06-28,21.18,0.17,124.58823529411764
2010-06-29,20.76,0.17,122.11764705882354
2010-06-30,20.6,0.17,121.17647058823529
2010-07-01,20.0,0.17,117.6470588235294
2010-07-02,20.03,0.17,117.82352941176471
2010-07-06,20.29,0.17,119.35294117647058
2010-07-07,21.08,0.17,123.99999999999999
2010-07-08,21.21,0.17,124.76470588235294
2010-07-09,21.23,0.17,124.88235294117646
2010-07-12,21.06,0.17,123.88235294117645
2010-07-13,21.12,0.17,124.23529411764706
2010-07-14,21.28,0.17,125.17647058823529
2010-07-15,21.36,0.17,125.6470588235294
2010-07-16,20.84,0.17,122.58823529411764
2010-07-19,21.06,0.17,123.88235294117645
2010-07-20,21.46,0.17,126.23529411764706
2010-07-21,20.99,0.17,123.4705882352941
2010-07-22,21.38,0.17,125.76470588235293
2010-07-23,21.34,0.17,125.52941176470587
2010-07-26,21.72,0.17,127.76470588235293
2010-07-27,21.84,0.17,128.47058823529412
2010-07-28,21.55,0.17,126.76470588235294
2010-07-29,21.25,0.17,124.99999999999999
2010-07-30,21.38,0.17,125.76470588235293
2010-08-02,21.8,0.17,128.23529411764704
2010-08-03,21.56,0.17,126.8235294117647
2010-08-04,21.58,0.39,55.33333333333333
2010-08-05,22.62,0.39,58.0
2010-08-06,22.56,0.39,57.84615384615384
2010-08-09,22.6,0.39,57.94871794871795
2010-08-10,22.82,0.39,58.51282051282051
2010-08-11,22.72,0.39,58.25641025641025
2010-08-12,22.48,0.39,57.64102564102564
2010-08-13,22.66,0.39,58.1025641025641
2010-08-16,22.1,0.39,56.66666666666667
2010-08-17,22.33,0.39,57.25641025641025
2010-08-18,22.27,0.39,57.1025641025641
2010-08-19,22.09,0.39,56.641025641025635
2010-08-20,22.08,0.39,56.615384615384606
2010-08-23,22.0,0.39,56.41025641025641
2010-08-24,21.95,0.39,56.28205128205128
2010-08-25,22.66,0.39,58.1025641025641
2010-08-26,22.69,0.39,58.17948717948718
2010-08-27,22.74,0.39,58.3076923076923
2010-08-30,22.6,0.39,57.94871794871795
2010-08-31,22.58,0.39,57.89743589743589
2010-09-01,23.04,0.39,59.07692307692307
2010-09-02,23.26,0.39,59.64102564102564
2010-09-03,23.34,0.39,59.84615384615385
2010-09-07,22.88,0.39,58.666666666666664
2010-09-08,22.5,0.39,57.69230769230769
2010-09-09,22.56,0.39,57.84615384615384
2010-09-10,22.61,0.39,57.97435897435897
2010-09-13,22.77,0.39,58.38461538461538
2010-09-14,22.78,0.39,58.41025641025641
2010-09-15,22.85,0.39,58.58974358974359
2010-09-16,22.73,0.39,58.282051282051285
2010-09-17,23.14,0.39,59.333333333333336
2010-09-20,23.19,0.39,59.46153846153846
2010-09-21,23.06,0.39,59.128205128205124
