date,PRGO,PRGO_EPS,PE Ratio
1992-11-10,21.25,0.0,inf
1992-11-11,21.88,0.0,inf
1992-11-12,20.88,0.0,inf
1992-11-13,20.88,0.0,inf
1992-11-16,20.38,0.0,inf
1992-11-17,20.25,0.0,inf
1992-11-18,20.0,0.0,inf
1992-11-19,20.63,0.0,inf
1992-11-20,21.5,0.0,inf
1992-11-23,21.44,0.0,inf
1992-11-24,21.38,0.0,inf
1992-11-25,20.63,0.0,inf
1992-11-27,20.63,0.0,inf
1992-11-30,20.88,0.0,inf
1992-12-01,21.13,0.0,inf
1992-12-02,21.63,0.0,inf
1992-12-03,22.0,0.0,inf
1992-12-04,21.75,0.0,inf
1992-12-07,21.94,0.0,inf
1992-12-08,22.0,0.0,inf
1992-12-09,22.5,0.0,inf
1992-12-10,22.38,0.0,inf
1992-12-11,22.5,0.0,inf
1992-12-14,21.5,0.0,inf
1992-12-15,21.25,0.0,inf
1992-12-16,21.38,0.0,inf
1992-12-17,21.25,0.0,inf
1992-12-18,21.0,0.0,inf
1992-12-21,21.5,0.0,inf
1992-12-22,22.0,0.0,inf
1992-12-23,22.38,0.0,inf
1992-12-24,22.0,0.0,inf
1992-12-28,22.44,0.0,inf
1992-12-29,22.44,0.0,inf
1992-12-30,22.5,0.0,inf
1992-12-31,22.5,0.0,inf
1993-01-04,22.13,0.0,inf
1993-01-05,22.25,0.0,inf
1993-01-06,21.88,0.0,inf
1993-01-07,21.38,0.0,inf
1993-01-08,21.25,0.0,inf
1993-01-11,21.25,0.0,inf
1993-01-12,21.25,0.0,inf
1993-01-13,21.0,0.0,inf
1993-01-14,21.0,0.0,inf
1993-01-15,21.5,0.0,inf
1993-01-18,21.88,0.0,inf
1993-01-19,21.5,0.0,inf
1993-01-20,21.75,0.0,inf
1993-01-21,21.88,0.0,inf
1993-01-22,21.75,0.0,inf
1993-01-25,21.88,0.0,inf
1993-01-26,23.0,0.0,inf
1993-01-27,23.25,0.0,inf
1993-01-28,23.13,0.0,inf
1993-01-29,22.5,0.0,inf
1993-02-01,23.25,0.0,inf
1993-02-02,24.0,0.0,inf
1993-02-03,25.13,0.0,inf
1993-02-04,24.13,0.0,inf
1993-02-05,23.94,0.0,inf
1993-02-08,23.56,0.0,inf
1993-02-09,22.63,0.0,inf
1993-02-10,21.88,0.0,inf
1993-02-11,21.88,0.0,inf
1993-02-12,21.5,0.0,inf
1993-02-16,21.0,0.0,inf
1993-02-17,20.88,0.0,inf
1993-02-18,21.25,0.0,inf
1993-02-19,21.25,0.0,inf
1993-02-22,19.75,0.0,inf
1993-02-23,19.38,0.0,inf
1993-02-24,19.75,0.0,inf
1993-02-25,20.38,0.0,inf
1993-02-26,20.5,0.0,inf
1993-03-01,20.88,0.0,inf
1993-03-02,22.0,0.0,inf
1993-03-03,22.25,0.0,inf
1993-03-04,21.63,0.0,inf
1993-03-05,21.88,0.0,inf
1993-03-08,22.25,0.0,inf
1993-03-09,22.0,0.0,inf
1993-03-10,21.75,0.0,inf
1993-03-11,22.25,0.0,inf
1993-03-12,23.13,0.0,inf
1993-03-15,23.5,0.0,inf
1993-03-16,23.63,0.0,inf
1993-03-17,23.88,0.0,inf
1993-03-18,23.81,0.0,inf
1993-03-19,23.88,0.0,inf
1993-03-22,24.0,0.0,inf
1993-03-23,24.13,0.0,inf
1993-03-24,23.88,0.0,inf
1993-03-25,23.63,0.0,inf
1993-03-26,23.5,0.0,inf
1993-03-29,23.0,0.0,inf
1993-03-30,22.38,0.0,inf
1993-03-31,22.38,0.0,inf
1993-04-01,22.25,0.0,inf
1993-04-02,21.69,0.0,inf
1993-04-05,21.88,0.0,inf
1993-04-06,22.38,0.0,inf
1993-04-07,24.38,0.0,inf
1993-04-08,24.75,0.0,inf
1993-04-12,24.75,0.0,inf
1993-04-13,25.25,0.0,inf
1993-04-14,25.63,0.0,inf
1993-04-15,25.5,0.0,inf
1993-04-16,23.25,0.0,inf
1993-04-19,23.19,0.0,inf
1993-04-20,23.0,0.0,inf
1993-04-21,22.13,0.0,inf
1993-04-22,22.13,0.0,inf
1993-04-23,21.88,0.0,inf
1993-04-26,21.13,0.0,inf
1993-04-27,20.88,0.0,inf
1993-04-28,21.0,0.0,inf
1993-04-29,21.88,0.0,inf
1993-04-30,22.13,0.0,inf
1993-05-03,21.81,0.0,inf
1993-05-04,22.5,0.0,inf
1993-05-05,22.0,0.0,inf
1993-05-06,21.75,0.0,inf
1993-05-07,21.5,0.0,inf
1993-05-10,22.13,0.0,inf
1993-05-11,20.63,0.0,inf
1993-05-12,20.38,0.0,inf
1993-05-13,20.38,0.0,inf
1993-05-14,20.63,0.0,inf
1993-05-17,21.38,0.0,inf
1993-05-18,21.5,0.0,inf
1993-05-19,22.38,0.0,inf
1993-05-20,22.88,0.0,inf
1993-05-21,21.75,0.0,inf
1993-05-24,22.0,0.0,inf
1993-05-25,22.25,0.0,inf
1993-05-26,22.13,0.0,inf
1993-05-27,22.31,0.0,inf
1993-05-28,22.38,0.0,inf
1993-06-01,22.0,0.0,inf
1993-06-02,22.13,0.0,inf
1993-06-03,21.88,0.0,inf
1993-06-04,22.19,0.0,inf
1993-06-07,22.0,0.0,inf
1993-06-08,21.0,0.0,inf
1993-06-09,20.81,0.0,inf
1993-06-10,20.69,0.0,inf
1993-06-11,20.38,0.0,inf
1993-06-14,20.13,0.0,inf
1993-06-15,20.5,0.0,inf
1993-06-16,20.88,0.0,inf
1993-06-17,21.13,0.0,inf
1993-06-18,21.25,0.0,inf
1993-06-21,20.81,0.0,inf
1993-06-22,21.13,0.0,inf
1993-06-23,20.94,0.0,inf
1993-06-24,21.25,0.0,inf
1993-06-25,21.5,0.0,inf
1993-06-28,21.69,0.0,inf
1993-06-29,21.75,0.0,inf
1993-06-30,21.81,0.0,inf
1993-07-01,21.69,0.0,inf
1993-07-02,21.75,0.0,inf
1993-07-06,22.25,0.0,inf
1993-07-07,22.0,0.0,inf
1993-07-08,21.75,0.0,inf
1993-07-09,21.75,0.0,inf
1993-07-12,21.63,0.0,inf
1993-07-13,21.0,0.0,inf
1993-07-14,21.0,0.0,inf
1993-07-15,22.56,0.0,inf
1993-07-16,22.63,0.0,inf
1993-07-19,22.25,0.0,inf
1993-07-20,22.0,0.0,inf
1993-07-21,22.25,0.0,inf
1993-07-22,22.25,0.0,inf
1993-07-23,22.19,0.0,inf
1993-07-26,22.38,0.0,inf
1993-07-27,22.38,0.0,inf
1993-07-28,22.5,0.0,inf
1993-07-29,22.63,0.0,inf
1993-07-30,23.13,0.0,inf
1993-08-02,23.75,0.0,inf
1993-08-03,24.31,0.0,inf
1993-08-04,25.06,0.0,inf
1993-08-05,25.0,0.0,inf
1993-08-06,25.13,0.0,inf
1993-08-09,24.88,0.0,inf
1993-08-10,25.0,0.0,inf
1993-08-11,25.0,0.0,inf
1993-08-12,24.63,0.0,inf
1993-08-13,24.13,0.0,inf
1993-08-16,23.38,0.0,inf
1993-08-17,25.0,0.0,inf
1993-08-18,26.0,0.0,inf
1993-08-19,26.5,0.0,inf
1993-08-20,26.38,0.0,inf
1993-08-23,27.13,0.0,inf
1993-08-24,26.5,0.0,inf
1993-08-25,26.75,0.0,inf
1993-08-26,28.25,0.0,inf
1993-08-27,28.25,0.0,inf
1993-08-30,28.25,0.0,inf
1993-08-31,29.0,0.0,inf
1993-09-01,29.25,0.0,inf
1993-09-02,30.75,0.0,inf
1993-09-03,30.0,0.0,inf
1993-09-07,29.5,0.0,inf
1993-09-08,29.63,0.0,inf
1993-09-09,29.5,0.0,inf
1993-09-10,29.25,0.0,inf
1993-09-13,29.75,0.0,inf
1993-09-14,28.75,0.0,inf
1993-09-15,28.75,0.0,inf
1993-09-16,29.25,0.0,inf
1993-09-17,30.0,0.0,inf
1993-09-20,31.0,0.0,inf
1993-09-21,31.63,0.0,inf
1993-09-22,33.25,0.0,inf
1993-09-23,33.75,0.0,inf
1993-09-24,29.25,0.0,inf
1993-09-27,29.25,0.0,inf
1993-09-28,29.88,0.0,inf
1993-09-29,31.0,0.0,inf
1993-09-30,31.0,0.0,inf
1993-10-01,30.38,0.0,inf
1993-10-04,29.75,0.0,inf
1993-10-05,30.5,0.0,inf
1993-10-06,30.63,0.0,inf
1993-10-07,31.25,0.0,inf
1993-10-08,31.25,0.0,inf
1993-10-11,31.38,0.0,inf
1993-10-12,31.25,0.0,inf
1993-10-13,31.0,0.0,inf
1993-10-14,32.25,0.0,inf
1993-10-15,32.5,0.0,inf
1993-10-18,32.5,0.0,inf
1993-10-19,31.25,0.0,inf
1993-10-20,32.0,0.0,inf
1993-10-21,31.13,0.0,inf
1993-10-22,31.0,0.0,inf
1993-10-25,31.0,0.0,inf
1993-10-26,31.0,0.0,inf
1993-10-27,31.0,0.0,inf
1993-10-28,31.25,0.0,inf
1993-10-29,31.5,0.0,inf
1993-11-01,31.75,0.0,inf
1993-11-02,31.25,0.0,inf
1993-11-03,31.0,0.0,inf
1993-11-04,31.0,0.0,inf
1993-11-05,31.13,0.0,inf
1993-11-08,31.25,0.0,inf
1993-11-09,31.5,0.0,inf
1993-11-10,31.0,0.0,inf
1993-11-11,31.5,0.0,inf
1993-11-12,32.75,0.0,inf
1993-11-15,32.0,0.0,inf
1993-11-16,31.25,0.0,inf
1993-11-17,31.25,0.0,inf
1993-11-18,32.5,0.0,inf
1993-11-19,32.25,0.0,inf
1993-11-22,29.5,0.0,inf
1993-11-23,29.25,0.0,inf
1993-11-24,29.5,0.0,inf
1993-11-26,30.0,0.0,inf
1993-11-29,29.88,0.0,inf
1993-11-30,29.75,0.0,inf
1993-12-01,30.5,0.0,inf
1993-12-02,30.25,0.0,inf
1993-12-03,30.38,0.0,inf
1993-12-06,30.75,0.0,inf
1993-12-07,31.5,0.0,inf
1993-12-08,32.0,0.0,inf
1993-12-09,32.25,0.0,inf
1993-12-10,31.5,0.0,inf
1993-12-13,32.25,0.0,inf
1993-12-14,32.25,0.0,inf
1993-12-15,32.25,0.0,inf
1993-12-16,32.5,0.0,inf
1993-12-17,32.5,0.0,inf
1993-12-20,32.75,0.0,inf
1993-12-21,32.5,0.0,inf
1993-12-22,33.25,0.0,inf
1993-12-23,33.75,0.0,inf
1993-12-27,34.0,0.0,inf
1993-12-28,33.75,0.0,inf
1993-12-29,34.0,0.0,inf
1993-12-30,33.75,0.0,inf
1993-12-31,34.25,0.0,inf
1994-01-03,34.25,0.0,inf
1994-01-04,33.5,0.0,inf
1994-01-05,33.88,0.0,inf
1994-01-06,33.5,0.0,inf
1994-01-07,33.75,0.0,inf
1994-01-10,33.5,0.0,inf
1994-01-11,32.5,0.0,inf
1994-01-12,31.75,0.0,inf
1994-01-13,30.75,0.0,inf
1994-01-14,31.75,0.0,inf
1994-01-17,32.13,0.0,inf
1994-01-18,32.5,0.0,inf
1994-01-19,31.5,0.0,inf
1994-01-20,31.63,0.0,inf
1994-01-21,30.5,0.0,inf
1994-01-24,30.75,0.0,inf
1994-01-25,30.5,0.0,inf
1994-01-26,30.5,0.0,inf
1994-01-27,31.25,0.0,inf
1994-01-28,32.0,0.0,inf
1994-01-31,30.5,0.0,inf
1994-02-01,30.5,0.0,inf
1994-02-02,30.25,0.0,inf
1994-02-03,31.75,0.0,inf
1994-02-04,30.25,0.0,inf
1994-02-07,29.5,0.0,inf
1994-02-08,30.0,0.0,inf
1994-02-09,29.63,0.0,inf
1994-02-10,29.75,0.0,inf
1994-02-11,29.25,0.0,inf
1994-02-14,29.25,0.0,inf
1994-02-15,29.0,0.0,inf
1994-02-16,30.0,0.0,inf
1994-02-17,30.5,0.0,inf
1994-02-18,30.75,0.0,inf
1994-02-22,31.0,0.0,inf
1994-02-23,30.5,0.0,inf
1994-02-24,29.63,0.0,inf
1994-02-25,29.75,0.0,inf
1994-02-28,29.0,0.0,inf
1994-03-01,28.5,0.0,inf
1994-03-02,28.0,0.0,inf
1994-03-03,28.5,0.0,inf
1994-03-04,28.5,0.0,inf
1994-03-07,28.0,0.0,inf
1994-03-08,28.13,0.0,inf
1994-03-09,27.88,0.0,inf
1994-03-10,27.75,0.0,inf
1994-03-11,28.0,0.0,inf
1994-03-14,27.38,0.0,inf
1994-03-15,22.38,0.0,inf
1994-03-16,23.75,0.0,inf
1994-03-17,24.5,0.0,inf
1994-03-18,24.38,0.0,inf
1994-03-21,24.25,0.0,inf
1994-03-22,23.88,0.0,inf
1994-03-23,23.5,0.0,inf
1994-03-24,23.75,0.0,inf
1994-03-25,23.25,0.0,inf
1994-03-28,23.25,0.0,inf
1994-03-29,21.75,0.0,inf
1994-03-30,20.88,0.0,inf
1994-03-31,22.5,0.0,inf
1994-04-04,21.75,0.0,inf
1994-04-05,21.75,0.0,inf
1994-04-06,21.5,0.0,inf
1994-04-07,20.75,0.0,inf
1994-04-08,21.0,0.0,inf
1994-04-11,21.25,0.0,inf
1994-04-12,21.0,0.0,inf
1994-04-13,20.25,0.0,inf
1994-04-14,20.75,0.0,inf
1994-04-15,20.25,0.0,inf
1994-04-18,20.0,0.0,inf
1994-04-19,19.0,0.0,inf
1994-04-20,19.25,0.0,inf
1994-04-21,19.5,0.0,inf
1994-04-22,19.5,0.0,inf
1994-04-25,19.5,0.0,inf
1994-04-26,19.38,0.0,inf
1994-04-28,19.75,0.0,inf
1994-04-29,19.06,0.0,inf
1994-05-02,19.63,0.0,inf
1994-05-03,19.75,0.0,inf
1994-05-04,19.5,0.0,inf
1994-05-05,19.75,0.0,inf
1994-05-06,19.5,0.0,inf
1994-05-09,18.88,0.0,inf
1994-05-10,13.13,0.0,inf
1994-05-11,13.38,0.0,inf
1994-05-12,14.25,0.0,inf
1994-05-13,13.75,0.0,inf
1994-05-16,13.44,0.0,inf
1994-05-17,14.13,0.0,inf
1994-05-18,14.63,0.0,inf
1994-05-19,15.0,0.0,inf
1994-05-20,15.0,0.0,inf
1994-05-23,15.25,0.0,inf
1994-05-24,15.0,0.0,inf
1994-05-25,14.81,0.0,inf
1994-05-26,15.5,0.0,inf
1994-05-27,15.25,0.0,inf
1994-05-31,15.5,0.0,inf
1994-06-01,15.0,0.0,inf
1994-06-02,15.25,0.0,inf
1994-06-03,15.5,0.0,inf
1994-06-06,15.75,0.0,inf
1994-06-07,16.0,0.0,inf
1994-06-08,15.75,0.0,inf
1994-06-09,16.25,0.0,inf
1994-06-10,16.25,0.0,inf
1994-06-13,15.5,0.0,inf
1994-06-14,15.75,0.0,inf
1994-06-15,15.0,0.0,inf
1994-06-16,14.75,0.0,inf
1994-06-17,14.69,0.0,inf
1994-06-20,14.25,0.0,inf
1994-06-21,14.0,0.0,inf
1994-06-22,13.88,0.0,inf
1994-06-23,12.88,0.0,inf
1994-06-24,13.5,0.0,inf
1994-06-27,14.25,0.0,inf
1994-06-28,14.0,0.0,inf
1994-06-29,13.5,0.0,inf
1994-06-30,13.75,0.0,inf
1994-07-01,14.0,0.0,inf
1994-07-05,14.0,0.0,inf
1994-07-06,13.5,0.0,inf
1994-07-07,13.5,0.0,inf
1994-07-08,13.5,0.0,inf
1994-07-11,13.75,0.0,inf
1994-07-12,13.75,0.0,inf
1994-07-13,13.75,0.0,inf
1994-07-14,13.63,0.0,inf
1994-07-15,13.5,0.0,inf
1994-07-18,13.5,0.0,inf
1994-07-19,13.0,0.0,inf
1994-07-20,13.0,0.0,inf
1994-07-21,13.75,0.0,inf
1994-07-22,13.94,0.0,inf
1994-07-25,14.0,0.0,inf
1994-07-26,13.75,0.0,inf
1994-07-27,13.88,0.0,inf
1994-07-28,14.0,0.0,inf
1994-07-29,14.0,0.0,inf
1994-08-01,13.75,0.0,inf
1994-08-02,13.0,0.0,inf
1994-08-03,13.25,0.0,inf
1994-08-04,12.88,0.0,inf
1994-08-05,12.25,0.0,inf
1994-08-08,12.5,0.0,inf
1994-08-09,12.38,0.0,inf
1994-08-10,12.75,0.0,inf
1994-08-11,12.25,0.0,inf
1994-08-12,13.0,0.0,inf
1994-08-15,13.06,0.0,inf
1994-08-16,13.38,0.0,inf
1994-08-17,13.69,0.0,inf
1994-08-18,13.63,0.0,inf
1994-08-19,14.0,0.0,inf
1994-08-22,14.0,0.0,inf
1994-08-23,14.75,0.0,inf
1994-08-24,14.88,0.0,inf
1994-08-25,14.75,0.0,inf
1994-08-26,15.0,0.0,inf
1994-08-29,14.75,0.0,inf
1994-08-30,15.0,0.0,inf
1994-08-31,15.25,0.0,inf
1994-09-01,14.75,0.0,inf
1994-09-02,15.25,0.0,inf
1994-09-06,15.0,0.0,inf
1994-09-07,14.75,0.0,inf
1994-09-08,15.25,0.0,inf
1994-09-09,15.0,0.0,inf
1994-09-12,14.75,0.0,inf
1994-09-13,15.25,0.0,inf
1994-09-14,14.5,0.0,inf
1994-09-15,15.25,0.0,inf
1994-09-16,15.25,0.0,inf
1994-09-19,14.75,0.0,inf
1994-09-20,14.75,0.0,inf
1994-09-21,14.5,0.0,inf
1994-09-22,14.25,0.0,inf
1994-09-23,14.25,0.0,inf
1994-09-26,14.13,0.0,inf
1994-09-27,13.63,0.0,inf
1994-09-28,14.0,0.0,inf
1994-09-29,14.0,0.0,inf
1994-09-30,13.5,0.0,inf
1994-10-03,13.75,0.0,inf
1994-10-04,13.88,0.0,inf
1994-10-05,13.88,0.0,inf
1994-10-06,14.0,0.0,inf
1994-10-07,14.0,0.0,inf
1994-10-10,14.5,0.0,inf
1994-10-11,14.75,0.0,inf
1994-10-12,14.5,0.0,inf
1994-10-13,14.25,0.0,inf
1994-10-14,14.5,0.0,inf
1994-10-17,14.5,0.0,inf
1994-10-18,15.25,0.0,inf
1994-10-19,16.0,0.0,inf
1994-10-20,15.75,0.0,inf
1994-10-21,15.25,0.0,inf
1994-10-24,15.63,0.0,inf
1994-10-25,15.63,0.0,inf
1994-10-26,15.75,0.0,inf
1994-10-27,15.5,0.0,inf
1994-10-28,13.44,0.0,inf
1994-10-31,13.5,0.0,inf
1994-11-01,13.5,0.0,inf
1994-11-02,13.38,0.0,inf
1994-11-03,13.25,0.0,inf
1994-11-04,12.75,0.0,inf
1994-11-07,13.13,0.0,inf
1994-11-08,13.5,0.0,inf
1994-11-09,13.5,0.0,inf
1994-11-10,13.31,0.0,inf
1994-11-11,13.0,0.0,inf
1994-11-14,13.25,0.0,inf
1994-11-15,13.0,0.0,inf
1994-11-16,12.88,0.0,inf
1994-11-17,12.75,0.0,inf
1994-11-18,13.0,0.0,inf
1994-11-21,12.63,0.0,inf
1994-11-22,12.0,0.0,inf
1994-11-23,12.13,0.0,inf
1994-11-25,12.38,0.0,inf
1994-11-28,12.13,0.0,inf
1994-11-29,12.13,0.0,inf
1994-11-30,12.0,0.0,inf
1994-12-01,11.75,0.0,inf
1994-12-02,12.13,0.0,inf
1994-12-05,11.88,0.0,inf
1994-12-06,12.0,0.0,inf
1994-12-07,11.38,0.0,inf
1994-12-08,11.63,0.0,inf
1994-12-09,11.5,0.0,inf
1994-12-12,11.25,0.0,inf
1994-12-13,11.13,0.0,inf
1994-12-14,11.0,0.0,inf
1994-12-15,11.5,0.0,inf
1994-12-16,11.25,0.0,inf
1994-12-19,12.0,0.0,inf
1994-12-20,12.5,0.0,inf
1994-12-21,12.5,0.0,inf
1994-12-22,12.0,0.0,inf
1994-12-23,11.75,0.0,inf
1994-12-27,11.75,0.0,inf
1994-12-28,11.5,0.0,inf
1994-12-29,12.13,0.0,inf
1994-12-30,12.5,0.0,inf
1995-01-03,12.0,0.0,inf
1995-01-04,12.13,0.0,inf
1995-01-05,11.88,0.0,inf
1995-01-06,11.75,0.0,inf
1995-01-09,11.63,0.0,inf
