date,UPS,UPS_EPS,PE Ratio
2006-01-13,74.5,2.53,29.446640316205535
2006-01-17,74.92,2.53,29.612648221343875
2006-01-18,75.59,2.53,29.87747035573123
2006-01-19,76.58,2.53,30.268774703557312
2006-01-20,75.24,2.53,29.73913043478261
2006-01-23,75.21,2.53,29.727272727272727
2006-01-24,76.15,2.53,30.098814229249015
2006-01-25,76.76,2.53,30.339920948616605
2006-01-26,75.55,2.53,29.861660079051383
2006-01-27,75.4,2.53,29.80237154150198
2006-01-30,74.9,2.53,29.604743083003957
2006-01-31,74.91,2.53,29.608695652173914
2006-02-01,74.76,2.53,29.54940711462451
2006-02-02,73.71,2.53,29.134387351778656
2006-02-03,73.06,2.53,28.87747035573123
2006-02-06,73.49,2.53,29.047430830039527
2006-02-07,72.79,2.53,28.770750988142296
2006-02-08,73.88,2.53,29.201581027667984
2006-02-09,73.77,2.53,29.158102766798418
2006-02-10,74.78,2.53,29.55731225296443
2006-02-13,75.03,2.53,29.65612648221344
2006-02-14,75.92,2.53,30.007905138339925
2006-02-15,76.3,2.53,30.15810276679842
2006-02-16,76.1,2.53,30.07905138339921
2006-02-17,76.25,2.53,30.13833992094862
2006-02-21,75.25,2.53,29.74308300395257
2006-02-22,75.87,2.53,29.988142292490124
2006-02-23,75.27,2.53,29.750988142292492
2006-02-24,75.32,2.53,29.770750988142293
2006-02-27,75.95,2.53,30.019762845849804
2006-02-28,74.71,2.53,29.529644268774703
2006-03-01,75.32,2.53,29.770750988142293
2006-03-02,74.95,2.53,29.624505928853758
2006-03-03,75.51,2.53,29.845849802371546
2006-03-06,76.1,2.53,30.07905138339921
2006-03-07,76.9,2.53,30.39525691699605
2006-03-08,77.0,2.53,30.434782608695656
2006-03-09,76.7,2.53,30.31620553359684
2006-03-10,77.36,2.53,30.57707509881423
2006-03-13,76.89,2.53,30.39130434782609
2006-03-14,78.1,3.48,22.442528735632184
2006-03-15,78.23,3.48,22.479885057471265
2006-03-16,78.0,3.48,22.413793103448278
2006-03-17,78.14,3.48,22.45402298850575
2006-03-20,78.22,3.48,22.477011494252874
2006-03-21,78.04,3.48,22.425287356321842
2006-03-22,78.85,3.48,22.658045977011493
2006-03-23,78.86,3.48,22.660919540229884
2006-03-24,78.82,3.48,22.64942528735632
2006-03-27,78.89,3.48,22.669540229885058
2006-03-28,78.87,3.48,22.663793103448278
2006-03-29,79.6,3.48,22.873563218390803
2006-03-30,79.52,3.48,22.850574712643677
2006-03-31,79.38,3.48,22.810344827586206
2006-04-03,79.58,3.48,22.867816091954023
2006-04-04,80.65,3.48,23.175287356321842
2006-04-05,80.91,3.48,23.25
2006-04-06,81.35,3.48,23.376436781609193
2006-04-07,81.74,3.48,23.488505747126435
2006-04-10,81.57,3.48,23.43965517241379
2006-04-11,81.27,3.48,23.353448275862068
2006-04-12,81.46,3.48,23.408045977011493
2006-04-13,81.6,3.48,23.448275862068964
2006-04-17,81.04,3.48,23.28735632183908
2006-04-18,82.4,3.48,23.678160919540232
2006-04-19,82.52,3.48,23.71264367816092
2006-04-20,82.05,3.48,23.57758620689655
2006-04-21,82.03,3.48,23.57183908045977
2006-04-24,81.99,3.48,23.560344827586206
2006-04-25,80.9,3.48,23.24712643678161
2006-04-26,80.98,3.48,23.270114942528735
2006-04-27,81.45,3.48,23.405172413793103
2006-04-28,81.07,3.48,23.29597701149425
2006-05-01,80.88,3.48,23.241379310344826
2006-05-02,81.63,3.48,23.456896551724135
2006-05-03,81.65,3.48,23.462643678160923
2006-05-04,82.4,3.48,23.678160919540232
2006-05-05,83.35,3.48,23.951149425287355
2006-05-08,83.11,3.48,23.882183908045977
2006-05-09,83.1,3.48,23.879310344827584
2006-05-10,82.85,0.89,93.08988764044943
2006-05-11,81.83,0.89,91.9438202247191
2006-05-12,80.86,0.89,90.85393258426966
2006-05-15,81.32,0.89,91.37078651685393
2006-05-16,80.76,0.89,90.74157303370787
2006-05-17,79.73,0.89,89.58426966292136
2006-05-18,79.5,0.89,89.32584269662921
2006-05-19,79.94,0.89,89.82022471910112
2006-05-22,80.3,0.89,90.2247191011236
2006-05-23,80.5,0.89,90.4494382022472
2006-05-24,80.0,0.89,89.8876404494382
2006-05-25,80.55,0.89,90.50561797752809
2006-05-26,81.03,0.89,91.04494382022472
2006-05-30,79.8,0.89,89.6629213483146
2006-05-31,80.55,0.89,90.50561797752809
2006-06-01,81.01,0.89,91.02247191011236
2006-06-02,81.05,0.89,91.06741573033707
2006-06-05,79.61,0.89,89.4494382022472
2006-06-06,80.04,0.89,89.93258426966293
2006-06-07,79.63,0.89,89.47191011235954
2006-06-08,79.58,0.89,89.41573033707864
2006-06-09,78.99,0.89,88.75280898876404
2006-06-12,78.66,0.89,88.3820224719101
2006-06-13,78.72,0.89,88.4494382022472
2006-06-14,78.2,0.89,87.86516853932585
2006-06-15,79.56,0.89,89.3932584269663
2006-06-16,79.28,0.89,89.07865168539325
2006-06-19,79.29,0.89,89.08988764044945
2006-06-20,79.71,0.89,89.56179775280899
2006-06-21,80.3,0.89,90.2247191011236
2006-06-22,80.5,0.89,90.4494382022472
2006-06-23,80.4,0.89,90.3370786516854
2006-06-26,80.68,0.89,90.65168539325843
2006-06-27,80.5,0.89,90.4494382022472
2006-06-28,81.2,0.89,91.23595505617978
2006-06-29,82.77,0.89,93.0
2006-06-30,82.33,0.89,92.50561797752809
2006-07-03,82.93,0.89,93.17977528089888
2006-07-05,82.47,0.89,92.6629213483146
2006-07-06,81.96,0.89,92.08988764044943
2006-07-07,81.09,0.89,91.1123595505618
2006-07-10,81.38,0.89,91.438202247191
2006-07-11,81.65,0.89,91.74157303370787
2006-07-12,80.69,0.89,90.6629213483146
2006-07-13,79.33,0.89,89.13483146067415
2006-07-14,78.57,0.89,88.28089887640448
2006-07-17,78.58,0.89,88.29213483146067
2006-07-18,78.97,0.89,88.73033707865169
2006-07-19,80.45,0.89,90.3932584269663
2006-07-20,78.97,0.89,88.73033707865169
2006-07-21,78.73,0.89,88.46067415730337
2006-07-24,80.0,0.89,89.8876404494382
2006-07-25,71.8,0.89,80.67415730337078
2006-07-26,67.83,0.89,76.21348314606742
2006-07-27,68.45,0.89,76.91011235955057
2006-07-28,70.01,0.89,78.66292134831461
2006-07-31,68.91,0.89,77.42696629213482
2006-08-01,68.81,0.89,77.31460674157303
2006-08-02,68.09,0.89,76.50561797752809
2006-08-03,68.6,0.89,77.07865168539325
2006-08-04,67.74,1.87,36.22459893048128
2006-08-07,66.51,1.87,35.5668449197861
2006-08-08,66.19,1.87,35.395721925133685
2006-08-09,65.92,1.87,35.25133689839572
2006-08-10,66.48,1.87,35.55080213903744
2006-08-11,66.51,1.87,35.5668449197861
2006-08-14,67.3,1.87,35.98930481283422
2006-08-15,69.0,1.87,36.898395721925134
2006-08-16,72.13,1.87,38.57219251336898
2006-08-17,71.65,1.87,38.31550802139038
2006-08-18,71.08,1.87,38.01069518716577
2006-08-21,69.97,1.87,37.41711229946524
2006-08-22,70.94,1.87,37.93582887700534
2006-08-23,70.52,1.87,37.71122994652406
2006-08-24,70.0,1.87,37.4331550802139
2006-08-25,70.57,1.87,37.7379679144385
2006-08-28,70.53,1.87,37.716577540106954
2006-08-29,70.34,1.87,37.61497326203209
2006-08-30,70.54,1.87,37.721925133689844
2006-08-31,70.05,1.87,37.459893048128336
2006-09-01,71.08,1.87,38.01069518716577
2006-09-05,71.06,1.87,38.0
2006-09-06,70.3,1.87,37.59358288770053
2006-09-07,69.72,1.87,37.283422459893046
2006-09-08,69.56,1.87,37.19786096256684
2006-09-11,70.95,1.87,37.94117647058823
2006-09-12,72.56,1.87,38.80213903743316
2006-09-13,72.99,1.87,39.03208556149732
2006-09-14,71.75,1.87,38.36898395721925
2006-09-15,72.51,1.87,38.775401069518715
2006-09-18,72.62,1.87,38.83422459893048
2006-09-19,72.2,1.87,38.6096256684492
2006-09-20,72.61,1.87,38.82887700534759
2006-09-21,71.01,1.87,37.973262032085564
2006-09-22,70.89,1.87,37.90909090909091
2006-09-25,71.81,1.87,38.401069518716575
2006-09-26,72.71,1.87,38.882352941176464
2006-09-27,72.4,1.87,38.716577540106954
2006-09-28,72.53,1.87,38.78609625668449
2006-09-29,71.94,1.87,38.470588235294116
2006-10-02,72.4,1.87,38.716577540106954
2006-10-03,73.61,1.87,39.36363636363636
2006-10-04,74.49,1.87,39.834224598930476
2006-10-05,75.43,1.87,40.336898395721924
2006-10-06,74.27,1.87,39.71657754010695
2006-10-09,74.0,1.87,39.57219251336898
2006-10-10,73.88,1.87,39.508021390374324
2006-10-11,73.71,1.87,39.41711229946524
2006-10-12,73.77,1.87,39.44919786096256
2006-10-13,73.4,1.87,39.25133689839572
2006-10-16,74.12,1.87,39.63636363636363
2006-10-17,73.7,1.87,39.411764705882355
2006-10-18,72.41,1.87,38.72192513368984
2006-10-19,75.25,1.87,40.24064171122994
2006-10-20,76.1,1.87,40.695187165775394
2006-10-23,76.05,1.87,40.66844919786096
2006-10-24,76.06,1.87,40.67379679144385
2006-10-25,75.68,1.87,40.470588235294116
2006-10-26,75.45,1.87,40.3475935828877
2006-10-27,74.87,1.87,40.037433155080215
2006-10-30,75.9,1.87,40.588235294117645
2006-10-31,75.35,1.87,40.29411764705882
2006-11-01,74.2,1.87,39.67914438502674
2006-11-02,74.0,1.87,39.57219251336898
2006-11-03,73.2,1.87,39.144385026737964
2006-11-06,74.6,2.83,26.36042402826855
2006-11-07,75.31,2.83,26.6113074204947
2006-11-08,74.93,2.83,26.477031802120145
2006-11-09,74.39,2.83,26.286219081272083
2006-11-10,75.56,2.83,26.699646643109542
2006-11-13,76.26,2.83,26.946996466431095
2006-11-14,77.61,2.83,27.424028268551236
2006-11-15,77.91,2.83,27.530035335689043
2006-11-16,78.58,2.83,27.766784452296818
2006-11-17,79.13,2.83,27.961130742049466
2006-11-20,79.28,2.83,28.014134275618375
2006-11-21,79.52,2.83,28.09893992932862
2006-11-22,79.02,2.83,27.92226148409894
2006-11-24,78.84,2.83,27.858657243816253
2006-11-27,78.27,2.83,27.657243816254415
2006-11-28,78.13,2.83,27.607773851590103
2006-11-29,78.58,2.83,27.766784452296818
2006-11-30,77.92,2.83,27.53356890459364
2006-12-01,77.31,2.83,27.318021201413426
2006-12-04,78.03,2.83,27.57243816254417
2006-12-05,78.19,2.83,27.628975265017665
2006-12-06,78.04,2.83,27.575971731448764
2006-12-07,78.01,2.83,27.565371024734983
2006-12-08,78.11,2.83,27.60070671378092
2006-12-11,77.77,2.83,27.48056537102473
2006-12-12,76.9,2.83,27.17314487632509
2006-12-13,76.51,2.83,27.035335689045937
2006-12-14,76.84,2.83,27.151943462897528
2006-12-15,76.67,2.83,27.091872791519435
2006-12-18,76.7,2.83,27.102473498233216
2006-12-19,75.75,2.83,26.766784452296818
2006-12-20,74.77,2.83,26.420494699646643
2006-12-21,74.55,2.83,26.342756183745582
2006-12-22,73.87,2.83,26.102473498233216
2006-12-26,74.22,2.83,26.22614840989399
2006-12-27,75.12,2.83,26.54416961130742
2006-12-28,74.96,2.83,26.48763250883392
2006-12-29,74.98,2.83,26.49469964664311
2007-01-03,74.97,2.83,26.491166077738516
2007-01-04,75.09,2.83,26.53356890459364
2007-01-05,74.15,2.83,26.20141342756184
2007-01-08,74.38,2.83,26.28268551236749
2007-01-09,74.08,2.83,26.17667844522968
2007-01-10,73.63,2.83,26.017667844522965
2007-01-11,73.65,2.83,26.024734982332156
2007-01-12,74.44,2.83,26.30388692579505
2007-01-16,74.88,2.83,26.45936395759717
2007-01-17,75.0,2.83,26.501766784452297
2007-01-18,74.81,2.83,26.434628975265017
2007-01-19,75.02,2.83,26.50883392226148
2007-01-22,74.28,2.83,26.247349823321553
2007-01-23,73.62,2.83,26.014134275618375
2007-01-24,74.45,2.83,26.307420494699645
2007-01-25,73.61,2.83,26.01060070671378
2007-01-26,72.49,2.83,25.61484098939929
2007-01-29,73.65,2.83,26.024734982332156
2007-01-30,72.7,2.83,25.68904593639576
2007-01-31,72.28,2.83,25.540636042402827
2007-02-01,73.64,2.83,26.021201413427562
2007-02-02,74.17,2.83,26.208480565371026
2007-02-05,73.68,2.83,26.035335689045937
2007-02-06,73.93,2.83,26.12367491166078
2007-02-07,73.92,2.83,26.120141342756185
2007-02-08,73.33,2.83,25.91166077738516
2007-02-09,73.56,2.83,25.992932862190813
2007-02-12,73.87,2.83,26.102473498233216
2007-02-13,74.39,2.83,26.286219081272083
2007-02-14,75.02,2.83,26.50883392226148
2007-02-15,74.48,2.83,26.31802120141343
2007-02-16,74.04,2.83,26.16254416961131
2007-02-20,73.9,2.83,26.113074204946997
2007-02-21,73.8,2.83,26.077738515901057
2007-02-22,73.4,2.83,25.936395759717318
2007-02-23,73.34,2.83,25.915194346289752
2007-02-26,72.79,2.83,25.720848056537104
2007-02-27,70.23,2.83,24.816254416961133
2007-02-28,70.19,2.83,24.802120141342755
2007-03-01,70.12,3.87,18.11886304909561
2007-03-02,69.47,3.87,17.95090439276486
2007-03-05,69.7,3.87,18.010335917312663
2007-03-06,69.91,3.87,18.064599483204134
2007-03-07,70.0,3.87,18.08785529715762
2007-03-08,69.87,3.87,18.054263565891475
2007-03-09,70.63,3.87,18.25064599483204
2007-03-12,71.15,3.87,18.385012919896642
2007-03-13,69.91,3.87,18.064599483204134
2007-03-14,70.23,3.87,18.14728682170543
2007-03-15,69.41,3.87,17.935400516795863
2007-03-16,69.26,3.87,17.896640826873387
2007-03-19,69.48,3.87,17.953488372093023
2007-03-20,70.25,3.87,18.152454780361758
2007-03-21,71.28,3.87,18.41860465116279
2007-03-22,71.09,3.87,18.36950904392765
2007-03-23,71.47,3.87,18.467700258397933
2007-03-26,71.31,3.87,18.426356589147286
2007-03-27,70.9,3.87,18.320413436692508
2007-03-28,70.4,3.87,18.19121447028424
2007-03-29,70.16,3.87,18.129198966408268
2007-03-30,70.1,3.87,18.113695090439276
2007-04-02,69.86,3.87,18.051679586563306
2007-04-03,69.96,3.87,18.077519379844958
2007-04-04,69.88,3.87,18.056847545219636
2007-04-05,70.26,3.87,18.155038759689923
2007-04-09,70.09,3.87,18.11111111111111
2007-04-10,70.79,3.87,18.29198966408269
2007-04-11,70.47,3.87,18.209302325581394
2007-04-12,70.38,3.87,18.186046511627904
2007-04-13,70.31,3.87,18.16795865633075
2007-04-16,71.08,3.87,18.36692506459948
2007-04-17,71.64,3.87,18.511627906976745
2007-04-18,71.4,3.87,18.449612403100776
2007-04-19,71.99,3.87,18.60206718346253
2007-04-20,72.82,3.87,18.816537467700257
2007-04-23,71.94,3.87,18.589147286821703
2007-04-24,71.93,3.87,18.58656330749354
2007-04-25,73.0,3.87,18.863049095607234
2007-04-26,71.91,3.87,18.58139534883721
2007-04-27,71.5,3.87,18.475452196382427
2007-04-30,70.43,3.87,18.198966408268735
2007-05-01,69.94,3.87,18.07235142118863
2007-05-02,70.74,3.87,18.279069767441857
2007-05-03,70.89,3.87,18.31782945736434
2007-05-04,71.09,3.87,18.36950904392765
2007-05-07,70.78,3.87,18.28940568475452
2007-05-08,70.84,3.87,18.304909560723516
2007-05-09,70.9,3.87,18.320413436692508
2007-05-10,69.83,0.79,88.39240506329114
2007-05-11,71.27,0.79,90.21518987341771
2007-05-14,70.68,0.79,89.46835443037975
2007-05-15,70.48,0.79,89.21518987341773
2007-05-16,71.34,0.79,90.30379746835443
2007-05-17,70.15,0.79,88.79746835443038
2007-05-18,70.05,0.79,88.67088607594935
2007-05-21,70.31,0.79,89.0
2007-05-22,70.1,0.79,88.73417721518986
2007-05-23,69.98,0.79,88.58227848101266
2007-05-24,70.65,0.79,89.43037974683544
2007-05-25,71.08,0.79,89.97468354430379
2007-05-29,71.34,0.79,90.30379746835443
2007-05-30,71.56,0.79,90.58227848101265
2007-05-31,71.97,0.79,91.10126582278481
2007-06-01,72.36,0.79,91.59493670886076
2007-06-04,72.27,0.79,91.48101265822784
2007-06-05,71.72,0.79,90.78481012658227
2007-06-06,71.62,0.79,90.65822784810126
2007-06-07,71.25,0.79,90.18987341772151
2007-06-08,72.32,0.79,91.54430379746834
2007-06-11,72.48,0.79,91.74683544303798
2007-06-12,71.25,0.79,90.18987341772151
2007-06-13,72.14,0.79,91.31645569620252
2007-06-14,73.95,0.79,93.60759493670886
2007-06-15,74.05,0.79,93.73417721518986
2007-06-18,73.32,0.79,92.81012658227847
2007-06-19,73.0,0.79,92.40506329113924
2007-06-20,72.91,0.79,92.29113924050633
2007-06-21,73.37,0.79,92.87341772151899
2007-06-22,72.85,0.79,92.21518987341771
2007-06-25,73.29,0.79,92.77215189873418
2007-06-26,73.15,0.79,92.59493670886076
2007-06-27,73.56,0.79,93.1139240506329
2007-06-28,73.62,0.79,93.18987341772151
2007-06-29,73.0,0.79,92.40506329113924
2007-07-02,73.33,0.79,92.82278481012658
2007-07-03,73.2,0.79,92.65822784810126
2007-07-05,73.75,0.79,93.35443037974683
2007-07-06,73.7,0.79,93.29113924050633
2007-07-09,74.4,0.79,94.17721518987342
2007-07-10,74.04,0.79,93.72151898734178
2007-07-11,74.33,0.79,94.0886075949367
2007-07-12,74.76,0.79,94.63291139240506
2007-07-13,75.15,0.79,95.12658227848101
2007-07-16,75.53,0.79,95.60759493670886
2007-07-17,75.52,0.79,95.59493670886074
2007-07-18,75.2,0.79,95.18987341772151
2007-07-19,75.84,0.79,96.0
2007-07-20,75.01,0.79,94.9493670886076
2007-07-23,74.54,0.79,94.35443037974684
2007-07-24,74.68,0.79,94.53164556962025
2007-07-25,76.21,0.79,96.46835443037973
2007-07-26,75.7,0.79,95.82278481012658
2007-07-27,75.67,0.79,95.78481012658227
2007-07-30,76.82,0.79,97.24050632911391
2007-07-31,75.72,0.79,95.84810126582278
2007-08-01,76.93,0.79,97.37974683544304
2007-08-02,76.58,0.79,96.93670886075948
2007-08-03,75.17,0.79,95.15189873417721
2007-08-06,77.83,0.79,98.51898734177215
2007-08-07,77.74,0.79,98.40506329113923
2007-08-08,78.37,1.83,42.82513661202186
2007-08-09,78.1,1.83,42.6775956284153
2007-08-10,76.75,1.83,41.939890710382514
2007-08-13,76.71,1.83,41.91803278688524
2007-08-14,75.71,1.83,41.37158469945355
2007-08-15,74.23,1.83,40.56284153005465
2007-08-16,74.82,1.83,40.88524590163934
2007-08-17,76.32,1.83,41.70491803278688
2007-08-20,75.94,1.83,41.49726775956284
2007-08-21,75.52,1.83,41.267759562841526
2007-08-22,76.04,1.83,41.551912568306015
2007-08-23,76.42,1.83,41.759562841530055
2007-08-24,77.03,1.83,42.092896174863384
2007-08-27,76.42,1.83,41.759562841530055
2007-08-28,75.34,1.83,41.169398907103826
2007-08-29,76.08,1.83,41.57377049180327
2007-08-30,75.48,1.83,41.24590163934426
2007-08-31,75.86,1.83,41.4535519125683
2007-09-04,76.15,1.83,41.6120218579235
2007-09-05,75.36,1.83,41.18032786885246
2007-09-06,75.09,1.83,41.032786885245905
2007-09-07,74.13,1.83,40.50819672131147
2007-09-10,73.79,1.83,40.3224043715847
2007-09-11,74.15,1.83,40.51912568306011
2007-09-12,74.17,1.83,40.53005464480874
2007-09-13,74.38,1.83,40.64480874316939
2007-09-14,74.38,1.83,40.64480874316939
2007-09-17,74.33,1.83,40.61748633879781
2007-09-18,75.78,1.83,41.40983606557377
2007-09-19,75.97,1.83,41.51366120218579
2007-09-20,75.27,1.83,41.131147540983605
2007-09-21,75.75,1.83,41.393442622950815
2007-09-24,75.46,1.83,41.23497267759562
2007-09-25,75.4,1.83,41.20218579234973
2007-09-26,74.84,1.83,40.89617486338798
2007-09-27,74.82,1.83,40.88524590163934
2007-09-28,75.1,1.83,41.038251366120214
2007-10-01,75.9,1.83,41.47540983606557
2007-10-02,75.65,1.83,41.33879781420765
2007-10-03,75.59,1.83,41.30601092896175
2007-10-04,75.6,1.83,41.31147540983606
2007-10-05,76.41,1.83,41.75409836065573
2007-10-08,76.45,1.83,41.775956284153004
2007-10-09,76.88,1.83,42.01092896174863
2007-10-10,76.33,1.83,41.7103825136612
2007-10-11,76.51,1.83,41.80874316939891
2007-10-12,76.62,1.83,41.868852459016395
2007-10-15,76.54,1.83,41.82513661202186
2007-10-16,75.81,1.83,41.42622950819672
2007-10-17,76.0,1.83,41.53005464480874
2007-10-18,76.02,1.83,41.540983606557376
2007-10-19,75.03,1.83,41.0
2007-10-22,75.09,1.83,41.032786885245905
2007-10-23,75.64,1.83,41.33333333333333
2007-10-24,75.46,1.83,41.23497267759562
2007-10-25,74.97,1.83,40.967213114754095
2007-10-26,74.97,1.83,40.967213114754095
2007-10-29,75.1,1.83,41.038251366120214
2007-10-30,74.75,1.83,40.84699453551912
2007-10-31,75.1,1.83,41.038251366120214
2007-11-01,73.59,1.83,40.21311475409836
2007-11-02,74.03,1.83,40.45355191256831
2007-11-05,74.48,1.83,40.69945355191257
2007-11-06,74.23,1.83,40.56284153005465
2007-11-07,71.68,1.83,39.169398907103826
2007-11-08,72.06,1.83,39.377049180327866
2007-11-09,70.71,2.85,24.81052631578947
2007-11-12,72.65,2.85,25.49122807017544
2007-11-13,74.0,2.85,25.964912280701753
2007-11-14,73.33,2.85,25.729824561403507
2007-11-15,73.1,2.85,25.64912280701754
2007-11-16,72.01,2.85,25.26666666666667
2007-11-19,71.96,2.85,25.249122807017542
2007-11-20,71.65,2.85,25.140350877192983
2007-11-21,70.14,2.85,24.610526315789475
2007-11-23,70.92,2.85,24.88421052631579
2007-11-26,70.36,2.85,24.687719298245614
2007-11-27,71.44,2.85,25.066666666666666
2007-11-28,73.57,2.85,25.814035087719294
2007-11-29,73.3,2.85,25.719298245614034
2007-11-30,73.68,2.85,25.85263157894737
2007-12-03,72.9,2.85,25.578947368421055
2007-12-04,72.63,2.85,25.48421052631579
2007-12-05,73.34,2.85,25.733333333333334
2007-12-06,73.83,2.85,25.905263157894737
2007-12-07,74.17,2.85,26.024561403508773
2007-12-10,75.14,2.85,26.364912280701756
2007-12-11,74.03,2.85,25.975438596491227
2007-12-12,74.04,2.85,25.978947368421053
2007-12-13,73.92,2.85,25.936842105263157
2007-12-14,72.61,2.85,25.47719298245614
2007-12-17,72.02,2.85,25.27017543859649
2007-12-18,72.48,2.85,25.431578947368422
2007-12-19,71.3,2.85,25.01754385964912
2007-12-20,71.6,2.85,25.122807017543856
2007-12-21,72.4,2.85,25.403508771929825
2007-12-24,73.46,2.85,25.775438596491224
2007-12-26,73.2,2.85,25.68421052631579
2007-12-27,71.9,2.85,25.2280701754386
2007-12-28,71.56,2.85,25.108771929824563
2007-12-31,70.72,2.85,24.814035087719297
2008-01-02,69.16,2.85,24.266666666666666
2008-01-03,69.23,2.85,24.29122807017544
2008-01-04,68.01,2.85,23.863157894736844
2008-01-07,67.84,2.85,23.803508771929824
2008-01-08,66.67,2.85,23.392982456140352
2008-01-09,66.71,2.85,23.407017543859645
2008-01-10,69.66,2.85,24.44210526315789
2008-01-11,69.59,2.85,24.417543859649122
2008-01-14,69.92,2.85,24.53333333333333
2008-01-15,68.96,2.85,24.196491228070172
2008-01-16,68.63,2.85,24.080701754385963
2008-01-17,67.17,2.85,23.568421052631578
2008-01-18,67.16,2.85,23.56491228070175
2008-01-22,67.54,2.85,23.698245614035088
2008-01-23,71.63,2.85,25.13333333333333
2008-01-24,71.22,2.85,24.989473684210527
2008-01-25,69.97,2.85,24.550877192982455
2008-01-28,71.05,2.85,24.929824561403507
2008-01-29,70.92,2.85,24.88421052631579
2008-01-30,72.02,2.85,25.27017543859649
2008-01-31,72.97,2.85,25.603508771929825
2008-02-01,73.78,2.85,25.887719298245614
2008-02-04,72.72,2.85,25.515789473684208
2008-02-05,71.75,2.85,25.175438596491226
2008-02-06,71.76,2.85,25.178947368421053
2008-02-07,71.74,2.85,25.1719298245614
2008-02-08,70.58,2.85,24.764912280701754
2008-02-11,71.41,2.85,25.05614035087719
2008-02-12,72.47,2.85,25.428070175438595
2008-02-13,73.51,2.85,25.79298245614035
2008-02-14,72.34,2.85,25.38245614035088
2008-02-15,72.42,2.85,25.410526315789472
2008-02-19,72.23,2.85,25.34385964912281
2008-02-20,72.64,2.85,25.487719298245615
2008-02-21,71.9,2.85,25.2280701754386
2008-02-22,71.89,2.85,25.224561403508773
2008-02-25,72.48,2.85,25.431578947368422
2008-02-26,72.53,2.85,25.44912280701754
2008-02-27,72.31,2.85,25.371929824561402
2008-02-28,71.75,2.85,25.175438596491226
2008-02-29,70.24,0.36,195.11111111111111
2008-03-03,70.61,0.36,196.13888888888889
2008-03-04,71.05,0.36,197.36111111111111
2008-03-05,72.3,0.36,200.83333333333334
2008-03-06,72.04,0.36,200.11111111111114
2008-03-07,71.96,0.36,199.88888888888889
2008-03-10,71.19,0.36,197.75
2008-03-11,72.79,0.36,202.19444444444446
2008-03-12,71.94,0.36,199.83333333333334
2008-03-13,70.73,0.36,196.47222222222223
2008-03-14,69.61,0.36,193.36111111111111
2008-03-17,69.61,0.36,193.36111111111111
2008-03-18,71.9,0.36,199.72222222222226
2008-03-19,70.64,0.36,196.22222222222223
2008-03-20,71.66,0.36,199.05555555555554
2008-03-24,73.36,0.36,203.77777777777777
2008-03-25,73.34,0.36,203.72222222222223
2008-03-26,72.73,0.36,202.0277777777778
2008-03-27,72.83,0.36,202.30555555555557
2008-03-28,72.26,0.36,200.72222222222226
2008-03-31,73.02,0.36,202.83333333333334
2008-04-01,74.73,0.36,207.58333333333334
2008-04-02,74.51,0.36,206.97222222222226
2008-04-03,74.58,0.36,207.16666666666666
2008-04-04,74.41,0.36,206.69444444444443
2008-04-07,73.78,0.36,204.94444444444446
2008-04-08,73.31,0.36,203.6388888888889
2008-04-09,70.57,0.36,196.02777777777777
2008-04-10,71.33,0.36,198.13888888888889
2008-04-11,70.89,0.36,196.91666666666669
2008-04-14,70.25,0.36,195.13888888888889
2008-04-15,71.03,0.36,197.30555555555557
2008-04-16,72.79,0.36,202.19444444444446
2008-04-17,72.2,0.36,200.55555555555557
2008-04-18,73.19,0.36,203.30555555555554
2008-04-21,72.52,0.36,201.44444444444443
2008-04-22,71.9,0.36,199.72222222222226
2008-04-23,71.67,0.36,199.08333333333334
2008-04-24,72.77,0.36,202.13888888888889
2008-04-25,72.72,0.36,202.0
2008-04-28,72.76,0.36,202.11111111111114
2008-04-29,73.19,0.36,203.30555555555554
2008-04-30,72.41,0.36,201.13888888888889
2008-05-01,73.58,0.36,204.38888888888889
2008-05-02,73.28,0.36,203.55555555555557
2008-05-05,72.74,0.36,202.05555555555554
2008-05-06,73.33,0.36,203.69444444444446
2008-05-07,71.58,0.36,198.83333333333334
2008-05-08,71.07,0.36,197.41666666666666
2008-05-09,70.29,0.87,80.79310344827587
2008-05-12,70.42,0.87,80.94252873563218
2008-05-13,70.8,0.87,81.37931034482759
2008-05-14,71.6,0.87,82.29885057471263
2008-05-15,71.36,0.87,82.02298850574712
2008-05-16,70.77,0.87,81.34482758620689
2008-05-19,70.92,0.87,81.51724137931035
2008-05-20,70.2,0.87,80.6896551724138
2008-05-21,69.38,0.87,79.7471264367816
2008-05-22,69.35,0.87,79.71264367816092
2008-05-23,67.02,0.87,77.03448275862068
2008-05-27,68.4,0.87,78.62068965517243
2008-05-28,70.54,0.87,81.08045977011496
2008-05-29,71.6,0.87,82.29885057471263
2008-05-30,71.02,0.87,81.63218390804597
2008-06-02,70.99,0.87,81.59770114942528
2008-06-03,70.83,0.87,81.41379310344827
2008-06-04,70.74,0.87,81.3103448275862
2008-06-05,71.05,0.87,81.66666666666666
2008-06-06,68.59,0.87,78.83908045977012
2008-06-09,69.47,0.87,79.85057471264368
2008-06-10,69.99,0.87,80.44827586206895
2008-06-11,68.06,0.87,78.22988505747126
2008-06-12,68.29,0.87,78.49425287356323
2008-06-13,68.31,0.87,78.51724137931035
2008-06-16,68.08,0.87,78.25287356321839
