date,PM,PM_EPS,PE Ratio
2008-10-01,50.78,0.78,65.1025641025641
2008-10-02,49.08,0.78,62.92307692307692
2008-10-03,49.67,0.78,63.67948717948718
2008-10-06,46.12,0.78,59.128205128205124
2008-10-07,44.36,0.78,56.87179487179487
2008-10-08,43.05,0.78,55.192307692307686
2008-10-09,39.0,0.78,50.0
2008-10-10,39.74,0.78,50.94871794871795
2008-10-13,44.99,0.78,57.67948717948718
2008-10-14,44.04,0.78,56.46153846153846
2008-10-15,40.82,0.78,52.33333333333333
2008-10-16,43.01,0.78,55.141025641025635
2008-10-17,43.3,0.78,55.512820512820504
2008-10-20,43.39,0.78,55.628205128205124
2008-10-21,42.16,0.78,54.051282051282044
2008-10-22,40.83,0.78,52.34615384615384
2008-10-23,42.96,0.78,55.07692307692307
2008-10-24,40.5,0.78,51.92307692307692
2008-10-27,39.06,0.78,50.07692307692308
2008-10-28,42.58,0.78,54.589743589743584
2008-10-29,41.55,0.78,53.26923076923077
2008-10-30,42.8,0.78,54.87179487179487
2008-10-31,43.47,0.78,55.730769230769226
2008-11-03,42.61,0.78,54.628205128205124
2008-11-04,44.75,0.78,57.37179487179487
2008-11-05,44.02,0.78,56.43589743589744
2008-11-06,40.88,0.78,52.41025641025641
2008-11-07,42.2,1.01,41.78217821782179
2008-11-10,42.11,1.01,41.693069306930695
2008-11-11,41.32,1.01,40.91089108910891
2008-11-12,39.1,1.01,38.71287128712871
2008-11-13,39.84,1.01,39.445544554455445
2008-11-14,38.41,1.01,38.02970297029702
2008-11-17,38.35,1.01,37.97029702970297
2008-11-18,38.55,1.01,38.168316831683164
2008-11-19,36.64,1.01,36.277227722772274
2008-11-20,36.63,1.01,36.26732673267327
2008-11-21,38.26,1.01,37.88118811881188
2008-11-24,41.83,1.01,41.415841584158414
2008-11-25,41.2,1.01,40.79207920792079
2008-11-26,42.5,1.01,42.07920792079208
2008-11-28,42.16,1.01,41.74257425742574
2008-12-01,39.68,1.01,39.28712871287129
2008-12-02,40.03,1.01,39.633663366336634
2008-12-03,41.61,1.01,41.198019801980195
2008-12-04,40.86,1.01,40.45544554455446
2008-12-05,42.36,1.01,41.94059405940594
2008-12-08,42.66,1.01,42.23762376237623
2008-12-09,41.97,1.01,41.554455445544555
2008-12-10,42.3,1.01,41.88118811881188
2008-12-11,41.95,1.01,41.53465346534654
2008-12-12,41.36,1.01,40.95049504950495
2008-12-15,41.54,1.01,41.12871287128713
2008-12-16,41.02,1.01,40.613861386138616
2008-12-17,42.03,1.01,41.613861386138616
2008-12-18,41.96,1.01,41.54455445544554
2008-12-19,41.85,1.01,41.43564356435644
2008-12-22,42.17,1.01,41.75247524752476
2008-12-23,41.73,1.01,41.31683168316831
2008-12-24,42.42,1.01,42.0
2008-12-26,42.46,1.01,42.03960396039604
2008-12-29,43.16,1.01,42.73267326732673
2008-12-30,43.91,1.01,43.47524752475247
2008-12-31,43.51,1.01,43.07920792079208
2009-01-02,44.12,1.01,43.68316831683168
2009-01-05,44.47,1.01,44.02970297029703
2009-01-06,43.24,1.01,42.81188118811881
2009-01-07,42.7,1.01,42.27722772277228
2009-01-08,42.7,1.01,42.27722772277228
2009-01-09,42.32,1.01,41.9009900990099
2009-01-12,41.83,1.01,41.415841584158414
2009-01-13,42.19,1.01,41.77227722772277
2009-01-14,41.56,1.01,41.14851485148515
2009-01-15,41.48,1.01,41.06930693069307
2009-01-16,42.12,1.01,41.7029702970297
2009-01-20,41.48,1.01,41.06930693069307
2009-01-21,41.41,1.01,40.99999999999999
2009-01-22,40.96,1.01,40.554455445544555
2009-01-23,41.22,1.01,40.81188118811881
2009-01-26,41.13,1.01,40.722772277227726
2009-01-27,40.15,1.01,39.75247524752475
2009-01-28,39.99,1.01,39.5940594059406
2009-01-29,38.75,1.01,38.366336633663366
2009-01-30,37.15,1.01,36.78217821782178
2009-02-02,37.41,1.01,37.039603960396036
2009-02-03,38.32,1.01,37.94059405940594
2009-02-04,36.78,1.01,36.415841584158414
2009-02-05,37.26,1.01,36.89108910891089
2009-02-06,36.83,1.01,36.46534653465346
2009-02-09,36.72,1.01,36.35643564356435
2009-02-10,36.04,1.01,35.68316831683168
2009-02-11,36.37,1.01,36.009900990099005
2009-02-12,36.15,1.01,35.79207920792079
2009-02-13,35.99,1.01,35.633663366336634
2009-02-17,34.73,1.01,34.386138613861384
2009-02-18,35.4,1.01,35.04950495049505
2009-02-19,35.91,1.01,35.55445544554455
2009-02-20,35.63,1.01,35.27722772277228
2009-02-23,35.11,1.01,34.76237623762376
2009-02-24,34.9,1.01,34.554455445544555
2009-02-25,34.8,1.01,34.45544554455445
2009-02-26,34.21,0.75,45.61333333333334
2009-02-27,33.47,0.75,44.626666666666665
2009-03-02,32.75,0.75,43.666666666666664
2009-03-03,32.34,0.75,43.120000000000005
2009-03-04,33.49,0.75,44.653333333333336
2009-03-05,32.95,0.75,43.93333333333334
2009-03-06,33.34,0.75,44.45333333333334
2009-03-09,34.07,0.75,45.42666666666667
2009-03-10,34.05,0.75,45.4
2009-03-11,33.65,0.75,44.86666666666667
2009-03-12,34.64,0.75,46.18666666666667
2009-03-13,36.01,0.75,48.01333333333333
2009-03-16,37.16,0.75,49.54666666666666
2009-03-17,38.6,0.75,51.46666666666667
2009-03-18,38.28,0.75,51.04
2009-03-19,37.21,0.75,49.61333333333334
2009-03-20,38.36,0.75,51.14666666666667
2009-03-23,38.12,0.75,50.82666666666666
2009-03-24,38.8,0.75,51.73333333333333
2009-03-25,38.58,0.75,51.44
2009-03-26,38.3,0.75,51.06666666666666
2009-03-27,37.58,0.75,50.10666666666666
2009-03-30,36.73,0.75,48.97333333333333
2009-03-31,35.58,0.75,47.44
2009-04-01,36.22,0.75,48.29333333333333
2009-04-02,36.09,0.75,48.120000000000005
2009-04-03,36.2,0.75,48.26666666666667
2009-04-06,37.33,0.75,49.77333333333333
2009-04-07,36.98,0.75,49.306666666666665
2009-04-08,38.25,0.75,51.0
2009-04-09,37.71,0.75,50.28
2009-04-13,37.08,0.75,49.44
2009-04-14,36.44,0.75,48.586666666666666
2009-04-15,37.8,0.75,50.4
2009-04-16,38.0,0.75,50.666666666666664
2009-04-17,37.32,0.75,49.76
2009-04-20,36.91,0.75,49.21333333333333
2009-04-21,36.89,0.75,49.18666666666667
2009-04-22,36.25,0.75,48.333333333333336
2009-04-23,37.0,0.75,49.333333333333336
2009-04-24,37.43,0.75,49.906666666666666
2009-04-27,37.19,0.75,49.586666666666666
2009-04-28,36.83,0.75,49.10666666666666
2009-04-29,36.84,0.75,49.120000000000005
2009-04-30,36.2,0.75,48.26666666666667
2009-05-01,37.18,0.75,49.57333333333333
2009-05-04,38.13,0.75,50.84
2009-05-05,37.29,0.75,49.72
2009-05-06,39.29,0.75,52.38666666666666
2009-05-07,40.87,0.74,55.229729729729726
2009-05-08,41.1,0.74,55.54054054054054
2009-05-11,40.55,0.74,54.79729729729729
2009-05-12,41.84,0.74,56.54054054054055
2009-05-13,41.77,0.74,56.44594594594595
2009-05-14,42.42,0.74,57.32432432432433
2009-05-15,43.17,0.74,58.33783783783784
2009-05-18,42.69,0.74,57.689189189189186
2009-05-19,42.22,0.74,57.054054054054056
2009-05-20,43.19,0.74,58.36486486486486
2009-05-21,42.81,0.74,57.851351351351354
2009-05-22,42.71,0.74,57.71621621621622
2009-05-26,42.13,0.74,56.932432432432435
2009-05-27,41.65,0.74,56.28378378378378
2009-05-28,42.54,0.74,57.486486486486484
2009-05-29,42.64,0.74,57.62162162162162
2009-06-01,43.63,0.74,58.95945945945947
2009-06-02,44.6,0.74,60.270270270270274
2009-06-03,44.19,0.74,59.71621621621621
2009-06-04,44.43,0.74,60.04054054054054
2009-06-05,44.1,0.74,59.5945945945946
2009-06-08,44.53,0.74,60.17567567567568
2009-06-09,43.85,0.74,59.25675675675676
2009-06-10,43.52,0.74,58.810810810810814
2009-06-11,43.88,0.74,59.2972972972973
2009-06-12,43.52,0.74,58.810810810810814
2009-06-15,42.89,0.74,57.95945945945946
2009-06-16,42.26,0.74,57.108108108108105
2009-06-17,41.9,0.74,56.62162162162162
2009-06-18,42.53,0.74,57.472972972972975
2009-06-19,42.15,0.74,56.95945945945946
2009-06-22,41.58,0.74,56.189189189189186
2009-06-23,41.46,0.74,56.02702702702703
2009-06-24,41.63,0.74,56.25675675675676
2009-06-25,42.98,0.74,58.08108108108108
2009-06-26,42.61,0.74,57.58108108108108
2009-06-29,43.39,0.74,58.63513513513514
2009-06-30,43.62,0.74,58.945945945945944
2009-07-01,44.09,0.74,59.58108108108109
2009-07-02,42.94,0.74,58.027027027027025
2009-07-06,44.15,0.74,59.66216216216216
2009-07-07,43.75,0.74,59.12162162162162
2009-07-08,43.49,0.74,58.770270270270274
2009-07-09,42.34,0.74,57.216216216216225
2009-07-10,42.35,0.74,57.22972972972973
2009-07-13,42.9,0.74,57.97297297297297
2009-07-14,42.66,0.74,57.648648648648646
2009-07-15,44.03,0.74,59.5
2009-07-16,43.3,0.74,58.51351351351351
2009-07-17,44.0,0.74,59.45945945945946
2009-07-20,43.95,0.74,59.391891891891895
2009-07-21,43.9,0.74,59.32432432432432
2009-07-22,43.88,0.74,59.2972972972973
2009-07-23,46.02,0.74,62.18918918918919
2009-07-24,47.3,0.74,63.91891891891892
2009-07-27,46.7,0.74,63.10810810810811
2009-07-28,46.48,0.74,62.81081081081081
2009-07-29,46.82,0.74,63.270270270270274
2009-07-30,46.82,0.74,63.270270270270274
2009-07-31,46.6,0.74,62.972972972972975
2009-08-03,46.82,0.74,63.270270270270274
2009-08-04,46.98,0.74,63.486486486486484
2009-08-05,46.77,0.74,63.20270270270271
2009-08-06,46.99,0.74,63.5
2009-08-07,47.06,0.74,63.5945945945946
2009-08-10,47.2,0.74,63.78378378378379
2009-08-11,46.79,0.74,63.229729729729726
2009-08-12,46.54,0.74,62.891891891891895
2009-08-13,46.43,0.74,62.74324324324324
2009-08-14,46.62,0.74,63.0
2009-08-17,45.46,0.74,61.432432432432435
2009-08-18,46.32,0.74,62.5945945945946
2009-08-19,45.79,0.74,61.87837837837838
2009-08-20,46.48,0.74,62.81081081081081
2009-08-21,46.87,0.74,63.33783783783784
2009-08-24,47.43,0.74,64.0945945945946
2009-08-25,46.8,0.74,63.24324324324324
2009-08-26,46.68,0.74,63.08108108108108
2009-08-27,46.27,0.74,62.52702702702703
2009-08-28,45.36,0.74,61.2972972972973
2009-08-31,45.71,0.74,61.770270270270274
2009-09-01,45.16,0.74,61.027027027027025
2009-09-02,45.64,0.74,61.67567567567568
2009-09-03,45.82,0.74,61.91891891891892
2009-09-04,46.05,0.74,62.229729729729726
2009-09-08,47.45,0.74,64.12162162162163
2009-09-09,47.22,0.74,63.81081081081081
2009-09-10,46.82,0.74,63.270270270270274
2009-09-11,47.42,0.74,64.08108108108108
2009-09-14,47.66,0.74,64.4054054054054
2009-09-15,46.9,0.74,63.37837837837838
2009-09-16,47.5,0.74,64.1891891891892
2009-09-17,47.53,0.74,64.22972972972973
2009-09-18,48.18,0.74,65.10810810810811
2009-09-21,48.43,0.74,65.44594594594595
2009-09-22,48.93,0.74,66.12162162162163
2009-09-23,49.4,0.74,66.75675675675676
2009-09-24,48.29,0.74,65.25675675675676
2009-09-25,47.64,0.74,64.37837837837839
2009-09-28,48.02,0.74,64.8918918918919
2009-09-29,48.72,0.74,65.83783783783784
2009-09-30,48.74,0.74,65.86486486486487
2009-10-01,48.32,0.74,65.2972972972973
2009-10-02,48.36,0.74,65.35135135135135
2009-10-05,49.05,0.74,66.28378378378378
2009-10-06,49.91,0.74,67.44594594594594
2009-10-07,49.59,0.74,67.01351351351352
2009-10-08,50.35,0.74,68.04054054054055
2009-10-09,50.19,0.74,67.82432432432432
2009-10-12,50.45,0.74,68.17567567567568
2009-10-13,49.88,0.74,67.4054054054054
2009-10-14,50.33,0.74,68.01351351351352
2009-10-15,50.38,0.74,68.08108108108108
2009-10-16,50.95,0.74,68.85135135135135
2009-10-19,51.45,0.74,69.52702702702703
2009-10-20,51.55,0.74,69.66216216216216
2009-10-21,50.82,0.74,68.67567567567568
2009-10-22,49.46,0.74,66.83783783783784
2009-10-23,49.07,0.74,66.3108108108108
2009-10-26,48.75,0.74,65.87837837837839
2009-10-27,48.91,0.74,66.0945945945946
2009-10-28,48.96,0.74,66.16216216216216
2009-10-29,49.01,0.74,66.22972972972973
2009-10-30,47.36,0.74,64.0
2009-11-02,48.57,0.74,65.63513513513513
2009-11-03,47.85,0.74,64.66216216216216
2009-11-04,47.38,0.74,64.02702702702703
2009-11-05,48.66,0.74,65.75675675675676
2009-11-06,48.83,0.93,52.50537634408602
2009-11-09,49.87,0.93,53.62365591397849
2009-11-10,49.83,0.93,53.58064516129032
2009-11-11,49.35,0.93,53.064516129032256
2009-11-12,49.96,0.93,53.72043010752688
2009-11-13,50.15,0.93,53.924731182795696
2009-11-16,50.64,0.93,54.4516129032258
2009-11-17,50.61,0.93,54.41935483870967
2009-11-18,50.52,0.93,54.32258064516129
2009-11-19,50.14,0.93,53.913978494623656
2009-11-20,49.73,0.93,53.47311827956989
2009-11-23,50.07,0.93,53.83870967741935
2009-11-24,50.32,0.93,54.107526881720425
2009-11-25,50.31,0.93,54.096774193548384
2009-11-27,49.99,0.93,53.75268817204301
2009-11-30,48.09,0.93,51.70967741935484
2009-12-01,49.17,0.93,52.87096774193548
2009-12-02,49.17,0.93,52.87096774193548
2009-12-03,49.48,0.93,53.20430107526881
2009-12-04,49.82,0.93,53.56989247311828
2009-12-07,49.84,0.93,53.59139784946237
2009-12-08,49.04,0.93,52.73118279569892
2009-12-09,49.06,0.93,52.75268817204301
2009-12-10,48.87,0.93,52.548387096774185
2009-12-11,48.48,0.93,52.12903225806451
2009-12-14,50.26,0.93,54.04301075268817
2009-12-15,50.07,0.93,53.83870967741935
2009-12-16,50.08,0.93,53.84946236559139
2009-12-17,49.29,0.93,52.99999999999999
2009-12-18,48.66,0.93,52.32258064516128
2009-12-21,49.25,0.93,52.956989247311824
2009-12-22,49.6,0.93,53.33333333333333
2009-12-23,48.8,0.93,52.47311827956989
2009-12-24,48.9,0.93,52.58064516129032
2009-12-28,48.85,0.93,52.526881720430104
2009-12-29,48.85,0.93,52.526881720430104
2009-12-30,48.66,0.93,52.32258064516128
2009-12-31,48.19,0.93,51.817204301075265
2010-01-04,49.35,0.93,53.064516129032256
2010-01-05,48.92,0.93,52.60215053763441
2010-01-06,48.92,0.93,52.60215053763441
2010-01-07,49.53,0.93,53.25806451612903
2010-01-08,49.26,0.93,52.967741935483865
2010-01-11,49.44,0.93,53.16129032258064
2010-01-12,49.17,0.93,52.87096774193548
2010-01-13,49.67,0.93,53.40860215053763
2010-01-14,49.6,0.93,53.33333333333333
2010-01-15,49.62,0.93,53.354838709677416
2010-01-19,50.09,0.93,53.86021505376344
2010-01-20,49.24,0.93,52.946236559139784
2010-01-21,47.73,0.93,51.32258064516128
2010-01-22,46.81,0.93,50.333333333333336
2010-01-25,47.05,0.93,50.59139784946236
2010-01-26,47.0,0.93,50.537634408602145
2010-01-27,46.64,0.93,50.1505376344086
2010-01-28,46.21,0.93,49.68817204301075
2010-01-29,45.51,0.93,48.93548387096774
2010-02-01,46.11,0.93,49.58064516129032
2010-02-02,47.6,0.93,51.18279569892473
2010-02-03,46.97,0.93,50.50537634408602
2010-02-04,45.94,0.93,49.397849462365585
2010-02-05,45.66,0.93,49.096774193548384
2010-02-08,45.53,0.93,48.956989247311824
2010-02-09,46.85,0.93,50.376344086021504
2010-02-10,46.81,0.93,50.333333333333336
2010-02-11,48.67,0.93,52.333333333333336
2010-02-12,49.29,0.93,52.99999999999999
2010-02-16,49.42,0.93,53.13978494623656
2010-02-17,49.83,0.93,53.58064516129032
2010-02-18,50.28,0.93,54.064516129032256
2010-02-19,49.98,0.93,53.74193548387096
2010-02-22,49.75,0.93,53.494623655913976
2010-02-23,49.3,0.93,53.01075268817204
2010-02-24,49.83,0.93,53.58064516129032
2010-02-25,49.61,0.93,53.344086021505376
2010-02-26,48.98,0.81,60.469135802469125
2010-03-01,48.93,0.81,60.407407407407405
2010-03-02,49.81,0.81,61.49382716049383
2010-03-03,49.98,0.81,61.703703703703695
2010-03-04,50.66,0.81,62.5432098765432
2010-03-05,51.25,0.81,63.2716049382716
2010-03-08,50.79,0.81,62.703703703703695
2010-03-09,50.38,0.81,62.19753086419753
2010-03-10,50.3,0.81,62.09876543209876
2010-03-11,50.24,0.81,62.02469135802469
2010-03-12,50.14,0.81,61.901234567901234
2010-03-15,50.92,0.81,62.864197530864196
2010-03-16,51.24,0.81,63.25925925925926
2010-03-17,51.83,0.81,63.987654320987644
2010-03-18,51.82,0.81,63.9753086419753
2010-03-19,52.68,0.81,65.03703703703704
2010-03-22,52.89,0.81,65.29629629629629
2010-03-23,52.44,0.81,64.74074074074073
2010-03-24,51.89,0.81,64.06172839506172
2010-03-25,51.72,0.81,63.85185185185185
2010-03-26,52.12,0.81,64.34567901234567
2010-03-29,52.53,0.81,64.85185185185185
2010-03-30,52.49,0.81,64.80246913580247
2010-03-31,52.16,0.81,64.39506172839505
2010-04-01,52.47,0.81,64.77777777777777
2010-04-05,52.85,0.81,65.24691358024691
2010-04-06,52.65,0.81,65.0
2010-04-07,52.52,0.81,64.8395061728395
2010-04-08,52.37,0.81,64.65432098765432
2010-04-09,52.75,0.81,65.12345679012346
2010-04-12,52.95,0.81,65.37037037037037
2010-04-13,52.46,0.81,64.76543209876543
2010-04-14,51.3,0.81,63.33333333333333
2010-04-15,51.59,0.81,63.69135802469136
2010-04-16,50.74,0.81,62.641975308641975
2010-04-19,51.35,0.81,63.395061728395056
2010-04-20,51.92,0.81,64.09876543209876
2010-04-21,51.99,0.81,64.18518518518519
2010-04-22,51.24,0.81,63.25925925925926
2010-04-23,51.14,0.81,63.1358024691358
2010-04-26,50.13,0.81,61.888888888888886
2010-04-27,48.44,0.81,59.80246913580246
2010-04-28,49.09,0.81,60.60493827160494
2010-04-29,49.58,0.81,61.20987654320987
2010-04-30,49.08,0.81,60.59259259259259
2010-05-03,49.42,0.81,61.01234567901234
2010-05-04,49.0,0.81,60.49382716049382
2010-05-05,48.71,0.81,60.1358024691358
2010-05-06,47.0,0.81,58.02469135802469
2010-05-07,46.42,0.9,51.577777777777776
2010-05-10,48.35,0.9,53.72222222222222
2010-05-11,48.35,0.9,53.72222222222222
2010-05-12,47.99,0.9,53.32222222222222
2010-05-13,47.36,0.9,52.62222222222222
2010-05-14,46.56,0.9,51.733333333333334
2010-05-17,46.25,0.9,51.388888888888886
2010-05-18,45.56,0.9,50.62222222222222
2010-05-19,46.26,0.9,51.4
2010-05-20,44.55,0.9,49.49999999999999
2010-05-21,44.26,0.9,49.17777777777778
2010-05-24,44.3,0.9,49.222222222222214
2010-05-25,43.72,0.9,48.577777777777776
2010-05-26,43.7,0.9,48.55555555555556
2010-05-27,44.7,0.9,49.66666666666667
2010-05-28,44.12,0.9,49.02222222222222
2010-06-01,43.97,0.9,48.855555555555554
2010-06-02,45.05,0.9,50.05555555555555
2010-06-03,45.02,0.9,50.022222222222226
2010-06-04,43.74,0.9,48.6
2010-06-07,43.17,0.9,47.96666666666667
2010-06-08,43.73,0.9,48.58888888888888
2010-06-09,44.15,0.9,49.05555555555555
2010-06-10,45.11,0.9,50.12222222222222
2010-06-11,44.35,0.9,49.27777777777778
2010-06-14,45.57,0.9,50.63333333333333
2010-06-15,45.56,0.9,50.62222222222222
2010-06-16,45.55,0.9,50.61111111111111
2010-06-17,45.6,0.9,50.666666666666664
2010-06-18,45.91,0.9,51.011111111111106
2010-06-21,46.29,0.9,51.43333333333333
2010-06-22,44.99,0.9,49.98888888888889
2010-06-23,46.49,0.9,51.65555555555556
2010-06-24,46.43,0.9,51.58888888888889
2010-06-25,45.9,0.9,51.0
2010-06-28,46.29,0.9,51.43333333333333
2010-06-29,45.72,0.9,50.8
2010-06-30,45.84,0.9,50.93333333333334
2010-07-01,46.55,0.9,51.722222222222214
2010-07-02,46.45,0.9,51.611111111111114
2010-07-06,46.77,0.9,51.96666666666667
2010-07-07,47.54,0.9,52.82222222222222
2010-07-08,48.54,0.9,53.93333333333333
2010-07-09,48.59,0.9,53.988888888888894
2010-07-12,48.84,0.9,54.266666666666666
2010-07-13,49.3,0.9,54.77777777777777
2010-07-14,49.52,0.9,55.022222222222226
2010-07-15,50.1,0.9,55.666666666666664
2010-07-16,49.67,0.9,55.18888888888889
2010-07-19,49.96,0.9,55.51111111111111
2010-07-20,50.63,0.9,56.25555555555556
2010-07-21,49.89,0.9,55.43333333333333
2010-07-22,50.84,0.9,56.488888888888894
2010-07-23,50.66,0.9,56.288888888888884
2010-07-26,51.19,0.9,56.87777777777777
2010-07-27,51.34,0.9,57.044444444444444
2010-07-28,51.04,0.9,56.71111111111111
2010-07-29,51.18,0.9,56.86666666666667
2010-07-30,51.04,0.9,56.71111111111111
2010-08-02,51.96,0.9,57.733333333333334
2010-08-03,52.15,0.9,57.94444444444444
2010-08-04,52.24,0.9,58.044444444444444
2010-08-05,51.82,0.9,57.577777777777776
2010-08-06,52.19,1.07,48.77570093457943
2010-08-09,52.54,1.07,49.10280373831775
2010-08-10,52.97,1.07,49.50467289719626
2010-08-11,51.75,1.07,48.364485981308405
2010-08-12,51.85,1.07,48.45794392523364
2010-08-13,51.99,1.07,48.58878504672897
2010-08-16,51.99,1.07,48.58878504672897
2010-08-17,52.57,1.07,49.13084112149532
2010-08-18,52.76,1.07,49.30841121495327
2010-08-19,52.0,1.07,48.598130841121495
2010-08-20,51.98,1.07,48.57943925233644
2010-08-23,51.73,1.07,48.34579439252336
2010-08-24,51.51,1.07,48.140186915887845
