date,FLT,FLT_EPS,PE Ratio
2011-06-20,30.0,0.4,75.0
2011-06-21,30.35,0.4,75.875
2011-06-22,30.1,0.4,75.25
2011-06-23,30.16,0.4,75.39999999999999
2011-06-24,30.04,0.4,75.1
2011-06-27,29.93,0.4,74.82499999999999
2011-06-28,29.87,0.4,74.675
2011-06-29,29.53,0.4,73.825
2011-06-30,29.64,0.4,74.1
2011-07-01,29.7,0.4,74.25
2011-07-05,29.53,0.4,73.825
2011-07-06,30.1,0.4,75.25
2011-07-07,29.7,0.4,74.25
2011-07-08,29.8,0.4,74.5
2011-07-11,29.98,0.4,74.95
2011-07-12,30.0,0.4,75.0
2011-07-13,30.15,0.4,75.37499999999999
2011-07-14,29.91,0.4,74.77499999999999
2011-07-15,29.62,0.4,74.05
2011-07-18,29.51,0.4,73.775
2011-07-19,29.72,0.4,74.3
2011-07-20,29.55,0.4,73.875
2011-07-21,29.51,0.4,73.775
2011-07-22,29.39,0.4,73.475
2011-07-25,29.16,0.4,72.89999999999999
2011-07-26,29.33,0.4,73.32499999999999
2011-07-27,29.3,0.4,73.25
2011-07-28,29.48,0.4,73.7
2011-07-29,29.64,0.4,74.1
2011-08-01,29.62,0.4,74.05
2011-08-02,29.19,0.4,72.975
2011-08-03,29.11,0.4,72.77499999999999
2011-08-04,28.4,0.4,70.99999999999999
2011-08-05,30.01,0.4,75.025
2011-08-08,26.97,0.4,67.425
2011-08-09,28.86,0.4,72.14999999999999
2011-08-10,28.42,0.4,71.05
2011-08-11,27.45,0.4,68.625
2011-08-12,26.96,0.4,67.39999999999999
2011-08-15,27.01,0.65,41.55384615384615
2011-08-16,26.29,0.65,40.44615384615384
2011-08-17,27.0,0.65,41.53846153846154
2011-08-18,25.58,0.65,39.35384615384615
2011-08-19,25.26,0.65,38.861538461538466
2011-08-22,25.25,0.65,38.84615384615385
2011-08-23,26.82,0.65,41.26153846153846
2011-08-24,27.88,0.65,42.89230769230769
2011-08-25,27.91,0.65,42.93846153846154
2011-08-26,28.0,0.65,43.07692307692307
2011-08-29,28.47,0.65,43.8
2011-08-30,28.07,0.65,43.184615384615384
2011-08-31,28.41,0.65,43.707692307692305
2011-09-01,28.26,0.65,43.47692307692308
2011-09-02,27.89,0.65,42.90769230769231
2011-09-06,27.81,0.65,42.78461538461538
2011-09-07,28.03,0.65,43.12307692307692
2011-09-08,27.8,0.65,42.76923076923077
2011-09-09,27.68,0.65,42.58461538461538
2011-09-12,27.88,0.65,42.89230769230769
2011-09-13,28.02,0.65,43.107692307692304
2011-09-14,28.42,0.65,43.723076923076924
2011-09-15,28.85,0.65,44.38461538461539
2011-09-16,29.1,0.65,44.76923076923077
2011-09-19,28.22,0.65,43.41538461538461
2011-09-20,27.85,0.65,42.84615384615385
2011-09-21,26.75,0.65,41.15384615384615
2011-09-22,26.24,0.65,40.36923076923077
2011-09-23,26.61,0.65,40.93846153846154
2011-09-26,26.22,0.65,40.33846153846154
2011-09-27,27.06,0.65,41.630769230769225
2011-09-28,26.81,0.65,41.246153846153845
2011-09-29,26.24,0.65,40.36923076923077
2011-09-30,26.26,0.65,40.4
2011-10-03,25.78,0.65,39.66153846153846
2011-10-04,27.3,0.65,42.0
2011-10-05,27.75,0.65,42.69230769230769
2011-10-06,28.03,0.65,43.12307692307692
2011-10-07,27.8,0.65,42.76923076923077
2011-10-10,28.01,0.65,43.09230769230769
2011-10-11,28.0,0.65,43.07692307692307
2011-10-12,28.22,0.65,43.41538461538461
2011-10-13,28.11,0.65,43.246153846153845
2011-10-14,28.08,0.65,43.199999999999996
2011-10-17,27.26,0.65,41.93846153846154
2011-10-18,27.72,0.65,42.646153846153844
2011-10-19,27.9,0.65,42.92307692307692
2011-10-20,27.73,0.65,42.66153846153846
2011-10-21,27.75,0.65,42.69230769230769
2011-10-24,28.05,0.65,43.15384615384615
2011-10-25,27.94,0.65,42.98461538461539
2011-10-26,28.0,0.65,43.07692307692307
2011-10-27,28.22,0.65,43.41538461538461
2011-10-28,28.19,0.65,43.36923076923077
2011-10-31,27.96,0.65,43.01538461538461
2011-11-01,27.3,0.65,42.0
2011-11-02,27.83,0.65,42.81538461538461
2011-11-03,28.27,0.65,43.49230769230769
2011-11-04,27.97,0.65,43.03076923076923
2011-11-07,28.05,0.65,43.15384615384615
2011-11-08,27.85,0.65,42.84615384615385
2011-11-09,26.91,0.65,41.4
2011-11-10,28.43,0.65,43.738461538461536
2011-11-11,29.55,0.65,45.46153846153846
2011-11-14,28.74,0.5,57.48
2011-11-15,28.97,0.5,57.94
2011-11-16,28.81,0.5,57.62
2011-11-17,28.16,0.5,56.32
2011-11-18,28.23,0.5,56.46
2011-11-21,27.9,0.5,55.8
2011-11-22,27.75,0.5,55.5
2011-11-23,27.19,0.5,54.38
2011-11-25,26.98,0.5,53.96
2011-11-28,27.37,0.5,54.74
2011-11-29,27.73,0.5,55.46
2011-11-30,28.4,0.5,56.8
2011-12-01,28.41,0.5,56.82
2011-12-02,28.68,0.5,57.36
2011-12-05,28.95,0.5,57.9
2011-12-06,28.94,0.5,57.88
2011-12-07,28.91,0.5,57.82
2011-12-08,28.74,0.5,57.48
2011-12-09,29.26,0.5,58.52
2011-12-12,28.93,0.5,57.86
2011-12-13,29.41,0.5,58.82
2011-12-14,29.96,0.5,59.92
2011-12-15,28.44,0.5,56.88
2011-12-16,29.16,0.5,58.32
2011-12-19,28.52,0.5,57.04
2011-12-20,29.5,0.5,59.0
2011-12-21,29.48,0.5,58.96
2011-12-22,29.52,0.5,59.04
2011-12-23,29.49,0.5,58.98
2011-12-27,29.63,0.5,59.26
2011-12-28,29.44,0.5,58.88
2011-12-29,29.68,0.5,59.36
2011-12-30,29.87,0.5,59.74
2012-01-03,30.56,0.5,61.12
2012-01-04,30.55,0.5,61.1
2012-01-05,31.15,0.5,62.3
2012-01-06,31.18,0.5,62.36
2012-01-09,31.57,0.5,63.14
2012-01-10,32.02,0.5,64.04
2012-01-11,32.4,0.5,64.8
2012-01-12,32.53,0.5,65.06
2012-01-13,32.32,0.5,64.64
2012-01-17,32.55,0.5,65.1
2012-01-18,32.77,0.5,65.54
2012-01-19,33.24,0.5,66.48
2012-01-20,33.2,0.5,66.4
2012-01-23,33.52,0.5,67.04
2012-01-24,33.66,0.5,67.32
2012-01-25,33.97,0.5,67.94
2012-01-26,33.76,0.5,67.52
2012-01-27,34.11,0.5,68.22
2012-01-30,33.82,0.5,67.64
2012-01-31,33.99,0.5,67.98
2012-02-01,34.35,0.5,68.7
2012-02-02,34.47,0.5,68.94
2012-02-03,34.74,0.5,69.48
2012-02-06,35.23,0.5,70.46
2012-02-07,35.21,0.5,70.42
2012-02-08,35.74,0.5,71.48
2012-02-09,36.75,0.5,73.5
2012-02-10,36.49,0.5,72.98
2012-02-13,35.4,0.5,70.8
2012-02-14,36.14,0.5,72.28
2012-02-15,36.14,0.5,72.28
2012-02-16,36.42,0.5,72.84
2012-02-17,36.66,0.5,73.32
2012-02-21,36.2,0.5,72.4
2012-02-22,36.57,0.5,73.14
2012-02-23,37.17,0.5,74.34
2012-02-24,37.4,0.5,74.8
2012-02-27,36.98,0.5,73.96
2012-02-28,36.99,0.5,73.98
2012-02-29,37.03,0.47,78.7872340425532
2012-03-01,37.5,0.47,79.7872340425532
2012-03-02,36.95,0.47,78.61702127659575
2012-03-05,37.12,0.47,78.97872340425532
2012-03-06,35.89,0.47,76.36170212765958
2012-03-07,36.47,0.47,77.59574468085107
2012-03-08,36.87,0.47,78.44680851063829
2012-03-09,37.24,0.47,79.2340425531915
2012-03-12,37.2,0.47,79.14893617021278
2012-03-13,37.7,0.47,80.21276595744682
2012-03-14,37.0,0.47,78.72340425531915
2012-03-15,38.59,0.47,82.10638297872342
2012-03-16,38.61,0.47,82.14893617021276
2012-03-19,38.63,0.47,82.19148936170214
2012-03-20,38.74,0.47,82.42553191489363
2012-03-21,38.96,0.47,82.8936170212766
2012-03-22,39.03,0.47,83.04255319148938
2012-03-23,39.41,0.47,83.85106382978724
2012-03-26,39.73,0.47,84.53191489361701
2012-03-27,39.9,0.47,84.8936170212766
2012-03-28,39.63,0.47,84.31914893617022
2012-03-29,39.53,0.47,84.10638297872342
2012-03-30,38.77,0.47,82.48936170212767
2012-04-02,38.96,0.47,82.8936170212766
2012-04-03,39.22,0.47,83.4468085106383
2012-04-04,39.18,0.47,83.36170212765958
2012-04-05,39.25,0.47,83.51063829787235
2012-04-09,38.71,0.47,82.36170212765958
2012-04-10,37.86,0.47,80.55319148936171
2012-04-11,38.35,0.47,81.59574468085107
2012-04-12,38.7,0.47,82.3404255319149
2012-04-13,38.55,0.47,82.02127659574468
2012-04-16,38.08,0.47,81.02127659574468
2012-04-17,39.12,0.47,83.23404255319149
2012-04-18,38.67,0.47,82.27659574468086
2012-04-19,38.49,0.47,81.89361702127661
2012-04-20,38.62,0.47,82.17021276595744
2012-04-23,38.63,0.47,82.19148936170214
2012-04-24,39.07,0.47,83.1276595744681
2012-04-25,40.07,0.47,85.25531914893618
2012-04-26,40.0,0.47,85.1063829787234
2012-04-27,40.08,0.47,85.27659574468085
2012-04-30,39.55,0.47,84.14893617021276
2012-05-01,40.79,0.47,86.7872340425532
2012-05-02,40.47,0.47,86.1063829787234
2012-05-03,40.65,0.47,86.48936170212767
2012-05-04,40.27,0.47,85.68085106382979
2012-05-07,40.26,0.47,85.65957446808511
2012-05-08,40.55,0.47,86.27659574468085
2012-05-09,40.87,0.47,86.95744680851064
2012-05-10,39.53,0.51,77.50980392156863
2012-05-11,39.68,0.51,77.80392156862744
2012-05-14,39.34,0.51,77.13725490196079
2012-05-15,39.21,0.51,76.88235294117646
2012-05-16,39.01,0.51,76.49019607843137
2012-05-17,38.99,0.51,76.45098039215686
2012-05-18,37.74,0.51,74.0
2012-05-21,38.0,0.51,74.50980392156863
2012-05-22,37.64,0.51,73.80392156862744
2012-05-23,37.85,0.51,74.2156862745098
2012-05-24,38.54,0.51,75.56862745098039
2012-05-25,38.46,0.51,75.41176470588235
2012-05-29,38.69,0.51,75.86274509803921
2012-05-30,38.2,0.51,74.90196078431373
2012-05-31,37.9,0.51,74.31372549019608
2012-06-01,36.21,0.51,71.0
2012-06-04,36.68,0.51,71.92156862745098
2012-06-05,37.03,0.51,72.6078431372549
2012-06-06,38.54,0.51,75.56862745098039
2012-06-07,38.6,0.51,75.68627450980392
2012-06-08,36.67,0.51,71.90196078431373
2012-06-11,36.58,0.51,71.72549019607843
2012-06-12,36.99,0.51,72.52941176470588
2012-06-13,37.23,0.51,72.99999999999999
2012-06-14,37.28,0.51,73.09803921568627
2012-06-15,37.45,0.51,73.43137254901961
2012-06-18,37.93,0.51,74.37254901960785
2012-06-19,38.23,0.51,74.96078431372548
2012-06-20,37.59,0.51,73.70588235294119
2012-06-21,36.46,0.51,71.49019607843137
2012-06-22,35.0,0.51,68.62745098039215
2012-06-25,34.43,0.51,67.50980392156863
2012-06-26,34.39,0.51,67.43137254901961
2012-06-27,34.09,0.51,66.84313725490196
2012-06-28,34.01,0.51,66.68627450980392
2012-06-29,35.04,0.51,68.70588235294117
2012-07-02,34.95,0.51,68.52941176470588
2012-07-03,35.6,0.51,69.80392156862746
2012-07-05,35.29,0.51,69.19607843137254
2012-07-06,34.84,0.51,68.31372549019608
2012-07-09,35.37,0.51,69.35294117647058
2012-07-10,35.29,0.51,69.19607843137254
2012-07-11,35.68,0.51,69.96078431372548
2012-07-12,36.14,0.51,70.86274509803921
2012-07-13,36.47,0.51,71.50980392156862
2012-07-16,35.96,0.51,70.50980392156863
2012-07-17,36.44,0.51,71.45098039215685
2012-07-18,36.28,0.51,71.13725490196079
2012-07-19,36.34,0.51,71.25490196078432
2012-07-20,36.01,0.51,70.6078431372549
2012-07-23,35.48,0.51,69.56862745098039
2012-07-24,35.47,0.51,69.54901960784314
2012-07-25,35.77,0.51,70.13725490196079
2012-07-26,36.52,0.51,71.6078431372549
2012-07-27,37.27,0.51,73.07843137254902
2012-07-30,36.98,0.51,72.50980392156862
2012-07-31,36.92,0.51,72.3921568627451
2012-08-01,36.39,0.51,71.3529411764706
2012-08-02,35.78,0.51,70.15686274509804
2012-08-03,36.07,0.51,70.72549019607843
2012-08-06,35.99,0.51,70.5686274509804
2012-08-07,36.56,0.51,71.68627450980392
2012-08-08,36.7,0.51,71.9607843137255
2012-08-09,40.08,0.65,61.661538461538456
2012-08-10,40.65,0.65,62.53846153846153
2012-08-13,39.99,0.65,61.52307692307692
2012-08-14,40.71,0.65,62.63076923076923
2012-08-15,41.96,0.65,64.55384615384615
2012-08-16,42.78,0.65,65.81538461538462
2012-08-17,42.54,0.65,65.44615384615385
2012-08-20,43.44,0.65,66.83076923076922
2012-08-21,43.39,0.65,66.75384615384615
2012-08-22,43.17,0.65,66.41538461538461
2012-08-23,42.77,0.65,65.8
2012-08-24,42.77,0.65,65.8
2012-08-27,43.1,0.65,66.3076923076923
2012-08-28,42.99,0.65,66.13846153846154
2012-08-29,43.34,0.65,66.67692307692307
2012-08-30,42.87,0.65,65.95384615384614
2012-08-31,43.18,0.65,66.43076923076923
2012-09-04,43.06,0.65,66.24615384615385
2012-09-05,42.99,0.65,66.13846153846154
2012-09-06,44.46,0.65,68.4
2012-09-07,44.12,0.65,67.87692307692308
2012-09-10,44.02,0.65,67.72307692307693
2012-09-11,43.8,0.65,67.38461538461537
2012-09-12,43.97,0.65,67.64615384615384
2012-09-13,44.25,0.65,68.07692307692308
2012-09-14,44.63,0.65,68.66153846153847
2012-09-17,43.8,0.65,67.38461538461537
2012-09-18,43.96,0.65,67.63076923076923
2012-09-19,44.61,0.65,68.63076923076923
2012-09-20,43.96,0.65,67.63076923076923
2012-09-21,45.6,0.65,70.15384615384616
2012-09-24,45.22,0.65,69.56923076923077
2012-09-25,43.97,0.65,67.64615384615384
2012-09-26,43.98,0.65,67.66153846153846
2012-09-27,44.39,0.65,68.29230769230769
2012-09-28,44.8,0.65,68.92307692307692
2012-10-01,44.38,0.65,68.27692307692308
2012-10-02,44.8,0.65,68.92307692307692
2012-10-03,45.24,0.65,69.6
2012-10-04,45.54,0.65,70.06153846153846
2012-10-05,45.65,0.65,70.23076923076923
2012-10-08,45.31,0.65,69.70769230769231
2012-10-09,45.64,0.65,70.21538461538461
2012-10-10,45.66,0.65,70.24615384615385
2012-10-11,46.0,0.65,70.76923076923077
2012-10-12,45.6,0.65,70.15384615384616
2012-10-15,45.84,0.65,70.52307692307693
2012-10-16,45.82,0.65,70.49230769230769
2012-10-17,46.32,0.65,71.26153846153846
2012-10-18,47.2,0.65,72.61538461538461
2012-10-19,47.07,0.65,72.41538461538461
2012-10-22,47.52,0.65,73.1076923076923
2012-10-23,46.7,0.65,71.84615384615385
2012-10-24,46.6,0.65,71.6923076923077
2012-10-25,46.32,0.65,71.26153846153846
2012-10-26,46.64,0.65,71.75384615384615
2012-10-31,47.41,0.65,72.93846153846152
2012-11-01,47.63,0.65,73.27692307692308
2012-11-02,47.42,0.65,72.95384615384616
2012-11-05,47.21,0.65,72.63076923076923
2012-11-06,47.53,0.65,73.12307692307692
2012-11-07,46.22,0.65,71.1076923076923
2012-11-08,46.14,0.65,70.98461538461538
2012-11-09,47.88,0.72,66.5
2012-11-12,48.64,0.72,67.55555555555556
2012-11-13,48.52,0.72,67.3888888888889
2012-11-14,48.31,0.72,67.09722222222223
2012-11-15,48.47,0.72,67.31944444444444
2012-11-16,48.65,0.72,67.56944444444444
2012-11-19,49.47,0.72,68.70833333333333
2012-11-20,50.55,0.72,70.20833333333333
2012-11-21,51.12,0.72,71.0
2012-11-23,51.71,0.72,71.81944444444444
2012-11-26,51.2,0.72,71.11111111111111
2012-11-27,52.7,0.72,73.19444444444446
2012-11-28,52.19,0.72,72.48611111111111
2012-11-29,51.59,0.72,71.65277777777779
2012-11-30,52.19,0.72,72.48611111111111
2012-12-03,51.93,0.72,72.125
2012-12-04,51.67,0.72,71.7638888888889
2012-12-05,52.45,0.72,72.84722222222223
2012-12-06,52.45,0.72,72.84722222222223
2012-12-07,52.74,0.72,73.25
2012-12-10,51.7,0.72,71.80555555555556
2012-12-11,51.29,0.72,71.23611111111111
2012-12-12,51.35,0.72,71.31944444444444
2012-12-13,50.53,0.72,70.18055555555556
2012-12-14,50.42,0.72,70.02777777777779
2012-12-17,50.74,0.72,70.47222222222223
2012-12-18,51.52,0.72,71.55555555555556
2012-12-19,51.9,0.72,72.08333333333333
2012-12-20,52.52,0.72,72.94444444444446
2012-12-21,53.1,0.72,73.75
2012-12-24,53.49,0.72,74.29166666666667
2012-12-26,53.28,0.72,74.0
2012-12-27,53.13,0.72,73.79166666666667
2012-12-28,52.85,0.72,73.40277777777779
2012-12-31,53.65,0.72,74.51388888888889
2013-01-02,55.18,0.72,76.63888888888889
2013-01-03,54.89,0.72,76.23611111111111
2013-01-04,55.0,0.72,76.38888888888889
2013-01-07,55.81,0.72,77.5138888888889
2013-01-08,55.74,0.72,77.41666666666667
2013-01-09,55.98,0.72,77.75
2013-01-10,56.71,0.72,78.7638888888889
2013-01-11,56.57,0.72,78.56944444444444
2013-01-14,56.93,0.72,79.06944444444444
2013-01-15,57.2,0.72,79.44444444444446
2013-01-16,57.17,0.72,79.40277777777779
2013-01-17,58.19,0.72,80.81944444444444
2013-01-18,59.08,0.72,82.05555555555556
2013-01-22,58.73,0.72,81.56944444444444
2013-01-23,58.02,0.72,80.58333333333334
2013-01-24,59.36,0.72,82.44444444444444
2013-01-25,60.26,0.72,83.69444444444444
2013-01-28,59.34,0.72,82.41666666666667
2013-01-29,59.08,0.72,82.05555555555556
2013-01-30,59.51,0.72,82.65277777777777
2013-01-31,59.84,0.72,83.11111111111111
2013-02-01,60.03,0.72,83.375
2013-02-04,59.78,0.72,83.02777777777779
2013-02-05,59.89,0.72,83.18055555555556
2013-02-06,59.9,0.72,83.19444444444444
2013-02-07,59.55,0.72,82.70833333333333
2013-02-08,66.01,0.72,91.68055555555557
2013-02-11,66.15,0.72,91.87500000000001
2013-02-12,66.03,0.72,91.70833333333334
2013-02-13,66.04,0.72,91.72222222222223
2013-02-14,66.53,0.72,92.40277777777779
2013-02-15,68.47,0.72,95.09722222222223
2013-02-19,69.55,0.72,96.59722222222223
2013-02-20,68.65,0.72,95.34722222222223
2013-02-21,67.7,0.72,94.02777777777779
2013-02-22,67.97,0.72,94.40277777777779
2013-02-25,67.28,0.72,93.44444444444444
2013-02-26,67.45,0.72,93.68055555555556
2013-02-27,68.23,0.72,94.7638888888889
2013-02-28,69.81,0.72,96.95833333333334
2013-03-01,70.34,0.71,99.07042253521128
2013-03-04,71.18,0.71,100.25352112676057
2013-03-05,72.07,0.71,101.50704225352112
2013-03-06,72.25,0.71,101.7605633802817
2013-03-07,69.88,0.71,98.4225352112676
2013-03-08,70.52,0.71,99.32394366197182
2013-03-11,70.41,0.71,99.16901408450704
2013-03-12,70.4,0.71,99.1549295774648
2013-03-13,70.5,0.71,99.29577464788733
2013-03-14,70.56,0.71,99.38028169014085
2013-03-15,69.52,0.71,97.91549295774648
2013-03-18,69.46,0.71,97.83098591549296
2013-03-19,68.83,0.71,96.94366197183099
2013-03-20,69.74,0.71,98.22535211267605
2013-03-21,72.38,0.71,101.94366197183099
2013-03-22,75.82,0.71,106.78873239436619
2013-03-25,75.46,0.71,106.28169014084507
2013-03-26,76.69,0.71,108.01408450704226
2013-03-27,76.05,0.71,107.11267605633803
2013-03-28,76.67,0.71,107.98591549295776
2013-04-01,77.24,0.71,108.78873239436619
2013-04-02,77.83,0.71,109.61971830985915
2013-04-03,77.27,0.71,108.83098591549296
2013-04-04,77.26,0.71,108.81690140845072
2013-04-05,75.25,0.71,105.98591549295776
2013-04-08,76.44,0.71,107.66197183098592
2013-04-09,77.08,0.71,108.56338028169014
2013-04-10,78.36,0.71,110.36619718309859
2013-04-11,77.57,0.71,109.25352112676056
2013-04-12,77.03,0.71,108.49295774647888
2013-04-15,73.81,0.71,103.95774647887325
2013-04-16,75.05,0.71,105.70422535211267
2013-04-17,74.1,0.71,104.36619718309859
2013-04-18,72.42,0.71,102.00000000000001
2013-04-19,73.44,0.71,103.43661971830986
2013-04-22,75.3,0.71,106.05633802816901
2013-04-23,77.22,0.71,108.7605633802817
2013-04-24,75.93,0.71,106.943661971831
2013-04-25,74.99,0.71,105.61971830985915
2013-04-26,75.48,0.71,106.30985915492958
2013-04-29,75.44,0.71,106.25352112676056
2013-04-30,76.9,0.71,108.3098591549296
2013-05-01,74.9,0.71,105.4929577464789
2013-05-02,77.2,0.71,108.7323943661972
2013-05-03,80.34,0.71,113.1549295774648
2013-05-06,81.97,0.71,115.45070422535211
2013-05-07,82.17,0.71,115.7323943661972
2013-05-08,82.84,0.71,116.67605633802818
2013-05-09,81.58,0.71,114.90140845070422
2013-05-10,81.25,0.8,101.5625
2013-05-13,82.35,0.8,102.93749999999999
2013-05-14,84.21,0.8,105.26249999999999
2013-05-15,81.9,0.8,102.375
2013-05-16,81.22,0.8,101.52499999999999
2013-05-17,82.05,0.8,102.56249999999999
2013-05-20,83.43,0.8,104.28750000000001
2013-05-21,84.01,0.8,105.0125
2013-05-22,81.84,0.8,102.3
2013-05-23,82.06,0.8,102.575
2013-05-24,82.54,0.8,103.175
2013-05-28,84.35,0.8,105.43749999999999
2013-05-29,85.91,0.8,107.38749999999999
2013-05-30,87.39,0.8,109.2375
2013-05-31,87.08,0.8,108.85
2013-06-03,86.14,0.8,107.675
2013-06-04,85.33,0.8,106.6625
2013-06-05,84.13,0.8,105.1625
2013-06-06,85.42,0.8,106.77499999999999
2013-06-07,87.11,0.8,108.88749999999999
2013-06-10,88.1,0.8,110.12499999999999
2013-06-11,87.58,0.8,109.475
2013-06-12,87.54,0.8,109.425
2013-06-13,87.79,0.8,109.7375
2013-06-14,87.65,0.8,109.5625
2013-06-17,88.07,0.8,110.08749999999999
2013-06-18,89.12,0.8,111.4
2013-06-19,88.15,0.8,110.1875
2013-06-20,83.94,0.8,104.925
2013-06-21,83.8,0.8,104.74999999999999
2013-06-24,82.38,0.8,102.975
2013-06-25,83.4,0.8,104.25
2013-06-26,84.91,0.8,106.13749999999999
2013-06-27,83.17,0.8,103.96249999999999
2013-06-28,81.3,0.8,101.62499999999999
2013-07-01,82.88,0.8,103.6
2013-07-02,82.41,0.8,103.01249999999999
2013-07-03,83.24,0.8,104.04999999999998
2013-07-05,84.34,0.8,105.425
2013-07-08,84.26,0.8,105.325
2013-07-09,85.8,0.8,107.24999999999999
2013-07-10,85.67,0.8,107.08749999999999
2013-07-11,86.65,0.8,108.3125
2013-07-12,85.97,0.8,107.46249999999999
2013-07-15,86.13,0.8,107.6625
2013-07-16,84.94,0.8,106.175
2013-07-17,85.57,0.8,106.96249999999999
2013-07-18,87.0,0.8,108.75
2013-07-19,86.87,0.8,108.5875
2013-07-22,87.61,0.8,109.51249999999999
2013-07-23,87.08,0.8,108.85
2013-07-24,87.74,0.8,109.67499999999998
2013-07-25,87.61,0.8,109.51249999999999
2013-07-26,90.46,0.8,113.07499999999999
2013-07-29,89.12,0.8,111.4
2013-07-30,89.57,0.8,111.96249999999999
2013-07-31,89.77,0.8,112.21249999999999
2013-08-01,91.85,0.8,114.81249999999999
2013-08-02,98.44,0.8,123.05
2013-08-05,98.78,0.8,123.475
2013-08-06,98.19,0.8,122.7375
2013-08-07,97.94,0.89,110.04494382022472
2013-08-08,98.9,0.89,111.12359550561798
2013-08-09,98.67,0.89,110.86516853932584
2013-08-12,97.25,0.89,109.26966292134831
2013-08-13,97.45,0.89,109.49438202247191
2013-08-14,99.43,0.89,111.71910112359551
2013-08-15,97.52,0.89,109.57303370786516
2013-08-16,97.67,0.89,109.74157303370787
2013-08-19,97.51,0.89,109.561797752809
2013-08-20,97.8,0.89,109.8876404494382
2013-08-21,96.96,0.89,108.94382022471909
2013-08-22,103.12,0.89,115.86516853932585
2013-08-23,102.82,0.89,115.52808988764043
2013-08-26,104.7,0.89,117.64044943820225
2013-08-27,103.17,0.89,115.92134831460675
2013-08-28,103.09,0.89,115.8314606741573
2013-08-29,104.48,0.89,117.3932584269663
