date,WU,WU_EPS,PE Ratio
2007-03-01,21.41,1.2,17.84166666666667
2007-03-02,21.08,1.2,17.566666666666666
2007-03-05,21.19,1.2,17.658333333333335
2007-03-06,21.87,1.2,18.225
2007-03-07,21.36,1.2,17.8
2007-03-08,21.41,1.2,17.84166666666667
2007-03-09,21.14,1.2,17.616666666666667
2007-03-12,21.55,1.2,17.958333333333336
2007-03-13,21.17,1.2,17.64166666666667
2007-03-14,21.27,1.2,17.725
2007-03-15,21.82,1.2,18.183333333333334
2007-03-16,21.61,1.2,18.008333333333333
2007-03-19,21.83,1.2,18.191666666666666
2007-03-20,21.51,1.2,17.925
2007-03-21,21.85,1.2,18.208333333333336
2007-03-22,21.68,1.2,18.066666666666666
2007-03-23,22.34,1.2,18.616666666666667
2007-03-26,22.63,1.2,18.858333333333334
2007-03-27,22.62,1.2,18.85
2007-03-28,22.45,1.2,18.708333333333332
2007-03-29,22.21,1.2,18.508333333333336
2007-03-30,21.95,1.2,18.291666666666668
2007-04-02,22.18,1.2,18.483333333333334
2007-04-03,22.48,1.2,18.733333333333334
2007-04-04,22.6,1.2,18.833333333333336
2007-04-05,22.87,1.2,19.058333333333334
2007-04-09,23.02,1.2,19.183333333333334
2007-04-10,23.17,1.2,19.308333333333337
2007-04-11,23.13,1.2,19.275
2007-04-12,22.82,1.2,19.01666666666667
2007-04-13,22.48,1.2,18.733333333333334
2007-04-16,22.55,1.2,18.791666666666668
2007-04-17,22.88,1.2,19.066666666666666
2007-04-18,22.84,1.2,19.033333333333335
2007-04-19,23.16,1.2,19.3
2007-04-20,23.26,1.2,19.383333333333336
2007-04-23,22.85,1.2,19.041666666666668
2007-04-24,22.93,1.2,19.108333333333334
2007-04-25,21.59,1.2,17.991666666666667
2007-04-26,21.69,1.2,18.075000000000003
2007-04-27,21.71,1.2,18.09166666666667
2007-04-30,21.05,1.2,17.541666666666668
2007-05-01,20.87,1.2,17.39166666666667
2007-05-02,20.94,1.2,17.450000000000003
2007-05-03,21.51,1.2,17.925
2007-05-04,21.54,1.2,17.95
2007-05-07,21.64,1.2,18.033333333333335
2007-05-08,21.34,0.25,85.36
2007-05-09,21.48,0.25,85.92
2007-05-10,21.16,0.25,84.64
2007-05-11,21.48,0.25,85.92
2007-05-14,21.21,0.25,84.84
2007-05-15,21.12,0.25,84.48
2007-05-16,21.38,0.25,85.52
2007-05-17,21.23,0.25,84.92
2007-05-18,21.64,0.25,86.56
2007-05-21,21.76,0.25,87.04
2007-05-22,21.62,0.25,86.48
2007-05-23,22.09,0.25,88.36
2007-05-24,21.64,0.25,86.56
2007-05-25,22.28,0.25,89.12
2007-05-29,21.89,0.25,87.56
2007-05-30,22.3,0.25,89.2
2007-05-31,22.45,0.25,89.8
2007-06-01,22.49,0.25,89.96
2007-06-04,22.18,0.25,88.72
2007-06-05,22.16,0.25,88.64
2007-06-06,22.17,0.25,88.68
2007-06-07,21.82,0.25,87.28
2007-06-08,22.16,0.25,88.64
2007-06-11,22.75,0.25,91.0
2007-06-12,22.42,0.25,89.68
2007-06-13,22.9,0.25,91.6
2007-06-14,23.06,0.25,92.24
2007-06-15,22.89,0.25,91.56
2007-06-18,22.69,0.25,90.76
2007-06-19,22.45,0.25,89.8
2007-06-20,21.21,0.25,84.84
2007-06-21,21.04,0.25,84.16
2007-06-22,20.97,0.25,83.88
2007-06-25,20.71,0.25,82.84
2007-06-26,20.45,0.25,81.8
2007-06-27,20.74,0.25,82.96
2007-06-28,20.52,0.25,82.08
2007-06-29,20.83,0.25,83.32
2007-07-02,20.86,0.25,83.44
2007-07-03,20.73,0.25,82.92
2007-07-05,20.49,0.25,81.96
2007-07-06,20.31,0.25,81.24
2007-07-09,20.12,0.25,80.48
2007-07-10,20.68,0.25,82.72
2007-07-11,20.74,0.25,82.96
2007-07-12,20.91,0.25,83.64
2007-07-13,20.66,0.25,82.64
2007-07-16,20.64,0.25,82.56
2007-07-17,20.49,0.25,81.96
2007-07-18,20.34,0.25,81.36
2007-07-19,20.5,0.25,82.0
2007-07-20,20.67,0.25,82.68
2007-07-23,20.7,0.25,82.8
2007-07-24,21.44,0.25,85.76
2007-07-25,21.43,0.25,85.72
2007-07-26,20.88,0.25,83.52
2007-07-27,20.19,0.25,80.76
2007-07-30,20.25,0.25,81.0
2007-07-31,19.95,0.25,79.8
2007-08-01,19.78,0.25,79.12
2007-08-02,19.78,0.25,79.12
2007-08-03,19.51,0.25,78.04
2007-08-06,20.14,0.25,80.56
2007-08-07,20.22,0.52,38.88461538461538
2007-08-08,20.52,0.52,39.46153846153846
2007-08-09,19.94,0.52,38.34615384615385
2007-08-10,19.64,0.52,37.76923076923077
2007-08-13,19.5,0.52,37.5
2007-08-14,19.0,0.52,36.53846153846154
2007-08-15,18.92,0.52,36.38461538461539
2007-08-16,18.36,0.52,35.30769230769231
2007-08-17,18.73,0.52,36.01923076923077
2007-08-20,18.53,0.52,35.63461538461539
2007-08-21,18.99,0.52,36.51923076923077
2007-08-22,19.53,0.52,37.55769230769231
2007-08-23,19.61,0.52,37.71153846153846
2007-08-24,19.85,0.52,38.17307692307693
2007-08-27,19.43,0.52,37.36538461538461
2007-08-28,18.9,0.52,36.34615384615384
2007-08-29,19.14,0.52,36.80769230769231
2007-08-30,18.76,0.52,36.07692307692308
2007-08-31,18.83,0.52,36.21153846153846
2007-09-04,20.1,0.52,38.65384615384615
2007-09-05,19.87,0.52,38.21153846153846
2007-09-06,19.9,0.52,38.26923076923077
2007-09-07,19.38,0.52,37.26923076923077
2007-09-10,19.32,0.52,37.15384615384615
2007-09-11,19.79,0.52,38.05769230769231
2007-09-12,19.93,0.52,38.32692307692307
2007-09-13,20.1,0.52,38.65384615384615
2007-09-14,20.13,0.52,38.71153846153846
2007-09-17,19.77,0.52,38.01923076923077
2007-09-18,20.18,0.52,38.80769230769231
2007-09-19,20.03,0.52,38.519230769230774
2007-09-20,19.64,0.52,37.76923076923077
2007-09-21,20.42,0.52,39.269230769230774
2007-09-24,21.16,0.52,40.69230769230769
2007-09-25,21.06,0.52,40.49999999999999
2007-09-26,21.44,0.52,41.23076923076923
2007-09-27,21.49,0.52,41.32692307692307
2007-09-28,20.97,0.52,40.32692307692307
2007-10-01,21.08,0.52,40.53846153846153
2007-10-02,21.01,0.52,40.40384615384615
2007-10-03,20.96,0.52,40.30769230769231
2007-10-04,20.92,0.52,40.23076923076923
2007-10-05,20.88,0.52,40.15384615384615
2007-10-08,20.72,0.52,39.84615384615384
2007-10-09,20.91,0.52,40.21153846153846
2007-10-10,20.34,0.52,39.11538461538461
2007-10-11,20.08,0.52,38.61538461538461
2007-10-12,20.13,0.52,38.71153846153846
2007-10-15,19.69,0.52,37.86538461538461
2007-10-16,19.43,0.52,37.36538461538461
2007-10-17,19.31,0.52,37.13461538461538
2007-10-18,19.08,0.52,36.692307692307686
2007-10-19,18.43,0.52,35.44230769230769
2007-10-22,18.98,0.52,36.5
2007-10-23,20.29,0.52,39.01923076923077
2007-10-24,21.39,0.52,41.13461538461539
2007-10-25,21.69,0.52,41.71153846153846
2007-10-26,21.82,0.52,41.96153846153846
2007-10-29,22.08,0.52,42.46153846153846
2007-10-30,22.24,0.52,42.76923076923077
2007-10-31,22.04,0.52,42.38461538461538
2007-11-01,21.78,0.52,41.88461538461539
2007-11-02,22.13,0.52,42.55769230769231
2007-11-05,22.1,0.52,42.5
2007-11-06,22.28,0.52,42.84615384615385
2007-11-07,22.69,0.8,28.3625
2007-11-08,22.63,0.8,28.287499999999998
2007-11-09,22.0,0.8,27.5
2007-11-12,22.41,0.8,28.0125
2007-11-13,23.05,0.8,28.8125
2007-11-14,22.73,0.8,28.412499999999998
2007-11-15,21.99,0.8,27.487499999999997
2007-11-16,22.64,0.8,28.3
2007-11-19,22.02,0.8,27.525
2007-11-20,21.53,0.8,26.9125
2007-11-21,21.1,0.8,26.375
2007-11-23,21.68,0.8,27.099999999999998
2007-11-26,20.52,0.8,25.65
2007-11-27,21.58,0.8,26.974999999999998
2007-11-28,22.5,0.8,28.125
2007-11-29,22.5,0.8,28.125
2007-11-30,22.6,0.8,28.25
2007-12-03,23.12,0.8,28.9
2007-12-04,22.93,0.8,28.662499999999998
2007-12-05,22.96,0.8,28.7
2007-12-06,22.79,0.8,28.487499999999997
2007-12-07,22.71,0.8,28.3875
2007-12-10,23.68,0.8,29.599999999999998
2007-12-11,23.1,0.8,28.875
2007-12-12,23.27,0.8,29.0875
2007-12-13,23.39,0.8,29.2375
2007-12-14,23.66,0.8,29.575
2007-12-17,22.97,0.8,28.7125
2007-12-18,22.96,0.8,28.7
2007-12-19,23.53,0.8,29.4125
2007-12-20,23.62,0.8,29.525
2007-12-21,24.1,0.8,30.125
2007-12-24,24.33,0.8,30.412499999999998
2007-12-26,24.72,0.8,30.9
2007-12-27,23.99,0.8,29.987499999999997
2007-12-28,23.95,0.8,29.937499999999996
2007-12-31,24.28,0.8,30.35
2008-01-02,23.03,0.8,28.7875
2008-01-03,23.25,0.8,29.0625
2008-01-04,21.94,0.8,27.425
2008-01-07,21.86,0.8,27.325
2008-01-08,21.37,0.8,26.7125
2008-01-09,22.35,0.8,27.9375
2008-01-10,22.3,0.8,27.875
2008-01-11,21.34,0.8,26.674999999999997
2008-01-14,21.68,0.8,27.099999999999998
2008-01-15,21.42,0.8,26.775000000000002
2008-01-16,21.87,0.8,27.3375
2008-01-17,21.22,0.8,26.525
2008-01-18,21.04,0.8,26.299999999999997
2008-01-22,20.01,0.8,25.0125
2008-01-23,19.75,0.8,24.6875
2008-01-24,20.81,0.8,26.012499999999996
2008-01-25,20.47,0.8,25.5875
2008-01-28,21.03,0.8,26.2875
2008-01-29,20.92,0.8,26.150000000000002
2008-01-30,20.86,0.8,26.075
2008-01-31,22.4,0.8,27.999999999999996
2008-02-01,23.04,0.8,28.799999999999997
2008-02-04,22.59,0.8,28.237499999999997
2008-02-05,21.81,0.8,27.262499999999996
2008-02-06,22.03,0.8,27.5375
2008-02-07,21.78,0.8,27.225
2008-02-08,21.67,0.8,27.087500000000002
2008-02-11,21.96,0.8,27.45
2008-02-12,21.54,0.8,26.924999999999997
2008-02-13,21.83,0.8,27.287499999999998
2008-02-14,21.09,0.8,26.362499999999997
2008-02-15,21.37,0.8,26.7125
2008-02-19,21.4,0.8,26.749999999999996
2008-02-20,21.29,0.8,26.612499999999997
2008-02-21,20.99,0.8,26.237499999999997
2008-02-22,21.44,0.8,26.8
2008-02-25,21.85,0.8,27.3125
2008-02-26,21.59,1.13,19.10619469026549
2008-02-27,21.63,1.13,19.141592920353983
2008-02-28,21.29,1.13,18.84070796460177
2008-02-29,20.8,1.13,18.407079646017703
2008-03-03,21.12,1.13,18.690265486725668
2008-03-04,21.57,1.13,19.08849557522124
2008-03-05,22.19,1.13,19.637168141592923
2008-03-06,21.76,1.13,19.256637168141594
2008-03-07,21.28,1.13,18.83185840707965
2008-03-10,20.97,1.13,18.557522123893808
2008-03-11,21.78,1.13,19.274336283185843
2008-03-12,21.14,1.13,18.707964601769913
2008-03-13,21.08,1.13,18.654867256637168
2008-03-14,20.62,1.13,18.247787610619472
2008-03-17,20.41,1.13,18.06194690265487
2008-03-18,21.7,1.13,19.20353982300885
2008-03-19,21.94,1.13,19.415929203539825
2008-03-20,21.95,1.13,19.424778761061948
2008-03-24,22.07,1.13,19.530973451327437
2008-03-25,21.8,1.13,19.29203539823009
2008-03-26,21.18,1.13,18.74336283185841
2008-03-27,20.89,1.13,18.486725663716815
2008-03-28,20.98,1.13,18.56637168141593
2008-03-31,21.27,1.13,18.823008849557525
2008-04-01,21.5,1.13,19.026548672566374
2008-04-02,21.4,1.13,18.938053097345133
2008-04-03,21.04,1.13,18.619469026548675
2008-04-04,20.77,1.13,18.38053097345133
2008-04-07,21.06,1.13,18.63716814159292
2008-04-08,21.0,1.13,18.58407079646018
2008-04-09,20.82,1.13,18.424778761061948
2008-04-10,20.59,1.13,18.221238938053098
2008-04-11,20.28,1.13,17.94690265486726
2008-04-14,20.02,1.13,17.716814159292035
2008-04-15,20.54,1.13,18.17699115044248
2008-04-16,21.11,1.13,18.681415929203542
2008-04-17,21.13,1.13,18.69911504424779
2008-04-18,20.56,1.13,18.194690265486727
2008-04-21,21.16,1.13,18.72566371681416
2008-04-22,22.0,1.13,19.469026548672566
2008-04-23,22.5,1.13,19.911504424778762
2008-04-24,23.26,1.13,20.584070796460182
2008-04-25,23.06,1.13,20.4070796460177
2008-04-28,23.23,1.13,20.557522123893808
2008-04-29,23.01,1.13,20.362831858407084
2008-04-30,23.0,1.13,20.353982300884958
2008-05-01,23.64,1.13,20.920353982300888
2008-05-02,23.35,0.28,83.39285714285714
2008-05-05,23.3,0.28,83.21428571428571
2008-05-06,23.1,0.28,82.5
2008-05-07,22.74,0.28,81.2142857142857
2008-05-08,23.22,0.28,82.92857142857142
2008-05-09,22.97,0.28,82.03571428571428
2008-05-12,23.1,0.28,82.5
2008-05-13,23.9,0.28,85.35714285714285
2008-05-14,23.59,0.28,84.24999999999999
2008-05-15,23.4,0.28,83.57142857142856
2008-05-16,23.42,0.28,83.64285714285714
2008-05-19,23.76,0.28,84.85714285714286
2008-05-20,23.62,0.28,84.35714285714285
2008-05-21,23.3,0.28,83.21428571428571
2008-05-22,23.25,0.28,83.03571428571428
2008-05-23,22.72,0.28,81.14285714285712
2008-05-27,23.14,0.28,82.64285714285714
2008-05-28,23.35,0.28,83.39285714285714
2008-05-29,22.9,0.28,81.78571428571428
2008-05-30,23.64,0.28,84.42857142857142
2008-06-02,23.32,0.28,83.28571428571428
2008-06-03,23.95,0.28,85.53571428571428
2008-06-04,23.35,0.28,83.39285714285714
2008-06-05,23.77,0.28,84.89285714285714
2008-06-06,22.93,0.28,81.89285714285714
2008-06-09,23.13,0.28,82.60714285714285
2008-06-10,23.71,0.28,84.67857142857143
2008-06-11,23.19,0.28,82.82142857142857
2008-06-12,23.76,0.28,84.85714285714286
2008-06-13,24.03,0.28,85.82142857142857
2008-06-16,23.52,0.28,83.99999999999999
2008-06-17,23.14,0.28,82.64285714285714
2008-06-18,22.9,0.28,81.78571428571428
2008-06-19,23.16,0.28,82.71428571428571
2008-06-20,25.1,0.28,89.64285714285714
2008-06-23,25.89,0.28,92.46428571428571
2008-06-24,25.16,0.28,89.85714285714285
2008-06-25,25.63,0.28,91.53571428571428
2008-06-26,24.75,0.28,88.39285714285714
2008-06-27,25.19,0.28,89.96428571428571
2008-06-30,24.72,0.28,88.28571428571428
2008-07-01,24.83,0.28,88.67857142857142
2008-07-02,23.89,0.28,85.32142857142857
2008-07-03,23.33,0.28,83.32142857142856
2008-07-07,23.65,0.28,84.46428571428571
2008-07-08,24.28,0.28,86.71428571428571
2008-07-09,23.52,0.28,83.99999999999999
2008-07-10,24.07,0.28,85.96428571428571
2008-07-11,24.04,0.28,85.85714285714285
2008-07-14,24.18,0.28,86.35714285714285
2008-07-15,24.67,0.28,88.10714285714286
2008-07-16,25.11,0.28,89.67857142857142
2008-07-17,25.32,0.28,90.42857142857142
2008-07-18,25.86,0.28,92.35714285714285
2008-07-21,25.07,0.28,89.53571428571428
2008-07-22,27.23,0.28,97.24999999999999
2008-07-23,27.78,0.28,99.21428571428571
2008-07-24,27.56,0.28,98.42857142857142
2008-07-25,27.41,0.28,97.89285714285714
2008-07-28,27.32,0.28,97.57142857142857
2008-07-29,26.99,0.28,96.39285714285712
2008-07-30,28.03,0.28,100.10714285714285
2008-07-31,27.64,0.28,98.71428571428571
2008-08-01,27.57,0.28,98.46428571428571
2008-08-04,27.28,0.28,97.42857142857142
2008-08-05,27.24,0.59,46.16949152542373
2008-08-06,26.95,0.59,45.67796610169491
2008-08-07,26.72,0.59,45.28813559322034
2008-08-08,26.84,0.59,45.49152542372882
2008-08-11,26.93,0.59,45.64406779661017
2008-08-12,26.96,0.59,45.694915254237294
2008-08-13,27.34,0.59,46.33898305084746
2008-08-14,27.77,0.59,47.067796610169495
2008-08-15,28.35,0.59,48.05084745762712
2008-08-18,28.2,0.59,47.79661016949153
2008-08-19,28.15,0.59,47.71186440677966
2008-08-20,28.1,0.59,47.6271186440678
2008-08-21,28.01,0.59,47.47457627118644
2008-08-22,28.2,0.59,47.79661016949153
2008-08-25,27.91,0.59,47.30508474576271
2008-08-26,28.02,0.59,47.49152542372882
2008-08-27,28.2,0.59,47.79661016949153
2008-08-28,27.91,0.59,47.30508474576271
2008-08-29,27.62,0.59,46.8135593220339
2008-09-02,28.16,0.59,47.728813559322035
2008-09-03,27.66,0.59,46.88135593220339
2008-09-04,26.33,0.59,44.6271186440678
2008-09-05,26.86,0.59,45.525423728813564
2008-09-08,27.24,0.59,46.16949152542373
2008-09-09,26.26,0.59,44.50847457627119
2008-09-10,25.71,0.59,43.57627118644068
2008-09-11,25.26,0.59,42.8135593220339
2008-09-12,25.51,0.59,43.237288135593225
2008-09-15,25.56,0.59,43.32203389830509
2008-09-16,25.47,0.59,43.16949152542373
2008-09-17,24.57,0.59,41.64406779661017
2008-09-18,25.14,0.59,42.610169491525426
2008-09-19,25.72,0.59,43.59322033898305
2008-09-22,25.13,0.59,42.59322033898305
2008-09-23,24.85,0.59,42.118644067796616
2008-09-24,25.85,0.59,43.8135593220339
2008-09-25,25.37,0.59,43.00000000000001
2008-09-26,25.23,0.59,42.76271186440678
2008-09-29,23.56,0.59,39.932203389830505
2008-09-30,24.67,0.59,41.8135593220339
2008-10-01,22.9,0.59,38.813559322033896
2008-10-02,21.88,0.59,37.08474576271186
2008-10-03,21.24,0.59,36.0
2008-10-06,20.12,0.59,34.10169491525424
2008-10-07,18.42,0.59,31.22033898305085
2008-10-08,18.64,0.59,31.593220338983052
2008-10-09,18.6,0.59,31.525423728813564
2008-10-10,18.13,0.59,30.728813559322035
2008-10-13,20.45,0.59,34.66101694915254
2008-10-14,21.16,0.59,35.86440677966102
2008-10-15,19.09,0.59,32.355932203389834
2008-10-16,19.19,0.59,32.525423728813564
2008-10-17,19.21,0.59,32.55932203389831
2008-10-20,20.38,0.59,34.54237288135593
2008-10-21,16.75,0.59,28.389830508474578
2008-10-22,14.95,0.59,25.338983050847457
2008-10-23,15.01,0.59,25.440677966101696
2008-10-24,14.53,0.59,24.627118644067796
2008-10-27,13.46,0.59,22.8135593220339
2008-10-28,16.29,0.59,27.610169491525422
2008-10-29,14.94,0.59,25.322033898305087
2008-10-30,15.32,0.59,25.966101694915256
2008-10-31,15.26,0.59,25.864406779661017
2008-11-03,14.75,0.92,16.032608695652172
2008-11-04,15.61,0.92,16.967391304347824
2008-11-05,15.49,0.92,16.83695652173913
2008-11-06,14.74,0.92,16.02173913043478
2008-11-07,15.49,0.92,16.83695652173913
2008-11-10,15.35,0.92,16.684782608695652
2008-11-11,14.59,0.92,15.858695652173912
2008-11-12,12.93,0.92,14.054347826086955
2008-11-13,13.62,0.92,14.804347826086955
2008-11-14,13.49,0.92,14.66304347826087
2008-11-17,12.87,0.92,13.989130434782608
2008-11-18,12.05,0.92,13.097826086956522
2008-11-19,11.42,0.92,12.41304347826087
2008-11-20,10.87,0.92,11.815217391304346
2008-11-21,11.92,0.92,12.956521739130434
2008-11-24,13.04,0.92,14.17391304347826
2008-11-25,13.14,0.92,14.282608695652174
2008-11-26,13.1,0.92,14.239130434782608
2008-11-28,13.27,0.92,14.42391304347826
2008-12-01,12.27,0.92,13.336956521739129
2008-12-02,12.47,0.92,13.554347826086957
2008-12-03,12.67,0.92,13.771739130434781
2008-12-04,12.3,0.92,13.369565217391305
2008-12-05,12.65,0.92,13.75
2008-12-08,13.38,0.92,14.543478260869566
2008-12-09,13.01,0.92,14.141304347826086
2008-12-10,13.51,0.92,14.68478260869565
2008-12-11,13.54,0.92,14.717391304347824
2008-12-12,13.71,0.92,14.902173913043478
2008-12-15,13.7,0.92,14.891304347826086
2008-12-16,14.19,0.92,15.42391304347826
2008-12-17,14.06,0.92,15.282608695652174
2008-12-18,13.95,0.92,15.163043478260867
2008-12-19,13.83,0.92,15.032608695652174
2008-12-22,13.65,0.92,14.83695652173913
2008-12-23,13.76,0.92,14.956521739130434
2008-12-24,13.76,0.92,14.956521739130434
2008-12-26,14.01,0.92,15.228260869565217
2008-12-29,14.0,0.92,15.217391304347826
2008-12-30,14.1,0.92,15.326086956521738
2008-12-31,14.34,0.92,15.586956521739129
2009-01-02,15.2,0.92,16.52173913043478
2009-01-05,14.52,0.92,15.782608695652172
2009-01-06,15.76,0.92,17.130434782608695
2009-01-07,14.77,0.92,16.054347826086957
2009-01-08,15.33,0.92,16.663043478260867
2009-01-09,15.03,0.92,16.33695652173913
2009-01-12,14.67,0.92,15.945652173913043
2009-01-13,15.1,0.92,16.413043478260867
2009-01-14,14.39,0.92,15.641304347826086
2009-01-15,14.6,0.92,15.869565217391303
2009-01-16,14.74,0.92,16.02173913043478
2009-01-20,13.43,0.92,14.597826086956522
2009-01-21,14.22,0.92,15.456521739130435
2009-01-22,13.88,0.92,15.08695652173913
2009-01-23,13.77,0.92,14.967391304347824
2009-01-26,14.43,0.92,15.68478260869565
2009-01-27,14.89,0.92,16.184782608695652
2009-01-28,15.04,0.92,16.34782608695652
2009-01-29,14.74,0.92,16.02173913043478
2009-01-30,13.66,0.92,14.847826086956522
2009-02-02,13.8,0.92,15.0
2009-02-03,13.85,0.92,15.054347826086955
2009-02-04,13.76,0.92,14.956521739130434
2009-02-05,12.53,0.92,13.619565217391303
2009-02-06,12.84,0.92,13.956521739130434
2009-02-09,12.67,0.92,13.771739130434781
2009-02-10,12.43,0.92,13.51086956521739
2009-02-11,12.53,0.92,13.619565217391303
2009-02-12,12.87,0.92,13.989130434782608
2009-02-13,12.58,0.92,13.67391304347826
2009-02-17,11.86,0.92,12.891304347826086
2009-02-18,12.01,0.92,13.054347826086955
2009-02-19,11.48,1.26,9.11111111111111
2009-02-20,11.42,1.26,9.063492063492063
2009-02-23,11.0,1.26,8.73015873015873
2009-02-24,11.68,1.26,9.269841269841269
2009-02-25,11.36,1.26,9.015873015873016
2009-02-26,11.18,1.26,8.873015873015873
2009-02-27,11.16,1.26,8.857142857142858
2009-03-02,10.76,1.26,8.53968253968254
2009-03-03,10.71,1.26,8.5
2009-03-04,11.22,1.26,8.904761904761905
2009-03-05,10.63,1.26,8.436507936507937
2009-03-06,10.43,1.26,8.277777777777777
2009-03-09,10.54,1.26,8.365079365079364
2009-03-10,11.24,1.26,8.920634920634921
2009-03-11,11.44,1.26,9.079365079365079
2009-03-12,12.09,1.26,9.595238095238095
2009-03-13,12.0,1.26,9.523809523809524
2009-03-16,11.98,1.26,9.507936507936508
2009-03-17,12.4,1.26,9.841269841269842
2009-03-18,12.43,1.26,9.865079365079366
2009-03-19,11.95,1.26,9.484126984126984
2009-03-20,12.02,1.26,9.53968253968254
2009-03-23,12.52,1.26,9.936507936507937
2009-03-24,12.51,1.26,9.928571428571429
2009-03-25,12.37,1.26,9.817460317460316
2009-03-26,12.67,1.26,10.055555555555555
2009-03-27,12.65,1.26,10.03968253968254
2009-03-30,12.0,1.26,9.523809523809524
2009-03-31,12.57,1.26,9.976190476190476
2009-04-01,12.68,1.26,10.063492063492063
2009-04-02,13.45,1.26,10.674603174603174
2009-04-03,13.82,1.26,10.968253968253968
2009-04-06,13.39,1.26,10.626984126984127
2009-04-07,13.35,1.26,10.595238095238095
2009-04-08,13.71,1.26,10.880952380952381
2009-04-09,14.41,1.26,11.436507936507937
2009-04-13,14.46,1.26,11.476190476190476
2009-04-14,14.28,1.26,11.333333333333332
2009-04-15,14.8,1.26,11.746031746031747
2009-04-16,15.08,1.26,11.968253968253968
2009-04-17,14.92,1.26,11.841269841269842
2009-04-20,14.27,1.26,11.325396825396824
2009-04-21,16.18,1.26,12.841269841269842
2009-04-22,16.58,1.26,13.158730158730158
2009-04-23,16.88,1.26,13.396825396825395
2009-04-24,17.47,1.26,13.865079365079364
2009-04-27,16.9,1.26,13.412698412698411
2009-04-28,16.43,1.26,13.03968253968254
2009-04-29,17.03,1.26,13.515873015873016
2009-04-30,16.75,1.26,13.293650793650794
2009-05-01,17.01,1.26,13.500000000000002
2009-05-04,17.64,0.32,55.125
2009-05-05,17.53,0.32,54.78125
2009-05-06,17.63,0.32,55.09374999999999
2009-05-07,17.73,0.32,55.40625
2009-05-08,17.9,0.32,55.93749999999999
2009-05-11,17.4,0.32,54.37499999999999
2009-05-12,17.06,0.32,53.31249999999999
2009-05-13,16.6,0.32,51.875
2009-05-14,16.58,0.32,51.81249999999999
2009-05-15,16.36,0.32,51.125
2009-05-18,17.39,0.32,54.34375
2009-05-19,16.64,0.32,52.0
2009-05-20,17.31,0.32,54.09374999999999
2009-05-21,17.19,0.32,53.71875
2009-05-22,16.51,0.32,51.59375000000001
2009-05-26,17.44,0.32,54.5
2009-05-27,16.65,0.32,52.03124999999999
2009-05-28,16.94,0.32,52.9375
2009-05-29,17.63,0.32,55.09374999999999
2009-06-01,18.13,0.32,56.65624999999999
2009-06-02,17.15,0.32,53.59374999999999
2009-06-03,17.11,0.32,53.46875
2009-06-04,17.12,0.32,53.5
