date,EMR,EMR_EPS,PE Ratio
1987-02-26,8.72,0.16,54.5
1987-02-27,8.74,0.16,54.625
1987-03-02,8.55,0.16,53.4375
1987-03-03,8.67,0.16,54.1875
1987-03-04,8.66,0.16,54.125
1987-03-05,8.7,0.16,54.37499999999999
1987-03-06,8.69,0.16,54.31249999999999
1987-03-09,8.65,0.16,54.0625
1987-03-10,8.75,0.16,54.6875
1987-03-11,8.72,0.16,54.5
1987-03-12,8.75,0.16,54.6875
1987-03-13,8.69,0.16,54.31249999999999
1987-03-16,8.64,0.16,54.0
1987-03-17,8.84,0.16,55.25
1987-03-18,9.02,0.16,56.37499999999999
1987-03-19,9.05,0.16,56.5625
1987-03-20,9.15,0.16,57.1875
1987-03-23,9.08,0.16,56.75
1987-03-24,9.06,0.16,56.625
1987-03-25,9.01,0.16,56.3125
1987-03-26,8.96,0.16,56.00000000000001
1987-03-27,8.89,0.16,55.5625
1987-03-30,8.73,0.16,54.5625
1987-03-31,8.67,0.16,54.1875
1987-04-01,8.69,0.16,54.31249999999999
1987-04-02,8.75,0.16,54.6875
1987-04-03,9.08,0.16,56.75
1987-04-06,9.16,0.16,57.25
1987-04-07,9.0,0.16,56.25
1987-04-08,8.97,0.16,56.0625
1987-04-09,8.88,0.16,55.50000000000001
1987-04-10,8.88,0.16,55.50000000000001
1987-04-13,8.38,0.16,52.37500000000001
1987-04-14,8.1,0.16,50.625
1987-04-15,8.5,0.16,53.125
1987-04-16,8.66,0.16,54.125
1987-04-20,8.58,0.16,53.625
1987-04-21,8.74,0.16,54.625
1987-04-22,8.69,0.16,54.31249999999999
1987-04-23,8.5,0.16,53.125
1987-04-24,8.46,0.16,52.87500000000001
1987-04-27,8.44,0.16,52.74999999999999
1987-04-28,8.42,0.16,52.625
1987-04-29,8.52,0.16,53.24999999999999
1987-04-30,8.66,0.16,54.125
1987-05-01,8.6,0.16,53.75
1987-05-04,8.65,0.16,54.0625
1987-05-05,8.74,0.16,54.625
1987-05-06,8.71,0.16,54.43750000000001
1987-05-07,8.67,0.16,54.1875
1987-05-08,8.67,0.16,54.1875
1987-05-11,8.71,0.16,54.43750000000001
1987-05-12,8.7,0.16,54.37499999999999
1987-05-13,8.75,0.16,54.6875
1987-05-14,8.74,0.16,54.625
1987-05-15,8.66,0.16,54.125
1987-05-18,8.56,0.16,53.5
1987-05-19,8.25,0.16,51.5625
1987-05-20,8.13,0.16,50.81250000000001
1987-05-21,8.25,0.16,51.5625
1987-05-22,8.33,0.16,52.0625
1987-05-26,8.49,0.16,53.0625
1987-05-27,8.56,0.16,53.5
1987-05-28,8.64,0.16,54.0
1987-05-29,8.58,0.16,53.625
1987-06-01,8.42,0.16,52.625
1987-06-02,8.27,0.16,51.68749999999999
1987-06-03,8.45,0.16,52.81249999999999
1987-06-04,8.47,0.16,52.9375
1987-06-05,8.34,0.16,52.125
1987-06-08,8.36,0.16,52.24999999999999
1987-06-09,8.52,0.16,53.24999999999999
1987-06-10,8.69,0.16,54.31249999999999
1987-06-11,8.81,0.16,55.0625
1987-06-12,8.88,0.16,55.50000000000001
1987-06-15,8.88,0.16,55.50000000000001
1987-06-16,8.98,0.16,56.125
1987-06-17,8.99,0.16,56.1875
1987-06-18,9.15,0.16,57.1875
1987-06-19,9.13,0.16,57.06250000000001
1987-06-22,9.26,0.16,57.875
1987-06-23,9.15,0.16,57.1875
1987-06-24,9.15,0.16,57.1875
1987-06-25,9.13,0.16,57.06250000000001
1987-06-26,9.15,0.16,57.1875
1987-06-29,9.18,0.16,57.375
1987-06-30,9.04,0.16,56.49999999999999
1987-07-01,9.01,0.16,56.3125
1987-07-02,9.06,0.16,56.625
1987-07-06,9.11,0.16,56.93749999999999
1987-07-07,9.18,0.16,57.375
1987-07-08,9.19,0.16,57.43749999999999
1987-07-09,9.16,0.16,57.25
1987-07-10,9.17,0.16,57.3125
1987-07-13,9.1,0.16,56.875
1987-07-14,9.16,0.16,57.25
1987-07-15,9.07,0.16,56.6875
1987-07-16,9.06,0.16,56.625
1987-07-17,9.17,0.16,57.3125
1987-07-20,9.19,0.16,57.43749999999999
1987-07-21,9.11,0.16,56.93749999999999
1987-07-22,9.1,0.16,56.875
1987-07-23,9.04,0.16,56.49999999999999
1987-07-24,9.05,0.16,56.5625
1987-07-27,9.06,0.16,56.625
1987-07-28,9.18,0.16,57.375
1987-07-29,9.24,0.16,57.75
1987-07-30,9.17,0.16,57.3125
1987-07-31,9.24,0.16,57.75
1987-08-03,9.25,0.16,57.8125
1987-08-04,9.13,0.16,57.06250000000001
1987-08-05,9.44,0.16,58.99999999999999
1987-08-06,9.79,0.16,61.18749999999999
1987-08-07,9.93,0.16,62.0625
1987-08-10,10.02,0.16,62.62499999999999
1987-08-11,10.19,0.16,63.68749999999999
1987-08-12,10.29,0.16,64.3125
1987-08-13,10.39,0.16,64.9375
1987-08-14,10.34,0.16,64.625
1987-08-17,10.35,0.16,64.6875
1987-08-18,10.13,0.16,63.31250000000001
1987-08-19,10.03,0.16,62.68749999999999
1987-08-20,10.19,0.16,63.68749999999999
1987-08-21,10.36,0.16,64.75
1987-08-24,10.27,0.16,64.1875
1987-08-25,10.46,0.16,65.375
1987-08-26,10.25,0.16,64.0625
1987-08-27,10.16,0.16,63.5
1987-08-28,9.99,0.16,62.4375
1987-08-31,9.9,0.16,61.875
1987-09-01,9.73,0.16,60.8125
1987-09-02,9.67,0.16,60.4375
1987-09-03,9.49,0.16,59.3125
1987-09-04,9.54,0.16,59.62499999999999
1987-09-08,9.52,0.16,59.49999999999999
1987-09-09,9.65,0.16,60.3125
1987-09-10,9.9,0.16,61.875
1987-09-11,10.16,0.16,63.5
1987-09-14,10.16,0.16,63.5
1987-09-15,9.91,0.16,61.9375
1987-09-16,9.84,0.16,61.5
1987-09-17,9.84,0.16,61.5
1987-09-18,9.88,0.16,61.75000000000001
1987-09-21,9.69,0.16,60.56249999999999
1987-09-22,10.06,0.16,62.875
1987-09-23,10.16,0.16,63.5
1987-09-24,10.25,0.16,64.0625
1987-09-25,10.19,0.16,63.68749999999999
1987-09-28,10.13,0.16,63.31250000000001
1987-09-29,9.97,0.16,62.3125
1987-09-30,10.13,0.16,63.31250000000001
1987-10-01,10.22,0.16,63.875
1987-10-02,10.09,0.16,63.0625
1987-10-05,9.94,0.16,62.12499999999999
1987-10-06,9.0,0.16,56.25
1987-10-07,9.66,0.16,60.375
1987-10-08,9.44,0.16,58.99999999999999
1987-10-09,9.47,0.16,59.1875
1987-10-12,9.56,0.16,59.75
1987-10-13,9.63,0.16,60.18750000000001
1987-10-14,9.25,0.16,57.8125
1987-10-15,9.06,0.16,56.625
1987-10-16,8.44,0.16,52.74999999999999
1987-10-19,7.09,0.16,44.3125
1987-10-20,7.31,0.16,45.6875
1987-10-21,8.13,0.16,50.81250000000001
1987-10-22,7.63,0.16,47.6875
1987-10-23,7.63,0.16,47.6875
1987-10-26,6.94,0.16,43.375
1987-10-27,7.28,0.16,45.5
1987-10-28,7.09,0.16,44.3125
1987-10-29,7.53,0.16,47.0625
1987-10-30,7.5,0.16,46.875
1987-11-02,7.63,0.16,47.6875
1987-11-03,7.63,0.16,47.6875
1987-11-04,7.28,0.16,45.5
1987-11-05,7.5,0.16,46.875
1987-11-06,7.53,0.16,47.0625
1987-11-09,7.06,0.16,44.125
1987-11-10,7.03,0.16,43.9375
1987-11-11,7.22,0.16,45.125
1987-11-12,7.41,0.16,46.3125
1987-11-13,7.28,0.16,45.5
1987-11-16,7.31,0.16,45.6875
1987-11-17,7.25,0.16,45.3125
1987-11-18,7.31,0.16,45.6875
1987-11-19,7.25,0.16,45.3125
1987-11-20,7.59,0.16,47.4375
1987-11-23,7.63,0.16,47.6875
1987-11-24,7.84,0.16,49.0
1987-11-25,7.94,0.16,49.625
1987-11-27,7.88,0.16,49.25
1987-11-30,7.38,0.16,46.125
1987-12-01,7.25,0.16,45.3125
1987-12-02,7.34,0.16,45.875
1987-12-03,7.16,0.16,44.75
1987-12-04,7.03,0.16,43.9375
1987-12-07,7.41,0.16,46.3125
1987-12-08,7.44,0.16,46.5
1987-12-09,7.81,0.16,48.8125
1987-12-10,7.56,0.16,47.25
1987-12-11,7.72,0.16,48.25
1987-12-14,8.28,0.16,51.74999999999999
1987-12-15,8.5,0.16,53.125
1987-12-16,8.72,0.16,54.5
1987-12-17,8.44,0.16,52.74999999999999
1987-12-18,8.47,0.16,52.9375
1987-12-21,8.34,0.16,52.125
1987-12-22,8.41,0.16,52.5625
1987-12-23,8.56,0.16,53.5
1987-12-24,8.69,0.16,54.31249999999999
1987-12-28,8.31,0.16,51.9375
1987-12-29,8.47,0.16,52.9375
1987-12-30,8.69,0.16,54.31249999999999
1987-12-31,8.66,0.16,54.125
1988-01-04,8.63,0.16,53.93750000000001
1988-01-05,8.69,0.16,54.31249999999999
1988-01-06,8.72,0.16,54.5
1988-01-07,8.75,0.16,54.6875
1988-01-08,7.94,0.16,49.625
1988-01-11,8.25,0.16,51.5625
1988-01-12,8.09,0.16,50.5625
1988-01-13,8.16,0.16,51.0
1988-01-14,8.13,0.16,50.81250000000001
1988-01-15,8.47,0.16,52.9375
1988-01-18,8.34,0.16,52.125
1988-01-19,8.25,0.16,51.5625
1988-01-20,7.94,0.16,49.625
1988-01-21,7.78,0.16,48.625
1988-01-22,7.75,0.16,48.4375
1988-01-25,7.88,0.16,49.25
1988-01-26,7.88,0.16,49.25
1988-01-27,8.0,0.16,50.0
1988-01-28,8.25,0.16,51.5625
1988-01-29,8.41,0.16,52.5625
1988-02-01,8.06,0.16,50.375
1988-02-02,8.09,0.16,50.5625
1988-02-03,7.84,0.16,49.0
1988-02-04,7.75,0.16,48.4375
1988-02-05,7.81,0.16,48.8125
1988-02-08,7.81,0.16,48.8125
1988-02-09,8.09,0.16,50.5625
1988-02-10,8.28,0.16,51.74999999999999
1988-02-11,8.16,0.16,51.0
1988-02-12,8.0,0.16,50.0
1988-02-16,8.47,0.16,52.9375
1988-02-17,8.38,0.16,52.37500000000001
1988-02-18,8.44,0.16,52.74999999999999
1988-02-19,8.5,0.16,53.125
1988-02-22,8.78,0.16,54.87499999999999
1988-02-23,8.66,0.16,54.125
1988-02-24,8.59,0.16,53.6875
1988-02-25,8.31,0.16,51.9375
1988-02-26,8.38,0.16,52.37500000000001
1988-02-29,8.59,0.16,53.6875
1988-03-01,8.5,0.16,53.125
1988-03-02,8.59,0.16,53.6875
1988-03-03,8.59,0.16,53.6875
1988-03-04,8.75,0.16,54.6875
1988-03-07,8.69,0.16,54.31249999999999
1988-03-08,8.75,0.16,54.6875
1988-03-09,8.53,0.16,53.31249999999999
1988-03-10,8.41,0.16,52.5625
1988-03-11,8.44,0.16,52.74999999999999
1988-03-14,8.63,0.16,53.93750000000001
1988-03-15,8.44,0.16,52.74999999999999
1988-03-16,8.31,0.16,51.9375
1988-03-17,8.44,0.16,52.74999999999999
1988-03-18,8.47,0.16,52.9375
1988-03-21,8.34,0.16,52.125
1988-03-22,8.19,0.16,51.18749999999999
1988-03-23,8.09,0.16,50.5625
1988-03-24,7.97,0.16,49.8125
1988-03-25,7.94,0.16,49.625
1988-03-28,7.88,0.16,49.25
1988-03-29,7.94,0.16,49.625
1988-03-30,7.81,0.16,48.8125
1988-03-31,7.59,0.16,47.4375
1988-04-04,7.53,0.16,47.0625
1988-04-05,7.63,0.16,47.6875
1988-04-06,7.94,0.16,49.625
1988-04-07,7.88,0.16,49.25
1988-04-08,8.06,0.16,50.375
1988-04-11,7.94,0.16,49.625
1988-04-12,7.88,0.16,49.25
1988-04-13,8.03,0.16,50.18749999999999
1988-04-14,7.72,0.16,48.25
1988-04-15,7.63,0.16,47.6875
1988-04-18,7.53,0.16,47.0625
1988-04-19,7.5,0.16,46.875
1988-04-20,7.41,0.16,46.3125
1988-04-21,7.25,0.16,45.3125
1988-04-22,7.38,0.16,46.125
1988-04-25,7.5,0.16,46.875
1988-04-26,7.72,0.16,48.25
1988-04-27,7.69,0.16,48.0625
1988-04-28,7.53,0.16,47.0625
1988-04-29,7.63,0.16,47.6875
1988-05-02,7.66,0.16,47.875
1988-05-03,7.72,0.16,48.25
1988-05-04,7.56,0.16,47.25
1988-05-05,7.56,0.16,47.25
1988-05-06,7.5,0.16,46.875
1988-05-09,7.53,0.16,47.0625
1988-05-10,7.59,0.16,47.4375
1988-05-11,7.53,0.16,47.0625
1988-05-12,7.47,0.16,46.6875
1988-05-13,7.59,0.16,47.4375
1988-05-16,7.56,0.16,47.25
1988-05-17,7.5,0.16,46.875
1988-05-18,7.38,0.16,46.125
1988-05-19,7.47,0.16,46.6875
1988-05-20,7.44,0.16,46.5
1988-05-23,7.25,0.16,45.3125
1988-05-24,7.28,0.16,45.5
1988-05-25,7.28,0.16,45.5
1988-05-26,7.22,0.16,45.125
1988-05-27,7.09,0.16,44.3125
1988-05-31,7.44,0.16,46.5
1988-06-01,7.88,0.16,49.25
1988-06-02,7.75,0.16,48.4375
1988-06-03,7.78,0.16,48.625
1988-06-06,7.72,0.16,48.25
1988-06-07,7.78,0.16,48.625
1988-06-08,8.0,0.16,50.0
1988-06-09,7.91,0.16,49.4375
1988-06-10,7.81,0.16,48.8125
1988-06-13,7.88,0.16,49.25
1988-06-14,8.03,0.16,50.18749999999999
1988-06-15,8.0,0.16,50.0
1988-06-16,7.91,0.16,49.4375
1988-06-17,7.75,0.16,48.4375
1988-06-20,7.78,0.16,48.625
1988-06-21,8.0,0.16,50.0
1988-06-22,7.97,0.16,49.8125
1988-06-23,8.09,0.16,50.5625
1988-06-24,8.16,0.16,51.0
1988-06-27,7.81,0.16,48.8125
1988-06-28,7.88,0.16,49.25
1988-06-29,8.03,0.16,50.18749999999999
1988-06-30,8.09,0.16,50.5625
1988-07-01,7.91,0.16,49.4375
1988-07-05,7.91,0.16,49.4375
1988-07-06,7.66,0.16,47.875
1988-07-07,7.78,0.16,48.625
1988-07-08,7.59,0.16,47.4375
1988-07-11,7.63,0.16,47.6875
1988-07-12,7.53,0.16,47.0625
1988-07-13,7.53,0.16,47.0625
1988-07-14,7.53,0.16,47.0625
1988-07-15,7.69,0.16,48.0625
1988-07-18,7.59,0.16,47.4375
1988-07-19,7.53,0.16,47.0625
1988-07-20,7.5,0.16,46.875
1988-07-21,7.44,0.16,46.5
1988-07-22,7.31,0.16,45.6875
1988-07-25,7.38,0.16,46.125
1988-07-26,7.38,0.16,46.125
1988-07-27,7.25,0.16,45.3125
1988-07-28,7.44,0.16,46.5
1988-07-29,7.59,0.16,47.4375
1988-08-01,7.56,0.16,47.25
1988-08-02,7.59,0.16,47.4375
1988-08-03,7.56,0.16,47.25
1988-08-04,7.53,0.16,47.0625
1988-08-05,7.47,0.16,46.6875
1988-08-08,7.31,0.16,45.6875
1988-08-09,7.13,0.16,44.5625
1988-08-10,6.94,0.16,43.375
1988-08-11,7.0,0.16,43.75
1988-08-12,7.03,0.16,43.9375
1988-08-15,7.0,0.16,43.75
1988-08-16,7.03,0.16,43.9375
1988-08-17,7.03,0.16,43.9375
1988-08-18,7.0,0.16,43.75
1988-08-19,6.97,0.16,43.5625
1988-08-22,6.84,0.16,42.75
1988-08-23,6.97,0.16,43.5625
1988-08-24,7.13,0.16,44.5625
1988-08-25,7.09,0.16,44.3125
1988-08-26,7.16,0.16,44.75
1988-08-29,7.22,0.16,45.125
1988-08-30,7.22,0.16,45.125
1988-08-31,7.19,0.16,44.9375
1988-09-01,7.16,0.16,44.75
1988-09-02,7.38,0.16,46.125
1988-09-06,7.25,0.16,45.3125
1988-09-07,7.25,0.16,45.3125
1988-09-08,7.25,0.16,45.3125
1988-09-09,7.41,0.16,46.3125
1988-09-12,7.34,0.16,45.875
1988-09-13,7.41,0.16,46.3125
1988-09-14,7.47,0.16,46.6875
1988-09-15,7.38,0.16,46.125
1988-09-16,7.5,0.16,46.875
1988-09-19,7.41,0.16,46.3125
1988-09-20,7.5,0.16,46.875
1988-09-21,7.41,0.16,46.3125
1988-09-22,7.31,0.16,45.6875
1988-09-23,7.38,0.16,46.125
1988-09-26,7.31,0.16,45.6875
1988-09-27,7.31,0.16,45.6875
1988-09-28,7.38,0.16,46.125
1988-09-29,7.47,0.16,46.6875
1988-09-30,7.5,0.16,46.875
1988-10-03,7.5,0.16,46.875
1988-10-04,7.47,0.16,46.6875
1988-10-05,7.47,0.16,46.6875
1988-10-06,7.47,0.16,46.6875
1988-10-07,7.69,0.16,48.0625
1988-10-10,7.75,0.16,48.4375
1988-10-11,7.66,0.16,47.875
1988-10-12,7.41,0.16,46.3125
1988-10-13,7.44,0.16,46.5
1988-10-14,7.47,0.16,46.6875
1988-10-17,7.53,0.16,47.0625
1988-10-18,7.72,0.16,48.25
1988-10-19,7.53,0.16,47.0625
1988-10-20,7.69,0.16,48.0625
1988-10-21,7.69,0.16,48.0625
1988-10-24,7.66,0.16,47.875
1988-10-25,7.72,0.16,48.25
1988-10-26,7.72,0.16,48.25
1988-10-27,7.69,0.16,48.0625
1988-10-28,7.72,0.16,48.25
1988-10-31,7.66,0.16,47.875
1988-11-01,7.63,0.16,47.6875
1988-11-02,7.72,0.16,48.25
1988-11-03,7.66,0.16,47.875
1988-11-04,7.63,0.16,47.6875
1988-11-07,7.53,0.16,47.0625
1988-11-08,7.53,0.16,47.0625
1988-11-09,7.47,0.16,46.6875
1988-11-10,7.56,0.16,47.25
1988-11-11,7.41,0.16,46.3125
1988-11-14,7.41,0.16,46.3125
1988-11-15,7.44,0.16,46.5
1988-11-16,7.28,0.16,45.5
1988-11-17,7.19,0.16,44.9375
1988-11-18,7.25,0.16,45.3125
1988-11-21,7.44,0.16,46.5
1988-11-22,7.28,0.16,45.5
1988-11-23,7.25,0.16,45.3125
1988-11-25,7.19,0.16,44.9375
1988-11-28,7.25,0.16,45.3125
1988-11-29,7.38,0.16,46.125
1988-11-30,7.53,0.16,47.0625
1988-12-01,7.5,0.16,46.875
1988-12-02,7.59,0.16,47.4375
1988-12-05,7.59,0.16,47.4375
1988-12-06,7.84,0.16,49.0
1988-12-07,7.75,0.16,48.4375
1988-12-08,7.66,0.16,47.875
1988-12-09,7.56,0.16,47.25
1988-12-12,7.47,0.16,46.6875
1988-12-13,7.31,0.16,45.6875
1988-12-14,7.38,0.16,46.125
1988-12-15,7.38,0.16,46.125
1988-12-16,7.5,0.16,46.875
1988-12-19,7.59,0.16,47.4375
1988-12-20,7.75,0.16,48.4375
1988-12-21,7.69,0.16,48.0625
1988-12-22,7.75,0.16,48.4375
1988-12-23,7.75,0.16,48.4375
1988-12-27,7.69,0.16,48.0625
1988-12-28,7.69,0.16,48.0625
1988-12-29,7.63,0.16,47.6875
1988-12-30,7.59,0.16,47.4375
1989-01-03,7.53,0.16,47.0625
1989-01-04,7.75,0.16,48.4375
1989-01-05,7.63,0.16,47.6875
1989-01-06,7.59,0.16,47.4375
1989-01-09,7.47,0.16,46.6875
1989-01-10,7.5,0.16,46.875
1989-01-11,7.53,0.16,47.0625
1989-01-12,7.66,0.16,47.875
1989-01-13,7.56,0.16,47.25
1989-01-16,7.59,0.16,47.4375
1989-01-17,7.56,0.16,47.25
1989-01-18,7.66,0.16,47.875
1989-01-19,7.59,0.16,47.4375
1989-01-20,7.5,0.16,46.875
1989-01-23,7.47,0.16,46.6875
1989-01-24,7.66,0.16,47.875
1989-01-25,7.63,0.16,47.6875
1989-01-26,7.84,0.16,49.0
1989-01-27,8.03,0.16,50.18749999999999
1989-01-30,8.16,0.16,51.0
1989-01-31,8.19,0.16,51.18749999999999
1989-02-01,8.16,0.16,51.0
1989-02-02,8.09,0.16,50.5625
1989-02-03,8.16,0.16,51.0
1989-02-06,8.06,0.16,50.375
1989-02-07,8.0,0.16,50.0
1989-02-08,7.97,0.16,49.8125
1989-02-09,7.78,0.16,48.625
1989-02-10,7.75,0.16,48.4375
1989-02-13,7.69,0.16,48.0625
1989-02-14,7.59,0.16,47.4375
1989-02-15,7.69,0.16,48.0625
1989-02-16,7.81,0.16,48.8125
1989-02-17,7.78,0.16,48.625
1989-02-21,7.63,0.16,47.6875
1989-02-22,7.44,0.16,46.5
1989-02-23,7.5,0.16,46.875
1989-02-24,7.44,0.16,46.5
1989-02-27,7.44,0.16,46.5
1989-02-28,7.47,0.16,46.6875
1989-03-01,7.44,0.16,46.5
1989-03-02,7.56,0.16,47.25
1989-03-03,7.56,0.16,47.25
1989-03-06,7.53,0.16,47.0625
1989-03-07,7.5,0.16,46.875
1989-03-08,7.59,0.16,47.4375
1989-03-09,7.56,0.16,47.25
1989-03-10,7.53,0.16,47.0625
1989-03-13,7.63,0.16,47.6875
1989-03-14,7.63,0.16,47.6875
1989-03-15,7.59,0.16,47.4375
1989-03-16,7.56,0.16,47.25
1989-03-17,7.44,0.16,46.5
1989-03-20,7.53,0.16,47.0625
1989-03-21,7.5,0.16,46.875
1989-03-22,7.56,0.16,47.25
1989-03-23,7.5,0.16,46.875
1989-03-27,7.56,0.16,47.25
1989-03-28,7.59,0.16,47.4375
1989-03-29,7.59,0.16,47.4375
1989-03-30,7.53,0.16,47.0625
1989-03-31,7.69,0.16,48.0625
1989-04-03,7.69,0.16,48.0625
1989-04-04,7.69,0.16,48.0625
1989-04-05,7.66,0.16,47.875
1989-04-06,7.53,0.16,47.0625
1989-04-07,7.56,0.16,47.25
1989-04-10,7.69,0.16,48.0625
1989-04-11,7.69,0.16,48.0625
1989-04-12,7.78,0.16,48.625
1989-04-13,7.66,0.16,47.875
1989-04-14,7.84,0.16,49.0
1989-04-17,8.0,0.16,50.0
1989-04-18,8.06,0.16,50.375
1989-04-19,8.09,0.16,50.5625
1989-04-20,7.94,0.16,49.625
1989-04-21,7.91,0.16,49.4375
1989-04-24,8.06,0.16,50.375
1989-04-25,8.0,0.16,50.0
1989-04-26,8.0,0.16,50.0
1989-04-27,8.06,0.16,50.375
1989-04-28,8.03,0.16,50.18749999999999
1989-05-01,8.22,0.16,51.375
1989-05-02,8.25,0.16,51.5625
1989-05-03,8.38,0.16,52.37500000000001
1989-05-04,8.5,0.16,53.125
1989-05-05,8.44,0.16,52.74999999999999
1989-05-08,8.16,0.16,51.0
1989-05-09,8.09,0.16,50.5625
1989-05-10,8.09,0.16,50.5625
1989-05-11,8.16,0.16,51.0
1989-05-12,8.69,0.16,54.31249999999999
1989-05-15,8.66,0.16,54.125
1989-05-16,8.63,0.16,53.93750000000001
1989-05-17,8.81,0.16,55.0625
1989-05-18,8.78,0.16,54.87499999999999
1989-05-19,8.81,0.16,55.0625
1989-05-22,9.09,0.16,56.8125
1989-05-23,8.78,0.16,54.87499999999999
1989-05-24,8.84,0.16,55.25
1989-05-25,9.0,0.16,56.25
1989-05-26,8.91,0.16,55.6875
1989-05-30,8.78,0.16,54.87499999999999
1989-05-31,8.84,0.16,55.25
1989-06-01,8.84,0.16,55.25
1989-06-02,8.81,0.16,55.0625
1989-06-05,8.75,0.16,54.6875
1989-06-06,8.81,0.16,55.0625
1989-06-07,8.75,0.16,54.6875
1989-06-08,8.78,0.16,54.87499999999999
1989-06-09,8.88,0.16,55.50000000000001
1989-06-12,8.88,0.16,55.50000000000001
1989-06-13,8.78,0.16,54.87499999999999
1989-06-14,8.78,0.16,54.87499999999999
1989-06-15,8.69,0.16,54.31249999999999
1989-06-16,8.75,0.16,54.6875
1989-06-19,8.69,0.16,54.31249999999999
1989-06-20,8.63,0.16,53.93750000000001
1989-06-21,8.56,0.16,53.5
1989-06-22,8.81,0.16,55.0625
1989-06-23,8.88,0.16,55.50000000000001
1989-06-26,8.88,0.16,55.50000000000001
1989-06-27,8.88,0.16,55.50000000000001
1989-06-28,8.72,0.16,54.5
1989-06-29,8.56,0.16,53.5
1989-06-30,8.47,0.16,52.9375
1989-07-03,8.5,0.16,53.125
1989-07-05,8.47,0.16,52.9375
1989-07-06,8.63,0.16,53.93750000000001
1989-07-07,8.69,0.16,54.31249999999999
1989-07-10,8.75,0.16,54.6875
1989-07-11,8.81,0.16,55.0625
1989-07-12,8.72,0.16,54.5
1989-07-13,8.66,0.16,54.125
1989-07-14,8.63,0.16,53.93750000000001
1989-07-17,8.66,0.16,54.125
1989-07-18,8.69,0.16,54.31249999999999
1989-07-19,8.78,0.16,54.87499999999999
1989-07-20,8.66,0.16,54.125
1989-07-21,8.69,0.16,54.31249999999999
1989-07-24,8.66,0.16,54.125
1989-07-25,8.72,0.16,54.5
1989-07-26,8.84,0.16,55.25
1989-07-27,9.0,0.16,56.25
1989-07-28,9.13,0.16,57.06250000000001
1989-07-31,9.16,0.16,57.25
1989-08-01,9.19,0.16,57.43749999999999
1989-08-02,9.22,0.16,57.625
1989-08-03,9.22,0.16,57.625
1989-08-04,9.09,0.16,56.8125
1989-08-07,9.25,0.16,57.8125
1989-08-08,9.28,0.16,57.99999999999999
1989-08-09,9.34,0.16,58.375
1989-08-10,9.25,0.16,57.8125
1989-08-11,9.06,0.16,56.625
1989-08-14,8.84,0.16,55.25
1989-08-15,8.97,0.16,56.0625
1989-08-16,9.25,0.16,57.8125
1989-08-17,9.28,0.16,57.99999999999999
1989-08-18,9.28,0.16,57.99999999999999
1989-08-21,9.03,0.16,56.43749999999999
1989-08-22,9.0,0.16,56.25
1989-08-23,9.0,0.16,56.25
1989-08-24,9.25,0.16,57.8125
1989-08-25,9.34,0.16,58.375
1989-08-28,9.47,0.16,59.1875
1989-08-29,9.41,0.16,58.8125
1989-08-30,9.25,0.16,57.8125
1989-08-31,9.25,0.16,57.8125
1989-09-01,9.38,0.16,58.62500000000001
1989-09-05,9.5,0.16,59.375
1989-09-06,9.19,0.16,57.43749999999999
1989-09-07,9.09,0.16,56.8125
1989-09-08,9.09,0.16,56.8125
1989-09-11,9.0,0.16,56.25
1989-09-12,9.03,0.16,56.43749999999999
1989-09-13,8.94,0.16,55.87499999999999
1989-09-14,8.75,0.16,54.6875
1989-09-15,8.75,0.16,54.6875
1989-09-18,8.81,0.16,55.0625
1989-09-19,8.88,0.16,55.50000000000001
1989-09-20,8.78,0.16,54.87499999999999
1989-09-21,8.78,0.16,54.87499999999999
1989-09-22,8.88,0.16,55.50000000000001
1989-09-25,8.78,0.16,54.87499999999999
1989-09-26,8.88,0.16,55.50000000000001
1989-09-27,8.88,0.16,55.50000000000001
1989-09-28,8.97,0.16,56.0625
1989-09-29,8.94,0.16,55.87499999999999
1989-10-02,9.0,0.16,56.25
1989-10-03,9.22,0.16,57.625
1989-10-04,9.16,0.16,57.25
1989-10-05,9.0,0.16,56.25
1989-10-06,9.09,0.16,56.8125
1989-10-09,9.06,0.16,56.625
1989-10-10,9.13,0.16,57.06250000000001
1989-10-11,9.13,0.16,57.06250000000001
1989-10-12,9.19,0.16,57.43749999999999
1989-10-13,8.5,0.16,53.125
1989-10-16,9.0,0.16,56.25
1989-10-17,8.88,0.16,55.50000000000001
1989-10-18,8.91,0.16,55.6875
1989-10-19,8.97,0.16,56.0625
1989-10-20,8.94,0.16,55.87499999999999
1989-10-23,8.94,0.16,55.87499999999999
1989-10-24,9.25,0.16,57.8125
1989-10-25,8.91,0.16,55.6875
1989-10-26,8.69,0.16,54.31249999999999
1989-10-27,8.66,0.16,54.125
1989-10-30,8.69,0.16,54.31249999999999
1989-10-31,8.78,0.16,54.87499999999999
1989-11-01,8.75,0.16,54.6875
1989-11-02,8.78,0.16,54.87499999999999
1989-11-03,8.72,0.16,54.5
1989-11-06,8.56,0.16,53.5
1989-11-07,8.75,0.16,54.6875
1989-11-08,8.91,0.16,55.6875
1989-11-09,9.03,0.16,56.43749999999999
1989-11-10,9.09,0.16,56.8125
1989-11-13,9.0,0.16,56.25
1989-11-14,9.06,0.16,56.625
1989-11-15,9.13,0.16,57.06250000000001
1989-11-16,9.28,0.16,57.99999999999999
1989-11-17,9.31,0.16,58.1875
