date,DOV,DOV_EPS,PE Ratio
2000-07-17,30.84,,
2000-07-18,31.38,,
2000-07-19,30.75,,
2000-07-20,31.46,,
2000-07-21,31.21,,
2000-07-24,31.67,,
2000-07-25,31.84,,
2000-07-26,31.17,,
2000-07-27,31.59,,
2000-07-28,30.92,,
2000-07-31,30.71,,
2000-08-01,30.79,,
2000-08-02,30.84,,
2000-08-03,30.25,,
2000-08-04,30.17,,
2000-08-07,30.71,,
2000-08-08,31.63,,
2000-08-09,31.09,,
2000-08-10,31.3,,
2000-08-11,32.22,,
2000-08-14,32.43,,
2000-08-15,32.22,,
2000-08-16,32.22,,
2000-08-17,32.68,,
2000-08-18,32.64,,
2000-08-21,32.39,,
2000-08-22,32.18,,
2000-08-23,31.84,,
2000-08-24,32.39,,
2000-08-25,32.8,,
2000-08-28,33.01,,
2000-08-29,33.64,,
2000-08-30,33.1,,
2000-08-31,32.77,,
2000-09-01,32.39,,
2000-09-05,32.64,,
2000-09-06,33.22,,
2000-09-07,32.89,,
2000-09-08,32.85,,
2000-09-11,33.27,,
2000-09-12,33.56,,
2000-09-13,34.35,,
2000-09-14,34.4,,
2000-09-15,33.31,,
2000-09-18,32.13,,
2000-09-19,31.51,,
2000-09-20,31.13,,
2000-09-21,30.75,,
2000-09-22,30.54,,
2000-09-25,31.59,,
2000-09-26,31.3,,
2000-09-27,31.59,,
2000-09-28,32.89,,
2000-09-29,31.46,,
2000-10-02,31.3,,
2000-10-03,31.63,,
2000-10-04,30.79,,
2000-10-05,29.96,,
2000-10-06,28.61,,
2000-10-09,29.2,,
2000-10-10,28.45,,
2000-10-11,28.66,,
2000-10-12,27.69,,
2000-10-13,29.03,,
2000-10-16,28.82,,
2000-10-17,24.13,,
2000-10-18,25.05,,
2000-10-19,25.22,,
2000-10-20,24.8,,
2000-10-23,25.26,,
2000-10-24,25.6,,
2000-10-25,25.26,,
2000-10-26,25.85,,
2000-10-27,26.73,,
2000-10-30,27.44,,
2000-10-31,28.45,,
2000-11-01,28.66,,
2000-11-02,28.99,,
2000-11-03,28.91,,
2000-11-06,28.91,,
2000-11-07,28.87,,
2000-11-08,28.82,,
2000-11-09,28.61,,
2000-11-10,27.65,,
2000-11-13,27.53,,
2000-11-14,27.44,,
2000-11-15,28.36,,
2000-11-16,28.57,,
2000-11-17,28.66,,
2000-11-20,28.49,,
2000-11-21,28.78,,
2000-11-22,28.66,,
2000-11-24,29.66,,
2000-11-27,29.33,,
2000-11-28,28.66,,
2000-11-29,28.78,,
2000-11-30,27.44,,
2000-12-01,27.23,,
2000-12-04,27.78,,
2000-12-05,28.57,,
2000-12-06,27.94,,
2000-12-07,27.32,,
2000-12-08,27.19,,
2000-12-11,27.06,,
2000-12-12,27.48,,
2000-12-13,27.74,,
2000-12-14,27.57,,
2000-12-15,26.56,,
2000-12-18,26.81,,
2000-12-19,26.23,,
2000-12-20,24.72,,
2000-12-21,24.93,,
2000-12-22,25.64,,
2000-12-26,25.89,,
2000-12-27,26.39,,
2000-12-28,26.1,,
2000-12-29,27.19,,
2001-01-02,25.89,,
2001-01-03,27.82,,
2001-01-04,27.9,,
2001-01-05,27.15,,
2001-01-08,27.27,,
2001-01-09,26.56,,
2001-01-10,26.65,,
2001-01-11,26.77,,
2001-01-12,27.36,,
2001-01-16,28.15,,
2001-01-17,28.03,,
2001-01-18,28.15,,
2001-01-19,28.36,,
2001-01-22,27.53,,
2001-01-23,27.36,,
2001-01-24,27.48,,
2001-01-25,27.15,,
2001-01-26,26.81,,
2001-01-29,26.88,,
2001-01-30,27.64,,
2001-01-31,27.75,,
2001-02-01,27.64,,
2001-02-02,27.34,,
2001-02-05,27.73,,
2001-02-06,27.56,,
2001-02-07,27.48,,
2001-02-08,27.54,,
2001-02-09,27.08,,
2001-02-12,27.22,,
2001-02-13,27.48,,
2001-02-14,27.18,,
2001-02-15,27.79,,
2001-02-16,27.44,,
2001-02-20,27.35,,
2001-02-21,27.02,,
2001-02-22,26.55,,
2001-02-23,26.0,,
2001-02-26,26.36,,
2001-02-27,26.11,,
2001-02-28,25.71,,
2001-03-01,25.67,,
2001-03-02,26.54,,
2001-03-05,26.57,,
2001-03-06,27.07,,
2001-03-07,27.46,,
2001-03-08,27.45,,
2001-03-09,26.88,,
2001-03-12,26.09,,
2001-03-13,25.8,,
2001-03-14,25.08,,
2001-03-15,25.1,,
2001-03-16,24.49,,
2001-03-19,24.8,,
2001-03-20,24.47,,
2001-03-21,23.64,,
2001-03-22,23.2,,
2001-03-23,24.17,,
2001-03-26,25.13,,
2001-03-27,25.35,,
2001-03-28,24.47,,
2001-03-29,23.96,,
2001-03-30,24.02,,
2001-04-02,23.9,,
2001-04-03,23.23,,
2001-04-04,23.92,,
2001-04-05,24.76,,
2001-04-06,24.19,,
2001-04-09,24.29,,
2001-04-10,24.82,,
2001-04-11,24.11,,
2001-04-12,24.28,,
2001-04-16,24.17,,
2001-04-17,23.82,,
2001-04-18,25.96,,
2001-04-19,26.69,,
2001-04-20,26.14,,
2001-04-23,25.65,,
2001-04-24,25.4,,
2001-04-25,25.16,,
2001-04-26,25.54,,
2001-04-27,26.04,,
2001-04-30,26.19,,
2001-05-01,26.63,,
2001-05-02,26.67,,
2001-05-03,25.47,,
2001-05-04,25.65,,
2001-05-07,25.58,,
2001-05-08,25.33,,
2001-05-09,25.17,,
2001-05-10,25.4,,
2001-05-11,25.29,,
2001-05-14,25.31,,
2001-05-15,25.44,,
2001-05-16,26.19,,
2001-05-17,26.77,,
2001-05-18,27.54,,
2001-05-21,28.2,,
2001-05-22,28.78,,
2001-05-23,28.76,,
2001-05-24,29.04,,
2001-05-25,28.97,,
2001-05-29,28.42,,
2001-05-30,28.11,,
2001-05-31,28.42,,
2001-06-01,28.03,,
2001-06-04,28.41,,
2001-06-05,28.89,,
2001-06-06,28.27,,
2001-06-07,28.15,,
2001-06-08,27.86,,
2001-06-11,27.46,,
2001-06-12,27.3,,
2001-06-13,27.07,,
2001-06-14,26.85,,
2001-06-15,27.32,,
2001-06-18,27.16,,
2001-06-19,26.81,,
2001-06-20,26.37,,
2001-06-21,26.43,,
2001-06-22,25.91,,
2001-06-25,25.82,,
2001-06-26,25.4,,
2001-06-27,24.92,,
2001-06-28,24.95,,
2001-06-29,25.24,,
2001-07-02,25.94,,
2001-07-03,25.78,,
2001-07-05,25.71,,
2001-07-06,25.02,,
2001-07-09,25.14,,
2001-07-10,25.08,,
2001-07-11,24.8,,
2001-07-12,25.2,,
2001-07-13,25.0,,
2001-07-16,24.26,,
2001-07-17,24.13,,
2001-07-18,23.8,,
2001-07-19,24.1,,
2001-07-20,24.12,,
2001-07-23,24.16,,
2001-07-24,23.81,,
2001-07-25,23.7,,
2001-07-26,23.72,,
2001-07-27,23.7,,
2001-07-30,23.71,,
2001-07-31,24.23,,
2001-08-01,24.01,,
2001-08-02,24.23,,
2001-08-03,24.53,,
2001-08-06,24.45,,
2001-08-07,24.7,,
2001-08-08,24.57,,
2001-08-09,24.75,,
2001-08-10,25.49,,
2001-08-13,25.19,,
2001-08-14,24.81,,
2001-08-15,24.56,,
2001-08-16,24.8,,
2001-08-17,24.26,,
2001-08-20,24.45,,
2001-08-21,24.6,,
2001-08-22,24.9,,
2001-08-23,24.78,,
2001-08-24,25.08,,
2001-08-27,25.17,,
2001-08-28,25.04,,
2001-08-29,24.46,,
2001-08-30,24.27,,
2001-08-31,24.08,,
2001-09-04,23.61,,
2001-09-05,23.44,,
2001-09-06,23.41,,
2001-09-07,22.8,,
2001-09-10,22.86,,
2001-09-17,21.3,,
2001-09-18,21.1,,
2001-09-19,20.39,,
2001-09-20,19.33,,
2001-09-21,19.84,,
2001-09-24,20.24,,
2001-09-25,20.6,,
2001-09-26,19.61,,
2001-09-27,19.64,,
2001-09-28,20.18,,
2001-10-01,19.29,,
2001-10-02,19.51,,
2001-10-03,19.91,,
2001-10-04,20.51,,
2001-10-05,20.57,,
2001-10-08,20.56,,
2001-10-09,20.49,,
2001-10-10,21.42,,
2001-10-11,22.33,,
2001-10-12,22.06,,
2001-10-15,22.18,,
2001-10-16,22.34,,
2001-10-17,22.4,,
2001-10-18,22.19,,
2001-10-19,22.14,,
2001-10-22,22.97,,
2001-10-23,23.11,,
2001-10-24,23.18,,
2001-10-25,23.5,,
2001-10-26,23.9,,
2001-10-29,22.99,,
2001-10-30,22.19,,
2001-10-31,22.09,,
2001-11-01,22.72,,
2001-11-02,23.8,,
2001-11-05,23.64,,
2001-11-06,24.03,,
2001-11-07,24.39,,
2001-11-08,24.21,,
2001-11-09,24.39,,
2001-11-12,24.2,,
2001-11-13,24.64,,
2001-11-14,25.18,,
2001-11-15,25.77,,
2001-11-16,25.81,,
2001-11-19,25.96,,
2001-11-20,25.08,,
2001-11-21,24.76,,
2001-11-23,25.22,,
2001-11-26,25.61,,
2001-11-27,25.34,,
2001-11-28,25.07,,
2001-11-29,24.8,,
2001-11-30,24.71,,
2001-12-03,24.59,,
2001-12-04,25.09,,
2001-12-05,25.84,,
2001-12-06,25.98,,
2001-12-07,25.96,,
2001-12-10,25.17,,
2001-12-11,25.39,,
2001-12-12,25.21,,
2001-12-13,24.67,,
2001-12-14,24.44,,
2001-12-17,25.04,,
2001-12-18,25.45,,
2001-12-19,25.63,,
2001-12-20,25.08,,
2001-12-21,24.77,,
2001-12-24,24.8,,
2001-12-26,24.75,,
2001-12-27,24.8,,
2001-12-28,24.83,,
2001-12-31,24.85,,
2002-01-02,24.84,,
2002-01-03,25.3,,
2002-01-04,25.89,,
2002-01-07,25.71,,
2002-01-08,25.14,,
2002-01-09,25.2,,
2002-01-10,24.72,,
2002-01-11,24.55,,
2002-01-14,24.15,,
2002-01-15,23.8,,
2002-01-16,23.03,,
2002-01-17,23.48,,
2002-01-18,23.44,,
2002-01-22,23.66,,
2002-01-23,24.27,,
2002-01-24,24.6,,
2002-01-25,25.06,,
2002-01-28,25.32,,
2002-01-29,24.97,,
2002-01-30,25.34,,
2002-01-31,25.6,,
2002-02-01,25.47,,
2002-02-04,25.0,,
2002-02-05,24.96,,
2002-02-06,24.74,,
2002-02-07,24.63,,
2002-02-08,25.05,,
2002-02-11,25.46,,
2002-02-12,25.2,,
2002-02-13,25.48,,
2002-02-14,25.35,,
2002-02-15,25.72,,
2002-02-19,26.14,,
2002-02-20,26.2,,
2002-02-21,25.8,,
2002-02-22,25.95,,
2002-02-25,26.57,,
2002-02-26,26.65,,
2002-02-27,26.37,,
2002-02-28,26.53,,
2002-03-01,26.81,,
2002-03-04,27.64,,
2002-03-05,27.83,,
2002-03-06,28.19,,
2002-03-07,28.06,,
2002-03-08,28.11,,
2002-03-11,28.42,,
2002-03-12,28.66,,
2002-03-13,28.71,,
2002-03-14,28.58,,
2002-03-15,28.54,,
2002-03-18,28.66,,
2002-03-19,29.03,,
2002-03-20,28.85,,
2002-03-21,28.12,,
2002-03-22,28.11,,
2002-03-25,27.45,,
2002-03-26,27.54,,
2002-03-27,27.47,,
2002-03-28,27.48,,
2002-04-01,27.47,,
2002-04-02,26.95,,
2002-04-03,26.24,,
2002-04-04,26.61,,
2002-04-05,26.99,,
2002-04-08,26.99,,
2002-04-09,27.44,,
2002-04-10,27.32,,
2002-04-11,26.55,,
2002-04-12,26.83,,
2002-04-15,26.59,,
2002-04-16,27.02,,
2002-04-17,26.65,,
2002-04-18,26.53,,
2002-04-19,26.61,,
2002-04-22,26.0,,
2002-04-23,25.65,,
2002-04-24,25.71,,
2002-04-25,25.53,,
2002-04-26,25.48,,
2002-04-29,24.82,,
2002-04-30,24.98,,
2002-05-01,25.08,,
2002-05-02,25.36,,
2002-05-03,24.95,,
2002-05-06,24.13,,
2002-05-07,23.99,,
2002-05-08,25.47,,
2002-05-09,24.92,,
2002-05-10,24.36,,
2002-05-13,24.77,,
2002-05-14,25.52,,
2002-05-15,26.02,,
2002-05-16,25.85,,
2002-05-17,25.98,,
2002-05-20,25.64,,
2002-05-21,25.26,,
2002-05-22,25.2,,
2002-05-23,24.8,,
2002-05-24,24.65,,
2002-05-28,24.57,,
2002-05-29,23.83,,
2002-05-30,23.62,,
2002-05-31,23.86,,
2002-06-03,23.37,,
2002-06-04,23.18,,
2002-06-05,23.62,,
2002-06-06,22.99,,
2002-06-07,23.32,,
2002-06-10,23.27,,
2002-06-11,23.12,,
2002-06-12,23.13,,
2002-06-13,22.79,,
2002-06-14,22.41,,
2002-06-17,23.09,,
2002-06-18,22.99,,
2002-06-19,22.89,,
2002-06-20,22.69,,
2002-06-21,22.54,,
2002-06-24,22.8,,
2002-06-25,22.54,,
2002-06-26,22.4,,
2002-06-27,22.96,,
2002-06-28,23.46,,
2002-07-01,22.48,,
2002-07-02,22.21,,
2002-07-03,22.05,,
2002-07-05,22.93,,
2002-07-08,22.62,,
2002-07-09,22.71,,
2002-07-10,22.3,,
2002-07-11,22.44,,
2002-07-12,22.4,,
2002-07-15,22.09,,
2002-07-16,21.55,,
2002-07-17,21.6,,
2002-07-18,20.91,,
2002-07-19,20.16,,
2002-07-22,19.8,,
2002-07-23,19.15,,
2002-07-24,20.24,,
2002-07-25,19.88,,
2002-07-26,19.77,,
2002-07-29,20.31,,
2002-07-30,19.98,,
2002-07-31,19.67,,
2002-08-01,19.36,,
2002-08-02,18.44,,
2002-08-05,17.73,,
2002-08-06,18.47,,
2002-08-07,18.7,,
2002-08-08,18.97,,
2002-08-09,19.06,,
2002-08-12,19.14,,
2002-08-13,18.91,,
2002-08-14,19.27,,
2002-08-15,19.34,,
2002-08-16,19.34,,
2002-08-19,19.61,,
2002-08-20,19.33,,
2002-08-21,19.51,,
2002-08-22,19.69,,
2002-08-23,19.31,,
2002-08-26,19.42,,
2002-08-27,19.58,,
2002-08-28,19.55,,
2002-08-29,19.35,,
2002-08-30,19.26,,
2002-09-03,18.32,,
2002-09-04,18.6,,
2002-09-05,18.6,,
2002-09-06,18.99,,
2002-09-09,19.18,,
2002-09-10,19.33,,
2002-09-11,19.34,,
2002-09-12,18.96,,
2002-09-13,18.5,,
2002-09-16,18.23,,
2002-09-17,18.25,,
2002-09-18,18.01,,
2002-09-19,17.72,,
2002-09-20,17.9,,
2002-09-23,17.77,,
2002-09-24,16.53,,
2002-09-25,16.94,,
2002-09-26,17.96,,
2002-09-27,17.01,,
2002-09-30,17.01,,
2002-10-01,17.63,,
2002-10-02,16.97,,
2002-10-03,17.24,,
2002-10-04,17.06,,
2002-10-07,16.85,,
2002-10-08,17.14,,
2002-10-09,16.03,,
2002-10-10,16.65,,
2002-10-11,17.32,,
2002-10-14,16.96,,
2002-10-15,17.91,,
2002-10-16,17.18,,
2002-10-17,17.99,,
2002-10-18,17.69,,
2002-10-21,19.04,,
2002-10-22,17.72,,
2002-10-23,17.38,,
2002-10-24,17.02,,
2002-10-25,17.17,,
2002-10-28,16.83,,
2002-10-29,16.32,,
2002-10-30,16.51,,
2002-10-31,16.81,,
2002-11-01,16.99,,
2002-11-04,17.52,,
2002-11-05,17.83,,
2002-11-06,18.12,,
2002-11-07,18.03,,
2002-11-08,17.84,,
2002-11-11,17.2,,
2002-11-12,18.01,,
2002-11-13,18.53,,
2002-11-14,19.19,,
2002-11-15,19.25,,
2002-11-18,19.27,,
2002-11-19,19.46,,
2002-11-20,20.14,,
2002-11-21,20.93,,
2002-11-22,20.63,,
2002-11-25,20.69,,
2002-11-26,19.96,,
2002-11-27,20.77,,
2002-11-29,20.83,,
2002-12-02,21.03,,
2002-12-03,20.35,,
2002-12-04,20.22,,
2002-12-05,19.95,,
2002-12-06,19.74,,
2002-12-09,19.22,,
2002-12-10,19.49,,
2002-12-11,19.57,,
2002-12-12,19.51,,
2002-12-13,19.16,,
2002-12-16,19.67,,
2002-12-17,19.44,,
2002-12-18,19.22,,
2002-12-19,19.11,,
2002-12-20,19.66,,
2002-12-23,19.61,,
2002-12-24,19.46,,
2002-12-26,19.59,,
2002-12-27,19.16,,
2002-12-30,19.29,,
2002-12-31,19.55,,
2003-01-02,20.42,,
2003-01-03,20.36,,
2003-01-06,20.92,,
2003-01-07,20.7,,
2003-01-08,20.21,,
2003-01-09,20.79,,
2003-01-10,20.54,,
2003-01-13,20.41,,
2003-01-14,20.55,,
2003-01-15,20.12,,
2003-01-16,20.07,,
2003-01-17,19.77,,
2003-01-21,18.73,,
2003-01-22,18.15,,
2003-01-23,18.7,,
2003-01-24,18.1,,
2003-01-27,17.8,,
2003-01-28,17.25,,
2003-01-29,17.6,,
2003-01-30,17.15,,
2003-01-31,17.54,,
2003-02-03,17.29,,
2003-02-04,17.08,,
2003-02-05,17.2,,
2003-02-06,17.02,,
2003-02-07,16.83,,
2003-02-10,16.99,,
2003-02-11,16.7,,
2003-02-12,16.52,,
2003-02-13,16.57,,
2003-02-14,16.92,,
2003-02-18,17.62,,
2003-02-19,17.35,,
2003-02-20,17.25,,
2003-02-21,17.56,,
2003-02-24,17.1,,
2003-02-25,17.18,,
2003-02-26,16.91,,
2003-02-27,17.15,,
2003-02-28,17.11,,
2003-03-03,17.04,,
2003-03-04,16.49,,
2003-03-05,16.74,,
2003-03-06,16.42,,
2003-03-07,16.56,,
2003-03-10,15.95,,
2003-03-11,15.69,,
2003-03-12,15.65,,
2003-03-13,16.24,,
2003-03-14,16.13,,
2003-03-17,16.94,,
2003-03-18,17.07,,
2003-03-19,17.04,,
2003-03-20,16.83,,
2003-03-21,17.39,,
2003-03-24,16.51,,
2003-03-25,16.75,,
2003-03-26,16.58,,
2003-03-27,16.54,,
2003-03-28,16.55,,
2003-03-31,16.24,,
2003-04-01,16.37,,
2003-04-02,16.68,,
2003-04-03,16.66,,
2003-04-04,16.37,,
2003-04-07,16.55,,
2003-04-08,16.42,,
2003-04-09,16.17,,
2003-04-10,16.11,,
2003-04-11,16.01,,
2003-04-14,15.99,,
2003-04-15,16.18,,
2003-04-16,16.12,,
2003-04-17,18.66,,
2003-04-21,18.51,,
2003-04-22,19.0,,
2003-04-23,18.85,,
2003-04-24,18.63,,
2003-04-25,18.33,,
2003-04-28,18.98,,
2003-04-29,19.27,,
2003-04-30,19.27,,
2003-05-01,19.08,,
2003-05-02,19.67,,
2003-05-05,19.56,,
2003-05-06,19.62,,
2003-05-07,19.49,,
2003-05-08,19.18,,
2003-05-09,19.71,,
2003-05-12,20.01,,
2003-05-13,19.79,,
2003-05-14,19.7,,
2003-05-15,19.93,,
2003-05-16,19.94,,
2003-05-19,19.38,,
2003-05-20,19.56,,
2003-05-21,19.69,,
2003-05-22,19.84,,
2003-05-23,19.92,,
2003-05-27,20.22,,
2003-05-28,20.03,,
2003-05-29,19.94,,
2003-05-30,20.32,,
2003-06-02,20.51,,
2003-06-03,20.65,,
2003-06-04,21.84,,
2003-06-05,22.4,,
2003-06-06,22.66,,
2003-06-09,21.85,,
2003-06-10,21.79,,
2003-06-11,21.71,,
2003-06-12,21.72,,
2003-06-13,21.27,,
2003-06-16,21.95,,
2003-06-17,21.97,,
2003-06-18,21.94,,
2003-06-19,21.24,,
2003-06-20,21.18,,
2003-06-23,20.85,,
2003-06-24,20.79,,
2003-06-25,20.27,,
2003-06-26,20.46,,
2003-06-27,20.14,,
2003-06-30,20.08,,
2003-07-01,20.15,,
2003-07-02,20.69,,
2003-07-03,20.51,,
2003-07-07,21.0,,
2003-07-08,21.19,,
2003-07-09,20.98,,
2003-07-10,20.8,,
2003-07-11,21.24,,
2003-07-14,21.62,,
2003-07-15,21.44,,
2003-07-16,21.42,,
2003-07-17,21.63,,
2003-07-18,23.15,,
2003-07-21,22.62,,
2003-07-22,23.17,,
2003-07-23,23.42,,
2003-07-24,23.8,,
2003-07-25,24.41,,
2003-07-28,23.94,,
2003-07-29,23.98,,
2003-07-30,24.06,,
2003-07-31,24.54,,
2003-08-01,24.6,,
2003-08-04,24.11,,
2003-08-05,23.72,,
2003-08-06,23.35,,
2003-08-07,24.02,,
2003-08-08,24.27,,
2003-08-11,24.36,,
2003-08-12,24.84,,
2003-08-13,24.8,,
2003-08-14,25.47,,
2003-08-15,25.19,,
2003-08-18,25.48,,
2003-08-19,25.53,,
2003-08-20,25.45,,
2003-08-21,25.67,,
2003-08-22,25.47,,
2003-08-25,25.34,,
2003-08-26,25.06,,
2003-08-27,25.21,,
2003-08-28,25.12,,
2003-08-29,25.49,,
2003-09-02,25.65,,
2003-09-03,25.62,,
2003-09-04,25.51,,
2003-09-05,25.42,,
2003-09-08,25.33,,
2003-09-09,25.08,,
2003-09-10,24.32,,
2003-09-11,24.48,,
2003-09-12,24.47,,
2003-09-15,24.21,,
2003-09-16,24.7,,
2003-09-17,24.57,,
2003-09-18,24.9,,
2003-09-19,24.92,,
2003-09-22,24.61,,
2003-09-23,24.82,,
2003-09-24,24.07,,
2003-09-25,23.74,,
2003-09-26,23.88,,
2003-09-29,24.16,,
2003-09-30,23.71,,
2003-10-01,24.25,,
2003-10-02,24.51,,
2003-10-03,25.15,,
2003-10-06,25.32,,
2003-10-07,25.47,,
2003-10-08,25.63,,
2003-10-09,25.73,,
2003-10-10,25.73,,
2003-10-13,25.93,,
2003-10-14,25.87,,
2003-10-15,26.48,,
2003-10-16,26.47,,
2003-10-17,26.02,,
2003-10-20,26.53,,
2003-10-21,26.38,,
2003-10-22,25.97,,
2003-10-23,25.67,,
2003-10-24,25.89,,
2003-10-27,26.08,,
2003-10-28,26.29,,
2003-10-29,26.08,,
2003-10-30,26.2,,
2003-10-31,26.16,,
2003-11-03,26.43,,
2003-11-04,26.53,,
2003-11-05,26.85,,
2003-11-06,26.87,,
2003-11-07,26.65,,
2003-11-10,26.26,,
2003-11-11,26.17,,
2003-11-12,26.37,,
2003-11-13,26.14,,
2003-11-14,25.83,,
2003-11-17,25.34,,
2003-11-18,24.96,,
2003-11-19,25.07,,
2003-11-20,24.86,,
2003-11-21,24.9,,
2003-11-24,25.1,,
2003-11-25,25.98,,
2003-11-26,25.63,,
2003-11-28,25.73,,
2003-12-01,25.81,,
2003-12-02,25.57,,
2003-12-03,25.49,,
2003-12-04,25.58,,
2003-12-05,25.32,,
2003-12-08,25.57,,
2003-12-09,25.52,,
2003-12-10,25.47,,
2003-12-11,25.59,,
2003-12-12,25.64,,
2003-12-15,25.34,,
2003-12-16,25.35,,
2003-12-17,25.26,,
2003-12-18,25.71,,
2003-12-19,25.71,,
2003-12-22,26.48,,
2003-12-23,26.44,,
2003-12-24,26.2,,
2003-12-26,26.19,,
2003-12-29,26.64,,
2003-12-30,26.55,,
2003-12-31,26.65,,
2004-01-02,26.43,,
2004-01-05,27.44,,
2004-01-06,27.11,,
2004-01-07,27.65,,
2004-01-08,28.35,,
2004-01-09,28.34,,
2004-01-12,28.25,,
2004-01-13,28.5,,
2004-01-14,29.51,,
2004-01-15,29.33,,
2004-01-16,29.32,,
2004-01-20,29.04,,
2004-01-21,28.94,,
2004-01-22,28.8,,
2004-01-23,29.11,,
2004-01-26,29.26,,
2004-01-27,28.09,,
2004-01-28,27.82,,
2004-01-29,27.25,,
2004-01-30,27.7,,
2004-02-02,27.56,,
2004-02-03,27.09,,
2004-02-04,26.56,,
2004-02-05,26.55,,
2004-02-06,27.02,,
2004-02-09,27.09,,
2004-02-10,27.18,,
2004-02-11,27.95,,
2004-02-12,27.71,,
2004-02-13,27.3,,
2004-02-17,27.54,,
2004-02-18,27.39,,
2004-02-19,27.27,,
2004-02-20,27.03,,
2004-02-23,26.65,,
2004-02-24,26.24,,
2004-02-25,26.3,,
2004-02-26,26.61,,
2004-02-27,26.27,,
2004-03-01,26.96,,
2004-03-02,26.81,,
2004-03-03,26.97,,
2004-03-04,26.87,,
2004-03-05,27.75,,
2004-03-08,27.03,,
2004-03-09,26.65,,
2004-03-10,25.39,,
2004-03-11,25.44,,
2004-03-12,26.24,,
2004-03-15,25.84,,
2004-03-16,26.08,,
2004-03-17,26.32,,
2004-03-18,25.94,,
2004-03-19,25.81,,
2004-03-22,25.25,,
2004-03-23,24.63,,
2004-03-24,24.77,,
2004-03-25,25.41,,
2004-03-26,25.16,,
2004-03-29,25.82,,
2004-03-30,26.17,,
2004-03-31,25.99,,
2004-04-01,26.24,,
2004-04-02,27.03,,
2004-04-05,27.3,,
2004-04-06,27.72,,
2004-04-07,27.42,,
2004-04-08,27.55,,
2004-04-12,27.65,,
2004-04-13,27.09,,
2004-04-14,27.51,,
2004-04-15,27.39,,
2004-04-16,27.03,,
2004-04-19,26.95,,
2004-04-20,27.02,,
2004-04-21,27.68,,
2004-04-22,28.25,,
2004-04-23,28.09,,
2004-04-26,28.05,,
2004-04-27,28.15,,
2004-04-28,27.79,,
2004-04-29,27.54,,
2004-04-30,26.83,0.0,inf
2004-05-03,26.93,0.0,inf
2004-05-04,26.92,0.0,inf
2004-05-05,26.18,0.0,inf
2004-05-06,26.16,0.0,inf
2004-05-07,25.44,0.0,inf
2004-05-10,24.65,0.0,inf
2004-05-11,24.88,0.0,inf
2004-05-12,24.86,0.0,inf
2004-05-13,24.86,0.0,inf
2004-05-14,24.8,0.0,inf
2004-05-17,24.21,0.0,inf
2004-05-18,24.72,0.0,inf
2004-05-19,24.56,0.0,inf
2004-05-20,24.15,0.0,inf
2004-05-21,24.46,0.0,inf
2004-05-24,24.96,0.0,inf
2004-05-25,25.61,0.0,inf
2004-05-26,25.81,0.0,inf
2004-05-27,26.14,0.0,inf
2004-05-28,26.12,0.0,inf
2004-06-01,25.92,0.0,inf
2004-06-02,26.39,0.0,inf
2004-06-03,26.08,0.0,inf
2004-06-04,26.48,0.0,inf
2004-06-07,27.28,0.0,inf
2004-06-08,27.62,0.0,inf
2004-06-09,28.02,0.0,inf
2004-06-10,27.99,0.0,inf
2004-06-14,27.38,0.0,inf
2004-06-15,27.68,0.0,inf
2004-06-16,27.77,0.0,inf
2004-06-17,27.7,0.0,inf
2004-06-18,27.66,0.0,inf
2004-06-21,27.41,0.0,inf
2004-06-22,27.52,0.0,inf
2004-06-23,27.97,0.0,inf
2004-06-24,27.79,0.0,inf
2004-06-25,27.91,0.0,inf
2004-06-28,28.03,0.0,inf
2004-06-29,27.93,0.0,inf
2004-06-30,28.22,0.0,inf
2004-07-01,27.97,0.0,inf
2004-07-02,27.43,0.0,inf
2004-07-06,27.15,0.0,inf
2004-07-07,27.4,0.0,inf
2004-07-08,26.95,0.0,inf
2004-07-09,27.5,0.0,inf
2004-07-12,27.24,0.0,inf
2004-07-13,27.02,0.0,inf
2004-07-14,26.57,0.0,inf
2004-07-15,26.37,0.0,inf
2004-07-16,25.93,0.0,inf
2004-07-19,25.87,0.0,inf
2004-07-20,26.68,0.0,inf
2004-07-21,27.12,0.0,inf
2004-07-22,26.61,0.0,inf
2004-07-23,26.12,0.0,inf
2004-07-26,25.84,0.0,inf
2004-07-27,26.28,0.0,inf
2004-07-28,26.3,0.0,inf
2004-07-29,26.59,0.0,inf
2004-07-30,26.6,0.0,inf
2004-08-02,26.56,0.0,inf
2004-08-03,26.36,0.0,inf
2004-08-04,26.31,0.0,inf
2004-08-05,25.81,0.0,inf
2004-08-06,25.33,0.0,inf
2004-08-09,25.44,0.0,inf
2004-08-10,25.64,0.0,inf
2004-08-11,25.24,0.0,inf
2004-08-12,24.85,0.0,inf
2004-08-13,24.68,0.0,inf
2004-08-16,25.25,0.0,inf
2004-08-17,25.52,0.0,inf
2004-08-18,25.73,0.0,inf
2004-08-19,25.78,0.0,inf
2004-08-20,25.93,0.0,inf
2004-08-23,25.68,0.0,inf
2004-08-24,25.75,0.0,inf
2004-08-25,25.94,0.0,inf
2004-08-26,25.99,0.0,inf
2004-08-27,25.99,0.0,inf
2004-08-30,25.61,0.0,inf
2004-08-31,25.29,0.0,inf
2004-09-01,25.61,0.0,inf
2004-09-02,26.11,0.0,inf
2004-09-03,26.04,0.0,inf
2004-09-07,26.16,0.0,inf
