date,PKI,PKI_EPS,PE Ratio
,,0.15,
1973-02-21,0.92,0.15,6.133333333333334
1973-02-22,0.93,0.15,6.2
1973-02-23,0.89,0.15,5.933333333333334
1973-02-26,0.92,0.15,6.133333333333334
1973-02-27,0.88,0.15,5.866666666666667
1973-02-28,0.91,0.15,6.066666666666667
1973-03-01,0.88,0.15,5.866666666666667
1973-03-02,0.88,0.15,5.866666666666667
1973-03-05,0.88,0.15,5.866666666666667
1973-03-06,0.89,0.15,5.933333333333334
1973-03-07,0.98,0.15,6.533333333333333
1973-03-08,0.98,0.15,6.533333333333333
1973-03-09,0.96,0.15,6.4
1973-03-12,0.94,0.15,6.266666666666667
1973-03-13,0.97,0.15,6.466666666666667
1973-03-14,0.95,0.15,6.333333333333333
1973-03-15,0.93,0.15,6.2
1973-03-16,0.94,0.15,6.266666666666667
1973-03-19,0.93,0.15,6.2
1973-03-20,0.92,0.15,6.133333333333334
1973-03-21,0.9,0.15,6.0
1973-03-22,0.88,0.15,5.866666666666667
1973-03-23,0.94,0.15,6.266666666666667
1973-03-26,0.95,0.15,6.333333333333333
1973-03-27,0.97,0.15,6.466666666666667
1973-03-28,0.97,0.15,6.466666666666667
1973-03-29,0.97,0.15,6.466666666666667
1973-03-30,0.96,0.15,6.4
1973-04-02,0.95,0.15,6.333333333333333
1973-04-03,0.92,0.15,6.133333333333334
1973-04-04,0.91,0.15,6.066666666666667
1973-04-05,0.88,0.15,5.866666666666667
1973-04-06,0.89,0.15,5.933333333333334
1973-04-09,0.9,0.15,6.0
1973-04-10,0.94,0.15,6.266666666666667
1973-04-11,0.9,0.15,6.0
1973-04-12,0.94,0.15,6.266666666666667
1973-04-13,0.98,0.15,6.533333333333333
1973-04-16,1.0,0.15,6.666666666666667
1973-04-17,0.97,0.15,6.466666666666667
1973-04-18,0.95,0.15,6.333333333333333
1973-04-19,0.94,0.15,6.266666666666667
1973-04-23,0.94,0.15,6.266666666666667
1973-04-24,0.85,0.15,5.666666666666667
1973-04-25,0.78,0.15,5.2
1973-04-26,0.8,0.15,5.333333333333334
1973-04-27,0.79,0.15,5.2666666666666675
1973-04-30,0.79,0.15,5.2666666666666675
1973-05-01,0.8,0.15,5.333333333333334
1973-05-02,0.89,0.15,5.933333333333334
1973-05-03,0.91,0.15,6.066666666666667
1973-05-04,0.88,0.15,5.866666666666667
1973-05-07,0.88,0.15,5.866666666666667
1973-05-08,0.88,0.15,5.866666666666667
1973-05-09,0.89,0.15,5.933333333333334
1973-05-10,0.86,0.15,5.733333333333333
1973-05-11,0.88,0.15,5.866666666666667
1973-05-14,0.85,0.15,5.666666666666667
1973-05-15,0.84,0.15,5.6
1973-05-16,0.84,0.15,5.6
1973-05-17,0.84,0.15,5.6
1973-05-18,0.76,0.15,5.066666666666667
1973-05-21,0.63,0.15,4.2
1973-05-22,0.65,0.15,4.333333333333334
1973-05-23,0.65,0.15,4.333333333333334
1973-05-24,0.68,0.15,4.533333333333334
1973-05-25,0.74,0.15,4.933333333333334
1973-05-29,0.75,0.15,5.0
1973-05-30,0.71,0.15,4.733333333333333
1973-05-31,0.7,0.15,4.666666666666667
1973-06-01,0.68,0.15,4.533333333333334
1973-06-04,0.63,0.15,4.2
1973-06-05,0.65,0.15,4.333333333333334
1973-06-06,0.66,0.15,4.4
1973-06-07,0.63,0.15,4.2
1973-06-08,0.71,0.15,4.733333333333333
1973-06-11,0.7,0.15,4.666666666666667
1973-06-12,0.73,0.15,4.866666666666667
1973-06-13,0.75,0.15,5.0
1973-06-14,0.73,0.15,4.866666666666667
1973-06-15,0.71,0.15,4.733333333333333
1973-06-18,0.69,0.15,4.6
1973-06-19,0.7,0.15,4.666666666666667
1973-06-20,0.71,0.15,4.733333333333333
1973-06-21,0.7,0.15,4.666666666666667
1973-06-22,0.64,0.15,4.266666666666667
1973-06-25,0.57,0.15,3.8
1973-06-26,0.62,0.15,4.133333333333334
1973-06-27,0.63,0.15,4.2
1973-06-28,0.69,0.15,4.6
1973-06-29,0.72,0.15,4.8
1973-07-02,0.67,0.15,4.466666666666667
1973-07-03,0.67,0.15,4.466666666666667
1973-07-05,0.65,0.15,4.333333333333334
1973-07-06,0.67,0.15,4.466666666666667
1973-07-09,0.72,0.15,4.8
1973-07-10,0.8,0.15,5.333333333333334
1973-07-11,0.82,0.15,5.466666666666667
1973-07-12,0.8,0.15,5.333333333333334
1973-07-13,0.8,0.15,5.333333333333334
1973-07-16,0.83,0.15,5.533333333333333
1973-07-17,0.83,0.15,5.533333333333333
1973-07-18,0.82,0.15,5.466666666666667
1973-07-19,0.81,0.15,5.4
1973-07-20,0.88,0.15,5.866666666666667
1973-07-23,0.94,0.15,6.266666666666667
1973-07-24,0.92,0.15,6.133333333333334
1973-07-25,0.9,0.15,6.0
1973-07-26,0.93,0.15,6.2
1973-07-27,0.91,0.15,6.066666666666667
1973-07-30,0.91,0.15,6.066666666666667
1973-07-31,0.89,0.15,5.933333333333334
1973-08-01,0.87,0.15,5.8
1973-08-02,0.88,0.15,5.866666666666667
1973-08-03,0.88,0.15,5.866666666666667
1973-08-06,0.93,0.15,6.2
1973-08-07,0.96,0.15,6.4
1973-08-08,0.91,0.15,6.066666666666667
1973-08-09,0.88,0.15,5.866666666666667
1973-08-10,0.84,0.15,5.6
1973-08-13,0.86,0.15,5.733333333333333
1973-08-14,0.89,0.15,5.933333333333334
1973-08-15,0.93,0.15,6.2
1973-08-16,0.96,0.15,6.4
1973-08-17,0.95,0.15,6.333333333333333
1973-08-20,0.91,0.15,6.066666666666667
1973-08-21,0.9,0.15,6.0
1973-08-22,0.9,0.15,6.0
1973-08-23,0.94,0.15,6.266666666666667
1973-08-24,0.93,0.15,6.2
1973-08-27,0.94,0.15,6.266666666666667
1973-08-28,0.92,0.15,6.133333333333334
1973-08-29,0.99,0.15,6.6000000000000005
1973-08-30,0.96,0.15,6.4
1973-08-31,0.96,0.15,6.4
1973-09-04,0.95,0.15,6.333333333333333
1973-09-05,0.97,0.15,6.466666666666667
1973-09-06,1.06,0.15,7.066666666666667
1973-09-07,1.05,0.15,7.000000000000001
1973-09-10,1.0,0.15,6.666666666666667
1973-09-11,1.01,0.15,6.733333333333333
1973-09-12,0.98,0.15,6.533333333333333
1973-09-13,1.02,0.15,6.800000000000001
1973-09-14,1.02,0.15,6.800000000000001
1973-09-17,1.06,0.15,7.066666666666667
1973-09-18,1.05,0.15,7.000000000000001
1973-09-19,1.09,0.15,7.2666666666666675
1973-09-20,1.08,0.15,7.200000000000001
1973-09-21,1.06,0.15,7.066666666666667
1973-09-24,1.03,0.15,6.866666666666667
1973-09-25,1.05,0.15,7.000000000000001
1973-09-26,1.03,0.15,6.866666666666667
1973-09-27,0.97,0.15,6.466666666666667
1973-09-28,1.01,0.15,6.733333333333333
1973-10-01,1.06,0.15,7.066666666666667
1973-10-02,1.08,0.15,7.200000000000001
1973-10-03,1.05,0.15,7.000000000000001
1973-10-04,1.02,0.15,6.800000000000001
1973-10-05,1.03,0.15,6.866666666666667
1973-10-08,1.07,0.15,7.133333333333334
1973-10-09,1.04,0.15,6.933333333333334
1973-10-10,1.01,0.15,6.733333333333333
1973-10-11,1.04,0.15,6.933333333333334
1973-10-12,1.16,0.15,7.733333333333333
1973-10-15,1.16,0.15,7.733333333333333
1973-10-16,1.21,0.15,8.066666666666666
1973-10-17,1.2,0.15,8.0
1973-10-18,1.22,0.15,8.133333333333333
1973-10-19,1.23,0.15,8.200000000000001
