date,FRT,FRT_EPS,PE Ratio
,,0.05,
1973-05-03,3.38,0.05,67.6
1973-05-04,3.42,0.05,68.39999999999999
1973-05-07,3.42,0.05,68.39999999999999
1973-05-08,3.46,0.05,69.19999999999999
1973-05-09,3.46,0.05,69.19999999999999
1973-05-10,3.46,0.05,69.19999999999999
1973-05-11,3.42,0.05,68.39999999999999
1973-05-14,3.33,0.05,66.6
1973-05-15,3.33,0.05,66.6
1973-05-16,3.38,0.05,67.6
1973-05-17,3.42,0.05,68.39999999999999
1973-05-18,3.42,0.05,68.39999999999999
1973-05-21,3.42,0.05,68.39999999999999
1973-05-22,3.42,0.05,68.39999999999999
1973-05-23,3.42,0.05,68.39999999999999
1973-05-24,3.42,0.05,68.39999999999999
1973-05-25,3.42,0.05,68.39999999999999
1973-05-29,3.42,0.05,68.39999999999999
1973-05-30,3.46,0.05,69.19999999999999
1973-05-31,3.46,0.05,69.19999999999999
1973-06-01,3.46,0.05,69.19999999999999
1973-06-04,3.42,0.05,68.39999999999999
1973-06-05,3.42,0.05,68.39999999999999
1973-06-06,3.42,0.05,68.39999999999999
1973-06-07,3.42,0.05,68.39999999999999
1973-06-08,3.46,0.05,69.19999999999999
1973-06-11,3.46,0.05,69.19999999999999
1973-06-12,3.46,0.05,69.19999999999999
1973-06-13,3.46,0.05,69.19999999999999
1973-06-14,3.46,0.05,69.19999999999999
1973-06-15,3.5,0.05,70.0
1973-06-18,3.46,0.05,69.19999999999999
1973-06-19,3.42,0.05,68.39999999999999
1973-06-20,3.38,0.05,67.6
1973-06-21,3.38,0.05,67.6
1973-06-22,3.33,0.05,66.6
1973-06-25,3.38,0.05,67.6
1973-06-26,3.42,0.05,68.39999999999999
1973-06-27,3.42,0.05,68.39999999999999
1973-06-28,3.46,0.05,69.19999999999999
1973-06-29,3.46,0.05,69.19999999999999
1973-07-02,3.46,0.05,69.19999999999999
1973-07-03,3.46,0.05,69.19999999999999
1973-07-05,3.46,0.05,69.19999999999999
1973-07-06,3.5,0.05,70.0
1973-07-09,3.5,0.05,70.0
1973-07-10,3.38,0.05,67.6
1973-07-11,3.46,0.05,69.19999999999999
1973-07-12,3.42,0.05,68.39999999999999
1973-07-13,3.42,0.05,68.39999999999999
1973-07-16,3.42,0.05,68.39999999999999
1973-07-17,3.38,0.05,67.6
1973-07-18,3.38,0.05,67.6
1973-07-19,3.42,0.05,68.39999999999999
1973-07-20,3.42,0.05,68.39999999999999
1973-07-23,3.38,0.05,67.6
1973-07-24,3.38,0.05,67.6
1973-07-25,3.38,0.05,67.6
1973-07-26,3.38,0.05,67.6
1973-07-27,3.33,0.05,66.6
1973-07-30,3.33,0.05,66.6
1973-07-31,3.33,0.05,66.6
1973-08-01,3.33,0.05,66.6
1973-08-02,3.25,0.05,65.0
1973-08-03,3.25,0.05,65.0
1973-08-06,3.25,0.05,65.0
1973-08-07,3.17,0.05,63.4
1973-08-08,3.08,0.05,61.6
1973-08-09,3.08,0.05,61.6
1973-08-10,3.08,0.05,61.6
1973-08-13,3.08,0.05,61.6
1973-08-14,3.08,0.05,61.6
1973-08-15,3.08,0.05,61.6
1973-08-16,3.08,0.05,61.6
1973-08-17,3.08,0.05,61.6
1973-08-20,3.08,0.05,61.6
1973-08-21,3.08,0.05,61.6
1973-08-22,3.08,0.05,61.6
1973-08-23,3.13,0.05,62.599999999999994
1973-08-24,3.08,0.05,61.6
1973-08-27,3.08,0.05,61.6
1973-08-28,3.08,0.05,61.6
1973-08-29,3.17,0.05,63.4
1973-08-30,3.17,0.05,63.4
1973-08-31,3.17,0.05,63.4
1973-09-04,3.25,0.05,65.0
1973-09-05,3.33,0.05,66.6
1973-09-06,3.25,0.05,65.0
1973-09-07,3.17,0.05,63.4
1973-09-10,3.17,0.05,63.4
1973-09-11,3.17,0.05,63.4
1973-09-12,3.08,0.05,61.6
1973-09-13,3.33,0.05,66.6
1973-09-14,3.33,0.05,66.6
1973-09-17,3.42,0.05,68.39999999999999
1973-09-18,3.42,0.05,68.39999999999999
1973-09-19,3.33,0.05,66.6
1973-09-20,3.33,0.05,66.6
1973-09-21,3.42,0.05,68.39999999999999
1973-09-24,3.42,0.05,68.39999999999999
1973-09-25,3.42,0.05,68.39999999999999
1973-09-26,3.42,0.05,68.39999999999999
1973-09-27,3.5,0.05,70.0
1973-09-28,3.5,0.05,70.0
1973-10-01,3.5,0.05,70.0
1973-10-02,3.5,0.05,70.0
1973-10-03,3.5,0.05,70.0
1973-10-04,3.5,0.05,70.0
1973-10-05,3.5,0.05,70.0
1973-10-08,3.5,0.05,70.0
1973-10-09,3.5,0.05,70.0
1973-10-10,3.5,0.05,70.0
1973-10-11,3.46,0.05,69.19999999999999
1973-10-12,3.42,0.05,68.39999999999999
1973-10-15,3.33,0.05,66.6
1973-10-16,3.33,0.05,66.6
1973-10-17,3.42,0.05,68.39999999999999
1973-10-18,3.42,0.05,68.39999999999999
1973-10-19,3.42,0.05,68.39999999999999
1973-10-22,3.33,0.05,66.6
1973-10-23,3.33,0.05,66.6
1973-10-24,3.33,0.05,66.6
1973-10-25,3.33,0.05,66.6
1973-10-26,3.33,0.05,66.6
1973-10-29,3.33,0.05,66.6
1973-10-30,3.33,0.05,66.6
1973-10-31,3.33,0.05,66.6
1973-11-01,3.33,0.05,66.6
1973-11-02,3.25,0.05,65.0
1973-11-05,3.25,0.05,65.0
1973-11-06,3.08,0.05,61.6
1973-11-07,3.08,0.05,61.6
1973-11-08,3.08,0.05,61.6
1973-11-09,3.08,0.05,61.6
1973-11-12,3.08,0.05,61.6
1973-11-13,3.08,0.05,61.6
1973-11-14,3.08,0.05,61.6
1973-11-15,3.0,0.05,60.0
1973-11-16,3.0,0.05,60.0
1973-11-19,2.92,0.05,58.4
1973-11-20,2.92,0.05,58.4
1973-11-21,3.04,0.05,60.8
1973-11-23,3.08,0.05,61.6
1973-11-26,3.08,0.05,61.6
1973-11-27,3.0,0.05,60.0
1973-11-28,3.0,0.05,60.0
1973-11-29,3.0,0.05,60.0
1973-11-30,3.0,0.05,60.0
1973-12-03,3.0,0.05,60.0
1973-12-04,3.0,0.05,60.0
1973-12-05,3.0,0.05,60.0
1973-12-06,3.0,0.05,60.0
1973-12-07,3.0,0.05,60.0
1973-12-10,3.0,0.05,60.0
1973-12-11,3.0,0.05,60.0
1973-12-12,3.0,0.05,60.0
1973-12-13,3.0,0.05,60.0
1973-12-14,2.92,0.05,58.4
1973-12-17,2.92,0.05,58.4
1973-12-18,2.92,0.05,58.4
1973-12-19,3.0,0.05,60.0
1973-12-20,3.0,0.05,60.0
1973-12-21,3.08,0.05,61.6
1973-12-24,3.08,0.05,61.6
1973-12-26,3.08,0.05,61.6
1973-12-27,3.08,0.05,61.6
1973-12-28,3.08,0.05,61.6
1973-12-31,3.08,0.05,61.6
1974-01-02,3.08,0.05,61.6
1974-01-03,3.13,0.05,62.599999999999994
1974-01-04,3.13,0.05,62.599999999999994
1974-01-07,3.13,0.05,62.599999999999994
1974-01-08,3.0,0.05,60.0
1974-01-09,3.0,0.05,60.0
1974-01-10,3.0,0.05,60.0
1974-01-11,3.0,0.05,60.0
1974-01-14,3.0,0.05,60.0
1974-01-15,3.0,0.05,60.0
1974-01-16,3.0,0.05,60.0
1974-01-17,3.0,0.05,60.0
1974-01-18,3.0,0.05,60.0
1974-01-21,3.0,0.05,60.0
1974-01-22,3.0,0.05,60.0
1974-01-23,3.0,0.05,60.0
1974-01-24,3.08,0.05,61.6
1974-01-25,3.17,0.05,63.4
1974-01-28,3.17,0.05,63.4
1974-01-29,3.08,0.05,61.6
1974-01-30,3.08,0.05,61.6
1974-01-31,3.08,0.05,61.6
1974-02-01,3.08,0.05,61.6
1974-02-04,3.0,0.05,60.0
1974-02-05,2.92,0.05,58.4
1974-02-06,2.92,0.05,58.4
1974-02-07,2.92,0.05,58.4
1974-02-08,2.92,0.05,58.4
1974-02-11,2.92,0.05,58.4
1974-02-12,2.88,0.05,57.599999999999994
1974-02-13,2.88,0.05,57.599999999999994
1974-02-14,2.88,0.05,57.599999999999994
1974-02-15,2.83,0.05,56.6
1974-02-19,2.83,0.05,56.6
1974-02-20,2.83,0.05,56.6
1974-02-21,2.83,0.05,56.6
1974-02-22,2.83,0.05,56.6
1974-02-25,2.79,0.05,55.8
1974-02-26,2.75,0.05,55.0
1974-02-27,2.75,0.05,55.0
1974-02-28,2.88,0.05,57.599999999999994
1974-03-01,2.88,0.05,57.599999999999994
1974-03-04,2.88,0.05,57.599999999999994
1974-03-05,2.88,0.05,57.599999999999994
1974-03-06,2.88,0.05,57.599999999999994
1974-03-07,2.88,0.05,57.599999999999994
1974-03-08,2.88,0.05,57.599999999999994
1974-03-11,2.88,0.05,57.599999999999994
1974-03-12,2.88,0.05,57.599999999999994
1974-03-13,2.88,0.05,57.599999999999994
1974-03-14,2.88,0.05,57.599999999999994
1974-03-15,3.0,0.05,60.0
1974-03-18,3.0,0.05,60.0
1974-03-19,3.0,0.05,60.0
1974-03-20,2.92,0.05,58.4
1974-03-21,2.96,0.05,59.199999999999996
1974-03-22,2.96,0.05,59.199999999999996
1974-03-25,2.96,0.05,59.199999999999996
1974-03-26,2.96,0.05,59.199999999999996
1974-03-27,2.96,0.05,59.199999999999996
1974-03-28,2.96,0.05,59.199999999999996
1974-03-29,2.88,0.05,57.599999999999994
1974-04-01,2.88,0.05,57.599999999999994
1974-04-02,2.83,0.05,56.6
1974-04-03,2.83,0.05,56.6
1974-04-04,2.83,0.05,56.6
1974-04-05,2.83,0.05,56.6
1974-04-08,2.83,0.05,56.6
1974-04-09,2.92,0.05,58.4
