date,HSY,HSY_EPS,PE Ratio
1980-11-17,1.01,0.07,14.428571428571427
1980-11-18,0.98,0.07,13.999999999999998
1980-11-19,0.97,0.07,13.857142857142856
1980-11-20,0.97,0.07,13.857142857142856
1980-11-21,0.98,0.07,13.999999999999998
1980-11-24,0.98,0.07,13.999999999999998
1980-11-25,0.98,0.07,13.999999999999998
1980-11-26,0.96,0.07,13.714285714285712
1980-11-28,0.95,0.07,13.57142857142857
1980-12-01,0.95,0.07,13.57142857142857
1980-12-02,0.95,0.07,13.57142857142857
1980-12-03,0.94,0.07,13.428571428571427
1980-12-04,0.97,0.07,13.857142857142856
1980-12-05,0.97,0.07,13.857142857142856
1980-12-08,0.93,0.07,13.285714285714285
1980-12-09,0.94,0.07,13.428571428571427
1980-12-10,0.93,0.07,13.285714285714285
1980-12-11,0.93,0.07,13.285714285714285
1980-12-12,0.93,0.07,13.285714285714285
1980-12-15,0.94,0.07,13.428571428571427
1980-12-16,0.93,0.07,13.285714285714285
1980-12-17,0.93,0.07,13.285714285714285
1980-12-18,0.93,0.07,13.285714285714285
1980-12-19,0.92,0.07,13.142857142857142
1980-12-22,0.93,0.07,13.285714285714285
1980-12-23,0.92,0.07,13.142857142857142
1980-12-24,0.93,0.07,13.285714285714285
1980-12-26,0.93,0.07,13.285714285714285
1980-12-29,0.92,0.07,13.142857142857142
1980-12-30,0.93,0.07,13.285714285714285
1980-12-31,0.98,0.07,13.999999999999998
1981-01-02,1.03,0.07,14.714285714285714
1981-01-05,1.02,0.07,14.571428571428571
1981-01-06,0.99,0.07,14.14285714285714
1981-01-07,0.98,0.07,13.999999999999998
1981-01-08,0.98,0.07,13.999999999999998
1981-01-09,0.98,0.07,13.999999999999998
1981-01-12,1.02,0.07,14.571428571428571
1981-01-13,1.02,0.07,14.571428571428571
1981-01-14,1.02,0.07,14.571428571428571
1981-01-15,1.03,0.07,14.714285714285714
1981-01-16,1.01,0.07,14.428571428571427
1981-01-19,1.02,0.07,14.571428571428571
1981-01-20,0.99,0.07,14.14285714285714
1981-01-21,0.97,0.07,13.857142857142856
1981-01-22,0.97,0.07,13.857142857142856
1981-01-23,0.98,0.07,13.999999999999998
1981-01-26,0.99,0.07,14.14285714285714
1981-01-27,1.0,0.07,14.285714285714285
1981-01-28,0.98,0.07,13.999999999999998
1981-01-29,0.99,0.07,14.14285714285714
1981-01-30,0.99,0.07,14.14285714285714
1981-02-02,0.98,0.07,13.999999999999998
1981-02-03,0.98,0.07,13.999999999999998
1981-02-04,0.99,0.07,14.14285714285714
1981-02-05,0.99,0.07,14.14285714285714
1981-02-06,0.98,0.07,13.999999999999998
1981-02-09,0.98,0.07,13.999999999999998
1981-02-10,0.98,0.07,13.999999999999998
1981-02-11,0.98,0.07,13.999999999999998
1981-02-12,0.98,0.07,13.999999999999998
1981-02-13,0.98,0.07,13.999999999999998
1981-02-17,1.01,0.07,14.428571428571427
1981-02-18,1.03,0.07,14.714285714285714
1981-02-19,1.02,0.07,14.571428571428571
1981-02-20,1.03,0.07,14.714285714285714
1981-02-23,1.04,0.07,14.857142857142856
1981-02-24,1.06,0.07,15.142857142857142
1981-02-25,1.07,0.07,15.285714285714285
1981-02-26,1.16,0.07,16.57142857142857
1981-02-27,1.19,0.07,16.999999999999996
1981-03-02,1.15,0.07,16.428571428571427
1981-03-03,1.17,0.07,16.71428571428571
1981-03-04,1.17,0.07,16.71428571428571
1981-03-05,1.2,0.07,17.142857142857142
1981-03-06,1.21,0.07,17.285714285714285
1981-03-09,1.27,0.07,18.142857142857142
1981-03-10,1.27,0.07,18.142857142857142
1981-03-11,1.26,0.07,18.0
1981-03-12,1.29,0.07,18.428571428571427
1981-03-13,1.32,0.07,18.857142857142858
1981-03-16,1.33,0.07,19.0
1981-03-17,1.35,0.07,19.285714285714285
1981-03-18,1.36,0.07,19.428571428571427
1981-03-19,1.38,0.07,19.71428571428571
1981-03-20,1.38,0.07,19.71428571428571
1981-03-23,1.36,0.07,19.428571428571427
1981-03-24,1.35,0.07,19.285714285714285
1981-03-25,1.35,0.07,19.285714285714285
1981-03-26,1.33,0.07,19.0
1981-03-27,1.35,0.07,19.285714285714285
1981-03-30,1.37,0.07,19.57142857142857
1981-03-31,1.35,0.07,19.285714285714285
1981-04-01,1.37,0.07,19.57142857142857
1981-04-02,1.43,0.07,20.428571428571427
1981-04-03,1.45,0.07,20.71428571428571
1981-04-06,1.45,0.07,20.71428571428571
1981-04-07,1.4,0.07,19.999999999999996
1981-04-08,1.39,0.07,19.857142857142854
1981-04-09,1.35,0.07,19.285714285714285
1981-04-10,1.41,0.07,20.14285714285714
1981-04-13,1.41,0.07,20.14285714285714
1981-04-14,1.45,0.07,20.71428571428571
1981-04-15,1.48,0.07,21.142857142857142
1981-04-16,1.49,0.07,21.285714285714285
1981-04-20,1.47,0.07,20.999999999999996
1981-04-21,1.45,0.07,20.71428571428571
1981-04-22,1.44,0.07,20.57142857142857
1981-04-23,1.42,0.07,20.28571428571428
1981-04-24,1.45,0.07,20.71428571428571
1981-04-27,1.49,0.07,21.285714285714285
1981-04-28,1.48,0.07,21.142857142857142
1981-04-29,1.46,0.07,20.857142857142854
1981-04-30,1.48,0.07,21.142857142857142
1981-05-01,1.48,0.07,21.142857142857142
1981-05-04,1.44,0.07,20.57142857142857
1981-05-05,1.43,0.07,20.428571428571427
1981-05-06,1.42,0.07,20.28571428571428
1981-05-07,1.44,0.07,20.57142857142857
1981-05-08,1.4,0.07,19.999999999999996
1981-05-11,1.39,0.07,19.857142857142854
1981-05-12,1.42,0.07,20.28571428571428
1981-05-13,1.43,0.07,20.428571428571427
1981-05-14,1.44,0.07,20.57142857142857
1981-05-15,1.49,0.07,21.285714285714285
1981-05-18,1.5,0.07,21.428571428571427
1981-05-19,1.5,0.07,21.428571428571427
1981-05-20,1.51,0.07,21.57142857142857
1981-05-21,1.49,0.07,21.285714285714285
1981-05-22,1.51,0.07,21.57142857142857
1981-05-26,1.54,0.07,22.0
1981-05-27,1.52,0.07,21.71428571428571
1981-05-28,1.56,0.07,22.285714285714285
1981-05-29,1.58,0.07,22.57142857142857
1981-06-01,1.6,0.07,22.857142857142858
1981-06-02,1.6,0.07,22.857142857142858
1981-06-03,1.63,0.07,23.28571428571428
1981-06-04,1.63,0.07,23.28571428571428
1981-06-05,1.68,0.07,23.999999999999996
1981-06-08,1.68,0.07,23.999999999999996
1981-06-09,1.7,0.07,24.28571428571428
1981-06-10,1.66,0.07,23.71428571428571
1981-06-11,1.65,0.07,23.57142857142857
1981-06-12,1.63,0.07,23.28571428571428
1981-06-15,1.61,0.07,23.0
1981-06-16,1.64,0.07,23.428571428571423
1981-06-17,1.59,0.07,22.71428571428571
1981-06-18,1.54,0.07,22.0
1981-06-19,1.55,0.07,22.142857142857142
1981-06-22,1.54,0.07,22.0
1981-06-23,1.57,0.07,22.428571428571427
1981-06-24,1.58,0.07,22.57142857142857
1981-06-25,1.57,0.07,22.428571428571427
1981-06-26,1.6,0.07,22.857142857142858
1981-06-29,1.59,0.07,22.71428571428571
1981-06-30,1.57,0.07,22.428571428571427
1981-07-01,1.52,0.07,21.71428571428571
1981-07-02,1.5,0.07,21.428571428571427
1981-07-06,1.49,0.07,21.285714285714285
1981-07-07,1.47,0.07,20.999999999999996
1981-07-08,1.44,0.07,20.57142857142857
1981-07-09,1.43,0.07,20.428571428571427
1981-07-10,1.45,0.07,20.71428571428571
1981-07-13,1.46,0.07,20.857142857142854
1981-07-14,1.44,0.07,20.57142857142857
1981-07-15,1.44,0.07,20.57142857142857
1981-07-16,1.45,0.07,20.71428571428571
1981-07-17,1.46,0.07,20.857142857142854
1981-07-20,1.44,0.07,20.57142857142857
1981-07-21,1.41,0.07,20.14285714285714
1981-07-22,1.41,0.07,20.14285714285714
1981-07-23,1.35,0.07,19.285714285714285
1981-07-24,1.34,0.07,19.142857142857142
1981-07-27,1.35,0.07,19.285714285714285
1981-07-28,1.35,0.07,19.285714285714285
1981-07-29,1.35,0.07,19.285714285714285
1981-07-30,1.39,0.07,19.857142857142854
1981-07-31,1.4,0.07,19.999999999999996
1981-08-03,1.38,0.07,19.71428571428571
1981-08-04,1.4,0.07,19.999999999999996
1981-08-05,1.41,0.07,20.14285714285714
1981-08-06,1.38,0.07,19.71428571428571
1981-08-07,1.45,0.07,20.71428571428571
1981-08-10,1.48,0.07,21.142857142857142
1981-08-11,1.53,0.07,21.857142857142854
1981-08-12,1.55,0.07,22.142857142857142
1981-08-13,1.56,0.07,22.285714285714285
1981-08-14,1.55,0.07,22.142857142857142
1981-08-17,1.55,0.07,22.142857142857142
1981-08-18,1.49,0.07,21.285714285714285
1981-08-19,1.48,0.07,21.142857142857142
1981-08-20,1.52,0.07,21.71428571428571
1981-08-21,1.53,0.07,21.857142857142854
1981-08-24,1.51,0.07,21.57142857142857
1981-08-25,1.49,0.07,21.285714285714285
1981-08-26,1.48,0.07,21.142857142857142
1981-08-27,1.46,0.07,20.857142857142854
1981-08-28,1.48,0.07,21.142857142857142
1981-08-31,1.47,0.07,20.999999999999996
1981-09-01,1.46,0.07,20.857142857142854
1981-09-02,1.46,0.07,20.857142857142854
1981-09-03,1.44,0.07,20.57142857142857
1981-09-04,1.44,0.07,20.57142857142857
1981-09-08,1.42,0.07,20.28571428571428
1981-09-09,1.4,0.07,19.999999999999996
1981-09-10,1.4,0.07,19.999999999999996
1981-09-11,1.4,0.07,19.999999999999996
1981-09-14,1.4,0.07,19.999999999999996
1981-09-15,1.44,0.07,20.57142857142857
1981-09-16,1.43,0.07,20.428571428571427
1981-09-17,1.41,0.07,20.14285714285714
1981-09-18,1.42,0.07,20.28571428571428
1981-09-21,1.41,0.07,20.14285714285714
1981-09-22,1.41,0.07,20.14285714285714
1981-09-23,1.41,0.07,20.14285714285714
1981-09-24,1.4,0.07,19.999999999999996
1981-09-25,1.35,0.07,19.285714285714285
1981-09-28,1.4,0.07,19.999999999999996
1981-09-29,1.43,0.07,20.428571428571427
1981-09-30,1.44,0.07,20.57142857142857
1981-10-01,1.43,0.07,20.428571428571427
1981-10-02,1.44,0.07,20.57142857142857
1981-10-05,1.44,0.07,20.57142857142857
1981-10-06,1.46,0.07,20.857142857142854
1981-10-07,1.5,0.07,21.428571428571427
1981-10-08,1.54,0.07,22.0
1981-10-09,1.55,0.07,22.142857142857142
1981-10-12,1.52,0.07,21.71428571428571
1981-10-13,1.5,0.07,21.428571428571427
1981-10-14,1.51,0.07,21.57142857142857
1981-10-15,1.5,0.07,21.428571428571427
1981-10-16,1.51,0.07,21.57142857142857
1981-10-19,1.49,0.07,21.285714285714285
1981-10-20,1.51,0.07,21.57142857142857
1981-10-21,1.53,0.07,21.857142857142854
1981-10-22,1.54,0.07,22.0
1981-10-23,1.54,0.07,22.0
1981-10-26,1.54,0.07,22.0
1981-10-27,1.55,0.07,22.142857142857142
1981-10-28,1.54,0.07,22.0
1981-10-29,1.54,0.07,22.0
1981-10-30,1.55,0.07,22.142857142857142
1981-11-02,1.57,0.07,22.428571428571427
1981-11-03,1.58,0.07,22.57142857142857
1981-11-04,1.6,0.07,22.857142857142858
1981-11-05,1.61,0.07,23.0
1981-11-06,1.58,0.07,22.57142857142857
1981-11-09,1.57,0.07,22.428571428571427
1981-11-10,1.56,0.07,22.285714285714285
1981-11-11,1.57,0.07,22.428571428571427
1981-11-12,1.57,0.07,22.428571428571427
1981-11-13,1.58,0.07,22.57142857142857
1981-11-16,1.56,0.07,22.285714285714285
1981-11-17,1.56,0.07,22.285714285714285
1981-11-18,1.54,0.07,22.0
1981-11-19,1.52,0.07,21.71428571428571
1981-11-20,1.52,0.07,21.71428571428571
1981-11-23,1.52,0.07,21.71428571428571
1981-11-24,1.52,0.07,21.71428571428571
1981-11-25,1.52,0.07,21.71428571428571
1981-11-27,1.52,0.07,21.71428571428571
1981-11-30,1.51,0.07,21.57142857142857
1981-12-01,1.49,0.07,21.285714285714285
1981-12-02,1.49,0.07,21.285714285714285
1981-12-03,1.48,0.07,21.142857142857142
1981-12-04,1.48,0.07,21.142857142857142
1981-12-07,1.46,0.07,20.857142857142854
1981-12-08,1.45,0.07,20.71428571428571
1981-12-09,1.45,0.07,20.71428571428571
1981-12-10,1.43,0.07,20.428571428571427
1981-12-11,1.43,0.07,20.428571428571427
1981-12-14,1.43,0.07,20.428571428571427
1981-12-15,1.44,0.07,20.57142857142857
1981-12-16,1.44,0.07,20.57142857142857
1981-12-17,1.44,0.07,20.57142857142857
1981-12-18,1.45,0.07,20.71428571428571
1981-12-21,1.43,0.07,20.428571428571427
1981-12-22,1.46,0.07,20.857142857142854
1981-12-23,1.48,0.07,21.142857142857142
1981-12-24,1.5,0.07,21.428571428571427
1981-12-28,1.51,0.07,21.57142857142857
1981-12-29,1.5,0.07,21.428571428571427
1981-12-30,1.49,0.07,21.285714285714285
1981-12-31,1.5,0.07,21.428571428571427
1982-01-04,1.48,0.07,21.142857142857142
1982-01-05,1.48,0.07,21.142857142857142
1982-01-06,1.49,0.07,21.285714285714285
1982-01-07,1.49,0.07,21.285714285714285
1982-01-08,1.49,0.07,21.285714285714285
1982-01-11,1.47,0.07,20.999999999999996
1982-01-12,1.41,0.07,20.14285714285714
1982-01-13,1.39,0.07,19.857142857142854
1982-01-14,1.36,0.07,19.428571428571427
1982-01-15,1.4,0.07,19.999999999999996
1982-01-18,1.42,0.07,20.28571428571428
1982-01-19,1.44,0.07,20.57142857142857
1982-01-20,1.44,0.07,20.57142857142857
1982-01-21,1.44,0.07,20.57142857142857
1982-01-22,1.42,0.07,20.28571428571428
1982-01-25,1.41,0.07,20.14285714285714
1982-01-26,1.42,0.07,20.28571428571428
1982-01-27,1.42,0.07,20.28571428571428
1982-01-28,1.48,0.07,21.142857142857142
1982-01-29,1.54,0.07,22.0
1982-02-01,1.53,0.07,21.857142857142854
1982-02-02,1.54,0.07,22.0
1982-02-03,1.53,0.07,21.857142857142854
1982-02-04,1.53,0.07,21.857142857142854
1982-02-05,1.53,0.07,21.857142857142854
1982-02-08,1.54,0.07,22.0
1982-02-09,1.52,0.07,21.71428571428571
1982-02-10,1.51,0.07,21.57142857142857
1982-02-11,1.49,0.07,21.285714285714285
1982-02-12,1.49,0.07,21.285714285714285
1982-02-16,1.51,0.07,21.57142857142857
1982-02-17,1.5,0.07,21.428571428571427
1982-02-18,1.5,0.07,21.428571428571427
1982-02-19,1.46,0.07,20.857142857142854
1982-02-22,1.44,0.07,20.57142857142857
1982-02-23,1.44,0.07,20.57142857142857
1982-02-24,1.47,0.07,20.999999999999996
1982-02-25,1.47,0.07,20.999999999999996
1982-02-26,1.45,0.07,20.71428571428571
1982-03-01,1.44,0.07,20.57142857142857
1982-03-02,1.42,0.07,20.28571428571428
1982-03-03,1.41,0.07,20.14285714285714
1982-03-04,1.42,0.07,20.28571428571428
1982-03-05,1.44,0.07,20.57142857142857
1982-03-08,1.44,0.07,20.57142857142857
1982-03-09,1.42,0.07,20.28571428571428
1982-03-10,1.45,0.07,20.71428571428571
1982-03-11,1.46,0.07,20.857142857142854
1982-03-12,1.44,0.07,20.57142857142857
1982-03-15,1.44,0.07,20.57142857142857
1982-03-16,1.45,0.07,20.71428571428571
1982-03-17,1.44,0.07,20.57142857142857
1982-03-18,1.48,0.07,21.142857142857142
1982-03-19,1.52,0.07,21.71428571428571
1982-03-22,1.58,0.07,22.57142857142857
1982-03-23,1.57,0.07,22.428571428571427
1982-03-24,1.57,0.07,22.428571428571427
1982-03-25,1.57,0.07,22.428571428571427
1982-03-26,1.58,0.07,22.57142857142857
1982-03-29,1.58,0.07,22.57142857142857
1982-03-30,1.59,0.07,22.71428571428571
1982-03-31,1.57,0.07,22.428571428571427
1982-04-01,1.59,0.07,22.71428571428571
1982-04-02,1.61,0.07,23.0
1982-04-05,1.63,0.07,23.28571428571428
1982-04-06,1.64,0.07,23.428571428571423
1982-04-07,1.65,0.07,23.57142857142857
1982-04-08,1.67,0.07,23.857142857142854
1982-04-12,1.64,0.07,23.428571428571423
1982-04-13,1.63,0.07,23.28571428571428
1982-04-14,1.63,0.07,23.28571428571428
1982-04-15,1.65,0.07,23.57142857142857
1982-04-16,1.67,0.07,23.857142857142854
1982-04-19,1.67,0.07,23.857142857142854
1982-04-20,1.68,0.07,23.999999999999996
1982-04-21,1.68,0.07,23.999999999999996
1982-04-22,1.72,0.07,24.57142857142857
1982-04-23,1.71,0.07,24.428571428571427
1982-04-26,1.71,0.07,24.428571428571427
1982-04-27,1.68,0.07,23.999999999999996
1982-04-28,1.68,0.07,23.999999999999996
1982-04-29,1.67,0.07,23.857142857142854
1982-04-30,1.67,0.07,23.857142857142854
1982-05-03,1.68,0.07,23.999999999999996
1982-05-04,1.69,0.07,24.14285714285714
1982-05-05,1.69,0.07,24.14285714285714
1982-05-06,1.74,0.07,24.857142857142854
1982-05-07,1.76,0.07,25.142857142857142
1982-05-10,1.79,0.07,25.57142857142857
1982-05-11,1.78,0.07,25.428571428571427
1982-05-12,1.78,0.07,25.428571428571427
1982-05-13,1.77,0.07,25.285714285714285
1982-05-14,1.77,0.07,25.285714285714285
1982-05-17,1.78,0.07,25.428571428571427
1982-05-18,1.78,0.07,25.428571428571427
1982-05-19,1.74,0.07,24.857142857142854
1982-05-20,1.75,0.07,24.999999999999996
1982-05-21,1.74,0.07,24.857142857142854
1982-05-24,1.74,0.07,24.857142857142854
1982-05-25,1.76,0.07,25.142857142857142
1982-05-26,1.71,0.07,24.428571428571427
1982-05-27,1.69,0.07,24.14285714285714
1982-05-28,1.69,0.07,24.14285714285714
1982-06-01,1.68,0.07,23.999999999999996
1982-06-02,1.71,0.07,24.428571428571427
1982-06-03,1.71,0.07,24.428571428571427
1982-06-04,1.7,0.07,24.28571428571428
1982-06-07,1.73,0.07,24.71428571428571
1982-06-08,1.72,0.07,24.57142857142857
1982-06-09,1.71,0.07,24.428571428571427
1982-06-10,1.71,0.07,24.428571428571427
1982-06-11,1.73,0.07,24.71428571428571
1982-06-14,1.72,0.07,24.57142857142857
1982-06-15,1.75,0.07,24.999999999999996
1982-06-16,1.72,0.07,24.57142857142857
1982-06-17,1.71,0.07,24.428571428571427
1982-06-18,1.68,0.07,23.999999999999996
1982-06-21,1.68,0.07,23.999999999999996
1982-06-22,1.69,0.07,24.14285714285714
1982-06-23,1.69,0.07,24.14285714285714
1982-06-24,1.7,0.07,24.28571428571428
1982-06-25,1.7,0.07,24.28571428571428
1982-06-28,1.71,0.07,24.428571428571427
1982-06-29,1.73,0.07,24.71428571428571
1982-06-30,1.73,0.07,24.71428571428571
1982-07-01,1.72,0.07,24.57142857142857
1982-07-02,1.73,0.07,24.71428571428571
1982-07-06,1.72,0.07,24.57142857142857
1982-07-07,1.71,0.07,24.428571428571427
1982-07-08,1.67,0.07,23.857142857142854
1982-07-09,1.69,0.07,24.14285714285714
1982-07-12,1.66,0.07,23.71428571428571
1982-07-13,1.66,0.07,23.71428571428571
1982-07-14,1.7,0.07,24.28571428571428
1982-07-15,1.72,0.07,24.57142857142857
1982-07-16,1.77,0.07,25.285714285714285
1982-07-19,1.8,0.07,25.71428571428571
1982-07-20,1.84,0.07,26.285714285714285
1982-07-21,1.9,0.07,27.14285714285714
1982-07-22,1.88,0.07,26.857142857142854
1982-07-23,1.74,0.07,24.857142857142854
1982-07-26,1.78,0.07,25.428571428571427
1982-07-27,1.78,0.07,25.428571428571427
1982-07-28,1.75,0.07,24.999999999999996
1982-07-29,1.77,0.07,25.285714285714285
1982-07-30,1.76,0.07,25.142857142857142
1982-08-02,1.76,0.07,25.142857142857142
1982-08-03,1.76,0.07,25.142857142857142
1982-08-04,1.74,0.07,24.857142857142854
1982-08-05,1.73,0.07,24.71428571428571
1982-08-06,1.75,0.07,24.999999999999996
1982-08-09,1.74,0.07,24.857142857142854
1982-08-10,1.72,0.07,24.57142857142857
1982-08-11,1.72,0.07,24.57142857142857
1982-08-12,1.71,0.07,24.428571428571427
1982-08-13,1.73,0.07,24.71428571428571
1982-08-16,1.77,0.07,25.285714285714285
1982-08-17,1.81,0.07,25.857142857142854
1982-08-18,1.81,0.07,25.857142857142854
