date,IEX,IEX_EPS,PE Ratio
1999-07-22,12.78,,
1999-07-23,12.69,,
1999-07-26,12.44,,
1999-07-27,11.92,,
1999-07-28,12.25,,
1999-07-29,12.25,,
1999-07-30,12.53,,
1999-08-02,12.25,,
1999-08-03,12.31,,
1999-08-04,12.17,,
1999-08-05,12.39,,
1999-08-06,12.47,,
1999-08-09,12.44,,
1999-08-10,12.61,,
1999-08-11,12.94,,
1999-08-12,12.92,,
1999-08-13,13.47,,
1999-08-16,13.81,,
1999-08-17,14.28,,
1999-08-18,14.97,,
1999-08-19,14.36,,
1999-08-20,13.78,,
1999-08-23,13.89,,
1999-08-24,14.28,,
1999-08-25,14.36,,
1999-08-26,14.19,,
1999-08-27,14.22,,
1999-08-30,13.86,,
1999-08-31,13.14,,
1999-09-01,13.5,,
1999-09-02,13.61,,
1999-09-03,13.67,,
1999-09-07,13.67,,
1999-09-08,13.61,,
1999-09-09,13.58,,
1999-09-10,13.33,,
1999-09-13,13.08,,
1999-09-14,12.86,,
1999-09-15,12.69,,
1999-09-16,12.72,,
1999-09-17,12.92,,
1999-09-20,12.94,,
1999-09-21,12.75,,
1999-09-22,12.78,,
1999-09-23,12.81,,
1999-09-24,12.72,,
1999-09-27,12.64,,
1999-09-28,12.28,,
1999-09-29,12.42,,
1999-09-30,12.58,,
1999-10-01,12.28,,
1999-10-04,12.36,,
1999-10-05,12.56,,
1999-10-06,12.5,,
1999-10-07,12.61,,
1999-10-08,12.69,,
1999-10-11,12.78,,
1999-10-12,12.47,,
1999-10-13,11.94,,
1999-10-14,11.72,,
1999-10-15,11.78,,
1999-10-18,11.67,,
1999-10-19,11.58,,
1999-10-20,11.39,,
1999-10-21,10.92,,
1999-10-22,10.36,,
1999-10-25,10.44,,
1999-10-26,10.69,,
1999-10-27,10.75,,
1999-10-28,11.06,,
1999-10-29,10.94,,
1999-11-01,11.03,,
1999-11-02,10.89,,
1999-11-03,11.19,,
1999-11-04,11.31,,
1999-11-05,11.06,,
1999-11-08,10.86,,
1999-11-09,10.89,,
1999-11-10,11.0,,
1999-11-11,11.06,,
1999-11-12,11.58,,
1999-11-15,11.78,,
1999-11-16,12.19,,
1999-11-17,11.94,,
1999-11-18,11.92,,
1999-11-19,12.22,,
1999-11-22,12.25,,
1999-11-23,12.28,,
1999-11-24,12.36,,
1999-11-26,12.17,,
1999-11-29,12.25,,
1999-11-30,12.25,,
1999-12-01,12.25,,
1999-12-02,12.36,,
1999-12-03,12.58,,
1999-12-06,12.53,,
1999-12-07,12.47,,
1999-12-08,12.58,,
1999-12-09,12.25,,
1999-12-10,12.33,,
1999-12-13,12.25,,
1999-12-14,11.94,,
1999-12-15,11.69,,
1999-12-16,11.83,,
1999-12-17,12.06,,
1999-12-20,12.31,,
1999-12-21,12.39,,
1999-12-22,12.36,,
1999-12-23,12.31,,
1999-12-27,13.97,,
1999-12-28,13.54,,
1999-12-29,13.36,,
1999-12-30,13.19,,
1999-12-31,13.5,,
2000-01-03,13.42,,
2000-01-04,12.81,,
2000-01-05,12.75,,
2000-01-06,12.75,,
2000-01-07,13.11,,
2000-01-10,13.25,,
2000-01-11,13.25,,
2000-01-12,13.28,,
2000-01-13,13.5,,
2000-01-14,13.69,,
2000-01-18,13.53,,
2000-01-19,13.69,,
2000-01-20,13.94,,
2000-01-21,13.67,,
2000-01-24,13.11,,
2000-01-25,12.5,,
2000-01-26,12.39,,
2000-01-27,12.03,,
2000-01-28,12.11,,
2000-01-31,11.94,,
2000-02-01,11.81,,
2000-02-02,11.11,,
2000-02-03,11.03,,
2000-02-04,11.19,,
2000-02-07,11.78,,
2000-02-08,11.94,,
2000-02-09,11.89,,
2000-02-10,11.67,,
2000-02-11,11.39,,
2000-02-14,10.75,,
2000-02-15,10.28,,
2000-02-16,10.78,,
2000-02-17,10.64,,
2000-02-18,10.61,,
2000-02-22,10.67,,
2000-02-23,10.94,,
2000-02-24,10.28,,
2000-02-25,10.25,,
2000-02-28,10.56,,
2000-02-29,11.0,,
2000-03-01,11.44,,
2000-03-02,11.17,,
2000-03-03,11.28,,
2000-03-06,11.33,,
2000-03-07,11.47,,
2000-03-08,11.53,,
2000-03-09,11.53,,
2000-03-10,11.36,,
2000-03-13,11.33,,
2000-03-14,11.17,,
2000-03-15,11.31,,
2000-03-16,12.17,,
2000-03-17,12.39,,
2000-03-20,12.33,,
2000-03-21,12.22,,
2000-03-22,12.42,,
2000-03-23,12.28,,
2000-03-24,12.56,,
2000-03-27,12.5,,
2000-03-28,12.19,,
2000-03-29,12.31,,
2000-03-30,12.0,,
2000-03-31,12.11,,
2000-04-03,12.0,,
2000-04-04,11.94,,
2000-04-05,12.06,,
2000-04-06,12.17,,
2000-04-07,12.11,,
2000-04-10,12.0,,
2000-04-11,11.92,,
2000-04-12,12.06,,
2000-04-13,12.06,,
2000-04-14,12.08,,
2000-04-17,12.39,,
2000-04-18,13.0,,
2000-04-19,13.33,,
2000-04-20,12.78,,
2000-04-24,12.67,,
2000-04-25,13.58,,
2000-04-26,13.33,,
2000-04-27,13.78,,
2000-04-28,13.89,,
2000-05-01,14.44,,
2000-05-02,14.14,,
2000-05-03,13.75,,
2000-05-04,13.83,,
2000-05-05,14.22,,
2000-05-08,14.19,,
2000-05-09,14.31,,
2000-05-10,13.97,,
2000-05-11,14.33,,
2000-05-12,14.33,,
2000-05-15,14.33,,
2000-05-16,14.31,,
2000-05-17,14.28,,
2000-05-18,14.22,,
2000-05-19,13.89,,
2000-05-22,14.33,,
2000-05-23,14.33,,
2000-05-24,15.0,,
2000-05-25,14.53,,
2000-05-26,14.56,,
2000-05-30,14.64,,
2000-05-31,14.83,,
2000-06-01,15.17,,
2000-06-02,15.25,,
2000-06-05,15.06,,
2000-06-06,14.94,,
2000-06-07,14.89,,
2000-06-08,14.89,,
2000-06-09,14.86,,
2000-06-12,14.33,,
2000-06-13,14.72,,
2000-06-14,14.56,,
2000-06-15,14.81,,
2000-06-16,14.61,,
2000-06-19,14.75,,
2000-06-20,14.58,,
2000-06-21,14.61,,
2000-06-22,14.36,,
2000-06-23,13.97,,
2000-06-26,14.36,,
2000-06-27,14.33,,
2000-06-28,14.81,,
2000-06-29,14.56,,
2000-06-30,14.02,,
2000-07-03,14.36,,
2000-07-05,14.36,,
2000-07-06,14.67,,
2000-07-07,14.67,,
2000-07-10,14.53,,
2000-07-11,14.61,,
2000-07-12,14.83,,
2000-07-13,14.81,,
2000-07-14,14.75,,
2000-07-17,14.64,,
2000-07-18,14.97,,
2000-07-19,14.67,,
2000-07-20,14.72,,
2000-07-21,14.56,,
2000-07-24,14.53,,
2000-07-25,14.64,,
2000-07-26,14.67,,
2000-07-27,14.53,,
2000-07-28,14.47,,
2000-07-31,14.67,,
2000-08-01,14.67,,
2000-08-02,14.47,,
2000-08-03,14.39,,
2000-08-04,14.28,,
2000-08-07,14.39,,
2000-08-08,14.36,,
2000-08-09,14.36,,
2000-08-10,14.5,,
2000-08-11,14.58,,
2000-08-14,14.67,,
2000-08-15,14.47,,
2000-08-16,14.5,,
2000-08-17,14.36,,
2000-08-18,14.44,,
2000-08-21,14.33,,
2000-08-22,14.08,,
2000-08-23,14.03,,
2000-08-24,13.81,,
2000-08-25,13.92,,
2000-08-28,13.67,,
2000-08-29,13.47,,
2000-08-30,13.47,,
2000-08-31,13.5,,
2000-09-01,13.33,,
2000-09-05,13.47,,
2000-09-06,13.44,,
2000-09-07,13.5,,
2000-09-08,13.53,,
2000-09-11,13.22,,
2000-09-12,13.56,,
2000-09-13,13.64,,
2000-09-14,13.53,,
2000-09-15,13.22,,
2000-09-18,12.92,,
2000-09-19,12.78,,
2000-09-20,12.81,,
2000-09-21,12.42,,
2000-09-22,11.89,,
2000-09-25,11.75,,
2000-09-26,11.17,,
2000-09-27,11.17,,
2000-09-28,11.81,,
2000-09-29,12.42,,
2000-10-02,12.47,,
2000-10-03,12.94,,
2000-10-04,12.86,,
2000-10-05,12.64,,
2000-10-06,12.44,,
2000-10-09,12.39,,
2000-10-10,12.06,,
2000-10-11,12.33,,
2000-10-12,12.08,,
2000-10-13,12.31,,
2000-10-16,12.19,,
2000-10-17,12.25,,
2000-10-18,12.25,,
2000-10-19,12.75,,
2000-10-20,12.58,,
2000-10-23,12.97,,
2000-10-24,13.28,,
2000-10-25,13.06,,
2000-10-26,13.25,,
2000-10-27,13.44,,
2000-10-30,13.72,,
2000-10-31,14.33,,
2000-11-01,14.03,,
2000-11-02,13.75,,
2000-11-03,13.5,,
2000-11-06,13.36,,
2000-11-07,13.47,,
2000-11-08,13.53,,
2000-11-09,13.42,,
2000-11-10,13.33,,
2000-11-13,13.31,,
2000-11-14,13.33,,
2000-11-15,13.5,,
2000-11-16,13.64,,
2000-11-17,14.03,,
2000-11-20,13.94,,
2000-11-21,13.92,,
2000-11-22,13.64,,
2000-11-24,14.03,,
2000-11-27,14.19,,
2000-11-28,14.08,,
2000-11-29,14.47,,
2000-11-30,14.36,,
2000-12-01,14.72,,
2000-12-04,14.94,,
2000-12-05,15.89,,
2000-12-06,14.69,,
2000-12-07,14.5,,
2000-12-08,15.36,,
2000-12-11,15.5,,
2000-12-12,15.19,,
2000-12-13,14.81,,
2000-12-14,14.75,,
2000-12-15,14.81,,
2000-12-18,14.94,,
2000-12-19,14.69,,
2000-12-20,14.03,,
2000-12-21,13.25,,
2000-12-22,13.5,,
2000-12-26,13.83,,
2000-12-27,15.0,,
2000-12-28,15.25,,
2000-12-29,14.72,,
2001-01-02,14.0,,
2001-01-03,14.67,,
2001-01-04,15.03,,
2001-01-05,14.17,,
2001-01-08,14.11,,
2001-01-09,13.94,,
2001-01-10,14.31,,
2001-01-11,14.31,,
2001-01-12,14.28,,
2001-01-16,13.75,,
2001-01-17,13.78,,
2001-01-18,14.03,,
2001-01-19,14.25,,
2001-01-22,14.03,,
2001-01-23,14.78,,
2001-01-24,14.69,,
2001-01-25,14.72,,
2001-01-26,14.39,,
2001-01-29,14.42,,
2001-01-30,14.33,,
2001-01-31,13.48,,
2001-02-01,13.62,,
2001-02-02,13.16,,
2001-02-05,13.4,,
2001-02-06,13.84,,
2001-02-07,13.77,,
2001-02-08,13.72,,
2001-02-09,13.23,,
2001-02-12,13.65,,
2001-02-13,13.96,,
2001-02-14,14.0,,
2001-02-15,14.36,,
2001-02-16,14.09,,
2001-02-20,14.05,,
2001-02-21,14.05,,
2001-02-22,14.05,,
2001-02-23,14.18,,
2001-02-26,14.31,,
2001-02-27,14.22,,
2001-02-28,14.19,,
2001-03-01,13.84,,
2001-03-02,13.34,,
2001-03-05,13.07,,
2001-03-06,13.22,,
2001-03-07,13.2,,
2001-03-08,13.29,,
2001-03-09,13.2,,
2001-03-12,12.93,,
2001-03-13,13.22,,
2001-03-14,12.88,,
2001-03-15,12.7,,
2001-03-16,12.4,,
2001-03-19,13.16,,
2001-03-20,12.54,,
2001-03-21,12.49,,
2001-03-22,12.49,,
2001-03-23,12.71,,
2001-03-26,12.64,,
2001-03-27,12.88,,
2001-03-28,12.11,,
2001-03-29,12.32,,
2001-03-30,12.88,,
2001-04-02,12.45,,
2001-04-03,12.25,,
2001-04-04,12.44,,
2001-04-05,12.66,,
2001-04-06,12.34,,
2001-04-09,12.42,,
2001-04-10,12.85,,
2001-04-11,12.57,,
2001-04-12,12.84,,
2001-04-16,12.94,,
2001-04-17,12.96,,
2001-04-18,13.56,,
2001-04-19,13.69,,
2001-04-20,13.69,,
2001-04-23,13.58,,
2001-04-24,13.71,,
2001-04-25,13.78,,
2001-04-26,14.42,,
2001-04-27,14.31,,
2001-04-30,13.96,,
2001-05-01,14.17,,
2001-05-02,14.1,,
2001-05-03,14.16,,
2001-05-04,14.22,,
2001-05-07,14.14,,
2001-05-08,14.16,,
2001-05-09,14.11,,
2001-05-10,13.87,,
2001-05-11,13.77,,
2001-05-14,13.74,,
2001-05-15,13.91,,
2001-05-16,14.44,,
2001-05-17,14.36,,
2001-05-18,14.41,,
2001-05-21,14.58,,
2001-05-22,14.63,,
2001-05-23,14.53,,
2001-05-24,14.58,,
2001-05-25,14.46,,
2001-05-29,14.36,,
2001-05-30,14.33,,
2001-05-31,14.38,,
2001-06-01,15.01,,
2001-06-04,14.95,,
2001-06-05,15.02,,
2001-06-06,14.87,,
2001-06-07,15.02,,
2001-06-08,14.72,,
2001-06-11,14.33,,
2001-06-12,14.4,,
2001-06-13,14.48,,
2001-06-14,14.22,,
2001-06-15,14.24,,
2001-06-18,13.98,,
2001-06-19,13.9,,
2001-06-20,14.25,,
2001-06-21,14.09,,
2001-06-22,14.0,,
2001-06-25,13.77,,
2001-06-26,14.27,,
2001-06-27,14.27,,
2001-06-28,14.58,,
2001-06-29,15.11,,
2001-07-02,14.71,,
2001-07-03,14.76,,
2001-07-05,14.76,,
2001-07-06,14.49,,
2001-07-09,14.6,,
2001-07-10,14.42,,
2001-07-11,14.56,,
2001-07-12,14.76,,
2001-07-13,14.88,,
2001-07-16,14.78,,
2001-07-17,15.33,,
2001-07-18,14.85,,
2001-07-19,14.67,,
2001-07-20,14.44,,
2001-07-23,14.26,,
2001-07-24,14.4,,
2001-07-25,14.31,,
2001-07-26,14.31,,
2001-07-27,14.33,,
2001-07-30,14.22,,
2001-07-31,14.39,,
2001-08-01,14.33,,
2001-08-02,14.38,,
2001-08-03,14.5,,
2001-08-06,14.22,,
2001-08-07,14.6,,
2001-08-08,14.38,,
2001-08-09,14.49,,
2001-08-10,14.58,,
2001-08-13,14.59,,
2001-08-14,14.72,,
2001-08-15,14.73,,
2001-08-16,14.89,,
2001-08-17,14.8,,
2001-08-20,14.89,,
2001-08-21,15.11,,
2001-08-22,15.59,,
2001-08-23,15.73,,
2001-08-24,16.0,,
2001-08-27,15.96,,
2001-08-28,16.01,,
2001-08-29,16.06,,
2001-08-30,15.83,,
2001-08-31,15.91,,
2001-09-04,16.31,,
2001-09-05,16.5,,
2001-09-06,16.06,,
2001-09-07,15.38,,
2001-09-10,13.56,,
2001-09-17,13.09,,
2001-09-18,12.62,,
2001-09-19,12.32,,
2001-09-20,11.56,,
2001-09-21,11.4,,
2001-09-24,11.66,,
2001-09-25,12.72,,
2001-09-26,11.64,,
2001-09-27,11.89,,
2001-09-28,12.29,,
2001-10-01,12.02,,
2001-10-02,12.22,,
2001-10-03,12.38,,
2001-10-04,12.37,,
2001-10-05,12.18,,
2001-10-08,12.16,,
2001-10-09,12.0,,
2001-10-10,12.8,,
2001-10-11,12.87,,
2001-10-12,12.64,,
2001-10-15,13.2,,
2001-10-16,13.36,,
2001-10-17,12.69,,
2001-10-18,12.75,,
2001-10-19,12.71,,
2001-10-22,13.44,,
2001-10-23,13.24,,
2001-10-24,13.18,,
2001-10-25,13.47,,
2001-10-26,13.6,,
2001-10-29,12.96,,
2001-10-30,12.96,,
2001-10-31,12.93,,
2001-11-01,13.0,,
2001-11-02,12.82,,
2001-11-05,12.58,,
2001-11-06,12.96,,
2001-11-07,12.61,,
2001-11-08,12.84,,
2001-11-09,12.52,,
2001-11-12,12.27,,
2001-11-13,12.09,,
2001-11-14,12.58,,
2001-11-15,12.86,,
2001-11-16,13.0,,
2001-11-19,13.32,,
2001-11-20,13.4,,
2001-11-21,13.15,,
2001-11-23,13.47,,
2001-11-26,13.72,,
2001-11-27,13.73,,
2001-11-28,13.46,,
2001-11-29,13.82,,
2001-11-30,13.51,,
2001-12-03,13.31,,
2001-12-04,13.6,,
2001-12-05,13.8,,
2001-12-06,13.72,,
2001-12-07,14.02,,
2001-12-10,13.89,,
2001-12-11,14.09,,
2001-12-12,14.0,,
2001-12-13,13.89,,
2001-12-14,14.27,,
2001-12-17,15.33,,
2001-12-18,15.38,,
2001-12-19,15.4,,
2001-12-20,15.29,,
2001-12-21,15.76,,
2001-12-24,15.8,,
2001-12-26,15.72,,
2001-12-27,15.88,,
2001-12-28,15.69,,
2001-12-31,15.33,,
2002-01-02,15.18,,
2002-01-03,15.4,,
2002-01-04,15.43,,
2002-01-07,15.36,,
2002-01-08,15.52,,
2002-01-09,15.67,,
2002-01-10,15.47,,
2002-01-11,15.56,,
2002-01-14,15.27,,
2002-01-15,15.09,,
2002-01-16,14.98,,
2002-01-17,15.16,,
2002-01-18,15.02,,
2002-01-22,14.84,,
2002-01-23,15.11,,
2002-01-24,15.06,,
2002-01-25,15.15,,
2002-01-28,15.16,,
2002-01-29,15.23,,
2002-01-30,15.17,,
2002-01-31,15.11,,
2002-02-01,15.35,,
2002-02-04,15.39,,
2002-02-05,15.4,,
2002-02-06,15.34,,
2002-02-07,14.93,,
2002-02-08,15.47,,
2002-02-11,16.08,,
2002-02-12,15.89,,
2002-02-13,16.31,,
2002-02-14,16.24,,
2002-02-15,16.4,,
2002-02-19,16.11,,
2002-02-20,16.09,,
2002-02-21,15.89,,
2002-02-22,16.22,,
2002-02-25,16.11,,
2002-02-26,16.0,,
2002-02-27,16.05,,
2002-02-28,15.91,,
2002-03-01,15.95,,
2002-03-04,16.27,,
2002-03-05,16.0,,
2002-03-06,16.25,,
2002-03-07,16.36,,
2002-03-08,16.69,,
2002-03-11,16.07,,
2002-03-12,15.82,,
2002-03-13,16.36,,
2002-03-14,16.32,,
2002-03-15,16.34,,
2002-03-18,16.5,,
2002-03-19,16.98,,
2002-03-20,17.0,,
2002-03-21,17.16,,
2002-03-22,17.01,,
2002-03-25,16.87,,
2002-03-26,16.64,,
2002-03-27,16.56,,
2002-03-28,16.44,,
2002-04-01,16.94,,
2002-04-02,16.98,,
2002-04-03,16.98,,
2002-04-04,17.28,,
2002-04-05,17.16,,
2002-04-08,17.47,,
2002-04-09,17.44,,
2002-04-10,17.61,,
2002-04-11,17.39,,
2002-04-12,17.33,,
2002-04-15,17.33,,
2002-04-16,17.31,,
2002-04-17,17.19,,
2002-04-18,17.08,,
2002-04-19,17.02,,
2002-04-22,16.91,,
2002-04-23,16.88,,
2002-04-24,17.02,,
2002-04-25,17.04,,
2002-04-26,16.84,,
2002-04-29,16.2,,
2002-04-30,15.98,,
2002-05-01,16.16,,
2002-05-02,16.52,,
2002-05-03,16.44,,
2002-05-06,16.38,,
2002-05-07,16.29,,
2002-05-08,16.55,,
2002-05-09,16.53,,
2002-05-10,15.98,,
2002-05-13,16.31,,
2002-05-14,16.62,,
2002-05-15,16.88,,
2002-05-16,16.67,,
2002-05-17,16.82,,
2002-05-20,16.65,,
2002-05-21,16.52,,
2002-05-22,16.65,,
2002-05-23,16.87,,
2002-05-24,16.82,,
2002-05-28,16.81,,
2002-05-29,16.77,,
2002-05-30,16.8,,
2002-05-31,16.84,,
2002-06-03,16.2,,
2002-06-04,16.33,,
2002-06-05,16.31,,
2002-06-06,15.78,,
2002-06-07,16.04,,
2002-06-10,15.96,,
2002-06-11,15.46,,
2002-06-12,15.33,,
2002-06-13,14.78,,
2002-06-14,14.89,,
2002-06-17,15.02,,
2002-06-18,15.22,,
2002-06-19,15.22,,
2002-06-20,15.13,,
2002-06-21,15.24,,
2002-06-24,15.32,,
2002-06-25,14.76,,
2002-06-26,14.84,,
2002-06-27,14.82,,
2002-06-28,14.89,,
2002-07-01,14.65,,
2002-07-02,14.16,,
2002-07-03,14.07,,
2002-07-05,14.3,,
2002-07-08,14.28,,
2002-07-09,14.14,,
2002-07-10,13.85,,
2002-07-11,13.54,,
2002-07-12,13.37,,
2002-07-15,13.1,,
2002-07-16,12.62,,
2002-07-17,12.87,,
2002-07-18,13.24,,
2002-07-19,13.12,,
2002-07-22,13.0,,
2002-07-23,12.39,,
2002-07-24,13.09,,
2002-07-25,13.54,,
2002-07-26,13.52,,
2002-07-29,14.49,,
2002-07-30,14.09,,
2002-07-31,13.84,,
2002-08-01,13.68,,
2002-08-02,13.16,,
2002-08-05,12.99,,
2002-08-06,13.72,,
2002-08-07,13.73,,
2002-08-08,13.93,,
2002-08-09,13.92,,
2002-08-12,13.93,,
2002-08-13,12.92,,
2002-08-14,13.25,,
2002-08-15,13.17,,
2002-08-16,13.44,,
2002-08-19,13.6,,
2002-08-20,13.36,,
2002-08-21,13.48,,
2002-08-22,13.43,,
2002-08-23,13.11,,
2002-08-26,13.47,,
2002-08-27,13.33,,
2002-08-28,13.39,,
2002-08-29,13.64,,
2002-08-30,13.84,,
2002-09-03,13.76,,
2002-09-04,13.85,,
2002-09-05,13.69,,
2002-09-06,14.09,,
2002-09-09,14.08,,
2002-09-10,14.76,,
2002-09-11,14.67,,
2002-09-12,14.6,,
2002-09-13,14.69,,
2002-09-16,14.49,,
2002-09-17,14.49,,
2002-09-18,14.56,,
2002-09-19,14.45,,
2002-09-20,14.13,,
2002-09-23,13.3,,
2002-09-24,13.04,,
2002-09-25,12.89,,
2002-09-26,13.48,,
2002-09-27,12.44,,
2002-09-30,12.69,,
2002-10-01,12.95,,
2002-10-02,12.79,,
2002-10-03,12.72,,
2002-10-04,12.44,,
2002-10-07,12.25,,
2002-10-08,12.42,,
2002-10-09,11.56,,
2002-10-10,12.14,,
2002-10-11,12.84,,
2002-10-14,12.71,,
2002-10-15,13.51,,
2002-10-16,12.62,,
2002-10-17,13.36,,
2002-10-18,13.6,,
2002-10-21,13.94,,
2002-10-22,13.78,,
2002-10-23,13.87,,
2002-10-24,13.53,,
2002-10-25,13.42,,
2002-10-28,13.35,,
2002-10-29,13.31,,
2002-10-30,13.44,,
2002-10-31,13.35,,
2002-11-01,13.37,,
2002-11-04,13.55,,
2002-11-05,13.33,,
2002-11-06,13.33,,
2002-11-07,13.14,,
2002-11-08,13.24,,
2002-11-11,12.89,,
2002-11-12,12.89,,
2002-11-13,12.8,,
2002-11-14,13.07,,
2002-11-15,13.4,,
2002-11-18,13.23,,
2002-11-19,13.39,,
2002-11-20,13.56,,
2002-11-21,13.96,,
2002-11-22,14.22,,
2002-11-25,14.71,,
2002-11-26,14.8,,
2002-11-27,15.36,,
2002-11-29,15.09,,
2002-12-02,15.24,,
2002-12-03,14.93,,
2002-12-04,14.84,,
2002-12-05,14.4,,
2002-12-06,14.37,,
2002-12-09,14.24,,
2002-12-10,14.16,,
2002-12-11,14.33,,
2002-12-12,14.51,,
2002-12-13,13.89,,
2002-12-16,14.22,,
2002-12-17,14.29,,
2002-12-18,14.19,,
2002-12-19,14.26,,
2002-12-20,14.29,,
2002-12-23,14.58,,
2002-12-24,14.51,,
2002-12-26,14.63,,
2002-12-27,14.36,,
2002-12-30,14.58,,
2002-12-31,14.53,,
2003-01-02,15.0,,
2003-01-03,15.13,,
2003-01-06,15.03,,
2003-01-07,14.98,,
2003-01-08,14.12,,
2003-01-09,14.22,,
2003-01-10,14.29,,
2003-01-13,14.23,,
2003-01-14,14.25,,
2003-01-15,13.6,,
2003-01-16,13.47,,
2003-01-17,13.34,,
2003-01-21,13.06,,
2003-01-22,12.84,,
2003-01-23,13.02,,
2003-01-24,12.88,,
2003-01-27,12.69,,
2003-01-28,12.59,,
2003-01-29,12.51,,
2003-01-30,12.73,,
2003-01-31,12.96,,
2003-02-03,12.91,,
2003-02-04,12.87,,
2003-02-05,12.73,,
2003-02-06,12.5,,
2003-02-07,12.2,,
2003-02-10,12.08,,
2003-02-11,12.18,,
2003-02-12,11.98,,
2003-02-13,11.81,,
2003-02-14,12.11,,
2003-02-18,12.42,,
2003-02-19,12.28,,
2003-02-20,12.33,,
2003-02-21,12.43,,
2003-02-24,12.22,,
2003-02-25,12.4,,
2003-02-26,12.16,,
2003-02-27,12.31,,
2003-02-28,12.32,,
2003-03-03,12.36,,
2003-03-04,12.33,,
2003-03-05,12.26,,
2003-03-06,12.14,,
2003-03-07,12.08,,
2003-03-10,11.84,,
2003-03-11,11.84,,
2003-03-12,11.89,,
2003-03-13,12.43,,
2003-03-14,12.52,,
2003-03-17,12.72,,
2003-03-18,12.8,,
2003-03-19,12.79,,
2003-03-20,12.8,,
2003-03-21,13.27,,
2003-03-24,13.11,,
2003-03-25,13.22,,
2003-03-26,12.98,,
2003-03-27,13.07,,
2003-03-28,12.98,,
2003-03-31,12.89,,
2003-04-01,12.98,,
2003-04-02,13.36,,
2003-04-03,13.33,,
2003-04-04,13.36,,
2003-04-07,13.6,,
2003-04-08,13.43,,
2003-04-09,13.43,,
2003-04-10,13.53,,
2003-04-11,13.23,,
2003-04-14,13.11,,
2003-04-15,13.2,,
2003-04-16,14.39,,
2003-04-17,14.44,,
2003-04-21,14.53,,
2003-04-22,14.42,,
2003-04-23,14.39,,
2003-04-24,14.04,,
2003-04-25,14.0,,
2003-04-28,14.2,,
2003-04-29,14.2,,
2003-04-30,14.16,,
2003-05-01,14.11,,
2003-05-02,14.67,,
2003-05-05,14.64,,
2003-05-06,15.03,,
2003-05-07,14.77,,
2003-05-08,14.68,,
2003-05-09,14.92,,
2003-05-12,15.07,,
2003-05-13,14.89,,
2003-05-14,14.75,,
2003-05-15,14.71,,
2003-05-16,14.42,,
2003-05-19,14.31,,
2003-05-20,14.39,,
2003-05-21,14.27,,
2003-05-22,14.33,,
2003-05-23,14.41,,
2003-05-27,14.63,,
2003-05-28,14.8,,
2003-05-29,14.92,,
2003-05-30,15.33,,
2003-06-02,15.21,,
2003-06-03,15.22,,
2003-06-04,15.56,,
2003-06-05,15.85,,
2003-06-06,15.68,,
2003-06-09,15.44,,
2003-06-10,15.52,,
2003-06-11,15.67,,
2003-06-12,15.91,,
2003-06-13,15.72,,
2003-06-16,16.0,,
2003-06-17,16.07,,
2003-06-18,16.18,,
2003-06-19,16.24,,
2003-06-20,16.2,,
2003-06-23,15.92,,
2003-06-24,15.94,,
2003-06-25,15.9,,
2003-06-26,15.73,,
2003-06-27,15.96,,
2003-06-30,16.11,,
2003-07-01,15.66,,
2003-07-02,16.01,,
2003-07-03,16.0,,
2003-07-07,16.15,,
2003-07-08,16.64,,
2003-07-09,16.36,,
2003-07-10,15.91,,
2003-07-11,15.82,,
2003-07-14,15.86,,
2003-07-15,16.12,,
2003-07-16,16.58,,
2003-07-17,16.29,,
2003-07-18,16.49,,
2003-07-21,16.58,,
2003-07-22,16.47,,
2003-07-23,16.44,,
2003-07-24,16.34,,
2003-07-25,16.38,,
2003-07-28,16.36,,
2003-07-29,16.36,,
2003-07-30,16.21,,
2003-07-31,16.44,,
2003-08-01,16.18,,
2003-08-04,16.05,,
2003-08-05,16.1,,
2003-08-06,15.94,,
2003-08-07,15.73,,
2003-08-08,15.73,,
2003-08-11,15.88,,
2003-08-12,16.13,,
2003-08-13,16.38,,
2003-08-14,16.44,,
2003-08-15,16.42,,
2003-08-18,17.09,,
2003-08-19,17.57,,
2003-08-20,17.48,,
2003-08-21,17.76,,
2003-08-22,17.44,,
2003-08-25,17.02,,
2003-08-26,16.98,,
2003-08-27,17.03,,
2003-08-28,17.06,,
2003-08-29,17.24,,
2003-09-02,17.61,,
2003-09-03,17.69,,
2003-09-04,17.77,,
2003-09-05,17.32,,
2003-09-08,17.35,,
2003-09-09,17.13,,
2003-09-10,16.88,,
2003-09-11,17.2,,
2003-09-12,17.34,,
2003-09-15,17.43,,
2003-09-16,17.45,,
2003-09-17,17.32,,
2003-09-18,17.51,,
2003-09-19,17.53,,
2003-09-22,17.27,,
2003-09-23,17.43,,
2003-09-24,17.12,,
2003-09-25,16.56,,
2003-09-26,16.26,,
2003-09-29,16.44,,
2003-09-30,16.2,,
2003-10-01,16.78,,
2003-10-02,16.38,,
2003-10-03,16.56,,
2003-10-06,16.64,,
2003-10-07,16.7,,
2003-10-08,16.55,,
2003-10-09,16.58,,
2003-10-10,16.49,,
2003-10-13,16.5,,
2003-10-14,16.27,,
2003-10-15,16.21,,
2003-10-16,17.2,,
2003-10-17,17.58,,
2003-10-20,17.18,,
2003-10-21,16.82,,
2003-10-22,16.29,,
2003-10-23,16.25,,
2003-10-24,16.22,,
2003-10-27,16.52,,
2003-10-28,16.33,,
2003-10-29,16.28,,
