date,MDT,MDT_EPS,PE Ratio
1985-06-21,0.5,0.32,1.5625
1985-06-24,0.5,0.32,1.5625
1985-06-25,0.49,0.32,1.53125
1985-06-26,0.51,0.32,1.59375
1985-06-27,0.51,0.32,1.59375
1985-06-28,0.51,0.32,1.59375
1985-07-01,0.52,0.32,1.625
1985-07-02,0.51,0.32,1.59375
1985-07-03,0.5,0.32,1.5625
1985-07-05,0.51,0.32,1.59375
1985-07-08,0.51,0.32,1.59375
1985-07-09,0.51,0.32,1.59375
1985-07-10,0.52,0.32,1.625
1985-07-11,0.53,0.32,1.65625
1985-07-12,0.54,0.32,1.6875
1985-07-15,0.54,0.32,1.6875
1985-07-16,0.53,0.32,1.65625
1985-07-17,0.54,0.32,1.6875
1985-07-18,0.54,0.32,1.6875
1985-07-19,0.55,0.32,1.71875
1985-07-22,0.55,0.32,1.71875
1985-07-23,0.55,0.32,1.71875
1985-07-24,0.56,0.32,1.7500000000000002
1985-07-25,0.57,0.32,1.7812499999999998
1985-07-26,0.58,0.32,1.8124999999999998
1985-07-29,0.57,0.32,1.7812499999999998
1985-07-30,0.58,0.32,1.8124999999999998
1985-07-31,0.59,0.32,1.8437499999999998
1985-08-01,0.59,0.32,1.8437499999999998
1985-08-02,0.59,0.32,1.8437499999999998
1985-08-05,0.57,0.32,1.7812499999999998
1985-08-06,0.54,0.32,1.6875
1985-08-07,0.54,0.32,1.6875
1985-08-08,0.54,0.32,1.6875
1985-08-09,0.54,0.32,1.6875
1985-08-12,0.53,0.32,1.65625
1985-08-13,0.54,0.32,1.6875
1985-08-14,0.54,0.32,1.6875
1985-08-15,0.53,0.32,1.65625
1985-08-16,0.53,0.32,1.65625
1985-08-19,0.54,0.32,1.6875
1985-08-20,0.54,0.32,1.6875
1985-08-21,0.57,0.32,1.7812499999999998
1985-08-22,0.56,0.32,1.7500000000000002
1985-08-23,0.57,0.32,1.7812499999999998
1985-08-26,0.57,0.32,1.7812499999999998
1985-08-27,0.57,0.32,1.7812499999999998
1985-08-28,0.59,0.32,1.8437499999999998
1985-08-29,0.6,0.32,1.875
1985-08-30,0.61,0.32,1.90625
1985-09-03,0.61,0.32,1.90625
1985-09-04,0.6,0.32,1.875
1985-09-05,0.59,0.32,1.8437499999999998
1985-09-06,0.59,0.32,1.8437499999999998
1985-09-09,0.59,0.32,1.8437499999999998
1985-09-10,0.57,0.32,1.7812499999999998
1985-09-11,0.55,0.32,1.71875
1985-09-12,0.55,0.32,1.71875
1985-09-13,0.55,0.32,1.71875
1985-09-16,0.56,0.32,1.7500000000000002
1985-09-17,0.56,0.32,1.7500000000000002
1985-09-18,0.56,0.32,1.7500000000000002
1985-09-19,0.57,0.32,1.7812499999999998
1985-09-20,0.58,0.32,1.8124999999999998
1985-09-23,0.59,0.32,1.8437499999999998
1985-09-24,0.59,0.32,1.8437499999999998
1985-09-25,0.59,0.32,1.8437499999999998
1985-09-26,0.59,0.32,1.8437499999999998
1985-09-30,0.59,0.32,1.8437499999999998
1985-10-01,0.6,0.32,1.875
1985-10-02,0.6,0.32,1.875
1985-10-03,0.6,0.32,1.875
1985-10-04,0.59,0.32,1.8437499999999998
1985-10-07,0.59,0.32,1.8437499999999998
1985-10-08,0.6,0.32,1.875
1985-10-09,0.6,0.32,1.875
1985-10-10,0.6,0.32,1.875
1985-10-11,0.6,0.32,1.875
1985-10-14,0.59,0.32,1.8437499999999998
1985-10-15,0.59,0.32,1.8437499999999998
1985-10-16,0.6,0.32,1.875
1985-10-17,0.6,0.32,1.875
1985-10-18,0.6,0.32,1.875
1985-10-21,0.6,0.32,1.875
1985-10-22,0.61,0.32,1.90625
1985-10-23,0.61,0.32,1.90625
1985-10-24,0.6,0.32,1.875
1985-10-25,0.59,0.32,1.8437499999999998
1985-10-28,0.58,0.32,1.8124999999999998
1985-10-29,0.58,0.32,1.8124999999999998
1985-10-30,0.59,0.32,1.8437499999999998
1985-10-31,0.61,0.32,1.90625
1985-11-01,0.61,0.32,1.90625
1985-11-04,0.61,0.32,1.90625
1985-11-05,0.63,0.32,1.96875
1985-11-06,0.63,0.32,1.96875
1985-11-07,0.64,0.32,2.0
1985-11-08,0.64,0.32,2.0
1985-11-11,0.65,0.32,2.03125
1985-11-12,0.65,0.32,2.03125
1985-11-13,0.65,0.32,2.03125
1985-11-14,0.65,0.32,2.03125
1985-11-15,0.65,0.32,2.03125
1985-11-18,0.65,0.32,2.03125
1985-11-19,0.65,0.32,2.03125
1985-11-20,0.67,0.32,2.09375
1985-11-21,0.67,0.32,2.09375
1985-11-22,0.69,0.32,2.15625
1985-11-25,0.68,0.32,2.125
1985-11-26,0.68,0.32,2.125
1985-11-27,0.68,0.32,2.125
1985-11-29,0.68,0.32,2.125
1985-12-02,0.68,0.32,2.125
1985-12-03,0.68,0.32,2.125
1985-12-04,0.68,0.32,2.125
1985-12-05,0.67,0.32,2.09375
1985-12-06,0.67,0.32,2.09375
1985-12-09,0.66,0.32,2.0625
1985-12-10,0.66,0.32,2.0625
1985-12-11,0.66,0.32,2.0625
1985-12-12,0.65,0.32,2.03125
1985-12-13,0.63,0.32,1.96875
1985-12-16,0.64,0.32,2.0
1985-12-17,0.66,0.32,2.0625
1985-12-18,0.66,0.32,2.0625
1985-12-19,0.65,0.32,2.03125
1985-12-20,0.64,0.32,2.0
1985-12-23,0.63,0.32,1.96875
1985-12-24,0.63,0.32,1.96875
1985-12-26,0.64,0.32,2.0
1985-12-27,0.66,0.32,2.0625
1985-12-30,0.68,0.32,2.125
1985-12-31,0.68,0.32,2.125
1986-01-02,0.68,0.32,2.125
1986-01-03,0.7,0.32,2.1875
1986-01-06,0.7,0.32,2.1875
1986-01-07,0.72,0.32,2.25
1986-01-08,0.71,0.32,2.21875
1986-01-09,0.71,0.32,2.21875
1986-01-10,0.71,0.32,2.21875
1986-01-13,0.71,0.32,2.21875
1986-01-14,0.71,0.32,2.21875
1986-01-15,0.7,0.32,2.1875
1986-01-16,0.7,0.32,2.1875
1986-01-17,0.69,0.32,2.15625
1986-01-20,0.7,0.32,2.1875
1986-01-21,0.69,0.32,2.15625
1986-01-22,0.69,0.32,2.15625
1986-01-23,0.7,0.32,2.1875
1986-01-24,0.7,0.32,2.1875
1986-01-27,0.71,0.32,2.21875
1986-01-28,0.72,0.32,2.25
1986-01-29,0.73,0.32,2.28125
1986-01-30,0.73,0.32,2.28125
1986-01-31,0.73,0.32,2.28125
1986-02-03,0.77,0.32,2.40625
1986-02-04,0.77,0.32,2.40625
1986-02-05,0.79,0.32,2.46875
1986-02-06,0.8,0.32,2.5
1986-02-07,0.81,0.32,2.53125
1986-02-10,0.84,0.32,2.625
1986-02-11,0.85,0.32,2.65625
1986-02-12,0.84,0.32,2.625
1986-02-13,0.82,0.32,2.5625
1986-02-14,0.81,0.32,2.53125
1986-02-18,0.81,0.32,2.53125
1986-02-19,0.81,0.32,2.53125
1986-02-20,0.83,0.32,2.59375
1986-02-21,0.84,0.32,2.625
1986-02-24,0.87,0.32,2.71875
1986-02-25,0.85,0.32,2.65625
1986-02-26,0.88,0.32,2.75
1986-02-27,0.86,0.32,2.6875
1986-02-28,0.87,0.32,2.71875
1986-03-03,0.87,0.32,2.71875
1986-03-04,0.87,0.32,2.71875
1986-03-05,0.88,0.32,2.75
1986-03-06,0.88,0.32,2.75
1986-03-07,0.88,0.32,2.75
1986-03-10,0.88,0.32,2.75
1986-03-11,0.89,0.32,2.78125
1986-03-12,0.9,0.32,2.8125
1986-03-13,0.9,0.32,2.8125
1986-03-14,0.9,0.32,2.8125
1986-03-17,0.91,0.32,2.84375
1986-03-18,0.92,0.32,2.875
1986-03-19,0.92,0.32,2.875
1986-03-20,0.93,0.32,2.90625
1986-03-21,0.95,0.32,2.96875
1986-03-24,0.96,0.32,3.0
1986-03-25,0.95,0.32,2.96875
1986-03-26,1.0,0.32,3.125
1986-03-27,1.03,0.32,3.21875
1986-03-31,0.98,0.32,3.0625
1986-04-01,0.98,0.32,3.0625
1986-04-02,0.99,0.32,3.09375
1986-04-03,0.99,0.32,3.09375
1986-04-04,0.98,0.32,3.0625
1986-04-07,0.98,0.32,3.0625
1986-04-08,1.01,0.32,3.15625
1986-04-09,1.01,0.32,3.15625
1986-04-10,1.01,0.32,3.15625
1986-04-11,1.01,0.32,3.15625
1986-04-14,1.02,0.32,3.1875
1986-04-15,1.04,0.32,3.25
1986-04-16,1.08,0.32,3.375
1986-04-17,1.06,0.32,3.3125
1986-04-18,1.05,0.32,3.28125
1986-04-21,1.06,0.32,3.3125
1986-04-22,1.06,0.32,3.3125
1986-04-23,1.03,0.32,3.21875
1986-04-24,1.03,0.32,3.21875
1986-04-25,1.05,0.32,3.28125
1986-04-28,1.05,0.32,3.28125
1986-04-29,1.04,0.32,3.25
1986-04-30,1.01,0.32,3.15625
1986-05-01,1.0,0.32,3.125
1986-05-02,1.01,0.32,3.15625
1986-05-05,1.07,0.32,3.34375
1986-05-06,1.08,0.32,3.375
1986-05-07,1.07,0.32,3.34375
1986-05-08,1.06,0.32,3.3125
1986-05-09,1.07,0.32,3.34375
1986-05-12,1.08,0.32,3.375
1986-05-13,1.07,0.32,3.34375
1986-05-14,1.08,0.32,3.375
1986-05-15,1.09,0.32,3.40625
1986-05-16,1.08,0.32,3.375
1986-05-19,1.08,0.32,3.375
1986-05-20,1.08,0.32,3.375
1986-05-21,1.08,0.32,3.375
1986-05-22,1.08,0.32,3.375
1986-05-23,1.07,0.32,3.34375
1986-05-27,1.09,0.32,3.40625
1986-05-28,1.1,0.32,3.4375
1986-05-29,1.09,0.32,3.40625
1986-05-30,1.08,0.32,3.375
1986-06-02,1.07,0.32,3.34375
1986-06-03,1.04,0.32,3.25
1986-06-04,1.06,0.32,3.3125
1986-06-05,1.07,0.32,3.34375
1986-06-06,1.08,0.32,3.375
1986-06-09,1.07,0.32,3.34375
1986-06-10,1.07,0.32,3.34375
1986-06-11,1.07,0.32,3.34375
1986-06-12,1.08,0.32,3.375
1986-06-13,1.11,0.32,3.4687500000000004
1986-06-16,1.12,0.32,3.5000000000000004
1986-06-17,1.12,0.32,3.5000000000000004
1986-06-18,1.13,0.32,3.5312499999999996
1986-06-19,1.12,0.32,3.5000000000000004
1986-06-20,1.11,0.32,3.4687500000000004
1986-06-23,1.09,0.32,3.40625
1986-06-24,1.1,0.32,3.4375
1986-06-25,1.12,0.32,3.5000000000000004
1986-06-26,1.13,0.32,3.5312499999999996
1986-06-27,1.17,0.32,3.6562499999999996
1986-06-30,1.19,0.32,3.7187499999999996
1986-07-01,1.21,0.32,3.78125
1986-07-02,1.22,0.32,3.8125
1986-07-03,1.24,0.32,3.875
1986-07-07,1.22,0.32,3.8125
1986-07-08,1.16,0.32,3.6249999999999996
1986-07-09,1.18,0.32,3.6874999999999996
1986-07-10,1.2,0.32,3.75
1986-07-11,1.17,0.32,3.6562499999999996
1986-07-14,1.14,0.32,3.5624999999999996
1986-07-15,1.12,0.32,3.5000000000000004
1986-07-16,1.12,0.32,3.5000000000000004
1986-07-17,1.18,0.32,3.6874999999999996
1986-07-18,1.17,0.32,3.6562499999999996
1986-07-21,1.18,0.32,3.6874999999999996
1986-07-22,1.21,0.32,3.78125
1986-07-23,1.24,0.32,3.875
1986-07-24,1.24,0.32,3.875
1986-07-25,1.25,0.32,3.90625
1986-07-28,1.21,0.32,3.78125
1986-07-29,1.19,0.32,3.7187499999999996
1986-07-30,1.25,0.32,3.90625
1986-07-31,1.23,0.32,3.84375
1986-08-01,1.23,0.32,3.84375
1986-08-04,1.24,0.32,3.875
1986-08-05,1.26,0.32,3.9375
1986-08-06,1.28,0.32,4.0
1986-08-07,1.31,0.32,4.09375
1986-08-08,1.31,0.32,4.09375
1986-08-11,1.31,0.32,4.09375
1986-08-12,1.32,0.32,4.125
1986-08-13,1.34,0.32,4.1875
1986-08-14,1.37,0.32,4.28125
1986-08-15,1.36,0.32,4.25
1986-08-18,1.36,0.32,4.25
1986-08-19,1.37,0.32,4.28125
1986-08-20,1.4,0.32,4.375
1986-08-21,1.41,0.32,4.40625
1986-08-22,1.42,0.32,4.4375
1986-08-25,1.41,0.32,4.40625
1986-08-26,1.42,0.32,4.4375
1986-08-27,1.42,0.32,4.4375
1986-08-28,1.39,0.32,4.34375
1986-08-29,1.34,0.32,4.1875
1986-09-02,1.36,0.32,4.25
1986-09-03,1.36,0.32,4.25
1986-09-04,1.36,0.32,4.25
1986-09-05,1.34,0.32,4.1875
1986-09-08,1.28,0.32,4.0
1986-09-09,1.26,0.32,3.9375
1986-09-10,1.24,0.32,3.875
1986-09-11,1.2,0.32,3.75
1986-09-12,1.16,0.32,3.6249999999999996
1986-09-15,1.14,0.32,3.5624999999999996
1986-09-16,1.18,0.32,3.6874999999999996
1986-09-17,1.23,0.32,3.84375
1986-09-18,1.23,0.32,3.84375
1986-09-19,1.21,0.32,3.78125
1986-09-22,1.22,0.32,3.8125
1986-09-23,1.23,0.32,3.84375
1986-09-24,1.26,0.32,3.9375
1986-09-25,1.25,0.32,3.90625
1986-09-26,1.23,0.32,3.84375
1986-09-29,1.2,0.32,3.75
1986-09-30,1.22,0.32,3.8125
1986-10-01,1.24,0.32,3.875
1986-10-02,1.25,0.32,3.90625
1986-10-03,1.26,0.32,3.9375
1986-10-06,1.27,0.32,3.96875
1986-10-07,1.26,0.32,3.9375
1986-10-08,1.26,0.32,3.9375
1986-10-09,1.26,0.32,3.9375
1986-10-10,1.26,0.32,3.9375
1986-10-13,1.27,0.32,3.96875
1986-10-14,1.29,0.32,4.03125
1986-10-15,1.31,0.32,4.09375
1986-10-16,1.34,0.32,4.1875
1986-10-17,1.32,0.32,4.125
1986-10-20,1.3,0.32,4.0625
1986-10-21,1.3,0.32,4.0625
1986-10-22,1.31,0.32,4.09375
1986-10-23,1.37,0.32,4.28125
1986-10-24,1.35,0.32,4.21875
1986-10-27,1.34,0.32,4.1875
1986-10-28,1.34,0.32,4.1875
1986-10-29,1.35,0.32,4.21875
1986-10-30,1.37,0.32,4.28125
1986-10-31,1.37,0.32,4.28125
1986-11-03,1.35,0.32,4.21875
1986-11-04,1.37,0.32,4.28125
1986-11-05,1.37,0.32,4.28125
1986-11-06,1.36,0.32,4.25
1986-11-07,1.35,0.32,4.21875
1986-11-10,1.36,0.32,4.25
1986-11-11,1.36,0.32,4.25
1986-11-12,1.37,0.32,4.28125
1986-11-13,1.36,0.32,4.25
1986-11-14,1.37,0.32,4.28125
1986-11-17,1.37,0.32,4.28125
1986-11-18,1.3,0.32,4.0625
1986-11-19,1.28,0.32,4.0
1986-11-20,1.32,0.32,4.125
1986-11-21,1.35,0.32,4.21875
1986-11-24,1.33,0.32,4.15625
1986-11-25,1.33,0.32,4.15625
1986-11-26,1.33,0.32,4.15625
1986-11-28,1.34,0.32,4.1875
1986-12-01,1.32,0.32,4.125
1986-12-02,1.32,0.32,4.125
1986-12-03,1.31,0.32,4.09375
1986-12-04,1.28,0.32,4.0
1986-12-05,1.3,0.32,4.0625
1986-12-08,1.3,0.32,4.0625
1986-12-09,1.3,0.32,4.0625
1986-12-10,1.31,0.32,4.09375
1986-12-11,1.31,0.32,4.09375
1986-12-12,1.31,0.32,4.09375
1986-12-15,1.3,0.32,4.0625
1986-12-16,1.3,0.32,4.0625
1986-12-17,1.29,0.32,4.03125
1986-12-18,1.27,0.32,3.96875
1986-12-19,1.27,0.32,3.96875
1986-12-22,1.25,0.32,3.90625
1986-12-23,1.23,0.32,3.84375
1986-12-24,1.23,0.32,3.84375
1986-12-26,1.23,0.32,3.84375
1986-12-29,1.21,0.32,3.78125
1986-12-30,1.2,0.32,3.75
1986-12-31,1.2,0.32,3.75
1987-01-02,1.21,0.32,3.78125
1987-01-05,1.24,0.32,3.875
1987-01-06,1.27,0.32,3.96875
1987-01-07,1.27,0.32,3.96875
1987-01-08,1.31,0.32,4.09375
1987-01-09,1.33,0.32,4.15625
1987-01-12,1.34,0.32,4.1875
1987-01-13,1.31,0.32,4.09375
1987-01-14,1.28,0.32,4.0
1987-01-15,1.29,0.32,4.03125
1987-01-16,1.29,0.32,4.03125
1987-01-19,1.28,0.32,4.0
1987-01-20,1.28,0.32,4.0
1987-01-21,1.25,0.32,3.90625
1987-01-22,1.23,0.32,3.84375
1987-01-23,1.22,0.32,3.8125
1987-01-26,1.2,0.32,3.75
1987-01-27,1.21,0.32,3.78125
1987-01-28,1.21,0.32,3.78125
1987-01-29,1.26,0.32,3.9375
1987-01-30,1.23,0.32,3.84375
1987-02-02,1.26,0.32,3.9375
1987-02-03,1.28,0.32,4.0
1987-02-04,1.28,0.32,4.0
1987-02-05,1.26,0.32,3.9375
1987-02-06,1.25,0.32,3.90625
1987-02-09,1.27,0.32,3.96875
1987-02-10,1.26,0.32,3.9375
1987-02-11,1.25,0.32,3.90625
1987-02-12,1.25,0.32,3.90625
1987-02-13,1.26,0.32,3.9375
1987-02-17,1.3,0.32,4.0625
1987-02-18,1.32,0.32,4.125
1987-02-19,1.34,0.32,4.1875
1987-02-20,1.34,0.32,4.1875
1987-02-23,1.33,0.32,4.15625
1987-02-24,1.37,0.32,4.28125
1987-02-25,1.38,0.32,4.3125
1987-02-26,1.38,0.32,4.3125
1987-02-27,1.41,0.32,4.40625
1987-03-02,1.4,0.32,4.375
1987-03-03,1.38,0.32,4.3125
1987-03-04,1.41,0.32,4.40625
1987-03-05,1.4,0.32,4.375
1987-03-06,1.39,0.32,4.34375
1987-03-09,1.37,0.32,4.28125
1987-03-10,1.38,0.32,4.3125
1987-03-11,1.37,0.32,4.28125
1987-03-12,1.37,0.32,4.28125
1987-03-13,1.37,0.32,4.28125
1987-03-16,1.36,0.32,4.25
1987-03-17,1.38,0.32,4.3125
1987-03-18,1.36,0.32,4.25
1987-03-19,1.36,0.32,4.25
1987-03-20,1.35,0.32,4.21875
1987-03-23,1.36,0.32,4.25
1987-03-24,1.34,0.32,4.1875
1987-03-25,1.32,0.32,4.125
1987-03-26,1.31,0.32,4.09375
1987-03-27,1.32,0.32,4.125
1987-03-30,1.25,0.32,3.90625
1987-03-31,1.28,0.32,4.0
1987-04-01,1.3,0.32,4.0625
1987-04-02,1.33,0.32,4.15625
1987-04-03,1.35,0.32,4.21875
1987-04-06,1.35,0.32,4.21875
1987-04-07,1.34,0.32,4.1875
1987-04-08,1.39,0.32,4.34375
1987-04-09,1.41,0.32,4.40625
1987-04-10,1.41,0.32,4.40625
1987-04-13,1.39,0.32,4.34375
1987-04-14,1.35,0.32,4.21875
1987-04-15,1.36,0.32,4.25
1987-04-16,1.34,0.32,4.1875
1987-04-20,1.34,0.32,4.1875
1987-04-21,1.38,0.32,4.3125
1987-04-22,1.39,0.32,4.34375
1987-04-23,1.39,0.32,4.34375
1987-04-24,1.37,0.32,4.28125
1987-04-27,1.34,0.32,4.1875
1987-04-28,1.35,0.32,4.21875
1987-04-29,1.38,0.32,4.3125
1987-04-30,1.39,0.32,4.34375
1987-05-01,1.4,0.32,4.375
1987-05-04,1.4,0.32,4.375
1987-05-05,1.49,0.32,4.65625
1987-05-06,1.5,0.32,4.6875
1987-05-07,1.5,0.32,4.6875
1987-05-08,1.49,0.32,4.65625
1987-05-11,1.48,0.32,4.625
1987-05-12,1.47,0.32,4.59375
1987-05-13,1.47,0.32,4.59375
1987-05-14,1.47,0.32,4.59375
1987-05-15,1.44,0.32,4.5
1987-05-18,1.41,0.32,4.40625
1987-05-19,1.4,0.32,4.375
1987-05-20,1.39,0.32,4.34375
1987-05-21,1.41,0.32,4.40625
1987-05-22,1.4,0.32,4.375
1987-05-26,1.44,0.32,4.5
1987-05-27,1.44,0.32,4.5
1987-05-28,1.47,0.32,4.59375
1987-05-29,1.48,0.32,4.625
1987-06-01,1.46,0.32,4.5625
1987-06-02,1.43,0.32,4.46875
1987-06-03,1.48,0.32,4.625
1987-06-04,1.5,0.32,4.6875
1987-06-05,1.5,0.32,4.6875
1987-06-08,1.51,0.32,4.71875
1987-06-09,1.5,0.32,4.6875
1987-06-10,1.5,0.32,4.6875
1987-06-11,1.53,0.32,4.78125
1987-06-12,1.55,0.32,4.84375
1987-06-15,1.55,0.32,4.84375
1987-06-16,1.53,0.32,4.78125
1987-06-17,1.52,0.32,4.75
1987-06-18,1.52,0.32,4.75
1987-06-19,1.51,0.32,4.71875
1987-06-22,1.51,0.32,4.71875
1987-06-23,1.5,0.32,4.6875
1987-06-24,1.48,0.32,4.625
1987-06-25,1.48,0.32,4.625
1987-06-26,1.47,0.32,4.59375
1987-06-29,1.46,0.32,4.5625
1987-06-30,1.46,0.32,4.5625
1987-07-01,1.47,0.32,4.59375
1987-07-02,1.49,0.32,4.65625
1987-07-06,1.49,0.32,4.65625
1987-07-07,1.49,0.32,4.65625
1987-07-08,1.48,0.32,4.625
1987-07-09,1.47,0.32,4.59375
1987-07-10,1.48,0.32,4.625
1987-07-13,1.47,0.32,4.59375
1987-07-14,1.52,0.32,4.75
1987-07-15,1.56,0.32,4.875
1987-07-16,1.56,0.32,4.875
1987-07-17,1.56,0.32,4.875
1987-07-20,1.56,0.32,4.875
1987-07-21,1.56,0.32,4.875
1987-07-22,1.55,0.32,4.84375
1987-07-23,1.54,0.32,4.8125
1987-07-24,1.53,0.32,4.78125
1987-07-27,1.53,0.32,4.78125
1987-07-28,1.55,0.32,4.84375
1987-07-29,1.55,0.32,4.84375
1987-07-30,1.55,0.32,4.84375
1987-07-31,1.57,0.32,4.90625
1987-08-03,1.57,0.32,4.90625
1987-08-04,1.55,0.32,4.84375
1987-08-05,1.56,0.32,4.875
1987-08-06,1.56,0.32,4.875
1987-08-07,1.56,0.32,4.875
1987-08-10,1.59,0.32,4.96875
1987-08-11,1.64,0.32,5.125
1987-08-12,1.62,0.32,5.0625
1987-08-13,1.63,0.32,5.09375
1987-08-14,1.63,0.32,5.09375
1987-08-17,1.64,0.32,5.125
1987-08-18,1.63,0.32,5.09375
1987-08-19,1.63,0.32,5.09375
1987-08-20,1.67,0.32,5.21875
1987-08-21,1.69,0.32,5.28125
1987-08-24,1.67,0.32,5.21875
1987-08-25,1.67,0.32,5.21875
1987-08-26,1.66,0.32,5.1875
1987-08-27,1.61,0.32,5.03125
1987-08-28,1.58,0.32,4.9375
1987-08-31,1.6,0.32,5.0
1987-09-01,1.6,0.32,5.0
1987-09-02,1.59,0.32,4.96875
1987-09-03,1.58,0.32,4.9375
1987-09-04,1.57,0.32,4.90625
1987-09-08,1.56,0.32,4.875
1987-09-09,1.55,0.32,4.84375
1987-09-10,1.56,0.32,4.875
1987-09-11,1.58,0.32,4.9375
1987-09-14,1.59,0.32,4.96875
1987-09-15,1.58,0.32,4.9375
1987-09-16,1.58,0.32,4.9375
1987-09-17,1.58,0.32,4.9375
1987-09-18,1.57,0.32,4.90625
1987-09-21,1.54,0.32,4.8125
1987-09-22,1.53,0.32,4.78125
1987-09-23,1.55,0.32,4.84375
1987-09-24,1.56,0.32,4.875
1987-09-25,1.56,0.32,4.875
1987-09-28,1.59,0.32,4.96875
1987-09-29,1.61,0.32,5.03125
1987-09-30,1.61,0.32,5.03125
1987-10-01,1.6,0.32,5.0
1987-10-02,1.59,0.32,4.96875
1987-10-05,1.55,0.32,4.84375
1987-10-06,1.52,0.32,4.75
1987-10-07,1.5,0.32,4.6875
1987-10-08,1.46,0.32,4.5625
1987-10-09,1.48,0.32,4.625
1987-10-12,1.47,0.32,4.59375
1987-10-13,1.5,0.32,4.6875
1987-10-14,1.48,0.32,4.625
1987-10-15,1.45,0.32,4.53125
1987-10-16,1.38,0.32,4.3125
1987-10-19,1.29,0.32,4.03125
1987-10-20,1.21,0.32,3.78125
1987-10-21,1.21,0.32,3.78125
1987-10-22,1.1,0.32,3.4375
1987-10-23,1.13,0.32,3.5312499999999996
1987-10-26,1.1,0.32,3.4375
1987-10-27,1.05,0.32,3.28125
1987-10-28,1.03,0.32,3.21875
1987-10-29,1.13,0.32,3.5312499999999996
1987-10-30,1.19,0.32,3.7187499999999996
1987-11-02,1.23,0.32,3.84375
1987-11-03,1.22,0.32,3.8125
1987-11-04,1.2,0.32,3.75
1987-11-05,1.23,0.32,3.84375
1987-11-06,1.23,0.32,3.84375
1987-11-09,1.2,0.32,3.75
1987-11-10,1.18,0.32,3.6874999999999996
1987-11-11,1.21,0.32,3.78125
1987-11-12,1.23,0.32,3.84375
1987-11-13,1.23,0.32,3.84375
1987-11-16,1.25,0.32,3.90625
1987-11-17,1.25,0.32,3.90625
1987-11-18,1.25,0.32,3.90625
1987-11-19,1.26,0.32,3.9375
1987-11-20,1.27,0.32,3.96875
1987-11-23,1.3,0.32,4.0625
1987-11-24,1.33,0.32,4.15625
1987-11-25,1.36,0.32,4.25
1987-11-27,1.33,0.32,4.15625
1987-11-30,1.31,0.32,4.09375
1987-12-01,1.31,0.32,4.09375
1987-12-02,1.34,0.32,4.1875
1987-12-03,1.31,0.32,4.09375
1987-12-04,1.29,0.32,4.03125
1987-12-07,1.29,0.32,4.03125
1987-12-08,1.34,0.32,4.1875
1987-12-09,1.38,0.32,4.3125
1987-12-10,1.32,0.32,4.125
1987-12-11,1.33,0.32,4.15625
1987-12-14,1.34,0.32,4.1875
1987-12-15,1.34,0.32,4.1875
1987-12-16,1.36,0.32,4.25
1987-12-17,1.35,0.32,4.21875
1987-12-18,1.36,0.32,4.25
1987-12-21,1.35,0.32,4.21875
1987-12-22,1.37,0.32,4.28125
1987-12-23,1.44,0.32,4.5
1987-12-24,1.43,0.32,4.46875
1987-12-28,1.42,0.32,4.4375
1987-12-29,1.42,0.32,4.4375
1987-12-30,1.46,0.32,4.5625
1987-12-31,1.46,0.32,4.5625
1988-01-04,1.49,0.32,4.65625
1988-01-05,1.5,0.32,4.6875
1988-01-06,1.51,0.32,4.71875
1988-01-07,1.5,0.32,4.6875
1988-01-08,1.42,0.32,4.4375
1988-01-11,1.42,0.32,4.4375
1988-01-12,1.44,0.32,4.5
1988-01-13,1.43,0.32,4.46875
1988-01-14,1.44,0.32,4.5
1988-01-15,1.46,0.32,4.5625
1988-01-18,1.44,0.32,4.5
1988-01-19,1.42,0.32,4.4375
1988-01-20,1.38,0.32,4.3125
1988-01-21,1.33,0.32,4.15625
1988-01-22,1.34,0.32,4.1875
1988-01-25,1.36,0.32,4.25
1988-01-26,1.36,0.32,4.25
1988-01-27,1.35,0.32,4.21875
1988-01-28,1.39,0.32,4.34375
1988-01-29,1.42,0.32,4.4375
1988-02-01,1.42,0.32,4.4375
1988-02-02,1.39,0.32,4.34375
1988-02-03,1.37,0.32,4.28125
1988-02-04,1.38,0.32,4.3125
1988-02-05,1.37,0.32,4.28125
1988-02-08,1.36,0.32,4.25
1988-02-09,1.36,0.32,4.25
1988-02-10,1.39,0.32,4.34375
1988-02-11,1.41,0.32,4.40625
1988-02-12,1.41,0.32,4.40625
1988-02-16,1.42,0.32,4.4375
1988-02-17,1.41,0.32,4.40625
1988-02-18,1.41,0.32,4.40625
1988-02-19,1.43,0.32,4.46875
1988-02-22,1.43,0.32,4.46875
1988-02-23,1.47,0.32,4.59375
1988-02-24,1.5,0.32,4.6875
1988-02-25,1.5,0.32,4.6875
1988-02-26,1.51,0.32,4.71875
1988-02-29,1.51,0.32,4.71875
1988-03-01,1.52,0.32,4.75
1988-03-02,1.52,0.32,4.75
1988-03-03,1.53,0.32,4.78125
1988-03-04,1.51,0.32,4.71875
1988-03-07,1.51,0.32,4.71875
1988-03-08,1.52,0.32,4.75
1988-03-09,1.55,0.32,4.84375
1988-03-10,1.53,0.32,4.78125
1988-03-11,1.53,0.32,4.78125
1988-03-14,1.51,0.32,4.71875
1988-03-15,1.5,0.32,4.6875
1988-03-16,1.48,0.32,4.625
1988-03-17,1.49,0.32,4.65625
1988-03-18,1.48,0.32,4.625
1988-03-21,1.45,0.32,4.53125
