date,CBRE,CBRE_EPS,PE Ratio
2007-01-09,33.97,0.39,87.1025641025641
2007-01-10,34.25,0.39,87.82051282051282
2007-01-11,34.94,0.39,89.58974358974358
2007-01-12,34.16,0.39,87.58974358974358
2007-01-16,35.91,0.39,92.07692307692307
2007-01-17,35.7,0.39,91.53846153846155
2007-01-18,35.28,0.39,90.46153846153847
2007-01-19,35.03,0.39,89.82051282051282
2007-01-22,35.4,0.39,90.76923076923076
2007-01-23,36.04,0.39,92.41025641025641
2007-01-24,37.11,0.39,95.15384615384615
2007-01-25,35.38,0.39,90.71794871794872
2007-01-26,35.63,0.39,91.35897435897436
2007-01-29,37.01,0.39,94.89743589743588
2007-01-30,36.75,0.39,94.23076923076923
2007-01-31,37.61,0.39,96.43589743589743
2007-02-01,37.73,0.39,96.74358974358974
2007-02-02,38.69,0.39,99.20512820512819
2007-02-05,38.42,0.39,98.51282051282051
2007-02-06,38.48,0.39,98.66666666666666
2007-02-07,38.37,0.39,98.38461538461537
2007-02-08,38.43,0.39,98.53846153846153
2007-02-09,36.66,0.39,93.99999999999999
2007-02-12,35.51,0.39,91.05128205128204
2007-02-13,36.0,0.39,92.3076923076923
2007-02-14,37.34,0.39,95.74358974358975
2007-02-15,37.25,0.39,95.51282051282051
2007-02-16,37.0,0.39,94.87179487179486
2007-02-20,37.02,0.39,94.92307692307693
2007-02-21,37.07,0.39,95.05128205128204
2007-02-22,36.31,0.39,93.1025641025641
2007-02-23,36.17,0.39,92.74358974358975
2007-02-26,35.31,0.39,90.53846153846155
2007-02-27,33.47,0.39,85.82051282051282
2007-02-28,33.31,0.39,85.41025641025641
2007-03-01,33.68,0.56,60.14285714285714
2007-03-02,32.56,0.56,58.14285714285714
2007-03-05,31.46,0.56,56.17857142857142
2007-03-06,32.49,0.56,58.01785714285714
2007-03-07,32.28,0.56,57.64285714285714
2007-03-08,33.61,0.56,60.01785714285714
2007-03-09,33.93,0.56,60.58928571428571
2007-03-12,33.65,0.56,60.08928571428571
2007-03-13,31.97,0.56,57.08928571428571
2007-03-14,32.21,0.56,57.51785714285714
2007-03-15,32.88,0.56,58.714285714285715
2007-03-16,33.52,0.56,59.857142857142854
2007-03-19,34.54,0.56,61.67857142857142
2007-03-20,34.87,0.56,62.26785714285713
2007-03-21,36.06,0.56,64.39285714285714
2007-03-22,35.67,0.56,63.69642857142857
2007-03-23,36.05,0.56,64.37499999999999
2007-03-26,35.57,0.56,63.51785714285714
2007-03-27,34.73,0.56,62.01785714285713
2007-03-28,34.39,0.56,61.41071428571428
2007-03-29,34.13,0.56,60.94642857142857
2007-03-30,34.18,0.56,61.03571428571428
2007-04-02,34.03,0.56,60.76785714285714
2007-04-03,34.75,0.56,62.05357142857142
2007-04-04,34.6,0.56,61.785714285714285
2007-04-05,34.48,0.56,61.57142857142856
2007-04-09,34.09,0.56,60.875
2007-04-10,33.76,0.56,60.28571428571428
2007-04-11,33.55,0.56,59.91071428571428
2007-04-12,33.91,0.56,60.553571428571416
2007-04-13,33.42,0.56,59.67857142857142
2007-04-16,33.71,0.56,60.19642857142857
2007-04-17,35.68,0.56,63.71428571428571
2007-04-18,36.51,0.56,65.19642857142856
2007-04-19,35.62,0.56,63.60714285714285
2007-04-20,36.19,0.56,64.62499999999999
2007-04-23,35.28,0.56,62.99999999999999
2007-04-24,35.48,0.56,63.35714285714285
2007-04-25,35.68,0.56,63.71428571428571
2007-04-26,35.52,0.56,63.42857142857143
2007-04-27,35.34,0.56,63.107142857142854
2007-04-30,33.85,0.56,60.44642857142857
2007-05-01,33.65,0.56,60.08928571428571
2007-05-02,38.39,0.56,68.55357142857142
2007-05-03,37.83,0.56,67.55357142857142
2007-05-04,37.43,0.56,66.83928571428571
2007-05-07,37.31,0.56,66.625
2007-05-08,37.58,0.56,67.10714285714285
2007-05-09,37.59,0.56,67.125
2007-05-10,37.04,0.12,308.6666666666667
2007-05-11,37.46,0.12,312.1666666666667
2007-05-14,37.17,0.12,309.75
2007-05-15,36.11,0.12,300.9166666666667
2007-05-16,36.05,0.12,300.41666666666663
2007-05-17,36.81,0.12,306.75000000000006
2007-05-18,37.33,0.12,311.0833333333333
2007-05-21,37.7,0.12,314.1666666666667
2007-05-22,37.71,0.12,314.25
2007-05-23,37.37,0.12,311.41666666666663
2007-05-24,36.37,0.12,303.0833333333333
2007-05-25,36.05,0.12,300.41666666666663
2007-05-29,36.08,0.12,300.6666666666667
2007-05-30,37.35,0.12,311.25
2007-05-31,37.22,0.12,310.1666666666667
2007-06-01,36.78,0.12,306.5
2007-06-04,37.11,0.12,309.25
2007-06-05,36.72,0.12,306.0
2007-06-06,36.67,0.12,305.58333333333337
2007-06-07,36.16,0.12,301.3333333333333
2007-06-08,36.62,0.12,305.16666666666663
2007-06-11,36.6,0.12,305.0
2007-06-12,36.34,0.12,302.83333333333337
2007-06-13,37.51,0.12,312.5833333333333
2007-06-14,37.77,0.12,314.75000000000006
2007-06-15,39.4,0.12,328.3333333333333
2007-06-18,39.29,0.12,327.4166666666667
2007-06-19,38.65,0.12,322.0833333333333
2007-06-20,38.07,0.12,317.25
2007-06-21,38.76,0.12,323.0
2007-06-22,37.76,0.12,314.6666666666667
2007-06-25,36.78,0.12,306.5
2007-06-26,36.24,0.12,302.0
2007-06-27,36.76,0.12,306.3333333333333
2007-06-28,37.0,0.12,308.33333333333337
2007-06-29,36.5,0.12,304.1666666666667
2007-07-02,37.43,0.12,311.9166666666667
2007-07-03,36.93,0.12,307.75
2007-07-05,38.2,0.12,318.33333333333337
2007-07-06,39.55,0.12,329.5833333333333
2007-07-09,38.53,0.12,321.08333333333337
2007-07-10,37.29,0.12,310.75
2007-07-11,38.85,0.12,323.75
2007-07-12,39.87,0.12,332.25
2007-07-13,41.13,0.12,342.75000000000006
2007-07-16,40.96,0.12,341.33333333333337
2007-07-17,40.87,0.12,340.5833333333333
2007-07-18,40.43,0.12,336.9166666666667
2007-07-19,41.44,0.12,345.3333333333333
2007-07-20,39.75,0.12,331.25
2007-07-23,39.25,0.12,327.08333333333337
2007-07-24,37.36,0.12,311.3333333333333
2007-07-25,37.78,0.12,314.83333333333337
2007-07-26,35.22,0.12,293.5
2007-07-27,34.5,0.12,287.5
2007-07-30,35.4,0.12,295.0
2007-07-31,34.92,0.12,291.0
2007-08-01,34.27,0.12,285.58333333333337
2007-08-02,34.4,0.12,286.6666666666667
2007-08-03,31.26,0.12,260.5
2007-08-06,32.1,0.12,267.5
2007-08-07,31.77,0.12,264.75
2007-08-08,30.77,0.12,256.4166666666667
2007-08-09,29.51,0.6,49.18333333333334
2007-08-10,29.86,0.6,49.766666666666666
2007-08-13,31.0,0.6,51.66666666666667
2007-08-14,28.0,0.6,46.66666666666667
2007-08-15,27.01,0.6,45.01666666666667
2007-08-16,29.1,0.6,48.50000000000001
2007-08-17,28.3,0.6,47.16666666666667
2007-08-20,28.45,0.6,47.416666666666664
2007-08-21,30.1,0.6,50.16666666666667
2007-08-22,31.01,0.6,51.68333333333334
2007-08-23,31.35,0.6,52.25000000000001
2007-08-24,30.76,0.6,51.26666666666667
2007-08-27,30.09,0.6,50.15
2007-08-28,28.72,0.6,47.86666666666667
2007-08-29,28.91,0.6,48.18333333333334
2007-08-30,28.12,0.6,46.86666666666667
2007-08-31,29.52,0.6,49.2
2007-09-04,29.99,0.6,49.983333333333334
2007-09-05,27.19,0.6,45.31666666666667
2007-09-06,27.65,0.6,46.083333333333336
2007-09-07,25.5,0.6,42.5
2007-09-10,24.08,0.6,40.13333333333333
2007-09-11,24.6,0.6,41.00000000000001
2007-09-12,24.62,0.6,41.03333333333334
2007-09-13,25.52,0.6,42.53333333333333
2007-09-14,25.26,0.6,42.1
2007-09-17,25.18,0.6,41.96666666666667
2007-09-18,27.16,0.6,45.266666666666666
2007-09-19,28.17,0.6,46.95
2007-09-20,28.16,0.6,46.93333333333334
2007-09-21,29.01,0.6,48.35
2007-09-24,28.58,0.6,47.63333333333333
2007-09-25,27.87,0.6,46.45
2007-09-26,27.94,0.6,46.56666666666667
2007-09-27,28.58,0.6,47.63333333333333
2007-09-28,27.84,0.6,46.4
2007-10-01,28.07,0.6,46.78333333333334
2007-10-02,27.97,0.6,46.61666666666667
2007-10-03,28.23,0.6,47.050000000000004
2007-10-04,27.7,0.6,46.166666666666664
2007-10-05,28.62,0.6,47.7
2007-10-08,27.51,0.6,45.85
2007-10-09,27.15,0.6,45.25
2007-10-10,26.95,0.6,44.916666666666664
2007-10-11,26.06,0.6,43.43333333333333
2007-10-12,26.44,0.6,44.06666666666667
2007-10-15,25.62,0.6,42.7
2007-10-16,24.91,0.6,41.516666666666666
2007-10-17,25.14,0.6,41.900000000000006
2007-10-18,24.34,0.6,40.56666666666667
2007-10-19,23.8,0.6,39.66666666666667
2007-10-22,24.34,0.6,40.56666666666667
2007-10-23,25.49,0.6,42.483333333333334
2007-10-24,25.2,0.6,42.0
2007-10-25,24.77,0.6,41.28333333333333
2007-10-26,25.86,0.6,43.1
2007-10-29,26.74,0.6,44.56666666666666
2007-10-30,24.52,0.6,40.86666666666667
2007-10-31,24.38,0.6,40.63333333333333
2007-11-01,23.14,0.6,38.56666666666667
2007-11-02,22.42,0.6,37.366666666666674
2007-11-05,21.09,0.6,35.15
2007-11-06,21.82,0.6,36.36666666666667
2007-11-07,20.5,0.6,34.16666666666667
2007-11-08,20.77,0.6,34.61666666666667
2007-11-09,20.13,0.45,44.73333333333333
2007-11-12,20.16,0.45,44.8
2007-11-13,19.97,0.45,44.37777777777777
2007-11-14,19.38,0.45,43.06666666666666
2007-11-15,19.28,0.45,42.84444444444445
2007-11-16,19.59,0.45,43.53333333333333
2007-11-19,18.75,0.45,41.666666666666664
2007-11-20,18.45,0.45,41.0
2007-11-21,18.38,0.45,40.84444444444444
2007-11-23,19.8,0.45,44.0
2007-11-26,20.05,0.45,44.55555555555556
2007-11-27,21.12,0.45,46.93333333333334
2007-11-28,24.29,0.45,53.977777777777774
2007-11-29,23.26,0.45,51.68888888888889
2007-11-30,23.75,0.45,52.77777777777778
2007-12-03,23.6,0.45,52.44444444444444
2007-12-04,22.2,0.45,49.33333333333333
2007-12-05,22.97,0.45,51.04444444444444
2007-12-06,23.76,0.45,52.800000000000004
2007-12-07,23.89,0.45,53.08888888888889
2007-12-10,24.37,0.45,54.15555555555556
2007-12-11,23.21,0.45,51.577777777777776
2007-12-12,23.2,0.45,51.55555555555555
2007-12-13,23.0,0.45,51.11111111111111
2007-12-14,21.66,0.45,48.13333333333333
2007-12-17,21.64,0.45,48.08888888888889
2007-12-18,21.55,0.45,47.88888888888889
2007-12-19,22.3,0.45,49.55555555555556
2007-12-20,21.58,0.45,47.95555555555555
2007-12-21,22.21,0.45,49.355555555555554
2007-12-24,22.64,0.45,50.31111111111111
2007-12-26,21.75,0.45,48.33333333333333
2007-12-27,21.39,0.45,47.53333333333333
2007-12-28,21.36,0.45,47.46666666666666
2007-12-31,21.55,0.45,47.88888888888889
2008-01-02,21.38,0.45,47.511111111111106
2008-01-03,20.89,0.45,46.422222222222224
2008-01-04,19.4,0.45,43.11111111111111
2008-01-07,18.77,0.45,41.71111111111111
2008-01-08,18.4,0.45,40.888888888888886
2008-01-09,17.73,0.45,39.4
2008-01-10,17.51,0.45,38.91111111111111
2008-01-11,17.91,0.45,39.8
2008-01-14,17.87,0.45,39.711111111111116
2008-01-15,17.21,0.45,38.24444444444445
2008-01-16,17.29,0.45,38.42222222222222
2008-01-17,16.13,0.45,35.84444444444444
2008-01-18,16.44,0.45,36.53333333333334
2008-01-22,16.87,0.45,37.48888888888889
2008-01-23,18.3,0.45,40.666666666666664
2008-01-24,18.36,0.45,40.8
2008-01-25,18.06,0.45,40.13333333333333
2008-01-28,18.51,0.45,41.13333333333333
2008-01-29,18.32,0.45,40.71111111111111
2008-01-30,18.45,0.45,41.0
2008-01-31,19.37,0.45,43.044444444444444
2008-02-01,19.96,0.45,44.355555555555554
2008-02-04,19.1,0.45,42.44444444444445
2008-02-05,17.75,0.45,39.44444444444444
2008-02-06,18.14,0.45,40.31111111111111
2008-02-07,18.83,0.45,41.84444444444444
2008-02-08,17.97,0.45,39.93333333333333
2008-02-11,18.64,0.45,41.422222222222224
2008-02-12,19.26,0.45,42.800000000000004
2008-02-13,19.7,0.45,43.77777777777778
2008-02-14,19.6,0.45,43.55555555555556
2008-02-15,19.42,0.45,43.15555555555556
2008-02-19,20.33,0.45,45.17777777777777
2008-02-20,20.64,0.45,45.86666666666667
2008-02-21,20.35,0.45,45.22222222222222
2008-02-22,21.01,0.45,46.68888888888889
2008-02-25,21.93,0.45,48.733333333333334
2008-02-26,21.76,0.45,48.355555555555554
2008-02-27,21.96,0.45,48.8
2008-02-28,21.53,0.45,47.84444444444445
2008-02-29,20.06,0.55,36.47272727272727
2008-03-03,20.04,0.55,36.43636363636363
2008-03-04,19.45,0.55,35.36363636363636
2008-03-05,18.99,0.55,34.527272727272724
2008-03-06,18.4,0.55,33.454545454545446
2008-03-07,18.48,0.55,33.6
2008-03-10,17.69,0.55,32.163636363636364
2008-03-11,19.2,0.55,34.90909090909091
2008-03-12,18.7,0.55,33.99999999999999
2008-03-13,19.37,0.55,35.21818181818182
2008-03-14,18.37,0.55,33.4
2008-03-17,18.12,0.55,32.945454545454545
2008-03-18,20.0,0.55,36.36363636363636
2008-03-19,18.61,0.55,33.836363636363636
2008-03-20,19.41,0.55,35.29090909090909
2008-03-24,22.04,0.55,40.07272727272727
2008-03-25,21.81,0.55,39.65454545454545
2008-03-26,21.31,0.55,38.74545454545454
2008-03-27,21.06,0.55,38.29090909090908
2008-03-28,20.96,0.55,38.10909090909091
2008-03-31,21.64,0.55,39.345454545454544
2008-04-01,22.44,0.55,40.8
2008-04-02,22.4,0.55,40.72727272727272
2008-04-03,21.99,0.55,39.98181818181818
2008-04-04,21.68,0.55,39.418181818181814
2008-04-07,21.85,0.55,39.72727272727273
2008-04-08,21.36,0.55,38.83636363636363
2008-04-09,20.85,0.55,37.90909090909091
2008-04-10,20.23,0.55,36.78181818181818
2008-04-11,20.35,0.55,37.0
2008-04-14,19.74,0.55,35.89090909090908
2008-04-15,19.8,0.55,36.0
2008-04-16,21.11,0.55,38.381818181818176
2008-04-17,21.16,0.55,38.47272727272727
2008-04-18,21.26,0.55,38.654545454545456
2008-04-21,22.85,0.55,41.54545454545455
2008-04-22,22.03,0.55,40.054545454545455
2008-04-23,22.1,0.55,40.18181818181818
2008-04-24,23.42,0.55,42.58181818181818
2008-04-25,23.77,0.55,43.21818181818181
2008-04-28,23.58,0.55,42.87272727272727
2008-04-29,22.55,0.55,41.0
2008-04-30,23.12,0.55,42.03636363636363
2008-05-01,23.26,0.55,42.29090909090909
2008-05-02,23.63,0.55,42.96363636363636
2008-05-05,23.02,0.55,41.85454545454545
2008-05-06,23.12,0.55,42.03636363636363
2008-05-07,22.44,0.55,40.8
2008-05-08,22.29,0.55,40.527272727272724
2008-05-09,22.15,0.55,40.272727272727266
2008-05-12,22.5,0.1,225.0
2008-05-13,22.14,0.1,221.4
2008-05-14,22.34,0.1,223.39999999999998
2008-05-15,23.5,0.1,235.0
2008-05-16,23.29,0.1,232.89999999999998
2008-05-19,24.01,0.1,240.1
2008-05-20,23.21,0.1,232.1
2008-05-21,21.97,0.1,219.7
2008-05-22,21.75,0.1,217.5
2008-05-23,21.48,0.1,214.79999999999998
2008-05-27,21.67,0.1,216.70000000000002
2008-05-28,22.43,0.1,224.29999999999998
2008-05-29,22.6,0.1,226.0
2008-05-30,22.46,0.1,224.6
2008-06-02,22.0,0.1,220.0
2008-06-03,21.99,0.1,219.89999999999998
2008-06-04,21.75,0.1,217.5
2008-06-05,22.22,0.1,222.2
2008-06-06,21.31,0.1,213.09999999999997
2008-06-09,20.59,0.1,205.89999999999998
2008-06-10,21.06,0.1,210.59999999999997
2008-06-11,20.54,0.1,205.39999999999998
2008-06-12,21.07,0.1,210.7
2008-06-13,21.34,0.1,213.39999999999998
2008-06-16,21.44,0.1,214.4
2008-06-17,20.93,0.1,209.29999999999998
2008-06-18,20.23,0.1,202.29999999999998
2008-06-19,21.08,0.1,210.79999999999998
2008-06-20,20.62,0.1,206.2
2008-06-23,20.27,0.1,202.7
2008-06-24,20.69,0.1,206.9
2008-06-25,21.29,0.1,212.89999999999998
2008-06-26,20.22,0.1,202.2
2008-06-27,19.79,0.1,197.89999999999998
2008-06-30,19.2,0.1,191.99999999999997
2008-07-01,19.21,0.1,192.1
2008-07-02,18.33,0.1,183.29999999999998
2008-07-03,18.47,0.1,184.7
2008-07-07,18.51,0.1,185.1
2008-07-08,19.68,0.1,196.79999999999998
2008-07-09,17.96,0.1,179.6
2008-07-10,18.36,0.1,183.6
2008-07-11,17.96,0.1,179.6
2008-07-14,17.38,0.1,173.79999999999998
2008-07-15,17.71,0.1,177.1
2008-07-16,18.5,0.1,185.0
2008-07-17,19.5,0.1,195.0
2008-07-18,19.3,0.1,193.0
2008-07-21,18.96,0.1,189.6
2008-07-22,20.08,0.1,200.79999999999998
2008-07-23,19.97,0.1,199.7
2008-07-24,18.24,0.1,182.39999999999998
2008-07-25,18.26,0.1,182.6
2008-07-28,17.42,0.1,174.20000000000002
2008-07-29,18.65,0.1,186.49999999999997
2008-07-30,14.03,0.1,140.29999999999998
2008-07-31,14.05,0.1,140.5
2008-08-01,13.45,0.1,134.49999999999997
2008-08-04,13.45,0.1,134.49999999999997
2008-08-05,14.33,0.1,143.29999999999998
2008-08-06,14.38,0.1,143.8
2008-08-07,15.12,0.1,151.2
2008-08-08,16.0,0.07,228.57142857142856
2008-08-11,15.6,0.07,222.85714285714283
2008-08-12,15.1,0.07,215.7142857142857
2008-08-13,14.82,0.07,211.7142857142857
2008-08-14,14.97,0.07,213.85714285714283
2008-08-15,15.06,0.07,215.14285714285714
2008-08-18,14.53,0.07,207.57142857142856
2008-08-19,13.72,0.07,196.0
2008-08-20,13.47,0.07,192.42857142857142
2008-08-21,13.18,0.07,188.28571428571428
2008-08-22,13.61,0.07,194.4285714285714
2008-08-25,12.76,0.07,182.28571428571428
2008-08-26,13.04,0.07,186.28571428571425
2008-08-27,12.98,0.07,185.42857142857142
2008-08-28,13.16,0.07,187.99999999999997
2008-08-29,13.07,0.07,186.7142857142857
2008-09-02,13.29,0.07,189.85714285714283
2008-09-03,13.33,0.07,190.42857142857142
2008-09-04,12.7,0.07,181.4285714285714
2008-09-05,13.3,0.07,190.0
2008-09-08,13.85,0.07,197.85714285714283
2008-09-09,12.93,0.07,184.7142857142857
2008-09-10,13.51,0.07,192.99999999999997
2008-09-11,14.28,0.07,203.99999999999997
2008-09-12,14.64,0.07,209.14285714285714
2008-09-15,13.5,0.07,192.85714285714283
2008-09-16,13.95,0.07,199.28571428571425
2008-09-17,13.1,0.07,187.1428571428571
2008-09-18,13.69,0.07,195.57142857142856
2008-09-19,14.75,0.07,210.7142857142857
2008-09-22,13.01,0.07,185.85714285714283
2008-09-23,12.92,0.07,184.57142857142856
2008-09-24,13.0,0.07,185.7142857142857
2008-09-25,13.51,0.07,192.99999999999997
2008-09-26,13.88,0.07,198.28571428571428
2008-09-29,11.51,0.07,164.42857142857142
2008-09-30,13.37,0.07,190.99999999999997
2008-10-01,12.97,0.07,185.28571428571428
2008-10-02,10.7,0.07,152.85714285714283
2008-10-03,9.45,0.07,134.99999999999997
2008-10-06,8.23,0.07,117.57142857142857
2008-10-07,7.79,0.07,111.28571428571428
2008-10-08,8.67,0.07,123.85714285714285
2008-10-09,7.25,0.07,103.57142857142856
2008-10-10,9.25,0.07,132.14285714285714
2008-10-13,9.0,0.07,128.57142857142856
2008-10-14,7.97,0.07,113.85714285714285
2008-10-15,6.6,0.07,94.28571428571428
2008-10-16,6.64,0.07,94.85714285714285
2008-10-17,6.32,0.07,90.28571428571428
2008-10-20,6.99,0.07,99.85714285714285
2008-10-21,6.32,0.07,90.28571428571428
2008-10-22,5.39,0.07,76.99999999999999
2008-10-23,4.54,0.07,64.85714285714285
2008-10-24,4.43,0.07,63.28571428571428
2008-10-27,4.64,0.07,66.28571428571428
2008-10-28,5.86,0.07,83.71428571428571
2008-10-29,6.14,0.07,87.71428571428571
2008-10-30,6.51,0.07,92.99999999999999
2008-10-31,7.01,0.07,100.14285714285712
2008-11-03,7.51,0.07,107.28571428571428
2008-11-04,7.17,0.07,102.42857142857142
2008-11-05,6.29,0.07,89.85714285714285
2008-11-06,5.67,0.07,80.99999999999999
2008-11-07,7.1,0.07,101.42857142857142
2008-11-10,6.09,0.12,50.75
2008-11-11,4.68,0.12,39.0
2008-11-12,3.77,0.12,31.416666666666668
2008-11-13,5.39,0.12,44.916666666666664
2008-11-14,4.84,0.12,40.333333333333336
2008-11-17,4.55,0.12,37.916666666666664
2008-11-18,4.43,0.12,36.916666666666664
2008-11-19,4.03,0.12,33.583333333333336
2008-11-20,3.46,0.12,28.833333333333336
2008-11-21,3.49,0.12,29.083333333333336
2008-11-24,5.06,0.12,42.166666666666664
2008-11-25,4.49,0.12,37.41666666666667
2008-11-26,5.05,0.12,42.083333333333336
2008-11-28,4.56,0.12,38.0
2008-12-01,3.22,0.12,26.833333333333336
2008-12-02,3.4,0.12,28.333333333333332
2008-12-03,3.87,0.12,32.25
2008-12-04,3.65,0.12,30.416666666666668
2008-12-05,4.11,0.12,34.25000000000001
2008-12-08,4.71,0.12,39.25
2008-12-09,4.15,0.12,34.583333333333336
2008-12-10,4.07,0.12,33.91666666666667
2008-12-11,3.37,0.12,28.083333333333336
2008-12-12,4.08,0.12,34.0
2008-12-15,3.6,0.12,30.000000000000004
2008-12-16,4.11,0.12,34.25000000000001
2008-12-17,4.4,0.12,36.66666666666667
2008-12-18,3.95,0.12,32.91666666666667
2008-12-19,3.96,0.12,33.0
2008-12-22,3.96,0.12,33.0
2008-12-23,3.96,0.12,33.0
2008-12-24,3.96,0.12,33.0
2008-12-26,4.04,0.12,33.66666666666667
2008-12-29,3.84,0.12,32.0
2008-12-30,3.8,0.12,31.666666666666668
2008-12-31,4.32,0.12,36.00000000000001
2009-01-02,4.48,0.12,37.333333333333336
2009-01-05,4.35,0.12,36.25
2009-01-06,5.0,0.12,41.66666666666667
2009-01-07,4.94,0.12,41.16666666666667
2009-01-08,5.15,0.12,42.91666666666667
2009-01-09,4.77,0.12,39.75
2009-01-12,4.21,0.12,35.083333333333336
2009-01-13,4.52,0.12,37.666666666666664
2009-01-14,4.07,0.12,33.91666666666667
2009-01-15,4.01,0.12,33.416666666666664
2009-01-16,4.26,0.12,35.5
2009-01-20,3.5,0.12,29.166666666666668
2009-01-21,3.78,0.12,31.5
2009-01-22,3.71,0.12,30.916666666666668
2009-01-23,3.82,0.12,31.833333333333332
2009-01-26,3.87,0.12,32.25
2009-01-27,3.93,0.12,32.75
2009-01-28,4.48,0.12,37.333333333333336
2009-01-29,3.82,0.12,31.833333333333332
2009-01-30,3.6,0.12,30.000000000000004
2009-02-02,3.51,0.12,29.25
2009-02-03,3.54,0.12,29.5
2009-02-04,3.95,0.12,32.91666666666667
2009-02-05,3.91,0.12,32.583333333333336
2009-02-06,4.36,0.12,36.333333333333336
2009-02-09,4.37,0.12,36.41666666666667
2009-02-10,3.77,0.12,31.416666666666668
2009-02-11,4.21,0.12,35.083333333333336
2009-02-12,4.05,0.12,33.75
2009-02-13,3.76,0.12,31.333333333333332
2009-02-17,3.43,0.12,28.583333333333336
2009-02-18,3.58,0.12,29.833333333333336
2009-02-19,3.26,0.12,27.166666666666664
2009-02-20,3.33,0.12,27.75
2009-02-23,3.18,0.12,26.500000000000004
2009-02-24,3.47,0.12,28.916666666666668
2009-02-25,3.24,0.12,27.000000000000004
2009-02-26,3.05,0.12,25.416666666666668
2009-02-27,2.89,0.12,24.083333333333336
2009-03-02,2.53,-1.19,-2.1260504201680672
2009-03-03,2.66,-1.19,-2.235294117647059
2009-03-04,2.78,-1.19,-2.3361344537815127
2009-03-05,2.57,-1.19,-2.1596638655462184
2009-03-06,2.52,-1.19,-2.1176470588235294
2009-03-09,2.71,-1.19,-2.277310924369748
2009-03-10,3.39,-1.19,-2.8487394957983194
2009-03-11,2.99,-1.19,-2.512605042016807
2009-03-12,3.28,-1.19,-2.7563025210084033
2009-03-13,3.06,-1.19,-2.5714285714285716
2009-03-16,2.61,-1.19,-2.19327731092437
2009-03-17,2.78,-1.19,-2.3361344537815127
2009-03-18,3.05,-1.19,-2.5630252100840334
2009-03-19,2.7,-1.19,-2.2689075630252105
2009-03-20,2.36,-1.19,-1.9831932773109244
2009-03-23,2.95,-1.19,-2.4789915966386555
2009-03-24,3.0,-1.19,-2.5210084033613445
2009-03-25,4.92,-1.19,-4.1344537815126055
2009-03-26,5.01,-1.19,-4.2100840336134455
2009-03-27,4.25,-1.19,-3.5714285714285716
2009-03-30,3.77,-1.19,-3.1680672268907566
2009-03-31,4.03,-1.19,-3.38655462184874
2009-04-01,3.99,-1.19,-3.3529411764705888
2009-04-02,4.66,-1.19,-3.915966386554622
2009-04-03,5.02,-1.19,-4.218487394957983
2009-04-06,4.82,-1.19,-4.050420168067228
2009-04-07,4.38,-1.19,-3.6806722689075633
2009-04-08,4.57,-1.19,-3.840336134453782
2009-04-09,5.31,-1.19,-4.46218487394958
2009-04-13,5.8,-1.19,-4.873949579831933
2009-04-14,5.13,-1.19,-4.310924369747899
2009-04-15,5.5,-1.19,-4.621848739495799
2009-04-16,5.7,-1.19,-4.789915966386555
2009-04-17,5.97,-1.19,-5.016806722689076
2009-04-20,5.14,-1.19,-4.319327731092437
2009-04-21,5.79,-1.19,-4.865546218487395
2009-04-22,5.91,-1.19,-4.966386554621849
2009-04-23,6.22,-1.19,-5.226890756302521
2009-04-24,7.13,-1.19,-5.991596638655462
2009-04-27,6.4,-1.19,-5.378151260504202
2009-04-28,6.24,-1.19,-5.243697478991597
2009-04-29,6.57,-1.19,-5.521008403361345
2009-04-30,7.5,-1.19,-6.302521008403362
2009-05-01,7.92,-1.19,-6.65546218487395
2009-05-04,9.04,-1.19,-7.5966386554621845
2009-05-05,9.08,-1.19,-7.630252100840337
2009-05-06,9.53,-1.19,-8.008403361344538
2009-05-07,8.42,-1.19,-7.075630252100841
2009-05-08,9.37,-1.19,-7.873949579831932
2009-05-11,8.38,-0.12,-69.83333333333334
2009-05-12,7.95,-0.12,-66.25
2009-05-13,7.0,-0.12,-58.333333333333336
2009-05-14,7.43,-0.12,-61.916666666666664
2009-05-15,7.07,-0.12,-58.91666666666667
2009-05-18,7.93,-0.12,-66.08333333333333
2009-05-19,7.9,-0.12,-65.83333333333334
2009-05-20,7.32,-0.12,-61.00000000000001
2009-05-21,6.92,-0.12,-57.66666666666667
2009-05-22,6.77,-0.12,-56.416666666666664
2009-05-26,7.29,-0.12,-60.75
2009-05-27,6.75,-0.12,-56.25
2009-05-28,6.76,-0.12,-56.333333333333336
2009-05-29,7.3,-0.12,-60.833333333333336
2009-06-01,8.41,-0.12,-70.08333333333334
2009-06-02,8.44,-0.12,-70.33333333333333
2009-06-03,7.81,-0.12,-65.08333333333333
2009-06-04,8.29,-0.12,-69.08333333333333
2009-06-05,8.04,-0.12,-67.0
2009-06-08,7.92,-0.12,-66.0
2009-06-09,8.14,-0.12,-67.83333333333334
2009-06-10,9.25,-0.12,-77.08333333333334
2009-06-11,9.05,-0.12,-75.41666666666667
2009-06-12,9.81,-0.12,-81.75000000000001
2009-06-15,8.98,-0.12,-74.83333333333334
2009-06-16,8.77,-0.12,-73.08333333333333
2009-06-17,8.44,-0.12,-70.33333333333333
2009-06-18,8.53,-0.12,-71.08333333333333
2009-06-19,8.65,-0.12,-72.08333333333334
2009-06-22,7.66,-0.12,-63.833333333333336
2009-06-23,8.74,-0.12,-72.83333333333334
2009-06-24,8.54,-0.12,-71.16666666666666
