date,FB,FB_EPS,PE Ratio
2014-11-28,77.7,0.27,287.77777777777777
2014-12-01,75.1,0.27,278.1481481481481
2014-12-02,75.46,0.27,279.48148148148147
2014-12-03,74.88,0.27,277.3333333333333
2014-12-04,75.24,0.27,278.66666666666663
2014-12-05,76.36,0.27,282.8148148148148
2014-12-08,76.52,0.27,283.4074074074074
2014-12-09,76.84,0.27,284.5925925925926
2014-12-10,76.18,0.27,282.14814814814815
2014-12-11,77.73,0.27,287.88888888888886
2014-12-12,77.83,0.27,288.25925925925924
2014-12-15,76.99,0.27,285.1481481481481
2014-12-16,74.69,0.27,276.6296296296296
2014-12-17,76.11,0.27,281.88888888888886
2014-12-18,78.4,0.27,290.3703703703704
2014-12-19,79.88,0.27,295.8518518518518
2014-12-22,81.45,0.27,301.6666666666667
2014-12-23,80.61,0.27,298.55555555555554
2014-12-24,80.77,0.27,299.1481481481481
2014-12-26,80.78,0.27,299.18518518518516
2014-12-29,80.02,0.27,296.3703703703703
2014-12-30,79.22,0.27,293.4074074074074
2014-12-31,78.02,0.27,288.96296296296293
2015-01-02,78.45,0.27,290.55555555555554
2015-01-05,77.19,0.27,285.88888888888886
2015-01-06,76.15,0.27,282.03703703703707
2015-01-07,76.15,0.27,282.03703703703707
2015-01-08,78.18,0.27,289.55555555555554
2015-01-09,77.74,0.27,287.92592592592587
2015-01-12,76.72,0.27,284.14814814814815
2015-01-13,76.45,0.27,283.14814814814815
2015-01-14,76.28,0.27,282.5185185185185
2015-01-15,74.05,0.27,274.25925925925924
2015-01-16,75.18,0.27,278.44444444444446
2015-01-20,76.24,0.27,282.3703703703703
2015-01-21,76.74,0.27,284.2222222222222
2015-01-22,77.65,0.27,287.5925925925926
2015-01-23,77.83,0.27,288.25925925925924
2015-01-26,77.5,0.27,287.037037037037
2015-01-27,75.78,0.27,280.66666666666663
2015-01-28,76.24,0.27,282.3703703703703
2015-01-29,78.0,0.25,312.0
2015-01-30,75.91,0.25,303.64
2015-02-02,74.99,0.25,299.96
2015-02-03,75.4,0.25,301.6
2015-02-04,75.63,0.25,302.52
2015-02-05,75.61,0.25,302.44
2015-02-06,74.47,0.25,297.88
2015-02-09,74.44,0.25,297.76
2015-02-10,75.19,0.25,300.76
2015-02-11,76.51,0.25,306.04
2015-02-12,76.23,0.25,304.92
2015-02-13,75.74,0.25,302.96
2015-02-17,75.6,0.25,302.4
2015-02-18,76.71,0.25,306.84
2015-02-19,79.42,0.25,317.68
2015-02-20,79.9,0.25,319.6
2015-02-23,78.84,0.25,315.36
2015-02-24,78.45,0.25,313.8
2015-02-25,79.56,0.25,318.24
2015-02-26,80.41,0.25,321.64
2015-02-27,78.97,0.25,315.88
2015-03-02,79.75,0.25,319.0
2015-03-03,79.6,0.25,318.4
2015-03-04,80.9,0.25,323.6
2015-03-05,81.21,0.25,324.84
2015-03-06,80.01,0.25,320.04
2015-03-09,79.44,0.25,317.76
2015-03-10,77.55,0.25,310.2
2015-03-11,77.57,0.25,310.28
2015-03-12,78.93,0.25,315.72
2015-03-13,78.05,0.25,312.2
2015-03-16,78.07,0.25,312.28
2015-03-17,79.36,0.25,317.44
2015-03-18,80.91,0.25,323.64
2015-03-19,82.75,0.25,331.0
2015-03-20,83.8,0.25,335.2
2015-03-23,84.43,0.25,337.72
2015-03-24,85.31,0.25,341.24
2015-03-25,82.92,0.25,331.68
2015-03-26,83.01,0.25,332.04
2015-03-27,83.3,0.25,333.2
2015-03-30,83.2,0.25,332.8
2015-03-31,82.22,0.25,328.88
2015-04-01,81.67,0.25,326.68
2015-04-02,81.56,0.25,326.24
2015-04-06,82.44,0.25,329.76
2015-04-07,82.32,0.25,329.28
2015-04-08,82.28,0.25,329.12
2015-04-09,82.17,0.25,328.68
2015-04-10,82.04,0.25,328.16
2015-04-13,83.01,0.25,332.04
2015-04-14,83.52,0.25,334.08
2015-04-15,82.71,0.25,330.84
2015-04-16,82.31,0.25,329.24
2015-04-17,80.78,0.25,323.12
2015-04-20,83.09,0.25,332.36
2015-04-21,83.62,0.25,334.48
2015-04-22,84.63,0.25,338.52
2015-04-23,82.41,0.18,457.8333333333333
2015-04-24,81.53,0.18,452.94444444444446
2015-04-27,81.91,0.18,455.05555555555554
2015-04-28,80.68,0.18,448.2222222222223
2015-04-29,80.47,0.18,447.05555555555554
2015-04-30,78.77,0.18,437.6111111111111
2015-05-01,78.99,0.18,438.8333333333333
2015-05-04,78.81,0.18,437.83333333333337
2015-05-05,77.56,0.18,430.8888888888889
2015-05-06,78.1,0.18,433.88888888888886
2015-05-07,78.43,0.18,435.7222222222223
2015-05-08,78.51,0.18,436.1666666666667
2015-05-11,78.01,0.18,433.3888888888889
2015-05-12,77.46,0.18,430.3333333333333
2015-05-13,78.44,0.18,435.77777777777777
2015-05-14,81.37,0.18,452.0555555555556
2015-05-15,80.42,0.18,446.7777777777778
2015-05-18,80.88,0.18,449.3333333333333
2015-05-19,80.63,0.18,447.94444444444446
2015-05-20,80.55,0.18,447.5
2015-05-21,80.48,0.18,447.11111111111114
2015-05-22,80.54,0.18,447.4444444444445
2015-05-26,79.33,0.18,440.72222222222223
2015-05-27,80.55,0.18,447.5
2015-05-28,80.15,0.18,445.2777777777778
2015-05-29,79.19,0.18,439.94444444444446
2015-06-01,80.29,0.18,446.0555555555556
2015-06-02,80.44,0.18,446.8888888888889
2015-06-03,82.44,0.18,458.0
2015-06-04,82.05,0.18,455.8333333333333
2015-06-05,82.14,0.18,456.33333333333337
2015-06-08,80.67,0.18,448.1666666666667
2015-06-09,80.67,0.18,448.1666666666667
2015-06-10,82.16,0.18,456.44444444444446
2015-06-11,81.83,0.18,454.61111111111114
2015-06-12,81.53,0.18,452.94444444444446
2015-06-15,80.71,0.18,448.38888888888886
2015-06-16,81.06,0.18,450.33333333333337
2015-06-17,81.79,0.18,454.3888888888889
2015-06-18,82.91,0.18,460.6111111111111
2015-06-19,82.51,0.18,458.3888888888889
2015-06-22,84.74,0.18,470.77777777777777
2015-06-23,87.88,0.18,488.22222222222223
2015-06-24,88.86,0.18,493.6666666666667
2015-06-25,87.98,0.18,488.7777777777778
2015-06-26,88.01,0.18,488.9444444444445
2015-06-29,85.8,0.18,476.6666666666667
2015-06-30,85.77,0.18,476.5
2015-07-01,86.91,0.18,482.8333333333333
2015-07-02,87.29,0.18,484.9444444444445
2015-07-06,87.55,0.18,486.3888888888889
2015-07-07,87.22,0.18,484.55555555555554
2015-07-08,85.65,0.18,475.83333333333337
2015-07-09,85.88,0.18,477.1111111111111
2015-07-10,87.95,0.18,488.61111111111114
2015-07-13,90.1,0.18,500.55555555555554
2015-07-14,89.68,0.18,498.2222222222223
2015-07-15,89.76,0.18,498.6666666666667
2015-07-16,90.85,0.18,504.72222222222223
2015-07-17,94.97,0.18,527.6111111111111
2015-07-20,97.91,0.18,543.9444444444445
2015-07-21,98.39,0.18,546.6111111111111
2015-07-22,97.04,0.18,539.1111111111112
2015-07-23,95.44,0.18,530.2222222222223
2015-07-24,96.95,0.18,538.6111111111112
2015-07-27,94.17,0.18,523.1666666666667
2015-07-28,95.29,0.18,529.3888888888889
2015-07-29,96.99,0.18,538.8333333333334
2015-07-30,95.21,0.18,528.9444444444445
2015-07-31,94.01,0.25,376.04
2015-08-03,94.14,0.25,376.56
2015-08-04,94.06,0.25,376.24
2015-08-05,96.44,0.25,385.76
2015-08-06,95.12,0.25,380.48
2015-08-07,94.3,0.25,377.2
2015-08-10,94.15,0.25,376.6
2015-08-11,93.62,0.25,374.48
2015-08-12,94.19,0.25,376.76
2015-08-13,93.43,0.25,373.72
2015-08-14,94.42,0.25,377.68
2015-08-17,93.93,0.25,375.72
2015-08-18,95.17,0.25,380.68
2015-08-19,95.31,0.25,381.24
2015-08-20,90.56,0.25,362.24
2015-08-21,86.06,0.25,344.24
2015-08-24,82.09,0.25,328.36
2015-08-25,83.0,0.25,332.0
2015-08-26,87.19,0.25,348.76
2015-08-27,89.73,0.25,358.92
2015-08-28,91.01,0.25,364.04
2015-08-31,89.43,0.25,357.72
2015-09-01,87.23,0.25,348.92
2015-09-02,89.89,0.25,359.56
2015-09-03,88.15,0.25,352.6
2015-09-04,88.26,0.25,353.04
2015-09-08,89.53,0.25,358.12
2015-09-09,90.44,0.25,361.76
2015-09-10,91.98,0.25,367.92
2015-09-11,92.05,0.25,368.2
2015-09-14,92.31,0.25,369.24
2015-09-15,92.9,0.25,371.6
2015-09-16,93.45,0.25,373.8
2015-09-17,94.34,0.25,377.36
2015-09-18,94.4,0.25,377.6
2015-09-21,95.55,0.25,382.2
2015-09-22,92.96,0.25,371.84
2015-09-23,93.97,0.25,375.88
2015-09-24,94.41,0.25,377.64
2015-09-25,92.77,0.25,371.08
2015-09-28,89.21,0.25,356.84
2015-09-29,86.67,0.25,346.68
2015-09-30,89.9,0.25,359.6
2015-10-01,90.95,0.25,363.8
2015-10-02,92.07,0.25,368.28
2015-10-05,94.01,0.25,376.04
2015-10-06,92.8,0.25,371.2
2015-10-07,92.4,0.25,369.6
2015-10-08,92.47,0.25,369.88
2015-10-09,93.24,0.25,372.96
2015-10-12,94.26,0.25,377.04
2015-10-13,94.12,0.25,376.48
2015-10-14,94.07,0.25,376.28
2015-10-15,95.96,0.25,383.84
2015-10-16,97.54,0.25,390.16
2015-10-19,98.47,0.25,393.88
2015-10-20,97.0,0.25,388.0
2015-10-21,97.11,0.25,388.44
2015-10-22,99.67,0.25,398.68
2015-10-23,102.19,0.25,408.76
2015-10-26,103.77,0.25,415.08
2015-10-27,103.7,0.25,414.8
2015-10-28,104.2,0.25,416.8
2015-10-29,104.88,0.25,419.52
2015-10-30,101.97,0.25,407.88
2015-11-02,103.31,0.25,413.24
2015-11-03,102.58,0.25,410.32
2015-11-04,103.94,0.25,415.76
2015-11-05,108.76,0.31,350.8387096774194
2015-11-06,107.1,0.31,345.4838709677419
2015-11-09,106.49,0.31,343.51612903225805
2015-11-10,107.91,0.31,348.09677419354836
2015-11-11,109.01,0.31,351.6451612903226
2015-11-12,108.02,0.31,348.4516129032258
2015-11-13,103.95,0.31,335.3225806451613
2015-11-16,104.04,0.31,335.61290322580646
2015-11-17,105.13,0.31,339.1290322580645
2015-11-18,107.77,0.31,347.64516129032256
2015-11-19,106.26,0.31,342.77419354838713
2015-11-20,107.32,0.31,346.19354838709677
2015-11-23,106.95,0.31,345.0
2015-11-24,105.74,0.31,341.09677419354836
2015-11-25,105.41,0.31,340.0322580645161
2015-11-27,105.45,0.31,340.16129032258067
2015-11-30,104.24,0.31,336.258064516129
2015-12-01,107.12,0.31,345.5483870967742
2015-12-02,106.07,0.31,342.1612903225806
2015-12-03,104.38,0.31,336.7096774193548
2015-12-04,106.18,0.31,342.5161290322581
2015-12-07,105.61,0.31,340.6774193548387
2015-12-08,106.49,0.31,343.51612903225805
2015-12-09,104.6,0.31,337.41935483870964
2015-12-10,105.42,0.31,340.06451612903226
2015-12-11,102.12,0.31,329.4193548387097
2015-12-14,104.66,0.31,337.61290322580646
2015-12-15,104.55,0.31,337.258064516129
2015-12-16,106.79,0.31,344.48387096774195
2015-12-17,106.22,0.31,342.64516129032256
2015-12-18,104.04,0.31,335.61290322580646
2015-12-21,104.77,0.31,337.96774193548384
2015-12-22,105.51,0.31,340.35483870967744
2015-12-23,104.63,0.31,337.51612903225805
2015-12-24,105.02,0.31,338.7741935483871
2015-12-28,105.93,0.31,341.7096774193549
2015-12-29,107.26,0.31,346.0
2015-12-30,106.22,0.31,342.64516129032256
2015-12-31,104.66,0.31,337.61290322580646
2016-01-04,102.22,0.31,329.741935483871
2016-01-05,102.73,0.31,331.38709677419354
2016-01-06,102.97,0.31,332.16129032258067
2016-01-07,97.92,0.31,315.8709677419355
2016-01-08,97.33,0.31,313.96774193548384
2016-01-11,97.51,0.31,314.5483870967742
2016-01-12,99.37,0.31,320.5483870967742
2016-01-13,95.44,0.31,307.8709677419355
2016-01-14,98.37,0.31,317.3225806451613
2016-01-15,94.97,0.31,306.35483870967744
2016-01-19,95.26,0.31,307.2903225806452
2016-01-20,94.35,0.31,304.3548387096774
2016-01-21,94.16,0.31,303.741935483871
2016-01-22,97.94,0.31,315.93548387096774
2016-01-25,97.01,0.31,312.93548387096774
2016-01-26,97.34,0.31,314.0
2016-01-27,94.45,0.31,304.6774193548387
2016-01-28,109.11,0.54,202.05555555555554
2016-01-29,112.21,0.54,207.79629629629628
2016-02-01,115.09,0.54,213.12962962962962
2016-02-02,114.61,0.54,212.24074074074073
2016-02-03,112.69,0.54,208.68518518518516
2016-02-04,110.49,0.54,204.6111111111111
2016-02-05,104.07,0.54,192.7222222222222
2016-02-08,99.75,0.54,184.7222222222222
2016-02-09,99.54,0.54,184.33333333333334
2016-02-10,101.0,0.54,187.03703703703704
2016-02-11,101.91,0.54,188.7222222222222
2016-02-12,102.01,0.54,188.9074074074074
2016-02-16,101.61,0.54,188.16666666666666
2016-02-17,105.2,0.54,194.8148148148148
2016-02-18,103.47,0.54,191.6111111111111
2016-02-19,104.57,0.54,193.64814814814812
2016-02-22,107.16,0.54,198.44444444444443
2016-02-23,105.46,0.54,195.29629629629628
2016-02-24,106.88,0.54,197.9259259259259
2016-02-25,108.07,0.54,200.1296296296296
2016-02-26,107.92,0.54,199.85185185185185
2016-02-29,106.92,0.54,198.0
2016-03-01,109.82,0.54,203.37037037037035
2016-03-02,109.95,0.54,203.61111111111111
2016-03-03,109.58,0.54,202.9259259259259
2016-03-04,108.39,0.54,200.7222222222222
2016-03-07,105.73,0.54,195.7962962962963
2016-03-08,105.93,0.54,196.16666666666666
2016-03-09,107.51,0.54,199.09259259259258
2016-03-10,107.32,0.54,198.7407407407407
2016-03-11,109.41,0.54,202.6111111111111
2016-03-14,109.89,0.54,203.5
2016-03-15,110.67,0.54,204.94444444444443
2016-03-16,112.18,0.54,207.74074074074073
2016-03-17,111.02,0.54,205.59259259259258
2016-03-18,111.45,0.54,206.38888888888889
2016-03-21,111.85,0.54,207.12962962962962
2016-03-22,112.25,0.54,207.87037037037035
2016-03-23,112.54,0.54,208.40740740740742
2016-03-24,113.05,0.54,209.35185185185182
2016-03-28,113.69,0.54,210.537037037037
2016-03-29,116.14,0.54,215.07407407407405
2016-03-30,114.7,0.54,212.4074074074074
2016-03-31,114.1,0.54,211.29629629629628
2016-04-01,116.06,0.54,214.92592592592592
2016-04-04,112.55,0.54,208.4259259259259
2016-04-05,112.22,0.54,207.8148148148148
2016-04-06,113.71,0.54,210.57407407407405
2016-04-07,113.64,0.54,210.44444444444443
2016-04-08,110.63,0.54,204.87037037037035
2016-04-11,108.99,0.54,201.83333333333331
2016-04-12,110.61,0.54,204.83333333333331
2016-04-13,110.51,0.54,204.64814814814815
2016-04-14,110.84,0.54,205.25925925925924
2016-04-15,109.64,0.54,203.03703703703704
2016-04-18,110.45,0.54,204.53703703703704
2016-04-19,112.29,0.54,207.94444444444443
2016-04-20,112.42,0.54,208.18518518518516
2016-04-21,113.44,0.54,210.07407407407405
2016-04-22,110.56,0.54,204.74074074074073
2016-04-25,110.1,0.54,203.88888888888886
2016-04-26,108.76,0.54,201.4074074074074
2016-04-27,108.89,0.54,201.64814814814812
2016-04-28,116.73,0.6,194.55
2016-04-29,117.58,0.6,195.96666666666667
2016-05-02,118.57,0.6,197.61666666666667
2016-05-03,117.43,0.6,195.7166666666667
2016-05-04,118.06,0.6,196.76666666666668
2016-05-05,117.81,0.6,196.35000000000002
2016-05-06,119.49,0.6,199.15
2016-05-09,119.24,0.6,198.73333333333332
2016-05-10,120.5,0.6,200.83333333333334
2016-05-11,119.52,0.6,199.2
2016-05-12,120.28,0.6,200.46666666666667
2016-05-13,119.81,0.6,199.68333333333334
2016-05-16,118.67,0.6,197.78333333333333
2016-05-17,117.35,0.6,195.58333333333334
2016-05-18,117.65,0.6,196.08333333333334
2016-05-19,116.81,0.6,194.68333333333334
2016-05-20,117.35,0.6,195.58333333333334
2016-05-23,115.97,0.6,193.28333333333333
2016-05-24,117.7,0.6,196.16666666666669
2016-05-25,117.89,0.6,196.48333333333335
2016-05-26,119.47,0.6,199.11666666666667
2016-05-27,119.38,0.6,198.96666666666667
2016-05-31,118.81,0.6,198.01666666666668
2016-06-01,118.78,0.6,197.96666666666667
2016-06-02,118.93,0.6,198.2166666666667
2016-06-03,118.47,0.6,197.45000000000002
2016-06-06,118.79,0.6,197.98333333333335
2016-06-07,117.76,0.6,196.26666666666668
2016-06-08,118.39,0.6,197.31666666666666
2016-06-09,118.56,0.6,197.60000000000002
2016-06-10,116.62,0.6,194.36666666666667
2016-06-13,113.95,0.6,189.91666666666669
2016-06-14,114.94,0.6,191.56666666666666
2016-06-15,114.6,0.6,191.0
2016-06-16,114.39,0.6,190.65
2016-06-17,113.02,0.6,188.36666666666667
2016-06-20,113.37,0.6,188.95000000000002
2016-06-21,114.38,0.6,190.63333333333333
2016-06-22,113.91,0.6,189.85
2016-06-23,115.08,0.6,191.8
2016-06-24,112.08,0.6,186.8
2016-06-27,108.97,0.6,181.61666666666667
2016-06-28,112.7,0.6,187.83333333333334
2016-06-29,114.16,0.6,190.26666666666668
2016-06-30,114.28,0.6,190.46666666666667
2016-07-01,114.19,0.6,190.31666666666666
2016-07-05,114.2,0.6,190.33333333333334
2016-07-06,116.7,0.6,194.5
2016-07-07,115.85,0.6,193.08333333333334
2016-07-08,117.24,0.6,195.4
2016-07-11,117.87,0.6,196.45000000000002
2016-07-12,117.93,0.6,196.55
2016-07-13,116.78,0.6,194.63333333333335
2016-07-14,117.29,0.6,195.48333333333335
2016-07-15,116.86,0.6,194.76666666666668
2016-07-18,119.37,0.6,198.95000000000002
2016-07-19,120.61,0.6,201.01666666666668
2016-07-20,121.92,0.6,203.20000000000002
2016-07-21,120.61,0.6,201.01666666666668
2016-07-22,121.0,0.6,201.66666666666669
2016-07-25,121.63,0.6,202.71666666666667
2016-07-26,121.22,0.6,202.03333333333333
2016-07-27,123.34,0.6,205.5666666666667
2016-07-28,125.0,0.78,160.25641025641025
2016-07-29,123.94,0.78,158.89743589743588
2016-08-01,124.31,0.78,159.37179487179486
2016-08-02,123.09,0.78,157.80769230769232
2016-08-03,122.51,0.78,157.06410256410257
2016-08-04,124.36,0.78,159.43589743589743
2016-08-05,125.15,0.78,160.44871794871796
2016-08-08,125.26,0.78,160.5897435897436
2016-08-09,125.06,0.78,160.33333333333334
2016-08-10,124.88,0.78,160.1025641025641
2016-08-11,124.9,0.78,160.12820512820514
2016-08-12,124.88,0.78,160.1025641025641
2016-08-15,123.9,0.78,158.84615384615384
2016-08-16,123.3,0.78,158.07692307692307
2016-08-17,124.37,0.78,159.44871794871796
2016-08-18,123.91,0.78,158.85897435897434
2016-08-19,123.56,0.78,158.4102564102564
2016-08-22,124.15,0.78,159.16666666666666
2016-08-23,124.37,0.78,159.44871794871796
2016-08-24,123.48,0.78,158.30769230769232
2016-08-25,123.89,0.78,158.83333333333334
2016-08-26,124.96,0.78,160.2051282051282
2016-08-29,126.54,0.78,162.23076923076923
2016-08-30,125.84,0.78,161.33333333333334
2016-08-31,126.12,0.78,161.69230769230768
2016-09-01,126.17,0.78,161.75641025641025
2016-09-02,126.51,0.78,162.19230769230768
2016-09-06,129.73,0.78,166.3205128205128
2016-09-07,131.05,0.78,168.01282051282053
2016-09-08,130.27,0.78,167.01282051282053
2016-09-09,127.1,0.78,162.94871794871793
2016-09-12,128.69,0.78,164.98717948717947
2016-09-13,127.21,0.78,163.08974358974356
2016-09-14,127.77,0.78,163.8076923076923
2016-09-15,128.35,0.78,164.55128205128204
2016-09-16,129.07,0.78,165.47435897435895
2016-09-19,128.65,0.78,164.93589743589743
2016-09-20,128.64,0.78,164.9230769230769
2016-09-21,129.94,0.78,166.5897435897436
2016-09-22,130.08,0.78,166.76923076923077
2016-09-23,127.96,0.78,164.05128205128204
2016-09-26,127.31,0.78,163.2179487179487
2016-09-27,128.69,0.78,164.98717948717947
2016-09-28,129.23,0.78,165.67948717948715
2016-09-29,128.09,0.78,164.21794871794873
2016-09-30,128.27,0.78,164.44871794871796
2016-10-03,128.77,0.78,165.0897435897436
2016-10-04,128.19,0.78,164.34615384615384
2016-10-05,128.47,0.78,164.7051282051282
2016-10-06,128.74,0.78,165.05128205128204
2016-10-07,128.99,0.78,165.3717948717949
2016-10-10,130.24,0.78,166.97435897435898
2016-10-11,128.88,0.78,165.23076923076923
2016-10-12,129.05,0.78,165.44871794871796
2016-10-13,127.82,0.78,163.87179487179486
2016-10-14,127.88,0.78,163.94871794871793
2016-10-17,127.54,0.78,163.51282051282053
2016-10-18,128.57,0.78,164.83333333333331
2016-10-19,130.11,0.78,166.80769230769232
2016-10-20,130.0,0.78,166.66666666666666
2016-10-21,132.07,0.78,169.32051282051282
2016-10-24,133.28,0.78,170.87179487179486
2016-10-25,132.29,0.78,169.6025641025641
2016-10-26,131.04,0.78,167.99999999999997
2016-10-27,129.69,0.78,166.26923076923077
2016-10-28,131.29,0.78,168.32051282051282
2016-10-31,130.99,0.78,167.93589743589743
2016-11-01,129.5,0.78,166.02564102564102
2016-11-02,127.17,0.78,163.03846153846155
2016-11-03,120.0,0.9,133.33333333333334
2016-11-04,120.75,0.9,134.16666666666666
2016-11-07,122.15,0.9,135.72222222222223
2016-11-08,124.22,0.9,138.0222222222222
2016-11-09,123.18,0.9,136.86666666666667
2016-11-10,120.8,0.9,134.22222222222223
2016-11-11,119.02,0.9,132.24444444444444
2016-11-14,115.08,0.9,127.86666666666666
2016-11-15,117.2,0.9,130.22222222222223
2016-11-16,116.34,0.9,129.26666666666668
2016-11-17,117.79,0.9,130.8777777777778
2016-11-18,117.02,0.9,130.0222222222222
2016-11-21,121.77,0.9,135.29999999999998
2016-11-22,121.47,0.9,134.96666666666667
2016-11-23,120.84,0.9,134.26666666666668
2016-11-25,120.38,0.9,133.75555555555556
2016-11-28,120.41,0.9,133.7888888888889
2016-11-29,120.87,0.9,134.3
2016-11-30,118.42,0.9,131.57777777777778
2016-12-01,115.1,0.9,127.88888888888889
2016-12-02,115.4,0.9,128.22222222222223
2016-12-05,117.43,0.9,130.4777777777778
2016-12-06,117.31,0.9,130.34444444444443
2016-12-07,117.95,0.9,131.05555555555554
2016-12-08,118.91,0.9,132.1222222222222
2016-12-09,119.68,0.9,132.9777777777778
2016-12-12,117.77,0.9,130.85555555555555
2016-12-13,120.31,0.9,133.67777777777778
2016-12-14,120.21,0.9,133.56666666666666
2016-12-15,120.57,0.9,133.96666666666667
2016-12-16,119.87,0.9,133.1888888888889
2016-12-19,119.24,0.9,132.48888888888888
2016-12-20,119.09,0.9,132.32222222222222
2016-12-21,119.04,0.9,132.26666666666668
2016-12-22,117.4,0.9,130.44444444444446
2016-12-23,117.27,0.9,130.29999999999998
2016-12-27,118.01,0.9,131.12222222222223
2016-12-28,116.92,0.9,129.9111111111111
2016-12-29,116.35,0.9,129.27777777777777
2016-12-30,115.05,0.9,127.83333333333333
2017-01-03,116.86,0.9,129.84444444444443
2017-01-04,118.69,0.9,131.87777777777777
2017-01-05,120.67,0.9,134.07777777777778
2017-01-06,123.41,0.9,137.1222222222222
2017-01-09,124.9,0.9,138.77777777777777
2017-01-10,124.35,0.9,138.16666666666666
2017-01-11,126.09,0.9,140.1
2017-01-12,126.62,0.9,140.6888888888889
2017-01-13,128.34,0.9,142.6
2017-01-17,127.87,0.9,142.07777777777778
2017-01-18,127.92,0.9,142.13333333333333
2017-01-19,127.55,0.9,141.72222222222223
2017-01-20,127.04,0.9,141.15555555555557
2017-01-23,128.93,0.9,143.25555555555556
2017-01-24,129.37,0.9,143.74444444444444
2017-01-25,131.48,0.9,146.08888888888887
2017-01-26,132.78,0.9,147.53333333333333
2017-01-27,132.18,0.9,146.86666666666667
2017-01-30,130.98,0.9,145.53333333333333
2017-01-31,130.32,0.9,144.79999999999998
2017-02-01,133.23,0.9,148.03333333333333
2017-02-02,130.84,0.9,145.37777777777777
2017-02-03,130.98,1.21,108.24793388429751
2017-02-06,132.06,1.21,109.1404958677686
2017-02-07,131.84,1.21,108.95867768595042
2017-02-08,134.2,1.21,110.9090909090909
2017-02-09,134.14,1.21,110.8595041322314
2017-02-10,134.19,1.21,110.90082644628099
2017-02-13,134.05,1.21,110.78512396694217
2017-02-14,133.85,1.21,110.6198347107438
2017-02-15,133.44,1.21,110.28099173553719
2017-02-16,133.84,1.21,110.61157024793388
2017-02-17,133.53,1.21,110.35537190082646
2017-02-21,133.72,1.21,110.51239669421489
2017-02-22,136.12,1.21,112.49586776859505
2017-02-23,135.36,1.21,111.86776859504134
2017-02-24,135.44,1.21,111.93388429752066
2017-02-27,136.41,1.21,112.73553719008264
2017-02-28,135.54,1.21,112.01652892561984
2017-03-01,137.42,1.21,113.57024793388429
2017-03-02,136.76,1.21,113.02479338842974
2017-03-03,137.17,1.21,113.36363636363636
2017-03-06,137.42,1.21,113.57024793388429
2017-03-07,137.3,1.21,113.4710743801653
2017-03-08,137.72,1.21,113.81818181818183
2017-03-09,138.24,1.21,114.24793388429754
2017-03-10,138.79,1.21,114.70247933884298
2017-03-13,139.6,1.21,115.37190082644628
2017-03-14,139.32,1.21,115.14049586776859
2017-03-15,139.72,1.21,115.47107438016529
2017-03-16,139.99,1.21,115.69421487603307
2017-03-17,139.84,1.21,115.5702479338843
2017-03-20,139.94,1.21,115.65289256198348
2017-03-21,138.51,1.21,114.47107438016529
2017-03-22,139.59,1.21,115.36363636363637
2017-03-23,139.53,1.21,115.31404958677686
2017-03-24,140.34,1.21,115.98347107438018
2017-03-27,140.32,1.21,115.96694214876032
2017-03-28,141.76,1.21,117.15702479338843
2017-03-29,142.65,1.21,117.89256198347108
2017-03-30,142.41,1.21,117.69421487603306
2017-03-31,142.05,1.21,117.39669421487605
2017-04-03,142.28,1.21,117.58677685950414
2017-04-04,141.73,1.21,117.13223140495867
2017-04-05,141.85,1.21,117.23140495867769
2017-04-06,141.17,1.21,116.6694214876033
2017-04-07,140.78,1.21,116.34710743801654
2017-04-10,141.04,1.21,116.56198347107437
2017-04-11,139.92,1.21,115.63636363636363
2017-04-12,139.58,1.21,115.35537190082646
2017-04-13,139.39,1.21,115.19834710743801
2017-04-17,141.42,1.21,116.87603305785123
2017-04-18,140.96,1.21,116.49586776859505
2017-04-19,142.27,1.21,117.57851239669422
2017-04-20,143.8,1.21,118.84297520661158
2017-04-21,143.68,1.21,118.74380165289257
2017-04-24,145.47,1.21,120.22314049586777
2017-04-25,146.49,1.21,121.06611570247935
2017-04-26,146.56,1.21,121.12396694214877
2017-04-27,147.7,1.21,122.06611570247934
2017-04-28,150.25,1.21,124.17355371900827
2017-05-01,152.46,1.21,126.00000000000001
2017-05-02,152.78,1.21,126.26446280991736
2017-05-03,151.8,1.21,125.45454545454547
2017-05-04,150.85,1.04,145.0480769230769
2017-05-05,150.24,1.04,144.46153846153845
2017-05-08,151.06,1.04,145.25
2017-05-09,150.48,1.04,144.69230769230768
2017-05-10,150.29,1.04,144.50961538461536
2017-05-11,150.04,1.04,144.26923076923075
2017-05-12,150.33,1.04,144.54807692307693
2017-05-15,150.19,1.04,144.41346153846152
2017-05-16,149.78,1.04,144.01923076923077
2017-05-17,144.85,1.04,139.27884615384613
2017-05-18,147.66,1.04,141.98076923076923
2017-05-19,148.06,1.04,142.3653846153846
2017-05-22,148.24,1.04,142.53846153846155
2017-05-23,148.07,1.04,142.375
2017-05-24,150.04,1.04,144.26923076923075
2017-05-25,151.96,1.04,146.1153846153846
2017-05-26,152.13,1.04,146.27884615384613
2017-05-30,152.38,1.04,146.51923076923077
2017-05-31,151.46,1.04,145.6346153846154
2017-06-01,151.53,1.04,145.70192307692307
2017-06-02,153.61,1.04,147.7019230769231
2017-06-05,153.63,1.04,147.72115384615384
2017-06-06,152.81,1.04,146.9326923076923
