date,DISCK,DISCK_EPS,PE Ratio
2011-06-13,17.93,0.75,23.906666666666666
2011-06-14,18.23,0.75,24.30666666666667
2011-06-15,17.82,0.75,23.76
2011-06-16,18.2,0.75,24.266666666666666
2011-06-17,18.29,0.75,24.386666666666667
2011-06-20,18.46,0.75,24.613333333333333
2011-06-21,18.83,0.75,25.106666666666666
2011-06-22,18.67,0.75,24.893333333333334
2011-06-23,18.24,0.75,24.319999999999997
2011-06-24,17.96,0.75,23.94666666666667
2011-06-27,18.0,0.75,24.0
2011-06-28,18.12,0.75,24.16
2011-06-29,18.17,0.75,24.22666666666667
2011-06-30,18.28,0.75,24.373333333333335
2011-07-01,18.68,0.75,24.906666666666666
2011-07-05,18.92,0.75,25.22666666666667
2011-07-06,18.74,0.75,24.986666666666665
2011-07-07,19.1,0.75,25.46666666666667
2011-07-08,18.77,0.75,25.026666666666667
2011-07-11,18.68,0.75,24.906666666666666
2011-07-12,18.87,0.75,25.16
2011-07-13,18.83,0.75,25.106666666666666
2011-07-14,18.76,0.75,25.013333333333335
2011-07-15,18.71,0.75,24.94666666666667
2011-07-18,18.26,0.75,24.346666666666668
2011-07-19,18.34,0.75,24.453333333333333
2011-07-20,18.13,0.75,24.173333333333332
2011-07-21,18.45,0.75,24.599999999999998
2011-07-22,18.46,0.75,24.613333333333333
2011-07-25,18.08,0.75,24.106666666666666
2011-07-26,18.14,0.75,24.186666666666667
2011-07-27,18.08,0.75,24.106666666666666
2011-07-28,18.25,0.75,24.333333333333332
2011-07-29,18.01,0.75,24.013333333333335
2011-08-01,17.78,0.75,23.706666666666667
2011-08-02,17.23,0.75,22.973333333333333
2011-08-03,17.11,0.75,22.813333333333333
2011-08-04,16.43,0.62,26.5
2011-08-05,16.92,0.62,27.290322580645164
2011-08-08,15.83,0.62,25.532258064516128
2011-08-09,17.02,0.62,27.451612903225804
2011-08-10,16.76,0.62,27.03225806451613
2011-08-11,17.55,0.62,28.306451612903228
2011-08-12,17.95,0.62,28.951612903225804
2011-08-15,18.29,0.62,29.5
2011-08-16,18.33,0.62,29.564516129032256
2011-08-17,18.17,0.62,29.306451612903228
2011-08-18,16.88,0.62,27.2258064516129
2011-08-19,16.85,0.62,27.17741935483871
2011-08-22,16.56,0.62,26.709677419354836
2011-08-23,17.48,0.62,28.193548387096776
2011-08-24,17.93,0.62,28.919354838709676
2011-08-25,17.83,0.62,28.75806451612903
2011-08-26,18.41,0.62,29.693548387096776
2011-08-29,18.83,0.62,30.37096774193548
2011-08-30,19.33,0.62,31.177419354838708
2011-08-31,19.75,0.62,31.85483870967742
2011-09-01,19.63,0.62,31.661290322580644
2011-09-02,19.39,0.62,31.2741935483871
2011-09-06,18.99,0.62,30.629032258064512
2011-09-07,19.17,0.62,30.91935483870968
2011-09-08,18.73,0.62,30.20967741935484
2011-09-09,18.35,0.62,29.596774193548388
2011-09-12,18.04,0.62,29.096774193548384
2011-09-13,18.29,0.62,29.5
2011-09-14,18.75,0.62,30.241935483870968
2011-09-15,19.11,0.62,30.82258064516129
2011-09-16,18.8,0.62,30.322580645161292
2011-09-19,18.86,0.62,30.419354838709676
2011-09-20,18.98,0.62,30.612903225806452
2011-09-21,18.97,0.62,30.596774193548384
2011-09-22,18.46,0.62,29.7741935483871
2011-09-23,19.07,0.62,30.758064516129032
2011-09-26,19.4,0.62,31.29032258064516
2011-09-27,19.17,0.62,30.91935483870968
2011-09-28,18.34,0.62,29.580645161290324
2011-09-29,18.05,0.62,29.112903225806452
2011-09-30,17.58,0.62,28.354838709677416
2011-10-03,17.07,0.62,27.532258064516128
2011-10-04,17.47,0.62,28.177419354838708
2011-10-05,17.79,0.62,28.693548387096772
2011-10-06,18.21,0.62,29.370967741935484
2011-10-07,18.07,0.62,29.14516129032258
2011-10-10,18.67,0.62,30.112903225806456
2011-10-11,18.95,0.62,30.564516129032256
2011-10-12,19.17,0.62,30.91935483870968
2011-10-13,19.17,0.62,30.91935483870968
2011-10-14,19.59,0.62,31.596774193548388
2011-10-17,19.4,0.62,31.29032258064516
2011-10-18,19.48,0.62,31.41935483870968
2011-10-19,19.26,0.62,31.06451612903226
2011-10-20,19.36,0.62,31.225806451612904
2011-10-21,20.09,0.62,32.403225806451616
2011-10-24,20.22,0.62,32.61290322580645
2011-10-25,19.9,0.62,32.096774193548384
2011-10-26,19.64,0.62,31.67741935483871
2011-10-27,19.88,0.62,32.064516129032256
2011-10-28,19.6,0.62,31.612903225806456
2011-10-31,19.79,0.62,31.919354838709676
2011-11-01,19.24,0.62,31.032258064516128
2011-11-02,20.03,0.6,33.38333333333334
2011-11-03,20.23,0.6,33.71666666666667
2011-11-04,20.11,0.6,33.516666666666666
2011-11-07,20.4,0.6,34.0
2011-11-08,20.9,0.6,34.833333333333336
2011-11-09,19.47,0.6,32.45
2011-11-10,19.39,0.6,32.31666666666667
2011-11-11,19.67,0.6,32.78333333333334
2011-11-14,19.68,0.6,32.800000000000004
2011-11-15,19.34,0.6,32.233333333333334
2011-11-16,19.2,0.6,32.0
2011-11-17,18.75,0.6,31.25
2011-11-18,18.75,0.6,31.25
2011-11-21,18.49,0.6,30.816666666666666
2011-11-22,18.72,0.6,31.2
2011-11-23,18.09,0.6,30.150000000000002
2011-11-25,18.03,0.6,30.050000000000004
2011-11-28,18.13,0.6,30.216666666666665
2011-11-29,18.21,0.6,30.35
2011-11-30,18.92,0.6,31.53333333333334
2011-12-01,18.73,0.6,31.21666666666667
2011-12-02,19.08,0.6,31.799999999999997
2011-12-05,18.95,0.6,31.583333333333332
2011-12-06,19.02,0.6,31.7
2011-12-07,19.0,0.6,31.666666666666668
2011-12-08,18.69,0.6,31.150000000000002
2011-12-09,18.98,0.6,31.633333333333336
2011-12-12,18.89,0.6,31.483333333333334
2011-12-13,18.85,0.6,31.41666666666667
2011-12-14,18.45,0.6,30.75
2011-12-15,18.41,0.6,30.683333333333334
2011-12-16,18.23,0.6,30.383333333333336
2011-12-19,18.09,0.6,30.150000000000002
2011-12-20,18.54,0.6,30.9
2011-12-21,18.47,0.6,30.78333333333333
2011-12-22,18.45,0.6,30.75
2011-12-23,18.59,0.6,30.983333333333334
2011-12-27,18.63,0.6,31.05
2011-12-28,18.79,0.6,31.316666666666666
2011-12-29,18.74,0.6,31.23333333333333
2011-12-30,18.85,0.6,31.41666666666667
2012-01-03,18.9,0.6,31.5
2012-01-04,18.75,0.6,31.25
2012-01-05,18.57,0.6,30.950000000000003
2012-01-06,18.66,0.6,31.1
2012-01-09,18.73,0.6,31.21666666666667
2012-01-10,19.07,0.6,31.783333333333335
2012-01-11,19.29,0.6,32.15
2012-01-12,19.69,0.6,32.81666666666667
2012-01-13,19.81,0.6,33.016666666666666
2012-01-17,19.92,0.6,33.2
2012-01-18,19.98,0.6,33.300000000000004
2012-01-19,20.33,0.6,33.88333333333333
2012-01-20,19.99,0.6,33.31666666666666
2012-01-23,19.89,0.6,33.150000000000006
2012-01-24,19.93,0.6,33.21666666666667
2012-01-25,20.01,0.6,33.35
2012-01-26,19.93,0.6,33.21666666666667
2012-01-27,19.59,0.6,32.65
2012-01-30,19.47,0.6,32.45
2012-01-31,19.42,0.6,32.366666666666674
2012-02-01,19.63,0.6,32.71666666666667
2012-02-02,19.48,0.6,32.46666666666667
2012-02-03,19.67,0.6,32.78333333333334
2012-02-06,19.89,0.6,33.150000000000006
2012-02-07,20.28,0.6,33.800000000000004
2012-02-08,20.42,0.6,34.03333333333334
2012-02-09,20.38,0.6,33.96666666666667
2012-02-10,20.52,0.6,34.2
2012-02-13,20.68,0.6,34.46666666666667
2012-02-14,20.73,0.6,34.550000000000004
2012-02-15,20.76,0.6,34.6
2012-02-16,20.62,0.6,34.36666666666667
2012-02-17,20.76,0.85,24.423529411764708
2012-02-21,20.51,0.85,24.129411764705885
2012-02-22,20.39,0.85,23.988235294117647
2012-02-23,20.42,0.85,24.02352941176471
2012-02-24,20.57,0.85,24.2
2012-02-27,20.65,0.85,24.294117647058822
2012-02-28,21.28,0.85,25.035294117647062
2012-02-29,21.73,0.85,25.564705882352943
2012-03-01,21.7,0.85,25.52941176470588
2012-03-02,22.15,0.85,26.058823529411764
2012-03-05,22.27,0.85,26.2
2012-03-06,21.69,0.85,25.51764705882353
2012-03-07,21.66,0.85,25.482352941176472
2012-03-08,22.14,0.85,26.04705882352941
2012-03-09,22.04,0.85,25.929411764705883
2012-03-12,21.84,0.85,25.694117647058825
2012-03-13,22.62,0.85,26.611764705882354
2012-03-14,22.29,0.85,26.223529411764705
2012-03-15,22.33,0.85,26.270588235294117
2012-03-16,22.59,0.85,26.576470588235296
2012-03-19,22.73,0.85,26.741176470588236
2012-03-20,22.35,0.85,26.294117647058826
2012-03-21,22.95,0.85,27.0
2012-03-22,22.92,0.85,26.964705882352945
2012-03-23,23.21,0.85,27.30588235294118
2012-03-26,23.2,0.85,27.294117647058822
2012-03-27,23.08,0.85,27.152941176470588
2012-03-28,22.96,0.85,27.011764705882353
2012-03-29,22.98,0.85,27.03529411764706
2012-03-30,23.44,0.85,27.576470588235296
2012-04-02,23.65,0.85,27.823529411764707
2012-04-03,23.73,0.85,27.91764705882353
2012-04-04,23.82,0.85,28.023529411764706
2012-04-05,23.98,0.85,28.211764705882356
2012-04-09,23.82,0.85,28.023529411764706
2012-04-10,23.38,0.85,27.505882352941175
2012-04-11,23.8,0.85,28.0
2012-04-12,24.09,0.85,28.341176470588238
2012-04-13,24.11,0.85,28.36470588235294
2012-04-16,23.89,0.85,28.10588235294118
2012-04-17,24.02,0.85,28.258823529411764
2012-04-18,24.06,0.85,28.305882352941175
2012-04-19,23.9,0.85,28.11764705882353
2012-04-20,24.09,0.85,28.341176470588238
2012-04-23,23.76,0.85,27.952941176470592
2012-04-24,23.95,0.85,28.176470588235293
2012-04-25,24.17,0.85,28.43529411764706
2012-04-26,24.53,0.85,28.858823529411765
2012-04-27,25.2,0.85,29.647058823529413
2012-04-30,24.84,0.85,29.223529411764705
2012-05-01,24.7,0.85,29.058823529411764
2012-05-02,24.93,0.85,29.32941176470588
2012-05-03,25.23,0.85,29.68235294117647
2012-05-04,24.63,0.85,28.976470588235294
2012-05-07,24.68,0.85,29.03529411764706
2012-05-08,23.58,0.57,41.36842105263158
2012-05-09,23.61,0.57,41.42105263157895
2012-05-10,23.48,0.57,41.192982456140356
2012-05-11,23.75,0.57,41.66666666666667
2012-05-14,23.41,0.57,41.07017543859649
2012-05-15,23.47,0.57,41.17543859649123
2012-05-16,23.63,0.57,41.45614035087719
2012-05-17,22.32,0.57,39.15789473684211
2012-05-18,22.03,0.57,38.64912280701755
2012-05-21,22.79,0.57,39.98245614035088
2012-05-22,22.95,0.57,40.26315789473684
2012-05-23,23.08,0.57,40.49122807017544
2012-05-24,23.19,0.57,40.684210526315795
2012-05-25,23.51,0.57,41.245614035087726
2012-05-29,23.7,0.57,41.578947368421055
2012-05-30,23.38,0.57,41.01754385964912
2012-05-31,23.3,0.57,40.877192982456144
2012-06-01,22.6,0.57,39.64912280701755
2012-06-04,22.49,0.57,39.45614035087719
2012-06-05,22.83,0.57,40.05263157894737
2012-06-06,23.3,0.57,40.877192982456144
2012-06-07,23.61,0.57,41.42105263157895
2012-06-08,23.8,0.57,41.75438596491229
2012-06-11,23.85,0.57,41.8421052631579
2012-06-12,24.2,0.57,42.4561403508772
2012-06-13,23.41,0.57,41.07017543859649
2012-06-14,23.49,0.57,41.21052631578947
2012-06-15,23.79,0.57,41.73684210526316
2012-06-18,24.09,0.57,42.26315789473684
2012-06-19,24.42,0.57,42.842105263157904
2012-06-20,24.86,0.57,43.6140350877193
2012-06-21,24.76,0.57,43.438596491228076
2012-06-22,24.79,0.57,43.49122807017544
2012-06-25,24.63,0.57,43.21052631578947
2012-06-26,24.65,0.57,43.24561403508772
2012-06-27,24.79,0.57,43.49122807017544
2012-06-28,24.67,0.57,43.28070175438597
2012-06-29,25.05,0.57,43.94736842105264
2012-07-02,25.52,0.57,44.771929824561404
2012-07-03,25.5,0.57,44.736842105263165
2012-07-05,25.18,0.57,44.17543859649123
2012-07-06,24.78,0.57,43.47368421052632
2012-07-09,23.92,0.57,41.96491228070176
2012-07-10,23.25,0.57,40.78947368421053
2012-07-11,23.14,0.57,40.59649122807018
2012-07-12,23.06,0.57,40.45614035087719
2012-07-13,23.21,0.57,40.71929824561404
2012-07-16,22.64,0.57,39.71929824561404
2012-07-17,23.15,0.57,40.6140350877193
2012-07-18,23.14,0.57,40.59649122807018
2012-07-19,23.46,0.57,41.15789473684211
2012-07-20,23.17,0.57,40.64912280701755
2012-07-23,22.83,0.57,40.05263157894737
2012-07-24,22.75,0.57,39.91228070175439
2012-07-25,23.02,0.57,40.385964912280706
2012-07-26,23.49,0.57,41.21052631578947
2012-07-27,24.18,0.57,42.42105263157895
2012-07-30,23.55,0.57,41.31578947368421
2012-07-31,23.31,0.77,30.27272727272727
2012-08-01,22.99,0.77,29.857142857142854
2012-08-02,23.51,0.77,30.532467532467535
2012-08-03,24.29,0.77,31.545454545454543
2012-08-06,24.76,0.77,32.15584415584416
2012-08-07,25.26,0.77,32.80519480519481
2012-08-08,25.31,0.77,32.870129870129865
2012-08-09,25.36,0.77,32.935064935064936
2012-08-10,25.7,0.77,33.37662337662338
2012-08-13,25.5,0.77,33.116883116883116
2012-08-14,24.97,0.77,32.42857142857142
2012-08-15,25.06,0.77,32.54545454545454
2012-08-16,25.04,0.77,32.51948051948052
2012-08-17,24.86,0.77,32.285714285714285
2012-08-20,24.63,0.77,31.987012987012985
2012-08-21,24.79,0.77,32.19480519480519
2012-08-22,24.68,0.77,32.05194805194805
2012-08-23,24.43,0.77,31.727272727272727
2012-08-24,25.05,0.77,32.532467532467535
2012-08-27,25.32,0.77,32.883116883116884
2012-08-28,25.19,0.77,32.714285714285715
2012-08-29,25.31,0.77,32.870129870129865
2012-08-30,25.52,0.77,33.14285714285714
2012-08-31,25.91,0.77,33.64935064935065
2012-09-04,26.04,0.77,33.81818181818181
2012-09-05,25.87,0.77,33.5974025974026
2012-09-06,26.13,0.77,33.935064935064936
2012-09-07,26.24,0.77,34.077922077922075
2012-09-10,26.1,0.77,33.896103896103895
2012-09-11,25.96,0.77,33.714285714285715
2012-09-12,26.23,0.77,34.064935064935064
2012-09-13,27.01,0.77,35.07792207792208
2012-09-14,27.22,0.77,35.35064935064935
2012-09-17,27.23,0.77,35.36363636363637
2012-09-18,27.34,0.77,35.506493506493506
2012-09-19,27.82,0.77,36.12987012987013
2012-09-20,27.81,0.77,36.116883116883116
2012-09-21,27.85,0.77,36.16883116883117
2012-09-24,27.59,0.77,35.83116883116883
2012-09-25,27.25,0.77,35.38961038961039
2012-09-26,27.37,0.77,35.54545454545455
2012-09-27,27.9,0.77,36.23376623376623
2012-09-28,28.02,0.77,36.38961038961039
2012-10-01,28.17,0.77,36.58441558441559
2012-10-02,28.0,0.77,36.36363636363636
2012-10-03,28.18,0.77,36.5974025974026
2012-10-04,28.54,0.77,37.064935064935064
2012-10-05,28.64,0.77,37.19480519480519
2012-10-08,28.24,0.77,36.675324675324674
2012-10-09,27.84,0.77,36.15584415584416
2012-10-10,28.07,0.77,36.45454545454545
2012-10-11,28.31,0.77,36.76623376623376
2012-10-12,28.36,0.77,36.83116883116883
2012-10-15,28.74,0.77,37.32467532467532
2012-10-16,28.87,0.77,37.493506493506494
2012-10-17,28.54,0.77,37.064935064935064
2012-10-18,28.72,0.77,37.298701298701296
2012-10-19,28.08,0.77,36.467532467532465
2012-10-22,28.31,0.77,36.76623376623376
2012-10-23,27.86,0.77,36.18181818181818
2012-10-24,27.48,0.77,35.688311688311686
2012-10-25,27.3,0.77,35.45454545454545
2012-10-26,26.88,0.77,34.90909090909091
2012-10-31,27.39,0.77,35.57142857142857
2012-11-01,28.2,0.77,36.62337662337662
2012-11-02,27.58,0.77,35.81818181818181
2012-11-05,27.29,0.77,35.44155844155844
2012-11-06,26.55,0.55,48.27272727272727
2012-11-07,26.21,0.55,47.65454545454545
2012-11-08,25.83,0.55,46.963636363636354
2012-11-09,26.28,0.55,47.78181818181818
2012-11-12,25.95,0.55,47.18181818181818
2012-11-13,26.37,0.55,47.945454545454545
2012-11-14,25.64,0.55,46.61818181818182
2012-11-15,25.72,0.55,46.76363636363636
2012-11-16,25.68,0.55,46.69090909090909
2012-11-19,26.53,0.55,48.236363636363635
2012-11-20,26.77,0.55,48.672727272727265
2012-11-21,26.74,0.55,48.61818181818181
2012-11-23,27.09,0.55,49.25454545454545
2012-11-26,27.07,0.55,49.21818181818181
2012-11-27,27.03,0.55,49.14545454545454
2012-11-28,27.53,0.55,50.054545454545455
2012-11-29,27.9,0.55,50.72727272727272
2012-11-30,28.14,0.55,51.163636363636364
2012-12-03,27.92,0.55,50.763636363636365
2012-12-04,28.05,0.55,51.0
2012-12-05,28.52,0.55,51.85454545454545
2012-12-06,28.74,0.55,52.25454545454545
2012-12-07,28.43,0.55,51.69090909090909
2012-12-10,28.03,0.55,50.96363636363636
2012-12-11,28.64,0.55,52.07272727272727
2012-12-12,28.67,0.55,52.127272727272725
2012-12-13,28.04,0.55,50.98181818181818
2012-12-14,28.17,0.55,51.21818181818182
2012-12-17,28.74,0.55,52.25454545454545
2012-12-18,29.43,0.55,53.5090909090909
2012-12-19,29.23,0.55,53.14545454545454
2012-12-20,29.25,0.55,53.18181818181818
2012-12-21,29.15,0.55,52.99999999999999
2012-12-24,29.14,0.55,52.98181818181818
2012-12-26,29.0,0.55,52.72727272727272
2012-12-27,28.75,0.55,52.272727272727266
2012-12-28,28.56,0.55,51.92727272727272
2012-12-31,29.25,0.55,53.18181818181818
2013-01-02,30.08,0.55,54.69090909090908
2013-01-03,30.17,0.55,54.85454545454545
2013-01-04,30.37,0.55,55.21818181818182
2013-01-07,30.11,0.55,54.74545454545454
2013-01-08,30.99,0.55,56.34545454545454
2013-01-09,30.96,0.55,56.29090909090909
2013-01-10,30.83,0.55,56.05454545454545
2013-01-11,31.05,0.55,56.45454545454545
2013-01-14,30.9,0.55,56.18181818181817
2013-01-15,30.76,0.55,55.92727272727272
2013-01-16,30.8,0.55,56.0
2013-01-17,31.0,0.55,56.36363636363636
2013-01-18,30.93,0.55,56.236363636363635
2013-01-22,30.9,0.55,56.18181818181817
2013-01-23,30.9,0.55,56.18181818181817
2013-01-24,31.1,0.55,56.54545454545455
2013-01-25,31.4,0.55,57.090909090909086
2013-01-28,31.5,0.55,57.272727272727266
2013-01-29,31.56,0.55,57.381818181818176
2013-01-30,31.65,0.55,57.54545454545454
2013-01-31,31.86,0.55,57.92727272727272
2013-02-01,32.1,0.55,58.36363636363636
2013-02-04,31.86,0.55,57.92727272727272
2013-02-05,31.98,0.55,58.14545454545454
2013-02-06,31.83,0.55,57.87272727272727
2013-02-07,32.17,0.55,58.49090909090909
2013-02-08,32.3,0.55,58.72727272727272
2013-02-11,32.15,0.55,58.454545454545446
2013-02-12,32.11,0.55,58.381818181818176
2013-02-13,32.15,0.55,58.454545454545446
2013-02-14,31.88,0.62,51.41935483870968
2013-02-15,31.5,0.62,50.806451612903224
2013-02-19,31.51,0.62,50.822580645161295
2013-02-20,31.11,0.62,50.17741935483871
2013-02-21,30.81,0.62,49.693548387096776
2013-02-22,31.5,0.62,50.806451612903224
2013-02-25,31.5,0.62,50.806451612903224
2013-02-26,31.59,0.62,50.95161290322581
2013-02-27,32.42,0.62,52.29032258064517
2013-02-28,32.25,0.62,52.016129032258064
2013-03-01,33.08,0.62,53.354838709677416
2013-03-04,33.33,0.62,53.75806451612903
2013-03-05,34.04,0.62,54.90322580645161
2013-03-06,33.24,0.62,53.612903225806456
2013-03-07,34.75,0.62,56.04838709677419
2013-03-08,34.99,0.62,56.435483870967744
2013-03-11,35.05,0.62,56.53225806451613
2013-03-12,34.96,0.62,56.38709677419355
2013-03-13,35.04,0.62,56.516129032258064
2013-03-14,35.3,0.62,56.93548387096774
2013-03-15,34.67,0.62,55.91935483870968
2013-03-18,34.74,0.62,56.032258064516135
2013-03-19,34.85,0.62,56.20967741935484
2013-03-20,35.25,0.62,56.854838709677416
2013-03-21,34.88,0.62,56.25806451612904
2013-03-22,34.96,0.62,56.38709677419355
2013-03-25,34.79,0.62,56.11290322580645
2013-03-26,34.88,0.62,56.25806451612904
2013-03-27,34.74,0.62,56.032258064516135
2013-03-28,34.77,0.62,56.08064516129033
2013-04-01,34.99,0.62,56.435483870967744
2013-04-02,35.01,0.62,56.467741935483865
2013-04-03,34.92,0.62,56.322580645161295
2013-04-04,34.86,0.62,56.225806451612904
2013-04-05,34.99,0.62,56.435483870967744
2013-04-08,35.28,0.62,56.903225806451616
2013-04-09,35.34,0.62,57.00000000000001
2013-04-10,36.38,0.62,58.67741935483871
2013-04-11,36.54,0.62,58.935483870967744
2013-04-12,36.74,0.62,59.25806451612904
2013-04-15,35.55,0.62,57.33870967741935
2013-04-16,35.63,0.62,57.46774193548388
2013-04-17,35.54,0.62,57.32258064516129
2013-04-18,35.0,0.62,56.45161290322581
2013-04-19,35.51,0.62,57.274193548387096
2013-04-22,35.45,0.62,57.17741935483871
2013-04-23,35.46,0.62,57.193548387096776
2013-04-24,35.41,0.62,57.11290322580645
2013-04-25,35.65,0.62,57.5
2013-04-26,35.39,0.62,57.08064516129033
2013-04-29,35.44,0.62,57.16129032258064
2013-04-30,35.45,0.62,57.17741935483871
2013-05-01,35.28,0.62,56.903225806451616
2013-05-02,35.93,0.62,57.95161290322581
2013-05-03,35.8,0.62,57.74193548387096
2013-05-06,35.63,0.62,57.46774193548388
2013-05-07,35.24,0.64,55.0625
2013-05-08,34.91,0.64,54.54687499999999
2013-05-09,35.2,0.64,55.0
2013-05-10,35.51,0.64,55.48437499999999
2013-05-13,34.93,0.64,54.578125
2013-05-14,35.29,0.64,55.140625
2013-05-15,35.36,0.64,55.25
2013-05-16,35.11,0.64,54.859375
2013-05-17,34.95,0.64,54.609375
2013-05-20,34.86,0.64,54.46875
2013-05-21,35.33,0.64,55.20312499999999
2013-05-22,35.13,0.64,54.890625
2013-05-23,35.2,0.64,55.0
2013-05-24,35.03,0.64,54.734375
2013-05-28,35.47,0.64,55.421875
2013-05-29,35.01,0.64,54.70312499999999
2013-05-30,35.16,0.64,54.93749999999999
2013-05-31,34.99,0.64,54.671875
2013-06-03,34.92,0.64,54.5625
2013-06-04,34.72,0.64,54.25
2013-06-05,33.77,0.64,52.76562500000001
2013-06-06,33.56,0.64,52.4375
2013-06-07,34.01,0.64,53.14062499999999
2013-06-10,33.01,0.64,51.57812499999999
2013-06-11,32.84,0.64,51.31250000000001
2013-06-12,32.62,0.64,50.96874999999999
2013-06-13,33.65,0.64,52.578125
2013-06-14,34.1,0.64,53.28125
2013-06-17,34.53,0.64,53.953125
2013-06-18,35.01,0.64,54.70312499999999
2013-06-19,34.33,0.64,53.64062499999999
2013-06-20,33.58,0.64,52.46874999999999
2013-06-21,33.74,0.64,52.71875
2013-06-24,33.86,0.64,52.90625
2013-06-25,33.69,0.64,52.64062499999999
2013-06-26,33.97,0.64,53.078125
2013-06-27,34.27,0.64,53.54687500000001
2013-06-28,34.88,0.64,54.5
2013-07-01,35.13,0.64,54.890625
2013-07-02,35.59,0.64,55.60937500000001
2013-07-03,36.44,0.64,56.93749999999999
2013-07-05,36.67,0.64,57.296875
2013-07-08,37.03,0.64,57.859375
2013-07-09,36.85,0.64,57.578125
2013-07-10,37.22,0.64,58.15625
2013-07-11,37.96,0.64,59.3125
2013-07-12,38.32,0.64,59.875
2013-07-15,38.12,0.64,59.56249999999999
2013-07-16,38.12,0.64,59.56249999999999
2013-07-17,38.37,0.64,59.95312499999999
2013-07-18,38.67,0.64,60.421875
2013-07-19,38.11,0.64,59.546875
2013-07-22,38.21,0.64,59.703125
2013-07-23,38.64,0.64,60.375
2013-07-24,38.48,0.64,60.12499999999999
2013-07-25,38.79,0.64,60.609375
2013-07-26,38.69,0.64,60.45312499999999
2013-07-29,38.44,0.64,60.06249999999999
2013-07-30,36.84,0.83,44.385542168674704
2013-07-31,36.33,0.83,43.7710843373494
2013-08-01,37.16,0.83,44.77108433734939
2013-08-02,37.42,0.83,45.08433734939759
2013-08-05,37.62,0.83,45.325301204819276
2013-08-06,37.54,0.83,45.22891566265061
2013-08-07,37.71,0.83,45.43373493975904
2013-08-08,37.57,0.83,45.265060240963855
2013-08-09,37.51,0.83,45.19277108433735
2013-08-12,37.42,0.83,45.08433734939759
2013-08-13,37.83,0.83,45.57831325301205
2013-08-14,37.46,0.83,45.13253012048193
2013-08-15,36.42,0.83,43.87951807228916
2013-08-16,36.37,0.83,43.81927710843373
2013-08-19,36.45,0.83,43.915662650602414
2013-08-20,36.41,0.83,43.86746987951807
2013-08-21,36.22,0.83,43.63855421686747
2013-08-22,36.48,0.83,43.95180722891566
2013-08-23,36.54,0.83,44.02409638554217
2013-08-26,36.74,0.83,44.26506024096386
2013-08-27,35.72,0.83,43.036144578313255
2013-08-28,35.76,0.83,43.08433734939759
2013-08-29,35.76,0.83,43.08433734939759
2013-08-30,35.58,0.83,42.86746987951807
2013-09-03,35.51,0.83,42.78313253012048
2013-09-04,35.42,0.83,42.674698795180724
2013-09-05,35.51,0.83,42.78313253012048
2013-09-06,35.51,0.83,42.78313253012048
2013-09-09,35.83,0.83,43.16867469879518
2013-09-10,35.74,0.83,43.06024096385543
2013-09-11,36.04,0.83,43.42168674698795
2013-09-12,35.92,0.83,43.277108433734945
2013-09-13,35.9,0.83,43.25301204819277
2013-09-16,36.31,0.83,43.746987951807235
2013-09-17,36.78,0.83,44.31325301204819
2013-09-18,36.97,0.83,44.54216867469879
2013-09-19,37.4,0.83,45.06024096385542
2013-09-20,37.32,0.83,44.96385542168675
2013-09-23,36.67,0.83,44.18072289156627
2013-09-24,36.62,0.83,44.12048192771084
2013-09-25,36.9,0.83,44.45783132530121
2013-09-26,38.53,0.83,46.42168674698796
2013-09-27,38.88,0.83,46.84337349397591
2013-09-30,39.06,0.83,47.06024096385543
2013-10-01,38.54,0.83,46.433734939759034
2013-10-02,38.12,0.83,45.9277108433735
2013-10-03,37.63,0.83,45.337349397590366
2013-10-04,37.58,0.83,45.27710843373494
2013-10-07,37.01,0.83,44.59036144578313
2013-10-08,36.24,0.83,43.66265060240964
2013-10-09,35.95,0.83,43.3132530120482
2013-10-10,36.7,0.83,44.216867469879524
2013-10-11,36.76,0.83,44.28915662650602
2013-10-14,36.76,0.83,44.28915662650602
2013-10-15,36.4,0.83,43.855421686746986
2013-10-16,36.96,0.83,44.53012048192772
2013-10-17,37.4,0.83,45.06024096385542
2013-10-18,37.74,0.83,45.4698795180723
2013-10-21,38.0,0.83,45.78313253012048
2013-10-22,39.13,0.83,47.14457831325302
2013-10-23,39.01,0.83,47.0
2013-10-24,39.45,0.83,47.53012048192772
2013-10-25,39.69,0.83,47.81927710843374
2013-10-28,39.56,0.83,47.66265060240964
2013-10-29,39.44,0.83,47.51807228915663
2013-10-30,39.08,0.83,47.08433734939759
2013-10-31,41.36,0.71,58.25352112676057
2013-11-01,40.6,0.71,57.1830985915493
2013-11-04,40.17,0.71,56.5774647887324
2013-11-05,40.35,0.71,56.83098591549296
2013-11-06,39.78,0.71,56.02816901408451
2013-11-07,39.24,0.71,55.26760563380282
2013-11-08,39.53,0.71,55.676056338028175
2013-11-11,39.29,0.71,55.33802816901409
2013-11-12,39.01,0.71,54.943661971830984
2013-11-13,39.65,0.71,55.845070422535215
2013-11-14,39.72,0.71,55.943661971830984
2013-11-15,39.7,0.71,55.91549295774649
2013-11-18,39.63,0.71,55.81690140845071
2013-11-19,39.47,0.71,55.59154929577465
2013-11-20,39.58,0.71,55.74647887323944
2013-11-21,39.51,0.71,55.647887323943664
2013-11-22,39.79,0.71,56.04225352112676
2013-11-25,39.71,0.71,55.929577464788736
