date,ZBRA,ZBRA_EPS,PE Ratio
1991-10-17,3.67,0.03,122.33333333333333
1991-10-18,3.61,0.03,120.33333333333333
1991-10-21,3.78,0.03,126.0
1991-10-22,3.86,0.03,128.66666666666666
1991-10-23,3.75,0.03,125.0
1991-10-24,3.89,0.03,129.66666666666669
1991-10-25,3.67,0.03,122.33333333333333
1991-10-28,3.83,0.03,127.66666666666667
1991-10-29,3.72,0.03,124.00000000000001
1991-10-30,3.67,0.03,122.33333333333333
1991-10-31,3.67,0.03,122.33333333333333
1991-11-01,3.81,0.03,127.0
1991-11-04,3.72,0.03,124.00000000000001
1991-11-05,3.72,0.03,124.00000000000001
1991-11-06,3.72,0.03,124.00000000000001
1991-11-07,3.72,0.03,124.00000000000001
1991-11-08,3.83,0.03,127.66666666666667
1991-11-11,3.89,0.03,129.66666666666669
1991-11-12,3.94,0.03,131.33333333333334
1991-11-13,4.0,0.03,133.33333333333334
1991-11-14,3.94,0.03,131.33333333333334
1991-11-15,3.89,0.03,129.66666666666669
1991-11-18,3.83,0.03,127.66666666666667
1991-11-19,3.89,0.03,129.66666666666669
1991-11-20,3.94,0.03,131.33333333333334
1991-11-21,3.83,0.03,127.66666666666667
1991-11-22,3.83,0.03,127.66666666666667
1991-11-25,3.83,0.03,127.66666666666667
1991-11-26,3.83,0.03,127.66666666666667
1991-11-27,3.94,0.03,131.33333333333334
1991-11-29,3.83,0.03,127.66666666666667
1991-12-02,3.78,0.03,126.0
1991-12-03,3.83,0.03,127.66666666666667
1991-12-04,3.89,0.03,129.66666666666669
1991-12-05,3.94,0.03,131.33333333333334
1991-12-06,3.83,0.03,127.66666666666667
1991-12-09,3.78,0.03,126.0
1991-12-10,3.72,0.03,124.00000000000001
1991-12-11,3.28,0.03,109.33333333333333
1991-12-12,3.42,0.03,114.0
1991-12-13,3.33,0.03,111.0
1991-12-16,3.44,0.03,114.66666666666667
1991-12-17,3.44,0.03,114.66666666666667
1991-12-18,3.39,0.03,113.00000000000001
1991-12-19,3.39,0.03,113.00000000000001
1991-12-20,3.39,0.03,113.00000000000001
1991-12-23,3.33,0.03,111.0
1991-12-24,3.44,0.03,114.66666666666667
1991-12-26,3.44,0.03,114.66666666666667
1991-12-27,3.56,0.03,118.66666666666667
1991-12-30,3.61,0.03,120.33333333333333
1991-12-31,3.72,0.03,124.00000000000001
1992-01-02,3.83,0.03,127.66666666666667
1992-01-03,3.78,0.03,126.0
1992-01-06,3.94,0.03,131.33333333333334
1992-01-07,3.94,0.03,131.33333333333334
1992-01-08,4.44,0.03,148.00000000000003
1992-01-09,4.61,0.03,153.66666666666669
1992-01-10,4.5,0.03,150.0
1992-01-13,4.5,0.03,150.0
1992-01-14,4.44,0.03,148.00000000000003
1992-01-15,4.56,0.03,152.0
1992-01-16,4.78,0.03,159.33333333333334
1992-01-17,4.67,0.03,155.66666666666666
1992-01-20,4.72,0.03,157.33333333333334
1992-01-21,4.5,0.03,150.0
1992-01-22,4.72,0.03,157.33333333333334
1992-01-23,4.58,0.03,152.66666666666669
1992-01-24,4.67,0.03,155.66666666666666
1992-01-27,4.72,0.03,157.33333333333334
1992-01-28,4.67,0.03,155.66666666666666
1992-01-29,4.5,0.03,150.0
1992-01-30,4.5,0.03,150.0
1992-01-31,4.61,0.03,153.66666666666669
1992-02-03,4.61,0.03,153.66666666666669
1992-02-04,4.39,0.03,146.33333333333331
1992-02-05,4.56,0.03,152.0
1992-02-06,4.39,0.03,146.33333333333331
1992-02-07,4.44,0.03,148.00000000000003
1992-02-10,4.5,0.03,150.0
1992-02-11,4.39,0.03,146.33333333333331
1992-02-12,4.5,0.03,150.0
1992-02-13,4.5,0.03,150.0
1992-02-14,4.39,0.03,146.33333333333331
1992-02-18,4.44,0.03,148.00000000000003
1992-02-19,4.25,0.03,141.66666666666669
1992-02-20,4.42,0.03,147.33333333333334
1992-02-21,4.33,0.03,144.33333333333334
1992-02-24,4.33,0.03,144.33333333333334
1992-02-25,4.17,0.03,139.0
1992-02-26,4.33,0.03,144.33333333333334
1992-02-27,4.33,0.03,144.33333333333334
1992-02-28,4.44,0.03,148.00000000000003
1992-03-02,4.39,0.03,146.33333333333331
1992-03-03,4.39,0.03,146.33333333333331
1992-03-04,4.39,0.03,146.33333333333331
1992-03-05,4.28,0.03,142.66666666666669
1992-03-06,4.17,0.03,139.0
1992-03-09,4.14,0.03,138.0
1992-03-10,4.28,0.03,142.66666666666669
1992-03-11,4.28,0.03,142.66666666666669
1992-03-12,4.11,0.03,137.00000000000003
1992-03-13,4.28,0.03,142.66666666666669
1992-03-16,4.17,0.03,139.0
1992-03-17,4.06,0.03,135.33333333333331
1992-03-18,4.22,0.03,140.66666666666666
1992-03-19,4.22,0.03,140.66666666666666
1992-03-20,4.22,0.03,140.66666666666666
1992-03-23,4.17,0.03,139.0
1992-03-24,4.17,0.03,139.0
1992-03-25,4.06,0.03,135.33333333333331
1992-03-26,4.17,0.03,139.0
1992-03-27,4.06,0.03,135.33333333333331
1992-03-30,4.06,0.03,135.33333333333331
1992-03-31,4.06,0.03,135.33333333333331
1992-04-01,4.06,0.03,135.33333333333331
1992-04-02,4.14,0.03,138.0
1992-04-03,4.11,0.03,137.00000000000003
1992-04-06,4.06,0.03,135.33333333333331
1992-04-07,3.72,0.03,124.00000000000001
1992-04-08,3.56,0.03,118.66666666666667
1992-04-09,3.72,0.03,124.00000000000001
1992-04-10,3.78,0.03,126.0
1992-04-13,3.94,0.03,131.33333333333334
1992-04-14,4.0,0.03,133.33333333333334
1992-04-15,3.94,0.03,131.33333333333334
1992-04-16,3.83,0.03,127.66666666666667
1992-04-20,3.83,0.03,127.66666666666667
1992-04-21,3.81,0.03,127.0
1992-04-22,3.94,0.03,131.33333333333334
1992-04-23,3.83,0.03,127.66666666666667
1992-04-24,4.0,0.03,133.33333333333334
1992-04-27,4.0,0.03,133.33333333333334
1992-04-28,3.89,0.03,129.66666666666669
1992-04-29,3.83,0.03,127.66666666666667
1992-04-30,3.94,0.03,131.33333333333334
1992-05-01,4.0,0.03,133.33333333333334
1992-05-04,3.94,0.03,131.33333333333334
1992-05-05,4.22,0.03,140.66666666666666
1992-05-06,4.17,0.03,139.0
1992-05-07,4.17,0.03,139.0
1992-05-08,4.22,0.03,140.66666666666666
1992-05-11,4.17,0.03,139.0
1992-05-12,4.22,0.03,140.66666666666666
1992-05-13,4.17,0.03,139.0
1992-05-14,4.17,0.03,139.0
1992-05-15,4.33,0.03,144.33333333333334
1992-05-18,4.22,0.03,140.66666666666666
1992-05-19,4.5,0.03,150.0
1992-05-20,4.61,0.03,153.66666666666669
1992-05-21,4.5,0.03,150.0
1992-05-22,4.5,0.03,150.0
1992-05-26,4.39,0.03,146.33333333333331
1992-05-27,4.39,0.03,146.33333333333331
1992-05-28,4.39,0.03,146.33333333333331
1992-05-29,4.33,0.03,144.33333333333334
1992-06-01,4.28,0.03,142.66666666666669
1992-06-02,4.17,0.03,139.0
1992-06-03,4.33,0.03,144.33333333333334
1992-06-04,4.17,0.03,139.0
1992-06-05,4.33,0.03,144.33333333333334
1992-06-08,4.28,0.03,142.66666666666669
1992-06-09,4.22,0.03,140.66666666666666
1992-06-10,4.33,0.03,144.33333333333334
1992-06-11,4.22,0.03,140.66666666666666
1992-06-12,4.0,0.03,133.33333333333334
1992-06-15,4.0,0.03,133.33333333333334
1992-06-16,4.11,0.03,137.00000000000003
1992-06-17,3.89,0.03,129.66666666666669
1992-06-18,3.72,0.03,124.00000000000001
1992-06-19,3.94,0.03,131.33333333333334
1992-06-22,3.78,0.03,126.0
1992-06-23,3.78,0.03,126.0
1992-06-24,3.78,0.03,126.0
1992-06-25,3.89,0.03,129.66666666666669
1992-06-26,3.56,0.03,118.66666666666667
1992-06-29,3.78,0.03,126.0
1992-06-30,4.06,0.03,135.33333333333331
1992-07-01,3.94,0.03,131.33333333333334
1992-07-02,4.0,0.03,133.33333333333334
1992-07-06,4.11,0.03,137.00000000000003
1992-07-07,4.11,0.03,137.00000000000003
1992-07-08,4.03,0.03,134.33333333333334
1992-07-09,4.06,0.03,135.33333333333331
1992-07-10,4.06,0.03,135.33333333333331
1992-07-13,4.06,0.03,135.33333333333331
1992-07-14,4.22,0.03,140.66666666666666
1992-07-15,4.22,0.03,140.66666666666666
1992-07-16,4.28,0.03,142.66666666666669
1992-07-17,4.22,0.03,140.66666666666666
1992-07-20,4.17,0.03,139.0
1992-07-21,4.11,0.03,137.00000000000003
1992-07-22,3.94,0.03,131.33333333333334
1992-07-23,3.89,0.03,129.66666666666669
1992-07-24,3.83,0.03,127.66666666666667
1992-07-27,3.72,0.03,124.00000000000001
1992-07-28,3.86,0.03,128.66666666666666
1992-07-29,3.83,0.03,127.66666666666667
1992-07-30,3.89,0.03,129.66666666666669
1992-07-31,3.83,0.03,127.66666666666667
1992-08-03,3.78,0.03,126.0
1992-08-04,3.61,0.03,120.33333333333333
1992-08-05,3.44,0.03,114.66666666666667
1992-08-06,3.42,0.03,114.0
1992-08-07,3.28,0.03,109.33333333333333
1992-08-10,3.33,0.03,111.0
1992-08-11,3.44,0.03,114.66666666666667
1992-08-12,3.56,0.03,118.66666666666667
1992-08-13,3.56,0.03,118.66666666666667
1992-08-14,3.61,0.03,120.33333333333333
1992-08-17,3.67,0.03,122.33333333333333
1992-08-18,3.72,0.03,124.00000000000001
1992-08-19,3.75,0.03,125.0
1992-08-20,3.78,0.03,126.0
1992-08-21,3.67,0.03,122.33333333333333
1992-08-24,3.53,0.03,117.66666666666667
1992-08-25,3.5,0.03,116.66666666666667
1992-08-26,3.56,0.03,118.66666666666667
1992-08-27,3.83,0.03,127.66666666666667
1992-08-28,3.89,0.03,129.66666666666669
1992-08-31,3.78,0.03,126.0
1992-09-01,3.78,0.03,126.0
1992-09-02,4.11,0.03,137.00000000000003
1992-09-03,4.11,0.03,137.00000000000003
1992-09-04,3.89,0.03,129.66666666666669
1992-09-08,3.89,0.03,129.66666666666669
1992-09-09,3.89,0.03,129.66666666666669
1992-09-10,4.0,0.03,133.33333333333334
1992-09-11,4.06,0.03,135.33333333333331
1992-09-14,4.0,0.03,133.33333333333334
1992-09-15,3.83,0.03,127.66666666666667
1992-09-16,3.94,0.03,131.33333333333334
1992-09-17,3.94,0.03,131.33333333333334
1992-09-18,4.0,0.03,133.33333333333334
1992-09-21,4.0,0.03,133.33333333333334
1992-09-22,4.11,0.03,137.00000000000003
1992-09-23,3.94,0.03,131.33333333333334
1992-09-24,4.11,0.03,137.00000000000003
1992-09-25,3.89,0.03,129.66666666666669
1992-09-28,3.89,0.03,129.66666666666669
1992-09-29,3.83,0.03,127.66666666666667
1992-09-30,3.94,0.03,131.33333333333334
1992-10-01,3.94,0.03,131.33333333333334
1992-10-02,3.83,0.03,127.66666666666667
1992-10-05,3.67,0.03,122.33333333333333
1992-10-06,3.83,0.03,127.66666666666667
1992-10-07,3.72,0.03,124.00000000000001
1992-10-08,3.5,0.03,116.66666666666667
1992-10-09,3.56,0.03,118.66666666666667
1992-10-12,3.5,0.03,116.66666666666667
1992-10-13,3.44,0.03,114.66666666666667
1992-10-14,3.44,0.03,114.66666666666667
1992-10-15,3.44,0.03,114.66666666666667
1992-10-16,3.44,0.03,114.66666666666667
1992-10-19,3.61,0.03,120.33333333333333
1992-10-20,3.61,0.03,120.33333333333333
1992-10-21,3.5,0.03,116.66666666666667
1992-10-22,3.67,0.03,122.33333333333333
1992-10-23,3.78,0.03,126.0
1992-10-26,4.11,0.03,137.00000000000003
1992-10-27,4.06,0.03,135.33333333333331
1992-10-28,4.22,0.03,140.66666666666666
1992-10-29,4.17,0.03,139.0
1992-10-30,4.28,0.03,142.66666666666669
1992-11-02,4.25,0.03,141.66666666666669
1992-11-03,4.17,0.03,139.0
1992-11-04,4.17,0.03,139.0
1992-11-05,4.22,0.03,140.66666666666666
1992-11-06,4.33,0.03,144.33333333333334
1992-11-09,4.67,0.03,155.66666666666666
1992-11-10,4.67,0.03,155.66666666666666
1992-11-11,4.67,0.03,155.66666666666666
1992-11-12,4.61,0.03,153.66666666666669
1992-11-13,4.72,0.03,157.33333333333334
1992-11-16,4.72,0.03,157.33333333333334
1992-11-17,4.56,0.03,152.0
1992-11-18,4.5,0.03,150.0
1992-11-19,4.64,0.03,154.66666666666666
1992-11-20,4.56,0.03,152.0
1992-11-23,4.61,0.03,153.66666666666669
1992-11-24,4.78,0.03,159.33333333333334
1992-11-25,4.67,0.03,155.66666666666666
1992-11-27,4.67,0.03,155.66666666666666
1992-11-30,4.78,0.03,159.33333333333334
1992-12-01,4.67,0.03,155.66666666666666
1992-12-02,4.67,0.03,155.66666666666666
1992-12-03,4.67,0.03,155.66666666666666
1992-12-04,4.78,0.03,159.33333333333334
1992-12-07,5.11,0.03,170.33333333333334
1992-12-08,5.0,0.03,166.66666666666669
1992-12-09,5.0,0.03,166.66666666666669
1992-12-10,5.11,0.03,170.33333333333334
1992-12-11,5.11,0.03,170.33333333333334
1992-12-14,5.06,0.03,168.66666666666666
1992-12-15,5.06,0.03,168.66666666666666
1992-12-16,5.06,0.03,168.66666666666666
1992-12-17,5.06,0.03,168.66666666666666
1992-12-18,5.11,0.03,170.33333333333334
1992-12-21,5.17,0.03,172.33333333333334
1992-12-22,5.28,0.03,176.00000000000003
1992-12-23,5.22,0.03,174.0
1992-12-24,5.5,0.03,183.33333333333334
1992-12-28,5.33,0.03,177.66666666666669
1992-12-29,5.22,0.03,174.0
1992-12-30,5.22,0.03,174.0
1992-12-31,5.33,0.03,177.66666666666669
1993-01-04,5.28,0.03,176.00000000000003
1993-01-05,5.31,0.03,177.0
1993-01-06,5.36,0.03,178.66666666666669
1993-01-07,5.22,0.03,174.0
1993-01-08,5.22,0.03,174.0
1993-01-11,5.11,0.03,170.33333333333334
1993-01-12,5.22,0.03,174.0
1993-01-13,5.22,0.03,174.0
1993-01-14,5.22,0.03,174.0
1993-01-15,5.28,0.03,176.00000000000003
1993-01-18,5.44,0.03,181.33333333333334
1993-01-19,5.44,0.03,181.33333333333334
1993-01-20,5.56,0.03,185.33333333333331
1993-01-21,5.56,0.03,185.33333333333331
1993-01-22,5.56,0.03,185.33333333333331
1993-01-25,5.72,0.03,190.66666666666666
1993-01-26,5.72,0.03,190.66666666666666
1993-01-27,5.56,0.03,185.33333333333331
1993-01-28,5.39,0.03,179.66666666666666
1993-01-29,5.39,0.03,179.66666666666666
1993-02-01,5.44,0.03,181.33333333333334
1993-02-02,5.44,0.03,181.33333333333334
1993-02-03,5.56,0.03,185.33333333333331
1993-02-04,5.39,0.03,179.66666666666666
1993-02-05,5.22,0.03,174.0
1993-02-08,5.17,0.03,172.33333333333334
1993-02-09,5.11,0.03,170.33333333333334
1993-02-10,5.0,0.03,166.66666666666669
1993-02-11,5.11,0.03,170.33333333333334
1993-02-12,5.06,0.03,168.66666666666666
1993-02-16,4.89,0.03,163.0
1993-02-17,4.56,0.03,152.0
1993-02-18,4.61,0.03,153.66666666666669
1993-02-19,4.61,0.03,153.66666666666669
1993-02-22,4.61,0.03,153.66666666666669
1993-02-23,4.67,0.03,155.66666666666666
1993-02-24,4.83,0.03,161.0
1993-02-25,4.89,0.03,163.0
1993-02-26,5.17,0.03,172.33333333333334
1993-03-01,5.06,0.03,168.66666666666666
1993-03-02,5.11,0.03,170.33333333333334
1993-03-03,5.28,0.03,176.00000000000003
1993-03-04,5.22,0.03,174.0
1993-03-05,4.94,0.03,164.66666666666669
1993-03-08,4.89,0.03,163.0
1993-03-09,5.06,0.03,168.66666666666666
1993-03-10,5.06,0.03,168.66666666666666
1993-03-11,5.11,0.03,170.33333333333334
1993-03-12,5.0,0.03,166.66666666666669
1993-03-15,5.03,0.03,167.66666666666669
1993-03-16,4.97,0.03,165.66666666666666
1993-03-17,4.94,0.03,164.66666666666669
1993-03-18,4.94,0.03,164.66666666666669
1993-03-19,5.0,0.03,166.66666666666669
1993-03-22,5.06,0.03,168.66666666666666
1993-03-23,5.17,0.03,172.33333333333334
1993-03-24,5.28,0.03,176.00000000000003
1993-03-25,5.33,0.03,177.66666666666669
1993-03-26,5.22,0.03,174.0
1993-03-29,5.5,0.03,183.33333333333334
1993-03-30,5.61,0.03,187.00000000000003
1993-03-31,5.78,0.03,192.66666666666669
1993-04-01,5.89,0.03,196.33333333333334
1993-04-02,5.89,0.03,196.33333333333334
1993-04-05,6.11,0.03,203.66666666666669
1993-04-06,6.17,0.03,205.66666666666669
1993-04-07,6.0,0.03,200.0
1993-04-08,6.06,0.03,202.0
1993-04-12,6.06,0.03,202.0
1993-04-13,6.11,0.03,203.66666666666669
1993-04-14,6.44,0.03,214.66666666666669
1993-04-15,6.39,0.03,213.0
1993-04-16,6.56,0.03,218.66666666666666
1993-04-19,6.67,0.03,222.33333333333334
1993-04-20,6.72,0.03,224.0
1993-04-21,6.61,0.03,220.33333333333334
1993-04-22,6.67,0.03,222.33333333333334
1993-04-23,6.61,0.03,220.33333333333334
1993-04-26,6.47,0.03,215.66666666666666
1993-04-27,6.44,0.03,214.66666666666669
1993-04-28,6.42,0.03,214.0
1993-04-29,6.44,0.03,214.66666666666669
1993-04-30,6.72,0.03,224.0
1993-05-03,6.89,0.03,229.66666666666666
1993-05-04,7.33,0.03,244.33333333333334
1993-05-05,7.56,0.03,252.0
1993-05-06,7.67,0.03,255.66666666666669
1993-05-07,7.33,0.03,244.33333333333334
1993-05-10,7.33,0.03,244.33333333333334
1993-05-11,7.33,0.03,244.33333333333334
1993-05-12,7.36,0.03,245.33333333333334
1993-05-13,7.17,0.03,239.0
1993-05-14,7.17,0.03,239.0
1993-05-17,7.44,0.03,248.00000000000003
1993-05-18,8.0,0.03,266.6666666666667
1993-05-19,8.28,0.03,276.0
1993-05-20,8.22,0.03,274.00000000000006
1993-05-21,8.28,0.03,276.0
1993-05-24,8.28,0.03,276.0
1993-05-25,8.11,0.03,270.3333333333333
1993-05-26,8.06,0.03,268.6666666666667
1993-05-27,8.06,0.03,268.6666666666667
1993-05-28,8.11,0.03,270.3333333333333
1993-06-01,8.28,0.03,276.0
1993-06-02,8.17,0.03,272.3333333333333
1993-06-03,8.17,0.03,272.3333333333333
1993-06-04,8.06,0.03,268.6666666666667
1993-06-07,8.22,0.03,274.00000000000006
1993-06-08,8.28,0.03,276.0
1993-06-09,8.22,0.03,274.00000000000006
1993-06-10,8.11,0.03,270.3333333333333
1993-06-11,8.11,0.03,270.3333333333333
1993-06-14,8.11,0.03,270.3333333333333
1993-06-15,8.17,0.03,272.3333333333333
1993-06-16,8.17,0.03,272.3333333333333
1993-06-17,8.22,0.03,274.00000000000006
1993-06-18,8.28,0.03,276.0
1993-06-21,8.28,0.03,276.0
1993-06-22,8.67,0.03,289.0
1993-06-23,8.72,0.03,290.6666666666667
1993-06-24,8.72,0.03,290.6666666666667
1993-06-25,8.86,0.03,295.3333333333333
1993-06-28,8.78,0.03,292.66666666666663
1993-06-29,8.67,0.03,289.0
1993-06-30,9.11,0.03,303.6666666666667
1993-07-01,9.11,0.03,303.6666666666667
1993-07-02,9.11,0.03,303.6666666666667
1993-07-06,9.28,0.03,309.3333333333333
1993-07-07,9.28,0.03,309.3333333333333
1993-07-08,9.22,0.03,307.33333333333337
1993-07-09,9.22,0.03,307.33333333333337
1993-07-12,8.94,0.03,298.0
1993-07-13,8.61,0.03,287.0
1993-07-14,8.61,0.03,287.0
1993-07-15,8.61,0.03,287.0
1993-07-16,8.0,0.03,266.6666666666667
1993-07-19,7.56,0.03,252.0
1993-07-20,8.08,0.03,269.33333333333337
1993-07-21,8.22,0.03,274.00000000000006
1993-07-22,8.42,0.03,280.6666666666667
1993-07-23,8.17,0.03,272.3333333333333
1993-07-26,8.17,0.03,272.3333333333333
1993-07-27,7.89,0.03,263.0
1993-07-28,7.94,0.03,264.6666666666667
1993-07-29,7.72,0.03,257.3333333333333
1993-07-30,7.61,0.03,253.66666666666669
1993-08-02,7.94,0.03,264.6666666666667
1993-08-03,7.92,0.03,264.0
1993-08-04,8.28,0.03,276.0
1993-08-05,8.56,0.03,285.33333333333337
1993-08-06,8.33,0.03,277.6666666666667
1993-08-09,8.56,0.03,285.33333333333337
1993-08-10,8.67,0.03,289.0
1993-08-11,8.67,0.03,289.0
1993-08-12,8.61,0.03,287.0
1993-08-13,8.61,0.03,287.0
1993-08-16,8.72,0.03,290.6666666666667
1993-08-17,9.33,0.03,311.0
1993-08-18,9.78,0.03,326.0
1993-08-19,9.5,0.03,316.6666666666667
1993-08-20,9.06,0.03,302.0
1993-08-23,8.89,0.03,296.33333333333337
1993-08-24,9.0,0.03,300.0
1993-08-25,9.11,0.03,303.6666666666667
1993-08-26,8.94,0.03,298.0
1993-08-27,8.61,0.03,287.0
1993-08-30,8.83,0.03,294.33333333333337
1993-08-31,8.61,0.03,287.0
1993-09-01,9.06,0.03,302.0
1993-09-02,9.33,0.03,311.0
1993-09-03,9.0,0.03,300.0
1993-09-07,8.89,0.03,296.33333333333337
1993-09-08,8.61,0.03,287.0
1993-09-09,8.72,0.03,290.6666666666667
1993-09-10,9.17,0.03,305.6666666666667
1993-09-13,9.5,0.03,316.6666666666667
1993-09-14,9.22,0.03,307.33333333333337
1993-09-15,9.28,0.03,309.3333333333333
1993-09-16,9.56,0.03,318.6666666666667
1993-09-17,9.36,0.03,312.0
1993-09-20,9.0,0.03,300.0
1993-09-21,8.67,0.03,289.0
1993-09-22,8.92,0.03,297.3333333333333
1993-09-23,8.78,0.03,292.66666666666663
1993-09-24,9.39,0.03,313.00000000000006
1993-09-27,9.39,0.03,313.00000000000006
1993-09-28,9.22,0.03,307.33333333333337
1993-09-29,9.5,0.03,316.6666666666667
1993-09-30,9.89,0.03,329.6666666666667
1993-10-01,10.0,0.03,333.33333333333337
1993-10-04,9.89,0.03,329.6666666666667
1993-10-05,10.67,0.03,355.6666666666667
1993-10-06,10.83,0.03,361.0
1993-10-07,10.56,0.03,352.00000000000006
1993-10-08,10.44,0.03,348.0
1993-10-11,10.44,0.03,348.0
1993-10-12,10.39,0.03,346.33333333333337
1993-10-13,10.75,0.03,358.33333333333337
1993-10-14,10.72,0.03,357.33333333333337
1993-10-15,10.94,0.03,364.6666666666667
1993-10-18,10.89,0.03,363.00000000000006
1993-10-19,10.89,0.03,363.00000000000006
1993-10-20,11.33,0.03,377.6666666666667
1993-10-21,11.11,0.03,370.3333333333333
1993-10-22,11.44,0.03,381.3333333333333
1993-10-25,11.44,0.03,381.3333333333333
1993-10-26,11.06,0.03,368.6666666666667
1993-10-27,11.17,0.03,372.33333333333337
1993-10-28,11.53,0.03,384.3333333333333
1993-10-29,11.5,0.03,383.33333333333337
1993-11-01,11.67,0.03,389.0
1993-11-02,11.78,0.03,392.6666666666667
1993-11-03,11.78,0.03,392.6666666666667
1993-11-04,11.72,0.03,390.6666666666667
1993-11-05,11.67,0.03,389.0
1993-11-08,11.67,0.03,389.0
1993-11-09,12.22,0.03,407.33333333333337
1993-11-10,12.56,0.03,418.6666666666667
1993-11-11,12.94,0.03,431.3333333333333
1993-11-12,12.78,0.03,426.0
1993-11-15,12.39,0.03,413.00000000000006
1993-11-16,12.61,0.03,420.3333333333333
1993-11-17,12.28,0.03,409.3333333333333
1993-11-18,11.69,0.03,389.6666666666667
1993-11-19,11.19,0.03,373.0
1993-11-22,10.61,0.03,353.6666666666667
1993-11-23,11.39,0.03,379.6666666666667
1993-11-24,11.72,0.03,390.6666666666667
1993-11-26,11.56,0.03,385.33333333333337
1993-11-29,12.67,0.03,422.33333333333337
1993-11-30,12.72,0.03,424.00000000000006
1993-12-01,12.72,0.03,424.00000000000006
1993-12-02,13.28,0.03,442.6666666666667
1993-12-03,12.92,0.03,430.6666666666667
1993-12-06,12.81,0.03,427.00000000000006
1993-12-07,12.58,0.03,419.33333333333337
1993-12-08,12.56,0.03,418.6666666666667
1993-12-09,12.14,0.03,404.6666666666667
1993-12-10,11.78,0.03,392.6666666666667
1993-12-13,11.89,0.03,396.33333333333337
1993-12-14,11.94,0.03,398.0
1993-12-15,12.11,0.03,403.6666666666667
1993-12-16,12.42,0.03,414.0
1993-12-17,12.61,0.03,420.3333333333333
1993-12-20,12.56,0.03,418.6666666666667
1993-12-21,12.44,0.03,414.6666666666667
1993-12-22,12.25,0.03,408.33333333333337
1993-12-23,12.36,0.03,412.0
1993-12-27,12.64,0.03,421.33333333333337
1993-12-28,12.47,0.03,415.6666666666667
1993-12-29,12.44,0.03,414.6666666666667
1993-12-30,12.44,0.03,414.6666666666667
1993-12-31,12.58,0.03,419.33333333333337
1994-01-03,12.19,0.03,406.3333333333333
1994-01-04,11.89,0.03,396.33333333333337
1994-01-05,12.06,0.03,402.00000000000006
1994-01-06,11.61,0.03,387.0
1994-01-07,11.72,0.03,390.6666666666667
1994-01-10,11.83,0.03,394.33333333333337
1994-01-11,12.11,0.03,403.6666666666667
1994-01-12,12.17,0.03,405.6666666666667
1994-01-13,12.22,0.03,407.33333333333337
1994-01-14,12.44,0.03,414.6666666666667
1994-01-17,12.33,0.03,411.0
1994-01-18,12.33,0.03,411.0
1994-01-19,12.33,0.03,411.0
1994-01-20,11.5,0.03,383.33333333333337
1994-01-21,11.0,0.03,366.6666666666667
1994-01-24,10.78,0.03,359.3333333333333
1994-01-25,10.83,0.03,361.0
1994-01-26,11.14,0.03,371.33333333333337
1994-01-27,11.06,0.03,368.6666666666667
1994-01-28,10.61,0.03,353.6666666666667
1994-01-31,10.67,0.03,355.6666666666667
1994-02-01,9.92,0.03,330.6666666666667
1994-02-02,9.56,0.03,318.6666666666667
1994-02-03,10.5,0.03,350.0
1994-02-04,10.11,0.03,337.0
1994-02-07,10.39,0.03,346.33333333333337
1994-02-08,10.17,0.03,339.0
