date,PH,PH_EPS,PE Ratio
1991-05-07,7.56,,
1991-05-08,7.56,,
1991-05-09,7.85,,
1991-05-10,7.81,,
1991-05-13,7.93,,
1991-05-14,7.96,,
1991-05-15,7.89,,
1991-05-16,7.81,,
1991-05-17,7.74,,
1991-05-20,7.81,,
1991-05-21,7.78,,
1991-05-22,7.7,,
1991-05-23,7.63,,
1991-05-24,7.7,,
1991-05-28,7.93,,
1991-05-29,8.11,,
1991-05-30,8.3,,
1991-05-31,8.67,,
1991-06-03,8.93,,
1991-06-04,8.85,,
1991-06-05,8.44,,
1991-06-06,8.48,,
1991-06-07,8.3,,
1991-06-10,8.07,,
1991-06-11,8.15,,
1991-06-12,8.19,,
1991-06-13,8.19,,
1991-06-14,8.33,,
1991-06-17,8.22,,
1991-06-18,8.22,,
1991-06-19,8.19,,
1991-06-20,7.96,,
1991-06-21,8.26,,
1991-06-24,8.11,,
1991-06-25,8.19,,
1991-06-26,8.04,,
1991-06-27,8.04,,
1991-06-28,7.96,,
1991-07-01,7.89,,
1991-07-02,8.0,,
1991-07-03,7.96,,
1991-07-05,8.04,,
1991-07-08,8.04,,
1991-07-09,7.93,,
1991-07-10,7.96,,
1991-07-11,8.0,,
1991-07-12,8.0,,
1991-07-15,8.0,,
1991-07-16,8.0,,
1991-07-17,8.0,,
1991-07-18,8.0,,
1991-07-19,8.11,,
1991-07-22,8.11,,
1991-07-23,8.11,,
1991-07-24,8.07,,
1991-07-25,8.0,,
1991-07-26,7.96,,
1991-07-29,7.96,,
1991-07-30,8.0,,
1991-07-31,7.89,,
1991-08-01,7.89,,
1991-08-02,7.89,,
1991-08-05,7.85,,
1991-08-06,8.0,,
1991-08-07,7.96,,
1991-08-08,7.78,,
1991-08-09,7.74,,
1991-08-12,7.74,,
1991-08-13,7.7,,
1991-08-14,7.7,,
1991-08-15,7.81,,
1991-08-16,7.81,,
1991-08-19,7.56,,
1991-08-20,7.56,,
1991-08-21,7.78,,
1991-08-22,7.74,,
1991-08-23,7.89,,
1991-08-26,7.81,,
1991-08-27,7.85,,
1991-08-28,7.85,,
1991-08-29,7.78,,
1991-08-30,7.81,,
1991-09-03,7.78,,
1991-09-04,7.78,,
1991-09-05,7.78,,
1991-09-06,7.7,,
1991-09-09,7.67,,
1991-09-10,7.59,,
1991-09-11,7.63,,
1991-09-12,7.63,,
1991-09-13,7.37,,
1991-09-16,7.52,,
1991-09-17,7.33,,
1991-09-18,7.48,,
1991-09-19,7.52,,
1991-09-20,7.48,,
1991-09-23,7.3,,
1991-09-24,7.37,,
1991-09-25,7.48,,
1991-09-26,7.56,,
1991-09-27,7.74,,
1991-09-30,7.56,,
1991-10-01,7.52,,
1991-10-02,7.7,,
1991-10-03,7.63,,
1991-10-04,7.7,,
1991-10-07,7.67,,
1991-10-08,7.89,,
1991-10-09,7.81,,
1991-10-10,7.85,,
1991-10-11,7.81,,
1991-10-14,7.89,,
1991-10-15,8.3,,
1991-10-16,8.44,,
1991-10-17,8.52,,
1991-10-18,8.56,,
1991-10-21,8.44,,
1991-10-22,8.52,,
1991-10-23,8.48,,
1991-10-24,8.52,,
1991-10-25,8.52,,
1991-10-28,8.41,,
1991-10-29,8.67,,
1991-10-30,8.89,,
1991-10-31,8.93,,
1991-11-01,8.78,,
1991-11-04,8.78,,
1991-11-05,8.78,,
1991-11-06,8.78,,
1991-11-07,8.67,,
1991-11-08,8.85,,
1991-11-11,9.19,,
1991-11-12,8.96,,
1991-11-13,8.93,,
1991-11-14,8.96,,
1991-11-15,8.78,,
1991-11-18,8.74,,
1991-11-19,8.81,,
1991-11-20,8.7,,
1991-11-21,8.67,,
1991-11-22,8.7,,
1991-11-25,8.67,,
1991-11-26,8.85,,
1991-11-27,8.7,,
1991-11-29,8.7,,
1991-12-02,8.59,,
1991-12-03,8.56,,
1991-12-04,8.63,,
1991-12-05,8.59,,
1991-12-06,8.63,,
1991-12-09,8.52,,
1991-12-10,8.48,,
1991-12-11,8.26,,
1991-12-12,8.26,,
1991-12-13,8.37,,
1991-12-16,8.33,,
1991-12-17,8.33,,
1991-12-18,8.37,,
1991-12-19,8.33,,
1991-12-20,8.48,,
1991-12-23,8.56,,
1991-12-24,8.78,,
1991-12-26,8.78,,
1991-12-27,8.85,,
1991-12-30,9.04,,
1991-12-31,9.07,,
1992-01-02,9.04,,
1992-01-03,9.11,,
1992-01-06,9.3,,
1992-01-07,9.0,,
1992-01-08,9.26,,
1992-01-09,9.15,,
1992-01-10,9.11,,
1992-01-13,8.89,,
1992-01-14,8.93,,
1992-01-15,9.19,,
1992-01-16,9.48,,
1992-01-17,9.26,,
1992-01-20,9.3,,
1992-01-21,9.07,,
1992-01-22,9.11,,
1992-01-23,9.07,,
1992-01-24,9.15,,
1992-01-27,9.41,,
1992-01-28,9.59,,
1992-01-29,9.67,,
1992-01-30,9.63,,
1992-01-31,9.52,,
1992-02-03,9.48,,
1992-02-04,9.33,,
1992-02-05,9.26,,
1992-02-06,9.19,,
1992-02-07,9.15,,
1992-02-10,9.74,,
1992-02-11,9.67,,
1992-02-12,9.67,,
1992-02-13,9.7,,
1992-02-14,9.81,,
1992-02-18,9.56,,
1992-02-19,9.7,,
1992-02-20,10.07,,
1992-02-21,10.19,,
1992-02-24,10.3,,
1992-02-25,10.0,,
1992-02-26,10.22,,
1992-02-27,10.22,,
1992-02-28,10.3,,
1992-03-02,10.41,,
1992-03-03,10.3,,
1992-03-04,10.11,,
1992-03-05,9.93,,
1992-03-06,9.78,,
1992-03-09,9.85,,
1992-03-10,9.7,,
1992-03-11,9.41,,
1992-03-12,9.67,,
1992-03-13,9.93,,
1992-03-16,9.96,,
1992-03-17,10.33,,
1992-03-18,10.3,,
1992-03-19,10.52,,
1992-03-20,10.48,,
1992-03-23,10.26,,
1992-03-24,10.15,,
1992-03-25,10.07,,
1992-03-26,10.11,,
1992-03-27,10.07,,
1992-03-30,10.07,,
1992-03-31,9.96,,
1992-04-01,9.74,,
1992-04-02,9.67,,
1992-04-03,9.63,,
1992-04-06,9.7,,
1992-04-07,9.63,,
1992-04-08,9.48,,
1992-04-09,9.52,,
1992-04-10,9.52,,
1992-04-13,9.63,,
1992-04-14,9.74,,
1992-04-15,10.07,,
1992-04-16,10.26,,
1992-04-20,10.56,,
1992-04-21,10.67,,
1992-04-22,10.67,,
1992-04-23,10.59,,
1992-04-24,10.59,,
1992-04-27,10.41,,
1992-04-28,10.3,,
1992-04-29,10.15,,
1992-04-30,10.33,,
1992-05-01,10.33,,
1992-05-04,10.22,,
1992-05-05,10.04,,
1992-05-06,10.22,,
1992-05-07,10.59,,
1992-05-08,10.56,,
1992-05-11,10.7,,
1992-05-12,10.52,,
1992-05-13,10.22,,
1992-05-14,10.22,,
1992-05-15,10.22,,
1992-05-18,10.15,,
1992-05-19,10.3,,
1992-05-20,10.48,,
1992-05-21,10.33,,
1992-05-22,10.3,,
1992-05-26,10.07,,
1992-05-27,10.0,,
1992-05-28,9.74,,
1992-05-29,9.74,,
1992-06-01,9.78,,
1992-06-02,9.78,,
1992-06-03,9.74,,
1992-06-04,9.74,,
1992-06-05,9.67,,
1992-06-08,9.67,,
1992-06-09,9.48,,
1992-06-10,9.3,,
1992-06-11,9.15,,
1992-06-12,9.11,,
1992-06-15,8.93,,
1992-06-16,8.59,,
1992-06-17,8.44,,
1992-06-18,8.22,,
1992-06-19,8.19,,
1992-06-22,8.26,,
1992-06-23,8.44,,
1992-06-24,8.33,,
1992-06-25,8.59,,
1992-06-26,8.52,,
1992-06-29,8.52,,
1992-06-30,8.63,,
1992-07-01,8.56,,
1992-07-02,8.41,,
1992-07-06,8.48,,
1992-07-07,8.37,,
1992-07-08,8.41,,
1992-07-09,8.48,,
1992-07-10,8.41,,
1992-07-13,8.37,,
1992-07-14,8.37,,
1992-07-15,8.3,,
1992-07-16,8.41,,
1992-07-17,8.37,,
1992-07-20,8.37,,
1992-07-21,8.41,,
1992-07-22,8.48,,
1992-07-23,8.41,,
1992-07-24,8.41,,
1992-07-27,8.48,,
1992-07-28,8.74,,
1992-07-29,9.04,,
1992-07-30,9.15,,
1992-07-31,8.89,,
1992-08-03,8.81,,
1992-08-04,8.7,,
1992-08-05,8.81,,
1992-08-06,8.89,,
1992-08-07,8.59,,
1992-08-10,8.63,,
1992-08-11,8.48,,
1992-08-12,8.37,,
1992-08-13,8.37,,
1992-08-14,8.59,,
1992-08-17,8.56,,
1992-08-18,8.59,,
1992-08-19,8.56,,
1992-08-20,8.63,,
1992-08-21,8.56,,
1992-08-24,8.52,,
1992-08-25,8.41,,
1992-08-26,8.48,,
1992-08-27,8.52,,
1992-08-28,8.7,,
1992-08-31,8.74,,
1992-09-01,8.81,,
1992-09-02,8.89,,
1992-09-03,8.89,,
1992-09-04,8.89,,
1992-09-08,8.78,,
1992-09-09,8.74,,
1992-09-10,9.0,,
1992-09-11,9.07,,
1992-09-14,9.41,,
1992-09-15,9.19,,
1992-09-16,9.37,,
1992-09-17,9.3,,
1992-09-18,9.3,,
1992-09-21,9.07,,
1992-09-22,9.0,,
1992-09-23,8.89,,
1992-09-24,8.89,,
1992-09-25,8.85,,
1992-09-28,8.89,,
1992-09-29,8.96,,
1992-09-30,9.04,,
1992-10-01,8.78,,
1992-10-02,8.59,,
1992-10-05,8.37,,
1992-10-06,8.63,,
1992-10-07,8.7,,
1992-10-08,8.52,,
1992-10-09,8.11,,
1992-10-12,8.04,,
1992-10-13,8.19,,
1992-10-14,8.26,,
1992-10-15,8.0,,
1992-10-16,7.85,,
1992-10-19,8.07,,
1992-10-20,8.19,,
1992-10-21,8.11,,
1992-10-22,8.22,,
1992-10-23,8.52,,
1992-10-26,8.41,,
1992-10-27,8.44,,
1992-10-28,8.33,,
1992-10-29,8.3,,
1992-10-30,8.33,,
1992-11-02,8.26,,
1992-11-03,8.48,,
1992-11-04,8.37,,
1992-11-05,8.63,,
1992-11-06,8.48,,
1992-11-09,8.37,,
1992-11-10,8.44,,
1992-11-11,8.41,,
1992-11-12,8.04,,
1992-11-13,8.11,,
1992-11-16,8.11,,
1992-11-17,8.11,,
1992-11-18,8.19,,
1992-11-19,8.07,,
1992-11-20,8.04,,
1992-11-23,7.89,,
1992-11-24,8.0,,
1992-11-25,8.04,,
1992-11-27,8.15,,
1992-11-30,8.41,,
1992-12-01,8.52,,
1992-12-02,8.41,,
1992-12-03,8.22,,
1992-12-04,8.19,,
1992-12-07,7.93,,
1992-12-08,7.96,,
1992-12-09,8.11,,
1992-12-10,8.0,,
1992-12-11,8.26,,
1992-12-14,8.3,,
1992-12-15,8.26,,
1992-12-16,8.19,,
1992-12-17,8.22,,
1992-12-18,8.22,,
1992-12-21,8.26,,
1992-12-22,8.41,,
1992-12-23,8.37,,
1992-12-24,8.41,,
1992-12-28,8.37,,
1992-12-29,8.37,,
1992-12-30,8.44,,
1992-12-31,8.78,,
1993-01-04,9.07,,
1993-01-05,9.15,,
1993-01-06,9.3,,
1993-01-07,9.56,,
1993-01-08,9.63,,
1993-01-11,9.3,,
1993-01-12,9.22,,
1993-01-13,9.19,,
1993-01-14,9.22,,
1993-01-15,9.22,,
1993-01-18,9.33,,
1993-01-19,9.37,,
1993-01-20,9.26,,
1993-01-21,9.37,,
1993-01-22,9.56,,
1993-01-25,9.48,,
1993-01-26,9.52,,
1993-01-27,9.48,,
1993-01-28,9.59,,
1993-01-29,9.67,,
1993-02-01,9.74,,
1993-02-02,9.85,,
1993-02-03,9.96,,
1993-02-04,9.85,,
1993-02-05,10.07,,
1993-02-08,9.93,,
1993-02-09,9.85,,
1993-02-10,9.81,,
1993-02-11,9.85,,
1993-02-12,9.78,,
1993-02-16,9.41,,
1993-02-17,9.37,,
1993-02-18,9.41,,
1993-02-19,9.37,,
1993-02-22,9.37,,
1993-02-23,9.33,,
1993-02-24,9.52,,
1993-02-25,9.59,,
1993-02-26,9.59,,
1993-03-01,9.48,,
1993-03-02,9.59,,
1993-03-03,9.59,,
1993-03-04,9.41,,
1993-03-05,9.41,,
1993-03-08,9.67,,
1993-03-09,9.74,,
1993-03-10,9.63,,
1993-03-11,9.7,,
1993-03-12,9.48,,
1993-03-15,9.48,,
1993-03-16,9.52,,
1993-03-17,9.44,,
1993-03-18,9.44,,
1993-03-19,9.52,,
1993-03-22,9.52,,
1993-03-23,9.59,,
1993-03-24,9.93,,
1993-03-25,9.93,,
1993-03-26,9.93,,
1993-03-29,10.04,,
1993-03-30,9.74,,
1993-03-31,9.63,,
1993-04-01,9.33,,
1993-04-02,8.93,,
1993-04-05,9.04,,
1993-04-06,9.15,,
1993-04-07,9.15,,
1993-04-08,9.15,,
1993-04-12,9.19,,
1993-04-13,9.19,,
1993-04-14,9.0,,
1993-04-15,8.85,,
1993-04-16,8.85,,
1993-04-19,8.85,,
1993-04-20,8.81,,
1993-04-21,8.93,,
1993-04-22,8.96,,
1993-04-23,8.59,,
1993-04-26,8.52,,
1993-04-27,8.74,,
1993-04-28,8.74,,
1993-04-29,8.74,,
1993-04-30,8.81,,
1993-05-03,8.89,,
1993-05-04,8.85,,
1993-05-05,8.96,,
1993-05-06,9.04,,
1993-05-07,9.0,,
1993-05-10,8.89,,
1993-05-11,9.0,,
1993-05-12,9.26,,
1993-05-13,9.19,,
1993-05-14,9.11,,
1993-05-17,9.33,,
1993-05-18,9.15,,
1993-05-19,9.33,,
1993-05-20,9.48,,
1993-05-21,9.33,,
1993-05-24,9.52,,
1993-05-25,9.48,,
1993-05-26,9.59,,
1993-05-27,9.56,,
1993-05-28,9.52,,
1993-06-01,9.74,,
1993-06-02,9.74,,
1993-06-03,10.0,,
1993-06-04,10.0,,
1993-06-07,9.81,,
1993-06-08,9.7,,
1993-06-09,9.74,,
1993-06-10,9.7,,
1993-06-11,9.74,,
1993-06-14,9.78,,
1993-06-15,9.96,,
1993-06-16,9.81,,
1993-06-17,9.93,,
1993-06-18,9.81,,
1993-06-21,9.89,,
1993-06-22,9.89,,
1993-06-23,9.96,,
1993-06-24,10.04,,
1993-06-25,9.93,,
1993-06-28,10.0,,
1993-06-29,10.04,,
1993-06-30,9.81,,
1993-07-01,9.74,,
1993-07-02,9.67,,
1993-07-06,9.59,,
1993-07-07,9.33,,
1993-07-08,9.3,,
1993-07-09,9.0,,
1993-07-12,8.93,,
1993-07-13,8.93,,
1993-07-14,8.93,,
1993-07-15,9.22,,
1993-07-16,9.22,,
1993-07-19,9.26,,
1993-07-20,9.26,,
1993-07-21,9.15,,
1993-07-22,9.22,,
1993-07-23,9.19,,
1993-07-26,9.22,,
1993-07-27,9.19,,
1993-07-28,9.11,,
1993-07-29,9.26,,
1993-07-30,9.22,,
1993-08-02,9.26,,
1993-08-03,9.48,,
1993-08-04,9.63,,
1993-08-05,9.81,,
1993-08-06,9.74,,
1993-08-09,9.89,,
1993-08-10,10.15,,
1993-08-11,10.11,,
1993-08-12,10.04,,
1993-08-13,10.3,,
1993-08-16,10.19,,
1993-08-17,10.07,,
1993-08-18,10.11,,
1993-08-19,10.15,,
1993-08-20,10.15,,
1993-08-23,10.19,,
1993-08-24,10.19,,
1993-08-25,10.04,,
1993-08-26,10.11,,
1993-08-27,10.11,,
1993-08-30,10.04,,
1993-08-31,10.07,,
1993-09-01,10.07,,
1993-09-02,9.93,,
1993-09-03,9.93,,
1993-09-07,9.85,,
1993-09-08,9.81,,
1993-09-09,9.78,,
1993-09-10,9.78,,
1993-09-13,9.93,,
1993-09-14,9.96,,
1993-09-15,9.85,,
1993-09-16,9.89,,
1993-09-17,9.93,,
1993-09-20,9.81,,
1993-09-21,9.7,,
1993-09-22,9.7,,
1993-09-23,9.78,,
1993-09-24,10.0,,
1993-09-27,10.22,,
1993-09-28,10.26,,
1993-09-29,10.3,,
1993-09-30,10.11,,
1993-10-01,10.11,,
1993-10-04,10.33,,
1993-10-05,10.3,,
1993-10-06,10.41,,
1993-10-07,10.41,,
1993-10-08,10.52,,
1993-10-11,10.67,,
1993-10-12,10.74,,
1993-10-13,10.7,,
1993-10-14,10.7,,
1993-10-15,10.81,,
1993-10-18,10.67,,
1993-10-19,10.3,,
1993-10-20,10.22,,
1993-10-21,10.19,,
1993-10-22,10.11,,
1993-10-25,10.11,,
1993-10-26,10.15,,
1993-10-27,10.22,,
1993-10-28,10.33,,
1993-10-29,10.15,,
1993-11-01,10.15,,
1993-11-02,10.67,,
1993-11-03,10.81,,
1993-11-04,10.78,,
1993-11-05,10.67,,
1993-11-08,10.67,,
1993-11-09,10.74,,
1993-11-10,10.78,,
1993-11-11,10.74,,
1993-11-12,10.93,,
1993-11-15,11.11,,
1993-11-16,10.96,,
1993-11-17,10.93,,
1993-11-18,10.93,,
1993-11-19,10.96,,
1993-11-22,10.67,,
1993-11-23,10.59,,
1993-11-24,10.56,,
1993-11-26,10.63,,
1993-11-29,10.63,,
1993-11-30,10.67,,
1993-12-01,10.63,,
1993-12-02,10.63,,
1993-12-03,10.59,,
1993-12-06,10.78,,
1993-12-07,10.93,,
1993-12-08,10.85,,
1993-12-09,10.89,,
1993-12-10,10.81,,
1993-12-13,11.11,,
1993-12-14,11.15,,
1993-12-15,10.59,,
1993-12-16,10.63,,
1993-12-17,10.78,,
1993-12-20,10.67,,
1993-12-21,10.74,,
1993-12-22,11.07,,
1993-12-23,11.04,,
1993-12-27,11.04,,
1993-12-28,11.04,,
1993-12-29,11.04,,
1993-12-30,11.11,,
1993-12-31,11.19,,
1994-01-03,11.07,,
1994-01-04,11.07,,
1994-01-05,11.19,,
1994-01-06,11.26,,
1994-01-07,11.3,,
1994-01-10,11.37,,
1994-01-11,11.56,,
1994-01-12,11.63,,
1994-01-13,11.44,,
1994-01-14,11.3,,
1994-01-17,11.11,,
1994-01-18,10.93,,
1994-01-19,10.96,,
1994-01-20,11.07,,
1994-01-21,11.07,,
1994-01-24,11.07,,
1994-01-25,11.19,,
1994-01-26,11.19,,
1994-01-27,11.15,,
1994-01-28,11.11,,
1994-01-31,11.33,,
1994-02-01,11.19,,
1994-02-02,11.11,,
1994-02-03,11.04,,
1994-02-04,10.67,,
1994-02-07,10.63,,
1994-02-08,10.7,,
1994-02-09,10.78,,
1994-02-10,10.81,,
1994-02-11,10.74,,
1994-02-14,10.7,,
1994-02-15,10.67,,
1994-02-16,10.67,,
1994-02-17,10.85,,
1994-02-18,10.74,,
1994-02-22,10.93,,
1994-02-23,10.89,,
1994-02-24,10.52,,
1994-02-25,10.33,,
1994-02-28,10.48,,
1994-03-01,10.56,,
1994-03-02,10.48,,
1994-03-03,10.37,,
1994-03-04,10.37,,
1994-03-07,10.37,,
1994-03-08,10.56,,
1994-03-09,10.59,,
1994-03-10,10.81,,
1994-03-11,10.89,,
1994-03-14,10.74,,
1994-03-15,10.81,,
1994-03-16,10.93,,
1994-03-17,11.15,,
1994-03-18,11.33,,
1994-03-21,11.26,,
1994-03-22,11.22,,
1994-03-23,11.15,,
1994-03-24,11.26,,
1994-03-25,11.41,,
1994-03-28,11.22,,
1994-03-29,10.93,,
1994-03-30,10.74,,
1994-03-31,10.48,,
1994-04-04,10.33,,
1994-04-05,11.0,,
1994-04-06,10.96,,
1994-04-07,11.48,,
1994-04-08,11.22,,
1994-04-11,11.3,,
1994-04-12,11.41,,
1994-04-13,11.52,,
1994-04-14,11.52,,
1994-04-15,12.44,,
1994-04-18,12.11,,
1994-04-19,12.37,,
1994-04-20,12.0,,
1994-04-21,11.85,,
1994-04-22,11.93,,
1994-04-25,12.26,,
1994-04-26,12.63,,
1994-04-28,12.59,,
1994-04-29,12.85,,
1994-05-02,12.74,,
1994-05-03,12.67,,
1994-05-04,12.56,,
1994-05-05,12.78,,
1994-05-06,12.7,,
1994-05-09,12.52,,
1994-05-10,12.41,,
1994-05-11,12.37,,
1994-05-12,12.48,,
1994-05-13,12.63,,
1994-05-16,12.78,,
1994-05-17,13.04,,
1994-05-18,12.89,,
1994-05-19,12.81,,
1994-05-20,12.93,,
1994-05-23,13.15,,
1994-05-24,12.96,,
1994-05-25,12.85,,
1994-05-26,13.07,,
1994-05-27,12.74,,
1994-05-31,12.78,,
1994-06-01,12.67,,
1994-06-02,12.7,,
1994-06-03,12.85,,
1994-06-06,13.0,,
1994-06-07,12.67,,
1994-06-08,12.33,,
1994-06-09,12.15,,
1994-06-10,12.22,,
1994-06-13,12.04,,
1994-06-14,12.07,,
1994-06-15,12.04,,
1994-06-16,11.96,,
1994-06-17,11.85,,
1994-06-20,12.04,,
1994-06-21,11.93,,
1994-06-22,12.11,,
1994-06-23,12.07,,
1994-06-24,12.22,,
1994-06-27,12.19,,
1994-06-28,12.33,,
1994-06-29,12.59,,
1994-06-30,12.63,,
1994-07-01,12.48,,
1994-07-05,12.41,,
1994-07-06,12.52,,
1994-07-07,12.67,,
1994-07-08,12.7,,
1994-07-11,12.63,,
1994-07-12,12.7,,
1994-07-13,12.7,,
1994-07-14,13.11,,
1994-07-15,12.96,,
1994-07-18,13.11,,
1994-07-19,13.07,,
1994-07-20,13.04,,
1994-07-21,12.89,,
1994-07-22,12.85,,
1994-07-25,12.7,,
1994-07-26,12.56,,
1994-07-27,12.44,,
1994-07-28,12.63,,
1994-07-29,12.78,,
1994-08-01,12.74,,
1994-08-02,12.89,,
1994-08-03,12.74,,
1994-08-04,12.59,,
1994-08-05,12.63,,
1994-08-08,12.7,,
1994-08-09,12.81,,
1994-08-10,12.67,,
1994-08-11,12.59,,
1994-08-12,12.56,,
1994-08-15,12.56,,
1994-08-16,12.44,,
1994-08-17,12.44,,
1994-08-18,12.22,,
1994-08-19,12.11,,
1994-08-22,12.07,,
1994-08-23,12.15,,
1994-08-24,12.19,,
1994-08-25,12.26,,
1994-08-26,12.33,,
1994-08-29,12.59,,
1994-08-30,12.67,,
1994-08-31,12.44,,
1994-09-01,12.33,,
1994-09-02,12.33,,
1994-09-06,12.26,,
1994-09-07,12.33,,
1994-09-08,12.41,,
1994-09-09,12.04,,
1994-09-12,12.07,,
1994-09-13,12.07,,
1994-09-14,12.07,,
1994-09-15,12.15,,
1994-09-16,12.3,,
1994-09-19,12.26,,
1994-09-20,12.07,,
1994-09-21,11.96,,
1994-09-22,11.85,,
1994-09-23,11.67,,
1994-09-26,11.41,,
1994-09-27,11.22,,
1994-09-28,11.3,,
1994-09-29,11.78,,
1994-09-30,11.81,,
1994-10-03,11.78,,
1994-10-04,11.56,,
1994-10-05,11.41,,
1994-10-06,11.67,,
1994-10-07,11.78,,
1994-10-10,11.93,,
1994-10-11,12.3,,
1994-10-12,12.26,,
1994-10-13,12.3,,
1994-10-14,12.33,,
1994-10-17,12.52,,
1994-10-18,12.74,,
1994-10-19,13.15,,
1994-10-20,13.22,,
1994-10-21,13.26,,
1994-10-24,13.3,,
1994-10-25,13.26,,
1994-10-26,13.41,,
1994-10-27,13.52,,
1994-10-28,13.85,,
1994-10-31,13.85,,
1994-11-01,13.63,,
1994-11-02,13.44,,
1994-11-03,13.63,,
1994-11-04,13.74,,
1994-11-07,13.63,,
1994-11-08,13.63,,
1994-11-09,13.48,,
1994-11-10,13.48,,
1994-11-11,13.56,,
1994-11-14,13.48,,
1994-11-15,13.41,,
1994-11-16,13.44,,
1994-11-17,13.3,,
1994-11-18,13.19,,
1994-11-21,13.0,,
1994-11-22,12.67,,
1994-11-23,12.59,,
1994-11-25,12.67,,
1994-11-28,12.78,,
1994-11-29,12.74,,
1994-11-30,13.0,,
1994-12-01,12.93,,
1994-12-02,13.0,,
1994-12-05,13.15,,
1994-12-06,13.19,,
1994-12-07,13.19,,
1994-12-08,13.19,,
1994-12-09,13.07,,
1994-12-12,13.22,,
1994-12-13,13.22,,
1994-12-14,13.33,,
1994-12-15,13.67,,
1994-12-16,13.59,,
1994-12-19,13.63,,
1994-12-20,13.48,,
1994-12-21,13.37,,
1994-12-22,13.48,,
1994-12-23,13.44,,
1994-12-27,13.56,,
1994-12-28,13.56,,
1994-12-29,13.52,,
1994-12-30,13.48,,
1995-01-03,13.37,,
1995-01-04,13.22,,
1995-01-05,13.48,,
1995-01-06,13.78,,
1995-01-09,14.0,,
1995-01-10,14.07,,
1995-01-11,13.93,,
1995-01-12,13.89,,
1995-01-13,13.89,,
1995-01-16,13.85,,
1995-01-17,14.33,,
1995-01-18,14.52,,
1995-01-19,14.26,,
1995-01-20,14.33,,
1995-01-23,14.3,,
1995-01-24,14.22,,
1995-01-25,14.33,,
1995-01-26,14.33,,
1995-01-27,14.11,,
1995-01-30,14.07,,
1995-01-31,14.0,,
1995-02-01,13.52,,
1995-02-02,13.44,,
1995-02-03,13.78,,
1995-02-06,13.93,,
1995-02-07,13.93,,
1995-02-08,13.89,,
1995-02-09,14.19,,
1995-02-10,13.96,,
1995-02-13,13.96,,
1995-02-14,13.89,,
1995-02-15,14.22,,
1995-02-16,14.3,,
1995-02-17,14.15,,
1995-02-21,14.07,,
1995-02-22,14.0,,
1995-02-23,13.85,,
1995-02-24,13.7,,
1995-02-27,13.81,,
1995-02-28,13.85,,
1995-03-01,13.85,,
1995-03-02,13.59,,
1995-03-03,13.48,,
1995-03-06,13.37,,
1995-03-07,13.19,,
1995-03-08,13.26,,
1995-03-09,13.07,,
1995-03-10,13.11,,
1995-03-13,13.07,,
1995-03-14,13.19,,
1995-03-15,13.07,,
1995-03-16,13.19,,
1995-03-17,13.19,,
1995-03-20,12.93,,
1995-03-21,12.37,,
1995-03-22,12.3,,
1995-03-23,12.67,,
1995-03-24,12.96,,
1995-03-27,12.85,,
1995-03-28,12.93,,
1995-03-29,13.15,,
1995-03-30,13.11,,
1995-03-31,13.11,,
1995-04-03,12.96,,
1995-04-04,13.15,,
1995-04-05,13.37,,
1995-04-06,13.33,,
1995-04-07,13.44,,
1995-04-10,13.33,,
1995-04-11,13.33,,
1995-04-12,13.67,,
1995-04-13,14.3,,
1995-04-17,14.59,,
1995-04-18,15.15,,
1995-04-19,15.3,,
1995-04-20,15.56,,
1995-04-21,15.41,,
1995-04-24,15.67,,
1995-04-25,15.33,,
1995-04-26,15.41,,
1995-04-27,15.56,,
1995-04-28,15.41,,
1995-05-01,15.44,,
1995-05-02,15.56,,
1995-05-03,15.67,,
1995-05-04,16.0,,
1995-05-05,16.19,,
1995-05-08,16.04,,
1995-05-09,16.0,,
1995-05-10,16.0,,
1995-05-11,16.15,,
1995-05-12,16.22,,
1995-05-15,16.37,,
1995-05-16,16.59,,
1995-05-17,16.67,,
1995-05-18,16.11,,
1995-05-19,15.74,,
1995-05-22,16.11,,
1995-05-23,16.11,,
1995-05-24,15.96,,
1995-05-25,15.96,,
1995-05-26,15.81,,
1995-05-30,16.26,,
1995-05-31,16.93,,
1995-06-01,16.93,,
1995-06-02,16.39,,
1995-06-05,17.06,,
1995-06-06,17.0,,
1995-06-07,16.67,,
1995-06-08,16.72,,
1995-06-09,16.33,,
1995-06-12,16.28,,
1995-06-13,15.94,,
1995-06-14,16.33,,
1995-06-15,16.5,,
1995-06-16,16.22,,
1995-06-19,16.22,,
1995-06-20,16.0,,
1995-06-21,16.06,,
1995-06-22,16.17,,
1995-06-23,16.0,,
1995-06-26,16.11,,
1995-06-27,16.0,,
1995-06-28,15.94,,
1995-06-29,15.72,,
1995-06-30,16.11,,
1995-07-03,16.28,,
1995-07-05,16.78,,
1995-07-06,17.11,,
1995-07-07,17.44,,
1995-07-10,17.56,,
1995-07-11,17.39,,
1995-07-12,17.61,,
1995-07-13,18.06,,
1995-07-14,18.0,,
1995-07-17,17.94,,
1995-07-18,17.78,,
1995-07-19,17.11,,
1995-07-20,17.0,,
1995-07-21,17.0,,
1995-07-24,17.39,,
1995-07-25,17.61,,
1995-07-26,17.72,,
1995-07-27,18.22,,
1995-07-28,17.94,,
1995-07-31,18.11,,
1995-08-01,17.89,,
1995-08-02,17.89,,
1995-08-03,17.44,,
1995-08-04,17.28,,
