date,HON,HON_EPS,PE Ratio
,,0.28,
1989-09-19,9.15,0.28,32.67857142857142
1989-09-20,9.15,0.28,32.67857142857142
1989-09-21,9.24,0.28,33.0
1989-09-22,9.24,0.28,33.0
1989-09-25,9.12,0.28,32.57142857142856
1989-09-26,9.03,0.28,32.24999999999999
1989-09-27,8.94,0.28,31.928571428571423
1989-09-28,8.91,0.28,31.82142857142857
1989-09-29,8.91,0.28,31.82142857142857
1989-10-02,8.85,0.28,31.607142857142854
1989-10-03,8.91,0.28,31.82142857142857
1989-10-04,9.18,0.28,32.785714285714285
1989-10-05,9.06,0.28,32.357142857142854
1989-10-06,9.0,0.28,32.14285714285714
1989-10-09,8.94,0.28,31.928571428571423
1989-10-10,8.91,0.28,31.82142857142857
1989-10-11,8.82,0.28,31.499999999999996
1989-10-12,8.7,0.28,31.071428571428566
1989-10-13,7.63,0.28,27.249999999999996
1989-10-16,8.43,0.28,30.107142857142854
1989-10-17,8.43,0.28,30.107142857142854
1989-10-18,8.49,0.28,30.32142857142857
1989-10-19,8.64,0.28,30.857142857142858
1989-10-20,8.58,0.28,30.64285714285714
1989-10-23,8.37,0.28,29.89285714285714
1989-10-24,8.85,0.28,31.607142857142854
1989-10-25,8.58,0.28,30.64285714285714
1989-10-26,8.37,0.28,29.89285714285714
1989-10-27,8.4,0.28,30.0
1989-10-30,8.43,0.28,30.107142857142854
1989-10-31,8.61,0.28,30.749999999999996
1989-11-01,8.61,0.28,30.749999999999996
1989-11-02,8.61,0.28,30.749999999999996
1989-11-03,8.67,0.28,30.96428571428571
1989-11-06,8.61,0.28,30.749999999999996
1989-11-07,8.55,0.28,30.535714285714285
1989-11-08,8.64,0.28,30.857142857142858
1989-11-09,8.7,0.28,31.071428571428566
1989-11-10,8.73,0.28,31.178571428571427
1989-11-13,8.67,0.28,30.96428571428571
1989-11-14,8.46,0.28,30.214285714285715
1989-11-15,8.46,0.28,30.214285714285715
1989-11-16,8.46,0.28,30.214285714285715
1989-11-17,8.34,0.28,29.78571428571428
1989-11-20,8.34,0.28,29.78571428571428
1989-11-21,8.43,0.28,30.107142857142854
1989-11-22,8.49,0.28,30.32142857142857
1989-11-24,8.52,0.28,30.428571428571423
1989-11-27,8.52,0.28,30.428571428571423
1989-11-28,8.61,0.28,30.749999999999996
1989-11-29,8.46,0.28,30.214285714285715
1989-11-30,8.64,0.28,30.857142857142858
1989-12-01,8.64,0.28,30.857142857142858
1989-12-04,8.7,0.28,31.071428571428566
1989-12-05,8.76,0.28,31.28571428571428
1989-12-06,8.76,0.28,31.28571428571428
1989-12-07,8.64,0.28,30.857142857142858
1989-12-08,8.58,0.28,30.64285714285714
1989-12-11,8.61,0.28,30.749999999999996
1989-12-12,8.55,0.28,30.535714285714285
1989-12-13,8.64,0.28,30.857142857142858
1989-12-14,8.58,0.28,30.64285714285714
1989-12-15,8.43,0.28,30.107142857142854
1989-12-18,8.4,0.28,30.0
1989-12-19,8.25,0.28,29.46428571428571
1989-12-20,8.37,0.28,29.89285714285714
1989-12-21,8.49,0.28,30.32142857142857
1989-12-22,8.43,0.28,30.107142857142854
1989-12-26,8.34,0.28,29.78571428571428
1989-12-27,8.4,0.28,30.0
1989-12-28,8.37,0.28,29.89285714285714
1989-12-29,8.31,0.28,29.678571428571427
1990-01-02,8.43,0.28,30.107142857142854
1990-01-03,8.46,0.28,30.214285714285715
1990-01-04,8.73,0.28,31.178571428571427
1990-01-05,8.85,0.28,31.607142857142854
1990-01-08,8.85,0.28,31.607142857142854
1990-01-09,8.67,0.28,30.96428571428571
1990-01-10,8.58,0.28,30.64285714285714
1990-01-11,8.52,0.28,30.428571428571423
1990-01-12,8.37,0.28,29.89285714285714
1990-01-15,8.34,0.28,29.78571428571428
1990-01-16,8.52,0.28,30.428571428571423
1990-01-17,8.34,0.28,29.78571428571428
1990-01-18,8.49,0.28,30.32142857142857
1990-01-19,8.43,0.28,30.107142857142854
1990-01-22,8.25,0.28,29.46428571428571
1990-01-23,8.28,0.28,29.571428571428566
1990-01-24,8.1,0.28,28.928571428571423
1990-01-25,7.81,0.28,27.89285714285714
1990-01-26,8.1,0.28,28.928571428571423
1990-01-29,8.22,0.28,29.357142857142858
1990-01-30,8.22,0.28,29.357142857142858
1990-01-31,8.1,0.28,28.928571428571423
1990-02-01,8.13,0.28,29.035714285714285
1990-02-02,8.07,0.28,28.82142857142857
1990-02-05,8.13,0.28,29.035714285714285
1990-02-06,8.22,0.28,29.357142857142858
1990-02-07,8.4,0.28,30.0
1990-02-08,8.4,0.28,30.0
1990-02-09,8.46,0.28,30.214285714285715
1990-02-12,8.34,0.28,29.78571428571428
1990-02-13,8.43,0.28,30.107142857142854
1990-02-14,8.46,0.28,30.214285714285715
1990-02-15,8.49,0.28,30.32142857142857
1990-02-16,8.4,0.28,30.0
1990-02-20,8.25,0.28,29.46428571428571
1990-02-21,8.16,0.28,29.142857142857142
1990-02-22,8.07,0.28,28.82142857142857
1990-02-23,8.07,0.28,28.82142857142857
1990-02-26,8.19,0.28,29.249999999999996
1990-02-27,8.22,0.28,29.357142857142858
1990-02-28,8.37,0.28,29.89285714285714
1990-03-01,8.46,0.28,30.214285714285715
1990-03-02,8.52,0.28,30.428571428571423
1990-03-05,8.46,0.28,30.214285714285715
1990-03-06,8.55,0.28,30.535714285714285
1990-03-07,8.46,0.28,30.214285714285715
1990-03-08,8.61,0.28,30.749999999999996
1990-03-09,8.58,0.28,30.64285714285714
1990-03-12,8.52,0.28,30.428571428571423
1990-03-13,8.43,0.28,30.107142857142854
1990-03-14,8.49,0.28,30.32142857142857
1990-03-15,8.49,0.28,30.32142857142857
1990-03-16,8.61,0.28,30.749999999999996
1990-03-19,8.64,0.28,30.857142857142858
1990-03-20,8.46,0.28,30.214285714285715
1990-03-21,8.52,0.28,30.428571428571423
1990-03-22,8.49,0.28,30.32142857142857
1990-03-23,8.55,0.28,30.535714285714285
1990-03-26,8.55,0.28,30.535714285714285
1990-03-27,8.7,0.28,31.071428571428566
1990-03-28,8.73,0.28,31.178571428571427
1990-03-29,8.82,0.28,31.499999999999996
1990-03-30,8.82,0.28,31.499999999999996
1990-04-02,8.61,0.28,30.749999999999996
1990-04-03,8.61,0.28,30.749999999999996
1990-04-04,8.61,0.28,30.749999999999996
1990-04-05,8.49,0.28,30.32142857142857
1990-04-06,8.52,0.28,30.428571428571423
1990-04-09,8.58,0.28,30.64285714285714
1990-04-10,8.58,0.28,30.64285714285714
1990-04-11,8.49,0.28,30.32142857142857
1990-04-12,8.52,0.28,30.428571428571423
1990-04-16,8.58,0.28,30.64285714285714
1990-04-17,8.67,0.28,30.96428571428571
1990-04-18,8.61,0.28,30.749999999999996
1990-04-19,8.55,0.28,30.535714285714285
1990-04-20,8.46,0.28,30.214285714285715
1990-04-23,8.37,0.28,29.89285714285714
1990-04-24,8.34,0.28,29.78571428571428
1990-04-25,8.28,0.28,29.571428571428566
1990-04-26,8.34,0.28,29.78571428571428
1990-04-27,8.19,0.28,29.249999999999996
1990-04-30,8.37,0.28,29.89285714285714
1990-05-01,8.34,0.28,29.78571428571428
1990-05-02,8.4,0.28,30.0
1990-05-03,8.43,0.28,30.107142857142854
1990-05-04,8.46,0.28,30.214285714285715
1990-05-07,8.43,0.28,30.107142857142854
1990-05-08,8.52,0.28,30.428571428571423
1990-05-09,8.52,0.28,30.428571428571423
1990-05-10,8.55,0.28,30.535714285714285
1990-05-11,8.67,0.28,30.96428571428571
1990-05-14,8.61,0.28,30.749999999999996
1990-05-15,8.88,0.28,31.714285714285715
1990-05-16,8.79,0.28,31.392857142857135
1990-05-17,8.88,0.28,31.714285714285715
1990-05-18,8.64,0.28,30.857142857142858
1990-05-21,8.64,0.28,30.857142857142858
1990-05-22,8.55,0.28,30.535714285714285
1990-05-23,8.49,0.28,30.32142857142857
1990-05-24,8.4,0.28,30.0
1990-05-25,8.25,0.28,29.46428571428571
1990-05-29,8.7,0.28,31.071428571428566
1990-05-30,8.88,0.28,31.714285714285715
1990-05-31,8.7,0.28,31.071428571428566
1990-06-01,8.82,0.28,31.499999999999996
1990-06-04,8.88,0.28,31.714285714285715
1990-06-05,8.91,0.28,31.82142857142857
1990-06-06,8.88,0.28,31.714285714285715
1990-06-07,8.76,0.28,31.28571428571428
1990-06-08,8.73,0.28,31.178571428571427
1990-06-11,8.79,0.28,31.392857142857135
1990-06-12,8.76,0.28,31.28571428571428
1990-06-13,8.82,0.28,31.499999999999996
1990-06-14,8.85,0.28,31.607142857142854
1990-06-15,8.64,0.28,30.857142857142858
1990-06-18,8.52,0.28,30.428571428571423
1990-06-19,8.58,0.28,30.64285714285714
1990-06-20,8.55,0.28,30.535714285714285
1990-06-21,8.64,0.28,30.857142857142858
1990-06-22,8.55,0.28,30.535714285714285
1990-06-25,8.52,0.28,30.428571428571423
1990-06-26,8.52,0.28,30.428571428571423
1990-06-27,8.52,0.28,30.428571428571423
1990-06-28,8.7,0.28,31.071428571428566
1990-06-29,8.76,0.28,31.28571428571428
1990-07-02,8.67,0.28,30.96428571428571
1990-07-03,8.7,0.28,31.071428571428566
1990-07-05,8.52,0.28,30.428571428571423
1990-07-06,8.55,0.28,30.535714285714285
1990-07-09,8.46,0.28,30.214285714285715
1990-07-10,8.4,0.28,30.0
1990-07-11,8.49,0.28,30.32142857142857
1990-07-12,8.52,0.28,30.428571428571423
1990-07-13,8.43,0.28,30.107142857142854
1990-07-16,8.46,0.28,30.214285714285715
1990-07-17,8.55,0.28,30.535714285714285
1990-07-18,8.46,0.28,30.214285714285715
1990-07-19,8.43,0.28,30.107142857142854
1990-07-20,8.13,0.28,29.035714285714285
1990-07-23,7.98,0.28,28.5
1990-07-24,8.07,0.28,28.82142857142857
1990-07-25,8.19,0.28,29.249999999999996
1990-07-26,8.07,0.28,28.82142857142857
1990-07-27,8.04,0.28,28.714285714285708
1990-07-30,7.98,0.28,28.5
1990-07-31,8.04,0.28,28.714285714285708
1990-08-01,8.07,0.28,28.82142857142857
1990-08-02,7.87,0.28,28.107142857142854
1990-08-03,7.95,0.28,28.392857142857142
1990-08-06,7.54,0.28,26.928571428571427
1990-08-07,7.51,0.28,26.82142857142857
1990-08-08,7.78,0.28,27.785714285714285
1990-08-09,8.13,0.28,29.035714285714285
1990-08-10,8.1,0.28,28.928571428571423
1990-08-13,7.98,0.28,28.5
1990-08-14,7.95,0.28,28.392857142857142
1990-08-15,7.87,0.28,28.107142857142854
1990-08-16,7.54,0.28,26.928571428571427
1990-08-17,7.24,0.28,25.857142857142854
1990-08-20,7.39,0.28,26.39285714285714
1990-08-21,7.42,0.28,26.499999999999996
1990-08-22,7.33,0.28,26.178571428571427
1990-08-23,7.06,0.28,25.21428571428571
1990-08-24,7.09,0.28,25.32142857142857
1990-08-27,7.39,0.28,26.39285714285714
1990-08-28,7.39,0.28,26.39285714285714
1990-08-29,7.39,0.28,26.39285714285714
1990-08-30,7.27,0.28,25.96428571428571
1990-08-31,7.39,0.28,26.39285714285714
1990-09-04,7.36,0.28,26.285714285714285
1990-09-05,7.36,0.28,26.285714285714285
1990-09-06,7.3,0.28,26.07142857142857
1990-09-07,7.33,0.28,26.178571428571427
1990-09-10,7.48,0.28,26.71428571428571
1990-09-11,7.39,0.28,26.39285714285714
1990-09-12,7.36,0.28,26.285714285714285
1990-09-13,7.15,0.28,25.535714285714285
1990-09-14,7.06,0.28,25.21428571428571
1990-09-17,7.06,0.28,25.21428571428571
1990-09-18,7.06,0.28,25.21428571428571
1990-09-19,7.15,0.28,25.535714285714285
1990-09-20,7.09,0.28,25.32142857142857
1990-09-21,6.85,0.28,24.46428571428571
1990-09-24,6.85,0.28,24.46428571428571
1990-09-25,7.0,0.28,24.999999999999996
1990-09-26,6.94,0.28,24.785714285714285
1990-09-27,6.88,0.28,24.57142857142857
1990-09-28,6.64,0.28,23.71428571428571
1990-10-01,6.64,0.28,23.71428571428571
1990-10-02,6.97,0.28,24.89285714285714
1990-10-03,6.88,0.28,24.57142857142857
1990-10-04,7.09,0.28,25.32142857142857
1990-10-05,7.09,0.28,25.32142857142857
1990-10-08,6.97,0.28,24.89285714285714
1990-10-09,6.55,0.28,23.39285714285714
1990-10-10,6.32,0.28,22.57142857142857
1990-10-11,6.29,0.28,22.46428571428571
1990-10-12,6.38,0.28,22.785714285714285
1990-10-15,6.29,0.28,22.46428571428571
1990-10-16,6.23,0.28,22.25
1990-10-17,6.05,0.28,21.607142857142854
1990-10-18,6.14,0.28,21.928571428571427
1990-10-19,6.08,0.28,21.71428571428571
1990-10-22,6.14,0.28,21.928571428571427
1990-10-23,6.02,0.28,21.499999999999996
1990-10-24,6.08,0.28,21.71428571428571
1990-10-25,6.02,0.28,21.499999999999996
1990-10-26,6.02,0.28,21.499999999999996
1990-10-29,6.02,0.28,21.499999999999996
1990-10-30,6.14,0.28,21.928571428571427
1990-10-31,5.99,0.28,21.392857142857142
1990-11-01,6.05,0.28,21.607142857142854
1990-11-02,6.2,0.28,22.142857142857142
1990-11-05,6.26,0.28,22.357142857142854
1990-11-06,6.14,0.28,21.928571428571427
1990-11-07,6.08,0.28,21.71428571428571
1990-11-08,6.26,0.28,22.357142857142854
1990-11-09,6.23,0.28,22.25
1990-11-12,6.26,0.28,22.357142857142854
1990-11-13,6.29,0.28,22.46428571428571
1990-11-14,6.38,0.28,22.785714285714285
1990-11-15,6.52,0.28,23.28571428571428
1990-11-16,6.49,0.28,23.178571428571427
1990-11-19,6.55,0.28,23.39285714285714
1990-11-20,6.47,0.28,23.107142857142854
1990-11-21,6.55,0.28,23.39285714285714
1990-11-23,6.49,0.28,23.178571428571427
1990-11-26,6.49,0.28,23.178571428571427
1990-11-27,6.44,0.28,23.0
1990-11-28,6.49,0.28,23.178571428571427
1990-11-29,6.44,0.28,23.0
1990-11-30,6.61,0.28,23.607142857142858
