date,TEL,TEL_EPS,PE Ratio
2007-08-16,33.04,-0.65,-50.83076923076923
2007-08-17,35.1,-0.65,-54.0
2007-08-20,34.95,-0.65,-53.769230769230774
2007-08-21,34.67,-0.65,-53.33846153846154
2007-08-22,34.86,-0.65,-53.630769230769225
2007-08-23,35.36,-0.65,-54.4
2007-08-24,36.27,-0.65,-55.800000000000004
2007-08-27,35.47,-0.65,-54.569230769230764
2007-08-28,35.12,-0.65,-54.030769230769224
2007-08-29,35.36,-0.65,-54.4
2007-08-30,34.96,-0.65,-53.784615384615385
2007-08-31,34.87,-0.65,-53.646153846153844
2007-09-04,34.91,-0.65,-53.7076923076923
2007-09-05,34.69,-0.65,-53.36923076923076
2007-09-06,35.23,-0.65,-54.199999999999996
2007-09-07,33.5,-0.65,-51.53846153846154
2007-09-10,33.2,-0.65,-51.07692307692308
2007-09-11,33.04,-0.65,-50.83076923076923
2007-09-12,32.56,-0.65,-50.09230769230769
2007-09-13,32.89,-0.65,-50.6
2007-09-14,33.06,-0.65,-50.861538461538466
2007-09-17,33.14,-0.65,-50.98461538461538
2007-09-18,33.59,-0.65,-51.67692307692308
2007-09-19,33.07,-0.65,-50.87692307692308
2007-09-20,33.46,-0.65,-51.47692307692308
2007-09-21,33.45,-0.65,-51.46153846153847
2007-09-24,33.39,-0.65,-51.36923076923077
2007-09-25,33.77,-0.65,-51.95384615384616
2007-09-26,34.54,-0.65,-53.138461538461534
2007-09-27,35.18,-0.65,-54.12307692307692
2007-09-28,35.43,-0.65,-54.5076923076923
2007-10-01,36.28,-0.65,-55.815384615384616
2007-10-02,35.95,-0.65,-55.307692307692314
2007-10-03,35.66,-0.65,-54.86153846153845
2007-10-04,35.9,-0.65,-55.230769230769226
2007-10-05,36.05,-0.65,-55.46153846153845
2007-10-08,37.12,-0.65,-57.107692307692304
2007-10-09,36.73,-0.65,-56.5076923076923
2007-10-10,36.84,-0.65,-56.67692307692308
2007-10-11,36.65,-0.65,-56.38461538461538
2007-10-12,37.0,-0.65,-56.92307692307692
2007-10-15,36.97,-0.65,-56.87692307692307
2007-10-16,36.99,-0.65,-56.90769230769231
2007-10-17,36.9,-0.65,-56.76923076923077
2007-10-18,36.88,-0.65,-56.73846153846154
2007-10-19,36.24,-0.65,-55.753846153846155
2007-10-22,35.68,-0.65,-54.89230769230769
2007-10-23,35.12,-0.65,-54.030769230769224
2007-10-24,34.56,-0.65,-53.16923076923077
2007-10-25,34.04,-0.65,-52.36923076923077
2007-10-26,33.7,-0.65,-51.84615384615385
2007-10-29,34.38,-0.65,-52.892307692307696
2007-10-30,35.0,-0.65,-53.84615384615385
2007-10-31,35.67,-0.65,-54.87692307692308
2007-11-01,35.17,-0.65,-54.10769230769231
2007-11-02,35.37,-0.65,-54.41538461538461
2007-11-05,33.76,-0.65,-51.93846153846153
2007-11-06,33.77,-0.65,-51.95384615384616
2007-11-07,32.99,-0.65,-50.753846153846155
2007-11-08,33.14,-0.65,-50.98461538461538
2007-11-09,32.57,-0.65,-50.107692307692304
2007-11-12,31.36,-0.65,-48.246153846153845
2007-11-13,32.35,-0.65,-49.76923076923077
2007-11-14,32.5,-0.65,-50.0
2007-11-15,33.1,-0.65,-50.92307692307693
2007-11-16,35.02,-0.65,-53.87692307692308
2007-11-19,35.05,-0.65,-53.92307692307692
2007-11-20,35.2,-0.65,-54.15384615384615
2007-11-21,35.01,-0.65,-53.86153846153846
2007-11-23,35.43,-0.65,-54.5076923076923
2007-11-26,34.64,-0.65,-53.292307692307695
2007-11-27,34.48,-0.65,-53.04615384615384
2007-11-28,35.69,-0.65,-54.9076923076923
2007-11-29,36.6,-0.65,-56.30769230769231
2007-11-30,37.39,-0.65,-57.52307692307692
2007-12-03,37.26,-0.65,-57.32307692307692
2007-12-04,36.8,-0.65,-56.615384615384606
2007-12-05,36.8,-0.65,-56.615384615384606
2007-12-06,37.63,-0.65,-57.892307692307696
2007-12-07,37.42,-0.65,-57.56923076923077
2007-12-10,37.38,-0.65,-57.50769230769231
2007-12-11,36.51,-0.65,-56.169230769230765
2007-12-12,37.14,-0.65,-57.138461538461534
2007-12-13,36.96,-0.65,-56.86153846153846
2007-12-14,36.54,-0.65,-56.215384615384615
2007-12-17,36.53,-0.65,-56.2
2007-12-18,36.81,-0.65,-56.63076923076923
2007-12-19,36.8,-0.65,-56.615384615384606
2007-12-20,36.58,-0.65,-56.27692307692307
2007-12-21,37.28,-0.65,-57.353846153846156
2007-12-24,37.94,-0.65,-58.36923076923076
2007-12-26,37.97,-0.65,-58.41538461538461
2007-12-27,37.45,-0.65,-57.61538461538462
2007-12-28,37.8,-0.65,-58.153846153846146
2007-12-31,37.13,-0.65,-57.12307692307692
2008-01-02,36.77,-0.65,-56.56923076923077
2008-01-03,36.68,-0.65,-56.43076923076923
2008-01-04,35.52,-0.65,-54.64615384615385
2008-01-07,34.26,-0.65,-52.707692307692305
2008-01-08,32.92,-0.65,-50.646153846153844
2008-01-09,33.37,-0.65,-51.33846153846153
2008-01-10,33.82,-0.65,-52.03076923076923
2008-01-11,33.42,-0.65,-51.41538461538462
2008-01-14,34.32,-0.65,-52.8
2008-01-15,33.17,-0.65,-51.03076923076923
2008-01-16,33.71,-0.65,-51.86153846153846
2008-01-17,32.71,-0.65,-50.323076923076925
2008-01-18,32.26,-0.65,-49.630769230769225
2008-01-22,31.74,-0.65,-48.83076923076923
2008-01-23,31.41,-0.65,-48.32307692307692
2008-01-24,32.61,-0.65,-50.169230769230765
2008-01-25,33.23,-0.65,-51.123076923076916
2008-01-28,33.36,-0.65,-51.32307692307692
2008-01-29,32.81,-0.65,-50.47692307692308
2008-01-30,33.41,-0.65,-51.39999999999999
2008-01-31,33.74,-0.65,-51.90769230769231
2008-02-01,33.89,-0.65,-52.138461538461534
2008-02-04,33.84,-0.65,-52.06153846153847
2008-02-05,32.61,-0.65,-50.169230769230765
2008-02-06,34.75,-0.65,-53.46153846153846
2008-02-07,35.12,-0.65,-54.030769230769224
2008-02-08,34.6,-0.65,-53.23076923076923
2008-02-11,35.12,-0.65,-54.030769230769224
2008-02-12,35.2,-0.65,-54.15384615384615
2008-02-13,35.85,-0.65,-55.15384615384615
2008-02-14,35.2,-0.65,-54.15384615384615
2008-02-15,35.08,-0.65,-53.96923076923076
2008-02-19,35.18,-0.65,-54.12307692307692
2008-02-20,35.0,-0.65,-53.84615384615385
2008-02-21,34.16,-0.65,-52.553846153846145
2008-02-22,34.53,-0.65,-53.12307692307692
2008-02-25,34.68,-0.65,-53.35384615384615
2008-02-26,34.67,-0.65,-53.33846153846154
2008-02-27,34.44,-0.65,-52.98461538461538
2008-02-28,33.49,-0.65,-51.52307692307692
2008-02-29,32.9,-0.65,-50.61538461538461
2008-03-03,32.95,-0.65,-50.69230769230769
2008-03-04,32.91,-0.65,-50.630769230769225
2008-03-05,32.69,-0.65,-50.29230769230769
2008-03-06,32.47,-0.65,-49.95384615384615
2008-03-07,32.43,-0.65,-49.89230769230769
2008-03-10,31.43,-0.65,-48.35384615384615
2008-03-11,32.18,-0.65,-49.5076923076923
2008-03-12,32.23,-0.65,-49.584615384615375
2008-03-13,32.08,-0.65,-49.35384615384615
2008-03-14,31.73,-0.65,-48.815384615384616
2008-03-17,31.18,-0.65,-47.96923076923077
2008-03-18,32.14,-0.65,-49.44615384615385
2008-03-19,32.01,-0.65,-49.24615384615384
2008-03-20,32.86,-0.65,-50.55384615384615
2008-03-24,33.8,-0.65,-51.99999999999999
2008-03-25,33.61,-0.65,-51.707692307692305
2008-03-26,34.04,-0.65,-52.36923076923077
2008-03-27,33.47,-0.65,-51.49230769230769
2008-03-28,33.83,-0.65,-52.04615384615384
2008-03-31,34.32,-0.65,-52.8
2008-04-01,34.48,-0.65,-53.04615384615384
2008-04-02,35.0,-0.65,-53.84615384615385
2008-04-03,34.97,-0.65,-53.8
2008-04-04,35.84,-0.65,-55.13846153846154
2008-04-07,35.8,-0.65,-55.07692307692307
2008-04-08,35.03,-0.65,-53.89230769230769
2008-04-09,34.93,-0.65,-53.738461538461536
2008-04-10,34.74,-0.65,-53.44615384615385
2008-04-11,34.14,-0.65,-52.52307692307692
2008-04-14,34.43,-0.65,-52.96923076923077
2008-04-15,34.04,-0.65,-52.36923076923077
2008-04-16,34.92,-0.65,-53.723076923076924
2008-04-17,35.38,-0.65,-54.430769230769236
2008-04-18,36.87,-0.65,-56.72307692307692
2008-04-21,36.38,-0.65,-55.96923076923077
2008-04-22,35.5,-0.65,-54.61538461538461
2008-04-23,36.07,-0.65,-55.49230769230769
2008-04-24,37.19,-0.65,-57.21538461538461
2008-04-25,37.61,-0.65,-57.86153846153846
2008-04-28,37.18,-0.65,-57.199999999999996
2008-04-29,37.63,-0.65,-57.892307692307696
2008-04-30,37.41,-0.65,-57.553846153846145
2008-05-01,39.95,-0.65,-61.46153846153847
2008-05-02,39.81,-0.65,-61.246153846153845
2008-05-05,39.19,0.65,60.29230769230769
2008-05-06,38.59,0.65,59.369230769230775
2008-05-07,37.9,0.65,58.30769230769231
2008-05-08,38.24,0.65,58.830769230769235
2008-05-09,38.15,0.65,58.692307692307686
2008-05-12,38.33,0.65,58.96923076923076
2008-05-13,38.09,0.65,58.6
2008-05-14,37.74,0.65,58.06153846153846
2008-05-15,37.42,0.65,57.56923076923077
2008-05-16,39.17,0.65,60.261538461538464
2008-05-19,39.06,0.65,60.09230769230769
2008-05-20,38.38,0.65,59.04615384615385
2008-05-21,38.03,0.65,58.50769230769231
2008-05-22,37.79,0.65,58.138461538461534
2008-05-23,38.13,0.65,58.66153846153846
2008-05-27,39.15,0.65,60.230769230769226
2008-05-28,39.38,0.65,60.58461538461539
2008-05-29,39.49,0.65,60.753846153846155
2008-05-30,40.12,0.65,61.72307692307692
2008-06-02,39.81,0.65,61.246153846153845
2008-06-03,39.05,0.65,60.07692307692307
2008-06-04,38.93,0.65,59.89230769230769
2008-06-05,38.99,0.65,59.98461538461539
2008-06-06,38.29,0.65,58.9076923076923
2008-06-09,38.79,0.65,59.676923076923075
2008-06-10,38.3,0.65,58.92307692307692
2008-06-11,37.44,0.65,57.599999999999994
2008-06-12,38.01,0.65,58.47692307692307
2008-06-13,38.55,0.65,59.3076923076923
2008-06-16,39.1,0.65,60.15384615384615
2008-06-17,38.32,0.65,58.95384615384615
2008-06-18,37.2,0.65,57.23076923076923
2008-06-19,37.64,0.65,57.90769230769231
2008-06-20,36.81,0.65,56.63076923076923
2008-06-23,36.25,0.65,55.76923076923077
2008-06-24,37.01,0.65,56.93846153846153
2008-06-25,36.74,0.65,56.52307692307692
2008-06-26,35.6,0.65,54.76923076923077
2008-06-27,36.03,0.65,55.43076923076923
2008-06-30,35.82,0.65,55.107692307692304
2008-07-01,35.45,0.65,54.53846153846154
2008-07-02,35.39,0.65,54.44615384615385
2008-07-03,35.14,0.65,54.06153846153846
2008-07-07,35.11,0.65,54.01538461538461
2008-07-08,35.18,0.65,54.12307692307692
2008-07-09,34.93,0.65,53.738461538461536
2008-07-10,35.35,0.65,54.38461538461539
2008-07-11,34.91,0.65,53.7076923076923
2008-07-14,34.51,0.65,53.092307692307685
2008-07-15,34.74,0.65,53.44615384615385
2008-07-16,35.21,0.65,54.16923076923077
2008-07-17,36.92,0.65,56.8
2008-07-18,36.38,0.65,55.96923076923077
2008-07-21,36.07,0.65,55.49230769230769
2008-07-22,36.91,0.65,56.78461538461538
2008-07-23,37.4,0.65,57.53846153846153
2008-07-24,36.25,0.65,55.76923076923077
2008-07-25,36.38,0.65,55.96923076923077
2008-07-28,35.51,0.65,54.630769230769225
2008-07-29,35.57,0.65,54.723076923076924
2008-07-30,33.74,0.65,51.90769230769231
2008-07-31,33.14,0.65,50.98461538461538
2008-08-01,32.74,0.62,52.80645161290323
2008-08-04,32.47,0.62,52.37096774193548
2008-08-05,33.15,0.62,53.46774193548387
2008-08-06,33.8,0.62,54.51612903225806
2008-08-07,33.43,0.62,53.91935483870968
2008-08-08,34.3,0.62,55.32258064516129
2008-08-11,34.73,0.62,56.01612903225806
2008-08-12,34.68,0.62,55.935483870967744
2008-08-13,34.25,0.62,55.24193548387097
2008-08-14,34.64,0.62,55.87096774193549
2008-08-15,34.38,0.62,55.45161290322581
2008-08-18,34.47,0.62,55.596774193548384
2008-08-19,34.35,0.62,55.403225806451616
2008-08-20,33.44,0.62,53.93548387096774
2008-08-21,33.19,0.62,53.53225806451613
2008-08-22,32.9,0.62,53.064516129032256
2008-08-25,32.1,0.62,51.774193548387096
2008-08-26,32.0,0.62,51.612903225806456
2008-08-27,32.07,0.62,51.725806451612904
2008-08-28,32.9,0.62,53.064516129032256
2008-08-29,32.91,0.62,53.08064516129032
2008-09-02,32.84,0.62,52.96774193548388
2008-09-03,31.79,0.62,51.274193548387096
2008-09-04,30.55,0.62,49.274193548387096
2008-09-05,30.5,0.62,49.193548387096776
2008-09-08,30.39,0.62,49.016129032258064
2008-09-09,30.13,0.62,48.596774193548384
2008-09-10,30.17,0.62,48.66129032258065
2008-09-11,30.07,0.62,48.5
2008-09-12,29.89,0.62,48.20967741935484
2008-09-15,28.33,0.62,45.69354838709677
2008-09-16,28.04,0.62,45.225806451612904
2008-09-17,26.9,0.62,43.387096774193544
2008-09-18,26.9,0.62,43.387096774193544
2008-09-19,30.15,0.62,48.62903225806451
2008-09-22,29.15,0.62,47.016129032258064
2008-09-23,28.36,0.62,45.74193548387097
2008-09-24,28.25,0.62,45.564516129032256
2008-09-25,28.35,0.62,45.725806451612904
2008-09-26,27.39,0.62,44.17741935483871
2008-09-29,25.0,0.62,40.32258064516129
2008-09-30,27.66,0.62,44.612903225806456
2008-10-01,27.61,0.62,44.53225806451613
2008-10-02,25.76,0.62,41.5483870967742
2008-10-03,25.65,0.62,41.37096774193548
2008-10-06,25.12,0.62,40.516129032258064
2008-10-07,23.11,0.62,37.274193548387096
2008-10-08,22.15,0.62,35.725806451612904
2008-10-09,20.99,0.62,33.854838709677416
2008-10-10,20.37,0.62,32.85483870967742
2008-10-13,22.32,0.62,36.0
2008-10-14,22.52,0.62,36.32258064516129
2008-10-15,20.6,0.62,33.225806451612904
2008-10-16,20.8,0.62,33.54838709677419
2008-10-17,20.14,0.62,32.483870967741936
2008-10-20,20.96,0.62,33.806451612903224
2008-10-21,20.56,0.62,33.16129032258064
2008-10-22,19.95,0.62,32.17741935483871
2008-10-23,19.4,0.62,31.29032258064516
2008-10-24,17.69,0.62,28.53225806451613
2008-10-27,16.88,0.62,27.2258064516129
2008-10-28,18.64,0.62,30.06451612903226
2008-10-29,17.76,0.62,28.645161290322584
2008-10-30,18.61,0.62,30.016129032258064
2008-10-31,19.44,0.62,31.35483870967742
2008-11-03,19.89,0.62,32.08064516129032
2008-11-04,20.32,0.62,32.774193548387096
2008-11-05,19.01,0.62,30.661290322580648
2008-11-06,16.78,0.62,27.06451612903226
2008-11-07,17.68,0.62,28.516129032258064
2008-11-10,16.0,0.62,25.806451612903228
2008-11-11,14.13,0.62,22.790322580645164
2008-11-12,13.1,0.62,21.129032258064516
2008-11-13,14.86,0.62,23.967741935483872
2008-11-14,14.5,0.62,23.387096774193548
2008-11-17,14.11,0.62,22.758064516129032
2008-11-18,14.56,0.62,23.483870967741936
2008-11-19,14.02,0.62,22.612903225806452
2008-11-20,12.97,0.56,23.160714285714285
2008-11-21,14.6,0.56,26.07142857142857
2008-11-24,15.0,0.56,26.785714285714285
2008-11-25,15.3,0.56,27.32142857142857
2008-11-26,15.94,0.56,28.46428571428571
2008-11-28,16.48,0.56,29.428571428571427
2008-12-01,15.18,0.56,27.107142857142854
2008-12-02,15.41,0.56,27.51785714285714
2008-12-03,16.93,0.56,30.232142857142854
2008-12-04,16.1,0.56,28.75
2008-12-05,17.27,0.56,30.83928571428571
2008-12-08,17.66,0.56,31.535714285714285
2008-12-09,16.96,0.56,30.285714285714285
2008-12-10,16.88,0.56,30.14285714285714
2008-12-11,15.88,0.56,28.357142857142854
2008-12-12,16.06,0.56,28.678571428571423
2008-12-15,15.52,0.56,27.71428571428571
2008-12-16,16.63,0.56,29.696428571428566
2008-12-17,16.61,0.56,29.66071428571428
2008-12-18,16.45,0.56,29.374999999999996
2008-12-19,15.72,0.56,28.07142857142857
2008-12-22,15.45,0.56,27.58928571428571
2008-12-23,15.23,0.56,27.19642857142857
2008-12-24,15.25,0.56,27.232142857142854
2008-12-26,15.23,0.56,27.19642857142857
2008-12-29,15.17,0.56,27.08928571428571
2008-12-30,15.97,0.56,28.517857142857142
2008-12-31,16.21,0.56,28.94642857142857
2009-01-02,17.23,0.56,30.767857142857142
2009-01-05,16.96,0.56,30.285714285714285
2009-01-06,17.55,0.56,31.33928571428571
2009-01-07,17.5,0.56,31.249999999999996
2009-01-08,17.05,0.56,30.44642857142857
2009-01-09,16.92,0.56,30.214285714285715
2009-01-12,16.99,0.56,30.339285714285708
2009-01-13,16.02,0.56,28.607142857142854
2009-01-14,15.19,0.56,27.124999999999996
2009-01-15,15.86,0.56,28.32142857142857
2009-01-16,15.82,0.56,28.249999999999996
2009-01-20,15.07,0.56,26.910714285714285
2009-01-21,15.58,0.56,27.82142857142857
2009-01-22,15.57,0.56,27.803571428571427
2009-01-23,15.64,0.56,27.928571428571427
2009-01-26,15.45,0.56,27.58928571428571
2009-01-27,15.74,0.56,28.107142857142854
2009-01-28,15.05,0.56,26.875
2009-01-29,14.76,0.56,26.357142857142854
2009-01-30,14.16,0.56,25.285714285714285
2009-02-02,13.73,0.56,24.517857142857142
2009-02-03,13.78,0.19,72.52631578947368
2009-02-04,13.97,0.19,73.52631578947368
2009-02-05,14.33,0.19,75.42105263157895
2009-02-06,14.77,0.19,77.73684210526315
2009-02-09,14.63,0.19,77.0
2009-02-10,13.78,0.19,72.52631578947368
2009-02-11,13.9,0.19,73.15789473684211
2009-02-12,13.71,0.19,72.15789473684211
2009-02-13,13.85,0.19,72.89473684210526
2009-02-17,12.8,0.19,67.36842105263158
2009-02-18,12.28,0.19,64.63157894736841
2009-02-19,11.57,0.19,60.89473684210527
2009-02-20,11.01,0.19,57.94736842105263
2009-02-23,10.15,0.19,53.421052631578945
2009-02-24,10.63,0.19,55.94736842105264
2009-02-25,10.34,0.19,54.421052631578945
2009-02-26,9.75,0.19,51.31578947368421
2009-02-27,9.48,0.19,49.89473684210527
2009-03-02,8.95,0.19,47.10526315789473
2009-03-03,8.87,0.19,46.68421052631579
2009-03-04,9.1,0.19,47.89473684210526
2009-03-05,7.99,0.19,42.05263157894737
2009-03-06,7.88,0.19,41.473684210526315
2009-03-09,7.44,0.19,39.15789473684211
2009-03-10,8.31,0.19,43.73684210526316
2009-03-11,8.67,0.19,45.63157894736842
2009-03-12,9.07,0.19,47.73684210526316
2009-03-13,9.51,0.19,50.05263157894737
2009-03-16,9.37,0.19,49.315789473684205
2009-03-17,9.2,0.19,48.421052631578945
2009-03-18,9.91,0.19,52.1578947368421
2009-03-19,10.55,0.19,55.526315789473685
2009-03-20,10.35,0.19,54.473684210526315
2009-03-23,11.06,0.19,58.21052631578947
2009-03-24,10.72,0.19,56.42105263157895
2009-03-25,10.99,0.19,57.8421052631579
2009-03-26,12.14,0.19,63.89473684210527
2009-03-27,11.98,0.19,63.05263157894737
2009-03-30,10.54,0.19,55.47368421052631
2009-03-31,11.04,0.19,58.10526315789473
2009-04-01,11.2,0.19,58.94736842105263
2009-04-02,12.83,0.19,67.52631578947368
2009-04-03,12.82,0.19,67.47368421052632
2009-04-06,12.57,0.19,66.15789473684211
2009-04-07,11.96,0.19,62.94736842105264
2009-04-08,12.29,0.19,64.68421052631578
2009-04-09,13.42,0.19,70.63157894736842
2009-04-13,13.07,0.19,68.78947368421052
2009-04-14,13.17,0.19,69.3157894736842
2009-04-15,13.0,0.19,68.42105263157895
2009-04-16,14.27,0.19,75.10526315789474
2009-04-17,16.23,0.19,85.42105263157895
2009-04-20,14.95,0.19,78.68421052631578
2009-04-21,15.65,0.19,82.36842105263158
2009-04-22,16.04,0.19,84.42105263157895
2009-04-23,16.09,0.19,84.6842105263158
2009-04-24,17.05,0.19,89.73684210526316
2009-04-27,16.78,0.19,88.31578947368422
2009-04-28,16.88,0.19,88.84210526315789
2009-04-29,17.88,0.19,94.10526315789473
2009-04-30,17.44,0.19,91.78947368421053
2009-05-01,17.74,0.19,93.36842105263158
2009-05-04,18.55,-1.59,-11.666666666666666
2009-05-05,18.34,-1.59,-11.534591194968552
2009-05-06,18.14,-1.59,-11.40880503144654
2009-05-07,17.57,-1.59,-11.050314465408805
2009-05-08,17.95,-1.59,-11.289308176100628
2009-05-11,17.46,-1.59,-10.981132075471699
2009-05-12,17.85,-1.59,-11.226415094339623
2009-05-13,16.28,-1.59,-10.238993710691824
2009-05-14,17.09,-1.59,-10.748427672955975
2009-05-15,16.8,-1.59,-10.566037735849056
2009-05-18,17.48,-1.59,-10.9937106918239
2009-05-19,17.71,-1.59,-11.138364779874214
2009-05-20,17.52,-1.59,-11.018867924528301
2009-05-21,16.85,-1.59,-10.59748427672956
2009-05-22,16.86,-1.59,-10.60377358490566
2009-05-26,17.57,-1.59,-11.050314465408805
2009-05-27,17.41,-1.59,-10.949685534591195
2009-05-28,17.42,-1.59,-10.955974842767295
2009-05-29,17.37,-1.59,-10.924528301886793
2009-06-01,18.85,-1.59,-11.855345911949685
2009-06-02,18.55,-1.59,-11.666666666666666
2009-06-03,18.79,-1.59,-11.817610062893081
2009-06-04,20.39,-1.59,-12.823899371069182
2009-06-05,19.86,-1.59,-12.490566037735848
2009-06-08,19.81,-1.59,-12.459119496855344
2009-06-09,19.96,-1.59,-12.553459119496855
2009-06-10,19.86,-1.59,-12.490566037735848
2009-06-11,20.05,-1.59,-12.61006289308176
2009-06-12,19.87,-1.59,-12.49685534591195
2009-06-15,19.26,-1.59,-12.11320754716981
2009-06-16,19.98,-1.59,-12.566037735849056
2009-06-17,19.66,-1.59,-12.364779874213836
2009-06-18,20.31,-1.59,-12.773584905660377
2009-06-19,20.22,-1.59,-12.716981132075471
2009-06-22,19.09,-1.59,-12.0062893081761
2009-06-23,18.59,-1.59,-11.691823899371068
2009-06-24,18.2,-1.59,-11.446540880503143
2009-06-25,18.0,-1.59,-11.320754716981131
2009-06-26,18.35,-1.59,-11.540880503144654
2009-06-29,18.48,-1.59,-11.622641509433961
2009-06-30,18.59,-1.59,-11.691823899371068
2009-07-01,18.47,-1.59,-11.616352201257861
2009-07-02,17.85,-1.59,-11.226415094339623
2009-07-06,16.99,-1.59,-10.685534591194967
2009-07-07,16.68,-1.59,-10.490566037735848
2009-07-08,16.71,-1.59,-10.50943396226415
2009-07-09,16.74,-1.59,-10.528301886792452
2009-07-10,16.68,-1.59,-10.490566037735848
2009-07-13,17.02,-1.59,-10.70440251572327
2009-07-14,17.3,-1.59,-10.880503144654089
2009-07-15,18.75,-1.59,-11.79245283018868
2009-07-16,18.86,-1.59,-11.861635220125786
2009-07-17,18.77,-1.59,-11.80503144654088
2009-07-20,19.35,-1.59,-12.169811320754718
2009-07-21,19.36,-1.59,-12.176100628930817
2009-07-22,19.47,-1.59,-12.245283018867923
2009-07-23,20.29,-1.59,-12.761006289308176
2009-07-24,20.5,-1.59,-12.893081761006288
2009-07-27,20.68,-1.59,-13.0062893081761
2009-07-28,20.66,-1.59,-12.9937106918239
2009-07-29,21.18,-1.59,-13.320754716981131
2009-07-30,21.6,-1.59,-13.584905660377359
2009-07-31,21.47,0.14,153.35714285714283
2009-08-03,22.08,0.14,157.7142857142857
2009-08-04,22.22,0.14,158.7142857142857
2009-08-05,21.98,0.14,157.0
2009-08-06,21.69,0.14,154.92857142857142
2009-08-07,22.26,0.14,159.0
2009-08-10,22.27,0.14,159.07142857142856
2009-08-11,22.26,0.14,159.0
2009-08-12,22.78,0.14,162.7142857142857
2009-08-13,23.29,0.14,166.35714285714283
2009-08-14,22.74,0.14,162.4285714285714
2009-08-17,22.28,0.14,159.14285714285714
2009-08-18,22.69,0.14,162.07142857142856
2009-08-19,23.17,0.14,165.5
2009-08-20,23.38,0.14,166.99999999999997
2009-08-21,23.55,0.14,168.2142857142857
2009-08-24,23.45,0.14,167.49999999999997
2009-08-25,23.49,0.14,167.78571428571425
2009-08-26,23.32,0.14,166.57142857142856
2009-08-27,23.26,0.14,166.14285714285714
2009-08-28,23.42,0.14,167.28571428571428
2009-08-31,22.82,0.14,163.0
2009-09-01,21.98,0.14,157.0
2009-09-02,21.6,0.14,154.28571428571428
2009-09-03,22.46,0.14,160.42857142857142
2009-09-04,22.93,0.14,163.78571428571428
2009-09-08,23.22,0.14,165.85714285714283
2009-09-09,23.8,0.14,170.0
2009-09-10,23.94,0.14,171.0
2009-09-11,23.79,0.14,169.92857142857142
2009-09-14,23.57,0.14,168.35714285714283
2009-09-15,23.86,0.14,170.42857142857142
2009-09-16,23.64,0.14,168.85714285714283
2009-09-17,23.53,0.14,168.07142857142856
2009-09-18,23.8,0.14,170.0
2009-09-21,23.3,0.14,166.42857142857142
2009-09-22,23.63,0.14,168.78571428571425
2009-09-23,23.23,0.14,165.92857142857142
2009-09-24,22.56,0.14,161.1428571428571
2009-09-25,22.56,0.14,161.1428571428571
2009-09-28,23.03,0.14,164.5
2009-09-29,22.08,0.14,157.7142857142857
2009-09-30,22.28,0.14,159.14285714285714
2009-10-01,21.67,0.14,154.78571428571428
2009-10-02,21.12,0.14,150.85714285714286
2009-10-05,21.34,0.14,152.42857142857142
2009-10-06,21.63,0.14,154.49999999999997
2009-10-07,21.6,0.14,154.28571428571428
2009-10-08,21.87,0.14,156.2142857142857
2009-10-09,22.61,0.14,161.49999999999997
2009-10-12,22.59,0.14,161.35714285714283
2009-10-13,22.51,0.14,160.78571428571428
