date,BKR,BKR_EPS,PE Ratio
1992-06-02,23.25,0.12,193.75
1992-06-03,23.75,0.12,197.91666666666669
1992-06-04,23.0,0.12,191.66666666666669
1992-06-05,22.88,0.12,190.66666666666666
1992-06-08,22.75,0.12,189.58333333333334
1992-06-09,22.88,0.12,190.66666666666666
1992-06-10,23.13,0.12,192.75
1992-06-11,22.75,0.12,189.58333333333334
1992-06-12,22.25,0.12,185.41666666666669
1992-06-15,22.88,0.12,190.66666666666666
1992-06-16,22.75,0.12,189.58333333333334
1992-06-17,21.5,0.12,179.16666666666669
1992-06-18,21.63,0.12,180.25
1992-06-19,21.75,0.12,181.25
1992-06-22,21.13,0.12,176.08333333333334
1992-06-23,20.5,0.12,170.83333333333334
1992-06-24,20.5,0.12,170.83333333333334
1992-06-25,20.0,0.12,166.66666666666669
1992-06-26,19.88,0.12,165.66666666666666
1992-06-29,20.63,0.12,171.91666666666666
1992-06-30,20.25,0.12,168.75
1992-07-01,20.5,0.12,170.83333333333334
1992-07-02,21.13,0.12,176.08333333333334
1992-07-06,20.75,0.12,172.91666666666669
1992-07-07,20.38,0.12,169.83333333333334
1992-07-08,19.25,0.12,160.41666666666669
1992-07-09,19.88,0.12,165.66666666666666
1992-07-10,20.0,0.12,166.66666666666669
1992-07-13,20.25,0.12,168.75
1992-07-14,22.25,0.12,185.41666666666669
1992-07-15,21.38,0.12,178.16666666666666
1992-07-16,20.75,0.12,172.91666666666669
1992-07-17,20.63,0.12,171.91666666666666
1992-07-20,20.75,0.12,172.91666666666669
1992-07-21,21.63,0.12,180.25
1992-07-22,21.38,0.12,178.16666666666666
1992-07-23,21.63,0.12,180.25
1992-07-24,22.75,0.12,189.58333333333334
1992-07-27,22.25,0.12,185.41666666666669
1992-07-28,22.5,0.12,187.5
1992-07-29,22.75,0.12,189.58333333333334
1992-07-30,22.75,0.12,189.58333333333334
1992-07-31,22.38,0.12,186.5
1992-08-03,22.63,0.12,188.58333333333334
1992-08-04,22.5,0.12,187.5
1992-08-05,22.5,0.12,187.5
1992-08-06,22.5,0.12,187.5
1992-08-07,22.5,0.12,187.5
1992-08-10,22.25,0.12,185.41666666666669
1992-08-11,22.13,0.12,184.41666666666666
1992-08-12,22.5,0.12,187.5
1992-08-13,23.25,0.12,193.75
1992-08-14,22.75,0.12,189.58333333333334
1992-08-17,22.75,0.12,189.58333333333334
1992-08-18,22.75,0.12,189.58333333333334
1992-08-19,23.13,0.12,192.75
1992-08-20,23.13,0.12,192.75
1992-08-21,22.88,0.12,190.66666666666666
1992-08-24,22.88,0.12,190.66666666666666
1992-08-25,23.63,0.12,196.91666666666666
1992-08-26,23.63,0.12,196.91666666666666
1992-08-27,23.5,0.12,195.83333333333334
1992-08-28,25.13,0.12,209.41666666666666
1992-08-31,24.25,0.12,202.08333333333334
1992-09-01,24.0,0.12,200.0
1992-09-02,23.75,0.12,197.91666666666669
1992-09-03,24.5,0.12,204.16666666666669
1992-09-04,24.25,0.12,202.08333333333334
1992-09-08,24.75,0.12,206.25
1992-09-09,25.13,0.12,209.41666666666666
1992-09-10,25.0,0.12,208.33333333333334
1992-09-11,24.63,0.12,205.25
1992-09-14,24.5,0.12,204.16666666666669
1992-09-15,24.75,0.12,206.25
1992-09-16,24.63,0.12,205.25
1992-09-17,24.63,0.12,205.25
1992-09-18,24.75,0.12,206.25
1992-09-21,24.13,0.12,201.08333333333334
1992-09-22,24.25,0.12,202.08333333333334
1992-09-23,24.13,0.12,201.08333333333334
1992-09-24,23.25,0.12,193.75
1992-09-25,22.38,0.12,186.5
1992-09-28,22.5,0.12,187.5
1992-09-29,22.88,0.12,190.66666666666666
1992-09-30,23.38,0.12,194.83333333333334
1992-10-01,23.5,0.12,195.83333333333334
1992-10-02,23.5,0.12,195.83333333333334
1992-10-05,23.25,0.12,193.75
1992-10-06,22.75,0.12,189.58333333333334
1992-10-07,22.63,0.12,188.58333333333334
1992-10-08,23.13,0.12,192.75
1992-10-09,22.75,0.12,189.58333333333334
1992-10-12,23.75,0.12,197.91666666666669
1992-10-13,22.75,0.12,189.58333333333334
1992-10-14,22.88,0.12,190.66666666666666
1992-10-15,23.0,0.12,191.66666666666669
1992-10-16,23.25,0.12,193.75
1992-10-19,23.75,0.12,197.91666666666669
1992-10-20,23.75,0.12,197.91666666666669
1992-10-21,23.0,0.12,191.66666666666669
1992-10-22,22.75,0.12,189.58333333333334
1992-10-23,23.0,0.12,191.66666666666669
1992-10-26,23.0,0.12,191.66666666666669
1992-10-27,23.0,0.12,191.66666666666669
1992-10-28,22.63,0.12,188.58333333333334
1992-10-29,22.25,0.12,185.41666666666669
1992-10-30,21.75,0.12,181.25
1992-11-02,21.63,0.12,180.25
1992-11-03,21.88,0.12,182.33333333333334
1992-11-04,21.13,0.12,176.08333333333334
1992-11-05,21.63,0.12,180.25
1992-11-06,21.5,0.12,179.16666666666669
1992-11-09,21.25,0.12,177.08333333333334
1992-11-10,21.5,0.12,179.16666666666669
1992-11-11,20.75,0.12,172.91666666666669
1992-11-12,20.38,0.12,169.83333333333334
1992-11-13,20.13,0.12,167.75
1992-11-16,19.88,0.12,165.66666666666666
1992-11-17,19.63,0.12,163.58333333333334
1992-11-18,20.25,0.12,168.75
1992-11-19,20.5,0.12,170.83333333333334
1992-11-20,20.5,0.12,170.83333333333334
1992-11-23,20.25,0.12,168.75
1992-11-24,20.25,0.12,168.75
1992-11-25,20.0,0.12,166.66666666666669
1992-11-27,19.38,0.12,161.5
1992-11-30,19.75,0.12,164.58333333333334
1992-12-01,18.38,0.12,153.16666666666666
1992-12-02,18.5,0.12,154.16666666666669
1992-12-03,18.75,0.12,156.25
1992-12-04,18.88,0.12,157.33333333333334
1992-12-07,19.0,0.12,158.33333333333334
1992-12-08,18.5,0.12,154.16666666666669
1992-12-09,18.0,0.12,150.0
1992-12-10,18.63,0.12,155.25
1992-12-11,18.5,0.12,154.16666666666669
1992-12-14,18.5,0.12,154.16666666666669
1992-12-15,18.88,0.12,157.33333333333334
1992-12-16,18.88,0.12,157.33333333333334
1992-12-17,19.13,0.12,159.41666666666666
1992-12-18,18.88,0.12,157.33333333333334
1992-12-21,18.63,0.12,155.25
1992-12-22,18.13,0.12,151.08333333333334
1992-12-23,18.38,0.12,153.16666666666666
1992-12-24,18.63,0.12,155.25
1992-12-28,18.63,0.12,155.25
1992-12-29,19.25,0.12,160.41666666666669
1992-12-30,19.63,0.12,163.58333333333334
1992-12-31,19.63,0.12,163.58333333333334
1993-01-04,19.5,0.12,162.5
1993-01-05,19.5,0.12,162.5
1993-01-06,19.38,0.12,161.5
1993-01-07,18.75,0.12,156.25
1993-01-08,18.63,0.12,155.25
1993-01-11,18.88,0.12,157.33333333333334
1993-01-12,19.0,0.12,158.33333333333334
1993-01-13,19.13,0.12,159.41666666666666
1993-01-14,19.0,0.12,158.33333333333334
1993-01-15,19.0,0.12,158.33333333333334
1993-01-18,18.75,0.12,156.25
1993-01-19,18.63,0.12,155.25
1993-01-20,18.88,0.12,157.33333333333334
1993-01-21,18.63,0.12,155.25
1993-01-22,19.0,0.12,158.33333333333334
1993-01-25,19.88,0.12,165.66666666666666
1993-01-26,20.5,0.12,170.83333333333334
1993-01-27,19.75,0.12,164.58333333333334
1993-01-28,20.5,0.12,170.83333333333334
1993-01-29,20.5,0.12,170.83333333333334
1993-02-01,20.88,0.12,174.0
1993-02-02,20.63,0.12,171.91666666666666
1993-02-03,21.0,0.12,175.0
1993-02-04,21.63,0.12,180.25
1993-02-05,22.38,0.12,186.5
1993-02-08,22.63,0.12,188.58333333333334
1993-02-09,22.0,0.12,183.33333333333334
1993-02-10,22.0,0.12,183.33333333333334
1993-02-11,21.88,0.12,182.33333333333334
1993-02-12,21.5,0.12,179.16666666666669
1993-02-16,21.63,0.12,180.25
1993-02-17,21.38,0.12,178.16666666666666
1993-02-18,21.38,0.12,178.16666666666666
1993-02-19,22.75,0.12,189.58333333333334
1993-02-22,23.5,0.12,195.83333333333334
1993-02-23,23.13,0.12,192.75
1993-02-24,23.38,0.12,194.83333333333334
1993-02-25,22.75,0.12,189.58333333333334
1993-02-26,23.38,0.12,194.83333333333334
1993-03-01,23.38,0.12,194.83333333333334
1993-03-02,23.5,0.12,195.83333333333334
1993-03-03,24.25,0.12,202.08333333333334
1993-03-04,23.75,0.12,197.91666666666669
1993-03-05,23.38,0.12,194.83333333333334
1993-03-08,23.5,0.12,195.83333333333334
1993-03-09,23.63,0.12,196.91666666666666
1993-03-10,23.63,0.12,196.91666666666666
1993-03-11,23.5,0.12,195.83333333333334
1993-03-12,23.38,0.12,194.83333333333334
1993-03-15,23.38,0.12,194.83333333333334
1993-03-16,23.5,0.12,195.83333333333334
1993-03-17,23.38,0.12,194.83333333333334
1993-03-18,23.13,0.12,192.75
1993-03-19,22.38,0.12,186.5
1993-03-22,23.0,0.12,191.66666666666669
1993-03-23,22.63,0.12,188.58333333333334
1993-03-24,23.25,0.12,193.75
1993-03-25,23.5,0.12,195.83333333333334
1993-03-26,23.75,0.12,197.91666666666669
1993-03-29,23.63,0.12,196.91666666666666
1993-03-30,23.5,0.12,195.83333333333334
1993-03-31,23.25,0.12,193.75
1993-04-01,22.63,0.12,188.58333333333334
1993-04-02,22.5,0.12,187.5
1993-04-05,23.13,0.12,192.75
1993-04-06,24.5,0.12,204.16666666666669
1993-04-07,24.88,0.12,207.33333333333334
1993-04-08,24.88,0.12,207.33333333333334
1993-04-12,25.25,0.12,210.41666666666669
1993-04-13,25.63,0.12,213.58333333333334
1993-04-14,26.0,0.12,216.66666666666669
1993-04-15,25.5,0.12,212.5
1993-04-16,28.0,0.12,233.33333333333334
1993-04-19,27.25,0.12,227.08333333333334
1993-04-20,26.75,0.12,222.91666666666669
1993-04-21,25.88,0.12,215.66666666666666
1993-04-22,26.0,0.12,216.66666666666669
1993-04-23,26.25,0.12,218.75
1993-04-26,25.88,0.12,215.66666666666666
1993-04-27,26.0,0.12,216.66666666666669
1993-04-28,26.63,0.12,221.91666666666666
1993-04-29,26.75,0.12,222.91666666666669
1993-04-30,27.0,0.12,225.0
1993-05-03,26.88,0.12,224.0
1993-05-04,26.38,0.12,219.83333333333334
1993-05-05,27.0,0.12,225.0
1993-05-06,26.75,0.12,222.91666666666669
1993-05-07,27.0,0.12,225.0
1993-05-10,27.13,0.12,226.08333333333334
1993-05-11,27.38,0.12,228.16666666666666
1993-05-12,28.13,0.12,234.41666666666666
1993-05-13,27.63,0.12,230.25
1993-05-14,27.25,0.12,227.08333333333334
1993-05-17,28.0,0.12,233.33333333333334
1993-05-18,28.13,0.12,234.41666666666666
1993-05-19,28.13,0.12,234.41666666666666
1993-05-20,28.13,0.12,234.41666666666666
1993-05-21,28.13,0.12,234.41666666666666
1993-05-24,28.75,0.12,239.58333333333334
1993-05-25,28.38,0.12,236.5
1993-05-26,28.63,0.12,238.58333333333334
1993-05-27,28.38,0.12,236.5
1993-05-28,27.88,0.12,232.33333333333334
1993-06-01,29.25,0.12,243.75
1993-06-02,29.5,0.12,245.83333333333334
1993-06-03,29.5,0.12,245.83333333333334
1993-06-04,29.13,0.12,242.75
1993-06-07,29.63,0.12,246.91666666666666
1993-06-08,29.0,0.12,241.66666666666669
1993-06-09,29.13,0.12,242.75
1993-06-10,28.63,0.12,238.58333333333334
1993-06-11,27.25,0.12,227.08333333333334
1993-06-14,27.25,0.12,227.08333333333334
1993-06-15,26.88,0.12,224.0
1993-06-16,27.0,0.12,225.0
1993-06-17,26.88,0.12,224.0
1993-06-18,26.88,0.12,224.0
1993-06-21,27.63,0.12,230.25
1993-06-22,27.38,0.12,228.16666666666666
1993-06-23,26.75,0.12,222.91666666666669
1993-06-24,26.63,0.12,221.91666666666666
1993-06-25,26.5,0.12,220.83333333333334
1993-06-28,26.25,0.12,218.75
1993-06-29,26.38,0.12,219.83333333333334
1993-06-30,26.25,0.12,218.75
1993-07-01,25.63,0.12,213.58333333333334
1993-07-02,25.0,0.12,208.33333333333334
1993-07-06,25.13,0.12,209.41666666666666
1993-07-07,25.88,0.12,215.66666666666666
1993-07-08,26.0,0.12,216.66666666666669
1993-07-09,25.63,0.12,213.58333333333334
1993-07-12,26.0,0.12,216.66666666666669
1993-07-13,26.5,0.12,220.83333333333334
1993-07-14,26.13,0.12,217.75
1993-07-15,25.38,0.12,211.5
1993-07-16,25.13,0.12,209.41666666666666
1993-07-19,25.38,0.12,211.5
1993-07-20,25.38,0.12,211.5
1993-07-21,26.25,0.12,218.75
1993-07-22,26.0,0.12,216.66666666666669
1993-07-23,26.5,0.12,220.83333333333334
1993-07-26,26.5,0.12,220.83333333333334
1993-07-27,27.25,0.12,227.08333333333334
1993-07-28,27.13,0.12,226.08333333333334
1993-07-29,26.38,0.12,219.83333333333334
1993-07-30,26.5,0.12,220.83333333333334
1993-08-02,27.13,0.12,226.08333333333334
1993-08-03,26.5,0.12,220.83333333333334
1993-08-04,26.5,0.12,220.83333333333334
1993-08-05,26.25,0.12,218.75
1993-08-06,25.88,0.12,215.66666666666666
1993-08-09,25.75,0.12,214.58333333333334
1993-08-10,25.75,0.12,214.58333333333334
1993-08-11,25.75,0.12,214.58333333333334
1993-08-12,26.0,0.12,216.66666666666669
1993-08-13,26.25,0.12,218.75
1993-08-16,26.0,0.12,216.66666666666669
1993-08-17,25.88,0.12,215.66666666666666
1993-08-18,26.13,0.12,217.75
1993-08-19,27.63,0.12,230.25
1993-08-20,27.75,0.12,231.25
1993-08-23,27.13,0.12,226.08333333333334
1993-08-24,27.75,0.12,231.25
1993-08-25,28.0,0.12,233.33333333333334
1993-08-26,28.0,0.12,233.33333333333334
1993-08-27,27.63,0.12,230.25
1993-08-30,27.38,0.12,228.16666666666666
1993-08-31,27.5,0.12,229.16666666666669
1993-09-01,27.25,0.12,227.08333333333334
1993-09-02,26.75,0.12,222.91666666666669
1993-09-03,26.88,0.12,224.0
1993-09-07,26.0,0.12,216.66666666666669
1993-09-08,25.38,0.12,211.5
1993-09-09,25.25,0.12,210.41666666666669
1993-09-10,24.25,0.12,202.08333333333334
1993-09-13,23.88,0.12,199.0
1993-09-14,23.75,0.12,197.91666666666669
1993-09-15,23.88,0.12,199.0
1993-09-16,23.75,0.12,197.91666666666669
1993-09-17,22.75,0.12,189.58333333333334
1993-09-20,21.88,0.12,182.33333333333334
1993-09-21,21.75,0.12,181.25
1993-09-22,21.75,0.12,181.25
1993-09-23,21.25,0.12,177.08333333333334
1993-09-24,22.0,0.12,183.33333333333334
1993-09-27,22.63,0.12,188.58333333333334
1993-09-28,22.38,0.12,186.5
1993-09-29,23.25,0.12,193.75
1993-09-30,23.5,0.12,195.83333333333334
1993-10-01,24.5,0.12,204.16666666666669
1993-10-04,23.88,0.12,199.0
1993-10-05,23.38,0.12,194.83333333333334
1993-10-06,22.88,0.12,190.66666666666666
1993-10-07,22.75,0.12,189.58333333333334
1993-10-08,22.88,0.12,190.66666666666666
1993-10-11,22.63,0.12,188.58333333333334
1993-10-12,22.5,0.12,187.5
1993-10-13,22.25,0.12,185.41666666666669
1993-10-14,21.75,0.12,181.25
1993-10-15,22.13,0.12,184.41666666666666
1993-10-18,22.63,0.12,188.58333333333334
1993-10-19,22.88,0.12,190.66666666666666
1993-10-20,22.63,0.12,188.58333333333334
1993-10-21,22.0,0.12,183.33333333333334
1993-10-22,21.88,0.12,182.33333333333334
1993-10-25,21.75,0.12,181.25
1993-10-26,21.88,0.12,182.33333333333334
1993-10-27,21.88,0.12,182.33333333333334
1993-10-28,22.25,0.12,185.41666666666669
1993-10-29,22.5,0.12,187.5
1993-11-01,22.88,0.12,190.66666666666666
1993-11-02,23.5,0.12,195.83333333333334
1993-11-03,22.88,0.12,190.66666666666666
1993-11-04,22.63,0.12,188.58333333333334
1993-11-05,22.63,0.12,188.58333333333334
1993-11-08,22.38,0.12,186.5
1993-11-09,22.13,0.12,184.41666666666666
1993-11-10,22.0,0.12,183.33333333333334
1993-11-11,21.88,0.12,182.33333333333334
1993-11-12,22.75,0.12,189.58333333333334
1993-11-15,22.25,0.12,185.41666666666669
1993-11-16,22.0,0.12,183.33333333333334
1993-11-17,23.88,0.12,199.0
1993-11-18,22.75,0.12,189.58333333333334
1993-11-19,22.75,0.12,189.58333333333334
1993-11-22,22.25,0.12,185.41666666666669
1993-11-23,21.75,0.12,181.25
1993-11-24,22.13,0.12,184.41666666666666
1993-11-26,21.0,0.12,175.0
1993-11-29,19.88,0.12,165.66666666666666
1993-11-30,20.0,0.12,166.66666666666669
1993-12-01,19.63,0.12,163.58333333333334
1993-12-02,19.75,0.12,164.58333333333334
1993-12-03,19.75,0.12,164.58333333333334
1993-12-06,19.38,0.12,161.5
1993-12-07,19.38,0.12,161.5
1993-12-08,19.25,0.12,160.41666666666669
1993-12-09,19.5,0.12,162.5
1993-12-10,19.75,0.12,164.58333333333334
1993-12-13,19.88,0.12,165.66666666666666
1993-12-14,19.5,0.12,162.5
1993-12-15,19.13,0.12,159.41666666666666
1993-12-16,19.5,0.12,162.5
1993-12-17,19.13,0.12,159.41666666666666
1993-12-20,19.13,0.12,159.41666666666666
1993-12-21,19.25,0.12,160.41666666666669
1993-12-22,19.25,0.12,160.41666666666669
1993-12-23,19.63,0.12,163.58333333333334
1993-12-27,19.63,0.12,163.58333333333334
1993-12-28,20.0,0.12,166.66666666666669
1993-12-29,20.25,0.12,168.75
1993-12-30,20.25,0.12,168.75
1993-12-31,20.0,0.12,166.66666666666669
1994-01-03,20.0,0.12,166.66666666666669
1994-01-04,21.0,0.12,175.0
1994-01-05,21.38,0.12,178.16666666666666
1994-01-06,21.75,0.12,181.25
1994-01-07,21.75,0.12,181.25
1994-01-10,21.88,0.12,182.33333333333334
1994-01-11,21.25,0.12,177.08333333333334
1994-01-12,21.13,0.12,176.08333333333334
1994-01-13,20.88,0.12,174.0
1994-01-14,21.0,0.12,175.0
1994-01-17,21.75,0.12,181.25
1994-01-18,21.5,0.12,179.16666666666669
1994-01-19,21.5,0.12,179.16666666666669
1994-01-20,21.88,0.12,182.33333333333334
1994-01-21,21.88,0.12,182.33333333333334
1994-01-24,21.5,0.12,179.16666666666669
1994-01-25,20.25,0.12,168.75
1994-01-26,20.0,0.12,166.66666666666669
1994-01-27,20.0,0.12,166.66666666666669
1994-01-28,19.63,0.12,163.58333333333334
1994-01-31,20.13,0.12,167.75
1994-02-01,20.0,0.12,166.66666666666669
1994-02-02,21.25,0.12,177.08333333333334
1994-02-03,20.88,0.12,174.0
1994-02-04,20.13,0.12,167.75
1994-02-07,20.38,0.12,169.83333333333334
1994-02-08,20.5,0.12,170.83333333333334
1994-02-09,19.75,0.12,164.58333333333334
1994-02-10,19.38,0.12,161.5
1994-02-11,19.75,0.12,164.58333333333334
1994-02-14,19.5,0.12,162.5
1994-02-15,19.5,0.12,162.5
1994-02-16,19.5,0.12,162.5
1994-02-17,19.63,0.12,163.58333333333334
1994-02-18,19.75,0.12,164.58333333333334
1994-02-22,19.75,0.12,164.58333333333334
1994-02-23,20.0,0.12,166.66666666666669
1994-02-24,19.5,0.12,162.5
1994-02-25,19.5,0.12,162.5
1994-02-28,19.0,0.12,158.33333333333334
1994-03-01,18.75,0.12,156.25
1994-03-02,19.0,0.12,158.33333333333334
1994-03-03,18.38,0.12,153.16666666666666
1994-03-04,18.75,0.12,156.25
1994-03-07,18.25,0.12,152.08333333333334
1994-03-08,17.88,0.12,149.0
1994-03-09,18.0,0.12,150.0
1994-03-10,17.88,0.12,149.0
1994-03-11,18.5,0.12,154.16666666666669
1994-03-14,18.38,0.12,153.16666666666666
1994-03-15,18.13,0.12,151.08333333333334
1994-03-16,19.63,0.12,163.58333333333334
1994-03-17,20.38,0.12,169.83333333333334
1994-03-18,20.13,0.12,167.75
1994-03-21,19.63,0.12,163.58333333333334
1994-03-22,19.63,0.12,163.58333333333334
1994-03-23,19.63,0.12,163.58333333333334
1994-03-24,19.63,0.12,163.58333333333334
1994-03-25,19.38,0.12,161.5
1994-03-28,18.75,0.12,156.25
1994-03-29,18.5,0.12,154.16666666666669
1994-03-30,18.0,0.12,150.0
1994-03-31,17.75,0.12,147.91666666666669
1994-04-04,17.75,0.12,147.91666666666669
1994-04-05,18.25,0.12,152.08333333333334
1994-04-06,18.0,0.12,150.0
1994-04-07,18.0,0.12,150.0
1994-04-08,17.5,0.12,145.83333333333334
1994-04-11,17.25,0.12,143.75
1994-04-12,17.25,0.12,143.75
1994-04-13,17.38,0.12,144.83333333333334
1994-04-14,17.75,0.12,147.91666666666669
1994-04-15,18.63,0.12,155.25
1994-04-18,18.5,0.12,154.16666666666669
1994-04-19,17.63,0.12,146.91666666666666
1994-04-20,17.63,0.12,146.91666666666666
1994-04-21,17.88,0.12,149.0
1994-04-22,18.5,0.12,154.16666666666669
1994-04-25,18.88,0.12,157.33333333333334
1994-04-26,18.63,0.12,155.25
1994-04-28,18.63,0.12,155.25
1994-04-29,18.38,0.12,153.16666666666666
1994-05-02,18.38,0.12,153.16666666666666
1994-05-03,18.5,0.12,154.16666666666669
1994-05-04,18.25,0.12,152.08333333333334
1994-05-05,18.63,0.12,155.25
1994-05-06,19.38,0.12,161.5
1994-05-09,19.38,0.12,161.5
1994-05-10,19.13,0.12,159.41666666666666
1994-05-11,19.25,0.12,160.41666666666669
1994-05-12,19.38,0.12,161.5
1994-05-13,19.88,0.12,165.66666666666666
1994-05-16,20.13,0.12,167.75
1994-05-17,19.5,0.12,162.5
1994-05-18,19.75,0.12,164.58333333333334
1994-05-19,19.88,0.12,165.66666666666666
1994-05-20,20.13,0.12,167.75
1994-05-23,19.88,0.12,165.66666666666666
1994-05-24,19.75,0.12,164.58333333333334
1994-05-25,19.75,0.12,164.58333333333334
1994-05-26,19.5,0.12,162.5
1994-05-27,19.5,0.12,162.5
1994-05-31,19.88,0.12,165.66666666666666
1994-06-01,19.88,0.12,165.66666666666666
1994-06-02,19.75,0.12,164.58333333333334
1994-06-03,19.5,0.12,162.5
1994-06-06,19.75,0.12,164.58333333333334
1994-06-07,19.88,0.12,165.66666666666666
1994-06-08,19.75,0.12,164.58333333333334
1994-06-09,19.88,0.12,165.66666666666666
1994-06-10,20.13,0.12,167.75
1994-06-13,19.88,0.12,165.66666666666666
1994-06-14,20.38,0.12,169.83333333333334
1994-06-15,20.13,0.12,167.75
1994-06-16,20.38,0.12,169.83333333333334
1994-06-17,20.63,0.12,171.91666666666666
1994-06-20,21.38,0.12,178.16666666666666
1994-06-21,21.88,0.12,182.33333333333334
1994-06-22,21.88,0.12,182.33333333333334
1994-06-23,21.63,0.12,180.25
1994-06-24,21.13,0.12,176.08333333333334
1994-06-27,20.63,0.12,171.91666666666666
1994-06-28,20.5,0.12,170.83333333333334
1994-06-29,20.63,0.12,171.91666666666666
1994-06-30,20.5,0.12,170.83333333333334
1994-07-01,20.5,0.12,170.83333333333334
1994-07-05,21.25,0.12,177.08333333333334
1994-07-06,21.88,0.12,182.33333333333334
1994-07-07,21.75,0.12,181.25
1994-07-08,21.25,0.12,177.08333333333334
1994-07-11,21.5,0.12,179.16666666666669
1994-07-12,21.5,0.12,179.16666666666669
1994-07-13,21.13,0.12,176.08333333333334
1994-07-14,21.5,0.12,179.16666666666669
1994-07-15,21.63,0.12,180.25
1994-07-18,21.63,0.12,180.25
1994-07-19,21.5,0.12,179.16666666666669
1994-07-20,21.25,0.12,177.08333333333334
1994-07-21,21.13,0.12,176.08333333333334
1994-07-22,21.0,0.12,175.0
1994-07-25,20.25,0.12,168.75
1994-07-26,20.13,0.12,167.75
1994-07-27,20.63,0.12,171.91666666666666
1994-07-28,21.0,0.12,175.0
1994-07-29,21.13,0.12,176.08333333333334
1994-08-01,21.5,0.12,179.16666666666669
1994-08-02,20.88,0.12,174.0
1994-08-03,20.13,0.12,167.75
1994-08-04,20.03,0.12,166.91666666666669
1994-08-05,19.88,0.12,165.66666666666666
1994-08-08,19.5,0.12,162.5
1994-08-09,19.5,0.12,162.5
1994-08-10,19.25,0.12,160.41666666666669
1994-08-11,19.13,0.12,159.41666666666666
1994-08-12,19.25,0.12,160.41666666666669
1994-08-15,19.0,0.12,158.33333333333334
1994-08-16,19.25,0.12,160.41666666666669
1994-08-17,18.75,0.12,156.25
1994-08-18,18.5,0.12,154.16666666666669
1994-08-19,18.75,0.12,156.25
1994-08-22,18.5,0.12,154.16666666666669
1994-08-23,18.5,0.12,154.16666666666669
1994-08-24,19.25,0.12,160.41666666666669
1994-08-25,18.75,0.12,156.25
1994-08-26,18.38,0.12,153.16666666666666
1994-08-29,18.63,0.12,155.25
1994-08-30,18.75,0.12,156.25
1994-08-31,18.75,0.12,156.25
1994-09-01,19.0,0.12,158.33333333333334
1994-09-02,19.0,0.12,158.33333333333334
1994-09-06,18.88,0.12,157.33333333333334
1994-09-07,19.38,0.12,161.5
1994-09-08,19.63,0.12,163.58333333333334
1994-09-09,19.13,0.12,159.41666666666666
1994-09-12,19.0,0.12,158.33333333333334
1994-09-13,19.0,0.12,158.33333333333334
1994-09-14,19.0,0.12,158.33333333333334
1994-09-15,19.0,0.12,158.33333333333334
1994-09-16,18.88,0.12,157.33333333333334
1994-09-19,18.63,0.12,155.25
1994-09-20,18.63,0.12,155.25
1994-09-21,18.5,0.12,154.16666666666669
1994-09-22,18.5,0.12,154.16666666666669
1994-09-23,18.63,0.12,155.25
1994-09-26,18.38,0.12,153.16666666666666
1994-09-27,18.75,0.12,156.25
1994-09-28,18.5,0.12,154.16666666666669
1994-09-29,18.5,0.12,154.16666666666669
1994-09-30,18.63,0.12,155.25
1994-10-03,19.0,0.12,158.33333333333334
1994-10-04,18.38,0.12,153.16666666666666
1994-10-05,18.5,0.12,154.16666666666669
1994-10-06,18.63,0.12,155.25
1994-10-07,19.0,0.12,158.33333333333334
1994-10-10,19.38,0.12,161.5
1994-10-11,19.13,0.12,159.41666666666666
1994-10-12,19.38,0.12,161.5
1994-10-13,19.13,0.12,159.41666666666666
1994-10-14,19.25,0.12,160.41666666666669
1994-10-17,19.63,0.12,163.58333333333334
1994-10-18,19.13,0.12,159.41666666666666
1994-10-19,19.38,0.12,161.5
1994-10-20,18.88,0.12,157.33333333333334
1994-10-21,19.13,0.12,159.41666666666666
1994-10-24,19.0,0.12,158.33333333333334
1994-10-25,19.13,0.12,159.41666666666666
1994-10-26,19.5,0.12,162.5
1994-10-27,19.38,0.12,161.5
1994-10-28,20.75,0.12,172.91666666666669
1994-10-31,20.5,0.12,170.83333333333334
1994-11-01,19.88,0.12,165.66666666666666
1994-11-02,19.75,0.12,164.58333333333334
1994-11-03,19.75,0.12,164.58333333333334
1994-11-04,19.63,0.12,163.58333333333334
1994-11-07,19.88,0.12,165.66666666666666
1994-11-08,20.13,0.12,167.75
1994-11-09,19.88,0.12,165.66666666666666
1994-11-10,20.0,0.12,166.66666666666669
1994-11-11,19.5,0.12,162.5
1994-11-14,19.38,0.12,161.5
1994-11-15,19.63,0.12,163.58333333333334
1994-11-16,19.38,0.12,161.5
1994-11-17,19.13,0.12,159.41666666666666
1994-11-18,19.0,0.12,158.33333333333334
1994-11-21,18.75,0.12,156.25
1994-11-22,18.38,0.12,153.16666666666666
1994-11-23,17.88,0.12,149.0
1994-11-25,17.88,0.12,149.0
1994-11-28,18.25,0.12,152.08333333333334
1994-11-29,18.5,0.12,154.16666666666669
1994-11-30,18.0,0.12,150.0
1994-12-01,18.13,0.12,151.08333333333334
1994-12-02,18.63,0.12,155.25
1994-12-05,18.5,0.12,154.16666666666669
1994-12-06,18.0,0.12,150.0
1994-12-07,17.5,0.12,145.83333333333334
1994-12-08,17.25,0.12,143.75
1994-12-09,17.5,0.12,145.83333333333334
1994-12-12,17.63,0.12,146.91666666666666
1994-12-13,18.0,0.12,150.0
1994-12-14,18.25,0.12,152.08333333333334
