date,CFG,CFG_EPS,PE Ratio
,,0.33,
2014-09-24,23.08,0.33,69.93939393939394
2014-09-25,23.05,0.33,69.84848484848484
2014-09-26,23.25,0.33,70.45454545454545
2014-09-29,23.23,0.33,70.39393939393939
2014-09-30,23.42,0.33,70.96969696969697
2014-10-01,23.44,0.33,71.03030303030303
2014-10-02,23.34,0.33,70.72727272727272
2014-10-03,23.23,0.33,70.39393939393939
2014-10-06,22.64,0.33,68.60606060606061
2014-10-07,22.52,0.33,68.24242424242424
2014-10-08,22.75,0.33,68.93939393939394
2014-10-09,22.48,0.33,68.12121212121212
2014-10-10,22.28,0.33,67.51515151515152
2014-10-13,22.45,0.33,68.03030303030303
2014-10-14,22.45,0.33,68.03030303030303
2014-10-15,21.85,0.33,66.21212121212122
2014-10-16,21.8,0.33,66.06060606060606
2014-10-17,21.92,0.33,66.42424242424242
2014-10-20,22.38,0.33,67.81818181818181
2014-10-21,22.82,0.33,69.15151515151516
2014-10-22,22.6,0.33,68.48484848484848
2014-10-23,23.03,0.33,69.78787878787878
2014-10-24,23.18,0.33,70.24242424242424
2014-10-27,22.85,0.33,69.24242424242425
2014-10-28,23.28,0.33,70.54545454545455
2014-10-29,23.48,0.33,71.15151515151516
2014-10-30,23.44,0.33,71.03030303030303
2014-10-31,23.62,0.33,71.57575757575758
2014-11-03,24.0,0.33,72.72727272727272
2014-11-04,23.6,0.33,71.51515151515152
2014-11-05,23.9,0.33,72.42424242424242
2014-11-06,24.3,0.33,73.63636363636364
2014-11-07,23.97,0.33,72.63636363636363
2014-11-10,23.95,0.33,72.57575757575756
2014-11-11,23.94,0.33,72.54545454545455
2014-11-12,23.86,0.33,72.3030303030303
2014-11-13,23.82,0.33,72.18181818181817
2014-11-14,23.96,0.33,72.60606060606061
2014-11-17,24.0,0.33,72.72727272727272
2014-11-18,23.73,0.33,71.9090909090909
2014-11-19,23.72,0.33,71.87878787878788
2014-11-20,23.71,0.33,71.84848484848484
2014-11-21,23.77,0.33,72.03030303030303
2014-11-24,24.25,0.33,73.48484848484848
2014-11-25,24.03,0.33,72.81818181818181
2014-11-26,24.23,0.33,73.42424242424242
2014-11-28,24.63,0.33,74.63636363636363
2014-12-01,23.98,0.33,72.66666666666667
2014-12-02,24.2,0.33,73.33333333333333
2014-12-03,24.23,0.33,73.42424242424242
2014-12-04,24.4,0.33,73.93939393939394
2014-12-05,25.15,0.33,76.2121212121212
2014-12-08,25.04,0.33,75.87878787878788
2014-12-09,25.16,0.33,76.24242424242424
2014-12-10,24.65,0.33,74.69696969696969
2014-12-11,24.69,0.33,74.81818181818181
2014-12-12,24.46,0.33,74.12121212121212
2014-12-15,24.49,0.33,74.2121212121212
2014-12-16,24.25,0.33,73.48484848484848
2014-12-17,24.56,0.33,74.42424242424242
2014-12-18,25.08,0.33,75.99999999999999
2014-12-19,25.0,0.33,75.75757575757575
2014-12-22,25.1,0.33,76.06060606060606
2014-12-23,25.44,0.33,77.0909090909091
2014-12-24,25.51,0.33,77.3030303030303
2014-12-26,25.31,0.33,76.69696969696969
2014-12-29,25.37,0.33,76.87878787878788
2014-12-30,25.19,0.33,76.33333333333333
2014-12-31,24.86,0.33,75.33333333333333
2015-01-02,24.76,0.33,75.03030303030303
2015-01-05,24.18,0.33,73.27272727272727
2015-01-06,23.91,0.33,72.45454545454545
2015-01-07,24.0,0.33,72.72727272727272
2015-01-08,24.18,0.33,73.27272727272727
2015-01-09,23.89,0.33,72.39393939393939
2015-01-12,23.88,0.33,72.36363636363636
2015-01-13,23.87,0.33,72.33333333333333
2015-01-14,23.44,0.33,71.03030303030303
2015-01-15,22.96,0.33,69.57575757575758
2015-01-16,23.19,0.33,70.27272727272727
2015-01-20,23.1,0.33,70.0
2015-01-21,23.28,0.33,70.54545454545455
2015-01-22,24.14,0.33,73.15151515151516
2015-01-23,23.71,0.33,71.84848484848484
2015-01-26,24.09,0.33,73.0
2015-01-27,24.15,0.33,73.18181818181817
2015-01-28,23.86,0.33,72.3030303030303
2015-01-29,24.24,0.33,73.45454545454545
2015-01-30,23.9,0.33,72.42424242424242
2015-02-02,24.0,0.33,72.72727272727272
2015-02-03,24.29,0.33,73.6060606060606
2015-02-04,24.01,0.33,72.75757575757576
2015-02-05,24.35,0.33,73.78787878787878
2015-02-06,24.5,0.33,74.24242424242424
2015-02-09,24.26,0.33,73.51515151515152
2015-02-10,24.82,0.33,75.2121212121212
2015-02-11,24.97,0.33,75.66666666666666
2015-02-12,25.33,0.33,76.75757575757575
2015-02-13,25.45,0.33,77.12121212121211
2015-02-17,25.56,0.33,77.45454545454545
2015-02-18,25.21,0.33,76.39393939393939
2015-02-19,25.02,0.33,75.81818181818181
2015-02-20,25.25,0.33,76.51515151515152
2015-02-23,24.91,0.33,75.48484848484848
2015-02-24,24.93,0.33,75.54545454545455
2015-02-25,24.96,0.33,75.63636363636364
2015-02-26,24.85,0.33,75.3030303030303
2015-02-27,24.84,0.33,75.27272727272727
2015-03-02,24.85,0.33,75.3030303030303
2015-03-03,25.04,0.38,65.89473684210526
2015-03-04,24.9,0.38,65.52631578947368
2015-03-05,25.3,0.38,66.57894736842105
2015-03-06,25.5,0.38,67.10526315789474
2015-03-09,25.23,0.38,66.39473684210526
2015-03-10,25.0,0.38,65.78947368421052
2015-03-11,25.11,0.38,66.07894736842105
2015-03-12,25.49,0.38,67.07894736842104
2015-03-13,24.77,0.38,65.18421052631578
2015-03-16,25.31,0.38,66.60526315789473
2015-03-17,25.6,0.38,67.36842105263158
2015-03-18,25.19,0.38,66.28947368421053
2015-03-19,24.8,0.38,65.26315789473685
2015-03-20,24.8,0.38,65.26315789473685
2015-03-23,24.76,0.38,65.15789473684211
2015-03-24,24.32,0.38,64.0
2015-03-25,24.0,0.38,63.1578947368421
2015-03-26,24.12,0.38,63.473684210526315
2015-03-27,24.48,0.38,64.42105263157895
2015-03-30,24.32,0.38,64.0
2015-03-31,24.13,0.38,63.5
2015-04-01,24.36,0.38,64.10526315789474
2015-04-02,24.62,0.38,64.78947368421053
2015-04-06,24.75,0.38,65.13157894736842
2015-04-07,24.9,0.38,65.52631578947368
2015-04-08,25.0,0.38,65.78947368421052
2015-04-09,25.04,0.38,65.89473684210526
2015-04-10,25.11,0.38,66.07894736842105
2015-04-13,25.45,0.38,66.97368421052632
2015-04-14,25.14,0.38,66.15789473684211
2015-04-15,25.6,0.38,67.36842105263158
2015-04-16,25.49,0.38,67.07894736842104
2015-04-17,25.12,0.38,66.10526315789474
2015-04-20,25.11,0.38,66.07894736842105
2015-04-21,25.04,0.38,65.89473684210526
2015-04-22,25.49,0.38,67.07894736842104
2015-04-23,25.64,0.38,67.47368421052632
2015-04-24,25.57,0.38,67.28947368421052
2015-04-27,25.48,0.38,67.05263157894737
2015-04-28,25.78,0.38,67.84210526315789
2015-04-29,26.09,0.38,68.65789473684211
2015-04-30,26.05,0.38,68.55263157894737
2015-05-01,25.98,0.38,68.36842105263158
2015-05-04,26.3,0.38,69.21052631578948
2015-05-05,26.24,0.38,69.05263157894737
2015-05-06,25.85,0.38,68.02631578947368
2015-05-07,25.95,0.38,68.28947368421052
2015-05-08,25.81,0.38,67.92105263157895
2015-05-11,26.07,0.38,68.60526315789474
2015-05-12,26.15,0.38,68.8157894736842
2015-05-13,26.23,0.38,69.02631578947368
2015-05-14,26.48,0.38,69.6842105263158
2015-05-15,25.93,0.38,68.23684210526315
2015-05-18,26.3,0.38,69.21052631578948
2015-05-19,26.86,0.38,70.68421052631578
2015-05-20,26.75,0.38,70.39473684210526
2015-05-21,26.84,0.38,70.63157894736842
2015-05-22,26.92,0.38,70.8421052631579
2015-05-26,26.7,0.38,70.26315789473684
2015-05-27,26.77,0.38,70.44736842105263
2015-05-28,26.83,0.38,70.60526315789473
2015-05-29,26.84,0.38,70.63157894736842
2015-06-01,26.95,0.38,70.92105263157895
2015-06-02,27.19,0.38,71.55263157894737
2015-06-03,27.62,0.38,72.6842105263158
2015-06-04,27.75,0.38,73.02631578947368
2015-06-05,28.32,0.38,74.52631578947368
2015-06-08,28.04,0.38,73.78947368421052
2015-06-09,28.08,0.38,73.89473684210526
2015-06-10,28.0,0.38,73.6842105263158
2015-06-11,27.52,0.38,72.42105263157895
2015-06-12,27.54,0.38,72.47368421052632
2015-06-15,27.91,0.38,73.44736842105263
2015-06-16,28.25,0.38,74.34210526315789
2015-06-17,27.91,0.38,73.44736842105263
