date,D,D_EPS,PE Ratio
,,0.42,
1980-03-17,3.17,0.42,7.5476190476190474
1980-03-18,3.25,0.42,7.738095238095238
1980-03-19,3.25,0.42,7.738095238095238
1980-03-20,3.29,0.42,7.833333333333334
1980-03-21,3.29,0.42,7.833333333333334
1980-03-24,3.21,0.42,7.642857142857143
1980-03-25,3.21,0.42,7.642857142857143
1980-03-26,3.25,0.42,7.738095238095238
1980-03-27,3.13,0.42,7.4523809523809526
1980-03-28,3.17,0.42,7.5476190476190474
1980-03-31,3.25,0.42,7.738095238095238
1980-04-01,3.42,0.42,8.142857142857142
1980-04-02,3.42,0.42,8.142857142857142
1980-04-03,3.5,0.42,8.333333333333334
1980-04-07,3.42,0.42,8.142857142857142
1980-04-08,3.38,0.42,8.047619047619047
1980-04-09,3.5,0.42,8.333333333333334
1980-04-10,3.63,0.42,8.642857142857142
1980-04-11,3.67,0.42,8.738095238095239
1980-04-14,3.63,0.42,8.642857142857142
1980-04-15,3.54,0.42,8.428571428571429
1980-04-16,3.63,0.42,8.642857142857142
1980-04-17,3.67,0.42,8.738095238095239
1980-04-18,3.67,0.42,8.738095238095239
1980-04-21,3.71,0.42,8.833333333333334
1980-04-22,3.67,0.42,8.738095238095239
1980-04-23,3.71,0.42,8.833333333333334
1980-04-24,3.75,0.42,8.928571428571429
1980-04-25,3.75,0.42,8.928571428571429
1980-04-28,3.71,0.42,8.833333333333334
1980-04-29,3.75,0.42,8.928571428571429
1980-04-30,3.75,0.42,8.928571428571429
1980-05-01,3.79,0.42,9.023809523809524
1980-05-02,3.83,0.42,9.11904761904762
1980-05-05,3.88,0.42,9.238095238095239
1980-05-06,3.83,0.42,9.11904761904762
1980-05-07,3.96,0.42,9.428571428571429
1980-05-08,3.88,0.42,9.238095238095239
1980-05-09,3.83,0.42,9.11904761904762
1980-05-12,3.83,0.42,9.11904761904762
1980-05-13,3.88,0.42,9.238095238095239
1980-05-14,4.0,0.42,9.523809523809524
1980-05-15,4.0,0.42,9.523809523809524
1980-05-16,3.96,0.42,9.428571428571429
1980-05-19,3.92,0.42,9.333333333333334
1980-05-20,3.83,0.42,9.11904761904762
1980-05-21,3.92,0.42,9.333333333333334
1980-05-22,3.92,0.42,9.333333333333334
1980-05-23,3.75,0.42,8.928571428571429
1980-05-27,3.71,0.42,8.833333333333334
1980-05-28,3.71,0.42,8.833333333333334
1980-05-29,3.75,0.42,8.928571428571429
1980-05-30,3.79,0.42,9.023809523809524
1980-06-02,3.75,0.42,8.928571428571429
1980-06-03,3.75,0.42,8.928571428571429
1980-06-04,3.75,0.42,8.928571428571429
1980-06-05,3.79,0.42,9.023809523809524
1980-06-06,3.88,0.42,9.238095238095239
1980-06-09,3.88,0.42,9.238095238095239
1980-06-10,3.88,0.42,9.238095238095239
1980-06-11,3.83,0.42,9.11904761904762
1980-06-12,3.83,0.42,9.11904761904762
1980-06-13,3.96,0.42,9.428571428571429
1980-06-16,4.0,0.42,9.523809523809524
1980-06-17,4.08,0.42,9.714285714285715
1980-06-18,4.04,0.42,9.619047619047619
1980-06-19,4.0,0.42,9.523809523809524
1980-06-20,4.04,0.42,9.619047619047619
1980-06-23,4.0,0.42,9.523809523809524
1980-06-24,4.04,0.42,9.619047619047619
1980-06-25,4.0,0.42,9.523809523809524
1980-06-26,4.0,0.42,9.523809523809524
1980-06-27,4.0,0.42,9.523809523809524
1980-06-30,3.96,0.42,9.428571428571429
1980-07-01,3.96,0.42,9.428571428571429
1980-07-02,3.92,0.42,9.333333333333334
1980-07-03,3.96,0.42,9.428571428571429
1980-07-07,3.92,0.42,9.333333333333334
1980-07-08,3.96,0.42,9.428571428571429
1980-07-09,3.92,0.42,9.333333333333334
1980-07-10,3.96,0.42,9.428571428571429
1980-07-11,3.88,0.42,9.238095238095239
1980-07-14,3.88,0.42,9.238095238095239
1980-07-15,3.83,0.42,9.11904761904762
1980-07-16,3.83,0.42,9.11904761904762
1980-07-17,3.75,0.42,8.928571428571429
1980-07-18,3.75,0.42,8.928571428571429
1980-07-21,3.71,0.42,8.833333333333334
1980-07-22,3.71,0.42,8.833333333333334
1980-07-23,3.79,0.42,9.023809523809524
1980-07-24,3.79,0.42,9.023809523809524
1980-07-25,3.79,0.42,9.023809523809524
1980-07-28,3.79,0.42,9.023809523809524
1980-07-29,3.75,0.42,8.928571428571429
1980-07-30,3.79,0.42,9.023809523809524
1980-07-31,3.79,0.42,9.023809523809524
1980-08-01,3.75,0.42,8.928571428571429
1980-08-04,3.75,0.42,8.928571428571429
1980-08-05,3.75,0.42,8.928571428571429
1980-08-06,3.75,0.42,8.928571428571429
1980-08-07,3.75,0.42,8.928571428571429
1980-08-08,3.79,0.42,9.023809523809524
1980-08-11,3.75,0.42,8.928571428571429
1980-08-12,3.75,0.42,8.928571428571429
1980-08-13,3.88,0.42,9.238095238095239
1980-08-14,3.83,0.42,9.11904761904762
1980-08-15,3.83,0.42,9.11904761904762
1980-08-18,3.79,0.42,9.023809523809524
1980-08-19,3.79,0.42,9.023809523809524
1980-08-20,3.83,0.42,9.11904761904762
1980-08-21,3.88,0.42,9.238095238095239
1980-08-22,3.83,0.42,9.11904761904762
1980-08-25,3.71,0.42,8.833333333333334
1980-08-26,3.71,0.42,8.833333333333334
1980-08-27,3.71,0.42,8.833333333333334
1980-08-28,3.67,0.42,8.738095238095239
1980-08-29,3.63,0.42,8.642857142857142
1980-09-02,3.63,0.42,8.642857142857142
1980-09-03,3.75,0.42,8.928571428571429
1980-09-04,3.75,0.42,8.928571428571429
1980-09-05,3.67,0.42,8.738095238095239
1980-09-08,3.67,0.42,8.738095238095239
1980-09-09,3.71,0.42,8.833333333333334
1980-09-10,3.71,0.42,8.833333333333334
1980-09-11,3.71,0.42,8.833333333333334
1980-09-12,3.67,0.42,8.738095238095239
1980-09-15,3.71,0.42,8.833333333333334
1980-09-16,3.75,0.42,8.928571428571429
1980-09-17,3.67,0.42,8.738095238095239
1980-09-18,3.67,0.42,8.738095238095239
1980-09-19,3.67,0.42,8.738095238095239
1980-09-22,3.63,0.42,8.642857142857142
1980-09-23,3.67,0.42,8.738095238095239
1980-09-24,3.58,0.42,8.523809523809524
1980-09-25,3.58,0.42,8.523809523809524
1980-09-26,3.54,0.42,8.428571428571429
1980-09-29,3.5,0.42,8.333333333333334
1980-09-30,3.58,0.42,8.523809523809524
1980-10-01,3.58,0.42,8.523809523809524
1980-10-02,3.63,0.42,8.642857142857142
1980-10-03,3.63,0.42,8.642857142857142
1980-10-06,3.63,0.42,8.642857142857142
1980-10-07,3.63,0.42,8.642857142857142
1980-10-08,3.63,0.42,8.642857142857142
1980-10-09,3.54,0.42,8.428571428571429
1980-10-10,3.54,0.42,8.428571428571429
1980-10-13,3.58,0.42,8.523809523809524
1980-10-14,3.58,0.42,8.523809523809524
1980-10-15,3.58,0.42,8.523809523809524
1980-10-16,3.5,0.42,8.333333333333334
1980-10-17,3.54,0.42,8.428571428571429
1980-10-20,3.5,0.42,8.333333333333334
1980-10-21,3.54,0.42,8.428571428571429
1980-10-22,3.5,0.42,8.333333333333334
1980-10-23,3.5,0.42,8.333333333333334
1980-10-24,3.54,0.42,8.428571428571429
1980-10-27,3.54,0.42,8.428571428571429
1980-10-28,3.5,0.42,8.333333333333334
1980-10-29,3.5,0.42,8.333333333333334
1980-10-30,3.46,0.42,8.238095238095239
1980-10-31,3.54,0.42,8.428571428571429
1980-11-03,3.54,0.42,8.428571428571429
1980-11-05,3.5,0.42,8.333333333333334
1980-11-06,3.46,0.42,8.238095238095239
1980-11-07,3.54,0.42,8.428571428571429
1980-11-10,3.38,0.42,8.047619047619047
1980-11-11,3.46,0.42,8.238095238095239
1980-11-12,3.67,0.42,8.738095238095239
1980-11-13,3.58,0.42,8.523809523809524
1980-11-14,3.63,0.42,8.642857142857142
1980-11-17,3.58,0.42,8.523809523809524
1980-11-18,3.63,0.42,8.642857142857142
1980-11-19,3.54,0.42,8.428571428571429
1980-11-20,3.54,0.42,8.428571428571429
1980-11-21,3.54,0.42,8.428571428571429
1980-11-24,3.46,0.42,8.238095238095239
1980-11-25,3.33,0.42,7.928571428571429
1980-11-26,3.38,0.42,8.047619047619047
1980-11-28,3.33,0.42,7.928571428571429
1980-12-01,3.25,0.42,7.738095238095238
1980-12-02,3.29,0.42,7.833333333333334
1980-12-03,3.29,0.42,7.833333333333334
1980-12-04,3.29,0.42,7.833333333333334
1980-12-05,3.29,0.42,7.833333333333334
1980-12-08,3.29,0.42,7.833333333333334
1980-12-09,3.29,0.42,7.833333333333334
1980-12-10,3.25,0.42,7.738095238095238
1980-12-11,3.21,0.42,7.642857142857143
1980-12-12,3.25,0.42,7.738095238095238
1980-12-15,3.25,0.42,7.738095238095238
1980-12-16,3.25,0.42,7.738095238095238
1980-12-17,3.29,0.42,7.833333333333334
1980-12-18,3.46,0.42,8.238095238095239
1980-12-19,3.67,0.42,8.738095238095239
1980-12-22,3.67,0.42,8.738095238095239
1980-12-23,3.63,0.42,8.642857142857142
1980-12-24,3.58,0.42,8.523809523809524
1980-12-26,3.63,0.42,8.642857142857142
1980-12-29,3.58,0.42,8.523809523809524
1980-12-30,3.5,0.42,8.333333333333334
1980-12-31,3.46,0.42,8.238095238095239
1981-01-02,3.5,0.42,8.333333333333334
1981-01-05,3.67,0.42,8.738095238095239
1981-01-06,3.79,0.42,9.023809523809524
1981-01-07,3.79,0.42,9.023809523809524
1981-01-08,3.79,0.42,9.023809523809524
1981-01-09,3.75,0.42,8.928571428571429
1981-01-12,3.75,0.42,8.928571428571429
1981-01-13,3.79,0.42,9.023809523809524
1981-01-14,3.83,0.42,9.11904761904762
1981-01-15,3.83,0.42,9.11904761904762
1981-01-16,3.88,0.42,9.238095238095239
1981-01-19,3.92,0.42,9.333333333333334
1981-01-20,3.83,0.42,9.11904761904762
1981-01-21,3.79,0.42,9.023809523809524
1981-01-22,3.71,0.42,8.833333333333334
1981-01-23,3.67,0.42,8.738095238095239
1981-01-26,3.71,0.42,8.833333333333334
1981-01-27,3.71,0.42,8.833333333333334
1981-01-28,3.75,0.42,8.928571428571429
1981-01-29,3.71,0.42,8.833333333333334
1981-01-30,3.75,0.42,8.928571428571429
1981-02-02,3.71,0.42,8.833333333333334
1981-02-03,3.75,0.42,8.928571428571429
1981-02-04,3.75,0.42,8.928571428571429
1981-02-05,3.75,0.42,8.928571428571429
1981-02-06,3.79,0.42,9.023809523809524
1981-02-09,3.79,0.42,9.023809523809524
1981-02-10,3.75,0.42,8.928571428571429
1981-02-11,3.71,0.42,8.833333333333334
1981-02-12,3.67,0.42,8.738095238095239
1981-02-13,3.67,0.42,8.738095238095239
1981-02-17,3.58,0.42,8.523809523809524
1981-02-18,3.63,0.42,8.642857142857142
1981-02-19,3.63,0.42,8.642857142857142
1981-02-20,3.67,0.42,8.738095238095239
1981-02-23,3.79,0.42,9.023809523809524
1981-02-24,3.58,0.42,8.523809523809524
1981-02-25,3.58,0.42,8.523809523809524
1981-02-26,3.58,0.42,8.523809523809524
1981-02-27,3.5,0.42,8.333333333333334
1981-03-02,3.42,0.42,8.142857142857142
1981-03-03,3.42,0.42,8.142857142857142
1981-03-04,3.46,0.42,8.238095238095239
1981-03-05,3.5,0.42,8.333333333333334
1981-03-06,3.58,0.42,8.523809523809524
1981-03-09,3.58,0.42,8.523809523809524
1981-03-10,3.67,0.42,8.738095238095239
1981-03-11,3.63,0.42,8.642857142857142
1981-03-12,3.71,0.42,8.833333333333334
1981-03-13,3.67,0.42,8.738095238095239
1981-03-16,3.71,0.42,8.833333333333334
1981-03-17,3.79,0.42,9.023809523809524
1981-03-18,3.83,0.42,9.11904761904762
1981-03-19,3.79,0.42,9.023809523809524
1981-03-20,3.79,0.42,9.023809523809524
1981-03-23,3.71,0.42,8.833333333333334
1981-03-24,3.71,0.42,8.833333333333334
1981-03-25,3.71,0.42,8.833333333333334
1981-03-26,3.71,0.42,8.833333333333334
1981-03-27,3.63,0.42,8.642857142857142
1981-03-30,3.63,0.42,8.642857142857142
1981-03-31,3.71,0.42,8.833333333333334
1981-04-01,3.71,0.42,8.833333333333334
1981-04-02,3.79,0.42,9.023809523809524
1981-04-03,3.83,0.42,9.11904761904762
1981-04-06,3.79,0.42,9.023809523809524
1981-04-07,3.75,0.42,8.928571428571429
1981-04-08,3.71,0.42,8.833333333333334
1981-04-09,3.75,0.42,8.928571428571429
1981-04-10,3.71,0.42,8.833333333333334
1981-04-13,3.67,0.42,8.738095238095239
1981-04-14,3.67,0.42,8.738095238095239
1981-04-15,3.71,0.42,8.833333333333334
1981-04-16,3.75,0.42,8.928571428571429
1981-04-20,3.75,0.42,8.928571428571429
1981-04-21,3.75,0.42,8.928571428571429
1981-04-22,3.83,0.42,9.11904761904762
1981-04-23,3.83,0.42,9.11904761904762
1981-04-24,3.83,0.42,9.11904761904762
1981-04-27,3.79,0.42,9.023809523809524
1981-04-28,3.83,0.42,9.11904761904762
1981-04-29,3.75,0.42,8.928571428571429
1981-04-30,3.71,0.42,8.833333333333334
1981-05-01,3.75,0.42,8.928571428571429
1981-05-04,3.71,0.42,8.833333333333334
1981-05-05,3.63,0.42,8.642857142857142
1981-05-06,3.58,0.42,8.523809523809524
1981-05-07,3.54,0.42,8.428571428571429
1981-05-08,3.67,0.42,8.738095238095239
1981-05-11,3.63,0.42,8.642857142857142
1981-05-12,3.71,0.42,8.833333333333334
1981-05-13,3.79,0.42,9.023809523809524
1981-05-14,3.79,0.42,9.023809523809524
1981-05-15,3.75,0.42,8.928571428571429
1981-05-18,3.79,0.42,9.023809523809524
1981-05-19,3.83,0.42,9.11904761904762
1981-05-20,3.79,0.42,9.023809523809524
1981-05-21,3.75,0.42,8.928571428571429
1981-05-22,3.75,0.42,8.928571428571429
1981-05-26,3.79,0.42,9.023809523809524
1981-05-27,3.63,0.42,8.642857142857142
1981-05-28,3.67,0.42,8.738095238095239
1981-05-29,3.71,0.42,8.833333333333334
1981-06-01,3.71,0.42,8.833333333333334
1981-06-02,3.71,0.42,8.833333333333334
1981-06-03,3.71,0.42,8.833333333333334
1981-06-04,3.71,0.42,8.833333333333334
1981-06-05,3.71,0.42,8.833333333333334
1981-06-08,3.71,0.42,8.833333333333334
1981-06-09,3.75,0.42,8.928571428571429
1981-06-10,3.83,0.42,9.11904761904762
1981-06-11,3.83,0.42,9.11904761904762
1981-06-12,3.92,0.42,9.333333333333334
1981-06-15,4.04,0.42,9.619047619047619
1981-06-16,4.04,0.42,9.619047619047619
1981-06-17,4.0,0.42,9.523809523809524
1981-06-18,4.04,0.42,9.619047619047619
1981-06-19,4.0,0.42,9.523809523809524
1981-06-22,4.04,0.42,9.619047619047619
1981-06-23,4.04,0.42,9.619047619047619
1981-06-24,4.0,0.42,9.523809523809524
1981-06-25,4.0,0.42,9.523809523809524
1981-06-26,3.96,0.42,9.428571428571429
1981-06-29,4.0,0.42,9.523809523809524
1981-06-30,4.0,0.42,9.523809523809524
1981-07-01,3.96,0.42,9.428571428571429
1981-07-02,3.92,0.42,9.333333333333334
1981-07-06,3.88,0.42,9.238095238095239
1981-07-07,3.88,0.42,9.238095238095239
1981-07-08,3.88,0.42,9.238095238095239
1981-07-09,3.92,0.42,9.333333333333334
1981-07-10,4.0,0.42,9.523809523809524
1981-07-13,3.96,0.42,9.428571428571429
1981-07-14,3.96,0.42,9.428571428571429
1981-07-15,3.96,0.42,9.428571428571429
1981-07-16,3.92,0.42,9.333333333333334
1981-07-17,3.92,0.42,9.333333333333334
1981-07-20,3.88,0.42,9.238095238095239
1981-07-21,3.83,0.42,9.11904761904762
1981-07-22,3.79,0.42,9.023809523809524
1981-07-23,3.75,0.42,8.928571428571429
1981-07-24,3.83,0.42,9.11904761904762
1981-07-27,3.83,0.42,9.11904761904762
1981-07-28,3.92,0.42,9.333333333333334
1981-07-29,3.92,0.42,9.333333333333334
1981-07-30,3.88,0.42,9.238095238095239
1981-07-31,3.88,0.42,9.238095238095239
1981-08-03,3.92,0.42,9.333333333333334
1981-08-04,4.0,0.42,9.523809523809524
1981-08-05,4.0,0.42,9.523809523809524
1981-08-06,3.96,0.42,9.428571428571429
1981-08-07,3.96,0.42,9.428571428571429
1981-08-10,4.0,0.42,9.523809523809524
1981-08-11,4.04,0.42,9.619047619047619
1981-08-12,4.08,0.42,9.714285714285715
1981-08-13,4.08,0.42,9.714285714285715
1981-08-14,3.96,0.42,9.428571428571429
1981-08-17,4.0,0.42,9.523809523809524
1981-08-18,3.96,0.42,9.428571428571429
1981-08-19,3.96,0.42,9.428571428571429
1981-08-20,4.0,0.42,9.523809523809524
1981-08-21,3.96,0.42,9.428571428571429
1981-08-24,3.88,0.42,9.238095238095239
1981-08-25,3.96,0.42,9.428571428571429
1981-08-26,3.96,0.42,9.428571428571429
1981-08-27,3.96,0.42,9.428571428571429
1981-08-28,4.08,0.42,9.714285714285715
1981-08-31,4.04,0.42,9.619047619047619
1981-09-01,3.83,0.42,9.11904761904762
1981-09-02,3.92,0.42,9.333333333333334
1981-09-03,3.88,0.42,9.238095238095239
1981-09-04,3.79,0.42,9.023809523809524
1981-09-08,3.79,0.42,9.023809523809524
1981-09-09,3.83,0.42,9.11904761904762
1981-09-10,3.88,0.42,9.238095238095239
1981-09-11,3.92,0.42,9.333333333333334
1981-09-14,3.83,0.42,9.11904761904762
1981-09-15,3.79,0.42,9.023809523809524
1981-09-16,3.79,0.42,9.023809523809524
1981-09-17,3.75,0.42,8.928571428571429
1981-09-18,3.67,0.42,8.738095238095239
1981-09-21,3.75,0.42,8.928571428571429
1981-09-22,3.79,0.42,9.023809523809524
1981-09-23,3.75,0.42,8.928571428571429
1981-09-24,3.71,0.42,8.833333333333334
1981-09-25,3.75,0.42,8.928571428571429
1981-09-28,3.58,0.42,8.523809523809524
1981-09-29,3.67,0.42,8.738095238095239
1981-09-30,3.63,0.42,8.642857142857142
1981-10-01,3.63,0.42,8.642857142857142
1981-10-02,3.63,0.42,8.642857142857142
1981-10-05,3.67,0.42,8.738095238095239
1981-10-06,3.67,0.42,8.738095238095239
1981-10-07,3.67,0.42,8.738095238095239
1981-10-08,3.71,0.42,8.833333333333334
1981-10-09,3.63,0.42,8.642857142857142
1981-10-12,3.67,0.42,8.738095238095239
1981-10-13,3.75,0.42,8.928571428571429
1981-10-14,3.71,0.42,8.833333333333334
1981-10-15,3.71,0.42,8.833333333333334
1981-10-16,3.75,0.42,8.928571428571429
1981-10-19,3.75,0.42,8.928571428571429
1981-10-20,3.92,0.42,9.333333333333334
1981-10-21,3.88,0.42,9.238095238095239
1981-10-22,3.92,0.42,9.333333333333334
1981-10-23,3.88,0.42,9.238095238095239
1981-10-26,3.88,0.42,9.238095238095239
1981-10-27,3.92,0.42,9.333333333333334
1981-10-28,3.96,0.42,9.428571428571429
1981-10-29,3.96,0.42,9.428571428571429
1981-10-30,3.96,0.42,9.428571428571429
1981-11-02,4.04,0.42,9.619047619047619
1981-11-03,4.04,0.42,9.619047619047619
1981-11-04,4.0,0.42,9.523809523809524
1981-11-05,4.08,0.42,9.714285714285715
1981-11-06,4.08,0.42,9.714285714285715
1981-11-09,4.17,0.42,9.928571428571429
1981-11-10,4.17,0.42,9.928571428571429
1981-11-11,4.17,0.42,9.928571428571429
1981-11-12,4.21,0.42,10.023809523809524
1981-11-13,4.25,0.42,10.119047619047619
1981-11-16,4.25,0.42,10.119047619047619
1981-11-17,4.33,0.42,10.30952380952381
1981-11-18,4.29,0.42,10.214285714285715
1981-11-19,4.33,0.42,10.30952380952381
1981-11-20,4.38,0.42,10.428571428571429
1981-11-23,4.17,0.42,9.928571428571429
1981-11-24,4.21,0.42,10.023809523809524
1981-11-25,4.25,0.42,10.119047619047619
1981-11-27,4.25,0.42,10.119047619047619
1981-11-30,4.25,0.42,10.119047619047619
1981-12-01,4.13,0.42,9.833333333333334
1981-12-02,4.08,0.42,9.714285714285715
1981-12-03,4.08,0.42,9.714285714285715
1981-12-04,4.17,0.42,9.928571428571429
1981-12-07,4.04,0.42,9.619047619047619
1981-12-08,4.0,0.42,9.523809523809524
1981-12-09,4.0,0.42,9.523809523809524
1981-12-10,4.0,0.42,9.523809523809524
1981-12-11,4.04,0.42,9.619047619047619
1981-12-14,3.88,0.42,9.238095238095239
1981-12-15,3.96,0.42,9.428571428571429
1981-12-16,3.96,0.42,9.428571428571429
1981-12-17,3.92,0.42,9.333333333333334
1981-12-18,3.96,0.42,9.428571428571429
1981-12-21,3.92,0.42,9.333333333333334
1981-12-22,3.92,0.42,9.333333333333334
1981-12-23,3.96,0.42,9.428571428571429
1981-12-24,3.92,0.42,9.333333333333334
1981-12-28,3.88,0.42,9.238095238095239
1981-12-29,3.88,0.42,9.238095238095239
1981-12-30,3.92,0.42,9.333333333333334
1981-12-31,3.92,0.42,9.333333333333334
1982-01-04,3.96,0.42,9.428571428571429
1982-01-05,3.96,0.42,9.428571428571429
1982-01-06,3.96,0.42,9.428571428571429
1982-01-07,3.96,0.42,9.428571428571429
1982-01-08,3.88,0.42,9.238095238095239
1982-01-11,3.71,0.42,8.833333333333334
1982-01-12,3.71,0.42,8.833333333333334
1982-01-13,3.71,0.42,8.833333333333334
1982-01-14,3.79,0.42,9.023809523809524
1982-01-15,3.75,0.42,8.928571428571429
1982-01-18,3.83,0.42,9.11904761904762
1982-01-19,3.88,0.42,9.238095238095239
1982-01-20,3.92,0.42,9.333333333333334
1982-01-21,3.88,0.42,9.238095238095239
1982-01-22,3.88,0.42,9.238095238095239
1982-01-25,3.92,0.42,9.333333333333334
1982-01-26,3.88,0.42,9.238095238095239
1982-01-27,3.92,0.42,9.333333333333334
1982-01-28,3.92,0.42,9.333333333333334
1982-01-29,3.96,0.42,9.428571428571429
1982-02-01,4.0,0.42,9.523809523809524
1982-02-02,3.96,0.42,9.428571428571429
1982-02-03,4.0,0.42,9.523809523809524
1982-02-04,4.0,0.42,9.523809523809524
1982-02-05,4.0,0.42,9.523809523809524
1982-02-08,3.96,0.42,9.428571428571429
1982-02-09,3.96,0.42,9.428571428571429
1982-02-10,3.96,0.42,9.428571428571429
1982-02-11,3.96,0.42,9.428571428571429
1982-02-12,3.96,0.42,9.428571428571429
1982-02-16,3.96,0.42,9.428571428571429
1982-02-17,3.92,0.42,9.333333333333334
1982-02-18,3.96,0.42,9.428571428571429
1982-02-19,4.0,0.42,9.523809523809524
1982-02-22,4.04,0.42,9.619047619047619
1982-02-23,4.08,0.42,9.714285714285715
1982-02-24,4.13,0.42,9.833333333333334
1982-02-25,3.96,0.42,9.428571428571429
1982-02-26,4.0,0.42,9.523809523809524
1982-03-01,3.96,0.42,9.428571428571429
