date,REG,REG_EPS,PE Ratio
1995-03-23,16.13,0.21,76.80952380952381
1995-03-24,16.13,0.21,76.80952380952381
1995-03-27,16.0,0.21,76.19047619047619
1995-03-28,16.13,0.21,76.80952380952381
1995-03-29,15.88,0.21,75.61904761904762
1995-03-30,16.0,0.21,76.19047619047619
1995-03-31,16.0,0.21,76.19047619047619
1995-04-03,16.0,0.21,76.19047619047619
1995-04-04,16.0,0.21,76.19047619047619
1995-04-05,15.88,0.21,75.61904761904762
1995-04-06,15.88,0.21,75.61904761904762
1995-04-07,15.75,0.21,75.0
1995-04-10,15.88,0.21,75.61904761904762
1995-04-11,16.0,0.21,76.19047619047619
1995-04-12,15.75,0.21,75.0
1995-04-13,15.88,0.21,75.61904761904762
1995-04-17,15.75,0.21,75.0
1995-04-18,15.88,0.21,75.61904761904762
1995-04-19,16.0,0.21,76.19047619047619
1995-04-20,15.88,0.21,75.61904761904762
1995-04-21,15.88,0.21,75.61904761904762
1995-04-24,16.0,0.21,76.19047619047619
1995-04-25,16.0,0.21,76.19047619047619
1995-04-26,16.0,0.21,76.19047619047619
1995-04-27,15.88,0.21,75.61904761904762
1995-04-28,15.88,0.21,75.61904761904762
1995-05-01,16.0,0.21,76.19047619047619
1995-05-02,16.25,0.21,77.38095238095238
1995-05-03,16.38,0.21,78.0
1995-05-04,16.25,0.21,77.38095238095238
1995-05-05,16.0,0.21,76.19047619047619
1995-05-08,16.0,0.21,76.19047619047619
1995-05-09,16.25,0.21,77.38095238095238
1995-05-10,16.63,0.21,79.19047619047619
1995-05-11,16.75,0.21,79.76190476190476
1995-05-12,16.63,0.21,79.19047619047619
1995-05-15,17.0,0.21,80.95238095238095
1995-05-16,16.88,0.21,80.38095238095238
1995-05-17,17.0,0.21,80.95238095238095
1995-05-18,17.0,0.21,80.95238095238095
1995-05-19,17.5,0.21,83.33333333333334
1995-05-22,17.5,0.21,83.33333333333334
1995-05-23,17.63,0.21,83.95238095238095
1995-05-24,17.63,0.21,83.95238095238095
1995-05-25,17.25,0.21,82.14285714285714
1995-05-26,17.13,0.21,81.57142857142857
1995-05-30,17.25,0.21,82.14285714285714
1995-05-31,17.25,0.21,82.14285714285714
1995-06-01,17.63,0.21,83.95238095238095
1995-06-02,17.63,0.21,83.95238095238095
1995-06-05,18.0,0.21,85.71428571428572
1995-06-06,18.38,0.21,87.52380952380952
1995-06-07,18.0,0.21,85.71428571428572
1995-06-08,18.0,0.21,85.71428571428572
1995-06-09,18.13,0.21,86.33333333333333
1995-06-12,18.0,0.21,85.71428571428572
1995-06-13,18.25,0.21,86.90476190476191
1995-06-14,18.25,0.21,86.90476190476191
1995-06-15,18.0,0.21,85.71428571428572
1995-06-16,17.88,0.21,85.14285714285714
1995-06-19,18.0,0.21,85.71428571428572
1995-06-20,18.0,0.21,85.71428571428572
1995-06-21,17.75,0.21,84.52380952380953
1995-06-22,17.88,0.21,85.14285714285714
1995-06-23,17.88,0.21,85.14285714285714
1995-06-26,17.75,0.21,84.52380952380953
1995-06-27,17.38,0.21,82.76190476190476
1995-06-28,17.38,0.21,82.76190476190476
1995-06-29,17.0,0.21,80.95238095238095
1995-06-30,17.0,0.21,80.95238095238095
1995-07-03,17.13,0.21,81.57142857142857
1995-07-05,17.25,0.21,82.14285714285714
1995-07-06,17.0,0.21,80.95238095238095
1995-07-07,17.38,0.21,82.76190476190476
1995-07-10,17.5,0.21,83.33333333333334
1995-07-11,17.25,0.21,82.14285714285714
1995-07-12,16.5,0.21,78.57142857142857
1995-07-13,17.0,0.21,80.95238095238095
1995-07-14,17.25,0.21,82.14285714285714
1995-07-17,17.0,0.21,80.95238095238095
1995-07-18,17.25,0.21,82.14285714285714
1995-07-19,17.25,0.21,82.14285714285714
1995-07-20,17.25,0.21,82.14285714285714
1995-07-21,17.25,0.21,82.14285714285714
1995-07-24,16.88,0.21,80.38095238095238
1995-07-25,16.88,0.21,80.38095238095238
1995-07-26,16.75,0.21,79.76190476190476
1995-07-27,16.75,0.21,79.76190476190476
1995-07-28,16.63,0.21,79.19047619047619
1995-07-31,16.88,0.21,80.38095238095238
1995-08-01,16.88,0.21,80.38095238095238
1995-08-02,17.0,0.21,80.95238095238095
1995-08-03,16.88,0.21,80.38095238095238
1995-08-04,17.0,0.21,80.95238095238095
1995-08-07,17.25,0.21,82.14285714285714
1995-08-08,17.13,0.21,81.57142857142857
1995-08-09,17.0,0.21,80.95238095238095
1995-08-10,16.88,0.21,80.38095238095238
1995-08-11,17.0,0.21,80.95238095238095
1995-08-14,16.88,0.21,80.38095238095238
1995-08-15,16.88,0.21,80.38095238095238
1995-08-16,17.0,0.21,80.95238095238095
1995-08-17,17.13,0.21,81.57142857142857
1995-08-18,16.88,0.21,80.38095238095238
1995-08-21,17.0,0.21,80.95238095238095
1995-08-22,17.0,0.21,80.95238095238095
1995-08-23,17.13,0.21,81.57142857142857
1995-08-24,17.13,0.21,81.57142857142857
1995-08-25,17.5,0.21,83.33333333333334
1995-08-28,17.5,0.21,83.33333333333334
1995-08-29,18.0,0.21,85.71428571428572
1995-08-30,17.88,0.21,85.14285714285714
1995-08-31,17.88,0.21,85.14285714285714
1995-09-01,17.75,0.21,84.52380952380953
1995-09-05,17.5,0.21,83.33333333333334
1995-09-06,17.5,0.21,83.33333333333334
1995-09-07,17.5,0.21,83.33333333333334
1995-09-08,17.5,0.21,83.33333333333334
1995-09-11,17.5,0.21,83.33333333333334
1995-09-12,17.25,0.21,82.14285714285714
1995-09-13,17.5,0.21,83.33333333333334
1995-09-14,17.38,0.21,82.76190476190476
1995-09-15,17.38,0.21,82.76190476190476
1995-09-18,17.5,0.21,83.33333333333334
1995-09-19,17.38,0.21,82.76190476190476
1995-09-20,17.5,0.21,83.33333333333334
1995-09-21,17.5,0.21,83.33333333333334
1995-09-22,17.5,0.21,83.33333333333334
1995-09-25,17.5,0.21,83.33333333333334
1995-09-26,17.38,0.21,82.76190476190476
1995-09-27,17.5,0.21,83.33333333333334
1995-09-28,17.63,0.21,83.95238095238095
1995-09-29,17.63,0.21,83.95238095238095
1995-10-02,17.38,0.21,82.76190476190476
1995-10-03,17.5,0.21,83.33333333333334
1995-10-04,17.5,0.21,83.33333333333334
1995-10-05,17.5,0.21,83.33333333333334
1995-10-06,17.38,0.21,82.76190476190476
1995-10-09,17.38,0.21,82.76190476190476
1995-10-10,17.38,0.21,82.76190476190476
1995-10-11,17.25,0.21,82.14285714285714
1995-10-12,17.25,0.21,82.14285714285714
1995-10-13,17.25,0.21,82.14285714285714
1995-10-16,17.38,0.21,82.76190476190476
1995-10-17,17.25,0.21,82.14285714285714
1995-10-18,17.5,0.21,83.33333333333334
1995-10-19,17.38,0.21,82.76190476190476
1995-10-20,17.5,0.21,83.33333333333334
1995-10-23,17.38,0.21,82.76190476190476
1995-10-24,17.38,0.21,82.76190476190476
1995-10-25,17.5,0.21,83.33333333333334
1995-10-26,17.5,0.21,83.33333333333334
1995-10-27,17.5,0.21,83.33333333333334
1995-10-30,17.38,0.21,82.76190476190476
1995-10-31,17.0,0.21,80.95238095238095
1995-11-01,16.88,0.21,80.38095238095238
1995-11-02,17.13,0.21,81.57142857142857
1995-11-03,17.25,0.21,82.14285714285714
1995-11-06,17.25,0.21,82.14285714285714
1995-11-07,17.38,0.21,82.76190476190476
1995-11-08,17.0,0.21,80.95238095238095
1995-11-09,16.88,0.21,80.38095238095238
1995-11-10,16.88,0.21,80.38095238095238
1995-11-13,16.88,0.21,80.38095238095238
1995-11-14,16.75,0.21,79.76190476190476
1995-11-15,16.63,0.21,79.19047619047619
1995-11-16,16.63,0.21,79.19047619047619
1995-11-17,16.75,0.21,79.76190476190476
1995-11-20,16.38,0.21,78.0
1995-11-21,16.38,0.21,78.0
1995-11-22,16.63,0.21,79.19047619047619
1995-11-24,16.63,0.21,79.19047619047619
1995-11-27,16.5,0.21,78.57142857142857
1995-11-28,16.5,0.21,78.57142857142857
1995-11-29,16.5,0.21,78.57142857142857
1995-11-30,16.5,0.21,78.57142857142857
1995-12-01,16.38,0.21,78.0
1995-12-04,16.75,0.21,79.76190476190476
1995-12-05,16.75,0.21,79.76190476190476
1995-12-06,17.0,0.21,80.95238095238095
1995-12-07,16.63,0.21,79.19047619047619
1995-12-08,16.63,0.21,79.19047619047619
1995-12-11,16.75,0.21,79.76190476190476
1995-12-12,16.75,0.21,79.76190476190476
1995-12-13,16.75,0.21,79.76190476190476
1995-12-14,16.88,0.21,80.38095238095238
1995-12-15,16.88,0.21,80.38095238095238
1995-12-18,16.63,0.21,79.19047619047619
1995-12-19,16.63,0.21,79.19047619047619
1995-12-20,16.88,0.21,80.38095238095238
1995-12-21,16.63,0.21,79.19047619047619
1995-12-22,16.88,0.21,80.38095238095238
1995-12-26,16.63,0.21,79.19047619047619
1995-12-27,17.0,0.21,80.95238095238095
1995-12-28,17.0,0.21,80.95238095238095
1995-12-29,17.25,0.21,82.14285714285714
1996-01-02,17.13,0.21,81.57142857142857
1996-01-03,17.38,0.21,82.76190476190476
1996-01-04,17.13,0.21,81.57142857142857
1996-01-05,17.13,0.21,81.57142857142857
1996-01-08,16.75,0.21,79.76190476190476
1996-01-09,16.63,0.21,79.19047619047619
1996-01-10,16.25,0.21,77.38095238095238
1996-01-11,16.0,0.21,76.19047619047619
1996-01-12,16.0,0.21,76.19047619047619
1996-01-15,16.0,0.21,76.19047619047619
1996-01-16,16.0,0.21,76.19047619047619
1996-01-17,16.0,0.21,76.19047619047619
1996-01-18,16.25,0.21,77.38095238095238
1996-01-19,16.5,0.21,78.57142857142857
1996-01-22,16.5,0.21,78.57142857142857
1996-01-23,16.13,0.21,76.80952380952381
1996-01-24,16.38,0.21,78.0
1996-01-25,16.38,0.21,78.0
1996-01-26,16.63,0.21,79.19047619047619
1996-01-29,16.38,0.21,78.0
1996-01-30,16.5,0.21,78.57142857142857
1996-01-31,16.63,0.21,79.19047619047619
1996-02-01,16.25,0.21,77.38095238095238
1996-02-02,16.13,0.21,76.80952380952381
1996-02-05,16.0,0.21,76.19047619047619
1996-02-06,16.13,0.21,76.80952380952381
1996-02-07,16.38,0.21,78.0
1996-02-08,16.0,0.21,76.19047619047619
1996-02-09,16.0,0.21,76.19047619047619
1996-02-12,16.13,0.21,76.80952380952381
1996-02-13,16.13,0.21,76.80952380952381
1996-02-14,16.25,0.21,77.38095238095238
1996-02-15,16.25,0.21,77.38095238095238
1996-02-16,16.25,0.21,77.38095238095238
1996-02-20,16.13,0.21,76.80952380952381
1996-02-21,16.38,0.21,78.0
1996-02-22,16.5,0.21,78.57142857142857
1996-02-23,16.5,0.21,78.57142857142857
1996-02-26,16.63,0.21,79.19047619047619
1996-02-27,16.63,0.21,79.19047619047619
1996-02-28,16.63,0.21,79.19047619047619
1996-02-29,16.5,0.21,78.57142857142857
1996-03-01,16.63,0.21,79.19047619047619
1996-03-04,16.63,0.21,79.19047619047619
1996-03-05,16.5,0.21,78.57142857142857
1996-03-06,16.5,0.21,78.57142857142857
1996-03-07,16.63,0.21,79.19047619047619
1996-03-08,16.75,0.21,79.76190476190476
1996-03-11,16.75,0.21,79.76190476190476
1996-03-12,16.63,0.21,79.19047619047619
1996-03-13,16.63,0.21,79.19047619047619
1996-03-14,16.5,0.21,78.57142857142857
1996-03-15,16.63,0.21,79.19047619047619
1996-03-18,17.0,0.21,80.95238095238095
1996-03-19,17.38,0.21,82.76190476190476
1996-03-20,17.13,0.21,81.57142857142857
1996-03-21,16.75,0.21,79.76190476190476
1996-03-22,16.75,0.21,79.76190476190476
1996-03-25,16.75,0.21,79.76190476190476
1996-03-26,16.63,0.21,79.19047619047619
1996-03-27,16.88,0.21,80.38095238095238
1996-03-28,16.75,0.21,79.76190476190476
1996-03-29,16.88,0.21,80.38095238095238
1996-04-01,16.88,0.21,80.38095238095238
1996-04-02,16.75,0.21,79.76190476190476
