date,TMO,TMO_EPS,PE Ratio
1990-06-15,9.85,,
1990-06-18,9.7,,
1990-06-19,9.7,,
1990-06-20,9.63,,
1990-06-21,9.59,,
1990-06-22,9.48,,
1990-06-25,9.15,,
1990-06-26,8.96,,
1990-06-27,8.93,,
1990-06-28,9.15,,
1990-06-29,9.04,,
1990-07-02,9.11,,
1990-07-03,9.04,,
1990-07-05,9.04,,
1990-07-06,9.04,,
1990-07-09,9.0,,
1990-07-10,8.81,,
1990-07-11,9.11,,
1990-07-12,9.11,,
1990-07-13,9.3,,
1990-07-16,9.19,,
1990-07-17,9.11,,
1990-07-18,9.04,,
1990-07-19,9.0,,
1990-07-20,9.0,,
1990-07-23,8.74,,
1990-07-24,8.7,,
1990-07-25,8.78,,
1990-07-26,8.78,,
1990-07-27,8.59,,
1990-07-30,8.56,,
1990-07-31,8.52,,
1990-08-01,8.44,,
1990-08-02,8.52,,
1990-08-03,8.22,,
1990-08-06,7.74,,
1990-08-07,7.78,,
1990-08-08,7.78,,
1990-08-09,7.74,,
1990-08-10,7.63,,
1990-08-13,7.56,,
1990-08-14,7.56,,
1990-08-15,7.44,,
1990-08-16,7.15,,
1990-08-17,6.81,,
1990-08-20,7.0,,
1990-08-21,6.85,,
1990-08-22,6.85,,
1990-08-23,6.81,,
1990-08-24,6.81,,
1990-08-27,7.22,,
1990-08-28,7.3,,
1990-08-29,7.48,,
1990-08-30,7.37,,
1990-08-31,7.52,,
1990-09-04,7.22,,
1990-09-05,7.11,,
1990-09-06,7.0,,
1990-09-07,7.0,,
1990-09-10,7.22,,
1990-09-11,7.15,,
1990-09-12,7.3,,
1990-09-13,7.26,,
1990-09-14,7.19,,
1990-09-17,7.15,,
1990-09-18,7.19,,
1990-09-19,7.3,,
1990-09-20,7.33,,
1990-09-21,7.26,,
1990-09-24,7.19,,
1990-09-25,7.15,,
1990-09-26,7.11,,
1990-09-27,6.89,,
1990-09-28,6.81,,
1990-10-01,6.81,,
1990-10-02,6.85,,
1990-10-03,6.74,,
1990-10-04,6.74,,
1990-10-05,6.74,,
1990-10-08,6.78,,
1990-10-09,6.67,,
1990-10-10,6.67,,
1990-10-11,6.48,,
1990-10-12,6.48,,
1990-10-15,6.67,,
1990-10-16,6.56,,
1990-10-17,6.52,,
1990-10-18,6.81,,
1990-10-19,6.85,,
1990-10-22,7.11,,
1990-10-23,7.0,,
1990-10-24,7.04,,
1990-10-25,7.04,,
1990-10-26,6.89,,
1990-10-29,6.89,,
1990-10-30,6.96,,
1990-10-31,6.85,,
1990-11-01,6.7,,
1990-11-02,6.78,,
1990-11-05,6.89,,
1990-11-06,7.11,,
1990-11-07,7.37,,
1990-11-08,7.52,,
1990-11-09,7.48,,
1990-11-12,7.59,,
1990-11-13,7.85,,
1990-11-14,7.93,,
1990-11-15,8.15,,
1990-11-16,8.15,,
1990-11-19,8.22,,
1990-11-20,8.3,,
1990-11-21,8.37,,
1990-11-23,8.26,,
1990-11-26,8.15,,
1990-11-27,8.44,,
1990-11-28,8.41,,
1990-11-29,8.52,,
1990-11-30,8.7,,
1990-12-03,8.56,,
1990-12-04,8.52,,
1990-12-05,8.63,,
1990-12-06,8.7,,
1990-12-07,8.67,,
1990-12-10,8.63,,
1990-12-11,8.59,,
1990-12-12,8.63,,
1990-12-13,8.78,,
1990-12-14,8.56,,
1990-12-17,8.59,,
1990-12-18,8.52,,
1990-12-19,8.52,,
1990-12-20,8.48,,
1990-12-21,8.48,,
1990-12-24,8.44,,
1990-12-26,8.52,,
1990-12-27,8.56,,
1990-12-28,8.52,,
1990-12-31,8.56,,
1991-01-02,8.37,,
1991-01-03,8.33,,
1991-01-04,8.37,,
1991-01-07,7.85,,
1991-01-08,7.78,,
1991-01-09,8.0,,
1991-01-10,8.15,,
1991-01-11,8.22,,
1991-01-14,8.15,,
1991-01-15,8.15,,
1991-01-16,8.41,,
1991-01-17,8.52,,
1991-01-18,8.41,,
1991-01-21,8.41,,
1991-01-22,8.59,,
1991-01-23,8.56,,
1991-01-24,8.89,,
1991-01-25,9.0,,
1991-01-28,9.04,,
1991-01-29,9.63,,
1991-01-30,9.3,,
1991-01-31,9.41,,
1991-02-01,9.3,,
1991-02-04,9.22,,
1991-02-05,9.07,,
1991-02-06,9.07,,
1991-02-07,9.22,,
1991-02-08,9.22,,
1991-02-11,9.48,,
1991-02-12,9.41,,
1991-02-13,9.37,,
1991-02-14,9.3,,
1991-02-15,9.07,,
1991-02-19,8.96,,
1991-02-20,9.04,,
1991-02-21,9.37,,
1991-02-22,9.48,,
1991-02-25,9.41,,
1991-02-26,9.59,,
1991-02-27,9.67,,
1991-02-28,9.63,,
1991-03-01,9.67,,
1991-03-04,9.78,,
1991-03-05,10.22,,
1991-03-06,10.22,,
1991-03-07,10.22,,
1991-03-08,10.22,,
1991-03-11,10.07,,
1991-03-12,10.07,,
1991-03-13,10.0,,
1991-03-14,10.0,,
1991-03-15,9.74,,
1991-03-18,9.7,,
1991-03-19,9.59,,
1991-03-20,9.52,,
1991-03-21,9.67,,
1991-03-22,9.7,,
1991-03-25,9.89,,
1991-03-26,10.0,,
1991-03-27,10.11,,
1991-03-28,10.15,,
1991-04-01,10.07,,
1991-04-02,10.22,,
1991-04-03,10.3,,
1991-04-04,10.37,,
1991-04-05,10.67,,
1991-04-08,10.59,,
1991-04-09,10.37,,
1991-04-10,10.52,,
1991-04-11,10.41,,
1991-04-12,10.52,,
1991-04-15,10.67,,
1991-04-16,10.89,,
1991-04-17,10.78,,
1991-04-18,10.74,,
1991-04-19,10.67,,
1991-04-22,10.67,,
1991-04-23,10.44,,
1991-04-24,10.52,,
1991-04-25,10.52,,
1991-04-26,10.44,,
1991-04-29,10.33,,
1991-04-30,10.26,,
1991-05-01,10.41,,
1991-05-02,10.67,,
1991-05-03,10.81,,
1991-05-06,10.93,,
1991-05-07,11.11,,
1991-05-08,11.59,,
1991-05-09,11.7,,
1991-05-10,11.48,,
1991-05-13,11.37,,
1991-05-14,11.3,,
1991-05-15,11.15,,
1991-05-16,11.07,,
1991-05-17,11.04,,
1991-05-20,10.93,,
1991-05-21,11.19,,
1991-05-22,11.19,,
1991-05-23,11.37,,
1991-05-24,11.44,,
1991-05-28,11.85,,
1991-05-29,11.78,,
1991-05-30,11.74,,
1991-05-31,11.78,,
1991-06-03,11.78,,
1991-06-04,11.74,,
1991-06-05,11.63,,
1991-06-06,11.56,,
1991-06-07,11.56,,
1991-06-10,11.41,,
1991-06-11,11.48,,
1991-06-12,11.44,,
1991-06-13,11.56,,
1991-06-14,11.44,,
1991-06-17,11.59,,
1991-06-18,11.63,,
1991-06-19,11.56,,
1991-06-20,11.59,,
1991-06-21,11.56,,
1991-06-24,11.44,,
1991-06-25,11.44,,
1991-06-26,11.26,,
1991-06-27,11.07,,
1991-06-28,10.74,,
1991-07-01,10.93,,
1991-07-02,10.67,,
1991-07-03,10.59,,
1991-07-05,10.63,,
1991-07-08,10.59,,
1991-07-09,10.85,,
1991-07-10,10.96,,
1991-07-11,10.89,,
1991-07-12,11.04,,
1991-07-15,11.26,,
1991-07-16,11.26,,
1991-07-17,11.15,,
1991-07-18,11.11,,
1991-07-19,11.15,,
1991-07-22,10.96,,
1991-07-23,10.81,,
1991-07-24,10.56,,
1991-07-25,10.81,,
1991-07-26,10.93,,
1991-07-29,10.81,,
1991-07-30,10.74,,
1991-07-31,10.89,,
1991-08-01,10.81,,
1991-08-02,10.74,,
1991-08-05,10.59,,
1991-08-06,10.41,,
1991-08-07,10.48,,
1991-08-08,10.67,,
1991-08-09,10.59,,
1991-08-12,10.7,,
1991-08-13,10.78,,
1991-08-14,10.85,,
1991-08-15,11.0,,
1991-08-16,10.96,,
1991-08-19,10.74,,
1991-08-20,10.85,,
1991-08-21,10.96,,
1991-08-22,10.96,,
1991-08-23,10.96,,
1991-08-26,11.15,,
1991-08-27,11.26,,
1991-08-28,11.63,,
1991-08-29,11.56,,
1991-08-30,11.44,,
1991-09-03,11.44,,
1991-09-04,11.48,,
1991-09-05,11.7,,
1991-09-06,11.89,,
1991-09-09,12.04,,
1991-09-10,11.74,,
1991-09-11,11.78,,
1991-09-12,11.7,,
1991-09-13,11.78,,
1991-09-16,11.81,,
1991-09-17,11.7,,
1991-09-18,11.96,,
1991-09-19,11.81,,
1991-09-20,11.78,,
1991-09-23,11.78,,
1991-09-24,11.67,,
1991-09-25,11.59,,
1991-09-26,11.96,,
1991-09-27,11.89,,
1991-09-30,11.93,,
1991-10-01,12.04,,
1991-10-02,12.04,,
1991-10-03,11.89,,
1991-10-04,11.93,,
1991-10-07,11.81,,
1991-10-08,11.74,,
1991-10-09,11.74,,
1991-10-10,11.85,,
1991-10-11,12.0,,
1991-10-14,12.37,,
1991-10-15,12.41,,
1991-10-16,12.44,,
1991-10-17,12.37,,
1991-10-18,12.52,,
1991-10-21,12.37,,
1991-10-22,12.44,,
1991-10-23,12.52,,
1991-10-24,12.26,,
1991-10-25,12.26,,
1991-10-28,12.19,,
1991-10-29,12.26,,
1991-10-30,12.22,,
1991-10-31,12.26,,
1991-11-01,12.37,,
1991-11-04,12.37,,
1991-11-05,12.81,,
1991-11-06,12.89,,
1991-11-07,12.81,,
1991-11-08,12.78,,
1991-11-11,12.81,,
1991-11-12,12.85,,
1991-11-13,12.81,,
1991-11-14,12.74,,
1991-11-15,12.44,,
1991-11-18,12.07,,
1991-11-19,11.78,,
1991-11-20,12.04,,
1991-11-21,12.07,,
1991-11-22,12.07,,
1991-11-25,12.04,,
1991-11-26,12.04,,
1991-11-27,12.04,,
1991-11-29,12.07,,
1991-12-02,12.59,,
1991-12-03,12.81,,
1991-12-04,12.93,,
1991-12-05,13.22,,
1991-12-06,13.11,,
1991-12-09,13.11,,
1991-12-10,13.15,,
1991-12-11,13.15,,
1991-12-12,13.26,,
1991-12-13,13.19,,
1991-12-16,13.52,,
1991-12-17,13.48,,
1991-12-18,13.48,,
1991-12-19,13.3,,
1991-12-20,13.11,,
1991-12-23,13.22,,
1991-12-24,13.37,,
1991-12-26,13.52,,
1991-12-27,13.63,,
1991-12-30,13.89,,
1991-12-31,13.81,,
1992-01-02,13.7,,
1992-01-03,13.59,,
1992-01-06,13.67,,
1992-01-07,13.59,,
1992-01-08,13.78,,
1992-01-09,13.74,,
1992-01-10,13.52,,
1992-01-13,13.48,,
1992-01-14,13.52,,
1992-01-15,13.74,,
1992-01-16,13.67,,
1992-01-17,13.63,,
1992-01-20,13.48,,
1992-01-21,13.19,,
1992-01-22,13.15,,
1992-01-23,12.89,,
1992-01-24,12.89,,
1992-01-27,12.93,,
1992-01-28,13.19,,
1992-01-29,13.26,,
1992-01-30,13.3,,
1992-01-31,13.37,,
1992-02-03,13.41,,
1992-02-04,13.44,,
1992-02-05,13.48,,
1992-02-06,13.48,,
1992-02-07,13.59,,
1992-02-10,13.67,,
1992-02-11,14.0,,
1992-02-12,13.96,,
1992-02-13,13.74,,
1992-02-14,13.74,,
1992-02-18,13.78,,
1992-02-19,13.7,,
1992-02-20,13.63,,
1992-02-21,13.37,,
1992-02-24,13.3,,
1992-02-25,12.78,,
1992-02-26,12.78,,
1992-02-27,12.7,,
1992-02-28,12.59,,
1992-03-02,12.74,,
1992-03-03,12.89,,
1992-03-04,12.85,,
1992-03-05,12.74,,
1992-03-06,12.52,,
1992-03-09,12.63,,
1992-03-10,12.74,,
1992-03-11,12.56,,
1992-03-12,12.26,,
1992-03-13,12.37,,
1992-03-16,12.19,,
1992-03-17,12.3,,
1992-03-18,12.22,,
1992-03-19,12.11,,
1992-03-20,11.96,,
1992-03-23,12.0,,
1992-03-24,12.0,,
1992-03-25,11.89,,
1992-03-26,11.85,,
1992-03-27,11.78,,
1992-03-30,11.44,,
1992-03-31,11.37,,
1992-04-01,11.56,,
1992-04-02,11.59,,
1992-04-03,11.48,,
1992-04-06,11.85,,
1992-04-07,12.19,,
1992-04-08,12.0,,
1992-04-09,12.04,,
1992-04-10,12.26,,
1992-04-13,12.52,,
1992-04-14,12.89,,
1992-04-15,12.74,,
1992-04-16,12.7,,
1992-04-20,12.7,,
1992-04-21,12.74,,
1992-04-22,12.78,,
1992-04-23,12.7,,
1992-04-24,12.22,,
1992-04-27,12.0,,
1992-04-28,12.19,,
1992-04-29,12.37,,
1992-04-30,12.41,,
1992-05-01,12.41,,
1992-05-04,12.22,,
1992-05-05,12.33,,
1992-05-06,12.44,,
1992-05-07,12.44,,
1992-05-08,12.44,,
1992-05-11,12.37,,
1992-05-12,12.3,,
1992-05-13,12.37,,
1992-05-14,12.15,,
1992-05-15,12.07,,
1992-05-18,12.11,,
1992-05-19,12.41,,
1992-05-20,12.41,,
1992-05-21,12.63,,
1992-05-22,12.67,,
1992-05-26,12.52,,
1992-05-27,12.52,,
1992-05-28,12.56,,
1992-05-29,12.48,,
1992-06-01,12.48,,
1992-06-02,12.67,,
1992-06-03,12.7,,
1992-06-04,12.59,,
1992-06-05,12.59,,
1992-06-08,12.48,,
1992-06-09,12.44,,
1992-06-10,12.44,,
1992-06-11,12.48,,
1992-06-12,12.63,,
1992-06-15,12.78,,
1992-06-16,12.63,,
1992-06-17,12.19,,
1992-06-18,12.22,,
1992-06-19,12.3,,
1992-06-22,12.04,,
1992-06-23,12.07,,
1992-06-24,11.89,,
1992-06-25,11.89,,
1992-06-26,12.0,,
1992-06-29,12.19,,
1992-06-30,12.07,,
1992-07-01,12.22,,
1992-07-02,12.26,,
1992-07-06,12.37,,
1992-07-07,12.22,,
1992-07-08,12.41,,
1992-07-09,12.41,,
1992-07-10,12.41,,
1992-07-13,12.59,,
1992-07-14,12.56,,
1992-07-15,11.78,,
1992-07-16,11.89,,
1992-07-17,11.89,,
1992-07-20,11.81,,
1992-07-21,11.63,,
1992-07-22,11.26,,
1992-07-23,11.37,,
1992-07-24,11.44,,
1992-07-27,11.26,,
1992-07-28,11.37,,
1992-07-29,11.74,,
1992-07-30,11.78,,
1992-07-31,11.78,,
1992-08-03,11.63,,
1992-08-04,11.48,,
1992-08-05,11.52,,
1992-08-06,11.52,,
1992-08-07,11.44,,
1992-08-10,11.33,,
1992-08-11,11.33,,
1992-08-12,11.41,,
1992-08-13,11.44,,
1992-08-14,11.44,,
1992-08-17,11.56,,
1992-08-18,11.56,,
1992-08-19,11.48,,
1992-08-20,11.48,,
1992-08-21,11.44,,
1992-08-24,11.41,,
1992-08-25,11.33,,
1992-08-26,11.37,,
1992-08-27,11.44,,
1992-08-28,11.52,,
1992-08-31,11.67,,
1992-09-01,11.81,,
1992-09-02,11.78,,
1992-09-03,11.78,,
1992-09-04,11.78,,
1992-09-08,11.74,,
1992-09-09,11.85,,
1992-09-10,11.85,,
1992-09-11,12.15,,
1992-09-14,12.26,,
1992-09-15,12.15,,
1992-09-16,12.04,,
1992-09-17,12.07,,
1992-09-18,12.11,,
1992-09-21,12.15,,
1992-09-22,12.19,,
1992-09-23,12.0,,
1992-09-24,12.0,,
1992-09-25,11.96,,
1992-09-28,11.85,,
1992-09-29,12.07,,
1992-09-30,12.26,,
1992-10-01,12.3,,
1992-10-02,12.07,,
1992-10-05,12.07,,
1992-10-06,12.26,,
1992-10-07,12.56,,
1992-10-08,12.67,,
1992-10-09,12.48,,
1992-10-12,12.56,,
1992-10-13,12.41,,
1992-10-14,12.48,,
1992-10-15,12.44,,
1992-10-16,12.44,,
1992-10-19,12.41,,
1992-10-20,12.52,,
1992-10-21,12.59,,
1992-10-22,12.74,,
1992-10-23,12.7,,
1992-10-26,12.89,,
1992-10-27,12.67,,
1992-10-28,12.81,,
1992-10-29,12.85,,
1992-10-30,12.89,,
1992-11-02,12.85,,
1992-11-03,13.0,,
1992-11-04,13.0,,
1992-11-05,13.0,,
1992-11-06,12.93,,
1992-11-09,13.19,,
1992-11-10,13.26,,
1992-11-11,13.26,,
1992-11-12,13.11,,
1992-11-13,13.0,,
1992-11-16,13.07,,
1992-11-17,13.07,,
1992-11-18,13.04,,
1992-11-19,13.04,,
1992-11-20,12.96,,
1992-11-23,13.04,,
1992-11-24,13.3,,
1992-11-25,13.26,,
1992-11-27,13.26,,
1992-11-30,13.33,,
1992-12-01,13.22,,
1992-12-02,13.33,,
1992-12-03,13.26,,
1992-12-04,13.15,,
1992-12-07,13.33,,
1992-12-08,13.33,,
1992-12-09,13.33,,
1992-12-10,13.07,,
1992-12-11,13.15,,
1992-12-14,13.22,,
1992-12-15,13.3,,
1992-12-16,13.26,,
1992-12-17,13.26,,
1992-12-18,13.41,,
1992-12-21,13.67,,
1992-12-22,13.7,,
1992-12-23,13.63,,
1992-12-24,13.78,,
1992-12-28,13.89,,
1992-12-29,13.96,,
1992-12-30,13.96,,
1992-12-31,13.96,,
1993-01-04,13.96,,
1993-01-05,14.33,,
1993-01-06,14.48,,
1993-01-07,14.41,,
1993-01-08,14.26,,
1993-01-11,14.19,,
1993-01-12,14.22,,
1993-01-13,14.15,,
1993-01-14,14.3,,
1993-01-15,14.56,,
1993-01-18,14.48,,
1993-01-19,14.37,,
1993-01-20,14.59,,
1993-01-21,14.74,,
1993-01-22,14.81,,
1993-01-25,14.89,,
1993-01-26,15.07,,
1993-01-27,15.0,,
1993-01-28,15.04,,
1993-01-29,14.81,,
1993-02-01,14.81,,
1993-02-02,14.81,,
1993-02-03,14.96,,
1993-02-04,15.41,,
1993-02-05,15.48,,
1993-02-08,15.48,,
1993-02-09,15.26,,
1993-02-10,15.04,,
1993-02-11,15.11,,
1993-02-12,14.96,,
1993-02-16,14.56,,
1993-02-17,14.41,,
1993-02-18,14.56,,
1993-02-19,14.48,,
1993-02-22,14.44,,
1993-02-23,14.19,,
1993-02-24,14.41,,
1993-02-25,14.74,,
1993-02-26,14.96,,
1993-03-01,15.19,,
1993-03-02,15.04,,
1993-03-03,15.07,,
1993-03-04,15.37,,
1993-03-05,15.33,,
1993-03-08,16.0,,
1993-03-09,16.89,,
1993-03-10,16.59,,
1993-03-11,16.7,,
1993-03-12,16.63,,
1993-03-15,16.48,,
1993-03-16,16.52,,
1993-03-17,16.48,,
1993-03-18,16.48,,
1993-03-19,16.3,,
1993-03-22,16.07,,
1993-03-23,16.07,,
1993-03-24,16.26,,
1993-03-25,16.19,,
1993-03-26,16.07,,
1993-03-29,16.19,,
1993-03-30,16.3,,
1993-03-31,16.67,,
1993-04-01,16.78,,
1993-04-02,16.44,,
1993-04-05,16.44,,
1993-04-06,16.19,,
1993-04-07,16.59,,
1993-04-08,16.93,,
1993-04-12,17.67,,
1993-04-13,17.11,,
1993-04-14,17.3,,
1993-04-15,17.22,,
1993-04-16,17.37,,
1993-04-19,17.26,,
1993-04-20,17.15,,
1993-04-21,16.85,,
1993-04-22,16.37,,
1993-04-23,16.48,,
1993-04-26,16.33,,
1993-04-27,16.19,,
1993-04-28,16.33,,
1993-04-29,16.63,,
1993-04-30,16.63,,
1993-05-03,16.85,,
1993-05-04,17.15,,
1993-05-05,17.19,,
1993-05-06,17.07,,
1993-05-07,17.3,,
1993-05-10,17.41,,
1993-05-11,17.41,,
1993-05-12,17.3,,
1993-05-13,17.41,,
1993-05-14,17.26,,
1993-05-17,17.19,,
1993-05-18,17.15,,
1993-05-19,17.41,,
1993-05-20,17.41,,
1993-05-21,17.44,,
1993-05-24,17.44,,
1993-05-25,17.48,,
1993-05-26,17.56,,
1993-05-27,17.7,,
1993-05-28,17.78,,
1993-06-01,17.7,,
1993-06-02,17.67,,
1993-06-03,17.78,,
1993-06-04,18.22,,
1993-06-07,18.15,,
1993-06-08,17.93,,
1993-06-09,17.78,,
1993-06-10,17.78,,
1993-06-11,17.26,,
1993-06-14,17.48,,
1993-06-15,17.78,,
1993-06-16,17.59,,
1993-06-17,17.67,,
1993-06-18,17.41,,
1993-06-21,17.48,,
1993-06-22,17.63,,
1993-06-23,17.48,,
1993-06-24,17.67,,
1993-06-25,17.56,,
1993-06-28,17.52,,
1993-06-29,17.48,,
1993-06-30,17.59,,
1993-07-01,17.52,,
1993-07-02,17.44,,
1993-07-06,17.48,,
1993-07-07,17.33,,
1993-07-08,17.37,,
1993-07-09,17.56,,
1993-07-12,17.22,,
1993-07-13,17.15,,
1993-07-14,16.89,,
1993-07-15,16.89,,
1993-07-16,16.85,,
1993-07-19,16.81,,
1993-07-20,16.89,,
1993-07-21,16.81,,
1993-07-22,16.63,,
1993-07-23,16.56,,
1993-07-26,16.74,,
1993-07-27,16.81,,
1993-07-28,16.67,,
1993-07-29,16.67,,
1993-07-30,16.63,,
1993-08-02,16.63,,
1993-08-03,16.81,,
1993-08-04,16.93,,
1993-08-05,17.11,,
1993-08-06,17.11,,
1993-08-09,17.19,,
1993-08-10,17.33,,
1993-08-11,17.11,,
1993-08-12,17.22,,
1993-08-13,17.52,,
1993-08-16,17.78,,
1993-08-17,18.15,,
1993-08-18,18.81,,
1993-08-19,18.63,,
1993-08-20,18.59,,
1993-08-23,18.63,,
1993-08-24,18.93,,
1993-08-25,19.04,,
1993-08-26,18.74,,
1993-08-27,18.63,,
1993-08-30,18.63,,
1993-08-31,18.63,,
1993-09-01,18.59,,
1993-09-02,18.52,,
1993-09-03,18.48,,
1993-09-07,18.3,,
1993-09-08,18.19,,
1993-09-09,18.15,,
1993-09-10,18.11,,
1993-09-13,18.3,,
1993-09-14,18.07,,
1993-09-15,17.96,,
1993-09-16,18.33,,
1993-09-17,18.41,,
1993-09-20,18.37,,
1993-09-21,18.33,,
1993-09-22,18.37,,
1993-09-23,18.48,,
1993-09-24,18.81,,
1993-09-27,18.89,,
1993-09-28,18.96,,
1993-09-29,18.56,,
1993-09-30,18.81,,
1993-10-01,18.81,,
1993-10-04,18.89,,
1993-10-05,19.11,,
1993-10-06,19.04,,
1993-10-07,18.96,,
1993-10-08,18.89,,
1993-10-11,18.67,,
1993-10-12,18.74,,
1993-10-13,18.81,,
1993-10-14,18.89,,
1993-10-15,18.93,,
1993-10-18,18.59,,
1993-10-19,18.11,,
1993-10-20,18.0,,
1993-10-21,18.04,,
1993-10-22,17.89,,
1993-10-25,17.81,,
1993-10-26,17.7,,
1993-10-27,17.7,,
1993-10-28,18.15,,
1993-10-29,18.11,,
1993-11-01,18.28,,
1993-11-02,18.11,,
1993-11-03,17.89,,
1993-11-04,17.44,,
1993-11-05,17.28,,
1993-11-08,17.22,,
1993-11-09,17.78,,
1993-11-10,18.17,,
1993-11-11,18.67,,
1993-11-12,18.56,,
1993-11-15,18.5,,
1993-11-16,18.56,,
1993-11-17,18.72,,
1993-11-18,18.89,,
1993-11-19,18.44,,
1993-11-22,17.39,,
1993-11-23,17.83,,
1993-11-24,18.17,,
1993-11-26,17.89,,
1993-11-29,17.5,,
1993-11-30,17.06,,
1993-12-01,17.61,,
1993-12-02,17.5,,
1993-12-03,17.83,,
1993-12-06,18.06,,
1993-12-07,18.33,,
1993-12-08,18.33,,
1993-12-09,18.22,,
1993-12-10,18.5,,
1993-12-13,18.67,,
1993-12-14,18.22,,
