date,TMO,TMO_EPS,PE Ratio
2000-04-25,19.88,,
2000-04-26,19.88,,
2000-04-27,19.5,,
2000-04-28,19.38,,
2000-05-01,19.38,,
2000-05-02,20.0,,
2000-05-03,19.25,,
2000-05-04,19.56,,
2000-05-05,20.0,,
2000-05-08,19.31,,
2000-05-09,18.88,,
2000-05-10,18.06,,
2000-05-11,18.75,,
2000-05-12,18.69,,
2000-05-15,18.69,,
2000-05-16,19.13,,
2000-05-17,19.13,,
2000-05-18,19.31,,
2000-05-19,18.81,,
2000-05-22,18.81,,
2000-05-23,18.56,,
2000-05-24,18.13,,
2000-05-25,18.25,,
2000-05-26,17.94,,
2000-05-30,18.63,,
2000-05-31,18.56,,
2000-06-01,19.19,,
2000-06-02,19.44,,
2000-06-05,19.25,,
2000-06-06,19.19,,
2000-06-07,19.31,,
2000-06-08,18.94,,
2000-06-09,18.88,,
2000-06-12,18.75,,
2000-06-13,18.69,,
2000-06-14,18.63,,
2000-06-15,18.56,,
2000-06-16,18.06,,
2000-06-19,18.88,,
2000-06-20,19.06,,
2000-06-21,19.56,,
2000-06-22,19.0,,
2000-06-23,19.31,,
2000-06-26,20.44,,
2000-06-27,21.56,,
2000-06-28,21.77,,
2000-06-29,21.31,,
2000-06-30,21.06,,
2000-07-03,21.94,,
2000-07-05,22.13,,
2000-07-06,23.38,,
2000-07-07,23.5,,
2000-07-10,24.0,,
2000-07-11,23.5,,
2000-07-12,22.56,,
2000-07-13,23.13,,
2000-07-14,23.38,,
2000-07-17,22.91,,
2000-07-18,23.31,,
2000-07-19,22.94,,
2000-07-20,23.25,,
2000-07-21,22.44,,
2000-07-24,21.56,,
2000-07-25,21.63,,
2000-07-26,20.63,,
2000-07-27,20.44,,
2000-07-28,20.44,,
2000-07-31,20.75,,
2000-08-01,21.31,,
2000-08-02,22.81,,
2000-08-03,22.25,,
2000-08-04,22.5,,
2000-08-07,21.75,,
2000-08-08,21.75,,
2000-08-09,21.19,,
2000-08-10,20.81,,
2000-08-11,20.56,,
2000-08-14,20.7,,
2000-08-15,20.44,,
2000-08-16,20.06,,
2000-08-17,21.13,,
2000-08-18,21.19,,
2000-08-21,21.88,,
2000-08-22,23.19,,
2000-08-23,22.94,,
2000-08-24,22.81,,
2000-08-25,23.0,,
2000-08-28,23.13,,
2000-08-29,23.06,,
2000-08-30,23.0,,
2000-08-31,23.13,,
2000-09-01,23.75,,
2000-09-05,23.94,,
2000-09-06,24.0,,
2000-09-07,24.13,,
2000-09-08,23.25,,
2000-09-11,23.63,,
2000-09-12,24.25,,
2000-09-13,23.94,,
2000-09-14,25.06,,
2000-09-15,25.81,,
2000-09-18,26.13,,
2000-09-19,25.06,,
2000-09-20,25.25,,
2000-09-21,25.25,,
2000-09-22,24.94,,
2000-09-25,25.44,,
2000-09-26,26.38,,
2000-09-27,25.81,,
2000-09-28,26.94,,
2000-09-29,26.0,,
2000-10-02,27.75,,
2000-10-03,27.31,,
2000-10-04,26.88,,
2000-10-05,27.13,,
2000-10-06,26.44,,
2000-10-09,26.56,,
2000-10-10,26.38,,
2000-10-11,25.75,,
2000-10-12,26.75,,
2000-10-13,26.56,,
2000-10-16,26.75,,
2000-10-17,26.25,,
2000-10-18,25.31,,
2000-10-19,26.19,,
2000-10-20,26.19,,
2000-10-23,26.06,,
2000-10-24,26.13,,
2000-10-25,25.13,,
2000-10-26,24.38,,
2000-10-27,24.25,,
2000-10-30,25.31,,
2000-10-31,29.0,,
2000-11-01,28.56,,
2000-11-02,28.81,,
2000-11-03,29.0,,
2000-11-06,29.13,,
2000-11-07,29.38,,
2000-11-08,29.75,,
2000-11-09,29.94,,
2000-11-10,29.25,,
2000-11-13,28.0,,
2000-11-14,28.81,,
2000-11-15,29.19,,
2000-11-16,29.06,,
2000-11-17,28.69,,
2000-11-20,28.0,,
2000-11-21,27.75,,
2000-11-22,27.5,,
2000-11-24,27.56,,
2000-11-27,28.88,,
2000-11-28,28.38,,
2000-11-29,29.38,,
2000-11-30,29.0,,
2000-12-01,29.88,,
2000-12-04,30.07,,
2000-12-05,30.5,,
2000-12-06,29.73,,
2000-12-07,29.86,,
2000-12-08,30.95,,
2000-12-11,31.1,,
2000-12-12,30.69,,
2000-12-13,29.82,,
2000-12-14,28.76,,
2000-12-15,28.88,,
2000-12-18,29.74,,
2000-12-19,29.95,,
2000-12-20,28.88,,
2000-12-21,29.25,,
2000-12-22,29.2,,
2000-12-26,29.5,,
2000-12-27,29.73,,
2000-12-28,29.4,,
2000-12-29,29.75,,
2001-01-02,29.0,,
2001-01-03,28.69,,
2001-01-04,29.03,,
2001-01-05,27.64,,
2001-01-08,27.15,,
2001-01-09,26.4,,
2001-01-10,26.8,,
2001-01-11,28.17,,
2001-01-12,28.02,,
2001-01-16,28.0,,
2001-01-17,28.0,,
2001-01-18,27.9,,
2001-01-19,26.69,,
2001-01-22,27.7,,
2001-01-23,27.14,,
2001-01-24,27.55,,
2001-01-25,27.57,,
2001-01-26,27.68,,
2001-01-29,27.99,,
2001-01-30,29.21,,
2001-01-31,29.65,,
2001-02-01,29.55,,
2001-02-02,30.0,,
2001-02-05,29.86,,
2001-02-06,30.15,,
2001-02-07,30.09,,
2001-02-08,30.51,,
2001-02-09,29.85,,
2001-02-12,29.72,,
2001-02-13,29.99,,
2001-02-14,29.19,,
2001-02-15,29.6,,
2001-02-16,29.26,,
2001-02-20,29.61,,
2001-02-21,28.58,,
2001-02-22,27.0,,
2001-02-23,27.0,,
2001-02-26,28.68,,
2001-02-27,28.57,,
2001-02-28,27.9,,
2001-03-01,27.2,,
2001-03-02,27.12,,
2001-03-05,28.1,,
2001-03-06,27.88,,
2001-03-07,28.04,,
2001-03-08,28.0,,
2001-03-09,27.1,,
2001-03-12,26.12,,
2001-03-13,25.35,,
2001-03-14,24.01,,
2001-03-15,24.19,,
2001-03-16,22.65,,
2001-03-19,21.94,,
2001-03-20,21.33,,
2001-03-21,20.8,,
2001-03-22,19.85,,
2001-03-23,21.43,,
2001-03-26,22.5,,
2001-03-27,22.0,,
2001-03-28,22.1,,
2001-03-29,22.4,,
2001-03-30,22.48,,
2001-04-02,22.0,,
2001-04-03,20.97,,
2001-04-04,21.93,,
2001-04-05,22.85,,
2001-04-06,22.29,,
2001-04-09,22.55,,
2001-04-10,21.3,,
2001-04-11,21.0,,
2001-04-12,21.28,,
2001-04-16,21.05,,
2001-04-17,21.7,,
2001-04-18,22.95,,
2001-04-19,23.13,,
2001-04-20,22.75,,
2001-04-23,22.46,,
2001-04-24,22.58,,
2001-04-25,22.74,,
2001-04-26,23.23,,
2001-04-27,24.42,,
2001-04-30,26.36,,
2001-05-01,26.57,,
2001-05-02,26.99,,
2001-05-03,25.6,,
2001-05-04,26.24,,
2001-05-07,26.26,,
2001-05-08,26.65,,
2001-05-09,26.21,,
2001-05-10,26.61,,
2001-05-11,25.92,,
2001-05-14,25.56,,
2001-05-15,25.71,,
2001-05-16,26.07,,
2001-05-17,27.05,,
2001-05-18,27.88,,
2001-05-21,28.4,,
2001-05-22,28.46,,
2001-05-23,27.93,,
2001-05-24,28.0,,
2001-05-25,28.09,,
2001-05-29,28.57,,
2001-05-30,27.81,,
2001-05-31,27.91,,
2001-06-01,28.05,,
2001-06-04,28.06,,
2001-06-05,28.33,,
2001-06-06,27.99,,
2001-06-07,27.43,,
2001-06-08,26.89,,
2001-06-11,26.58,,
2001-06-12,25.88,,
2001-06-13,26.14,,
2001-06-14,25.61,,
2001-06-15,25.0,,
2001-06-18,24.88,,
2001-06-19,24.12,,
2001-06-20,23.94,,
2001-06-21,23.5,,
2001-06-22,23.0,,
2001-06-25,22.15,,
2001-06-26,21.9,,
2001-06-27,21.78,,
2001-06-28,21.77,,
2001-06-29,22.02,,
2001-07-02,22.35,,
2001-07-03,22.01,,
2001-07-05,22.35,,
2001-07-06,21.76,,
2001-07-09,21.31,,
2001-07-10,21.0,,
2001-07-11,20.68,,
2001-07-12,21.5,,
2001-07-13,21.71,,
2001-07-16,20.49,,
2001-07-17,20.24,,
2001-07-18,21.51,,
2001-07-19,21.21,,
2001-07-20,20.76,,
2001-07-23,21.36,,
2001-07-24,21.81,,
2001-07-25,20.5,,
2001-07-26,21.25,,
2001-07-27,22.07,,
2001-07-30,22.52,,
2001-07-31,22.8,,
2001-08-01,22.72,,
2001-08-02,22.83,,
2001-08-03,22.45,,
2001-08-06,22.2,,
2001-08-07,21.88,,
2001-08-08,20.99,,
2001-08-09,20.65,,
2001-08-10,21.3,,
2001-08-13,21.3,,
2001-08-14,20.98,,
2001-08-15,20.59,,
2001-08-16,20.6,,
2001-08-17,20.58,,
2001-08-20,20.6,,
2001-08-21,20.33,,
2001-08-22,20.35,,
2001-08-23,20.58,,
2001-08-24,21.32,,
2001-08-27,21.3,,
2001-08-28,21.39,,
2001-08-29,21.5,,
2001-08-30,21.52,,
2001-08-31,21.67,,
2001-09-04,21.61,,
2001-09-05,21.72,,
2001-09-06,21.14,,
2001-09-07,21.07,,
2001-09-10,21.18,,
2001-09-17,20.2,,
2001-09-18,20.08,,
2001-09-19,19.35,,
2001-09-20,18.05,,
2001-09-21,17.38,,
2001-09-24,17.88,,
2001-09-25,18.02,,
2001-09-26,17.39,,
2001-09-27,17.6,,
2001-09-28,18.05,,
2001-10-01,17.86,,
2001-10-02,18.05,,
2001-10-03,18.75,,
2001-10-04,19.5,,
2001-10-05,19.85,,
2001-10-08,19.4,,
2001-10-09,19.15,,
2001-10-10,20.69,,
2001-10-11,21.12,,
2001-10-12,20.81,,
2001-10-15,20.85,,
2001-10-16,21.31,,
2001-10-17,20.95,,
2001-10-18,20.04,,
2001-10-19,20.13,,
2001-10-22,21.1,,
2001-10-23,21.0,,
2001-10-24,20.89,,
2001-10-25,20.7,,
2001-10-26,22.25,,
2001-10-29,21.44,,
2001-10-30,20.91,,
2001-10-31,21.14,,
2001-11-01,21.94,,
2001-11-02,21.79,,
2001-11-05,22.31,,
2001-11-06,22.43,,
2001-11-07,22.36,,
2001-11-08,22.47,,
2001-11-09,22.72,,
2001-11-12,22.97,,
2001-11-13,23.69,,
2001-11-14,23.77,,
2001-11-15,24.06,,
2001-11-16,22.16,,
2001-11-19,22.37,,
2001-11-20,22.14,,
2001-11-21,22.07,,
2001-11-23,22.22,,
2001-11-26,22.38,,
2001-11-27,22.31,,
2001-11-28,22.15,,
2001-11-29,22.35,,
2001-11-30,21.7,,
2001-12-03,21.49,,
2001-12-04,22.35,,
2001-12-05,23.37,,
2001-12-06,22.79,,
2001-12-07,22.87,,
2001-12-10,22.37,,
2001-12-11,22.32,,
2001-12-12,22.09,,
2001-12-13,22.2,,
2001-12-14,22.09,,
2001-12-17,22.1,,
2001-12-18,22.5,,
2001-12-19,22.7,,
2001-12-20,22.7,,
2001-12-21,23.01,,
2001-12-24,23.14,,
2001-12-26,23.34,,
2001-12-27,23.52,,
2001-12-28,23.67,,
2001-12-31,23.86,,
2002-01-02,23.5,,
2002-01-03,24.01,,
2002-01-04,24.04,,
2002-01-07,24.26,,
2002-01-08,24.37,,
2002-01-09,23.29,,
2002-01-10,23.0,,
2002-01-11,22.97,,
2002-01-14,23.15,,
2002-01-15,23.07,,
2002-01-16,22.51,,
2002-01-17,22.8,,
2002-01-18,22.51,,
2002-01-22,22.66,,
2002-01-23,23.01,,
2002-01-24,22.63,,
2002-01-25,22.6,,
2002-01-28,22.56,,
2002-01-29,21.89,,
2002-01-30,21.55,,
2002-01-31,21.96,,
2002-02-01,21.82,,
2002-02-04,21.2,,
2002-02-05,21.0,,
2002-02-06,20.33,,
2002-02-07,20.21,,
2002-02-08,20.04,,
2002-02-11,21.07,,
2002-02-12,21.1,,
2002-02-13,21.14,,
2002-02-14,20.68,,
2002-02-15,20.55,,
2002-02-19,19.66,,
2002-02-20,19.54,,
2002-02-21,19.3,,
2002-02-22,19.45,,
2002-02-25,19.44,,
2002-02-26,19.5,,
2002-02-27,20.38,,
2002-02-28,20.35,,
2002-03-01,19.66,,
2002-03-04,20.11,,
2002-03-05,20.15,,
2002-03-06,20.88,,
2002-03-07,20.46,,
2002-03-08,20.95,,
2002-03-11,20.65,,
2002-03-12,20.16,,
2002-03-13,20.22,,
2002-03-14,20.2,,
2002-03-15,20.11,,
2002-03-18,20.22,,
2002-03-19,20.4,,
2002-03-20,20.39,,
2002-03-21,20.71,,
2002-03-22,20.73,,
2002-03-25,20.76,,
2002-03-26,20.73,,
2002-03-27,20.75,,
2002-03-28,20.73,,
2002-04-01,20.49,,
2002-04-02,20.15,,
2002-04-03,20.27,,
2002-04-04,20.6,,
2002-04-05,20.47,,
2002-04-08,20.45,,
2002-04-09,20.36,,
2002-04-10,20.47,,
2002-04-11,19.96,,
2002-04-12,19.51,,
2002-04-15,19.55,,
2002-04-16,19.84,,
2002-04-17,19.25,,
2002-04-18,19.77,,
2002-04-19,20.01,,
2002-04-22,19.74,,
2002-04-23,19.76,,
2002-04-24,19.74,,
2002-04-25,19.15,,
2002-04-26,18.73,,
2002-04-29,19.01,,
2002-04-30,18.9,,
2002-05-01,19.0,,
2002-05-02,18.94,,
2002-05-03,18.5,,
2002-05-06,18.43,,
2002-05-07,18.51,,
2002-05-08,19.19,,
2002-05-09,19.16,,
2002-05-10,18.82,,
2002-05-13,18.55,,
2002-05-14,18.87,,
2002-05-15,18.92,,
2002-05-16,19.46,,
2002-05-17,19.47,,
2002-05-20,19.56,,
2002-05-21,19.09,,
2002-05-22,18.83,,
2002-05-23,18.95,,
2002-05-24,18.57,,
2002-05-28,18.82,,
2002-05-29,18.52,,
2002-05-30,18.35,,
2002-05-31,18.36,,
2002-06-03,17.52,,
2002-06-04,17.79,,
2002-06-05,17.71,,
2002-06-06,17.7,,
2002-06-07,17.61,,
2002-06-10,17.7,,
2002-06-11,17.24,,
2002-06-12,16.9,,
2002-06-13,16.49,,
2002-06-14,16.61,,
2002-06-17,16.77,,
2002-06-18,16.98,,
2002-06-19,16.65,,
2002-06-20,16.33,,
2002-06-21,16.24,,
2002-06-24,16.0,,
2002-06-25,16.28,,
2002-06-26,15.89,,
2002-06-27,15.6,,
2002-06-28,16.5,,
2002-07-01,16.18,,
2002-07-02,15.61,,
2002-07-03,15.6,,
2002-07-05,16.49,,
2002-07-08,15.78,,
2002-07-09,15.43,,
2002-07-10,15.25,,
2002-07-11,15.8,,
2002-07-12,15.7,,
2002-07-15,15.47,,
2002-07-16,15.4,,
2002-07-17,15.71,,
2002-07-18,15.65,,
2002-07-19,15.2,,
2002-07-22,14.61,,
2002-07-23,14.5,,
2002-07-24,15.54,,
2002-07-25,15.16,,
2002-07-26,15.76,,
2002-07-29,16.8,,
2002-07-30,16.74,,
2002-07-31,16.98,,
2002-08-01,16.99,,
2002-08-02,16.43,,
2002-08-05,15.81,,
2002-08-06,16.58,,
2002-08-07,16.39,,
2002-08-08,17.12,,
2002-08-09,17.02,,
2002-08-12,16.98,,
2002-08-13,16.48,,
2002-08-14,16.92,,
2002-08-15,17.0,,
2002-08-16,17.25,,
2002-08-19,17.28,,
2002-08-20,17.19,,
2002-08-21,17.56,,
2002-08-22,17.8,,
2002-08-23,17.5,,
2002-08-26,17.37,,
2002-08-27,17.69,,
2002-08-28,17.49,,
2002-08-29,17.52,,
2002-08-30,17.78,,
2002-09-03,17.18,,
2002-09-04,17.39,,
2002-09-05,16.96,,
2002-09-06,17.33,,
2002-09-09,17.2,,
2002-09-10,17.38,,
2002-09-11,17.45,,
2002-09-12,16.92,,
2002-09-13,17.0,,
2002-09-16,16.75,,
2002-09-17,16.8,,
2002-09-18,16.58,,
2002-09-19,16.2,,
2002-09-20,16.54,,
2002-09-23,16.49,,
2002-09-24,15.84,,
2002-09-25,16.6,,
2002-09-26,16.54,,
2002-09-27,16.27,,
2002-09-30,16.13,,
2002-10-01,16.87,,
2002-10-02,16.45,,
2002-10-03,16.3,,
2002-10-04,15.5,,
2002-10-07,15.19,,
2002-10-08,15.53,,
2002-10-09,15.55,,
2002-10-10,16.01,,
2002-10-11,16.69,,
2002-10-14,16.78,,
2002-10-15,17.62,,
2002-10-16,17.3,,
2002-10-17,17.12,,
2002-10-18,17.0,,
2002-10-21,17.61,,
2002-10-22,17.25,,
2002-10-23,18.48,,
2002-10-24,18.13,,
2002-10-25,18.72,,
2002-10-28,18.81,,
2002-10-29,18.33,,
2002-10-30,18.57,,
2002-10-31,18.39,,
2002-11-01,18.89,,
2002-11-04,19.27,,
2002-11-05,19.32,,
2002-11-06,19.57,,
2002-11-07,19.69,,
2002-11-08,19.15,,
2002-11-11,18.7,,
2002-11-12,19.1,,
2002-11-13,19.06,,
2002-11-14,19.58,,
2002-11-15,19.92,,
2002-11-18,19.6,,
2002-11-19,19.24,,
2002-11-20,19.5,,
2002-11-21,20.08,,
2002-11-22,19.28,,
2002-11-25,19.78,,
2002-11-26,19.32,,
2002-11-27,19.76,,
2002-11-29,19.59,,
2002-12-02,19.85,,
2002-12-03,19.85,,
2002-12-04,19.54,,
2002-12-05,19.55,,
2002-12-06,19.6,,
2002-12-09,19.31,,
2002-12-10,19.87,,
2002-12-11,20.1,,
2002-12-12,19.98,,
2002-12-13,18.75,,
2002-12-16,19.36,,
2002-12-17,19.47,,
2002-12-18,19.37,,
2002-12-19,19.36,,
2002-12-20,20.0,,
2002-12-23,20.0,,
2002-12-24,19.96,,
2002-12-26,20.52,,
2002-12-27,20.0,,
2002-12-30,19.9,,
2002-12-31,20.12,,
2003-01-02,20.38,,
2003-01-03,19.95,,
2003-01-06,19.98,,
2003-01-07,19.87,,
2003-01-08,19.52,,
2003-01-09,19.74,,
2003-01-10,19.83,,
2003-01-13,19.92,,
2003-01-14,19.65,,
2003-01-15,19.34,,
2003-01-16,19.21,,
2003-01-17,18.99,,
2003-01-21,18.42,,
2003-01-22,18.33,,
2003-01-23,18.64,,
2003-01-24,18.31,,
2003-01-27,18.29,,
2003-01-28,18.67,,
2003-01-29,18.52,,
2003-01-30,17.79,,
2003-01-31,18.17,,
2003-02-03,18.2,,
2003-02-04,17.63,,
2003-02-05,17.79,,
2003-02-06,17.75,,
2003-02-07,17.6,,
2003-02-10,17.94,,
2003-02-11,17.88,,
2003-02-12,17.51,,
2003-02-13,17.5,,
2003-02-14,17.5,,
2003-02-18,17.99,,
2003-02-19,17.75,,
2003-02-20,17.75,,
2003-02-21,17.88,,
2003-02-24,17.42,,
2003-02-25,17.46,,
2003-02-26,17.24,,
2003-02-27,17.39,,
2003-02-28,17.6,,
2003-03-03,17.65,,
2003-03-04,17.69,,
2003-03-05,17.93,,
2003-03-06,17.8,,
2003-03-07,18.15,,
2003-03-10,17.76,,
2003-03-11,17.31,,
2003-03-12,17.02,,
2003-03-13,17.62,,
2003-03-14,18.0,,
2003-03-17,18.82,,
2003-03-18,18.92,,
2003-03-19,18.6,,
2003-03-20,18.6,,
2003-03-21,18.89,,
2003-03-24,18.17,,
2003-03-25,18.34,,
2003-03-26,18.17,,
2003-03-27,18.16,,
2003-03-28,18.1,,
2003-03-31,18.1,,
2003-04-01,18.21,,
2003-04-02,18.45,,
2003-04-03,18.2,,
2003-04-04,18.13,,
2003-04-07,18.32,,
2003-04-08,18.17,,
2003-04-09,18.11,,
2003-04-10,18.37,,
2003-04-11,18.32,,
2003-04-14,18.77,,
2003-04-15,19.17,,
2003-04-16,19.14,,
2003-04-17,19.33,,
2003-04-21,19.32,,
2003-04-22,19.84,,
2003-04-23,19.97,,
2003-04-24,18.0,,
2003-04-25,17.57,,
2003-04-28,17.86,,
2003-04-29,18.2,,
2003-04-30,18.17,,
2003-05-01,18.3,,
2003-05-02,18.75,,
2003-05-05,18.66,,
2003-05-06,18.58,,
2003-05-07,18.49,,
2003-05-08,18.41,,
2003-05-09,18.8,,
2003-05-12,18.92,,
2003-05-13,18.87,,
2003-05-14,18.6,,
2003-05-15,19.05,,
2003-05-16,19.29,,
2003-05-19,18.83,,
2003-05-20,19.15,,
2003-05-21,19.23,,
2003-05-22,19.64,,
2003-05-23,20.08,,
2003-05-27,20.49,,
2003-05-28,20.63,,
2003-05-29,20.55,,
2003-05-30,21.1,,
2003-06-02,21.2,,
2003-06-03,21.6,,
2003-06-04,21.98,,
2003-06-05,21.54,,
2003-06-06,21.47,,
2003-06-09,21.41,,
2003-06-10,21.76,,
2003-06-11,22.36,,
2003-06-12,22.2,,
2003-06-13,22.28,,
2003-06-16,22.31,,
2003-06-17,22.35,,
2003-06-18,22.3,,
2003-06-19,21.77,,
2003-06-20,21.99,,
2003-06-23,21.24,,
2003-06-24,21.08,,
2003-06-25,21.06,,
2003-06-26,21.54,,
2003-06-27,21.42,,
2003-06-30,21.02,,
2003-07-01,21.44,,
2003-07-02,21.73,,
2003-07-03,21.41,,
2003-07-07,21.89,,
2003-07-08,21.84,,
2003-07-09,21.78,,
2003-07-10,21.45,,
2003-07-11,21.5,,
2003-07-14,21.46,,
2003-07-15,21.3,,
2003-07-16,21.26,,
2003-07-17,21.0,,
2003-07-18,21.25,,
2003-07-21,21.12,,
2003-07-22,21.7,,
2003-07-23,22.31,,
2003-07-24,22.25,,
2003-07-25,22.3,,
2003-07-28,22.33,,
2003-07-29,22.13,,
2003-07-30,22.0,,
2003-07-31,22.25,,
2003-08-01,22.35,,
2003-08-04,22.18,,
2003-08-05,21.66,,
2003-08-06,21.52,,
2003-08-07,21.63,,
2003-08-08,21.42,,
2003-08-11,21.52,,
2003-08-12,21.95,,
2003-08-13,21.88,,
2003-08-14,21.8,,
2003-08-15,21.7,,
2003-08-18,22.0,,
2003-08-19,22.23,,
2003-08-20,22.56,,
2003-08-21,23.12,,
2003-08-22,22.7,,
2003-08-25,22.63,,
2003-08-26,22.6,,
2003-08-27,22.63,,
2003-08-28,22.5,,
2003-08-29,22.79,,
2003-09-02,23.1,,
2003-09-03,23.06,,
2003-09-04,23.32,,
2003-09-05,23.22,,
2003-09-08,23.33,,
2003-09-09,23.14,,
2003-09-10,22.7,,
2003-09-11,22.9,,
2003-09-12,22.56,,
2003-09-15,22.73,,
2003-09-16,22.92,,
2003-09-17,22.91,,
2003-09-18,23.07,,
2003-09-19,22.96,,
2003-09-22,22.95,,
2003-09-23,23.2,,
2003-09-24,22.55,,
2003-09-25,22.11,,
2003-09-26,21.72,,
2003-09-29,22.24,,
2003-09-30,21.7,,
2003-10-01,21.97,,
2003-10-02,22.43,,
2003-10-03,22.51,,
2003-10-06,22.7,,
2003-10-07,22.4,,
2003-10-08,22.36,,
2003-10-09,22.6,,
2003-10-10,22.72,,
2003-10-13,22.75,,
2003-10-14,22.92,,
2003-10-15,22.95,,
2003-10-16,23.33,,
2003-10-17,23.07,,
2003-10-20,23.02,,
2003-10-21,22.84,,
2003-10-22,21.8,,
2003-10-23,21.59,,
2003-10-24,21.45,,
2003-10-27,21.4,,
2003-10-28,21.63,,
2003-10-29,21.47,,
2003-10-30,21.4,,
2003-10-31,21.98,,
2003-11-03,22.25,,
2003-11-04,22.43,,
2003-11-05,22.34,,
2003-11-06,22.66,,
2003-11-07,22.87,,
2003-11-10,22.69,,
2003-11-11,22.7,,
2003-11-12,23.05,,
2003-11-13,23.42,,
2003-11-14,23.25,,
2003-11-17,23.12,,
2003-11-18,23.01,,
2003-11-19,23.15,,
2003-11-20,23.14,,
2003-11-21,23.3,,
2003-11-24,23.7,,
2003-11-25,23.98,,
2003-11-26,23.9,,
2003-11-28,23.9,,
2003-12-01,24.06,,
2003-12-02,23.8,,
2003-12-03,23.8,,
2003-12-04,23.61,,
2003-12-05,23.56,,
2003-12-08,23.39,,
2003-12-09,23.11,,
2003-12-10,22.84,,
2003-12-11,23.29,,
2003-12-12,24.4,,
2003-12-15,24.2,,
2003-12-16,24.32,,
2003-12-17,24.17,,
2003-12-18,24.72,,
2003-12-19,24.55,,
2003-12-22,24.74,,
2003-12-23,24.73,,
2003-12-24,25.01,,
2003-12-26,25.0,,
2003-12-29,25.37,,
2003-12-30,25.25,,
2003-12-31,25.2,,
2004-01-02,25.03,,
2004-01-05,25.15,,
2004-01-06,25.37,,
2004-01-07,25.61,,
2004-01-08,26.13,,
2004-01-09,26.01,,
2004-01-12,25.72,,
2004-01-13,25.95,,
2004-01-14,26.75,,
2004-01-15,26.58,,
2004-01-16,27.16,,
2004-01-20,27.2,,
2004-01-21,27.48,,
2004-01-22,27.82,,
2004-01-23,27.75,,
2004-01-26,28.23,,
2004-01-27,28.0,,
2004-01-28,27.83,,
2004-01-29,27.76,,
2004-01-30,27.87,,
2004-02-02,27.52,,
2004-02-03,28.05,,
2004-02-04,28.25,,
2004-02-05,27.6,,
2004-02-06,28.34,,
2004-02-09,27.83,,
2004-02-10,28.14,,
2004-02-11,28.56,,
2004-02-12,28.83,,
2004-02-13,28.46,,
2004-02-17,28.28,,
2004-02-18,28.1,,
2004-02-19,27.92,,
2004-02-20,27.67,,
2004-02-23,27.42,,
2004-02-24,27.16,,
2004-02-25,27.35,,
2004-02-26,27.7,,
2004-02-27,28.07,,
2004-03-01,28.51,,
2004-03-02,28.3,,
2004-03-03,28.35,,
2004-03-04,28.79,,
2004-03-05,28.95,,
2004-03-08,28.61,,
2004-03-09,28.08,,
2004-03-10,27.57,,
2004-03-11,27.27,,
2004-03-12,27.57,,
2004-03-15,27.16,,
2004-03-16,27.09,,
2004-03-17,27.69,,
2004-03-18,27.55,,
2004-03-19,27.33,,
2004-03-22,26.8,,
2004-03-23,26.47,,
2004-03-24,26.3,,
2004-03-25,26.96,,
2004-03-26,26.9,,
2004-03-29,27.8,,
2004-03-30,28.32,,
2004-03-31,28.28,,
2004-04-01,28.6,,
2004-04-02,29.33,,
2004-04-05,29.49,,
2004-04-06,29.08,,
2004-04-07,29.15,,
2004-04-08,29.38,,
2004-04-12,29.54,,
2004-04-13,29.1,,
2004-04-14,29.14,,
2004-04-15,29.33,,
2004-04-16,29.94,,
2004-04-19,29.92,,
2004-04-20,29.13,,
2004-04-21,29.62,,
2004-04-22,30.5,,
2004-04-23,31.0,,
2004-04-26,30.86,,
2004-04-27,29.84,,
2004-04-28,29.08,,
2004-04-29,29.8,,
2004-04-30,29.2,,
2004-05-03,29.3,,
2004-05-04,29.25,,
2004-05-05,29.97,,
2004-05-06,29.31,,
2004-05-07,28.51,,
2004-05-10,27.81,,
2004-05-11,28.77,,
2004-05-12,28.89,,
2004-05-13,29.08,,
2004-05-14,28.9,,
2004-05-17,28.47,,
2004-05-18,28.33,,
2004-05-19,28.6,,
2004-05-20,28.48,,
2004-05-21,28.66,,
2004-05-24,29.01,,
2004-05-25,29.95,,
2004-05-26,30.44,,
2004-05-27,30.56,,
2004-05-28,30.78,,
2004-06-01,30.66,,
2004-06-02,30.49,,
2004-06-03,29.73,,
2004-06-04,29.56,,
2004-06-07,30.19,,
2004-06-08,29.92,,
2004-06-09,29.38,,
2004-06-10,29.84,,
2004-06-14,29.27,,
2004-06-15,29.24,,
2004-06-16,29.14,,
2004-06-17,29.29,,
2004-06-18,29.12,,
2004-06-21,29.2,,
2004-06-22,29.64,,
2004-06-23,30.24,,
2004-06-24,29.86,,
2004-06-25,30.01,,
2004-06-28,29.99,,
2004-06-29,30.04,,
2004-06-30,30.74,,
2004-07-01,30.17,,
2004-07-02,29.69,,
2004-07-06,29.23,,
2004-07-07,29.45,,
2004-07-08,28.97,,
2004-07-09,28.55,,
2004-07-12,28.49,,
2004-07-13,28.47,,
2004-07-14,28.92,,
2004-07-15,28.9,,
2004-07-16,28.26,,
2004-07-19,28.27,,
2004-07-20,28.3,,
2004-07-21,27.29,,
2004-07-22,27.1,,
2004-07-23,26.74,,
2004-07-26,26.05,,
2004-07-27,25.9,,
2004-07-28,24.88,,
2004-07-29,25.26,,
2004-07-30,25.72,,
2004-08-02,25.74,,
2004-08-03,25.29,,
2004-08-04,25.37,,
2004-08-05,24.87,,
