date,ARE,ARE_EPS,PE Ratio
2001-06-11,36.8,0.0,inf
2001-06-12,37.95,0.0,inf
2001-06-13,38.12,0.0,inf
2001-06-14,38.46,0.0,inf
2001-06-15,37.13,0.0,inf
2001-06-18,36.49,0.0,inf
2001-06-19,36.06,0.0,inf
2001-06-20,37.18,0.0,inf
2001-06-21,37.35,0.0,inf
2001-06-22,36.9,0.0,inf
2001-06-25,37.32,0.0,inf
2001-06-26,37.85,0.0,inf
2001-06-27,38.25,0.0,inf
2001-06-28,38.7,0.0,inf
2001-06-29,39.8,0.0,inf
2001-07-02,39.25,0.0,inf
2001-07-03,38.83,0.0,inf
2001-07-05,38.86,0.0,inf
2001-07-06,38.56,0.0,inf
2001-07-09,38.87,0.0,inf
2001-07-10,39.03,0.0,inf
2001-07-11,39.2,0.0,inf
2001-07-12,39.5,0.0,inf
2001-07-13,39.73,0.0,inf
2001-07-16,39.18,0.0,inf
2001-07-17,39.45,0.0,inf
2001-07-18,39.25,0.0,inf
2001-07-19,39.06,0.0,inf
2001-07-20,39.3,0.0,inf
2001-07-23,39.22,0.0,inf
2001-07-24,39.16,0.0,inf
2001-07-25,39.3,0.0,inf
2001-07-26,39.4,0.0,inf
2001-07-27,39.38,0.0,inf
2001-07-30,39.4,0.0,inf
2001-07-31,39.3,0.0,inf
2001-08-01,39.85,0.0,inf
2001-08-02,39.6,0.0,inf
2001-08-03,39.75,0.0,inf
2001-08-06,39.7,0.0,inf
2001-08-07,39.78,0.0,inf
2001-08-08,39.72,0.0,inf
2001-08-09,39.84,0.0,inf
2001-08-10,39.85,0.0,inf
2001-08-13,39.99,0.0,inf
2001-08-14,40.38,0.0,inf
2001-08-15,40.83,0.0,inf
2001-08-16,41.0,0.0,inf
2001-08-17,41.36,0.0,inf
2001-08-20,41.61,0.0,inf
2001-08-21,41.93,0.0,inf
2001-08-22,41.5,0.0,inf
2001-08-23,41.14,0.0,inf
2001-08-24,41.28,0.0,inf
2001-08-27,41.12,0.0,inf
2001-08-28,41.08,0.0,inf
2001-08-29,40.72,0.0,inf
2001-08-30,40.36,0.0,inf
2001-08-31,39.99,0.0,inf
2001-09-04,39.4,0.0,inf
2001-09-05,38.99,0.0,inf
2001-09-06,38.84,0.0,inf
2001-09-07,38.34,0.0,inf
2001-09-10,38.5,0.0,inf
2001-09-17,37.89,0.0,inf
2001-09-18,37.36,0.0,inf
2001-09-19,38.0,0.0,inf
2001-09-20,38.8,0.0,inf
2001-09-21,38.85,0.0,inf
2001-09-24,39.37,0.0,inf
2001-09-25,39.7,0.0,inf
2001-09-26,38.25,0.0,inf
2001-09-27,38.7,0.0,inf
2001-09-28,39.45,0.0,inf
2001-10-01,40.55,0.0,inf
2001-10-02,39.75,0.0,inf
2001-10-03,39.6,0.0,inf
2001-10-04,38.2,0.0,inf
2001-10-05,37.4,0.0,inf
2001-10-08,39.3,0.0,inf
2001-10-09,40.4,0.0,inf
2001-10-10,40.25,0.0,inf
2001-10-11,40.5,0.0,inf
2001-10-12,41.0,0.0,inf
2001-10-15,40.7,0.0,inf
2001-10-16,40.95,0.0,inf
2001-10-17,40.44,0.0,inf
2001-10-18,40.02,0.0,inf
2001-10-19,39.98,0.0,inf
2001-10-22,39.67,0.0,inf
2001-10-23,39.15,0.0,inf
2001-10-24,37.93,0.0,inf
2001-10-25,37.85,0.0,inf
2001-10-26,37.65,0.0,inf
2001-10-29,37.79,0.0,inf
2001-10-30,38.09,0.0,inf
2001-10-31,40.2,0.0,inf
2001-11-01,39.75,0.0,inf
2001-11-02,39.5,0.0,inf
2001-11-05,39.46,0.0,inf
2001-11-06,39.68,0.0,inf
2001-11-07,39.5,0.0,inf
2001-11-08,39.28,0.0,inf
2001-11-09,39.1,0.0,inf
2001-11-12,39.41,0.0,inf
2001-11-13,40.29,0.0,inf
2001-11-14,41.08,0.0,inf
2001-11-15,41.1,0.0,inf
2001-11-16,41.22,0.0,inf
2001-11-19,41.19,0.0,inf
2001-11-20,41.39,0.0,inf
2001-11-21,41.44,0.0,inf
2001-11-23,41.49,0.0,inf
2001-11-26,41.28,0.0,inf
2001-11-27,41.45,0.0,inf
2001-11-28,41.2,0.0,inf
2001-11-29,41.5,0.0,inf
2001-11-30,41.48,0.0,inf
2001-12-03,41.3,0.0,inf
2001-12-04,41.2,0.0,inf
2001-12-05,41.38,0.0,inf
2001-12-06,41.5,0.0,inf
2001-12-07,41.5,0.0,inf
2001-12-10,41.1,0.0,inf
2001-12-11,41.25,0.0,inf
2001-12-12,41.1,0.0,inf
2001-12-13,41.0,0.0,inf
2001-12-14,41.05,0.0,inf
2001-12-17,41.37,0.0,inf
2001-12-18,41.49,0.0,inf
2001-12-19,41.06,0.0,inf
2001-12-20,40.6,0.0,inf
2001-12-21,40.5,0.0,inf
2001-12-24,40.68,0.0,inf
2001-12-26,41.35,0.0,inf
2001-12-27,41.5,0.0,inf
2001-12-28,41.8,0.0,inf
2001-12-31,41.1,0.0,inf
2002-01-02,40.89,0.0,inf
2002-01-03,41.15,0.0,inf
2002-01-04,41.62,0.0,inf
2002-01-07,41.05,0.0,inf
2002-01-08,41.08,0.0,inf
2002-01-09,40.87,0.0,inf
2002-01-10,40.19,0.0,inf
2002-01-11,40.2,0.0,inf
2002-01-14,41.6,0.0,inf
2002-01-15,41.1,0.0,inf
2002-01-16,41.3,0.0,inf
2002-01-17,41.2,0.0,inf
2002-01-18,40.95,0.0,inf
2002-01-22,40.76,0.0,inf
2002-01-23,40.41,0.0,inf
2002-01-24,40.0,0.0,inf
2002-01-25,39.92,0.0,inf
2002-01-28,39.63,0.0,inf
2002-01-29,39.51,0.0,inf
2002-01-30,40.26,0.0,inf
2002-01-31,40.45,0.0,inf
2002-02-01,40.59,0.0,inf
2002-02-04,40.3,0.0,inf
2002-02-05,40.65,0.0,inf
2002-02-06,40.25,0.0,inf
2002-02-07,39.84,0.0,inf
2002-02-08,40.07,0.0,inf
2002-02-11,39.98,0.0,inf
2002-02-12,40.4,0.0,inf
2002-02-13,40.95,0.0,inf
2002-02-14,40.8,0.0,inf
2002-02-15,41.42,0.0,inf
2002-02-19,41.67,0.0,inf
2002-02-20,41.75,0.0,inf
2002-02-21,40.8,0.0,inf
2002-02-22,41.65,0.0,inf
2002-02-25,41.53,0.0,inf
2002-02-26,41.28,0.0,inf
2002-02-27,41.67,0.0,inf
2002-02-28,41.35,0.0,inf
2002-03-01,41.81,0.0,inf
2002-03-04,42.15,0.0,inf
2002-03-05,41.98,0.0,inf
2002-03-06,42.1,0.0,inf
2002-03-07,42.3,0.0,inf
2002-03-08,42.35,0.0,inf
2002-03-11,42.34,0.0,inf
2002-03-12,42.18,0.0,inf
2002-03-13,42.49,0.0,inf
2002-03-14,43.0,0.0,inf
2002-03-15,43.5,0.0,inf
2002-03-18,43.24,0.0,inf
2002-03-19,43.52,0.0,inf
2002-03-20,43.3,0.0,inf
2002-03-21,43.88,0.0,inf
2002-03-22,44.37,0.0,inf
2002-03-25,43.84,0.0,inf
2002-03-26,44.15,0.0,inf
2002-03-27,44.18,0.0,inf
2002-03-28,44.6,0.0,inf
2002-04-01,44.93,0.0,inf
2002-04-02,44.8,0.0,inf
2002-04-03,44.03,0.0,inf
2002-04-04,44.47,0.0,inf
2002-04-05,44.87,0.0,inf
2002-04-08,45.05,0.0,inf
2002-04-09,45.75,0.0,inf
2002-04-10,46.58,0.0,inf
2002-04-11,45.92,0.0,inf
2002-04-12,46.8,0.0,inf
2002-04-15,45.42,0.0,inf
2002-04-16,45.7,0.0,inf
2002-04-17,44.74,0.0,inf
2002-04-18,45.36,0.0,inf
2002-04-19,45.09,0.0,inf
2002-04-22,44.65,0.0,inf
2002-04-23,44.07,0.0,inf
2002-04-24,44.05,0.0,inf
2002-04-25,44.24,0.0,inf
2002-04-26,44.18,0.0,inf
2002-04-29,44.2,0.0,inf
2002-04-30,45.7,0.0,inf
2002-05-01,45.8,0.0,inf
2002-05-02,45.89,0.0,inf
2002-05-03,46.41,0.0,inf
2002-05-06,46.4,0.0,inf
2002-05-07,45.99,0.0,inf
2002-05-08,45.08,0.0,inf
2002-05-09,44.14,0.0,inf
2002-05-10,43.88,0.0,inf
2002-05-13,44.99,0.0,inf
2002-05-14,44.99,0.0,inf
2002-05-15,44.98,0.0,inf
2002-05-16,44.7,0.0,inf
2002-05-17,44.69,0.0,inf
2002-05-20,44.5,0.0,inf
2002-05-21,44.5,0.0,inf
2002-05-22,44.54,0.0,inf
2002-05-23,45.45,0.0,inf
2002-05-24,45.15,0.0,inf
2002-05-28,45.45,0.0,inf
2002-05-29,46.32,0.0,inf
2002-05-30,46.7,0.0,inf
2002-05-31,46.5,0.0,inf
2002-06-03,46.51,0.0,inf
2002-06-04,46.82,0.0,inf
2002-06-05,46.84,0.0,inf
2002-06-06,47.15,0.0,inf
2002-06-07,46.92,0.0,inf
2002-06-10,46.75,0.0,inf
2002-06-11,46.68,0.0,inf
2002-06-12,46.7,0.0,inf
2002-06-13,46.55,0.0,inf
2002-06-14,47.05,0.0,inf
2002-06-17,47.2,0.0,inf
2002-06-18,46.95,0.0,inf
2002-06-19,46.95,0.0,inf
2002-06-20,47.2,0.0,inf
2002-06-21,47.69,0.0,inf
2002-06-24,47.82,0.0,inf
2002-06-25,48.13,0.0,inf
2002-06-26,48.0,0.0,inf
2002-06-27,48.81,0.0,inf
2002-06-28,49.34,0.0,inf
2002-07-01,48.67,0.0,inf
2002-07-02,47.41,0.0,inf
2002-07-03,47.09,0.0,inf
2002-07-05,47.45,0.0,inf
2002-07-08,47.25,0.0,inf
2002-07-09,47.35,0.0,inf
2002-07-10,46.45,0.0,inf
2002-07-11,45.33,0.0,inf
2002-07-12,45.25,0.0,inf
2002-07-15,45.01,0.0,inf
2002-07-16,44.49,0.0,inf
2002-07-17,44.95,0.0,inf
2002-07-18,43.35,0.0,inf
2002-07-19,42.07,0.0,inf
2002-07-22,40.33,0.0,inf
2002-07-23,38.85,0.0,inf
2002-07-24,38.6,0.0,inf
2002-07-25,40.97,0.0,inf
2002-07-26,42.49,0.0,inf
2002-07-29,43.2,0.0,inf
2002-07-30,43.45,0.0,inf
2002-07-31,43.15,0.0,inf
2002-08-01,43.33,0.0,inf
2002-08-02,42.38,0.0,inf
2002-08-05,41.35,0.0,inf
2002-08-06,42.19,0.0,inf
2002-08-07,43.5,0.0,inf
2002-08-08,43.0,0.0,inf
2002-08-09,42.31,0.0,inf
2002-08-12,42.76,0.0,inf
2002-08-13,41.87,0.0,inf
2002-08-14,42.56,0.0,inf
2002-08-15,42.07,0.0,inf
2002-08-16,43.09,0.0,inf
2002-08-19,42.7,0.0,inf
2002-08-20,42.6,0.0,inf
2002-08-21,42.87,0.0,inf
2002-08-22,42.9,0.0,inf
2002-08-23,42.9,0.0,inf
2002-08-26,43.0,0.0,inf
2002-08-27,42.85,0.0,inf
2002-08-28,42.7,0.0,inf
2002-08-29,42.99,0.0,inf
2002-08-30,43.93,0.0,inf
2002-09-03,43.35,0.0,inf
2002-09-04,43.23,0.0,inf
2002-09-05,42.85,0.0,inf
2002-09-06,43.04,0.0,inf
2002-09-09,42.74,0.0,inf
2002-09-10,42.82,0.0,inf
2002-09-11,43.05,0.0,inf
2002-09-12,42.92,0.0,inf
2002-09-13,43.0,0.0,inf
2002-09-16,42.92,0.0,inf
2002-09-17,42.75,0.0,inf
2002-09-18,42.71,0.0,inf
2002-09-19,42.4,0.0,inf
2002-09-20,42.27,0.0,inf
2002-09-23,42.4,0.0,inf
2002-09-24,41.95,0.0,inf
2002-09-25,41.77,0.0,inf
2002-09-26,41.93,0.0,inf
2002-09-27,42.15,0.0,inf
2002-09-30,42.48,0.0,inf
2002-10-01,42.48,0.0,inf
2002-10-02,41.5,0.0,inf
2002-10-03,41.52,0.0,inf
2002-10-04,41.38,0.0,inf
2002-10-07,40.12,0.0,inf
2002-10-08,39.66,0.0,inf
2002-10-09,38.5,0.0,inf
2002-10-10,39.32,0.0,inf
2002-10-11,39.89,0.0,inf
2002-10-14,39.15,0.0,inf
2002-10-15,39.97,0.0,inf
2002-10-16,40.0,0.0,inf
2002-10-17,40.8,0.0,inf
2002-10-18,41.25,0.0,inf
2002-10-21,40.95,0.0,inf
2002-10-22,40.85,0.0,inf
2002-10-23,40.25,0.0,inf
2002-10-24,40.6,0.0,inf
2002-10-25,41.48,0.0,inf
2002-10-28,41.51,0.0,inf
2002-10-29,41.35,0.0,inf
2002-10-30,41.83,0.0,inf
2002-10-31,42.0,0.0,inf
2002-11-01,42.52,0.0,inf
2002-11-04,42.7,0.0,inf
2002-11-05,42.75,0.0,inf
2002-11-06,42.74,0.0,inf
2002-11-07,42.43,0.0,inf
2002-11-08,42.74,0.0,inf
2002-11-11,42.5,0.0,inf
2002-11-12,42.55,0.0,inf
2002-11-13,42.3,0.0,inf
2002-11-14,42.49,0.0,inf
2002-11-15,42.1,0.0,inf
2002-11-18,41.68,0.0,inf
2002-11-19,41.2,0.0,inf
2002-11-20,41.08,0.0,inf
2002-11-21,40.9,0.0,inf
2002-11-22,41.12,0.0,inf
2002-11-25,40.7,0.0,inf
2002-11-26,40.7,0.0,inf
2002-11-27,41.0,0.0,inf
2002-11-29,40.79,0.0,inf
2002-12-02,41.0,0.0,inf
2002-12-03,41.15,0.0,inf
2002-12-04,40.88,0.0,inf
2002-12-05,40.97,0.0,inf
2002-12-06,41.02,0.0,inf
2002-12-09,41.47,0.0,inf
2002-12-10,41.58,0.0,inf
2002-12-11,41.97,0.0,inf
2002-12-12,42.02,0.0,inf
2002-12-13,41.81,0.0,inf
2002-12-16,42.1,0.0,inf
2002-12-17,41.2,0.0,inf
2002-12-18,40.8,0.0,inf
2002-12-19,41.4,0.0,inf
2002-12-20,41.92,0.0,inf
2002-12-23,42.65,0.0,inf
2002-12-24,42.02,0.0,inf
2002-12-26,42.2,0.0,inf
2002-12-27,42.45,0.0,inf
2002-12-30,42.8,0.0,inf
2002-12-31,42.6,0.0,inf
2003-01-02,42.2,0.0,inf
2003-01-03,42.6,0.0,inf
2003-01-06,42.53,0.0,inf
2003-01-07,42.0,0.0,inf
2003-01-08,41.3,0.0,inf
2003-01-09,41.49,0.0,inf
2003-01-10,41.1,0.0,inf
2003-01-13,41.19,0.0,inf
2003-01-14,41.2,0.0,inf
2003-01-15,41.0,0.0,inf
2003-01-16,40.82,0.0,inf
2003-01-17,40.4,0.0,inf
2003-01-21,40.75,0.0,inf
2003-01-22,41.13,0.0,inf
2003-01-23,41.1,0.0,inf
2003-01-24,41.15,0.0,inf
2003-01-27,40.52,0.0,inf
2003-01-28,40.5,0.0,inf
2003-01-29,40.85,0.0,inf
2003-01-30,40.7,0.0,inf
2003-01-31,41.35,0.0,inf
2003-02-03,40.83,0.0,inf
2003-02-04,40.76,0.0,inf
2003-02-05,40.78,0.0,inf
2003-02-06,40.88,0.0,inf
2003-02-07,40.7,0.0,inf
2003-02-10,40.95,0.0,inf
2003-02-11,40.42,0.0,inf
2003-02-12,39.95,0.0,inf
2003-02-13,40.0,0.0,inf
2003-02-14,40.0,0.0,inf
2003-02-18,40.46,0.0,inf
2003-02-19,40.29,0.0,inf
2003-02-20,41.09,0.0,inf
2003-02-21,41.63,0.0,inf
2003-02-24,41.24,0.0,inf
2003-02-25,41.25,0.0,inf
2003-02-26,41.34,0.0,inf
2003-02-27,41.54,0.0,inf
2003-02-28,41.55,0.0,inf
2003-03-03,41.77,0.0,inf
2003-03-04,41.75,0.0,inf
2003-03-05,41.85,0.0,inf
2003-03-06,41.81,0.0,inf
2003-03-07,42.04,0.0,inf
2003-03-10,41.67,0.0,inf
2003-03-11,42.2,0.0,inf
2003-03-12,41.99,0.0,inf
2003-03-13,41.92,0.0,inf
2003-03-14,41.52,0.0,inf
2003-03-17,41.5,0.0,inf
2003-03-18,41.7,0.0,inf
2003-03-19,42.01,0.0,inf
2003-03-20,42.1,0.0,inf
2003-03-21,42.18,0.0,inf
2003-03-24,41.62,0.0,inf
2003-03-25,42.0,0.0,inf
2003-03-26,41.94,0.0,inf
2003-03-27,42.01,0.0,inf
2003-03-28,41.81,0.0,inf
2003-03-31,42.05,0.0,inf
2003-04-01,42.25,0.0,inf
2003-04-02,42.6,0.0,inf
2003-04-03,42.52,0.0,inf
2003-04-04,42.55,0.0,inf
2003-04-07,42.75,0.0,inf
2003-04-08,42.59,0.0,inf
2003-04-09,42.53,0.0,inf
2003-04-10,42.1,0.0,inf
2003-04-11,41.86,0.0,inf
2003-04-14,42.75,0.0,inf
2003-04-15,42.93,0.0,inf
2003-04-16,42.75,0.0,inf
2003-04-17,43.02,0.0,inf
2003-04-21,42.9,0.0,inf
2003-04-22,42.83,0.0,inf
2003-04-23,42.75,0.0,inf
2003-04-24,42.74,0.0,inf
2003-04-25,42.7,0.0,inf
2003-04-28,42.47,0.0,inf
2003-04-29,42.69,0.0,inf
2003-04-30,42.3,0.0,inf
2003-05-01,42.3,0.0,inf
2003-05-02,42.6,0.0,inf
2003-05-05,43.0,0.0,inf
2003-05-06,43.69,0.0,inf
2003-05-07,43.2,0.0,inf
2003-05-08,43.0,0.0,inf
2003-05-09,43.4,0.0,inf
2003-05-12,43.74,0.0,inf
2003-05-13,43.97,0.0,inf
2003-05-14,43.65,0.0,inf
2003-05-15,43.75,0.0,inf
2003-05-16,43.6,0.0,inf
2003-05-19,43.53,0.0,inf
2003-05-20,43.61,0.0,inf
2003-05-21,44.02,0.0,inf
2003-05-22,44.5,0.0,inf
2003-05-23,44.97,0.0,inf
2003-05-27,45.1,0.0,inf
2003-05-28,44.44,0.0,inf
2003-05-29,43.54,0.0,inf
2003-05-30,44.3,0.0,inf
2003-06-02,43.98,0.0,inf
2003-06-03,44.41,0.0,inf
2003-06-04,44.9,0.0,inf
2003-06-05,44.6,0.0,inf
2003-06-06,44.95,0.0,inf
2003-06-09,44.81,0.0,inf
2003-06-10,45.59,0.0,inf
2003-06-11,45.39,0.0,inf
2003-06-12,45.25,0.0,inf
2003-06-13,44.5,0.0,inf
2003-06-16,44.19,0.0,inf
2003-06-17,44.09,0.0,inf
2003-06-18,44.06,0.0,inf
2003-06-19,44.03,0.0,inf
2003-06-20,44.0,0.0,inf
2003-06-23,43.52,0.0,inf
2003-06-24,43.76,0.0,inf
2003-06-25,44.1,0.0,inf
2003-06-26,43.99,0.0,inf
2003-06-27,44.58,0.0,inf
2003-06-30,45.0,0.0,inf
2003-07-01,45.1,0.0,inf
2003-07-02,45.95,0.0,inf
2003-07-03,45.85,0.0,inf
2003-07-07,46.46,0.0,inf
2003-07-08,46.55,0.0,inf
2003-07-09,46.5,0.0,inf
2003-07-10,45.3,0.0,inf
2003-07-11,45.61,0.0,inf
2003-07-14,45.97,0.0,inf
2003-07-15,46.33,0.0,inf
2003-07-16,46.29,0.0,inf
2003-07-17,45.0,0.0,inf
2003-07-18,44.88,0.0,inf
2003-07-21,44.67,0.0,inf
2003-07-22,44.92,0.0,inf
2003-07-23,44.78,0.0,inf
2003-07-24,45.3,0.0,inf
2003-07-25,45.48,0.0,inf
2003-07-28,45.97,0.0,inf
2003-07-29,45.95,0.0,inf
2003-07-30,45.8,0.0,inf
2003-07-31,45.75,0.0,inf
2003-08-01,45.21,0.0,inf
2003-08-04,45.0,0.0,inf
2003-08-05,44.45,0.0,inf
2003-08-06,44.8,0.0,inf
2003-08-07,45.52,0.0,inf
2003-08-08,46.1,0.0,inf
2003-08-11,45.85,0.0,inf
2003-08-12,46.91,0.0,inf
2003-08-13,45.91,0.0,inf
2003-08-14,46.14,0.0,inf
2003-08-15,45.85,0.0,inf
2003-08-18,46.49,0.0,inf
2003-08-19,46.77,0.0,inf
2003-08-20,46.77,0.0,inf
2003-08-21,47.07,0.0,inf
2003-08-22,46.22,0.0,inf
2003-08-25,45.94,0.0,inf
2003-08-26,46.56,0.0,inf
2003-08-27,46.75,0.0,inf
2003-08-28,46.13,0.0,inf
2003-08-29,46.75,0.0,inf
2003-09-02,47.95,0.0,inf
2003-09-03,47.8,0.0,inf
2003-09-04,47.87,0.0,inf
2003-09-05,47.5,0.0,inf
2003-09-08,47.53,0.0,inf
2003-09-09,47.7,0.0,inf
2003-09-10,47.2,0.0,inf
2003-09-11,47.39,0.0,inf
2003-09-12,47.01,0.0,inf
2003-09-15,46.98,0.0,inf
2003-09-16,47.15,0.0,inf
2003-09-17,46.87,0.0,inf
2003-09-18,46.9,0.0,inf
2003-09-19,47.22,0.0,inf
2003-09-22,47.6,0.0,inf
2003-09-23,47.65,0.0,inf
2003-09-24,47.65,0.0,inf
2003-09-25,47.77,0.0,inf
2003-09-26,48.0,0.0,inf
2003-09-29,48.0,0.0,inf
2003-09-30,48.03,0.0,inf
2003-10-01,48.9,0.0,inf
2003-10-02,49.5,0.0,inf
2003-10-03,50.2,0.0,inf
2003-10-06,50.11,0.0,inf
2003-10-07,50.19,0.0,inf
2003-10-08,50.14,0.0,inf
2003-10-09,50.6,0.0,inf
2003-10-10,50.0,0.0,inf
2003-10-13,50.35,0.0,inf
2003-10-14,50.55,0.0,inf
2003-10-15,50.25,0.0,inf
2003-10-16,51.25,0.0,inf
2003-10-17,50.4,0.0,inf
2003-10-20,50.52,0.0,inf
2003-10-21,51.11,0.0,inf
2003-10-22,50.3,0.0,inf
2003-10-23,50.34,0.0,inf
2003-10-24,50.05,0.0,inf
2003-10-27,50.92,0.0,inf
2003-10-28,51.36,0.0,inf
2003-10-29,51.7,0.0,inf
2003-10-30,51.25,0.0,inf
2003-10-31,51.0,0.0,inf
2003-11-03,52.47,0.0,inf
2003-11-04,52.79,0.0,inf
2003-11-05,53.78,0.0,inf
2003-11-06,54.3,0.0,inf
2003-11-07,56.1,0.0,inf
2003-11-10,55.4,0.0,inf
2003-11-11,54.98,0.0,inf
2003-11-12,55.98,0.0,inf
2003-11-13,56.43,0.0,inf
2003-11-14,56.22,0.0,inf
2003-11-17,56.0,0.0,inf
2003-11-18,56.1,0.0,inf
2003-11-19,56.15,0.0,inf
2003-11-20,55.1,0.0,inf
2003-11-21,54.8,0.0,inf
2003-11-24,55.45,0.0,inf
2003-11-25,55.88,0.0,inf
2003-11-26,55.86,0.0,inf
2003-11-28,56.1,0.0,inf
2003-12-01,57.08,0.0,inf
2003-12-02,57.09,0.0,inf
2003-12-03,57.12,0.0,inf
2003-12-04,56.4,0.0,inf
2003-12-05,55.96,0.0,inf
2003-12-08,57.09,0.0,inf
2003-12-09,56.65,0.0,inf
2003-12-10,56.67,0.0,inf
2003-12-11,57.3,0.0,inf
2003-12-12,57.85,0.0,inf
2003-12-15,56.45,0.0,inf
2003-12-16,56.5,0.0,inf
2003-12-17,56.23,0.0,inf
2003-12-18,55.9,0.0,inf
2003-12-19,58.0,0.0,inf
2003-12-22,57.88,0.0,inf
2003-12-23,58.37,0.0,inf
2003-12-24,58.45,0.0,inf
2003-12-26,58.25,0.0,inf
2003-12-29,58.85,0.0,inf
2003-12-30,58.9,0.0,inf
2003-12-31,57.9,0.0,inf
2004-01-02,57.75,0.0,inf
2004-01-05,58.1,0.0,inf
2004-01-06,58.01,0.0,inf
2004-01-07,58.13,0.0,inf
2004-01-08,58.08,0.0,inf
2004-01-09,57.85,0.0,inf
2004-01-12,57.95,0.0,inf
2004-01-13,58.55,0.0,inf
2004-01-14,58.1,0.0,inf
2004-01-15,58.22,0.0,inf
2004-01-16,58.12,0.0,inf
2004-01-20,58.95,0.0,inf
2004-01-21,58.33,0.0,inf
2004-01-22,58.22,0.0,inf
2004-01-23,58.53,0.0,inf
2004-01-26,58.45,0.0,inf
2004-01-27,59.16,0.0,inf
2004-01-28,59.56,0.0,inf
2004-01-29,59.91,0.0,inf
2004-01-30,61.85,0.0,inf
2004-02-02,63.1,0.0,inf
2004-02-03,62.95,0.0,inf
2004-02-04,60.9,0.0,inf
2004-02-05,61.6,0.0,inf
2004-02-06,63.65,0.0,inf
2004-02-09,63.77,0.0,inf
2004-02-10,64.76,0.0,inf
2004-02-11,65.15,0.0,inf
2004-02-12,61.95,0.0,inf
2004-02-13,61.48,0.0,inf
2004-02-17,61.74,0.0,inf
2004-02-18,61.38,0.0,inf
2004-02-19,61.02,0.0,inf
2004-02-20,61.46,0.0,inf
2004-02-23,60.78,0.0,inf
2004-02-24,60.3,0.0,inf
2004-02-25,60.95,0.0,inf
2004-02-26,61.39,0.0,inf
2004-02-27,61.38,0.0,inf
2004-03-01,61.8,0.0,inf
2004-03-02,61.8,0.0,inf
2004-03-03,61.48,0.0,inf
2004-03-04,61.7,0.0,inf
2004-03-05,61.54,0.0,inf
2004-03-08,61.5,0.0,inf
2004-03-09,61.5,0.0,inf
2004-03-10,60.75,0.0,inf
2004-03-11,59.79,0.0,inf
2004-03-12,61.08,0.0,inf
2004-03-15,60.31,0.0,inf
2004-03-16,60.61,0.0,inf
2004-03-17,61.5,0.0,inf
2004-03-18,61.6,0.0,inf
2004-03-19,61.5,0.0,inf
2004-03-22,61.14,0.0,inf
2004-03-23,61.5,0.0,inf
2004-03-24,60.92,0.0,inf
2004-03-25,63.15,0.0,inf
2004-03-26,62.2,0.0,inf
2004-03-29,62.26,0.0,inf
2004-03-30,63.3,0.0,inf
2004-03-31,63.0,0.0,inf
2004-04-01,63.95,0.0,inf
2004-04-02,63.7,0.0,inf
2004-04-05,60.7,0.0,inf
2004-04-06,59.45,0.0,inf
2004-04-07,60.04,0.0,inf
2004-04-08,59.4,0.0,inf
2004-04-12,57.75,0.0,inf
2004-04-13,57.52,0.0,inf
2004-04-14,57.35,0.0,inf
2004-04-15,58.09,0.0,inf
2004-04-16,57.85,0.0,inf
2004-04-19,58.79,0.0,inf
2004-04-20,56.6,0.0,inf
2004-04-21,56.93,0.0,inf
2004-04-22,57.75,0.0,inf
2004-04-23,57.05,0.0,inf
2004-04-26,57.38,0.0,inf
2004-04-27,58.15,0.0,inf
2004-04-28,56.72,0.0,inf
2004-04-29,56.1,0.0,inf
2004-04-30,56.82,0.0,inf
2004-05-03,56.95,0.0,inf
2004-05-04,56.78,0.0,inf
2004-05-05,55.88,0.0,inf
2004-05-06,55.14,0.0,inf
2004-05-07,53.08,0.0,inf
2004-05-10,52.22,0.0,inf
2004-05-11,52.68,0.0,inf
2004-05-12,52.95,0.0,inf
2004-05-13,52.04,0.0,inf
2004-05-14,52.7,0.0,inf
2004-05-17,53.02,0.0,inf
2004-05-18,53.58,0.0,inf
2004-05-19,51.65,0.0,inf
2004-05-20,53.29,0.0,inf
2004-05-21,52.8,0.0,inf
2004-05-24,53.18,0.0,inf
2004-05-25,54.79,0.0,inf
2004-05-26,54.96,0.0,inf
2004-05-27,55.0,0.0,inf
2004-05-28,54.95,0.0,inf
2004-06-01,54.95,0.0,inf
2004-06-02,56.1,0.0,inf
2004-06-03,55.03,0.0,inf
2004-06-04,55.31,0.0,inf
2004-06-07,55.59,0.0,inf
2004-06-08,55.12,0.0,inf
2004-06-09,54.21,0.0,inf
2004-06-10,54.67,0.0,inf
2004-06-14,53.05,0.0,inf
2004-06-15,54.27,0.0,inf
2004-06-16,55.0,0.0,inf
2004-06-17,53.85,0.0,inf
2004-06-18,53.75,0.0,inf
2004-06-21,54.3,0.0,inf
2004-06-22,54.61,0.0,inf
2004-06-23,55.71,0.0,inf
2004-06-24,56.09,0.0,inf
2004-06-25,56.7,0.0,inf
2004-06-28,57.3,0.0,inf
2004-06-29,56.4,0.0,inf
2004-06-30,56.78,0.0,inf
2004-07-01,57.1,0.0,inf
2004-07-02,58.2,0.0,inf
2004-07-06,58.27,0.0,inf
2004-07-07,59.39,0.0,inf
2004-07-08,57.7,0.0,inf
2004-07-09,58.28,0.0,inf
2004-07-12,59.15,0.0,inf
2004-07-13,59.21,0.0,inf
2004-07-14,59.75,0.0,inf
2004-07-15,60.11,0.0,inf
