date,NWL,NWL_EPS,PE Ratio
,,0.19,
1980-03-17,0.53,0.19,2.7894736842105265
1980-03-18,0.54,0.19,2.8421052631578947
1980-03-19,0.52,0.19,2.736842105263158
1980-03-20,0.51,0.19,2.6842105263157894
1980-03-21,0.51,0.19,2.6842105263157894
1980-03-24,0.51,0.19,2.6842105263157894
1980-03-25,0.5,0.19,2.6315789473684212
1980-03-26,0.48,0.19,2.526315789473684
1980-03-27,0.47,0.19,2.4736842105263155
1980-03-28,0.48,0.19,2.526315789473684
1980-03-31,0.51,0.19,2.6842105263157894
1980-04-01,0.51,0.19,2.6842105263157894
1980-04-02,0.5,0.19,2.6315789473684212
1980-04-03,0.51,0.19,2.6842105263157894
1980-04-07,0.5,0.19,2.6315789473684212
1980-04-08,0.48,0.19,2.526315789473684
1980-04-09,0.5,0.19,2.6315789473684212
1980-04-10,0.51,0.19,2.6842105263157894
1980-04-11,0.48,0.19,2.526315789473684
1980-04-14,0.5,0.19,2.6315789473684212
1980-04-15,0.5,0.19,2.6315789473684212
1980-04-16,0.48,0.19,2.526315789473684
1980-04-17,0.5,0.19,2.6315789473684212
1980-04-18,0.52,0.19,2.736842105263158
1980-04-21,0.53,0.19,2.7894736842105265
1980-04-22,0.55,0.19,2.8947368421052633
1980-04-23,0.54,0.19,2.8421052631578947
1980-04-24,0.55,0.19,2.8947368421052633
1980-04-25,0.55,0.19,2.8947368421052633
1980-04-28,0.55,0.19,2.8947368421052633
1980-04-29,0.53,0.19,2.7894736842105265
1980-04-30,0.53,0.19,2.7894736842105265
1980-05-01,0.53,0.19,2.7894736842105265
1980-05-02,0.53,0.19,2.7894736842105265
1980-05-05,0.53,0.19,2.7894736842105265
1980-05-06,0.53,0.19,2.7894736842105265
1980-05-07,0.53,0.19,2.7894736842105265
1980-05-08,0.55,0.19,2.8947368421052633
1980-05-09,0.55,0.19,2.8947368421052633
1980-05-12,0.54,0.19,2.8421052631578947
1980-05-13,0.55,0.19,2.8947368421052633
1980-05-14,0.55,0.19,2.8947368421052633
1980-05-15,0.55,0.19,2.8947368421052633
1980-05-16,0.57,0.19,2.9999999999999996
1980-05-19,0.58,0.19,3.052631578947368
1980-05-20,0.54,0.19,2.8421052631578947
1980-05-21,0.54,0.19,2.8421052631578947
1980-05-22,0.56,0.19,2.947368421052632
1980-05-23,0.57,0.19,2.9999999999999996
1980-05-27,0.59,0.19,3.1052631578947367
1980-05-28,0.59,0.19,3.1052631578947367
1980-05-29,0.61,0.19,3.2105263157894735
1980-05-30,0.57,0.19,2.9999999999999996
1980-06-02,0.58,0.19,3.052631578947368
1980-06-03,0.62,0.19,3.263157894736842
1980-06-04,0.63,0.19,3.3157894736842106
1980-06-05,0.63,0.19,3.3157894736842106
1980-06-06,0.61,0.19,3.2105263157894735
1980-06-09,0.59,0.19,3.1052631578947367
1980-06-10,0.62,0.19,3.263157894736842
1980-06-11,0.63,0.19,3.3157894736842106
1980-06-12,0.63,0.19,3.3157894736842106
1980-06-13,0.65,0.19,3.4210526315789473
1980-06-16,0.63,0.19,3.3157894736842106
1980-06-17,0.63,0.19,3.3157894736842106
1980-06-18,0.64,0.19,3.3684210526315788
1980-06-19,0.63,0.19,3.3157894736842106
1980-06-20,0.63,0.19,3.3157894736842106
1980-06-23,0.62,0.19,3.263157894736842
1980-06-24,0.63,0.19,3.3157894736842106
1980-06-25,0.64,0.19,3.3684210526315788
1980-06-26,0.63,0.19,3.3157894736842106
1980-06-27,0.63,0.19,3.3157894736842106
1980-06-30,0.63,0.19,3.3157894736842106
1980-07-01,0.63,0.19,3.3157894736842106
1980-07-02,0.63,0.19,3.3157894736842106
1980-07-03,0.63,0.19,3.3157894736842106
1980-07-07,0.65,0.19,3.4210526315789473
1980-07-08,0.65,0.19,3.4210526315789473
1980-07-09,0.66,0.19,3.473684210526316
1980-07-10,0.66,0.19,3.473684210526316
1980-07-11,0.66,0.19,3.473684210526316
1980-07-14,0.68,0.19,3.5789473684210527
1980-07-15,0.68,0.19,3.5789473684210527
1980-07-16,0.66,0.19,3.473684210526316
1980-07-17,0.69,0.19,3.631578947368421
1980-07-18,0.69,0.19,3.631578947368421
1980-07-21,0.69,0.19,3.631578947368421
1980-07-22,0.7,0.19,3.6842105263157894
1980-07-23,0.72,0.19,3.789473684210526
1980-07-24,0.73,0.19,3.8421052631578947
1980-07-25,0.69,0.19,3.631578947368421
1980-07-28,0.7,0.19,3.6842105263157894
1980-07-29,0.66,0.19,3.473684210526316
1980-07-30,0.67,0.19,3.5263157894736845
1980-07-31,0.69,0.19,3.631578947368421
1980-08-01,0.69,0.19,3.631578947368421
1980-08-04,0.68,0.19,3.5789473684210527
1980-08-05,0.69,0.19,3.631578947368421
1980-08-06,0.68,0.19,3.5789473684210527
1980-08-07,0.69,0.19,3.631578947368421
1980-08-08,0.71,0.19,3.7368421052631575
1980-08-11,0.7,0.19,3.6842105263157894
1980-08-12,0.69,0.19,3.631578947368421
1980-08-13,0.65,0.19,3.4210526315789473
1980-08-14,0.67,0.19,3.5263157894736845
1980-08-15,0.67,0.19,3.5263157894736845
1980-08-18,0.66,0.19,3.473684210526316
1980-08-19,0.64,0.19,3.3684210526315788
1980-08-20,0.65,0.19,3.4210526315789473
1980-08-21,0.66,0.19,3.473684210526316
1980-08-22,0.66,0.19,3.473684210526316
1980-08-25,0.66,0.19,3.473684210526316
1980-08-26,0.67,0.19,3.5263157894736845
1980-08-27,0.7,0.19,3.6842105263157894
1980-08-28,0.72,0.19,3.789473684210526
1980-08-29,0.73,0.19,3.8421052631578947
1980-09-02,0.71,0.19,3.7368421052631575
1980-09-03,0.73,0.19,3.8421052631578947
1980-09-04,0.73,0.19,3.8421052631578947
1980-09-05,0.74,0.19,3.8947368421052633
1980-09-08,0.74,0.19,3.8947368421052633
1980-09-09,0.76,0.19,4.0
1980-09-10,0.76,0.19,4.0
1980-09-11,0.77,0.19,4.052631578947368
1980-09-12,0.77,0.19,4.052631578947368
1980-09-15,0.77,0.19,4.052631578947368
1980-09-16,0.77,0.19,4.052631578947368
1980-09-17,0.74,0.19,3.8947368421052633
1980-09-18,0.74,0.19,3.8947368421052633
1980-09-19,0.73,0.19,3.8421052631578947
1980-09-22,0.73,0.19,3.8421052631578947
1980-09-23,0.73,0.19,3.8421052631578947
1980-09-24,0.73,0.19,3.8421052631578947
1980-09-25,0.74,0.19,3.8947368421052633
1980-09-26,0.7,0.19,3.6842105263157894
1980-09-29,0.67,0.19,3.5263157894736845
1980-09-30,0.66,0.19,3.473684210526316
1980-10-01,0.67,0.19,3.5263157894736845
1980-10-02,0.76,0.19,4.0
1980-10-03,0.75,0.19,3.9473684210526314
1980-10-06,0.75,0.19,3.9473684210526314
1980-10-07,0.74,0.19,3.8947368421052633
1980-10-08,0.75,0.19,3.9473684210526314
1980-10-09,0.74,0.19,3.8947368421052633
1980-10-10,0.75,0.19,3.9473684210526314
1980-10-13,0.73,0.19,3.8421052631578947
1980-10-14,0.75,0.19,3.9473684210526314
1980-10-15,0.75,0.19,3.9473684210526314
1980-10-16,0.73,0.19,3.8421052631578947
1980-10-17,0.71,0.19,3.7368421052631575
1980-10-20,0.76,0.19,4.0
1980-10-21,0.76,0.19,4.0
1980-10-22,0.77,0.19,4.052631578947368
1980-10-23,0.75,0.19,3.9473684210526314
1980-10-24,0.73,0.19,3.8421052631578947
1980-10-27,0.73,0.19,3.8421052631578947
1980-10-28,0.74,0.19,3.8947368421052633
1980-10-29,0.76,0.19,4.0
1980-10-30,0.76,0.19,4.0
1980-10-31,0.76,0.19,4.0
1980-11-03,0.73,0.19,3.8421052631578947
1980-11-05,0.75,0.19,3.9473684210526314
1980-11-06,0.77,0.19,4.052631578947368
1980-11-07,0.75,0.19,3.9473684210526314
1980-11-10,0.73,0.19,3.8421052631578947
1980-11-11,0.77,0.19,4.052631578947368
1980-11-12,0.77,0.19,4.052631578947368
1980-11-13,0.76,0.19,4.0
1980-11-14,0.76,0.19,4.0
1980-11-17,0.74,0.19,3.8947368421052633
1980-11-18,0.74,0.19,3.8947368421052633
1980-11-19,0.74,0.19,3.8947368421052633
1980-11-20,0.75,0.19,3.9473684210526314
1980-11-21,0.75,0.19,3.9473684210526314
1980-11-24,0.75,0.19,3.9473684210526314
1980-11-25,0.76,0.19,4.0
1980-11-26,0.77,0.19,4.052631578947368
1980-11-28,0.77,0.19,4.052631578947368
1980-12-01,0.75,0.19,3.9473684210526314
1980-12-02,0.73,0.19,3.8421052631578947
1980-12-03,0.77,0.19,4.052631578947368
1980-12-04,0.78,0.19,4.105263157894737
1980-12-05,0.8,0.19,4.2105263157894735
1980-12-08,0.78,0.19,4.105263157894737
1980-12-09,0.76,0.19,4.0
1980-12-10,0.77,0.19,4.052631578947368
1980-12-11,0.74,0.19,3.8947368421052633
1980-12-12,0.73,0.19,3.8421052631578947
1980-12-15,0.72,0.19,3.789473684210526
1980-12-16,0.73,0.19,3.8421052631578947
1980-12-17,0.73,0.19,3.8421052631578947
1980-12-18,0.73,0.19,3.8421052631578947
1980-12-19,0.75,0.19,3.9473684210526314
1980-12-22,0.75,0.19,3.9473684210526314
1980-12-23,0.76,0.19,4.0
1980-12-24,0.75,0.19,3.9473684210526314
1980-12-26,0.75,0.19,3.9473684210526314
1980-12-29,0.76,0.19,4.0
1980-12-30,0.74,0.19,3.8947368421052633
1980-12-31,0.73,0.19,3.8421052631578947
1981-01-02,0.76,0.19,4.0
1981-01-05,0.77,0.19,4.052631578947368
1981-01-06,0.79,0.19,4.157894736842105
1981-01-07,0.77,0.19,4.052631578947368
1981-01-08,0.78,0.19,4.105263157894737
1981-01-09,0.77,0.19,4.052631578947368
1981-01-12,0.8,0.19,4.2105263157894735
1981-01-13,0.8,0.19,4.2105263157894735
1981-01-14,0.8,0.19,4.2105263157894735
1981-01-15,0.8,0.19,4.2105263157894735
1981-01-16,0.81,0.19,4.2631578947368425
1981-01-19,0.8,0.19,4.2105263157894735
1981-01-20,0.8,0.19,4.2105263157894735
1981-01-21,0.78,0.19,4.105263157894737
1981-01-22,0.78,0.19,4.105263157894737
1981-01-23,0.81,0.19,4.2631578947368425
1981-01-26,0.84,0.19,4.421052631578947
1981-01-27,0.85,0.19,4.473684210526316
1981-01-28,0.85,0.19,4.473684210526316
1981-01-29,0.85,0.19,4.473684210526316
1981-01-30,0.85,0.19,4.473684210526316
1981-02-02,0.84,0.19,4.421052631578947
1981-02-03,0.84,0.19,4.421052631578947
1981-02-04,0.84,0.19,4.421052631578947
1981-02-05,0.82,0.19,4.315789473684211
1981-02-06,0.8,0.19,4.2105263157894735
1981-02-09,0.85,0.19,4.473684210526316
1981-02-10,0.9,0.19,4.7368421052631575
1981-02-11,0.91,0.19,4.7894736842105265
