date,PRU,PRU_EPS,PE Ratio
2002-06-05,35.6,0.47,75.74468085106383
2002-06-06,35.75,0.47,76.06382978723404
2002-06-07,35.31,0.47,75.1276595744681
2002-06-10,35.55,0.47,75.63829787234043
2002-06-11,34.3,0.47,72.97872340425532
2002-06-12,35.2,0.47,74.89361702127661
2002-06-13,33.65,0.47,71.59574468085107
2002-06-14,33.94,0.47,72.2127659574468
2002-06-17,34.0,0.47,72.3404255319149
2002-06-18,33.9,0.47,72.12765957446808
2002-06-19,33.95,0.47,72.2340425531915
2002-06-20,33.88,0.47,72.08510638297874
2002-06-21,33.15,0.47,70.53191489361703
2002-06-24,32.5,0.47,69.14893617021276
2002-06-25,32.73,0.47,69.63829787234042
2002-06-26,32.25,0.47,68.61702127659575
2002-06-27,32.5,0.47,69.14893617021276
2002-06-28,33.36,0.47,70.97872340425532
2002-07-01,32.7,0.47,69.57446808510639
2002-07-02,31.83,0.47,67.72340425531915
2002-07-03,30.4,0.47,64.68085106382979
2002-07-05,31.34,0.47,66.68085106382979
2002-07-08,30.9,0.47,65.74468085106383
2002-07-09,30.31,0.47,64.48936170212767
2002-07-10,30.59,0.47,65.08510638297872
2002-07-11,30.95,0.47,65.85106382978724
2002-07-12,31.8,0.47,67.65957446808511
2002-07-15,31.8,0.47,67.65957446808511
2002-07-16,31.55,0.47,67.1276595744681
2002-07-17,31.42,0.47,66.85106382978724
2002-07-18,31.39,0.47,66.7872340425532
2002-07-19,32.45,0.47,69.04255319148938
2002-07-22,31.65,0.47,67.34042553191489
2002-07-23,29.6,0.47,62.97872340425533
2002-07-24,30.21,0.47,64.27659574468086
2002-07-25,29.0,0.47,61.70212765957447
2002-07-26,30.25,0.47,64.36170212765958
2002-07-29,32.2,0.47,68.51063829787235
2002-07-30,32.15,0.47,68.40425531914893
2002-07-31,32.99,0.47,70.19148936170214
2002-08-01,32.9,0.47,70.0
2002-08-02,31.29,0.47,66.57446808510639
2002-08-05,29.85,0.47,63.51063829787235
2002-08-06,30.38,0.47,64.63829787234043
2002-08-07,30.6,0.47,65.10638297872342
2002-08-08,32.15,0.47,68.40425531914893
2002-08-09,32.88,0.47,69.95744680851065
2002-08-12,32.3,0.47,68.72340425531915
2002-08-13,31.47,0.47,66.95744680851064
2002-08-14,32.79,0.19,172.57894736842104
2002-08-15,32.6,0.19,171.57894736842107
2002-08-16,32.0,0.19,168.42105263157896
2002-08-19,32.44,0.19,170.73684210526315
2002-08-20,31.98,0.19,168.31578947368422
2002-08-21,31.57,0.19,166.1578947368421
2002-08-22,32.29,0.19,169.94736842105263
2002-08-23,31.42,0.19,165.3684210526316
2002-08-26,31.52,0.19,165.89473684210526
2002-08-27,30.16,0.19,158.73684210526315
2002-08-28,30.07,0.19,158.26315789473685
2002-08-29,30.0,0.19,157.89473684210526
2002-08-30,30.2,0.19,158.94736842105263
2002-09-03,28.76,0.19,151.3684210526316
2002-09-04,28.8,0.19,151.57894736842104
2002-09-05,28.75,0.19,151.31578947368422
2002-09-06,29.73,0.19,156.47368421052633
2002-09-09,30.32,0.19,159.57894736842104
2002-09-10,30.18,0.19,158.8421052631579
2002-09-11,30.15,0.19,158.68421052631578
2002-09-12,29.6,0.19,155.78947368421052
2002-09-13,29.53,0.19,155.42105263157896
2002-09-16,29.25,0.19,153.94736842105263
2002-09-17,28.9,0.19,152.10526315789474
2002-09-18,28.96,0.19,152.42105263157896
2002-09-19,27.89,0.19,146.78947368421052
2002-09-20,27.51,0.19,144.78947368421052
2002-09-23,27.9,0.19,146.8421052631579
2002-09-24,27.35,0.19,143.94736842105263
2002-09-25,28.11,0.19,147.94736842105263
2002-09-26,28.88,0.19,152.0
2002-09-27,28.24,0.19,148.6315789473684
2002-09-30,28.56,0.19,150.3157894736842
2002-10-01,29.82,0.19,156.94736842105263
2002-10-02,29.7,0.19,156.3157894736842
2002-10-03,29.0,0.19,152.6315789473684
2002-10-04,28.28,0.19,148.8421052631579
2002-10-07,27.4,0.19,144.21052631578945
2002-10-08,27.8,0.19,146.31578947368422
2002-10-09,25.5,0.19,134.21052631578948
2002-10-10,26.35,0.19,138.6842105263158
2002-10-11,27.48,0.19,144.6315789473684
2002-10-14,27.24,0.19,143.36842105263156
2002-10-15,29.42,0.19,154.8421052631579
2002-10-16,28.58,0.19,150.42105263157893
2002-10-17,29.45,0.19,155.0
2002-10-18,30.26,0.19,159.26315789473685
2002-10-21,30.17,0.19,158.78947368421052
2002-10-22,29.25,0.19,153.94736842105263
2002-10-23,29.35,0.19,154.47368421052633
2002-10-24,29.74,0.19,156.52631578947367
2002-10-25,30.01,0.19,157.94736842105263
2002-10-28,29.5,0.19,155.26315789473685
2002-10-29,28.74,0.19,151.26315789473682
2002-10-30,29.0,0.19,152.6315789473684
2002-10-31,29.2,0.19,153.68421052631578
2002-11-01,29.52,0.19,155.36842105263156
2002-11-04,29.18,0.19,153.57894736842104
2002-11-05,28.9,0.19,152.10526315789474
2002-11-06,30.71,0.19,161.6315789473684
2002-11-07,29.93,0.19,157.52631578947367
2002-11-08,30.25,0.19,159.21052631578948
2002-11-11,29.38,0.19,154.6315789473684
2002-11-12,29.58,0.19,155.68421052631578
2002-11-13,29.88,0.19,157.26315789473682
2002-11-14,30.28,0.67,45.19402985074627
2002-11-15,30.0,0.67,44.776119402985074
2002-11-18,29.72,0.67,44.35820895522387
2002-11-19,29.34,0.67,43.7910447761194
2002-11-20,29.57,0.67,44.134328358208954
2002-11-21,29.82,0.67,44.50746268656716
2002-11-22,30.13,0.67,44.970149253731336
2002-11-25,30.03,0.67,44.82089552238806
2002-11-26,29.3,0.67,43.731343283582085
2002-11-27,29.77,0.67,44.43283582089552
2002-11-29,30.08,0.67,44.895522388059696
2002-12-02,30.2,0.67,45.07462686567164
2002-12-03,30.6,0.67,45.67164179104478
2002-12-04,30.5,0.67,45.52238805970149
2002-12-05,30.54,0.67,45.5820895522388
2002-12-06,31.21,0.67,46.582089552238806
2002-12-09,31.09,0.67,46.40298507462686
2002-12-10,31.71,0.67,47.32835820895522
2002-12-11,31.69,0.67,47.298507462686565
2002-12-12,31.42,0.67,46.8955223880597
2002-12-13,31.39,0.67,46.850746268656714
2002-12-16,32.1,0.67,47.91044776119403
2002-12-17,31.84,0.67,47.52238805970149
2002-12-18,32.0,0.67,47.76119402985074
2002-12-19,32.02,0.67,47.791044776119406
2002-12-20,31.91,0.67,47.62686567164179
2002-12-23,31.66,0.67,47.253731343283576
2002-12-24,31.54,0.67,47.07462686567164
2002-12-26,31.67,0.67,47.26865671641791
2002-12-27,31.29,0.67,46.70149253731343
2002-12-30,31.66,0.67,47.253731343283576
2002-12-31,31.74,0.67,47.373134328358205
2003-01-02,32.2,0.67,48.059701492537314
2003-01-03,31.92,0.67,47.64179104477612
2003-01-06,32.3,0.67,48.20895522388059
2003-01-07,32.38,0.67,48.32835820895522
2003-01-08,32.2,0.67,48.059701492537314
2003-01-09,33.4,0.67,49.850746268656714
2003-01-10,33.64,0.67,50.208955223880594
2003-01-13,33.52,0.67,50.02985074626866
2003-01-14,33.53,0.67,50.04477611940298
2003-01-15,33.93,0.67,50.64179104477611
2003-01-16,33.8,0.67,50.447761194029844
2003-01-17,33.14,0.67,49.46268656716418
2003-01-21,32.85,0.67,49.02985074626866
2003-01-22,32.4,0.67,48.35820895522387
2003-01-23,33.15,0.67,49.4776119402985
2003-01-24,31.82,0.67,47.492537313432834
2003-01-27,32.06,0.67,47.850746268656714
2003-01-28,32.34,0.67,48.268656716417915
2003-01-29,32.27,0.67,48.16417910447761
2003-01-30,31.71,0.67,47.32835820895522
2003-01-31,31.77,0.67,47.41791044776119
2003-02-03,32.17,0.67,48.014925373134325
2003-02-04,31.3,0.67,46.71641791044776
2003-02-05,31.42,0.67,46.8955223880597
2003-02-06,30.65,0.67,45.74626865671641
2003-02-07,30.6,0.67,45.67164179104478
2003-02-10,30.4,0.67,45.373134328358205
2003-02-11,29.9,0.67,44.62686567164179
2003-02-12,29.0,0.67,43.28358208955223
2003-02-13,29.69,0.67,44.3134328358209
2003-02-14,30.72,0.67,45.850746268656714
2003-02-18,30.92,0.67,46.149253731343286
2003-02-19,30.31,0.67,45.23880597014925
2003-02-20,30.46,0.67,45.46268656716418
2003-02-21,30.45,0.67,45.447761194029844
2003-02-24,30.02,0.67,44.80597014925373
2003-02-25,30.27,0.67,45.179104477611936
2003-02-26,29.98,0.67,44.74626865671642
2003-02-27,30.36,0.67,45.31343283582089
2003-02-28,30.03,0.67,44.82089552238806
2003-03-03,30.01,0.67,44.7910447761194
2003-03-04,29.34,0.67,43.7910447761194
2003-03-05,29.69,0.67,44.3134328358209
2003-03-06,29.68,0.67,44.298507462686565
2003-03-07,29.86,0.67,44.56716417910447
2003-03-10,28.5,0.67,42.537313432835816
2003-03-11,27.99,0.67,41.77611940298507
2003-03-12,27.56,0.67,41.134328358208954
2003-03-13,29.16,0.67,43.52238805970149
2003-03-14,29.44,0.02,1472.0
2003-03-17,30.4,0.02,1520.0
2003-03-18,30.05,0.02,1502.5
2003-03-19,30.46,0.02,1523.0
2003-03-20,30.29,0.02,1514.5
2003-03-21,31.2,0.02,1560.0
2003-03-24,30.03,0.02,1501.5
2003-03-25,30.61,0.02,1530.5
2003-03-26,30.39,0.02,1519.5
2003-03-27,30.2,0.02,1510.0
2003-03-28,29.9,0.02,1495.0
2003-03-31,29.25,0.02,1462.5
2003-04-01,29.84,0.02,1492.0
2003-04-02,30.79,0.02,1539.5
2003-04-03,30.18,0.02,1509.0
2003-04-04,30.72,0.02,1536.0
2003-04-07,31.19,0.02,1559.5
2003-04-08,31.13,0.02,1556.5
2003-04-09,30.15,0.02,1507.5
2003-04-10,30.08,0.02,1503.9999999999998
2003-04-11,29.97,0.02,1498.5
2003-04-14,30.73,0.02,1536.5
2003-04-15,30.96,0.02,1548.0
2003-04-16,30.53,0.02,1526.5
2003-04-17,31.0,0.02,1550.0
2003-04-21,30.87,0.02,1543.5
2003-04-22,31.99,0.02,1599.5
2003-04-23,32.05,0.02,1602.4999999999998
2003-04-24,31.62,0.02,1581.0
2003-04-25,31.5,0.02,1575.0
2003-04-28,31.95,0.02,1597.5
2003-04-29,31.91,0.02,1595.5
2003-04-30,31.97,0.02,1598.5
2003-05-01,31.66,0.02,1583.0
2003-05-02,32.38,0.02,1619.0
2003-05-05,32.36,0.02,1618.0
2003-05-06,32.26,0.02,1612.9999999999998
2003-05-07,32.0,0.02,1600.0
2003-05-08,32.05,0.02,1602.4999999999998
2003-05-09,32.46,0.02,1623.0
2003-05-12,32.9,0.02,1645.0
2003-05-13,32.76,0.02,1637.9999999999998
2003-05-14,32.62,0.42,77.66666666666666
2003-05-15,32.82,0.42,78.14285714285715
2003-05-16,32.91,0.42,78.35714285714285
2003-05-19,31.96,0.42,76.0952380952381
2003-05-20,31.7,0.42,75.47619047619048
2003-05-21,32.27,0.42,76.83333333333334
2003-05-22,32.75,0.42,77.97619047619048
2003-05-23,32.88,0.42,78.28571428571429
2003-05-27,33.12,0.42,78.85714285714285
2003-05-28,33.2,0.42,79.04761904761905
2003-05-29,32.61,0.42,77.64285714285714
2003-05-30,33.52,0.42,79.80952380952382
2003-06-02,33.36,0.42,79.42857142857143
2003-06-03,33.61,0.42,80.02380952380952
2003-06-04,33.46,0.42,79.66666666666667
2003-06-05,33.4,0.42,79.52380952380952
2003-06-06,33.07,0.42,78.73809523809524
2003-06-09,32.83,0.42,78.16666666666667
2003-06-10,33.04,0.42,78.66666666666667
2003-06-11,33.68,0.42,80.19047619047619
2003-06-12,33.9,0.42,80.71428571428571
2003-06-13,33.64,0.42,80.0952380952381
2003-06-16,34.5,0.42,82.14285714285714
2003-06-17,34.36,0.42,81.80952380952381
2003-06-18,34.17,0.42,81.35714285714286
2003-06-19,32.73,0.42,77.92857142857143
2003-06-20,32.85,0.42,78.21428571428572
2003-06-23,32.78,0.42,78.04761904761905
2003-06-24,33.24,0.42,79.14285714285715
2003-06-25,32.98,0.42,78.52380952380952
2003-06-26,33.62,0.42,80.04761904761905
2003-06-27,33.8,0.42,80.47619047619047
2003-06-30,33.65,0.42,80.11904761904762
2003-07-01,34.0,0.42,80.95238095238095
2003-07-02,34.9,0.42,83.0952380952381
2003-07-03,34.83,0.42,82.92857142857143
2003-07-07,35.3,0.42,84.04761904761905
2003-07-08,35.45,0.42,84.40476190476191
2003-07-09,35.45,0.42,84.40476190476191
2003-07-10,34.93,0.42,83.16666666666667
2003-07-11,35.19,0.42,83.78571428571428
2003-07-14,35.85,0.42,85.35714285714286
2003-07-15,35.45,0.42,84.40476190476191
2003-07-16,35.0,0.42,83.33333333333334
2003-07-17,35.15,0.42,83.69047619047619
2003-07-18,36.23,0.42,86.26190476190476
2003-07-21,35.61,0.42,84.78571428571429
2003-07-22,35.3,0.42,84.04761904761905
2003-07-23,35.32,0.42,84.0952380952381
2003-07-24,35.37,0.42,84.21428571428571
2003-07-25,36.15,0.42,86.07142857142857
2003-07-28,36.7,0.42,87.3809523809524
2003-07-29,36.2,0.42,86.1904761904762
2003-07-30,36.03,0.42,85.78571428571429
2003-07-31,35.58,0.42,84.71428571428571
2003-08-01,35.3,0.42,84.04761904761905
2003-08-04,34.65,0.42,82.5
2003-08-05,34.62,0.42,82.42857142857143
2003-08-06,35.55,0.42,84.64285714285714
2003-08-07,35.9,0.42,85.47619047619048
2003-08-08,36.35,0.42,86.54761904761905
2003-08-11,35.91,0.42,85.5
2003-08-12,36.57,0.42,87.07142857142857
2003-08-13,35.97,0.9,39.96666666666666
2003-08-14,36.34,0.9,40.37777777777778
2003-08-15,36.55,0.9,40.61111111111111
2003-08-18,36.87,0.9,40.96666666666666
2003-08-19,36.98,0.9,41.08888888888888
2003-08-20,37.21,0.9,41.34444444444444
2003-08-21,36.46,0.9,40.51111111111111
2003-08-22,35.87,0.9,39.855555555555554
2003-08-25,35.92,0.9,39.91111111111111
2003-08-26,36.3,0.9,40.33333333333333
2003-08-27,35.74,0.9,39.711111111111116
2003-08-28,35.88,0.9,39.86666666666667
2003-08-29,36.41,0.9,40.45555555555555
2003-09-02,37.16,0.9,41.288888888888884
2003-09-03,37.45,0.9,41.611111111111114
2003-09-04,36.8,0.9,40.888888888888886
2003-09-05,36.46,0.9,40.51111111111111
2003-09-08,36.94,0.9,41.044444444444444
2003-09-09,36.23,0.9,40.25555555555555
2003-09-10,35.98,0.9,39.977777777777774
2003-09-11,36.1,0.9,40.111111111111114
2003-09-12,37.09,0.9,41.211111111111116
2003-09-15,36.97,0.9,41.077777777777776
2003-09-16,37.4,0.9,41.55555555555555
2003-09-17,37.23,0.9,41.36666666666666
2003-09-18,37.8,0.9,41.99999999999999
2003-09-19,37.7,0.9,41.88888888888889
2003-09-22,37.47,0.9,41.63333333333333
2003-09-23,37.92,0.9,42.13333333333333
2003-09-24,37.02,0.9,41.13333333333333
2003-09-25,37.03,0.9,41.144444444444446
2003-09-26,37.01,0.9,41.12222222222222
2003-09-29,38.06,0.9,42.28888888888889
2003-09-30,37.36,0.9,41.51111111111111
2003-10-01,37.58,0.9,41.75555555555555
2003-10-02,37.62,0.9,41.8
2003-10-03,37.63,0.9,41.81111111111111
2003-10-06,37.68,0.9,41.86666666666667
2003-10-07,37.59,0.9,41.76666666666667
2003-10-08,37.45,0.9,41.611111111111114
2003-10-09,38.1,0.9,42.333333333333336
2003-10-10,38.07,0.9,42.3
2003-10-13,38.35,0.9,42.611111111111114
2003-10-14,38.54,0.9,42.82222222222222
2003-10-15,38.74,0.9,43.044444444444444
2003-10-16,38.77,0.9,43.07777777777778
2003-10-17,38.52,0.9,42.800000000000004
2003-10-20,38.25,0.9,42.5
2003-10-21,38.31,0.9,42.56666666666667
2003-10-22,37.69,0.9,41.87777777777777
2003-10-23,38.42,0.9,42.68888888888889
2003-10-24,38.69,0.9,42.98888888888889
2003-10-27,38.63,0.9,42.922222222222224
2003-10-28,38.83,0.9,43.14444444444444
2003-10-29,39.08,0.9,43.42222222222222
2003-10-30,38.78,0.9,43.08888888888889
2003-10-31,38.64,0.9,42.93333333333333
2003-11-03,39.03,0.9,43.36666666666667
2003-11-04,38.05,0.9,42.27777777777777
2003-11-05,37.2,0.9,41.333333333333336
2003-11-06,37.36,0.9,41.51111111111111
2003-11-07,36.95,0.9,41.05555555555556
2003-11-10,36.92,0.9,41.022222222222226
2003-11-11,36.9,0.9,41.0
2003-11-12,37.32,0.9,41.46666666666667
2003-11-13,37.7,0.9,41.88888888888889
2003-11-14,36.9,0.52,70.96153846153845
2003-11-17,36.6,0.52,70.38461538461539
2003-11-18,37.0,0.52,71.15384615384615
2003-11-19,37.2,0.52,71.53846153846155
2003-11-20,37.15,0.52,71.4423076923077
2003-11-21,37.0,0.52,71.15384615384615
2003-11-24,38.11,0.52,73.28846153846153
2003-11-25,38.41,0.52,73.86538461538461
2003-11-26,39.14,0.52,75.26923076923077
2003-11-28,39.11,0.52,75.21153846153845
2003-12-01,40.3,0.52,77.49999999999999
2003-12-02,40.04,0.52,77.0
2003-12-03,40.01,0.52,76.94230769230768
2003-12-04,40.44,0.52,77.76923076923076
2003-12-05,40.32,0.52,77.53846153846153
2003-12-08,40.6,0.52,78.07692307692308
2003-12-09,40.3,0.52,77.49999999999999
2003-12-10,40.73,0.52,78.32692307692307
2003-12-11,41.43,0.52,79.67307692307692
2003-12-12,41.19,0.52,79.21153846153845
2003-12-15,40.62,0.52,78.11538461538461
2003-12-16,40.95,0.52,78.75
2003-12-17,41.3,0.52,79.42307692307692
2003-12-18,41.83,0.52,80.44230769230768
2003-12-19,41.5,0.52,79.8076923076923
2003-12-22,41.33,0.52,79.48076923076923
2003-12-23,41.47,0.52,79.75
2003-12-24,41.6,0.52,80.0
2003-12-26,41.75,0.52,80.28846153846153
2003-12-29,42.19,0.52,81.13461538461537
2003-12-30,41.87,0.52,80.51923076923076
2003-12-31,41.77,0.52,80.32692307692308
2004-01-02,41.93,0.52,80.63461538461539
2004-01-05,42.0,0.52,80.76923076923076
2004-01-06,41.83,0.52,80.44230769230768
2004-01-07,41.62,0.52,80.03846153846153
2004-01-08,42.25,0.52,81.25
2004-01-09,41.95,0.52,80.67307692307692
2004-01-12,42.26,0.52,81.26923076923076
2004-01-13,42.17,0.52,81.09615384615384
2004-01-14,43.19,0.52,83.0576923076923
2004-01-15,43.12,0.52,82.92307692307692
2004-01-16,43.38,0.52,83.42307692307692
2004-01-20,43.39,0.52,83.4423076923077
2004-01-21,44.47,0.52,85.51923076923076
2004-01-22,44.38,0.52,85.34615384615385
2004-01-23,43.65,0.52,83.9423076923077
2004-01-26,43.69,0.52,84.01923076923076
2004-01-27,43.16,0.52,82.99999999999999
2004-01-28,43.4,0.52,83.46153846153845
2004-01-29,43.48,0.52,83.61538461538461
2004-01-30,43.5,0.52,83.65384615384615
2004-02-02,43.83,0.52,84.28846153846153
2004-02-03,44.45,0.52,85.48076923076923
2004-02-04,44.39,0.52,85.36538461538461
2004-02-05,44.92,0.52,86.38461538461539
2004-02-06,45.55,0.52,87.59615384615384
2004-02-09,44.87,0.52,86.28846153846153
2004-02-10,45.0,0.52,86.53846153846153
2004-02-11,46.7,0.52,89.8076923076923
2004-02-12,46.41,0.52,89.24999999999999
2004-02-13,46.11,0.52,88.67307692307692
2004-02-17,47.01,0.52,90.40384615384615
2004-02-18,47.0,0.52,90.38461538461539
2004-02-19,46.52,0.52,89.46153846153847
2004-02-20,46.23,0.52,88.90384615384615
2004-02-23,45.88,0.52,88.23076923076923
2004-02-24,45.81,0.52,88.09615384615385
2004-02-25,45.99,0.52,88.4423076923077
2004-02-26,45.92,0.52,88.3076923076923
2004-02-27,46.39,0.52,89.21153846153845
2004-03-01,46.63,0.52,89.67307692307692
2004-03-02,46.96,0.52,90.3076923076923
2004-03-03,47.61,0.52,91.5576923076923
2004-03-04,48.11,0.52,92.51923076923076
2004-03-05,47.42,0.52,91.1923076923077
2004-03-08,46.91,0.52,90.21153846153845
2004-03-09,46.42,0.52,89.26923076923077
2004-03-10,45.72,0.92,49.69565217391304
2004-03-11,44.76,0.92,48.65217391304348
2004-03-12,45.71,0.92,49.68478260869565
2004-03-15,44.48,0.92,48.347826086956516
2004-03-16,44.63,0.92,48.51086956521739
2004-03-17,45.9,0.92,49.891304347826086
2004-03-18,47.0,0.92,51.086956521739125
2004-03-19,45.75,0.92,49.72826086956522
2004-03-22,45.2,0.92,49.130434782608695
2004-03-23,44.81,0.92,48.70652173913044
2004-03-24,44.14,0.92,47.97826086956522
2004-03-25,44.01,0.92,47.836956521739125
2004-03-26,44.02,0.92,47.84782608695652
2004-03-29,44.54,0.92,48.41304347826087
2004-03-30,44.71,0.92,48.59782608695652
2004-03-31,44.78,0.92,48.67391304347826
2004-04-01,45.38,0.92,49.32608695652174
2004-04-02,45.76,0.92,49.7391304347826
2004-04-05,46.12,0.92,50.13043478260869
2004-04-06,46.34,0.92,50.369565217391305
2004-04-07,46.0,0.92,50.0
2004-04-08,45.89,0.92,49.880434782608695
2004-04-12,46.22,0.92,50.2391304347826
2004-04-13,45.03,0.92,48.94565217391304
2004-04-14,44.59,0.92,48.46739130434783
2004-04-15,44.18,0.92,48.02173913043478
2004-04-16,44.25,0.92,48.097826086956516
2004-04-19,44.04,0.92,47.869565217391305
2004-04-20,42.96,0.92,46.69565217391304
2004-04-21,43.02,0.92,46.76086956521739
2004-04-22,44.75,0.92,48.641304347826086
2004-04-23,44.62,0.92,48.49999999999999
2004-04-26,44.54,0.92,48.41304347826087
2004-04-27,44.5,0.92,48.369565217391305
2004-04-28,44.05,0.92,47.88043478260869
2004-04-29,43.76,0.92,47.565217391304344
2004-04-30,43.94,0.92,47.760869565217384
2004-05-03,43.54,0.92,47.326086956521735
2004-05-04,44.51,0.92,48.38043478260869
2004-05-05,43.73,0.92,47.532608695652165
2004-05-06,43.0,0.92,46.73913043478261
2004-05-07,41.76,0.73,57.205479452054796
2004-05-10,41.05,0.73,56.23287671232877
2004-05-11,41.72,0.73,57.15068493150685
