date,EA,EA_EPS,PE Ratio
2000-07-07,20.77,,
2000-07-10,20.44,,
2000-07-11,20.47,,
2000-07-12,20.27,,
2000-07-13,20.0,,
2000-07-14,19.97,,
2000-07-17,20.77,,
2000-07-18,20.72,,
2000-07-19,21.48,,
2000-07-20,21.75,,
2000-07-21,20.8,,
2000-07-24,20.2,,
2000-07-25,19.2,,
2000-07-26,21.66,,
2000-07-27,23.25,,
2000-07-28,22.58,,
2000-07-31,22.11,,
2000-08-01,21.0,,
2000-08-02,20.84,,
2000-08-03,21.34,,
2000-08-04,21.48,,
2000-08-07,22.16,,
2000-08-08,21.5,,
2000-08-09,21.06,,
2000-08-10,21.06,,
2000-08-11,21.48,,
2000-08-14,22.39,,
2000-08-15,22.88,,
2000-08-16,22.59,,
2000-08-17,23.0,,
2000-08-18,22.61,,
2000-08-21,22.72,,
2000-08-22,23.69,,
2000-08-23,23.81,,
2000-08-24,24.86,,
2000-08-25,26.47,,
2000-08-28,25.66,,
2000-08-29,26.25,,
2000-08-30,26.8,,
2000-08-31,26.98,,
2000-09-01,27.23,,
2000-09-05,27.2,,
2000-09-06,26.98,,
2000-09-07,26.86,,
2000-09-08,24.75,,
2000-09-11,25.31,,
2000-09-12,24.69,,
2000-09-13,23.94,,
2000-09-14,24.69,,
2000-09-15,23.75,,
2000-09-18,22.72,,
2000-09-19,23.84,,
2000-09-20,23.63,,
2000-09-21,23.69,,
2000-09-22,24.28,,
2000-09-25,26.63,,
2000-09-26,25.44,,
2000-09-27,22.59,,
2000-09-28,25.06,,
2000-09-29,24.69,,
2000-10-02,24.53,,
2000-10-03,23.38,,
2000-10-04,25.03,,
2000-10-05,24.25,,
2000-10-06,23.47,,
2000-10-09,24.88,,
2000-10-10,24.97,,
2000-10-11,24.44,,
2000-10-12,23.41,,
2000-10-13,25.0,,
2000-10-16,25.53,,
2000-10-17,26.5,,
2000-10-18,26.34,,
2000-10-19,26.22,,
2000-10-20,26.78,,
2000-10-23,27.69,,
2000-10-24,25.0,,
2000-10-25,23.09,,
2000-10-26,25.63,,
2000-10-27,24.94,,
2000-10-30,24.03,,
2000-10-31,25.0,,
2000-11-01,23.97,,
2000-11-02,24.59,,
2000-11-03,24.5,,
2000-11-06,24.19,,
2000-11-07,23.97,,
2000-11-08,22.88,,
2000-11-09,22.59,,
2000-11-10,21.22,,
2000-11-13,20.38,,
2000-11-14,21.97,,
2000-11-15,22.5,,
2000-11-16,21.53,,
2000-11-17,21.59,,
2000-11-20,20.66,,
2000-11-21,20.97,,
2000-11-22,19.09,,
2000-11-24,22.0,,
2000-11-27,22.44,,
2000-11-28,21.03,,
2000-11-29,19.84,,
2000-11-30,17.84,,
2000-12-01,19.75,,
2000-12-04,18.78,,
2000-12-05,18.88,,
2000-12-06,17.97,,
2000-12-07,17.66,,
2000-12-08,20.75,,
2000-12-11,19.88,,
2000-12-12,20.84,,
2000-12-13,21.44,,
2000-12-14,20.0,,
2000-12-15,18.91,,
2000-12-18,20.0,,
2000-12-19,18.16,,
2000-12-20,18.0,,
2000-12-21,18.78,,
2000-12-22,21.09,,
2000-12-26,21.25,,
2000-12-27,22.19,,
2000-12-28,22.25,,
2000-12-29,21.31,,
2001-01-02,19.47,,
2001-01-03,20.18,,
2001-01-04,20.34,,
2001-01-05,17.63,,
2001-01-08,18.41,,
2001-01-09,19.03,,
2001-01-10,19.56,,
2001-01-11,17.72,,
2001-01-12,18.13,,
2001-01-16,18.72,,
2001-01-17,18.69,,
2001-01-18,19.59,,
2001-01-19,20.75,,
2001-01-22,20.25,,
2001-01-23,21.38,,
2001-01-24,21.13,,
2001-01-25,19.78,,
2001-01-26,19.13,,
2001-01-29,19.34,,
2001-01-30,20.0,,
2001-01-31,22.91,,
2001-02-01,22.78,,
2001-02-02,22.81,,
2001-02-05,23.22,,
2001-02-06,23.91,,
2001-02-07,23.94,,
2001-02-08,23.56,,
2001-02-09,23.75,,
2001-02-12,24.56,,
2001-02-13,24.81,,
2001-02-14,25.56,,
2001-02-15,24.88,,
2001-02-16,24.38,,
2001-02-20,23.16,,
2001-02-21,23.63,,
2001-02-22,26.47,,
2001-02-23,26.53,,
2001-02-26,25.91,,
2001-02-27,24.97,,
2001-02-28,25.0,,
2001-03-01,26.16,,
2001-03-02,25.91,,
2001-03-05,25.0,,
2001-03-06,25.63,,
2001-03-07,27.31,,
2001-03-08,26.41,,
2001-03-09,25.06,,
2001-03-12,24.97,,
2001-03-13,26.38,,
2001-03-14,26.31,,
2001-03-15,25.84,,
2001-03-16,23.69,,
2001-03-19,25.19,,
2001-03-20,24.16,,
2001-03-21,25.13,,
2001-03-22,25.5,,
2001-03-23,26.0,,
2001-03-26,25.88,,
2001-03-27,27.38,,
2001-03-28,27.94,,
2001-03-29,28.06,,
2001-03-30,27.13,,
2001-04-02,26.72,,
2001-04-03,26.53,,
2001-04-04,24.19,,
2001-04-05,25.37,,
2001-04-06,26.41,,
2001-04-09,26.75,,
2001-04-10,27.86,,
2001-04-11,28.0,,
2001-04-12,28.88,,
2001-04-16,28.83,,
2001-04-17,27.89,,
2001-04-18,29.5,,
2001-04-19,30.08,,
2001-04-20,28.4,,
2001-04-23,27.83,,
2001-04-24,27.75,,
2001-04-25,28.52,,
2001-04-26,27.99,,
2001-04-27,28.49,,
2001-04-30,28.31,,
2001-05-01,31.09,,
2001-05-02,29.0,,
2001-05-03,27.33,,
2001-05-04,29.65,,
2001-05-07,29.06,,
2001-05-08,27.81,,
2001-05-09,28.03,,
2001-05-10,27.26,,
2001-05-11,26.63,,
2001-05-14,27.39,,
2001-05-15,27.87,,
2001-05-16,30.12,,
2001-05-17,29.4,,
2001-05-18,29.63,,
2001-05-21,30.98,,
2001-05-22,30.88,,
2001-05-23,29.88,,
2001-05-24,31.53,,
2001-05-25,30.9,,
2001-05-29,29.36,,
2001-05-30,28.99,,
2001-05-31,29.45,,
2001-06-01,30.15,,
2001-06-04,29.95,,
2001-06-05,31.18,,
2001-06-06,30.67,,
2001-06-07,30.83,,
2001-06-08,29.21,,
2001-06-11,28.64,,
2001-06-12,29.5,,
2001-06-13,28.79,,
2001-06-14,27.92,,
2001-06-15,28.48,,
2001-06-18,28.33,,
2001-06-19,29.0,,
2001-06-20,30.55,,
2001-06-21,28.9,,
2001-06-22,27.61,,
2001-06-25,26.83,,
2001-06-26,26.95,,
2001-06-27,27.55,,
2001-06-28,28.24,,
2001-06-29,28.95,,
2001-07-02,27.12,,
2001-07-03,26.72,,
2001-07-05,26.5,,
2001-07-06,27.19,,
2001-07-09,26.49,,
2001-07-10,25.5,,
2001-07-11,26.97,,
2001-07-12,29.05,,
2001-07-13,29.48,,
2001-07-16,28.73,,
2001-07-17,28.34,,
2001-07-18,27.98,,
2001-07-19,28.08,,
2001-07-20,27.29,,
2001-07-23,26.55,,
2001-07-24,26.56,,
2001-07-25,27.86,,
2001-07-26,29.21,,
2001-07-27,30.49,,
2001-07-30,30.02,,
2001-07-31,28.46,,
2001-08-01,29.93,,
2001-08-02,29.85,,
2001-08-03,29.46,,
2001-08-06,29.41,,
2001-08-07,29.36,,
2001-08-08,28.14,,
2001-08-09,29.03,,
2001-08-10,28.95,,
2001-08-13,29.4,,
2001-08-14,29.57,,
2001-08-15,29.31,,
2001-08-16,28.22,,
2001-08-17,28.11,,
2001-08-20,28.79,,
2001-08-21,28.21,,
2001-08-22,28.68,,
2001-08-23,28.99,,
2001-08-24,29.09,,
2001-08-27,29.0,,
2001-08-28,28.78,,
2001-08-29,28.84,,
2001-08-30,28.17,,
2001-08-31,28.86,,
2001-09-04,28.45,,
2001-09-05,27.81,,
2001-09-06,27.75,,
2001-09-07,28.07,,
2001-09-10,27.14,,
2001-09-17,24.62,,
2001-09-18,24.33,,
2001-09-19,22.83,,
2001-09-20,23.15,,
2001-09-21,24.35,,
2001-09-24,23.92,,
2001-09-25,22.22,,
2001-09-26,22.73,,
2001-09-27,22.52,,
2001-09-28,22.83,,
2001-10-01,21.39,,
2001-10-02,21.47,,
2001-10-03,23.04,,
2001-10-04,24.14,,
2001-10-05,23.27,,
2001-10-08,23.66,,
2001-10-09,25.5,,
2001-10-10,26.0,,
2001-10-11,27.99,,
2001-10-12,28.09,,
2001-10-15,27.21,,
2001-10-16,27.14,,
2001-10-17,26.35,,
2001-10-18,27.14,,
2001-10-19,26.7,,
2001-10-22,27.63,,
2001-10-23,27.47,,
2001-10-24,27.42,,
2001-10-25,28.78,,
2001-10-26,27.29,,
2001-10-29,26.35,,
2001-10-30,25.61,,
2001-10-31,25.73,,
2001-11-01,26.5,,
2001-11-02,27.45,,
2001-11-05,27.66,,
2001-11-06,27.66,,
2001-11-07,26.75,,
2001-11-08,25.59,,
2001-11-09,25.85,,
2001-11-12,26.51,,
2001-11-13,27.41,,
2001-11-14,28.0,,
2001-11-15,27.68,,
2001-11-16,27.06,,
2001-11-19,28.4,,
2001-11-20,27.78,,
2001-11-21,27.0,,
2001-11-23,26.85,,
2001-11-26,27.17,,
2001-11-27,27.32,,
2001-11-28,26.81,,
2001-11-29,29.0,,
2001-11-30,30.23,,
2001-12-03,30.03,,
2001-12-04,32.22,,
2001-12-05,33.02,,
2001-12-06,31.57,,
2001-12-07,31.47,,
2001-12-10,31.24,,
2001-12-11,31.59,,
2001-12-12,31.41,,
2001-12-13,30.56,,
2001-12-14,30.58,,
2001-12-17,31.4,,
2001-12-18,31.17,,
2001-12-19,31.05,,
2001-12-20,30.11,,
2001-12-21,29.8,,
2001-12-24,29.78,,
2001-12-26,29.53,,
2001-12-27,29.58,,
2001-12-28,30.87,,
2001-12-31,29.98,,
2002-01-02,30.06,,
2002-01-03,30.49,,
2002-01-04,31.48,,
2002-01-07,29.71,,
2002-01-08,29.3,,
2002-01-09,29.07,,
2002-01-10,28.8,,
2002-01-11,27.25,,
2002-01-14,26.15,,
2002-01-15,27.28,,
2002-01-16,26.76,,
2002-01-17,27.56,,
2002-01-18,26.9,,
2002-01-22,27.33,,
2002-01-23,27.5,,
2002-01-24,28.96,,
2002-01-25,27.97,,
2002-01-28,28.83,,
2002-01-29,28.48,,
2002-01-30,28.45,,
2002-01-31,26.54,,
2002-02-01,26.36,,
2002-02-04,25.59,,
2002-02-05,26.24,,
2002-02-06,26.7,,
2002-02-07,26.48,,
2002-02-08,27.07,,
2002-02-11,26.9,,
2002-02-12,27.04,,
2002-02-13,27.25,,
2002-02-14,28.36,,
2002-02-15,27.33,,
2002-02-19,26.01,,
2002-02-20,27.31,,
2002-02-21,26.64,,
2002-02-22,26.34,,
2002-02-25,26.99,,
2002-02-26,26.0,,
2002-02-27,26.5,,
2002-02-28,26.91,,
2002-03-01,28.03,,
2002-03-04,28.89,,
2002-03-05,29.04,,
2002-03-06,29.39,,
2002-03-07,29.14,,
2002-03-08,29.78,,
2002-03-11,30.84,,
2002-03-12,29.97,,
2002-03-13,30.26,,
2002-03-14,29.78,,
2002-03-15,30.0,,
2002-03-18,30.63,,
2002-03-19,30.53,,
2002-03-20,29.29,,
2002-03-21,30.39,,
2002-03-22,29.75,,
2002-03-25,29.38,,
2002-03-26,29.61,,
2002-03-27,29.44,,
2002-03-28,30.4,,
2002-04-01,30.76,,
2002-04-02,29.51,,
2002-04-03,29.01,,
2002-04-04,28.91,,
2002-04-05,29.05,,
2002-04-08,30.21,,
2002-04-09,29.45,,
2002-04-10,30.08,,
2002-04-11,29.07,,
2002-04-12,29.95,,
2002-04-15,29.86,,
2002-04-16,30.5,,
2002-04-17,30.31,,
2002-04-18,31.35,,
2002-04-19,31.13,,
2002-04-22,30.13,,
2002-04-23,29.71,,
2002-04-24,29.73,,
2002-04-25,29.54,,
2002-04-26,28.78,,
2002-04-29,28.83,,
2002-04-30,29.53,,
2002-05-01,29.71,,
2002-05-02,29.2,,
2002-05-03,28.7,,
2002-05-06,28.3,,
2002-05-07,26.99,,
2002-05-08,30.07,,
2002-05-09,29.48,,
2002-05-10,29.55,,
2002-05-13,30.57,,
2002-05-14,30.17,,
2002-05-15,30.71,,
2002-05-16,31.73,,
2002-05-17,31.86,,
2002-05-20,31.96,,
2002-05-21,30.81,,
2002-05-22,31.61,,
2002-05-23,32.48,,
2002-05-24,31.91,,
2002-05-28,31.46,,
2002-05-29,31.23,,
2002-05-30,32.15,,
2002-05-31,32.0,,
2002-06-03,31.47,,
2002-06-04,32.14,,
2002-06-05,32.05,,
2002-06-06,31.48,,
2002-06-07,31.63,,
2002-06-10,31.81,,
2002-06-11,31.34,,
2002-06-12,31.65,,
2002-06-13,31.04,,
2002-06-14,31.16,,
2002-06-17,32.61,,
2002-06-18,32.81,,
2002-06-19,32.43,,
2002-06-20,31.68,,
2002-06-21,31.0,,
2002-06-24,30.82,,
2002-06-25,31.17,,
2002-06-26,31.88,,
2002-06-27,33.44,,
2002-06-28,33.03,,
2002-07-01,32.18,,
2002-07-02,32.71,,
2002-07-03,31.67,,
2002-07-05,32.83,,
2002-07-08,31.64,,
2002-07-09,30.39,,
2002-07-10,31.59,,
2002-07-11,31.4,,
2002-07-12,31.9,,
2002-07-15,31.73,,
2002-07-16,31.77,,
2002-07-17,31.5,,
2002-07-18,30.79,,
2002-07-19,28.3,,
2002-07-22,26.72,,
2002-07-23,27.0,,
2002-07-24,28.59,,
2002-07-25,27.86,,
2002-07-26,29.18,,
2002-07-29,30.72,,
2002-07-30,30.78,,
2002-07-31,30.09,,
2002-08-01,29.41,,
2002-08-02,28.51,,
2002-08-05,27.61,,
2002-08-06,29.32,,
2002-08-07,29.96,,
2002-08-08,29.8,,
2002-08-09,30.16,,
2002-08-12,30.73,,
2002-08-13,29.64,,
2002-08-14,29.74,,
2002-08-15,31.0,,
2002-08-16,31.34,,
2002-08-19,32.87,,
2002-08-20,32.35,,
2002-08-21,32.85,,
2002-08-22,33.76,,
2002-08-23,33.31,,
2002-08-26,32.93,,
2002-08-27,32.12,,
2002-08-28,31.04,,
2002-08-29,31.64,,
2002-08-30,31.63,,
2002-09-03,30.65,,
2002-09-04,30.06,,
2002-09-05,29.97,,
2002-09-06,31.39,,
2002-09-09,31.79,,
2002-09-10,32.34,,
2002-09-11,31.58,,
2002-09-12,31.09,,
2002-09-13,31.42,,
2002-09-16,31.73,,
2002-09-17,31.67,,
2002-09-18,31.63,,
2002-09-19,31.42,,
2002-09-20,31.92,,
2002-09-23,31.67,,
2002-09-24,32.13,,
2002-09-25,32.86,,
2002-09-26,33.54,,
2002-09-27,33.87,,
2002-09-30,32.98,,
2002-10-01,33.29,,
2002-10-02,33.24,,
2002-10-03,33.0,,
2002-10-04,31.48,,
2002-10-07,31.32,,
2002-10-08,32.33,,
2002-10-09,32.39,,
2002-10-10,33.26,,
2002-10-11,33.8,,
2002-10-14,33.9,,
2002-10-15,34.03,,
2002-10-16,34.08,,
2002-10-17,34.66,,
2002-10-18,35.07,,
2002-10-21,36.07,,
2002-10-22,33.3,,
2002-10-23,33.97,,
2002-10-24,32.92,,
2002-10-25,33.81,,
2002-10-28,31.53,,
2002-10-29,31.73,,
2002-10-30,32.74,,
2002-10-31,32.56,,
2002-11-01,33.04,,
2002-11-04,32.88,,
2002-11-05,32.61,,
2002-11-06,33.37,,
2002-11-07,32.26,,
2002-11-08,32.06,0.0,inf
2002-11-11,31.76,0.0,inf
2002-11-12,32.92,0.0,inf
2002-11-13,32.62,0.0,inf
2002-11-14,33.61,0.0,inf
2002-11-15,33.4,0.0,inf
2002-11-18,32.52,0.0,inf
2002-11-19,31.86,0.0,inf
2002-11-20,32.78,0.0,inf
2002-11-21,33.75,0.0,inf
2002-11-22,33.59,0.0,inf
2002-11-25,34.15,0.0,inf
2002-11-26,33.88,0.0,inf
2002-11-27,34.08,0.0,inf
2002-11-29,33.93,0.0,inf
2002-12-02,33.79,0.0,inf
2002-12-03,33.33,0.0,inf
2002-12-04,32.77,0.0,inf
2002-12-05,32.79,0.0,inf
2002-12-06,33.01,0.0,inf
2002-12-09,31.98,0.0,inf
2002-12-10,31.5,0.0,inf
2002-12-11,30.34,0.0,inf
2002-12-12,30.67,0.0,inf
2002-12-13,28.35,0.0,inf
2002-12-16,29.01,0.0,inf
2002-12-17,29.84,0.0,inf
2002-12-18,28.28,0.0,inf
2002-12-19,25.82,0.0,inf
2002-12-20,26.26,0.0,inf
2002-12-23,26.1,0.0,inf
2002-12-24,26.42,0.0,inf
2002-12-26,25.84,0.0,inf
2002-12-27,25.75,0.0,inf
2002-12-30,25.49,0.0,inf
2002-12-31,24.89,0.0,inf
2003-01-02,26.11,0.0,inf
2003-01-03,27.28,0.0,inf
2003-01-06,26.0,0.0,inf
2003-01-07,24.47,0.0,inf
2003-01-08,24.72,0.0,inf
2003-01-09,25.39,0.0,inf
2003-01-10,25.94,0.0,inf
2003-01-13,24.98,0.0,inf
2003-01-14,25.04,0.0,inf
2003-01-15,25.28,0.0,inf
2003-01-16,24.87,0.0,inf
2003-01-17,23.98,0.0,inf
2003-01-21,24.81,0.0,inf
2003-01-22,24.76,0.0,inf
2003-01-23,25.27,0.0,inf
2003-01-24,24.92,0.0,inf
2003-01-27,24.72,0.0,inf
2003-01-28,25.39,0.0,inf
2003-01-29,25.49,0.0,inf
2003-01-30,25.95,0.0,inf
2003-01-31,25.89,0.0,inf
2003-02-03,26.05,0.0,inf
2003-02-04,25.79,0.0,inf
2003-02-05,24.91,0.0,inf
2003-02-06,25.19,0.0,inf
2003-02-07,25.14,0.0,inf
2003-02-10,25.0,0.0,inf
2003-02-11,24.99,0.0,inf
2003-02-12,24.59,0.0,inf
2003-02-13,24.13,0.0,inf
2003-02-14,24.99,0.0,inf
2003-02-18,26.15,0.0,inf
2003-02-19,25.95,0.0,inf
2003-02-20,25.84,0.0,inf
2003-02-21,26.79,0.0,inf
2003-02-24,26.09,0.0,inf
2003-02-25,26.39,0.0,inf
2003-02-26,25.87,0.0,inf
2003-02-27,26.41,0.0,inf
2003-02-28,26.4,0.0,inf
2003-03-03,26.05,0.0,inf
2003-03-04,26.21,0.0,inf
2003-03-05,26.4,0.0,inf
2003-03-06,26.97,0.0,inf
2003-03-07,27.08,0.0,inf
2003-03-10,26.72,0.0,inf
2003-03-11,26.54,0.0,inf
2003-03-12,26.88,0.0,inf
2003-03-13,28.37,0.0,inf
2003-03-14,28.24,0.0,inf
2003-03-17,29.26,0.0,inf
2003-03-18,29.22,0.0,inf
2003-03-19,29.25,0.0,inf
2003-03-20,29.48,0.0,inf
2003-03-21,29.61,0.0,inf
2003-03-24,28.75,0.0,inf
2003-03-25,29.33,0.0,inf
2003-03-26,29.78,0.0,inf
2003-03-27,29.89,0.0,inf
2003-03-28,29.88,0.0,inf
2003-03-31,29.32,0.0,inf
2003-04-01,29.46,0.0,inf
2003-04-02,30.23,0.0,inf
2003-04-03,29.84,0.0,inf
2003-04-04,29.45,0.0,inf
2003-04-07,29.67,0.0,inf
2003-04-08,28.99,0.0,inf
2003-04-09,28.58,0.0,inf
2003-04-10,28.78,0.0,inf
2003-04-11,29.07,0.0,inf
2003-04-14,29.41,0.0,inf
2003-04-15,29.56,0.0,inf
2003-04-16,29.47,0.0,inf
2003-04-17,30.0,0.0,inf
2003-04-21,30.25,0.0,inf
2003-04-22,30.81,0.0,inf
2003-04-23,30.5,0.0,inf
2003-04-24,30.0,0.0,inf
2003-04-25,29.74,0.0,inf
2003-04-28,30.44,0.0,inf
2003-04-29,29.76,0.0,inf
2003-04-30,29.57,0.0,inf
2003-05-01,29.48,0.0,inf
2003-05-02,30.89,0.0,inf
2003-05-05,31.07,0.0,inf
2003-05-06,30.87,0.0,inf
2003-05-07,31.3,0.0,inf
2003-05-08,30.9,0.0,inf
2003-05-09,30.78,0.0,inf
2003-05-12,30.8,0.0,inf
2003-05-13,30.12,0.0,inf
2003-05-14,30.9,0.0,inf
2003-05-15,31.34,0.0,inf
2003-05-16,31.08,0.0,inf
2003-05-19,30.2,0.0,inf
2003-05-20,30.32,0.0,inf
2003-05-21,31.16,0.0,inf
2003-05-22,31.74,0.0,inf
2003-05-23,31.59,0.0,inf
2003-05-27,32.8,0.0,inf
2003-05-28,33.96,0.0,inf
2003-05-29,34.06,0.0,inf
2003-05-30,34.28,0.0,inf
2003-06-02,33.63,0.0,inf
2003-06-03,33.62,0.0,inf
2003-06-04,34.08,0.0,inf
2003-06-05,34.81,0.0,inf
2003-06-06,36.17,0.0,inf
2003-06-09,35.4,0.0,inf
2003-06-10,35.74,0.0,inf
2003-06-11,36.4,0.0,inf
2003-06-12,36.88,0.0,inf
2003-06-13,36.26,0.0,inf
2003-06-16,38.25,0.0,inf
2003-06-17,38.56,0.0,inf
2003-06-18,37.38,0.0,inf
2003-06-19,37.1,0.0,inf
2003-06-20,37.38,0.0,inf
2003-06-23,36.91,0.0,inf
2003-06-24,36.61,0.0,inf
2003-06-25,37.36,0.0,inf
2003-06-26,37.63,0.0,inf
2003-06-27,38.01,0.0,inf
2003-06-30,36.95,0.0,inf
2003-07-01,37.75,0.0,inf
2003-07-02,38.43,0.0,inf
2003-07-03,37.88,0.0,inf
2003-07-07,40.49,0.0,inf
2003-07-08,40.56,0.0,inf
2003-07-09,39.85,0.0,inf
2003-07-10,39.5,0.0,inf
2003-07-11,38.35,0.0,inf
2003-07-14,38.97,0.0,inf
2003-07-15,39.61,0.0,inf
2003-07-16,39.31,0.0,inf
2003-07-17,38.27,0.0,inf
2003-07-18,38.21,0.0,inf
2003-07-21,38.42,0.0,inf
2003-07-22,37.83,0.0,inf
2003-07-23,38.83,0.0,inf
2003-07-24,40.76,0.0,inf
2003-07-25,41.31,0.0,inf
2003-07-28,42.03,0.0,inf
2003-07-29,41.51,0.0,inf
2003-07-30,41.85,0.0,inf
2003-07-31,42.0,0.0,inf
2003-08-01,41.74,0.0,inf
2003-08-04,42.47,0.0,inf
2003-08-05,41.57,0.0,inf
2003-08-06,41.29,0.0,inf
2003-08-07,41.22,0.0,inf
2003-08-08,41.72,0.0,inf
2003-08-11,42.64,0.13,328.0
2003-08-12,43.1,0.13,331.53846153846155
2003-08-13,42.49,0.13,326.84615384615387
2003-08-14,43.26,0.13,332.7692307692307
2003-08-15,43.05,0.13,331.15384615384613
2003-08-18,43.44,0.13,334.15384615384613
2003-08-19,44.4,0.13,341.5384615384615
2003-08-20,44.49,0.13,342.2307692307692
2003-08-21,44.44,0.13,341.8461538461538
2003-08-22,44.42,0.13,341.6923076923077
2003-08-25,44.19,0.13,339.9230769230769
2003-08-26,44.26,0.13,340.46153846153845
2003-08-27,43.44,0.13,334.15384615384613
2003-08-28,44.53,0.13,342.53846153846155
2003-08-29,44.99,0.13,346.0769230769231
2003-09-02,45.51,0.13,350.07692307692304
2003-09-03,45.56,0.13,350.46153846153845
2003-09-04,45.08,0.13,346.7692307692307
2003-09-05,44.38,0.13,341.3846153846154
2003-09-08,45.34,0.13,348.7692307692308
2003-09-09,45.05,0.13,346.5384615384615
2003-09-10,44.92,0.13,345.53846153846155
2003-09-11,44.96,0.13,345.84615384615387
2003-09-12,44.63,0.13,343.3076923076923
2003-09-15,44.4,0.13,341.5384615384615
2003-09-16,46.57,0.13,358.2307692307692
2003-09-17,47.13,0.13,362.53846153846155
2003-09-18,47.42,0.13,364.7692307692308
2003-09-19,47.38,0.13,364.46153846153845
2003-09-22,47.1,0.13,362.3076923076923
2003-09-23,48.05,0.13,369.6153846153846
2003-09-24,46.81,0.13,360.0769230769231
2003-09-25,46.81,0.13,360.0769230769231
2003-09-26,45.89,0.13,353.0
2003-09-29,46.62,0.13,358.6153846153846
2003-09-30,46.09,0.13,354.53846153846155
2003-10-01,47.45,0.13,365.0
2003-10-02,48.26,0.13,371.2307692307692
2003-10-03,49.14,0.13,378.0
2003-10-06,49.79,0.13,383.0
2003-10-07,49.88,0.13,383.6923076923077
2003-10-08,49.93,0.13,384.07692307692304
2003-10-09,49.93,0.13,384.07692307692304
2003-10-10,50.8,0.13,390.7692307692307
2003-10-13,51.18,0.13,393.6923076923077
2003-10-14,51.53,0.13,396.38461538461536
2003-10-15,51.79,0.13,398.38461538461536
2003-10-16,52.42,0.13,403.2307692307692
2003-10-17,51.52,0.13,396.3076923076923
2003-10-20,51.9,0.13,399.2307692307692
2003-10-21,52.32,0.13,402.46153846153845
2003-10-22,50.97,0.13,392.07692307692304
2003-10-23,49.01,0.13,377.0
2003-10-24,48.79,0.13,375.30769230769226
2003-10-27,48.88,0.13,376.0
2003-10-28,49.22,0.13,378.6153846153846
2003-10-29,50.25,0.13,386.53846153846155
2003-10-30,49.62,0.13,381.6923076923077
2003-10-31,49.47,0.13,380.5384615384615
2003-11-03,49.45,0.13,380.3846153846154
2003-11-04,49.66,0.13,381.99999999999994
2003-11-05,50.15,0.13,385.7692307692307
2003-11-06,50.09,0.13,385.3076923076923
2003-11-07,50.05,0.32,156.40625
2003-11-10,49.56,0.32,154.875
2003-11-11,49.64,0.32,155.125
2003-11-12,51.31,0.32,160.34375
2003-11-13,51.13,0.32,159.78125
2003-11-14,50.04,0.32,156.375
2003-11-17,48.45,0.32,151.40625
2003-11-18,45.92,0.32,143.5
2003-11-19,44.1,0.32,137.8125
2003-11-20,44.25,0.32,138.28125
2003-11-21,44.16,0.32,138.0
2003-11-24,43.69,0.32,136.53125
2003-11-25,43.63,0.32,136.34375
2003-11-26,45.38,0.32,141.8125
2003-11-28,44.23,0.32,138.21875
2003-12-01,45.19,0.32,141.21875
2003-12-02,43.9,0.32,137.1875
2003-12-03,42.27,0.32,132.09375
2003-12-04,42.01,0.32,131.28125
2003-12-05,42.28,0.32,132.125
2003-12-08,42.48,0.32,132.75
2003-12-09,41.43,0.32,129.46875
2003-12-10,41.35,0.32,129.21875
2003-12-11,43.63,0.32,136.34375
2003-12-12,44.26,0.32,138.3125
2003-12-15,43.25,0.32,135.15625
2003-12-16,44.47,0.32,138.96875
2003-12-17,44.35,0.32,138.59375
2003-12-18,44.85,0.32,140.15625
2003-12-19,46.09,0.32,144.03125
2003-12-22,46.02,0.32,143.8125
2003-12-23,47.23,0.32,147.59375
2003-12-24,46.8,0.32,146.25
2003-12-26,46.95,0.32,146.71875
2003-12-29,47.25,0.32,147.65625
2003-12-30,47.87,0.32,149.59375
2003-12-31,47.68,0.32,149.0
2004-01-02,47.63,0.32,148.84375
2004-01-05,47.83,0.32,149.46875
2004-01-06,48.87,0.32,152.71875
2004-01-07,48.65,0.32,152.03125
2004-01-08,49.13,0.32,153.53125
2004-01-09,48.13,0.32,150.40625
2004-01-12,48.96,0.32,153.0
2004-01-13,46.85,0.32,146.40625
2004-01-14,48.18,0.32,150.5625
2004-01-15,48.41,0.32,151.28125
2004-01-16,47.66,0.32,148.9375
2004-01-20,47.85,0.32,149.53125
2004-01-21,47.75,0.32,149.21875
2004-01-22,48.44,0.32,151.375
2004-01-23,49.13,0.32,153.53125
2004-01-26,49.42,0.32,154.4375
2004-01-27,48.53,0.32,151.65625
2004-01-28,46.31,0.32,144.71875
2004-01-29,46.94,0.32,146.6875
2004-01-30,46.86,0.32,146.4375
2004-02-02,45.42,0.32,141.9375
2004-02-03,44.53,0.32,139.15625
2004-02-04,44.17,0.32,138.03125
2004-02-05,44.1,0.32,137.8125
2004-02-06,44.63,0.32,139.46875
2004-02-09,44.85,0.32,140.15625
2004-02-10,44.78,1.66,26.975903614457835
2004-02-11,45.42,1.66,27.36144578313253
2004-02-12,45.05,1.66,27.13855421686747
2004-02-13,44.43,1.66,26.765060240963855
2004-02-17,44.9,1.66,27.048192771084338
2004-02-18,46.66,1.66,28.10843373493976
2004-02-19,46.09,1.66,27.76506024096386
2004-02-20,45.68,1.66,27.518072289156628
2004-02-23,45.93,1.66,27.668674698795183
2004-02-24,46.68,1.66,28.120481927710845
2004-02-25,46.58,1.66,28.06024096385542
2004-02-26,46.82,1.66,28.204819277108435
