date,FE,FE_EPS,PE Ratio
,,-3.08,
1994-05-13,,0.44,
1994-08-12,,0.48,
1994-11-14,,0.58,
1995-05-15,,0.46,
1995-08-14,,0.5,
1995-11-13,,0.61,
1996-05-15,,0.49,
1996-08-14,,0.51,
1996-11-14,,0.62,
1997-05-15,,0.51,
1997-08-14,,0.51,
1997-11-10,25.19,0.51,49.3921568627451
1997-11-11,25.31,0.51,49.627450980392155
1997-11-12,25.63,0.51,50.25490196078431
1997-11-13,25.88,0.61,42.42622950819672
1997-11-14,26.0,0.61,42.622950819672134
1997-11-17,26.13,0.61,42.83606557377049
1997-11-18,26.06,0.61,42.721311475409834
1997-11-19,26.25,0.61,43.032786885245905
1997-11-20,26.5,0.61,43.442622950819676
1997-11-21,26.88,0.61,44.0655737704918
1997-11-24,26.88,0.61,44.0655737704918
1997-11-25,27.13,0.61,44.47540983606557
1997-11-26,26.88,0.61,44.0655737704918
1997-11-28,27.0,0.61,44.26229508196722
1997-12-01,27.38,0.61,44.885245901639344
1997-12-02,27.13,0.61,44.47540983606557
1997-12-03,27.13,0.61,44.47540983606557
1997-12-04,27.38,0.61,44.885245901639344
1997-12-05,27.31,0.61,44.77049180327869
1997-12-08,27.31,0.61,44.77049180327869
1997-12-09,27.19,0.61,44.57377049180328
1997-12-10,27.31,0.61,44.77049180327869
1997-12-11,27.13,0.61,44.47540983606557
1997-12-12,27.19,0.61,44.57377049180328
1997-12-15,27.5,0.61,45.08196721311476
1997-12-16,27.44,0.61,44.98360655737705
1997-12-17,27.44,0.61,44.98360655737705
1997-12-18,27.81,0.61,45.59016393442623
1997-12-19,28.31,0.61,46.40983606557377
1997-12-22,28.63,0.61,46.9344262295082
1997-12-23,28.5,0.61,46.721311475409834
1997-12-24,28.63,0.61,46.9344262295082
1997-12-26,28.25,0.61,46.31147540983606
1997-12-29,28.56,0.61,46.81967213114754
1997-12-30,28.81,0.61,47.22950819672131
1997-12-31,29.0,0.61,47.540983606557376
1998-01-02,28.88,0.61,47.34426229508197
1998-01-05,28.38,0.61,46.52459016393443
1998-01-06,28.56,0.61,46.81967213114754
1998-01-07,28.44,0.61,46.622950819672134
1998-01-08,28.38,0.61,46.52459016393443
1998-01-09,28.31,0.61,46.40983606557377
1998-01-12,28.75,0.61,47.131147540983605
1998-01-13,28.44,0.61,46.622950819672134
1998-01-14,28.44,0.61,46.622950819672134
1998-01-15,28.25,0.61,46.31147540983606
1998-01-16,28.38,0.61,46.52459016393443
1998-01-20,28.5,0.61,46.721311475409834
1998-01-21,28.5,0.61,46.721311475409834
1998-01-22,28.5,0.61,46.721311475409834
1998-01-23,28.31,0.61,46.40983606557377
1998-01-26,28.63,0.61,46.9344262295082
1998-01-27,28.63,0.61,46.9344262295082
1998-01-28,28.94,0.61,47.442622950819676
1998-01-29,29.44,0.61,48.26229508196722
1998-01-30,29.0,0.61,47.540983606557376
1998-02-02,29.0,0.61,47.540983606557376
1998-02-03,29.44,0.61,48.26229508196722
1998-02-04,29.06,0.61,47.63934426229508
1998-02-05,29.25,0.61,47.950819672131146
1998-02-06,29.56,0.61,48.459016393442624
1998-02-09,29.38,0.61,48.16393442622951
1998-02-10,29.25,0.61,47.950819672131146
1998-02-11,29.25,0.61,47.950819672131146
1998-02-12,29.38,0.61,48.16393442622951
1998-02-13,29.63,0.61,48.57377049180328
1998-02-17,29.25,0.61,47.950819672131146
1998-02-18,29.19,0.61,47.852459016393446
1998-02-19,29.25,0.61,47.950819672131146
1998-02-20,29.06,0.61,47.63934426229508
1998-02-23,29.0,0.61,47.540983606557376
1998-02-24,28.75,0.61,47.131147540983605
1998-02-25,29.0,0.61,47.540983606557376
1998-02-26,28.81,0.61,47.22950819672131
1998-02-27,28.94,0.61,47.442622950819676
1998-03-02,28.88,0.61,47.34426229508197
1998-03-03,29.06,0.61,47.63934426229508
1998-03-04,29.31,0.61,48.049180327868854
1998-03-05,29.06,0.61,47.63934426229508
1998-03-06,29.69,0.61,48.67213114754099
1998-03-09,29.81,0.61,48.868852459016395
1998-03-10,30.25,0.61,49.59016393442623
1998-03-11,29.94,0.61,49.08196721311476
1998-03-12,30.06,0.61,49.278688524590166
1998-03-13,29.94,0.61,49.08196721311476
1998-03-16,30.31,0.61,49.68852459016394
1998-03-17,30.63,0.61,50.21311475409836
1998-03-18,30.44,0.61,49.9016393442623
1998-03-19,30.5,0.61,50.0
1998-03-20,30.81,0.61,50.50819672131147
1998-03-23,30.75,0.61,50.40983606557377
1998-03-24,30.63,0.61,50.21311475409836
1998-03-25,31.0,0.61,50.81967213114754
1998-03-26,30.88,0.61,50.622950819672134
1998-03-27,30.5,0.61,50.0
1998-03-30,30.31,0.61,49.68852459016394
1998-03-31,30.81,0.61,50.50819672131147
1998-04-01,30.94,0.61,50.72131147540984
1998-04-02,31.25,0.61,51.22950819672131
1998-04-03,31.19,0.61,51.13114754098361
1998-04-06,30.94,0.61,50.72131147540984
1998-04-07,30.75,0.61,50.40983606557377
1998-04-08,30.56,0.61,50.09836065573771
1998-04-09,31.0,0.61,50.81967213114754
1998-04-13,30.81,0.61,50.50819672131147
1998-04-14,31.25,0.61,51.22950819672131
1998-04-15,31.81,0.61,52.147540983606554
1998-04-16,31.19,0.61,51.13114754098361
1998-04-17,31.5,0.61,51.63934426229508
1998-04-20,30.94,0.61,50.72131147540984
1998-04-21,30.88,0.61,50.622950819672134
1998-04-22,30.75,0.61,50.40983606557377
1998-04-23,30.06,0.61,49.278688524590166
1998-04-24,30.0,0.61,49.18032786885246
1998-04-27,29.56,0.61,48.459016393442624
1998-04-28,29.69,0.61,48.67213114754099
1998-04-29,29.63,0.61,48.57377049180328
1998-04-30,30.25,0.61,49.59016393442623
1998-05-01,30.44,0.61,49.9016393442623
1998-05-04,30.44,0.61,49.9016393442623
1998-05-05,29.81,0.61,48.868852459016395
1998-05-06,30.06,0.61,49.278688524590166
1998-05-07,29.63,0.61,48.57377049180328
1998-05-08,29.94,0.61,49.08196721311476
1998-05-11,30.13,0.61,49.39344262295082
1998-05-12,30.06,0.61,49.278688524590166
1998-05-13,29.75,0.61,48.77049180327869
1998-05-14,29.81,0.56,53.23214285714285
1998-05-15,29.75,0.56,53.12499999999999
1998-05-18,29.63,0.56,52.91071428571428
1998-05-19,29.56,0.56,52.78571428571428
1998-05-20,29.56,0.56,52.78571428571428
1998-05-21,29.38,0.56,52.46428571428571
1998-05-22,29.31,0.56,52.33928571428571
1998-05-26,29.0,0.56,51.78571428571428
1998-05-27,28.56,0.56,50.99999999999999
1998-05-28,29.13,0.56,52.01785714285714
1998-05-29,29.69,0.56,53.01785714285714
1998-06-01,30.31,0.56,54.12499999999999
1998-06-02,30.5,0.56,54.46428571428571
1998-06-03,30.44,0.56,54.357142857142854
1998-06-04,30.88,0.56,55.14285714285714
1998-06-05,31.06,0.56,55.46428571428571
1998-06-08,30.81,0.56,55.01785714285714
1998-06-09,30.94,0.56,55.25
1998-06-10,31.44,0.56,56.14285714285714
1998-06-11,31.25,0.56,55.80357142857142
1998-06-12,31.19,0.56,55.69642857142857
1998-06-15,30.25,0.56,54.01785714285714
1998-06-16,30.69,0.56,54.80357142857142
1998-06-17,30.63,0.56,54.69642857142856
1998-06-18,30.56,0.56,54.57142857142856
1998-06-19,30.44,0.56,54.357142857142854
1998-06-22,30.5,0.56,54.46428571428571
1998-06-23,30.5,0.56,54.46428571428571
