date,AVGO,AVGO_EPS,PE Ratio
2010-01-21,17.99,0.05,359.79999999999995
2010-01-22,17.56,0.05,351.19999999999993
2010-01-25,17.65,0.05,352.99999999999994
2010-01-26,17.76,0.05,355.2
2010-01-27,17.41,0.05,348.2
2010-01-28,17.72,0.05,354.4
2010-01-29,17.38,0.05,347.59999999999997
2010-02-01,17.5,0.05,350.0
2010-02-02,17.7,0.05,353.99999999999994
2010-02-03,17.62,0.05,352.4
2010-02-04,17.22,0.05,344.4
2010-02-05,17.2,0.05,343.99999999999994
2010-02-08,17.01,0.05,340.2
2010-02-09,16.99,0.05,339.79999999999995
2010-02-10,16.8,0.05,336.0
2010-02-11,17.13,0.05,342.59999999999997
2010-02-12,17.36,0.05,347.2
2010-02-16,17.48,0.05,349.59999999999997
2010-02-17,17.41,0.05,348.2
2010-02-18,17.45,0.05,348.99999999999994
2010-02-19,17.53,0.05,350.6
2010-02-22,17.35,0.05,347.0
2010-02-23,17.38,0.05,347.59999999999997
2010-02-24,17.74,0.05,354.79999999999995
2010-02-25,18.09,0.05,361.79999999999995
2010-02-26,18.15,0.05,362.99999999999994
2010-03-01,18.3,0.05,366.0
2010-03-02,18.72,0.05,374.4
2010-03-03,18.91,0.05,378.2
2010-03-04,19.06,0.25,76.24
2010-03-05,19.36,0.25,77.44
2010-03-08,19.31,0.25,77.24
2010-03-09,19.35,0.25,77.4
2010-03-10,19.74,0.25,78.96
2010-03-11,19.86,0.25,79.44
2010-03-12,19.65,0.25,78.6
2010-03-15,19.42,0.25,77.68
2010-03-16,19.5,0.25,78.0
2010-03-17,19.89,0.25,79.56
2010-03-18,19.98,0.25,79.92
2010-03-19,20.11,0.25,80.44
2010-03-22,19.94,0.25,79.76
2010-03-23,20.22,0.25,80.88
2010-03-24,19.62,0.25,78.48
2010-03-25,19.65,0.25,78.6
2010-03-26,19.91,0.25,79.64
2010-03-29,20.22,0.25,80.88
2010-03-30,20.38,0.25,81.52
2010-03-31,20.56,0.25,82.24
2010-04-01,20.5,0.25,82.0
2010-04-05,20.26,0.25,81.04
2010-04-06,20.68,0.25,82.72
2010-04-07,20.48,0.25,81.92
2010-04-08,20.1,0.25,80.4
2010-04-09,20.01,0.25,80.04
2010-04-12,20.02,0.25,80.08
2010-04-13,20.15,0.25,80.6
2010-04-14,21.55,0.25,86.2
2010-04-15,21.96,0.25,87.84
2010-04-16,21.88,0.25,87.52
2010-04-19,21.9,0.25,87.6
2010-04-20,22.37,0.25,89.48
2010-04-21,21.84,0.25,87.36
2010-04-22,21.53,0.25,86.12
2010-04-23,21.49,0.25,85.96
2010-04-26,21.79,0.25,87.16
2010-04-27,21.0,0.25,84.0
2010-04-28,21.01,0.25,84.04
2010-04-29,21.4,0.25,85.6
2010-04-30,20.51,0.25,82.04
2010-05-03,21.12,0.25,84.48
2010-05-04,20.05,0.25,80.2
2010-05-05,19.59,0.25,78.36
2010-05-06,19.2,0.25,76.8
2010-05-07,19.29,0.25,77.16
2010-05-10,20.74,0.25,82.96
2010-05-11,20.66,0.25,82.64
2010-05-12,20.72,0.25,82.88
2010-05-13,20.46,0.25,81.84
2010-05-14,20.23,0.25,80.92
2010-05-17,20.52,0.25,82.08
2010-05-18,20.08,0.25,80.32
2010-05-19,20.02,0.25,80.08
2010-05-20,20.1,0.25,80.4
2010-05-21,19.81,0.25,79.24
2010-05-24,19.39,0.25,77.56
2010-05-25,19.23,0.25,76.92
2010-05-26,20.02,0.25,80.08
2010-05-27,21.34,0.25,85.36
2010-05-28,20.65,0.25,82.6
2010-06-01,20.39,0.25,81.56
2010-06-02,21.11,0.25,84.44
2010-06-03,21.66,0.37,58.54054054054054
2010-06-04,20.81,0.37,56.24324324324324
2010-06-07,20.77,0.37,56.13513513513514
2010-06-08,21.09,0.37,57.0
2010-06-09,21.07,0.37,56.94594594594595
2010-06-10,21.8,0.37,58.91891891891892
2010-06-11,21.93,0.37,59.270270270270274
2010-06-14,21.51,0.37,58.13513513513514
2010-06-15,22.25,0.37,60.13513513513514
2010-06-16,22.88,0.37,61.83783783783784
2010-06-17,23.35,0.37,63.10810810810811
2010-06-18,23.04,0.37,62.27027027027027
2010-06-21,22.99,0.37,62.13513513513513
2010-06-22,22.26,0.37,60.16216216216217
2010-06-23,22.54,0.37,60.91891891891892
2010-06-24,21.24,0.37,57.4054054054054
2010-06-25,21.47,0.37,58.027027027027025
2010-06-28,21.75,0.37,58.78378378378378
2010-06-29,20.97,0.37,56.67567567567567
2010-06-30,21.06,0.37,56.91891891891892
2010-07-01,21.41,0.37,57.86486486486486
2010-07-02,21.57,0.37,58.2972972972973
2010-07-06,20.87,0.37,56.40540540540541
2010-07-07,21.67,0.37,58.56756756756757
2010-07-08,21.79,0.37,58.89189189189189
2010-07-09,22.01,0.37,59.48648648648649
2010-07-12,22.1,0.37,59.72972972972973
2010-07-13,22.48,0.37,60.75675675675676
2010-07-14,22.29,0.37,60.24324324324324
2010-07-15,22.91,0.37,61.91891891891892
2010-07-16,21.99,0.37,59.43243243243243
2010-07-19,22.27,0.37,60.189189189189186
2010-07-20,22.0,0.37,59.45945945945946
2010-07-21,21.77,0.37,58.83783783783784
2010-07-22,22.85,0.37,61.75675675675676
2010-07-23,22.88,0.37,61.83783783783784
2010-07-26,22.8,0.37,61.62162162162162
2010-07-27,22.42,0.37,60.5945945945946
2010-07-28,21.8,0.37,58.91891891891892
2010-07-29,21.77,0.37,58.83783783783784
2010-07-30,21.76,0.37,58.810810810810814
2010-08-02,21.83,0.37,58.99999999999999
2010-08-03,21.6,0.37,58.378378378378386
2010-08-04,22.34,0.37,60.37837837837838
2010-08-05,22.74,0.37,61.45945945945945
2010-08-06,22.59,0.37,61.054054054054056
2010-08-09,22.9,0.37,61.89189189189189
2010-08-10,22.3,0.37,60.270270270270274
2010-08-11,20.23,0.37,54.67567567567568
2010-08-12,20.41,0.37,55.16216216216216
2010-08-13,19.99,0.37,54.027027027027025
2010-08-16,20.27,0.37,54.78378378378378
2010-08-17,20.37,0.37,55.054054054054056
2010-08-18,20.75,0.37,56.08108108108108
2010-08-19,20.51,0.37,55.432432432432435
2010-08-20,20.43,0.37,55.21621621621622
2010-08-23,20.4,0.37,55.13513513513513
2010-08-24,20.24,0.37,54.7027027027027
2010-08-25,20.29,0.37,54.83783783783784
2010-08-26,20.6,0.37,55.67567567567568
2010-08-27,20.31,0.37,54.89189189189189
2010-08-30,20.0,0.37,54.054054054054056
2010-08-31,20.15,0.37,54.45945945945946
2010-09-01,21.0,0.37,56.75675675675676
2010-09-02,21.05,0.51,41.27450980392157
2010-09-03,20.98,0.51,41.13725490196079
2010-09-07,20.58,0.51,40.35294117647059
2010-09-08,20.08,0.51,39.37254901960784
2010-09-09,19.67,0.51,38.568627450980394
2010-09-10,18.65,0.51,36.56862745098039
2010-09-13,18.95,0.51,37.15686274509804
2010-09-14,19.9,0.51,39.01960784313725
2010-09-15,19.11,0.51,37.470588235294116
2010-09-16,19.25,0.51,37.745098039215684
2010-09-17,20.04,0.51,39.29411764705882
2010-09-20,20.63,0.51,40.45098039215686
2010-09-21,20.77,0.51,40.72549019607843
2010-09-22,20.76,0.51,40.70588235294118
2010-09-23,21.33,0.51,41.8235294117647
2010-09-24,21.58,0.51,42.31372549019608
2010-09-27,21.95,0.51,43.03921568627451
2010-09-28,22.3,0.51,43.72549019607843
2010-09-29,22.33,0.51,43.78431372549019
2010-09-30,22.51,0.51,44.13725490196079
2010-10-01,22.63,0.51,44.37254901960784
2010-10-04,22.31,0.51,43.745098039215684
2010-10-05,22.45,0.51,44.01960784313725
2010-10-06,22.28,0.51,43.68627450980392
2010-10-07,22.88,0.51,44.86274509803921
2010-10-08,22.2,0.51,43.52941176470588
2010-10-11,22.34,0.51,43.80392156862745
2010-10-12,22.02,0.51,43.17647058823529
2010-10-13,22.0,0.51,43.13725490196078
2010-10-14,22.42,0.51,43.96078431372549
2010-10-15,22.69,0.51,44.490196078431374
2010-10-18,22.74,0.51,44.588235294117645
2010-10-19,22.39,0.51,43.90196078431373
2010-10-20,22.1,0.51,43.333333333333336
2010-10-21,21.95,0.51,43.03921568627451
2010-10-22,22.48,0.51,44.07843137254902
2010-10-25,22.86,0.51,44.8235294117647
2010-10-26,23.42,0.51,45.92156862745098
2010-10-27,23.7,0.51,46.470588235294116
2010-10-28,23.43,0.51,45.94117647058823
2010-10-29,24.68,0.51,48.3921568627451
2010-11-01,23.83,0.51,46.725490196078425
2010-11-02,24.08,0.51,47.2156862745098
2010-11-03,24.68,0.51,48.3921568627451
2010-11-04,25.29,0.51,49.588235294117645
2010-11-05,25.37,0.51,49.74509803921569
2010-11-08,25.25,0.51,49.509803921568626
2010-11-09,24.83,0.51,48.686274509803916
2010-11-10,24.61,0.51,48.25490196078431
2010-11-11,24.85,0.51,48.72549019607843
2010-11-12,25.72,0.51,50.431372549019606
2010-11-15,25.17,0.51,49.352941176470594
2010-11-16,24.9,0.51,48.8235294117647
2010-11-17,24.6,0.51,48.23529411764706
2010-11-18,25.07,0.51,49.15686274509804
2010-11-19,25.27,0.51,49.549019607843135
2010-11-22,26.01,0.51,51.0
2010-11-23,25.98,0.51,50.94117647058823
2010-11-24,26.3,0.51,51.568627450980394
2010-11-26,27.01,0.51,52.96078431372549
2010-11-29,26.92,0.51,52.7843137254902
2010-11-30,26.11,0.51,51.19607843137255
2010-12-01,26.86,0.51,52.666666666666664
2010-12-02,28.41,0.51,55.705882352941174
2010-12-03,26.55,0.51,52.05882352941177
2010-12-06,26.85,0.51,52.64705882352941
2010-12-07,24.86,0.51,48.745098039215684
2010-12-08,25.4,0.51,49.803921568627445
2010-12-09,26.41,0.51,51.78431372549019
2010-12-10,26.4,0.51,51.764705882352935
2010-12-13,26.58,0.51,52.11764705882352
2010-12-14,26.29,0.51,51.549019607843135
2010-12-15,26.4,0.51,51.764705882352935
2010-12-16,27.64,0.51,54.19607843137255
2010-12-17,28.17,0.51,55.23529411764706
2010-12-20,27.81,0.51,54.52941176470588
2010-12-21,27.88,0.51,54.666666666666664
2010-12-22,28.14,0.51,55.1764705882353
2010-12-23,28.13,0.51,55.15686274509804
2010-12-27,28.76,0.51,56.3921568627451
2010-12-28,28.3,0.51,55.490196078431374
2010-12-29,28.63,0.51,56.13725490196078
2010-12-30,28.88,0.51,56.627450980392155
2010-12-31,28.41,0.51,55.705882352941174
2011-01-03,27.8,0.51,54.509803921568626
2011-01-04,28.0,0.51,54.90196078431372
2011-01-05,27.99,0.51,54.882352941176464
2011-01-06,28.52,0.51,55.92156862745098
2011-01-07,28.28,0.51,55.450980392156865
2011-01-10,28.9,0.51,56.666666666666664
2011-01-11,29.24,0.51,57.33333333333333
2011-01-12,28.17,0.51,55.23529411764706
2011-01-13,28.35,0.51,55.58823529411765
2011-01-14,29.01,0.51,56.88235294117647
2011-01-18,27.75,0.51,54.411764705882355
2011-01-19,27.76,0.51,54.43137254901961
2011-01-20,27.7,0.51,54.31372549019608
2011-01-21,27.77,0.51,54.45098039215686
2011-01-24,28.09,0.51,55.07843137254902
2011-01-25,28.02,0.51,54.94117647058823
2011-01-26,28.25,0.51,55.3921568627451
2011-01-27,29.22,0.51,57.29411764705882
2011-01-28,28.05,0.51,55.0
2011-01-31,28.71,0.51,56.294117647058826
2011-02-01,29.07,0.51,57.0
2011-02-02,28.8,0.51,56.470588235294116
2011-02-03,29.41,0.51,57.666666666666664
2011-02-04,31.2,0.51,61.17647058823529
2011-02-07,30.79,0.51,60.37254901960784
2011-02-08,31.91,0.51,62.568627450980394
2011-02-09,32.77,0.51,64.25490196078432
2011-02-10,32.48,0.51,63.686274509803916
2011-02-11,33.29,0.51,65.27450980392156
2011-02-14,34.04,0.51,66.74509803921568
2011-02-15,33.71,0.51,66.09803921568627
2011-02-16,34.38,0.51,67.41176470588236
2011-02-17,33.63,0.51,65.94117647058825
2011-02-18,33.85,0.51,66.37254901960785
2011-02-22,32.6,0.51,63.92156862745098
2011-02-23,31.34,0.51,61.450980392156865
2011-02-24,33.98,0.51,66.62745098039215
2011-02-25,34.36,0.51,67.37254901960785
2011-02-28,33.99,0.51,66.64705882352942
2011-03-01,32.07,0.51,62.88235294117647
2011-03-02,32.46,0.51,63.64705882352941
2011-03-03,33.0,0.51,64.70588235294117
2011-03-04,32.79,0.51,64.29411764705883
2011-03-07,31.98,0.51,62.705882352941174
2011-03-08,32.39,0.51,63.509803921568626
2011-03-09,31.0,0.51,60.78431372549019
2011-03-10,31.01,0.51,60.80392156862745
2011-03-11,31.23,0.51,61.23529411764706
2011-03-14,31.0,0.51,60.78431372549019
2011-03-15,31.07,0.51,60.92156862745098
2011-03-16,29.56,0.51,57.96078431372548
2011-03-17,29.32,0.51,57.490196078431374
2011-03-18,30.32,0.51,59.450980392156865
2011-03-21,30.99,0.51,60.764705882352935
2011-03-22,30.71,0.51,60.21568627450981
2011-03-23,31.01,0.51,60.80392156862745
2011-03-24,31.07,0.51,60.92156862745098
2011-03-25,30.85,0.51,60.490196078431374
2011-03-28,30.99,0.51,60.764705882352935
2011-03-29,30.97,0.51,60.725490196078425
2011-03-30,31.49,0.51,61.745098039215684
2011-03-31,31.1,0.51,60.98039215686275
2011-04-01,31.52,0.51,61.80392156862745
2011-04-04,30.6,0.51,60.0
2011-04-05,31.67,0.51,62.09803921568628
2011-04-06,32.77,0.51,64.25490196078432
2011-04-07,32.47,0.51,63.666666666666664
2011-04-08,32.57,0.51,63.86274509803921
2011-04-11,32.23,0.51,63.19607843137254
2011-04-12,31.37,0.51,61.509803921568626
2011-04-13,31.8,0.51,62.35294117647059
2011-04-14,31.07,0.51,60.92156862745098
2011-04-15,31.74,0.51,62.23529411764706
2011-04-18,31.6,0.51,61.96078431372549
2011-04-19,31.77,0.51,62.29411764705882
2011-04-20,32.56,0.51,63.84313725490196
2011-04-21,32.6,0.51,63.92156862745098
2011-04-25,32.24,0.51,63.21568627450981
2011-04-26,32.35,0.51,63.431372549019606
2011-04-27,33.39,0.51,65.47058823529412
2011-04-28,32.89,0.51,64.49019607843137
2011-04-29,33.46,0.51,65.6078431372549
2011-05-02,33.15,0.51,65.0
2011-05-03,32.16,0.51,63.058823529411754
2011-05-04,32.54,0.51,63.80392156862745
2011-05-05,33.24,0.51,65.17647058823529
2011-05-06,34.91,0.51,68.45098039215685
2011-05-09,35.46,0.51,69.52941176470588
2011-05-10,35.81,0.51,70.2156862745098
2011-05-11,35.87,0.51,70.33333333333333
2011-05-12,35.06,0.51,68.74509803921569
2011-05-13,34.89,0.51,68.41176470588235
2011-05-16,34.26,0.51,67.17647058823529
2011-05-17,34.27,0.51,67.19607843137256
2011-05-18,34.63,0.51,67.90196078431373
2011-05-19,34.81,0.51,68.25490196078432
2011-05-20,34.39,0.51,67.43137254901961
2011-05-23,32.03,0.51,62.80392156862745
2011-05-24,31.71,0.51,62.1764705882353
2011-05-25,34.5,0.51,67.6470588235294
2011-05-26,34.71,0.51,68.05882352941177
2011-05-27,35.01,0.51,68.6470588235294
2011-05-31,33.79,0.51,66.25490196078431
2011-06-01,33.77,0.51,66.2156862745098
2011-06-02,33.52,0.51,65.72549019607844
2011-06-03,33.89,0.51,66.45098039215686
2011-06-06,33.33,0.51,65.35294117647058
2011-06-07,34.05,0.51,66.76470588235293
2011-06-08,33.41,0.51,65.50980392156862
2011-06-09,34.23,0.54,63.38888888888888
2011-06-10,33.77,0.54,62.53703703703704
2011-06-13,33.47,0.54,61.981481481481474
2011-06-14,34.22,0.54,63.37037037037037
2011-06-15,33.56,0.54,62.148148148148145
2011-06-16,33.37,0.54,61.79629629629629
2011-06-17,32.5,0.54,60.18518518518518
2011-06-20,32.75,0.54,60.648148148148145
2011-06-21,34.07,0.54,63.09259259259259
2011-06-22,36.0,0.54,66.66666666666666
2011-06-23,35.82,0.54,66.33333333333333
2011-06-24,35.52,0.54,65.77777777777779
2011-06-27,35.45,0.54,65.64814814814815
2011-06-28,36.95,0.54,68.42592592592592
2011-06-29,37.71,0.54,69.83333333333333
2011-06-30,38.0,0.54,70.37037037037037
2011-07-01,38.66,0.54,71.59259259259258
2011-07-05,38.96,0.54,72.14814814814814
2011-07-06,39.08,0.54,72.37037037037037
2011-07-07,38.66,0.54,71.59259259259258
2011-07-08,37.96,0.54,70.29629629629629
2011-07-11,37.39,0.54,69.24074074074073
2011-07-12,35.41,0.54,65.57407407407406
2011-07-13,35.38,0.54,65.51851851851852
2011-07-14,35.18,0.54,65.14814814814814
2011-07-15,35.51,0.54,65.75925925925925
2011-07-18,35.0,0.54,64.81481481481481
2011-07-19,36.2,0.54,67.03703703703704
2011-07-20,36.07,0.54,66.79629629629629
2011-07-21,36.76,0.54,68.07407407407406
2011-07-22,37.07,0.54,68.64814814814814
2011-07-25,36.09,0.54,66.83333333333333
2011-07-26,36.66,0.54,67.88888888888887
2011-07-27,33.63,0.54,62.27777777777778
2011-07-28,34.64,0.54,64.14814814814814
2011-07-29,33.63,0.54,62.27777777777778
2011-08-01,33.2,0.54,61.48148148148148
2011-08-02,32.05,0.54,59.35185185185184
2011-08-03,32.78,0.54,60.7037037037037
2011-08-04,30.9,0.54,57.222222222222214
2011-08-05,29.34,0.54,54.33333333333333
2011-08-08,27.19,0.54,50.35185185185185
2011-08-09,29.63,0.54,54.87037037037037
2011-08-10,29.25,0.54,54.166666666666664
2011-08-11,30.71,0.54,56.87037037037037
2011-08-12,31.04,0.54,57.481481481481474
2011-08-15,31.61,0.54,58.53703703703703
2011-08-16,30.97,0.54,57.35185185185185
2011-08-17,30.7,0.54,56.85185185185185
2011-08-18,28.61,0.54,52.981481481481474
2011-08-19,28.29,0.54,52.388888888888886
2011-08-22,27.64,0.54,51.18518518518518
2011-08-23,29.26,0.54,54.18518518518518
2011-08-24,32.27,0.54,59.75925925925926
2011-08-25,30.88,0.54,57.185185185185176
2011-08-26,31.52,0.54,58.37037037037037
2011-08-29,32.85,0.54,60.83333333333333
2011-08-30,33.13,0.54,61.351851851851855
2011-08-31,33.11,0.54,61.31481481481481
2011-09-01,31.56,0.54,58.444444444444436
2011-09-02,31.13,0.54,57.648148148148145
2011-09-06,31.46,0.54,58.25925925925926
2011-09-07,32.7,0.54,60.55555555555556
2011-09-08,33.09,0.58,57.051724137931046
2011-09-09,32.3,0.58,55.689655172413794
2011-09-12,33.53,0.58,57.81034482758621
2011-09-13,34.32,0.58,59.17241379310345
2011-09-14,36.56,0.58,63.0344827586207
2011-09-15,36.74,0.58,63.344827586206904
2011-09-16,36.49,0.58,62.913793103448285
2011-09-19,37.35,0.58,64.39655172413794
2011-09-20,36.32,0.58,62.62068965517242
2011-09-21,35.98,0.58,62.03448275862069
2011-09-22,33.98,0.58,58.58620689655172
2011-09-23,34.8,0.58,60.0
2011-09-26,34.1,0.58,58.79310344827587
2011-09-27,34.49,0.58,59.46551724137932
2011-09-28,33.01,0.58,56.91379310344828
2011-09-29,33.17,0.58,57.1896551724138
2011-09-30,32.77,0.58,56.50000000000001
2011-10-03,31.89,0.58,54.98275862068966
2011-10-04,32.34,0.58,55.75862068965518
2011-10-05,32.61,0.58,56.224137931034484
2011-10-06,32.95,0.58,56.81034482758621
2011-10-07,32.88,0.58,56.6896551724138
2011-10-10,33.66,0.58,58.03448275862069
2011-10-11,33.33,0.58,57.46551724137931
2011-10-12,33.65,0.58,58.01724137931035
2011-10-13,34.06,0.58,58.72413793103449
2011-10-14,35.7,0.58,61.551724137931046
2011-10-17,35.06,0.58,60.448275862068975
2011-10-18,35.84,0.58,61.79310344827587
2011-10-19,34.63,0.58,59.70689655172415
2011-10-20,33.98,0.58,58.58620689655172
2011-10-21,33.84,0.58,58.344827586206904
2011-10-24,35.35,0.58,60.948275862068975
2011-10-25,34.44,0.58,59.37931034482759
2011-10-26,33.77,0.58,58.22413793103449
2011-10-27,33.76,0.58,58.206896551724135
2011-10-28,33.59,0.58,57.913793103448285
2011-10-31,33.77,0.58,58.22413793103449
2011-11-01,33.0,0.58,56.896551724137936
2011-11-02,32.6,0.58,56.20689655172414
2011-11-03,34.33,0.58,59.189655172413794
2011-11-04,34.38,0.58,59.27586206896552
2011-11-07,34.58,0.58,59.62068965517241
2011-11-08,34.73,0.58,59.87931034482759
2011-11-09,33.23,0.58,57.29310344827586
2011-11-10,33.11,0.58,57.08620689655173
2011-11-11,34.29,0.58,59.12068965517242
2011-11-14,33.09,0.58,57.051724137931046
2011-11-15,32.99,0.58,56.879310344827594
2011-11-16,32.1,0.58,55.344827586206904
2011-11-17,31.2,0.58,53.793103448275865
2011-11-18,29.86,0.58,51.48275862068966
2011-11-21,29.45,0.58,50.775862068965516
2011-11-22,29.41,0.58,50.70689655172414
2011-11-23,28.97,0.58,49.94827586206897
2011-11-25,28.44,0.58,49.0344827586207
2011-11-28,28.58,0.58,49.275862068965516
2011-11-29,28.87,0.58,49.77586206896552
2011-11-30,29.92,0.58,51.58620689655173
2011-12-01,29.91,0.58,51.56896551724138
2011-12-02,31.16,0.58,53.724137931034484
2011-12-05,31.04,0.58,53.51724137931035
2011-12-06,30.81,0.58,53.12068965517241
2011-12-07,31.22,0.58,53.827586206896555
2011-12-08,30.68,0.58,52.896551724137936
2011-12-09,30.61,0.58,52.77586206896552
2011-12-12,29.46,0.58,50.793103448275865
2011-12-13,29.24,0.58,50.41379310344828
2011-12-14,28.71,0.58,49.50000000000001
2011-12-15,28.64,0.58,49.37931034482759
2011-12-16,28.8,0.58,49.65517241379311
2011-12-19,27.55,0.58,47.50000000000001
2011-12-20,28.83,0.58,49.706896551724135
2011-12-21,27.91,0.58,48.12068965517242
2011-12-22,29.02,0.58,50.03448275862069
2011-12-23,29.39,0.58,50.67241379310345
2011-12-27,29.34,0.58,50.58620689655173
2011-12-28,28.74,0.58,49.55172413793103
2011-12-29,29.12,0.58,50.20689655172414
2011-12-30,28.86,0.58,49.758620689655174
2012-01-03,28.95,0.58,49.91379310344828
2012-01-04,28.45,0.58,49.05172413793104
2012-01-05,28.49,0.58,49.12068965517241
2012-01-06,28.31,0.58,48.810344827586206
2012-01-09,30.22,0.58,52.10344827586207
2012-01-10,30.65,0.58,52.8448275862069
2012-01-11,31.2,0.58,53.793103448275865
2012-01-12,31.68,0.58,54.62068965517242
2012-01-13,31.57,0.58,54.431034482758626
2012-01-17,31.65,0.58,54.56896551724138
2012-01-18,33.94,0.58,58.51724137931034
2012-01-19,33.62,0.58,57.96551724137931
2012-01-20,33.81,0.58,58.29310344827587
2012-01-23,33.66,0.58,58.03448275862069
2012-01-24,33.87,0.58,58.39655172413793
2012-01-25,33.95,0.58,58.5344827586207
2012-01-26,34.08,0.58,58.758620689655174
2012-01-27,33.98,0.58,58.58620689655172
2012-01-30,33.73,0.58,58.1551724137931
2012-01-31,33.94,0.58,58.51724137931034
2012-02-01,34.62,0.58,59.689655172413794
2012-02-02,35.0,0.58,60.344827586206904
2012-02-03,35.13,0.58,60.56896551724139
2012-02-06,34.3,0.58,59.137931034482754
