date,REGN,REGN_EPS,PE Ratio
1991-09-16,13.0,-0.06,-216.66666666666669
1991-09-17,13.0,-0.06,-216.66666666666669
1991-09-18,12.63,-0.06,-210.50000000000003
1991-09-19,16.0,-0.06,-266.6666666666667
1991-09-20,16.13,-0.06,-268.8333333333333
1991-09-23,15.0,-0.06,-250.0
1991-09-24,14.5,-0.06,-241.66666666666669
1991-09-25,14.5,-0.06,-241.66666666666669
1991-09-26,14.25,-0.06,-237.5
1991-09-27,14.75,-0.06,-245.83333333333334
1991-09-30,14.75,-0.06,-245.83333333333334
1991-10-01,14.25,-0.06,-237.5
1991-10-02,15.0,-0.06,-250.0
1991-10-03,15.25,-0.06,-254.16666666666669
1991-10-04,15.75,-0.06,-262.5
1991-10-07,15.0,-0.06,-250.0
1991-10-08,15.5,-0.06,-258.33333333333337
1991-10-09,16.13,-0.06,-268.8333333333333
1991-10-10,16.0,-0.06,-266.6666666666667
1991-10-11,15.75,-0.06,-262.5
1991-10-14,16.0,-0.06,-266.6666666666667
1991-10-15,17.5,-0.06,-291.6666666666667
1991-10-16,18.25,-0.06,-304.1666666666667
1991-10-17,17.0,-0.06,-283.33333333333337
1991-10-18,17.25,-0.06,-287.5
1991-10-21,17.75,-0.06,-295.83333333333337
1991-10-22,18.75,-0.06,-312.5
1991-10-23,18.5,-0.06,-308.33333333333337
1991-10-24,17.5,-0.06,-291.6666666666667
1991-10-25,18.13,-0.06,-302.1666666666667
1991-10-28,18.0,-0.06,-300.0
1991-10-29,17.75,-0.06,-295.83333333333337
1991-10-30,19.5,-0.06,-325.0
1991-10-31,19.25,-0.06,-320.83333333333337
1991-11-01,19.0,-0.06,-316.6666666666667
1991-11-04,17.75,-0.06,-295.83333333333337
1991-11-05,17.88,-0.06,-298.0
1991-11-06,18.0,-0.06,-300.0
1991-11-07,19.25,-0.06,-320.83333333333337
1991-11-08,20.0,-0.06,-333.33333333333337
1991-11-11,20.5,-0.06,-341.6666666666667
1991-11-12,20.0,-0.06,-333.33333333333337
1991-11-13,19.75,-0.06,-329.1666666666667
1991-11-14,18.5,-0.06,-308.33333333333337
1991-11-15,14.75,-0.06,-245.83333333333334
1991-11-18,15.75,-0.06,-262.5
1991-11-19,15.13,-0.06,-252.16666666666669
1991-11-20,15.25,-0.06,-254.16666666666669
1991-11-21,14.5,-0.06,-241.66666666666669
1991-11-22,14.38,-0.06,-239.66666666666669
1991-11-25,14.75,-0.06,-245.83333333333334
1991-11-26,14.25,-0.06,-237.5
1991-11-27,14.75,-0.06,-245.83333333333334
1991-11-29,15.75,-0.06,-262.5
1991-12-02,15.75,-0.06,-262.5
1991-12-03,15.75,-0.06,-262.5
1991-12-04,15.75,-0.06,-262.5
1991-12-05,15.75,-0.06,-262.5
1991-12-06,16.25,-0.06,-270.83333333333337
1991-12-09,16.0,-0.06,-266.6666666666667
1991-12-10,15.0,-0.06,-250.0
1991-12-11,14.63,-0.06,-243.83333333333334
1991-12-12,14.75,-0.06,-245.83333333333334
1991-12-13,15.75,-0.06,-262.5
1991-12-16,15.5,-0.06,-258.33333333333337
1991-12-17,17.0,-0.06,-283.33333333333337
1991-12-18,17.0,-0.06,-283.33333333333337
1991-12-19,16.75,-0.06,-279.1666666666667
1991-12-20,16.5,-0.06,-275.0
1991-12-23,16.75,-0.06,-279.1666666666667
1991-12-24,17.5,-0.06,-291.6666666666667
1991-12-26,18.0,-0.06,-300.0
1991-12-27,17.5,-0.06,-291.6666666666667
1991-12-30,17.25,-0.06,-287.5
1991-12-31,18.13,-0.06,-302.1666666666667
1992-01-02,18.75,-0.06,-312.5
1992-01-03,18.25,-0.06,-304.1666666666667
1992-01-06,18.5,-0.06,-308.33333333333337
1992-01-07,18.38,-0.06,-306.3333333333333
1992-01-08,18.0,-0.06,-300.0
1992-01-09,19.5,-0.06,-325.0
1992-01-10,19.75,-0.06,-329.1666666666667
1992-01-13,19.25,-0.06,-320.83333333333337
1992-01-14,19.88,-0.06,-331.3333333333333
1992-01-15,19.5,-0.06,-325.0
1992-01-16,18.5,-0.06,-308.33333333333337
1992-01-17,18.5,-0.06,-308.33333333333337
1992-01-20,18.25,-0.06,-304.1666666666667
1992-01-21,17.0,-0.06,-283.33333333333337
1992-01-22,18.25,-0.06,-304.1666666666667
1992-01-23,20.25,-0.06,-337.5
1992-01-24,20.25,-0.06,-337.5
1992-01-27,20.0,-0.06,-333.33333333333337
1992-01-28,20.0,-0.06,-333.33333333333337
1992-01-29,20.0,-0.06,-333.33333333333337
1992-01-30,20.0,-0.06,-333.33333333333337
1992-01-31,20.5,-0.06,-341.6666666666667
1992-02-03,21.25,-0.06,-354.1666666666667
1992-02-04,21.25,-0.06,-354.1666666666667
1992-02-05,22.25,-0.06,-370.83333333333337
1992-02-06,22.5,-0.06,-375.0
1992-02-07,22.25,-0.06,-370.83333333333337
1992-02-10,22.13,-0.06,-368.8333333333333
1992-02-11,21.25,-0.06,-354.1666666666667
1992-02-12,21.0,-0.06,-350.0
1992-02-13,19.75,-0.06,-329.1666666666667
1992-02-14,18.25,-0.06,-304.1666666666667
1992-02-18,17.0,-0.06,-283.33333333333337
1992-02-19,17.5,-0.06,-291.6666666666667
1992-02-20,19.0,-0.06,-316.6666666666667
1992-02-21,18.5,-0.06,-308.33333333333337
1992-02-24,17.75,-0.06,-295.83333333333337
1992-02-25,17.5,-0.06,-291.6666666666667
1992-02-26,18.5,-0.06,-308.33333333333337
1992-02-27,18.25,-0.06,-304.1666666666667
1992-02-28,18.0,-0.06,-300.0
1992-03-02,17.75,-0.06,-295.83333333333337
1992-03-03,18.25,-0.06,-304.1666666666667
1992-03-04,16.5,-0.06,-275.0
1992-03-05,16.0,-0.06,-266.6666666666667
1992-03-06,16.25,-0.06,-270.83333333333337
1992-03-09,16.25,-0.06,-270.83333333333337
1992-03-10,17.75,-0.06,-295.83333333333337
1992-03-11,16.75,-0.06,-279.1666666666667
1992-03-12,16.25,-0.06,-270.83333333333337
1992-03-13,16.0,-0.06,-266.6666666666667
1992-03-16,15.0,-0.06,-250.0
1992-03-17,16.0,-0.06,-266.6666666666667
1992-03-18,15.75,-0.06,-262.5
1992-03-19,16.25,-0.06,-270.83333333333337
1992-03-20,16.5,-0.06,-275.0
1992-03-23,16.5,-0.06,-275.0
1992-03-24,16.5,-0.06,-275.0
1992-03-25,16.0,-0.06,-266.6666666666667
1992-03-26,15.75,-0.06,-262.5
1992-03-27,15.0,-0.06,-250.0
1992-03-30,14.5,-0.06,-241.66666666666669
1992-03-31,15.25,-0.06,-254.16666666666669
1992-04-01,16.0,-0.06,-266.6666666666667
1992-04-02,15.25,-0.06,-254.16666666666669
1992-04-03,15.0,-0.06,-250.0
1992-04-06,15.25,-0.06,-254.16666666666669
1992-04-07,15.25,-0.06,-254.16666666666669
1992-04-08,14.25,-0.06,-237.5
1992-04-09,14.75,-0.06,-245.83333333333334
1992-04-10,14.5,-0.06,-241.66666666666669
1992-04-13,14.5,-0.06,-241.66666666666669
1992-04-14,14.75,-0.06,-245.83333333333334
1992-04-15,13.0,-0.06,-216.66666666666669
1992-04-16,11.63,-0.06,-193.83333333333334
1992-04-20,12.5,-0.06,-208.33333333333334
1992-04-21,12.63,-0.06,-210.50000000000003
1992-04-22,12.75,-0.06,-212.5
1992-04-23,12.25,-0.06,-204.16666666666669
1992-04-24,11.38,-0.06,-189.66666666666669
1992-04-27,12.5,-0.06,-208.33333333333334
1992-04-28,12.5,-0.06,-208.33333333333334
1992-04-29,13.75,-0.06,-229.16666666666669
1992-04-30,13.5,-0.06,-225.0
1992-05-01,13.0,-0.06,-216.66666666666669
1992-05-04,13.63,-0.06,-227.16666666666669
1992-05-05,14.25,-0.06,-237.5
1992-05-06,13.75,-0.06,-229.16666666666669
1992-05-07,14.0,-0.06,-233.33333333333334
1992-05-08,12.25,-0.06,-204.16666666666669
1992-05-11,12.0,-0.06,-200.0
1992-05-12,12.0,-0.06,-200.0
1992-05-13,12.0,-0.06,-200.0
1992-05-14,11.5,-0.06,-191.66666666666669
1992-05-15,11.13,-0.06,-185.50000000000003
1992-05-18,11.38,-0.06,-189.66666666666669
1992-05-19,11.75,-0.06,-195.83333333333334
1992-05-20,11.25,-0.06,-187.5
1992-05-21,11.25,-0.06,-187.5
1992-05-22,12.0,-0.06,-200.0
1992-05-26,12.0,-0.06,-200.0
1992-05-27,13.0,-0.06,-216.66666666666669
1992-05-28,13.5,-0.06,-225.0
1992-05-29,13.75,-0.06,-229.16666666666669
1992-06-01,13.75,-0.06,-229.16666666666669
1992-06-02,13.5,-0.06,-225.0
1992-06-03,13.25,-0.06,-220.83333333333334
1992-06-04,12.63,-0.06,-210.50000000000003
1992-06-05,12.75,-0.06,-212.5
1992-06-08,12.25,-0.06,-204.16666666666669
1992-06-09,12.13,-0.06,-202.16666666666669
1992-06-10,12.0,-0.06,-200.0
1992-06-11,11.75,-0.06,-195.83333333333334
1992-06-12,12.25,-0.06,-204.16666666666669
1992-06-15,12.0,-0.06,-200.0
1992-06-16,11.5,-0.06,-191.66666666666669
1992-06-17,10.88,-0.06,-181.33333333333334
1992-06-18,10.5,-0.06,-175.0
1992-06-19,10.75,-0.06,-179.16666666666669
1992-06-22,10.0,-0.06,-166.66666666666669
1992-06-23,10.75,-0.06,-179.16666666666669
1992-06-24,10.75,-0.06,-179.16666666666669
1992-06-25,10.75,-0.06,-179.16666666666669
1992-06-26,11.0,-0.06,-183.33333333333334
1992-06-29,11.13,-0.06,-185.50000000000003
1992-06-30,11.25,-0.06,-187.5
1992-07-01,11.0,-0.06,-183.33333333333334
1992-07-02,10.88,-0.06,-181.33333333333334
1992-07-06,10.5,-0.06,-175.0
1992-07-07,10.5,-0.06,-175.0
1992-07-08,10.25,-0.06,-170.83333333333334
1992-07-09,11.25,-0.06,-187.5
1992-07-10,11.0,-0.06,-183.33333333333334
1992-07-13,11.38,-0.06,-189.66666666666669
1992-07-14,11.75,-0.06,-195.83333333333334
1992-07-15,11.0,-0.06,-183.33333333333334
1992-07-16,11.25,-0.06,-187.5
1992-07-17,11.5,-0.06,-191.66666666666669
1992-07-20,12.0,-0.06,-200.0
1992-07-21,11.75,-0.06,-195.83333333333334
1992-07-22,11.25,-0.06,-187.5
1992-07-23,11.75,-0.06,-195.83333333333334
1992-07-24,10.88,-0.06,-181.33333333333334
1992-07-27,11.25,-0.06,-187.5
1992-07-28,12.38,-0.06,-206.33333333333334
1992-07-29,12.5,-0.06,-208.33333333333334
1992-07-30,12.5,-0.06,-208.33333333333334
1992-07-31,12.5,-0.06,-208.33333333333334
1992-08-03,11.75,-0.06,-195.83333333333334
1992-08-04,12.5,-0.06,-208.33333333333334
1992-08-05,11.5,-0.06,-191.66666666666669
1992-08-06,12.25,-0.06,-204.16666666666669
1992-08-07,12.38,-0.06,-206.33333333333334
1992-08-10,12.25,-0.06,-204.16666666666669
1992-08-11,11.75,-0.06,-195.83333333333334
1992-08-12,11.75,-0.06,-195.83333333333334
1992-08-13,12.0,-0.06,-200.0
1992-08-14,11.75,-0.06,-195.83333333333334
1992-08-17,12.0,-0.06,-200.0
1992-08-18,11.5,-0.06,-191.66666666666669
1992-08-19,11.25,-0.06,-187.5
1992-08-20,11.0,-0.06,-183.33333333333334
1992-08-21,10.88,-0.06,-181.33333333333334
1992-08-24,10.5,-0.06,-175.0
1992-08-25,8.75,-0.06,-145.83333333333334
1992-08-26,8.38,-0.06,-139.66666666666669
1992-08-27,8.75,-0.06,-145.83333333333334
1992-08-28,8.25,-0.06,-137.5
1992-08-31,8.25,-0.06,-137.5
1992-09-01,8.75,-0.06,-145.83333333333334
1992-09-02,9.0,-0.06,-150.0
1992-09-03,8.75,-0.06,-145.83333333333334
1992-09-04,9.25,-0.06,-154.16666666666669
1992-09-08,9.0,-0.06,-150.0
1992-09-09,8.75,-0.06,-145.83333333333334
1992-09-10,8.63,-0.06,-143.83333333333334
1992-09-11,9.0,-0.06,-150.0
1992-09-14,8.5,-0.06,-141.66666666666669
1992-09-15,8.75,-0.06,-145.83333333333334
1992-09-16,9.0,-0.06,-150.0
1992-09-17,9.5,-0.06,-158.33333333333334
1992-09-18,9.5,-0.06,-158.33333333333334
1992-09-21,9.75,-0.06,-162.5
1992-09-22,9.25,-0.06,-154.16666666666669
1992-09-23,9.5,-0.06,-158.33333333333334
1992-09-24,9.13,-0.06,-152.16666666666669
1992-09-25,8.5,-0.06,-141.66666666666669
1992-09-28,8.63,-0.06,-143.83333333333334
1992-09-29,8.5,-0.06,-141.66666666666669
1992-09-30,8.5,-0.06,-141.66666666666669
1992-10-01,8.88,-0.06,-148.00000000000003
1992-10-02,8.75,-0.06,-145.83333333333334
1992-10-05,9.0,-0.06,-150.0
1992-10-06,8.75,-0.06,-145.83333333333334
1992-10-07,8.5,-0.06,-141.66666666666669
1992-10-08,8.13,-0.06,-135.50000000000003
1992-10-09,8.38,-0.06,-139.66666666666669
1992-10-12,8.38,-0.06,-139.66666666666669
1992-10-13,8.13,-0.06,-135.50000000000003
1992-10-14,8.5,-0.06,-141.66666666666669
1992-10-15,8.0,-0.06,-133.33333333333334
1992-10-16,8.13,-0.06,-135.50000000000003
1992-10-19,8.0,-0.06,-133.33333333333334
1992-10-20,8.25,-0.06,-137.5
1992-10-21,8.75,-0.06,-145.83333333333334
1992-10-22,8.5,-0.06,-141.66666666666669
1992-10-23,8.25,-0.06,-137.5
1992-10-26,8.63,-0.06,-143.83333333333334
1992-10-27,8.88,-0.06,-148.00000000000003
1992-10-28,8.88,-0.06,-148.00000000000003
1992-10-29,8.75,-0.06,-145.83333333333334
1992-10-30,8.75,-0.06,-145.83333333333334
1992-11-02,8.75,-0.06,-145.83333333333334
1992-11-03,8.5,-0.06,-141.66666666666669
1992-11-04,8.5,-0.06,-141.66666666666669
1992-11-05,8.5,-0.06,-141.66666666666669
1992-11-06,8.75,-0.06,-145.83333333333334
1992-11-09,10.0,-0.06,-166.66666666666669
1992-11-10,10.25,-0.06,-170.83333333333334
1992-11-11,11.0,-0.06,-183.33333333333334
1992-11-12,10.75,-0.06,-179.16666666666669
1992-11-13,11.25,-0.06,-187.5
1992-11-16,12.75,-0.06,-212.5
1992-11-17,13.13,-0.06,-218.83333333333334
1992-11-18,13.13,-0.06,-218.83333333333334
1992-11-19,13.0,-0.06,-216.66666666666669
1992-11-20,13.5,-0.06,-225.0
1992-11-23,14.0,-0.06,-233.33333333333334
1992-11-24,14.25,-0.06,-237.5
1992-11-25,13.75,-0.06,-229.16666666666669
1992-11-27,13.5,-0.06,-225.0
1992-11-30,14.0,-0.06,-233.33333333333334
1992-12-01,13.75,-0.06,-229.16666666666669
1992-12-02,14.0,-0.06,-233.33333333333334
1992-12-03,13.5,-0.06,-225.0
1992-12-04,14.25,-0.06,-237.5
1992-12-07,13.63,-0.06,-227.16666666666669
1992-12-08,14.25,-0.06,-237.5
1992-12-09,13.38,-0.06,-223.00000000000003
1992-12-10,13.5,-0.06,-225.0
1992-12-11,12.0,-0.06,-200.0
1992-12-14,12.25,-0.06,-204.16666666666669
1992-12-15,11.75,-0.06,-195.83333333333334
1992-12-16,12.25,-0.06,-204.16666666666669
1992-12-17,12.25,-0.06,-204.16666666666669
1992-12-18,12.25,-0.06,-204.16666666666669
1992-12-21,11.75,-0.06,-195.83333333333334
1992-12-22,11.75,-0.06,-195.83333333333334
1992-12-23,10.75,-0.06,-179.16666666666669
1992-12-24,11.0,-0.06,-183.33333333333334
1992-12-28,10.5,-0.06,-175.0
1992-12-29,11.0,-0.06,-183.33333333333334
1992-12-30,11.5,-0.06,-191.66666666666669
1992-12-31,12.0,-0.06,-200.0
1993-01-04,12.0,-0.06,-200.0
1993-01-05,14.75,-0.06,-245.83333333333334
1993-01-06,16.0,-0.06,-266.6666666666667
1993-01-07,15.5,-0.06,-258.33333333333337
1993-01-08,15.0,-0.06,-250.0
1993-01-11,15.0,-0.06,-250.0
1993-01-12,13.75,-0.06,-229.16666666666669
1993-01-13,14.75,-0.06,-245.83333333333334
1993-01-14,15.75,-0.06,-262.5
1993-01-15,15.75,-0.06,-262.5
1993-01-18,15.25,-0.06,-254.16666666666669
1993-01-19,14.75,-0.06,-245.83333333333334
1993-01-20,13.75,-0.06,-229.16666666666669
1993-01-21,13.5,-0.06,-225.0
1993-01-22,13.75,-0.06,-229.16666666666669
1993-01-25,13.88,-0.06,-231.33333333333334
1993-01-26,13.75,-0.06,-229.16666666666669
1993-01-27,13.25,-0.06,-220.83333333333334
1993-01-28,13.25,-0.06,-220.83333333333334
1993-01-29,15.0,-0.06,-250.0
1993-02-01,16.5,-0.06,-275.0
1993-02-02,15.75,-0.06,-262.5
1993-02-03,15.5,-0.06,-258.33333333333337
1993-02-04,15.0,-0.06,-250.0
1993-02-05,14.25,-0.06,-237.5
1993-02-08,15.25,-0.06,-254.16666666666669
1993-02-09,15.0,-0.06,-250.0
1993-02-10,15.25,-0.06,-254.16666666666669
1993-02-11,15.5,-0.06,-258.33333333333337
1993-02-12,14.0,-0.06,-233.33333333333334
1993-02-16,13.0,-0.06,-216.66666666666669
1993-02-17,13.0,-0.06,-216.66666666666669
1993-02-18,13.0,-0.06,-216.66666666666669
1993-02-19,13.25,-0.06,-220.83333333333334
1993-02-22,11.0,-0.06,-183.33333333333334
1993-02-23,12.0,-0.06,-200.0
1993-02-24,13.5,-0.06,-225.0
1993-02-25,12.63,-0.06,-210.50000000000003
1993-02-26,12.75,-0.06,-212.5
1993-03-01,12.25,-0.06,-204.16666666666669
1993-03-02,15.25,-0.06,-254.16666666666669
1993-03-03,15.0,-0.06,-250.0
1993-03-04,13.75,-0.06,-229.16666666666669
1993-03-05,13.75,-0.06,-229.16666666666669
1993-03-08,13.75,-0.06,-229.16666666666669
1993-03-09,13.25,-0.06,-220.83333333333334
1993-03-10,13.5,-0.06,-225.0
1993-03-11,13.5,-0.06,-225.0
1993-03-12,13.0,-0.06,-216.66666666666669
1993-03-15,13.75,-0.06,-229.16666666666669
1993-03-16,13.38,-0.06,-223.00000000000003
1993-03-17,12.75,-0.06,-212.5
1993-03-18,13.0,-0.06,-216.66666666666669
1993-03-19,13.5,-0.06,-225.0
1993-03-22,12.75,-0.06,-212.5
1993-03-23,12.0,-0.06,-200.0
1993-03-24,11.5,-0.06,-191.66666666666669
1993-03-25,12.0,-0.06,-200.0
1993-03-26,12.0,-0.06,-200.0
1993-03-29,13.0,-0.06,-216.66666666666669
1993-03-30,14.0,-0.06,-233.33333333333334
1993-03-31,15.25,-0.06,-254.16666666666669
1993-04-01,14.5,-0.06,-241.66666666666669
1993-04-02,13.75,-0.06,-229.16666666666669
1993-04-05,13.25,-0.06,-220.83333333333334
1993-04-06,13.75,-0.06,-229.16666666666669
1993-04-07,13.25,-0.06,-220.83333333333334
1993-04-08,13.0,-0.06,-216.66666666666669
1993-04-12,12.75,-0.06,-212.5
1993-04-13,13.25,-0.06,-220.83333333333334
1993-04-14,12.75,-0.06,-212.5
1993-04-15,12.75,-0.06,-212.5
1993-04-16,13.5,-0.06,-225.0
1993-04-19,14.38,-0.06,-239.66666666666669
1993-04-20,14.5,-0.06,-241.66666666666669
1993-04-21,14.75,-0.06,-245.83333333333334
1993-04-22,15.0,-0.06,-250.0
1993-04-23,14.88,-0.06,-248.00000000000003
1993-04-26,15.0,-0.06,-250.0
1993-04-27,15.25,-0.06,-254.16666666666669
1993-04-28,15.5,-0.06,-258.33333333333337
1993-04-29,16.25,-0.06,-270.83333333333337
1993-04-30,15.0,-0.06,-250.0
1993-05-03,14.25,-0.06,-237.5
1993-05-04,13.25,-0.06,-220.83333333333334
1993-05-05,14.75,-0.06,-245.83333333333334
1993-05-06,15.0,-0.06,-250.0
1993-05-07,16.0,-0.06,-266.6666666666667
1993-05-10,16.13,-0.06,-268.8333333333333
1993-05-11,16.0,-0.06,-266.6666666666667
1993-05-12,15.25,-0.06,-254.16666666666669
1993-05-13,15.25,-0.06,-254.16666666666669
1993-05-14,14.5,-0.06,-241.66666666666669
1993-05-17,15.5,-0.06,-258.33333333333337
1993-05-18,15.25,-0.06,-254.16666666666669
1993-05-19,14.75,-0.06,-245.83333333333334
1993-05-20,14.75,-0.06,-245.83333333333334
1993-05-21,15.25,-0.06,-254.16666666666669
1993-05-24,15.5,-0.06,-258.33333333333337
1993-05-25,15.75,-0.06,-262.5
1993-05-26,15.63,-0.06,-260.5
1993-05-27,15.75,-0.06,-262.5
1993-05-28,15.38,-0.06,-256.33333333333337
1993-06-01,15.63,-0.06,-260.5
1993-06-02,16.0,-0.06,-266.6666666666667
1993-06-03,16.25,-0.06,-270.83333333333337
1993-06-04,15.5,-0.06,-258.33333333333337
1993-06-07,15.75,-0.06,-262.5
1993-06-08,15.25,-0.06,-254.16666666666669
1993-06-09,15.25,-0.06,-254.16666666666669
1993-06-10,15.25,-0.06,-254.16666666666669
1993-06-11,15.25,-0.06,-254.16666666666669
1993-06-14,15.75,-0.06,-262.5
1993-06-15,16.0,-0.06,-266.6666666666667
1993-06-16,16.13,-0.06,-268.8333333333333
1993-06-17,16.25,-0.06,-270.83333333333337
1993-06-18,16.13,-0.06,-268.8333333333333
1993-06-21,16.0,-0.06,-266.6666666666667
1993-06-22,15.88,-0.06,-264.6666666666667
1993-06-23,16.25,-0.06,-270.83333333333337
1993-06-24,16.0,-0.06,-266.6666666666667
1993-06-25,16.25,-0.06,-270.83333333333337
1993-06-28,16.0,-0.06,-266.6666666666667
1993-06-29,16.5,-0.06,-275.0
1993-06-30,16.5,-0.06,-275.0
1993-07-01,17.0,-0.06,-283.33333333333337
1993-07-02,16.75,-0.06,-279.1666666666667
1993-07-06,17.25,-0.06,-287.5
1993-07-07,17.0,-0.06,-283.33333333333337
1993-07-08,17.0,-0.06,-283.33333333333337
1993-07-09,18.0,-0.06,-300.0
1993-07-12,18.5,-0.06,-308.33333333333337
1993-07-13,17.75,-0.06,-295.83333333333337
1993-07-14,18.13,-0.06,-302.1666666666667
1993-07-15,19.0,-0.06,-316.6666666666667
1993-07-16,19.75,-0.06,-329.1666666666667
1993-07-19,21.5,-0.06,-358.33333333333337
1993-07-20,19.25,-0.06,-320.83333333333337
