date,TAP,TAP_EPS,PE Ratio
1985-12-18,9.88,,
1985-12-19,10.06,,
1985-12-20,10.88,,
1985-12-23,10.56,,
1985-12-24,10.31,,
1985-12-26,10.38,,
1985-12-27,10.63,,
1985-12-30,10.75,,
1985-12-31,10.81,,
1986-01-02,10.63,,
1986-01-03,10.56,,
1986-01-06,10.25,,
1986-01-07,10.63,,
1986-01-08,11.19,,
1986-01-09,10.94,,
1986-01-10,10.75,,
1986-01-13,10.88,,
1986-01-14,10.94,,
1986-01-15,11.44,,
1986-01-16,11.38,,
1986-01-17,11.38,,
1986-01-20,11.31,,
1986-01-21,11.13,,
1986-01-22,10.88,,
1986-01-23,10.75,,
1986-01-24,11.25,,
1986-01-27,11.31,,
1986-01-28,11.63,,
1986-01-29,11.5,,
1986-01-30,11.31,,
1986-01-31,11.25,,
1986-02-03,11.25,,
1986-02-04,11.38,,
1986-02-05,11.56,,
1986-02-06,11.56,,
1986-02-07,11.63,,
1986-02-10,11.69,,
1986-02-11,11.69,,
1986-02-12,11.75,,
1986-02-13,11.69,,
1986-02-14,11.94,,
1986-02-18,12.06,,
1986-02-19,12.19,,
1986-02-20,12.38,,
1986-02-21,12.5,,
1986-02-24,11.81,,
1986-02-25,12.25,,
1986-02-26,12.25,,
1986-02-27,12.5,,
1986-02-28,12.75,,
1986-03-03,12.75,,
1986-03-04,12.94,,
1986-03-05,13.0,,
1986-03-06,13.25,,
1986-03-07,13.13,,
1986-03-10,12.94,,
1986-03-11,13.13,,
1986-03-12,13.38,,
1986-03-13,13.69,,
1986-03-14,13.81,,
1986-03-17,13.63,,
1986-03-18,13.63,,
1986-03-19,13.44,,
1986-03-20,13.5,,
1986-03-21,13.5,,
1986-03-24,13.19,,
1986-03-25,13.38,,
1986-03-26,13.38,,
1986-03-27,13.75,,
1986-03-31,13.81,,
1986-04-01,13.44,,
1986-04-02,13.25,,
1986-04-03,13.25,,
1986-04-04,13.0,,
1986-04-07,13.13,,
1986-04-08,13.25,,
1986-04-09,13.19,,
1986-04-10,13.0,,
1986-04-11,12.94,,
1986-04-14,13.31,,
1986-04-15,13.38,,
1986-04-16,13.88,,
1986-04-17,14.0,,
1986-04-18,13.81,,
1986-04-21,13.81,,
1986-04-22,13.5,,
1986-04-23,13.25,,
1986-04-24,13.31,,
1986-04-25,13.69,,
1986-04-28,14.56,,
1986-04-29,14.38,,
1986-04-30,14.13,,
1986-05-01,14.25,,
1986-05-02,14.31,,
1986-05-05,14.56,,
1986-05-06,14.38,,
1986-05-07,14.19,,
1986-05-08,14.13,,
1986-05-09,14.19,,
1986-05-12,14.38,,
1986-05-13,14.19,,
1986-05-14,14.25,,
1986-05-15,14.13,,
1986-05-16,13.81,,
1986-05-19,13.25,,
1986-05-20,13.88,,
1986-05-21,14.5,,
1986-05-22,14.44,,
1986-05-23,14.44,,
1986-05-27,14.13,,
1986-05-28,14.69,,
1986-05-29,14.94,,
1986-05-30,15.06,,
1986-06-02,14.81,,
1986-06-03,14.88,,
1986-06-04,15.0,,
1986-06-05,15.0,,
1986-06-06,15.0,,
1986-06-09,14.44,,
1986-06-10,14.13,,
1986-06-11,14.38,,
1986-06-12,14.38,,
1986-06-13,15.06,,
1986-06-16,15.06,,
1986-06-17,14.94,,
1986-06-18,15.0,,
1986-06-19,15.0,,
1986-06-20,14.94,,
1986-06-23,15.0,,
1986-06-24,15.06,,
1986-06-25,15.44,,
1986-06-26,15.38,,
1986-06-27,15.63,,
1986-06-30,15.81,,
1986-07-01,15.69,,
1986-07-02,15.75,,
1986-07-03,15.69,,
1986-07-07,15.13,,
1986-07-08,14.81,,
1986-07-09,14.94,,
1986-07-10,14.75,,
1986-07-11,14.44,,
1986-07-14,13.75,,
1986-07-15,13.31,,
1986-07-16,14.0,,
1986-07-17,14.31,,
1986-07-18,14.69,,
1986-07-21,15.13,,
1986-07-22,15.06,,
1986-07-23,14.94,,
1986-07-24,14.56,,
1986-07-25,15.25,,
1986-07-28,14.75,,
1986-07-29,14.69,,
1986-07-30,15.06,,
1986-07-31,15.06,,
1986-08-01,15.0,,
1986-08-04,14.75,,
1986-08-05,14.81,,
1986-08-06,14.81,,
1986-08-07,14.69,,
1986-08-08,14.56,,
1986-08-11,14.75,,
1986-08-12,14.94,,
1986-08-13,15.44,,
1986-08-14,15.25,,
1986-08-15,15.19,,
1986-08-18,14.44,,
1986-08-19,13.81,,
1986-08-20,14.13,,
1986-08-21,14.13,,
1986-08-22,14.0,,
1986-08-25,13.81,,
1986-08-26,13.25,,
1986-08-27,13.13,,
1986-08-28,13.38,,
1986-08-29,13.19,,
1986-09-02,12.69,,
1986-09-03,12.81,,
1986-09-04,12.88,,
1986-09-05,12.75,,
1986-09-08,12.38,,
1986-09-09,12.38,,
1986-09-10,12.31,,
1986-09-11,11.81,,
1986-09-12,11.94,,
1986-09-15,11.88,,
1986-09-16,11.69,,
1986-09-17,11.56,,
1986-09-18,11.69,,
1986-09-19,11.81,,
1986-09-22,11.94,,
1986-09-23,12.31,,
1986-09-24,12.75,,
1986-09-25,12.38,,
1986-09-26,12.13,,
1986-09-29,11.81,,
1986-09-30,12.0,,
1986-10-01,11.94,,
1986-10-02,12.06,,
1986-10-03,12.25,,
1986-10-06,12.63,,
1986-10-07,12.81,,
1986-10-08,12.63,,
1986-10-09,12.5,,
1986-10-10,12.63,,
1986-10-13,12.63,,
1986-10-14,12.63,,
1986-10-15,13.31,,
1986-10-16,13.25,,
1986-10-17,13.13,,
1986-10-20,12.75,,
1986-10-21,12.56,,
1986-10-22,12.75,,
1986-10-23,13.25,,
1986-10-24,13.19,,
1986-10-27,13.31,,
1986-10-28,13.31,,
1986-10-29,13.19,,
1986-10-30,13.25,,
1986-10-31,13.0,,
1986-11-03,12.75,,
1986-11-04,13.0,,
1986-11-05,12.88,,
1986-11-06,12.56,,
1986-11-07,12.44,,
1986-11-10,12.31,,
1986-11-11,12.56,,
1986-11-12,12.38,,
1986-11-13,12.44,,
1986-11-14,11.88,,
1986-11-17,12.0,,
1986-11-18,11.88,,
1986-11-19,11.88,,
1986-11-20,12.31,,
1986-11-21,12.38,,
1986-11-24,12.5,,
1986-11-25,12.56,,
1986-11-26,12.56,,
1986-11-28,12.44,,
1986-12-01,12.25,,
1986-12-02,12.31,,
1986-12-03,12.31,,
1986-12-04,12.25,,
1986-12-05,12.31,,
1986-12-08,12.19,,
1986-12-09,12.19,,
1986-12-10,12.25,,
1986-12-11,12.06,,
1986-12-12,12.06,,
1986-12-15,12.06,,
1986-12-16,12.06,,
1986-12-17,12.06,,
1986-12-18,12.13,,
1986-12-19,12.31,,
1986-12-22,12.81,,
1986-12-23,12.75,,
1986-12-24,12.63,,
1986-12-26,12.56,,
1986-12-29,12.38,,
1986-12-30,12.25,,
1986-12-31,12.0,,
1987-01-02,12.0,,
1987-01-05,12.31,,
1987-01-06,12.63,,
1987-01-07,12.56,,
1987-01-08,12.75,,
1987-01-09,12.75,,
1987-01-12,12.81,,
1987-01-13,13.25,,
1987-01-14,13.94,,
1987-01-15,13.56,,
1987-01-16,13.31,,
1987-01-19,13.5,,
1987-01-20,13.5,,
1987-01-21,13.5,,
1987-01-22,13.56,,
1987-01-23,13.63,,
1987-01-26,13.44,,
1987-01-27,13.56,,
1987-01-28,12.75,,
1987-01-29,13.0,,
1987-01-30,12.81,,
1987-02-02,13.13,,
1987-02-03,13.19,,
1987-02-04,13.44,,
1987-02-05,13.25,,
1987-02-06,13.19,,
1987-02-09,13.44,,
1987-02-10,13.38,,
1987-02-11,13.38,,
1987-02-12,13.44,,
1987-02-13,13.44,,
1987-02-17,13.69,,
1987-02-18,13.81,,
1987-02-19,13.75,,
1987-02-20,13.5,,
1987-02-23,12.81,,
1987-02-24,12.75,,
1987-02-25,12.88,,
1987-02-26,12.69,,
1987-02-27,12.56,,
1987-03-02,12.5,,
1987-03-03,12.5,,
1987-03-04,13.0,,
1987-03-05,13.13,,
1987-03-06,13.13,,
1987-03-09,13.25,,
1987-03-10,13.25,,
1987-03-11,13.31,,
1987-03-12,13.25,,
1987-03-13,13.44,,
1987-03-16,13.25,,
1987-03-17,13.56,,
1987-03-18,13.69,,
1987-03-19,13.75,,
1987-03-20,14.13,,
1987-03-23,14.31,,
1987-03-24,14.31,,
1987-03-25,14.13,,
1987-03-26,14.19,,
1987-03-27,13.81,,
1987-03-30,13.19,,
1987-03-31,13.19,,
1987-04-01,13.13,,
1987-04-02,13.44,,
1987-04-03,14.0,,
1987-04-06,14.81,,
1987-04-07,14.19,,
1987-04-08,13.75,,
1987-04-09,13.94,,
1987-04-10,14.5,,
1987-04-13,14.38,,
1987-04-14,14.13,,
1987-04-15,14.56,,
1987-04-16,14.88,,
1987-04-20,14.56,,
1987-04-21,14.69,,
1987-04-22,14.25,,
1987-04-23,13.94,,
1987-04-24,13.31,,
1987-04-27,13.13,,
1987-04-28,13.69,,
1987-04-29,13.63,,
1987-04-30,13.75,,
1987-05-01,13.94,,
1987-05-04,14.06,,
1987-05-05,14.13,,
1987-05-06,14.0,,
1987-05-07,13.81,,
1987-05-08,13.56,,
1987-05-11,13.81,,
1987-05-12,13.63,,
1987-05-13,13.63,,
1987-05-14,13.63,,
1987-05-15,13.19,,
1987-05-18,13.06,,
1987-05-19,12.94,,
1987-05-20,12.69,,
1987-05-21,12.88,,
1987-05-22,12.81,,
1987-05-26,13.63,,
1987-05-27,13.63,,
1987-05-28,13.56,,
1987-05-29,13.94,,
1987-06-01,13.88,,
1987-06-02,13.5,,
1987-06-03,11.25,,
1987-06-04,11.56,,
1987-06-05,11.44,,
1987-06-08,11.75,,
1987-06-09,11.75,,
1987-06-10,11.69,,
1987-06-11,11.5,,
1987-06-12,11.44,,
1987-06-15,11.44,,
1987-06-16,11.5,,
1987-06-17,11.44,,
1987-06-18,11.63,,
1987-06-19,12.0,,
1987-06-22,11.88,,
1987-06-23,11.75,,
1987-06-24,11.75,,
1987-06-25,11.56,,
1987-06-26,11.38,,
1987-06-29,11.5,,
1987-06-30,11.44,,
1987-07-01,11.38,,
1987-07-02,11.44,,
1987-07-06,11.06,,
1987-07-07,11.19,,
1987-07-08,11.0,,
1987-07-09,11.0,,
1987-07-10,10.94,,
1987-07-13,10.81,,
1987-07-14,11.38,,
1987-07-15,11.25,,
1987-07-16,12.0,,
1987-07-17,12.13,,
1987-07-20,12.0,,
1987-07-21,12.25,,
1987-07-22,12.13,,
1987-07-23,11.94,,
1987-07-24,12.19,,
1987-07-27,12.0,,
1987-07-28,12.31,,
1987-07-29,12.19,,
1987-07-30,12.94,,
1987-07-31,12.94,,
1987-08-03,12.5,,
1987-08-04,12.44,,
1987-08-05,12.44,,
1987-08-06,12.5,,
1987-08-07,12.25,,
1987-08-10,12.25,,
1987-08-11,12.25,,
1987-08-12,12.25,,
1987-08-13,12.25,,
1987-08-14,12.38,,
1987-08-17,12.44,,
1987-08-18,12.44,,
1987-08-19,13.06,,
1987-08-20,14.13,,
1987-08-21,13.5,,
1987-08-24,13.44,,
1987-08-25,13.44,,
1987-08-26,13.31,,
1987-08-27,13.25,,
1987-08-28,13.13,,
1987-08-31,12.75,,
1987-09-01,12.69,,
1987-09-02,12.5,,
1987-09-03,12.5,,
1987-09-04,12.44,,
1987-09-08,12.13,,
1987-09-09,12.13,,
1987-09-10,12.19,,
1987-09-11,12.44,,
1987-09-14,12.31,,
1987-09-15,12.25,,
1987-09-16,12.25,,
1987-09-17,12.06,,
1987-09-18,11.5,,
1987-09-21,11.5,,
1987-09-22,11.69,,
1987-09-23,11.69,,
1987-09-24,11.56,,
1987-09-25,11.81,,
1987-09-28,12.19,,
1987-09-29,12.31,,
1987-09-30,12.5,,
1987-10-01,12.19,,
1987-10-02,12.0,,
1987-10-05,11.88,,
1987-10-06,11.56,,
1987-10-07,11.44,,
1987-10-08,11.38,,
1987-10-09,11.44,,
1987-10-12,11.13,,
1987-10-13,11.5,,
1987-10-14,11.06,,
1987-10-15,10.88,,
1987-10-16,10.31,,
1987-10-19,9.5,,
1987-10-20,8.94,,
1987-10-21,9.94,,
1987-10-22,9.75,,
1987-10-23,9.69,,
1987-10-26,9.0,,
1987-10-27,8.63,,
1987-10-28,9.13,,
1987-10-29,9.69,,
1987-10-30,10.13,,
1987-11-02,10.06,,
1987-11-03,9.5,,
1987-11-04,9.31,,
1987-11-05,10.06,,
1987-11-06,9.88,,
1987-11-09,9.63,,
1987-11-10,9.19,,
1987-11-11,9.19,,
1987-11-12,9.19,,
1987-11-13,9.0,,
1987-11-16,8.81,,
1987-11-17,8.63,,
1987-11-18,8.88,,
1987-11-19,8.69,,
1987-11-20,8.94,,
1987-11-23,9.13,,
1987-11-24,9.25,,
1987-11-25,9.13,,
1987-11-27,8.88,,
1987-11-30,8.19,,
1987-12-01,8.5,,
1987-12-02,8.69,,
1987-12-03,8.63,,
1987-12-04,8.56,,
1987-12-07,8.63,,
1987-12-08,8.5,,
1987-12-09,8.5,,
1987-12-10,8.31,,
1987-12-11,8.31,,
1987-12-14,8.5,,
1987-12-15,8.5,,
1987-12-16,8.75,,
1987-12-17,8.69,,
1987-12-18,8.75,,
1987-12-21,8.63,,
1987-12-22,8.5,,
1987-12-23,8.38,,
1987-12-24,8.31,,
1987-12-28,8.25,,
1987-12-29,8.25,,
1987-12-30,8.5,,
1987-12-31,8.44,,
1988-01-04,8.88,,
1988-01-05,9.13,,
1988-01-06,9.5,,
1988-01-07,9.5,,
1988-01-08,9.44,,
1988-01-11,9.31,,
1988-01-12,9.31,,
1988-01-13,9.19,,
1988-01-14,9.25,,
1988-01-15,9.69,,
1988-01-18,9.56,,
1988-01-19,9.44,,
1988-01-20,9.31,,
1988-01-21,9.06,,
1988-01-22,9.19,,
1988-01-25,9.31,,
1988-01-26,9.19,,
1988-01-27,9.38,,
1988-01-28,9.44,,
1988-01-29,9.63,,
1988-02-01,9.88,,
1988-02-02,9.94,,
1988-02-03,9.94,,
1988-02-04,9.94,,
1988-02-05,10.0,,
1988-02-08,10.0,,
1988-02-09,9.88,,
1988-02-10,9.94,,
1988-02-11,9.75,,
1988-02-12,9.81,,
1988-02-16,9.81,,
1988-02-17,9.81,,
1988-02-18,9.81,,
1988-02-19,9.81,,
1988-02-22,9.94,,
1988-02-23,10.06,,
1988-02-24,9.94,,
1988-02-25,9.81,,
1988-02-26,9.81,,
1988-02-29,10.0,,
1988-03-01,10.13,,
1988-03-02,10.25,,
1988-03-03,10.25,,
1988-03-04,10.25,,
1988-03-07,10.31,,
1988-03-08,10.31,,
1988-03-09,10.31,,
1988-03-10,10.25,,
1988-03-11,10.06,,
1988-03-14,10.06,,
1988-03-15,10.06,,
1988-03-16,10.13,,
1988-03-17,10.19,,
1988-03-18,10.38,,
1988-03-21,10.31,,
1988-03-22,10.31,,
1988-03-23,10.31,,
1988-03-24,10.25,,
1988-03-25,10.19,,
1988-03-28,9.88,,
1988-03-29,9.94,,
1988-03-30,9.81,,
1988-03-31,9.88,,
1988-04-04,9.75,,
1988-04-05,9.81,,
1988-04-06,9.88,,
1988-04-07,10.06,,
1988-04-08,10.25,,
1988-04-11,10.31,,
1988-04-12,10.19,,
1988-04-13,10.25,,
1988-04-14,10.06,,
1988-04-15,10.0,,
1988-04-18,10.13,,
1988-04-19,10.19,,
1988-04-20,9.94,,
1988-04-21,9.81,,
1988-04-22,9.88,,
1988-04-25,9.94,,
1988-04-26,10.0,,
1988-04-27,9.94,,
1988-04-28,9.81,,
1988-04-29,9.81,,
1988-05-02,9.69,,
1988-05-03,9.69,,
1988-05-04,9.56,,
1988-05-05,9.5,,
1988-05-06,9.44,,
1988-05-09,9.25,,
1988-05-10,9.31,,
1988-05-11,9.5,,
1988-05-12,9.44,,
1988-05-13,9.5,,
1988-05-16,9.5,,
1988-05-17,9.25,,
1988-05-18,9.13,,
1988-05-19,9.13,,
1988-05-20,9.19,,
1988-05-23,9.13,,
1988-05-24,9.19,,
1988-05-25,9.38,,
1988-05-26,9.38,,
1988-05-27,9.31,,
1988-05-31,9.38,,
1988-06-01,9.31,,
1988-06-02,9.31,,
1988-06-03,9.25,,
1988-06-06,9.38,,
1988-06-07,9.31,,
1988-06-08,9.38,,
1988-06-09,9.31,,
1988-06-10,9.44,,
1988-06-13,9.44,,
1988-06-14,9.69,,
1988-06-15,9.81,,
1988-06-16,9.5,,
1988-06-17,9.56,,
1988-06-20,9.44,,
1988-06-21,9.5,,
1988-06-22,9.69,,
1988-06-23,9.88,,
1988-06-24,9.81,,
1988-06-27,9.69,,
1988-06-28,9.81,,
1988-06-29,9.69,,
1988-06-30,9.63,,
1988-07-01,9.69,,
1988-07-05,9.75,,
1988-07-06,9.56,,
1988-07-07,9.56,,
1988-07-08,9.44,,
1988-07-11,9.38,,
1988-07-12,9.56,,
1988-07-13,9.56,,
1988-07-14,9.75,,
1988-07-15,9.69,,
1988-07-18,9.69,,
1988-07-19,9.56,,
1988-07-20,9.5,,
1988-07-21,9.44,,
1988-07-22,9.44,,
1988-07-25,9.44,,
1988-07-26,9.38,,
1988-07-27,9.38,,
1988-07-28,9.44,,
1988-07-29,9.63,,
1988-08-01,9.56,,
1988-08-02,9.69,,
1988-08-03,9.75,,
1988-08-04,9.75,,
1988-08-05,9.56,,
1988-08-08,9.63,,
1988-08-09,9.5,,
1988-08-10,9.5,,
1988-08-11,9.5,,
1988-08-12,9.5,,
1988-08-15,9.5,,
1988-08-16,9.5,,
1988-08-17,9.63,,
1988-08-18,9.56,,
1988-08-19,9.63,,
1988-08-22,9.56,,
1988-08-23,9.56,,
1988-08-24,9.63,,
1988-08-25,9.56,,
1988-08-26,9.56,,
1988-08-29,9.94,,
1988-08-30,10.06,,
1988-08-31,10.06,,
1988-09-01,9.88,,
1988-09-02,9.94,,
1988-09-06,9.88,,
1988-09-07,9.81,,
1988-09-08,9.88,,
1988-09-09,10.06,,
1988-09-12,9.94,,
1988-09-13,9.94,,
1988-09-14,10.0,,
1988-09-15,10.0,,
1988-09-16,10.19,,
1988-09-19,10.13,,
1988-09-20,10.19,,
1988-09-21,10.19,,
1988-09-22,10.06,,
1988-09-23,10.0,,
1988-09-26,9.88,,
1988-09-27,9.88,,
1988-09-28,10.0,,
1988-09-29,10.13,,
1988-09-30,10.06,,
1988-10-03,9.88,,
1988-10-04,9.88,,
1988-10-05,9.94,,
1988-10-06,9.88,,
1988-10-07,10.06,,
1988-10-10,10.06,,
1988-10-11,10.19,,
1988-10-12,10.13,,
1988-10-13,10.0,,
1988-10-14,9.94,,
1988-10-17,10.0,,
1988-10-18,10.06,,
1988-10-19,10.06,,
1988-10-20,10.13,,
1988-10-21,10.13,,
1988-10-24,10.06,,
1988-10-25,10.06,,
1988-10-26,10.13,,
1988-10-27,9.94,,
1988-10-28,10.13,,
1988-10-31,10.06,,
1988-11-01,10.19,,
1988-11-02,10.13,,
1988-11-03,10.06,,
1988-11-04,10.06,,
1988-11-07,10.13,,
1988-11-08,10.19,,
1988-11-09,10.0,,
1988-11-10,10.06,,
1988-11-11,9.81,,
1988-11-14,9.88,,
1988-11-15,9.88,,
1988-11-16,9.81,,
1988-11-17,9.75,,
1988-11-18,9.75,,
1988-11-21,9.75,,
1988-11-22,9.81,,
1988-11-23,9.75,,
1988-11-25,9.75,,
1988-11-28,9.69,,
1988-11-29,9.5,,
1988-11-30,9.5,,
1988-12-01,9.5,,
1988-12-02,9.5,,
1988-12-05,9.38,,
1988-12-06,9.38,,
1988-12-07,9.31,,
1988-12-08,9.38,,
1988-12-09,9.44,,
1988-12-12,9.44,,
1988-12-13,9.5,,
1988-12-14,9.56,,
1988-12-15,9.75,,
1988-12-16,9.81,,
1988-12-19,9.75,,
1988-12-20,9.81,,
1988-12-21,9.88,,
1988-12-22,9.88,,
1988-12-23,9.94,,
1988-12-27,9.81,,
1988-12-28,9.81,,
1988-12-29,9.94,,
1988-12-30,10.0,,
1989-01-03,9.94,,
1989-01-04,9.88,,
1989-01-05,9.88,,
1989-01-06,9.81,,
1989-01-09,9.88,,
1989-01-10,9.94,,
1989-01-11,10.0,,
1989-01-12,10.06,,
1989-01-13,10.06,,
1989-01-16,9.94,,
1989-01-17,9.88,,
1989-01-18,9.88,,
1989-01-19,9.81,,
1989-01-20,9.63,,
1989-01-23,9.63,,
1989-01-24,9.56,,
1989-01-25,9.63,,
1989-01-26,9.5,,
1989-01-27,9.44,,
1989-01-30,9.44,,
1989-01-31,9.44,,
1989-02-01,9.38,,
1989-02-02,9.38,,
1989-02-03,9.31,,
1989-02-06,9.63,,
1989-02-07,9.94,,
1989-02-08,9.88,,
1989-02-09,9.44,,
1989-02-10,9.38,,
1989-02-13,9.38,,
1989-02-14,9.44,,
1989-02-15,9.69,,
1989-02-16,9.5,,
1989-02-17,9.44,,
1989-02-21,9.25,,
1989-02-22,9.25,,
1989-02-23,9.25,,
1989-02-24,9.13,,
1989-02-27,9.19,,
1989-02-28,9.25,,
1989-03-01,9.19,,
1989-03-02,9.13,,
1989-03-03,9.19,,
1989-03-06,9.13,,
1989-03-07,9.13,,
1989-03-08,9.25,,
1989-03-09,9.19,,
1989-03-10,9.19,,
1989-03-13,9.25,,
1989-03-14,9.44,,
1989-03-15,9.44,,
1989-03-16,9.56,,
1989-03-17,9.19,,
1989-03-20,9.25,,
1989-03-21,9.13,,
1989-03-22,9.25,,
1989-03-23,9.25,,
1989-03-27,9.38,,
1989-03-28,9.5,,
1989-03-29,9.56,,
1989-03-30,9.19,,
1989-03-31,9.19,,
1989-04-03,9.19,,
1989-04-04,9.44,,
1989-04-05,9.44,,
1989-04-06,9.44,,
1989-04-07,9.44,,
1989-04-10,9.38,,
1989-04-11,9.44,,
1989-04-12,9.44,,
1989-04-13,9.31,,
1989-04-14,9.38,,
1989-04-17,9.38,,
1989-04-18,9.31,,
1989-04-19,9.13,,
1989-04-20,9.0,,
1989-04-21,9.0,,
1989-04-24,8.88,,
1989-04-25,8.75,,
1989-04-26,8.81,,
1989-04-27,9.06,,
1989-04-28,8.94,,
1989-05-01,9.06,,
1989-05-02,9.0,,
1989-05-03,9.0,,
1989-05-04,8.94,,
1989-05-05,9.06,,
1989-05-08,9.0,,
1989-05-09,8.88,,
1989-05-10,8.94,,
1989-05-11,8.88,,
1989-05-12,9.06,,
1989-05-15,9.06,,
1989-05-16,9.06,,
1989-05-17,9.13,,
1989-05-18,9.13,,
1989-05-19,9.31,,
1989-05-22,9.44,,
1989-05-23,9.25,,
1989-05-24,9.38,,
1989-05-25,9.19,,
1989-05-26,9.31,,
1989-05-30,9.19,,
1989-05-31,9.25,,
1989-06-01,9.31,,
1989-06-02,9.44,,
1989-06-05,9.19,,
1989-06-06,9.25,,
1989-06-07,9.19,,
1989-06-08,9.19,,
1989-06-09,9.31,,
1989-06-12,9.25,,
1989-06-13,9.38,,
1989-06-14,9.56,,
1989-06-15,9.31,,
1989-06-16,9.25,,
1989-06-19,9.25,,
1989-06-20,9.31,,
1989-06-21,9.75,,
1989-06-22,10.13,,
1989-06-23,10.0,,
1989-06-26,9.88,,
1989-06-27,10.0,,
1989-06-28,9.94,,
1989-06-29,9.63,,
1989-06-30,9.31,,
1989-07-03,9.44,,
1989-07-05,9.56,,
1989-07-06,9.44,,
1989-07-07,9.5,,
1989-07-10,9.63,,
1989-07-11,9.44,,
1989-07-12,9.5,,
1989-07-13,9.5,,
1989-07-14,9.38,,
1989-07-17,9.25,,
1989-07-18,9.44,,
1989-07-19,9.56,,
1989-07-20,9.44,,
1989-07-21,9.44,,
1989-07-24,9.44,,
1989-07-25,9.44,,
1989-07-26,9.5,,
1989-07-27,9.44,,
1989-07-28,9.44,,
1989-07-31,10.44,,
1989-08-01,10.5,,
1989-08-02,11.81,,
1989-08-03,11.63,,
1989-08-04,11.44,,
1989-08-07,11.56,,
1989-08-08,11.5,,
1989-08-09,11.25,,
1989-08-10,11.69,,
1989-08-11,11.75,,
1989-08-14,11.75,,
1989-08-15,11.81,,
1989-08-16,11.75,,
1989-08-17,11.81,,
1989-08-18,11.75,,
1989-08-21,11.25,,
1989-08-22,11.25,,
1989-08-23,11.31,,
1989-08-24,10.0,,
1989-08-25,9.94,,
1989-08-28,10.5,,
1989-08-29,10.56,,
1989-08-30,10.56,,
1989-08-31,10.56,,
1989-09-01,10.56,,
1989-09-05,10.75,,
1989-09-06,10.5,,
1989-09-07,10.56,,
1989-09-08,10.63,,
1989-09-11,10.5,,
1989-09-12,10.56,,
1989-09-13,10.56,,
1989-09-14,10.5,,
1989-09-15,11.0,,
1989-09-18,11.06,,
1989-09-19,11.06,,
1989-09-20,11.06,,
1989-09-21,11.06,,
1989-09-22,11.13,,
1989-09-25,11.88,,
1989-09-26,11.63,,
1989-09-27,11.5,,
1989-09-28,11.63,,
1989-09-29,11.63,,
1989-10-02,11.25,,
1989-10-03,11.31,,
1989-10-04,11.31,,
1989-10-05,11.38,,
1989-10-06,11.38,,
1989-10-09,11.5,,
1989-10-10,11.5,,
1989-10-11,11.44,,
1989-10-12,11.69,,
1989-10-13,11.31,,
1989-10-16,10.69,,
1989-10-17,10.44,,
1989-10-18,10.56,,
1989-10-19,10.81,,
1989-10-20,10.88,,
1989-10-23,10.69,,
1989-10-24,10.31,,
1989-10-25,9.56,,
1989-10-26,9.75,,
1989-10-27,9.63,,
1989-10-30,9.69,,
1989-10-31,9.75,,
1989-11-01,9.75,,
1989-11-02,9.75,,
1989-11-03,9.94,,
1989-11-06,9.81,,
1989-11-07,10.13,,
1989-11-08,10.25,,
1989-11-09,10.19,,
1989-11-10,10.25,,
1989-11-13,10.13,,
1989-11-14,10.13,,
1989-11-15,10.13,,
1989-11-16,10.25,,
1989-11-17,10.25,,
1989-11-20,10.19,,
1989-11-21,10.06,,
1989-11-22,10.0,,
1989-11-24,10.0,,
1989-11-27,10.19,,
1989-11-28,10.31,,
1989-11-29,10.44,,
1989-11-30,10.69,,
1989-12-01,10.88,,
1989-12-04,11.0,,
1989-12-05,10.75,,
1989-12-06,10.63,,
1989-12-07,10.69,,
1989-12-08,10.75,,
1989-12-11,10.75,,
1989-12-12,10.63,,
1989-12-13,10.5,,
1989-12-14,10.44,,
1989-12-15,9.75,,
1989-12-18,9.69,,
1989-12-19,9.56,,
1989-12-20,9.44,,
1989-12-21,9.56,,
1989-12-22,9.5,,
1989-12-26,9.5,,
1989-12-27,9.56,,
1989-12-28,9.56,,
1989-12-29,9.88,,
1990-01-02,10.25,,
1990-01-03,10.5,,
1990-01-04,10.56,,
1990-01-05,10.19,,
1990-01-08,10.56,,
1990-01-09,10.63,,
1990-01-10,10.56,,
1990-01-11,10.13,,
1990-01-12,10.25,,
1990-01-15,10.31,,
1990-01-16,10.06,,
1990-01-17,10.0,,
1990-01-18,9.63,,
1990-01-19,9.75,,
1990-01-22,9.5,,
1990-01-23,9.5,,
1990-01-24,9.25,,
1990-01-25,9.13,,
1990-01-26,8.94,,
1990-01-29,8.88,,
1990-01-30,8.69,,
1990-01-31,9.25,,
1990-02-01,9.25,,
1990-02-02,9.94,,
1990-02-05,9.94,,
1990-02-06,9.88,,
1990-02-07,9.94,,
1990-02-08,9.69,,
1990-02-09,9.63,,
1990-02-12,9.5,,
1990-02-13,9.56,,
1990-02-14,9.69,,
1990-02-15,9.69,,
1990-02-16,9.94,,
1990-02-20,9.69,,
1990-02-21,9.88,,
1990-02-22,9.63,,
1990-02-23,9.38,,
1990-02-26,9.38,,
1990-02-27,9.19,,
1990-02-28,9.19,,
1990-03-01,9.31,,
1990-03-02,9.19,,
1990-03-05,8.94,,
1990-03-06,8.94,,
1990-03-07,8.94,,
1990-03-08,9.0,,
1990-03-09,9.06,,
1990-03-12,9.13,,
1990-03-13,9.0,,
1990-03-14,9.13,,
1990-03-15,9.19,,
1990-03-16,9.31,,
1990-03-19,9.13,,
1990-03-20,8.94,,
