date,ZION,ZION_EPS,PE Ratio
1990-09-25,3.09,,
1990-09-26,3.19,,
1990-09-27,3.09,,
1990-09-28,3.11,,
1990-10-01,3.09,,
1990-10-02,3.16,,
1990-10-03,3.13,,
1990-10-04,3.13,,
1990-10-05,3.13,,
1990-10-08,3.13,,
1990-10-09,3.13,,
1990-10-10,3.22,,
1990-10-11,3.13,,
1990-10-12,3.06,,
1990-10-15,3.09,,
1990-10-16,3.13,,
1990-10-17,3.13,,
1990-10-18,3.19,,
1990-10-19,3.16,,
1990-10-22,3.16,,
1990-10-23,3.19,,
1990-10-24,3.22,,
1990-10-25,3.22,,
1990-10-26,3.25,,
1990-10-29,3.27,,
1990-10-30,3.22,,
1990-10-31,3.25,,
1990-11-01,3.28,,
1990-11-02,3.38,,
1990-11-05,3.38,,
1990-11-06,3.34,,
1990-11-07,3.34,,
1990-11-08,3.39,,
1990-11-09,3.47,,
1990-11-12,3.44,,
1990-11-13,3.69,,
1990-11-14,3.66,,
1990-11-15,3.56,,
1990-11-16,3.56,,
1990-11-19,3.66,,
1990-11-20,3.59,,
1990-11-21,3.59,,
1990-11-23,3.59,,
1990-11-26,3.63,,
1990-11-27,3.59,,
1990-11-28,3.63,,
1990-11-29,3.61,,
1990-11-30,3.66,,
1990-12-03,3.59,,
1990-12-04,3.66,,
1990-12-05,3.72,,
1990-12-06,3.63,,
1990-12-07,3.72,,
1990-12-10,3.75,,
1990-12-11,3.75,,
1990-12-12,3.75,,
1990-12-13,3.75,,
1990-12-14,3.66,,
1990-12-17,3.66,,
1990-12-18,3.66,,
1990-12-19,3.75,,
1990-12-20,3.75,,
1990-12-21,3.81,,
1990-12-24,3.75,,
1990-12-26,3.81,,
1990-12-27,3.94,,
1990-12-28,3.88,,
1990-12-31,3.97,,
1991-01-02,3.78,,
1991-01-03,3.81,,
1991-01-04,3.81,,
1991-01-07,3.69,,
1991-01-08,3.72,,
1991-01-09,3.75,,
1991-01-10,3.66,,
1991-01-11,3.75,,
1991-01-14,3.59,,
1991-01-15,3.59,,
1991-01-16,3.66,,
1991-01-17,3.72,,
1991-01-18,3.88,,
1991-01-21,3.75,,
1991-01-22,3.75,,
1991-01-23,3.84,,
1991-01-24,4.0,,
1991-01-25,4.09,,
1991-01-28,4.09,,
1991-01-29,4.09,,
1991-01-30,4.09,,
1991-01-31,4.13,,
1991-02-01,4.14,,
1991-02-04,4.13,,
1991-02-05,4.31,,
1991-02-06,4.22,,
1991-02-07,4.22,,
1991-02-08,4.25,,
1991-02-11,4.25,,
1991-02-12,4.47,,
1991-02-13,4.53,,
1991-02-14,4.59,,
1991-02-15,4.56,,
1991-02-19,4.53,,
1991-02-20,4.5,,
1991-02-21,4.41,,
1991-02-22,4.38,,
1991-02-25,4.38,,
1991-02-26,4.39,,
1991-02-27,4.38,,
1991-02-28,4.44,,
1991-03-01,4.38,,
1991-03-04,4.41,,
1991-03-05,4.5,,
1991-03-06,4.53,,
1991-03-07,4.55,,
1991-03-08,4.63,,
1991-03-11,4.59,,
1991-03-12,4.5,,
1991-03-13,4.53,,
1991-03-14,4.63,,
1991-03-15,4.5,,
1991-03-18,4.59,,
1991-03-19,4.55,,
1991-03-20,4.59,,
1991-03-21,4.5,,
1991-03-22,4.53,,
1991-03-25,4.56,,
1991-03-26,4.59,,
1991-03-27,4.63,,
1991-03-28,4.53,,
1991-04-01,4.55,,
1991-04-02,4.53,,
1991-04-03,4.63,,
1991-04-04,4.73,,
1991-04-05,4.75,,
1991-04-08,4.84,,
1991-04-09,4.88,,
1991-04-10,4.88,,
1991-04-11,4.88,,
1991-04-12,4.91,,
1991-04-15,4.88,,
1991-04-16,5.16,,
1991-04-17,5.47,,
1991-04-18,5.22,,
1991-04-19,5.13,,
1991-04-22,5.16,,
1991-04-23,5.09,,
1991-04-24,5.25,,
1991-04-25,5.28,,
1991-04-26,5.31,,
1991-04-29,5.13,,
1991-04-30,5.13,,
1991-05-01,5.25,,
1991-05-02,5.25,,
1991-05-03,5.28,,
1991-05-06,5.22,,
1991-05-07,5.28,,
1991-05-08,5.25,,
1991-05-09,5.28,,
1991-05-10,5.34,,
1991-05-13,5.41,,
1991-05-14,5.33,,
1991-05-15,5.25,,
1991-05-16,5.25,,
1991-05-17,5.34,,
1991-05-20,5.25,,
1991-05-21,5.34,,
1991-05-22,5.34,,
1991-05-23,5.22,,
1991-05-24,5.31,,
1991-05-28,5.16,,
1991-05-29,5.23,,
1991-05-30,5.16,,
1991-05-31,5.31,,
1991-06-03,5.13,,
1991-06-04,5.09,,
1991-06-05,5.13,,
1991-06-06,5.25,,
1991-06-07,5.2,,
1991-06-10,5.25,,
1991-06-11,5.19,,
1991-06-12,5.19,,
1991-06-13,5.03,,
1991-06-14,5.16,,
1991-06-17,5.06,,
1991-06-18,5.13,,
1991-06-19,5.09,,
1991-06-20,5.09,,
1991-06-21,5.03,,
1991-06-24,5.02,,
1991-06-25,5.0,,
1991-06-26,5.06,,
1991-06-27,5.02,,
1991-06-28,5.0,,
1991-07-01,5.02,,
1991-07-02,5.02,,
1991-07-03,5.03,,
1991-07-05,5.06,,
1991-07-08,5.0,,
1991-07-09,5.06,,
1991-07-10,5.09,,
1991-07-11,5.06,,
1991-07-12,5.06,,
1991-07-15,5.13,,
1991-07-16,5.19,,
1991-07-17,5.13,,
1991-07-18,5.31,,
1991-07-19,5.44,,
1991-07-22,5.47,,
1991-07-23,5.38,,
1991-07-24,5.5,,
1991-07-25,5.38,,
1991-07-26,5.45,,
1991-07-29,5.5,,
1991-07-30,5.56,,
1991-07-31,5.63,,
1991-08-01,5.67,,
1991-08-02,5.78,,
1991-08-05,5.83,,
1991-08-06,5.78,,
1991-08-07,5.83,,
1991-08-08,5.75,,
1991-08-09,5.88,,
1991-08-12,5.75,,
1991-08-13,6.0,,
1991-08-14,5.94,,
1991-08-15,5.94,,
1991-08-16,5.94,,
1991-08-19,5.88,,
1991-08-20,6.0,,
1991-08-21,6.13,,
1991-08-22,6.22,,
1991-08-23,6.13,,
1991-08-26,6.13,,
1991-08-27,6.13,,
1991-08-28,6.09,,
1991-08-29,6.09,,
1991-08-30,6.11,,
1991-09-03,6.22,,
1991-09-04,6.06,,
1991-09-05,6.09,,
1991-09-06,5.91,,
1991-09-09,5.88,,
1991-09-10,5.88,,
1991-09-11,5.78,,
1991-09-12,5.94,,
1991-09-13,5.95,,
1991-09-16,5.88,,
1991-09-17,5.88,,
1991-09-18,5.88,,
1991-09-19,5.81,,
1991-09-20,5.81,,
1991-09-23,5.81,,
1991-09-24,5.81,,
1991-09-25,5.88,,
1991-09-26,5.75,,
1991-09-27,5.69,,
1991-09-30,5.59,,
1991-10-01,5.59,,
1991-10-02,5.63,,
1991-10-03,5.56,,
1991-10-04,5.55,,
1991-10-07,5.66,,
1991-10-08,5.64,,
1991-10-09,5.64,,
1991-10-10,5.64,,
1991-10-11,5.56,,
1991-10-14,5.56,,
1991-10-15,5.72,,
1991-10-16,5.94,,
1991-10-17,5.81,,
1991-10-18,5.63,,
1991-10-21,5.67,,
1991-10-22,5.67,,
1991-10-23,5.58,,
1991-10-24,5.67,,
1991-10-25,5.66,,
1991-10-28,5.56,,
1991-10-29,5.56,,
1991-10-30,5.88,,
1991-10-31,5.84,,
1991-11-01,5.91,,
1991-11-04,5.86,,
1991-11-05,5.86,,
1991-11-06,5.84,,
1991-11-07,5.81,,
1991-11-08,5.88,,
1991-11-11,5.84,,
1991-11-12,5.84,,
1991-11-13,5.8,,
1991-11-14,5.88,,
1991-11-15,5.69,,
1991-11-18,5.63,,
1991-11-19,5.59,,
1991-11-20,5.56,,
1991-11-21,5.5,,
1991-11-22,5.5,,
1991-11-25,5.5,,
1991-11-26,5.5,,
1991-11-27,5.44,,
1991-11-29,5.25,,
1991-12-02,5.06,,
1991-12-03,5.03,,
1991-12-04,5.16,,
1991-12-05,5.03,,
1991-12-06,4.94,,
1991-12-09,5.0,,
1991-12-10,4.88,,
1991-12-11,4.78,,
1991-12-12,4.81,,
1991-12-13,4.78,,
1991-12-16,4.97,,
1991-12-17,4.97,,
1991-12-18,5.0,,
1991-12-19,4.98,,
1991-12-20,5.03,,
1991-12-23,5.13,,
1991-12-24,5.13,,
1991-12-26,5.16,,
1991-12-27,5.25,,
1991-12-30,5.25,,
1991-12-31,5.38,,
1992-01-02,5.25,,
1992-01-03,5.25,,
1992-01-06,5.13,,
1992-01-07,5.0,,
1992-01-08,5.06,,
1992-01-09,4.94,,
1992-01-10,5.06,,
1992-01-13,5.22,,
1992-01-14,5.13,,
1992-01-15,5.23,,
1992-01-16,5.5,,
1992-01-17,5.45,,
1992-01-20,5.59,,
1992-01-21,5.47,,
1992-01-22,5.47,,
1992-01-23,5.38,,
1992-01-24,5.28,,
1992-01-27,5.47,,
1992-01-28,5.31,,
1992-01-29,5.59,,
1992-01-30,5.63,,
1992-01-31,5.69,,
1992-02-03,5.81,,
1992-02-04,5.75,,
1992-02-05,5.75,,
1992-02-06,5.75,,
1992-02-07,5.88,,
1992-02-10,5.88,,
1992-02-11,5.97,,
1992-02-12,6.03,,
1992-02-13,6.03,,
1992-02-14,6.0,,
1992-02-18,6.06,,
1992-02-19,5.98,,
1992-02-20,5.94,,
1992-02-21,5.94,,
1992-02-24,5.88,,
1992-02-25,5.91,,
1992-02-26,5.94,,
1992-02-27,6.02,,
1992-02-28,6.13,,
1992-03-02,6.06,,
1992-03-03,6.0,,
1992-03-04,6.0,,
1992-03-05,5.91,,
1992-03-06,5.91,,
1992-03-09,5.92,,
1992-03-10,6.0,,
1992-03-11,6.06,,
1992-03-12,5.94,,
1992-03-13,5.88,,
1992-03-16,6.0,,
1992-03-17,5.94,,
1992-03-18,6.13,,
1992-03-19,6.13,,
1992-03-20,6.03,,
1992-03-23,6.05,,
1992-03-24,6.03,,
1992-03-25,6.0,,
1992-03-26,6.11,,
1992-03-27,6.06,,
1992-03-30,6.03,,
1992-03-31,6.13,,
1992-04-01,6.11,,
1992-04-02,6.06,,
1992-04-03,6.06,,
1992-04-06,5.95,,
1992-04-07,6.0,,
1992-04-08,5.94,,
1992-04-09,6.13,,
1992-04-10,6.19,,
1992-04-13,6.25,,
1992-04-14,6.66,,
1992-04-15,6.59,,
1992-04-16,6.66,,
1992-04-20,6.47,,
1992-04-21,6.5,,
1992-04-22,6.38,,
1992-04-23,6.38,,
1992-04-24,6.38,,
1992-04-27,6.31,,
1992-04-28,6.31,,
1992-04-29,6.31,,
1992-04-30,6.25,,
1992-05-01,6.25,,
1992-05-04,6.42,,
1992-05-05,6.47,,
1992-05-06,6.56,,
1992-05-07,6.56,,
1992-05-08,6.38,,
1992-05-11,6.44,,
1992-05-12,6.38,,
1992-05-13,6.31,,
1992-05-14,6.38,,
1992-05-15,6.34,,
1992-05-18,6.25,,
1992-05-19,6.25,,
1992-05-20,6.25,,
1992-05-21,6.44,,
1992-05-22,6.34,,
1992-05-26,6.34,,
1992-05-27,6.53,,
1992-05-28,6.53,,
1992-05-29,6.53,,
1992-06-01,6.44,,
1992-06-02,6.63,,
1992-06-03,6.44,,
1992-06-04,6.72,,
1992-06-05,6.56,,
1992-06-08,6.69,,
1992-06-09,6.63,,
1992-06-10,6.5,,
1992-06-11,6.5,,
1992-06-12,6.67,,
1992-06-15,6.5,,
1992-06-16,6.56,,
1992-06-17,6.59,,
1992-06-18,6.5,,
1992-06-19,6.75,,
1992-06-22,6.75,,
1992-06-23,6.5,,
1992-06-24,6.75,,
1992-06-25,6.81,,
1992-06-26,7.06,,
1992-06-29,6.81,,
1992-06-30,7.09,,
1992-07-01,7.09,,
1992-07-02,7.09,,
1992-07-06,7.09,,
1992-07-07,6.94,,
1992-07-08,6.81,,
1992-07-09,6.98,,
1992-07-10,6.8,,
1992-07-13,6.81,,
1992-07-14,6.72,,
1992-07-15,6.78,,
1992-07-16,6.75,,
1992-07-17,6.75,,
1992-07-20,6.75,,
1992-07-21,7.0,,
1992-07-22,6.81,,
1992-07-23,6.88,,
1992-07-24,6.94,,
1992-07-27,6.94,,
1992-07-28,6.94,,
1992-07-29,7.06,,
1992-07-30,7.03,,
1992-07-31,7.03,,
1992-08-03,7.03,,
1992-08-04,7.03,,
1992-08-05,7.19,,
1992-08-06,7.16,,
1992-08-07,7.16,,
1992-08-10,7.09,,
1992-08-11,7.13,,
1992-08-12,7.0,,
1992-08-13,7.13,,
1992-08-14,7.05,,
1992-08-17,7.13,,
1992-08-18,7.13,,
1992-08-19,6.95,,
1992-08-20,6.95,,
1992-08-21,7.13,,
1992-08-24,7.06,,
1992-08-25,6.94,,
1992-08-26,6.81,,
1992-08-27,6.88,,
1992-08-28,6.84,,
1992-08-31,6.84,,
1992-09-01,6.84,,
1992-09-02,6.75,,
1992-09-03,6.8,,
1992-09-04,6.78,,
1992-09-08,6.91,,
1992-09-09,6.89,,
1992-09-10,6.97,,
1992-09-11,6.88,,
1992-09-14,7.0,,
1992-09-15,7.16,,
1992-09-16,7.0,,
1992-09-17,7.0,,
1992-09-18,7.0,,
1992-09-21,7.19,,
1992-09-22,7.19,,
1992-09-23,7.19,,
1992-09-24,7.16,,
1992-09-25,7.28,,
1992-09-28,7.38,,
1992-09-29,7.41,,
1992-09-30,7.5,,
1992-10-01,7.48,,
1992-10-02,7.48,,
1992-10-05,7.38,,
1992-10-06,7.31,,
1992-10-07,7.31,,
1992-10-08,7.31,,
1992-10-09,7.25,,
1992-10-12,7.39,,
1992-10-13,7.22,,
1992-10-14,7.5,,
1992-10-15,7.41,,
1992-10-16,7.47,,
1992-10-19,7.52,,
1992-10-20,7.69,,
1992-10-21,7.72,,
1992-10-22,7.7,,
1992-10-23,7.88,,
1992-10-26,7.59,,
1992-10-27,7.59,,
1992-10-28,7.69,,
1992-10-29,7.75,,
1992-10-30,7.72,,
1992-11-02,7.69,,
1992-11-03,7.88,,
1992-11-04,7.75,,
1992-11-05,8.09,,
1992-11-06,8.16,,
1992-11-09,8.58,,
1992-11-10,8.44,,
1992-11-11,8.59,,
1992-11-12,8.59,,
1992-11-13,8.38,,
1992-11-16,8.38,,
1992-11-17,8.41,,
1992-11-18,8.59,,
1992-11-19,8.5,,
1992-11-20,8.56,,
1992-11-23,8.66,,
1992-11-24,9.03,,
1992-11-25,9.23,,
1992-11-27,9.22,,
1992-11-30,9.09,,
1992-12-01,9.09,,
1992-12-02,9.25,,
1992-12-03,9.0,,
1992-12-04,8.97,,
1992-12-07,9.0,,
1992-12-08,8.94,,
1992-12-09,8.95,,
1992-12-10,8.92,,
1992-12-11,9.0,,
1992-12-14,8.91,,
1992-12-15,8.94,,
1992-12-16,8.91,,
1992-12-17,9.14,,
1992-12-18,9.16,,
1992-12-21,9.28,,
1992-12-22,9.28,,
1992-12-23,9.38,,
1992-12-24,9.75,,
1992-12-28,9.75,,
1992-12-29,9.53,,
1992-12-30,9.69,,
1992-12-31,9.5,,
1993-01-04,9.5,,
1993-01-05,9.59,,
1993-01-06,9.56,,
1993-01-07,9.63,,
1993-01-08,9.42,,
1993-01-11,9.56,,
1993-01-12,9.41,,
1993-01-13,9.66,,
1993-01-14,9.63,,
1993-01-15,9.75,,
1993-01-18,9.63,,
1993-01-19,9.91,,
1993-01-20,9.91,,
1993-01-21,9.75,,
1993-01-22,9.81,,
1993-01-25,10.3,,
1993-01-26,10.63,,
1993-01-27,10.81,,
1993-01-28,10.94,,
1993-01-29,10.94,,
1993-02-01,11.06,,
1993-02-02,11.13,,
1993-02-03,11.25,,
1993-02-04,11.69,,
1993-02-05,11.75,,
1993-02-08,11.81,,
1993-02-09,11.56,,
1993-02-10,11.63,,
1993-02-11,11.44,,
1993-02-12,11.63,,
1993-02-16,10.94,,
1993-02-17,10.53,,
1993-02-18,10.38,,
1993-02-19,10.69,,
1993-02-22,10.75,,
1993-02-23,10.94,,
1993-02-24,11.5,,
1993-02-25,11.56,,
1993-02-26,11.56,,
1993-03-01,11.44,,
1993-03-02,11.5,,
1993-03-03,11.38,,
1993-03-04,11.25,,
1993-03-05,11.03,,
1993-03-08,11.0,,
1993-03-09,11.38,,
1993-03-10,11.44,,
1993-03-11,11.75,,
1993-03-12,11.31,,
1993-03-15,11.63,,
1993-03-16,11.5,,
1993-03-17,11.66,,
1993-03-18,11.66,,
1993-03-19,11.81,,
1993-03-22,12.0,,
1993-03-23,12.25,,
1993-03-24,12.0,,
1993-03-25,12.25,,
1993-03-26,12.25,,
1993-03-29,12.0,,
1993-03-30,12.25,,
1993-03-31,12.0,,
1993-04-01,12.19,,
1993-04-02,12.06,,
1993-04-05,12.0,,
1993-04-06,12.06,,
1993-04-07,12.13,,
1993-04-08,12.06,,
1993-04-12,12.06,,
1993-04-13,11.81,,
1993-04-14,11.69,,
1993-04-15,11.69,,
1993-04-16,12.0,,
1993-04-19,11.75,,
1993-04-20,11.56,,
1993-04-21,11.44,,
1993-04-22,11.38,,
1993-04-23,11.0,,
1993-04-26,10.5,,
1993-04-27,10.94,,
1993-04-28,10.5,,
1993-04-29,10.81,,
1993-04-30,10.56,,
1993-05-03,10.41,,
1993-05-04,10.19,,
1993-05-05,10.44,,
1993-05-06,10.13,,
1993-05-07,10.06,,
1993-05-10,10.44,,
1993-05-11,10.13,,
1993-05-12,10.25,,
1993-05-13,10.38,,
1993-05-14,9.94,,
1993-05-17,9.97,,
1993-05-18,9.88,,
1993-05-19,10.0,,
1993-05-20,10.0,,
1993-05-21,10.44,,
1993-05-24,10.13,,
1993-05-25,10.44,,
1993-05-26,10.5,,
1993-05-27,10.56,,
1993-05-28,10.56,,
1993-06-01,10.5,,
1993-06-02,10.16,,
1993-06-03,10.56,,
1993-06-04,10.13,,
1993-06-07,10.13,,
1993-06-08,9.88,,
1993-06-09,9.88,,
1993-06-10,9.63,,
1993-06-11,9.63,,
1993-06-14,9.63,,
1993-06-15,9.63,,
1993-06-16,9.63,,
1993-06-17,9.63,,
1993-06-18,9.63,,
1993-06-21,10.0,,
1993-06-22,10.0,,
1993-06-23,9.81,,
1993-06-24,9.88,,
1993-06-25,10.0,,
1993-06-28,9.75,,
1993-06-29,10.06,,
1993-06-30,10.0,,
1993-07-01,9.75,,
1993-07-02,9.75,,
1993-07-06,9.88,,
1993-07-07,9.63,,
1993-07-08,9.72,,
1993-07-09,9.69,,
1993-07-12,9.63,,
1993-07-13,9.63,,
1993-07-14,10.0,,
1993-07-15,9.88,,
1993-07-16,9.69,,
1993-07-19,9.81,,
1993-07-20,10.13,,
1993-07-21,10.28,,
1993-07-22,10.06,,
1993-07-23,10.31,,
1993-07-26,9.94,,
1993-07-27,10.09,,
1993-07-28,10.0,,
1993-07-29,10.13,,
1993-07-30,10.22,,
1993-08-02,10.0,,
1993-08-03,10.13,,
1993-08-04,10.06,,
1993-08-05,10.41,,
1993-08-06,10.44,,
1993-08-09,10.31,,
1993-08-10,10.47,,
1993-08-11,10.5,,
1993-08-12,10.63,,
1993-08-13,10.44,,
1993-08-16,10.56,,
1993-08-17,10.88,,
1993-08-18,10.66,,
1993-08-19,10.59,,
1993-08-20,10.44,,
1993-08-23,10.56,,
1993-08-24,10.5,,
1993-08-25,10.88,,
1993-08-26,10.5,,
1993-08-27,10.5,,
1993-08-30,10.56,,
1993-08-31,10.75,,
1993-09-01,10.63,,
1993-09-02,10.63,,
1993-09-03,11.06,,
1993-09-07,10.56,,
1993-09-08,10.28,,
1993-09-09,10.25,,
1993-09-10,10.63,,
1993-09-13,10.69,,
1993-09-14,10.5,,
1993-09-15,10.59,,
1993-09-16,10.63,,
1993-09-17,10.5,,
1993-09-20,10.41,,
1993-09-21,10.75,,
1993-09-22,10.75,,
1993-09-23,10.75,,
1993-09-24,10.63,,
1993-09-27,10.38,,
1993-09-28,10.63,,
1993-09-29,10.75,,
1993-09-30,10.56,,
1993-10-01,10.38,,
1993-10-04,10.38,,
1993-10-05,10.69,,
1993-10-06,10.44,,
1993-10-07,10.5,,
1993-10-08,10.66,,
1993-10-11,10.44,,
1993-10-12,10.94,,
1993-10-13,11.0,,
1993-10-14,11.31,,
1993-10-15,11.38,,
1993-10-18,10.94,,
1993-10-19,10.56,,
1993-10-20,10.84,,
1993-10-21,10.28,,
1993-10-22,10.31,,
1993-10-25,10.44,,
1993-10-26,10.5,,
1993-10-27,10.56,,
1993-10-28,10.59,,
1993-10-29,10.94,,
1993-11-01,10.81,,
1993-11-02,10.94,,
1993-11-03,9.84,,
1993-11-04,10.06,,
1993-11-05,9.94,,
1993-11-08,9.75,,
1993-11-09,10.13,,
1993-11-10,9.94,,
1993-11-11,9.66,,
1993-11-12,9.66,,
1993-11-15,9.75,,
1993-11-16,9.69,,
1993-11-17,9.69,,
1993-11-18,9.69,,
1993-11-19,9.19,,
1993-11-22,9.25,,
1993-11-23,9.19,,
1993-11-24,9.38,,
1993-11-26,9.19,,
1993-11-29,9.19,,
1993-11-30,9.25,,
1993-12-01,9.13,,
1993-12-02,9.38,,
1993-12-03,9.22,,
1993-12-06,9.28,,
1993-12-07,9.13,,
1993-12-08,9.13,,
1993-12-09,9.13,,
1993-12-10,9.19,,
1993-12-13,9.25,,
1993-12-14,9.19,,
