date,FOXA,FOXA_EPS,PE Ratio
2019-07-26,37.21,1.01782,36.558527048004564
2019-07-29,37.51,1.01782,36.85327464581164
2019-07-30,37.82,1.01782,37.15784716354562
2019-07-31,37.32,1.01782,36.66660116720049
2019-08-01,36.89,1.01782,36.24412961034368
2019-08-02,36.63,1.01782,35.988681692244214
2019-08-05,36.05,1.01782,35.41883633648386
2019-08-06,36.45,1.01782,35.811833133559965
2019-08-07,37.04,1.01782,36.391503409247214
2019-08-08,35.13,1.01782,34.51494370320882
2019-08-09,35.4,0.76304,46.39337387292933
2019-08-12,34.95,0.76304,45.80362759488362
2019-08-13,35.06,0.76304,45.94778779618369
2019-08-14,33.69,0.76304,44.15233801635562
2019-08-15,32.75,0.76304,42.92042356888236
2019-08-16,32.99,0.76304,43.23495491717341
2019-08-19,33.87,0.76304,44.38823652757391
2019-08-20,33.59,0.76304,44.02128328790103
2019-08-21,33.41,0.76304,43.78538477668273
2019-08-22,33.05,0.76304,43.313587754246164
2019-08-23,31.75,0.76304,41.60987628433634
2019-08-26,32.08,0.76304,42.042356888236526
2019-08-27,31.93,0.76304,41.84577479555462
2019-08-28,31.79,0.76304,41.66229817571818
2019-08-29,32.74,0.76304,42.9073180960369
2019-08-30,33.17,0.76304,43.4708534283917
2019-09-03,32.77,0.76304,42.94663451457329
2019-09-04,33.56,0.76304,43.98196686936465
2019-09-05,34.25,0.76304,44.886244495701405
2019-09-06,34.23,0.76304,44.86003355001048
2019-09-09,34.3,0.76304,44.9517718599287
2019-09-10,34.3,0.76304,44.9517718599287
2019-09-11,34.0,0.76304,44.5586076745649
2019-09-12,33.79,0.76304,44.28339274481023
2019-09-13,33.83,0.76304,44.33581463619207
2019-09-16,33.6,0.76304,44.03438876074649
2019-09-17,32.86,0.76304,43.06458377018242
2019-09-18,32.64,0.76304,42.7762633675823
2019-09-19,32.04,0.76304,41.989934996854686
2019-09-20,32.27,0.76304,42.291360872300274
2019-09-23,32.27,0.76304,42.291360872300274
2019-09-24,31.59,0.76304,41.40018871880897
2019-09-25,32.01,0.76304,41.9506185783183
2019-09-26,31.45,0.76304,41.21671209897253
2019-09-27,31.44,0.76304,41.20360662612707
2019-09-30,31.54,0.76304,41.33466135458167
2019-10-01,31.24,0.76304,40.94149716921786
2019-10-02,30.42,0.76304,39.86684839589012
2019-10-03,30.46,0.76304,39.919270287271964
2019-10-04,30.57,0.76304,40.063430488572024
2019-10-07,30.6,0.76304,40.102746907108404
2019-10-08,30.06,0.76304,39.39505137345355
2019-10-09,30.23,0.76304,39.617844411826376
2019-10-10,30.52,0.76304,39.997903124344724
2019-10-11,31.46,0.76304,41.22981757181799
2019-10-14,31.39,0.76304,41.13807926189977
2019-10-15,31.7,0.76304,41.54434892010904
2019-10-16,31.99,0.76304,41.92440763262738
2019-10-17,31.98,0.76304,41.911302159781926
2019-10-18,32.21,0.76304,42.21272803522751
2019-10-21,32.74,0.76304,42.9073180960369
2019-10-22,33.45,0.76304,43.83780666806459
2019-10-23,33.24,0.76304,43.56259173830992
2019-10-24,32.3,0.76304,42.33067729083665
2019-10-25,32.41,0.76304,42.47483749213671
2019-10-28,32.99,0.76304,43.23495491717341
2019-10-29,32.84,0.76304,43.03837282449151
2019-10-30,32.08,0.76304,42.042356888236526
2019-10-31,32.04,0.76304,41.989934996854686
2019-11-01,32.39,0.76304,42.448626546445794
2019-11-04,32.55,0.76304,42.658314111973155
2019-11-05,32.83,0.76304,43.02526735164604
2019-11-06,33.1,0.8631,38.35013324064419
2019-11-07,34.94,0.8631,40.481983547676975
2019-11-08,35.14,0.8631,40.71370640713707
2019-11-11,34.99,0.8631,40.539914262542005
2019-11-12,34.49,0.8631,39.96060711389179
2019-11-13,34.26,0.8631,39.694125825512685
2019-11-14,34.22,0.8631,39.64778125362067
2019-11-15,34.27,0.8631,39.705711968485694
2019-11-18,35.19,0.8631,40.77163712200208
2019-11-19,36.26,0.8631,42.01135442011354
2019-11-20,35.89,0.8631,41.582667130112384
2019-11-21,35.7,0.8631,41.36253041362531
2019-11-22,35.66,0.8631,41.31618584173329
2019-11-25,35.68,0.8631,41.3393581276793
2019-11-26,35.93,0.8631,41.629011702004405
2019-11-27,35.78,0.8631,41.45521955740934
2019-11-29,35.76,0.8631,41.432047271463325
2019-12-02,35.6,0.8631,41.24666898389526
2019-12-03,35.19,0.8631,40.77163712200208
2019-12-04,35.5,0.8631,41.13080755416522
2019-12-05,35.5,0.8631,41.13080755416522
2019-12-06,35.42,0.8631,41.03811841038119
2019-12-09,35.62,0.8631,41.269841269841265
2019-12-10,35.81,0.8631,41.489977986328356
2019-12-11,36.16,0.8631,41.895492990383495
2019-12-12,36.85,0.8631,42.6949368555208
2019-12-13,36.77,0.8631,42.602247711736766
2019-12-16,36.81,0.8631,42.64859228362879
2019-12-17,37.16,0.8631,43.05410728768393
2019-12-18,36.93,0.8631,42.78762599930483
2019-12-19,37.0,0.8631,42.86872900011586
2019-12-20,37.17,0.8631,43.065693430656935
2019-12-23,37.46,0.8631,43.40169157687406
2019-12-24,37.3,0.8631,43.21631328930599
2019-12-26,37.57,0.8631,43.529139149577105
2019-12-27,37.41,0.8631,43.343760862009034
2019-12-30,37.08,0.8631,42.9614181438999
2019-12-31,37.07,0.8631,42.94983200092689
2020-01-02,37.07,0.8631,42.94983200092689
2020-01-03,36.67,0.8631,42.48638628200672
2020-01-06,36.57,0.8631,42.37052485227668
2020-01-07,37.07,0.8631,42.94983200092689
2020-01-08,37.11,0.8631,42.99617657281891
2020-01-09,37.18,0.8631,43.07727957362994
2020-01-10,36.72,0.8631,42.54431699687174
2020-01-13,36.99,0.8631,42.85714285714286
2020-01-14,37.26,0.8631,43.16996871741397
2020-01-15,37.48,0.8631,43.42486386282007
2020-01-16,39.11,0.8631,45.313405167419766
2020-01-17,39.34,0.8631,45.57988645579887
2020-01-21,39.1,0.8631,45.301819024446765
2020-01-22,39.09,0.8631,45.29023288147376
2020-01-23,37.49,0.8631,43.43645000579308
2020-01-24,36.61,0.8631,42.416869424168695
2020-01-27,36.88,0.8631,42.72969528443981
2020-01-28,37.14,0.8631,43.03093500173792
2020-01-29,36.58,0.8631,42.38211099524968
2020-01-30,37.03,0.8631,42.903487429034875
2020-01-31,37.08,0.8631,42.9614181438999
2020-02-03,37.59,0.8631,43.55231143552312
2020-02-04,38.03,0.8631,44.06210172633531
2020-02-05,38.67,0.51892,74.5201572496724
2020-02-06,37.11,0.51892,71.51391351268018
2020-02-07,37.0,0.51892,71.30193478763586
2020-02-10,37.3,0.51892,71.88005858321127
2020-02-11,37.13,0.51892,71.55245509905187
2020-02-12,37.67,0.51892,72.59307793108763
2020-02-13,38.0,0.51892,73.2290141062206
2020-02-14,37.8,0.51892,72.84359824250365
2020-02-18,37.78,0.51892,72.80505665613197
2020-02-19,38.03,0.51892,73.28682648577815
2020-02-20,37.03,0.51892,71.35974716719339
2020-02-21,35.99,0.51892,69.35558467586526
2020-02-24,34.69,0.51892,66.85038156170506
2020-02-25,33.21,0.51892,63.99830417019964
2020-02-26,32.79,0.51892,63.188930856394045
2020-02-27,31.34,0.51892,60.39466584444615
2020-02-28,30.74,0.51892,59.2384182532953
2020-03-02,32.11,0.51892,61.87851691975641
2020-03-03,30.99,0.51892,59.72018808294148
2020-03-04,30.93,0.51892,59.604563323826405
2020-03-05,29.44,0.51892,56.733215139135126
2020-03-06,28.84,0.51892,55.57696754798427
2020-03-09,27.48,0.51892,52.95613967470901
2020-03-10,29.11,0.51892,56.09727896400215
2020-03-11,27.78,0.51892,53.534263470284436
2020-03-12,26.22,0.51892,50.52801973329222
2020-03-13,26.15,0.51892,50.39312418099128
2020-03-16,24.01,0.51892,46.26917443921992
2020-03-17,25.14,0.51892,48.44677406922069
2020-03-18,22.34,0.51892,43.050951977183374
2020-03-19,22.82,0.51892,43.97595005010406
2020-03-20,20.99,0.51892,40.44939489709396
2020-03-23,20.2,0.51892,38.927002235412004
2020-03-24,22.29,0.51892,42.954598011254134
2020-03-25,24.14,0.51892,46.519694750635935
2020-03-26,24.97,0.51892,48.119170585061276
2020-03-27,22.51,0.51892,43.378555461342785
2020-03-30,24.31,0.51892,46.84729823479534
2020-03-31,23.63,0.51892,45.53688429815771
2020-04-01,22.34,0.51892,43.050951977183374
2020-04-02,22.67,0.51892,43.68688815231635
2020-04-03,22.3,0.51892,42.97386880443999
2020-04-06,25.06,0.51892,48.2926077237339
2020-04-07,25.49,0.51892,49.12125183072534
2020-04-08,26.3,0.51892,50.682186078779
2020-04-09,25.99,0.51892,50.08479149001772
2020-04-13,25.99,0.51892,50.08479149001772
2020-04-14,26.51,0.51892,51.0868727356818
2020-04-15,25.7,0.51892,49.525938487628146
2020-04-16,25.54,0.51892,49.21760579665458
2020-04-17,26.88,0.51892,51.799892083558156
2020-04-20,26.06,0.51892,50.219687042318654
2020-04-21,25.54,0.51892,49.21760579665458
2020-04-22,24.77,0.51892,47.733754721344326
2020-04-23,24.86,0.51892,47.90719186001695
2020-04-24,24.83,0.51892,47.849379480459405
2020-04-27,26.39,0.51892,50.85562321745163
2020-04-28,27.14,0.51892,52.30093270639019
2020-04-29,28.37,0.51892,54.67124026824944
2020-04-30,25.87,0.51892,49.85354197178756
2020-05-01,25.43,0.51892,49.00562707161026
2020-05-04,25.0,0.51892,48.17698296461882
2020-05-05,24.1,0.51892,46.44261157789254
2020-05-06,24.81,0.51892,47.81083789408771
2020-05-07,25.25,0.17512,144.18684330744634
2020-05-08,26.0,0.17512,148.46962083142986
2020-05-11,25.67,0.17512,146.58519872087712
2020-05-12,25.36,0.17512,144.8149840109639
2020-05-13,24.52,0.17512,140.01827318410233
2020-05-14,25.77,0.17512,147.15623572407492
2020-05-15,26.06,0.17512,148.81224303334855
2020-05-18,27.47,0.17512,156.86386477843763
2020-05-19,27.57,0.17512,157.43490178163546
2020-05-20,27.81,0.17512,158.80539058931018
2020-05-21,27.62,0.17512,157.72042028323438
2020-05-22,27.8,0.17512,158.7482868889904
2020-05-26,29.03,0.17512,165.77204202832345
2020-05-27,29.65,0.17512,169.31247144814984
2020-05-28,28.93,0.17512,165.20100502512562
2020-05-29,29.17,0.17512,166.57149383280037
2020-06-01,29.54,0.17512,168.68433074463226
2020-06-02,29.3,0.17512,167.31384193695752
2020-06-03,30.77,0.17512,175.70808588396528
2020-06-04,30.53,0.17512,174.33759707629056
2020-06-05,30.85,0.17512,176.16491548652354
2020-06-08,32.48,0.17512,185.47281863864777
2020-06-09,30.81,0.17512,175.9365006852444
2020-06-10,30.14,0.17512,172.1105527638191
2020-06-11,28.06,0.17512,160.2329830973047
2020-06-12,28.29,0.17512,161.54636820465967
2020-06-15,29.29,0.17512,167.25673823663774
2020-06-16,28.309999,0.17512,161.6605698949292
2020-06-17,28.07,0.17512,160.2900867976245
2020-06-18,29.0,0.17512,165.60073092736408
2020-06-19,28.32,0.17512,161.71767930561901
2020-06-22,28.110001,0.17512,160.51850730927364
2020-06-23,28.26,0.17512,161.37505710370033
2020-06-24,27.379999,0.17512,156.3499257651896
2020-06-25,26.93,0.17512,153.78026496116948
2020-06-26,25.700001,0.17512,146.7565155322065
2020-06-29,26.9,0.17512,153.60895386021014
2020-06-30,26.82,0.17512,153.1521242576519
2020-07-01,26.93,0.17512,153.78026496116948
2020-07-02,26.559999,0.17512,151.66742233896758
2020-07-06,26.5,0.17512,151.3248058474189
2020-07-07,25.690001,0.17512,146.6994118318867
2020-07-08,25.299999,0.17512,144.4723560986752
2020-07-09,24.370001,0.17512,139.16172338967564
2020-07-10,25.32,0.17512,144.5865692096848
2020-07-13,24.959999,0.17512,142.53083028780264
2020-07-14,25.030001,0.17512,142.93056761078117
2020-07-15,26.059999,0.17512,148.81223732297855
2020-07-16,26.17,0.17512,149.44038373686615
2020-07-17,25.280001,0.17512,144.3581601187757
2020-07-20,24.76,0.17512,141.38876199177707
2020-07-21,25.4,0.17512,145.04339881224303
2020-07-22,25.91,0.17512,147.95568752855186
2020-07-23,26.24,0.17512,149.8401096391046
2020-07-24,26.66,0.17512,152.23846505253542
2020-07-27,25.719999,0.17512,146.870711512106
2020-07-28,25.74,0.17512,146.98492462311557
2020-07-29,25.860001,0.17512,147.67017473732298
2020-07-30,25.82,0.17512,147.44175422567383
2020-07-31,25.77,0.17512,147.15623572407492
2020-08-03,26.360001,0.17512,150.52535975331202
2020-08-04,26.67,0.17512,152.2955687528552
2020-08-05,24.725,0.17512,141.18889904065784
2020-08-06,24.99,0.17512,142.70214709913202
2020-08-07,24.67,0.17512,140.87482868889904
2020-08-10,24.4,0.17512,139.33302878026495
2020-08-11,24.66,0.17512,140.81772498857927
2020-08-12,24.92,0.17512,142.30242119689356
2020-08-13,25.57,0.17512,146.01416171767931
2020-08-14,25.74,0.17512,146.98492462311557
2020-08-17,25.559999,0.17512,145.9570523069895
2020-08-18,25.635,0.17512,146.3853357697579
2020-08-19,25.85,0.17512,147.61306532663318
2020-08-20,25.889999,0.17512,147.84147441754226
2020-08-21,26.0,0.17512,148.46962083142986
